les	os	le	o	DET;DEF;PL	PRO;ACC;MASC;PL;3
indiens	índio	indien	índio	ADJ;MASC;PL	N;MASC;SG
indiens	indiano	indien	indiano	ADJ;MASC;PL	N;MASC;SG
indiens	índia	indien	índia	ADJ;MASC;PL	N;FEM;SG
gallery	galeria	gallery	galeria	PROPN	N;FEM;SG
tournant	rotação	tourner	rotação	V;PRS;V.PTCP	N;FEM;SG
tournant	rotativa	tourner	rotativo	V;PRS;V.PTCP	N;FEM;SG
âges	idade	âge	idade	N;MASC;PL	N;FEM;SG
offrir	oferenda	offrir	oferenda	V;NFIN	N;FEM;SG
offrir	oferta	offrir	oferta	V;NFIN	N;FEM;SG
gridcolor	gridcolor	gridcolor	gridcolor	PROPN	N;MASC;SG
crédité	creditadas	créditer	creditar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
crédité	creditados	créditer	creditar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
tests	testando	test	testar	N;MASC;PL	V;V.MSDR
tests	teste	test	teste	N;MASC;PL	N;MASC;SG
tests	ensaio	test	ensaio	N;MASC;PL	N;MASC;SG
neutralité	neutro	neutralité	neutro	N;FEM;SG	ADJ;MASC;SG
neutralité	neutra	neutralité	neutro	N;FEM;SG	ADJ;FEM;SG
neutralité	neutros	neutralité	neutro	N;FEM;SG	N;MASC;PL
suisses	suíça	suisse	suíço	N;MASC;PL	N;FEM;SG
suisses	suiça	suisse	suiçar	N;MASC;PL	N;FEM;SG
suisses	swiss	suisse	swis	N;MASC;PL	N;MASC;SG
suisses	suíço	suisse	suíço	N;MASC;PL	ADJ;MASC;SG
bière	cervejas	bière	cerveja	N;FEM;SG	N;FEM;PL
bière	cervejas	bière	cerveja	N;FEM;SG	N;FEM;PL
arr	arr	arr	arr		N;MASC;SG
faibles	fraco	faible	fraco	ADJ;MASC;PL	ADJ;MASC;SG
faibles	fraca	faible	fraco	ADJ;MASC;PL	ADJ;FEM;SG
faibles	baixa	faible	baixa	ADJ;MASC;PL	N;FEM;SG
faibles	baixos	faible	baixo	ADJ;MASC;PL	N;MASC;PL
faibles	low	faible	low	ADJ;MASC;PL	N;MASC;SG
faibles	baixo	faible	baixo	ADJ;MASC;PL	ADV
arnold	arnold	arnold	arnold	PROPN	N;MASC;SG
élue	eleitos	élire	eleger	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
julia	julia	julia	julia	PROPN	N;FEM;SG
julia	júlia	julia	júlia	PROPN	N;FEM;SG
destin	destin	destin	destin	N;MASC;SG	N;MASC;PL
angel	anjinho	angel	anjinho	PROPN	N;MASC;SG
angel	ángel	angel	ángel	PROPN	N;MASC;SG
angel	anjo	angel	anjo	PROPN	N;MASC;SG
angel	angel	angel	angel	PROPN	N;MASC;SG
précédentes	anterior	précédent	anterior	ADJ;FEM;PL	ADJ;MASC;SG
archéologiques	arqueológico	archéologique	arqueológico	ADJ;MASC;PL	ADJ;MASC;SG
archéologiques	arqueológica	archéologique	arqueológico	ADJ;MASC;PL	N;FEM;SG
archéologiques	arqueológico	archéologique	arqueológico	ADJ;MASC;PL	ADJ;MASC;SG
archéologiques	arqueológicos	archéologique	arqueológico	ADJ;MASC;PL	N;MASC;PL
archéologiques	arqueológicas	archéologique	arqueológico	ADJ;MASC;PL	N;FEM;PL
archéologiques	arqueologia	archéologique	arqueologia	ADJ;MASC;PL	N;FEM;SG
ottawa	otava	ottawa	otava	PROPN	V;IND;SG;3;IPFV;FIN
ottawa	ottawa	ottawa	ottawo	PROPN	N;MASC;SG
professeurs	faculdade	professeur	faculdade	N;MASC;PL	N;FEM;SG
emplois	emprego	emploi	emprego	N;MASC;PL	N;MASC;SG
emplois	emprego	emploi	emprego	N;MASC;PL	N;MASC;SG
occupée	ocupados	occuper	ocupar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
occupée	ocupados	occuper	ocupar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
occupée	ocupadas	occuper	ocupar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
confusion	confusões	confusion	confusão	N;FEM;SG	N;FEM;PL
confusion	confusa	confusion	confusa	N;FEM;SG	ADJ;FEM;SG
confusion	confusas	confusion	confusa	N;FEM;SG	ADJ;FEM;PL
confusion	confuso	confusion	confuso	N;FEM;SG	ADJ;MASC;SG
clergé	clérigos	clergé	clérigo	N;MASC;SG	N;MASC;PL
clergé	clérigos	clergé	clérigo	N;MASC;SG	N;MASC;PL
étrange	strange	étrange	strange	ADJ;MASC;SG	N;MASC;SG
étrange	ímpares	étrange	ímpar	ADJ;MASC;SG	N;MASC;PL
étrange	bizarro	étrange	bizarro	ADJ;MASC;SG	N;MASC;SG
étrange	bizarras	étrange	bizarra	ADJ;MASC;SG	N;FEM;PL
étrange	bizarros	étrange	bizarro	ADJ;MASC;SG	N;MASC;PL
éteint	extintos	éteindre	extinto	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
autrichienne	austrian	autrichien	austrian	ADJ;FEM;SG	N;MASC;SG
autrichienne	áustria	autrichien	áustria	ADJ;FEM;SG	N;FEM;SG
autrichienne	austríacos	autrichien	austríaco	ADJ;FEM;SG	ADJ;MASC;PL
nobles	noble	noble	noble	ADJ;MASC;PL	N;MASC;SG
nobles	nobres	noble	nobre	ADJ;MASC;PL	N;MASC;PL
nobles	nobre	noble	nobre	ADJ;MASC;PL	N;MASC;SG
nobles	nobres	noble	nobre	ADJ;MASC;PL	N;MASC;PL
exprimer	express	exprimer	express	V;NFIN	N;MASC;SG
vendre	venda	vendre	venda	V;NFIN	N;FEM;SG
session	sessões	session	sessão	N;FEM;SG	N;FEM;PL
marshall	marshall	marshall	marshall	ADJ;MASC;SG	N;MASC;SG
marshall	marechal	marshall	marechal	ADJ;MASC;SG	N;MASC;SG
lang	lang	lang	lang	PROPN	N;MASC;SG
indienne	indianos	indien	indiano	ADJ;FEM;SG	N;MASC;PL
indienne	índios	indien	índio	ADJ;FEM;SG	N;MASC;PL
indienne	indian	indien	indian	ADJ;FEM;SG	N;MASC;SG
indienne	índio	indien	índio	ADJ;FEM;SG	N;MASC;SG
indienne	indiano	indien	indiano	ADJ;FEM;SG	N;MASC;SG
indienne	índia	indien	índia	ADJ;FEM;SG	N;FEM;SG
inc	inc	inc	inc		N;MASC;SG
just	só	just	só	INTJ	ADV
just	apenas	just	apenas	INTJ	ADV
alentours	envolvente	alentours	envolvente	N;MASC;PL	ADJ;MASC;SG
contrôler	controle	contrôler	controle	V;NFIN	N;MASC;SG
contrôler	control	contrôler	control	V;NFIN	N;MASC;SG
contrôler	controlo	contrôler	controlo	V;NFIN	N;MASC;SG
contrôler	controlador	contrôler	controlador	V;NFIN	N;MASC;SG
pietro	pietro	pietro	pietro	PROPN	N;MASC;SG
chœurs	refrão	chœur	refrão	N;MASC;PL	N;MASC;SG
chœurs	coro	chœur	coro	N;MASC;PL	N;MASC;SG
chœurs	coral	chœur	coral	N;MASC;PL	N;MASC;SG
chœurs	coro	chœur	coro	N;MASC;PL	N;MASC;SG
ferrand	ferrand	ferrand	ferrand	PROPN	N;MASC;SG
brésilienne	brasileiros	brésilien	brasileiro	ADJ;FEM;SG	N;MASC;PL
brésilienne	brasileiras	brésilien	brasileira	ADJ;FEM;SG	N;FEM;PL
brésilienne	brasileiro	brésilien	brasileiro	ADJ;FEM;SG	N;MASC;SG
brésilienne	brasileira	brésilien	brasileira	ADJ;FEM;SG	N;FEM;SG
adrien	adrien	adrien	adrienir	PROPN	N;MASC;SG
adrien	adriano	adrien	adriano	PROPN	N;MASC;SG
adrien	adrian	adrien	adrian	PROPN	N;MASC;SG
larry	larry	larry	larry	PROPN	N;MASC;SG
spéciales	especialidades	spécial	especialidade	ADJ;FEM;PL	N;FEM;PL
spéciales	promoções	spécial	promoção	ADJ;FEM;PL	N;FEM;PL
spéciales	especial	spécial	especial	ADJ;FEM;PL	ADJ;MASC;SG
spéciales	special	spécial	special	ADJ;FEM;PL	N;MASC;SG
récentes	recentes	récent	recente	ADJ;FEM;PL	N;MASC;PL
récentes	recente	récent	recente	ADJ;FEM;PL	ADJ;MASC;SG
policiers	polícia	policier	polícia	N;MASC;PL	N;FEM;SG
policiers	policia	policier	policia	N;MASC;PL	N;FEM;SG
armement	armar	armement	armar	N;MASC;SG	V;NFIN
armement	armas	armement	arma	N;MASC;SG	N;FEM;PL
armement	armamentos	armement	armamento	N;MASC;SG	N;MASC;PL
off	off	off	off		N;MASC;SG
mayenne	mayenne	mayenne	mayenne	ADJ;FEM;SG	N;MASC;SG
marion	marion	marion	marion	PROPN	N;MASC;SG
robe	vestir	robe	vestir	N;FEM;SG	V;NFIN
robe	vestido	robe	vestir	N;FEM;SG	V;MASC;SG;V.PTCP
baker	baker	baker	baker	PROPN	N;MASC;SG
baker	padeiro	baker	padeiro	PROPN	N;MASC;SG
jay	jay	jay	jay	PROPN	N;MASC;SG
stewart	stewart	stewart	stewart	PROPN	N;MASC;SG
phénomènes	fenômeno	phénomène	fenômeno	N;MASC;PL	N;MASC;SG
sint	sint	sint	sint	PROPN	N;MASC;SG
similaires	semelhante	similaire	semelhante	ADJ;MASC;PL	ADJ;MASC;SG
similaires	similar	similaire	similar	ADJ;MASC;PL	ADJ;MASC;SG
similaires	similares	similaire	similar	ADJ;MASC;PL	N;MASC;PL
sage	sábios	sage	sábio	ADJ;MASC;SG	N;MASC;PL
sage	wise	sage	wise	ADJ;MASC;SG	N;MASC;SG
sage	sábias	sage	sábio	ADJ;MASC;SG	N;FEM;PL
sage	sábio	sage	sábio	ADJ;MASC;SG	N;MASC;SG
sage	salva	sage	salvar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
sage	sage	sage	sage	ADJ;MASC;SG	N;MASC;SG
sage	sábio	sage	sábio	ADJ;MASC;SG	N;MASC;SG
béton	concretas	béton	concreto	N;MASC;SG	N;FEM;PL
béton	concretos	béton	concreto	N;MASC;SG	N;MASC;PL
lions	lions	lion	lions	N;MASC;PL	N;MASC;SG
idéal	ideais	idéal	ideal	ADJ;MASC;SG	N;MASC;PL
lionel	lionel	lionel	lionel	PROPN	N;MASC;SG
particules	partícula	particule	partícula	N;FEM;PL	N;FEM;SG
écurie	estável	écurie	estável	N;FEM;SG	ADJ;MASC;SG
écurie	estáveis	écurie	estável	N;FEM;SG	ADJ;MASC;PL
kennedy	kennedy	kennedy	kennedy	PROPN	N;MASC;SG
harris	harris	harris	harri	PROPN	N;MASC;SG
masters	masters	master	master	N;MASC;PL	N;MASC;SG
masters	mestrado	master	mestrado	N;MASC;PL	N;MASC;SG
refusé	rejeitados	refuser	rejeitar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
refusé	rejeitadas	refuser	rejeitar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
extraits	extratos	extraire	extrato	V;MASC;PL;PST;V.PTCP	N;MASC;PL
extraits	extractos	extraire	extrato	V;MASC;PL;PST;V.PTCP	N;MASC;PL
extraits	excertos	extraire	excerto	V;MASC;PL;PST;V.PTCP	N;MASC;PL
extraits	extracto	extraire	acto	V;MASC;PL;PST;V.PTCP	N;MASC;SG
extraits	extrato	extraire	extrato	V;MASC;PL;PST;V.PTCP	N;MASC;SG
extraits	trechos	extraire	trecho	V;MASC;PL;PST;V.PTCP	N;MASC;PL
extraits	excertos	extraire	excerto	V;MASC;PL;PST;V.PTCP	N;MASC;PL
rencontré	met	rencontrer	met	V;MASC;SG;PST;V.PTCP	N;MASC;SG
rencontré	encontrados	rencontrer	encontrar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
cadet	cadetes	cadet	cadete	N;MASC;SG	N;MASC;PL
triomphe	triunfos	triomphe	triunfo	N;MASC;SG	N;MASC;PL
triomphe	triunfar	triomphe	triunfar	N;MASC;SG	V;NFIN
lightgrey	lightgrey	lightgrey	lightgrey	PROPN	N;MASC;SG
down	down	down	down	PROPN	N;MASC;SG
pau	pau	pau	pau	PROPN	N;MASC;SG
dei	dei	dei	dar	PROPN	V;IND;SG;1;PST;FIN
commis	escrivão	commettre	escrivão	V;MASC;SG;PST;V.PTCP	N;MASC;SG
immense	imensas	immense	imenso	ADJ;MASC;SG	ADJ;FEM;PL
immense	imenso	immense	imenso	ADJ;MASC;SG	ADV
immense	enormes	immense	enorme	ADJ;MASC;SG	ADJ;MASC;PL
bobby	bobby	bobby	bobby	PROPN	N;MASC;SG
opposant	adversário	opposer	adversário	V;PRS;V.PTCP	N;MASC;SG
opposant	opositor	opposer	opositor	V;PRS;V.PTCP	N;MASC;SG
opposant	oponente	opposer	oponente	V;PRS;V.PTCP	N;MASC;SG
dangereux	perigosos	dangereux	perigoso	ADJ;MASC;SG	ADJ;MASC;PL
dangereux	perigosas	dangereux	perigoso	ADJ;MASC;SG	ADJ;FEM;PL
dangereux	perigosos	dangereux	perigoso	ADJ;MASC;SG	ADJ;MASC;PL
dangereux	inseguros	dangereux	inseguro	ADJ;MASC;SG	ADJ;MASC;PL
robinson	robinson	robinson	robinson	PROPN	N;MASC;SG
robinson	robson	robinson	robson	PROPN	N;MASC;SG
panneau	assine	panneau	assine	N;MASC;SG	INTJ
panneau	assina	panneau	assinar	N;MASC;SG	V;IND;SG;3;PRS;FIN
panneau	assinar	panneau	assinar	N;MASC;SG	V;NFIN
pomme	maçãs	pomme	maçã	N;FEM;SG	N;FEM;PL
rosa	rosa	rosa	rosa	PROPN	N;FEM;SG
bologne	bologna	bologne	bologna	PROPN	N;MASC;SG
bologne	mortadela	bologne	mortadela	PROPN	N;FEM;SG
bologne	bolonha	bologne	bolonha	PROPN	N;FEM;SG
seed	semente	seed	semente	PROPN	N;FEM;SG
seed	sementes	seed	semente	PROPN	N;FEM;PL
justification	justificações	justification	justificação	N;FEM;SG	N;FEM;PL
volant	voando	volant	voar	N;MASC;SG	V;V.MSDR
volant	voar	volant	voar	N;MASC;SG	V;NFIN
textcolor	textcolor	textcolor	textcolor	PROPN	N;MASC;SG
dents	dente	dent	dente	N;FEM;PL	N;MASC;SG
dents	dente	dent	dente	N;FEM;PL	N;MASC;SG
australienne	australiana	australien	australiano	ADJ;FEM;SG	N;FEM;SG
australienne	australianos	australien	australiano	ADJ;FEM;SG	N;MASC;PL
australienne	austrália	australien	austrália	ADJ;FEM;SG	N;FEM;SG
australienne	australiano	australien	australiano	ADJ;FEM;SG	N;MASC;SG
australienne	australian	australien	australian	ADJ;FEM;SG	N;MASC;SG
may	may	may	may	PROPN	N;MASC;SG
may	maio	may	maio	PROPN	N;MASC;SG
may	pode	may	poder	PROPN	V;IND;SG;3;PRS;FIN
algérien	argelino	algérien	argelino	ADJ;MASC;SG	N;MASC;SG
algérien	argelina	algérien	argelino	ADJ;MASC;SG	N;FEM;SG
algérien	argélia	algérien	argélia	ADJ;MASC;SG	N;FEM;SG
algérien	argelinos	algérien	argelino	ADJ;MASC;SG	N;MASC;PL
tommy	tommy	tommy	tommy	PROPN	N;MASC;SG
richesse	riquezas	richesse	riqueza	N;FEM;SG	N;FEM;PL
richesse	riquezas	richesse	riqueza	N;FEM;SG	N;FEM;PL
indes	índia	inde	índia	N;FEM;PL	N;FEM;SG
indes	india	inde	india	N;FEM;PL	N;MASC;SG
terry	terry	terry	terry	PROPN	N;MASC;SG
infrastructures	infraestrutura	infrastructure	infraestrutura	N;FEM;PL	N;FEM;SG
matthew	matthew	matthew	matthew	PROPN	N;MASC;SG
matthew	mateus	matthew	mater	PROPN	N;MASC;SG
cerveau	miolos	cerveau	miolo	N;MASC;SG	N;MASC;PL
cerveau	cérebros	cerveau	cérebro	N;MASC;SG	N;MASC;PL
cerveau	miolos	cerveau	miolo	N;MASC;SG	N;MASC;PL
fabrique	fabrica	fabrique	fabricar	ADJ;FEM;SG	N;FEM;SG
fabrique	factory	fabrique	factory	ADJ;FEM;SG	N;MASC;SG
fabrique	fábrica	fabrique	fábrica	ADJ;FEM;SG	N;FEM;SG
fabrique	fabrica	fabrique	fabricar	ADJ;FEM;SG	N;FEM;SG
voter	votação	voter	votação	V;NFIN	N;FEM;SG
voter	voto	voter	voto	V;NFIN	N;MASC;SG
voter	votação	voter	votação	V;NFIN	N;FEM;SG
voter	votações	voter	votação	V;NFIN	N;FEM;PL
voter	voto	voter	voto	V;NFIN	N;MASC;SG
diplomate	diplomático	diplomate	diplomático	N;MASC;SG	ADJ;MASC;SG
diplomate	diplomáticos	diplomate	diplomático	N;MASC;SG	N;MASC;PL
maternelle	materno	maternel	materno	ADJ;FEM;SG	N;MASC;SG
maternelle	maternal	maternel	maternal	ADJ;FEM;SG	N;MASC;SG
maternelle	materna	maternel	materna	ADJ;FEM;SG	N;FEM;SG
maternelle	infantário	maternel	infantário	ADJ;FEM;SG	N;MASC;SG
relatif	parente	relatif	parente	ADJ;MASC;SG	N;MASC;SG
relatif	relativa	relatif	relativo	ADJ;MASC;SG	N;FEM;SG
urbaines	urban	urbain	urban	ADJ;FEM;PL	N;MASC;SG
urbaines	urbano	urbain	urbano	ADJ;FEM;PL	N;MASC;SG
urbaines	urbana	urbain	urbano	ADJ;FEM;PL	N;FEM;SG
urbaines	urbanas	urbain	urbano	ADJ;FEM;PL	N;FEM;PL
urbaines	urbanos	urbain	urbano	ADJ;FEM;PL	N;MASC;PL
écologique	ecológicas	écologique	ecológico	ADJ;MASC;SG	ADJ;FEM;PL
écologique	ecológicos	écologique	ecológico	ADJ;MASC;SG	ADJ;MASC;PL
écologique	ecologia	écologique	ecologia	ADJ;MASC;SG	N;FEM;SG
joan	joana	joan	joana	PROPN	N;FEM;SG
joan	joan	joan	joan	PROPN	N;FEM;SG
sentiment	sentindo	sentiment	sentir	N;MASC;SG	V;V.MSDR
architectes	arquitecto	architecte	arquitecto	N;MASC;PL	N;MASC;SG
architectes	arquiteto	architecte	arquiteto	N;MASC;PL	N;MASC;SG
architectes	arquiteta	architecte	arquiteta	N;MASC;PL	N;FEM;SG
médical	médica	médical	médico	ADJ;MASC;SG	N;FEM;SG
médical	medico	médical	medico	ADJ;MASC;SG	N;MASC;SG
médical	medicina	médical	medicina	ADJ;MASC;SG	N;FEM;SG
médical	médicos	médical	médico	ADJ;MASC;SG	N;MASC;PL
publiées	publicou	publier	publicar	V;FEM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
publiées	publicada	publier	publicar	V;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
publiées	publicado	publier	publicar	V;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
modeste	humildes	modeste	humilde	ADJ;MASC;SG	N;MASC;PL
modeste	modestas	modeste	modesto	ADJ;MASC;SG	ADJ;FEM;PL
modeste	modestos	modeste	modesto	ADJ;MASC;SG	ADJ;MASC;PL
modeste	modeste	modeste	modeste	ADJ;MASC;SG	N;MASC;SG
interface	interfaces	interface	interface	N;FEM;SG	N;FEM;PL
fantôme	fantasmas	fantôme	fantasma	N;MASC;SG	N;MASC;PL
animé	animação	animer	animação	V;MASC;SG;PST;V.PTCP	N;FEM;SG
animé	animados	animer	animar	V;MASC;SG;PST;V.PTCP	N;MASC;PL
animé	animadas	animer	animar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
animé	anime	animer	anime	V;MASC;SG;PST;V.PTCP	N;MASC;SG
animé	animes	animer	anime	V;MASC;SG;PST;V.PTCP	N;MASC;PL
ludwig	ludwig	ludwig	ludwig	PROPN	N;MASC;SG
ludwig	luís	ludwig	luís	PROPN	N;MASC;SG
dérivé	derivadas	dériver	derivar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
marcus	marcus	marcus	marcus	PROPN	N;MASC;SG
ottoman	otomano	ottoman	otomano	ADJ;MASC;SG	N;MASC;SG
ottoman	otomanos	ottoman	otomano	ADJ;MASC;SG	N;MASC;PL
ottoman	otomana	ottoman	otomano	ADJ;MASC;SG	N;FEM;SG
universal	universal	universal	universal	PROPN	N;MASC;SG
universal	universais	universal	universal	PROPN	ADJ;MASC;PL
imaginaire	fantasy	imaginaire	fantasy	ADJ;MASC;SG	N;MASC;SG
imaginaire	fantasia	imaginaire	fantasia	ADJ;MASC;SG	N;FEM;SG
imaginaire	fantasias	imaginaire	fantasia	ADJ;MASC;SG	N;FEM;PL
imaginaire	imaginário	imaginaire	imaginário	ADJ;MASC;SG	N;MASC;SG
imaginaire	imaginários	imaginaire	imaginário	ADJ;MASC;SG	ADJ;MASC;PL
lens	lentes	lens	lente	N;MASC;SG	N;FEM;PL
bucarest	bucareste	bucarest	bucareste	PROPN	N;MASC;SG
passée	passadas	passer	passar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
passée	passados	passer	passar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
témoignage	testemunhos	témoignage	testemunho	N;MASC;SG	N;MASC;PL
nage	nadar	nage	nadar	N;FEM;SG	V;NFIN
arizona	arizona	arizona	arizonar	PROPN	N;MASC;SG
nuls	nulo	nul	nulo	ADJ;MASC;PL	ADJ;MASC;SG
nuls	nulos	nul	nulo	ADJ;MASC;PL	N;MASC;PL
nuls	nula	nul	nula	ADJ;MASC;PL	ADJ;FEM;SG
décrite	descritos	décrire	descrever	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
décrite	descritas	décrire	descrever	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
commerciales	comerciais	commercial	comercial	ADJ;FEM;PL	N;MASC;PL
commerciales	comercial	commercial	comercial	ADJ;FEM;PL	ADJ;MASC;SG
resta	permaneceram	rester	permanecer	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
circonstances	circunstância	circonstance	circunstância	N;FEM;PL	N;FEM;SG
gratte	arranha	gratte	arranhar	N;FEM;SG	V;IND;SG;3;PRS;FIN
déclin	recusar	déclin	recusar	N;MASC;SG	V;NFIN
thermique	térmicos	thermique	térmico	ADJ;MASC;SG	N;MASC;PL
thermique	térmico	thermique	térmico	ADJ;MASC;SG	N;MASC;SG
thermique	termal	thermique	termal	ADJ;MASC;SG	N;MASC;SG
thermique	térmica	thermique	térmico	ADJ;MASC;SG	N;MASC;SG
thermique	heat	thermique	heat	ADJ;MASC;SG	N;MASC;SG
thermique	calor	thermique	calor	ADJ;MASC;SG	N;MASC;SG
énorme	enormes	énorme	enorme	ADJ;MASC;SG	ADJ;MASC;PL
énorme	enormes	énorme	enorme	ADJ;MASC;SG	ADJ;MASC;PL
réformes	reformar	réforme	reformar	N;FEM;PL	V;NFIN
réformes	reforma	réforme	reforma	N;FEM;PL	N;FEM;SG
partenaires	sócio	partenaire	sócio	N;MASC;PL	N;MASC;SG
partenaires	parceira	partenaire	parceira	N;MASC;PL	N;FEM;SG
partenaires	parceiro	partenaire	parceiro	N;MASC;PL	N;MASC;SG
bruit	ruídos	bruit	ruído	N;MASC;SG	N;MASC;PL
universel	universal	universel	universal	ADJ;MASC;SG	N;MASC;SG
universel	universais	universel	universal	ADJ;MASC;SG	ADJ;MASC;PL
finir	acabamento	finir	acabamento	V;NFIN	N;MASC;SG
mercredi	quarta	mercredi	quarto	N;MASC;SG	ADJ;FEM;SG
limiter	limite	limiter	limite	V;NFIN	N;MASC;SG
sons	soa	son	soar	N;MASC;PL	V;IND;SG;3;PRS;FIN
clinique	clinica	clinique	clinica	ADJ;FEM;SG	N;FEM;SG
clinique	clínica	clinique	clínica	ADJ;FEM;SG	N;FEM;SG
clinique	clínico	clinique	clínico	ADJ;FEM;SG	N;MASC;SG
clinique	clínicas	clinique	clínica	ADJ;FEM;SG	N;FEM;PL
clinique	clínica	clinique	clínica	ADJ;FEM;SG	N;FEM;SG
tenté	tentativa	tenter	tentativa	V;MASC;SG;PST;V.PTCP	N;FEM;SG
tenté	tentados	tenter	tentar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
tenté	tentaram	tenter	tentar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
gouvernements	governo	gouvernement	governo	N;MASC;PL	N;MASC;SG
cirque	circos	cirque	circo	N;MASC;SG	N;MASC;PL
dépit	despeito	dépit	despeito	N;MASC;SG	ADV
eddie	eddie	eddie	eddie	PROPN	N;MASC;SG
eddie	eddy	eddie	eddy	PROPN	N;MASC;SG
progression	progressos	progression	progresso	N;FEM;SG	N;MASC;PL
cooper	cooper	cooper	cooper	PROPN	N;MASC;SG
intégrée	integrados	intégrer	integrar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
intégrée	integradas	intégrer	integrar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
intégrée	incorporados	intégrer	incorporar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
intégrée	embutidos	intégrer	embutir	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
dick	pila	dick	pila	PROPN	N;FEM;SG
dick	dick	dick	dick	PROPN	N;MASC;SG
remplaçant	substituto	remplacer	substituto	V;PRS;V.PTCP	N;MASC;SG
remplaçant	substituta	remplacer	substituta	V;PRS;V.PTCP	N;FEM;SG
remplaçant	substituto	remplacer	substituto	V;PRS;V.PTCP	N;MASC;SG
remplaçant	substituição	remplacer	substituição	V;PRS;V.PTCP	N;FEM;SG
électeurs	eleitorado	électeur	eleitorado	N;MASC;PL	N;MASC;SG
électeurs	eleitor	électeur	eleitor	N;MASC;PL	N;MASC;SG
thompson	thompson	thompson	thompson	PROPN	N;MASC;SG
aéronautique	aeronáutica	aéronautique	aeronáutico	ADJ;MASC;SG	N;FEM;SG
aéronautique	aéronautique	aéronautique	aéronautique	ADJ;MASC;SG	N;MASC;SG
aéronautique	aeronáutica	aéronautique	aeronáutico	ADJ;MASC;SG	N;FEM;SG
aéronautique	aeroespacial	aéronautique	aeroespacial	ADJ;MASC;SG	N;MASC;SG
aéronautique	aerospace	aéronautique	aerospace	ADJ;MASC;SG	N;MASC;SG
aéronautique	aviação	aéronautique	aviação	ADJ;MASC;SG	N;FEM;SG
salariés	trabalhadores	salarié	trabalhador	V;MASC;PL;PST;V.PTCP	N;MASC;PL
salariés	funcionários	salarié	funcionário	V;MASC;PL;PST;V.PTCP	N;MASC;PL
salariés	empregados	salarié	empregado	V;MASC;PL;PST;V.PTCP	N;MASC;PL
namur	namur	namur	namur	PROPN	N;FEM;SG
pen	canetas	pen	caneta	N;MASC;SG	N;FEM;PL
gravure	queimando	gravure	queimar	N;FEM;SG	V;V.MSDR
gravure	queimar	gravure	queimar	N;FEM;SG	V;NFIN
corriger	rectificação	corriger	rectificação	V;NFIN	N;FEM;SG
corriger	correção	corriger	correção	V;NFIN	N;FEM;SG
corriger	correcção	corriger	correcção	V;NFIN	N;FEM;SG
corriger	correcta	corriger	correcto	V;NFIN	ADJ;FEM;SG
corriger	correto	corriger	correto	V;NFIN	ADJ;MASC;SG
comprends	entende	comprendre	entender	V;IMP;SG;1;PRS;FIN	V;IND;SG;3;PRS;FIN
comprends	entenda	comprendre	entender	V;IMP;SG;1;PRS;FIN	V;SBJV;SG;3;PRS;FIN
dallas	dallas	dallas	dalla	PROPN	N;MASC;SG
nationalités	nacionalidade	nationalité	nacionalidade	N;FEM;PL	N;FEM;SG
pablo	pablo	pablo	pablo	PROPN	N;MASC;SG
appeler	vocação	appeler	vocação	V;NFIN	N;FEM;SG
fameux	famosas	fameux	famoso	ADJ;MASC;SG	ADJ;FEM;PL
fameux	famosos	fameux	famoso	ADJ;MASC;SG	N;MASC;PL
officielles	oficial	officiel	oficial	ADJ;FEM;PL	ADJ;MASC;SG
officielles	funcionário	officiel	funcionário	ADJ;FEM;PL	N;MASC;SG
officielles	official	officiel	official	ADJ;FEM;PL	N;MASC;SG
officielles	oficiais	officiel	oficial	ADJ;FEM;PL	N;MASC;PL
