til	za	til	za	ADV	
erfaringer	doživetje	erfaring	doživetje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
erfaringer	izkušnja	erfaring	izkušnja	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
belgisk	belgijske	belgisk	belgijski	ADJ;INDF;SG	ADJ;NOM;FEM;PL
harris	harris	harris	harris		PROPN;NOM;MASC;SG
fjenden	sovražniki	fjende	sovražnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;PL
lawrence	lawrence	lawrence	lawrenca		N;NOM;MASC;SG
rigt	bogato	rigt	bogato	ADJ;INDF;NEUT;SG	ADV
rigt	bogati	rigt	bogat	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
rigt	rich	rigt	rich	ADJ;INDF;NEUT;SG	
indfødte	domačini	indføde	domačin	V;PL;PST;V.PTCP	N;NOM;MASC;PL
indfødte	domorodci	indføde	domorodec	V;PL;PST;V.PTCP	N;NOM;MASC;PL
indfødte	domačin	indføde	domačin	V;PL;PST;V.PTCP	N;NOM;MASC;SG
indfødte	materni	indføde	materen	V;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
grove	grove	grov	grov	ADJ;PL	
eddie	eddie	eddie	eddie		N;NOM;MASC;SG
olympisk	olimpijski	olympisk	olimpijski	ADJ;INDF;SG	ADJ;NOM;MASC;PL
olympisk	olympic	olympisk	olympica	ADJ;INDF;SG	N;NOM;MASC;SG
matematisk	matematično	matematisk	matematično	ADV	ADJ;NOM;NEUT;SG
matematisk	matematični	matematisk	matematičen	ADV	ADJ;NOM;MASC;SG
matematisk	matematika	matematisk	matematika	ADV	N;NOM;FEM;SG
matematisk	matematično	matematisk	matematično	ADV	ADJ;NOM;NEUT;SG
bush	bush	bush	bush	PROPN	N;NOM;MASC;SG
bush	grmovje	bush	grmovje	PROPN	N;NOM;NEUT;SG
bush	grm	bush	grm	PROPN	N;NOM;MASC;SG
peru	peruja	peru	peruj	PROPN	N;GEN;MASC;SG
peru	peru	peru	peru	PROPN	PROPN;NOM;MASC;SG
peru	peruju	peru	peru	PROPN	N;DAT;MASC;SG
uppsala	uppsala	uppsala	uppsati	N;INDF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
ingeborg	ingeborg	ingeborg	ingeborg	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
udskiftet	zamenjana	udskifte	zamenjan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udskiftet	nadomeščen	udskifte	nadomeščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
havne	pristanišče	havne	pristanišče	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
havne	port	havne	port	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
klein	klein	klein	klein	N;INDF;MASC+FEM;SG	
asp	asp	asp	asp		N;NOM;MASC;SG
bekræftet	potrjen	bekræfte	potrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
bekræftet	potrjeno	bekræfte	potrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
bekræftet	potrjeni	bekræfte	potrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
bekræftet	potrjena	bekræfte	potrjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
bekræftet	preverjene	bekræfte	preverjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
bekræftet	preverjena	bekræfte	preverjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
bekræftet	preverjeno	bekræfte	preverjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
bekræftet	preverjen	bekræfte	preverjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ekstremt	izjemno	ekstremt	izjemno	ADJ;INDF;SG	ADV
ekstremt	izredno	ekstremt	izredno	ADJ;INDF;SG	ADV
ekstremt	skrajno	ekstremt	skrajno	ADJ;INDF;SG	ADV
ekstremt	skrajni	ekstremt	skrajen	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
ekstremt	ekstremno	ekstremt	ekstremno	ADJ;INDF;SG	ADV
sværd	meče	sværd	meči	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
sværd	meči	sværd	meč	N;INDF;NEUT;SG	N;NOM;MASC;PL
dyrkede	obdelan	dyrke	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
dyrkede	obdelano	dyrke	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
dyrkede	gojene	dyrke	gojen	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
alm	alm	al	alm		N;NOM;MASC;SG
sportsgrene	športni	sportsgen	športen	N;DEF;NEUT;PL	ADJ;NOM;MASC;SG
sportsgrene	šport	sportsgen	šport	N;DEF;NEUT;PL	N;NOM;MASC;SG
sportsgrene	športne	sportsgen	športen	N;DEF;NEUT;PL	ADJ;NOM;FEM;PL
sportsgrene	športna	sportsgen	športen	N;DEF;NEUT;PL	ADJ;NOM;FEM;SG
imperium	empire	imperium	empira	N;INDF;NEUT;SG	
mikael	mikael	mikael	mikati		N;NOM;MASC;SG
præster	duhovščina	præste	duhovščina	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
alperne	alp	alperne	alp	N;DEF;MASC+FEM;PL	PROPN;NOM;FEM;SG
alperne	alpe	alperne	alpa	N;DEF;MASC+FEM;PL	N;NOM;MASC;SG
alperne	alpski	alperne	alpski	N;DEF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;SG
stopper	zaustavitev	stoppe	zaustavitev	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
stopper	ustavitev	stoppe	ustavitev	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
olympic	olimpijski	olympic	olimpijski		ADJ;NOM;MASC;PL
olympic	olympic	olympic	olympica		N;NOM;MASC;SG
nødvendig	potrebovali	nødvendig	potrebovati	ADJ;INDF;MASC+FEM;SG	V;IPFV;MASC;PL;V.PTCP
mellemrum	razmik	mellemrum	razmik	N;INDF;NEUT;PL	N;NOM;MASC;SG
mellemrum	vesolje	mellemrum	vesolje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
mellemrum	prostor	mellemrum	prostor	N;INDF;NEUT;PL	N;NOM;MASC;SG
mellemrum	space	mellemrum	space	N;INDF;NEUT;PL	N;NOM;MASC;SG
mellemrum	vesoljska	mellemrum	vesoljski	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
pilot	pilotni	pilot	piloten	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
interne	notranja	interne	notranji	ADJ;PL	ADJ;NOM;FEM;SG
interne	interno	interne	interno	ADJ;PL	ADV
interne	notranji	interne	notranji	ADJ;PL	ADJ;NOM;DEF;MASC;SG
semifinalen	polfinalna	semifinale	polfinalen	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bonde	bonde	bond	bond	N;INDF;MASC+FEM;SG	
bonde	kmečka	bond	kmečki	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
giovanni	giovanni	giovanni	giovanen		PROPN;NOM;MASC;SG
schweiziske	švicarski	schweizisk	švicarski	ADJ;PL	ADJ;NOM;MASC;SG
schweiziske	švicarska	schweizisk	švicarski	ADJ;PL	ADJ;NOM;FEM;SG
indsatte	zapornik	indsætte	zapornik	V;PL;PST;V.PTCP	N;NOM;MASC;SG
indsatte	jetnik	indsætte	jetnik	V;PL;PST;V.PTCP	N;NOM;MASC;SG
indsatte	zaporniki	indsætte	zapornik	V;PL;PST;V.PTCP	N;NOM;MASC;PL
indsatte	ujetniki	indsætte	ujetnik	V;PL;PST;V.PTCP	N;NOM;MASC;PL
indsatte	zaporniki	indsætte	zapornik	V;PL;PST;V.PTCP	N;NOM;MASC;PL
bryan	bryan	bryan	bryan		PROPN;NOM;MASC;SG
württemberg	württemberg	württemberg	württemberg		N;NOM;MASC;SG
spise	jej	spise	jesti	V;NFIN;ACT	
spise	jest	spise	jest	V;NFIN;ACT	
deltagerne	sodelujoči	deltager	sodelujoč	N;DEF;MASC+FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
rosa	rosa	rosa	rosa		N;NOM;FEM;SG
stål	jekla	stål	jeklo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
stål	jeklena	stål	jeklen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
stål	jeklene	stål	jeklen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
stål	jekleni	stål	jeklen	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
stål	jekleno	stål	jeklen	N;INDF;MASC+FEM;SG	ADV
lyon	lyon	lyon	lyon		PROPN;NOM;MASC;SG
lyon	lyons	lyon	lyons		PROPN;NOM;MASC;SG
bowl	skleda	bowl	skleda		N;NOM;FEM;SG
bowl	skledo	bowl	skleda		N;ACC;FEM;SG
behandlet	obdelan	behandle	obdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
behandlet	obdelano	behandle	obdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
behandlet	obdelane	behandle	obdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
behandlet	obdelana	behandle	obdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
behandlet	predelana	behandle	predelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
behandlet	predelane	behandle	predelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
behandlet	predelani	behandle	predelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
behandlet	predelan	behandle	predelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
behandlet	obdelana	behandle	obdelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
behandlet	predelano	behandle	predelan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
stadigvæk	še	stadigvæk	še	ADV	PART
input	vhodna	input	vhoden	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
input	vložki	input	vložek	N;INDF;NEUT;SG	N;NOM;MASC;PL
midlertidigt	začasni	midlertidigt	začasen	ADV	ADJ;NOM;DEF;MASC;SG
midlertidigt	začasna	midlertidigt	začasen	ADV	ADJ;NOM;FEM;SG
midlertidigt	začasen	midlertidigt	začasen	ADV	ADJ;NOM;INDF;MASC;SG
hjemlandet	domovinska	hjemland	domovinski	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
efterladt	zapuščen	efterlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
efterladt	zapuščena	efterlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
efterladt	zapuščeni	efterlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
efterladt	zapuščeno	efterlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
portugisiske	portugalski	portugisk	portugalski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
portugisiske	portugalsko	portugisk	portugalski	ADJ;PL	ADJ;NOM;NEUT;SG
portugisiske	portugalska	portugisk	portugalski	ADJ;PL	ADJ;NOM;FEM;SG
vejledning	smernice	vejledning	smernica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
vejledning	napotki	vejledning	napotek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
vejledning	navodila	vejledning	navodilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
miller	miller	mille	miller	N;INDF;MASC+FEM;SG	
sofie	sofija	sofie	sofija		N;NOM;FEM;SG
sofie	sofia	sofie	sofia		N;NOM;FEM;SG
sofie	sofie	sofie	sofia		N;NOM;FEM;SG
uss	uss	uss	uss		PROPN;NOM;MASC;SG
carlo	carlo	carlo	carel		PROPN;NOM;MASC;SG
leverede	oddana	levere	oddan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
leverede	dostavljeno	levere	dostavljen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
middelalder	srednjeveški	middelalde	srednjeveški	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
omgivelser	okolico	omgivelse	okolica	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
omgivelser	okolica	omgivelse	okolica	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
bidraget	prispevek	bidrage	prispevek	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
bidraget	prispevanje	bidrage	prispevanje	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
effektivt	učinkoviti	effektiv	učinkovit	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
effektivt	učinkoviti	effektiv	učinkovit	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
lyse	svetlo	lyse	svetlo	ADJ;PL	ADV
lyse	svetla	lyse	svetel	ADJ;PL	ADJ;NOM;FEM;SG
organismer	organizem	organisme	organizem	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
schleswig	schleswig	schleswig	schleswig	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
fortid	pretekli	fortid	pretekel	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
brudt	zlomljen	bryde	zlomljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
brudt	zlomljeni	bryde	zlomljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
brudt	zlomljeno	bryde	zlomljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
begrænsede	omejena	begrænse	omejen	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
begrænsede	omejene	begrænse	omejen	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
begrænsede	omejen	begrænse	omejen	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
begrænsede	omejeno	begrænse	omejen	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
begrænsede	omejeni	begrænse	omejen	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
bach	bach	bach	bacha		N;NOM;MASC;SG
steven	stevena	stev	steven	PROPN	N;NOM;MASC;SG
steven	steven	stev	steven	PROPN	PROPN;NOM;MASC;SG
regner	deževje	regne	deževje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
mobile	mobilna	mobil	mobilen		ADJ;NOM;FEM;SG
mobile	mobilni	mobil	mobilen		ADJ;NOM;MASC;SG
mobile	mobilnih	mobil	mobilen		ADJ;GEN;MASC;PL
mobile	mobilno	mobil	mobilen		ADJ;NOM;NEUT;SG
three	tri	thre	trije		NUM;NOM;FEM;PL
three	trije	thre	trije		NUM;NOM;MASC;PL
three	tremi	thre	trije		NUM;NOM;FEM;PL
three	three	thre	three		
four	four	four	four		
four	štirje	four	štirje		NUM;NOM;MASC;PL
four	štiri	four	štirje		NUM;ACC;FEM;PL
family	druzina	family	druzina		N;NOM;FEM;SG
family	družina	family	družina		N;NOM;FEM;SG
fakta	dejstva	fakta	dejstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
fakta	dejstev	fakta	dejstvo	N;INDF;NEUT;SG	N;GEN;NEUT;PL
beslutninger	ločljivosti	beslutning	ločljivost	N;INDF;MASC+FEM;PL	N;GEN;FEM;SG
thailand	tajska	thailand	tajski		ADJ;NOM;FEM;SG
thailand	tajsko	thailand	tajski		ADJ;NOM;NEUT;SG
thailand	tajske	thailand	tajski		ADJ;NOM;FEM;PL
mister	gospod	miste	gospod	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
cathrine	catherine	cathrin	catherin	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
fødevarer	hrano	fødevare	hrana	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
fødevarer	hrana	fødevare	hrana	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
channel	kanal	channel	kanal		N;NOM;MASC;SG
square	kvadratnih	square	kvadraten		ADJ;GEN;MASC;PL
square	kvadrat	square	kvadrat		N;NOM;MASC;SG
beboet	naseljen	bebo	naseljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
beboet	poseljenih	bebo	poseljen	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
elektroniske	elektronsko	elektronisk	elektronsko	ADJ;PL	ADV
elektroniske	elektronska	elektronisk	elektronski	ADJ;PL	ADJ;NOM;FEM;SG
grønlandske	grenlandijo	grønlandsk	grenlandija	ADJ;PL	N;ACC;FEM;SG
grønlandske	grenlandije	grønlandsk	grenlandija	ADJ;PL	N;NOM;FEM;PL
sikret	zavarovano	sikre	zavarovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sikret	zavarovane	sikre	zavarovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
sikret	zavarovana	sikre	zavarovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sikret	zagotovljen	sikre	zagotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
sikret	zagotovljeni	sikre	zagotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
sikret	zagotovljeno	sikre	zagotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sikret	zagotovljena	sikre	zagotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sikret	zajamčeno	sikre	zajamčen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sikret	varno	sikre	varno	V;INDF;SG;PST;V.PTCP	ADV
sikret	zagotovljeno	sikre	zagotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
hallen	hall	hal	hall	N;DEF;MASC+FEM;SG	
firenze	florence	firenze	florenca	PROPN	N;NOM;FEM;SG
firenze	firence	firenze	firence	PROPN	N;NOM;FEM;PL
evans	evans	evans	evans		PROPN;NOM;MASC;SG
lucas	lucas	lucas	lucas		N;NOM;MASC;SG
egyptiske	egipčanski	egyptisk	egipčanski	ADJ;PL	ADJ;NOM;MASC;SG
studios	studios	studio	studios		
inkluderet	vključeni	inkludere	vključen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
inkluderet	vključena	inkludere	vključen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
inkluderet	vključene	inkludere	vključen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
inkluderet	vključen	inkludere	vključen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
inkluderet	vključeno	inkludere	vključen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
metro	podzemna	metro	podzemen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
metro	podzemni	metro	podzemen	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
metro	podzemno	metro	podzemen	N;INDF;MASC+FEM;SG	ADV
hej	pozdravljeni	hej	pozdravljen	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
forretninger	prodajalne	forretning	prodajalna	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
forretninger	prodajalne	forretning	prodajalna	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
forretninger	poslovanje	forretning	poslovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
forretninger	posel	forretning	posel	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
krag	krag	krag	krag	PROPN	
portugisisk	portugalski	portugisisk	portugalski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
modificeret	spremenjena	modificeret	spremenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
modificeret	spremenjen	modificeret	spremenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
modificeret	spremenjene	modificeret	spremenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
modificeret	spremenjeno	modificeret	spremenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
håber	upanja	håbe	upanje	V;IND;PRS;FIN;ACT	N;GEN;NEUT;SG
håber	hope	håbe	hopa	V;IND;PRS;FIN;ACT	
håber	upanje	håbe	upanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
flight	polet	flight	polet		N;NOM;MASC;SG
flight	let	flight	leto		N;GEN;NEUT;PL
konstantin	constantine	konstantin	constantina	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
søs	sis	søs	sis	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bomber	bombnik	bombe	bombnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
romansk	romanske	romansk	romanski	ADJ;INDF;SG	ADJ;NOM;FEM;PL
floderne	rek	flod	reka	N;DEF;MASC+FEM;PL	N;NOM;MASC;SG
paulus	paul	paulus	pauti	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
globale	svetovna	global	svetoven	ADJ;PL	ADJ;NOM;FEM;SG
globale	globalni	global	globalen	ADJ;PL	ADJ;NOM;MASC;SG
globale	globalno	global	globalen	ADJ;PL	ADV
globale	svetovno	global	svetoven	ADJ;PL	ADJ;NOM;NEUT;SG
short	kratki	short	kratek		ADJ;NOM;DEF;MASC;SG
short	kratko	short	kratko		ADV
short	kratek	short	kratek		ADJ;NOM;INDF;MASC;SG
short	kratka	short	kratek		ADJ;NOM;FEM;SG
short	kratke	short	kratek		ADJ;NOM;FEM;PL
soul	duša	soul	duša		N;NOM;FEM;SG
soul	duši	soul	dušiti		V;IPFV;IND;SG;3;PRS;FIN
soul	soul	soul	soul		N;NOM;MASC;SG
soul	dušo	soul	duša		N;ACC;FEM;SG
hotellet	hotel	hotel	hoteti	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
tidsskrifter	periodika	tidsskrift	periodika	N;INDF;NEUT;PL	N;NOM;FEM;SG
fusion	združitve	fusion	združitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fusion	fuzijske	fusion	fuzijski	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
fusion	združitve	fusion	združitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kent	kent	kent	kent		N;NOM;MASC;SG
graham	graham	graham	grahati		N;DAT;MASC;SG
foretrækker	raje	foretrække	raje	V;IND;PRS;FIN;ACT	ADV;CMPR
skød	krog	skød	krog	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
skød	ustreljen	skød	ustreljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
skød	ustreljena	skød	ustreljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
skød	strel	skød	strel	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
flyver	leti	flyve	leto	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
flyver	fly	flyve	fly	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
flyver	muhe	flyve	muha	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
flyver	muh	flyve	muha	V;IND;PRS;FIN;ACT	N;GEN;FEM;SG
flyver	leteči	flyve	leteč	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
flyver	letenje	flyve	letenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
børge	børge	børge	barga	N;INDF;NEUT;SG	
nations	narode	nation	narode	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
nations	narodi	nation	narod	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
nations	narodov	nation	narod	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
china	porcelan	china	porcelan		N;NOM;MASC;SG
china	kitajski	china	kitajski		ADJ;NOM;MASC;SG
china	kitajsko	china	kitajski		ADJ;NOM;NEUT;SG
china	kitajska	china	kitajski		ADJ;NOM;FEM;SG
effektiv	učinkoviti	effektiv	učinkovit	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
effektiv	učinkoviti	effektiv	učinkovit	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
bird	ptica	bird	ptica		N;NOM;FEM;SG
bird	ptiček	bird	ptiček		N;NOM;MASC;SG
bird	bird	bird	bird		
bird	ptič	bird	ptič		N;NOM;MASC;SG
indirekte	posredno	indirekte	posredno	ADJ	ADV
indirekte	posredno	indirekte	posredno	ADJ	ADV
michigan	michigan	michigan	michigan	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
begået	predano	begå	predan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
begået	storjena	begå	storjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
mountain	gora	mountain	gora		N;NOM;FEM;SG
mountain	gorsko	mountain	gorski		ADJ;NOM;NEUT;SG
mountain	gorski	mountain	gorski		ADJ;NOM;MASC;SG
mountain	planina	mountain	planina		N;NOM;FEM;SG
mountain	goro	mountain	gora		N;ACC;FEM;SG
slovakiet	slovaška	slovakium	slovaški	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
default	privzeto	default	privzet	N;INDF;MASC+FEM;SG	ADV
michel	michel	michel	michel		PROPN;NOM;MASC;SG
magi	čarobno	magi	čarobno	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
magi	magično	magi	magičen	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
respekt	spoštovati	respekt	spoštovati	N;INDF;MASC+FEM;SG	V;IPFV;NFIN
respekt	spoštuj	respekt	spoštuj	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
biologiske	biološko	biologisk	biološki	ADJ;PL	ADJ;NOM;NEUT;SG
biologiske	biološka	biologisk	biološki	ADJ;PL	ADJ;NOM;FEM;SG
tænker	razmišljanje	tænke	razmišljanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
tænker	razmišljanja	tænke	razmišljanje	V;IND;PRS;FIN;ACT	N;GEN;NEUT;SG
lanceret	izstreljena	lancere	izstreljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
dækkede	pokrito	dække	pokrit	V;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
dækkede	pokrit	dække	pokrit	V;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
dækkede	pokrita	dække	pokrit	V;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
dækkede	pokrite	dække	pokrit	V;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
had	sovražim	had	sovražiti	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
