kategória	categoría	kategória	categoría		N
okos	intelixentes	okos	intelixente		ADJ
okos	listos	okos	listo		V
okos	moi	okos	moi		ADV
okos	listo	okos	listo		N
grafika	gráficos	grafika	gráfico	N;NOM;SG	ADJ
kapcsolódott	con	kapcsolódott	con	V;INDF;IND;SG;3;PST;FIN;ACT	ADP
spirituális	espiritual	spirituális	espiritual	N;NOM;SG	ADJ
kulcs	as	kulcs	o	N;NOM;SG	DET
ajánlatot	ofrecer	ajánlat	ofrecer	N;ACC;SG	V
ajánlatot	lle	ajánlat	lle	N;ACC;SG	PRO
ajánlatot	unha	ajánlat	un	N;ACC;SG	DET
leone	leoa	lesz	leoar		N
leone	christo	lesz	christo		N
jövőbeli	futuro	jövőbeli	futuro	ADJ;NOM;SG	N
asszonyok	as	asszony	o	N;NOM;PL	DET
jogszabályok	a	jogszabály	o	N;NOM;PL	DET
jogszabályok	a	jogszabály	o	N;NOM;PL	DET
jogszabályok	as	jogszabály	o	N;NOM;PL	DET
planet	planeta	planet	planeta		N
megközelítőleg	aproximadamente	megközelítőleg	aproximadamente	ADJ;FRML;SG	ADV
hong	hong	hong	hong		PROPN
miles	km	miles	km		PROPN
miles	quilómetros	miles	quilómetros		N
miles	millas	miles	milla		N
miles	kilómetros	miles	kilómetro		N
miles	a	miles	o		DET
szárnyak	as	szárny	o	N;NOM;PL	DET
műveletek	as	művelet	o	N;NOM;PL	DET
műveletek	as	művelet	o	N;NOM;PL	DET
szenátus	do	szenátus	do	N;NOM;SG	PROPN
rendezvények	os	rendezvény	o	N;NOM;PL	DET
készülék	de	készülék	de	N;NOM;SG	ADP
hétvégén	de	hétvég	de	N;ON+ESS;SG	ADP
házas	casou	házas	casar		V
házas	casar	házas	casar		V
házas	casado	házas	casado		V
extrém	extremas	extrém	extremo		ADJ
vladimir	vladimir	vladimir	vladimir		V
atom	atómicos	atom	atómico	N;NOM;SG	ADJ
atom	atómica	atom	atómico	N;NOM;SG	ADJ
menő	xenial	menő	xenial		ADJ
menő	ben	menő	ben		ADV
menő	fresco	menő	fresco		N
szabványos	estándar	szabványos	estándar	N;NOM;SG	V
szabványos	de	szabványos	de	N;NOM;SG	ADP
októberi	outubro	októberi	outubro	ADJ;NOM;SG	N
októberi	de	októberi	de	ADJ;NOM;SG	ADP
arabul	árabe	arab	árabar		N
büntetést	castigada	büntetés	castigar	N;ACC;SG	V
büntetést	castigado	büntetés	castigar	N;ACC;SG	V
nyak	deles	nyak	del	N;NOM;SG	PROPN
többségi	maioría	többségi	maioría	ADJ;NOM;SG	N
univerzum	do	univerzum	do	N;NOM;SG	PROPN
kenny	kenny	kenny	kenny		PROPN
cső	con	cső	con	N;NOM;SG	ADP
cső	esta	cső	este	N;NOM;SG	DET
model	modelo	model	modelo		N
projektek	os	projek	o	N;NOM;PL	DET
viselkedése	seu	viselkedés	seu	N;NOM;SG	DET
auguste	auguste	auguste	augustir		PROPN
mostanában	pouco	mostanában	pouco	N;IN+ESS;SG	ADV
mostanában	recentemente	mostanában	recente	N;IN+ESS;SG	ADV
mostanában	ultimamente	mostanában	ultimamente	N;IN+ESS;SG	ADV
mostanában	hai	mostanában	haber	N;IN+ESS;SG	V
mostanában	ultimamente	mostanában	ultimamente	N;IN+ESS;SG	ADV
edge	do	edge	do		PROPN
jam	session	jam	session		PROPN
ajánlom	que	ajánlom	que	V;DEF;IND;SG;1;PRS;FIN;ACT	PRO
sarki	polar	sarki	polar		N
sarki	polares	sarki	polar		N
narancssárga	laranxa	narancssárga	laranxir		N
lent	na	lesz	na		N
lent	debaixo	lesz	debaixo		ADV
lent	por	lesz	por		ADP
lent	baixo	lesz	baixo		ADP
lent	abaixo	lesz	abaixo		ADV
lent	embaixo	lesz	embaixo		N
lent	seccionada	lesz	seccionar		V
lent	abaixo	lesz	abaixo		ADV
boldogság	a	boldogság	o	N;NOM;SG	DET
boldogság	contento	boldogság	contento	N;NOM;SG	ADV
boldogság	contenta	boldogság	contentar	N;NOM;SG	V
péntek	venres	pén	venre		N
bányászati	minería	bányászati	minería	ADJ;NOM;SG	N
korrekt	xusto	korrekt	xusto		ADV
korrekt	feira	korrekt	feira		N
annie	annie	az	annie	PROPN;NOM;SG	PROPN
kalauz	director	kalauz	director	N;NOM;SG	ADJ
tojás	os	tojás	o	N;NOM;SG	DET
megszállt	ocupada	megszállt	ocupado		V
mialatt	tempo	mialatt	tempo	ADV	N
fix	amañar	fix	amañar		V
fix	establecer	fix	establecer		V
fix	arranxar	fix	arranxar		V
fix	a	fix	o		DET
csók	bícame	csók	bícame	N;NOM;SG	PROPN
csók	bicar	csók	bicar	N;NOM;SG	V
csók	un	csók	un	N;NOM;SG	DET
csók	biquiño	csók	biquiño	N;NOM;SG	PROPN
veszteségeket	as	veszteség	o	N;ACC;PL	DET
spontán	espontaneamente	spontán	espontaneamente		ADV
evolúció	evolutiva	evolúció	evolutivo	N;NOM;SG	ADJ
evolúció	evolutivo	evolúció	evolutivo	N;NOM;SG	ADJ
üzemeltető	operadora	üzemeltető	operador	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
privát	privadas	priva	privado		ADJ
privát	privado	priva	privado		ADJ
privát	privada	priva	privado		ADJ
privát	privados	priva	privado		ADJ
privát	raso	priva	raso		N
privát	soldado	priva	soldar		V
kezdetek	comezando	kezdet	comezar	N;NOM;PL	V
kezdetek	empezando	kezdet	empezar	N;NOM;PL	V
bizonyítani	demostralo	bizonyít	demostralo	V;NFIN;ACT	N
bizonyítani	probalo	bizonyít	probalo	V;NFIN;ACT	PROPN
főnök	o	főnök	o	N;NOM;SG	DET
áruház	almacenar	áruház	almacenar	N;NOM;SG	V
potenciális	potencial	potenciális	potencial		N
keserű	amarga	keserű	amargar		ADJ
bomba	bomba	bomba	bomba		N
bomba	bombas	bomba	bomba		N
bomba	as	bomba	o		DET
tudatosan	conscientemente	tudatos	consciente	ADJ;FRML;SG	ADV
abraham	abraham	abraha	abraham		PROPN
szerencsétlen	desafortunado	szerencsétlen	desafortunar		V
gene	xenéticas	gene	xenético		ADJ
gene	xene	gene	xenar		N
gene	xenes	gene	xene		N
gene	xen	gene	xen		PROPN
egyetértés	acordo	egyetértés	acordo		N
egyetértés	entender	egyetértés	entender		V
egyetértés	comprensión	egyetértés	comprensión		N
egyetértés	entendemento	egyetértés	entendemento		N
egyetértés	comprender	egyetértés	comprender		V
egyetértés	consenso	egyetértés	consenso		N
egyetértés	copenhaguen	egyetértés	copenhaguen		V
hetes	7	hetes	7	N;NOM;SG	NUM
pat	pat	pat	pat		PROPN
propaganda	propaganda	propaganda	propaganda		N
joel	joel	joel	joel		PROPN
joel	recibiu	joel	recibir		V
csarnok	hall	csarnok	hall	N;NOM;SG	PROPN
csarnok	civil	csarnok	civil	N;NOM;SG	ADJ
sex	sexual	sex	sexual	N;NOM;SG	ADJ
szépség	a	szépség	o	N;NOM;SG	DET
utazási	viaxar	utazási	viaxar	N;NOM;SG	V
utazási	viaxa	utazási	viaxa	N;NOM;SG	V
jamaica	xamaica	jamaica	xamaica		ADJ
jamaica	jamaica	jamaica	jamaicar		ADJ
vallott	confesei	vallott	confeseir	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
bokor	bush	bokor	bush		PROPN
bokor	monte	bokor	monte		N
hónapja	ao	hónap	ao	N;NOM;SG	PROPN
mióta	desde	mióta	desde	ADV	ADP
mióta	que	mióta	que	ADV	PRO
mióta	dende	mióta	dende	ADV	ADP
amy	amy	amy	amy	N;NOM;SG	PROPN
alpha	chan	alpha	chan		N
ned	ned	ned	ned		N
megjelölt	marcados	megjelölt	marcar		V
szemét	do	szem	do	N;ACC;SG	PROPN
szemét	parvadas	szem	parvar	N;ACC;SG	ADJ
dakota	dakota	dakota	dakota		PROPN
koncepció	concepto	koncepció	concepto		N
előnyös	beneficiosa	előnyös	beneficioso		ADJ
alább	na	alá	na	ADV	N
alább	por	alá	por	ADV	ADP
alább	baixo	alá	baixo	ADV	ADP
alább	embaixo	alá	embaixo	ADV	N
alább	seccionada	alá	seccionar	ADV	V
orange	laranxa	orang	laranxir		N
számláló	mostrador	számláló	mostrador		N
elkerülése	evitar	elkerülés	evitar	N;NOM;SG	V
konszenzus	copenhaguen	konszenzus	copenhaguen	N;NOM;SG	V
castro	castro	castro	castro		N
mobile	móbil	mobile	móbil		ADJ
stein	stein	stein	star		PROPN
évszázad	xiii	évszázad	xiii	N;NOM;SG	PROPN
aranyos	moi	aranyos	moi		ADV
palermo	palermo	palermo	palermo		PROPN
bezárt	pechado	bezárt	pechado	V;INDF;IND;SG;3;PST;FIN;ACT	N
bezárt	sondaxes	bezárt	sondaxe	V;INDF;IND;SG;3;PST;FIN;ACT	N
csökkentése	reducir	csökkentés	reducir	N;NOM;SG	V
csökkentése	a	csökkentés	o	N;NOM;SG	DET
csökkentése	reducir	csökkentés	reducir	N;NOM;SG	V
rain	chove	rain	chove		V
rain	chuvia	rain	chuvia		N
rain	choiva	rain	choiva		N
rain	nos	rain	nos		PRO
rain	topásemos	rain	topásemo		V
rain	con	rain	con		ADP
rain	outras	rain	outro		DET
rain	razas	rain	raza		N
rain	chover	rain	chover		V
rain	a	rain	o		DET
freddie	freddie	freddie	freddiae		PROPN
esküvő	de	esküvő	de	N;NOM;SG	ADP
társaságok	as	társaság	o	N;NOM;PL	DET
kiadások	pasar	kiadás	pasar	N;NOM;PL	V
hollywoodi	hollywood	hollywoodi	hollywood		PROPN
divat	a	divat	o	N;NOM;SG	DET
összeg	enorme	összeg	enorme	N;NOM;SG	ADJ
nepál	nepal	nepál	nepal	PROPN;NOM;SG	PROPN
professzionális	profesionais	professzionális	profesional	ADJ;NOM;SG	N
professzionális	un	professzionális	un	ADJ;NOM;SG	DET
hidak	bridges	híd	bridge	N;NOM;PL	PROPN
fbi	fbi	fbi	ser	N;NOM;SG	PROPN
későn	tarde	későn	tarde		N
cape	o	cap	o		DET
cape	cabo	cap	cabo		N
kimondottan	especificamente	kimond	especificamente	ADJ;FRML;SG	ADV
plus	máis	plus	máis		ADV
plus	mais	plus	mais		CONJ
kövér	graxa	kövér	graxar		N
kövér	gorda	kövér	gorda		N
kövér	gordo	kövér	gordo		N
kövér	gordos	kövér	gordo		N
kövér	o	kövér	o		DET
nézett	cara	nézett	cara	V;INDF;IND;SG;3;PST;FIN;ACT	N
kínál	ofréceme	kínál	ofréceme	V;INDF;IND;SG;3;PRS;FIN;ACT	PROPN
emelet	andar	emelet	andar	N;NOM;SG	V
kártya	as	kártya	o	N;NOM;SG	DET
kártya	de	kártya	de	N;NOM;SG	ADP
kártya	unha	kártya	un	N;NOM;SG	DET
nyelveket	as	nyelv	o	N;ACC;PL	DET
nyelveket	faladas	nyelv	falar	N;ACC;PL	V
gyanús	sospeitosos	gyanús	sospeitoso		ADJ
gyanús	sospeitoso	gyanús	sospeitoso		ADJ
műsorok	demostra	műsor	demostrar	N;NOM;PL	V
seattle	seattle	seattle	seattle	N;NOM;SG	PROPN
fegyvereket	as	fegyver	o	N;ACC;PL	DET
ugrás	así	ugrás	así	N;NOM;SG	ADV
ugrás	saltar	ugrás	saltar	N;NOM;SG	V
ugrás	chimpa	ugrás	chimpa	N;NOM;SG	PROPN
homo	homo	homo	homo		PROPN
europa	europa	europa	europa		PROPN
cukor	candy	cukor	candy	N;NOM;SG	PROPN
terhes	embarazada	terhes	embarazar		V
terhes	preñado	terhes	preñar		N
városokat	nas	város	nas	N;ACC;PL	PROPN
tömör	sólida	tömör	sólida		ADJ
kórházi	hospital	kórházi	hospital		N
komédia	a	komédia	o	N;NOM;SG	DET
arizona	arizona	arizona	arizona		PROPN
baseball	béisbol	baseball	béisbol		N
egyezik	mistos	egyezik	misto	V;INDF;IND;SG;3;PRS;FIN;ACT	N
egyezik	partidos	egyezik	partido	V;INDF;IND;SG;3;PRS;FIN;ACT	N
bolond	parva	bolond	parva		N
bolond	parvo	bolond	parvo		N
bolond	idiota	bolond	idiota		N
bolond	toleaches	bolond	toleache		N
bolond	paspán	bolond	paspán		PROPN
bolond	tomo	bolond	tomo		N
bolond	ridículo	bolond	ridículo		N
bolond	unha	bolond	un		DET
kínaiak	os	kínai	o	N;NOM;PL	DET
kínaiak	chinesas	kínai	chinés	N;NOM;PL	ADJ
kínaiak	chinesa	kínai	chinés	N;NOM;PL	ADJ
őszintén	honestamente	őszintén	honestamente		ADV
halottak	morreu	halott	morrer	N;NOM;PL	V
tokiói	tokio	tokiói	tokio	ADJ;NOM;SG	PROPN
költség	custan	költség	custar	N;NOM;SG	V
költség	custa	költség	custar	N;NOM;SG	V
költség	custa	költség	custar	N;NOM;SG	V
költség	custar	költség	custar	N;NOM;SG	V
költség	sanitarios	költség	sanitario	N;NOM;SG	ADJ
részleteket	roubada	részlet	roubada	N;ACC;PL	V
galamb	pomba	galamb	pomba		N
elpusztította	con	elpusztít	con	V;DEF;IND;SG;3;PST;FIN;ACT	ADP
elpusztította	destruírono	elpusztít	destruírono	V;DEF;IND;SG;3;PST;FIN;ACT	PROPN
hús	a	hús	o	N;NOM;SG	DET
platform	plataforma	platform	plataforma		N
kollektív	colectivo	kollektív	colectivo		N
kollektív	colectiva	kollektív	colectivo		ADJ
rogers	rogers	rogers	roger		PROPN
jefferson	jefferson	jeffers	jefferson		PROPN
meghívást	convídovos	meghívás	convídovo	N;ACC;SG	V
meghívást	a	meghívás	o	N;ACC;SG	DET
értelmezni	a	értelmez	o	V;NFIN;ACT	DET
montana	montana	mont	montana		PROPN
nélkülözhetetlen	esenciais	nélkülözhetetlen	esencial		ADJ
nélkülözhetetlen	esencial	nélkülözhetetlen	esencial		ADJ
biztonság	de	biztonság	de	N;NOM;SG	ADP
biztonság	salvo	biztonság	salvo	N;NOM;SG	ADP
biztonság	segura	biztonság	seguro	N;NOM;SG	ADJ
biztonság	a	biztonság	o	N;NOM;SG	DET
bűnös	culpable	bűnös	culpable		ADJ
bűnös	culpábel	bűnös	culpábel		ADJ
bűnös	culpábeis	bűnös	culpábel		N
admirális	almirante	admirális	almirante		N
puha	suave	puha	suave		ADJ
zavaros	confuso	zavaros	confuso		N
hitte	que	hit	que	V;DEF;IND;SG;3;PRS;FIN;ACT	PRO
januárban	de	január	de	N;IN+ESS;SG	ADP
sértő	ofensivo	sértő	ofensivo		ADJ
sértő	ofensiva	sértő	ofensivo		N
törvényeket	as	törvény	o	N;ACC;PL	DET
régiók	do	régió	do	N;NOM;PL	PROPN
régiók	sudeste	régió	sudeste	N;NOM;PL	PROPN
laboratóriumi	laboratorio	laboratóriumi	laboratorio	ADJ;NOM;SG	N
nyelveken	as	nyelv	o	N;ON+ESS;PL	DET
nyelveken	faladas	nyelv	falar	N;ON+ESS;PL	V
afganisztán	afganistán	afganiszta	afganistán	N;NOM;SG	PROPN
afganisztán	afghanistán	afganiszta	afghanistán	N;NOM;SG	PROPN
elérés	collo	elérés	collo	N;NOM;SG	V
elérés	acadar	elérés	acadar	N;NOM;SG	V
elérés	chegar	elérés	chegar	N;NOM;SG	V
elérés	ao	elérés	ao	N;NOM;SG	PROPN
elérés	a	elérés	o	N;NOM;SG	DET
visszafelé	revés	visszafelé	revés		N
cliff	cliff	cliff	cliff		PROPN
memorial	dos	memorial	dos	N;NOM;SG	PROPN
antarktisz	antártida	antarktisz	antártida	N;NOM;SG	V
karcsú	slim	karcsú	slim		PROPN
tanít	ensino	tanít	ensino	V;INDF;IND;SG;3;PRS;FIN;ACT	N
tanít	ensinanza	tanít	ensinanza	V;INDF;IND;SG;3;PRS;FIN;ACT	N
kétséges	dúbida	kétséges	dúbida	ADJ;NOM;SG	N
kétséges	dubidar	kétséges	dubidar	ADJ;NOM;SG	V
kétséges	dúbidas	kétséges	dúbida	ADJ;NOM;SG	N
kétséges	dubido	kétséges	dober	ADJ;NOM;SG	V
kétséges	dubídoo	kétséges	dubídoo	ADJ;NOM;SG	V
álma	con	álma	con	N;NOM;SG	ADP
találkozni	con	találkozik	con	V;NFIN;ACT	ADP
konferencián	de	konferencia	de	N;ON+ESS;SG	ADP
singer	cantante	singer	cantante		N
vezetni	coche	vezet	coche	V;NFIN;ACT	N
vezetni	conduzo	vezet	conduzo	V;NFIN;ACT	PROPN
rico	rico	rico	rico		ADJ
rico	ei	rico	ei		PROPN
felhasználás	usamos	felhasználás	usar	N;NOM;SG	V
felhasználás	usar	felhasználás	usar	N;NOM;SG	V
felhasználás	usan	felhasználás	usar	N;NOM;SG	V
paradicsom	o	paradicsom	o	N;NOM;SG	DET
fenntartása	manter	fenntartás	manter	N;NOM;SG	V
fenntartása	a	fenntartás	o	N;NOM;SG	DET
fenyegető	ameazando	fenyegető	ameazar		V
fenyegető	ameazan	fenyegető	ameazar		V
harmadszor	terceira	harmadszor	terceiro		ADJ
harmadszor	terceiro	harmadszor	terceiro		ADJ
harmadszor	terzo	harmadszor	terzo		N
növelése	a	növelés	o	N;NOM;SG	DET
növelése	incrementar	növelés	incrementar	N;NOM;SG	V
növelése	aumenta	növelés	aumentar	N;NOM;SG	V
növelése	aumentar	növelés	aumentar	N;NOM;SG	V
szingapúr	singapur	szingapúr	singapur	N;NOM;SG	PROPN
domenico	domenico	domenico	domenico		N
küld	a	küld	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
járvány	peste	járvány	peste	N;NOM;SG	PROPN
vicces	gracioso	vicces	gracioso		ADJ
vicces	divertido	vicces	divertir		V
vicces	raro	vicces	raro		ADJ
enged	os	enged	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
enged	déixalles	enged	déixalle	V;INDF;IND;SG;3;PRS;FIN;ACT	N
válás	o	válás	o	N;NOM;SG	DET
válás	divorciar	válás	divorciar	N;NOM;SG	V
másképpen	contrario	másképpen	contrario		N
másképpen	ou	másképpen	ou		CONJ
másképpen	doutro	másképpen	doutro		N
másképpen	xeito	másképpen	xeito		N
másképpen	se	másképpen	se		CONJ
másképpen	non	másképpen	non		PART
másképpen	senón	másképpen	senón		CONJ
halászat	pescar	halász	pescar	N;NOM;SG	V
létrejövő	resultado	létrejövő	resultado	ADJ;NOM;SG	N
lánc	cadeas	lánc	cadea		N
lánc	as	lánc	o		DET
lánc	cadea	lánc	cadea		N
lánc	subministración	lánc	subministración		N
lánc	traballos	lánc	traballo		N
oxid	nítrico	oxid	nítrico	N;NOM;SG	ADJ
befejeződött	os	befejeződik	o	V;INDF;IND;SG;3;PST;FIN;ACT	DET
szex	sexual	szex	sexual	N;NOM;SG	ADJ
nagyobbak	grandes	nagy	grande	ADV	ADJ
nagyobbak	grande	nagy	grande	ADV	ADJ
nagyobbak	é	nagy	ser	ADV	V
nagyobbak	grandes	nagy	grande	ADV	ADJ
nagyobbak	grande	nagy	grande	ADV	ADJ
nagyobbak	maiores	nagy	maior	ADV	N
nagyobbak	é	nagy	ser	ADV	V
nagyobbak	son	nagy	ser	ADV	V
kőolaj	de	kőolaj	de	N;NOM;SG	ADP
evolúciós	evolución	evolúciós	evolución	ADJ;NOM;SG	N
vád	cargos	vád	cargo		N
vád	acusación	vád	acusación		N
végrehajtása	temperán	végrehajtás	temperán	N;NOM;SG	V
lábai	as	láb	o	N;NOM;PL	DET
lábai	legs	láb	leg	N;NOM;PL	PROPN
ellenálló	resistentes	ellenálló	resistente		ADJ
ellenálló	resistente	ellenálló	resistente		ADJ
ellenálló	resistencia	ellenálló	resistencia		N
ellenálló	a	ellenálló	o		DET
dylan	dylan	dylan	dólar		PROPN
camp	campo	camp	campo		N
camp	campamento	camp	campamento		N
camp	acampamento	camp	acampamento		N
camp	do	camp	do		PROPN
kontinensen	continente	kontinens	continente	ADJ;FRML;SG	N
eltávolítása	se	eltávolítás	se	N;NOM;SG	CONJ
eltávolítása	e	eltávolítás	e	N;NOM;SG	CONJ
eltávolítása	quitar	eltávolítás	quitar	N;NOM;SG	V
eltávolítása	quitamos	eltávolítás	quitar	N;NOM;SG	V
sütő	cociniña	sütő	cocinir	N;NOM;SG	PROPN
kinga	king	kinga	king		PROPN
kinga	rei	kinga	rei		PROPN
kinga	o	kinga	o		DET
kinga	xurxo	kinga	xurxo		N
tulajdon	propiedade	tulajdon	propiedade		N
lábát	as	lába	o	N;ACC;SG	DET
lábát	legs	lába	leg	N;ACC;SG	PROPN
lábát	unha	lába	un	N;ACC;SG	DET
folytatás	seguir	folytatás	seguir	N;NOM;SG	V
folytatás	continuar	folytatás	continuar	N;NOM;SG	V
folytatás	continúan	folytatás	continuar	N;NOM;SG	V
folytatás	continúe	folytatás	continuír	N;NOM;SG	V
folytatás	continuaremos	folytatás	continuar	N;NOM;SG	V
folytatás	continuou	folytatás	continuar	N;NOM;SG	V
hittem	que	hit	que	V;DEF;IND;SG;1;PRS;FIN;ACT	PRO
hittem	que	hit	que	V;DEF;IND;SG;1;PRS;FIN;ACT	PRO
kocka	dados	kocka	dar		V
örülök	gusto	örül	gusto	V;DEF;IND;SG;1;PRS;FIN;ACT	N
örülök	de	örül	de	V;DEF;IND;SG;1;PRS;FIN;ACT	ADP
örülök	que	örül	que	V;DEF;IND;SG;1;PRS;FIN;ACT	PRO
örülök	alégrame	örül	alégrame	V;DEF;IND;SG;1;PRS;FIN;ACT	ADV
februárban	de	február	de	N;IN+ESS;SG	ADP
detroit	detroit	detroit	detroit		PROPN
intézkedések	as	intézkedés	o	N;NOM;PL	DET
springer	springer	springer	springer	N;NOM;SG	PROPN
részecske	de	részecske	de	N;NOM;SG	ADP
bekezdés	parágrafo	bekezdés	parágrafo		N
bekezdés	punto	bekezdés	punto		N
fan	fan	fan	facer		V
fogak	os	fog	o	N;NOM;PL	DET
vizsgálati	probar	vizsgálati	probar	N;NOM;SG	V
vizsgálati	de	vizsgálati	de	N;NOM;SG	ADP
vizsgálati	probando	vizsgálati	probar	N;NOM;SG	V
aligha	é	aligha	ser		V
aligha	crer	aligha	crer		V
aligha	non	aligha	non		PART
aligha	dificilmente	aligha	dificil		ADV
aligha	case	aligha	case		ADV
aligha	difícil	aligha	difícil		ADJ
aligha	apenas	aligha	apenas		ADV
zavart	confusión	zavart	confusión		N
zavart	confuso	zavart	confuso		N
szebb	máis	szebb	máis		ADV
tőke	capitol	tőke	capitol	N;NOM;SG	PROPN
tőke	o	tőke	o	N;NOM;SG	DET
csatolt	pegados	csatolt	pegar		V
steel	aceiro	steel	aceiro		N
steel	de	steel	de		ADP
steel	ferro	steel	ferro		N
steel	o	steel	o		DET
steel	raís	steel	raes		N
kanári	canarios	kanári	canario		N
case	caso	case	caso		N
case	se	case	se		CONJ
tárolt	almacénanse	tárolt	almacénanse	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
műszerek	instrumental	műszer	instrumental	N;NOM;PL	ADJ
programozás	de	programozás	de	N;NOM;SG	ADP
gondok	os	gond	o	N;NOM;PL	DET
gondok	os	gond	o	N;NOM;PL	DET
etikai	de	etikai	de		ADP
etikai	ética	etikai	ética		N
tartása	manter	tartás	manter	N;NOM;SG	V
tartása	en	tartás	en	N;NOM;SG	ADP
tartása	mantén	tartás	manter	N;NOM;SG	V
tartása	coa	tartás	coar	N;NOM;SG	V
ügyes	intelixente	ügyes	intelixente		ADJ
szegények	pobre	szegény	pobre	N;NOM;PL	ADJ
végzetes	fatal	végzetes	fatal		ADJ
email	correo	email	correo		N
tüzérség	artillaría	tüzérség	artillar	N;NOM;SG	V
megerősítve	confirmado	megerősítve	confirmar	ADV;V.CVB	V
jelentések	reportando	jelentés	reportar	N;NOM;PL	V
jelentések	sobre	jelentés	sobre	N;NOM;PL	ADP
rajzolt	drew	rajzolt	drew	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
megmutatta	mostrei	meg+mutat	mostrar	V;DEF;IND;SG;3;PST;FIN;ACT	PROPN
megmutatta	que	meg+mutat	que	V;DEF;IND;SG;3;PST;FIN;ACT	PRO
grey	gris	grey	gris		PROPN
grey	é	grey	ser		V
forever	para	forever	para		ADP
forever	sempre	forever	sempre		ADV
forever	eternamente	forever	eternamente		ADV
tisztek	oficiais	tiszt	oficial	N;NOM;PL	ADJ
tisztek	os	tiszt	o	N;NOM;PL	DET
tisztek	seus	tiszt	seu	N;NOM;PL	DET
legkevésbé	cando	kevésbé	cando		PRO
legkevésbé	menos	kevésbé	menos		ADV
legkevésbé	polo	kevésbé	polo		N
osztva	dividido	osztva	dividir	ADV;V.CVB	V
sajnálom	perdón	sajnál	perdón	V;DEF;IND;SG;1;PRS;FIN;ACT	N
sajnálom	desculpe	sajnál	desculpe	V;DEF;IND;SG;1;PRS;FIN;ACT	PROPN
asztalos	carpinteiro	asztalos	carpinteiro		N
mérési	medir	mérési	medir	ADJ;NOM;SG	V
mérési	medindo	mérési	medir	ADJ;NOM;SG	V
szabályzat	as	szabályzat	o	N;NOM;SG	DET
szabályzat	político	szabályzat	político	N;NOM;SG	ADJ
szabályzat	a	szabályzat	o	N;NOM;SG	DET
szabályzat	de	szabályzat	de	N;NOM;SG	ADP
jogszabály	leis	jogszabály	lei		N
jogszabály	lei	jogszabály	lei		N
jogszabály	a	jogszabály	o		DET
jogszabály	lexislación	jogszabály	lexislación		N
jogszabály	a	jogszabály	o		DET
jogszabály	lei	jogszabály	lei		N
mérték	de	mér	de		ADP
mérték	taxa	mér	taxa		N
mérték	medida	mér	medida		N
mérték	medir	mér	medir		V
mérték	medimos	mér	medir		V
romlott	horríbel	romlik	horríbel	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
primitív	primitivos	primitív	primitivo		ADJ
primitív	primitiva	primitív	primitivo		ADJ
primitív	primitivo	primitív	primitivo		ADJ
tengerpart	beach	tengerpart	beach	N;NOM;SG	PROPN
üresen	valeiro	üres	valeiro	ADJ;FRML;SG	N
izom	os	izom	o	N;NOM;SG	DET
izom	muscular	izom	muscular	N;NOM;SG	ADJ
képzési	formación	képzési	formación	ADJ;NOM;SG	N
képzési	estudan	képzési	estudar	ADJ;NOM;SG	V
képzési	adestramento	képzési	adestramento	ADJ;NOM;SG	N
hills	outeiros	hills	outeiro		N
elme	importa	elem	importar	N;NOM;SG	V
büszke	orgullosa	büszke	orgullosa		ADJ
büszke	orgullosos	büszke	orgulloso		ADJ
büszke	de	büszke	de		ADP
büszke	orgulloso	büszke	orgulloso		ADJ
büszke	fachendoso	büszke	fachendoso		ADJ
mia	mia	mia	mia		PROPN
dinoszaurusz	de	dinoszaurusz	de	N;NOM;SG	ADP
kambodzsa	camboxa	kambodzs	camboxa		PROPN
kambodzsa	en	kambodzs	en		ADP
kifejtett	se	kifejtett	se	V;INDF;IND;SG;3;PST;FIN;ACT	CONJ
énekelni	canta	énekel	canta	V;NFIN;ACT	N
énekelni	cante	énekel	cante	V;NFIN;ACT	N
énekelni	canta	énekel	canta	V;NFIN;ACT	N
énekelni	que	énekel	que	V;NFIN;ACT	PRO
feleségek	as	fel+eség	o	N;NOM;PL	DET
feleségek	súas	fel+eség	seu	N;NOM;PL	DET
olvasott	leo	olvasot	lear	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
olvasott	le	olvasot	le	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
nagyok	grande	nagy	grande	N;NOM;PL	ADJ
nagyok	gran	nagy	gran	N;NOM;PL	ADJ
nagyok	grandes	nagy	grande	N;NOM;PL	ADJ
nagyok	grande	nagy	grande	N;NOM;PL	ADJ
nagyok	grandes	nagy	grande	N;NOM;PL	ADJ
nagyok	gran	nagy	gran	N;NOM;PL	ADJ
zimbabwe	cimbabue	zimbabwe	cimbabue		PROPN
zimbabwe	zimbawe	zimbabwe	zimbawe		N
zimbabwe	zimbabwe	zimbabwe	zimbabwe		PROPN
csupasz	espida	csupasz	espida		N
garcia	garcía	garcia	garcía		PROPN
repül	e	repül	e	V;INDF;IND;SG;3;PRS;FIN;ACT	CONJ
