den	az	den	az	PRO;DEF;MASC+FEM;SG	
äldste	legidősebb	gammal	fenős	N;SG	ADJ;NOM;RL;SG
äldste	idősebb	gammal	idős	N;SG	ADJ;NOM;CMPR;SG
negra	negra	negra	negra	N;NOM;INDF;NEUT;SG	
gator	gator	gata	gator	N;NOM;INDF;MASC+FEM;PL	
gator	aligátor	gata	aligátor	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
gator	utcákon	gata	utca	N;NOM;INDF;MASC+FEM;PL	N;ON+ESS;PL
henan	henan	hona	henan	PROPN;NOM	
dramatiska	drámai	dramatisk	drámai	ADJ;NOM;PL	ADJ;NOM;SG
craig	craig	craig	craig	PROPN;NOM	
wheeler	wheeler	wheeler	wheeler	PROPN;NOM	
moçambique	mozambik	moçambique	mozambik	PROPN;NOM	PROPN;NOM;SG
tusentals	ezrek	tusental	ezer	N;GEN;INDF;NEUT;PL	N;NOM;PL
tusentals	ezer	tusental	ezer	N;GEN;INDF;NEUT;PL	NUM;NOM;SG
studerat	tanult	studera	tanult	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
studerat	tanultam	studera	tanul	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
buck	buck	buck	buck	N;NOM;INDF;MASC+FEM;SG	
svårare	keményebben	svår	kemény	ADJ;NOM;CMPR	ADV
dean	dean	de	dean	PROPN;NOM	
dean	dékán	de	dékán	PROPN;NOM	N;NOM;SG
masters	masters	mast	masters	N;NOM;INDF;MASC+FEM;SG	
masters	mesterek	mast	mester	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
producerat	termelt	producerad	termelt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
producerat	gyártott	producerad	gyárt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
producerat	előállított	producerad	előállított	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sända	közvetítés	sända	közvetítés	V;IMP;FIN;ACT	N;NOM;SG
sända	adás	sända	adás	V;IMP;FIN;ACT	N;NOM;SG
sända	küldj	sända	küld	V;IMP;FIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
sända	küld	sända	küld	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
typiska	jellemző	typisk	jellemző	ADJ;NOM;PL	ADJ;NOM;SG
typiska	tipikus	typisk	tipikus	ADJ;NOM;PL	
typiska	jellegzetes	typisk	jellegzetes	ADJ;NOM;PL	
kiss	kiss	kiss	kiss	N;NOM;INDF;MASC+FEM;SG	
ram	keretében	ram	keret	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
utformning	tervezési	utformning	tervezési	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
utformning	design	utformning	design	N;NOM;INDF;MASC+FEM;SG	
falk	falk	falk	falk	PROPN;NOM	
falk	sólyom	falk	sólyom	PROPN;NOM	
want	akarsz	want	akarsz	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
want	akar	want	akar	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
want	akarod	want	akarod	N;NOM;INDF;MASC+FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
want	akarom	want	akarom	N;NOM;INDF;MASC+FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
henderson	henderson	henderson	henders	PROPN;NOM	
avrättades	kivégezték	avrätta	ki+végez	V;IND;PST;FIN;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
samtal	beszél	samtal	beszél	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
samtal	beszélgetést	samtal	beszélgetés	N;NOM;INDF;NEUT;SG	N;ACC;SG
samtal	hívd	samtal	hívd	N;NOM;INDF;NEUT;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
samtal	hív	samtal	hív	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
samtal	hívások	samtal	hívás	N;NOM;INDF;NEUT;SG	N;NOM;PL
samtal	beszélgetések	samtal	beszélgetés	N;NOM;INDF;NEUT;SG	N;NOM;PL
byttes	megváltozott	byta	megváltozott	V;IND;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
byttes	változott	byta	változik	V;IND;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
italia	italia	itali	italia	N;NOM;INDF;MASC+FEM;SG	
rwanda	ruanda	röand	ruanda	PROPN;NOM	PROPN;NOM;SG
rwanda	ruandai	röand	ruandai	PROPN;NOM	N;NOM;SG
henning	henning	henning	henning	PROPN;NOM	
lätta	könnyű	lätt	könnyű	ADJ;NOM;PL	
ding	ding	du	ding	N;NOM;INDF;MASC+FEM;SG	
ding	csing	du	csing	N;NOM;INDF;MASC+FEM;SG	
georgiska	grúzia	georgisk	grúzia	N;NOM;INDF;MASC+FEM;SG	
georgiska	grúz	georgisk	grúz	N;NOM;INDF;MASC+FEM;SG	
detsamma	hasonlóképpen	densamma	hasonlóképpen	PRO;DEF;NEUT;SG	
detsamma	ugyanez	densamma	ugyanez	PRO;DEF;NEUT;SG	
detsamma	ugyanaz	densamma	ugyanaz	PRO;DEF;NEUT;SG	
bel	bel	bel	bel	N;NOM;INDF;NEUT;SG	
kvällen	este	kväll	este	N;NOM;DEF;MASC+FEM;SG	ADV
kvällen	estét	kväll	est	N;NOM;DEF;MASC+FEM;SG	N;ACC;SG
vojvodskap	vajdaság	vojvodskap	vajdaság	PROPN;NOM	PROPN;NOM;SG
uttalas	kifejezett	uttala	kifejezett	V;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
uttalas	kiejtés	uttala	kiejtés	V;NFIN;PASS	
blått	kék	blå	kék	N;NOM;INDF;NEUT;SG	
blått	blue	blå	blue	N;NOM;INDF;NEUT;SG	
eugène	eugène	eugène	euget	PROPN;NOM	
kosovo	koszovó	kosovo	koszovó	PROPN;NOM	N;NOM;SG
kosovo	koszovói	kosovo	koszovói	PROPN;NOM	N;NOM;SG
utbildad	tanult	utbilda	tanult	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildad	művelt	utbilda	művelt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildad	edzett	utbilda	edzett	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildad	képzett	utbilda	képzett	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildad	kiképzett	utbilda	kiképzett	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
martín	martín	mart	martín	PROPN;NOM	PROPN;NOM;SG
införa	bemutatjuk	införa	be+mutat	V;IMP;FIN;ACT	V;DEF;IND;PL;1;PRS;FIN;ACT
införa	bevezetése	införa	bevezetés	V;IMP;FIN;ACT	N;NOM;SG
romeo	romeo	rom	romeo	PROPN;NOM	PROPN;NOM;SG
romeo	rómeó	rom	rómeó	PROPN;NOM	N;NOM;SG
inhemska	bennszülött	inhemsk	bennszülött	ADJ;NOM;PL	
inhemska	őslakos	inhemsk	őslakos	ADJ;NOM;PL	
inhemska	őshonos	inhemsk	őshonos	ADJ;NOM;PL	
inhemska	bennszülöttek	inhemsk	bennszülött	ADJ;NOM;PL	V;INDF;IND;PL;3;PST;FIN;ACT
inhemska	hazai	inhemsk	hazai	ADJ;NOM;PL	ADJ;NOM;SG
inhemska	belföldi	inhemsk	belföldi	ADJ;NOM;PL	
inhemska	bennszülött	inhemsk	bennszülött	ADJ;NOM;PL	
inhemska	őshonos	inhemsk	őshonos	ADJ;NOM;PL	
inhemska	belföldi	inhemsk	belföldi	ADJ;NOM;PL	
inhemska	őslakos	inhemsk	őslakos	ADJ;NOM;PL	
orsakade	előidézett	orsaka	előidézett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
orsakade	okozta	orsaka	okoz	ADJ;NOM;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
orsakade	okozott	orsaka	okoz	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
habitat	élőhely	habitad	élőhely	N;NOM;INDF;NEUT;PL	N;NOM;SG
sällsynt	ritka	sällsynt	ritka	ADJ;NOM;INDF;NEUT;SG	
hundar	kutyáknak	hund	kutya	N;NOM;INDF;MASC+FEM;PL	N;DAT;PL
hundar	kutya	hund	kutya	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
direkta	közvetlen	direkt	közvetlen	ADJ;NOM;PL	
direkta	direct	direkt	direct	ADJ;NOM;PL	N;NOM;SG
direkta	közvetlenül	direkt	közvetlen	ADJ;NOM;PL	ADJ;FRML;SG
direkta	egyenes	direkt	egyenes	ADJ;NOM;PL	
split	osztott	splita	osztott	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
delad	közös	delad	közös	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
delad	osztott	delad	osztott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
delad	megosztotta	delad	megoszt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
delad	megosztott	delad	megosztott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
delad	megosztva	delad	megosztva	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADV;V.CVB
delad	osztva	delad	osztva	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADV;V.CVB
delad	megosztott	delad	megosztott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
delad	megosztva	delad	megosztva	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADV;V.CVB
delad	osztott	delad	osztott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
isländska	izlandi	isländsk	izlandi	ADJ;NOM;PL	
isländska	izland	isländsk	izland	ADJ;NOM;PL	PROPN;NOM;SG
kvarvarande	megmaradt	kvarvarande	meg+marad	ADJ;NOM	V;INDF;IND;SG;3;PST;FIN;ACT
kvarvarande	megmaradó	kvarvarande	megmaradó	ADJ;NOM	
kvarvarande	fennmaradó	kvarvarande	fennmaradó	ADJ;NOM	
kvarvarande	maradék	kvarvarande	maradék	ADJ;NOM	
kvarvarande	maradvány	kvarvarande	maradvány	ADJ;NOM	N;NOM;SG
johnston	johnston	johnston	johnston	PROPN;NOM	
days	napok	days	nap	N;NOM;INDF;NEUT;SG	N;NOM;PL
days	napokban	days	nap	N;NOM;INDF;NEUT;SG	N;IN+ESS;PL
days	napokat	days	nap	N;NOM;INDF;NEUT;SG	N;ACC;PL
days	napokon	days	nap	N;NOM;INDF;NEUT;SG	N;ON+ESS;PL
niger	niger	niga	niger	N;NOM;INDF;MASC+FEM;SG	
sánchez	sánchez	sánchez	sánc	PROPN;NOM	
farfar	nagypapa	farfar	nagypap	N;NOM;INDF;MASC+FEM;SG	
farfar	nagypapa	farfar	nagypap	N;NOM;INDF;MASC+FEM;SG	
farfar	nagypapa	farfar	nagypap	N;NOM;INDF;MASC+FEM;SG	
punkter	pontokat	punkt	pont	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
punkter	pont	punkt	pont	N;NOM;INDF;MASC+FEM;PL	
weber	weber	weber	weber	PROPN;NOM	
blanc	blanc	blanc	blanc	N;NOM;INDF;MASC+FEM;SG	
avdelningen	megye	avdelning	megye	N;NOM;DEF;MASC+FEM;SG	
era	korszak	era	korsz	PRO;DEF;PL	N;NOM;SG
azur	azur	azur	azur	N;NOM;INDF;MASC+FEM;SG	
läste	olvasott	läsa	olvasot	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
toledo	toledo	toledo	toledo	PROPN;NOM	
typiskt	általában	typisk	általában	ADJ;NOM;INDF;NEUT;SG	
typiskt	jellemzően	typisk	jellemző	ADJ;NOM;INDF;NEUT;SG	ADV
typiskt	tipikusan	typisk	tipikus	ADJ;NOM;INDF;NEUT;SG	ADJ;FRML;SG
typiskt	tipikus	typisk	tipikus	ADJ;NOM;INDF;NEUT;SG	
typiskt	jellegzetes	typisk	jellegzetes	ADJ;NOM;INDF;NEUT;SG	
diamond	diamond	diamond	diamond	N;NOM;INDF;MASC+FEM;SG	
moser	moser	mos	moser	PROPN;NOM	
fotnoter	lábjegyzet	fotnot	lábjegyzet	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
fotnoter	lábjegyzeteket	fotnot	lábjegyzet	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
rouge	rouge	rouge	rouge	PROPN;NOM	N;NOM;SG
gädda	pike	gädda	pike	N;NOM;INDF;MASC+FEM;SG	
kännetecknas	jellemez	känneteckna	jellem	V;IND;NFIN;PASS	
kännetecknas	jellemzett	känneteckna	jellemzett	V;IND;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
nödvändigt	szükségesek	nödvändig	szükséges	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
mann	mann	mann	mann	PROPN;NOM	
roche	roche	roche	roche	PROPN;NOM	
konstant	folyamatosan	konstant	folyamatos	ADV	ADJ;FRML;SG
konstant	állandóan	konstant	állandó	ADV	ADJ;FRML;SG
konstant	állandó	konstant	állandó	ADV	
konstant	folyamatos	konstant	folyamatos	ADV	
alpina	alpina	alpin	alpina	ADJ;NOM;PL	
alpina	alpesi	alpin	alpesi	ADJ;NOM;PL	
palma	palma	palma	palma	N;NOM;INDF;MASC+FEM;SG	
montgomery	montgomery	montgomery	montgomery	PROPN;NOM	
aktivitet	tevékenységek	aktivitet	tevékenység	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
forster	forster	forst	forster	N;NOM;INDF;MASC+FEM;SG	
anmälan	jelentést	anmälan	jelentés	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
anmälan	beszámoló	anmälan	beszámoló	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
anmälan	értesítést	anmälan	értesítés	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
anmälan	értesítések	anmälan	értesítés	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
charente	charente	charente	charent	N;NOM;INDF;MASC+FEM;SG	
nikolaj	nicolai	nikolaj	nicolai	PROPN;NOM	
nikolaj	nyikolaj	nikolaj	nyikolaj	PROPN;NOM	
nikolaj	nicholas	nikolaj	nicholas	PROPN;NOM	N;NOM;SG
nikolaj	miklós	nikolaj	miklós	PROPN;NOM	
nikolaj	nikolai	nikolaj	nikolai	PROPN;NOM	
nikolaj	nyikolaj	nikolaj	nyikolaj	PROPN;NOM	
burton	burton	burton	burt	PROPN;NOM	
rogers	rogers	roga	rogers	PROPN;NOM	
tidskrifter	magazinokat	tidskrift	magazin	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
bennett	bennett	benneda	bennett	N;NOM;DEF;NEUT;SG	
gratis	ingyenes	gratis	ingyenes	ADJ;NOM	
gratis	ingyen	gratis	ingyen	ADJ;NOM	
gratis	free	gratis	free	ADJ;NOM	
gratis	szabad	gratis	szabad	ADJ;NOM	
samoa	szamoa	samoa	szamoa	PROPN;NOM	N;NOM;SG
dramatiker	drámaíró	dramatik	drámaíró	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
hopkins	hopkins	hopkins	hopkins	PROPN;NOM	
längden	hossz	längd	hossz	N;NOM;DEF;MASC+FEM;SG	
ridley	ridley	ridley	ridley	PROPN;NOM	PROPN;NOM;SG
säljs	eladva	sälja	eladva	V;IND;PRS;FIN;PASS	ADV;V.CVB
säljs	eladott	sälja	eladott	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
säljs	elkelt	sälja	elkelt	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
röra	rendetlenség	röra	rendetlenség	V;IMP;FIN;ACT	N;NOM;SG
röra	zűrzavar	röra	zűrzavar	V;IMP;FIN;ACT	N;NOM;SG
röra	rendetlenség	röra	rendetlenség	V;IMP;FIN;ACT	N;NOM;SG
armstrong	armstrong	armstrong	armstrong	PROPN;NOM	
försvaret	védelmi	försvar	védelmi	N;NOM;DEF;NEUT;SG	
försvaret	védelmi	försvar	védelmi	N;NOM;DEF;NEUT;SG	
campo	campo	campo	campo	N;NOM;INDF;NEUT;SG	
liaoning	liaoning	liaoning	liaoning	PROPN;NOM	N;NOM;SG
säkra	biztonságos	säker	biztonságos	ADJ;NOM;PL	ADJ;NOM;SG
säkra	biztonságban	säker	biztonság	ADJ;NOM;PL	N;IN+ESS;SG
säkra	széf	säker	széf	ADJ;NOM;PL	N;NOM;SG
säkra	biztonság	säker	biztonság	ADJ;NOM;PL	N;NOM;SG
säkra	biztonságos	säker	biztonságos	ADJ;NOM;PL	ADJ;NOM;SG
galleri	galériában	galleri	galéria	N;NOM;INDF;NEUT;SG	N;IN+ESS;SG
kontakter	kapcsolattartás	kontakt	kapcsolattartás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
chans	esélyt	chans	esély	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
chans	chance	chans	chance	N;NOM;INDF;MASC+FEM;SG	
alexandre	alexandre	alexandre	alexand	N;NOM;INDF;NEUT;SG	N;ON+ALL;SG
uppenbart	látszólagos	uppenbar	látszólagos	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
uppenbart	nyilvánvaló	uppenbar	nyilvánvaló	ADJ;NOM;INDF;NEUT;SG	
crawford	crawford	crawford	crawford	PROPN;NOM	N;NOM;SG
berglund	berglund	berglund	berglund	PROPN;NOM	
anita	anita	anit	anita	PROPN;NOM	PROPN;NOM;SG
kors	cross	kors	cross	N;NOM;INDF;NEUT;SG	
kors	keresztbe	kors	keresztbe	N;NOM;INDF;NEUT;SG	
offentligt	nyilvános	offentlig	nyilvános	ADV	ADJ;NOM;SG
offentligt	nyilvánosság	offentlig	nyilvánosság	ADV	N;NOM;SG
offentligt	nyilvánosan	offentlig	nyilvános	ADV	ADJ;FRML;SG
offentligt	publikus	offentlig	publikus	ADV	
offentligt	nyilvánosan	offentlig	nyilvános	ADV	ADJ;FRML;SG
marcel	marcel	marcel	marcel	PROPN;NOM	
crystal	crystal	crystal	crystal	N;NOM;INDF;NEUT;SG	
crystal	kristály	crystal	kristály	N;NOM;INDF;NEUT;SG	
lyon	lyon	lyon	lyon	PROPN;NOM	
oklart	tisztázatlan	oklar	tisztázatlan	ADJ;NOM;INDF;NEUT;SG	
palm	palm	palm	palm	N;NOM;INDF;NEUT;SG	
webb	webb	webb	webb	N;NOM;INDF;MASC+FEM;SG	
webb	web	webb	web	N;NOM;INDF;MASC+FEM;SG	
bang	bumm	bang	bumm	N;NOM;INDF;NEUT;SG	
kanadensiska	kanadai	kanadensisk	kanadai	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
sky	sky	sky	sky	N;NOM;INDF;MASC+FEM;SG	
sky	ég	sky	ég	N;NOM;INDF;MASC+FEM;SG	
carmen	carmen	carm	carmen	PROPN;NOM	
blood	véres	blood	véres	N;NOM;INDF;MASC+FEM;SG	
blood	blood	blood	blood	N;NOM;INDF;MASC+FEM;SG	
tunnelbana	metro	tunnelbana	metro	N;NOM;INDF;MASC+FEM;SG	
small	kis	small	kis	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
small	kicsik	small	kicsik	N;NOM;INDF;NEUT;SG	
small	kicsi	small	kicsi	N;NOM;INDF;NEUT;SG	
stöder	támogatása	stödja	támogatás	V;IND;PRS;FIN;ACT	N;NOM;SG
stöder	támogató	stödja	támogató	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
handen	kezét	hand	kéz	N;NOM;DEF;MASC+FEM;SG	N;ACC;SG
zur	zur	zur	zur	V;IMP;FIN;ACT	
uppträder	teljesítő	uppträda	teljesítő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
shanghai	shanghai	shanghai	shanghai	PROPN;NOM	N;NOM;SG
bak	hátsó	bak	hátsó	N;NOM;INDF;MASC+FEM;SG	
stall	stabil	stall	stabil	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
info	info	info	info	N;NOM;INDF;MASC+FEM;SG	
info	infó	info	infó	N;NOM;INDF;MASC+FEM;SG	
info	infók	info	infó	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
info	információk	info	információ	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
födelse	születési	födelse	születési	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
chico	chico	chico	chico	N;NOM;INDF;NEUT;SG	
vera	vera	vera	vera	N;NOM;INDF;MASC+FEM;SG	
föreslår	javaslom	föreslå	javaslom	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
dei	dei	de	dei	PROPN;NOM	
clarence	clarence	clarence	clarence	N;NOM;INDF;NEUT;SG	
jura	jura	jura	jura	N;NOM;INDF;MASC+FEM;SG	
alberto	alberto	alberto	albert	PROPN;NOM	
kampanj	promóciós	kampanj	promóciós	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
milan	milánó	milan	milánó	PROPN;NOM	N;NOM;SG
milan	milan	milan	milan	PROPN;NOM	
milan	milánói	milan	milánó	PROPN;NOM	
ogift	hajadon	ogift	hajad	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
ogift	nőtlen	ogift	nőtlen	ADJ;NOM;INDF;NEUT;SG	
veckans	hetente	vecka	hetenik	N;GEN;DEF;MASC+FEM;SG	N;NOM;SG
veckans	heti	vecka	heti	N;GEN;DEF;MASC+FEM;SG	
ron	ron	ron	ron	PROPN;NOM	
ron	ront	ron	ront	PROPN;NOM	V;INDF;IND;SG;3;PRS;FIN;ACT
tex	tex	tex	tex	N;NOM;INDF;MASC+FEM;SG	
germain	germain	germain	germain	PROPN;NOM	N;NOM;SG
extremadura	extremadura	extremadura	extremadur	ADJ;NOM;DEF;SG	N;NOM;SG
rioja	rioja	rioja	rioja	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;SG
ting	ting	ting	ting	N;NOM;INDF;NEUT;PL	
uppåt	felfelé	uppåt	félfel	ADV	
uppåt	felfelé	uppåt	félfel	ADV	
identitet	személyazonosságát	identitet	személyazosságag	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
hunt	vadászat	hunt	vadászat	PROPN;NOM	N;NOM;SG
hunt	hunt	hunt	hunt	PROPN;NOM	
hunt	vadászatot	hunt	vadászat	PROPN;NOM	N;ACC;SG
hughes	hughes	hughes	hughes	PROPN;NOM	
ombyggnad	konverziós	ombyggnad	konverziós	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
ombyggnad	újjáépíteni	ombyggnad	újjáépít	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
räkna	gróf	räkna	gróf	V;IMP;FIN;ACT	
räkna	számolom	räkna	számol	V;IMP;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
räkna	számol	räkna	számol	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
räkna	számít	räkna	számít	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
räkna	visszaszámlálás	räkna	visszaszámlálás	V;IMP;FIN;ACT	N;NOM;SG
fan	rajongó	fan	rajongó	N;NOM;INDF;NEUT;SG	
fan	fan	fan	fan	N;NOM;INDF;NEUT;SG	
holmes	holmes	holmes	holmes	PROPN;NOM	
växande	növekszik	växa	növekszik	ADJ;NOM;PRS;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
nationale	nationale	national	nationale	PROPN;NOM	
tjugo	twenty	tjugo	twenty	NUM;NOM	
kommentar	hozzászólás	kommentar	hozzászólás	N;NOM;INDF;MASC+FEM;SG	
åtgärd	akció	åtgärd	akció	N;NOM;INDF;MASC+FEM;SG	
åtgärd	mérték	åtgärd	mér	N;NOM;INDF;MASC+FEM;SG	
mueller	müller	muell	müller	PROPN;NOM	
mueller	mueller	muell	mueller	PROPN;NOM	
marco	marco	marco	marco	PROPN;NOM	
metall	metál	metall	metál	N;NOM;INDF;MASC+FEM;SG	
metall	metal	metall	metal	N;NOM;INDF;MASC+FEM;SG	
metall	fémek	metall	fém	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
metall	fém	metall	fém	N;NOM;INDF;MASC+FEM;SG	
utfört	végrehajtott	utföra	végrehajt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utfört	elvégzett	utföra	elvégzett	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
boende	lakói	boende	lakó	N;NOM;INDF;NEUT;SG	N;NOM;PL
boende	lakók	boende	lakó	N;NOM;INDF;NEUT;SG	N;NOM;PL
boende	lakosok	boende	lakos	N;NOM;INDF;NEUT;SG	N;NOM;PL
björk	björk	björk	björk	PROPN;NOM	N;NOM;SG
björk	birch	björk	birch	PROPN;NOM	
reid	reid	reid	reid	PROPN;NOM	
café	café	café	café	N;NOM;INDF;NEUT;SG	
café	cafe	café	caf	N;NOM;INDF;NEUT;SG	
café	café	café	café	N;NOM;INDF;NEUT;SG	
älskar	szeretettel	älska	szeretet	V;IND;PRS;FIN;ACT	N;INS;SG
älskar	love	älska	love	V;IND;PRS;FIN;ACT	
älskar	szeretet	älska	szeretet	V;IND;PRS;FIN;ACT	N;NOM;SG
älskar	szerelem	älska	szerelem	V;IND;PRS;FIN;ACT	N;NOM;SG
haut	haut	haut	haut	N;NOM;INDF;NEUT;SG	
papper	papírokat	papper	papír	N;NOM;INDF;NEUT;SG	N;ACC;PL
papper	papírok	papper	papír	N;NOM;INDF;NEUT;SG	N;NOM;PL
rif	ib	rif	ib	N;NOM;INDF;MASC+FEM;SG	
janne	janne	janne	jan	PROPN;NOM	
berry	berry	berry	berry	N;NOM;INDF;MASC+FEM;SG	
apple	almás	apple	almás	PROPN;NOM	
apple	alma	apple	alma	PROPN;NOM	
apple	apple	apple	apple	PROPN;NOM	
omöjligt	lehetetlen	omöjlig	lehetetlen	ADJ;NOM;INDF;NEUT;SG	
hora	kurva	hora	kurva	N;NOM;INDF;MASC+FEM;SG	
läsare	olvasó	läsare	olvasó	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
läsare	olvasó	läsare	olvasó	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
kolla	csekk	kolla	csekk	V;IMP;FIN;ACT	N;NOM;SG
kolla	csekket	kolla	csekket	V;IMP;FIN;ACT	N;ACC;SG
kolla	ellenőrzés	kolla	ellenőrzés	V;IMP;FIN;ACT	N;NOM;SG
alpin	alpesi	alpin	alpesi	N;NOM;INDF;MASC+FEM;SG	
helmand	helmand	helmand	helmand	N;NOM;DEF;MASC+FEM;SG	
socialt	társadalmilag	social	társadalmi	ADJ;NOM;INDF;NEUT;SG	
socialt	szociális	social	szociális	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
