del	del	del	del	ADP;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rusos	rusky	ruso	rusky	N;MASC;PL	ADV
rusos	ruský	ruso	ruský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
rusos	rus	ruso	rus	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
reservas	rezerváciu	reserva	rezervácia	N;FEM;PL	N;ACC;FEM;SG
reservas	rezervácia	reserva	rezervácia	N;FEM;PL	N;NOM;FEM;SG
reservas	rezervácia	reserva	rezervácia	N;FEM;PL	N;NOM;FEM;SG
lluvias	dážď	lluvia	dážď	N;FEM;PL	N;INAN;NOM;MASC;SG
lluvias	dažďa	lluvia	dážď	N;FEM;PL	N;INAN;GEN;MASC;SG
lluvias	rain	lluvia	rain	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
ventanas	windows	ventana	windows	N;FEM;PL	N;NOM;MASC;SG
sat	sadol	sat	sadnúť	N;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
sat	sedeli	sat	sedieť	N;MASC;SG	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
sat	sedel	sat	sedieť	N;MASC;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
sat	sat	sat	sat	N;MASC;SG	
rojos	červený	rojo	červený	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
rojos	červené	rojo	červený	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
rojos	červení	rojo	červenie	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
descarga	stiahnuť	descarga	stiahnuť	N;FEM;SG	V;PFV;POS;NFIN
visitar	návšteva	visitar	návšteva	V;NFIN	N;NOM;FEM;SG
visitar	návštevy	visitar	návšteva	V;NFIN	N;NOM;FEM;PL
visitar	návštevu	visitar	návšteva	V;NFIN	N;ACC;FEM;SG
visitar	návšteva	visitar	návšteva	V;NFIN	N;NOM;FEM;SG
herencia	dedičstva	herencia	dedičstvo	N;FEM;SG	N;NOM;NEUT;PL
herencia	zdediť	herencia	zdediť	N;FEM;SG	V;PFV;POS;NFIN
gijón	gijón	gijón	gijón	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
juntas	spolu	junto	spolu	ADJ;FEM;PL	ADV
juntas	dokopy	junto	dokopy	ADJ;FEM;PL	ADV
juntas	spoločne	junto	spoločne	ADJ;FEM;PL	ADV
juntas	tesnenia	junto	tesnenie	ADJ;FEM;PL	N;NOM;NEUT;PL
aeronaves	lietadlo	aeronave	lietadlo	N;FEM;PL	N;NOM;NEUT;SG
extremos	skončí	extremo	skončiť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
extremos	končí	extremo	končiť	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
extremos	extrémne	extremo	extrémne	N;MASC;PL	ADV
extremos	extrémny	extremo	extrémny	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
extremos	extrémna	extremo	extrémny	N;MASC;PL	ADJ;NOM;FEM;SG
plato	platne	plato	platňa	N;MASC;SG	N;NOM;FEM;PL
plato	plato	plato	plato	N;MASC;SG	
eugenio	eugen	eugenio	eugen	PROPN	PROPN;ANIM;NOM;MASC;SG
eugenio	eugenio	eugenio	eugenio	PROPN	N;ANIM;NOM;MASC;SG
eugenio	eugène	eugenio	eugon	PROPN	PROPN;ANIM;NOM;MASC;SG
eugenio	eugene	eugenio	eugeň	PROPN	PROPN;ANIM;NOM;MASC;SG
claude	claude	claude	clauda	PROPN	PROPN;ANIM;NOM;MASC;SG
dir	dir	dir	dir		PROPN;ANIM;NOM;MASC;SG
añade	pridaj	añadir	pridaj	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
añade	pridania	añadir	pridanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
gravedad	závažnosti	gravedad	závažnosť	N;FEM;SG	N;NOM;FEM;PL
competir	konkurenčný	competir	konkurenčný	V;NFIN	ADJ;ANIM;NOM;MASC;SG
competir	konkurenčných	competir	konkurenčný	V;NFIN	ADJ;GEN;MASC;PL
ferrocarriles	železnica	ferrocarril	železnica	N;MASC;PL	N;NOM;FEM;SG
ferrocarriles	železničná	ferrocarril	železničný	N;MASC;PL	ADJ;NOM;FEM;SG
ferrocarriles	železnica	ferrocarril	železnica	N;MASC;PL	N;NOM;FEM;SG
ferrocarriles	železničné	ferrocarril	železničný	N;MASC;PL	ADJ;NOM;NEUT;SG
planos	plánuje	plano	plánovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
líquido	tekutín	líquido	tekutín	N;MASC;SG	N;GEN;FEM;PL
líquido	kvapalný	líquido	kvapalný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
líquido	kvapalné	líquido	kvapalný	N;MASC;SG	ADJ;NOM;NEUT;SG
líquido	tekuté	líquido	tekutý	N;MASC;SG	ADJ;NOM;NEUT;SG
pozo	nuž	pozo	nuž	N;MASC;SG	PART
pozo	no	pozo	no	N;MASC;SG	CONJ
pozo	pozo	pozo	poz	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
plataformas	plošina	plataforma	plošina	N;FEM;PL	N;NOM;FEM;SG
plataformas	platforma	plataforma	platforma	N;FEM;PL	N;NOM;FEM;SG
plataformas	platformu	plataforma	platforma	N;FEM;PL	N;ACC;FEM;SG
jonathan	jonathan	jonathar	jonathan	PROPN	PROPN;ANIM;NOM;MASC;SG
pecho	hrude	pecho	hruď	N;MASC;SG	N;NOM;FEM;PL
pecho	prsníkov	pecho	prsník	N;MASC;SG	N;INAN;GEN;MASC;PL
pecho	prsia	pecho	prsia	N;MASC;SG	N;NOM;NEUT;PL
explicación	vysvetľovať	explicación	vysvetľovať	N;FEM;SG	V;IPFV;POS;NFIN
explicación	vysvetlivky	explicación	vysvetlivka	N;FEM;SG	N;NOM;FEM;PL
explicación	vysvetlenia	explicación	vysvetlenie	N;FEM;SG	N;NOM;NEUT;PL
explicación	vysvetlivky	explicación	vysvetlivka	N;FEM;SG	N;NOM;FEM;PL
campesinos	sedliak	campesino	sedliak	N;MASC;PL	N;ANIM;NOM;MASC;SG
kelly	kelly	kelly	kella	PROPN	PROPN;NOM;FEM;SG
aumenta	zvýšenia	aumentar	zvýšenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
aumenta	nárast	aumentar	nárast	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
aumenta	zvýšenie	aumentar	zvýšenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
aumenta	zvýšenia	aumentar	zvýšenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
biblia	biblie	biblia	biblia	N;FEM;SG	N;NOM;FEM;PL
seria	vážne	serio	vážne	ADJ;FEM;SG	ADV
inspiración	inšpirácie	inspiración	inšpirácia	N;FEM;SG	N;NOM;FEM;PL
negativa	odmietnutie	negativo	odmietnutie	ADJ;FEM;SG	N;NOM;NEUT;SG
negativa	zamietnutie	negativo	zamietnutie	ADJ;FEM;SG	N;NOM;NEUT;SG
negativa	odmietnutia	negativo	odmietnutie	ADJ;FEM;SG	N;NOM;NEUT;PL
negativa	negatívne	negativo	negatívne	ADJ;FEM;SG	ADV
impresión	tlačiť	impresión	tlačiť	N;FEM;SG	V;IPFV;POS;NFIN
impresión	vytlačiť	impresión	vytlačiť	N;FEM;SG	V;PFV;POS;NFIN
fría	studená	fría	studený	N	ADJ;NOM;FEM;SG
fría	studené	fría	studený	N	ADJ;NOM;NEUT;SG
fría	chladná	fría	chladný	N	ADJ;NOM;FEM;SG
teléfono	telefónne	teléfono	telefónňa	N;MASC;SG	ADJ;NOM;NEUT;SG
pío	čim	pío	čim	PROPN	
pío	pius	pío	pius	PROPN	PROPN;ANIM;NOM;MASC;SG
ideología	ideológie	ideología	ideológia	N;FEM;SG	N;NOM;FEM;PL
ideología	ideologické	ideología	ideologický	N;FEM;SG	ADJ;NOM;NEUT;SG
costumbre	vlastný	costumbre	vlastný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
costumbre	vlastná	costumbre	vlastný	N;FEM;SG	ADJ;NOM;FEM;SG
costumbre	vlastné	costumbre	vlastný	N;FEM;SG	ADJ;NOM;NEUT;SG
básicos	základy	básico	základ	ADJ;MASC;PL	N;INAN;NOM;MASC;PL
básicos	základný	básico	základný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
básicos	základné	básico	základný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
básicos	základného	básico	základný	ADJ;MASC;PL	ADJ;GEN;NEUT;SG
básicos	základná	básico	základný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
georges	georges	george	georges	N	PROPN;ANIM;NOM;MASC;SG
cómic	komiksy	cómic	komiksy	N;MASC;SG	N;NOM;FEM;PL
cómic	comic	cómic	comic	N;MASC;SG	PROPN;NOM;FEM;SG
ball	ball	ball	ball	N;MASC;SG	
ball	lopty	ball	lopta	N;MASC;SG	N;NOM;FEM;PL
logros	dosahovanie	logro	dosahovanie	N;MASC;PL	N;NOM;NEUT;SG
logros	dosiahnutie	logro	dosiahnutie	N;MASC;PL	N;NOM;NEUT;SG
logros	úspech	logro	úspech	N;MASC;PL	N;INAN;NOM;MASC;SG
comprar	nákupu	comprar	nákup	V;NFIN	N;INAN;GEN;MASC;SG
comprar	nákup	comprar	nákup	V;NFIN	N;INAN;NOM;MASC;SG
comprar	kúpa	comprar	kúp	V;NFIN	N;NOM;FEM;SG
comprar	nákup	comprar	nákup	V;NFIN	N;INAN;NOM;MASC;SG
comprar	kúpa	comprar	kúp	V;NFIN	N;NOM;FEM;SG
enterrado	pochovali	enterrado	pochovať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
herido	zranení	herido	zranenie	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;PL
herido	zranených	herido	zranený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
herido	zranených	herido	zranený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
herido	ublížiť	herido	ublížiť	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
formados	tvarované	formado	tvarovaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
formados	tvorili	formado	tvoriť	ADJ;MASC;PL;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
cubierto	kryté	cubierto	krytý	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
mental	mentálne	mental	mentálne	ADJ;SG	ADV
mental	duševne	mental	duševne	ADJ;SG	ADV
mental	mentálne	mental	mentálne	ADJ;SG	ADV
mental	duševne	mental	duševne	ADJ;SG	ADV
mental	psychicky	mental	psychicky	ADJ;SG	ADV
franz	franz	franz	franz	PROPN	PROPN;ANIM;NOM;MASC;SG
polémica	kontroverzné	polémica	kontroverzný	N;FEM;SG	ADJ;NOM;NEUT;SG
crónicas	chronickú	crónica	chronický	N;FEM;PL	ADJ;ACC;FEM;SG
crónicas	chronickej	crónica	chronický	N;FEM;PL	ADJ;GEN;FEM;SG
crónicas	chronická	crónica	chronický	N;FEM;PL	ADJ;NOM;FEM;SG
crónicas	chronickou	crónica	chronický	N;FEM;PL	N;INS;FEM;SG
crónicas	chronické	crónica	chronický	N;FEM;PL	ADJ;NOM;NEUT;SG
crónicas	kronika	crónica	kronika	N;FEM;PL	N;NOM;FEM;SG
principado	kniežatstvo	principado	kniežatstvo	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
relativa	relatívne	relativo	relatívny	ADJ;FEM;SG	ADV
relativa	príbuzný	relativo	príbuzný	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
suelos	pôda	suelo	pôda	N;MASC;PL	N;NOM;FEM;SG
suelos	podlaha	suelo	podlaha	N;MASC;PL	N;NOM;FEM;SG
suelos	podlaha	suelo	podlaha	N;MASC;PL	N;NOM;FEM;SG
suelos	pôdu	suelo	pôda	N;MASC;PL	N;ACC;FEM;SG
suelos	pôda	suelo	pôda	N;MASC;PL	N;NOM;FEM;SG
parecía	vyzeral	parecer	vyzerať	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
unida	united	unido	united	ADJ;FEM;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
unida	zjednotení	unido	zjednotenie	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;PL
consiguiendo	získanie	conseguir	získanie	V;V.MSDR	N;NOM;NEUT;SG
recurso	zdroje	recurso	zdroj	N;MASC;SG	N;INAN;NOM;MASC;PL
rubio	blondie	rubio	blondie	N;MASC;SG	INTJ
rubio	rubio	rubio	rubio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vela	sviečky	vela	sviečka	N;FEM;SG	N;NOM;FEM;PL
vela	plaviť	vela	plaviť	N;FEM;SG	V;IPFV;POS;NFIN
vela	vela	vela	vela	N;FEM;SG	INTJ
creek	creek	creek	creek	N;MASC	PROPN;ANIM;NOM;MASC;SG
chávez	chavez	chávez	chavez	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
conjuntos	nastaví	conjunto	nastaviť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
conjuntos	stanovuje	conjunto	stanovovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
conjuntos	nastavuje	conjunto	nastavovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
rolling	rolling	rolling	rolling	N	PROPN;ANIM;NOM;MASC;SG
competencias	spôsobilosť	competencia	spôsobilosť	N;FEM;PL	N;NOM;FEM;SG
competencias	pôsobnosť	competencia	pôsobnosť	N;FEM;PL	N;NOM;FEM;SG
competencias	právomoc	competencia	právomoc	N;FEM;PL	N;NOM;FEM;SG
talla	veľkosti	talla	veľkosť	N;FEM;SG	N;NOM;FEM;PL
vistas	výhľad	visto	výhľad	ADJ;FEM;PL;V.PTCP	N;INAN;NOM;MASC;SG
vistas	zobraziť	visto	zobraziť	ADJ;FEM;PL;V.PTCP	V;PFV;POS;NFIN
vistas	pohľad	visto	pohľad	ADJ;FEM;PL;V.PTCP	N;INAN;NOM;MASC;SG
vistas	zobrazenie	visto	zobrazenie	ADJ;FEM;PL;V.PTCP	N;NOM;NEUT;SG
vistas	pohľady	visto	pohľad	ADJ;FEM;PL;V.PTCP	N;INAN;NOM;MASC;PL
vistas	zobrazenia	visto	zobrazenie	ADJ;FEM;PL;V.PTCP	N;NOM;NEUT;PL
vistas	názory	visto	názor	ADJ;FEM;PL;V.PTCP	N;INAN;NOM;MASC;PL
experiencias	skúsenosť	experiencia	skúsenosť	N;FEM;PL	N;NOM;FEM;SG
experiencias	prax	experiencia	prax	N;FEM;PL	N;NOM;FEM;SG
experiencias	zažiť	experiencia	zažiť	N;FEM;PL	V;PFV;POS;NFIN
experiencias	zážitok	experiencia	zážitok	N;FEM;PL	N;INAN;NOM;MASC;SG
austin	austin	austin	austin	PROPN	PROPN;ANIM;NOM;MASC;SG
giras	touring	gira	touring	N;FEM;PL	N;INAN;NOM;MASC;SG
sesenta	sixty	sesenta	sixta	NUM;PL	N;NOM;FEM;SG
sesenta	šesťdesiat	sesenta	šesťdesiat	NUM;PL	NUM;NOM;NEUT;SG
litoral	pobrežná	litoral	pobrežný	N;MASC;SG	ADJ;NOM;FEM;SG
litoral	pobrežný	litoral	pobrežný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
litoral	pobrežných	litoral	pobrežný	N;MASC;SG	ADJ;GEN;MASC;PL
litoral	pobrežné	litoral	pobrežný	N;MASC;SG	ADJ;NOM;NEUT;SG
litoral	pobrežná	litoral	pobrežný	N;MASC;SG	ADJ;NOM;FEM;SG
franja	pásy	franja	pása	N;FEM;SG	N;INAN;NOM;MASC;PL
franja	strip	franja	strip	N;FEM;SG	
fundamentales	zásadný	fundamental	zásadný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
fundamentales	zásadná	fundamental	zásadný	ADJ;PL	ADJ;NOM;FEM;SG
fundamentales	základy	fundamental	základ	ADJ;PL	N;INAN;NOM;MASC;PL
piensa	myslis	pensar	myslis	V;IND;SG;3;PRS;FIN	INTJ
piensa	myslite	pensar	myslieť	V;IND;SG;3;PRS;FIN	INTJ
carbón	uhoľné	carbón	uhoľný	N;MASC;SG	ADJ;NOM;NEUT;SG
carbón	uhlie	carbón	uhlieť	N;MASC;SG	N;NOM;NEUT;PL
carbón	uhlie	carbón	uhlieť	N;MASC;SG	N;NOM;NEUT;PL
set	stanovené	set	stanovený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
set	nastaviť	set	nastaviť	N;MASC;SG	V;PFV;POS;NFIN
sufre	trpia	sufrir	trpia	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
perdidos	stratená	perdido	stratený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
perdidos	stratené	perdido	stratený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
perdidos	stratil	perdido	stratiť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
perdidos	stratený	perdido	stratený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
sorpresa	prekvapiť	sorpresa	prekvapiť	N;FEM;SG	V;PFV;POS;NFIN
cruce	prekračovaní	cruce	prekračovanie	N;MASC;SG	N;NOM;NEUT;PL
cruce	križovatky	cruce	križovatka	N;MASC;SG	N;NOM;FEM;PL
cruce	križovatky	cruce	križovatka	N;MASC;SG	N;NOM;FEM;PL
cruce	krížová	cruce	krížový	N;MASC;SG	ADJ;NOM;FEM;SG
cruce	cross	cruce	cross	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cruce	krížové	cruce	krížový	N;MASC;SG	ADJ;NOM;NEUT;SG
descendencia	potomkovia	descendencia	potomok	N;FEM;SG	N;ANIM;NOM;MASC;PL
descendencia	potomkov	descendencia	potomok	N;FEM;SG	N;ANIM;ACC;MASC;PL
descendencia	potomkovia	descendencia	potomok	N;FEM;SG	N;ANIM;NOM;MASC;PL
descendencia	potomkov	descendencia	potomok	N;FEM;SG	N;ANIM;ACC;MASC;PL
distinto	iný	distinto	iný	ADJ;MASC;SG	DET;ANIM;NOM;MASC;SG
distinto	rozdielne	distinto	rozdielny	ADJ;MASC;SG	ADV
distinto	iná	distinto	iný	ADJ;MASC;SG	DET;NOM;FEM;SG
distinción	rozlišovacie	distinción	rozlišovací	N;FEM;SG	ADJ;NOM;NEUT;SG
reuniones	stretko	reunión	stretko	N;FEM;PL	N;NOM;NEUT;SG
reuniones	schôdza	reunión	schôdza	N;FEM;PL	N;NOM;FEM;SG
reuniones	zasadnutie	reunión	zasadnutie	N;FEM;PL	N;NOM;NEUT;SG
reuniones	stretnutie	reunión	stretnutie	N;FEM;PL	N;NOM;NEUT;SG
instrucciones	smer	instrucción	smer	N;FEM;PL	N;INAN;NOM;MASC;SG
instrucciones	návod	instrucción	návod	N;FEM;PL	N;INAN;NOM;MASC;SG
tengan	maj	tener	mať	V;IMP;PL;3;PRS;FIN	V;IPFV;IMP;SG;2;POS;FIN
tengan	majú	tener	mať	V;IMP;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
pascual	pascual	pascual	pascuť	PROPN	N;ANIM;NOM;MASC;SG
matemática	matematiku	matemático	matematika	ADJ;FEM;SG	N;ACC;FEM;SG
matemática	matematika	matemático	matematika	ADJ;FEM;SG	N;NOM;FEM;SG
matemática	matematiku	matemático	matematika	ADJ;FEM;SG	N;ACC;FEM;SG
matemática	matematika	matemático	matematika	ADJ;FEM;SG	N;NOM;FEM;SG
muralla	steny	muralla	stena	N;FEM;SG	N;NOM;FEM;PL
muralla	wall	muralla	wall	N;FEM;SG	
cura	vyliečiť	cura	vyliečiť	N;MASC;SG	V;PFV;POS;NFIN
cura	lieči	cura	lieč	N;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
cura	vylieči	cura	vyliecť	N;MASC;SG	V;PFV;IND;SG;3;POS;PRS;FIN
disolución	rozpustení	disolución	rozpustený	N;FEM;SG	N;NOM;NEUT;PL
disolución	riešenia	disolución	riešenie	N;FEM;SG	N;NOM;NEUT;PL
vivía	žili	vivir	žiť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
vivía	žilo	vivir	žiť	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
vivía	žila	vivir	žiť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
vivía	žil	vivir	žiť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
interpretando	výklade	interpretar	výklad	V;V.MSDR	N;INAN;DAT;MASC;SG
interpretando	tlmočenie	interpretar	tlmočenie	V;V.MSDR	N;NOM;NEUT;SG
milenio	tisícročia	milenio	tisícročie	N;MASC;SG	N;NOM;NEUT;PL
ligero	svetlo	ligero	svetlo	ADJ;MASC;SG	N;NOM;NEUT;SG
ligero	svetla	ligero	svetlo	ADJ;MASC;SG	N;NOM;NEUT;PL
ligero	mierne	ligero	mierne	ADJ;MASC;SG	ADV
ligero	ľahkých	ligero	ľahký	ADJ;MASC;SG	ADJ;GEN;MASC;PL
empresarios	zamestnávateľom	empresario	zamestnávateľ	N;MASC;PL	N;ANIM;INS;MASC;SG
húngaro	maďarská	húngaro	maďarský	N;MASC;SG	ADJ;NOM;FEM;SG
húngaro	maďarský	húngaro	maďarský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
húngaro	maďarské	húngaro	maďarský	N;MASC;SG	ADJ;NOM;NEUT;SG
sara	sarah	sara	sarah	N;FEM;SG	PROPN;NOM;FEM;SG
sara	sara	sara	sara	N;FEM;SG	PROPN;NOM;FEM;SG
marshall	marshall	marshall	marshall	N;SG	PROPN;ANIM;NOM;MASC;SG
sebastian	sebastian	sebastiar	sebastian	PROPN	N;ANIM;NOM;MASC;SG
pase	pass	pasar	pass	V;SBJV;SG;3;PRS;FIN	INTJ
wilhelm	wilhelm	wilhelm	wilhelm	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
coordinación	koordinácie	coordinación	koordinácia	N;FEM;SG	N;NOM;FEM;PL
coordinación	koordinačná	coordinación	koordinačný	N;FEM;SG	ADJ;NOM;FEM;SG
coordinación	koordinačné	coordinación	koordinačný	N;FEM;SG	ADJ;NOM;NEUT;SG
perteneció	patrili	pertenecer	patriť	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
condenado	odsúdili	condenado	odsúdiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
condenado	odsúdení	condenado	odsúdenie	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
caliente	horúci	caliente	horúci	ADJ;SG	N;INAN;NOM;MASC;SG
caliente	sexi	caliente	sexi	ADJ;SG	N;NOM;FEM;SG
caliente	hot	caliente	hot	ADJ;SG	
caliente	horúce	caliente	horúci	ADJ;SG	ADJ;NOM;NEUT;PL
caliente	teple	caliente	teplo	ADJ;SG	N;INAN;NOM;MASC;SG
caliente	teplo	caliente	teplo	ADJ;SG	N;NOM;NEUT;SG
represión	represie	represión	represia	N;FEM;SG	N;NOM;FEM;PL
represión	obleteli	represión	obletieť	N;FEM;SG	V;PFV;MASC;PL;POS;PST;V.PTCP
hembras	ženské	hembra	ženský	N;FEM;PL	ADJ;NOM;NEUT;SG
hembras	samica	hembra	samica	N;FEM;PL	N;NOM;FEM;SG
hembras	ženská	hembra	ženský	N;FEM;PL	ADJ;NOM;FEM;SG
hembras	žena	hembra	žena	N;FEM;PL	N;NOM;FEM;SG
radiación	žiarenia	radiación	žiarenie	N;FEM;SG	N;NOM;NEUT;PL
rostro	face	rostro	faca	N;MASC;SG	
baker	baker	baker	baker	PROPN	PROPN;ANIM;NOM;MASC;SG
bad	zlý	bad	zlý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
bad	bad	bad	bad	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bad	zlé	bad	zlý	N;MASC;SG	ADJ;NOM;NEUT;SG
bad	blbo	bad	blbo	N;MASC;SG	ADV
mexico	mexiku	mexico	mexika		N;INAN;GEN;MASC;SG
mexico	mexico	mexico	mexico		N;INAN;NOM;MASC;SG
mexico	mexika	mexico	mexika		N;INAN;GEN;MASC;SG
mexico	mexiko	mexico	mexiko		N;INAN;NOM;MASC;SG
tito	tito	tito	tito	PROPN	N;ANIM;NOM;MASC;PL
tito	titus	tito	titus	PROPN	PROPN;ANIM;NOM;MASC;SG
ine	ine	ine	ina	N;MASC;SG	DET;NOM;NEUT;SG
estética	kozmetické	estética	kozmetický	N;FEM;SG	ADJ;NOM;NEUT;SG
estética	kozmetický	estética	kozmetický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
estética	kozmetických	estética	kozmetický	N;FEM;SG	ADJ;GEN;MASC;PL
estética	estetické	estética	estetický	N;FEM;SG	ADJ;NOM;NEUT;SG
visitas	návšteva	visita	návšteva	N;FEM;PL	N;NOM;FEM;SG
visitas	navštíviť	visita	navštíviť	N;FEM;PL	V;PFV;POS;NFIN
otto	otto	otto	otto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
otto	oto	otto	oto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
condes	earls	conde	earls	N;FEM;PL	PROPN;INAN;NOM;MASC;SG
condes	počíta	conde	počítať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
configuración	nastavenia	configuración	nastavenie	N;FEM;SG	N;NOM;NEUT;PL
configuración	nastaviť	configuración	nastaviť	N;FEM;SG	V;PFV;POS;NFIN
boda	svadobná	boda	svadobný	N;FEM;SG	ADJ;NOM;FEM;SG
boda	svadobné	boda	svadobný	N;FEM;SG	ADJ;NOM;NEUT;SG
boda	svadby	boda	svadba	N;FEM;SG	N;NOM;FEM;PL
gobernadores	guvernéri	gobernador	guvernéri	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
ganados	zarobené	ganado	zarobený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ganados	zarobil	ganado	zarobiť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ganados	vyhrali	ganado	vyhrať	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ganados	vyhrala	ganado	vyhrať	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
ganados	zvíťazil	ganado	zvíťaziť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ganados	won	ganado	won	ADJ;MASC;PL;V.PTCP	PROPN;ANIM;NOM;MASC;SG
ganados	vyhral	ganado	vyhrať	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
entrantes	prichádzajúce	entrante	prichádzajúci	N;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
entrantes	prichádzajúce	entrante	prichádzajúci	N;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
