der	het	der	het	DET;NOM;DEF;MASC;SG	PRO;3
steuern	controle	steuern	controle	V;NFIN	N;MASC+FEM;SG
steuern	control	steuern	control	V;NFIN	
steuern	belasting	steuern	belasting	V;NFIN	N;MASC+FEM;SG
steuern	fiscaliteit	steuern	fiscaliteit	V;NFIN	N;MASC+FEM;SG
steuern	belastingen	steuern	belastingen	V;NFIN	N;PL
steuern	belasting	steuern	belasting	V;NFIN	N;MASC+FEM;SG
steuern	belastingen	steuern	belastingen	V;NFIN	N;PL
steuern	belasting	steuern	belasting	V;NFIN	N;MASC+FEM;SG
steuern	belastingen	steuern	belastingen	V;NFIN	N;PL
wolff	wolff	wolff	wolff	PROPN	N;MASC+FEM;SG
welle	schacht	wellen	schacht		N;MASC+FEM;SG
welle	shaft	wellen	shaft		N;MASC+FEM;SG
welle	golven	wellen	golven		N;PL
welle	zwaaien	wellen	zwaaien		V;NFIN
welle	wave	wellen	wave		N;MASC+FEM;SG
welle	golf	wellen	golf		N;MASC+FEM;SG
versammlung	verzamelen	versammlung	verzamelen	N;NOM;FEM;SG	V;NFIN
richtlinie	richtlijn	richtlinie	richtlijn	PROPN	N;MASC+FEM;SG
richtlinie	richtsnoer	richtlinie	richtsnoer	PROPN	N;NEUT;SG
sizilien	sicilië	sizilien	sicilië	PROPN;NOM;SG	N;NEUT;SG
fifa	fifa	fifa	fifa	PROPN;NOM;SG	PROPN;NEUT;SG
roma	romani	roma	romani	PROPN	N;MASC+FEM;SG
roma	roma	roma	roma	PROPN	PROPN;NEUT;SG
ablehnung	weigeren	ablehnung	weigeren	N;NOM;FEM;SG	V;NFIN
ablehnung	afwijzingen	ablehnung	afwijzing	N;NOM;FEM;SG	N;PL
zimmermann	zimmerman	zimmermann	zimmerman	PROPN	N;MASC+FEM;SG
zimmermann	zimmermann	zimmermann	zimmermann	PROPN	N;MASC+FEM;SG
zimmermann	timmerman	zimmermann	timmerman	PROPN	N;MASC+FEM;SG
zimmermann	carpenter	zimmermann	carpenter	PROPN	N;MASC+FEM;SG
kriege	oorlog	kriegen	oorlog		N;MASC+FEM;SG
kriege	oorlogen	kriegen	oorlog		N;PL
antragsteller	aanvrager	antragsteller	aanvrager	ADJ	N;MASC+FEM;SG
antragsteller	eiser	antragsteller	eiser	ADJ	N;MASC+FEM;SG
antragsteller	indieners	antragsteller	indiener	ADJ	N;PL
antragsteller	aanvrager	antragsteller	aanvrager	ADJ	N;MASC+FEM;SG
antragsteller	verzoeker	antragsteller	verzoeker	ADJ	N;MASC+FEM;SG
antragsteller	sollicitant	antragsteller	sollicitant	ADJ	N;MASC+FEM;SG
antragsteller	klager	antragsteller	klager	ADJ	N;MASC+FEM;SG
antragsteller	sollicitanten	antragsteller	sollicitant	ADJ	N;PL
antragsteller	aanvragers	antragsteller	aanvrager	ADJ	N;PL
melden	verslag	melden	verslag	V;NFIN	N;NEUT;SG
melden	rapport	melden	rapport	V;NFIN	N;NEUT;SG
tiefen	diepten	tief	diepte	V;NFIN	N;PL
tiefen	diepte	tief	diepte	V;NFIN	N;MASC+FEM;SG
tiefen	diepgang	tief	diepgang	V;NFIN	N;MASC+FEM;SG
tiefen	diep	tief	diep	V;NFIN	ADJ
tiefen	diepe	tief	diep	V;NFIN	ADJ
tiefen	deep	tief	deep	V;NFIN	N;MASC+FEM;SG
nikolai	nikolaj	nikolai	nikolaj	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
nikolai	nikolai	nikolai	nikolai	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
nikolai	nicolaas	nikolai	nicolaas	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
nikolai	nicholas	nikolai	nicholas	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
stock	cane	stock	cane	PROPN	N;MASC+FEM;SG
stock	rietsuiker	stock	rietsuiker	PROPN	N;MASC+FEM;SG
stock	wandelstok	stock	wandelstok	PROPN	N;MASC+FEM;SG
stock	stok	stock	stok	PROPN	N;MASC+FEM;SG
stock	stick	stock	stick	PROPN	N;MASC+FEM;SG
stock	stok	stock	stok	PROPN	N;MASC+FEM;SG
mississippi	mississippi	mississippi	mississippi	PROPN;NOM;SG	N;MASC+FEM;SG
orf	orf	orf	orf	PROPN;NOM;SG	N;MASC+FEM;SG
mitgliedschaft	aansluiting	mitgliedschaft	aansluiting	ADJ	N;MASC+FEM;SG
mitgliedschaft	lidmaatschap	mitgliedschaft	lidmaatschap	ADJ	N;NEUT;SG
circa	ca	circa	ca		N;MASC+FEM;SG
circa	circa	circa	circa		ADV
insekten	insecten	insekt	insecten	V;NFIN	N;PL
insekten	insect	insekt	insect	V;NFIN	N;NEUT;SG
insekten	insecten	insekt	insecten	V;NFIN	N;PL
insekten	beestjes	insekt	beestje	V;NFIN	N;PL
insekten	insecten	insekt	insecten	V;NFIN	N;PL
insekten	bugs	insekt	bugs	V;NFIN	N;PL
mainzer	mainz	mainzer	mainz	PROPN	N;MASC+FEM;SG
feat	prestatie	feat	prestatie	PROPN;NOM;SG	N;MASC+FEM;SG
unterlagen	dossier	unterliegen	dossier	V;V.PTCP	N;NEUT;SG
unterlagen	documentatie	unterliegen	documentatie	V;V.PTCP	N;MASC+FEM;SG
unterlagen	documenten	unterliegen	document	V;V.PTCP	N;PL
schulz	schulz	schulz	schulz	PROPN;NOM;SG	N;MASC+FEM;SG
übernahmen	acquisitie	übernehmen	acquisitie	V;FIN	N;MASC+FEM;SG
übernahmen	overnames	übernehmen	overname	V;FIN	N;PL
übernahmen	overnames	übernehmen	overname	V;FIN	N;PL
übernahmen	overname	übernehmen	overname	V;FIN	N;MASC+FEM;SG
claudia	claudia	claudia	claudia	PROPN;NOM;SG	N;MASC+FEM;SG
tatort	scène	tatort	scène	PROPN	N;MASC+FEM;SG
tatort	scene	tatort	scene	PROPN	N;MASC+FEM;SG
spaß	gezellig	Spaß	gezellig	N	ADJ
spaß	leuk	Spaß	leuk	N	ADJ
vorläufer	voorloper	vorläufer	voorloper	ADJ	N;MASC+FEM;SG
vorläufer	voorlopers	vorläufer	voorloper	ADJ	N;PL
vorläufer	voorloper	vorläufer	voorloper	ADJ	N;MASC+FEM;SG
vorläufer	voorgangers	vorläufer	voorganger	ADJ	N;PL
verlags	verlag	verlags	verlag	PROPN;NOM;SG	INTJ
tennessee	tennessee	tennessee	tennessee	PROPN;NOM;NEUT;SG	N;NEUT;SG
tageszeitung	kranten	Tageszeitung	krant	N;NOM;FEM;SG	N;PL
gen	gene	gen	gene		N;MASC+FEM;SG
gen	gen	gen	gen		N;NEUT;SG
gen	gen	gen	gen		N;NEUT;SG
widerspruch	paradoxaal	widerspruchen	paradoxaal	N	ADJ
bedenken	bezorgdheid	bedenken	bezorgdheid	V;NFIN	N;MASC+FEM;SG
bedenken	twijfels	bedenken	twijfel	V;NFIN	N;PL
bedenken	twijfel	bedenken	twijfel	V;NFIN	N;MASC+FEM;SG
zuschauern	toeschouwers	zuschauern	toeschouwer		N;PL
zuschauern	kijkers	zuschauern	kijker		N;PL
aufenthalt	verblijfplaats	aufenthalt	verblijfplaats	ADJ	N;MASC+FEM;SG
aufenthalt	residentie	aufenthalt	residentie	ADJ	N;MASC+FEM;SG
aufenthalt	woonplaats	aufenthalt	woonplaats	ADJ	N;MASC+FEM;SG
aufenthalt	blijven	aufenthalt	blijven	ADJ	V;PL;PRS;FIN
aufenthalt	blijf	aufenthalt	blijven	ADJ	V;SG;PRS;FIN
komponenten	bestanddelen	komponent	bestanddelen	V;FIN	N;PL
komponenten	bestanddeel	komponent	bestanddeel	V;FIN	N;NEUT;SG
komponenten	onderdeel	komponent	onderdeel	V;FIN	N;NEUT;SG
komponenten	component	komponent	component	V;FIN	N;MASC+FEM;SG
komponenten	onderdelen	komponent	onderdeel	V;FIN	N;PL
komponenten	componenten	komponent	component	V;FIN	N;PL
komponenten	plugins	komponent	plugins	V;FIN	N;PL
walker	walker	walk	walk	PROPN;SG	N;MASC+FEM;SG
privat	privat	privat	privat	ADJ	N;MASC+FEM;SG
privat	prive	privat	prive	ADJ	N;MASC+FEM;SG
profi	professioneel	profi	professioneel		ADJ
profi	professionele	profi	professioneel		ADJ
profi	professional	profi	professional		N;MASC+FEM;SG
begegnung	ontmoetingen	begegnung	ontmoeting		N;PL
begegnung	ontmoeting	begegnung	ontmoeting		N;MASC+FEM;SG
begegnung	tegenkomen	begegnung	tegenkomen		V;NFIN
erschossen	shot	erschießen	shot	V;V.PTCP	N;MASC+FEM;SG
erschossen	schot	erschießen	schot	V;V.PTCP	N;NEUT;SG
var	var	var	var		N;MASC+FEM;SG
versuchten	poging	versuchen	poging	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
versuchten	probeerde	versuchen	proberen	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
empire	keizerrijk	empir	keizerrijk	PROPN;NOM;SG	N;NEUT;SG
empire	rijk	empir	rijk	PROPN;NOM;SG	ADJ
empire	imperium	empir	imperium	PROPN;NOM;SG	N;NEUT;SG
empire	empire	empir	empire	PROPN;NOM;SG	N;MASC+FEM;SG
tennis	tennissen	tennis	tennis		V;NFIN
ghs	ghs	ghs	ghs		N;MASC+FEM;SG
susanne	susanne	susanne	susanne	PROPN;NOM;SG	N;MASC+FEM;SG
susanne	susan	susanne	susan	PROPN;NOM;SG	N;MASC+FEM;SG
robin	robin	robin	robin	PROPN;NOM;SG	N;MASC+FEM;SG
haushalte	huishoudens	haushalt	huishouden		N;PL
haushalte	gezinnen	haushalt	gezin		N;PL
haushalte	huishouding	haushalt	huishouding		N;MASC+FEM;SG
haushalte	huishoudelijke	haushalt	huishoudelijk		ADJ
haushalte	huishouden	haushalt	huishouden		N;NEUT;SG
haushalte	huishoudelijk	haushalt	huishoudelijk		ADJ
haushalte	budgetten	haushalt	budget		N;PL
haushalte	begrotingen	haushalt	begroting		N;PL
vertrauen	faith	vertrauen	faith	V;NFIN	N;MASC+FEM;SG
vertrauen	vertrouwen	vertrauen	vertrouwen	V;NFIN	N;NEUT;SG
vertrauen	zelfvertrouwen	vertrauen	zelfvertrouwen	V;NFIN	N;NEUT;SG
vertrauen	vertrouwen	vertrauen	vertrouwen	V;NFIN	N;NEUT;SG
vertrauen	trust	vertrauen	trust	V;NFIN	
vertrauen	vertrouwen	vertrauen	vertrouwen	V;NFIN	N;NEUT;SG
vertrauen	vertrouwd	vertrauen	vertrouwd	V;NFIN	ADJ
bier	bieren	bier	bier		N;PL
bier	biertje	bier	biertje		N;NEUT;SG
bier	bier	bier	bier		N;NEUT;SG
bier	biertjes	bier	biertje		N;PL
bier	bieren	bier	bier		N;PL
bier	beers	bier	beers		N;MASC+FEM;SG
baby	baby	baby	baby		N;MASC+FEM;SG
baby	schat	baby	schat		N;MASC+FEM;SG
baby	schatje	baby	schat		N;NEUT;SG
baby	schat	baby	schat		N;MASC+FEM;SG
baby	babe	baby	babe		N;MASC+FEM;SG
worms	wormen	worms	wormen	PROPN;NOM;MASC;SG	N;PL
berufung	bellen	berufung	bellen	N	V;NFIN
spur	traceren	spur	traceren	N;NOM;FEM;SG	V;NFIN
märchen	sprookje	märchen	sprookje	V;NFIN	N;NEUT;SG
märchen	verhalen	märchen	verhaal	V;NFIN	N;PL
lieben	lieve	lieben	lief	V;FIN	ADJ
lieben	dear	lieben	dear	V;FIN	N;MASC+FEM;SG
lieben	liefste	lieben	liefst	V;FIN	ADJ;RL
lieben	geliefd	lieben	geliefd	V;FIN	ADJ
lieben	love	lieben	love	V;FIN	
lieben	liefs	lieben	lief	V;FIN	N;PL
lieben	liefde	lieben	liefde	V;FIN	N;MASC+FEM;SG
lieben	liefdes	lieben	liefde	V;FIN	N;PL
lieben	liefhebbende	lieben	liefhebbend	V;FIN	ADJ
lieben	liefdevol	lieben	liefdevol	V;FIN	ADJ
lieben	liefdevolle	lieben	liefdevol	V;FIN	ADJ
lösungen	oplossingen	lösungen	oplossing	V;NFIN	N;PL
lösungen	solutions	lösungen	solution	V;NFIN	N;PL
lösungen	oplossing	lösungen	oplossing	V;NFIN	N;MASC+FEM;SG
wetter	weer	wetter	weer		ADV
freitag	vrijdag	freitagen	vrijdag	ADV	PROPN;MASC+FEM;SG
cds	cds	cds	cds		N;PL
irak	iraakse	irak	iraaks	PROPN;NOM;MASC;SG	ADJ
irak	irakees	irak	irakee	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
irak	irak	irak	irak	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
jordan	jordan	jordan	jordan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
jordan	jordanië	jordan	jordanië	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
ian	lan	ian	lan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ian	ian	ian	ian	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
überprüfen	beoordeling	überprüfen	beoordeling	V;NFIN	N;MASC+FEM;SG
überprüfen	recensie	überprüfen	recensie	V;NFIN	N;MASC+FEM;SG
überprüfen	herziening	überprüfen	herziening	V;NFIN	N;MASC+FEM;SG
evolution	evolution	evolution	evolution	PROPN	
evolution	ontwikkeling	evolution	ontwikkeling	PROPN	N;MASC+FEM;SG
evolution	evolutie	evolution	evolutie	PROPN	N;MASC+FEM;SG
dead	dood	dead	dood	PROPN;NOM;SG	ADJ
dead	doods	dead	doods	PROPN;NOM;SG	ADJ
dead	dead	dead	dead	PROPN;NOM;SG	N;MASC+FEM;SG
schwaben	zwaben	schwaben	zwaa	PROPN	N;PL
ausgrabungen	opgraving	ausgrabung	opgraving	N;NOM;FEM;PL	N;MASC+FEM;SG
ausgrabungen	graaft	ausgrabung	graaft	N;NOM;FEM;PL	V;SG;PRS;FIN
kaufen	aanschaf	kaufen	aanschaf	V;NFIN	N;MASC+FEM;SG
kaufen	aankoop	kaufen	aankoop	V;NFIN	N;MASC+FEM;SG
kaufen	inkoop	kaufen	inkoop	V;NFIN	N;MASC+FEM;SG
kaufen	koop	kaufen	koop	V;NFIN	N;MASC+FEM;SG
eingeordnet	gecategoriseerd	einordnen	categoriseren	ADJ;V.PTCP	V;V.PTCP
forderungen	claims	forderung	claim	V;NFIN	N;PL
forderungen	vorderingen	forderung	vordering	V;NFIN	N;PL
forderungen	beweringen	forderung	bewering	V;NFIN	N;PL
forderungen	vorderingen	forderung	vordering	V;NFIN	N;PL
überreste	blijft	überrest	blijven	ADJ	V;SG;PRS;FIN
überreste	kliekjes	überrest	kliek	ADJ	N;PL
überreste	restjes	überrest	rest	ADJ	N;PL
überreste	restanten	überrest	restant	ADJ	N;PL
überreste	overblijfselen	überrest	overblijfselen	ADJ	N;PL
internetseite	website	internetseite	website	ADJ	N;MASC+FEM;SG
internetseite	webpagina	internetseite	webpagina	ADJ	N;MASC+FEM;SG
islamischen	islam	islamisch	islam	ADJ;NOM;MASC;PL	N;MASC+FEM;SG
informatik	informatica	informatik	informatica	PROPN	N;MASC+FEM;SG
informatik	computers	informatik	computer	PROPN	N;PL
informatik	computer	informatik	computer	PROPN	N;MASC+FEM;SG
informatik	informatica	informatik	informatica	PROPN	N;MASC+FEM;SG
grube	put	grab	putten		N;MASC+FEM;SG
grube	pitstop	grab	pitstop		N;MASC+FEM;SG
grube	pit	grab	pit		N;MASC+FEM;SG
grube	kuil	grab	kuil		N;MASC+FEM;SG
zeile	line	zeilen	lin		N;MASC+FEM;SG
zeile	lijn	zeilen	lijn		N;MASC+FEM;SG
zeile	rijen	zeilen	rij		N;PL
zeile	rij	zeilen	rij		N;MASC+FEM;SG
zeile	roei	zeilen	roei		V;SG;PRS;FIN
zeile	roeien	zeilen	roeien		V;NFIN
zeile	row	zeilen	row		N;MASC+FEM;SG
antoine	antoine	antoine	antoin	PROPN;NOM;SG	N;MASC+FEM;SG
arte	arte	art	arte		N;MASC+FEM;SG
zusammenfassung	samenvattingen	zusammenfassung	samenvatting	ADJ	N;PL
zusammenfassung	samenvatting	zusammenfassung	samenvatting	ADJ	N;MASC+FEM;SG
petrus	petrus	petrus	petrus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
petrus	petrus	petrus	petrus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
petrus	peter	petrus	peter	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
platzierungen	plaatsing	plazierung	plaatsing	V;NFIN	N;MASC+FEM;SG
platzierungen	stages	plazierung	stage	V;NFIN	N;PL
platzierungen	plaatsingen	plazierung	plaatsing	V;NFIN	N;PL
risiko	risico	risiko	risico		N;NEUT;SG
risiko	gevaar	risiko	gevaar		N;NEUT;SG
risiko	hazard	risiko	hazard		N;MASC+FEM;SG
risiko	risico	risiko	risico		N;NEUT;SG
zuordnung	toewijzing	zuordnung	toewijzing	ADJ	N;MASC+FEM;SG
zuordnung	allocatie	zuordnung	allocatie	ADJ	N;MASC+FEM;SG
zuordnung	opdracht	zuordnung	opdracht	ADJ	N;MASC+FEM;SG
zuordnung	naamsvermelding	zuordnung	naamsvermelding	ADJ	N;MASC+FEM;SG
zuordnung	mapping	zuordnung	mapping	ADJ	N;MASC+FEM;SG
bande	bende	binden	bende		N;MASC+FEM;SG
cover	cover	cover	cover	PROPN	N;MASC+FEM;SG
cover	dekking	cover	dekking	PROPN	N;MASC+FEM;SG
cover	omslag	cover	omslag	PROPN	N;MASC+FEM;SG
cover	dekken	cover	dekken	PROPN	V;NFIN
auguste	auguste	augusten	august	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
philippinen	filipijnen	philippinen	filipijn	PROPN;NOM	N;PL
philippinen	filippijnen	philippinen	filippijn	PROPN;NOM	N;PL
philippinen	filipijnse	philippinen	filipijns	PROPN;NOM	ADJ
lawrence	lawrence	lawrence	lawrenc	PROPN;NOM;SG	N;MASC+FEM;SG
metall	metall	metall	metall		N;NEUT;SG
metall	metalen	metall	metalen		N;PL
metall	metal	metall	metal		N;MASC+FEM;SG
metall	metaal	metall	metaal		N;NEUT;SG
metall	metalen	metall	metalen		N;PL
metall	metalen	metall	metalen		N;PL
metall	metallic	metall	metallic		N;MASC+FEM;SG
schauspiel	drama	schauspiel	drama		N;NEUT;SG
schauspiel	acteren	schauspiel	acteren		V;NFIN
schauspiel	waarnemend	schauspiel	waarnemend		V;V.PTCP
schauspiel	acteer	schauspiel	acteer		N;MASC+FEM;SG
schauspiel	schouwspel	schauspiel	schouwspel		N;NEUT;SG
schauspiel	spektakel	schauspiel	spektakel		N;NEUT;SG
mitteilungen	communicatie	mitteilung	communicatie	V;NFIN	N;MASC+FEM;SG
mitteilungen	mededelingen	mitteilung	mededeling	V;NFIN	N;PL
mitteilungen	boodschappen	mitteilung	boodschap	V;NFIN	N;PL
mitteilungen	berichten	mitteilung	bericht	V;NFIN	N;PL
mitteilungen	meldingen	mitteilung	melding	V;NFIN	N;PL
mitteilungen	aanmeldingen	mitteilung	aanmelding	V;NFIN	N;PL
lothringen	lorraine	lothringen	lorrain	PROPN;NOM	N;MASC+FEM;SG
lothringen	lotharingen	lothringen	lotharing	PROPN;NOM	N;PL
wechseln	schakelaar	wechseln	schakelaar	V;NFIN	N;MASC+FEM;SG
wechseln	switch	wechseln	switch	V;NFIN	N;MASC+FEM;SG
wechseln	wissel	wechseln	wissel	V;NFIN	N;MASC+FEM;SG
wechseln	plaatsvervanger	wechseln	plaatsvervanger	V;NFIN	N;MASC+FEM;SG
wechseln	wijziging	wechseln	wijziging	V;NFIN	N;MASC+FEM;SG
wechseln	verandering	wechseln	verandering	V;NFIN	N;MASC+FEM;SG
wechseln	veranderingen	wechseln	verandering	V;NFIN	N;PL
residenz	verblijfplaats	residenz	verblijfplaats		N;MASC+FEM;SG
residenz	residentie	residenz	residentie		N;MASC+FEM;SG
residenz	woonplaats	residenz	woonplaats		N;MASC+FEM;SG
residenz	residentie	residenz	residentie		N;MASC+FEM;SG
residenz	residenz	residenz	residenz		N;NEUT;SG
wissens	kennis	wissens	kennis		N;MASC+FEM;SG
borussia	borussia	borussia	borussia	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
mode	kleding	mode	kleding		N;MASC+FEM;SG
mode	mode	mode	mode		N;MASC+FEM;SG
mode	modus	mode	modus		N;MASC+FEM;SG
mode	mode	mode	mode		N;MASC+FEM;SG
update	updaten	update	updaat		V;NFIN
update	update	update	update		N;MASC+FEM;SG
update	bijwerken	update	bijwerken		V;NFIN
russell	russell	russell	russell	PROPN	N;MASC+FEM;SG
nachdruck	reproduceren	nachdruck	reproduceren		V;NFIN
nachdruck	voortplanting	nachdruck	voortplanting		N;MASC+FEM;SG
nachdruck	reproductie	nachdruck	reproductie		N;MASC+FEM;SG
nachdruck	aandringen	nachdruck	aandringen		V;NFIN
nachdruck	herdruk	nachdruck	herdruk		N;MASC+FEM;SG
nachdruck	nadrukkelijke	nachdruck	nadrukkelijk		ADJ
nachdruck	nadrukkelijk	nachdruck	nadrukkelijk		ADJ
konstantin	konstantin	konstantin	konstantin	PROPN;NOM;SG	N;MASC+FEM;SG
konstantin	constantijn	konstantin	constantijn	PROPN;NOM;SG	N;MASC+FEM;SG
konstantin	constantine	konstantin	constantine	PROPN;NOM;SG	N;MASC+FEM;SG
dialog	dialoog	dialog	dialoog		N;MASC+FEM;SG
dialog	dialoog	dialog	dialoog		N;MASC+FEM;SG
fahrzeugen	voertuigen	fahrzeugen	voertuig	V;NFIN	N;PL
ann	ann	ann	ann	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
reinhold	reinhold	reinhold	reinhold	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
sahen	zag	sehen	zien	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
sahen	saw	sehen	saw	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
sahen	zaag	sehen	zaag	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
großvater	grootvader	großvat	grootvader	ADJ	N;MASC+FEM;SG
großvater	opa	großvat	opa	ADJ	N;MASC+FEM;SG
großvater	grootvader	großvat	grootvader	ADJ	N;MASC+FEM;SG
großvater	opa	großvat	opa	ADJ	N;MASC+FEM;SG
gefühl	emoties	Gefühl	emotie	N;NOM;NEUT;SG	N;PL
gefühl	feel	Gefühl	feel	N;NOM;NEUT;SG	
gefühl	voelen	Gefühl	voelen	N;NOM;NEUT;SG	V;NFIN
gefühl	voel	Gefühl	voelen	N;NOM;NEUT;SG	V;SG;PRS;FIN
gefühl	voelen	Gefühl	voelen	N;NOM;NEUT;SG	V;NFIN
montreal	montreal	montreal	montreal	PROPN	N;NEUT;SG
maximale	max	maximal	max	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
maximale	maximum	maximal	maximum	ADJ;NOM;FEM;PL	N;NEUT;SG
flugplatz	vliegveld	flugplatz	vliegveld	ADJ	N;NEUT;SG
flugplatz	luchthaven	flugplatz	luchthaven	ADJ	N;MASC+FEM;SG
flugplatz	landingsbaan	flugplatz	landingsbaan	ADJ	N;MASC+FEM;SG
gäste	gast	gesen	gast	N;NOM;MASC;PL	N;MASC+FEM;SG
passau	passau	passau	passau	PROPN;NOM;SG	N;NEUT;SG
qualifizieren	kwalificatie	qualifizieren	kwalificatie	V;NFIN	N;MASC+FEM;SG
vorteile	voordelen	vorteilen	voordeel		N;PL
vorteile	uitkeringen	vorteilen	uitkering		N;PL
vorteile	voordelen	vorteilen	voordeel		N;PL
betreffenden	bezorgd	betreffend	bezorgd	ADJ;PL	V;V.PTCP
ungewöhnlich	soms	ungewöhnlich	soms	ADJ	ADV
gärten	tuinen	gart	tuin	V;NFIN	N;PL
einschätzung	inschatting	einschätzung	inschatting	ADJ	N;MASC+FEM;SG
einschätzung	schatting	einschätzung	schatting	ADJ	N;MASC+FEM;SG
einschätzung	raming	einschätzung	raming	ADJ	N;MASC+FEM;SG
einschätzung	sentiment	einschätzung	sentiment	ADJ	N;NEUT;SG
wolle	wol	wollen	wol	V;SBJV;SG;3;PRS;FIN	N;MASC+FEM;SG
berechnung	berekening	berechnung	berekening	ADJ	N;MASC+FEM;SG
berechnung	berekenen	berechnung	berekenen	ADJ	V;NFIN
berechnung	berekeningen	berechnung	berekening	ADJ	N;PL
berechnung	berekenen	berechnung	berekenen	ADJ	V;NFIN
berechnung	berekeningen	berechnung	berekening	ADJ	N;PL
berechnung	bereken	berechnung	bereken	ADJ	V;SG;PRS;FIN
berechnung	berekenen	berechnung	berekenen	ADJ	V;NFIN
videos	filmpjes	videos	filmp		N;PL
videos	videos	videos	videos		N;PL
kulturen	gewassen	kultur	wassen	N;NOM;PL	V;V.PTCP
platten	borden	platt	bord	V;NFIN	N;PL
platten	nummerplaten	platt	nummerplaat	V;NFIN	N;PL
platten	platen	platt	plaat	V;NFIN	N;PL
platten	kenteken	platt	kenteken	V;NFIN	N;NEUT;SG
platten	panelen	platt	panelen	V;NFIN	N;PL
platten	panels	platt	panel	V;NFIN	N;PL
platten	boards	platt	boards	V;NFIN	N;PL
platten	planken	platt	plank	V;NFIN	N;PL
platten	records	platt	record	V;NFIN	N;PL
way	manier	wey	manier		N;MASC+FEM;SG
way	way	wey	way		
konflikte	conflicten	konflikt	conflict	ADJ	N;PL
konflikte	conflict	konflikt	conflict	ADJ	N;NEUT;SG
konflikte	botsingen	konflikt	botsing	ADJ	N;PL
konflikte	conflicten	konflikt	conflict	ADJ	N;PL
konflikte	conflict	konflikt	conflict	ADJ	N;NEUT;SG
auflagen	edities	auflagen	editie	V;NFIN	N;PL
auflagen	uitgave	auflagen	uitgave	V;NFIN	N;MASC+FEM;SG
haag	haagse	haagen	haags	PROPN;NOM;SG	ADJ
haag	haag	haagen	haag	PROPN;NOM;SG	PROPN;MASC+FEM;SG
haag	haags	haagen	haags	PROPN;NOM;SG	N;NEUT;SG
haag	haag	haagen	haag	PROPN;NOM;SG	PROPN;MASC+FEM;SG
helden	heroes	helden	heroes	V;NFIN	N;MASC+FEM;SG
helden	helden	helden	helden	V;NFIN	N;PL
helden	held	helden	held	V;NFIN	N;MASC+FEM;SG
helden	hero	helden	hero	V;NFIN	N;MASC+FEM;SG
yorker	yorkers	yorker	yorkers	PROPN;NOM;SG	N;PL
yorker	yorker	yorker	yorker	PROPN;NOM;SG	N;MASC+FEM;SG
stipendium	studiebeurzen	stipendium	studiebeurzen	ADJ	N;PL
stipendium	beurzen	stipendium	beurs	ADJ	N;PL
stipendium	studiebeurs	stipendium	studiebeurs	ADJ	N;PL
stipendium	beurs	stipendium	beurs	ADJ	N;MASC+FEM;SG
gesamt	totaal	gesamt	totaal		ADJ
gesamt	globaal	gesamt	globaal		ADJ
gesamt	totalen	gesamt	totaal		N;PL
öffnen	open	öffnen	open	V;NFIN	ADJ
öffnen	opening	öffnen	opening	V;NFIN	N;MASC+FEM;SG
arbeitgeber	werkgevers	arbeitgeber	werkgever	ADJ	N;PL
arbeitgeber	werkgever	arbeitgeber	werkgever	ADJ	N;MASC+FEM;SG
arbeitgeber	werkgever	arbeitgeber	werkgever	ADJ	N;MASC+FEM;SG
arbeitgeber	werkgevers	arbeitgeber	werkgever	ADJ	N;PL
hört	hoor	hören	hoor	V;IND;SG;3;PRS;FIN	INTJ
jochen	jochen	jochen	jochen	PROPN	N;PL
massiv	massive	massiv	massive	ADJ	N;MASC+FEM;SG
freiwilligen	vrijwilliger	freiwillig	vrijwillig	ADJ	N;MASC+FEM;SG
freiwilligen	vrijwilligers	freiwillig	vrijwilliger	ADJ	N;PL
freiwilligen	vrijwilliger	freiwillig	vrijwillig	ADJ	N;MASC+FEM;SG
freiwilligen	vrijwilligers	freiwillig	vrijwilliger	ADJ	N;PL
überarbeitete	herziene	überarbeitet	herzien	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
überarbeitete	herzien	überarbeitet	herzien	ADJ;NOM;FEM;SG	V;V.PTCP
wohnungen	huizen	wohnung	huis	ADJ	N;PL
