את	你	את	你	PART;ACC	PRO;2
הסכום	數額	הסכום	數額		N
דייב	dave	דייב	dave	PROPN	
המדריך	指南	המדריך	指南	PROPN	N
המדריך	指引	המדריך	指引	PROPN	N
המדריך	嚮導	המדריך	嚮導	PROPN	N
כבדה	重	כבד	重	ADV	N
כבדה	重型	כבד	重型	ADV	N
כבדה	沈	כבד	沈	ADV	PROPN
סט	設	סט	設		V
סט	集	סט	集		N
סט	設定	סט	設定		V
מושבה	殖民	מושבה	殖民	N;FEM;SG	V
דיגיטלית	數碼	דיגיטלי	數碼	PROPN	N
דיגיטלית	數位	דיגיטלי	數位	PROPN	N
רייס	reyes	רייס	reyes	PROPN	
רייס	大米	רייס	大米	PROPN	N
רייס	米	רייס	米	PROPN	N
רייס	米飯	רייס	米飯	PROPN	N
רייס	飯	רייס	飯	PROPN	N
רייס	rhys	רייס	rhys	PROPN	
האינדיאנים	印地安	האינדיאני	印地安	N;MASC;PL	PROPN
החתימה	簽名	החתים	簽名	V;FEM;SG;3;PST;ACT	N
השלמה	竣工	השלמה	竣工	N;FEM;SG	V
השלמה	驗收	השלמה	驗收	N;FEM;SG	V
השלמה	接受	השלמה	接受	N;FEM;SG	V
תאומים	雙	תא	雙	N;MASC;PL	NUM
לוויין	衛星	None	衛星	PROPN	N
כינור	小	כינור	小	N;MASC;SG	PART
לוקה	luka	לקה	luka	V;MASC;SG;V.PTCP;ACT	
המקבילה	等	המקבילה	等	ADV	N
המקבילה	相當	המקבילה	相當	ADV	V
ענבר	amber	ענבר	amber	PROPN	
ענבר	安培	ענבר	安培	PROPN	N
ענבר	琥珀	ענבר	琥珀	PROPN	PROPN
הרכס	山脊	הרכס	山脊	PROPN	N
הרכס	嶺	הרכס	嶺	PROPN	N
רונלד	ronald	רונלד	ronald	PROPN	
הדדית	互	הדדי	互	ADV	N
אנטון	安東	אנטון	安東	PROPN	PROPN
אנטון	anton	אנטון	anton	PROPN	
יומי	每日	יומי	每日	PROPN	N
רייט	wright	רייט	wright	PROPN	
תרגומים	翻譯	תרגום	翻譯	N;MASC;PL	V
שחיבר	作者	שחיבר	作者	PROPN	N
מצטיין	excel	הצטיין	excel	V;MASC;SG;V.PTCP	
מצטיין	傑出	הצטיין	傑出	V;MASC;SG;V.PTCP	ADJ
מצטיין	未	הצטיין	未	V;MASC;SG;V.PTCP	ADV;NEG
ראיין	瑞安	ראיין	瑞安	PROPN	PROPN
רוי	roy	רוי	roy	PROPN	
הכנה	籌備	הכנה	籌備	N;FEM;SG	V
קרום	地殼	קרום	地殼	PROPN	N
קרום	膜	קרום	膜	PROPN	N
הדעה	意見	הדעה	意見	ADV	N
מתרגם	翻譯	מתרגם	翻譯	N;MASC;SG	V
מח	腦子	מח	腦子		N
מח	大腦	מח	大腦		N
מח	腦	מח	腦		N
מח	腦	מח	腦		N
מח	骨髓	מח	骨髓		N
אפגניסטן	阿富汗	אפגניסטן	阿富汗	PROPN	PROPN
מתקפה	冒犯	מתקפה	冒犯	N;FEM;SG	V
שווא	虛假	שווא	虛假		N
שווא	假	שווא	假		N
העיכול	消化	העיכול	消化	PROPN	V
מנהיגות	領導	מנהיגות	領導	N;FEM;SG	V
מעבד	處理	מעבד	處理	PROPN	V
מעבד	加工	מעבד	加工	PROPN	V
מעבד	處理	מעבד	處理	PROPN	V
מעבד	cpu	מעבד	cpu	PROPN	
החליפה	西裝	החליף	西裝	V;FEM;SG;3;PST;ACT	N
החליפה	西服	החליף	西服	V;FEM;SG;3;PST;ACT	N
החליפה	套	החליף	套	V;FEM;SG;3;PST;ACT	N
סקרלט	血色	סקרלט	血色	PROPN	N
סקרלט	猩	סקרלט	猩	PROPN	N
אוהיו	俄亥俄	אהו	俄亥俄	PROPN	PROPN
אוהיו	俄亥俄	אהו	俄亥俄	PROPN	PROPN
המצעד	遊行	המצעד	遊行	PROPN	V
המצעד	巡遊	המצעד	巡遊	PROPN	V
המצעד	閱兵	המצעד	閱兵	PROPN	N
רביעיית	四	רביעיית	四	N;FEM;SG	NUM
רביעיית	四	רביעיית	四	N;FEM;SG	NUM
סלובקיה	斯洛伐克	סלובקיה	斯洛伐克	PROPN	PROPN
אינדונזיה	印尼	אינדונזיה	印尼	PROPN	PROPN
אינדונזיה	印度尼西亞	אינדונזיה	印度尼西亞	PROPN	PROPN
פטור	豁免	פטר	豁免	PROPN	
המלצות	建議	המלצה	建議	N;FEM;PL	V
זרימת	流通	זרימה	流通	N;FEM;SG	V
אודה	織田	אודה	織田	PROPN	PROPN
אודה	頌	אודה	頌	PROPN	N
מלאכותי	人工	מלאכותי	人工	ADJ;MASC	N
מלאכותי	人造	מלאכותי	人造	ADJ;MASC	N
אקדמיה	學院	אקדמיה	學院	PROPN	N
אקדמיה	學者	אקדמיה	學者	PROPN	N
טהור	純潔	טהור	純潔		ADJ
טהור	純純	טהור	純純		PROPN
טהור	純粹	טהור	純粹		ADV
סדיר	定期	סדיר	定期		N
סדיר	經常	סדיר	經常		ADV
קניה	肯亞	קניה	肯亞	PROPN	PROPN
הלנה	helena	הלנה	helena	PROPN	
דבש	蜂蜜	דבש	蜂蜜		N
ויו	viv	ויו	viv	PROPN	
הבשורה	福音	הבשורה	福音	PROPN	N
שיפוץ	翻修	שיפוץ	翻修	N;MASC;SG	V
שיפוץ	修繕	שיפוץ	修繕	N;MASC;SG	V
שיפוץ	翻修	שיפוץ	翻修	N;MASC;SG	V
שיפוץ	修繕	שיפוץ	修繕	N;MASC;SG	V
פגישה	任用	פגישה	任用	N;FEM;SG	V
פגישה	任命	פגישה	任命	N;FEM;SG	V
פגישה	預約	פגישה	預約	N;FEM;SG	V
מחבל	轟炸	חיבל	轟炸	PROPN	V
מחבל	恐怖	חיבל	恐怖	PROPN	N
פיצויים	歸還	פיצוי	歸還	N;MASC;PL	V
מדף	架子	מדף	架子		N
מדף	貨架	מדף	貨架		N
מדף	書架	מדף	書架		N
קרלו	carlo	קרלו	carlo	PROPN	
קולינס	collins	קולינס	collins	PROPN	
המשולש	三	המשולש	三	PROPN	NUM
המשולש	三	המשולש	三	PROPN	NUM
מוגנים	保護	הוגן	保護	ADJ;MASC;PL	V
תה	茶葉	תה	茶葉		N
תה	茶	תה	茶		N
סבירה	合理	סביר	合理	ADJ;FEM;SG	N
חסיד	追隨	חסיד	追隨		V
רובן	ruben	None	ruben	N;MASC;SG	
דינה	dena	דינה	dena	PROPN	
דינה	dina	דינה	dina	PROPN	
דונלד	donald	דונלד	donald	PROPN	
עידוד	鼓勵	עידוד	鼓勵	N;MASC;SG	V
מהות	精華	מהות	精華	N;FEM;SG	
הנוסחה	公式	הנוסחה	公式	PROPN	N
הנוסחה	方程	הנוסחה	方程	PROPN	N
הנוסחה	配方	הנוסחה	配方	PROPN	N
אפשטיין	epstein	אפשטיין	epstein	PROPN	
אוהבת	戀愛	אהב	戀愛	V;FEM;SG;V.PTCP;ACT	N
אוהבת	love	אהב	love	V;FEM;SG;V.PTCP;ACT	
אוהבת	愛情	אהב	愛情	V;FEM;SG;V.PTCP;ACT	N
תיקונים	更	תיקון	更	N;MASC;PL	ADV
תיקונים	維修	תיקון	維修	N;MASC;PL	V
תיקונים	修繕	תיקון	修繕	N;MASC;PL	V
תיקונים	修理	תיקון	修理	N;MASC;PL	V
מיי	may	מיי	may		
מיי	梅	מיי	梅		PROPN
מיי	五	מיי	五		NUM
מיי	五	מיי	五		NUM
מיי	mae	מיי	mae		
ווד	木	ווד	木	PROPN	N
ווד	木材	ווד	木材	PROPN	N
ווד	wood	ווד	wood	PROPN	
ווד	木頭	ווד	木頭	PROPN	N
הגדלת	增加	הגדלה	增加	N;PSSD;FEM;SG	V
סטאר	星星	סטאר	星星	PROPN	N
סטאר	恆星	סטאר	恆星	PROPN	N
סטאר	star	סטאר	star	PROPN	
סטאר	星	סטאר	星	PROPN	N
סטאר	明星	סטאר	明星	PROPN	N
קורן	korn	קורן	korn	PROPN	
נין	nin	נין	nin		
שולי	邊際	שול	邊際		N
שולי	未	שול	未		ADV;NEG
מורו	morrow	מורה	morrow		
ליסבון	里斯本	ליסבון	里斯本	PROPN	PROPN
ליסבון	lisbon	ליסבון	lisbon	PROPN	
פופולריות	流行	פופולריות	流行	N;FEM;SG	V
פופולריות	受	פופולריות	受	N;FEM;SG	V
השיפוט	判斷	השיפוט	判斷	PROPN	V
השיפוט	判決	השיפוט	判決	PROPN	N
השיפוט	判斷	השיפוט	判斷	PROPN	V
טורונטו	多倫多	טורונטו	多倫多	PROPN	PROPN
חריג	不	חריג	不	ADJ;MASC;SG	ADV;NEG
מורגן	morgan	מורגן	morgan	PROPN	
ענה	答	ענה	答	V;MASC;SG;3;PST;ACT	N
ענה	答案	ענה	答案	V;MASC;SG;3;PST;ACT	N
אצבע	指頭	אצבע	指頭	ADV	N
אצבע	手指	אצבע	手指	ADV	N
תעשייתי	工業	תעשייתי	工業	ADJ;MASC;SG	N
היעדר	缺席	היעדר	缺席		V
בסיסיים	基本	בסיסי	基本	ADJ;MASC;PL	N
בטכניון	technion	בטכניון	technion	PROPN	
מחלק	鴻溝	מחלק	鴻溝		N
גיברלטר	直布羅陀	גיברלטר	直布羅陀	PROPN	PROPN
היחסות	相對	היחסות	相對	N;FEM;SG	ADJ
אזכור	提及	אזכור	提及	N;MASC;SG	V
התמודדות	應付	התמודדות	應付	N;FEM;SG	V
התמודדות	應對	התמודדות	應對	N;FEM;SG	V
פיזור	散射	פיזור	散射	N;MASC;SG	V
פדרו	pedro	פדר	pedro	PROPN	
היוצא	卸任	היוצא	卸任		V
היוצא	離任	היוצא	離任		V
היוצא	外向	היוצא	外向		N
תרכובות	化合	תרכובה	化合	N;FEM;PL	V
נאור	開明	נאור	開明	PROPN	N
מכריע	壓倒	מכריע	壓倒	ADJ;MASC;SG	V
הקדמה	進步	הקדמה	進步	PROPN	N
הקדמה	進度	הקדמה	進度	PROPN	N
הקדמה	介紹	הקדמה	介紹	PROPN	V
הקדמה	前奏	הקדמה	前奏	PROPN	V
הקדמה	前奏	הקדמה	前奏	PROPN	N
הקדמה	序幕	הקדמה	序幕	PROPN	N
טקסי	出租	טקס	出租	N;PSSD;MASC;PL	V
הפיל	象	הפיל	象	PROPN	N
הפיל	大象	הפיל	大象	PROPN	N
ליאו	獅子	ליאו	獅子	PROPN	N
ליאו	leo	ליאו	leo	PROPN	
דורי	dori	דורי	dori	PROPN	
אורות	燈	אור	燈		N
אורות	燈光	אור	燈光		N
עשורים	幾十	עשור	幾十	N;MASC;PL	NUM
צפייה	檢視	צפייה	檢視	N;FEM;SG	V
צפייה	瀏覽	צפייה	瀏覽	N;FEM;SG	V
צפייה	檢視	צפייה	檢視	N;FEM;SG	V
צפייה	瀏覽	צפייה	瀏覽	N;FEM;SG	V
צפייה	觀看	צפייה	觀看	N;FEM;SG	V
מלאים	飽	מלא	飽	ADJ;MASC;PL	N
מלאים	完整	מלא	完整	ADJ;MASC;PL	N
מלאים	滿	מלא	滿	ADJ;MASC;PL	PROPN
אדריכלים	建築	אדריכל	建築	N;MASC;PL	V
מחכה	等	חיכה	等	V;MASC;SG;V.PTCP;ACT	N
מחכה	等	חיכה	等	V;MASC;SG;V.PTCP;ACT	N
אשם	有罪	אשם	有罪		V
הצלה	營救	הצלה	營救	N;FEM;SG	V
הצלה	救援	הצלה	救援	N;FEM;SG	V
הצלה	拯救	הצלה	拯救	N;FEM;SG	V
המיועדים	悼念	המיועד	悼念	N;MASC;PL	V
מדויקים	準確	מדויק	準確	ADJ;MASC;PL	N
מדויקים	精確	מדויק	精確	ADJ;MASC;PL	N
מבוגר	成人	מבוגר	成人	ADJ;MASC;SG	N
מבוגר	成年	מבוגר	成年	ADJ;MASC;SG	V
מבוגר	成年	מבוגר	成年	ADJ;MASC;SG	N
עבה	厚	עבה	厚		PART
עבה	厚厚	עבה	厚厚		ADJ
ביצה	沼澤	ביצה	沼澤	PROPN	N
ביצה	沼澤	ביצה	沼澤	PROPN	N
ביצה	蛋	ביצה	蛋	PROPN	N
ביצה	雞蛋	ביצה	雞蛋	PROPN	N
אתמול	昨天	אתמול	昨天	ADV	N
אתמול	昨日	אתמול	昨日	ADV	N
התנגשות	相撞	התנגשות	相撞	N;FEM;SG	V
התנגשות	撞擊	התנגשות	撞擊	N;FEM;SG	V
התנגשות	碰撞	התנגשות	碰撞	N;FEM;SG	V
התנגשות	碰撞	התנגשות	碰撞	N;FEM;SG	V
הלחם	麵	הלחם	麵		N
איסלנד	冰島	איסלנד	冰島	PROPN	PROPN
פורמלי	正	פורמאלי	正	ADJ;MASC;SG	ADV
פורמלי	正式	פורמאלי	正式	ADJ;MASC;SG	ADV
הערכת	評估	הערכה	評估	N;PSSD;FEM;SG	V
בכר	bakr	בכר	bakr	PROPN	
הגיל	年紀	הגיל	年紀	ADV	N
הגיל	年齡	הגיל	年齡	ADV	N
טק	tec	טק	tec		
טק	科技	טק	科技		N
בצמוד	鄰接	בצמוד	鄰接		V
בצמוד	相鄰	בצמוד	相鄰		V
בצמוד	毗鄰	בצמוד	毗鄰		N
בצמוד	鄰接	בצמוד	鄰接		V
בצמוד	相鄰	בצמוד	相鄰		V
בצמוד	鄰近	בצמוד	鄰近		N
בצמוד	毗鄰	בצמוד	毗鄰		N
תומפסון	thompson	תומפסון	thompson	PROPN	
שלד	骨骼	שלד	骨骼	PROPN	N
שלד	骷髏	שלד	骷髏	PROPN	N
שלד	骨架	שלד	骨架	PROPN	N
שלד	骨骼	שלד	骨骼	PROPN	N
כותבת	寫作	כתב	寫作	V;FEM;SG;V.PTCP;ACT	N
פרננדו	fernando	פרננדו	fernando	PROPN	
חיתוך	切割	חיתוך	切割	N;MASC;SG	V
חיתוך	削減	חיתוך	削減	N;MASC;SG	V
הנאה	享受	הנאה	享受	N;FEM;SG	V
קודמת	先前	קודם	先前	ADJ;FEM;SG	N
נורמן	諾曼	נורמן	諾曼	PROPN	PROPN
מוקשים	地雷	מקשה	地雷	V;MASC;PL;V.PTCP;PASS	N
חסד	慈悲	חסד	慈悲		N
חסד	仁慈	חסד	仁慈		N
חסד	善良	חסד	善良		N
חסד	恩典	חסד	恩典		N
חסד	grace	חסד	grace		
הולמס	福爾摩斯	הולמס	福爾摩斯	PROPN	PROPN
גולדשטיין	goldstein	גולדשטיין	goldstein	PROPN	
הענקת	授予	הענקה	授予	N;PSSD;FEM;SG	V
מליון	百萬	מליון	百萬	N;MASC;SG	NUM
אתגר	挑戰	אתגר	挑戰	N;MASC;SG	V
החשבון	帳號	החשבון	帳號	PROPN	N
החשבון	帳戶	החשבון	帳戶	PROPN	N
במעט	稍	במעט	稍		ADJ
הדוק	緊	הדוק	緊	ADJ;MASC;SG	
צריכת	招收	צריך	招收	N;FEM;SG	V
צריכת	消費	צריך	消費	N;FEM;SG	V
צריכת	消耗	צריך	消耗	N;FEM;SG	V
לחזית	前面	לחזית	前面	ADV	N
לחזית	陣線	לחזית	陣線	ADV	N
המחיר	價	המחיר	價	V;MASC;SG;3;PST;ACT	N
המחיר	price	המחיר	price	V;MASC;SG;3;PST;ACT	
המחיר	價錢	המחיר	價錢	V;MASC;SG;3;PST;ACT	N
המחיר	價格	המחיר	價格	V;MASC;SG;3;PST;ACT	N
חלשה	弱	חלש	弱	N;FEM;SG	PART
חלשה	虛弱	חלש	虛弱	N;FEM;SG	ADJ
חלשה	軟弱	חלש	軟弱	N;FEM;SG	ADJ
חלשה	薄弱	חלש	薄弱	N;FEM;SG	ADJ
מנגן	播放	מנגן	播放	N;MASC;SG	V
מנגן	玩	מנגן	玩	N;MASC;SG	V
מנגן	播放	מנגן	播放	N;MASC;SG	V
הורג	殺戮	הרג	殺戮	PROPN	N
הורג	殺害	הרג	殺害	PROPN	V
מל	mel	מל	mel	PROPN	
מל	梅爾	מל	梅爾	PROPN	PROPN
ששון	sasson	ששון	sasson	PROPN	
טיים	時光	טיים	時光	PROPN	N
טיים	時間	טיים	時間	PROPN	N
ארנה	舞台	ארנה	舞台	PROPN	N
ארנה	競技	ארנה	競技	PROPN	V
ארנה	體育	ארנה	體育	PROPN	N
רוצח	殺手	רצח	殺手	PROPN	N
הפיליפינים	菲律賓	הפיליפינים	菲律賓	PROPN	PROPN
חסידים	追隨	חסיד	追隨	N;MASC;PL	V
ניסים	奇蹟	ניסה	奇蹟	PROPN	N
ניסים	奇跡	ניסה	奇跡	PROPN	N
המשיח	基督	המשיח	基督	V;MASC;SG;3;PST;ACT	PROPN
ריקו	rico	ריקו	rico	PROPN	
זירת	場景	זירה	場景	ADV	N
זירת	現場	זירה	現場	ADV	N
זירת	一	זירה	一	ADV	NUM
סטודיו	工作	סטודיו	工作	PROPN	V
סטודיו	錄音	סטודיו	錄音	PROPN	V
סטודיו	studio	סטודיו	studio	PROPN	
סטודיו	工作	סטודיו	工作	PROPN	V
נפגעה	損壞	נפגע	損壞	V;FEM;SG;3;PST;MID	N
פסקול	配樂	פסקול	配樂	PROPN	N
גורל	天命	גורל	天命		N
גורל	命運	גורל	命運		N
גורל	命運	גורל	命運		N
בטוחה	安全	בטוח	安全	ADJ;FEM;SG	N
בטוחה	平安	בטוח	平安	ADJ;FEM;SG	PROPN
בטוחה	信心	בטוח	信心	ADJ;FEM;SG	N
בטוחה	自信	בטוח	自信	ADJ;FEM;SG	N
קונצרטים	演唱	קונצרט	演唱	N;MASC;PL	V
ארט	美術	ארט	美術	PROPN	N
ארט	art	ארט	art	PROPN	
ארט	藝術	ארט	藝術	PROPN	N
ארט	藝術	ארט	藝術	PROPN	N
יקום	宇宙	יקום	宇宙	PROPN	N
סודי	保密	סודי	保密	N;MASC;SG	V
אחי	花花	אחי	花花		N
אחי	弟弟	אחי	弟弟		N
אחי	哥	אחי	哥		PROPN
אחי	師兄	אחי	師兄		N
אחי	哥哥	אחי	哥哥		N
אחי	兄弟	אחי	兄弟		N
קדומה	偏見	קדום	偏見		N
דיק	dick	שדיק	dick	PROPN	
עדים	目擊	עד	目擊	N;MASC;PL	V
עדים	見證	עד	見證	N;MASC;PL	V
צפויה	預計	צפוי	預計	ADJ;FEM;SG	V
צפויה	預期	צפוי	預期	ADJ;FEM;SG	N
ברמות	關卡	ברמות	關卡		N
נחת	landed	נחת	landed		
נחת	海事	נחת	海事		N
שביעי	第七	שביעי	第七	PROPN	NUM
ערובה	擔保	ערובה	擔保	N;FEM;SG	V
ערובה	保證	ערובה	保證	N;FEM;SG	
גנטית	遺傳	גנטי	遺傳	PROPN	N
הוסף	加上	הוסף	加上		V
הוסף	加	הוסף	加		ADP
הוסף	附加	הוסף	附加		V
אוריינות	識字	אוריינות	識字	N;FEM;SG	V
אמנותי	藝術	אמנותי	藝術	ADJ;MASC;SG	N
איומים	威脅	איום	威脅	N;MASC;PL	V
אטומי	原子	אטומי	原子	ADJ;MASC;PL	N
כיסא	椅	כיסא	椅	PROPN	N
כיסא	椅子	כיסא	椅子	PROPN	N
חינוכי	教育	חינוכי	教育	ADJ;MASC;SG	N
נטע	neta	נטע	neta	PROPN	
דאלאס	達拉斯	דאלאס	達拉斯	PROPN	PROPN
הרווח	盈利	הרווח	盈利		N
הרווח	營利	הרווח	營利		N
הרווח	獲利	הרווח	獲利		V
כובע	cap	כובע	cap	N;MASC;SG	
הצפנה	加密	הצפנה	加密	N;FEM;SG	V
סוני	sony	סוני	sony	PROPN	
בחינם	free	בחינם	free		
בחינם	自由	בחינם	自由		N
בחינם	免費	בחינם	免費		N
רחמים	可惜	רחמים	可惜	N;MASC;PL	ADV
רחמים	憐憫	רחמים	憐憫	N;MASC;PL	
ברטון	burton	ברטון	burton	PROPN	
מודרניות	摩登	מודרני	摩登	ADJ;FEM;PL	PROPN
מודרניות	現代	מודרני	現代	ADJ;FEM;PL	N
מודרניות	近代	מודרני	近代	ADJ;FEM;PL	N
מודרניות	現代	מודרני	現代	ADJ;FEM;PL	N
החזרה	排練	החזרה	排練	N;FEM;SG	V
החזרה	排演	החזרה	排演	N;FEM;SG	V
הנחיות	指示	הנחיה	指示	N;FEM;PL	V
חלקיק	顆	חלקיק	顆	PROPN	N
חלקיק	粒子	חלקיק	粒子	PROPN	N
חלקיק	微粒	חלקיק	微粒	PROPN	N
חלקיק	顆	חלקיק	顆	PROPN	N
חלקיק	粒子	חלקיק	粒子	PROPN	N
חלקיק	微粒	חלקיק	微粒	PROPN	N
מני	mani	מן	mani		
מקל	棍子	הקל	棍子		N
אטלס	atlas	אטלס	atlas	PROPN	
מנועים	發動	נועה	發動	N;MASC;PL	V
מיאמי	邁阿密	מיאמי	邁阿密	PROPN	PROPN
מושבות	殖民	מושבה	殖民	N;FEM;PL	V
ולס	華爾茲	ולס	華爾茲	PROPN	PROPN
רצופים	連續	רצוף	連續	ADJ;MASC;PL	ADV
פיה	pia	פיה	pia		
פיה	神仙	פיה	神仙		N
פיה	仙女	פיה	仙女		N
פיה	仙	פיה	仙		PROPN
פיה	仙子	פיה	仙子		N
ליון	里昂	ליון	里昂	PROPN	PROPN
טבלה	表	טבלה	表	N;FEM;SG	
חולי	病患	חולי	病患	PROPN	N
חולי	患者	חולי	患者	PROPN	N
חולי	病人	חולי	病人	PROPN	N
חולי	病	חולי	病	PROPN	N
חולי	疾病	חולי	疾病	PROPN	N
הולם	適當	הולם	適當		ADV
מסת	質量	מסת	質量	PROPN	N
מסת	彌撒	מסת	彌撒	PROPN	N
פין	陰莖	פין	陰莖		N
פין	鰭	פין	鰭		N
פין	芬	פין	芬		PROPN
פין	finn	פין	finn		
מאובנים	化石	מאובן	化石	V;MASC;PL;V.PTCP;PASS	N
שקר	謊言	שקר	謊言		N
שקר	虛假	שקר	虛假		N
שקר	假	שקר	假		N
נפשי	心智	נפשי	心智	ADJ;MASC;SG	N
נפשי	心理	נפשי	心理	ADJ;MASC;SG	N
נפשי	精神	נפשי	精神	ADJ;MASC;SG	N
שמקורם	源	שמקורם	源	PROPN	V
מכסה	封面	כיסה	封面	V;FEM;SG;V.PTCP;ACT	N
מכסה	掩護	כיסה	掩護	V;FEM;SG;V.PTCP;ACT	N
מכסה	定額	כיסה	定額	V;FEM;SG;V.PTCP;ACT	N
מכסה	限額	כיסה	限額	V;FEM;SG;V.PTCP;ACT	N
מכסה	封面	כיסה	封面	V;FEM;SG;V.PTCP;ACT	N
התיאור	說明	התיאור	說明	PROPN	V
התיאור	描述	התיאור	描述	PROPN	V
בונים	海狸	בנה	海狸	V;MASC;PL;V.PTCP;ACT	N
עבאס	abbas	עבאס	abbas	PROPN	
ננסי	南希	ניסה	南希	PROPN	PROPN
ננסי	nancy	ניסה	nancy	PROPN	
המולדת	祖國	המולד	祖國	PROPN	N
המולדת	故鄉	המולד	故鄉	PROPN	N
המולדת	家園	המולד	家園	PROPN	N
המולדת	祖國	המולד	祖國	PROPN	N
המולדת	國土	המולד	國土	PROPN	N
ליבה	核心	ליבה	核心	PROPN	N
ליבה	core	ליבה	core	PROPN	
בטי	betty	ביט	betty	PROPN	
פיצוי	歸還	פיצוי	歸還	N;MASC;SG	V
גשרים	橋	גשר	橋	N;MASC;PL	PROPN
רכיב	元件	רכיב	元件		N
נוחות	安慰	נוחות	安慰	N;FEM;SG	V
נוחות	撫慰	נוחות	撫慰	N;FEM;SG	V
נוחות	舒適	נוחות	舒適	N;FEM;SG	ADJ
אורז	包裝	אורז	包裝	PROPN	N
אורז	打包	אורז	打包	PROPN	V
אורז	大米	אורז	大米	PROPN	N
אורז	米	אורז	米	PROPN	N
אורז	米飯	אורז	米飯	PROPN	N
אורז	飯	אורז	飯	PROPN	N
פלסטין	巴勒斯坦	פלסטין	巴勒斯坦	PROPN	PROPN
ברוקולי	花	ברוקול	花	PROPN	V
אלת	女神	אלת	女神		N
מוקדש	奉獻	הוקדש	奉獻	V;MASC;SG;V.PTCP;PASS	N
מוקדש	專用	הוקדש	專用	V;MASC;SG;V.PTCP;PASS	N
הזמנה	預訂	הזמנה	預訂	N;FEM;SG	V
הזמנה	保留	הזמנה	保留	N;FEM;SG	V
הזמנה	邀請	הזמנה	邀請	N;FEM;SG	V
הזמנה	訂單	הזמנה	訂單	N;FEM;SG	V
הזמנה	命令	הזמנה	命令	N;FEM;SG	V
הזמנה	訂購	הזמנה	訂購	N;FEM;SG	V
הזמנה	預定	הזמנה	預定	N;FEM;SG	V
הזמנה	訂位	הזמנה	訂位	N;FEM;SG	V
הזמנה	訂票	הזמנה	訂票	N;FEM;SG	V
הזמנה	預訂	הזמנה	預訂	N;FEM;SG	V
הזמנה	預約	הזמנה	預約	N;FEM;SG	V
הזמנה	邀請	הזמנה	邀請	N;FEM;SG	V
מחברות	筆記	מחברה	筆記		N
מחברות	筆	מחברה	筆		N
תורתו	教義	תורתו	教義		N
תורתו	教導	תורתו	教導		V
הקומוניסטים	共產	הקומוניסטי	共產	N	V
העיקרון	原則	העיקרון	原則	PROPN	N
העיקרון	原理	העיקרון	原理	PROPN	N
פיסול	雕刻	פיסול	雕刻	N;MASC;SG	V
נתפסו	被	נתפס	被	V;PL;3;PST;MID	V;PASS
מבטיח	承諾	הבטיח	承諾	V;MASC;SG;V.PTCP;ACT	
הגבלות	限制	הגבלה	限制	N;FEM;PL	V
שהו	翔	שהו	翔	PROPN	PROPN
הכה	命中	הכה	命中	PROPN	N
אסד	asad	אסאד	asad	PROPN	
ספציפיים	具體	ספציפיים	具體	ADJ;MASC;PL	V
האנס	hans	האנס	hans	PROPN	
כומר	祭司	כומר	祭司	PROPN	N
ערפאת	阿拉法特	ערפאת	阿拉法特	PROPN	PROPN
הוותיקן	梵蒂	הוותיקן	梵蒂	PROPN	PROPN
גרינברג	greenberg	גרינברג	greenberg	PROPN	
היופי	美容	היופי	美容	PROPN	N
היופי	美	היופי	美	PROPN	PROPN
היופי	美女	היופי	美女	PROPN	N
היופי	美	היופי	美	PROPN	PROPN
מורי	毛利	מורי	毛利		PROPN
מורי	森	מורי	森		PROPN
פלילי	罪犯	פלילי	罪犯	ADJ;MASC;SG	N
לייק	湖泊	לייק	湖泊	PROPN	N
לייק	湖	לייק	湖	PROPN	N
חיסול	消除	חיסול	消除	N;MASC;SG	V
שותפה	合伙	שותף	合伙	N;FEM;SG	V
נסיגה	回想	נסיגה	回想	N;FEM;SG	V
נסיגה	倒退	נסיגה	倒退	N;FEM;SG	V
נסיגה	退	נסיגה	退	N;FEM;SG	V
נסיגה	撤退	נסיגה	撤退	N;FEM;SG	V
נסיגה	撤回	נסיגה	撤回	N;FEM;SG	V
רפורמה	改革	רפורמה	改革	N;FEM;SG	V
הומו	同性	הומה	同性		N
הומו	gay	הומה	gay		
אחסון	儲存	אחסון	儲存	N;MASC;SG	V
אחסון	貯存	אחסון	貯存	N;MASC;SG	
ביג	big	ביג	big		
ביג	大	ביג	大		PART
גלן	glenn	גלן	glenn	PROPN	
הארט	hart	הארט	hart	PROPN	
הארט	芯	הארט	芯	PROPN	PROPN
צנחנים	傘兵	צנחן	傘兵	PROPN	N
מחווה	悼念	מחווה	悼念	N;FEM;SG	V
פיק	pic	פיק	pic	PROPN	
לאונרד	leonard	לאונרד	leonard	PROPN	
מסורתיים	傳統	מסורתי	傳統	ADJ;MASC;PL	N
מלאך	angel	מלאך	angel	PROPN	
מלאך	天使	מלאך	天使	PROPN	N
צוואר	脖子	צוואר	脖子	PROPN	N
צוואר	頸	צוואר	頸	PROPN	N
צוואר	頸部	צוואר	頸部	PROPN	N
רול	捲	רול	捲	PROPN	N
רול	卷	רול	卷	PROPN	N
מיטשל	mitchell	מיטשל	mitchell	PROPN	
קולומבוס	哥倫布	קולומבוס	哥倫布	PROPN	PROPN
אמינות	可	אמינות	可	N;FEM;SG	V
אמינות	可	אמינות	可	N;FEM;SG	V
אמינות	可	אמינות	可	N;FEM;SG	V
אמינות	真實	אמינות	真實	N;FEM;SG	ADJ
