घोटाले	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	
स्ट्रीम	irmak	स्ट्रीम	irmak	N;NOM;MASC;SG;3	
स्ट्रीम	akım	स्ट्रीम	akım	N;NOM;MASC;SG;3	
स्ट्रीम	dere	स्ट्रीम	dere	N;NOM;MASC;SG;3	
वक्तव्य	beyan	वक्तव्य	beyan	N;NOM;MASC;SG;3	
मुमताज़	mümtaz	मुमताज़	mümtaz	PROPN;NOM;FEM;SG;3	
कृत्यों	işlevleri	कृत्य	işlev	N;ACC;MASC;PL;3	N;NOM;PL;3
बल्तिस्तान	baltistan	बल्तिस्तान	baltistan	PROPN;NOM;MASC;SG;3	
बारहवीं	twelfth	बारहवां	twelfth	ADJ;NOM;FEM;SG	
स्टुअर्ट	stuart	स्टुअर्ट	stuart	PROPN;NOM;MASC;SG;3	
फेंकने	fırlatmak	फेंक	fırla	V;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
शर्तें	koşul	शर्त	koşul	N;NOM;FEM;PL;3	
शर्तें	koşulları	शर्त	koşul	N;NOM;FEM;PL;3	N;ACC;PL;3
शर्तें	koşul	शर्त	koşul	N;NOM;FEM;PL;3	
शर्तें	koşulları	शर्त	koşul	N;NOM;FEM;PL;3	N;ACC;PL;3
मॉड्यूल	modülleri	मॉड्यूल	modül	N;NOM;MASC;SG;3	N;NOM;PL;3
मॉड्यूल	modül	मॉड्यूल	modül	N;NOM;MASC;SG;3	
हिरण	geyik	हिरण	geyik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ईसाइयों	hıristiyanlar	ईसाई	hıristiyan	N;ACC;FEM;PL;3	N;NOM;PL;3
ईसाइयों	hıristiyan	ईसाई	hıristiyan	N;ACC;FEM;PL;3	N;NOM;SG;3
ईसाइयों	hristiyan	ईसाई	hristiyan	N;ACC;FEM;PL;3	N;NOM;SG;3
ईसाइयों	hristiyanlar	ईसाई	hristiyan	N;ACC;FEM;PL;3	N;NOM;PL;3
सईद	said	सईद	said	PROPN;NOM;MASC;SG;3	
सईद	saeed	सईद	saeed	PROPN;NOM;MASC;SG;3	
प्रेषित	gönderildi	प्रेषित	gönder	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
प्रेषित	gönderilen	प्रेषित	gönder	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
प्रेषित	gönderdi	प्रेषित	gönder	ADJ	V;PFV;IND;SG;3;POS;PST
प्रेषित	gönderilmiş	प्रेषित	gönder	ADJ	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ज़िन्दगी	life	ज़िन्दगी	life	N;NOM;FEM;SG;3	
ज़िन्दगी	hayat	ज़िन्दगी	hayat	N;NOM;FEM;SG;3	
ज़िन्दगी	ömür	ज़िन्दगी	ömür	N;NOM;FEM;SG;3	
बॉय	çocuk	बॉय	çocuk		N;NOM;SG;3
अपघटन	çürüme	अपघटन	çürü	N;NOM;MASC;SG;3	
अपघटन	bozulma	अपघटन	boz	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
इब्राहिम	ibrahim	इब्राहिम	ibrahim	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
स्टेरॉयड	steroid	स्टेरॉयड	steroid	N;NOM;MASC;SG;3	
संवेदी	duyusal	संवेदी	duyusal	N;NOM;MASC;SG;3	
संवेदी	duyu	संवेदी	duyu	N;NOM;MASC;SG;3	
कार्लो	carlo	कार्लो	carlo	PROPN;NOM;MASC;SG;3	
चावला	chawla	चावला	chağ	PROPN;NOM;SG;3	
तपेदिक	tüberküloz	तपेदिक	tüberküloz	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
पुर	pur	पुर	pur	PROPN;NOM;MASC;SG;3	
वीजा	vize	वीजा	viz	N;NOM;MASC;SG;3	
वीजा	vize	वीजा	viz	N;NOM;MASC;SG;3	
बैनर	pankartları	बैनर	pankart	N;NOM;MASC;SG;3	N;NOM;PL;3
बैनर	bayraklar	बैनर	bayrak	N;NOM;MASC;SG;3	N;NOM;PL;3
बैनर	afiş	बैनर	afiş	N;NOM;MASC;SG;3	
बैनर	başlıklar	बैनर	başlık	N;NOM;MASC;SG;3	N;NOM;PL;3
बैनर	afiş	बैनर	afiş	N;NOM;MASC;SG;3	
बैनर	sancak	बैनर	sancak	N;NOM;MASC;SG;3	
बैनर	banner	बैनर	banne	N;NOM;MASC;SG;3	
याहू	yahoo	याहू	yahoo	PROPN;NOM;MASC;SG;3	
बुजुर्ग	yaşlılık	बुजुर्ग	yaşlılık	N;NOM;MASC;PL;3	
बुजुर्ग	yaşlı	बुजुर्ग	yaşlı	N;NOM;MASC;PL;3	ADJ
बुजुर्ग	yaşlılar	बुजुर्ग	yaşlı	N;NOM;MASC;PL;3	ADJ;NOM;PL;3
वेदी	sunak	वेदी	sunak		N;NOM;SG;3
उत्साहित	heyecanla	उत्साहित	heyecan	ADJ	N;INS;SG;3
उत्साहित	heyecanlıyım	उत्साहित	heyecanlı	ADJ	N;NOM;SG;3
प्रलय	facia	प्रलय	facia	PROPN;NOM;MASC;SG;3	
प्रलय	felaket	प्रलय	felaket	PROPN;NOM;MASC;SG;3	
प्रलय	afet	प्रलय	afet	PROPN;NOM;MASC;SG;3	
प्रलय	felaketler	प्रलय	felaket	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
रिले	riley	रिला	riley	N;NOM;MASC;SG;3	
चुनौतियों	zorluklar	चुनौती	zorluk	N;ACC;FEM;PL;3	N;NOM;PL;3
बर्मन	burman	बर्मन	burman	PROPN;NOM;MASC;SG;3	
अनवर	anwar	अनवर	anla	PROPN;NOM;MASC;SG;3	
देवगन	devgan	देवगन	devgan	PROPN;NOM;MASC;SG;3	
फर्ग्यूसन	ferguson	फर्ग्यूसन	ferguson	PROPN;NOM;MASC;SG;3	
हालात	durum	हालात	durum	N;NOM;MASC;PL;3	N;NOM;SG;3
भैंस	buffalo	भैंस	buffalo		PROPN;NOM;SG;3
महाद्वीपों	kıta	महाद्वीप	kıta	N;ACC;MASC;PL;3	
इस्लामाबाद	islamabad	इस्लामाबाद	islamabad	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
लेनिन	lenin	लेनिन	le	PROPN;NOM;MASC;SG;3	
समाचारपत्र	gazete	समाचारपत्र	gazet	N;NOM;MASC;SG;3	
साम्य	benzerliği	साम्य	benzerlik		N;NOM;SG;3
साम्य	benzerlik	साम्य	benzerlik		N;NOM;SG;3
संतोषजनक	tatmin	संतोषजनक	tatmin	ADJ	
रनवे	pist	रनवे	pist	N;NOM;MASC;SG;3	
खींचा	drew	खींच	drew	V;PFV;MASC;SG;V.PTCP;ACT	
खींचा	çizmiş	खींच	çiz	V;PFV;MASC;SG;V.PTCP;ACT	
सल्फर	sülfür	सल्फर	sülfür	N;NOM;MASC;SG;3	
सल्फर	sülfür	सल्फर	sülfür	N;NOM;MASC;SG;3	
स्क्वैश	squash	स्क्वैश	souash		N;NOM;SG;3
लॉक	kilitleme	लॉक	kilitle		V;PFV;NOM;IND;2;POS;PRS;V.MSDR
एबीसी	abc	एबीसी	abc	PROPN;NOM;MASC;SG;3	
वाल्टर	walter	वाल्टर	walter	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
डाकू	haydut	डाकू	haydut	N;NOM;MASC;SG;3	
डाकू	kanunsuz	डाकू	kanunsuz	N;NOM;MASC;SG;3	
डाकू	soyguncu	डाकू	soyguncu	N;NOM;MASC;SG;3	
डाकू	hırsız	डाकू	hırsız	N;NOM;MASC;SG;3	
पीएचडी	doktora	पीएचडी	doktora	PROPN;NOM;MASC;SG;3	
फ़ुटबॉल	football	फ़ुटबॉल	football	N;NOM;MASC;SG;3	
फ़ुटबॉल	futbol	फ़ुटबॉल	futbol	N;NOM;MASC;SG;3	
गॉर्डन	gordon	गॉर्डन	gor	PROPN;NOM;MASC;SG;3	
बांस	bambu	बाँस	bambu	N;NOM;MASC;SG;3	
वाटसन	watson	वाटसन	watson	PROPN;NOM;MASC;SG;3	
सहिष्णुता	tolerans	सहिष्णुता	tolerans	N;NOM;FEM;SG;3	
सहिष्णुता	hoşgörü	सहिष्णुता	hoşgörü	N;NOM;FEM;SG;3	
लूथर	luther	लूथर	luther	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
परिपक्वता	olgun	परिपक्वता	olgun	N;NOM;FEM;SG;3	
परिपक्वता	olgunluk	परिपक्वता	olgunluk	N;NOM;FEM;SG;3	
पूज्य	saygıdeğer	पूज्य	saygıdeğeğ		N;NOM;SG;3
निरंतरता	sürdürülebilirlik	निरंतरता	sür	N;NOM;FEM;SG;3	V;IPFV;POT;SG;3;POS
पनामा	panama	पनामा	pana	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
लॉरेंस	lawrence	लॉरेंस	lawrence	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
लड़	kavga	लड़	kavga	V;ACT	N;NOM;SG;3
लड़	dövüş	लड़	dövüş	V;ACT	
लड़	mücadele	लड़	mücadele	V;ACT	
गुणात्मक	nitel	गुणात्मक	nitel	N;NOM;MASC;SG;3	
बौना	cüce	बौना	cüce	PROPN;NOM;MASC;SG;3	
रेखाचित्र	grafikler	रेखाचित्र	grafik	N;NOM;MASC;SG;3	N;NOM;PL;3
रेखाचित्र	çizim	रेखाचित्र	çiz	N;NOM;MASC;SG;3	
रेखाचित्र	resim	रेखाचित्र	resim	N;NOM;MASC;SG;3	
स्वदेश	ulus	स्वदेश	ulus	PROPN;NOM;MASC;SG;3	
सुपरमैन	süpermen	सुपरमैन	süpermen	PROPN;NOM;MASC;SG;3	
सुपरमैन	superman	सुपरमैन	superman	PROPN;NOM;MASC;SG;3	
अमूल्य	biçilmez	अमूल्य	biç	PROPN;NOM;MASC;SG;3	V;IPFV;IND;NEG;V.PTCP;PASS
निक	nick	निक	nick	PROPN;NOM;MASC;SG;3	
माउस	fare	माउस	fare	N;NOM;MASC;SG;3	
माउस	mouse	माउस	mouse	N;NOM;MASC;SG;3	
साड़ी	sarım	साड़ी	sarım	N;NOM;FEM;SG;3	
बहुमुखी	çoklu	बहुमुखी	çoklu	N;NOM;MASC;SG;3	
बहुमुखी	yönlü	बहुमुखी	yönlü	N;NOM;MASC;SG;3	
पहियों	wta	पही	wta	N;ACC;FEM;PL;3	
पहियों	tekerlekler	पही	tekerlek	N;ACC;FEM;PL;3	N;NOM;PL;3
पहियों	çark	पही	çark	N;ACC;FEM;PL;3	
पहियों	tekerlek	पही	tekerlek	N;ACC;FEM;PL;3	N;NOM;SG;3
स्पीयर्स	mızrak	स्पीयर	mızrak	N;NOM;MASC;PL;3	
स्पीयर्स	spears	स्पीयर	spears	N;NOM;MASC;PL;3	
बहू	gelin	बहू	gel	N;NOM;FEM;SG;3	
वेबसाइटों	siteler	वेबसाइट	site	N;ACC;FEM;PL;3	N;NOM;PL;3
छठा	sixth	छठा	sis	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
छठा	altıncı	छठा	altıncı	ADJ;NOM;MASC;SG	
स्पा	spas	स्पा	spas	N;NOM;MASC;SG;3	
मातृभूमि	vatan	मातृभूमि	vat	N;NOM;FEM;SG;3	
मातृभूमि	anavatan	मातृभूमि	anavat	N;NOM;FEM;SG;3	
मातृभूमि	vatan	मातृभूमि	vat	N;NOM;FEM;SG;3	
मशीनें	makina	मशीन	makina	N;NOM;FEM;PL;3	
मशीनें	makine	मशीन	makine	N;NOM;FEM;PL;3	N;NOM;SG;3
मुखर	vokal	मुखर	vokal	PROPN;NOM;MASC;SG;3	
काउंटर	tezgah	काउंटर	tezgah	N;NOM;MASC;SG;3	
काउंटर	karşı	काउंटर	karşı	N;NOM;MASC;SG;3	
शौक	hobi	शौक	hobi	N;NOM;MASC;SG;3	
शौक	hobi	शौक	hobi	N;NOM;MASC;SG;3	
निचला	alt	निचला	alt	ADJ;NOM;MASC;SG	
निचला	aşağı	निचला	aşağ	ADJ;NOM;MASC;SG	
नौकर	hizmetli	नौकर	hizmetli	N;NOM;MASC;SG;3	
नौकर	uşak	नौकर	uşak	N;NOM;MASC;SG;3	
बोवी	bowie	बोवी	bowie	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
अफगान	afgan	अफगान	afgan	PROPN;NOM;MASC;SG;3	
दोहा	doha	दोहा	doha	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
टार्ज़न	tarzan	टार्ज़न	tarzan	N;NOM;MASC;SG;3	
उदासीन	nostalji	उदासीन	nostalji	N;NOM;MASC;SG;3	
उदासीन	nostaljik	उदासीन	nostaljik	N;NOM;MASC;SG;3	ADJ
राजमहल	saray	राजमहल	saray	PROPN;NOM;MASC;SG;3	
राजमहल	sarayı	राजमहल	sara	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
राजमहल	palace	राजमहल	palace	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
बसों	otobüsler	बस	otobüs	N;ACC;FEM;PL;3	N;NOM;PL;3
बसों	otobüs	बस	otobüs	N;ACC;FEM;PL;3	N;NOM;SG;3
अर्थहीन	anlamsız	अर्थहीन	anlamsız		ADJ
मॉर्गन	morgan	मॉर्गन	morgan	PROPN;NOM;MASC;SG;3	
सतहों	yüzey	सतह	yüzey	N;ACC;FEM;PL;3	
रसेल	russel	रसेल	russel	PROPN;NOM;MASC;SG;3	
रसेल	russell	रसेल	russell	PROPN;NOM;MASC;SG;3	
संगीतमय	müzikal	संगीतमय	müzikal	PROPN;NOM;MASC;SG;3	
टिक	tik	टिक	tik	V;ACT	
टिक	kene	टिक	kene	V;ACT	
टिक	tik	टिक	tik	V;ACT	
टिक	tic	टिक	tic	V;ACT	
क्राइस्ट	isa	क्राइस्ट	isa	N;NOM;MASC;SG;3	
अनुप्रस्थ	enine	अनुप्रस्थ	en	N;NOM;FEM;SG;3	N;DAT;SG;3
प्रायोजक	sponsoru	प्रायोजक	sponsoru	N;NOM;MASC;SG;3	N;ACC;SG;3
प्रायोजक	sponsor	प्रायोजक	sponsor	N;NOM;MASC;SG;3	
प्रायोजक	sponsor	प्रायोजक	sponsor	N;NOM;MASC;SG;3	
ब्रिगेड	tugay	ब्रिगेड	tugay	N;NOM;MASC;SG;3	
पॉलिसी	ilke	पॉलिसी	ilke	N;NOM;FEM;SG;3	
पॉलिसी	politika	पॉलिसी	politika	N;NOM;FEM;SG;3	
पॉलिसी	poliçe	पॉलिसी	poliçe	N;NOM;FEM;SG;3	
दस्त	ishal	दस्त	ishal	N;NOM;MASC;SG;3	
कलाई	bilek	कलाई	bilek	N;NOM;FEM;SG;3	
अल्फ्रेड	alfred	अल्फ्रेड	alfret	PROPN;NOM;MASC;SG;3	
दाखिल	dosyalama	दाखिल	dosyalama	ADJ	
वेल्श	galli	वेल्श	galli	PROPN;NOM;MASC;SG;3	
वेल्श	galler	वेल्श	gal	PROPN;NOM;MASC;SG;3	
वेल्श	braille	वेल्श	brail	PROPN;NOM;MASC;SG;3	
लिबरल	liberal	लिबरल	liberal	PROPN;NOM;MASC;SG;3	
खंडहर	enkaz	खंडहर	enkaz	N;NOM;MASC;SG;3	
खंडहर	kalıntılar	खंडहर	kalıntı	N;NOM;MASC;SG;3	N;NOM;PL;3
खंडहर	harabe	खंडहर	harabe	N;NOM;MASC;SG;3	
कर्क	yengeç	कर्क	yengeç	PROPN;NOM;MASC;SG;3	
कर्क	kanser	कर्क	kanser	PROPN;NOM;MASC;SG;3	
प्रेरण	indüksiyon	प्रेरण	indüksiyon	N;NOM;MASC;SG;3	
लामा	lama	लामा	lama	PROPN;NOM;MASC;SG;3	
लेज़र	lazer	लेज़र	lazer	N;NOM;MASC;SG;3	
क्रमांक	rakam	क्रमांक	rakam	PROPN;NOM;MASC;SG;3	
क्रमांक	numara	क्रमांक	numar	PROPN;NOM;MASC;SG;3	
क्रमांक	numarası	क्रमांक	numara	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
क्रमांक	sayı	क्रमांक	say	PROPN;NOM;MASC;SG;3	
धक्का	it	धक्का	it	N;NOM;MASC;SG;3	
आविष्कारक	mucitler	आविष्कारक	mucit	N;NOM;MASC;SG;3	N;NOM;PL;3
आविष्कारक	mucit	आविष्कारक	mucit	N;NOM;MASC;SG;3	
गोपनीय	şifrelenmiş	गोपनीय	şifrele	N;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
गोपनीय	şifreli	गोपनीय	şifreli	N;NOM;MASC;SG;3	
गोपनीय	sır	गोपनीय	sır	N;NOM;MASC;SG;3	
गोपनीय	secret	गोपनीय	secret	N;NOM;MASC;SG;3	
गोपनीय	gizli	गोपनीय	gizli	N;NOM;MASC;SG;3	
गोपनीय	gizlidir	गोपनीय	gizli	N;NOM;MASC;SG;3	
गोपनीय	gizli	गोपनीय	gizli	N;NOM;MASC;SG;3	
प्रेत	zombi	प्रेत	zombi	PROPN;NOM;MASC;SG;3	
स्थलीय	karasal	स्थलीय	karasal	N;NOM;MASC;SG;3	ADJ
सप्ताहांत	haftasonu	सप्ताहांत	haftason	N;NOM;MASC;SG;3	N;ACC;SG;3
सप्ताहांत	haftasonları	सप्ताहांत	haftason	N;NOM;MASC;SG;3	N;ACC;PL;3
सप्ताहांत	haftasonu	सप्ताहांत	haftason	N;NOM;MASC;SG;3	N;ACC;SG;3
कब्रिस्तान	mezarlıklar	कब्रिस्तान	mezarlık	N;NOM;MASC;SG;3	N;NOM;PL;3
कब्रिस्तान	mezarlıkta	कब्रिस्तान	mezarlık	N;NOM;MASC;SG;3	N;ESS;SG;3
बुल्गारिया	bulgaristan	बुल्गारिया	bulgaristan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
पासपोर्ट	pasaportu	पासपोर्ट	pasaport	N;NOM;MASC;SG;3	N;ACC;SG;3
प्रज्ञा	zekâ	प्रज्ञा	zekâ	PROPN;NOM;FEM;SG;3	
प्रज्ञा	zeka	प्रज्ञा	zeka	PROPN;NOM;FEM;SG;3	
प्रज्ञा	istihbarat	प्रज्ञा	istihbarat	PROPN;NOM;FEM;SG;3	
बेशक	hakikaten	बेशक	hakikaten	CONJ	ADV
बेशक	gerçekten	बेशक	gerçekten	CONJ	ADV
आइसलैंड	izlanda	आइसलैंड	izlan	PROPN;NOM;MASC;SG;3	
लोप	lop	लोप	lop	N;NOM;MASC;SG;3	
प्रमाणीकरण	doğrulama	प्रमाणीकरण	doğrulama	N;NOM;MASC;SG;3	
टोयोटा	toyota	टोयोटा	toyo	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
ब्लाक	engelle	ब्लाक	engel	N;NOM;MASC;SG;3	
ब्लाक	blok	ब्लाक	blok	N;NOM;MASC;SG;3	
ब्लाक	block	ब्लाक	block	N;NOM;MASC;SG;3	
ब्लाक	engelleme	ब्लाक	engelle	N;NOM;MASC;SG;3	
सत्यापन	doğrulama	सत्यापन	doğrulama	N;NOM;MASC;SG;3	
सत्यापन	doğrula	सत्यापन	doğrula	N;NOM;MASC;SG;3	
सत्यापन	doğrulama	सत्यापन	doğrulama	N;NOM;MASC;SG;3	
सत्यापन	doğrulaması	सत्यापन	doğrul	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
सत्यापन	doğrulama	सत्यापन	doğrulama	N;NOM;MASC;SG;3	
रेशों	ipek	रेश	ipek	N;ACC;MASC;PL;3	
ग्रैमी	grammy	ग्रैमी	grammy	N;NOM;MASC;SG;3	
लॉन्च	başlattı	लॉन्च	başla	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;CAUS
लॉन्च	fırlatma	लॉन्च	fırlatma	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;NEG;PRS;CAUS
लॉन्च	başlat	लॉन्च	başlat	N;NOM;MASC;SG;3	
इमेजिंग	görüntüleme	इमेजिंग	görüntüleme	N;NOM;FEM;SG;3	
लटका	hung	लटका	hung	V;PFV;MASC;SG;V.PTCP;ACT	
कैटरीना	katrina	कैटरीना	katrin	PROPN;NOM;FEM;SG;3	
डिस्ट्रिक्ट	bölge	डिस्ट्रिक्ट	bölge	N;NOM;MASC;SG;3	
डिस्ट्रिक्ट	bahşı	डिस्ट्रिक्ट	bahşı	N;NOM;MASC;SG;3	
डिस्ट्रिक्ट	ilçe	डिस्ट्रिक्ट	ilçe	N;NOM;MASC;SG;3	
काठमांडू	katmandu	काठमांडू	kat	PROPN;NOM;MASC;SG;3	
अरोड़ा	arora	अरोड़ा	arora	PROPN;NOM;SG;3	
सीखना	öğrenim	सीखना	öğren	V;MASC;NFIN;ACT	
सीखना	öğrenme	सीखना	öğren	V;MASC;NFIN;ACT	
वेश	giyinmiş	वेश	giyin	N;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST;V.PTCP
वेश	giyinik	वेश	giyinik	N;NOM;MASC;SG;3	
डॉक्टरों	doktorlar	डॉक्टर	doktor	N;ACC;MASC;PL;3	N;NOM;PL;3
पक्का	tabi	पक्का	tabi	V;PFV;MASC;SG;V.PTCP;ACT	
पक्का	elbette	पक्का	elbette	V;PFV;MASC;SG;V.PTCP;ACT	
गला	boğaz	गला	boğaz	N;NOM;MASC;SG;3	
गला	gırtlak	गला	gırtlak	N;NOM;MASC;SG;3	
गला	boynu	गला	boynu	N;NOM;MASC;SG;3	
गला	boyun	गला	boyun	N;NOM;MASC;SG;3	
हैदर	haider	हैदर	haider	PROPN;NOM;MASC;SG;3	
सुगमता	erişilebilirlik	सुगमता	erişil		V;IPFV;POT;SG;3;POS
स्ट्रॉस	strauss	स्ट्रॉस	strauss	N;NOM;MASC;SG;3	
गार्सिया	garcia	गार्सिया	garcia	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
निद्रा	uyku	निद्रा	uyku	N;NOM;FEM;SG;3	
निद्रा	uyu	निद्रा	uyu	N;NOM;FEM;SG;3	V;PFV;IMP;SG;2;POS;PRS
निद्रा	uyumak	निद्रा	uyu	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
बहाने	bahaneler	बहाना	bahane	N;NOM;MASC;SG;3	N;NOM;PL;3
बहाने	bahane	बहाना	bahan	N;NOM;MASC;SG;3	
एक्सप्लोरर	explorer	एक्सप्लोरर	explorer	N;NOM;MASC;SG;3	
एक्सप्लोरर	kaşif	एक्सप्लोरर	kaşif	N;NOM;MASC;SG;3	
आलम	alam	आलम	alam	PROPN;NOM;MASC;SG;3	
बिज़नेस	business	बिज़नेस	business	N;NOM;MASC;SG;3	
बिज़नेस	işletme	बिज़नेस	işle	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
बिज़नेस	ticaret	बिज़नेस	ticaret	N;NOM;MASC;SG;3	
प्रतिबद्ध	işledi	प्रतिबद्ध	işle	ADJ	V;PFV;IND;SG;3;POS;PST
कॉलोनी	koloni	कॉलोनी	koloni	N;NOM;FEM;SG;3	
कॉलोनी	kolonisi	कॉलोनी	koloni	N;NOM;FEM;SG;3	N;ACC;SG;3
आवंटन	tahsis	आवंटन	tahsis	N;NOM;MASC;SG;3	
बाला	bala	बाला	bala	PROPN;NOM;MASC;SG;3	
कार्लोस	carlos	कार्लोस	carlos	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
हुमायूँ	hümâyûn	हुमायूँ	hümuy	PROPN;NOM;MASC;SG;3	
अनीता	alice	अनीता	alice	PROPN;NOM;FEM;SG;3	
अनीता	anita	अनीता	anita	PROPN;NOM;FEM;SG;3	PROPN;NOM;SG;3
अनोखा	benzersiz	अनोखा	benzersiz	ADJ;NOM;MASC;SG	V;IPFV;IND;PL;2;POS
अनोखा	tekil	अनोखा	tekil	ADJ;NOM;MASC;SG	
अनोखा	roman	अनोखा	roman	ADJ;NOM;MASC;SG	
रिएक्टर	reaktör	रिएक्टर	reaktör	N;NOM;MASC;SG;3	
करीना	karina	करी	karin	PROPN;NOM;FEM;SG;3	
श्रोता	dinleyiciler	श्रोता	dinle	N;NOM;MASC;SG;3	N;NOM;PL;3
श्रोता	dinleyici	श्रोता	dinleyici	N;NOM;MASC;SG;3	
श्रोता	dinleyen	श्रोता	dinle	N;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.PTCP
श्रोता	dinleyici	श्रोता	dinleyici	N;NOM;MASC;SG;3	
श्रोता	audience	श्रोता	audience	N;NOM;MASC;SG;3	
श्रोता	izleyici	श्रोता	izleyici	N;NOM;MASC;SG;3	
श्रोता	seyirci	श्रोता	seyirci	N;NOM;MASC;SG;3	
लेम्बोर्गिनी	lamborghini	लेम्बोर्गिनी	lamborgini	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
प्याज	soğanlı	प्याज	soğanlı	N;NOM;MASC;SG;3	
प्याज	soğanlı	प्याज	soğanlı	N;NOM;MASC;SG;3	
असीमित	sonsuz	असीमित	sonsuz	ADJ;NOM	
असीमित	sınırsız	असीमित	sınırsız	ADJ;NOM	
असीमित	sınırsız	असीमित	sınırsız	ADJ;NOM	
माउंटबेटन	mountbatten	माउंटबेटन	mountbat	PROPN;NOM;MASC;SG;3	N;AT+ABL;SG;3
बग	böcekler	बग	böcek		N;NOM;PL;3
बग	hatalar	बग	hata		N;NOM;PL;3
मॉस्को	moskova	मॉस्को	moskova	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
बूटी	ganimet	बूटी	ganimet		N;NOM;SG;3
सोम	soma	सोम	soma	PROPN;NOM;MASC;SG;3	
सोम	som	सोम	som	PROPN;NOM;MASC;SG;3	
सोम	mon	सोम	mon	PROPN;NOM;MASC;SG;3	
चन्द्रशेखर	chandrasekhar	चन्द्रशेखर	chandrasek	PROPN;NOM;MASC;SG;3	
टर्नर	turner	टर्नर	turne	PROPN;NOM;MASC;SG;3	
हिमानी	buzul	हिमानी	buzul	PROPN;NOM;MASC;SG;3	
हिमानी	himalayalar	हिमानी	himala	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
मेहमान	misafirler	मेहमान	misafir	N;NOM;MASC;SG;3	N;NOM;PL;3
मेहमान	konuklar	मेहमान	konuk	N;NOM;MASC;SG;3	N;NOM;PL;3
मगरमच्छ	timsah	मगरमच्छ	timsah	N;NOM;MASC;SG;3	
गतिज	kinetik	गतिज	kinetik	N;NOM;FEM;SG;3	
यूटीसी	utc	यूटीसी	utc	PROPN;NOM;MASC;SG;3	
वेनिस	venedik	वेनिस	vene	PROPN;NOM;MASC;SG;3	
आईएसओ	iso	आईएसओ	iso	PROPN;NOM;MASC;SG;3	
पिंडों	külçeler	पिंड	külçe	N;ACC;MASC;PL;3	
युगांडा	uganda	युगांडा	uga	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
संख्याएँ	numaraları	संख्या	numara	N;NOM;FEM;PL;3	N;ACC;PL;3
सुगंध	kokular	सुगंध	koku	N;NOM;FEM;SG;3	N;NOM;PL;3
सुगंध	aroma	सुगंध	aro	N;NOM;FEM;SG;3	
जस्टिन	justin	जस्टिन	justin	PROPN;NOM;MASC;SG;3	
अहंकार	egosu	अहंकार	egosu	N;NOM;MASC;SG;3	
अहंकार	ego	अहंकार	ego	N;NOM;MASC;SG;3	
अंबेडकर	ambedkar	अंबेडकर	ambedkar	PROPN;NOM;MASC;SG;3	
फ़ोर्स	zorla	फानर्स	zor	N;NOM;FEM;SG;3	
फ़ोर्स	force	फानर्स	force	N;NOM;FEM;SG;3	
फ़ोर्स	kuvvet	फानर्स	kuvvet	N;NOM;FEM;SG;3	
फ़ोर्स	güç	फानर्स	güç	N;NOM;FEM;SG;3	
मोरक्को	fas	मोरक्को	fas	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सुमात्रा	sumatra	सुमात्रा	sumatra	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
