algeriet	algeria	algeri	algeri	N;DEF;NEUT;SG	PROPN;NOM;SG
ondt	satuttaa	ondt	satuttaa	ADV	V;IND;SG;PRS;FIN;ACT
ondt	loukkaantunut	ondt	loukkaantua	ADV	V;NOM;SG;V.PTCP;ACT
ondt	julma	ondt	julma	ADV	ADJ;NOM;SG
ondt	julmaa	ondt	julma	ADV	ADJ;PRT;SG
ondt	julman	ondt	julma	ADV	ADJ;GEN;SG
avanceret	kehittyneet	avanceret	kehittyä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
udsatte	lykätty	udsat	lykätä	ADJ;PL	V;NOM;SG;V.PTCP;PASS
udsatte	lykättiin	udsat	lykätä	ADJ;PL	V;IND;PST;FIN;PASS
udsatte	lykätty	udsat	lykätä	ADJ;PL	V;NOM;SG;V.PTCP;PASS
udsatte	haavoittuvainen	udsat	haavoittuvainen	ADJ;PL	ADJ;NOM;SG
udsatte	haavoittuva	udsat	haavoittua	ADJ;PL	ADJ;NOM;SG
craig	craig	craig	craig		PROPN;NOM;SG
craig	craigin	craig	craig		N;GEN;SG
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	
stjernen	tähdellä	stjerne	tähdellä	N;DEF;MASC+FEM;SG	ADV
bonn	bonnissa	bonn	bont	PROPN	N;IN+ESS;SG
bonn	bonnin	bonn	bonn	PROPN	N;GEN;SG
smal	rajaa	smal	raja	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
mekaniske	mekaanisen	mekanisk	mekaaninen	ADJ;PL	ADJ;GEN;SG
mekaniske	mekaaninen	mekanisk	mekaaninen	ADJ;PL	ADJ;NOM;SG
litterær	kirjallisuus	litterær	kirjallisuus	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
litterær	kirjallisuuden	litterær	kirjallisuus	ADJ;INDF;MASC+FEM;SG	N;GEN;SG
gener	riesa	gen	riesa	N;INDF;NEUT;PL	N;NOM;SG
flytning	liikkuvat	flytning	liikkua	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN;ACT
flytning	liikkuu	flytning	liikkua	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
undersøgte	tutkittu	undersøge	tutkia	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
undersøgte	tarkasteltu	undersøge	tarkastella	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
undersøgte	tutkittu	undersøge	tutkia	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
mexicansk	meksikolaista	mexicansk	meksi#kolainen	ADJ;INDF;SG	N;PRT;SG
mexicansk	meksikon	mexicansk	meksikko	ADJ;INDF;SG	N;GEN;SG
jung	jung	jung	jung		N;NOM;SG
sheffield	sheffield	sheffield	sheffield		PROPN;NOM;SG
offensiven	loukkaava	offensiv	loukkata	N;DEF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
offensiven	loukkaavaa	offensiv	loukkaava	N;DEF;MASC+FEM;SG	V;PRT;SG;V.PTCP;ACT
truman	truman	truman	truma		N;NOM;SG
harbor	harborin	harbor	harbori		N;GEN;SG
anerkende	tunnusta	anerkende	tuntu	V;NFIN;ACT	N;PRT;SG
anerkende	tunnustettava	anerkende	tunnustaa	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
anerkende	tunnustettava	anerkende	tunnustaa	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
påstande	saatavat	påstande	saada	N;INDF;MASC+FEM;PL	V;NOM;PL;V.PTCP;PASS
påstande	väittää	påstande	väittää	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN;ACT
riges	reich	rig	reich	ADJ;GEN	N;NOM;SG
kigger	katselin	kigge	katsella	V;IND;PRS;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
wisconsin	wisconsin	wisconsin	wiscons	N;INDF;NEUT;SG	
crystal	crystal	crystal	crystal		N;NOM;SG
crystal	kristalli	crystal	kristalli		N;NOM;SG
crystal	kristallin	crystal	kristalli		N;GEN;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
homo	homo	homo	homo		N;NOM;SG
malcolm	malcolm	malcolm	malcolm		PROPN;NOM;SG
perfekt	täydelliset	perfekt	täydellinen	ADJ;INDF;SG	ADJ;NOM;PL
fugtige	kosteaa	fugtig	kostea	ADJ;PL	ADJ;PRT;SG
fugtige	kostea	fugtig	kostea	ADJ;PL	ADJ;NOM;SG
fugtige	kosteaa	fugtig	kostea	ADJ;PL	ADJ;PRT;SG
fugtige	kostea	fugtig	kostea	ADJ;PL	ADJ;NOM;SG
cat	kissa	cat	kissa		N;NOM;SG
cat	kissaa	cat	kissaa		N;PRT;SG
cat	kissan	cat	kissa		N;GEN;SG
sild	silliä	sild	silli	N;INDF;MASC+FEM;PL	N;PRT;SG
sild	sillin	sild	silli	N;INDF;MASC+FEM;PL	N;GEN;SG
udfald	tulosten	udfald	tulos	N;INDF;NEUT;SG	N;GEN;PL
wanderers	wanderers	wandere	wanderers	N;INDF;MASC+FEM;SG	
commonwealth	yhteisö	commonwealth	yhteisö		N;NOM;SG
kunstig	keinotekoista	kunstig	keino#teko	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
kunstig	keinotekoisia	kunstig	keino#tekoinen	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
dos	dos	dos	dos		PROPN;NOM;SG
oregon	oregonin	oregon	oregon		N;GEN;SG
bordeaux	bordeaux	bordeaux	bordeaux		
earl	earl	earl	earl		PROPN;NOM;SG
earl	jaarli	earl	jaarli		N;NOM;SG
bæres	kulunut	bære	kulua	V;IND;PRS;FIN;PASS	V;NOM;SG;V.PTCP;ACT
bæres	kuluneet	bære	kulua	V;IND;PRS;FIN;PASS	V;NOM;PL;V.PTCP;ACT
mistanke	epäilyksiä	mistanke	epäilys	N;INDF;MASC+FEM;SG	N;PRT;PL
mistanke	epäilykset	mistanke	epäilys	N;INDF;MASC+FEM;SG	N;NOM;PL
mistanke	epäilyt	mistanke	epäily	N;INDF;MASC+FEM;SG	N;NOM;PL
mistanke	epäilty	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
mistanke	epäilyttävä	mistanke	epäilyttävä	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
mistanke	epäilee	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
mistanke	epäillään	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
mistanke	epäilty	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
mistanke	epäillään	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
mistanke	epäiltiin	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;IND;PST;FIN;PASS
mistanke	epäillyt	mistanke	epäillä	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
mistanke	epäilykset	mistanke	epäilys	N;INDF;MASC+FEM;SG	N;NOM;PL
mistanke	epäilyt	mistanke	epäily	N;INDF;MASC+FEM;SG	N;NOM;PL
digitalt	digitaalisesti	digitalt	digitaalisesti	ADJ;INDF;NEUT;SG	ADV
digitalt	digital	digitalt	digital	ADJ;INDF;NEUT;SG	
digitalt	digitaaliset	digitalt	digitaalinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
antager	oletetaan	antage	olettaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
antager	oletetaan	antage	olettaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
svømmer	uinti	svømme	uinti	V;IND;PRS;FIN;ACT	N;NOM;SG
svømmer	pelastaja	svømme	pelastaja	V;IND;PRS;FIN;ACT	N;NOM;SG
svømmer	uimari	svømme	uimari	V;IND;PRS;FIN;ACT	N;NOM;SG
afgrænset	rajoittuvat	afgrænse	rajoittua	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
brændende	polttaminen	brænde	polttaminen	V;PRS;V.PTCP	N;NOM;SG
friends	ystävät	friends	ystävä	V;PRS;V.PTCP	N;NOM;PL
friends	ystäviä	friends	ystävä	V;PRS;V.PTCP	N;PRT;PL
friends	kavereita	friends	kaveri	V;PRS;V.PTCP	N;PRT;PL
friends	kaverit	friends	kaveri	V;PRS;V.PTCP	N;NOM;PL
gemt	piilossa	gemme	piilo	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
gemt	tallennetut	gemme	tallentaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
tang	pihdit	tang	pihdi	N;INDF;MASC+FEM;SG	N;NOM;PL
opretter	luo	oprette	luo	V;IND;PRS;FIN;ACT	ADV
opretter	luominen	oprette	luominen	V;IND;PRS;FIN;ACT	N;NOM;SG
opretter	luodaan	oprette	luoda	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
opretter	luoja	oprette	luoja	V;IND;PRS;FIN;ACT	N;NOM;SG
midterste	keskimmäinen	midter	keskimmäinen	ADJ;DEF;RL	ADJ;NOM;SG
midterste	lähi	midter	lähi	ADJ;DEF;RL	INTJ
midterste	keski	midter	keski	ADJ;DEF;RL	N;NOM;SG
forkerte	väärä	forkert	väärä	ADJ;PL	ADJ;NOM;SG
forkerte	väärin	forkert	väärin	ADJ;PL	ADV
forkerte	vikaa	forkert	vika	ADJ;PL	N;PRT;SG
affald	jätteet	affald	jäte	N;INDF;NEUT;SG	N;NOM;PL
affald	jätteet	affald	jäte	N;INDF;NEUT;SG	N;NOM;PL
suzuki	suzuki	suzuki	suzua		N;NOM;SG
jelena	jelena	jelena	jelena		N;NOM;SG
medina	medina	medina	medina		N;NOM;SG
konrad	konrad	konrad	konrad		N;NOM;SG
kæmpet	taistellut	kæmpe	taistella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
arkiveret	arkistoidut	arkivere	arkistoida	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
demonstrationer	mielenosoitus	demonstration	mielen#osoitus	N;INDF;MASC+FEM;PL	N;NOM;SG
larsson	larsson	larsson	larsso		N;NOM;SG
bemærkede	merkille	bemærket	merkki	V;IND;PST;FIN;ACT	N;AT+ALL;SG
bemærkede	huomioitu	bemærket	huomioida	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
sorg	suree	sorg	surra	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
olof	olof	olof	olof	PROPN	PROPN;NOM;SG
wulff	wulff	wulff	wulff		PROPN;NOM;SG
smed	seppä	smide	seppä	V;IND;PST;FIN;ACT	N;NOM;SG
absolutte	absoluuttinen	absolutte	absoluuttinen	ADJ;PL	ADJ;NOM;SG
absolutte	ehdoton	absolutte	ehdoton	ADJ;PL	ADJ;NOM;SG
aske	tuhkat	aske	tuhkka	N;INDF;NEUT;SG	N;NOM;PL
aske	ash	aske	ash	N;INDF;NEUT;SG	PROPN;NOM;SG
davies	davies	davie	davies		N;NOM;SG
sår	haavat	sår	haava	N;INDF;NEUT;SG	N;NOM;PL
sår	haavoja	sår	haava	N;INDF;NEUT;SG	N;PRT;PL
trine	kati	trine	kati		PROPN;NOM;SG
trine	kate	trine	kate		PROPN;NOM;SG
money	raha	money	raha		N;NOM;SG
money	rahat	money	raha		N;NOM;PL
money	rahaa	money	raha		N;PRT;SG
knut	knut	knut	knut		PROPN;NOM;SG
leeds	leeds	leeds	leeds		PROPN;NOM;SG
protein	proteiineja	protein	proteiini	N;INDF;NEUT;SG	N;PRT;PL
protein	proteiineja	protein	proteiini	N;INDF;NEUT;SG	N;PRT;PL
roberto	roberto	roberto	roberto		PROPN;NOM;SG
genetisk	geneettisesti	genetisk	geneettisesti	ADJ;INDF;SG	ADV
tømmer	puutavaran	tømme	puu#tavara	N;INDF;MASC+FEM;PL	N;GEN;SG
intellektuelle	älymystön	intellektuel	älymystö	ADJ;PL	N;GEN;SG
intellektuelle	henkisen	intellektuel	henkinen	ADJ;PL	ADJ;GEN;SG
hellig	pyhä	hellig	pyhä	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
hellig	pyhitetty	hellig	pyhittää	ADJ;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
tempo	astelee	tempo	astella	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
ibm	ibm	ibm	ibm	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
vang	vang	vang	vang	N;INDF;NEUT;SG	INTJ
berkeley	berkeley	berkeley	berkeley		N;NOM;SG
indkomst	tuotot	indkomst	tuotto	N;INDF;MASC+FEM;SG	N;NOM;PL
indkomst	tulot	indkomst	tulo	N;INDF;MASC+FEM;SG	N;NOM;PL
björn	björn	björn	björn	N;INDF;NEUT;SG	PROPN;NOM;SG
faldne	kaatunut	falden	kaatua	ADJ;PL	V;NOM;SG;V.PTCP;ACT
faldne	langennut	falden	langennut	ADJ;PL	ADJ;NOM;SG
faldne	putosi	falden	pudota	ADJ;PL	V;IND;SG;3;PST;FIN;ACT
faldne	pudonnut	falden	pudota	ADJ;PL	V;NOM;SG;V.PTCP;ACT
faldne	kaatui	falden	kaatua	ADJ;PL	V;IND;SG;3;PST;FIN;ACT
tegneserie	piirretty	tegneserie	piirtää	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
forever	ikuinen	foreve	ikuinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
forever	ikuisesti	foreve	ikuisesti	N;INDF;MASC+FEM;SG	ADV
omar	omar	omar	omar	PROPN	N;NOM;SG
omar	omarin	omar	omari	PROPN	ADJ;GEN;SG
blok	estä	blok	estää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
blok	korttelin	blok	kortteli	N;INDF;MASC+FEM;SG	V;IND;SG;1;PST;FIN;ACT
klinisk	kliiniset	klinisk	kliininen	ADV	ADJ;NOM;PL
klinisk	kliininen	klinisk	kliininen	ADV	ADJ;NOM;SG
gult	keltaisia	gult	keltainen	ADJ;INDF;NEUT;SG	ADJ;PRT;PL
gult	keltaiset	gult	keltainen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
opad	nousevaan	opad	nousta	ADV	V;IN+ALL;SG;V.PTCP;ACT
opad	nouseva	opad	nousta	ADV	V;NOM;SG;V.PTCP;ACT
airways	airways	airway	airways		N;NOM;SG
maksimalt	maksimi	maksimalt	maksi#mi	ADV	N;NOM;SG
maksimalt	suurin	maksimalt	suuri	ADV	ADJ;NOM;RL;SG
maksimalt	enimmäismäärä	maksimalt	enimmäis#määrä	ADV	N;NOM;SG
hør	pellava	høre	peltova	V;IMP	N;NOM;SG
patienten	potilaat	patient	potilas	N;DEF;MASC+FEM;SG	N;NOM;PL
købes	ostaa	købe	ostaa	V;IND;PRS;NFIN;PASS	V;SG;FIN;ACT
købes	osta	købe	ostaa	V;IND;PRS;NFIN;PASS	V;IMP;SG;2;FIN;ACT
købes	osti	købe	ostaa	V;IND;PRS;NFIN;PASS	V;IND;SG;3;PST;FIN;ACT
købes	osti	købe	ostaa	V;IND;PRS;NFIN;PASS	V;IND;SG;3;PST;FIN;ACT
gotha	gotha	gotha	gotha		N;NOM;SG
forbeholdt	varatut	forbeholde	varata	V;INDF;SG;PST;V.PTCP	N;NOM;PL
hjalmar	hjalmar	hjalmar	hjalmar		N;NOM;SG
salvador	salvador	salvador	salvador		N;NOM;SG
duke	herttua	duke	herttua		N;NOM;SG
duke	duke	duke	duke		PROPN;NOM;SG
isaac	isaac	isaac	isaac		N;NOM;SG
myspace	myspace	myspace	myspace	N;INDF;NEUT;SG	PROPN;NOM;SG
step	astu	step	astua	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
forhandle	neuvottelu	forhandle	neuvottelu	V;NFIN;ACT	N;NOM;SG
forhandle	neuvotteluja	forhandle	neuvottelu	V;NFIN;ACT	N;PRT;PL
forhandle	neuvottelut	forhandle	neuvottelu	V;NFIN;ACT	N;NOM;PL
lis	liz	lis	liz		PROPN;NOM;SG
lis	liisa	lis	liisa		N;NOM;SG
lis	lis	lis	lis		N;NOM;SG
pour	kaada	pour	kaataa		V;IMP;SG;2;FIN;ACT
pour	kaataa	pour	kaataa		V;SG;NFIN;ACT
pour	kaadetaan	pour	kaataa		V;IND;PRS;FIN;PASS
indtjening	ansiot	indtjening	ansio	N;INDF;MASC+FEM;SG	N;NOM;PL
indtjening	tuotot	indtjening	tuotto	N;INDF;MASC+FEM;SG	N;NOM;PL
indtjening	voitot	indtjening	voitto	N;INDF;MASC+FEM;SG	N;NOM;PL
indtjening	tulot	indtjening	tulo	N;INDF;MASC+FEM;SG	N;NOM;PL
tyk	paksut	tyk	paksu	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
påvirkede	vaikutti	påvirke	vaikuttaa	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
påvirkede	vaikuttanut	påvirke	vaikuttaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
påvirkede	vaikuttanut	påvirke	vaikuttaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
påvirkede	vaikutti	påvirke	vaikuttaa	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
grafik	graafinen	grafik	graafinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
forældet	vanhentuneet	forælde	vanhentua	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
forældet	vanhentuneita	forælde	vanhentua	V;INDF;SG;PST;V.PTCP	V;PRT;PL;V.PTCP;ACT
forældet	vanhentuneet	forælde	vanhentua	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
fantasi	fantasia	fantasi	fantanen	N;INDF;MASC+FEM;SG	N;PRT;PL
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
farvel	hyvästi	farvel	hyvästää	N;INDF;NEUT;SG	ADV
specialiserede	erikoistunut	specialisere	erikoistua	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
specialiserede	erikoistunut	specialisere	erikoistua	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
geologisk	geologinen	geologisk	geologinen	ADV	ADJ;NOM;SG
jin	jin	jin	jin		PROPN;NOM;SG
vandret	horisontaalinen	vandret	horisontaalinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
vandret	vaakatasossa	vandret	vaaka#taso	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
vandret	vaaka	vandret	vaaka	V;INDF;SG;PST;V.PTCP	N;NOM;SG
isle	isle	isle	isle	N;INDF;MASC+FEM;SG	
homoseksuelle	homoja	homoseksuel	homo	ADJ;PL	N;PRT;PL
homoseksuelle	homot	homoseksuel	homo	ADJ;PL	N;NOM;PL
homoseksuelle	homoseksuaali	homoseksuel	homo#seksuaali	ADJ;PL	N;NOM;SG
homoseksuelle	homot	homoseksuel	homo	ADJ;PL	N;NOM;PL
homoseksuelle	homoseksuaalien	homoseksuel	homo#seksuaali	ADJ;PL	N;GEN;PL
ukrainsk	ukraina	ukrainsk	ukraina	ADJ;INDF;SG	N;NOM;SG
ukrainsk	ukrainan	ukrainsk	ukraina	ADJ;INDF;SG	N;GEN;SG
tanzania	tansanian	tanzania	tansania		N;GEN;SG
miguel	miguel	miguel	miguel		PROPN;NOM;SG
miguel	miguelin	miguel	migueli		V;IND;SG;1;PST;FIN;ACT
clinton	clinton	clinton	clinton		N;NOM;SG
clinton	clintonin	clinton	clinton		N;GEN;SG
uddrag	otteita	uddrag	ote	N;INDF;NEUT;SG	N;PRT;PL
uddrag	pura	uddrag	pura	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
uddrag	otteita	uddrag	ote	N;INDF;NEUT;SG	N;PRT;PL
rimelig	melko	rimelig	melko	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	fair	rimelig	fair	ADJ;INDF;MASC+FEM;SG	
rimelig	kohtuulliset	rimelig	kohtuullinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
lander	lander	land	lander	V;IND;PRS;FIN;ACT	N;NOM;SG
lander	purkaminen	land	purkaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
lander	laskeutuminen	land	laskeutuminen	V;IND;PRS;FIN;ACT	N;NOM;SG
lander	lasku	land	lasku	V;IND;PRS;FIN;ACT	N;NOM;SG
lander	maa	land	maa	V;IND;PRS;FIN;ACT	N;NOM;SG
lander	maata	land	maa	V;IND;PRS;FIN;ACT	N;PRT;SG
kids	lapsia	kids	lapsi	N;INDF;NEUT;SG	N;PRT;PL
kids	lapset	kids	lapsi	N;INDF;NEUT;SG	N;NOM;PL
hang	hung	hænge	hung	V;IMP	PROPN;NOM;SG
hang	roikkuu	hænge	roikkua	V;IMP	V;IND;SG;3;PRS;FIN;ACT
ålborg	aalborg	ålborg	aalborg		
mai	mai	mai	mai		INTJ
fjerner	poistetaan	fjerne	poistaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
tænkning	miettii	tænkning	miettiä	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
village	kylän	villag	kylä		N;GEN;SG
village	kylä	villag	kylä		N;NOM;SG
village	kylässä	villag	kylä		N;IN+ESS;SG
village	kyl	villag	kyllä		ADV
straffe	seuraamus	straffe	seuraamus	N;INDF;MASC+FEM;PL	N;NOM;SG
straffe	rangaistus	straffe	rangaistus	N;INDF;MASC+FEM;PL	N;NOM;SG
straffe	rangaista	straffe	rangainen	N;INDF;MASC+FEM;PL	V;SG;NFIN;ACT
straffe	rangaistuksen	straffe	rangaistus	N;INDF;MASC+FEM;PL	N;GEN;SG
straffe	rangaistusta	straffe	rangaistus	N;INDF;MASC+FEM;PL	N;PRT;SG
straffe	rangaistus	straffe	rangaistus	N;INDF;MASC+FEM;PL	N;NOM;SG
fladt	litteä	fladt	litteä	ADV	ADJ;NOM;SG
fladt	tasainen	fladt	tasainen	ADV	ADJ;NOM;SG
raw	raakana	raw	raaka		ADJ;FRML;SG
raw	raaka	raw	raaka		ADJ;NOM;SG
raw	raa	raw	raa		N;NOM;SG
psykiske	psykologinen	psykisk	psykologinen	ADJ;PL	ADJ;NOM;SG
psykiske	henkinen	psykisk	henkinen	ADJ;PL	ADJ;NOM;SG
psykiske	henkistä	psykisk	henkinen	ADJ;PL	N;PRT;SG
psykiske	psyykkinen	psykisk	psyykkinen	ADJ;PL	ADJ;NOM;SG
georgien	georgiassa	georgi	georgia	PROPN	N;IN+ESS;SG
georgien	georgian	georgi	georgia	PROPN	N;GEN;SG
georgien	georgia	georgi	georg	PROPN	N;NOM;SG
georgien	georgiaa	georgi	georgia	PROPN	N;PRT;SG
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
aps	llc	aps	llc	N;INDF;NEUT;SG	PROPN;NOM;SG
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
kommercielt	kaupallista	kommercielt	kaupallinen	ADV	ADJ;PRT;SG
kommercielt	kaupalliset	kommercielt	kaupallinen	ADV	ADJ;NOM;PL
kommercielt	kaupallinen	kommercielt	kaupallinen	ADV	ADJ;NOM;SG
ørkenen	desert	ørken	desert	N;DEF;MASC+FEM;SG	
hurtigste	nopeimmin	hurtigst	nopeasti	ADJ;DEF;RL	ADV;CMPR
monroe	monroen	monroe	monroen		N;GEN;SG
monroe	monroe	monroe	monroe		N;NOM;SG
ssr	ssr	ssr	ssr	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
connecticut	connecticut	connecticut	connecticut	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
gibraltar	gibraltarin	gibraltar	gibraltari	ADJ;INDF;SG	N;GEN;SG
américa	américa	américa	américa		
kristina	kristina	kristina	kristina		N;NOM;SG
pittsburgh	pittsburgh	pittsburgh	pittsburgh		
produktioner	productions	produktion	productions	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
gennemsnitlig	keskiarvo	gennemsnitlig	keski#arvo	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
mile	kilometrin	mil	kilo#metri		N;GEN;SG
mile	mailin	mil	maili		N;GEN;SG
mile	mailia	mil	maili		N;PRT;SG
bristol	bristol	bristol	bristol		N;NOM;SG
blokere	estäminen	blok	estäminen	V;NFIN;ACT	N;NOM;SG
blokere	esto	blok	esto	V;NFIN;ACT	N;NOM;SG
blokere	estämistä	blok	estäminen	V;NFIN;ACT	N;PRT;SG
blokere	esto	blok	esto	V;NFIN;ACT	N;NOM;SG
blokere	block	blok	block	V;NFIN;ACT	N;NOM;SG
rimeligt	kohtuudella	rimelig	kohtuus	ADJ;INDF;NEUT;SG	N;AT+ESS
;SG
rimeligt	fair	rimelig	fair	ADJ;INDF;NEUT;SG	
rimeligt	kohtuulliset	rimelig	kohtuullinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
stab	puukottaa	stab	puukottaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
forberedt	valmistetut	forberede	valmistaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
negativt	kielteinen	negativt	kielteinen	ADV	ADJ;NOM;SG
negativt	negatiiviset	negativt	negatiivinen	ADV	ADJ;NOM;PL
negativt	negatiivinen	negativt	negatiivinen	ADV	ADJ;NOM;SG
kompliceret	monimutkaiset	kompliceret	monimutkainen	ADJ;INDF;SG	ADJ;NOM;PL
kompliceret	monimutkaiset	kompliceret	monimutkainen	ADJ;INDF;SG	ADJ;NOM;PL
bonus	bonukset	bonus	bonus	N;INDF;MASC+FEM;SG	N;NOM;PL
ghana	ghana	ghana	ghana	PROPN	PROPN;NOM;SG
giuseppe	giuseppe	giuseppe	giusippe	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
østlig	itä	østlig	itä	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
oplyst	valaistu	oplyse	valaista	V;INDF;SG;PST;V.PTCP	N;NOM;SG
gemme	säästä	gemme	sää	V;NFIN;ACT	N;IN+ABL;SG
jeanne	jeanne	jeanne	jeanne	N;INDF;MASC+FEM;SG	
serv	palvele	serv	palvele	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
serv	palvella	serv	palvi	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
skovene	metsä	skov	metsä	N;DEF;MASC+FEM;PL	N;NOM;SG
mon	mon	mon	mon	ADV	INTJ
mon	ihmettelee	mon	ihmetellä	ADV	V;IND;SG;3;PRS;FIN;ACT
mon	ihme	mon	ihme	ADV	N;NOM;SG
mon	ihmetellä	mon	ihmetellä	ADV	V;SG;NFIN;ACT
lily	lilyn	lily	lily		N;GEN;SG
lily	lily	lily	lily		
medie	tiedotusvälineet	medie	tiedotus#väline	N;INDF;NEUT;SG	N;NOM;PL
medie	tiedotusvälineiden	medie	tiedotus#väline	N;INDF;NEUT;SG	N;GEN;PL
medie	keskikokoinen	medie	keski#kokoinen	N;INDF;NEUT;SG	ADJ;NOM;SG
gene	gene	gene	gene	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
fisher	fisher	fishe	fisher	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
styr	ohjata	styr	ohjata	N;INDF;NEUT;SG	V;SG;NFIN;ACT
