اتھاہ	diep	اتھاہ	diep		ADV
پیچیدہ	geskakel	پیچیدہ	skakel	ADJ	V;PST;V.PTCP
پیچیدہ	komplekse	پیچیدہ	kompleks	ADJ	N;PL
پیچیدہ	kompleks	پیچیدہ	kompleks	ADJ	V;PRS
پیچیدہ	gedraaide	پیچیدہ	gedraaide	ADJ	
پیچیدہ	twisted	پیچیدہ	twisted	ADJ	
پیچیدہ	moeilik	پیچیدہ	moeilik	ADJ	ADV
پیچیدہ	complicated	پیچیدہ	complicated	ADJ	
پیچیدہ	ingewikkeld	پیچیدہ	ingewikkeld	ADJ	ADV
پیچیدہ	geskakel	پیچیدہ	skakel	ADJ	V;PST;V.PTCP
پِیچھا	chase	پِیچھ	chase	PROPN;NOM;MASC;SG;3	N;PL
پِیچھا	strewe	پِیچھ	strewe	PROPN;NOM;MASC;SG;3	N;SG
پِیچھا	afwesigheid	پِیچھ	afwesigheid	PROPN;NOM;MASC;SG;3	
پِیچھا	volg	پِیچھ	volg	PROPN;NOM;MASC;SG;3	V;PRS
پِیچھا	agterste	پِیچھ	agters	PROPN;NOM;MASC;SG;3	N;PL
پِیچھے	agter	پِیچھے	agter	PROPN;NOM;MASC;SG;3	
پِیچھے	ago	پِیچھے	ago	PROPN;NOM;MASC;SG;3	
پِیچھے	gelede	پِیچھے	gelede	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	na	پِیچھے	na	PROPN;NOM;MASC;SG;3	ADP
پِیچھے	nadat	پِیچھے	nadat	PROPN;NOM;MASC;SG;3	CONJ
پِیچھے	ná	پِیچھے	ná	PROPN;NOM;MASC;SG;3	ADP
پِیچھے	agterna	پِیچھے	agterna	PROPN;NOM;MASC;SG;3	
پِیخال	ghwano	پِیخال	ghwano	PROPN;NOM;MASC;SG;3	N;SG
پَیخانہ	toilet	پَیخانہ	toilet	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	profit	پَیدا	profit	PROPN;NOM;MASC;SG;3	
پَیدا	winsgewende	پَیدا	winsgeef	PROPN;NOM;MASC;SG;3	ADJ;NOM
پَیدا	vervaardig	پَیدا	vervaardig	PROPN;NOM;MASC;SG;3	V;PRS
پَیدا	geproduseer	پَیدا	produseer	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	ontdekte	پَیدا	ontdekte	PROPN;NOM;MASC;SG;3	
پَیدا	manifes	پَیدا	manife	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	manifest	پَیدا	manifest	PROPN;NOM;MASC;SG;3	
پَیدا	gegenereerde	پَیدا	genenereer	PROPN;NOM;MASC;SG;3	ADJ;NOM
پَیدا	gegenereer	پَیدا	genenereer	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	versterking	پَیدا	versterking	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	gewen	پَیدا	wen	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	inkomste	پَیدا	inkomste	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	uitgevind	پَیدا	uitvind	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	gebore	پَیدا	gebore	PROPN;NOM;MASC;SG;3	V;PRS
پَیدا	geskep	پَیدا	skep	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	verwerf	پَیدا	verwerf	PROPN;NOM;MASC;SG;3	V;PRS
پَیدا	verdien	پَیدا	verdien	PROPN;NOM;MASC;SG;3	
پَیدا	verkry	پَیدا	verkry	PROPN;NOM;MASC;SG;3	V;PRS
پَیداوار	vrug	پَیداوار	vrug	PROPN;NOM;MASC;SG;3	N;SG
پَیداوار	vrugte	پَیداوار	vrug	PROPN;NOM;MASC;SG;3	N;SG
پَیداوار	inkomste	پَیداوار	inkomste	PROPN;NOM;MASC;SG;3	N;SG
پَیداوار	oplewer	پَیداوار	oplewer	PROPN;NOM;MASC;SG;3	
پَیداوار	opbrengs	پَیداوار	opbreng	PROPN;NOM;MASC;SG;3	N;SG
پَیداواری	produktiewe	پَیداواری	produktief	PROPN;NOM;MASC;SG;3	ADJ;NOM
پَیداواری	produktief	پَیداواری	produktief	PROPN;NOM;MASC;SG;3	ADV
پَیدائش	winsgewend	پَیدائش	winsgewend	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	geboorte	پَیدائش	geboorte	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	opbrengste	پَیدائش	opbrengste	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	verdienste	پَیدائش	verdienste	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	skepping	پَیدائش	skepping	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	vervaardig	پَیدائش	vervaardig	PROPN;NOM;MASC;SG;3	V;PRS
پَیدائش	produce	پَیدائش	produc	PROPN;NOM;MASC;SG;3	
پَیدائشی	natuurlike	پَیدائشی	natuurlik	N;NOM;MASC;SG;3	ADJ;NOM
پَیدائشی	oorspronklik	پَیدائشی	oorspronklik	N;NOM;MASC;SG;3	ADV
پَیدائشی	oorspronklike	پَیدائشی	oorspronklik	N;NOM;MASC;SG;3	ADJ;NOM
پَیدائی	obvious	پَیدائی	obvious	PROPN;NOM;MASC;SG;3	
پَیدائی	manifes	پَیدائی	manife	PROPN;NOM;MASC;SG;3	N;SG
پَیدائی	manifest	پَیدائی	manifest	PROPN;NOM;MASC;SG;3	
پَیدل	pion	پَیدل	pion	PROPN;NOM;MASC;SG;3	
پَیدل	loop	پَیدل	loop	PROPN;NOM;MASC;SG;3	V;PRS
پَیر	voet	پَیر	voet	PROPN;NOM;MASC;SG;3	N;SG
پِیر	maandag	پِیر	maandag	PROPN;NOM;MASC;SG;3	
پِیر	mystic	پِیر	mystic	PROPN;NOM;MASC;SG;3	
پِیر	heilige	پِیر	heilig	PROPN;NOM;MASC;SG;3	
پِیر	saint	پِیر	saint	PROPN;NOM;MASC;SG;3	
پِیر	pyn	پِیر	pyn	PROPN;NOM;MASC;SG;3	N;SG
پَیرا	paragraaf	پَیرا	paragraaf	PROPN;NOM;MASC;SG;3	N;SG
پَیرا	para	پَیرا	para	PROPN;NOM;MASC;SG;3	
پِیرا	yellow	پِیرا	yellow	PROPN;NOM;MASC;SG;3	
پَیراستگی	versiering	پَیراستگی	versiering	PROPN;NOM;MASC;SG;3	N;SG
پَیراک	swemmer	پَیراک	swemmer	PROPN;NOM;MASC;SG;3	N;SG
پَیراکی	swem	پَیراکی	swem	PROPN;NOM;MASC;SG;3	N;PL
پَیراکیہ	plankton	پَیراکیہ	plankton	PROPN;NOM;MASC;SG;3	N;SG
پَیرامن	rond	پَیرامن	rond	PROPN;NOM;MASC;SG;3	
پَیرامن	oor	پَیرامن	oor	PROPN;NOM;MASC;SG;3	ADP
پِیران	saints	پِیران	saints	PROPN;NOM;MASC;SG;3	
پِیرانہ	bejaardes	پِیرانہ	bejaarde	PROPN;NOM;MASC;SG;3	N;PL
پَیراہن	drag	پَیراہن	drag	PROPN;NOM;MASC;SG;3	N;SG
پَیراہن	rok	پَیراہن	rok	PROPN;NOM;MASC;SG;3	V;PRS
پَیرائو	diep	پَیرائو	diep	PROPN;NOM;MASC;SG;3	ADV
پَیرائی	effek	پَیرائی	effek	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	operasie	پَیرائی	operasie	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	bewerking	پَیرائی	bewerking	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	practice	پَیرائی	practic	PROPN;NOM;MASC;SG;3	
پَیرائی	praktyk	پَیرائی	praktyk	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	oefen	پَیرائی	oefen	PROPN;NOM;MASC;SG;3	V;PRS
پَیرائی	versiering	پَیرائی	versiering	PROPN;NOM;MASC;SG;3	N;SG
پِیرائی	sangeres	پِیرائی	sangere	PROPN;NOM;MASC;SG;3	N;SG
پِیرائی	sanger	پِیرائی	sank	PROPN;NOM;MASC;SG;3	ADV
پِیرائی	singer	پِیرائی	sink	PROPN;NOM;MASC;SG;3	
پَیرایہ	optrede	پَیرایہ	optrede	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	gedrag	پَیرایہ	gedrag	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	optrede	پَیرایہ	optrede	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	metode	پَیرایہ	metode	PROPN;NOM;MASC;SG;3	N;SG
پَیرنا	pierce	پَیرا	pierce	PROPN;NOM;MASC;SG;3	
پَیرنا	swim	پَیرا	swim	PROPN;NOM;MASC;SG;3	
پَیرو	opvolger	پَیرو	opvolger	PROPN;NOM;MASC;SG;3	V;PRS
پَیرو	volgeling	پَیرو	volgeling	PROPN;NOM;MASC;SG;3	N;SG
پَیرو	pupil	پَیرو	pupil	PROPN;NOM;MASC;SG;3	
پِیرُو	turkye	پِیرُو	turky	PROPN;NOM;MASC;SG;3	
پِیروز	suksesvol	پِیروز	suksesvol	PROPN;NOM;MASC;SG;3	
پِیروز	suksesvolle	پِیروز	suksesvol	PROPN;NOM;MASC;SG;3	ADJ;NOM
پِیروز	seëvier	پِیروز	seëvier	PROPN;NOM;MASC;SG;3	V;PRS
پَیروکار	opvolger	پَیروکار	opvolger	PROPN;NOM;MASC;SG;3	V;PRS
پَیروکار	volgeling	پَیروکار	volgeling	PROPN;NOM;MASC;SG;3	N;SG
پَیروکاری	volg	پَیروکاری	volg	PROPN;NOM;MASC;SG;3	V;PRS
پَیروی	devotion	پَیروی	devotion	PROPN;NOM;MASC;SG;3	
پَیروی	volg	پَیروی	volg	PROPN;NOM;MASC;SG;3	V;PRS
پَیرہن	robe	پَیرہن	robe	PROPN;NOM;MASC;SG;3	
پِیری	gesag	پِیری	gesag	PROPN;NOM;MASC;SG;3	N;SG
پِیری	owerheid	پِیری	owerheid	PROPN;NOM;MASC;SG;3	
پِیری	krag	پِیری	krag	PROPN;NOM;MASC;SG;3	N;SG
پِیری	elektrisiteit	پِیری	elektrisiteit	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	illness	پِیڑ	illness	PROPN;NOM;MASC;SG;3	
پِیڑ	sorrow	پِیڑ	sorrow	PROPN;NOM;MASC;SG;3	
پِیڑ	pyn	پِیڑ	pyn	PROPN;NOM;MASC;SG;3	N;SG
پیڑ	plant	پیڑ	plant	V;ACT	N;SG
پیڑ	struik	پیڑ	struik	V;ACT	
پیڑ	plant	پیڑ	plant	V;ACT	N;SG
پیڑ	boom	پیڑ	boom	V;ACT	N;SG
پیڑ	struik	پیڑ	struik	V;ACT	
پَیڑی	stair	پَیڑی	stair	PROPN;NOM;MASC;SG;3	
پَیڑی	step	پَیڑی	step	PROPN;NOM;MASC;SG;3	
پَیڑی	stap	پَیڑی	stap	PROPN;NOM;MASC;SG;3	N;SG
پِیڑھی	generasie	پِیڑھی	generasie	PROPN;NOM;MASC;SG;3	N;SG
پَیزار	slipper	پَیزار	slipper	PROPN;NOM;MASC;SG;3	
پَیزار	skoen	پَیزار	skoen	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	fortuin	پَیسا	fortuin	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	geld	پَیسا	geld	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	kontant	پَیسا	kontant	PROPN;NOM;MASC;SG;3	
پَیسا	rykdom	پَیسا	rykdom	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	riches	پَیسا	riches	PROPN;NOM;MASC;SG;3	
پِیسنا	verwoes	پِیسنا	verwoes	PROPN;NOM;MASC;SG;3	V;PRS
پِیسنا	vernietig	پِیسنا	vernietig	PROPN;NOM;MASC;SG;3	V;PRS
پِیسنا	crush	پِیسنا	crush	PROPN;NOM;MASC;SG;3	PROPN;SG
پِیسنا	verpletter	پِیسنا	verpletter	PROPN;NOM;MASC;SG;3	V;PRS
پِیسنا	powder	پِیسنا	powder	PROPN;NOM;MASC;SG;3	
پیش	gevorderde	پیش	vorder	ADV;MASC;SG;3	ADJ;NOM
پیش	gevorderd	پیش	gevorderd	ADV;MASC;SG;3	V;PST
پیش	voor	پیش	voor	ADV;MASC;SG;3	ADP
پیش	before	پیش	before	ADV;MASC;SG;3	
پیش	bevorder	پیش	bevorder	ADV;MASC;SG;3	V;PRS
پیش	frontale	پیش	frontaal	ADV;MASC;SG;3	ADJ;NOM
پیش	voorkant	پیش	voorkant	ADV;MASC;SG;3	N;SG
پیش	voor	پیش	voor	ADV;MASC;SG;3	ADP
پیش	front	پیش	front	ADV;MASC;SG;3	
پیشاپیش	ahead	پیشاپیش	ahead	PROPN;NOM;MASC;SG;3	
پیشاپیش	voor	پیشاپیش	voor	PROPN;NOM;MASC;SG;3	ADP
پیشاپیش	before	پیشاپیش	before	PROPN;NOM;MASC;SG;3	
پیشاپیش	leier	پیشاپیش	leier	PROPN;NOM;MASC;SG;3	N;SG
پیشانی	fate	پیشانی	fate	N;NOM;MASC;SG;3	PROPN;SG
پیشانی	voor	پیشانی	voor	N;NOM;MASC;SG;3	ADP
پیشانی	front	پیشانی	front	N;NOM;MASC;SG;3	
پیشانی	fate	پیشانی	fate	N;NOM;MASC;SG;3	PROPN;SG
پیشتر	earlier	پیشتر	earlier	N;NOM;MASC;SG;3	
پیشتر	vroeër	پیشتر	vroeg	N;NOM;MASC;SG;3	ADV;CMPR
پیشتر	earlier	پیشتر	earlier	N;NOM;MASC;SG;3	
پیشتر	vroeër	پیشتر	vroeg	N;NOM;MASC;SG;3	ADV;CMPR
پیشتر	voor	پیشتر	voor	N;NOM;MASC;SG;3	ADP
پیشتر	before	پیشتر	before	N;NOM;MASC;SG;3	
پیشکار	adjunk	پیشکار	adjunk	PROPN;NOM;MASC;SG;3	N;SG
پیشکار	assistent	پیشکار	assistent	PROPN;NOM;MASC;SG;3	N;SG
پیشکش	presentation	پیشکش	presentation	N;NOM;MASC;SG;3	
پیشکش	tribute	پیشکش	tribute	N;NOM;MASC;SG;3	
پیشکش	hulde	پیشکش	hulde	N;NOM;MASC;SG;3	
پیشکش	presentation	پیشکش	presentation	N;NOM;MASC;SG;3	
پیشکش	tribute	پیشکش	tribute	N;NOM;MASC;SG;3	
پیشکش	hulde	پیشکش	hulde	N;NOM;MASC;SG;3	
پیشکش	bied	پیشکش	bied	N;NOM;MASC;SG;3	V;PRS
پیشگفتار	preface	پیشگفتار	preface	ADJ	
پیشگی	vorder	پیشگی	vorder	N;NOM;MASC;SG;3	V;PRS
پیشوائی	leiers	پیشوائی	leier	N;NOM;MASC;SG;3	N;PL
پیشہ	verruil	پیشہ	verruil	N;NOM;MASC;SG;3	V;PRS
پیشہ	handel	پیشہ	handel	N;NOM;MASC;SG;3	V;PRS
پیشہ	aangepas	پیشہ	aanpas	N;NOM;MASC;SG;3	V;PST;V.PTCP
پیشہ	verruil	پیشہ	verruil	N;NOM;MASC;SG;3	V;PRS
پیشہ	handel	پیشہ	handel	N;NOM;MASC;SG;3	V;PRS
پیشہ	aangepas	پیشہ	aanpas	N;NOM;MASC;SG;3	V;PST;V.PTCP
پیشی	hoor	پیشی	hoor	N;NOM;MASC;SG;3	V;PRS
پیشی	hearing	پیشی	hearing	N;NOM;MASC;SG;3	
پیشین	antieke	پیشین	antiek	N;NOM;MASC;SG;3	ADJ;NOM
پیشین	naand	پیشین	naand	N;NOM;MASC;SG;3	
پیشین	former	پیشین	former	N;NOM;MASC;SG;3	
پیشین	voormalige	پیشین	voormalig	N;NOM;MASC;SG;3	ADJ;NOM
پیشین	prior	پیشین	prior	N;NOM;MASC;SG;3	
پیشین	earlier	پیشین	earlier	N;NOM;MASC;SG;3	
پیشین	vroeër	پیشین	vroeg	N;NOM;MASC;SG;3	ADV;CMPR
پیشین	voorafgaande	پیشین	voorafgaan	N;NOM;MASC;SG;3	ADJ;NOM
پَیغار	dump	پَیغار	dump	PROPN;NOM;MASC;SG;3	
پَیغارہ	misbruik	پَیغارہ	misbruik	PROPN;NOM;MASC;SG;3	N;SG
پَیغام	boodskap	پَیغام	boodskap	PROPN;NOM;MASC;SG;3	V;PRS
پَیغام	nuus	پَیغام	nuus	PROPN;NOM;MASC;SG;3	N;SG
پَیغام	advies	پَیغام	advies	PROPN;NOM;MASC;SG;3	
پَیغام	raad	پَیغام	raad	PROPN;NOM;MASC;SG;3	N;SG
پَیغامی	messenger	پَیغامی	messenger	PROPN;NOM;MASC;SG;3	
پَیغمبر	messenger	پَیغمبر	messenger	PROPN;NOM;MASC;SG;3	
پَیک	messenger	پَیک	messenger	PROPN;NOM;MASC;SG;3	
پَیک	emissary	پَیک	emissary	PROPN;NOM;MASC;SG;3	
پَیک	courier	پَیک	courier	PROPN;NOM;MASC;SG;3	
پَیک	koerier	پَیک	koerier	PROPN;NOM;MASC;SG;3	
پَیک	naaswenner	پَیک	naaswenner	PROPN;NOM;MASC;SG;3	N;SG
پَیک	runner	پَیک	runner	PROPN;NOM;MASC;SG;3	
پَیک	spy	پَیک	spy	PROPN;NOM;MASC;SG;3	
پِیکا	skiet	پِیکا	skiet	PROPN;NOM;MASC;SG;3	V;PRS
پَیکار	slag	پَیکار	slag	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	veldslag	پَیکار	veldslag	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	wedstryd	پَیکار	wedstryd	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	kompetisie	پَیکار	kompetisie	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	oorlog	پَیکار	oorlog	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	vorms	پَیکر	vorm	PROPN;NOM;MASC;SG;3	N;PL
پَیکر	figuur	پَیکر	figuur	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	lyf	پَیکر	lyf	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	liggaam	پَیکر	liggaam	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	gesiggie	پَیکر	gesiggie	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	gesig	پَیکر	gesig	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	voorkoms	پَیکر	voorkoms	PROPN;NOM;MASC;SG;3	N;SG
پِیکّڑ	sot	پِیکّڑ	sot	PROPN;NOM;MASC;SG;3	
پِیکّڑ	alkoholiese	پِیکّڑ	alkoholies	PROPN;NOM;MASC;SG;3	ADJ;NOM
پیکھنا	begeerte	پیکھ	begeerte	V;SG;NFIN;ACT	N;SG
پیکھنا	horlosie	پیکھ	horlosie	V;SG;NFIN;ACT	N;SG
پِیل	olifant	پِیل	olifant	PROPN;NOM;MASC;SG;3	N;SG
پیل	deurstuur	پیل	deurstuur		V;PRS
پِیلا	yellow	پِیلا	yellow	PROPN;NOM;MASC;SG;3	
پِیلا	geelsug	پِیلا	geelsug	PROPN;NOM;MASC;SG;3	N;SG
پِیلا	pale	پِیلا	paal	PROPN;NOM;MASC;SG;3	
پیلاپن	hartseer	پیلاپن	hartseer	PROPN;NOM;MASC;SG;3	V;PRS
پیلڑ	testikel	پیلڑ	testikel	PROPN;NOM;MASC;SG;3	N;SG
پِیلُو	turkye	پِیلُو	turky	PROPN;NOM;MASC;SG;3	
پِیلی	yellow	پِیلی	yellow	PROPN;NOM;MASC;SG;3	
پِیلی	pale	پِیلی	paal	PROPN;NOM;MASC;SG;3	
پِیلیا	geelsug	پِیلیا	geelsug	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	verbintenis	پَیمان	verbintenis	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	commitment	پَیمان	commitment	PROPN;NOM;MASC;SG;3	
پَیمان	verdrag	پَیمان	verdrag	PROPN;NOM;MASC;SG;3	V;PRS
پَیمان	belowe	پَیمان	beloof	PROPN;NOM;MASC;SG;3	V;PRS
پَیمانہ	meet	پَیمانہ	meet	PROPN;NOM;MASC;SG;3	
پَیمانہ	standaard	پَیمانہ	standaard	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	koppie	پَیمانہ	koppie	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	beker	پَیمانہ	beker	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	goblet	پَیمانہ	goblet	PROPN;NOM;MASC;SG;3	
پَیمائش	meting	پَیمائش	meting	PROPN;NOM;MASC;SG;3	N;SG
پَیمائش	mate	پَیمائش	mate	PROPN;NOM;MASC;SG;3	N;SG
پَیمائش	mates	پَیمائش	mate	PROPN;NOM;MASC;SG;3	N;PL
پَیمائش	maatreëls	پَیمائش	maatreël	PROPN;NOM;MASC;SG;3	N;PL
پیمبر	messenger	پیمبر	messenger	PROPN;NOM;MASC;SG;3	
پیمبر	profeet	پیمبر	profeet	PROPN;NOM;MASC;SG;3	
پیمبر	profesie	پیمبر	profesie	PROPN;NOM;MASC;SG;3	N;SG
پَیمُود	meting	پَیمُود	meting	PROPN;NOM;MASC;SG;3	N;SG
پَیمُود	mate	پَیمُود	mate	PROPN;NOM;MASC;SG;3	N;SG
پَیمُود	mates	پَیمُود	mate	PROPN;NOM;MASC;SG;3	N;PL
پَیمُود	maatreëls	پَیمُود	maatreël	PROPN;NOM;MASC;SG;3	N;PL
پَیمُودہ	gemeet	پَیمُودہ	meet	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَین	kanaal	پَین	kanaal		N;SG
پَین	swembad	پَین	swembad		N;SG
پَین	dreineer	پَین	dreineer		V;PRS
پِین	vet	پِین	vet	PROPN;NOM;MASC;SG;3	
پِین	fat	پِین	fat	PROPN;NOM;MASC;SG;3	
پِین	swaar	پِین	swaar	PROPN;NOM;MASC;SG;3	
پَینا	skerp	پَینا	skerp	PROPN;NOM;MASC;SG;3	
پِینا	drank	پِینا	drank	PROPN;NOM;MASC;SG;3	N;SG
پِینا	drankie	پِینا	drankie	PROPN;NOM;MASC;SG;3	N;SG
پَینالا	dreineer	پَینالا	dreineer	PROPN;NOM;MASC;SG;3	V;PRS
پَینانا	verskerp	پَینانا	verskerp	PROPN;NOM;MASC;SG;3	V;PRS
پیندا	heupe	پیندا	heupe		N;PL
پیندی	bodem	پیندی	bodem	PROPN;NOM;MASC;SG;3	N;SG
پیندی	onder	پیندی	onder	PROPN;NOM;MASC;SG;3	ADP
پیندی	onderkant	پیندی	onderkant	PROPN;NOM;MASC;SG;3	
پیندی	bottom	پیندی	bottom	PROPN;NOM;MASC;SG;3	
پَینڈ	manier	پَینڈ	manier	PROPN;NOM;MASC;SG;3	N;SG
پَینڈ	way	پَینڈ	way	PROPN;NOM;MASC;SG;3	
پَینڈ	step	پَینڈ	step	PROPN;NOM;MASC;SG;3	
پَینڈ	stap	پَینڈ	stap	PROPN;NOM;MASC;SG;3	N;SG
پینڈ	bal	پینڈ	bal		V;PRS
پِینگ	swing	پِینگ	swing	PROPN;NOM;MASC;SG;3	
پَینی	skerp	پَینی	skerp	PROPN;NOM;MASC;SG;3	
پَیوست	aangesluit	پَیوست	aansluit	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیوستگی	union	پَیوستگی	union	PROPN;NOM;MASC;SG;3	
پَیوستگی	unie	پَیوستگی	unie	PROPN;NOM;MASC;SG;3	N;SG
پَیوستگی	junction	پَیوستگی	junction	PROPN;NOM;MASC;SG;3	
پَیوستگی	aanhangsel	پَیوستگی	aanhangsel	PROPN;NOM;MASC;SG;3	N;SG
پَیوستہ	aangesluit	پَیوستہ	aansluit	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیوند	verhouding	پَیوند	verhouding	PROPN;NOM;MASC;SG;3	N;SG
پَیوند	junction	پَیوند	junction	PROPN;NOM;MASC;SG;3	
پَیوند	konneksie	پَیوند	konneksie	PROPN;NOM;MASC;SG;3	N;SG
پَیوند	lap	پَیوند	lap	PROPN;NOM;MASC;SG;3	N;SG
پِیہ	grease	پِیہ	greas	PROPN;NOM;MASC;SG;3	
پَیہم	heeltyd	پَیہم	heeltyd	PROPN;NOM;MASC;SG;3	ADV
پَیہم	voortdurend	پَیہم	voortduur	PROPN;NOM;MASC;SG;3	ADV
پَیہم	deurlopend	پَیہم	deurloop	PROPN;NOM;MASC;SG;3	ADJ;NOM
پَیہم	heeltyd	پَیہم	heeltyd	PROPN;NOM;MASC;SG;3	ADV
پھاٹ	deling	پھاٹ	deling		N;SG
پھاٹک	ingang	پھاٹک	ingang		N;SG
پھاٹک	hek	پھاٹک	hek		N;SG
پھاٹک	check	پھاٹک	check		
پھاٹک	kontroleer	پھاٹک	kontroleer		V;PRS
پھاڑ	swart	چیرپھاڑ	swart	V;ACT	
پھاڑکھاؤُ	cruel	پھاڑکھاؤُ	cruel	PROPN;NOM;MASC;SG;3	
پھاڑکھاؤُ	wreed	پھاڑکھاؤُ	wreed	PROPN;NOM;MASC;SG;3	
پھاڑنا	blaaskans	پھاڑ	blaaskans	V;SG;NFIN;ACT	
پھاڑنا	rip	پھاڑ	rip	V;SG;NFIN;ACT	N;SG
پھاڑُو	meester	پھاڑُو	meester	PROPN;NOM;MASC;SG;3	N;SG
پھال	stap	پھال	stap		N;SG
پھان	snare	پھان	snaar		N;PL
پھانٹا	stick	پھانٹا	stick	PROPN;NOM;MASC;SG;3	
پھانٹا	stok	پھانٹا	stok	PROPN;NOM;MASC;SG;3	N;SG
پھانٹنا	beat	پھانٹنا	beat	V;NFIN;ACT	
پھانٹنا	ritme	پھانٹنا	ritm	V;NFIN;ACT	N;PL
پھانٹنا	pond	پھانٹنا	pond	V;NFIN;ACT	N;SG
پھانٹنا	pound	پھانٹنا	pound	V;NFIN;ACT	
پھانٹنا	crush	پھانٹنا	crush	V;NFIN;ACT	PROPN;SG
پھانجا	lus	پھانجا	lus	PROPN;NOM;MASC;SG;3	V;PRS
پھاند	lente	پھاند	lente	PROPN;NOM;MASC;SG;3	
پھاند	spring	پھاند	spring	PROPN;NOM;MASC;SG;3	
پھاند	moeilikheidsgraad	پھاند	moeilikheidsgraad	PROPN;NOM;MASC;SG;3	N;SG
پھاند	moeilikheid	پھاند	moeilikheid	PROPN;NOM;MASC;SG;3	N;SG
پھاند	snare	پھاند	snaar	PROPN;NOM;MASC;SG;3	N;PL
پھاند	netto	پھاند	netto	PROPN;NOM;MASC;SG;3	N;SG
پھانس	snare	پھانس	snaar		N;PL
پھانسی	lus	پھانسی	lus	N;NOM;FEM;SG;3	V;PRS
پھانک	bankrot	پھانک	bankrot		N;SG
پھانک	gedeelte	پھانک	gedeelte		N;SG
پھانک	stuk	پھانک	stuk		N;SG
پھانکڑ	hefboom	پھانکڑ	hefboom		N;SG
پھانکڑ	clever	پھانکڑ	clever		
پھانکڑ	luukse	پھانکڑ	luukse		N;PL
پھانکنا	ope	پھانکنا	ope	V;NFIN;ACT	N;SG
پھانکنا	oop	پھانکنا	oop	V;NFIN;ACT	ADV
پھائوڑا	bylpik	پھائوڑا	bylpik	PROPN;NOM;MASC;SG;3	
پھب	grace	پھب	grace		
پھب	versiering	پھب	versiering		N;SG
پھبتا	pas	پھبتا	pas	PROPN;NOM;MASC;SG;3	
پھبتا	becoming	پھبتا	becoming	PROPN;NOM;MASC;SG;3	
پھبتی	ornament	پھب	ornament	PROPN;NOM;MASC;SG;3	N;SG
پھبتی	versiering	پھب	versiering	PROPN;NOM;MASC;SG;3	N;SG
پھبن	grace	پھبن	grace		
پھبن	skoonheid	پھبن	skoonheid		N;SG
پھبن	charm	پھبن	charm		
پھپّٹ	reputasie	پھپّٹ	reputasie	PROPN;NOM;MASC;SG;3	N;SG
پھپّٹ	valsheid	پھپّٹ	valsheid	PROPN;NOM;MASC;SG;3	N;SG
پھپّٹ	bekendheid	پھپّٹ	bekendheid	PROPN;NOM;MASC;SG;3	N;SG
پھپّٹ	fame	پھپّٹ	fame	PROPN;NOM;MASC;SG;3	
