что	מה	что	מה	PRO;NOM	ADV
видимости	הראות	видимость	הראה	N;INAN;NOM;FEM;PL	N;FEM;SG
вручную	ידני	вручную	ידני	ADV	
вручную	מדריך	вручную	מדריך	ADV	
вручную	ידני	вручную	ידני	ADV	
природа	הטבע	природа	הטבע	N;INAN;NOM;FEM;SG	
природа	טבע	природа	טבע	N;INAN;NOM;FEM;SG	
постоянный	הקבוע	постоянный	הקבוע	ADJ;NOM;MASC;SG	PROPN
егор	יגור	егор	יגור	N;ANIM;NOM;MASC;SG	PROPN
аренды	שכירות	аренда	שכירות	N;INAN;NOM;FEM;PL	N;FEM;SG
зрители	קהל	зритель	קהל	N;ANIM;NOM;MASC;PL	N;MASC;SG
зрители	הקהל	зритель	הקהל	N;ANIM;NOM;MASC;PL	PROPN
старт	התחל	старт	התחל	N;INAN;NOM;MASC;SG	PROPN
ребёнок	בייבי	ребёнок	בייבי	N;ANIM;NOM;MASC;SG	PROPN
ребёнок	מותק	ребёнок	מותק	N;ANIM;NOM;MASC;SG	
ребёнок	מאמי	ребёнок	מאמי	N;ANIM;NOM;MASC;SG	
опытный	מנוסים	опытный	מנוסה	ADJ;NOM;MASC;SG	ADJ;MASC;PL
вторжения	פלישה	вторжение	פלישה	N;INAN;NOM;NEUT;PL	N;FEM;SG
смоленск	סמולנסק	смоленск	סמולנסק	N;INAN;NOM;MASC;SG	PROPN
осетии	אוסטי	осетия	אוסטי	N;INAN;NOM;NEUT;PL	PROPN
осетии	אוסטיה	осетия	אוסטיה	N;INAN;NOM;NEUT;PL	PROPN
пациентов	חולי	пациент	חולי	N;ANIM;GEN;MASC;PL	PROPN
пациентов	חולים	пациент	חלה	N;ANIM;GEN;MASC;PL	V;MASC;PL;V.PTCP;ACT
избирателей	הבוחר	избиратель	הבוחר	N;ANIM;GEN;MASC;PL	ADV
избирателей	מצביעים	избиратель	הצביע	N;ANIM;GEN;MASC;PL	V;MASC;PL;V.PTCP;ACT
внешняя	החיצון	внешний	החיצון	ADJ;NOM;FEM;SG	N;MASC;SG
внешняя	החיצוניות	внешний	החיצוניות	ADJ;NOM;FEM;SG	ADJ;FEM;PL
внешняя	חיצוניים	внешний	חיצוני	ADJ;NOM;FEM;SG	ADJ;MASC;PL
внешняя	חיצוניות	внешний	חיצוני	ADJ;NOM;FEM;SG	ADJ;FEM;PL
внешняя	חיצונית	внешний	חיצוני	ADJ;NOM;FEM;SG	ADV
римская	רומן	римский	רומן	ADJ;NOM;FEM;SG	PROPN
римская	רומי	римский	רומי	ADJ;NOM;FEM;SG	PROPN
густав	גוסטב	густав	גוסטב	N;ANIM;NOM;MASC;SG	PROPN
сэм	סם	сэм	סם	N;ANIM;NOM;MASC;SG	
сэм	סאם	сэм	סאם	N;ANIM;NOM;MASC;SG	
корма	להאכיל	корм	האכיל	N;INAN;GEN;MASC;SG	V;NFIN;ACT
корма	מספוא	корм	מספוא	N;INAN;GEN;MASC;SG	PROPN
археологии	ארכיאולוגיה	археология	ארכיאולוגיה	N;INAN;GEN;FEM;SG	PROPN
археологии	ארכיאולוגיה	археология	ארכיאולוגיה	N;INAN;GEN;FEM;SG	PROPN
освещения	תאורת	освещение	תאורה	N;INAN;NOM;NEUT;PL	N;FEM;SG
освещения	תאורה	освещение	תאורה	N;INAN;NOM;NEUT;PL	N;FEM;SG
келли	קלי	келль	קלי	N;ANIM;NOM;FEM;SG	
пушкин	פושקין	пушкин	פושקין	N;ANIM;NOM;MASC;SG	PROPN
сформирован	נוצרו	сформировать	נוצר	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
сформирован	נוצר	сформировать	נוצר	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
удалены	הוסר	удалить	הוסר	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
удалены	הוסרה	удалить	הוסרה	V;PFV;PL;PST;V.PTCP;PASS	V;FEM;SG;3;PST;PASS
графики	גרפיקה	график	גרפיקה	N;INAN;NOM;MASC;PL	N;FEM;SG
микрорайон	ביסאן	микрорайон	ביסאן	N;INAN;NOM;MASC;SG	PROPN
национальность	לאום	национальность	לאום	N;INAN;NOM;FEM;SG	
листьев	משאיר	лист	השאיר	N;INAN;GEN;MASC;PL	V;MASC;SG;V.PTCP;ACT
замена	החלף	замена	החלף	N;INAN;NOM;FEM;SG	
замена	תחליף	замена	החליף	N;INAN;NOM;FEM;SG	V;FEM;SG;3;FUT;ACT
замена	החליפי	замена	החליף	N;INAN;NOM;FEM;SG	ADV
замена	תחליף	замена	החליף	N;INAN;NOM;FEM;SG	V;FEM;SG;3;FUT;ACT
замена	מחליפה	замена	החליף	N;INAN;NOM;FEM;SG	V;FEM;SG;V.PTCP;ACT
замена	מחליף	замена	החליף	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
шлезвиг	שלזוויג	шлезвига	שלזוויג	N;INAN;NOM;MASC;SG	PROPN
возможна	אפשרית	возможный	אפשרי	ADJ;FEM;SG	ADV
ответить	תשובה	ответить	תשובה	V;PFV;NFIN;ACT	N;FEM;SG
ответить	תשובה	ответить	תשובה	V;PFV;NFIN;ACT	N;FEM;SG
ответить	השב	ответить	השב	V;PFV;NFIN;ACT	
ядро	ליבה	ядро	ליבה	N;INAN;NOM;NEUT;SG	PROPN
ядро	ליבת	ядро	ליבה	N;INAN;NOM;NEUT;SG	PROPN
ядро	הגרעין	ядро	הגרעין	N;INAN;NOM;NEUT;SG	PROPN
стене	חומה	стена	חומה	N;INAN;DAT;FEM;SG	PROPN
стене	הכותל	стена	הכותל	N;INAN;DAT;FEM;SG	ADV
стене	הקיר	стена	הקיר	N;INAN;DAT;FEM;SG	PROPN
хранится	מאוחסן	хранить	מאוחסן	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP;PASS
хранится	מאוחסנים	хранить	מאוחסן	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP;PASS
редактирования	עריכה	редактирование	עריכה	N;INAN;NOM;NEUT;PL	N;FEM;SG
согласие	ההסכמה	согласие	ההסכם	N;INAN;NOM;NEUT;SG	PROPN
растёт	צומח	расти	צומח	V;IPFV;IND;SG;3;PRS;FIN;ACT	
собственность	הבעלות	собственность	הבעלה	N;INAN;NOM;FEM;SG	N;FEM;PL
разрушения	חורבן	разрушение	חורבן	N;INAN;NOM;NEUT;PL	PROPN
разрушения	הרס	разрушение	הרס	N;INAN;NOM;NEUT;PL	N;MASC;SG
автоматический	אוטומט	автоматический	אוטומט	ADJ;NOM;MASC;SG	PROPN
автоматический	אוטומטית	автоматический	אוטומטית	ADJ;NOM;MASC;SG	ADV
симон	סימון	симон	סימון	N;ANIM;NOM;MASC;SG	PROPN
симон	שמעון	симон	שמעון	N;ANIM;NOM;MASC;SG	PROPN
симон	סימון	симон	סימון	N;ANIM;NOM;MASC;SG	PROPN
симон	סיימון	симон	סיימון	N;ANIM;NOM;MASC;SG	PROPN
образцы	דוגמיות	образец	דוגמיות	N;INAN;NOM;MASC;PL	ADJ;FEM;PL
перспективы	פרספקטיבה	перспектива	פרספקטיבה	N;INAN;NOM;FEM;PL	N;FEM;SG
небо	עדן	небо	עדן	N;INAN;NOM;NEUT;SG	
небо	סקיי	небо	סקיי	N;INAN;NOM;NEUT;SG	PROPN
небо	שמים	небо	שמיים	N;INAN;NOM;NEUT;SG	N;MASC;PL
небо	השמים	небо	השמים	N;INAN;NOM;NEUT;SG	ADV
небо	שמים	небо	שמיים	N;INAN;NOM;NEUT;SG	N;MASC;PL
молодежи	הנעורים	молодежь	הנעור	N;INAN;GEN;FEM;SG	N;MASC;PL
молодежи	נעורים	молодежь	נעורים	N;INAN;GEN;FEM;SG	N;MASC;PL
молодежи	הנוער	молодежь	הנוער	N;INAN;GEN;FEM;SG	
завтра	המחר	завтра	המחר	ADV	
поддержал	תמיכה	поддержать	תמיכה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
поддержал	נתמכת	поддержать	נתמך	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP;MID
поддержал	נתמך	поддержать	נתמך	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP;MID
поддержал	תמך	поддержать	תמך	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
годовой	השנתי	годовой	השנתי	ADJ;NOM;MASC;SG	V;SG;1;PST;ACT
годовой	שנתי	годовой	שנתי	ADJ;NOM;MASC;SG	PROPN
годовой	שנתית	годовой	שנתי	ADJ;NOM;MASC;SG	ADV
кара	קארה	кара	קארה	N;INAN;NOM;FEM;SG	PROPN
закрыть	קרוב	закрыть	קרוב	V;PFV;NFIN;ACT	
закрыть	סגור	закрыть	סגור	V;PFV;NFIN;ACT	
закрыть	קרובים	закрыть	קרוב	V;PFV;NFIN;ACT	N;MASC;PL
культурные	תרבותית	культурный	תרבותי	ADJ;NOM;PL	ADV
культурные	תרבותי	культурный	תרבותי	ADJ;NOM;PL	ADJ;MASC;SG
встретил	נפגשו	встретить	נפגש	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;MID
доклад	דווח	доклад	דווח	N;INAN;NOM;MASC;SG	PROPN
доклад	דוח	доклад	דיווח	N;INAN;NOM;MASC;SG	
пенсию	הפנסיה	пенсия	הפנסיה	N;INAN;ACC;FEM;SG	PROPN
католическая	קתולי	католический	קתולי	ADJ;NOM;FEM;SG	PROPN
католическая	קתולית	католический	קתולי	ADJ;NOM;FEM;SG	ADV
католическая	קתולים	католический	קתולי	ADJ;NOM;FEM;SG	N;MASC;PL
корни	שורשי	корень	שורש	N;INAN;NOM;MASC;PL	PROPN
выиграть	מנצח	выиграть	מנצח	V;PFV;NFIN;ACT	N;MASC;SG
восточные	המזרחי	восточный	המזרח	ADJ;NOM;PL	PROPN
восточные	מזרח	восточный	מזרח	ADJ;NOM;PL	N;MASC;SG
двойной	מכפיל	двойной	הכפיל	ADJ;NOM;MASC;SG	
двойной	כפול	двойной	כפול	ADJ;NOM;MASC;SG	
двойной	דאבל	двойной	דאבל	ADJ;NOM;MASC;SG	PROPN
объявлен	הכריז	объявить	הכריז	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
расследование	חוקרת	расследование	חקר	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
расследование	חוקרים	расследование	חוקר	N;INAN;NOM;NEUT;SG	N;MASC;PL
расследование	חקירות	расследование	חקירה	N;INAN;NOM;NEUT;SG	N;FEM;PL
александру	אלכסנדרו	александр	אלכסנדרו	N;ANIM;DAT;MASC;SG	PROPN
мечети	המסגד	мечеть	המסגד	N;INAN;NOM;FEM;PL	PROPN
мечети	מסגד	мечеть	מסגד	N;INAN;NOM;FEM;PL	PROPN
плавание	שוחה	плавание	שוחה	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
хроника	כרוניקל	хроника	כרוניקל	N;INAN;NOM;FEM;SG	PROPN
маленькая	קטנים	маленький	קטן	ADJ;NOM;FEM;SG	ADJ;MASC;PL
маленькая	סמול	маленький	סמול	ADJ;NOM;FEM;SG	
маленькая	קטנות	маленький	קטן	ADJ;NOM;FEM;SG	ADJ;FEM;PL
маленькая	ליטל	маленький	ניטל	ADJ;NOM;FEM;SG	PROPN
независимый	עצמאית	независимый	עצמאי	ADJ;NOM;MASC;SG	ADV
независимый	עצמאיות	независимый	עצמאי	ADJ;NOM;MASC;SG	ADJ;FEM;PL
независимый	עצמאיים	независимый	עצמאי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
независимый	בעצמאות	независимый	בעצמאות	ADJ;NOM;MASC;SG	ADV
майя	מאיה	май	מאיה	N;INAN;NOM;FEM;SG	PROPN
майя	מאיה	май	מאיה	N;INAN;NOM;FEM;SG	PROPN
византии	ביזנטיון	византия	ביזנטיון	N;INAN;NOM;FEM;PL	PROPN
вена	וריד	вена	וריד	N;INAN;NOM;FEM;SG	PROPN
вена	וינה	вена	וינה	N;INAN;NOM;FEM;SG	PROPN
пистолет	רובה	пистолет	רובה	N;INAN;NOM;MASC;SG	PROPN
тщательно	ביסודיות	тщательно	ביסודי	ADV	ADJ;FEM;PL
тщательно	קפדן	тщательно	קפדן	ADV	ADJ;MASC;SG
тщательно	קפדני	тщательно	קפדני	ADV	ADJ;MASC;SG
кристина	כריסטינה	кристина	כריסטינה	N;ANIM;NOM;FEM;SG	PROPN
кристина	קריסטינה	кристина	קריסטינה	N;ANIM;NOM;FEM;SG	PROPN
кристина	כריסטינה	кристина	כריסטינה	N;ANIM;NOM;FEM;SG	PROPN
кристина	קריסטינה	кристина	קריסטינה	N;ANIM;NOM;FEM;SG	PROPN
кристина	כריסטין	кристина	כריסטין	N;ANIM;NOM;FEM;SG	PROPN
кристина	קריסטין	кристина	קריסטין	N;ANIM;NOM;FEM;SG	PROPN
кристина	קריסטינה	кристина	קריסטינה	N;ANIM;NOM;FEM;SG	PROPN
внутренняя	פנימית	внутренний	פנימי	ADJ;NOM;FEM;SG	ADV
внутренняя	פנימיות	внутренний	פנימייה	ADJ;NOM;FEM;SG	N;FEM;PL
внутренняя	פנימי	внутренний	פנימי	ADJ;NOM;FEM;SG	
разработчиков	מפתחים	разработчик	פיתח	N;ANIM;GEN;MASC;PL	V;MASC;PL;V.PTCP;ACT
цена	המחיר	цена	המחיר	N;INAN;NOM;FEM;SG	V;MASC;SG;3;PST;ACT
цена	פרייס	цена	פרייס	N;INAN;NOM;FEM;SG	PROPN
цена	העלות	цена	העלה	N;INAN;NOM;FEM;SG	N;FEM;PL
широкого	רחבה	широкий	רחבה	ADJ;GEN;MASC;SG	N;FEM;SG
широкого	רחב	широкий	רחב	ADJ;GEN;MASC;SG	
валерия	ולריה	валерие	ולריה	N;ANIM;NOM;FEM;SG	PROPN
валерия	ואלרי	валерие	ואלרי	N;ANIM;NOM;FEM;SG	PROPN
валерия	ולרי	валерие	ולרי	N;ANIM;NOM;FEM;SG	PROPN
бор	בוהר	бор	בוהר	N;INAN;NOM;MASC;SG	PROPN
бор	בורון	бор	בורון	N;INAN;NOM;MASC;SG	PROPN
сомнений	ספק	сомнение	ספק	N;INAN;GEN;NEUT;PL	N;MASC;SG
сомнений	בספק	сомнение	בספק	N;INAN;GEN;NEUT;PL	ADV
оригинальный	מקוריות	оригинальный	מקורי	ADJ;NOM;MASC;SG	ADJ;FEM;PL
оригинальный	מקוריים	оригинальный	מקורי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
оригинальный	מקורית	оригинальный	מקורי	ADJ;NOM;MASC;SG	ADV
оригинальный	המקורי	оригинальный	המקור	ADJ;NOM;MASC;SG	PROPN
бедности	עוני	бедность	עונה	N;INAN;NOM;FEM;SG	N;MASC;PL
размещение	מגורים	размещение	מגורים	N;INAN;NOM;NEUT;SG	N;MASC;PL
итальянская	איטלקית	итальянский	איטלקית	ADJ;NOM;FEM;SG	PROPN
итальянская	איטלקי	итальянский	איטלקי	ADJ;NOM;FEM;SG	PROPN
прогресс	קידמה	прогресс	קידם	N;INAN;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
прогресс	הקדמה	прогресс	הקדמה	N;INAN;NOM;MASC;SG	PROPN
наказание	עונשין	наказание	עונש	N;INAN;NOM;NEUT;SG	N;MASC;PL
наказание	קנס	наказание	קנס	N;INAN;NOM;NEUT;SG	PROPN
наказание	מענישים	наказание	העניש	N;INAN;NOM;NEUT;SG	V;MASC;PL;V.PTCP;ACT
наказание	מענישה	наказание	העניש	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
наказание	מעניש	наказание	העניש	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
строить	יבנה	строить	יבנה	V;IPFV;NFIN;ACT	PROPN
строить	בנה	строить	בנה	V;IPFV;NFIN;ACT	
разновидность	מגוון	разновидность	מגוון	N;INAN;NOM;FEM;SG	
учиться	ללמוד	учиться	למד	V;IPFV;NFIN;MID	V;NFIN;ACT
полей	פילדס	поле	פילדס	N;INAN;GEN;NEUT;PL	PROPN
кевин	קווין	кевин	קווין	N;ANIM;NOM;MASC;SG	PROPN
эдди	אדי	эдди	אדי	N;INAN;NOM;MASC;SG	PROPN
эдди	אדי	эдди	אדי	N;INAN;NOM;MASC;SG	PROPN
эдди	אדי	эдди	אדי	N;INAN;NOM;MASC;SG	PROPN
сибирский	סיבירי	сибирский	סיביר	ADJ;NOM;MASC;SG	PROPN
турецкий	טורקית	турецкий	תורכי	ADJ;NOM;MASC;SG	PROPN
турецкий	טורקי	турецкий	תורכי	ADJ;NOM;MASC;SG	PROPN
британские	בריטים	британский	בריטי	ADJ;NOM;PL	N;MASC;PL
британские	בריטי	британский	בריטי	ADJ;NOM;PL	N;MASC;SG
британские	בריטית	британский	בריטי	ADJ;NOM;PL	PROPN
веса	משקולות	вес	משקולת	N;INAN;GEN;MASC;SG	N;FEM;PL
йозеф	יוזף	йозеф	יוזף	N;ANIM;NOM;MASC;SG	PROPN
локомотив	קטר	локомотив	קטר	N;INAN;NOM;MASC;SG	PROPN
начальной	יסודי	начальный	יסודי	ADJ;INS;FEM;SG	N;MASC;SG
начальной	היסודי	начальный	היסודי	ADJ;INS;FEM;SG	PROPN
черногории	מונטנגרו	черногория	מונטנגרו	N;INAN;NOM;FEM;PL	PROPN
эмир	אמיר	эмир	אמיר	N;ANIM;NOM;MASC;SG	PROPN
предприниматель	יזם	предприниматель	יזם	N;ANIM;NOM;MASC;SG	PROPN
сомнение	בספק	сомнение	בספק	N;INAN;NOM;NEUT;SG	ADV
выполнены	הגשמת	выполнить	הגשמה	V;PFV;PL;PST;V.PTCP;PASS	N;FEM;SG
статуя	פסל	статуя	פסל	N;INAN;NOM;FEM;SG	PROPN
прямые	ישיר	прямой	ישיר	ADJ;NOM;PL	
прямые	ישירות	прямой	ישירות	ADJ;NOM;PL	
прямые	ישירה	прямой	ישיר	ADJ;NOM;PL	ADV
поэзия	שירה	поэзия	שירה	N;INAN;NOM;FEM;SG	
навсегда	לעד	навсегда	לעד	ADV	
навсегда	לנצח	навсегда	ניצח	ADV	V;NFIN;ACT
навсегда	נצח	навсегда	נצח	ADV	PROPN
навсегда	לצמיתות	навсегда	לצמיתות	ADV	V
собраны	אסף	собрать	אסף	V;PFV;PL;PST;V.PTCP;PASS	PROPN
такси	טקסי	такси	טקס	N;INAN;NOM;NEUT;SG	N;PSSD;MASC;PL
такси	מוניות	такси	מונית	N;INAN;NOM;NEUT;SG	N;FEM;PL
сильнее	מתחזק	сильный	התחזק	ADJ;CMPR	V;MASC;SG;V.PTCP
франсиско	פרנסיסקו	франсиский	פרנסיסקו	ADV	PROPN
производителей	מפיקים	производитель	הפיק	N;ANIM;ACC;MASC;PL	V;MASC;PL;V.PTCP;ACT
производителей	מפיק	производитель	מפיק	N;ANIM;ACC;MASC;PL	N;MASC;SG
производителей	יצרני	производитель	יצרן	N;ANIM;ACC;MASC;PL	PROPN
перенесено	עבר	перенести	עבר	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;MASC;SG
аналогичные	דומה	аналогичный	דומה	ADJ;NOM;PL	
аналогичные	דומים	аналогичный	דומה	ADJ;NOM;PL	N;MASC;PL
напряжения	מתח	напряжение	מתח	N;INAN;NOM;NEUT;PL	N;MASC;SG
специальная	ספיישל	специальный	ספיישל	ADJ;NOM;FEM;SG	PROPN
специальная	מיוחדים	специальный	מיוחד	ADJ;NOM;FEM;SG	ADJ;MASC;PL
специальная	מיוחדות	специальный	מיוחד	ADJ;NOM;FEM;SG	ADJ;FEM;PL
лоб	מצח	лоб	מצח	N;INAN;NOM;MASC;SG	
управлять	ניהול	управлять	ניהול	V;IPFV;NFIN;ACT	N;MASC;SG
управлять	נהלי	управлять	נהלי	V;IPFV;NFIN;ACT	ADJ;MASC;PL
фердинанд	פרדיננד	фердинанд	פרדיננד	N;ANIM;NOM;MASC;SG	PROPN
привлечь	שלוף	привлечь	שלוף	V;PFV;NFIN;ACT	
привлечь	צייר	привлечь	צייר	V;PFV;NFIN;ACT	PROPN
привлечь	תיקו	привлечь	תיקו	V;PFV;NFIN;ACT	N;MASC;SG
прекратил	נעצרה	прекратить	נעצר	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;3;PST;MID
прекратил	עצר	прекратить	עצר	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
уругвая	אורוגוואי	уругвый	אורוגוואי	N;INAN;GEN;MASC;SG	PROPN
уничтожение	חורבן	уничтожение	חורבן	N;INAN;NOM;NEUT;SG	PROPN
активный	פעיל	активный	פעיל	ADJ;NOM;MASC;SG	N;MASC;SG
активный	פעילים	активный	פעיל	ADJ;NOM;MASC;SG	N;MASC;PL
охватывает	מכוסה	охватывать	מכוסה	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
охватывает	מכוסים	охватывать	מכוסה	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL
охватывает	מקורה	охватывать	קורה	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
охватывает	כיסה	охватывать	כיסה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;3;PST;ACT
охватывает	כיסויי	охватывать	כיסוי	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;PSSD;MASC;PL
охватывает	מכסה	охватывать	כיסה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
значимые	משמעותי	значимый	משמעותי	ADJ;NOM;PL	ADJ;MASC;SG
значимые	משמעותית	значимый	משמעותי	ADJ;NOM;PL	ADV
общественности	ציבורית	общественность	ציבורי	N;INAN;NOM;FEM;SG	ADV
общественности	ציבורי	общественность	ציבורי	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
общественности	הציבור	общественность	הציבור	N;INAN;NOM;FEM;SG	
ног	נוג	нога	נוג	N;INAN;GEN;FEM;PL	
последовательность	רצף	последовательность	רצף	N;INAN;NOM;FEM;SG	
объем	נפח	объем	נפח	N;INAN;NOM;MASC;SG	
объем	כרך	объем	כרך	N;INAN;NOM;MASC;SG	
постоянное	הקבוע	постоянный	הקבוע	ADJ;NOM;NEUT;SG	PROPN
ячейки	תא	ячейка	תא	N;INAN;NOM;FEM;PL	
отлично	מעולה	отлично	מעולה	ADV	
отлично	נהדר	отлично	נהדר	ADV	ADJ;MASC;SG
отлично	אחלה	отлично	אחלה	ADV	
отлично	גדול	отлично	גדול	ADV	ADJ;MASC;SG
терапии	תרפיה	терапия	תרפיה	N;INAN;NOM;FEM;PL	N;FEM;SG
терапии	טיפול	терапия	טיפול	N;INAN;NOM;FEM;PL	N;MASC;SG
интерфейс	ממשק	интерфейс	ממשק	N;INAN;NOM;MASC;SG	
массив	מערך	массив	מערך	N;INAN;NOM;MASC;SG	PROPN
клод	קלאוד	клод	קלאוד	N;ANIM;NOM;MASC;SG	PROPN
клод	קלוד	клод	קלוד	N;ANIM;NOM;MASC;SG	
блокировать	חסימה	блокировать	חסימה	V;IPFV;NFIN;ACT	N;FEM;SG
блокировать	בלוק	блокировать	בלוק	V;IPFV;NFIN;ACT	PROPN
блокировать	חסום	блокировать	חסום	V;IPFV;NFIN;ACT	ADJ;MASC;SG
самбо	סמבו	самбо	סמב	N;INAN;NOM;MASC;SG	PROPN
аспекты	ממדי	аспект	ממד	N;INAN;NOM;MASC;PL	PROPN
понимания	ההבנה	понимание	ההבנה	N;INAN;GEN;NEUT;SG	PROPN
доступен	זמינה	доступный	זמינה	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;FEM;SG
доступен	זמינות	доступный	זמינות	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;FEM;SG
доступен	זמין	доступный	זמין	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG
доступен	זמינים	доступный	זמין	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;PL
пуэрто	פורטו	пуэрто	פורט	N;INAN;NOM;MASC;SG	PROPN
кодекс	קודקס	кодекс	קודקס	N;INAN;NOM;MASC;SG	
упоминает	מזכיר	упоминать	מזכיר	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
упоминает	מוזכר	упоминать	הוזכר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;PASS
миль	מיילס	миля	מיילס	N;INAN;GEN;FEM;PL	PROPN
миль	מיילים	миля	יילה	N;INAN;GEN;FEM;PL	V;MASC;PL;V.PTCP;ACT
миль	קילומטר	миля	קילומטר	N;INAN;GEN;FEM;PL	N;MASC;SG
процедуры	נוהל	процедура	נוהל	N;INAN;NOM;FEM;PL	PROPN
процедуры	הליך	процедура	הליך	N;INAN;NOM;FEM;PL	N;MASC;SG
отказывается	מסרבת	отказываться	סירב	V;IPFV;IND;SG;3;PRS;FIN;MID	V;FEM;SG;V.PTCP;ACT
отказывается	מסרב	отказываться	סירב	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;V.PTCP;ACT
адреса	כתובת	адрес	כתובת	N;INAN;NOM;MASC;PL	N;FEM;SG
адреса	הכתובת	адрес	הכתובה	N;INAN;NOM;MASC;PL	PROPN
обнаружен	גילו	обнаружить	גילה	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PL;3;PST;ACT
обнаружен	גילה	обнаружить	גילה	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
обнаружен	זוהו	обнаружить	זוהו	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PL;3;PST;PASS
обнаружен	אותרה	обнаружить	אותר	V;PFV;MASC;SG;PST;V.PTCP;PASS	PROPN
обнаружен	זוהתה	обнаружить	זוהה	V;PFV;MASC;SG;PST;V.PTCP;PASS	
вращения	סבב	вращение	סבב	N;INAN;NOM;NEUT;PL	N;MASC;SG
вращения	סיבוב	вращение	סיבוב	N;INAN;NOM;NEUT;PL	N;MASC;SG
графиня	הרוזנת	графиня	הרוזן	N;ANIM;NOM;FEM;SG	PROPN
графиня	רוזנת	графиня	רזנת	N;ANIM;NOM;FEM;SG	PROPN
производит	מייצרת	производить	ייצר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
поздно	מאחרת	поздно	מאחרת	ADV	
поздно	איחור	поздно	איחור	ADV	N;MASC;SG
поздно	באיחור	поздно	באיחור	ADV	PROPN
уточнить	הבהרה	уточнить	הבהרה	V;PFV;NFIN;ACT	N;FEM;SG
уточнить	חדד	уточнить	חדד	V;PFV;NFIN;ACT	PROPN
льюис	לואיס	льюис	לואיס	N;ANIM;NOM;MASC;SG	PROPN
добыча	שלל	добыча	שלל	N;INAN;NOM;FEM;SG	
добыча	טרף	добыча	טרף	N;INAN;NOM;FEM;SG	
мыс	כף	мы	כף	N;INAN;NOM;MASC;SG	
желания	חשק	желание	חשק	N;INAN;NOM;NEUT;PL	
желания	תשוקה	желание	תשוקה	N;INAN;NOM;NEUT;PL	N;FEM;SG
желания	רצון	желание	רצון	N;INAN;NOM;NEUT;PL	N;MASC;SG
желания	משאלות	желание	משאלה	N;INAN;NOM;NEUT;PL	
желания	הרצונות	желание	הרצונה	N;INAN;NOM;NEUT;PL	
ветра	רוחות	ветер	רוח	N;INAN;GEN;MASC;SG	N;FEM;PL
ветра	הרוח	ветер	הרוח	N;INAN;GEN;MASC;SG	
дуэт	דואט	дуэт	דואט	N;INAN;NOM;MASC;SG	PROPN
дуэт	הדואט	дуэт	הדואט	N;INAN;NOM;MASC;SG	PROPN
дуэт	צמד	дуэт	צמד	N;INAN;NOM;MASC;SG	
