funkcjonowanie	العمليات	funkcjonowanie	عَمَلِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;PL
osmańskiego	العثمانية	osmański	عُثمَانِيّ	ADJ;ACC;MASC;SG	N;NOM;DEF;SG
dziewiąty	تاسعا	dziewić	تَاسِع	ADJ;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
konsekwentnie	متسق	konsekwentnie	مُتَسَقِّق	ADV	ADJ;NOM;INDF;MASC;SG
konsekwentnie	متسقة	konsekwentnie	مُتَسَقِّق	ADV	ADJ;NOM;INDF;FEM;SG
rywalizacja	تنافس	rywalizacja	نَافَس	N;NOM;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
christoph	كريستوف	christoph	كرِيستُوف	PROPN;NOM;MASC;SG	
pogody	الجو	pogoda	جَوّ	N;GEN;FEM;SG	N;NOM;DEF;SG
pogody	الطقس	pogoda	طَقس	N;GEN;FEM;SG	N;NOM;DEF;SG
pogody	طقس	pogoda	طَقس	N;GEN;FEM;SG	N;NOM;INDF;SG
rozwinięte	طور	rozwinąć	طَور	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
patricia	باتريشيا	patrić	باتريشيا	V;IPFV;IND;SG;3;PRS;FIN;ACT	
bractwo	الاخوان	bractwo	أَخ	N;NOM;NEUT;SG	N;NOM;DEF;PL
lekcje	العبر	lekcja	عَبرَة	N;NOM;FEM;PL	
wrota	البوابه	wrota	بُوَابَهَة	N;NOM;NEUT;SG	
przekazane	المقدم	przekazać	مُقَدَّم	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;DEF;SG
obecni	هدية	obecny	هَدِيَّة	N;NOM;MASC;PL	N;NOM;INDF;SG
obecni	الحاضر	obecny	حَاضِر	N;NOM;MASC;PL	
obecni	الحالي	obecny	حَالِيّ	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
suchy	الجافة	suchy	جَافّ	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
suchy	جاف	suchy	جاف	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
monroe	مونرو	monro	مونرو		
hit	ضرب	hit	ضَرب		N;NOM;INDF;SG
gotowe	مستعدون	gotowy	مُستَعِدّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;PL
gotowe	استعداد	gotowy	اِستِعدَاد	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
balet	الباليه	balet	الباليه	N;NOM;MASC;SG	
balet	باليه	balet	باليه	N;NOM;MASC;SG	
balet	البالية	balet	بَالِي	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
pasuje	ملائم	pasować	مُلَائِم	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
szeroka	واسعا	szeroki	وَاسِع	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
edge	الحافة	edga	حَافّ		N;NOM;DEF;SG
edge	حافة	edga	حَافّ		N;NOM;INDF;SG
burke	بيرك	burke	بِيرك		
burke	بورك	burke	بُورك		
gospodarzem	استضاف	gospodarz	استضاف	N;INS;MASC;SG	V;PFV;MASC;SG;3;ACT
gospodarzem	استضافة	gospodarz	اِستِضَافَة	N;INS;MASC;SG	N;NOM;INDF;SG
gospodarzem	استضافت	gospodarz	اِستَضَاف	N;INS;MASC;SG	V;PFV;FEM;SG;3;ACT
mechanizmów	اليات	mechanizm	آلِيَّة	N;GEN;MASC;PL	N;NOM;DEF;PL
mechanizmów	الاليات	mechanizm	أَلِيّ	N;GEN;MASC;PL	N;NOM;DEF;PL
storm	عاصفة	storm	عَاصِفَة		N;NOM;INDF;SG
storm	ستورم	storm	ستورم		
storm	العاصفة	storm	عَاصِفَة		N;NOM;DEF;SG
przywileje	امتياز	przywilej	امتياز	N;NOM;MASC;PL	N;NOM;INDF;SG
przywileje	الامتياز	przywilej	اِمتِيَاز	N;NOM;MASC;PL	N;NOM;DEF;SG
postępu	التقدم	postęp	تَقَدُّم	N;GEN;MASC;SG	N;NOM;DEF;SG
rezygnację	استقالة	rezygnacja	اِستِقَالَة	N;ACC;FEM;SG	N;NOM;INDF;SG
rezygnację	الاستقالة	rezygnacja	اِستِقَالَة	N;ACC;FEM;SG	N;NOM;DEF;SG
autorstwo	التاليف	autorstwo	التاليف	N;NOM;NEUT;SG	
hudson	هادسون	hudson	هادسون	V;IPFV;IND;SG;PRS;FIN;ACT	
hudson	هادسن	hudson	هادسن	V;IPFV;IND;SG;PRS;FIN;ACT	
hudson	هدسون	hudson	هُدسُون	V;IPFV;IND;SG;PRS;FIN;ACT	
potwierdzenia	تاكيد	potwierdzenie	تَأكِيد	N;GEN;NEUT;SG	N;NOM;INDF;SG
potwierdzenia	التاكيد	potwierdzenie	التاكيد	N;GEN;NEUT;SG	N;NOM;DEF;SG
klatki	قفص	klatka	قَفص	N;ACC;FEM;PL	N;NOM;INDF;SG
klatki	القفص	klatka	قِفص	N;ACC;FEM;PL	N;NOM;DEF;SG
francesca	فرانشيسكا	francesca	فرَانشِيسكا	V;IPFV;IND;SG;PRS;FIN;ACT	
dominic	دومينيك	dominica	دُومِينِيك	PROPN;NOM;MASC;SG	
genów	جينات	gen	جَينَة	N;GEN;MASC;PL	N;NOM;INDF;PL
genów	الجينات	gen	جَينَة	N;GEN;MASC;PL	N;NOM;DEF;PL
cywilne	الاهلي	cywilny	الاهلي	ADJ;NOM;NEUT;SG	
cywilne	مدني	cywilny	مَدَنِيّ	ADJ;NOM;NEUT;SG	
cywilne	المدنيون	cywilny	مَدَنِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;PL
derek	ديريك	derek	دِيرِيك		
miejscowy	محليا	miejscowy	مَحَلِّيّ	ADJ;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
praktyk	الممارسات	praktyk	مُمَارَسَة		N;NOM;DEF;PL
praktyk	ممارسات	praktyk	مُمَارَسَة		N;NOM;INDF;PL
wei	وي	wziąć	وِي		
kulturalny	مثقف	kulturalny	مُثَقَّف	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
świetnie	عظيم	świetnie	عظيم	ADV	ADJ;NOM;INDF;MASC;SG
świetnie	عظيمة	świetnie	عَظِيمَة	ADV	ADJ;NOM;INDF;FEM;SG
świetnie	العظيم	świetnie	عَظِيم	ADV	ADJ;NOM;DEF;MASC;SG
colorado	كولورادو	colorado	كُولُورَادُو	N;NOM;MASC;SG	
colorado	كلورادو	colorado	كلُورَادُو	N;NOM;MASC;SG	
sondy	مسبار	sonda	مِسبَار	N;ACC;FEM;PL	
roczniki	الحوليات	rocznik	الحوليات	N;ACC;MASC;PL	
springs	الينابيع	springs	الينابيع	V;IPFV;IND;SG;FIN;ACT	N;NOM;DEF;PL
postanowienia	احكام	postanowienie	حُكم	N;NOM;NEUT;PL	N;NOM;INDF;SG
równy	متساوية	równy	مُتَسَاوِي		ADJ;NOM;INDF;FEM;SG
równy	متساو	równy	مُتسَاو		ADJ;NOM;INDF;MASC;SG
równy	مساو	równy	مَسَاو		ADJ;NOM;INDF;MASC;SG
równy	تساوي	równy	تَسَاوِي		V;IPFV;MASC;IND;SG;3;FIN;ACT
podpisania	توقيع	podpisać	تَوقِيع	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
podpisania	التوقيع	podpisać	تَوقِيع	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
hearts	القلوب	hearts	قَلب		N;NOM;DEF;PL
hearts	قلوب	hearts	قَلب		N;NOM;INDF;PL
hearts	بقلوب	hearts	بقلوب		N;NOM;INDF;SG
falls	الشلالات	falls	شَلَالَة	N;NOM;MASC;SG	N;NOM;DEF;PL
falls	شلالات	falls	شَلَالَة	N;NOM;MASC;SG	N;NOM;INDF;PL
obywatelskiego	مدنية	obywatelski	مَدَنِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
obywatelskiego	الاهلي	obywatelski	الاهلي	ADJ;ACC;MASC;SG	
obywatelskiego	المدنية	obywatelski	مَدَنِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
obywatelskiego	المدني	obywatelski	مَدَنِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
zakazu	بحظر	zakaz	بحظر	N;GEN;MASC;SG	
zakazu	الحظر	zakaz	حَظر	N;GEN;MASC;SG	N;NOM;DEF;SG
zakazu	حظر	zakaz	حَظر	N;GEN;MASC;SG	N;NOM;INDF;SG
zakazu	الحظر	zakaz	حَظر	N;GEN;MASC;SG	N;NOM;DEF;SG
medyczny	طبي	medyczny	طِبِّيّ	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
grzyby	فطر	grzyb	فِطر	N;NOM;MASC;PL	
grzyby	الفطر	grzyb	فِطر	N;NOM;MASC;PL	N;NOM;DEF;SG
grzyby	فطر	grzyb	فِطر	N;NOM;MASC;PL	
poprawne	صحح	poprawny	صَحِح	ADJ;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
case	القضية	cas	قَضِيَّة		N;NOM;DEF;SG
case	حالة	cas	حَالَة		N;NOM;INDF;SG
case	قضية	cas	قَضِيَّة		N;NOM;INDF;SG
case	الحالة	cas	حَالَة		N;NOM;DEF;SG
case	كايس	cas	كَايس		
chrześcijański	المسيحية	chrześcijański	مَسِيحِيَّة	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
chrześcijański	كريستيان	chrześcijański	كُرَيستِيّ	ADJ;NOM;MASC;SG	
connor	كونور	connor	كونور		
evil	الشر	evil	شَرّ		N;NOM;DEF;SG
evil	شرا	evil	شَرّ		N;NOM;INDF;SG
evil	شر	evil	شَرّ		
lindsay	لينزي	lindsay	لينزي		
lindsay	ليندساي	lindsay	لِيندسَاي		
edwin	ادوين	edwina	أَدُويُن	PROPN;NOM;MASC;SG	
nerek	الكلوي	nerek	كُلُوِيّ		N;NOM;DEF;SG
nerek	الكلى	nerek	كُليَة		N;NOM;DEF;PL
nerek	كلية	nerek	كُلِّيَّة		N;NOM;INDF;SG
nerek	الكلية	nerek	كُلِّيَّة		N;NOM;DEF;SG
kartę	بطاقة	karta	بِطَاقَة	N;ACC;FEM;SG	N;NOM;INDF;SG
kartę	البطاقة	karta	بِطَاقَة	N;ACC;FEM;SG	N;NOM;DEF;SG
kartę	كارد	karta	كارد	N;ACC;FEM;SG	
kartę	كارت	karta	كَار	N;ACC;FEM;SG	
speed	سبيد	speed	سبيد		
speed	السرعة	speed	سُرعَة		N;NOM;DEF;SG
speed	سرعة	speed	سُرعَة		N;NOM;INDF;SG
niewolników	العبيد	niewolnik	العبيد	N;ACC;MASC;PL	N;NOM;DEF;PL
niewolników	عبيد	niewolnik	عبيد	N;ACC;MASC;PL	
gamma	غاما	gamma	غَام		
gamma	جاما	gamma	جَامّ		
kupców	التجار	kupiec	تَاجِر	N;ACC;MASC;PL	N;NOM;DEF;PL
kupców	تجار	kupiec	تَاجِر	N;ACC;MASC;PL	N;NOM;INDF;PL
mięsień	العضلات	mięsienie	عُضلَة	N;NOM;MASC;SG	N;NOM;DEF;PL
mięsień	عضلات	mięsienie	عضلات	N;NOM;MASC;SG	N;NOM;INDF;PL
uniwersytetów	جامعات	uniwersytet	جَامِعَة	N;GEN;MASC;PL	N;NOM;INDF;PL
uniwersytetów	الجامعات	uniwersytet	جَامِعَة	N;GEN;MASC;PL	N;NOM;DEF;PL
twoim	تك	twój	تك	DET;INS;MASC;SG;2	
malty	مالطة	malt	مَالِط		N;NOM;INDF;SG
kenii	كينيا	kenia	كِينِيَا	PROPN;NOM;FEM;SG	
norma	نورما	norma	نورما	V;IPFV;IND;SG;PRS;FIN;ACT	
norma	معيار	norma	مُعِير	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;INDF;SG
norma	قياسي	norma	قِيَاسِيّ	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
norma	المعيار	norma	مِعيَار	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
norma	معيار	norma	مُعِير	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;INDF;SG
sterowanie	تحكم	sterować	حَكَم	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
sterowanie	الضوابط	sterować	ضَابِط	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;PL
sterowanie	ضوابط	sterować	ضَابِط	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;PL
brien	bri	brien	مُؤَثّ		
terminal	طرفية	terminal	طَرَفِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
terminal	الطرفية	terminal	طَرَفِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
łatwe	السهل	łatwy	سَهل		N;NOM;DEF;SG
łatwe	سهل	łatwy	سَهل		ADJ;NOM;INDF;MASC;SG
łatwe	سهلة	łatwy	سَهل		ADJ;NOM;INDF;FEM;SG
mieszkanie	مسطح	mieszkanie	مَسطَح	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
mieszkanie	مسطحة	mieszkanie	مسطحة	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
ryba	فيش	ryba	فَيشَ	N;NOM;FEM;SG	
ryba	سمك	ryba	سَمَك	N;NOM;FEM;SG	
crawford	كروفورد	crawford	كرُوفُورد		
crawford	كراوفورد	crawford	كراوفورد		
pochodne	المشتقات	pochodny	مُشتَقّ		N;NOM;DEF;PL
pochodne	مشتق	pochodny	مَشتِق		ADJ;NOM;INDF;MASC;SG
köln	köln	köln	köln	PROPN;NOM;MASC;SG	
brad	براد	brad	برَاد	PROPN;NOM;MASC;SG	
che	تشي	cho	تشي		
brisbane	بريسبان	brisbany	برِيسبَان	N;NOM;NEUT;SG	
stambule	اسطنبول	stambuł	اسطنبول	N;NOM;MASC;SG	
richmond	ريتشموند	richmond	ريتشموند	V;IPFV;IND;SG;PRS;FIN;ACT	
szlachta	النبلاء	szlachta	نَبِيل	N;NOM;FEM;SG	N;NOM;DEF;PL
delhi	دلهي	delhi	دِلهِي	PROPN;NOM;MASC;SG	
niedźwiedź	بير	niedźwiedź	بَير	N;NOM;MASC;SG	
manuela	مانويلا	manuel	مانويلا	V;IPFV;IND;SG;PST;FIN;ACT	
licencję	مرخص	licencja	مُرخَص	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
licencję	مرخصة	licencja	مرخصة	N;ACC;FEM;SG	ADJ;NOM;INDF;FEM;SG
wał	شافت	wała	شَاف	N;NOM;MASC;SG	V;PFV;FEM;SG;3;ACT
klienta	الزبون	klient	زَبن	N;ACC;MASC;SG	N;NOM;DEF;SG
klienta	زبون	klient	زبون	N;ACC;MASC;SG	N;NOM;INDF;SG
klienta	عميل	klient	عَمِيل	N;ACC;MASC;SG	N;NOM;INDF;SG
klienta	العميل	klient	عَمِيل	N;ACC;MASC;SG	N;NOM;DEF;SG
klienta	زبون	klient	زبون	N;ACC;MASC;SG	N;NOM;INDF;SG
klienta	الزبون	klient	زَبن	N;ACC;MASC;SG	N;NOM;DEF;SG
gmbh	gmbh	gmbh	ثَسِثَة	V;PFV;IMP;SG;2;FIN;ACT	
grobów	قبور	grób	قَبر	N;GEN;MASC;PL	N;NOM;INDF;PL
grobów	القبور	grób	قُبُور	N;GEN;MASC;PL	N;NOM;DEF;PL
rozrywki	ترفيه	rozrywka	تَرفِيه		N;NOM;INDF;SG
rozrywki	للترفيه	rozrywka	للترفيه		N;GEN;DEF;SG
rozrywki	الترفيه	rozrywka	تَرفِيه		N;NOM;DEF;SG
rozrywki	تسلية	rozrywka	تَسلِيَة		N;NOM;INDF;SG
użyteczności	المنفعة	użyteczność	مَنفَعَة		N;NOM;DEF;SG
użyteczności	الفائدة	użyteczność	فَائِدَة		N;NOM;DEF;SG
pomiary	القياس	pomiar	قِيَاس	N;NOM;MASC;PL	N;NOM;DEF;SG
pomiary	قياس	pomiar	قِيَاس	N;NOM;MASC;PL	N;NOM;INDF;SG
pomiary	القياس	pomiar	قِيَاس	N;NOM;MASC;PL	N;NOM;DEF;SG
pomiary	قياس	pomiar	قِيَاس	N;NOM;MASC;PL	N;NOM;INDF;SG
emocji	عاطفة	emocja	عاطفة	N;GEN;FEM;SG	N;NOM;INDF;SG
emocji	العاطفة	emocja	عَاطِفَة	N;GEN;FEM;SG	N;NOM;DEF;SG
emocji	العواطف	emocja	عَاطِفَة	N;GEN;FEM;SG	N;NOM;DEF;PL
emocji	عواطف	emocja	عَاطِفَة	N;GEN;FEM;SG	N;NOM;INDF;PL
emocji	المشاعر	emocja	مَشعَر	N;GEN;FEM;SG	N;NOM;DEF;PL
emocji	العواطف	emocja	عَاطِفَة	N;GEN;FEM;SG	N;NOM;DEF;PL
azja	اسيا	azja	آسِيَا		
śledztwa	التحقيقات	śledztwo	تَحقِيق	N;NOM;NEUT;SG	N;NOM;DEF;PL
śledztwa	تحقيقات	śledztwo	تَحقِيق	N;NOM;NEUT;SG	N;NOM;INDF;PL
kolumn	اعمدة	kolumna	اعمدة	N;GEN;FEM;PL	N;NOM;INDF;SG
kolumn	الاعمدة	kolumna	الاعمدة	N;GEN;FEM;PL	N;NOM;DEF;PL
szachy	الشطرنج	szachy	شَطرَنج		N;NOM;DEF;SG
szachy	شطرنج	szachy	شطرنج		
ekonomiczny	اقتصاد	ekonomiczny	اِقتِصَاد	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
ekonomiczny	الاقتصاد	ekonomiczny	اِقتِصَاد	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
siedlisk	الموائل	siedlisk	مَائِل	N;GEN;NEUT;PL	N;NOM;DEF;PL
miary	التدابير	miara	تَدبِير		N;NOM;DEF;PL
miary	تدابير	miara	تَدبِير		N;NOM;INDF;PL
miary	القياس	miara	قِيَاس		N;NOM;DEF;SG
miary	التدبير	miara	تَدبِير		N;NOM;DEF;SG
miary	مقياس	miara	مِقيَاس		N;NOM;INDF;SG
miary	قياس	miara	قِيَاس		N;NOM;INDF;SG
zainteresowanych	المهتمة	zainteresować	مُهتَمّ	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	N;NOM;DEF;SG
zainteresowanych	مهتمة	zainteresować	مُهتَمّ	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
zainteresowanych	مهتم	zainteresować	مهتم	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
zainteresowanych	مهتما	zainteresować	مُهتَمّ	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	ADJ;ACC;INDF;MASC;SG
umiejętność	المهارات	umiejętność	مَهَارَة	N;NOM;FEM;SG	N;NOM;DEF;PL
umiejętność	مهارات	umiejętność	مهارات	N;NOM;FEM;SG	N;NOM;INDF;PL
cardiff	كارديف	cardiff	كارديف	PROPN;NOM;MASC;SG	
zmarli	المتوفي	zemrzeć	مُتَوَفِّي	V;PFV;MASC;IND;PL;PST;FIN;ACT	
zmarli	المتوفى	zemrzeć	مُتَوَفِّي	V;PFV;MASC;IND;PL;PST;FIN;ACT	
zmarli	وفيات	zemrzeć	وَفَاة	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;INDF;PL
zmarli	الوفيات	zemrzeć	وَفَاة	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;DEF;PL
końcowe	نهائي	końcowy	نِهَائِيّ	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
zaprojektowana	صمم	zaprojektować	صَمَّم	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zaprojektowana	صممت	zaprojektować	صَمَّم	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
tenis	تنس	tenis	نَسّ	N;NOM;MASC;SG	
tenis	التنس	tenis	تَنسّ	N;NOM;MASC;SG	
oferty	صفقات	oferta	صَفقَة	N;ACC;FEM;PL	N;NOM;INDF;PL
oferty	العروض	oferta	عَرض	N;ACC;FEM;PL	N;NOM;DEF;PL
oferty	الاتفاقات	oferta	اِتِّفَاق	N;ACC;FEM;PL	N;NOM;DEF;PL
oferty	الصفقات	oferta	صَفقَة	N;ACC;FEM;PL	N;NOM;DEF;PL
oferty	عروض	oferta	عَرض	N;ACC;FEM;PL	N;NOM;INDF;PL
oferty	العروض	oferta	عَرض	N;ACC;FEM;PL	N;NOM;DEF;PL
oferty	عروض	oferta	عَرض	N;ACC;FEM;PL	N;NOM;INDF;PL
oferty	عطاءات	oferta	عَطَاء	N;ACC;FEM;PL	N;NOM;INDF;PL
oferty	العطاءات	oferta	عِطَاء	N;ACC;FEM;PL	N;NOM;DEF;PL
oferty	العرض	oferta	عَرض	N;ACC;FEM;PL	N;NOM;DEF;SG
quebec	كيبك	quebec	كَيبَك	N;NOM;MASC;SG	
quebec	كيبيك	quebec	كيبيك	N;NOM;MASC;SG	
quebec	كوبيك	quebec	كوبيك	N;NOM;MASC;SG	
auckland	اوكلاند	auckland	اوكلاند	PROPN;NOM;MASC;SG	
wiecznego	الابدي	wieczny	أَبدِيّ	ADJ;ACC;MASC;SG	
wiecznego	ابدي	wieczny	أَبدِي	ADJ;ACC;MASC;SG	
błogosławieni	مبارك	błogosławić	مبارك	N;NOM;MASC;PL	
błogosławieni	مباركة	błogosławić	مباركة	N;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
błogosławieni	المباركة	błogosławić	مُبَارَكَة	N;NOM;MASC;PL	N;NOM;DEF;SG
stracony	اعدم	stracić	أَعدَم	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
dźwięki	الصوت	dźwięk	صَوت	N;NOM;MASC;PL	N;NOM;DEF;SG
dźwięki	صوت	dźwięk	صَوت	N;NOM;MASC;PL	N;NOM;INDF;SG
dźwięki	يبدو	dźwięk	بَدَا	N;NOM;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
zarejestrowanych	مسجل	zarejestrować	مُسَجَّل	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
zarejestrowanych	مسجلة	zarejestrować	مُسَجَّل	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
wczoraj	البارحة	wczoraj	بَارِحَة	ADV	
wczoraj	البارحه	wczoraj	بَارِح	ADV	
wczoraj	الامس	wczoraj	أَمس	ADV	N;NOM;DEF;SG
tezy	اطروحة	teza	أُطرُوحَة		N;NOM;INDF;SG
tezy	الفرضية	teza	فَرضِيَّة		N;NOM;DEF;SG
zmienne	المتغير	zmienny	مُتَغَيِّر	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
zmienne	متغيرات	zmienny	مُتَغَيِّر	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;PL
zmienne	المتغيرات	zmienny	مُتَغَيِّر	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;PL
analiz	التحليلات	analiz	تَحلِيل		N;NOM;DEF;PL
analiz	تحليلات	analiz	تَحلِيل		N;NOM;INDF;PL
dekoracji	ديكور	dekoracja	ديكور	N;GEN;FEM;SG	
dekoracji	زينة	dekoracja	زينة	N;GEN;FEM;SG	
dekoracji	الديكور	dekoracja	الديكور	N;GEN;FEM;SG	N;NOM;DEF;SG
dekoracji	تزيين	dekoracja	تَزيِين	N;GEN;FEM;SG	N;NOM;INDF;SG
chirurg	جراح	chirurg	جُرح	N;NOM;MASC;SG	N;NOM;INDF;PL
marna	مارن	marny	مَارِن		
krytycy	النقاد	krytyk	نُقَاد	N;NOM;MASC;PL	N;NOM;DEF;SG
jenny	جينى	jenny	جِينِيّ	PROPN;NOM;FEM;SG	
jenny	جيني	jenny	جيني	PROPN;NOM;FEM;SG	
opracowane	طور	opracować	طَور	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
śmigłowców	المروحيات	śmigłowiec	مِروَحِيّ	N;GEN;MASC;PL	ADJ;NOM;DEF;FEM;PL
śmigłowców	مروحيات	śmigłowiec	مِروَحِيّ	N;GEN;MASC;PL	ADJ;NOM;INDF;FEM;PL
société	société	société	قَسِيسَة		
ułatwia	تيسر	ułatwiać	تيسر	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ułatwia	تيسر	ułatwiać	تيسر	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ułatwia	تيسير	ułatwiać	تَيسِير	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ułatwia	تسهيل	ułatwiać	تَسهِيل	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
poświęcenia	تكريس	poświęcenie	تَكرِيس	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
poświęcenia	التضحية	poświęcenie	تَضحِيَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
poświęcenia	تضحية	poświęcenie	تَضحِيَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
pau	pau	pau	ثَصَث		
rex	ريكس	rex	ريكس	N;NOM;MASC;SG	
samotnie	لوحدي	samotnie	لوحدي	ADV	
samotnie	وحده	samotnie	وحده	ADV	PRO;NOM;MASC;SG;3
samotnie	وحيد	samotnie	وحيد	ADV	
samotnie	وحيدة	samotnie	وَحِيد	ADV	ADJ;NOM;INDF;FEM;SG
samotnie	وحدي	samotnie	وَحدِيّ	ADV	
meczet	جامع	meczet	جَامِع	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
saturn	ساترن	saturny	ساترن		
saturn	زحل	saturny	زَحل		
zwycięzców	الفائزين	zwycięzca	فَائِز	N;ACC;MASC;PL	ADJ;NOM;DEF;MASC;PL
zwycięzców	الفائزون	zwycięzca	فَائِز	N;ACC;MASC;PL	N;NOM;DEF;PL
bakterie	بكتيريا	bakter	بِكتِيرِيَا		
bakterie	البكتيريا	bakter	البكتيريا		
bakterie	الجراثيم	bakter	جَرَاثُوم		
podróżnych	المسافرون	podróżny	مُسَافِر	N;GEN;MASC;PL	N;NOM;DEF;PL
podróżnych	الرحالة	podróżny	رِحَالَة	N;GEN;MASC;PL	N;NOM;DEF;SG
podróżnych	المسافرين	podróżny	مُسَافِر	N;GEN;MASC;PL	N;NOM;DEF;PL
podróżnych	الرحل	podróżny	رَحل	N;GEN;MASC;PL	N;NOM;DEF;SG
podróżnych	المسافرون	podróżny	مُسَافِر	N;GEN;MASC;PL	N;NOM;DEF;PL
podróżnych	المسافرين	podróżny	مُسَافِر	N;GEN;MASC;PL	N;NOM;DEF;PL
dwójki	التعادل	dwójka	تَعَادُل		N;NOM;DEF;SG
kontrowersji	خلاف	kontrowersja	خِلَاف		N;NOM;INDF;SG
kontrowersji	جدل	kontrowersja	جَدَل		N;NOM;INDF;SG
kontrowersji	الجدل	kontrowersja	جَدَل		N;NOM;DEF;SG
kontrowersji	الخلاف	kontrowersja	خِلَاف		N;NOM;DEF;SG
odwołania	نداءات	odwołać	نِدَاء	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;PL
odwołania	النداءات	odwołać	نِدَاء	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;PL
odwołania	الطعون	odwołać	طَعن	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;PL
odwołania	النداء	odwołać	نِدَاء	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
