של	shel	של	shel	PART;GEN	N;MASC;SG
מיועד	pretendido	יועד	pretender	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
אנדרסון	anderson	אנדרסון	anderson	PROPN	N;MASC;SG
לאלו	lalo	לאלו	lalo		N;MASC;SG
תכנן	planeado	תכנן	planeado	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
תכנן	planificado	תכנן	planificado	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
תכנן	previsto	תכנן	previsto	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
תכנן	planificada	תכנן	planificado	V;MASC;SG;3;PST;ACT	ADJ;FEM;SG;V.PTCP
יתרה	balanza	יתרה	balanza		N;FEM;SG
יתרה	balance	יתרה	balance		N;MASC;SG
יתרה	saldo	יתרה	saldo		N;MASC;SG
יתרה	equilibrio	יתרה	equilibrio		N;MASC;SG
בינוני	medium	בינוני	medium	ADJ;MASC;SG	N
בינוני	medianas	בינוני	mediano	ADJ;MASC;SG	ADJ;FEM;PL
בינוני	medio	בינוני	medio	ADJ;MASC;SG	NUM;MASC;SG
בינוני	médium	בינוני	médium	ADJ;MASC;SG	N;MASC;SG
בוקרשט	bucarest	בוקרשט	bucarest	PROPN	N;MASC;SG
הרס	destruida	הרס	destruido	N;MASC;SG	ADJ;FEM;SG;V.PTCP
הרס	destruidas	הרס	destruido	N;MASC;SG	ADJ;FEM;PL;V.PTCP
הרס	destruidos	הרס	destruido	N;MASC;SG	ADJ;MASC;PL;V.PTCP
הרס	destruido	הרס	destruido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
הרס	destruyó	הרס	destruir	N;MASC;SG	V;IND;SG;3;PST;FIN
הרס	demoliciones	הרס	demolición	N;MASC;SG	N;FEM;PL
דמי	cuota	None	cuota	N;PSSD;MASC;PL	N;FEM;SG
דמי	tasa	None	tasa	N;PSSD;MASC;PL	N;FEM;SG
דמי	demi	None	demi	N;PSSD;MASC;PL	N;FEM;SG
ביצים	huevo	ביצה	huevo	N;FEM;PL	N;MASC;SG
מילאנו	milán	מילאנו	milán	PROPN	N;MASC;SG
מילאנו	milan	מילאנו	milar	PROPN	N;MASC;SG
מילאנו	milano	מילאנו	milano	PROPN	N;MASC;SG
העברה	traslados	העברה	traslado	N;FEM;SG	N;MASC;PL
מסתיים	finaliza	הסתיים	finalizar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מסתיים	termina	הסתיים	terminar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מסתיים	extremos	הסתיים	extremo	V;MASC;SG;V.PTCP	N;MASC;PL
התפיסה	percepción	התפיס	percepción	V;FEM;SG;3;PST;ACT	N;FEM;SG
התייחס	referirse	התייחס	referir	V;MASC;SG;3;PST	V;SBJV;SG;3;IPFV;FIN
התייחס	referido	התייחס	referir	V;MASC;SG;3;PST	ADJ;MASC;SG;V.PTCP
סטנלי	stanley	סטנלי	stanley	PROPN	PROPN
בימוי	dirigiendo	בימוי	dirigir	N;MASC;SG	V;V.MSDR
בימוי	dirigir	בימוי	dirigir	N;MASC;SG	V;NFIN
שייקספיר	shakespeare	שייקספיר	shakespeare	PROPN	N
פיגוע	atacar	פיגוע	atacar	N;MASC;SG	V;NFIN
פיגוע	ataquen	פיגוע	ataquen	N;MASC;SG	V;IMP;PL;3;FIN
פיגוע	ataca	פיגוע	atacar	N;MASC;SG	V;IND;SG;3;PRS;FIN
פיגוע	bombardeos	פיגוע	bombardeo	N;MASC;SG	N;MASC;PL
פיגוע	bombardear	פיגוע	bombardear	N;MASC;SG	V;NFIN
התיקון	modificación	התיקון	modificación	PROPN	N;FEM;SG
התיקון	enmienda	התיקון	enmienda	PROPN	N;FEM;SG
התפתחו	evolucionado	התפתח	evolucionar	V;PL;3;PST	ADJ;MASC;SG;V.PTCP
התפתחו	evolucionó	התפתח	evolucionar	V;PL;3;PST	V;IND;SG;3;PST;FIN
חודשיים	mensualmente	חודש	mensualmente	N;MASC;DU	ADV
חודשיים	mensual	חודש	mensual	N;MASC;DU	ADJ;SG
חודשיים	mensuales	חודש	mensual	N;MASC;DU	ADJ;PL
חודשיים	meses	חודש	mes	N;MASC;DU	N;MASC;PL
בשאר	bashar	בשאר	bashar		N;MASC;SG
קרואטיה	croacia	קרואטיה	croacia	PROPN	N;FEM;SG
אמיל	emile	אמיל	emile	PROPN	PROPN
אמיל	emilio	אמיל	emilio	PROPN	N;MASC;SG
אמיל	emil	אמיל	emil	PROPN	N;MASC;SG
אמיל	emilio	אמיל	emilio	PROPN	N;MASC;SG
אדמס	adams	אדמס	adams	PROPN	N;MASC;SG
ההמשך	secuela	ההמשך	secuelo	PROPN	N;FEM;SG
הקיסרי	imperiales	הקיסרי	imperial	PROPN	ADJ;PL
הקיסרי	imperial	הקיסרי	imperial	PROPN	ADJ;SG
ההודעה	mensajes	ההודעה	mensaje	N;FEM;SG	N;MASC;PL
אופק	horizonte	אופק	horizonte	PROPN	N;MASC;SG
אופק	horizon	אופק	horizon	PROPN	N;MASC;SG
אופק	horizontes	אופק	horizonte	PROPN	N;MASC;PL
מיון	ordenados	מיון	ordenado		ADJ;MASC;PL;V.PTCP
מיון	solucionado	מיון	solucionado		ADJ;MASC;SG;V.PTCP
מיון	ordenamiento	מיון	ordenamiento		N;MASC;SG
מיון	clasificación	מיון	clasificación		N;FEM;SG
מיון	clasificación	מיון	clasificación		N;FEM;SG
יקרה	pasa	קרה	pasar	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
יקרה	ocurre	קרה	ocurrir	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
יקרה	sucede	קרה	suceder	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
יקרה	costoso	קרה	costoso	V;MASC;SG;3;FUT	ADJ;MASC;SG
יקרה	caras	קרה	cara	V;MASC;SG;3;FUT	N;FEM;PL
יקרה	caro	קרה	caro	V;MASC;SG;3;FUT	ADJ;MASC;SG
יקרה	caros	קרה	caro	V;MASC;SG;3;FUT	ADJ;MASC;PL
האגדה	legend	האגדה	legend	PROPN	N
האגדה	leyenda	האגדה	leyenda	PROPN	N;FEM;SG
מתייחסת	refiriéndose	התייחס	refiriéndose	V;FEM;SG;V.PTCP	V;SBJV;SG;3;PRS;FIN
שימושים	utiliza	שימושים	utilizar	N;MASC;PL	V;IND;SG;3;PRS;FIN
בתשלום	pagó	בתשלום	pagar	ADV	V;IND;SG;3;PST;FIN
בתשלום	pagado	בתשלום	pagado	ADV	ADJ;MASC;SG;V.PTCP
בתשלום	pagadas	בתשלום	pagado	ADV	ADJ;FEM;PL;V.PTCP
בתשלום	pagada	בתשלום	pagar	ADV	ADJ;FEM;SG;V.PTCP
תקן	arreglar	תקן	arreglar	N;MASC;SG	V;NFIN
תקן	fijar	תקן	fijar	N;MASC;SG	V;NFIN
תקן	estándar	תקן	estándar	N;MASC;SG	ADJ;SG
תקן	estandar	תקן	estandar	N;MASC;SG	V;IND;3;FIN
תקן	standard	תקן	standard	N;MASC;SG	PROPN
חנן	hanan	חנן	haber	PROPN	V;IND;SG;3;PRS;FIN
גירוש	deportaciones	גירוש	deportación	N;MASC;SG	N;FEM;PL
קמרון	cameron	קמרון	camer	PROPN	N;MASC;SG
קמרון	camerún	קמרון	camerún	PROPN	N;FEM;SG
שמים	cielo	שמיים	cielo	N;MASC;PL	N;MASC;SG
זיהום	infecciones	זיהום	infección	N;FEM;SG	N;FEM;PL
במפורש	explícita	במפורש	explícito	ADV	ADJ;FEM;SG
היל	colina	היל	colina	PROPN	N;FEM;SG
היל	cerro	היל	cerro	PROPN	N;MASC;SG
היל	hill	היל	hill	PROPN	PROPN
חקלאי	agrícola	חקלאי	agrícola	N;MASC;SG	ADJ;SG
חקלאי	agrícolas	חקלאי	agrícola	N;MASC;SG	ADJ;PL
חקלאי	agricola	חקלאי	agricola	N;MASC;SG	ADJ;SG
חקלאי	agraria	חקלאי	agrario	N;MASC;SG	ADJ;FEM;SG
חקלאי	agricultores	חקלאי	agricultor	N;MASC;SG	N;MASC;PL
שוורץ	schwarz	שוורץ	schwarz	PROPN	N;SG
שוורץ	schwartz	שוורץ	schwartz	PROPN	PROPN
ברמן	camarero	ברמן	camarero	PROPN	N;MASC;SG
ברמן	cantinero	ברמן	cantinero	PROPN	N;MASC;SG
ברמן	barman	ברמן	barmar	PROPN	N;MASC;SG
ברמן	camarero	ברמן	camarero	PROPN	N;MASC;SG
ברמן	cantinero	ברמן	cantinero	PROPN	N;MASC;SG
ברמן	barman	ברמן	barmar	PROPN	N;MASC;SG
ברמן	bremen	ברמן	bremen	PROPN	N;MASC;SG
ברמן	berman	ברמן	bermar	PROPN	N;FEM;SG
חש	sintiendo	חש	sentir		V;V.MSDR
עוף	pollito	עוף	pollito		N;MASC;SG
עוף	pollos	עוף	pollo		N;MASC;PL
עוף	gallina	עוף	gallina		N;FEM;SG
עוף	pollo	עוף	pollo		N;MASC;SG
קצה	edge	קצה	edge		N
קצה	filo	קצה	filo		N;MASC;SG
קצה	borde	קצה	borde		N;MASC;SG
קצה	arista	קצה	aristar		N;FEM;SG
האס	haas	האס	haber	PROPN	PROPN
תחתון	bajar	תחתון	bajar	ADJ;MASC;SG	V;NFIN
קרטר	carter	קרטר	carter	PROPN	N;MASC;SG
הולכת	va	הלך	ir	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
השבט	tribu	השבט	tribu		N;FEM;SG
השבט	tribales	השבט	tribal		ADJ;PL
השבט	tribal	השבט	tribal		ADJ;SG
כפייה	obligado	כפייה	obligado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
כפייה	forzado	כפייה	forzado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
כפייה	forzados	כפייה	forzado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
כפייה	forzada	כפייה	forzado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
כפייה	forzar	כפייה	forzar	N;FEM;SG	V;NFIN
כפייה	obligar	כפייה	obligar	N;FEM;SG	V;NFIN
כפייה	forzar	כפייה	forzar	N;FEM;SG	V;NFIN
כפייה	forzando	כפייה	forzar	N;FEM;SG	V;V.MSDR
כים	checos	כים	checo		N;MASC;PL
האקלים	clima	האקלים	clima	N;MASC;PL	N;MASC;SG
ליברפול	liverpool	ליברפול	liverpool	PROPN	N;MASC;SG
ליברפול	madrid	ליברפול	madrid	PROPN	N;MASC;SG
קניון	canyon	קניון	canyo	PROPN	N;MASC;SG
קניון	cañón	קניון	cañón	PROPN	N;MASC;SG
קניון	cañon	קניון	cañon	PROPN	N;MASC;SG
קניון	mall	קניון	mall	PROPN	N;MASC;SG
קניון	kenyon	קניון	kenyon	PROPN	N;MASC;PL
חבורה	agrupar	חבורה	agrupar	N;FEM;SG	V;NFIN
פגע	golpeó	פגע	golpear	N;MASC;SG	V;IND;SG;3;PST;FIN
פגע	golpear	פגע	golpear	N;MASC;SG	V;NFIN
ווקר	walker	ווקר	walker	PROPN	N
ווקר	caminante	ווקר	caminante	PROPN	N;SG
הסביר	explicado	הסביר	explicar	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
הסביר	explicaba	הסביר	explicar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
מופיעות	aparecen	הופיע	aparecer	V;FEM;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
עתיק	antiguo	עתיק	antiguo		ADJ;MASC;SG
עתיק	antigüedades	עתיק	antigüedad		N;FEM;PL
עתיק	antiguas	עתיק	antiguo		ADJ;FEM;PL
עתיק	antigua	עתיק	antiguo		ADJ;FEM;SG
עתיק	antigüedad	עתיק	antigüedad		N;FEM;SG
עתיק	antiguo	עתיק	antiguo		ADJ;MASC;SG
עתיק	antiguas	עתיק	antiguo		ADJ;FEM;PL
עתיק	antiguos	עתיק	antiguo		ADJ;MASC;PL
עתיק	antigua	עתיק	antiguo		ADJ;FEM;SG
הוכרזה	declaradas	הוכרז	declarado	V;FEM;SG;3;PST;PASS	ADJ;FEM;PL;V.PTCP
הוכרזה	declarada	הוכרז	declarar	V;FEM;SG;3;PST;PASS	ADJ;FEM;SG;V.PTCP
הוכרזה	declarado	הוכרז	declarado	V;FEM;SG;3;PST;PASS	ADJ;MASC;SG;V.PTCP
הוכרזה	declarados	הוכרז	declarado	V;FEM;SG;3;PST;PASS	ADJ;MASC;PL;V.PTCP
הוכרזה	anunciado	הוכרז	anunciado	V;FEM;SG;3;PST;PASS	ADJ;MASC;SG;V.PTCP
הוכרזה	anunciada	הוכרז	anunciado	V;FEM;SG;3;PST;PASS	ADJ;FEM;SG;V.PTCP
הוכרזה	anunciados	הוכרז	anunciado	V;FEM;SG;3;PST;PASS	ADJ;MASC;PL;V.PTCP
חריפה	aguda	חריף	agudo	ADV	ADJ;FEM;SG
חריפה	agudos	חריף	agudo	ADV	ADJ;MASC;PL
חריפה	agudas	חריף	agudo	ADV	ADJ;FEM;PL
חריפה	agudo	חריף	agudo	ADV	ADJ;MASC;SG
נפץ	explosiva	נפץ	explosiva	N;MASC;SG	ADJ;FEM;SG
נפץ	explosivas	נפץ	explosivo	N;MASC;SG	ADJ;FEM;PL
נפץ	explosivos	נפץ	explosivo	N;MASC;SG	N;MASC;PL
נפץ	explosivo	נפץ	explosivo	N;MASC;SG	ADJ;MASC;SG
העתיד	futuro	העתיד	futuro	ADV	N;MASC;SG
העתיד	future	העתיד	future	ADV	N
העתיד	futura	העתיד	futuro	ADV	ADJ;FEM;SG
העתיד	porvenir	העתיד	porvenir	ADV	N;MASC;SG
מתו	murió	מת	morir	PROPN	V;IND;SG;3;PST;FIN
מתו	murio	מת	murio	PROPN	V;IND;SG;1;PRS;FIN
מתו	murieron	מת	morir	PROPN	V;IND;PL;3;PST;FIN
ייעוץ	consultas	ייעוץ	consulta	N;MASC;SG	N;FEM;PL
ייעוץ	consultiva	ייעוץ	consultiva	N;MASC;SG	ADJ;FEM;SG
סרן	capitana	סרן	capitana	PROPN	N;FEM;SG
סרן	capitán	סרן	capitán	PROPN	N;MASC;SG
סרן	capitan	סרן	capitar	PROPN	N;MASC;SG
לחזק	fortalecimiento	חיזק	fortalecimiento	V;NFIN;ACT	N;MASC;SG
תלמוד	talmud	תלמוד	talmud	PROPN	N;MASC;SG
סוגה	género	סוג	género	ADV	N;MASC;SG
סוגה	genero	סוג	genero	ADV	N;MASC;SG
גרף	gráfica	גרף	gráfico	PROPN	ADJ;FEM;SG
גרף	gráfico	גרף	gráfico	PROPN	ADJ;MASC;SG
גרף	grafo	גרף	grafo	PROPN	N;MASC;SG
לנין	lenin	לנין	lenin	PROPN	N;MASC;SG
שלג	nieves	שלג	nieve	PROPN	N;FEM;PL
שלג	nevado	שלג	nevar	PROPN	ADJ;MASC;SG;V.PTCP
שלג	nieve	שלג	nieve	PROPN	N;FEM;SG
וילנה	vilnius	וילנה	vilnius	PROPN	N;MASC;SG
וילנה	vilna	וילנה	vilno	PROPN	N;FEM;SG
פרדיננד	fernando	פרדיננד	fernar	PROPN	V;V.MSDR
תקנות	reglamento	תקנה	reglamento	N;FEM;PL	N;MASC;SG
תקנות	normativa	תקנה	normativa	N;FEM;PL	N;FEM;SG
תקנות	reglamentación	תקנה	reglamentación	N;FEM;PL	N;FEM;SG
לראשות	mayoral	לראשות	mayoral		N;SG
לראשות	alcaldía	לראשות	alcaldía		N;FEM;SG
הדסה	hadassah	הדסה	hadassah	PROPN	ADJ;FEM;SG;V.PTCP
יבשת	continentes	יבשת	continente	N;FEM;SG	N;MASC;PL
שהפכה	giró	שהפכה	girar	PROPN	V;IND;SG;3;PST;FIN
שהפכה	girado	שהפכה	girado	PROPN	ADJ;MASC;SG;V.PTCP
מנה	platillo	מנה	platillo		N;MASC;SG
מנה	plato	מנה	plato		N;MASC;SG
מנה	cociente	מנה	cociente		N;MASC;SG
מנה	dosis	מנה	dosis		N;FEM
גפן	geffen	גפן	geffen		N;MASC;SG
גפן	vine	גפן	venir		V;IND;SG;1;PST;FIN
גפן	vid	גפן	vid		N;FEM;SG
גפן	vides	גפן	vide		N;FEM;PL
גפן	viñas	גפן	viña		N;FEM;PL
גזר	zanahoria	גזר	zanahoria		N;FEM;SG
גזר	zanahoria	גזר	zanahoria		N;FEM;SG
גזר	zanahorias	גזר	zanahorio		N;FEM;PL
הד	echo	הד	echo		V;IND;SG;1;PRS;FIN
אובדן	pérdidas	אובדן	pérdida	N;MASC;SG	N;FEM;PL
אובדן	perdida	אובדן	perdido	N;MASC;SG	ADJ;FEM;SG;V.PTCP
השוואה	comparaciones	השוואה	comparación	N;FEM;SG	N;FEM;PL
קיצור	corta	קיצור	corto	N;MASC;SG	ADJ;FEM;SG
קיצור	cortos	קיצור	corto	N;MASC;SG	ADJ;MASC;PL
קיצור	corto	קיצור	corto	N;MASC;SG	ADJ;MASC;SG
קיצור	breve	קיצור	breve	N;MASC;SG	ADJ;SG
קיצור	atajos	קיצור	atajo	N;MASC;SG	N;MASC;PL
נגן	player	נגן	player		N;SG
נגן	reproductor	נגן	reproductor		N;MASC;SG
נגן	jugador	נגן	jugador		N;MASC;SG
נגן	jugadora	נגן	jugadora		N;FEM;SG
נגן	play	נגן	play		N
נגן	juegue	נגן	jugar		V;IMP;SG;3;FIN
נגן	juega	נגן	jugar		V;IND;SG;3;PRS;FIN
נגן	jugar	נגן	jugar		V;NFIN
נגן	reproducir	נגן	reproducir		V;NFIN
היבשת	continente	היבשת	continente	PROPN	N;MASC;SG
היבשת	continente	היבשת	continente	PROPN	N;MASC;SG
הפילהרמונית	filarmónica	הפילהרמונית	filarmónico	N;FEM;SG	ADJ;FEM;SG
יווני	griega	יווני	griego	PROPN	ADJ;FEM;SG
יווני	griego	יווני	griego	PROPN	N;MASC;SG
יווני	griegos	יווני	griego	PROPN	N;MASC;PL
יורש	sucesores	הורש	sucesor	N;MASC;SG	N;MASC;PL
ישן	dormido	ישן	dormido	PROPN	ADJ;MASC;SG;V.PTCP
ישן	dormidos	ישן	dormido	PROPN	ADJ;MASC;PL;V.PTCP
ישן	dormida	ישן	dormido	PROPN	ADJ;FEM;SG;V.PTCP
ישן	viejo	ישן	viejo	PROPN	ADJ;MASC;SG
ישן	antiguo	ישן	antiguo	PROPN	ADJ;MASC;SG
ישן	viejos	ישן	viejo	PROPN	ADJ;MASC;PL
ישן	antigua	ישן	antiguo	PROPN	ADJ;FEM;SG
ישן	vieja	ישן	viejo	PROPN	ADJ;FEM;SG
ישן	duerme	ישן	dormir	PROPN	V;IND;SG;3;PRS;FIN
ישן	durmiendo	ישן	dormir	PROPN	V;V.MSDR
ישן	dormido	ישן	dormido	PROPN	ADJ;MASC;SG;V.PTCP
ישן	dormir	ישן	dormir	PROPN	V;NFIN
ישן	dormida	ישן	dormido	PROPN	ADJ;FEM;SG;V.PTCP
בק	beck	בק	beck		PROPN
בק	bec	בק	bec		N;MASC;SG
ימית	marinos	ימית	marino	PROPN	N;MASC;PL
ימית	marinas	ימית	marina	PROPN	N;FEM;PL
ימית	marino	ימית	marino	PROPN	N;MASC;SG
ימית	marina	ימית	marina	PROPN	N;FEM;SG
ימית	marine	ימית	marine	PROPN	N
ימית	marítimo	ימית	marítimo	PROPN	N;MASC;SG
ימית	marítimas	ימית	marítimo	PROPN	ADJ;FEM;PL
ימית	marítimos	ימית	marítimo	PROPN	N;MASC;PL
ימית	marítima	ימית	marítimo	PROPN	ADJ;FEM;SG
קאפ	tapa	קאפ	tapa	PROPN	N;FEM;SG
קאפ	pac	קאפ	pac	PROPN	N;MASC;SG
קאפ	cap	קאפ	cap	PROPN	
קאפ	capi	קאפ	capi	PROPN	
קאפ	gorra	קאפ	gorra	PROPN	N;FEM;SG
שרים	cante	שר	cante	N;MASC;PL	N;MASC;SG
שרים	canta	שר	cantar	N;MASC;PL	V;IND;SG;3;PRS;FIN
שרים	canto	שר	canto	N;MASC;PL	N;MASC;SG
שרים	canten	שר	cantar	N;MASC;PL	V;IMP;PL;3;FIN
שרים	sing	שר	sing	N;MASC;PL	
שרים	cantar	שר	cantar	N;MASC;PL	V;NFIN
שרים	canto	שר	canto	N;MASC;PL	N;MASC;SG
שרים	cantando	שר	cantar	N;MASC;PL	V;V.MSDR
שרים	cantar	שר	cantar	N;MASC;PL	V;NFIN
ההסכמה	consentir	ההסכם	consentir	PROPN	V;NFIN
ההסכמה	consentimiento	ההסכם	consentimiento	PROPN	N;MASC;SG
התשיעית	novena	התשיעית	noveno	ADV	ADJ;FEM;SG
התשיעית	noveno	התשיעית	noveno	ADV	ADJ;MASC;SG
ארלי	early	ארלי	early	PROPN	N
ארלי	primeros	ארלי	primero	PROPN	ADJ;MASC;PL
ארלי	temprano	ארלי	temprano	PROPN	ADV
הסוציאליסטית	socialistas	הסוציאליסטי	socialista	ADV	N;PL
הסוציאליסטית	socialista	הסוציאליסטי	socialista	ADV	N;SG
להתאים	ajuste	התאים	ajuste	V;NFIN;ACT	N;MASC;SG
הערב	tonight	הערב	tonight	ADV	N;SG
כרם	viña	כרם	viña	N;MASC;SG	
כרם	viñedos	כרם	viñedo	N;MASC;SG	N;MASC;PL
כרם	carm	כרם	carm	N;MASC;SG	
המצטיין	mvp	המצטיין	mvp	PROPN	N;MASC;SG
מפיקים	productores	הפיק	productor	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מפיקים	productoras	הפיק	productora	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
פרנקלין	franklin	פרנקלין	franklin	PROPN	N;MASC;SG
הוגו	hugo	הוגו	hugo	PROPN	N;MASC;SG
יחידים	individuos	יחיד	individuo	ADJ;MASC;PL	N;MASC;PL
תערוכה	exposiciones	תערוכה	exposición	N;FEM;SG	N;FEM;PL
תערוכה	exposiciones	תערוכה	exposición	N;FEM;SG	N;FEM;PL
תערוכה	exhibiciones	תערוכה	exhibición	N;FEM;SG	N;FEM;PL
מקורה	cubierta	קורה	cubierto	PROPN	ADJ;FEM;SG;V.PTCP
מקורה	cubiertas	קורה	cubierto	PROPN	ADJ;FEM;PL;V.PTCP
מקורה	cubierto	קורה	cubierto	PROPN	ADJ;MASC;SG;V.PTCP
מקורה	cubrió	קורה	cubrir	PROPN	V;IND;SG;3;PST;FIN
מקורה	cubiertos	קורה	cubierto	PROPN	ADJ;MASC;PL;V.PTCP
הקרובה	próximas	הקרובה	próximo	PROPN	ADJ;FEM;PL
הקרובה	próximo	הקרובה	próximo	PROPN	ADJ;MASC;SG
הקרובה	próximamente	הקרובה	próximamente	PROPN	ADV
הקרובה	próximos	הקרובה	próximo	PROPN	ADJ;MASC;PL
הוזמן	invita	הוזמן	invitar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PRS;FIN
הוזמן	invitado	הוזמן	invitado	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG;V.PTCP
הוזמן	invitada	הוזמן	invitada	V;MASC;SG;3;PST;PASS	ADJ;FEM;SG;V.PTCP
הוזמן	invitados	הוזמן	invitado	V;MASC;SG;3;PST;PASS	N;MASC;PL
נורה	nora	נורה	nora	V;MASC;SG;3;PST;MID	N;FEM;SG
נורה	tiro	נורה	tiro	V;MASC;SG;3;PST;MID	N;MASC;SG
נורה	shot	נורה	shot	V;MASC;SG;3;PST;MID	N
נורה	disparo	נורה	disparo	V;MASC;SG;3;PST;MID	N;MASC;SG
נורה	norah	נורה	norah	V;MASC;SG;3;PST;MID	N;FEM;SG
פופולרית	populares	פופולרית	popular	ADJ;FEM;SG	N;PL
היוצר	creadora	היוצר	creador	PROPN	ADJ;FEM;SG
היוצר	creador	היוצר	creador	PROPN	N;MASC;SG
ביתר	beitar	ביתר	beitar		N;MASC;SG
טרי	frescas	טרי	fresco		ADJ;FEM;PL
טרי	fresh	טרי	fresh		N
טרי	frescos	טרי	fresco		ADJ;MASC;PL
טרי	fresco	טרי	fresco		ADJ;MASC;SG
טרי	fresca	טרי	fresca		ADJ;FEM;SG
טרי	terri	טרי	terri		PROPN
טרי	teri	טרי	teri		N;FEM;SG
טרי	rizo	טרי	rezo		N;MASC;SG
טרי	terry	טרי	terry		PROPN
קלי	kelly	קלי	kelly		PROPN
מצטרף	une	הצטרף	unir	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מצטרף	uniéndose	הצטרף	uniéndose	V;MASC;SG;V.PTCP	PROPN
מצטרף	unirse	הצטרף	unir	V;MASC;SG;V.PTCP	PROPN
יון	ion	יון	ion	PROPN	N;MASC;SG
יון	iones	יון	ion	PROPN	N;MASC;PL
יון	yoon	יון	yoon	PROPN	N;SG
גרשון	gershon	גרשון	gershon	PROPN	N;SG
נוכחות	asistentes	נוכחות	asistente	N;FEM;SG	N;PL
חזקים	strong	חזק	strong	ADJ;MASC;PL	N
חזקים	fuerte	חזק	fuerte	ADJ;MASC;PL	ADJ;SG
מרקס	marx	מרקס	marx	PROPN	N;MASC;SG
מרקס	marks	מרקס	marks	PROPN	N
מרקס	marcas	מרקס	marca	PROPN	N;FEM;PL
כבדות	pesado	כבד	pesado	N;FEM;PL	ADJ;MASC;SG;V.PTCP
כבדות	heavy	כבד	heavy	N;FEM;PL	N;MASC;SG
כבדות	pesadas	כבד	pesado	N;FEM;PL	ADJ;FEM;PL;V.PTCP
כבדות	pesados	כבד	pesado	N;FEM;PL	ADJ;MASC;PL;V.PTCP
כבדות	pesada	כבד	pesado	N;FEM;PL	ADJ;FEM;SG;V.PTCP
סופרת	contando	סופר	contar	N;FEM;SG	V;V.MSDR
סופרת	contar	סופר	contar	N;FEM;SG	V;NFIN
מורכבות	complejidad	הורכב	complejidad	V;FEM;PL;V.PTCP;PASS	N;FEM;SG
נרשם	notado	נרשם	notar	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נרשם	observado	נרשם	observar	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
פליקס	felix	פליקס	felix	PROPN	PROPN
פליקס	félix	פליקס	félix	PROPN	PROPN
קפלן	kaplan	קפלן	kaplar	PROPN	PROPN
נהרס	destruida	נהרס	destruido	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נהרס	destruidas	נהרס	destruido	V;MASC;SG;3;PST;MID	ADJ;FEM;PL;V.PTCP
נהרס	destruidos	נהרס	destruido	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נהרס	destruido	נהרס	destruido	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נהרס	arruinada	נהרס	arruinado	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נהרס	arruinados	נהרס	arruinado	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נהרס	arruinado	נהרס	arruinar	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
מעורבת	involucrados	מעורב	involucrado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
מרגרט	margarita	מרגרט	margarita	PROPN	N;FEM;SG
נזכר	recordaron	נזכר	recordar	V;MASC;SG;3;PST;MID	V;IND;PL;3;PST;FIN
יעילות	eficiente	יעילות	eficiente	N;FEM;SG	ADJ;SG
יעילות	eficaz	יעילות	eficaz	N;FEM;SG	ADJ;SG
יעילות	eficientes	יעילות	eficiente	N;FEM;SG	ADJ;PL
יעילות	eficaz	יעילות	eficaz	N;FEM;SG	ADJ;SG
יעילות	efectivos	יעילות	efectivo	N;FEM;SG	N;MASC;PL
יעילות	efectiva	יעילות	efectivo	N;FEM;SG	ADJ;FEM;SG
המנהיג	dirigente	המנהיג	dirigente	PROPN	N;SG
המנהיג	lider	המנהיג	lider	PROPN	N;SG
המנהיג	leader	המנהיג	leader	PROPN	N;SG
