から	от	から	от	CONJ	ADP
非	неофициални	非	неофициален	N	ADJ;INDF;PL
非	неофициален	非	неофициален	N	ADJ;INDF;MASC;SG
非	неформални	非	неформален	N	ADJ;INDF;PL
非	неофициално	非	неофициален	N	ADV
非	неофициални	非	неофициален	N	ADJ;INDF;PL
非	неофициална	非	неофициален	N	ADJ;INDF;FEM;SG
アトラス	атлас	アトラス	атлас	PROPN	N;INDF;MASC;SG
巫女	мико	巫女	мико		N;INDF;MASC;SG
モナコ	монако	モナコ	монако	PROPN	N;INDF;MASC;SG
便利	удобно	便利	удобно	ADJ	ADV
便利	удобство	便利	удобство	ADJ	N;INDF;NEUT;SG
腫瘍	тумор	腫瘍	тумор		N;INDF;MASC;SG
腫瘍	тумор	腫瘍	тумор		N;INDF;MASC;SG
ヒルズ	хълмове	ヒルズ	хълм	PROPN	N;INDF;MASC;PL
ヒルズ	хилс	ヒルズ	хилс	PROPN	PROPN;INDF;MASC;SG
アリア	ария	アリア	ария	PROPN	PROPN;INDF;FEM;SG
アリア	ариа	アリア	ариа	PROPN	N;INDF;NEUT;SG
ハリケーン	ураган	ハリケーン	ураган	PROPN	N;INDF;MASC;SG
ハリケーン	урагани	ハリケーン	ураганин	PROPN	N;INDF;MASC;PL
ハリケーン	урагана	ハリケーン	ураган	PROPN	N;DEF;MASC;SG
ハリケーン	ураганът	ハリケーン	ураган	PROPN	N;DEF;MASC;SG
アリー	али	アリー	али	PROPN	PROPN;INDF;MASC;SG
アリー	али	アリー	али	PROPN	PROPN;INDF;MASC;SG
アリー	съюзник	アリー	съюзник	PROPN	N;INDF;MASC;SG
アリー	али	アリー	али	PROPN	PROPN;INDF;MASC;SG
ブドウ	гроздова	ブドウ	гроздова	N	ADJ;INDF;FEM;SG
ポルシェ	порше	ポルシェ	порше	PROPN	N;INDF;NEUT;SG
フレンド	приятелка	フレンド	приятелка	PROPN	N;INDF;FEM;SG
フレンド	приятелю	フレンド	приятел	PROPN	INTJ
フレンド	приятел	フレンド	приятел	PROPN	N;INDF;MASC;SG
デュエット	дует	デュエット	дует	PROPN	N;INDF;MASC;SG
支払う	заплащане	支払う	заплащане	V	N;INDF;NEUT;SG
オクラホマ	оклахома	オクラホマ	оклахом	PROPN	PROPN;INDF;MASC;SG
フレッド	фред	フレッド	фред	PROPN	PROPN;INDF;MASC;SG
エリー	ели	エリー	ели	PROPN	N;INDF;FEM;SG
エリー	ели	エリー	ели	PROPN	N;INDF;FEM;SG
承継	наследяването	承継	наследяване	V	N;DEF;NEUT;SG
フィッシャー	фишер	フィッシャー	фишер	PROPN	N;INDF;MASC;SG
フィッシャー	фишър	フィッシャー	фишър	PROPN	N;INDF;MASC;SG
フィッシャー	фишер	フィッシャー	фишер	PROPN	N;INDF;MASC;SG
フィッシャー	фишър	フィッシャー	фишър	PROPN	N;INDF;MASC;SG
集積	натрупване	集積	натрупване	V	N;INDF;NEUT;SG
漏れ	изтичане	漏れ	изтичане		N;INDF;NEUT;SG
漏れ	теч	漏れ	теч		N;INDF;MASC;SG
狩猟	ловен	狩猟	ловен	N	ADJ;INDF;MASC;SG
いたずら	пакост	いたずら	пакост	ADJ	N;INDF;FEM;SG
いたずら	пакости	いたずら	пакостя	ADJ	N;INDF;FEM;PL
いたずら	палава	いたずら	палавам-(се)	ADJ	N;INDF;FEM;SG
ジャム	запазва	ジャム	запазвам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
ジャム	джем	ジャム	джем	N	PROPN;INDF;MASC;SG
ジャム	засича	ジャム	засичам-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
ボルチモア	балтимор	ボルチモア	балтимор	PROPN	N;INDF;MASC;SG
チャック	чък	チャック	чък	N	PROPN;INDF;MASC;SG
モリス	морис	モリス	морис	PROPN	PROPN;INDF;MASC;SG
モロッコ	мароко	モロッコ	мароко	PROPN	N;INDF;MASC;SG
モロッコ	марокански	モロッコ	марокански	PROPN	ADJ;INDF;MASC;SG
フレッシュ	пресни	フレッシュ	пресен	N	ADJ;INDF;PL
フレッシュ	прясно	フレッシュ	прясно	N	ADV
フレッシュ	свежо	フレッシュ	свеж	N	ADV
フレッシュ	свежа	フレッシュ	свеж	N	ADJ;INDF;FEM;SG
パット	пат	パット	пат	PROPN	N;INDF;MASC;SG
ふた	капак	ふうだ	капак		N;INDF;MASC;SG
まあ	еее	まあ	ее	CONJ	INTJ
メルボルン	мелбърн	メルボルン	мелбърн	PROPN	N;INDF;MASC;SG
完璧	перфектно	完璧	перфектно	ADJ	ADV
完璧	съвършенството	完璧	съвършенство	ADJ	N;DEF;NEUT;SG
完璧	съвършенство	完璧	съвършенство	ADJ	N;INDF;NEUT;SG
コスタ	коста	コスタ	коста	PROPN	N;INDF;FEM;SG
五月	май	五月	май	N	PROPN;INDF;MASC;SG
サンシャイン	слънчице	サンシャイン	слънчице	PROPN	N;INDF;NEUT;SG
サンシャイン	слънце	サンシャイン	слънце	PROPN	N;INDF;NEUT;SG
ミカ	мика	ミカ	мика	PROPN	N;INDF;MASC;SG
ウサギ	зайо	ウサギ	зайо	N	INTJ
ダニー	дани	ダニー	дани	PROPN	N;INDF;MASC;SG
補完	довършване	補完	довършване	V	N;INDF;NEUT;SG
補完	приключване	補完	приключване	V	N;INDF;NEUT;SG
補完	завършване	補完	завършване	V	N;INDF;NEUT;SG
常時	постоянно	常時	постоянно	N	ADV
常時	непрестанно	常時	непрестанно	N	ADV
常時	непрекъснато	常時	непрекъснато	N	ADV
クック	готви	クック	готвя	PROPN	V;IPFV;IMP;SG;2;FIN
クック	кук	クック	кук	PROPN	N;INDF;MASC;SG
クック	готвач	クック	готвач	PROPN	N;INDF;MASC;SG
クック	готвене	クック	готвене	PROPN	N;INDF;NEUT;SG
娯楽	развлечения	娯楽	развлекение		N;INDF;NEUT;PL
娯楽	забавления	娯楽	забавление		N;INDF;NEUT;PL
娯楽	забавление	娯楽	забавление		N;INDF;NEUT;SG
娯楽	развлечение	娯楽	развлечение		N;INDF;NEUT;SG
ローザ	роза	ローザ	роза	PROPN	N;INDF;FEM;SG
ローザ	роса	ローザ	рос	PROPN	N;INDF;FEM;SG
追求	преследване	追求	преследване	V	N;INDF;NEUT;SG
レディース	дамски	レディース	дамски	N	ADJ;INDF;SG
ローリー	рали	ローリー	рали	PROPN	N;INDF;NEUT;SG
ローリー	рори	ローリー	роря	PROPN	PROPN;INDF;MASC;SG
しのぶ	шинобу	しのぶ	шинобу	PROPN	N;INDF;MASC;SG
サムライ	самурай	サムライ	самурай	PROPN	N;INDF;MASC;SG
サムライ	самураи	サムライ	самурай	PROPN	N;INDF;MASC;PL
素晴らしい	удивително	素晴らしい	удивително	ADJ	ADV
素晴らしい	изумително	素晴らしい	изумително	ADJ	ADV
素晴らしい	невероятно	素晴らしい	невероятно	ADJ	ADV
レーシング	състезателни	レーシング	състезателен	PROPN	ADJ;INDF;PL
レーシング	надбягвания	レーシング	надбягване	PROPN	N;INDF;NEUT;PL
レーシング	състезания	レーシング	състезание	PROPN	N;INDF;NEUT;PL
警報	предупреждение	警報	предупреждение	V	N;INDF;NEUT;SG
うどん	удон	うどん	удон	N	PROPN;INDF;MASC;SG
炎上	пламъци	炎上	пламък	V	N;INDF;MASC;PL
炎上	пламъците	炎上	пламък	V	N;DEF;MASC;PL
ランディ	ранди	ランディ	ранд	PROPN	N;INDF;MASC;SG
ジョルジュ	жорж	ジョルジュ	жорж	PROPN	PROPN;INDF;MASC;SG
知能	интелигентен	知能	интелигентен	N	ADJ;INDF;MASC;SG
知能	интелигентно	知能	интелигентно	N	ADV
知能	интелигентна	知能	интелигентен	N	ADJ;INDF;FEM;SG
知能	интелигентни	知能	интелигентен	N	ADJ;INDF;PL
リヨン	лайън	リヨン	лайън	PROPN	N;INDF;MASC;SG
リヨン	лион	リヨン	лион	PROPN	PROPN;INDF;MASC;SG
オンタリオ	онтарио	オンタリオ	онтарио	PROPN	PROPN;INDF;MASC;SG
通訳	преводач	通訳	преводач	V	N;INDF;MASC;SG
通訳	тълкуване	通訳	тълкуване	V	N;INDF;NEUT;SG
通訳	интерпретация	通訳	интерпретация	V	N;INDF;FEM;SG
通訳	тълкуването	通訳	тълкуване	V	N;DEF;NEUT;SG
ドロップ	хвърли	ドロップ	хвърля-(се)	N	V;PFV;IMP;SG;2;FIN
カーター	картър	カーター	картър	PROPN	PROPN;INDF;MASC;SG
配達	доставяне	配達	доставяне	V	N;INDF;NEUT;SG
配達	доставката	配達	доставка	V	N;DEF;FEM;SG
配達	доставка	配達	доставка	V	N;INDF;FEM;SG
婚姻	женитба	婚姻	женитба	V	N;INDF;FEM;SG
婚姻	брака	婚姻	брак	V	N;DEF;MASC;SG
婚姻	брак	婚姻	брак	V	N;INDF;MASC;SG
婚姻	сватба	婚姻	сватба	V	N;INDF;FEM;SG
婚姻	бракът	婚姻	брак	V	N;DEF;MASC;SG
レバノン	ливански	レバノン	ливански	PROPN	ADJ;INDF;MASC;SG
レバノン	ливан	レバノン	ливан	PROPN	N;INDF;MASC;SG
ジョナサン	джонатан	ジョナサン	джонатам	PROPN	PROPN;INDF;MASC;SG
榎本	еномото	榎本	еном	PROPN	N;DEF;NEUT;SG
のぞみ	нозоми	のぞみ	нозом	PROPN	N;INDF;MASC;SG
ハンブルク	хамбург	ハンブルク	хамбург	PROPN	PROPN;INDF;MASC;SG
デイヴィス	дейвис	デイヴィス	дейвис	PROPN	PROPN;INDF;MASC;SG
ケープ	нос	ケープ	нос	PROPN	N;INDF;MASC;SG
ケープ	кейп	ケープ	кейп	PROPN	N;INDF;MASC;SG
ケープ	кабо	ケープ	кабо	PROPN	PROPN;SG
ケープ	наметало	ケープ	наметало	PROPN	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
ガルシア	гарсия	ガルシア	гарсия	PROPN	PROPN;INDF;FEM;SG
ガルシア	гарсия	ガルシア	гарсия	PROPN	PROPN;INDF;FEM;SG
綾子	аяко	綾子	аяко	PROPN	N;INDF;MASC;SG
百済	пекче	百済	пекче	PROPN	N;INDF;MASC;PL
エストニア	естония	エストニア	естония	PROPN	PROPN;INDF;FEM;SG
特権	привилегировани	特権	привилегировам	N	V;PFV;INDF;PL;V.PTCP;PASS
特権	привилегирован	特権	привилегировам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
メリー	весела	メリー	весел	PROPN	ADJ;INDF;FEM;SG
脅迫	заплашително	脅迫	заплашително	V	ADV
脅迫	заплахи	脅迫	заплаха	V	N;INDF;FEM;PL
脅迫	сплашване	脅迫	сплашване	V	N;INDF;NEUT;SG
脅迫	изнудване	脅迫	изнудване	V	N;INDF;NEUT;SG
信玄	шинген	信玄	шинген	PROPN	N;INDF;MASC;SG
遭難	беда	遭難	беда	V	N;INDF;FEM;SG
オファー	предложи	オファー	предложа	N	V;PFV;IND;SG;3;PST;FIN;ACT
線形	линейни	線形	линеен	N	ADJ;INDF;PL
線形	линеен	線形	линеен	N	ADJ;INDF;MASC;SG
線形	линейна	線形	линеен	N	ADJ;INDF;FEM;SG
リプレイ	повтаряне	リプレイ	повтаряне	PROPN	N;INDF;NEUT;SG
リプレイ	повторение	リプレイ	повторение	PROPN	N;INDF;NEUT;SG
コンチネンタル	континентална	コンチネンタル	континентален	PROPN	ADJ;INDF;FEM;SG
ウズベキスタン	узбекистан	ウズベキスタン	узбекистан	PROPN	PROPN;INDF;MASC;SG
釈放	пускане	釈放	пускане	V	N;INDF;NEUT;SG
釈放	освобождаване	釈放	освобождаване	V	N;INDF;NEUT;SG
メイ	май	メイ	май	PROPN	PROPN;INDF;MASC;SG
高額	скъпо	高額	скъпо	ADJ	ADV
ディビジョン	участък	ディビジョン	участък	PROPN	N;INDF;MASC;SG
ディビジョン	разделение	ディビジョン	разделение	PROPN	N;INDF;NEUT;SG
ディビジョン	дивизия	ディビジョン	дивизия	PROPN	N;INDF;FEM;SG
ディビジョン	деление	ディビジョン	деление	PROPN	N;INDF;NEUT;SG
安部	ейб	安部	ейб	PROPN	N;INDF;MASC;SG
御所	gose	御所	gose	PROPN	N;INDF;PL
不当	несправедливо	不当	несправедливо	ADJ	ADV
非	непубликувано	非	непубликувано	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
非	непубликувани	非	непубликувам	N	V;PFV;INDF;PL;V.PTCP;PASS
非	частни	非	частен	N	ADJ;INDF;PL
非	частно	非	частен	N	ADV
非	частна	非	частен	N	ADJ;INDF;FEM;SG
非	личен	非	личен	N	ADJ;INDF;MASC;SG
非	частен	非	частен	N	ADJ;INDF;MASC;SG
水族館	аквариум	水族館	аквариум		N;INDF;MASC;SG
水族館	аквариуми	水族館	аквариум		N;INDF;MASC;PL
ロスト	изгубено	ロスト	изгубя-(се)	N	ADV
ロスト	изгубени	ロスト	изгубен	N	ADJ;INDF;PL
ロスト	изгубена	ロスト	изгубя-(се)	N	ADJ;INDF;FEM;SG
ロスト	изгубен	ロスト	изгубен	N	ADJ;INDF;MASC;SG
フライング	летящи	フライング	летящ	N	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
フライング	лети	フライング	летя	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
平等	равенство	平等	равенство	ADJ	N;INDF;NEUT;SG
平等	равнопоставеност	平等	равнопоставеност	ADJ	N;INDF;FEM;SG
平等	равенството	平等	равенство	ADJ	N;DEF;NEUT;SG
混雑	задръстванията	混雑	задръстване	V	N;DEF;NEUT;PL
うさぎ	зайо	うさぎ	зайо	N	INTJ
仕上げ	довършване	仕上げる	довършване	V	N;INDF;NEUT;SG
仕上げ	завършване	仕上げる	завършване	V	N;INDF;NEUT;SG
進入	подход	進入	подход	V	N;INDF;MASC;SG
ロータリー	ротационен	ロータリー	ротационен	N	ADJ;INDF;MASC;SG
春樹	харуки	春樹	харуки	PROPN	N;INDF;FEM;PL
御殿	goten	御殿	goten	N	PROPN;INDF;MASC;SG
クルス	круз	クルス	круз	PROPN	PROPN;INDF;MASC;SG
クルス	крус	クルス	крус	PROPN	PROPN
ザール	саар	ザール	саар	PROPN	PROPN;INDF;MASC;SG
去る	напускане	去る	напускане	V	N;INDF;NEUT;SG
独身	необвързан	独身	необвързан	N	ADJ;INDF;MASC;SG
独身	единична	独身	единичен	N	ADJ;INDF;FEM;SG
独身	необвързана	独身	побвържа	N	ADJ;INDF;FEM;SG
独身	единичен	独身	единичен	N	ADJ;INDF;MASC;SG
ミッドナイト	полунощ	ミッドナイト	полунощ	PROPN	N;INDF;FEM;SG
真夜	полунощ	真夜	полунощ	ADJ	N;INDF;FEM;SG
ピック	избери	ピック	изберя	N	V;PFV;IMP;SG;2;FIN
かおる	каору	かおる	каору		PROPN;INDF;MASC;SG
セルゲイ	сергей	セルゲイ	сергей	PROPN	PROPN;INDF;MASC;SG
セルゲイ	сергий	セルゲイ	сергий	PROPN	N;INDF;MASC;SG
アルジェリア	алжирски	アルジェリア	алжирски	PROPN	ADJ;INDF;MASC;SG
アルジェリア	алжир	アルジェリア	алжир	PROPN	N;INDF;MASC;SG
ドラッグ	лекарства	ドラッグ	лекарство	V	N;INDF;NEUT;PL
ドラッグ	дрога	ドラッグ	дрога	V	N;INDF;FEM;SG
ドラッグ	наркотици	ドラッグ	наркотик	V	N;INDF;MASC;PL
ドラッグ	влачене	ドラッグ	влачене	V	N;INDF;NEUT;SG
ドラッグ	дрога	ドラッグ	дрога	V	N;INDF;FEM;SG
ドラッグ	наркотик	ドラッグ	наркотик	V	N;INDF;MASC;SG
ドラッグ	наркотици	ドラッグ	наркотик	V	N;INDF;MASC;PL
ドラッグ	лекарство	ドラッグ	лекарство	V	N;INDF;NEUT;SG
ミャンマー	мианмар	ミャンマー	мианмар	PROPN	N;INDF;MASC;SG
右京	укио	右京	укио	PROPN	N;INDF;MASC;SG
星雲	мъглявина	星雲	мъглявина	PROPN	N;INDF;FEM;SG
星雲	мъглявини	星雲	мъглявина	PROPN	N;INDF;FEM;PL
敗者	губещи	敗者	губя-(се)	N	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
敗者	губещ	敗者	губещ	N	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
休憩	прекъсване	休憩	прекъсване	V	N;INDF;NEUT;SG
休憩	почивка	休憩	почивка	V	N;INDF;FEM;SG
休憩	антракта	休憩	антракт	V	N;DEF;MASC;SG
ミハイル	михаил	ミハイル	михаил	PROPN	PROPN;INDF;MASC;SG
ワット	уат	ワット	уат	PROPN	PROPN;INDF;MASC;SG
ブンデスリーガ	бундеслига	ブンデスリーガ	бундеслига	PROPN	N;INDF;FEM;SG
雅子	масако	雅子	масако	PROPN	N;INDF;MASC;SG
ウルグ	уругвайски	ウルグ	уругвайски	PROPN	PROPN;INDF;MASC;SG
ウルグ	уругвай	ウルグ	уругвам	PROPN	V;IPFV;IMP;SG;2;FIN
自慢	горди	自慢	горд	N	ADJ;INDF;PL
自慢	горда	自慢	горд	N	ADJ;INDF;FEM;SG
自慢	горд	自慢	горд	N	ADJ;INDF;MASC;SG
屋内	закрито	屋内	закрито	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
屋内	закрито	屋内	закрито	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
許し	опрощаване	許す	опрощаване	V	N;INDF;NEUT;SG
許し	прошката	許す	прошка	V	N;DEF;FEM;SG
許し	опрощение	許す	опрощение	V	N;INDF;NEUT;SG
許し	прошка	許す	прошка	V	N;INDF;FEM;SG
コマーシャル	търговско	コマーシャル	търговски	N	ADV
コマーシャル	търговска	コマーシャル	търговски	N	ADJ;INDF;FEM;SG
コマーシャル	търговски	コマーシャル	търговски	N	ADJ;INDF;MASC;SG
匿名	анонимни	匿名	анонимен	N	ADJ;INDF;PL
匿名	анонимна	匿名	анонимен	N	ADJ;INDF;FEM;SG
匿名	анонимно	匿名	анонимно	N	ADV
速い	бързо	速い	бързо	ADJ	ADV
ジョーダン	джордън	ジョーダン	джордън	PROPN	N;INDF;MASC;SG
ジョーダン	йордан	ジョーダン	йордан	PROPN	PROPN;INDF;MASC;SG
ジョーダン	йордания	ジョーダン	йордания	PROPN	PROPN;INDF;FEM;SG
ジョーダン	джордан	ジョーダン	джордан	PROPN	PROPN;INDF;MASC;SG
飛騨	хида	飛騨	хид		N;INDF;FEM;SG
あし	утре	あし	утре	V	ADV
落ちる	есента	落ちる	есен	V	N;DEF;FEM;SG
落ちる	падане	落ちる	падане	V	N;INDF;NEUT;SG
落ちる	есен	落ちる	есен	V	N;INDF;FEM;SG
クタ	кута	クタ	кутам	PROPN	N;INDF;MASC;SG
ドバイ	дубай	ドバイ	дубай	PROPN	N;INDF;MASC;SG
えみ	еми	えみ	еми	PROPN	PROPN;INDF;MASC;SG
えみ	emi	えみ	emi	PROPN	PROPN;INDF;NEUT;SG
クーパー	купър	クーパー	купър	PROPN	PROPN;INDF;MASC;SG
ニコラス	николас	ニコラス	николас	PROPN	PROPN;INDF;MASC;SG
ニコラス	никълъс	ニコラス	никълъс	PROPN	PROPN;INDF;MASC;SG
エイリアン	извънземна	エイリアン	извънземен	PROPN	ADJ;INDF;FEM;SG
エイリアン	извънземни	エイリアン	извънземен	PROPN	ADJ;INDF;PL
エイリアン	извънземен	エイリアン	извънземен	PROPN	ADJ;INDF;MASC;SG
エイリアン	извънземно	エイリアン	извънземно	PROPN	ADV
エイリアン	извънземни	エイリアン	извънземен	PROPN	ADJ;INDF;PL
エイリアン	пришълци	エイリアン	пришълец	PROPN	N;INDF;MASC;PL
カスティーリャ	кастилия	カスティーリャ	кастилия	PROPN	N;INDF;FEM;SG
ロイド	лойд	ロイド	лойд	PROPN	PROPN;INDF;MASC;SG
スバル	субару	スバル	субару	PROPN	N;INDF;NEUT;SG
ウィズ	уиз	ウィズ	уиз	PROPN	ADJ
アクティブ	активна	アクティブ	активна	N	ADJ;INDF;FEM;SG
アクティブ	активно	アクティブ	активно	N	ADV
アクティブ	активни	アクティブ	активен	N	ADJ;INDF;PL
アクティブ	активен	アクティブ	активен	N	ADJ;INDF;MASC;SG
シオン	сион	シオン	сион	PROPN	PROPN;INDF;MASC;SG
シオン	теон	シオン	теон	PROPN	PROPN;INDF;MASC;SG
カノン	канон	カノン	канон	PROPN	N;INDF;MASC;SG
怖い	страшно	怖い	страшно	ADJ	ADV
怖い	уплашен	怖い	уплашен	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
怖い	изплашена	怖い	изплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
怖い	изплашен	怖い	изплаша-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
怖い	уплашена	怖い	уплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
怖い	уплашени	怖い	уплаша-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
ジャマイカ	ямайка	ジャマイカ	ямайка	PROPN	N;INDF;FEM;SG
ジャマイカ	ямайски	ジャマイカ	ямайски	PROPN	PROPN;INDF;MASC;SG
罰金	глобен	罰金	глобен	N	ADJ;INDF;MASC;SG
軽い	светло	軽い	светло	ADJ	ADV
軽い	светлина	軽い	светлина	ADJ	N;INDF;FEM;SG
軽い	светлината	軽い	светлина	ADJ	N;DEF;FEM;SG
アンコール	бис	アンコール	бис	PROPN	N;INDF;NEUT;SG
アンコール	ангкор	アンコール	ангкор	PROPN	N;INDF;MASC;SG
フェルト	почувствах	フェルト	почувствам-(се)	N	V;PFV;IND;SG;1;PST;FIN;ACT
転移	преход	転移	преход	V	N;INDF;MASC;SG
馬鹿	идиот	馬鹿	идиот		N;INDF;MASC;SG
奇数	странна	奇数	странен	N	ADJ;INDF;FEM;SG
奇数	странно	奇数	странно	N	ADV
奇数	странен	奇数	странен	N	ADJ;INDF;MASC;SG
ラット	рат	ラット	рат	PROPN	N;INDF;MASC;PL
ラット	плъх	ラット	плъх	PROPN	N;INDF;MASC;SG
ラット	плъхове	ラット	плъх	PROPN	N;INDF;MASC;PL
ルクセンブルク	люксембург	ルクセンブルク	люксембург	PROPN	N;INDF;MASC;SG
クレーン	крейн	クレーン	крейн	N	PROPN;INDF;MASC;SG
シャワー	душа	シャワー	душа	PROPN	N;INDF;FEM;SG
シャワー	душ	シャワー	душ	PROPN	N;INDF;MASC;SG
シャワー	душове	シャワー	душ	PROPN	N;INDF;MASC;PL
マヌエル	мануел	マヌエル	мануел	PROPN	PROPN;INDF;MASC;SG
ペリー	пери	ペリー	пери	PROPN	PROPN;INDF;MASC;SG
ジャガー	ягуар	ジャガー	ягуар	PROPN	N;INDF;MASC;SG
イヴァン	ванка	イヴァン	ванка	PROPN	N;INDF;FEM;SG
イヴァン	айвън	イヴァン	айвън	PROPN	PROPN;INDF;MASC;SG
イヴァン	иван	イヴァン	иван	PROPN	PROPN;INDF;MASC;SG
イヴァン	иване	イヴァン	ивана	PROPN	N;INDF;NEUT;SG
キラー	убийствен	キラー	убийствен	PROPN	ADJ;INDF;MASC;SG
キラー	убиец	キラー	убиец	PROPN	N;INDF;MASC;SG
津島	цушима	津島	цушим	PROPN	N;INDF;FEM;SG
ブダペスト	будапеща	ブダペスト	будапеща	PROPN	PROPN;INDF;FEM;SG
髪型	прическата	髪型	прически	N	ADJ;DEF;FEM;SG
髪型	прически	髪型	прически	N	ADJ;INDF;PL
十字	крос	十字	крос	N	PROPN;INDF;MASC;SG
シンシナティ	синсинати	シンシナティ	синсинат	PROPN	N;INDF;MASC;SG
フィレンツェ	флорънс	フィレンツェ	флорънс	PROPN	PROPN;INDF;FEM;SG
フィレンツェ	флоренция	フィレンツェ	флоренция	PROPN	N;INDF;FEM;SG
クリーン	чисто	クリーン	чисто	N	ADV
クリーン	чист	クリーン	чист	N	ADJ;INDF;MASC;SG
クリーン	чисти	クリーン	чистя	N	ADJ;INDF;PL
クリーン	чиста	クリーン	чист	N	ADJ;INDF;FEM;SG
こんにち	здравей	こんにち	здравей	N	INTJ
アラバマ	алабама	アラバマ	алабама	PROPN	N;DEF;MASC;SG
略奪	грабежи	略奪	грабеж	V	N;INDF;MASC;PL
発現	проява	発現	проява	V	N;INDF;FEM;SG
ミッキー	мики	ミッキー	мика	PROPN	N;INDF;MASC;SG
ルーズベルト	рузвелт	ルーズベルト	рузвелт	PROPN	N;INDF;MASC;SG
跨線	надлеза	跨線	надлежа	PROPN	N;DEF;MASC;SG
反転	обратна	反転	обратен	V	ADJ;INDF;FEM;SG
反転	обратен	反転	обратя	V	ADJ;INDF;MASC;SG
反転	обръщане	反転	обръщане	V	N;INDF;NEUT;SG
反転	обръщане	反転	обръщане	V	N;INDF;NEUT;SG
反転	флип	反転	флип	V	N;INDF;MASC;SG
ナナ	нана	ナナ	нана	PROPN	N;INDF;FEM;SG
運ぶ	носене	運ぶ	носене	V	N;INDF;NEUT;SG
パイレーツ	пиратите	パイレーツ	пират	PROPN	N;DEF;MASC;PL
パイレーツ	пирати	パイレーツ	пират	PROPN	N;INDF;MASC;PL
封鎖	блокада	封鎖	блокада	V	N;INDF;FEM;SG
鋳造	кастинг	鋳造	кастинг	V	N;INDF;MASC;SG
マウンテン	планински	マウンテン	планински	N	ADJ;INDF;MASC;SG
リナ	рина	リナ	рина	PROPN	N;INDF;FEM;SG
リナ	лина	リナ	лина	PROPN	N;INDF;FEM;SG
緊張	нервна	緊張	нервен	V	ADJ;INDF;FEM;SG
緊張	нервни	緊張	нервен	V	ADJ;INDF;PL
緊張	нервен	緊張	нервен	V	ADJ;INDF;MASC;SG
緊張	нервно	緊張	нервно	V	ADV
緊張	напрегнато	緊張	напрегна	V	ADV
緊張	напрегнат	緊張	напрегна	V	ADJ;DEF;MASC;SG
緊張	напрегната	緊張	напрегна	V	ADJ;DEF;FEM;SG
緊張	напрегнати	緊張	напрегна-(се)	V	ADJ;INDF;PL
緊張	напрежение	緊張	напрежение	V	N;INDF;NEUT;SG
イアン	иън	イアン	иън	PROPN	PROPN;INDF;MASC;SG
イアン	йън	イアン	йън	PROPN	N;INDF;MASC;SG
増やす	увеличаване	増やす	увеличаване	V	N;INDF;NEUT;SG
増やす	увеличение	増やす	увеличение	V	N;INDF;NEUT;SG
増やす	повишаване	増やす	повишаване	V	N;INDF;NEUT;SG
黒沢	куросава	黒沢	куросав	PROPN	N;DEF;MASC;SG
哺乳類	бозайниците	哺乳類	бозайник	PROPN	N;DEF;MASC;PL
哺乳類	бозайници	哺乳類	бозайник	PROPN	N;INDF;FEM;PL
哺乳類	бозайници	哺乳類	бозайник	PROPN	N;INDF;FEM;PL
哺乳類	бозайник	哺乳類	бозайник	PROPN	N;INDF;MASC;SG
ロペス	лопес	ロペス	лопес	PROPN	PROPN;INDF;MASC;SG
ロペス	лопез	ロペス	лопез	PROPN	PROPN;INDF;FEM;SG
ロペス	лопес	ロペス	лопес	PROPN	PROPN;INDF;MASC;SG
正樹	масаки	正樹	масаки	PROPN	N;INDF;FEM;PL
樹	смола	樹	смол	PROPN	N;INDF;FEM;SG
コスモ	козмо	コスモ	козмо	PROPN	N;INDF;MASC;SG
アドバイザー	съветник	アドバイザー	съветник		N;INDF;MASC;SG
アドバイザー	съветници	アドバイザー	съветник		N;INDF;MASC;PL
アドバイザー	консултанти	アドバイザー	консултант		N;INDF;MASC;PL
アドバイザー	съветник	アドバイザー	съветник		N;INDF;MASC;SG
グリー	веселие	グリー	веселие	PROPN	N;INDF;NEUT;SG
ウィル	уил	ウィル	ухл	PROPN	PROPN;INDF;MASC;SG
ヨハネス	йоханес	ヨハネス	йоханес	PROPN	PROPN;INDF;MASC;SG
破棄	отнето	破棄	отнема	V	ADV
破棄	изхвърляне	破棄	изхвърляне	V	N;INDF;NEUT;SG
ロイ	рой	ロイ	рой	PROPN	PROPN;INDF;MASC;SG
