של	шел	של	шел	PART;GEN	N;INDF;MASC;SG
מקבילים	паралелно	הקביל	паралелно	V;MASC;PL;V.PTCP;ACT	ADV
מקבילים	успоредно	הקביל	успореден	V;MASC;PL;V.PTCP;ACT	ADV
מקבילים	успоредни	הקביל	успореден	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;PL
מקבילים	паралелна	הקביל	паралелен	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;FEM;SG
מקבילים	паралелни	הקביל	паралелен	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;PL
גארי	гери	גארי	гера	PROPN	N;INDF;FEM;SG
גארי	гари	גארי	гара	PROPN	PROPN;INDF;MASC;SG
הבטיח	обещано	הבטיח	обещано	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
טאון	град	טאון	град	PROPN	N;INDF;MASC;SG
טאון	градът	טאון	град	PROPN	N;DEF;MASC;SG
טאון	градче	טאון	градче	PROPN	N;INDF;NEUT;SG
זרע	сперма	זרע	сперма		N;INDF;FEM;SG
זרע	сперма	זרע	сперма		N;INDF;FEM;SG
זרע	семе	זרע	семе		N;INDF;NEUT;SG
זרע	семена	זרע	семе		N;INDF;NEUT;PL
בנט	бенет	בנט	бенет		PROPN;INDF;FEM;SG
בנט	бент	בנט	бент		N;INDF;MASC;SG
בנט	бенет	בנט	бенет		PROPN;INDF;FEM;SG
נהרסו	унищожени	נהרס	унищожа	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נהרסו	унищожена	נהרס	унищожа	V;PL;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נהרסו	разрушени	נהרס	разруша-(се)	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נהרסו	унищожен	נהרס	унищожен	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נהרסו	унищожено	נהרס	унищожа	V;PL;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
פקודה	нареждания	פקודה	нареждане	N;FEM;SG	N;INDF;NEUT;PL
פקודה	заповеди	פקודה	заповедя	N;FEM;SG	N;INDF;MASC;PL
פקודה	поръчки	פקודה	поръчка	N;FEM;SG	N;INDF;FEM;PL
שבתאי	сатурн	שבתאי	сатурн		PROPN;INDF;MASC;SG
אורוגוואי	уругвай	אורוגוואי	уругвам	PROPN	V;IPFV;IMP;SG;2;FIN
מוערך	ценен	הוערך	ценен	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מעוניינים	заинтересована	מעוניין	заинтересован	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מעוניינים	заинтригуван	מעוניין	заинтригувам	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מעוניינים	заинтересуван	מעוניין	заинтересувам-(се)	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מעוניינים	заинтересован	מעוניין	заинтересовам	ADJ;MASC;PL	ADJ;INDF;MASC;SG
קטר	локомотив	קטר	локомотив	PROPN	N;INDF;MASC;SG
ניב	диалект	ניב	диалект	PROPN	N;INDF;MASC;SG
ניב	говор	ניב	говор	PROPN	N;INDF;MASC;SG
אמנותית	артистична	אמנותי	артистичен	ADV	ADJ;INDF;FEM;SG
אמנותית	художествена	אמנותי	художествен	ADV	ADJ;INDF;FEM;SG
אמנותית	артистичен	אמנותי	артистичен	ADV	ADJ;INDF;MASC;SG
חשד	заподозрян	חשד	заподозра	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
חשד	подозрителна	חשד	подозрителен	N;MASC;SG	ADJ;INDF;FEM;SG
חשד	подозрителен	חשד	подозрителен	N;MASC;SG	ADJ;INDF;MASC;SG
חשד	подозрителни	חשד	подозрителен	N;MASC;SG	ADJ;INDF;PL
חשד	подозрително	חשד	подозрително	N;MASC;SG	ADV
חשד	подозрения	חשד	подозрение	N;MASC;SG	N;INDF;NEUT;PL
השוער	портиерът	השוער	портиер	PROPN	N;DEF;MASC;SG
השוער	портиер	השוער	портиер	PROPN	N;INDF;MASC;SG
השוער	портиера	השוער	портиер	PROPN	N;DEF;MASC;SG
לז	лес	לז	лес		N;INDF;MASC;SG
באף	бъф	באף	бъф		N;INDF;MASC;SG
קדושים	свято	קדוש	свят	N;MASC;PL	N;INDF;NEUT;SG
קדושים	свети	קדוש	свет	N;MASC;PL	N;INDF;MASC;SG
קדושים	свята	קדוש	свят	N;MASC;PL	N;INDF;FEM;SG
צמוד	стегнат	צמוד	стегна-(се)		ADJ;INDF;MASC;SG
צמוד	стегнато	צמוד	стегна-(се)		ADV
צמוד	здраво	צמוד	здраво		ADV
צמוד	стегната	צמוד	стегна		ADJ;DEF;FEM;SG
מעניק	дарител	העניק	дарител	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מעניק	дава	העניק	давам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
קם	кам	קם	кам		ADV
המחאה	протест	המחאה	протест	PROPN	N;INDF;MASC;SG
המחאה	чек	המחאה	чек	PROPN	N;INDF;MASC;SG
פקיסטן	пакистан	פקיסטן	пакистан	PROPN	N;INDF;MASC;SG
אבק	прах	אבק	прах		N;INDF;MASC;SG
נגישות	достъпна	נגישה	достъпен	N;FEM;SG	ADJ;INDF;FEM;SG
נגישות	достъпен	נגישה	достъпя	N;FEM;SG	ADJ;INDF;MASC;SG
נגישות	достъпни	נגישה	достъпен	N;FEM;SG	ADJ;INDF;PL
נגישות	достъпно	נגישה	достъпно	N;FEM;SG	ADV
השווה	сравни	השווה	сравен	PROPN	V;PFV;IMP;SG;2;FIN
השווה	сравнение	השווה	сравнение	PROPN	N;INDF;NEUT;SG
השווה	сравняване	השווה	сравняване	PROPN	N;INDF;NEUT;SG
ליו	лиу	ליו	лиу	PROPN	PROPN;INDF;FEM;SG
ליו	лю	ליו	лю	PROPN	PROPN;INDF;MASC;SG
היריב	опонент	היריב	опонент	PROPN	N;INDF;MASC;SG
היריב	съперник	היריב	съперник	PROPN	N;INDF;MASC;SG
היריב	противник	היריב	противник	PROPN	N;INDF;MASC;SG
אריך	ерих	אריך	ерих	PROPN	PROPN;INDF;MASC;SG
הפסיק	спрян	הפסיק	спра-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הפסיק	спряна	הפסיק	спра-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
פיין	пейн	פיין	пейн	PROPN	N;INDF;MASC;SG
פיין	пейн	פיין	пейн	PROPN	N;INDF;MASC;SG
פיין	пайн	פיין	пайн	PROPN	PROPN;INDF;MASC;SG
פיין	бор	פיין	бор	PROPN	N;INDF;MASC;SG
מיליונים	милиони	מיליונים	милион	NUM;MASC;PL	N;INDF;MASC;PL
גבעה	хил	גבעה	хил	N;FEM;SG	PROPN;INDF;MASC;SG
גבעה	hill	גבעה	hill	N;FEM;SG	PROPN;INDF;MASC;SG
מגמה	тенденции	מגמה	тенденция	N;FEM;SG	N;INDF;FEM;PL
ארנולד	арнолд	ארנולד	арнолд	PROPN	N;INDF;MASC;SG
קהיר	кайро	קהיר	кайро	PROPN	PROPN;INDF;MASC;SG
מרגיש	усети	הרגיש	усетя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
מרגיש	усеща	הרגיש	усещам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מרגיש	чувство	הרגיש	чувство	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מרגיש	усещане	הרגיש	усещане	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
סוד	тайните	סוד	тайна		N;DEF;FEM;PL
סוד	тайни	סוד	тайна		N;INDF;FEM;PL
סוד	секретно	סוד	секретен		ADV
סוד	тайна	סוד	тайна		N;INDF;FEM;SG
סוד	таен	סוד	таен		N;INDF;MASC;SG
סוד	тайната	סוד	тайна		N;DEF;FEM;SG
סוד	тайно	סוד	тайно		ADV
עממית	фолк	עממי	фолк	ADV	N;INDF;MASC;SG
עממית	народни	עממי	народен	ADV	ADJ;INDF;PL
לורן	лоран	לורן	лоран	PROPN	PROPN;INDF;MASC;SG
לורן	лорен	לורן	лорен	PROPN	PROPN;INDF;MASC;SG
לורן	лорън	לורן	лорън	PROPN	PROPN;INDF;FEM;SG
לורן	лоран	לורן	лоран	PROPN	PROPN;INDF;MASC;SG
לורן	лорен	לורן	лорен	PROPN	PROPN;INDF;MASC;SG
לורן	лорън	לורן	лорън	PROPN	PROPN;INDF;FEM;SG
הוק	кука	הוק	кука		N;INDF;MASC;SG
הוק	хук	הוק	хук		PROPN;INDF;MASC;SG
הוק	хоук	הוק	хоук		N;INDF;MASC;SG
הוק	ястреб	הוק	ястреб		N;INDF;MASC;SG
פרנקו	франко	פרנקו	франко	PROPN	N;INDF;MASC;SG
המסגד	джамията	המסגד	джамия	PROPN	N;DEF;FEM;SG
המסגד	джамия	המסגד	джам	PROPN	N;INDF;FEM;SG
יוז	хюс	יוז	хюс	PROPN	PROPN;INDF;MASC;SG
יוז	хюз	יוז	хюз	PROPN	PROPN;INDF;MASC;SG
מסודר	подредено	מסודר	подредя	ADJ;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מגדלים	тауърс	מגדל	тауърс	N;MASC;PL	N;INDF;MASC;SG
ימות	умира	יום	умирам		V;IPFV;IND;SG;3;PRS;FIN;ACT
מיותרת	излишни	מיותר	излишен	ADJ;FEM;SG	ADJ;INDF;PL
מיותרת	излишно	מיותר	излишен	ADJ;FEM;SG	ADV
מיותרת	ненужни	מיותר	ненужен	ADJ;FEM;SG	ADJ;INDF;PL
מיותרת	ненужно	מיותר	ненужно	ADJ;FEM;SG	ADV
מובילים	водещи	הוביל	водя	V;MASC;PL;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מובילים	водещо	הוביל	водя	V;MASC;PL;V.PTCP;ACT	ADV
מאחור	зад	מאחור	зад		ADP
עשירים	рич	עשיר	рич	ADJ;MASC;PL	N;INDF;MASC;SG
עשירים	богато	עשיר	богат	ADJ;MASC;PL	ADV
עשירים	богат	עשיר	богат	ADJ;MASC;PL	ADJ;INDF;MASC;SG
עשירים	богата	עשיר	богат	ADJ;MASC;PL	ADJ;INDF;FEM;SG
חמים	топло	חם	топло	ADJ;MASC;PL	ADV
חמים	топла	חם	топъл	ADJ;MASC;PL	ADJ;INDF;FEM;SG
חמים	топъл	חם	топъл	ADJ;MASC;PL	ADJ;INDF;MASC;SG
חמים	уютен	חם	уютен	ADJ;MASC;PL	N;INDF;MASC;SG
חמים	уютно	חם	уютно	ADJ;MASC;PL	ADV
חמים	уютна	חם	уютен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
חמים	уютен	חם	уютен	ADJ;MASC;PL	N;INDF;MASC;SG
חמים	уютно	חם	уютно	ADJ;MASC;PL	ADV
חמים	уютна	חם	уютен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
ניצן	бъд	ניצן	бъд	PROPN	N;INDF;MASC;SG
התפרסמה	постигнати	התפרסם	постигна	V;FEM;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
חמושים	въоръжен	חמוש	въоръжа	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
חמושים	въоръжени	חמוש	въоръжа	ADJ;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
חמושים	въоръжена	חמוש	въоръжа	ADJ;MASC;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הצמד	snap	הצמד	snap	PROPN	PROPN;INDF;MASC;SG
הצמד	щрак	הצמד	щрак	PROPN	ADV
הצמד	дуо	הצמד	дуо	PROPN	N;INDF;NEUT;SG
הצמד	дует	הצמד	дует	PROPN	N;INDF;MASC;SG
שוכנים	обитават	שוכן	обитавам	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
מאלה	мала	מאלה	мала		PROPN;INDF;FEM;SG
סימפסון	симпсън	סימפסון	симпсън	PROPN	N;INDF;MASC;SG
מודה	благодарна	הודה	благодарен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מודה	благодарни	הודה	благодарен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;PL
מודה	благодарен	הודה	благодарен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
ריצה	бягай	ריצה	бягам	N;FEM;SG	V;IPFV;IMP;SG;2;FIN
קאן	kahn	קאן	kahn	PROPN	PROPN;INDF;MASC;SG
קאן	кан	קאן	кан	PROPN	PROPN;INDF;MASC;SG
קאן	кхан	קאן	кхан	PROPN	N;INDF;MASC;SG
קאן	хан	קאן	хан	PROPN	N;INDF;MASC;SG
קאן	кан	קאן	кан	PROPN	PROPN;INDF;MASC;SG
קאן	кан	קאן	кан	PROPN	PROPN;INDF;MASC;SG
תוספות	гарнитура	תוספת	гарнитура	N;FEM;PL	N;INDF;FEM;SG
תוספות	разширения	תוספת	разширя-(се)	N;FEM;PL	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
מנע	предотврати	מנע	предотвратя	PROPN	V;PFV;IMP;SG;2;FIN
מנע	предотвратяване	מנע	предотвратяване	PROPN	N;INDF;NEUT;SG
מנע	предотвратяват	מנע	предотвратявам	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
מנע	предотврати	מנע	предотвратя	PROPN	V;PFV;IMP;SG;2;FIN
מנע	възпрепятстван	מנע	възпрепятствам	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מנע	превантивни	מנע	превантивен	PROPN	ADJ;INDF;PL
מהומות	бунт	מהומה	бунт	N;FEM;PL	N;INDF;MASC;SG
אופייני	типично	אופייני	типичен	ADJ;MASC;SG	ADV
אופייני	типични	אופייני	типичен	ADJ;MASC;SG	ADJ;INDF;PL
שכם	наблус	שכם	наблус	PROPN	N;INDF;MASC;SG
מסורתית	традиционен	מסורתי	традиционен	ADV	ADJ;INDF;MASC;SG
מסורתית	традиционна	מסורתי	традиционен	ADV	ADJ;INDF;FEM;SG
מסורתית	традиционни	מסורתי	традиционен	ADV	ADJ;INDF;PL
האופנה	мода	האופנה	мода	PROPN	N;INDF;FEM;SG
האופנה	модно	האופנה	моден	PROPN	ADV
האופנה	модата	האופנה	мода	PROPN	N;DEF;FEM;SG
הלקוח	клиенти	הלקוח	клиент		N;INDF;MASC;PL
הלקוח	клиент	הלקוח	клиент		N;INDF;MASC;SG
הלקוח	клиент	הלקוח	клиент		N;INDF;MASC;SG
פלג	фракция	פלג	фракция		N;INDF;FEM;SG
מקבילה	еквивалентна	מקביל	еквивалентен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מקבילה	еквивалент	מקביל	еквивалент	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מקבילה	еквивалентни	מקביל	еквивалентен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;PL
מקבילה	еквивалентно	מקביל	еквивалентно	V;FEM;SG;V.PTCP;ACT	ADV
מקבילה	паралелно	מקביל	паралелно	V;FEM;SG;V.PTCP;ACT	ADV
מקבילה	успоредно	מקביל	успореден	V;FEM;SG;V.PTCP;ACT	ADV
מקבילה	успоредни	מקביל	успореден	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;PL
מקבילה	паралелна	מקביל	паралелен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מקבילה	паралелни	מקביל	паралелен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;PL
בארכיון	архивирани	בארכיון	архивирам	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
סלאם	салаам	סלאם	салаам	PROPN	N;INDF;MASC;SG
סלאם	салам	סלאם	салам	PROPN	N;INDF;MASC;SG
לארי	лари	לארי	лара	PROPN	PROPN;INDF;MASC;SG
מוצק	твърда	הוצק	твърд	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מוצק	солиден	הוצק	солиден	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מוצק	твърдо	הוצק	твърдо	V;MASC;SG;V.PTCP;PASS	ADV
מוצק	твърд	הוצק	твърд	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
שוקולד	шоколади	שוקולד	шоколад	PROPN	N;INDF;MASC;PL
שוקולד	шоколадов	שוקולד	шоколадов	PROPN	N;INDF;MASC;SG
שוקולד	шоколадова	שוקולד	шоколадов	PROPN	N;INDF;FEM;SG
שוקולד	шоколад	שוקולד	шоколад	PROPN	N;INDF;MASC;SG
שוקולד	шоколадово	שוקולד	шоколадово	PROPN	ADV
השלכות	следствие	השלכה	следствие	N;FEM;PL	N;INDF;NEUT;SG
השלכות	последица	השלכה	последица	N;FEM;PL	N;INDF;FEM;SG
השלכות	последствие	השלכה	последствие	N;FEM;PL	ADV
התכוון	означаваше	התכוון	означавам	V;MASC;SG;3;PST	V;IPFV;IND;SG;3;IPFV;FIN;ACT
יבשה	суха	יבשה	сух	N;FEM;SG	ADJ;INDF;FEM;SG
יבשה	сухи	יבשה	сух	N;FEM;SG	ADJ;INDF;PL
יבשה	сухо	יבשה	сухо	N;FEM;SG	ADV
יבשה	сух	יבשה	сух	N;FEM;SG	ADJ;INDF;MASC;SG
דום	гибел	דום	гибел	PROPN	N;INDF;FEM;SG
דום	дом	דום	дом	PROPN	N;INDF;MASC;SG
נכנסים	входящи	נכנס	входящ	V;MASC;PL;V.PTCP;MID	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
נכנסים	входящ	נכנס	входящ	V;MASC;PL;V.PTCP;MID	N;INDF;MASC;SG
נכנסים	входящо	נכנס	входящо	V;MASC;PL;V.PTCP;MID	ADV
אילינוי	илинойс	אילינוי	илинойс	PROPN	N;INDF;MASC;SG
צוק	скала	צוק	скала		N;INDF;FEM;SG
צוק	клиф	צוק	клиф		PROPN;INDF;MASC;SG
שימושי	полезно	שימושים	полезен	ADJ;MASC;SG	ADV
שימושי	полезни	שימושים	полезен	ADJ;MASC;SG	ADJ;INDF;PL
שימושי	хенди	שימושים	хенда	ADJ;MASC;SG	N;INDF;MASC;SG
שימושי	сръчен	שימושים	сръчен	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
שילה	шийла	שילה	шийла	PROPN	N;INDF;FEM;SG
שילה	шейла	שילה	шейла	PROPN	N;INDF;FEM;SG
מגנטי	магнитни	מגנטי	магнитен	N;MASC;SG	ADJ;INDF;PL
מגנטי	магнитен	מגנטי	магнитен	N;MASC;SG	ADJ;INDF;MASC;SG
הזר	букет	הזר	букет		N;INDF;MASC;SG
לייזר	лазерно	לייזר	лазерно	PROPN	ADV
לייזר	лазер	לייזר	лазер	PROPN	N;INDF;MASC;SG
סקי	ски	סקי	ска	PROPN	N;INDF;NEUT;PL
סקי	ски	סקי	ска	PROPN	N;INDF;NEUT;PL
סקי	ските	סקי	ски	PROPN	N;DEF;FEM;PL
ממליץ	препоръчваме	המליץ	препоръчвам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
ממליץ	препоръчвам	המליץ	препоръчвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ממליץ	препоръча	המליץ	препоръчам-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
חוה	ева	חוה	ева	PROPN	PROPN;INDF;FEM;SG
חוה	ива	חוה	ива	PROPN	PROPN;INDF;FEM;SG
חוה	ив	חוה	ив	PROPN	PROPN;INDF;FEM;SG
חוה	ева	חוה	ева	PROPN	PROPN;INDF;FEM;SG
הרצאה	лекции	הרצאה	лекция	N;FEM;SG	N;INDF;FEM;PL
וגנר	уагнър	וגנר	уагнър	PROPN	PROPN;INDF;MASC;SG
וגנר	вагнер	וגנר	вагнер	PROPN	N;INDF;MASC;SG
הרחק	надалеч	הרחק	надалеч		ADV
הרחק	далеч	הרחק	далеч		ADV
הכנס	вмъкване	הכנס	вмъкване		N;INDF;NEUT;SG
הכנס	влезте	הכנס	вляза		V;PFV;IMP;PL;2;FIN
הכנס	въвеждане	הכנס	въвеждане		N;INDF;NEUT;SG
הכנס	въведете	הכנס	въведа		V;PFV;IMP;PL;2;FIN
מפורסמת	известни	מפורסם	известен	ADJ;FEM;SG	ADJ;INDF;PL
הקווקז	кавказ	הקווקז	кавказ	PROPN	N;INDF;FEM;SG
יפנים	японско	יפנים	японски	N;MASC;PL	ADV
יפנים	японска	יפנים	японски	N;MASC;PL	ADJ;INDF;FEM;SG
יפנים	японец	יפנים	японец	N;MASC;PL	N;INDF;MASC;SG
יפנים	японски	יפנים	японски	N;MASC;PL	ADJ;INDF;MASC;SG
גרוס	гадно	גרוס	гаден	PROPN	ADV
גרוס	бруто	גרוס	брут	PROPN	N;INDF;MASC;SG
גרוס	нарязани	גרוס	нарежа-(се)	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
השב	отговори	השב	отговоря		V;PFV;IND;SG;3;PST;FIN;ACT
השב	отговор	השב	отговор		N;INDF;MASC;SG
מחובר	прикрепени	חובר	прикрепя	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מחובר	свързани	חובר	свържа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מחובר	онлайн	חובר	онлайн	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
מחובר	online	חובר	online	V;MASC;SG;V.PTCP;PASS	ADJ
פסוק	стих	פסוק	стих	PROPN	N;INDF;MASC;SG
פסוק	стихове	פסוק	стих	PROPN	N;INDF;MASC;PL
מיכאלי	michaeli	מיכאלי	michaeli	PROPN	PROPN;INDF;MASC;SG
החופש	свобода	החופש	свобода	ADV	N;INDF;FEM;SG
בסיסית	основна	בסיסי	основен	ADV	ADJ;INDF;FEM;SG
בסיסית	основни	בסיסי	основен	ADV	ADJ;INDF;PL
בסיסית	основен	בסיסי	основен	ADV	ADJ;INDF;MASC;SG
נוחה	удобно	נוח	удобно	ADJ;FEM;SG	ADV
נוחה	удобни	נוח	удобен	ADJ;FEM;SG	ADJ;INDF;PL
נוחה	удобно	נוח	удобно	ADJ;FEM;SG	ADV
נוחה	удобни	נוח	удобен	ADJ;FEM;SG	ADJ;INDF;PL
נוחה	удобно	נוח	удобно	ADJ;FEM;SG	ADV
נוחה	удобни	נוח	удобен	ADJ;FEM;SG	ADJ;INDF;PL
הנילוס	нил	הנילוס	аз	PROPN	N;INDF;MASC;SG
מקיפה	изчерпателна	מקיף	изчерпателен	N;FEM;SG	ADJ;INDF;FEM;SG
מקיפה	всеобхватен	מקיף	всеобхватен	N;FEM;SG	ADJ;INDF;MASC;SG
מקיפה	изчерпателно	מקיף	изчерпателно	N;FEM;SG	ADV
מקיפה	изчерпателен	מקיף	изчерпателен	N;FEM;SG	ADJ;INDF;MASC;SG
הכרחי	необходимо	הכרחי	необходимо	ADJ;MASC;SG	ADV
הכרחי	необходими	הכרחי	необходим	ADJ;MASC;SG	ADJ;INDF;PL
הכרחי	съществени	הכרחי	съществен	ADJ;MASC;SG	ADJ;INDF;PL
הכרחי	съществено	הכרחי	съществено	ADJ;MASC;SG	ADV
מגה	мега	מגה	мега	PROPN	N;INDF;FEM;SG
נופל	падаща	נפל	падам-(се)	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
נופל	падане	נפל	падане	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
נופל	падащи	נפל	падам-(се)	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
נופל	падащ	נפל	падам-(се)	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
נופל	фолс	נפל	фолс	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
נופל	пада	נפל	падам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
הלן	хелен	הלן	хелен	PROPN	N;INDF;MASC;SG
הלן	хелън	הלן	хелън	PROPN	PROPN;INDF;FEM;SG
כתבת	написал	כתב	напиша	PROPN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
כתבת	написа	כתב	напиша	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
כתבת	репортера	כתב	репортер	PROPN	N;DEF;MASC;SG
כתבת	репортер	כתב	репортер	PROPN	N;INDF;MASC;SG
כתבת	репортерка	כתב	репортерка	PROPN	N;INDF;FEM;SG
כתבת	репортерът	כתב	репортер	PROPN	N;DEF;MASC;SG
כפרי	селска	כפר	селски	PROPN	ADJ;INDF;FEM;SG
כפרי	селски	כפר	селски	PROPN	ADJ;INDF;MASC;SG
כפרי	селско	כפר	селски	PROPN	ADV
כפרי	селска	כפר	селски	PROPN	ADJ;INDF;FEM;SG
דיכוי	репресии	דיכוי	репресия	N;MASC;SG	N;INDF;FEM;PL
דיכוי	потиснати	דיכוי	потисна	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
דיכוי	потиснически	דיכוי	потиснически	N;MASC;SG	ADJ;INDF;MASC;SG
לפיד	факла	לפיד	факъл	PROPN	N;INDF;FEM;SG
להסתיר	скриване	הסתיר	скриване	V;NFIN;ACT	N;INDF;NEUT;SG
אינדיאנה	индиана	אינדיאנה	индиана	PROPN	N;DEF;MASC;SG
נדחה	отхвърлен	נדחה	отхвърля	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נדחה	отхвърлени	נדחה	отхвърля	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נדחה	отхвърлено	נדחה	отхвърля	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נדחה	отхвърлена	נדחה	отхвърля	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נדחה	отхвърлена	נדחה	отхвърля	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נדחה	отказана	נדחה	откажа-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נדחה	отхвърлена	נדחה	отхвърля	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נדחה	отказан	נדחה	откажа-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נדחה	отрече	נדחה	отрека-(се)	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;PST;FIN;ACT
נדחה	отказано	נדחה	откажа-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נדחה	отказана	נדחה	откажа-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
עדין	нежно	עדין	нежен	ADJ;MASC;SG	ADV
עדין	нежни	עדין	нежен	ADJ;MASC;SG	ADJ;INDF;PL
עדין	деликатно	עדין	деликатно	ADJ;MASC;SG	ADV
עדין	деликатни	עדין	деликатен	ADJ;MASC;SG	ADJ;INDF;PL
עדין	търг	עדין	търг	ADJ;MASC;SG	N;INDF;MASC;SG
עדין	нежно	עדין	нежен	ADJ;MASC;SG	ADV
ברגר	бъргър	ברגר	бъргър	PROPN	N;INDF;MASC;SG
