nie	no	nie	no	PART;NEG	ADV;NEG
piąte	cinquena	piąty	cinquè		ADJ;FEM;SG
wyprodukowano	produït	wyprodukować	produït	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
wyprodukowano	fabricat	wyprodukować	fabricar	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
wyprodukowano	fabricats	wyprodukować	fabricat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
aktorki	actrius	aktorka	actriu	N;ACC;FEM;SG	N;FEM;PL
zakończone	finalitzats	zakończyć	finalitzat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
dream	somia	drwać	somia		V;IND;SG;3;PRS;FIN
dream	somiar	drwać	somiar		V;NFIN
dream	somni	drwać	somni		N;MASC;SG
powoli	slow	powoli	slow	ADV	
powoli	lent	powoli	lent	ADV	ADJ;MASC;SG
ród	clan	ród	clan	N;NOM;MASC;SG	
bośni	bòsnia	bośnić	bòsnia	PROPN;NOM;FEM;SG	
skrzypce	violí	skrzypce	violí	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
lipiec	juliol	lipiec	juliol		N
pomieścić	cabuda	pomieścić	cabuda	V;PFV;NFIN;ACT	
podwodny	subaquàtiques	podwodny	subaquàtic	ADJ;NOM;MASC;SG	ADJ;FEM;PL
rosa	rosada	rosa	rosada		N;FEM;SG
reform	reformes	reforma	reforma		N;FEM;PL
reform	reforma	reforma	reforma		N;FEM;SG
formacie	format	format	format	N;DAT;MASC;SG	ADJ;MASC;SG;V.PTCP
społeczeństwo	públic	społeczeństwo	públic	N;NOM;NEUT;SG	ADJ;MASC;SG
społeczeństwo	públics	społeczeństwo	públic	N;NOM;NEUT;SG	ADJ;MASC;PL
społeczeństwo	public	społeczeństwo	public	N;NOM;NEUT;SG	
społeczeństwo	públiques	społeczeństwo	públic	N;NOM;NEUT;SG	ADJ;FEM;PL
fred	fred	fred	fred	PROPN;NOM;MASC;SG	N;MASC;SG
dąb	quercus	dąb	quercus		N;MASC;SG
inwestycji	inversions	inwestycja	inversió	N;GEN;FEM;SG	N;FEM;PL
wczesne	primerenc	wczesny	primerenc		ADJ;MASC;SG
rakiety	coet	rakieta	coet	N;ACC;FEM;PL	ADJ;MASC;SG
miguel	miguel	miguel	miguel	PROPN;NOM;MASC;SG	
modlitwy	precs	modlitwa	prec	N;GEN;FEM;SG	
modlitwy	preguem	modlitwa	pregar	N;GEN;FEM;SG	V;IND;PL;1;PRS;FIN
setki	centenars	setka	centenar		
setki	moltíssims	setka	moltíssim		ADJ;MASC;PL
rudy	mineral	ruda	mineral		ADJ;SG
leki	medicació	lek	medicació	N;NOM;MASC;PL	N;FEM;SG
taniec	ballant	taniec	ballar	N;NOM;MASC;SG	V;V.MSDR
taniec	ballar	taniec	ballar	N;NOM;MASC;SG	V;NFIN
nacional	nacional	nacional	nacional	PROPN;NOM;MASC;SG	ADJ;SG
bell	bell	bell	bell	PROPN;NOM;MASC;SG	
bell	timbre	bell	timbre	PROPN;NOM;MASC;SG	
bell	campana	bell	campana	PROPN;NOM;MASC;SG	N;FEM;SG
produkowane	fabricats	produkować	fabricat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
spór	disputada	spór	disputat	N;NOM;MASC;SG	ADJ;FEM;SG;V.PTCP
spór	litigi	spór	litigi	N;NOM;MASC;SG	
spór	disputa	spór	disputar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
auschwitz	auschwitz	auschwitza	auschwitz	PROPN;NOM;MASC;SG	ADJ;MASC;SG
pomorza	pomerània	pomorze	pomerània		ADJ;FEM;SG
otoczony	rodejats	otoczyć	rodejat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
otoczony	envoltades	otoczyć	envoltat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
werner	werner	werner	werner	PROPN;NOM;MASC;SG	PROPN
philip	felip	philip	felip	PROPN;NOM;MASC;SG	
uczeń	estudiant	uczenić	estudiar	N;NOM;MASC;SG	V;V.MSDR
uczeń	aprenent	uczenić	aprenent	N;NOM;MASC;SG	
leksykon	lèxic	leksykon	lèxic	N;NOM;MASC;SG	ADJ;MASC;SG
regionalnych	regional	regionalny	regional	ADJ;GEN;MASC;PL	ADJ;SG
chińska	xinesos	chiński	xinès	ADJ;NOM;FEM;SG	ADJ;MASC;PL
wyznanie	confessions	wyznanie	confessió	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
wyznanie	credo	wyznanie	credo	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
detroit	detroit	detroit	detroit	PROPN;NOM;MASC;SG	
istniejące	existents	istnieć	existent	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;PL
maksymalnie	màxim	maksymalnie	màxim	ADV	ADJ;MASC;SG
rosjanie	russos	rosjanin	rus	N;NOM;MASC;PL	ADJ;MASC;PL
ross	ross	ross	ros	PROPN;NOM;MASC;SG	PROPN
moon	lluna	moon	lluna		
opór	resistir	opór	resistir	N;NOM;MASC;SG	V;NFIN
point	punt	point	punt		N;MASC;SG
jorge	jorge	jorga	jorge	PROPN;NOM;MASC;SG	
denis	denis	denis	deni	PROPN;NOM;MASC;SG	
ocean	ocean	ocean	ocear	N;NOM;MASC;SG	
raymond	raymond	raymond	raymond	PROPN;NOM;MASC;SG	PROPN
rad	rad	rada	rad	V;IPFV;IMP;PL;2;FIN;ACT	
oxford	oxford	oxford	oxford	V;IPFV;IND;SG;PRS;FIN;ACT	
houston	houston	houston	houstó	PROPN;NOM;MASC;SG	
blok	bloqueja	blok	bloquejar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
wspólnej	comunes	wspólny	comú	ADJ;GEN;FEM;SG	ADJ;FEM;PL
wspólnej	comuns	wspólny	comú	ADJ;GEN;FEM;SG	ADJ;MASC;PL
wpis	alerta	wpis	alertar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
disney	disney	disney	disney		N;SG
akcje	estoc	akcja	estar	N;NOM;FEM;PL	
akcje	stock	akcja	stock	N;NOM;FEM;PL	
army	exèrcit	arma	exèrcit		N;MASC;SG
napisz	escriu	napisać	escriure	V;PFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
królewska	royal	królewski	royal	ADJ;NOM;FEM;SG	
fakty	fets	fakt	fet	N;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
kolekcja	recollida	kolekcja	recollit	N;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
srebrna	plata	srebrny	plata		
twarzy	facial	twarz	facial	N;GEN;FEM;SG	ADJ;SG
sky	sky	ska	sky		PROPN
logo	logotip	Lóg	logotip		
logo	logotips	Lóg	logotip		N;MASC;PL
dominik	dominic	dominika	dominic	PROPN;NOM;MASC;SG	
dominik	domènec	dominika	domènec	PROPN;NOM;MASC;SG	
dominik	dominik	dominika	dominik	PROPN;NOM;MASC;SG	PROPN
juz	ja	juz	ja		ADV
mury	paret	mur	paret	N;NOM;MASC;PL	
mury	mur	mur	mur	N;NOM;MASC;PL	
benz	benz	benz	benz		PROPN
zostaw	excedència	zostawić	excedència	V;PFV;IMP;SG;2;FIN;ACT	N;FEM;SG
andriej	andrei	andriej	andrei	PROPN;NOM;MASC;SG	N;MASC;SG
kolumny	columna	kolumna	columna	N;NOM;FEM;PL	
charlotte	charlotte	charlotty	charlotte	V;IPFV;IND;SG;PRS;FIN;ACT	
charlotte	carlota	charlotty	carlota	V;IPFV;IND;SG;PRS;FIN;ACT	
najwyższa	suprem	wysoki	suprem	ADJ;NOM;CMPR;FEM;SG	N;MASC;SG
najwyższa	suprema	wysoki	suprema	ADJ;NOM;CMPR;FEM;SG	
brązowa	marró	brązowy	marró	ADJ;NOM;FEM;SG	
brązowa	brown	brązowy	brown	ADJ;NOM;FEM;SG	PROPN
powietrzne	aeris	powietrzny	aeri	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
spowodował	causat	spowodować	causat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
spowodował	ocasionat	spowodować	ocasionar	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
spowodował	provocada	spowodować	provocat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
gali	gala	gal	gala	N;GEN;FEM;SG	
nelson	nelson	nelson	nelson	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
dylan	dylan	dylan	dyl	PROPN;NOM;MASC;SG	PROPN
cegły	maons	cegły	maó		N;MASC;PL
cegły	rajoles	cegły	rajola		N;FEM;PL
organizator	promotor	organizator	promotor	N;NOM;MASC;SG	ADJ;MASC;SG
organizator	promotora	organizator	promotor	N;NOM;MASC;SG	ADJ;FEM;SG
philippe	philippe	philippa	philippe	PROPN;NOM;MASC;SG	
podobna	similars	podobny	similar	ADJ;NOM;FEM;SG	ADJ;PL
podobna	semblants	podobny	semblant	ADJ;NOM;FEM;SG	ADJ;PL
klasyczny	classic	klasyczny	classic	ADJ;NOM;MASC;SG	
mariana	mariana	mariany	mariana		ADJ;FEM;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	PROPN
dodano	pujat	dodać	pujar	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
dodano	afegits	dodać	afegit	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
dodano	afegit	dodać	afegit	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
mediolan	milà	mediolan	milà	N;NOM;NEUT;SG	
wyznaczony	nomenats	wyznaczyć	nomenar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
halina	halina	halina	halí	PROPN;NOM;FEM;SG	
uszkodzenia	danys	uszkodzenie	dany	N;NOM;NEUT;SG	N;MASC;PL
gabriela	gabriel	gabriel	gabriel	N;NOM;FEM;SG	
gabriela	gabriela	gabriel	gabriela	N;NOM;FEM;SG	ADJ;FEM;SG
kurt	kurt	kurt	kurt	PROPN;NOM;MASC;SG	
prawdy	veritat	prawda	veritat		N;FEM;SG
cyfrowa	digital	cyfrowy	digital		ADJ;SG
eddie	eddie	edda	eddie	PROPN;NOM;MASC;SG	PROPN
widoczny	visibles	widoczny	visible	ADJ;NOM;MASC;SG	ADJ;PL
obrona	defensa	obrona	defensar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
obrona	defensa	obrona	defensar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
brązu	bronze	brąz	bronze	N;GEN;MASC;SG	
ostrów	ostrów	ostr	ostrów	N;ACC;MASC;SG	
przemysłowych	industrial	przemysłowy	industrial	ADJ;GEN;MASC;PL	ADJ;SG
czwarta	quart	czwarty	quart		
czwarta	quarta	czwarty	quart		ADJ;FEM;SG
sound	so	sounda	so		N;MASC;SG
zachowane	conservats	zachować	conservat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
leonard	leonard	leonard	leonard	N;NOM;MASC;SG	
silny	forts	silny	fort	ADJ;NOM;MASC;SG	ADJ;MASC;PL
dyskusje	debat	dyskusja	debat	N;NOM;FEM;PL	N;MASC;SG
dyskusje	discussió	dyskusja	discussió	N;NOM;FEM;PL	N;FEM;SG
kot	cat	kot	cat	N;NOM;MASC;SG	
turystycznych	turista	turystyczny	turista	ADJ;GEN;MASC;PL	N;SG
npa	npa	npa	npa		ADJ;SG
morski	marine	morski	marine	ADJ;NOM;MASC;SG	N;SG
universal	universal	universal	universal		ADJ;SG
mon	mon	mon	mon		
samochodowych	automoció	samochodowy	automoció	ADJ;GEN;MASC;PL	N;FEM;SG
twórcą	creador	twórca	creador	N;INS;MASC;SG	ADJ;MASC;SG
set	estableix	set	establir		V;IND;SG;3;PRS;FIN
set	conjunt	set	conjunt		N;MASC;SG
set	seth	set	seth		PROPN
prawne	legals	prawny	legal	ADJ;NOM;NEUT;SG	ADJ;PL
gwiazdki	estels	gwiazdka	estel	N;NOM;FEM;SG	N;MASC;PL
gwiazdki	estrelles	gwiazdka	estrella	N;NOM;FEM;SG	N;FEM;PL
pikardia	picardia	pikardia	picardia	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
przyznano	atorgades	przyznać	atorgat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
przyznano	atorgat	przyznać	atorgat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
przyznano	concedit	przyznać	concedit	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
przyznano	concedides	przyznać	concedit	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
przyznano	concedida	przyznać	concedit	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
przyznano	adjudicat	przyznać	adjudicat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
twoje	teva	twój	teu	DET;NOM;MASC;SG;2	
twoje	teu	twój	teu	DET;NOM;MASC;SG;2	DET;MASC;SG;1
ćwiczenia	pràctica	ćwiczenie	pràctic	N;NOM;NEUT;PL	ADJ;FEM;SG
ćwiczenia	exercici	ćwiczenie	exercici	N;NOM;NEUT;PL	N;MASC;SG
lwa	lleó	lwa	lleó	N;ACC;MASC;SG	
express	expressi	express	exprés		V;SBJV;SG;3;PRS;FIN
express	expressar	express	expressar		V;NFIN
obowiązek	deure	obowiązek	deure	N;NOM;MASC;SG	
hymn	himne	hymn	himne	N;NOM;MASC;SG	
hymn	himne	hymn	himne	N;NOM;MASC;SG	
roy	roy	roy	roy	PROPN;NOM;MASC;SG	PROPN
alt	alt	alt	alt		ADJ;MASC;SG
soli	salt	sola	salt		N;MASC;SG
piwa	beers	piwo	beer	N;ACC;NEUT;SG	PROPN
piwa	cerveses	piwo	cervesa	N;ACC;NEUT;SG	N;FEM;PL
glasgow	glasgow	glasg	glasgow	PROPN;NOM;MASC;SG	
przyjęto	adoptats	przyjąć	adoptat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
przyjęto	adoptat	przyjąć	adoptat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
steven	steven	steven	steure	PROPN;NOM;MASC;SG	PROPN
campbell	campbell	campbell	campbell	PROPN;NOM;MASC;SG	PROPN
zdał	superat	zdać	superat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
toyota	toyota	toyota	toyota		
przebudowy	remodelació	przebudowy	remodelació		N;FEM;SG
carla	carl	carlać	carl		PROPN
stopy	aliatges	stopa	aliatge		N;MASC;PL
młoda	joves	młody	jove	ADJ;NOM;FEM;SG	N;PL
młoda	young	młody	young	ADJ;NOM;FEM;SG	PROPN
młoda	jove	młody	jove	ADJ;NOM;FEM;SG	N;SG
a	ambaixador	a	ambaixador	CONJ	N;MASC;SG
ceremonii	cerimònies	ceremonia	cerimònia	N;GEN;FEM;SG	N;FEM;PL
dmitrij	dmitri	dmitrować	dmitri	PROPN;NOM;MASC;SG	
dmitrij	dmitri	dmitrować	dmitri	PROPN;NOM;MASC;SG	
dmitrij	dimitri	dmitrować	dimitri	PROPN;NOM;MASC;SG	PROPN
audio	àudio	audio	àudio		N;MASC;SG
île	île	île	île		N;FEM;SG
zgłosił	comunicat	zgłosić	comunicat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
duet	duet	duet	duet	N;NOM;MASC;SG	
duet	duo	duet	duo	N;NOM;MASC;SG	
wwe	wwe	wwać	wwe		PROPN
gaz	gaz	gaz	gaz	N;NOM;MASC;SG	PROPN
służący	servent	służąc	servent	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
służący	servents	służąc	servent	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;PL
służący	valet	służąc	valet	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
vegas	vegas	vegas	vegas	N;NOM;MASC;SG	
białka	proteïnes	białko	proteïna	N;ACC;NEUT;SG	N;FEM;PL
białka	proteïnes	białko	proteïna	N;ACC;NEUT;SG	N;FEM;PL
lorenzo	lorenzo	lorenzo	lorinzar	PROPN;NOM;MASC;SG	
opinię	opinions	opinia	opinió	N;ACC;FEM;SG	N;FEM;PL
opinię	feedback	opinia	feedback	N;ACC;FEM;SG	
polak	polack	polak	polack	N;NOM;MASC;SG	
grant	grant	grant	grant		N;SG
grant	subvenció	grant	subvenció		N;FEM;SG
wystąpienia	discursos	wystąpienie	discurs	N;GEN;NEUT;SG	N;MASC;PL
norman	norman	norman	normar	PROPN;NOM;MASC;SG	
people	gent	peopło	gent		N;FEM;SG
people	persones	peopło	persona		N;FEM;PL
uciekł	escapat	uciec	escapat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
islandii	islàndia	islandia	islàndia		ADJ;FEM;SG
elektrycznej	electricitat	elektryczny	electricitat	ADJ;GEN;FEM;SG	N;FEM;SG
kara	kara	kara	kara	N;NOM;FEM;SG	
kara	càstig	kara	càstig	N;NOM;FEM;SG	
montevideo	montevideo	montevideo	montevitar	PROPN;NOM;MASC;SG	
bomby	bombes	bomba	bomba	N;ACC;FEM;SG	N;FEM;PL
konwencji	convencions	konwencja	convenció	N;GEN;FEM;SG	N;FEM;PL
konwencji	convenis	konwencja	conveni	N;GEN;FEM;SG	N;MASC;PL
ontario	ontario	ontario	ontario	PROPN;NOM;MASC;SG	
powód	demandant	powód	demandant	N;NOM;MASC;SG	V;V.MSDR
normy	norma	norma	norma		
normy	estàndards	norma	estàndard		N;MASC;PL
channel	canal	channel	canal		N;MASC;SG
ogólna	genèriques	ogólny	genèric	ADJ;NOM;FEM;SG	ADJ;FEM;PL
romeo	romeu	romeo	romeure		
interpretacji	interpretacions	interpretacja	interpretació	N;GEN;FEM;SG	N;FEM;PL
gitary	guitarra	gitar	guitarra		N;FEM;SG
gitary	guitarres	gitar	guitarra		N;FEM;PL
dziennie	daily	dziennie	daily	ADV	N;MASC;SG
dziewczyny	noia	dziewczyna	noia	N;NOM;FEM;PL	N;FEM;SG
zapłonu	encesa	zapłon	encesa		N;FEM;SG
wrzenia	bullint	wrzenie	bullir		V;V.MSDR
wrzenia	ebullició	wrzenie	ebullició		N;FEM;SG
saksofon	saxòfon	saksofon	saxòfon	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
brukseli	brussels	bruksel	brussel		ADJ;PL
przyjaźni	amistat	przyjaźń	amistat	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
działo	canó	dziać	canó	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	
jaskinia	cova	jaskiniać	cova		N;FEM;SG
wybrał	triat	wybrać	triat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
suma	suma	suma	sumar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
suma	total	suma	total	N;NOM;FEM;SG	ADJ;SG
ann	ann	ann	ann	PROPN;NOM;FEM;SG	PROPN
miał	havien	mieć	haver	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
zły	bad	zły	bad		PROPN
zły	enfadat	zły	enfadar		ADJ;MASC;SG;V.PTCP
zły	maldat	zły	maldar		N;FEM;SG
wyjścia	sortides	wyjście	sortida	N;NOM;NEUT;SG	N;FEM;PL
wyjścia	sortides	wyjście	sortida	N;NOM;NEUT;SG	N;FEM;PL
sierpień	agost	sierpienie	agost		N
sierpień	ago	sierpienie	ago		
stanley	stanley	stanle	stanley		PROPN
alfreda	alfred	alfreda	alfred		PROPN
lotnicza	aeronàutiques	lotniczy	aeronàutic	ADJ;NOM;FEM;SG	ADJ;FEM;PL
artyści	artista	artysta	artista	N;NOM;MASC;PL	N;SG
muhammad	mahoma	muhammad	mahom	N;NOM;MASC;SG	
muhammad	mohamed	muhammad	mohamed	N;NOM;MASC;SG	
podzielony	dividits	podzielić	dividit	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
ołtarza	altar	ołtarz	altar	N;GEN;MASC;SG	
opracowany	desenvolupats	opracować	desenvolupat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
prasie	press	prasa	pres	N;DAT;FEM;SG	PROPN
caroline	caroline	caroliny	caroline	V;IPFV;IND;SG;PRS;FIN;ACT	
susan	susan	susan	susar	PROPN;NOM;FEM;SG	PROPN
dotyczą	preocupació	dotyczyć	preocupació	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
płuc	pulmó	płuc	pulmó		ADJ;MASC;SG
płuc	pulmons	płuc	pulmó		ADJ;MASC;PL
blood	sang	blood	sang		N;FEM;SG
silva	silva	silvać	silva	PROPN;NOM;MASC;SG	PROPN
jennifer	jennifer	jennifer	jennifer		
pietro	pietro	pietro	pietro	PROPN;NOM;MASC;SG	
müller	müller	müller	müller	PROPN;NOM;MASC;SG	PROPN
belgia	bèlgica	belgia	bèlgic		ADJ;FEM;SG
kształtu	forma	kształt	formar	N;GEN;MASC;SG	V;IND;SG;3;PRS;FIN
oscar	òscar	oscar	òscar	PROPN;NOM;MASC;SG	
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	N;MASC;SG
neapolu	nàpols	neapol	nàpol	PROPN;GEN;MASC;SG	
wang	wang	wang	wang	PROPN;NOM;MASC;SG	PROPN
bartosz	bartosz	bartosz	bartosz	PROPN;NOM;MASC;SG	PROPN
komory	comores	komora	comora	N;ACC;FEM;PL	ADJ;FEM;PL
określić	determinar	określić	determinar	V;PFV;NFIN;ACT	V;NFIN
samobójstwo	suïcidi	samobójstwo	suïcidi	N;NOM;NEUT;SG	
spowodowała	causat	spowodować	causat	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
spowodowała	ocasionat	spowodować	ocasionar	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
spowodowała	provocada	spowodować	provocat	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
natura	natura	natura	natura		
natura	natura	natura	natura		
natura	naturalesa	natura	naturalesa		N;FEM;SG
graham	graham	grahać	graham		PROPN
stu	stu	sto	stu		PROPN
skrzyżowania	junction	skrzyżowanie	junction	N;NOM;NEUT;SG	
skrzyżowania	cruïlla	skrzyżowanie	cruïlla	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
verlag	verlag	verlag	verlag		PROPN
wolf	wolf	wolf	wolf		PROPN
willa	willa	willa	willa	N;NOM;FEM;SG	
willa	will	willa	will	N;NOM;FEM;SG	PROPN
willa	villa	willa	villa	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
uczestniczyła	participat	uczestniczyć	participat	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
przedszkole	preescolar	przedszkole	preescolar	N;NOM;NEUT;SG	
honorowym	honorari	honorowy	honorari	ADJ;INS;MASC;SG	
tymczasowe	provisionals	tymczasowy	provisional	ADJ;NOM;NEUT;SG	ADJ;PL
przyniósł	portat	przynieść	portar	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
montrealu	montreal	montreal	montreal	N;GEN;MASC;SG	
tradycje	tradició	tradycja	tradició	N;NOM;FEM;PL	N;FEM;SG
wolfgang	wolfgang	wolfgang	wolfgang	N;NOM;MASC;SG	
ameryka	amèrica	ameryka	amèrica		ADJ;FEM;SG
ameryka	usa	ameryka	usar		V;IND;SG;3;PRS;FIN
pierścień	anell	pierścienie	anell	N;NOM;MASC;SG	
przywódcy	líders	przywódca	líder	N;NOM;MASC;SG	N;PL
przywódcy	dirigents	przywódca	dirigent	N;NOM;MASC;SG	N;PL
listopad	novembre	listopad	novembre		N
spory	controvèrsies	spór	controvèrsia		N;FEM;PL
ltd	ltd	ltd	ltd		PROPN
marsz	march	marsz	march	N;NOM;MASC;SG	PROPN
przygotowanie	preparant	przygotowanie	preparar	N;NOM;NEUT;SG	V;V.MSDR
organizacyjne	organitzatius	organizacyjny	organitzatiu	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
organizacyjne	organitzatives	organizacyjny	organitzatiu	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
sposoby	maneres	sposób	manera	N;NOM;MASC;PL	
nasz	nostre	nasz	nostre	DET;NOM;MASC;SG;1	DET;MASC;SG;1
lewy	esquerre	lewy	esquerre	ADJ;NOM;MASC;SG	
sara	sarah	sara	sarah	PROPN;NOM;FEM;SG	N;FEM;SG
sara	sara	sara	sara	PROPN;NOM;FEM;SG	
ciepła	calor	ciepło	calor		
ciepła	càlid	ciepło	càlid		ADJ;MASC;SG
przeznaczona	destina	przeznaczyć	destinar	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;3;PRS;FIN
dziekan	dean	dziekany	dean	N;NOM;MASC;SG	PROPN
maine	maine	mainy	maine		ADJ;MASC;SG
aleksiej	aleksei	aleksiać	aleksei	PROPN;NOM;MASC;SG	ADJ;MASC;SG
aleksiej	aleksei	aleksiać	aleksei	PROPN;NOM;MASC;SG	ADJ;MASC;SG
aleksiej	alexi	aleksiać	alexar	PROPN;NOM;MASC;SG	
nova	nova	nova	nou		ADJ;FEM;SG
box	caixa	box	caixa		V;IND;SG;3;PRS;FIN
box	capsa	box	capsa		N;FEM;SG
guy	guy	guy	guy	PROPN;NOM;MASC;SG	
schroniska	albergs	schronisko	alberg	N;NOM;NEUT;SG	N;MASC;PL
twarz	cara	twarz	cara	N;NOM;FEM;SG	
twarz	face	twarz	face	N;NOM;FEM;SG	
formuła	fórmula	formuła	fórmula	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
santos	santos	santos	sant	PROPN;NOM;MASC;SG	PROPN
stop	aliatge	stop	aliatge		N;MASC;SG
ciał	cossos	ciało	cos		N;MASC;PL
argentyna	argentina	argentyna	argentí		ADJ;FEM;SG
argentyna	argentina	argentyna	argentí		ADJ;FEM;SG
argentyna	argentí	argentyna	argentí		ADJ;MASC;SG
twierdził	reclamava	twierdzić	reclamar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
twierdził	reclamat	twierdzić	reclamar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
herschel	herschel	herschel	herschel	PROPN;NOM;MASC;SG	
mountain	muntanya	mountain	muntanya		N;FEM;SG
nasiona	llavors	nasiono	llavors	N;NOM;NEUT;PL	ADV
nasiona	llavor	nasiono	llavor	N;NOM;NEUT;PL	N;FEM;SG
konia	cavall	koń	cavall	N;ACC;MASC;SG	
istniało	existia	istnieć	existir	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
istniało	existit	istnieć	existir	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
istniało	existien	istnieć	existir	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
roboty	treball	robota	treball	N;ACC;FEM;PL	N;MASC;SG
ana	ana	ann	ana	PROPN;NOM;MASC;SG	
walker	walker	walker	walker		PROPN
luty	febrer	luty	febrer		N
