les	را	le	را	DET;DEF;PL	PART
descendant	زادگان	descendre	زاده	V;PRS;V.PTCP	N;PL
descendant	نواده	descendre	نواد#نوا	V;PRS;V.PTCP	N;SG
exécuté	اعدام	exécuter	None	V;MASC;SG;PST;V.PTCP	N;SG
indiana	ایندیانا	indiana	ایندیانا	PROPN	N;SG
turque	ترکهای	turc	ترک	ADJ;FEM;SG	N;PL
turque	ترکها	turc	ترک	ADJ;FEM;SG	N;PL
turque	ترکیه	turc	ترکیه	ADJ;FEM;SG	N;SG
turque	ترکی	turc	ترکی	ADJ;FEM;SG	N;SG
aussitôt	فورا	aussitôt	فورا	ADV	
traduire	ترجمه	traduire	ترجمه	V;NFIN	N;SG
traduire	ترجمه	traduire	ترجمه	V;NFIN	N;SG
identifier	شناسایی	identifier	شناسایی	V;NFIN	N;SG
identifier	شناختن	identifier	None	V;NFIN	N;SG
éditeurs	ناشر	éditeur	ناشر	N;MASC;PL	N;SG
blessures	جراحت	blessure	جراحت	N;FEM;PL	N;SG
blessures	آزاری	blessure	آزاری	N;FEM;PL	N;SG
blessures	زخم	blessure	زخم	N;FEM;PL	N;SG
roues	فرمون	roue	فرمون	N;FEM;PL	N;SG
roues	چرخ	roue	چرخ	N;FEM;PL	N;SG
roues	چرخ	roue	چرخ	N;FEM;PL	N;SG
stefan	استفن	stefan	استفن	PROPN	N;SG
stefan	اشتفان	stefan	اشتف	PROPN	N;SG
stefan	stefan	stefan	None	PROPN	N;SG
stefan	استیفن	stefan	استیفن	PROPN	N;SG
allan	آلان	allan	آلان	PROPN	
harold	هارولد	harold	هارولد	PROPN	N;SG
harold	هرولد	harold	هرولد	PROPN	N;SG
vidéos	ویدیویی	vidéo	ویدیویی	N;FEM;PL	N;SG
vidéos	ویدئویی	vidéo	ویدئویی	N;FEM;PL	N;SG
vidéos	ویدیوی	vidéo	ویدیو	N;FEM;PL	N;SG
vidéos	ویدئو	vidéo	ویدئو	N;FEM;PL	N;SG
vidéos	ویدیو	vidéo	ویدیو	N;FEM;PL	N;SG
vidéos	ویدئوی	vidéo	ویدئوی	N;FEM;PL	N;SG
vidéos	ویدیو	vidéo	ویدیو	N;FEM;PL	N;SG
pauvre	فقیران	pauvre	فقیر	ADJ;MASC;SG	N;PL
pauvre	فقیر	pauvre	None	ADJ;MASC;SG	N;SG
pauvre	فقیری	pauvre	فقیری	ADJ;MASC;SG	N;SG
pauvre	بیچاره	pauvre	بیچاره	ADJ;MASC;SG	N;SG
enseignants	معلم	enseignant	معلم	N;MASC;PL	N;SG
enseignants	مدرس	enseignant	مدرس	N;MASC;PL	N;SG
copenhague	کپنهاگ	copenhague	کپنهاگ	PROPN	N;SG
gênes	جنوا	gênes	جنوا	N;FEM;PL	N;SG
alto	آلتو	alto	آلتو	PROPN	N;SG
alto	التو	alto	التو	PROPN	N;SG
alto	ویولا	alto	None	PROPN	N;SG
alto	بنفشه	alto	بنفشه	PROPN	N;SG
sky	آسمان	sky	آسمان	PROPN	N;SG
sky	اسکای	sky	اسکا	PROPN	N;SG
retard	دیر	retard	دیر	N;MASC;SG	ADV
maxime	max	maxime	max	PROPN	N;SG
maxime	مکس	maxime	مکس	PROPN	N;SG
maxime	ماکس	maxime	None	PROPN	N;SG
maxime	بیشینه	maxime	بیشینه	PROPN	N;SG
maxime	ماکسین	maxime	ماکسین	PROPN	ADJ;RL
maxime	ماکسیم	maxime	ماکست#ماک	PROPN	N;SG
cleveland	کلیولند	cleveland	کلیولند	PROPN	N;SG
suédoise	سوئدی	suédois	سوئدی	ADJ;FEM;SG	N;SG
rebelles	شورشی	rebelle	شورشی	N;MASC;PL	N;SG
rebelles	یاغی	rebelle	یاغ	N;MASC;PL	N;SG
rebelles	شورشی	rebelle	شورشی	N;MASC;PL	N;SG
rebelles	یاغی	rebelle	یاغ	N;MASC;PL	N;SG
rebelles	طغیان	rebelle	طغیان	N;MASC;PL	N;SG
biologique	زیستی	biologique	زیست	ADJ;MASC;SG	N;SG
biologique	آلی	biologique	آلی	ADJ;MASC;SG	N;SG
biologique	ارگانیک	biologique	ارگانیک	ADJ;MASC;SG	N;SG
chars	تانک	char	None	N;MASC;PL	N;SG
couches	لایه	couche	لایه	N;FEM;PL	N;SG
couches	پوشک	couche	پوشک	N;FEM;PL	N;SG
couches	پوشک	couche	پوشک	N;FEM;PL	N;SG
renforcer	تقویت	renforcer	تقویت	V;NFIN	N;SG
manches	آستین	manche	آستین	N;FEM;PL	N;SG
profonde	اعماق	profond	عمق	ADJ;FEM;SG	N;PL
profonde	ژرف	profond	ژرف	ADJ;FEM;SG	N;SG
profonde	ژرف	profond	ژرف	ADJ;FEM;SG	N;SG
brabant	برابانت	brabant	برابانت	V;PRS;V.PTCP	N;SG
bach	باخ	bach	باخ	PROPN	N;SG
bach	بچ	bach	بچ	PROPN	
conventions	همایش	convention	همایش	N;FEM;PL	N;SG
débutant	مبتدی	débutant	مبتدی	V;PRS;V.PTCP	N;SG
trouble	مشکل	trouble	مشکل	ADJ;MASC;SG	N;SG
trouble	دردسر	trouble	دردسر	ADJ;MASC;SG	N;SG
trouble	زحمت	trouble	زحمت	ADJ;MASC;SG	N;SG
trouble	ناآرامی	trouble	ناآرامی	ADJ;MASC;SG	N;SG
trouble	اختلال	trouble	اختلال	ADJ;MASC;SG	N;SG
trouble	خودشیفته	trouble	خودشیفته	ADJ;MASC;SG	N;SG
trouble	اختلالات	trouble	اختلال	ADJ;MASC;SG	N;PL
collines	collines	colline	collines	N;FEM;PL	N;SG
collines	هیلز	colline	هیلز	N;FEM;PL	N;SG
rafael	رافائل	rafael	رافائل	PROPN	N;SG
collective	اشتراکی	collectif	اشتراک	ADJ;FEM;SG	N;SG
collective	جمعی	collectif	جمع	ADJ;FEM;SG	N;SG
bloquer	بلوکه	bloquer	بلوکه	V;NFIN	N;SG
bloquer	بلوک	bloquer	بلوک	V;NFIN	N;SG
bloquer	بلاک	bloquer	بلاک	V;NFIN	N;SG
sant	سانت	santir	سانت#سان	PROPN	N;SG
socialistes	سوسیالیست	socialiste	سوسیالیست	ADJ;MASC;PL	N;SG
socialistes	سوسیالیستی	socialiste	سوسیالیستی	ADJ;MASC;PL	N;SG
socialistes	سوسیالیست	socialiste	سوسیالیست	ADJ;MASC;PL	N;SG
nordique	نوردیک	nordique	نوردیک	ADJ;MASC;SG	N;SG
nordique	شمالی	nordique	شمالی	ADJ;MASC;SG	N;SG
nordique	شمال	nordique	شمال	ADJ;MASC;SG	N;SG
preuves	برهان	preuve	برهان	N;FEM;PL	N;SG
preuves	اثبات	preuve	اثبات	N;FEM;PL	N;SG
preuves	مدرک	preuve	مدرک	N;FEM;PL	N;SG
preuves	مدرک	preuve	مدرک	N;FEM;PL	N;SG
ncaa	ncaa	ncaa	ncaa	PROPN	N;SG
helen	هلن	helen	هلن	PROPN	N;SG
aimé	دوست	aimer	دوست	V;MASC;SG;PST;V.PTCP	N;SG
aimé	پسندید	aimer	پسندید	V;MASC;SG;PST;V.PTCP	N;SG
arbitres	داور	arbitre	داور	N;MASC;PL	N;SG
han	هان	han	هان	PROPN	INTJ
simpson	سیمپسون	simpson	سیمپسون	PROPN	N;SG
campbell	کمپل	campbell	کمپل	PROPN	N;SG
campbell	کمپبل	campbell	کمپبل	PROPN	N;SG
campbell	کمبل	campbell	کمبل	PROPN	N;SG
verdun	وردن	verdun	وردن	PROPN	N;SG
installés	نصب	installer	نصب	V;MASC;PL;PST;V.PTCP	N;SG
synonyme	مترادف	synonyme	مترادف	ADJ;MASC;SG	N;SG
synonyme	مترادف	synonyme	مترادف	ADJ;MASC;SG	N;SG
gymnastique	ژیمناستیک	gymnastique	ژیمناستیک	ADJ;MASC;SG	N;SG
envie	دلم	envie	دلم	N;FEM;SG	
annales	annales	annale	annales	N;FEM;PL	N;SG
déplacer	حرکت	déplacer	حرکت	V;NFIN	N;SG
ngc	ngc	ngc	ngc		N;SG
gagnant	برنده	gagner	برنده	V;PRS;V.PTCP	N;SG
gagnant	پیروز	gagner	پیروز	V;PRS;V.PTCP	ADJ
gagnant	برد	gagner	برد#بر	V;PRS;V.PTCP	V;SG;3;PST
gagnant	برنده	gagner	برنده	V;PRS;V.PTCP	N;SG
qualifications	صلاحیت	qualification	صلاحیت	N;FEM;PL	N;SG
commandes	فرمان	commande	فرمان	N;FEM;PL	N;SG
commandes	دستور	commande	دستور	N;FEM;PL	N;SG
mickey	میکی	mickey	میکی	PROPN	N;SG
légendes	افسانه	légende	افسانه	N;FEM;PL	N;SG
légendes	افسانه	légende	افسانه	N;FEM;PL	N;SG
légendes	اسطوره	légende	اسطوره	N;FEM;PL	N;SG
africains	آفریقایی	africain	آفریقایی	ADJ;MASC;PL	N;SG
mercedes	mercedes	mercede	mercedes	N;FEM;PL	N;SG
mercedes	مرسدس	mercede	مرسدس	N;FEM;PL	N;SG
cartons	جعبه	carton	جعبه	N;MASC;PL	N;SG
raphaël	رافائل	raphaël	رافائل	PROPN	N;SG
raphaël	رافائل	raphaël	رافائل	PROPN	N;SG
arabie	عربستان	arabie	عربستان	PROPN	N;SG
plaques	بشقاب	plaque	بشقاب	N;FEM;PL	N;SG
concernés	نگران	concerner	نگران	V;MASC;PL;PST;V.PTCP	ADJ
concernés	دلواپس	concerner	دلواپس	V;MASC;PL;PST;V.PTCP	ADJ
dispositions	آذوقه	disposition	آذوقه	N;FEM;PL	N;SG
johannes	یوهانس	johanne	یوهانس	PROPN	N;SG
hard	سخت	hard	سخت	N;MASC;SG	ADV
hard	دشوار	hard	دشوار	N;MASC;SG	ADJ
leo	لئو	leo	لئو	PROPN	N;SG
leo	leo	leo	leo	PROPN	N;SG
désolé	متاسفم	désolé	متاسفم	INTJ	N;SG
harvard	هاروارد	harvard	هاروارد	PROPN	N;SG
chasseur	مبارزان	chasseur	None	N;MASC;SG	N;PL
vend	جانش	vendre	جانش	V;IND;SG;3;PRS;FIN	N;SG
java	جاوا	java	جاوا	PROPN	N;SG
java	جاوه	java	جاوه	PROPN	N;SG
signer	امضا	signer	None	V;NFIN	N;SG
signer	امضای	signer	None	V;NFIN	N;SG
signer	امضا	signer	None	V;NFIN	N;SG
signer	امضاء	signer	امضاء	V;NFIN	N;SG
signer	علامت	signer	None	V;NFIN	N;SG
permanent	پایدار	permanent	پایدار	ADJ;MASC;SG	N;SG
permanent	دائم	permanent	دائم	ADJ;MASC;SG	
permanent	دائمی	permanent	دائمی	ADJ;MASC;SG	N;SG
permanent	دایمی	permanent	دایمی	ADJ;MASC;SG	N;SG
permanent	دایم	permanent	داد#ده	ADJ;MASC;SG	N;SG
nulle	پوچ	nul	پوچ	ADJ;FEM;SG	N;SG
matériau	مواد	matériau	ماده	N;MASC;SG	N;PL
matériau	مصالح	matériau	مصالح	N;MASC;SG	N;PL
copa	کوپا	copa	کوپا	PROPN	N;SG
ron	ران	ron	ران	PROPN	N;SG
ron	رون	ron	رون	PROPN	N;SG
moon	قمر	moon	قمر	PROPN	N;SG
moon	ماه	moon	ماه	PROPN	N;SG
moon	moon	moon	moon	PROPN	N;SG
légale	قانونی	légal	قانونی	ADJ;FEM;SG	N;SG
légale	حقوقی	légal	حقوقی	ADJ;FEM;SG	N;PL
inspire	الهام	inspirer	None	V;IND;SG;3;PRS;FIN	N;SG
tunisien	تونس	tunisien	تونس	ADJ;MASC;SG	N;SG
hameaux	هملتس	hameau	هملتس	N;MASC;PL	
diriger	کارگردانی	diriger	کارگردانی	V;NFIN	N;SG
lutter	کشتی	lutter	کشتی	V;NFIN	N;SG
constitutionnel	مشروطه	constitutionnel	None	ADJ;MASC;SG	N;SG
pure	خالص	pur	خالص	ADJ;FEM;SG	N;SG
pure	ناب	pur	ناب	ADJ;FEM;SG	N;SG
rapides	راپیدز	rapide	راپیدز	ADJ;MASC;PL	N;SG
rapides	سریع	rapide	سریع	ADJ;MASC;PL	ADV
rapides	روزه	rapide	روزه	ADJ;MASC;PL	N;SG
rapides	سریع	rapide	سریع	ADJ;MASC;PL	ADV
traditionnels	سنتی	traditionnel	سنت	ADJ;MASC;PL	N;SG
evans	ایوانز	evans	ایوانز	PROPN	N;SG
evans	اونس	evans	اونس	PROPN	N;SG
evans	اوانس	evans	اوانست#اوان	PROPN	N;SG
evans	اونز	evans	اونز	PROPN	N;SG
evans	اوانز	evans	آخ	PROPN	N;SG
alexandrie	اسکندریه	alexandrie	اسکندریه	PROPN	N;SG
alexandrie	الکساندریا	alexandrie	الکساندریا	PROPN	N;SG
patients	بیمار	patient	بیمار	N;MASC;PL	N;SG
patients	صبور	patient	None	N;MASC;PL	N;SG
patients	صبر	patient	None	N;MASC;PL	N;SG
patients	استقامت	patient	None	N;MASC;PL	N;SG
susan	سوسن	susan	سوسن	PROPN	N;SG
susan	سوزان	susan	سوز	PROPN	N;SG
garcía	گارسیا	garcía	گارسیا	PROPN	N;SG
dublin	دابلین	dublin	دابلین	PROPN	N;SG
dublin	دوبلین	dublin	دوبلین	PROPN	N;SG
harvey	هاروی	harvey	هاروی	PROPN	N;SG
approximativement	تقریبی	approximativement	تقریبی	ADV	N;SG
référendum	رفراندم	référendum	رفراند#رفران	N;MASC;SG	V;SG;1;PST
turcs	ترکیه	turc	ترکیه	N;MASC;PL	N;SG
turcs	ترکی	turc	ترکی	N;MASC;PL	N;SG
majoritaire	اکثریت	majoritaire	اکثریت	ADJ;MASC;SG	N;SG
posé	فیگور	poser	فیگور	V;MASC;SG;PST;V.PTCP	N;SG
commerciaux	الاهلی	commercial	الاهلی	ADJ;MASC;PL	N;SG
commerciaux	تجاری	commercial	تجاری	ADJ;MASC;PL	N;SG
réservé	رزرو	réserver	رزرو	V;MASC;SG;PST;V.PTCP	N;SG
réservé	رزرو	réserver	رزرو	V;MASC;SG;PST;V.PTCP	N;SG
civiles	civil	civil	civil	ADJ;FEM;PL	N;SG
civiles	مدنی	civil	مدنی	ADJ;FEM;PL	N;SG
civiles	میگرد	civil	گرفت#گیر	ADJ;FEM;PL	V;SG;3;PRS
civiles	غیرنظامی	civil	غیرنظامی	ADJ;FEM;PL	N;SG
traductions	ترجمه	traduction	ترجمه	N;FEM;PL	N;SG
wright	رایت	wright	رایت	PROPN	N;SG
jon	jon	jon	jon	PROPN	N;SG
brut	خام	brut	خام	ADJ;MASC;SG	N;SG
brut	چندش	brut	چندش	ADJ;MASC;SG	
brut	گروس	brut	گروس	ADJ;MASC;SG	N;SG
brut	ناخالص	brut	None	ADJ;MASC;SG	N;SG
brut	خام	brut	خام	ADJ;MASC;SG	N;SG
brut	راو	brut	راو	ADJ;MASC;SG	N;SG
brut	raw	brut	raw	ADJ;MASC;SG	N;SG
pur	خالص	pur	خالص	ADJ;MASC;SG	N;SG
pur	ناب	pur	ناب	ADJ;MASC;SG	N;SG
nucléaires	هسته	nucléaire	هسته	ADJ;MASC;PL	N;SG
pittsburgh	پیتزبورگ	pittsburgh	پیتزبورگ	N;MASC;PL	N;SG
propagande	تبلیغات	propagande	تبلیغ	N;FEM;SG	N;PL
convaincre	متقاعد	convaincre	متقاعد	V;NFIN	N;SG
convaincre	متقاعد	convaincre	متقاعد	V;NFIN	N;SG
témoins	شاهدین	témoin	شاهدین	N;MASC;PL	N;SG
témoins	کلوچه	témoin	کلوچه	N;MASC;PL	N;SG
témoins	ناظر	témoin	ناظر	N;MASC;PL	N;SG
témoins	شهادت	témoin	شهادت	N;MASC;PL	N;SG
témoins	شاهد	témoin	شاهد	N;MASC;PL	N;SG
témoins	شاهدی	témoin	شاهدی	N;MASC;PL	N;SG
témoins	گواه	témoin	گواه	N;MASC;PL	N;SG
sánchez	سانچز	sánc	سانچز	PROPN	N;SG
sánchez	سانچز	sánc	سانچز	PROPN	N;SG
législative	قانونگذاری	législatif	قانونگذاری	ADJ;FEM;SG	N;SG
contacter	ارتباط	contacter	ارتباط	V;NFIN	N;SG
contacter	آشنا	contacter	آشنا	V;NFIN	ADJ
contacter	آشنای	contacter	None	V;NFIN	N;SG
contacter	تماس	contacter	تماس	V;NFIN	N;SG
flamand	فلامان	flamand	فلام	ADJ;MASC;SG	N;PL
recettes	فاکتور	recette	فاکتور	N;FEM;PL	N;SG
recettes	درآمد	recette	درآمد	N;FEM;PL	N;SG
clos	ضمیمه	clore	ضمیمه	ADJ;MASC;SG	N;SG
clos	کلوس	clore	کلوس	ADJ;MASC;SG	N;SG
mexicain	مکزیک	mexicain	مکزیک	ADJ;MASC;SG	N;SG
mexicain	مکزیکی	mexicain	مکزیکی	ADJ;MASC;SG	N;SG
agnès	اگنس	agnès	اگنس	PROPN	
act	عمل	act	عمل	PROPN	N;SG
oublier	فراموشی	oublier	فراموش	V;NFIN	N;SG
oublier	فراموش	oublier	فراموش	V;NFIN	ADJ
oublier	یادشان	oublier	یادشان	V;NFIN	N;SG
territoriales	ارضی	territorial	None	ADJ;FEM;PL	N;SG
martina	مارتینا	martina	مارتینا	PROPN	N;SG
femelles	نسوان	femelle	نسوان	N;FEM;PL	N;SG
femelles	زن	femelle	زن	N;FEM;PL	N;SG
femelles	مؤنث	femelle	مؤنث	N;FEM;PL	N;SG
femelles	مونث	femelle	مونث	N;FEM;PL	N;SG
femelles	ماده	femelle	ماده	N;FEM;PL	N;SG
athlètes	athlete	athlète	athlete	N;MASC;PL	N;SG
athlètes	پهلوان	athlète	None	N;MASC;PL	N;SG
athlètes	ورزشکار	athlète	ورزشکار	N;MASC;PL	N;SG
traditionnelles	سنتی	traditionnel	سنت	ADJ;FEM;PL	N;SG
impulsion	ضربان	impulsion	None	N;FEM;SG	N;PL
stuttgart	اشتوتگارت	stuttgart	اشتوتگارت	PROPN	N;SG
luke	لوقا	luke	لوقا	PROPN	N;SG
luke	لوک	luke	لوک	PROPN	N;SG
températures	دما	température	دما	N;FEM;PL	N;SG
températures	دما	température	دما	N;FEM;PL	N;SG
jorge	جُرج	jorge	جُرج	PROPN	N;SG
jorge	خورخه	jorge	خورخه	PROPN	N;SG
dean	دین	dean	دین	PROPN	N;SG
liverpool	liverpool	liverpool	liverpool	PROPN	N;SG
liverpool	لیورپول	liverpool	لیورپول	PROPN	N;SG
générations	نسل	génération	نسل	N;FEM;PL	N;SG
bordure	مرزهای	bordure	مرز	N;FEM;SG	N;PL
bordure	مرزها	bordure	مرز	N;FEM;SG	N;PL
bordure	مرزبانی	bordure	مرزبانی	N;FEM;SG	N;PL
apparitions	ظاهر	apparition	ظاهر	N;FEM;PL	N;SG
apparitions	ظاهرش	apparition	ظاهرش	N;FEM;PL	N;SG
croate	کروات	croate	کروات	ADJ;MASC;SG	N;SG
croate	کرواسی	croate	None	ADJ;MASC;SG	N;SG
rachel	راشل	rachel	راشل	PROPN	N;SG
rachel	ریچل	rachel	ریچل	PROPN	N;SG
rachel	راچل	rachel	راچل	PROPN	
shanghai	شانگهای	shanghai	شانگ	PROPN	N;PL
constant	دائم	constant	دائم	ADJ;MASC;SG	
constant	مداوم	constant	مداوم	ADJ;MASC;SG	N;SG
byzantin	بیزانس	byzantin	بیزانس	ADJ;MASC;SG	N;SG
conduire	درایو	conduire	درایو	V;NFIN	N;SG
conduire	رانندگی	conduire	None	V;NFIN	N;SG
conduire	سوق	conduire	سوق	V;NFIN	N;SG
conduire	رانندگی	conduire	None	V;NFIN	N;SG
capture	دستگیر	capture	دستگیر	N;FEM;SG	ADJ
barra	بارا	barra	بارا	PROPN	N;SG
cadres	فریم	cadre	فریم	N;MASC;PL	N;SG
magique	جادویی	magique	جادویی	ADJ;MASC;SG	N;SG
magique	جادو	magique	None	ADJ;MASC;SG	N;SG
magique	سحر	magique	سحر	ADJ;MASC;SG	N;SG
magique	جادوی	magique	جادوی	ADJ;MASC;SG	N;SG
magique	جادویی	magique	جادویی	ADJ;MASC;SG	N;SG
timbres	مهر	timbre	مهر	N;MASC;PL	N;SG
timbres	بکوب	timbre	بکوب	N;MASC;PL	V;IMP;SG;2
timbres	تمبر	timbre	None	N;MASC;PL	N;SG
timbres	پایت	timbre	پایت	N;MASC;PL	V;IMP;SG;2
timbres	تمبر	timbre	None	N;MASC;PL	N;SG
valenciennes	والنسین	valencien	والنسین	ADJ;FEM;PL	N;SG
chapitres	سوره	chapitre	سوره	N;MASC;PL	N;SG
égal	برابر	égal	برابر	ADJ;MASC;SG	ADP
égal	مساوی	égal	مساوی	ADJ;MASC;SG	N;SG
égal	برابر	égal	برابر	ADJ;MASC;SG	ADP
égal	مساوی	égal	مساوی	ADJ;MASC;SG	N;SG
hachette	اشت	hachette	اشت	N;MASC;SG	
für	für	für	für	PROPN	N;SG
sexuelle	جنسی	sexuel	جنسی	ADJ;FEM;SG	N;SG
gard	گار	gard	گار	N;MASC;SG	
nathan	نیتن	nathan	نیتن	PROPN	N;SG
nathan	ناتان	nathan	ناتان	PROPN	N;SG
wallon	والون	wallon	والون	ADJ;MASC;SG	N;SG
forfait	بسته	forfait	بسته	N;MASC;SG	ADJ;SG;3;V.PTCP
forfait	بستۀ	forfait	بستۀ	N;MASC;SG	
décennie	میلادی	décennie	میلادی	N;FEM;SG	ADJ
austin	آستین	austin	آستین	PROPN	N;SG
fausse	کاذب	faux	کاذب	ADJ;FEM;SG	N;SG
fausse	دروغین	faux	دروغین	ADJ;FEM;SG	N;SG
fausse	نادرست	faux	نادرست	ADJ;FEM;SG	N;SG
fausse	باطل	faux	None	ADJ;FEM;SG	N;SG
fausse	تقلبی	faux	تقلبی	ADJ;FEM;SG	N;SG
fausse	الکی	faux	الکی	ADJ;FEM;SG	N;SG
fausse	زرشک	faux	زرشک	ADJ;FEM;SG	N;SG
fausse	جعل	faux	None	ADJ;FEM;SG	N;SG
fausse	جعلی	faux	جعلی	ADJ;FEM;SG	N;SG
enquêtes	مکرر	enquête	مکرر	N;FEM;PL	ADJ
suggère	پیشنهاد	suggérer	پیشنهاد	V;IND;SG;3;PRS;FIN	N;SG
chypre	قبرس	chypre	قبرس	PROPN	N;SG
jun	jun	jun	jun	PROPN	N;SG
jun	ژون	jun	ژون	PROPN	N;SG
dell	دل	dell	دل	PROPN	N;SG
sentiments	احساس	sentiment	احساس	N;MASC;PL	N;SG
sentiments	احساساتی	sentiment	None	N;MASC;PL	N;SG
qualifiés	ماهر	qualifier	ماهر	V;MASC;PL;PST;V.PTCP	N;SG
qualifiés	شایستگی	qualifier	شایستگی	V;MASC;PL;PST;V.PTCP	N;SG
vitesses	سرعت	vitesse	سرعت	N;FEM;PL	N;SG
obligé	اجباری	obliger	اجباری	V;MASC;SG;PST;V.PTCP	N;SG
obligé	اجبار	obliger	اجبار	V;MASC;SG;PST;V.PTCP	N;SG
obligé	ملزم	obliger	ملزم	V;MASC;SG;PST;V.PTCP	ADJ
brouillon	حواله	brouillon	حواله	ADJ;MASC;SG	N;SG
brouillon	پیشنویس	brouillon	پیشنویس	ADJ;MASC;SG	N;SG
brouillon	درفت	brouillon	درفت	ADJ;MASC;SG	N;SG
vilaine	شیطون	vilaine	شیطون	ADJ;FEM;SG	N;SG
vilaine	زننده	vilaine	None	ADJ;FEM;SG	N;SG
kings	کینگز	king	کینگز	N;MASC;PL	N;SG
puissante	توانا	puissant	None	ADJ;FEM;SG	N;SG
puissante	قدرتمند	puissant	قدرتمند	ADJ;FEM;SG	N;SG
tombé	فل	tomber	فل	V;MASC;SG;PST;V.PTCP	
engagés	استخدام	engager	استخدام	V;MASC;PL;PST;V.PTCP	N;SG
engagés	engaged	engager	engaged	V;MASC;PL;PST;V.PTCP	N;SG
engagés	نامزد	engager	نامزد	V;MASC;PL;PST;V.PTCP	N;SG
engagés	متعهد	engager	None	V;MASC;PL;PST;V.PTCP	ADJ
istanbul	استانبول	istanbul	استانبول	PROPN	N;SG
proposée	خواستگاری	proposer	None	V;FEM;SG;PST;V.PTCP	N;SG
proposée	پیشنهادی	proposer	پیشنهادی	V;FEM;SG;PST;V.PTCP	N;SG
consacrer	تقدیم	consacrer	تقدیم	V;NFIN	N;SG
consacrer	قال	consacrer	قال	V;NFIN	
łódź	لودز	łódź	لودز	N;MASC;SG	
timbre	بکوب	timbre	بکوب	N;MASC;SG	V;IMP;SG;2
timbre	پایت	timbre	پایت	N;MASC;SG	V;IMP;SG;2
baptisé	تعمید	baptiser	تعمید	V;MASC;SG;PST;V.PTCP	N;SG
théorique	نظری	théorique	نظری	ADJ;MASC;SG	N;SG
dégâts	صدمه	dégât	صدمه	N;MASC;PL	N;SG
dégâts	آسیب	dégât	آسیب	N;MASC;PL	N;SG
arrondissements	arrondissements	arrondissement	arrondissements	N;MASC;PL	N;SG
arrondissements	b	arrondissement	b	N;MASC;PL	N;SG
wolf	گرگ	wolf	گرگ	PROPN	N;SG
wolf	وولف	wolf	وولف	PROPN	N;SG
wolf	گرگه	wolf	گرگه	PROPN	N;SG
wolf	ولف	wolf	ولف	PROPN	N;SG
secrète	رازی	secret	راز	ADJ;FEM;SG	N;SG
secrète	راز	secret	راز	ADJ;FEM;SG	N;SG
secrète	مخفی	secret	مخفی	ADJ;FEM;SG	N;SG
professionnelles	حرفهای	professionnel	حرف	ADJ;FEM;PL	N;PL
absolue	مطلق	absolu	مطلق	ADJ;FEM;SG	N;SG
médiéval	mediaeval	médiéval	mediaeval	ADJ;MASC;SG	N;SG
intégrale	انتگرال	intégral	انتگرال	ADJ;FEM;SG	N;SG
sonore	صوت	sonore	صوت	ADJ;MASC;SG	N;SG
sonore	صدا	sonore	صدا	ADJ;MASC;SG	N;SG
age	age	age	age	N;MASC;SG	
melbourne	ملبورن	melbourne	ملبورن	PROPN	N;SG
polémique	مجادله	polémique	مجادله	ADJ;FEM;SG	N;SG
polémique	جدال	polémique	None	ADJ;FEM;SG	N;SG
polémique	جنجال	polémique	None	ADJ;FEM;SG	N;SG
sauvages	وحشی	sauvage	وحشی	ADJ;MASC;PL	N;SG
sauvages	وایلد	sauvage	وایلد	ADJ;MASC;PL	N;SG
vivants	living	vivant	None	ADJ;MASC;PL	N;SG
vivants	وزندگی	vivant	وزندگی	ADJ;MASC;PL	N;SG
vivants	زندگی	vivant	زندگی	ADJ;MASC;PL	N;SG
tournées	تور	tourner	تور	V;FEM;PL;PST;V.PTCP	N;SG
tournées	تورهای	tourner	تور	V;FEM;PL;PST;V.PTCP	N;PL
tournées	تورها	tourner	تور	V;FEM;PL;PST;V.PTCP	N;PL
three	سه	three	سه	PROPN	NUM
réussite	موفق	réussite	موفق	N;FEM;SG	ADJ
réussite	موفقیتهای	réussite	موفقیت	N;FEM;SG	N;PL
configuration	تنظیمات	configuration	تنظیمه	N;FEM;SG	N;PL
bleus	کبود	bleu	کبود#کن	ADJ;MASC;PL	N;SG
bleus	بلو	bleu	بلو	ADJ;MASC;PL	N;SG
bleus	کبودی	bleu	کبودی	ADJ;MASC;PL	N;SG
bleus	بلوز	bleu	بلوز	ADJ;MASC;PL	N;SG
creuse	حفر	creux	None	ADJ;FEM;SG	N;SG
creuse	هالو	creux	هالو	ADJ;FEM;SG	N;SG
creuse	توخالی	creux	توخالی	ADJ;FEM;SG	N;SG
nuits	شبا	nuit	شبا	N;FEM;PL	N;SG
nuits	شب	nuit	شب	N;FEM;PL	N;SG
lincoln	لینکن	lincoln	لینکن	PROPN	N;SG
lincoln	لینکولن	lincoln	لینکولن	PROPN	N;SG
lincoln	لینکلن	lincoln	لینکلن	PROPN	N;SG
cavaliers	کاوالیرز	cavalier	کاوالیرز	N;MASC;PL	N;SG
cardiaque	قلبی	cardiaque	قلبی	ADJ;MASC;SG	N;SG
parlant	حرف	parler	حرف	V;PRS;V.PTCP	N;SG
fernández	فرناندز	fernánder	فرناندز	PROPN	N;SG
fernández	فرناندز	fernánder	فرناندز	PROPN	N;SG
voisines	همسایه	voisin	همسایه	ADJ;FEM;PL	N;SG
voisines	همسایگان	voisin	همسایه	ADJ;FEM;PL	N;PL
