категорія	kategorii	категорія	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
кривий	mrzák	кривий	mrzák	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
очки	bodů	очка	bod	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
мен	meng	я	meng		PROPN;ANIM;NOM;MASC;SG;POS
мен	maine	я	maine		PROPN;NOM;FEM;SG;POS
музиці	hudbu	музика	hudba	N;INAN;DAT;FEM;PL	N;ACC;FEM;SG;POS
музиці	music	музика	music	N;INAN;DAT;FEM;PL	PROPN;FEM;POS
музиці	hudba	музика	hudba	N;INAN;DAT;FEM;PL	N;NOM;FEM;SG;POS
музиці	hudební	музика	hudební	N;INAN;DAT;FEM;PL	ADJ;NOM;MASC;SG;POS
створюється	generování	створюватися	generování	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
хвороба	choroby	хвороба	choroba	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
хвороба	nemoci	хвороба	nemoc	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
хвороба	nemoci	хвороба	nemoc	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
продовжували	pokračoval	продовжувати	pokračovat	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
продовжували	pokračovalo	продовжувати	pokračovat	V;IPFV;IND;PL;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
продовжували	pokračovala	продовжувати	pokračovat	V;IPFV;IND;PL;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
продовжували	pokračování	продовжувати	pokračování	V;IPFV;IND;PL;PST;FIN	N;NOM;NEUT;SG;POS
гармата	dělo	гармат	dít	N;INAN;NOM;FEM;SG	V;NEUT;SG;POS;PST;V.PTCP;ACT
перенаправлення	přesměrovat	перенаправлення	přesměrovat	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
вартості	hodnost	вартість	hodnost	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
стандарт	standardní	стандарт	standardní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
зовні	vně	зовний	vně	ADV	N;NOM;FEM;SG;POS
зовні	mimo	зовний	mimo	ADV	ADP;ACC
авіація	letecká	авіація	letecký	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
зникнення	ohrožené	зникнення	ohrožený	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
зникнення	ohrožený	зникнення	ohrožený	N;INAN;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
зникнення	ohrožená	зникнення	ohrožený	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
севастополь	sevastopolu	севастополь	sevastopol	PROPN;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
складні	složité	складний	složitý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
складні	komplexní	складний	komplexní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
складні	komplex	складний	komplex	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
складні	složitá	складний	složitý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
складні	náročná	складний	náročný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
складні	náročné	складний	náročný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
синій	blue	синій	blue	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
синій	modře	синій	modře	ADJ;NOM;MASC;SG	ADV;POS
фахівець	profesionální	фахівець	profesionální	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
фахівець	profesní	фахівець	profesní	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
нації	národnosti	нація	národnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
нації	národ	нація	národ	N;INAN;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
нації	národností	нація	národnost	N;INAN;GEN;FEM;SG	N;INS;FEM;SG;POS
нації	národnosti	нація	národnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
зовнішня	externích	зовнішній	externí	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL;POS
передача	zavázat	передача	zavázat	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
передача	spáchat	передача	spáchat	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
передача	spáchá	передача	spáchat	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
передача	zavazuje	передача	zavazovat	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
бібліотеку	knihovna	бібліотека	knihovna	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
бібліотеку	knihovny	бібліотека	knihovna	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL;POS
бібліотеку	knihovně	бібліотека	knihovna	N;INAN;ACC;FEM;SG	N;DAT;FEM;SG;POS
пропозиція	nabídku	пропозиція	nabídka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
пропозиція	nabídnout	пропозиція	nabídnout	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
адміністративні	správní	адміністративний	správní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
адміністративні	administrativní	адміністративний	administrativní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
вірш	verše	вірш	verš	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
суміш	směsi	суміш	směs	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
ставки	sázek	ставка	sázka	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
ставки	sázka	ставка	sázka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ставки	sázení	ставка	sázení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
прийом	recepci	прийом	recepce	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
шрі	srí	шрі	srůj		PROPN;NOM;MASC;SG;POS
френк	frank	френк	frank	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
френк	franka	френк	franka	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
френк	franku	френк	frank	PROPN;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
рейху	říše	рейх	říše	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
вистави	podívanou	вистава	podívaná	N;INAN;NOM;FEM;PL	ADJ;INS;FEM;SG;POS
вистави	podívaná	вистава	podívaný	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG;POS
природу	divočina	природа	divočina	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
оренду	nájemné	оренда	nájemné	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG;POS
оренду	pronájem	оренда	pronájem	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
оренду	nájem	оренда	nájem	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
оренду	pronajmout	оренда	pronajmout	N;INAN;ACC;FEM;SG	V;POS;NFIN
збору	pořízení	збір	pořízení	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
збору	získávání	збір	získávání	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
збору	akvizice	збір	akvizice	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
збору	získání	збір	získání	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
збору	nabytí	збір	nabytí	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
збору	fundraising	збір	fundraising	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
залишилося	zbývající	залишитися	zbývající	V;PFV;NEUT;IND;SG;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
художня	umění	художній	umění	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG;POS
художня	art	художній	art	ADJ;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
широкі	široké	широкий	široký	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
широкі	široký	широкий	široký	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
широкі	široká	широкий	široký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
широкі	praskla	широкий	prasknout	ADJ;NOM;PL	V;PFV;POS;PST;V.PTCP;ACT
заборонено	zakázané	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;NOM;MASC;PL;POS
заборонено	zakázaná	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;POS
заборонено	zakázáno	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
заборонено	zakázaný	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;INAN;NOM;MASC;SG;POS
заборонено	zakázané	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;NOM;MASC;PL;POS
заборонено	zakázaná	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;POS
заборонено	zakázáno	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
заборонено	zakázaný	заборонити	zakázaný	V;PFV;IND;0;FIN	ADJ;INAN;NOM;MASC;SG;POS
заборонено	zamítnuto	заборонити	zamítnutý	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
реєстрації	registrace	реєстрація	registrace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
мислення	přemýšlím	мислення	přemýšlet	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
цивілізації	civilizaci	цивілізація	civilizace	N;INAN;DAT;FEM;SG	N;ACC;FEM;SG;POS
цивілізації	civilizace	цивілізація	civilizace	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG;POS
помічником	pomocník	помічник	pomocník	N;ANIM;INS;MASC;SG	N;ANIM;NOM;MASC;SG;POS
помічником	parťák	помічник	parťák	N;ANIM;INS;MASC;SG	N;ANIM;NOM;MASC;SG;POS
парі	sázka	пара	sázka	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG;POS
парі	vsadit	пара	vsadit	N;INAN;DAT;FEM;SG	V;PFV;POS;NFIN
тестування	zkoušky	тестування	zkouška	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
сліди	stopu	слід	stopa	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG;POS
сліди	stezka	слід	stezka	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
сліди	stopa	слід	stopa	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
добрі	laskavá	добрий	laskavý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
добрі	druh	добрий	druh	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
добрі	laskavý	добрий	laskavý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
добрі	laskavé	добрий	laskavý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
печери	jeskyně	печера	jeskyně	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
печери	jeskyní	печера	jeskyně	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
ганс	hans	ганс	hans	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ганс	hansi	ганс	hans	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;DAT;MASC;SG;POS
ганс	hanse	ганс	hans	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
вузол	peer	вузол	peer	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
вузол	moderátor	вузол	moderátor	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
вузол	hostitel	вузол	hostitel	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
вузол	hostitele	вузол	hostitel	N;INAN;NOM;MASC;SG	N;ANIM;ACC;MASC;PL;POS
вузол	hostitelský	вузол	hostitelský	N;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
норвегія	norsko	норвегія	norský	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
додатковий	extra	додатковий	extra	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
колонія	kolonií	колонія	kolonie	N;INAN;NOM;FEM;SG	N;INS;FEM;SG;POS
королі	kings	король	kings	N;ANIM;NOM;MASC;PL	PROPN;INAN;NOM;MASC;SG;POS
королі	králové	король	král	N;ANIM;NOM;MASC;PL	PROPN;NOM;FEM;SG;POS
королі	králů	король	král	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
рухи	hnutí	рух	hnutí	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
катастрофи	katastrofa	катастрофа	katastrofa	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
обробка	manipulaci	обробка	manipulace	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
зробила	vyrobeny	зробити	vyrobený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INAN;PL;POS;V.PTCP;PASS
зробила	vyrobený	зробити	vyrobený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
зробила	vyrobené	зробити	vyrobený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;NEUT;PL;POS
зробила	vyrobeno	зробити	vyrobený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
бойового	morálku	бойовий	morálka	ADJ;GEN;MASC;SG	N;ACC;FEM;SG;POS
бойового	morálka	бойовий	morálka	ADJ;GEN;MASC;SG	N;NOM;FEM;SG;POS
більший	větších	більший	velký	ADJ;NOM;CMPR;MASC;SG	ADJ;GEN;CMPR;MASC;PL;POS
тролейбус	trolejbusu	тролейбус	trolejbus	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
щоправда	třebaže	щоправда	třebaže	ADV	CONJ
щоправда	ačkoliv	щоправда	ačkoliv	ADV	CONJ
щоправда	ačkoli	щоправда	ačkoliv	ADV	CONJ
культурні	kulturní	культурний	kulturní	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
культурні	kulturních	культурний	kulturní	ADJ;NOM;PL	ADJ;GEN;MASC;PL;POS
арк	arku	арк	ark		N;NOM;FEM;SG;POS
арк	oblouk	арк	oblouk		N;INAN;NOM;MASC;SG;POS
зареєстровано	zapsaný	зареєстровано	zapsaný	V;PFV;IND;0;FIN	ADJ;INAN;NOM;MASC;SG;POS
зареєстровано	registrované	зареєстровано	registrovaný	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;POS
зареєстровано	zapsané	зареєстровано	zapsaný	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;PL;POS
зареєстровано	registrovaná	зареєстровано	registrovaný	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;POS
зареєстровано	registrovaný	зареєстровано	registrovaný	V;PFV;IND;0;FIN	ADJ;ANIM;NOM;MASC;SG;POS
майдан	objezdu	майдан	objezd	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
колеса	kolečka	колесо	kolečka	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
колеса	koly	колесо	kolo	N;INAN;NOM;NEUT;SG	N;INS;NEUT;PL;POS
колеса	kol	колесо	kolo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL;POS
колеса	kola	колесо	kolo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
збільшується	navýšení	збільшуватися	navýšení	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
товари	zboží	товар	zboží	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
виконати	vystupovat	виконати	vystupovat	V;PFV;NFIN	V;IPFV;POS;NFIN
виконати	provádět	виконати	provádět	V;PFV;NFIN	V;IPFV;POS;NFIN
виконати	běh	виконати	běh	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
кіл	kruhy	коло	kruh	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL;POS
кіл	kroužky	коло	kroužka	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL;POS
кіл	kůl	коло	kůl	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;SG;POS
кіл	kolík	коло	kolík	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;SG;POS
художні	umělecké	художній	umělecký	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
художні	umělecká	художній	umělecký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
художні	umělecký	художній	umělecký	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
календар	kalendáře	календар	kalendář	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
кракові	krakov	крак	krakov	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
пошуки	vyhledávání	пошук	vyhledávání	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
розділи	sekce	розділ	sekce	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
розділи	kapitol	розділ	kapitola	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
дошки	prkno	дошка	prkno	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
дошки	palubě	дошка	paluba	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG;POS
поетів	básníci	поет	básník	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
спробу	pokus	спроба	pokus	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
діви	virginis	дива	virginis	PROPN;ANIM;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
чорне	black	чорний	black	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
перенесення	převody	перенесення	převod	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
перенесення	transfery	перенесення	transfer	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
перенесення	převést	перенесення	převést	N;INAN;NOM;NEUT;SG	V;POS;NFIN
прибули	přijel	прибути	přijet	V;PFV;IND;PL;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
прибули	dorazila	прибути	dorazit	V;PFV;IND;PL;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
прибули	dorazil	прибути	dorazit	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
спільнота	skupinu	спільнота	skupina	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
спільнота	skupiny	спільнота	skupina	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
спільнота	komunity	спільнота	komunita	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
займаються	zapojit	займатися	zapojit	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;POS;NFIN
важливо	důležitý	важливо	důležitý	ADV	ADJ;INAN;NOM;MASC;SG;POS
важливо	důležitá	важливо	důležitý	ADV	ADJ;NOM;FEM;SG;POS
важливо	důležité	важливо	důležitý	ADV	ADJ;NOM;NEUT;SG;POS
важливо	důležití	важливо	důležitý	ADV	ADJ;ANIM;NOM;MASC;PL;POS
почати	start	почати	start	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
почати	začátek	почати	začátek	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
абу	abú	абий	abú		PROPN;INAN;NOM;MASC;SG;POS
абу	abu	абий	abu		PROPN;INAN;NOM;MASC;SG;POS
абу	abou	абий	aba		PROPN;ANIM;NOM;MASC;SG;POS
розвиваються	rozvojových	розвиватися	rozvojový	V;IPFV;IND;PL;3;PRS;FIN	ADJ;GEN;MASC;PL;POS
розвиваються	rozvíjení	розвиватися	rozvíjení	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG;POS
побудувати	postav	побудувати	postava	V;PFV;NFIN	N;GEN;FEM;PL;POS
побудувати	stavět	побудувати	stavět	V;PFV;NFIN	V;IPFV;POS;NFIN
організовано	vyřešeno	організовано	vyřešený	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
конгрес	kongresu	конгрес	kongres	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
гімн	hymnu	гімн	hymna	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
лейтенанта	poručík	лейтенант	poručík	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
більші	větší	більший	velký	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;MASC;SG;POS
географічні	zeměpisný	географічний	zeměpisný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
географічні	zeměpisné	географічний	zeměpisný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
географічні	zeměpisné	географічний	zeměpisný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
хана	hana	хана	hana	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
хана	han	хана	han	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
кріс	chris	кріс	chris	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
кріс	chrise	кріс	chris	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
кріс	kris	кріс	kris	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
скотт	scott	скотт	scott	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
трамвай	tramvaje	трамвай	tramvaj	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
передати	přihrávka	передати	přihrávka	V;PFV;NFIN	N;NOM;FEM;SG;POS
передати	průsmyk	передати	průsmyk	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
передати	pass	передати	pass	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
охолодження	chladící	охолодження	chladící	N;INAN;NOM;NEUT;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
охолодження	chladicí	охолодження	chladicí	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
оскар	oscar	оскар	oscar	PROPN;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
оскар	oskar	оскар	oskar	PROPN;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
оскар	oskar	оскар	oskar	PROPN;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
оскар	oskara	оскар	oskara	PROPN;INAN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
геннадій	genadij	геннадій	genadij	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
відповідності	korespondenci	відповідність	korespondence	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG;POS
відповідності	korespondence	відповідність	korespondence	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
відповідності	odpovídající	відповідність	odpovídající	N;INAN;GEN;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
голосу	hlas	голос	hlas	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
клієнтів	zákazníci	клієнт	zákazník	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
клієнтів	zákazníkům	клієнт	zákazník	N;ANIM;ACC;MASC;PL	N;ANIM;DAT;MASC;PL;POS
клієнтів	zákazníků	клієнт	zákazník	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
клієнтів	klienti	клієнт	klient	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
підтримую	podporu	підтримувати	podpora	V;IPFV;IND;SG;1;PRS;FIN	N;ACC;FEM;SG;POS
підтримую	podpořit	підтримувати	podpořit	V;IPFV;IND;SG;1;PRS;FIN	V;PFV;POS;NFIN
підтримую	podpory	підтримувати	podpora	V;IPFV;IND;SG;1;PRS;FIN	N;NOM;FEM;SG;POS
підтримую	podpora	підтримувати	podpora	V;IPFV;IND;SG;1;PRS;FIN	N;NOM;FEM;SG;POS
підтримую	schválit	підтримувати	schválit	V;IPFV;IND;SG;1;PRS;FIN	V;PFV;POS;NFIN
підтримую	schvaluje	підтримувати	schvalovat	V;IPFV;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
представлено	představoval	представити	představovat	V;PFV;IND;0;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
прагнення	ambice	прагнення	ambice	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
фінансові	finanční	фінансовий	finanční	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
записав	zaznamenáno	записати	zaznamenaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
записав	nahraný	записати	nahraný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
записав	zaznamenané	записати	zaznamenaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;MASC;PL;POS
записав	nahrané	записати	nahraný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;MASC;PL;POS
підземних	hells	підземний	helss	ADJ;GEN;PL	PROPN;NOM;MASC;SG;POS
підземних	pekel	підземний	pekel	ADJ;GEN;PL	N;NOM;FEM;SG;POS
поведінка	ctnosti	поведінка	ctnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
стандартів	normy	стандарт	norma	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
стандартів	standardy	стандарт	standard	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
херсон	cherson	херсон	cherson	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
бучач	bučač	бучач	bučač	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
важливий	důležití	важливий	důležitý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
страхування	pojišťovací	страхування	pojišťovací	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
кін	horlivý	кін	horlivý		ADJ;ANIM;NOM;MASC;SG;POS
кін	quin	кін	quin		PROPN;ANIM;NOM;MASC;SG;POS
кін	keane	кін	keane		PROPN;ANIM;NOM;MASC;SG;POS
трапляються	ohřívá	траплятися	ohřívat	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ядерної	nukleární	ядерний	nukleární	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG;POS
ядерної	jaderné	ядерний	jaderný	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG;POS
ядерної	jaderná	ядерний	jaderný	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG;POS
ядерної	jaderný	ядерний	jaderný	ADJ;GEN;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
пані	milady	пані	milada	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
