per	za	per	za	ADP	
pons	pons	pons	pons	PROPN	PROPN;ANIM;NOM;MASC;SG
cobertes	zakryté	cobert	zakrytý	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cobertes	kryté	cobert	krytý	ADJ;FEM;PL;V.PTCP	N;NOM;NEUT;SG
cobertes	pokryté	cobert	pokrytý	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cobertes	pokrytý	cobert	pokrytý	ADJ;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
cobertes	paluby	cobert	paluba	ADJ;FEM;PL;V.PTCP	N;NOM;FEM;PL
cobertes	palubách	cobert	paluba	ADJ;FEM;PL;V.PTCP	N;GEN;FEM;PL
vèncer	porážke	vèncer	porážka	V;NFIN	N;DAT;FEM;SG
mac	mac	mac	mac		PROPN;ANIM;NOM;MASC;SG
mac	maca	mac	maca		N;NOM;FEM;SG
houten	houten	houtar	houten	N;PL	PROPN;ANIM;NOM;MASC;SG
otto	otto	otto	otto	PROPN	PROPN;ANIM;NOM;MASC;SG
otto	oto	otto	oto	PROPN	PROPN;ANIM;NOM;MASC;SG
humor	nálady	humor	nálada	N;MASC;SG	N;NOM;FEM;PL
creuer	plavby	creuer	plavba	ADJ;MASC;SG	N;NOM;FEM;PL
creuer	plavba	creuer	plavba	ADJ;MASC;SG	N;NOM;FEM;SG
creuer	cruise	creuer	cruisa	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
començant	začína	començar	začínať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
començant	začíname	començar	začínať	V;V.MSDR	V;IPFV;IND;PL;1;POS;PRS;FIN
instruccions	návod	instrucció	návod	N;FEM;PL	N;INAN;NOM;MASC;SG
xipre	cyprus	xipre	cyprus		N;INAN;NOM;MASC;SG
xipre	cyperská	xipre	cyperský		ADJ;NOM;FEM;SG
gilbert	gilbert	gilbert	gilbert		PROPN;ANIM;NOM;MASC;SG
limitat	limited	limitat	limited	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
vincent	vincent	vincent	vincent		N;ANIM;NOM;MASC;SG
rotació	rotácie	rotació	rotácia	N;FEM;SG	N;NOM;FEM;PL
jugant	hranie	jugar	hranie	V;V.MSDR	N;NOM;NEUT;SG
jugant	prehrávanie	jugar	prehrávanie	V;V.MSDR	N;NOM;NEUT;SG
representada	zastupoval	representat	zastupovať	ADJ;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
representada	predstavoval	representat	predstavovať	ADJ;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
operatiu	operatívne	operatiu	operatívne	ADJ;MASC;SG	ADV
mòbil	mobile	mòbil	mobiť	ADJ;SG	N;NOM;FEM;SG
mòbil	mobil	mòbil	mobiť	ADJ;SG	N;INAN;NOM;MASC;SG
costum	zvyku	costum	zvyk		N;INAN;GEN;MASC;SG
costum	zvyk	costum	zvyk		N;INAN;NOM;MASC;SG
uefa	uefa	uefa	uefa	N;FEM;SG	
roberto	roberto	robert	roberto		PROPN;ANIM;NOM;MASC;SG
dits	prstami	dit	prst		N;INAN;INS;MASC;PL
dits	prstov	dit	prst		N;INAN;GEN;MASC;PL
dits	prsty	dit	prst		N;INAN;NOM;MASC;PL
doctorat	phd	doctorat	phd	N;MASC;SG	
horitzontal	horizontálne	horitzontal	horizontálne	ADJ;SG	ADV
contrast	kontrast	contrast	kontrast		N;INAN;NOM;MASC;SG
delegat	delegovať	delegat	delegovať	ADJ;MASC;SG;V.PTCP	V;IPFV;POS;NFIN
capaços	schopný	capaç	schopný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
capaços	schopná	capaç	schopný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
capaços	schopné	capaç	schopný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
noi	boy	noi	boy	N;MASC;SG	
austríac	rakúska	austríac	rakúska	ADJ;MASC;SG	N;NOM;FEM;SG
austríac	rakúsky	austríac	rakúska	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
austríac	rakúske	austríac	rakúska	ADJ;MASC;SG	N;NOM;FEM;PL
austríac	austrian	austríac	austrian	ADJ;MASC;SG	INTJ
anton	anton	antondre	anton		PROPN;ANIM;NOM;MASC;SG
nicolas	nicolas	nicolas	nicolas		PROPN;ANIM;NOM;MASC;SG
gòtica	gotham	gòtic	gotham	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
sòlid	tuhé	sòlid	tuhý	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
sòlid	tuhá	sòlid	tuhý	ADJ;MASC;SG	N;NOM;FEM;SG
coves	jaskyňa	cova	jaskyňa	N;FEM;PL	N;NOM;FEM;SG
mesquita	mešity	mesquita	mešit	N;FEM;SG	N;NOM;FEM;PL
harold	harold	harold	harold	PROPN	PROPN;ANIM;NOM;MASC;SG
detectar	odhaliť	detectar	odhaliť	V;NFIN	V;PFV;POS;NFIN
detectar	zistiť	detectar	zistiť	V;NFIN	V;PFV;POS;NFIN
detectar	zistenie	detectar	zistenie	V;NFIN	N;NOM;NEUT;SG
vaga	udrieť	vaga	udrieť	N;FEM;SG	V;PFV;POS;NFIN
característic	charakteristika	característic	charakteristika	ADJ;MASC;SG	N;NOM;FEM;SG
característic	vlastnosť	característic	vlastnosť	ADJ;MASC;SG	N;NOM;FEM;SG
jacob	jacob	jacob	jacob		PROPN;ANIM;NOM;MASC;SG
jacob	jakub	jacob	jakub		PROPN;ANIM;NOM;MASC;SG
march	marec	march	marec	PROPN	N;INAN;NOM;MASC;SG
march	marci	march	marec	PROPN	N;INAN;ESS;MASC;SG
march	marca	march	marec	PROPN	N;INAN;GEN;MASC;SG
march	marcu	march	marec	PROPN	N;INAN;DAT;MASC;SG
march	pochod	march	pochod	PROPN	N;INAN;NOM;MASC;SG
entrenament	školenia	entrenament	školenie	N;MASC;SG	N;NOM;NEUT;PL
fox	líška	fox	líška	PROPN	N;NOM;FEM;SG
fox	fox	fox	fox	PROPN	PROPN;ANIM;NOM;MASC;SG
fox	líšky	fox	líška	PROPN	N;NOM;FEM;PL
bwv	bwv	bwv	bwv	N;FEM;SG	
escales	schodisko	escala	schodisko	N;FEM;PL	N;NOM;NEUT;SG
escales	váh	escala	vy	N;FEM;PL	N;NOM;FEM;SG
aràbia	arábia	arabia	arábiť	ADJ;FEM;SG	N;NOM;FEM;SG
comentari	komentovať	comentari	komentovať	N;MASC;SG	V;IPFV;POS;NFIN
infància	detstva	infància	detstvo	N;FEM;SG	N;NOM;NEUT;PL
musulmà	moslimských	musulmà	moslimský	ADJ;MASC;SG	ADJ;GEN;MASC;PL
musulmà	moslim	musulmà	mosli	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
projecció	projekcie	projecció	projekcia	N;FEM;SG	N;NOM;FEM;PL
suís	švajčiarska	suís	švajčiarsky	ADJ;MASC;SG	N;NOM;NEUT;PL
determinats	isté	determinat	istý	ADJ;MASC;PL;V.PTCP	DET;NOM;NEUT;SG
determinats	istí	determinat	istý	ADJ;MASC;PL;V.PTCP	DET;ANIM;NOM;MASC;PL
determinats	určité	determinat	určitý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
leopold	leopold	leopold	leopold		N;ANIM;NOM;MASC;SG
sultan	sultán	sultar	sultán		N;ANIM;NOM;MASC;SG
pit	hruď	pit	hruď		N;NOM;FEM;SG
pit	hrudníka	pit	hrudník		N;INAN;GEN;MASC;SG
pit	hrudník	pit	hrudník		N;INAN;NOM;MASC;SG
pit	hrude	pit	hruď		N;NOM;FEM;PL
facilitat	zmierniť	facilitat	zmierniť	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
facilitat	jednoduchosť	facilitat	jednoduchosť	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
facilitat	uľahčila	facilitat	uľahčiť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
facilitat	uľahčili	facilitat	uľahčiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
facilitat	uľahčiť	facilitat	uľahčiť	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
facilitat	uľahčilo	facilitat	uľahčiť	ADJ;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
bartomeu	bartholomew	bartomeu	bartholový		N;INAN;NOM;MASC;SG
cobertura	pokrytia	cobertura	pokrytie	N;FEM;SG	N;NOM;NEUT;PL
bosch	bosch	bosch	bos	PROPN	N;INAN;NOM;MASC;SG
jim	jim	jim	jim	PROPN	PROPN;ANIM;NOM;MASC;SG
jim	jima	jim	jima	PROPN	PROPN;ANIM;ACC;MASC;SG
ferit	ublížiť	ferit	ublížiť	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
fusionar	zlúčenie	fusionar	zlúčenie	V;NFIN	N;NOM;NEUT;SG
howard	howarda	howard	howard		N;ANIM;ACC;MASC;SG
howard	howard	howard	howard		PROPN;ANIM;NOM;MASC;SG
plus	navyše	plus	navyše		PART
plus	plus	plus	plus		
conversió	konverzie	conversió	konverzia	N;FEM;SG	N;NOM;FEM;PL
concessió	koncesie	concessió	koncesi	N;FEM;SG	N;NOM;FEM;PL
extensa	rozsiahlych	extens	rozsiahly	ADJ;FEM;SG	ADJ;GEN;MASC;PL
extensa	rozsiahla	extens	rozsiahnuť	ADJ;FEM;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
extensa	rozsiahle	extens	rozsiahle	ADJ;FEM;SG	N;NOM;NEUT;PL
isaac	isaac	isaac	isaac		N;ANIM;NOM;MASC;SG
franc	frankov	franc	frank		N;INAN;GEN;MASC;PL
franc	franc	franc	franc		N;INAN;NOM;MASC;SG
variació	variácie	variació	variácia	N;FEM;SG	N;NOM;FEM;PL
jurat	poroty	jurat	porota	N;MASC;SG	N;NOM;FEM;PL
bull	býk	bull	býk		N;ANIM;NOM;MASC;SG
bull	bull	bull	bull		PROPN;ANIM;NOM;MASC;SG
receptor	receptora	receptor	receptor	ADJ;MASC;SG	N;INAN;GEN;MASC;SG
receptor	receptor	receptor	receptor	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
receptor	prijímač	receptor	prijímač	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
barrera	bariéry	barrera	bariéra	N;FEM;SG	N;INAN;NOM;MASC;PL
roses	ruží	rosa	ružať		N;GEN;FEM;PL
roses	ruže	rosa	ruža		N;NOM;FEM;PL
demostrat	preukázali	demostrat	preukázať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
associats	pridružení	associat	pridruženie	ADJ;MASC;PL;V.PTCP	N;NOM;NEUT;PL
associats	spoločníci	associat	spoločník	ADJ;MASC;PL;V.PTCP	N;ANIM;NOM;MASC;PL
associats	spol	associat	spol	ADJ;MASC;PL;V.PTCP	
viola	viola	viola	vila		N;NOM;FEM;SG
escocès	škótov	escocès	škót	ADJ;MASC;SG	N;ANIM;GEN;MASC;PL
pensa	myslis	pensar	myslis	V;IND;SG;3;PRS;FIN	INTJ
pensa	myslite	pensar	myslieť	V;IND;SG;3;PRS;FIN	INTJ
tarda	poobede	tarda	poobede	N;FEM;SG	ADV
tarda	popoludní	tarda	popoludní	N;FEM;SG	ADV
passatgers	cestujúcich	passatger	cestujúci	N;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
passatgers	cestujúci	passatger	cestujúci	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
htm	htm	htm	htm		
ibrahim	ibrahim	ibrahim	ibrah		N;ANIM;NOM;MASC;SG
frankfurt	frankfurte	frankfurt	frankfurt		N;INAN;NOM;MASC;SG
frankfurt	frankfurt	frankfurt	frankfurt		N;INAN;NOM;MASC;SG
definit	definitívne	definit	definitívne	ADJ;MASC;SG;V.PTCP	ADV
song	pesnička	song	pesnička		N;NOM;FEM;SG
song	pieseň	song	pieseň		N;NOM;FEM;SG
song	skladba	song	skladba		N;NOM;FEM;SG
song	song	song	song		
victoria	viktória	victoria	viktória		N;NOM;FEM;SG
victoria	viktoria	victoria	viktoriť		N;NOM;FEM;SG
victoria	victoria	victoria	victoriť		N;NOM;FEM;SG
mantenint	udržiavanie	mantenir	udržiavanie	V;V.MSDR	N;NOM;NEUT;SG
mantenint	udržanie	mantenir	udržanie	V;V.MSDR	N;NOM;NEUT;SG
mantenint	udržiavanie	mantenir	udržiavanie	V;V.MSDR	N;NOM;NEUT;SG
olympic	olympic	olympic	olympica	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
denis	denis	deni	denis		PROPN;ANIM;NOM;MASC;SG
configuració	nastaviť	configuració	nastaviť	N;FEM;SG	V;PFV;POS;NFIN
alliberat	oslobodil	alliberat	oslobodiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
llop	vlk	llop	vlk		N;ANIM;NOM;MASC;SG
llop	wolf	llop	wolf		PROPN;ANIM;NOM;MASC;SG
danès	dánskych	danès	dánsky	ADJ;MASC;SG	ADJ;GEN;MASC;PL
evidència	dôkazy	evidència	dôkaz	N;FEM;SG	N;INAN;NOM;MASC;PL
sydney	sydney	sydney	sydney	N;MASC;SG	ADV
marines	námorníci	marine	námorník		N;ANIM;NOM;MASC;PL
marines	mariňákov	marine	mariňák		N;ANIM;ACC;MASC;PL
explicació	vysvetlivky	explicació	vysvetlivka	N;FEM;SG	N;NOM;FEM;PL
globe	glóbus	globe	glóbus	PROPN	N;INAN;NOM;MASC;SG
xinesos	čínska	xinès	čínsky	ADJ;MASC;PL	ADJ;NOM;FEM;SG
xinesos	číňan	xinès	číňan	ADJ;MASC;PL	N;ANIM;NOM;MASC;SG
xinesos	čínske	xinès	čínsky	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
xinesos	číňania	xinès	číňanie	ADJ;MASC;PL	N;ANIM;NOM;NEUT;PL
xinesos	čínsky	xinès	čínsky	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
derivat	derivát	derivar	derivát	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
lent	šošovky	lent	šošovka	ADJ;MASC;SG	N;NOM;FEM;PL
anthony	anthony	anthony	anthon	PROPN	PROPN;ANIM;NOM;MASC;SG
adult	dospelých	adult	dospelý	ADJ;MASC;SG	N;ANIM;GEN;MASC;PL
adult	dospelí	adult	dospeliť	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL
creus	kríže	creu	kríž		N;INAN;NOM;MASC;PL
tretze	thirteen	tretze	thirteen	NUM;PL	N;ANIM;NOM;MASC;SG
tretze	trinásť	tretze	trinásť	NUM;PL	NUM;NOM;NEUT;SG
vuitanta	osemdesiat	vuitanta	osemdesiat		NUM;NOM;NEUT;SG
ginebra	ženeve	ginebrar	ženev		N;INAN;NOM;MASC;SG
philippe	philippe	philippe	philippa		PROPN;ANIM;NOM;MASC;SG
navarro	navarro	navarro	navarro		PROPN;ANIM;NOM;MASC;SG
calais	calais	calai	calais	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
negativa	odmietnutie	negatiu	odmietnutie	ADJ;FEM;SG	N;NOM;NEUT;SG
negativa	zamietnutie	negatiu	zamietnutie	ADJ;FEM;SG	N;NOM;NEUT;SG
negativa	odmietnutia	negatiu	odmietnutie	ADJ;FEM;SG	N;NOM;NEUT;PL
kenya	keňa	kenya	keň	PROPN	PROPN;ANIM;NOM;MASC;SG
kenya	keni	kenya	keni	PROPN	
mahmud	mahmud	mahmud	mahmud		N;ANIM;NOM;MASC;SG
experimental	experimentálne	experimental	experimentálne	ADJ;SG	ADV
trama	dej	trama	dej	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
trama	pozemok	trama	pozemok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
trama	pozemku	trama	pozemok	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
afganistan	afganistan	afganistar	afganistan	ADJ;SG	N;INAN;NOM;MASC;SG
afganistan	afghanistan	afganistar	afghanistan	ADJ;SG	N;NOM;FEM;SG
afganistan	afganistane	afganistar	afganistane	ADJ;SG	N;INAN;NOM;MASC;SG
afganistan	afganistanu	afganistar	afganistan	ADJ;SG	N;INAN;GEN;MASC;SG
dependències	závislé	dependència	závislý	N;FEM;PL	ADJ;NOM;NEUT;SG
broadway	broadway	broadway	broadwa	N;FEM;SG	N;NOM;FEM;PL
verds	zelení	verd	zelenie	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
bou	bou	bou	bo		PROPN;ANIM;NOM;MASC;SG
típicament	obvykle	típicament	obvykel	ADV	PART
jornada	den	jornada	den	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
jornada	day	jornada	deň	N;FEM;SG	INTJ
especialista	špecializované	especialista	špecializovaný	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
síndrome	syndrómu	síndrome	syndróm		N;INAN;GEN;MASC;SG
síndrome	syndróm	síndrome	syndróm		N;INAN;NOM;MASC;SG
terror	hrôza	terror	hrôza	ADJ;MASC;SG	N;NOM;FEM;SG
terror	teror	terror	teror	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
ricardo	ricardo	ricardo	ricardo		N;ANIM;NOM;MASC;SG
une	une	un	uňa		
russell	russell	russell	russell		PROPN;ANIM;NOM;MASC;SG
adams	adams	adam	adams		PROPN;ANIM;NOM;MASC;SG
janeiro	janeiro	janeiro	janeiro		
instrucció	inštrukcie	instrucció	inštrukcia	N;FEM;SG	N;NOM;FEM;PL
instrucció	pokyny	instrucció	pokyn	N;FEM;SG	N;INAN;NOM;MASC;PL
damasc	damasku	damasc	damaska		N;INAN;GEN;MASC;SG
descendència	potomkovia	descendència	potomok	N;FEM;SG	N;ANIM;NOM;MASC;PL
descendència	potomkov	descendència	potomok	N;FEM;SG	N;ANIM;ACC;MASC;PL
ripoll	ripoll	ripoll	ripoll		N;INAN;NOM;MASC;SG
crema	horieť	crema	horieť		V;IPFV;POS;NFIN
crema	spáliť	crema	spáliť		V;IPFV;POS;NFIN
crema	krém	crema	krém		N;INAN;NOM;MASC;SG
crema	smotana	crema	smotan		N;NOM;FEM;SG
crema	smotany	crema	smotan		N;NOM;FEM;PL
lea	lea	el	lea	PROPN	PROPN;NOM;FEM;SG
marta	marta	marta	marta		N;NOM;FEM;SG
ossos	kosť	os	kosť	N;MASC;PL	N;NOM;FEM;SG
lorena	lorena	lorè	loreno		N;NOM;FEM;SG
lorena	lorraine	lorè	lorraine		
medina	medina	medinar	medina		PROPN;ANIM;NOM;MASC;SG
tervuren	tervuren	tervurar	tervuren	ADJ;SG	N;INAN;NOM;MASC;SG
heinrich	heinrich	heinrich	heinrich	PROPN	PROPN;ANIM;NOM;MASC;SG
federico	federico	federico	federico		N;ANIM;NOM;MASC;SG
agulla	ihla	agullar	ihla	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
agulla	ihly	agullar	ihla	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
agulla	ihlu	agullar	ihla	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
genètica	genetika	genètic	genetika	ADJ;FEM;SG	N;NOM;FEM;SG
probabilitat	pravdepodobnosti	probabilitat	pravdepodobnosť	N;FEM;SG	N;NOM;FEM;PL
privilegis	oprávnení	privilegi	oprávnenie	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
centro	centro	centrar	centro		N;NOM;NEUT;SG
harmonia	harmónii	harmonia	harmónia	V;IND;SG;3;PRS;FIN	N;DAT;FEM;SG
esquena	späť	esquena	späť	N;FEM;SG	ADV
esquena	back	esquena	back	N;FEM;SG	PROPN;ANIM;VOC;MASC;SG
esquena	naspäť	esquena	naspäť	N;FEM;SG	ADV
permès	povoľuje	permès	povoľovať	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
istanbul	istanbule	istanbul	istanbule		ADV
plural	plurál	plural	plurál	ADJ;SG	N;INAN;NOM;MASC;SG
conte	conte	conte	cont	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sobrenom	prezývky	sobrenom	prezývka	N;MASC;SG	N;NOM;FEM;PL
pregunta	otázka	preguntar	otázka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pregunta	otazka	preguntar	otazka	V;IND;SG;3;PRS;FIN	INTJ
pregunta	otázku	preguntar	otázka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
pendent	čaká	pendent	čakať	ADJ;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
pendent	čakajúce	pendent	čakajúci	ADJ;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
gènova	janov	gènova	jan	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
espectacles	ukáže	espectacle	ukázať	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
espectacles	ukazuje	espectacle	ukazovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
espectacles	zobrazí	espectacle	zobraziť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
espectacles	zobrazuje	espectacle	zobrazovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
caucas	kaukaze	caucas	kaukaz		N;INAN;ESS;MASC;SG
caucas	kaukazu	caucas	kaukaz		N;INAN;GEN;MASC;SG
tailàndia	thajsku	tailàndia	thajsko	ADJ;FEM;SG	N;NOM;NEUT;SG
tailàndia	thajsko	tailàndia	thajsko	ADJ;FEM;SG	N;NOM;NEUT;SG
tailàndia	thajska	tailàndia	thajsky	ADJ;FEM;SG	N;NOM;NEUT;PL
rey	rey	rey	rey		PROPN;ANIM;NOM;MASC;SG
dita	dita	dit	dita		PROPN;NOM;FEM;SG
como	como	como	co		PROPN;ANIM;NOM;MASC;SG
beta	beta	beta	bet		N;NOM;FEM;SG
sri	sri	sri	sri		N;INAN;NOM;MASC;SG
sri	srí	sri	srať		N;INAN;NOM;MASC;SG
holanda	holland	holanda	holland		PROPN;ANIM;NOM;MASC;SG
enviats	odoslané	enviat	odoslaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
enviats	poslané	enviat	poslaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
enviats	odoslaná	enviat	odoslaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
enviats	poslali	enviat	poslať	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
arguments	argumentácia	argument	argumentácia	N;MASC;PL	N;NOM;FEM;SG
esquí	lyžovať	esquí	lyžovať	N;MASC;SG	V;IPFV;POS;NFIN
georg	georg	georg	georg	PROPN	PROPN;ANIM;NOM;MASC;SG
ombra	tieň	ombra	tieň		N;INAN;NOM;MASC;SG
ombra	tieňom	ombra	tieň		N;INAN;INS;MASC;SG
ombra	tieňa	ombra	tieň		N;INAN;GEN;MASC;SG
multitud	dav	multitud	dav		N;INAN;NOM;MASC;SG
multitud	zástup	multitud	zástup		N;INAN;NOM;MASC;SG
multitud	davu	multitud	dav		N;INAN;GEN;MASC;SG
bois	bois	boi	bois		PROPN;ANIM;NOM;MASC;SG
desembocadura	papule	desembocadura	papuľa	N;FEM;SG	N;NOM;FEM;PL
desembocadura	ústa	desembocadura	ústa	N;FEM;SG	N;NOM;NEUT;PL
christopher	christopher	christopher	christopher		N;ANIM;NOM;MASC;SG
christopher	krištof	christopher	krištof		PROPN;ANIM;NOM;MASC;SG
racing	preteky	racing	preteky	N;MASC;SG	N;INAN;NOM;MASC;PL
racing	závodná	racing	závodný	N;MASC;SG	ADJ;NOM;FEM;SG
racing	pretekať	racing	pretekať	N;MASC;SG	V;IPFV;POS;NFIN
llicenciat	absolvent	llicenciat	absolvent	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
parlat	prehovoril	parlar	prehovoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
parlat	hovoril	parlar	hovoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
muntatge	pripájam	muntatge	pripájať	N;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
derivada	derivát	derivat	derivát	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
iniciat	začali	iniciat	začať	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
iniciat	začalo	iniciat	začať	ADJ;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
iniciat	začal	iniciat	začať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
iniciat	začala	iniciat	začať	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
ocupant	okupačné	ocupant	okupačný	V;V.MSDR	ADJ;NOM;NEUT;SG
residus	odpad	residu	odpad	N;MASC;PL	N;INAN;NOM;MASC;SG
residus	plytvanie	residu	plytvanie	N;MASC;PL	N;NOM;NEUT;SG
crimea	krym	crimea	krym		N;INAN;NOM;MASC;SG
tunísia	tunisko	tunísia	tunisko	ADJ;FEM;SG	N;NOM;NEUT;SG
tunísia	tunisku	tunísia	tunisko	ADJ;FEM;SG	N;DAT;NEUT;SG
tunísia	tuniska	tunísia	tunisko	ADJ;FEM;SG	N;NOM;NEUT;SG
aux	aux	aux	aux		
fischer	fischer	fischer	fischer	PROPN	PROPN;ANIM;NOM;MASC;SG
moreno	moreno	moreno	moreno		PROPN;ANIM;NOM;MASC;SG
habitació	izby	habitació	izba	N;FEM;SG	N;NOM;FEM;PL
habitació	miestnosti	habitació	miestnosť	N;FEM;SG	N;NOM;FEM;PL
dan	dan	dan	dan		PROPN;ANIM;NOM;MASC;SG
participant	účastník	participar	účastník	V;V.MSDR	N;ANIM;NOM;MASC;SG
participant	účastníka	participar	účastník	V;V.MSDR	N;ANIM;ACC;MASC;SG
triple	trojnásobok	triple	trojnásobok		N;NOM;FEM;SG
triple	triple	triple	tripnúť		N;NOM;FEM;SG
far	majáku	far	maják		N;INAN;GEN;MASC;SG
far	maják	far	maják		N;INAN;NOM;MASC;SG
vinya	vinice	vinya	vinica	N;FEM;SG	N;NOM;FEM;PL
llull	llull	llull	llull		PROPN;ANIM;NOM;MASC;SG
moore	moore	moore	moore	PROPN	PROPN;ANIM;NOM;MASC;SG
molècula	molekuly	molècula	molekul	N;FEM;SG	N;INAN;NOM;MASC;PL
dublín	dubline	dublín	dubliňa		N;DAT;FEM;SG
dublín	dublin	dublín	dublin		PROPN;ANIM;NOM;MASC;SG
inspirat	inšpirovala	inspirar	inšpirovať	ADJ;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
inspirat	inšpiráciu	inspirar	inšpirácia	ADJ;MASC;SG;V.PTCP	N;ACC;FEM;SG
inspirat	inšpiroval	inspirar	inšpirovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
introduït	zaviedla	introduir	zaviesť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
mínima	minimálne	mínim	minimálne	ADJ;FEM;SG	ADV
específics	špecifické	específic	špecifický	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
