von	from	von	from	ADP	PROPN
nikolai	николай	nikolai	николай	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nikolai	николас	nikolai	николас	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nikolai	николай	nikolai	николай	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nikolai	николай	nikolai	николай	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
stock	трость	stock	трость	PROPN	N;INAN;NOM;FEM;SG
stock	держаться	stock	держаться	PROPN	V;IPFV;NFIN;MID
stock	палка	stock	палка	PROPN	N;INAN;NOM;FEM;SG
mississippi	миссисипи	mississippi	миссисипи	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
orf	orf	orf	orf	PROPN;NOM;SG	PROPN
mitgliedschaft	членство	mitgliedschaft	членство	ADJ	N;INAN;NOM;NEUT;SG
mitgliedschaft	принадлежность	mitgliedschaft	принадлежность	ADJ	N;INAN;NOM;FEM;SG
mitgliedschaft	членство	mitgliedschaft	членство	ADJ	N;INAN;NOM;NEUT;SG
circa	приблизительно	circa	приблизительно		ADV
circa	circa	circa	circa		PROPN
santiago	сантьяго	santiago	сантий	PROPN	N;INAN;NOM;MASC;SG
insekten	насекомые	insekt	насекомое	V;NFIN	N;ANIM;NOM;NEUT;PL
insekten	насекомыми	insekt	насекомое	V;NFIN	N;ANIM;INS;NEUT;PL
insekten	насекомых	insekt	насекомое	V;NFIN	N;ANIM;GEN;NEUT;PL
insekten	насекомых	insekt	насекомое	V;NFIN	N;ANIM;GEN;NEUT;PL
insekten	жуков	insekt	жук	V;NFIN	N;ANIM;GEN;MASC;PL
insekten	жуки	insekt	жук	V;NFIN	N;ANIM;NOM;MASC;PL
insekten	ошибки	insekt	ошибка	V;NFIN	N;INAN;NOM;FEM;PL
mainzer	майнц	mainzer	майнц	PROPN	N;INAN;NOM;MASC;SG
feat	подвиг	feat	подвиг	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
exakt	точно	exakt	точно	ADJ	ADV
exakt	именно	exakt	именно	ADJ	PART
unterlagen	досье	unterliegen	досье	V;V.PTCP	N;INAN;NOM;NEUT;SG
unterlagen	документация	unterliegen	документация	V;V.PTCP	N;INAN;NOM;FEM;SG
unterlagen	документы	unterliegen	документ	V;V.PTCP	N;INAN;NOM;MASC;PL
schulz	шульц	schulz	шульц	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
übernahmen	приобретений	übernehmen	приобретение	V;FIN	N;INAN;GEN;NEUT;PL
übernahmen	приобретение	übernehmen	приобретение	V;FIN	N;INAN;NOM;NEUT;SG
übernahmen	приобретения	übernehmen	приобретение	V;FIN	N;INAN;NOM;NEUT;PL
übernahmen	поглощений	übernehmen	поглощение	V;FIN	N;INAN;GEN;NEUT;PL
übernahmen	поглощение	übernehmen	поглощение	V;FIN	N;INAN;NOM;NEUT;SG
claudia	клаудия	claudia	клаудия	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
tatort	сцена	tatort	сцена	PROPN	N;INAN;NOM;FEM;SG
spaß	весело	Spaß	веселый	N	ADJ;NEUT;SG
spaß	прикольно	Spaß	прикольно	N	ADV
spaß	веселые	Spaß	веселый	N	ADJ;NOM;PL
spaß	шучу	Spaß	шуча	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
spaß	шучу	Spaß	шуча	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
landwirtschaftliche	сельскохозяйственных	landwirtschaftlich	сельскохозяйственный	ADJ;NOM;FEM;PL	ADJ;GEN;PL
landwirtschaftliche	сельскохозяйственная	landwirtschaftlich	сельскохозяйственный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
landwirtschaftliche	аграрной	landwirtschaftlich	аграрный	ADJ;NOM;FEM;PL	ADJ;INS;FEM;SG
vorläufer	предшественник	vorläufer	предшественник	ADJ	N;ANIM;NOM;MASC;SG
vorläufer	прекурсоров	vorläufer	прекурсор	ADJ	N;INAN;GEN;MASC;PL
vorläufer	предшественник	vorläufer	предшественник	ADJ	N;ANIM;NOM;MASC;SG
vorläufer	предшественники	vorläufer	предшественник	ADJ	N;ANIM;NOM;MASC;PL
vorläufer	предшественников	vorläufer	предшественник	ADJ	N;ANIM;ACC;MASC;PL
verlags	verlag	verlags	verlag	PROPN;NOM;SG	PROPN
übte	практиковали	üben	практиковать	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
verlässt	ухожу	verlassen	уходить	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
verlässt	оставив	verlassen	оставить	V;IND;SG;3;PRS;FIN	V;PFV;PST;V.CVB;ACT
tennessee	теннесси	tennessee	теннесси	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
tageszeitung	газету	Tageszeitung	газета	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
tageszeitung	газеты	Tageszeitung	газета	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
gen	ген	gen	ген		N;INAN;NOM;MASC;SG
gen	джин	gen	джин		PART
gen	гена	gen	ген		N;INAN;GEN;MASC;SG
gen	ген	gen	ген		N;INAN;NOM;MASC;SG
bedenken	опасения	bedenken	опасение	V;NFIN	N;INAN;NOM;NEUT;PL
bedenken	озабоченности	bedenken	озабоченность	V;NFIN	N;INAN;NOM;FEM;SG
bedenken	озабоченность	bedenken	озабоченность	V;NFIN	N;INAN;NOM;FEM;SG
bedenken	беспокойство	bedenken	беспокойство	V;NFIN	N;INAN;NOM;NEUT;SG
bedenken	забота	bedenken	забота	V;NFIN	N;INAN;NOM;FEM;SG
bedenken	обеспокоенность	bedenken	обеспокоенность	V;NFIN	N;INAN;NOM;FEM;SG
bedenken	сомнения	bedenken	сомнение	V;NFIN	N;INAN;NOM;NEUT;PL
zuschauern	зрителей	zuschauern	зритель		N;ANIM;GEN;MASC;PL
zuschauern	зрители	zuschauern	зритель		N;ANIM;NOM;MASC;PL
zuschauern	зрителей	zuschauern	зритель		N;ANIM;GEN;MASC;PL
zuschauern	зрители	zuschauern	зритель		N;ANIM;NOM;MASC;PL
aufenthalt	резиденция	aufenthalt	резиденция	ADJ	N;INAN;NOM;FEM;SG
aufenthalt	проживание	aufenthalt	проживание	ADJ	N;INAN;NOM;NEUT;SG
aufenthalt	остаться	aufenthalt	остаться	ADJ	V;PFV;NFIN;MID
komponenten	компонент	komponent	компонент	V;FIN	N;INAN;NOM;MASC;SG
komponenten	компонентов	komponent	компонент	V;FIN	N;INAN;GEN;MASC;PL
komponenten	компоненты	komponent	компонент	V;FIN	N;INAN;NOM;MASC;PL
komponenten	модули	komponent	модуль	V;FIN	N;INAN;NOM;MASC;PL
komponenten	плагины	komponent	плагина	V;FIN	N;INAN;NOM;MASC;PL
walker	уолкер	walk	уолкер	PROPN;SG	N;ANIM;NOM;MASC;SG
walker	уокер	walk	уокер	PROPN;SG	N;ANIM;NOM;MASC;SG
privat	приват	privat	приват	ADJ	
privat	конфиденциально	privat	конфиденциально	ADJ	ADV
privat	наедине	privat	наедине	ADJ	N;INAN;INS;FEM;SG
profi	профессиональное	profi	профессиональный		ADJ;NOM;NEUT;SG
profi	professional	profi	professional		PROPN
profi	профессиональная	profi	профессиональный		ADJ;NOM;FEM;SG
profi	профессионал	profi	профессионал		N;ANIM;NOM;MASC;SG
begegnung	встречи	begegnung	встреча		N;INAN;NOM;FEM;PL
erschossen	выстрел	erschießen	выстрел	V;V.PTCP	N;INAN;NOM;MASC;SG
erschossen	кадр	erschießen	кадр	V;V.PTCP	N;INAN;NOM;MASC;SG
var	var	var	var		PROPN
versuchten	покушение	versuchen	покушение	V;IND;PL;3;PST;FIN	N;INAN;NOM;NEUT;SG
versuchten	попытка	versuchen	попытка	V;IND;PL;3;PST;FIN	N;INAN;NOM;FEM;SG
versuchten	пытался	versuchen	пытаться	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;MID
versuchten	пробовал	versuchen	пробовать	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
versuchten	попытался	versuchen	пытаться	V;IND;PL;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;MID
empire	империи	empir	империя	PROPN;NOM;SG	N;INAN;NOM;FEM;PL
empire	империя	empir	империя	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
tennis	tennis	tennis	tennis		PROPN
tennis	теннис	tennis	теннис		N;INAN;NOM;MASC;SG
hotels	отели	hotels	отель	ADV	N;INAN;NOM;MASC;PL
hotels	гостиницы	hotels	гостиница	ADV	N;INAN;NOM;FEM;PL
hotels	hotels	hotels	hotels	ADV	PROPN
ghs	сгс	ghs	сгсоный		N;INAN;NOM;MASC;SG
susanne	сюзанна	susanne	сюзанный	PROPN;NOM;SG	ADJ;FEM;SG
susanne	сюзан	susanne	сюзан	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
susanne	сьюзан	susanne	сьюзан	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
susanne	сьюзен	susanne	сьюзен	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
robin	робин	robin	робин	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
haushalte	домохозяйств	haushalt	домохозяйство		N;INAN;GEN;NEUT;PL
haushalte	домохозяйства	haushalt	домохозяйство		N;INAN;NOM;NEUT;PL
haushalte	домохозяйств	haushalt	домохозяйство		N;INAN;GEN;NEUT;PL
haushalte	домохозяйства	haushalt	домохозяйство		N;INAN;NOM;NEUT;PL
haushalte	бюджеты	haushalt	бюджет		N;INAN;NOM;MASC;PL
vertrauen	вере	vertrauen	вера	V;NFIN	N;INAN;DAT;FEM;SG
vertrauen	веру	vertrauen	вера	V;NFIN	N;INAN;ACC;FEM;SG
vertrauen	вера	vertrauen	вера	V;NFIN	N;INAN;NOM;FEM;SG
vertrauen	уверенность	vertrauen	уверенность	V;NFIN	N;INAN;NOM;FEM;SG
vertrauen	доверие	vertrauen	доверие	V;NFIN	N;INAN;NOM;NEUT;SG
vertrauen	доверие	vertrauen	доверие	V;NFIN	N;INAN;NOM;NEUT;SG
bier	пива	bier	пиво		N;INAN;GEN;NEUT;SG
bier	пиво	bier	пиво		N;INAN;NOM;NEUT;SG
bier	пива	bier	пиво		N;INAN;GEN;NEUT;SG
bier	пиво	bier	пиво		N;INAN;NOM;NEUT;SG
baby	baby	baby	baby		PROPN
baby	ребёнок	baby	ребёнок		N;ANIM;NOM;MASC;SG
baby	малышка	baby	малышка		N;ANIM;NOM;FEM;SG
baby	детка	baby	детка		N;INAN;NOM;FEM;SG
baby	малыш	baby	малыш		N;ANIM;NOM;MASC;SG
baby	детка	baby	детка		N;INAN;NOM;FEM;SG
worms	черви	worms	черви	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;PL
worms	червей	worms	червь	PROPN;NOM;MASC;SG	N;ANIM;GEN;MASC;PL
berufung	обжаловать	berufung	обжаловать	N	V;IPFV;NFIN;ACT
berufung	звонить	berufung	звонить	N	V;IPFV;NFIN;ACT
spur	отследить	spur	отследить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
märchen	сказка	märchen	сказка	V;NFIN	N;INAN;NOM;FEM;SG
märchen	сказки	märchen	сказка	V;NFIN	N;INAN;NOM;FEM;PL
lieben	дорогая	lieben	дорогой	V;FIN	ADJ;NOM;FEM;SG
lieben	дорогие	lieben	дорогой	V;FIN	ADJ;NOM;PL
lieben	дорогой	lieben	дорога	V;FIN	N;INAN;NOM;MASC;SG
lieben	love	lieben	love	V;FIN	PROPN
lieben	любовь	lieben	любовь	V;FIN	N;INAN;NOM;FEM;SG
lösungen	решения	lösungen	решение	V;NFIN	N;INAN;NOM;NEUT;PL
lösungen	раствор	lösungen	раствор	V;NFIN	N;INAN;NOM;MASC;SG
lösungen	решение	lösungen	решение	V;NFIN	N;INAN;NOM;NEUT;SG
wetter	погода	wetter	погода		N;INAN;NOM;FEM;SG
freitag	пятницу	freitagen	пятница	ADV	N;INAN;ACC;FEM;SG
freitag	пятница	freitagen	пятница	ADV	N;INAN;NOM;FEM;SG
freitag	пятницы	freitagen	пятница	ADV	N;INAN;NOM;FEM;PL
freitag	пятницам	freitagen	пятница	ADV	N;INAN;DAT;FEM;PL
cds	cd	cds	cd		N;INAN;NOM;MASC;SG
irak	иракские	irak	иракский	PROPN;NOM;MASC;SG	ADJ;NOM;PL
irak	иракцы	irak	иракец	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;PL
irak	иракский	irak	иракский	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
irak	иракская	irak	иракский	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG
irak	ирака	irak	ирак	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
irak	ирак	irak	ирак	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
jordan	иордания	jordan	иордание	PROPN;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
jordan	иордан	jordan	иордан	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
jordan	иорданию	jordan	иордание	PROPN;NOM;MASC;SG	N;INAN;DAT;NEUT;SG
jordan	джордан	jordan	джордан	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
jordan	иордании	jordan	иордание	PROPN;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
ian	иен	ian	иена	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
ian	ян	ian	ян	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ian	йен	ian	йен	PROPN;NOM;MASC;SG	INTJ
ian	иан	ian	иан	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ian	иэн	ian	иэна	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
überprüfen	проверка	überprüfen	проверка	V;NFIN	N;INAN;NOM;FEM;SG
überprüfen	обзор	überprüfen	обзор	V;NFIN	N;INAN;NOM;MASC;SG
überprüfen	обзора	überprüfen	обзор	V;NFIN	N;INAN;GEN;MASC;SG
überprüfen	рассмотрение	überprüfen	рассмотрение	V;NFIN	N;INAN;NOM;NEUT;SG
überprüfen	чек	überprüfen	чек	V;NFIN	N;INAN;NOM;MASC;SG
überprüfen	проверка	überprüfen	проверка	V;NFIN	N;INAN;NOM;FEM;SG
evolution	эволюция	evolution	эволюция	PROPN	N;INAN;NOM;FEM;SG
evolution	эволюции	evolution	эволюция	PROPN	N;INAN;NOM;FEM;SG
dead	мертвый	dead	мертвый	PROPN;NOM;SG	ADJ;NOM;MASC;SG
dead	умер	dead	умереть	PROPN;NOM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
dead	мертвые	dead	мертвый	PROPN;NOM;SG	ADJ;NOM;PL
dead	мертв	dead	мертвый	PROPN;NOM;SG	ADJ;MASC;SG
dead	мертва	dead	мертвый	PROPN;NOM;SG	ADJ;FEM;SG
lieferte	доставлены	liefern	доставить	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
lieferte	поставляется	liefern	поставлять	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
absolute	абсолютной	absolut	абсолютный	ADJ;NOM;SG	ADJ;INS;FEM;SG
schwaben	швабия	schwaben	швабия	PROPN	N;INAN;NOM;FEM;SG
kaufen	покупки	kaufen	покупка	V;NFIN	N;INAN;NOM;FEM;PL
kaufen	покупка	kaufen	покупка	V;NFIN	N;INAN;NOM;FEM;SG
kaufen	закупка	kaufen	закупка	V;NFIN	N;INAN;NOM;FEM;SG
kaufen	покупка	kaufen	покупка	V;NFIN	N;INAN;NOM;FEM;SG
forderungen	претензии	forderung	претензия	V;NFIN	N;INAN;NOM;FEM;PL
forderungen	требования	forderung	требование	V;NFIN	N;INAN;NOM;NEUT;PL
überreste	останки	überrest	останки	ADJ	N;INAN;NOM;MASC;PL
überreste	остатки	überrest	остатки	ADJ	N;INAN;NOM;MASC;PL
überreste	остатки	überrest	остатки	ADJ	N;INAN;NOM;MASC;PL
ersetzte	заменили	ersetzen	заменить	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
ersetzte	заменены	ersetzen	заменить	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
internetseite	вебсайт	internetseite	вебсайт	ADJ	N;INAN;NOM;MASC;SG
internetseite	сайт	internetseite	сайт	ADJ	N;INAN;NOM;MASC;SG
islamischen	исламская	islamisch	исламский	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
islamischen	исламский	islamisch	исламский	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
islamischen	исламское	islamisch	исламский	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
islamischen	ислам	islamisch	ислам	ADJ;NOM;MASC;PL	N;INAN;NOM;MASC;SG
informatik	информатики	informatik	информатика	PROPN	N;INAN;NOM;MASC;PL
informatik	компьютеры	informatik	компьютер	PROPN	N;INAN;NOM;MASC;PL
informatik	компьютер	informatik	компьютер	PROPN	N;INAN;NOM;MASC;SG
informatik	computer	informatik	computer	PROPN	PROPN
informatik	вычисления	informatik	вычисление	PROPN	N;INAN;NOM;NEUT;PL
grube	яма	grab	яма		N;INAN;NOM;FEM;SG
grube	яму	grab	яма		N;INAN;ACC;FEM;SG
linker	слева	link	слева	ADJ	ADV
linker	налево	link	налево	ADJ	ADV
linker	осталось	link	остаться	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;MID
linker	оставил	link	оставить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
zeile	линии	zeilen	линия		N;INAN;NOM;FEM;PL
zeile	строка	zeilen	строка		N;INAN;NOM;FEM;SG
zeile	линия	zeilen	линия		N;INAN;NOM;FEM;SG
zeile	line	zeilen	line		PROPN
zeile	строк	zeilen	строка		N;INAN;GEN;FEM;PL
zeile	строки	zeilen	строка		N;INAN;NOM;FEM;PL
zeile	ряды	zeilen	ряд		N;INAN;NOM;MASC;PL
zeile	ряд	zeilen	ряд		N;INAN;NOM;MASC;SG
zeile	строка	zeilen	строка		N;INAN;NOM;FEM;SG
antoine	антуан	antoine	антуан	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
arte	arte	art	arte		PROPN
zusammenfassung	резюме	zusammenfassung	резюме	ADJ	N;INAN;NOM;MASC;SG
zusammenfassung	сводка	zusammenfassung	сводка	ADJ	N;INAN;NOM;FEM;SG
petrus	петрус	petrus	петрус	PROPN;NOM;MASC;SG	
petrus	петр	petrus	петр	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
petrus	питер	petrus	питер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
petrus	петер	petrus	петер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
petrus	пётр	petrus	пётр	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
platzierungen	размещения	plazierung	размещение	V;NFIN	N;INAN;NOM;NEUT;PL
platzierungen	размещение	plazierung	размещение	V;NFIN	N;INAN;NOM;NEUT;SG
risiko	риска	risiko	риск		N;INAN;GEN;MASC;SG
risiko	риск	risiko	риск		N;INAN;NOM;MASC;SG
risiko	риски	risiko	риск		N;INAN;NOM;MASC;PL
risiko	опасности	risiko	опасность		N;INAN;NOM;FEM;PL
risiko	опасность	risiko	опасность		N;INAN;NOM;FEM;SG
risiko	риски	risiko	риск		N;INAN;NOM;MASC;PL
zuordnung	распределение	zuordnung	распределение	ADJ	N;INAN;NOM;NEUT;SG
zuordnung	задание	zuordnung	задание	ADJ	N;INAN;NOM;NEUT;SG
zuordnung	уступка	zuordnung	уступка	ADJ	N;INAN;NOM;FEM;SG
zuordnung	присвоение	zuordnung	присвоение	ADJ	N;INAN;NOM;NEUT;SG
zuordnung	атрибуции	zuordnung	атрибуция	ADJ	N;INAN;NOM;FEM;PL
zuordnung	картирования	zuordnung	картирование	ADJ	N;INAN;NOM;NEUT;PL
bande	банда	binden	банда		N;INAN;NOM;FEM;SG
cover	обложки	cover	обложка	PROPN	N;INAN;NOM;FEM;PL
cover	прикрытие	cover	прикрытие	PROPN	N;INAN;NOM;NEUT;SG
cover	обложка	cover	обложка	PROPN	N;INAN;NOM;FEM;SG
cover	обложку	cover	обложка	PROPN	N;INAN;ACC;FEM;SG
cover	покрытия	cover	покрытие	PROPN	N;INAN;NOM;NEUT;PL
auguste	огюст	augusten	огюст	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
philippinen	филиппин	philippinen	филиппин	PROPN;NOM	N;INAN;NOM;FEM;SG
philippinen	филиппины	philippinen	филиппины	PROPN;NOM	N;INAN;NOM;FEM;PL
philippinen	филиппин	philippinen	филиппин	PROPN;NOM	N;INAN;NOM;FEM;SG
lawrence	лоуренс	lawrence	лоуренс	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
lawrence	лоренс	lawrence	лоренс	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
metall	металла	metall	металл		N;INAN;GEN;MASC;SG
metall	метал	metall	метал		N;INAN;NOM;MASC;SG
metall	metal	metall	metal		PROPN
metall	металлические	metall	металлический		ADJ;NOM;PL
metall	металл	metall	металл		N;INAN;NOM;MASC;SG
metall	металлы	metall	металл		N;INAN;NOM;MASC;PL
metall	металлический	metall	металлический		ADJ;NOM;MASC;SG
schauspiel	драма	schauspiel	драма		N;INAN;NOM;FEM;SG
schauspiel	драмы	schauspiel	драма		N;INAN;NOM;FEM;PL
schauspiel	исполняющий	schauspiel	исполнять		V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
schauspiel	спектакль	schauspiel	спектакль		N;INAN;NOM;MASC;SG
schauspiel	зрелище	schauspiel	зрелище		N;INAN;NOM;NEUT;SG
mitteilungen	связь	mitteilung	связь	V;NFIN	N;INAN;NOM;FEM;SG
mitteilungen	коммуникации	mitteilung	коммуникация	V;NFIN	N;INAN;NOM;FEM;PL
mitteilungen	коммуникация	mitteilung	коммуникация	V;NFIN	N;INAN;NOM;FEM;SG
mitteilungen	связи	mitteilung	связь	V;NFIN	N;INAN;NOM;FEM;PL
mitteilungen	сообщения	mitteilung	сообщение	V;NFIN	N;INAN;NOM;NEUT;PL
mitteilungen	сообщения	mitteilung	сообщение	V;NFIN	N;INAN;NOM;NEUT;PL
mitteilungen	сообщений	mitteilung	сообщение	V;NFIN	N;INAN;GEN;NEUT;PL
mitteilungen	послания	mitteilung	послание	V;NFIN	N;INAN;NOM;NEUT;PL
mitteilungen	уведомления	mitteilung	уведомление	V;NFIN	N;INAN;NOM;NEUT;PL
lothringen	лорейн	lothringen	лорейн	PROPN;NOM	
wechseln	переключатель	wechseln	переключатель	V;NFIN	N;INAN;NOM;MASC;SG
wechseln	переключение	wechseln	переключение	V;NFIN	N;INAN;NOM;NEUT;SG
wechseln	альтернативных	wechseln	альтернативный	V;NFIN	ADJ;GEN;PL
wechseln	альтернативный	wechseln	альтернативный	V;NFIN	ADJ;NOM;MASC;SG
wechseln	перемены	wechseln	перемена	V;NFIN	N;INAN;NOM;FEM;PL
wechseln	изменение	wechseln	изменение	V;NFIN	N;INAN;NOM;NEUT;SG
wechseln	изменения	wechseln	изменение	V;NFIN	N;INAN;NOM;NEUT;PL
wechseln	переключение	wechseln	переключение	V;NFIN	N;INAN;NOM;NEUT;SG
wechseln	переключения	wechseln	переключение	V;NFIN	N;INAN;NOM;NEUT;PL
residenz	резиденция	residenz	резиденция		N;INAN;NOM;FEM;SG
residenz	проживание	residenz	проживание		N;INAN;NOM;NEUT;SG
wissens	знания	wissens	знание		N;INAN;NOM;NEUT;PL
wissens	знание	wissens	знание		N;INAN;NOM;NEUT;SG
angegebenen	указанное	angegeben	указать	V;PL;FIN	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
angegebenen	указано	angegeben	указать	V;PL;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
borussia	боруссия	borussia	боруссия	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
mode	моды	mode	мода		N;INAN;NOM;FEM;PL
mode	мода	mode	мода		N;INAN;NOM;FEM;SG
mode	fashion	mode	fashion		PROPN
mode	модные	mode	модный		ADJ;NOM;PL
mode	модный	mode	модный		ADJ;NOM;MASC;SG
mode	режим	mode	режим		N;INAN;NOM;MASC;SG
mode	mode	mode	mode		PROPN
update	обновления	update	обновление		N;INAN;NOM;NEUT;PL
update	обновлять	update	обновлять		V;IPFV;NFIN;ACT
update	обновление	update	обновление		N;INAN;NOM;NEUT;SG
update	обновить	update	обновить		V;PFV;NFIN;ACT
russell	расселл	russell	расселл	PROPN	N;INAN;NOM;MASC;SG
russell	рассел	russell	рассел	PROPN	N;ANIM;NOM;MASC;SG
nachdruck	размножения	nachdruck	размножение		N;INAN;NOM;NEUT;PL
konstantin	константин	konstantin	константин	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
konstantin	константин	konstantin	константин	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
dialog	диалог	dialog	диалог		N;INAN;NOM;MASC;SG
dialog	диалог	dialog	диалог		N;INAN;NOM;MASC;SG
fahrzeugen	автомобили	fahrzeugen	автомобиль	V;NFIN	N;INAN;NOM;MASC;PL
ann	энн	ann	энн	PROPN;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
ann	анн	ann	анна	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
reinhold	райнхольд	reinhold	райнхольд	PROPN;NOM;MASC;SG	ADV
sahen	пила	sehen	пила	V;IND;PL;3;PST;FIN	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
sahen	видел	sehen	видеть	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sahen	видела	sehen	видеть	V;IND;PL;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
sahen	увидел	sehen	видеть	V;IND;PL;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
sahen	увидела	sehen	видеть	V;IND;PL;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
großvater	деда	großvat	дед	ADJ	N;ANIM;ACC;MASC;SG
großvater	дедушка	großvat	дедушка	ADJ	N;ANIM;NOM;MASC;SG
großvater	дед	großvat	дед	ADJ	N;ANIM;NOM;MASC;SG
großvater	деда	großvat	дед	ADJ	N;ANIM;ACC;MASC;SG
großvater	дедушка	großvat	дедушка	ADJ	N;ANIM;NOM;MASC;SG
großvater	дед	großvat	дед	ADJ	N;ANIM;NOM;MASC;SG
gefühl	эмоции	Gefühl	эмоция	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
gefühl	чувствовать	Gefühl	чувствовать	N;NOM;NEUT;SG	V;IPFV;NFIN;ACT
gefühl	чувствую	Gefühl	чувствовать	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
gefühl	ощущения	Gefühl	ощущение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
montreal	монреальского	montreal	монреальский	PROPN	ADJ;GEN;MASC;SG
montreal	монреаль	montreal	монреаль	PROPN	N;INAN;NOM;MASC;SG
maximale	максимальный	maximal	максимальный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
maximale	максимальное	maximal	максимальный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
maximale	max	maximal	max	ADJ;NOM;FEM;PL	PROPN
maximale	макс	maximal	макс	ADJ;NOM;FEM;PL	
maximale	максимальный	maximal	максимальный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
maximale	максимальное	maximal	максимальный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
maximale	максимальная	maximal	максимальный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
