月	moon	月	moon	N	PROPN;NOM;MASC;SG
硬體	strojne	硬體	strojen	N	ADJ;NOM;FEM;PL
硬體	strojna	硬體	strojen	N	ADJ;NOM;FEM;SG
說服	prepričljiva	說服	prepričljiv	V	ADJ;NOM;FEM;SG
說服	prepričljiv	說服	prepričljiv	V	ADJ;NOM;INDF;MASC;SG
說服	prepričljivo	說服	prepričljivo	V	ADV
鶯	kovaček	鶯	kovaček	PROPN	N;NOM;MASC;SG
專注	osredotočanje	專注	osredotočanje	V	N;NOM;NEUT;SG
專注	osredotočenost	專注	osredotočenost	V	N;NOM;FEM;SG
住戶	gospodinjski	住戶	gospodinjski	N	ADJ;NOM;MASC;SG
毗鄰	sosednji	毗鄰	sosednji	N	ADJ;NOM;DEF;MASC;SG
毗鄰	sosednja	毗鄰	sosednji	N	ADJ;NOM;FEM;SG
毗鄰	sosednje	毗鄰	sosednji	N	ADJ;NOM;FEM;PL
秋天	jeseni	秋天	jeseni	N	ADV
秋天	jesenski	秋天	jesenski	N	ADJ;NOM;DEF;MASC;SG
秋天	padlo	秋天	pasti	N	V;PFV;NEUT;SG;V.PTCP
秋天	padel	秋天	pasti	N	V;PFV;MASC;SG;V.PTCP
耶和華	jahve	耶和華	jahva	PROPN	N;NOM;MASC;SG
懷孕	nosečnost	懷孕	nosečnost	V	N;NOM;FEM;SG
懷孕	noseče	懷孕	noseč	V	ADJ;NOM;FEM;PL;V.PTCP
懷孕	noseča	懷孕	noseča	V	ADJ;NOM;FEM;SG;V.PTCP
逃離	pobeg	逃離	pobeg	V	N;NOM;MASC;SG
逃離	beg	逃離	beg	V	N;NOM;MASC;SG
發掘	izkopavanje	發掘	izkopavanje	V	N;NOM;NEUT;SG
傾斜	nagib	傾斜	nagib	V	N;NOM;MASC;SG
傾斜	nagnjena	傾斜	nagnjen	V	ADJ;NOM;FEM;SG;V.PTCP
傾斜	nagnjen	傾斜	nagnjen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
傾斜	nagib	傾斜	nagib	V	N;NOM;MASC;SG
八	osmica	八	osmica	NUM	N;NOM;FEM;SG
最愛	priljubljeni	最愛	priljubljen	N	ADJ;NOM;MASC;PL
最愛	priljubljeno	最愛	priljubljen	N	ADV
最愛	najljubša	最愛	uljub	N	ADJ;NOM;RL;FEM;SG
最愛	najljubši	最愛	ujub	N	ADJ;NOM;DEF;RL;MASC;SG
猶太	judovski	猶太	judovski	PROPN	ADJ;NOM;MASC;SG
猶太	židovski	猶太	židovski	PROPN	ADJ;NOM;MASC;SG
猶太	žid	猶太	žid	PROPN	N;NOM;MASC;SG
猶太	judje	猶太	judja	PROPN	N;NOM;MASC;PL
猶太	židje	猶太	židja	PROPN	N;NOM;MASC;PL
猶太	judje	猶太	judja	PROPN	N;NOM;MASC;PL
蓮花	lotus	蓮花	lotus	PROPN	N;NOM;MASC;SG
拍賣	dražba	拍賣	dražba	V	N;NOM;FEM;SG
拍賣	dražbo	拍賣	dražba	V	N;ACC;FEM;SG
拍賣	dražbi	拍賣	dražba	V	N;NOM;FEM;SG
拍賣	dražbe	拍賣	dražba	V	N;NOM;FEM;PL
拍賣	dražbe	拍賣	dražba	V	N;NOM;FEM;PL
駕駛	voznika	駕駛	voznik	V	N;ANIM;ACC;MASC;SG
駕駛	voznik	駕駛	voznik	V	N;NOM;MASC;SG
駕駛	strojevodja	駕駛	strojevodje	V	N;NOM;NEUT;SG
駕駛	šofer	駕駛	šofer	V	N;NOM;MASC;SG
駕駛	pilotni	駕駛	piloten	V	ADJ;NOM;DEF;MASC;SG
駕駛	pilot	駕駛	pilot	V	N;NOM;MASC;SG
聚合	združevanje	聚合	združevanje	V	N;NOM;NEUT;SG
稀有	redki	稀有	redek	N	ADJ;NOM;MASC;PL
稀有	redko	稀有	redko	N	ADV
普爾	poole	普爾	pool	PROPN	PROPN;NOM;MASC;SG
上次	zadnji	上次	zadnji	N	ADJ;NOM;DEF;MASC;SG
上次	nazadnje	上次	nazadnje	N	ADV
上次	poslednje	上次	poslednji	N	ADJ;NOM;NEUT;SG
上次	zadnje	上次	zadnji	N	ADJ;NOM;FEM;PL
上次	zadnja	上次	zadnji	N	ADJ;NOM;FEM;SG
診斷	diagnoz	診斷	diagnoz	V	N;GEN;FEM;PL
診斷	diagnoze	診斷	diagnoz	V	N;NOM;FEM;PL
診斷	diagnostiko	診斷	diagnostika	V	N;ACC;FEM;SG
診斷	diagnoza	診斷	diagnoz	V	N;NOM;FEM;SG
診斷	diagnozo	診斷	diagnoza	V	N;ACC;FEM;SG
診斷	diagnoze	診斷	diagnoz	V	N;NOM;FEM;PL
診斷	diagnostičnih	診斷	diagnostičen	V	ADJ;GEN;MASC;PL
診斷	diagnostiko	診斷	diagnostika	V	N;ACC;FEM;SG
信件	sporočil	信件	sporočiti	N	V;PFV;MASC;SG;V.PTCP
信件	sporočila	信件	sporočiti	N	V;PFV;FEM;PL;V.PTCP
擲	met	擲	met	N	
擲	vrzi	擲	vrz	N	V;PFV;IND;SG;3;PRS;FIN
近日	nedavno	近日	nedavno	N	ADV
世俗	posvetni	世俗	posveten	N	ADJ;NOM;MASC;SG
世俗	posvetnih	世俗	posveten	N	ADJ;GEN;MASC;PL
錄音	atelje	錄音	atelj	V	N;NOM;MASC;SG
錄音	studio	錄音	studio	V	N;NOM;MASC;SG
偏向	pristranski	偏向	pristranski		ADJ;NOM;MASC;PL
偏向	pristranskosti	偏向	pristranskost		N;GEN;FEM;SG
新星	nova	新星	nov	N	ADJ;NOM;FEM;SG
烏拉圭	urugvaj	烏拉圭	urugvaj	PROPN	N;NOM;FEM;SG
夏日	poletna	夏日	poleten	N	ADJ;NOM;FEM;SG
夏日	poletni	夏日	poleten	N	ADJ;NOM;DEF;MASC;SG
夏日	poletno	夏日	poleten	N	ADJ;NOM;NEUT;SG
夏日	poleti	夏日	poleti	N	ADV
白天	day	白天	day	N	
微	mikroorganizmi	微	mikroorganizem	PART	N;NOM;MASC;PL
微	mikroorganizme	微	mikroorganizem	PART	N;NOM;MASC;PL
微	mikroorganizmov	微	mikroorganizem	PART	N;GEN;MASC;PL
微	mikrobov	微	mikrob	PART	N;GEN;MASC;PL
付費	plača	付費	plača	V	N;NOM;FEM;SG
付費	plačilo	付費	plačilo	V	N;NOM;NEUT;SG
付費	plačano	付費	plačan	V	ADJ;NOM;NEUT;SG;V.PTCP
付費	plačani	付費	plačan	V	ADJ;NOM;MASC;PL;V.PTCP
付費	plačan	付費	plačan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
付費	plačana	付費	plačan	V	ADJ;NOM;FEM;SG;V.PTCP
強迫	prisiljeni	強迫	prisiljen		ADJ;NOM;MASC;PL;V.PTCP
強迫	prisilil	強迫	prisiliti		V;PFV;MASC;SG;V.PTCP
強迫	prisiljen	強迫	prisiljen		ADJ;NOM;INDF;MASC;SG;V.PTCP
強迫	prisiljena	強迫	prisiljen		ADJ;NOM;FEM;SG;V.PTCP
強迫	prisilno	強迫	prisilno		ADV
強迫	prisile	強迫	prisiti		N;NOM;FEM;PL
強迫	prisilo	強迫	prisilo		N;ACC;FEM;SG
強迫	prisile	強迫	prisiti		N;NOM;FEM;PL
強迫	prisilo	強迫	prisilo		N;ACC;FEM;SG
殭屍	zombi	殭屍	zomba		N;NOM;MASC;SG
海關	carinski	海關	carinski	N	ADJ;NOM;DEF;MASC;SG
海關	carinska	海關	carinski	N	ADJ;NOM;FEM;SG
假定	predpostavke	假定	predpostavka	V	N;NOM;FEM;PL
假定	domneve	假定	domneva	V	N;NOM;FEM;PL
假定	domneva	假定	domneva	V	N;NOM;FEM;SG
假定	predpostavka	假定	predpostavka	V	N;NOM;FEM;SG
波羅	baltskem	波羅	baltski	PROPN	ADJ;DAT;MASC;SG
競技	arena	競技	arena	V	N;NOM;MASC;SG
競技	areni	競技	arena	V	N;NOM;FEM;SG
競技	areno	競技	arena	V	N;ACC;FEM;SG
珊瑚	grebeni	珊瑚	greben	N	ADJ;NOM;MASC;PL
立方	kubičnih	立方	kubičen	N	ADJ;GEN;MASC;PL
無線	radia	無線	radio	V	N;GEN;MASC;SG
無線	radio	無線	radio	V	N;NOM;MASC;SG
麻省	mit	麻省	mit	PROPN	N;NOM;MASC;SG
爬	vzpon	爬	vzpon	V	N;NOM;MASC;SG
捐贈	darovanje	捐贈	darovanje	V	N;NOM;NEUT;SG
捐贈	prispevek	捐贈	prispevek	V	N;NOM;MASC;SG
捐贈	donacijo	捐贈	donacija	V	N;ACC;FEM;SG
捐贈	donacij	捐贈	donacija	V	N;GEN;FEM;PL
捐贈	prispevki	捐贈	prispevek	V	N;NOM;MASC;PL
捐贈	donacije	捐贈	donacija	V	N;NOM;FEM;PL
搬遷	izselitve	搬遷	izselitev	V	N;NOM;FEM;PL
搬遷	premestitev	搬遷	premestitev	V	N;NOM;FEM;SG
搬遷	preselitev	搬遷	preselitev	V	N;NOM;FEM;SG
伴奏	korepetitor	伴奏	korepetitor	V	N;NOM;MASC;SG
平時	običajno	平時	običajno	N	ADV
平時	običajna	平時	običajen	N	ADJ;NOM;FEM;SG
核准	odobritve	核准	odobritev	V	N;NOM;FEM;PL
核准	odobritve	核准	odobritev	V	N;NOM;FEM;PL
核准	odobritev	核准	odobritev	V	N;NOM;FEM;SG
核准	odobrena	核准	odobren	V	ADJ;NOM;FEM;SG;V.PTCP
核准	odobrene	核准	odobren	V	ADJ;NOM;FEM;PL;V.PTCP
核准	odobreni	核准	odobren	V	ADJ;NOM;MASC;PL
核准	odobreno	核准	odobreno	V	ADJ;NOM;NEUT;SG
核准	odobren	核准	odobren	V	ADJ;NOM;INDF;MASC;SG
中野	nakano	中野	nakan	PROPN	N;NOM;MASC;SG
脂	debel	脂	debel	N	ADJ;NOM;INDF;MASC;SG
脂	debela	脂	debela	N	ADJ;NOM;FEM;SG
脂	debeli	脂	debela	N	ADJ;NOM;MASC;PL
尊敬	spoštovanja	尊敬	spoštovanje	V	N;GEN;NEUT;SG
尊敬	spoštovanje	尊敬	spoštovanje	V	N;NOM;NEUT;SG
十字	navzkrižna	十字	navzkrižen	N	ADJ;NOM;FEM;SG
十字	navzkrižno	十字	navzkrižno	N	ADV
感動	prestavljen	感動	prestavljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
感動	premaknjena	感動	premaknjen	V	ADJ;NOM;FEM;SG;V.PTCP
感動	ganljivo	感動	ganljivo	V	ADJ;NOM;NEUT;SG
感動	selitev	感動	selitev	V	N;NOM;FEM;SG
感動	premikanje	感動	premikanje	V	N;NOM;NEUT;SG
住	prebivanje	住	prebivanje	V	N;NOM;NEUT;SG
住	bivališče	住	bivališče	V	N;NOM;NEUT;SG
住	bivanje	住	bivanje	V	N;NOM;NEUT;SG
住	rezidenca	住	rezidenca	V	N;NOM;FEM;SG
住	prebivališče	住	prebivališče	V	N;NOM;NEUT;SG
住	bivališče	住	bivališče	V	N;NOM;NEUT;SG
住	domicil	住	domiciti	V	N;NOM;MASC;SG
住	prebivališče	住	prebivališče	V	N;NOM;NEUT;SG
單人	enotnega	單人	enoten	N	ADJ;GEN;NEUT;SG
單人	samski	單人	samski	N	ADJ;NOM;MASC;PL
單人	samska	單人	samski	N	ADJ;NOM;FEM;SG
空白	vrzeli	空白	vrzeti	N	V;IPFV;MASC;PL;V.PTCP
空白	prazno	空白	prazen	N	ADJ;NOM;NEUT;SG
空白	izprazni	空白	izprazen	N	V;PFV;IND;SG;3;PRS;FIN
空白	prazni	空白	prazen	N	ADJ;NOM;MASC;PL
空白	prazna	空白	prazen	N	ADJ;NOM;FEM;SG
空白	prazen	空白	prazen	N	ADJ;NOM;INDF;MASC;SG
空白	prazen	空白	prazen	N	ADJ;NOM;INDF;MASC;SG
空白	prazno	空白	prazen	N	ADJ;NOM;NEUT;SG
紀念	memorial	紀念	memorial	V	N;NOM;MASC;SG
紀念	spomenikov	紀念	spomenik	V	N;GEN;MASC;PL
紀念	spomenik	紀念	spomenik	V	N;NOM;MASC;SG
驗證	preverjanje	驗證	preverjanje	V	N;NOM;NEUT;SG
驗證	preveritev	驗證	preveritev	V	N;NOM;FEM;SG
驗證	potrditev	驗證	potrditev	V	N;NOM;FEM;SG
驗證	potrjevanje	驗證	potrjevanje	V	N;NOM;NEUT;SG
驗證	ovrednotenje	驗證	ovrednotenje	V	N;NOM;NEUT;SG
相鄰	sosednji	相鄰	sosednji	V	ADJ;NOM;DEF;MASC;SG
相鄰	sosednja	相鄰	sosednji	V	ADJ;NOM;FEM;SG
相鄰	sosednje	相鄰	sosednji	V	ADJ;NOM;FEM;PL
山姆	sam	山姆	samo	PROPN	PART
亞當	adam	亞當	adam	PROPN	PROPN;NOM;MASC;SG
偵察	izvidniški	偵察	izvidniški	V	ADJ;NOM;DEF;MASC;SG
偵察	izvidniška	偵察	izvidniški	V	ADJ;NOM;FEM;SG
銷售	prodaja	銷售	prodaja	V	N;NOM;FEM;SG
侮辱	žalitev	侮辱	žalitev	V	N;NOM;FEM;SG
侮辱	žalitve	侮辱	žalitev	V	N;NOM;FEM;PL
侮辱	žaljivo	侮辱	žaljiv	V	ADJ;NOM;NEUT;SG
侮辱	žalitev	侮辱	žalitev	V	N;NOM;FEM;SG
平凡	navadna	平凡	navaden	N	ADJ;NOM;FEM;SG
平凡	navadni	平凡	navaden	N	ADJ;NOM;MASC;PL
見證	priča	見證	priča	V	N;NOM;FEM;SG
洲際	medcelinski	洲際	medcelinski	PROPN	ADJ;NOM;MASC;PL
聚合	polimer	聚合	polimer	V	N;NOM;MASC;SG
聚合	polimeri	聚合	polimer	V	N;NOM;MASC;PL
未	mladoletne	未	mladoleten	ADV;NEG	ADJ;NOM;FEM;PL
未	mladoletni	未	mladoleten	ADV;NEG	ADJ;NOM;MASC;PL
未	mladoletna	未	mladoleten	ADV;NEG	ADJ;NOM;FEM;SG
未	manjše	未	majhen	ADV;NEG	ADJ;NOM;CMPR;NEUT;SG
未	manjši	未	majhen	ADV;NEG	ADJ;NOM;DEF;CMPR;MASC;SG
未	manjša	未	majhen	ADV;NEG	ADJ;NOM;CMPR;FEM;SG
清洗	očiščenje	清洗	očiščenje	V	N;NOM;NEUT;SG
清洗	čiščenje	清洗	čiščenje	V	N;NOM;NEUT;SG
清洗	čiščenje	清洗	čiščenje	V	N;NOM;NEUT;SG
必	potrebno	必	potreben	V	ADJ;NOM;NEUT;SG
控告	obtožnica	控告	obtožnica	V	N;NOM;FEM;SG
天主	katoliško	天主	katoliški	PROPN	ADJ;NOM;NEUT;SG
天主	katoliški	天主	katoliški	PROPN	ADJ;NOM;MASC;SG
天主	katoliška	天主	katoliški	PROPN	ADJ;NOM;FEM;SG
天主	katoliki	天主	katolika	PROPN	N;NOM;MASC;PL
安東	anton	安東	anton	PROPN	N;NOM;MASC;SG
安東	antona	安東	anton	PROPN	N;ANIM;ACC;MASC;SG
加冕	kronanje	加冕	kronanje	V	N;NOM;NEUT;SG
暑假	poletna	暑假	poleten	N	ADJ;NOM;FEM;SG
暑假	poletni	暑假	poleten	N	ADJ;NOM;DEF;MASC;SG
暑假	poletno	暑假	poleten	N	ADJ;NOM;NEUT;SG
暑假	poleti	暑假	poleti	N	ADV
鞏固	utrditev	鞏固	utrditev	V	N;NOM;FEM;SG
鞏固	konsolidacijo	鞏固	konsolidacija	V	N;ACC;FEM;SG
鞏固	utrditev	鞏固	utrditev	V	N;NOM;FEM;SG
鞏固	konsolidacija	鞏固	konsolidacija	V	N;NOM;FEM;SG
降水	padavin	降水	padavina	V	N;GEN;FEM;PL
降水	padavine	降水	padavina	V	N;NOM;FEM;PL
遇見	izpolnjeni	遇見	izpolnjen	V	ADJ;NOM;MASC;PL;V.PTCP
遇見	met	遇見	met	V	
北	nordijskih	北	nordijski	N	ADJ;GEN;MASC;PL
北	skandinavske	北	skandinavski	N	ADJ;NOM;FEM;PL
印度尼西亞	indonezije	印度尼西亞	indonezija	PROPN	N;NOM;FEM;PL
印度尼西亞	indonezija	印度尼西亞	indonezija	PROPN	N;NOM;FEM;SG
貝拉	bello	貝拉	bello	PROPN	N;NOM;MASC;SG
貝拉	bella	貝拉	bell	PROPN	N;NOM;FEM;SG
接納	sprejem	接納	sprejem	V	N;NOM;MASC;SG
惡意	zlonamerne	惡意	zlonameren	N	ADJ;NOM;FEM;PL
發放	izdajanje	發放	izdajanje	V	N;NOM;NEUT;SG
發放	izdaja	發放	izdajati	V	N;NOM;FEM;SG
旅館	hotel	旅館	hoteti	N	V;IPFV;MASC;SG;V.PTCP
旅館	hotele	旅館	hoteti	N	V;IPFV;FEM;PL;V.PTCP
旅館	hoteli	旅館	hoteti	N	V;IPFV;MASC;PL;V.PTCP
本質	intrinzično	本質	intrinzično	N	ADV
扭曲	zvit	扭曲	zvit	N	ADJ;NOM;INDF;MASC;SG
也	mogoče	也	mogoč	ADV	ADJ;NOM;NEUT;SG
也	mogoce	也	mogoc	ADV	
也	morda	也	morda	ADV	PART
約定	pakt	約定	pakt	V	N;NOM;MASC;SG
週六	sedeli	週六	sedeti	N	V;IPFV;MASC;PL;V.PTCP
週六	sedela	週六	sedeti	N	V;IPFV;FEM;SG;V.PTCP
週六	sedel	週六	sedeti	N	V;IPFV;MASC;SG;V.PTCP
預告	teaser	預告	teaser	V	N;NOM;MASC;SG
預告	priklopnik	預告	priklopnik	V	N;NOM;MASC;SG
預告	prikolico	預告	prikolica	V	N;ACC;FEM;SG
固有	intrinzično	固有	intrinzično	N	ADV
重疊	prekrivanja	重疊	prekrivanje	ADJ	N;GEN;NEUT;SG
重疊	podvajanje	重疊	podvajanje	ADJ	N;NOM;NEUT;SG
重疊	podvajanju	重疊	podvajanje	ADJ	N;DAT;NEUT;SG
重疊	prekrivanje	重疊	prekrivanje	ADJ	N;NOM;NEUT;SG
重疊	prekrivanja	重疊	prekrivanje	ADJ	N;GEN;NEUT;SG
重疊	prekrivanje	重疊	prekrivanje	ADJ	N;NOM;NEUT;SG
重疊	prekrivanja	重疊	prekrivanje	ADJ	N;GEN;NEUT;SG
共產	komunistično	共產	komunističen	N	ADJ;NOM;NEUT;SG
共產	komunistična	共產	komunističen	N	ADJ;NOM;FEM;SG
共產	komunistični	共產	komunističen	N	ADJ;NOM;MASC;SG
候補	nadomestno	候補	nadomesten	V	ADJ;NOM;NEUT;SG
候補	alternativno	候補	alternativen	V	ADJ;NOM;NEUT;SG
守門	vratar	守門	vratar	V	N;NOM;MASC;SG
守門	vratarja	守門	vratar	V	N;NOM;MASC;SG
守門	vratar	守門	vratar	V	N;NOM;MASC;SG
愛好	navdušence	愛好	navdušenec	V	N;ACC;MASC;PL
傳承	dediščina	傳承	dediščina	V	N;NOM;FEM;SG
傳承	zapuščine	傳承	zapuščina	V	N;NOM;FEM;PL
傳承	nasledstvo	傳承	nasledstvo	V	N;NOM;NEUT;SG
傳承	zapuščino	傳承	zapuščina	V	N;ACC;FEM;SG
傳承	zapuščina	傳承	zapuščina	V	N;NOM;FEM;SG
史前	prazgodovinski	史前	prazgodovinski	N	ADJ;NOM;MASC;PL
侵入	vpadov	侵入	vpada	V	N;GEN;MASC;PL
虐待	zloraba	虐待	zloraba	V	N;NOM;FEM;SG
虐待	zlorabo	虐待	zloraba	V	N;ACC;FEM;SG
虐待	zlorabe	虐待	zloraba	V	N;NOM;FEM;PL
鋸	videl	鋸	videti	N	V;MASC;SG;V.PTCP
鋸	vidu	鋸	vido	N	V;MASC;SG;V.PTCP
可	izvedljiva	可	izvedljiv	V	ADJ;NOM;FEM;SG
可	izvedljivo	可	izvedljivo	V	ADJ;NOM;NEUT;SG
逆	obrnjeno	逆	obrnjen	N	ADJ;NOM;NEUT;SG;V.PTCP
解體	razpad	解體	razpad	V	N;NOM;MASC;SG
聊	klepet	聊	klepet	V	N;NOM;MASC;SG
聊	govorjenje	聊	govorjenje	V	N;NOM;NEUT;SG
聊	pogovor	聊	pogovor	V	N;NOM;MASC;SG
聊	pogovori	聊	pogovor	V	N;NOM;MASC;PL
門檻	praga	門檻	praga	PROPN	N;NOM;MASC;SG
門檻	prag	門檻	prag	PROPN	N;NOM;MASC;SG
門檻	pragovi	門檻	pragovati	PROPN	N;NOM;MASC;PL
門檻	pragov	門檻	pragova	PROPN	N;GEN;MASC;PL
商用	komercialni	商用	komercialen	N	ADJ;NOM;MASC;SG
商用	komercialna	商用	komercialen	N	ADJ;NOM;FEM;SG
商用	komercialne	商用	komercialen	N	ADJ;NOM;FEM;PL
商用	komercialno	商用	komercialen	N	ADV
挑	izberi	挑	izbrati		V;PFV;IND;SG;3;PRS;FIN
撤離	evakuacija	撤離	evakuacija	V	N;NOM;FEM;SG
撤離	evakuacija	撤離	evakuacija	V	N;NOM;FEM;SG
撤離	evakuacijo	撤離	evakuacija	V	N;ACC;FEM;SG
撤離	evakuacije	撤離	evakuacija	V	N;NOM;FEM;PL
估算	ocena	估算	ocena	V	N;NOM;FEM;SG
凸	izbočene	凸	izbočen	N	ADJ;NOM;FEM;PL;V.PTCP
克	premagovanje	克	premagovanje	PROPN	N;NOM;NEUT;SG
克	premagovanje	克	premagovanje	PROPN	N;NOM;NEUT;SG
克	premagati	克	premagati	PROPN	V;PFV;NFIN
克	premagala	克	premagati	PROPN	V;PFV;FEM;SG;V.PTCP
漏洞	vrzeli	漏洞	vrzeti	N	V;IPFV;MASC;PL;V.PTCP
邁阿密	miami	邁阿密	miama	PROPN	N;NOM;MASC;SG
寒冷	mraz	寒冷	mraz	ADJ	N;NOM;MASC;SG
手冊	ročni	手冊	ročen	N	ADJ;NOM;MASC;SG
手冊	ročna	手冊	ročen	N	ADJ;NOM;FEM;SG
手冊	ročno	手冊	ročen	N	ADV
致死	smrtonosna	致死	smrtonosen	V	ADJ;NOM;FEM;SG
瑞安	ryan	瑞安	ryan	PROPN	PROPN;NOM;MASC;SG
馬尼拉	manili	馬尼拉	maniti	PROPN	N;NOM;FEM;SG
預防	preventivni	預防	preventiven	V	ADJ;NOM;MASC;SG
預防	preventivno	預防	preventivno	V	ADV
預防	preventivne	預防	preventiven	V	ADJ;NOM;FEM;PL
預防	preprečevanje	預防	preprečevanje	V	N;NOM;NEUT;SG
表決	glasovanje	表決	glasovanje	V	N;NOM;NEUT;SG
表決	glasovanje	表決	glasovanje	V	N;NOM;NEUT;SG
阿爾巴尼亞	albanije	阿爾巴尼亞	albanija	PROPN	N;NOM;FEM;PL
阿爾巴尼亞	albaniji	阿爾巴尼亞	albanija	PROPN	N;DAT;FEM;SG
阿爾巴尼亞	albanijo	阿爾巴尼亞	albanija	PROPN	N;ACC;FEM;SG
阿爾巴尼亞	albanija	阿爾巴尼亞	albanija	PROPN	N;NOM;FEM;SG
好	hollywood	好	hollywood	PART	N;NOM;MASC;SG
演變	evolucijo	演變	evolucija	V	N;ACC;FEM;SG
演變	razvoj	演變	razvoj	V	N;NOM;MASC;SG
演變	evolucija	演變	evolucija	V	N;NOM;FEM;SG
辣	pekoča	辣	pekoč	N	ADJ;NOM;FEM;SG;V.PTCP
辣	pekoče	辣	pekoče	N	ADJ;NOM;FEM;PL;V.PTCP
適當	primerno	適當	primeren	ADV	ADJ;NOM;NEUT;SG
適當	ustrezna	適當	ustrezen	ADV	ADJ;NOM;FEM;SG
適當	primerna	適當	primeren	ADV	ADJ;NOM;FEM;SG
適當	ustrezen	適當	ustrezen	ADV	ADJ;NOM;INDF;MASC;SG
某人	nekdo	某人	nekdo	N	PRO;NOM;MASC;SG
貨車	van	貨車	van	N	
天天	vsakdanji	天天	vsakdanji	N	ADJ;NOM;MASC;SG
天天	vsakdanja	天天	vsakdanji	N	ADJ;NOM;FEM;SG
天天	vsakodnevno	天天	vsakodneven	N	ADV
手動	ročni	手動	ročen	V	ADJ;NOM;MASC;SG
手動	ročna	手動	ročen	V	ADJ;NOM;FEM;SG
手動	priročnik	手動	priročnik	V	N;NOM;MASC;SG
手動	ročno	手動	ročen	V	ADV
星期	srede	星期	sreda	N	
評論	kritiki	評論	kritika	V	N;NOM;FEM;SG
評論	kritike	評論	kritika	V	N;NOM;FEM;PL
評論	kritik	評論	kritik	V	N;NOM;MASC;SG
演說	govor	演說	govor	V	N;NOM;MASC;SG
侯	marquis	侯	marquis	PROPN	
德克薩斯	teksas	德克薩斯	teksas	PROPN	PROPN;NOM;MASC;SG
德克薩斯	texas	德克薩斯	texas	PROPN	PROPN;NOM;MASC;SG
主修	major	主修	major	V	N;NOM;MASC;SG
東洋	toyo	東洋	toy	PROPN	N;NOM;MASC;SG
太田	ota	太田	ot	PROPN	PROPN;NOM;MASC;SG
計算	računalnik	計算	računalnik	V	N;NOM;MASC;SG
計算	računalniško	計算	računalniški	V	ADJ;NOM;NEUT;SG
計算	računalniška	計算	računalniški	V	ADJ;NOM;FEM;SG
計算	računalniki	計算	računalnik	V	N;NOM;MASC;PL
計算	računalnike	計算	računalnik	V	N;ACC;MASC;PL
買賣	trgovanje	買賣	trgovanje	V	N;NOM;NEUT;SG
買賣	prodajo	買賣	prodaja	V	N;ACC;FEM;SG
買賣	prodaja	買賣	prodaja	V	N;NOM;FEM;SG
改正	popravek	改正	popravek	V	N;NOM;MASC;SG
改正	popravek	改正	popravek	V	N;NOM;MASC;SG
可怕	grozljiva	可怕	grozljiv	N	ADJ;NOM;FEM;SG
可怕	strašljivo	可怕	strašljiv	N	ADJ;NOM;NEUT;SG
可怕	strašen	可怕	strašen	N	ADJ;NOM;INDF;MASC;SG
可怕	grozljivo	可怕	grozljiv	N	ADJ;NOM;NEUT;SG
外面	zunaj	外面	zunaj	N	ADV
替換	zamenjava	替換	zamenjava	V	N;NOM;FEM;SG
替換	nadomestitev	替換	nadomestitev	V	N;NOM;FEM;SG
替換	nadomeščanje	替換	nadomeščanje	V	N;NOM;NEUT;SG
純粹	čisti	純粹	čist	ADV	ADJ;NOM;DEF;MASC;SG
純粹	čist	純粹	čist	ADV	
純粹	čista	純粹	čist	ADV	ADJ;NOM;FEM;SG
創始	ustanovitelji	創始	ustanovitelj	V	N;NOM;MASC;PL
創始	ustanovitelj	創始	ustanovitelj	V	N;NOM;MASC;SG
精密	prefinjeno	精密	prefinjen	N	ADJ;NOM;NEUT;SG;V.PTCP
精密	prefinjena	精密	prefinjen	N	ADJ;NOM;FEM;SG;V.PTCP
輕鬆	počasi	輕鬆	počasi	ADJ	ADV
沙特	saudova	沙特	saudov	PROPN	N;NOM;FEM;SG
引述	citat	引述	citat	V	N;NOM;MASC;SG
引述	citatov	引述	citat	V	N;GEN;MASC;PL
萬里	kilometre	萬里	kilometer	PROPN	N;ACC;MASC;PL
萬里	milje	萬里	milja	PROPN	N;NOM;FEM;SG
萬里	kilometri	萬里	kilometer	PROPN	N;NOM;MASC;PL
萬里	miles	萬里	miles	PROPN	
萬里	kilometrov	萬里	kilometer	PROPN	N;GEN;MASC;PL
萬里	milj	萬里	milja	PROPN	N;NOM;FEM;PL
反正	kakorkoli	反正	kakorkoli		ADV
繼承	dedič	繼承	dedič	V	N;NOM;MASC;SG
繼承	naslednik	繼承	naslednik	V	N;NOM;MASC;SG
繼承	dediča	繼承	dedič	V	N;NOM;MASC;SG
繼承	dediči	繼承	dedič	V	N;NOM;MASC;PL
導航	poveljniškem	導航	poveljniški	N	ADJ;DAT;MASC;SG
退化	degradiranih	退化	degradiran	N	ADJ;GEN;MASC;PL;V.PTCP
退化	degenerativne	退化	degenerativen	N	ADJ;NOM;FEM;PL
季度	četrt	季度	četrt	N	
周日	nedeljsko	周日	nedeljsko	N	ADJ;NOM;NEUT;SG
周日	nedeljski	周日	nedeljski	N	ADJ;NOM;MASC;SG
向	dol	向	dol	ADP	
向	navzdol	向	navzdol	ADP	ADV
佛羅里達	florido	佛羅里達	florid	PROPN	N;ACC;FEM;SG
佛羅里達	florida	佛羅里達	florida	PROPN	N;NOM;FEM;SG
