fundamentala	fundamentales	fundamental	fundamental	ADJ;DEF;FEM;SG	ADJ;PL
incurajat	alienta	incuraja	alentar	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
incurajat	alienta	incuraja	alentar	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
enterprise	empresa	enterpri	empresa		N;FEM;SG
enterprise	enterprise	enterpri	enterprir		N;SG
inamic	enemigas	inamic	enemiga	N;INDF;MASC;SG	ADJ;FEM;PL
inamic	enemiga	inamic	enemigo	N;INDF;MASC;SG	ADJ;FEM;SG
inamic	enemigos	inamic	enemigo	N;INDF;MASC;SG	N;MASC;PL
servi	sirva	serv	servir	V;IND;SG;3;PST;FIN	V;SBJV;SG;3;FIN
servi	sirven	serv	servir	V;IND;SG;3;PST;FIN	V;IND;PL;3;PRS;FIN
hanul	posadas	han	posada	N;DEF;MASC;SG	N;FEM;PL
hanul	dci	han	dci	N;DEF;MASC;SG	
presupus	asumió	presupune	asumir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
presupus	supuestamente	presupune	supuestamente	ADJ;INDF;MASC;SG	ADV
presupus	presuntos	presupune	presunto	ADJ;INDF;MASC;SG	ADJ;MASC;PL
nagy	nagy	nagy	nagy	PROPN	PROPN
musulmane	musulmana	musulman	musulmán	ADJ;INDF;FEM;PL	ADJ;FEM;SG
musulmane	musulmanes	musulman	musulmán	ADJ;INDF;FEM;PL	N;MASC;PL
musulmane	musulmán	musulman	musulmán	ADJ;INDF;FEM;PL	N;MASC;SG
modificata	modificada	modificat	modificado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
modificata	modificados	modificat	modificado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
modificata	modificadas	modificat	modificar	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
modificata	modificado	modificat	modificado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
modificata	enmendada	modificat	enmendado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
modificata	enmendado	modificat	enmendado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
arakan	arakan	arakan	arakar	PROPN	
definitiva	definitivas	definitivă	definitivo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
definitiva	definitivos	definitivă	definitivo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
permanente	permanente	permanent	permanente	ADJ;INDF;FEM;PL	ADJ;SG
vizibila	visibles	vizibil	visible	ADJ;DEF;FEM;SG	ADJ;PL
index	index	index	index		N
index	indice	index	indicir		N;MASC;SG
index	índice	index	índice		N;MASC;SG
obisnuita	ordinarios	obisnuit	ordinario	ADJ;DEF;FEM;SG	ADJ;MASC;PL
obisnuita	ordinarias	obisnuit	ordinario	ADJ;DEF;FEM;SG	ADJ;FEM;PL
moral	moralmente	moral	moralmente	ADJ;INDF;MASC;SG	ADV
moral	moraleja	moral	moraleja	ADJ;INDF;MASC;SG	N;FEM;SG
moral	moral	moral	moral	ADJ;INDF;MASC;SG	N;FEM;SG
moral	morales	moral	moral	ADJ;INDF;MASC;SG	ADJ;PL
kenneth	jose	kenneth	jose	PROPN	
kenneth	kenneth	kenneth	kenneth	PROPN	PROPN
asigurari	aseguradora	asigurar	aseguradora	N;INDF;MASC;PL	N;FEM;SG
asigurari	seguro	asigurar	seguro	N;INDF;MASC;PL	ADJ;MASC;SG
asigurari	aseguradora	asigurar	aseguradora	N;INDF;MASC;PL	N;FEM;SG
asigurari	seguro	asigurar	seguro	N;INDF;MASC;PL	ADJ;MASC;SG
portughez	portugueses	portughez	portugués	ADJ;INDF;MASC;SG	N;MASC;PL
portughez	portugués	portughez	portugués	ADJ;INDF;MASC;SG	N;MASC;SG
functionar	empleado	functionar	empleado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
functionar	empleado	functionar	empleado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
haiti	haiti	haiti	haiti	PROPN	N;MASC;SG
haiti	haití	haiti	haitir	PROPN	PROPN
eugene	eugene	eugen	eugene	PROPN	PROPN
eugene	eugenio	eugen	eugenio	PROPN	PROPN
persan	persa	persan	persa	ADJ;INDF;MASC;SG	N;MASC;SG
persan	persas	persan	persa	ADJ;INDF;MASC;SG	N;PL
traseu	trail	traseu	trail	N;INDF;MASC;SG	
imbunatatit	mejoró	imbunatatit	mejorar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
vinde	venda	vinde	vender	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
vinde	venta	vinde	venta	V;IND;SG;3;PRS;FIN	N;FEM;SG
atlantique	atlantique	atlantique	atlanticar		N;MASC;SG
arhitecturale	arquitectónico	arhitectural	arquitectónico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
arhitecturale	arquitectónica	arhitectural	arquitectónico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
logic	lógicos	logic	lógico	ADV	ADJ;MASC;PL
logic	lógico	logic	lógico	ADV	ADJ;MASC;SG
logic	lógica	logic	lógico	ADV	ADJ;FEM;SG
logic	lógico	logic	lógico	ADV	ADJ;MASC;SG
logic	lógica	logic	lógico	ADV	ADJ;FEM;SG
meyer	meyer	meyer	meyer	PROPN	PROPN
masoara	mide	masoară	medir	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
masoara	medir	masoară	medir	N;DEF;FEM;SG	V;NFIN
dom	dom	dom	dom	N;INDF;MASC;SG	
über	über	über	über	N;INDF;MASC;SG	PROPN
controlat	controladas	controla	controlado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
controlat	controlados	controla	controlado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
actionat	actué	actiona	actuar	ADJ;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
actionat	actuó	actiona	actuar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
actionat	actuaron	actiona	actuar	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
express	expresar	express	expresar	N;INDF;MASC;SG	V;NFIN
express	expresas	express	expresa	N;INDF;MASC;SG	ADJ;FEM;PL
express	expreso	express	expreso	N;INDF;MASC;SG	ADJ;MASC;SG
express	expresa	express	expresar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
express	exprés	express	exprés	N;INDF;MASC;SG	
nel	nel	nel	nel	N;INDF;MASC;SG	
baltice	báltica	baltic	báltica	ADJ;INDF;FEM;PL	ADJ;FEM;SG
baltice	báltico	baltic	báltico	ADJ;INDF;FEM;PL	N;MASC;SG
baltice	bálticos	baltic	báltico	ADJ;INDF;FEM;PL	N;MASC;PL
mustafa	mustafa	mustafa	mustafa	PROPN	N;SG
ardere	ardiendo	ardere	arder	N;INDF;FEM;SG	V;V.MSDR
ardere	quema	ardere	quema	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
ardere	quemando	ardere	quemar	N;INDF;FEM;SG	V;V.MSDR
ardere	quemar	ardere	quemar	N;INDF;FEM;SG	V;NFIN
modifica	modifique	modifica	modificar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
modifica	modifica	modifica	modificar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
intoarcere	regresar	intoarcere	regresar	N;INDF;FEM;SG	V;NFIN
gay	gays	gay	gay	N;INDF;MASC;SG	N;PL
gay	gays	gay	gay	N;INDF;MASC;SG	N;PL
gay	homosexual	gay	homosexual	N;INDF;MASC;SG	ADJ;SG
ming	ming	ming	ming	PROPN	
montgomery	montgomery	montgomery	montgomery	PROPN	N;MASC;SG
egiptean	egipto	egiptean	egipto	ADJ;INDF;MASC;SG	N;MASC;SG
egiptean	egipcios	egiptean	egipcio	ADJ;INDF;MASC;SG	N;MASC;PL
variabile	variable	variabilă	variable	N;INDF;FEM;PL	ADJ;SG
mediterana	mediterránea	mediteran	mediterráneo	N;DEF;FEM;SG	ADJ;FEM;SG
mediterana	mediterránea	mediteran	mediterráneo	N;DEF;FEM;SG	ADJ;FEM;SG
metale	metálico	metal	metálico	N;INDF;FEM;PL	ADJ;MASC;SG
metale	metálicos	metal	metálico	N;INDF;FEM;PL	ADJ;MASC;PL
metale	metal	metal	metal	N;INDF;FEM;PL	N;MASC;SG
bush	bush	bush	bush	PROPN	PROPN
bush	arbusto	bush	arbusto	PROPN	N;MASC;SG
daneza	danés	daneza	danés	ADJ;DEF;FEM;SG	N;MASC;SG
daneza	daneses	daneza	danés	ADJ;DEF;FEM;SG	N;MASC;PL
daneza	dinamarca	daneza	dinamarco	ADJ;DEF;FEM;SG	N;FEM;SG
verticala	verticalmente	verticală	verticalmente	N;DEF;FEM;SG	ADV
verticala	verticales	verticală	vertical	N;DEF;FEM;SG	ADJ;PL
verticala	vertical	verticală	vertical	N;DEF;FEM;SG	ADJ;SG
azerbaidjan	azerbaiyán	azerbaidjan	azerbaiyán	N;INDF;MASC;SG	ADJ;FEM;SG
mitchell	mitchell	mitchell	mitchell	PROPN	N;MASC;SG
notat	observó	nota	observar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
notat	señalado	nota	señalar	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
strategica	estratégicos	strategica	estratégico	ADJ;DEF;FEM;SG	ADJ;MASC;PL
strategica	estratégicas	strategica	estratégico	ADJ;DEF;FEM;SG	ADJ;FEM;PL
cambodgia	camboyanos	cambodgie	camboyano	PROPN	N;MASC;PL
cambodgia	camboya	cambodgie	camboya	PROPN	N;FEM;SG
cambodgia	camboyano	cambodgie	camboyano	PROPN	N;MASC;SG
cambodgia	camboya	cambodgie	camboya	PROPN	N;FEM;SG
pablo	pablo	pablo	pablo	PROPN	N;MASC;SG
morris	morris	morri	morri	PROPN	N;SG
lent	despacito	lent	despacito	ADV	INTJ
lent	lentitud	lent	lentitud	ADV	N;FEM;SG
lent	lento	lent	lento	ADV	ADJ;MASC;SG
lent	lenta	lent	lento	ADV	ADJ;FEM;SG
lent	lentos	lent	lento	ADV	ADJ;MASC;PL
cosma	cosma	cosm	cosma	PROPN	N;FEM;SG
academice	académicos	academic	académico	ADJ;INDF;FEM;PL	N;MASC;PL
academice	académico	academic	académico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
academice	académica	academic	académico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
ice	hielo	ice	hielo		N;MASC;SG
kate	kate	kate	kate		N;FEM;SG
rou	rou	rou	rou	N;INDF;MASC;SG	
oregon	oregón	oregon	oregón	PROPN	N;MASC;SG
oregon	oregon	oregon	oregon	PROPN	N;MASC;SG
restaurant	restaurantes	restaurant	restaurante	N;INDF;MASC;SG	N;PL
afectate	afectados	afectat	afectado	ADJ;INDF;FEM;PL	N;MASC;PL
afectate	afectado	afectat	afectado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
afectate	afectó	afectat	afectar	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
afectate	afectada	afectat	afectado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
impuse	impuesta	impune	impuesto	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
impuse	impuestas	impune	impuesto	V;IND;PL;3;PST;FIN	ADJ;FEM;PL;V.PTCP
urias	gigante	urias	gigante	ADJ;INDF;MASC;SG	N;SG
urias	giant	urias	giant	ADJ;INDF;MASC;SG	N
urias	gigantes	urias	gigante	ADJ;INDF;MASC;SG	N;PL
alma	alma	alm	alma	PROPN	N;FEM;SG
atribuie	asigne	atribui	asigne	V;IND;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
kentucky	kentucky	kentucky	kentucky	PROPN	N;MASC;SG
indicat	indicó	indica	indicar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
marfuri	cargo	marfă	cargo	N;INDF;FEM;PL	N;MASC;SG
marfuri	cargamento	marfă	cargamento	N;INDF;FEM;PL	N;MASC;SG
marfuri	carga	marfă	carga	N;INDF;FEM;PL	N;FEM;SG
belle	bella	belle	bello	N;INDF;MASC;SG	ADJ;FEM;SG
grau	trigo	grau	trigo		N;MASC;SG
grau	trigo	grau	trigo		N;MASC;SG
vazute	visto	vazut	visto	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
vazute	visto	vazut	visto	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
walt	walt	walt	walt	PROPN	PROPN
dublin	dublín	dublin	dublín	PROPN	N;MASC;SG
dublin	dublin	dublin	dublin	PROPN	N;MASC;SG
ball	bola	ball	bola	PROPN	N;FEM;SG
ball	balón	ball	balón	PROPN	N;MASC;SG
ball	pelota	ball	pelota	PROPN	N;FEM;SG
ball	ball	ball	ball	PROPN	N;MASC;SG
rusesc	rusia	rusesc	rusia	ADV	N;FEM;SG
rusesc	rusas	rusesc	ruso	ADV	ADJ;FEM;PL
rusesc	rusa	rusesc	ruso	ADV	ADJ;FEM;SG
rusesc	ruso	rusesc	ruso	ADV	ADJ;MASC;SG
rusesc	rusos	rusesc	ruso	ADV	N;MASC;PL
padova	padua	padova	padua	PROPN	N;FEM;SG
echivalentul	equivalentes	echivalent	equivalente	N;DEF;MASC;SG	ADJ;PL
echivalentul	equivalente	echivalent	equivalente	N;DEF;MASC;SG	ADJ;SG
afirmand	afirmando	afirma	afirmar	N;INDF;MASC;SG	V;V.MSDR
postum	póstumamente	postum	póstumamente	N;INDF;MASC;SG	ADV
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	N;MASC;SG
morminte	graves	mormânt	grave	N;INDF;FEM;PL	ADJ;PL
morminte	tumba	mormânt	tumba	N;INDF;FEM;PL	N;FEM;SG
potentialul	potenciales	potential	potencial	N;DEF;MASC;SG	ADJ;PL
exacta	exactos	exacta	exacto	ADJ;DEF;FEM;SG	ADJ;MASC;PL
exacta	exactos	exacta	exacto	ADJ;DEF;FEM;SG	ADJ;MASC;PL
vizibile	visible	vizibil	visible	ADJ;INDF;FEM;PL	ADJ;SG
uss	uss	uss	us	PROPN	N;MASC;SG
srl	llc	srl	llc		N;SG
srl	srl	srl	srl		N
srl	ooo	srl	ooo		N
srl	ltd	srl	ltd		N
elementare	elemental	elementar	elemental	ADJ;INDF;FEM;PL	ADJ;SG
elementare	primaria	elementar	primario	ADJ;INDF;FEM;PL	N;FEM;SG
elementare	incremental	elementar	incremental	ADJ;INDF;FEM;PL	ADJ;SG
datorat	debía	datorat	deber	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
succesiunea	sucesiones	succesiune	sucesión	N;DEF;FEM;SG	N;FEM;PL
protocol	protocolos	protocol	protocolo	N;INDF;MASC;SG	N;MASC;PL
update	actualizar	upda	actualizar	N;INDF;FEM;PL	V;NFIN
update	actualización	upda	actualización	N;INDF;FEM;PL	N;FEM;SG
executa	ejecuta	executa	ejecuto	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
executa	ejecute	executa	ejecutar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
ecuador	ecuador	ecuador	ecuador	PROPN	N;MASC;SG
kenya	kenia	kenya	kenia	PROPN	N;FEM;SG
kenya	kenya	kenya	kenya	PROPN	N;FEM;SG
ingropat	enterrados	ingropa	enterrar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
ingropat	enterrados	ingropa	enterrar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
fabricat	fabricados	fabrica	fabricado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
fabricat	manufacturados	fabrica	manufacturado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
fabricat	fabricados	fabrica	fabricado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
fabricat	fabricadas	fabrica	fabricado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
durere	dolores	durere	dolor	N;INDF;FEM;SG	N;MASC;PL
intalniri	saliendo	intalnire	salir	N;INDF;FEM;PL	V;V.MSDR
recomandat	recomienda	recomandat	recomendar	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
recomandat	recomendados	recomandat	recomendado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
recomandat	recomendó	recomandat	recomendar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
lucrand	trabajando	lucrand	trabajar	N;INDF;MASC;SG	V;V.MSDR
lucrand	funcionando	lucrand	funcionar	N;INDF;MASC;SG	V;V.MSDR
lucrand	trabajar	lucrand	trabajar	N;INDF;MASC;SG	V;NFIN
taiwan	taiwán	taiwan	taiwán	PROPN	N;MASC;SG
taiwan	taiwan	taiwan	taiwar	PROPN	N;MASC;SG
dramatica	dramáticos	dramatică	dramático	ADJ;DEF;FEM;SG	ADJ;MASC;PL
dramatica	dramáticas	dramatică	dramático	ADJ;DEF;FEM;SG	ADJ;FEM;PL
populata	pobladas	populat	poblado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
semifinale	semifinal	semifinal	semifinal	N;INDF;FEM;PL	N;FEM;SG
semnata	firmado	semnată	firmado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
semnata	firmada	semnată	firmado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
semnata	firmados	semnată	firmado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
baptiste	baptiste	baptiste	baptiste	N;INDF;FEM;PL	N;SG
emisa	emitidos	emis	emitido	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
praf	polvos	praf	polvo	N;INDF;MASC;SG	N;MASC;PL
haga	haya	hagă	haber	PROPN	V;SBJV;SG;3;PRS;FIN
animat	toon	anima	toon	ADJ;INDF;MASC;SG	N
animat	animados	anima	animado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
locuita	habitadas	locuita	habitado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
ceas	mirar	ceas	mirar	N;INDF;MASC;SG	V;NFIN
ceas	mira	ceas	mirar	N;INDF;MASC;SG	V;IMP;SG;2;FIN
expune	exponga	expune	exponer	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;FIN
expune	expongan	expune	exponer	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
fantastica	fantásticas	fantastică	fantástico	ADJ;DEF;FEM;SG	ADJ;FEM;PL
fantastica	fantásticos	fantastică	fantástico	ADJ;DEF;FEM;SG	ADJ;MASC;PL
inventator	inventores	inventator	inventor	N;INDF;MASC;SG	N;MASC;PL
lovituri	patea	lovitură	patea	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
lovituri	sopla	lovitură	soplar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
viziteaza	visite	vizitează	visitar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
viziteaza	visita	vizitează	visita	V;IND;SG;3;IPFV;FIN	N;FEM;SG
vizibil	visible	vizibil	visible	ADV	ADJ;SG
vizibil	visibles	vizibil	visible	ADV	ADJ;PL
sporturi	deportivo	sport	deportivo	N;INDF;FEM;PL	ADJ;MASC;SG
sporturi	deporte	sport	deporte	N;INDF;FEM;PL	N;MASC;SG
parker	parker	parker	parker	PROPN	N;MASC;SG
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN	N;SG
discovery	descubrimientos	discovery	descubrimiento	N;INDF;MASC;SG	N;MASC;PL
gasiti	encontrar	gasit	encontrar		V;NFIN
gasiti	encuentra	gasit	encontrar		V;IND;SG;3;PRS;FIN
gasiti	encuentre	gasit	encontrar		V;SBJV;SG;3;PRS;FIN
gasiti	hallazgo	gasit	hallazgo		N;MASC;SG
dur	duros	dur	duro	ADJ;INDF;MASC;SG	ADJ;MASC;PL
taiat	cut	taia	cut	ADJ;INDF;MASC;SG	
taiat	cortar	taia	cortar	ADJ;INDF;MASC;SG	V;NFIN
taiat	corte	taia	corte	ADJ;INDF;MASC;SG	
taiat	corten	taia	corten	ADJ;INDF;MASC;SG	V;IMP;PL;3;FIN
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	N;FEM;SG
chapelle	chappelle	chapellă	chappelle	N;INDF;FEM;PL	N;FEM;SG
peisaj	paisajes	peisaj	paisaje	N;INDF;MASC;SG	N;MASC;PL
attila	atila	attila	atilar	PROPN	N;MASC;SG
experiment	experimentar	experiment	experimentar	N;INDF;MASC;SG	V;NFIN
finalizata	completadas	finalizat	completado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
finalizata	completados	finalizat	completado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
vinci	vinci	vinci	vinci	PROPN	N;MASC;SG
reptile	reptil	reptă	reptil	N;INDF;FEM;PL	N;MASC;SG
constat	consistido	constat	consistir	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
constat	consistían	constat	consistir	V;MASC;SG;V.PTCP	V;IND;PL;3;IPFV;FIN
sportul	deportes	sport	deporte	N;DEF;MASC;SG	N;MASC;PL
personalul	personal	personal	personal	N;DEF;MASC;SG	ADJ;SG
personalul	personal	personal	personal	N;DEF;MASC;SG	ADJ;SG
aron	aron	aron	aron	PROPN	PROPN
preveni	previene	preveni	prevenir		V;IND;SG;3;PRS;FIN
preveni	prevenir	preveni	prevenir		V;NFIN
preveni	impedir	preveni	impedir		V;NFIN
won	ganados	won	ganado	PROPN	ADJ;MASC;PL;V.PTCP
won	ganó	won	ganar	PROPN	V;IND;SG;3;PST;FIN
won	ganado	won	ganado	PROPN	ADJ;MASC;SG;V.PTCP
won	gané	won	ganar	PROPN	V;IND;SG;1;PST;FIN
won	gano	won	ganar	PROPN	V;IND;SG;1;PRS;FIN
reci	frio	rece	frio	ADJ;INDF;PL	
reci	frías	rece	fría	ADJ;INDF;PL	N;FEM;PL
reci	fría	rece	fría	ADJ;INDF;PL	N
reci	frío	rece	frío	ADJ;INDF;PL	N;MASC;SG
reci	cold	rece	cold	ADJ;INDF;PL	N
integrat	integrados	integrat	integrado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
integrat	integradas	integrat	integrado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
fabricate	fabricado	fabrica	fabricado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
fabricate	fabricada	fabrica	fabricado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
fabricate	fabricado	fabrica	fabricado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
fabricate	fabricada	fabrica	fabricado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;SG
vasili	basilio	vasil	basilio	PROPN	N;MASC;SG
vasili	vasili	vasil	vasili	PROPN	N;MASC;SG
spanioli	españoles	spaniol	español	ADJ;INDF;MASC;PL	N;MASC;PL
spanioli	española	spaniol	español	ADJ;INDF;MASC;PL	ADJ;FEM;SG
spanioli	castellano	spaniol	castellano	ADJ;INDF;MASC;PL	N;MASC;SG
spanioli	español	spaniol	español	ADJ;INDF;MASC;PL	N;MASC;SG
spanioli	espanol	spaniol	espanol	ADJ;INDF;MASC;PL	N;MASC;SG
heinz	heinz	heinz	heinz	PROPN	N;MASC;SG
petit	petit	petit	petit	N;INDF;MASC;SG	PROPN
thompson	thompson	thompson	thompson	PROPN	N;MASC;SG
thompson	fernández	thompson	fernández	PROPN	PROPN
wallace	wallace	wallace	wallace	PROPN	PROPN
beethoven	beethoven	beethoven	beethoven	PROPN	N;FEM;SG
ploaie	lluvias	ploaie	lluvia	N;INDF;FEM;SG	N;FEM;PL
bremen	bremen	bremen	bremen	PROPN	N;MASC;SG
zagora	zagora	zagoră	zagora	PROPN	N;FEM;SG
artificial	artificiales	artificial	artificial	ADV	ADJ;PL
artificial	artificial	artificial	artificial	ADV	ADJ;SG
solara	solares	solară	solar	N;DEF;FEM;SG	N;MASC;PL
disponibila	disponibles	disponibil	disponible	ADJ;DEF;FEM;SG	ADJ;PL
disponibila	disponibles	disponibil	disponible	ADJ;DEF;FEM;SG	ADJ;PL
reprezentative	representativa	reprezentativ	representativo	ADJ;INDF;FEM;PL	ADJ;FEM;SG
reprezentative	representatividad	reprezentativ	representatividad	ADJ;INDF;FEM;PL	N;FEM;SG
reprezentative	representante	reprezentativ	representante	ADJ;INDF;FEM;PL	N;SG
reprezentative	representativo	reprezentativ	representativo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
primita	recibidas	primita	recibido	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
primita	recibidos	primita	recibido	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
guvernat	gobernados	guvernat	gobernado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
transmise	transmitida	transmis	transmitir	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
transmise	transmitido	transmis	transmitido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
transmise	transmitidos	transmis	transmitir	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
identice	idéntica	identic	idéntico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
identice	idéntico	identic	idéntico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
locuite	habitada	locui	habitado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
locuite	habitado	locui	habitar	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
albrecht	albrecht	albrecht	albrecht	PROPN	N;MASC;SG
aia	que	acela	que	PRO;FEM;SG;3	CONJ
datoria	deber	datorie	deber	N;DEF;FEM;SG	V;NFIN
rupt	broken	rupt	broken	ADJ;INDF;MASC;SG	N
rupt	rotos	rupt	roto	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
rupt	arrancó	rupt	arrancar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
integrate	integrado	integra	integrado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
integrate	integrada	integra	integrado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
panama	panamá	panamă	panamá	PROPN	N;MASC;SG
panama	panama	panamă	panama	PROPN	N;MASC;SG
utilizari	utiliza	utilizare	utilizar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
nancy	nancy	nancy	nancy	PROPN	N;FEM;SG
westfalia	westfalia	westfalia	westfalia	PROPN	N;MASC;SG
arkansas	arkansas	arkansas	arkansa	N;INDF;MASC;SG	N;PL
aripa	ala	aripă	ala	N;DEF;FEM;SG	
aripa	ala	aripă	ala	N;DEF;FEM;SG	
cauzele	causa	cauză	causa	N;DEF;FEM;PL	N;FEM;SG
graz	graz	graz	graz	PROPN	N;MASC;SG
veniturile	ingreso	venit	ingreso	N;DEF;FEM;PL	N;MASC;SG
veniturile	renta	venit	renta	N;DEF;FEM;PL	N;FEM;SG
atomic	atómicos	atomic	atómico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
atomic	atómicas	atomic	atómico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
clinton	clinton	clinton	clinton	PROPN	N;MASC;SG
continuand	continuar	continua	continuar	N;INDF;MASC;SG	V;NFIN
continuand	continuando	continua	continuar	N;INDF;MASC;SG	V;V.MSDR
continuand	continua	continua	continuo	N;INDF;MASC;SG	ADJ;FEM;SG
miercurea	miercoles	miercure	miercoles	N;DEF;FEM;SG	
miercurea	miercoles	miercure	miercoles	N;DEF;FEM;SG	
dramatice	dramática	dramatic	dramático	ADJ;INDF;FEM;PL	ADJ;FEM;SG
