hugh	hugh	hugh	hugh		
komisyon	kommissioner	komisyon	kommission		N;INDF;MASC+FEM;PL
komisyon	provisioner	komisyon	provision		N;INDF;MASC+FEM;PL
komisyon	kommissionen	komisyon	kommission		N;DEF;MASC+FEM;SG
favori	yndlings	favori	yndling		
favori	favorit	favori	favorit		N;INDF;MASC+FEM;SG
favori	yndlings	favori	yndling		
favori	favorit	favori	favorit		N;INDF;MASC+FEM;SG
şef	kok	şef	kok		N;INDF;MASC+FEM;SG
şef	køkkenchef	şef	køkkenchef		N;INDF;MASC+FEM;SG
şef	kokken	şef	kokke		N;DEF;MASC+FEM;SG
şef	chef	şef	chef		N;INDF;MASC+FEM;SG
şef	chief	şef	chief		N;INDF;MASC+FEM;SG
şef	høvding	şef	høvding		N;INDF;MASC+FEM;SG
vergisi	skatte	vergi	skatte	N;NOM;SG;3	N;INDF;NEUT;PL
telgraf	telegram	telgraf	telegram		N;INDF;NEUT;SG
telgraf	telegraf	telgraf	telegraf		N;INDF;MASC+FEM;SG
leone	leone	leone	leone	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
parsons	parsons	parsons	parson		N;INDF;MASC+FEM;SG
herkül	hercules	herkül	hercule		
herkül	herkules	herkül	herkule		N;GEN;INDF;MASC+FEM;SG
ilim	kundskab	ilim	kundskab		N;INDF;MASC+FEM;SG
ilim	viden	ilim	viden		N;INDF;MASC+FEM;SG
ilim	kundskaber	ilim	kundskab		N;INDF;NEUT;PL
ilim	kendskab	ilim	kendskab		N;INDF;NEUT;SG
bond	obligation	bond	obligation		N;INDF;MASC+FEM;SG
bond	bond	bond	bond		
yuri	yuri	yuri	yuri		
gözde	yndlings	gözde	yndling		
gözde	favorit	gözde	favorit		N;INDF;MASC+FEM;SG
tecrübe	oplevelse	tecrübe	oplevelse		N;INDF;MASC+FEM;SG
tecrübe	erfaringer	tecrübe	erfaring		N;INDF;MASC+FEM;PL
tecrübe	erfaring	tecrübe	erfaring		N;INDF;MASC+FEM;SG
tecrübe	oplev	tecrübe	opleve		V;IMP
lahana	kål	lahana	kål	N;NOM;SG;3	N;INDF;MASC+FEM;PL
lahana	kål	lahana	kål	N;NOM;SG;3	N;INDF;MASC+FEM;PL
lahana	kale	lahana	kal	N;NOM;SG;3	
andromeda	andromeda	androme	andromeda		
nokia	nokia	nokia	nokia		
stargate	stargaten	stargate	stargat		N;DEF;MASC+FEM;SG
stargate	stargate	stargate	stargat		N;INDF;MASC+FEM;SG
gridcolor	gridcolor	gridco	gridcolor		N;INDF;MASC+FEM;SG
zoolog	zoolog	zoolog	zoolog		N;INDF;MASC+FEM;SG
durak	stopper	durak	stoppe		V;IND;PRS;FIN;ACT
stark	stark	stark	stark		N;INDF;MASC+FEM;SG
kızılötesi	infrarøde	kızılöte	infrarøde	N;NOM;SG;3	N;INDF;MASC+FEM;PL
soğutma	afkøling	soğut	afkøling		N;INDF;MASC+FEM;SG
soğutma	køling	soğut	køling		N;INDF;MASC+FEM;SG
soğutma	køle	soğut	køle		V;NFIN;ACT
soğutma	køling	soğut	køling		N;INDF;MASC+FEM;SG
nereye	hvor	nere	hvor	PRO;DAT;SG;3	ADV
step	skridt	step	skridt		N;INDF;NEUT;SG
step	step	step	step		N;INDF;NEUT;SG
step	trin	step	trin		N;INDF;NEUT;SG
step	træd	step	træd		V;IMP
dale	dale	dale	dal		N;INDF;MASC+FEM;PL
inanılmaz	fantastisk	inan	fantastisk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;SG
inanılmaz	fantastiske	inan	fantastisk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
inanılmaz	utroligt	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
inanılmaz	ufatteligt	inan	ufatteligt	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
inanılmaz	utroligt	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
inanılmaz	utrolig	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;MASC+FEM;SG
inanılmaz	utrolig	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;MASC+FEM;SG
inanılmaz	utroligt	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
damar	årer	damar	år		N;INDF;MASC+FEM;PL
damar	blodårer	damar	blodåre		N;INDF;MASC+FEM;PL
damar	blodåre	damar	blodår		N;INDF;MASC+FEM;SG
damar	vene	damar	vene		N;INDF;MASC+FEM;SG
damar	åre	damar	åre		N;INDF;MASC+FEM;SG
damar	blodåre	damar	blodår		N;INDF;MASC+FEM;SG
damar	vaskulære	damar	vaskulær		N;INDF;MASC+FEM;PL
rumen	rumænske	rumen	rumænsk		ADJ;PL
rumen	rumænsk	rumen	rumænsk		ADJ;INDF;SG
erbil	arbil	erbil	arbil		
psv	psv	psv	psv		PROPN
mürettebat	crew	mürettebat	crew	N;NOM;SG;3	
riley	riley	riley	riley		
göreceli	relativ	gör	relativ		ADV
göreceli	relativistisk	gör	relativistisk		ADV
mercan	koral	mercan	koral		
arya	arya	arya	arya		
lane	bane	la	bane	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
lane	lane	la	lane	PROPN;NOM;SG;3	
lang	lang	lang	lang		ADJ;INDF;MASC+FEM;SG
feminist	feminister	feminist	feminister		N;INDF;MASC+FEM;PL
feminist	feministisk	feminist	feministisk		ADJ;INDF;SG
doğumu	fødsler	doğum	fødsel	N;ACC;SG;3	N;INDF;MASC+FEM;PL
mühimmat	ammunition	mühimmat	ammunition		N;INDF;MASC+FEM;SG
mühimmat	ammunition	mühimmat	ammunition		N;INDF;MASC+FEM;SG
mühimmat	krigsmateriel	mühimmat	krigsmateriel		N;INDF;NEUT;SG
louise	louise	loui	louis	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
myspace	myspace	myspace	myspace		N;INDF;NEUT;SG
izlenen	overvågede	izle	overvåget	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PL;PST;V.PTCP
izlenen	set	izle	se	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
izlenen	overvåget	izle	overvåge	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
izlenen	overvågede	izle	overvåget	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PL;PST;V.PTCP
izlenen	overvåget	izle	overvåge	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
yugoslav	jugoslaver	yugoslav	jugoslave		N;INDF;NEUT;PL
stand	stå	stand	stå		V;NFIN;ACT
stand	stand	stand	stand		N;INDF;MASC+FEM;SG
blake	blake	blake	blake		
çözmek	løs	çöz	løs	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ;INDF;SG
mad	gal	mad	gal		ADJ;INDF;MASC+FEM;SG
mad	sur	mad	sur		ADJ;INDF;MASC+FEM;SG
ece	ece	ece	ece		
zıt	modsætninger	zıt	modsætning		N;INDF;MASC+FEM;PL
zıt	modsatte	zıt	modsat		ADJ;PL
zıt	modsat	zıt	modsat		ADV
gonzález	gonzález	gonzález	gonzález	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
gonzález	gonzalez	gonzález	gonzalez	PROPN;NOM;SG;3	
helikopter	heli	helikopter	heli	N;NOM;SG;3	
helikopter	helikoptere	helikopter	helikopter	N;NOM;SG;3	N;INDF;MASC+FEM;PL
klaus	klaus	klaus	klaus		
koch	koch	koch	koch		
yatılı	boarding	yatılı	boarding		N;INDF;MASC+FEM;SG
yatılı	indlæggelse	yatılı	indlæggelse		N;INDF;MASC+FEM;SG
dışa	udad	dış	udad		N;INDF
zaza	zaza	zaza	zaza		N;INDF;MASC+FEM;SG
atı	ati	at	ati		
masal	fortælling	masal	fortælling		N;INDF;MASC+FEM;SG
masal	historien	masal	historie		N;DEF;MASC+FEM;SG
masal	story	masal	story		
masal	historie	masal	historie		N;INDF;MASC+FEM;SG
dinlenme	adspredelse	dinlen	adspredelse	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC+FEM;SG
dinlenme	fritid	dinlen	fritid	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC+FEM;SG
dinlenme	fritidsaktiviteter	dinlen	fritidsaktivitet	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC+FEM;PL
dinlenme	hvil	dinlen	hvil	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;NEUT;SG
dinlenme	hvile	dinlen	hvile	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	V;NFIN;ACT
mhz	mhz	mhz	mhz		N;INDF;MASC+FEM;SG
heinz	heinz	heinz	heinz	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
tatmin	tilfredshed	tatmin	tilfredshed		N;INDF;MASC+FEM;SG
tatmin	tilfredsstillelse	tatmin	tilfredsstillelse		N;INDF;MASC+FEM;SG
tatmin	tilfreds	tatmin	tilfreds		ADJ;INDF;MASC+FEM;SG
tatmin	tilfredsstillende	tatmin	tilfredsstille		V;PRS;V.PTCP
tatmin	tilfredse	tatmin	tilfreds		ADJ;PL
tatmin	tilfredsstillet	tatmin	tilfredsstillet		V;INDF;SG;PST;V.PTCP
tatmin	tilfreds	tatmin	tilfreds		ADJ;INDF;MASC+FEM;SG
britney	britney	britney	britney		N;INDF;MASC+FEM;SG
porsche	porsche	porsche	porsche		N;INDF;MASC+FEM;SG
eğlenceli	fun	eğlenceli	fun	ADJ	
malcolm	malcolm	malcolm	malcolm		
kentucky	kentucky	kentucky	kentucky		
ekseni	akse	ekseni	akse		N;INDF;MASC+FEM;SG
ekseni	aksen	ekseni	akse		N;DEF;MASC+FEM;SG
enzim	enzymer	enzi	enzymer		N;INDF;MASC+FEM;PL
enzim	enzym	enzi	enzym		N;INDF;NEUT;SG
enzim	enzymet	enzi	enzym		N;DEF;NEUT;SG
haksız	unfair	haksız	unfair		
haksız	urimeligt	haksız	urimelig		ADJ;INDF;NEUT;SG
haksız	uretfærdig	haksız	uretfærdig		ADJ;INDF;MASC+FEM;SG
haksız	uretfærdigt	haksız	uretfærdigt		ADJ;INDF;NEUT;SG
haksız	urimelig	haksız	urimelig		ADJ;INDF;MASC+FEM;SG
haksız	urimelige	haksız	urimelig		ADJ;PL
haksız	uretmæssig	haksız	uretmæssig		ADJ;INDF;MASC+FEM;SG
seti	sæt	set	sætte		V;IMP
seti	indstillet	set	indstille		V;INDF;SG;PST;V.PTCP
seti	sat	set	sætte		V;INDF;SG;PST;V.PTCP
seti	seti	set	seti		
makina	machine	makina	machine		
makina	maskinen	makina	maskine		N;DEF;MASC+FEM;SG
makina	maskin	makina	maskin		N;INDF;MASC+FEM;SG
makina	maskine	makina	maskine		N;INDF;MASC+FEM;SG
makina	maskineri	makina	maskineri		N;INDF;NEUT;SG
makina	maskiner	makina	maskine		N;INDF;MASC+FEM;PL
makina	maskiner	makina	maskine		N;INDF;MASC+FEM;PL
tasarımcı	designer	tasarımcı	designe		N;INDF;MASC+FEM;SG
kaide	qaeda	kaide	qaeda		N;INDF;MASC+FEM;SG
kaide	piedestal	kaide	piedestal		N;INDF;MASC+FEM;SG
tolkien	tolkien	tolkien	tolki		N;INDF;MASC+FEM;SG
jesse	jesse	jesse	jesse		
sulak	vådområder	sulak	vådområde	N;NOM;SG;3	N;INDF;NEUT;PL
sır	hemmeligheder	sır	hemmelighed		N;INDF;MASC+FEM;PL
sır	hemmelige	sır	hemmelig		ADJ;PL
sır	hemmelig	sır	hemmelig		ADJ;INDF;MASC+FEM;SG
sır	secret	sır	secret		
sır	hemmelighed	sır	hemmelighed		N;INDF;MASC+FEM;SG
sır	hemmeligt	sır	hemmelig		ADJ;INDF;NEUT;SG
aman	aman	aman	aman		
deneyler	forsøg	deney	forsøg	N;NOM;PL;3	N;INDF;NEUT;SG
six	seks	six	seks		NUM
six	six	six	six		
taşınan	flyttede	taşı	flytte	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
taşınan	bevæget	taşı	bevæget	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
taşınan	flyttet	taşı	flytte	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rush	rush	rush	rush		
rush	sus	rush	sus		
rush	rus	rush	rus		N;INDF;MASC+FEM;SG
bilinçli	bevidst	bilinçli	bevidst		ADJ;INDF;SG
bilinçli	bevidste	bilinçli	bevidst		ADJ;PL
bilinçli	bevidsthed	bilinçli	bevidsthed		N;INDF;MASC+FEM;SG
yasağı	forbud	yasak	forbud		N;INDF;NEUT;SG
andre	andré	andre	andré		N;INDF;MASC+FEM;SG
andre	andré	andre	andré		N;INDF;MASC+FEM;SG
roller	rulle	rol	rulle		V;NFIN;ACT
roller	rollerne	rol	rolle		N;DEF;MASC+FEM;PL
roller	roller	rol	rolle		N;INDF;MASC+FEM;PL
bull	bull	bull	bull		N;INDF;MASC+FEM;SG
hani	hani	hani	hani		
edwards	edwards	edwar	edwards		
odaklı	fokuseret	odaklı	fokusere		V;INDF;SG;PST;V.PTCP
italia	italia	italia	italia	PROPN;NOM;SG;3	
helena	helena	helen	helena	PROPN;NOM;SG;3	N;DEF;MASC+FEM;SG
tartışmaları	drøftelserne	tartış	drøftelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC+FEM;PL
tartışmaları	diskussioner	tartış	diskussion	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
tartışmaları	drøftelser	tartış	drøftelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
katliam	massakrer	katlia	massakre		N;INDF;MASC+FEM;PL
katliam	massakre	katlia	massakre		N;INDF;MASC+FEM;SG
katliam	massakren	katlia	massakr		N;DEF;MASC+FEM;SG
katliam	slagtning	katlia	slagtning		N;INDF;MASC+FEM;SG
katliam	blodbad	katlia	blodbad		N;INDF;NEUT;SG
varsayılan	default	varsa	default		N;INDF;MASC+FEM;SG
varsayılan	misligholdelse	varsa	misligholdelse		N;INDF;MASC+FEM;SG
varsayılan	standard	varsa	standard		N;INDF;MASC+FEM;SG
lanka	lanka	lanka	lanka	PROPN;NOM;SG;3	PROPN
wade	wade	wade	wade		
holmes	holmes	holmes	holme		V;NFIN;PASS
yapıcı	konstruktivt	yapıcı	konstruktivt		ADV
yapıcı	skaber	yapıcı	skabe		V;IND;PRS;FIN;ACT
yapıcı	konstruktiv	yapıcı	konstruktiv		ADJ;INDF;MASC+FEM;SG
yapıcı	konstruktivt	yapıcı	konstruktivt		ADV
yapıcı	konstruktive	yapıcı	konstruktiv		ADJ;PL
iowa	iowa	iowa	iowa	PROPN;NOM;SG;3	
çember	cirkel	çember	cirkel		N;INDF;MASC+FEM;SG
çember	kreds	çember	kreds		N;INDF;MASC+FEM;SG
isfahan	isfahan	isfahan	isfahan		PROPN
karaciğer	lever	karaciğer	leve		V;IND;PRS;FIN;ACT
hatalar	kryb	hata	kryb	N;NOM;PL;3	N;INDF;NEUT;SG
hatalar	snurre	hata	snurke	N;NOM;PL;3	V;NFIN;ACT
atanmış	tildelte	atan	tildele	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
atanmış	udnævnte	atan	udnævne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
atanmış	udnævnes	atan	udnævne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PRS;FIN;PASS
málaga	málaga	málaga	málaga	PROPN;NOM;SG;3	PROPN
málaga	malaga	málaga	malaga	PROPN;NOM;SG;3	PROPN
itici	frastødende	itici	frastødende		ADJ
itici	pusher	itici	pushe		N;INDF;MASC+FEM;SG
itici	frastødende	itici	frastødende		ADJ
diamond	diamanter	diamond	diamant	N;NOM;SG;3	N;INDF;MASC+FEM;PL
diamond	diamond	diamond	diamond	N;NOM;SG;3	
dame	dame	dame	dame		N;INDF;MASC+FEM;SG
tanımlanmış	identificerede	tanımla	identificere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PL;PST;V.PTCP
litre	liter	litre	liter		N;INDF;MASC+FEM;SG
litre	liter	litre	liter		N;INDF;MASC+FEM;SG
litre	liter	litre	liter		N;INDF;MASC+FEM;SG
litre	liters	litre	liter		N;INDF;MASC+FEM;SG
çalışkan	hårdtarbejdende	çalışkan	hårdtarbejdende		ADJ
çalışkan	flittig	çalışkan	flittig		ADJ;INDF;MASC+FEM;SG
çalışkan	flittige	çalışkan	flittig		ADJ;PL
çalışkan	påpasselig	çalışkan	påpasselig		ADJ;INDF;MASC+FEM;SG
çalışkan	omhyggelig	çalışkan	omhyggelig		ADJ;INDF;MASC+FEM;SG
meşru	berettiget	meşru	berettige		V;INDF;SG;PST;V.PTCP
meşru	legitim	meşru	legitim		ADJ;INDF;MASC+FEM;SG
meşru	legitimt	meşru	legitimt		ADJ;INDF;NEUT;SG
meşru	legitime	meşru	legitim		ADJ;PL
kaçmak	flygt	kaç	flygt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
kaçmak	flugtforsøg	kaç	flugtforsøg	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
kaçmak	flygt	kaç	flygt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
kaçmak	flugt	kaç	flugt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
asal	prime	asal	prime		
öyküler	tales	öykü	tale	N;NOM;PL;3	V;IND;PRS;FIN;PASS
öyküler	stories	öykü	storie	N;NOM;PL;3	N;INDF;MASC+FEM;SG
yale	yale	yale	yale		ADJ;INDF;MASC+FEM;SG
iskandinav	nordiske	iskandinav	nordisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;PL
iskandinav	norden	iskandinav	norden	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	
iskandinav	nordisk	iskandinav	nordisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;SG
iskandinav	nordic	iskandinav	nordic	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	
iskandinav	skandinavisk	iskandinav	skandinavisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;SG
iskandinav	skandinavien	iskandinav	skandinavien	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	
iskandinav	skandinaviske	iskandinav	skandinavisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;PL
kronik	kronisk	kronik	kronisk		ADJ;INDF;SG
kronik	kroniske	kronik	kronisk		ADJ;PL
yarışmaları	skønhedskonkurrencer	yarış	skønhedskonkurrence	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
yarışmaları	konkurrencer	yarış	konkurrence	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
facto	facto	facto	facto		ADJ;INDF;SG
osetya	ossetien	osetya	ossetie	PROPN;NOM;SG;3	N;DEF;MASC+FEM;SG
çim	plæne	çim	plæne		N;INDF;MASC+FEM;SG
çim	græsplæne	çim	græsplæn		N;INDF;MASC+FEM;SG
çim	græsplænen	çim	græsplæn		N;DEF;MASC+FEM;SG
çim	plænen	çim	plænen		N;DEF;MASC+FEM;SG
çim	græs	çim	græs		N;INDF;NEUT;SG
maría	maría	maría	maría	PROPN;NOM;SG;3	
taşınabilir	bærbar	taşı	bærbar	V;IPFV;IND;SG;3;POS;PASS	N;INDF;MASC+FEM;SG
sn	sec	sn	sec		
sn	sek	sn	sekund		N;INDF;NEUT;SG
balıkçı	fiskerne	balıkçı	fisker		N;DEF;MASC+FEM;PL
balıkçı	fiskere	balıkçı	fisker		N;INDF;MASC+FEM;PL
balıkçı	fisher	balıkçı	fishe		N;INDF;MASC+FEM;SG
balıkçı	fisker	balıkçı	fisker		N;INDF;MASC+FEM;SG
bitkileri	anlæg	bitki	anlæg	N;ACC;PL;3	N;INDF;NEUT;SG
niyet	hensigten	niyet	hensigt		N;DEF;MASC+FEM;SG
niyet	intention	niyet	intention		N;INDF;MASC+FEM;SG
niyet	intentioner	niyet	intention		N;INDF;MASC+FEM;PL
niyet	hensigt	niyet	hensigt		N;INDF;MASC+FEM;SG
niyet	hensigtserklæring	niyet	hensigtserklæring		N;INDF;MASC+FEM;SG
niyet	hensigt	niyet	hensigt		N;INDF;MASC+FEM;SG
niyet	tiltænkt	niyet	tiltænkt		V;INDF;SG;PST;V.PTCP
niyet	påtænkte	niyet	påtænke		V;DEF;SG;PST;V.PTCP
niyet	tilsigtet	niyet	tilsigt		N;DEF;NEUT;SG
niyet	påtænkt	niyet	påtænke		V;INDF;SG;PST;V.PTCP
niyet	intentionerne	niyet	intention		N;DEF;MASC+FEM;PL
niyet	hensigter	niyet	hensigt		N;INDF;NEUT;PL
niyet	intentioner	niyet	intention		N;INDF;MASC+FEM;PL
mansur	mansur	mansur	mansur		N;INDF;MASC+FEM;SG
kaçış	flygter	kaçış	flygte		V;IND;PRS;FIN;ACT
kaçış	flugt	kaçış	flugt		N;INDF;MASC+FEM;SG
kaçış	flygte	kaçış	flygte		V;NFIN;ACT
kaçış	flugtforsøg	kaçış	flugtforsøg		N;INDF;NEUT;SG
kaçış	flygt	kaçış	flygt		N;INDF;NEUT;SG
kaçış	undslippe	kaçış	undslippe		V;NFIN;ACT
kaçış	flugt	kaçış	flugt		N;INDF;MASC+FEM;SG
solomon	salomon	solomon	salomon	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
solomon	solomon	solomon	solomon	PROPN;NOM;SG;3	
solomon	salomonøerne	solomon	salomonø	PROPN;NOM;SG;3	N;DEF;MASC+FEM;PL
heyet	delegation	heyet	delegation		N;INDF;MASC+FEM;SG
heyet	delegationen	heyet	delegation		N;DEF;MASC+FEM;SG
heyet	uddelegering	heyet	uddelegering		N;INDF;MASC+FEM;SG
heyet	komiteen	heyet	komite		N;DEF;MASC+FEM;SG
heyet	udvalg	heyet	udvalg		N;INDF;NEUT;SG
heyet	udvalget	heyet	udvalg		N;DEF;NEUT;SG
heyet	delegationer	heyet	delegation		N;INDF;MASC+FEM;PL
productions	produktioner	productions	produktion	N;NOM;SG;3	N;INDF;MASC+FEM;PL
dresden	dresden	dre	dresd	PROPN;AT+ABL;SG;3	
vancouver	vancouver	vancouver	vancouver	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
davud	david	davud	david		
hughes	hughes	hughes	hughe		N;INDF;MASC+FEM;SG
kawasaki	kawasaki	kawasaki	kawasaki		
eylemleri	søgsmål	eylem	søgsmål	N;ACC;PL;3	N;INDF;NEUT;SG
eylemleri	handling	eylem	handling	N;ACC;PL;3	N;INDF;MASC+FEM;SG
rotterdam	rotterdam	rotter	rotterdam	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
pat	pat	pat	pat		
uganda	uganda	uga	uganda	PROPN;NOM;SG;3	PROPN
lópez	lópez	lipez	lópez	PROPN;NOM;SG;3	
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;SG;3	
karikatür	tegneserier	karikat	tegneseri		N;INDF;NEUT;PL
karikatür	komisk	karikat	komisk		ADJ;INDF;SG
karikatür	comic	karikat	comic		
karikatür	tegneserie	karikat	tegneserie		N;INDF;MASC+FEM;SG
karikatür	karikatur	karikat	karikatur		N;INDF;MASC+FEM;SG
karikatür	tegnefilm	karikat	tegnefilm		N;INDF;MASC+FEM;PL
karikatür	tegneserie	karikat	tegneserie		N;INDF;MASC+FEM;SG
karikatür	tegnefilm	karikat	tegnefilm		N;INDF;MASC+FEM;PL
lucky	heldig	lucky	heldig		ADJ;INDF;MASC+FEM;SG
lucky	heldige	lucky	heldig		ADJ;PL
lucky	lucky	lucky	lucky		
lucky	heldigt	lucky	heldigt		ADJ;INDF;NEUT;SG
masaüstü	skriveborde	masaüst	skrivebord		N;INDF;MASC+FEM;PL
masaüstü	skrivebord	masaüst	skrivebord		N;INDF;NEUT;SG
masaüstü	computer	masaüst	compute		N;INDF;MASC+FEM;SG
masaüstü	desktop	masaüst	desktop		N;INDF;MASC+FEM;SG
alpha	alpha	alpha	alpha		
alpha	alfa	alpha	alfa		
zirve	topmøde	zirve	topmøde		N;INDF;NEUT;SG
zirve	topmødet	zirve	topmød		N;DEF;NEUT;SG
zirve	højdepunkt	zirve	højdepunkt		N;INDF;NEUT;SG
zirve	peak	zirve	peak		
armağan	gaven	armağan	gave		N;DEF;MASC+FEM;SG
armağan	gave	armağan	gave		N;INDF;MASC+FEM;SG
avn	avn	avn	avn		
yansıtan	reflekterer	yansı	reflektere	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;IND;PRS;FIN;ACT
yansıtan	afspejler	yansı	afspejle	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;IND;PRS;FIN;ACT
azaltmak	reducerer	azal	reducere	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IND;PRS;FIN;ACT
azaltmak	reducere	azal	reducere	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN;ACT
werder	werder	werder	werder	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
atlantis	atlantis	atlantis	atlantis		N;INDF;MASC+FEM;SG
satıldı	solgte	sat	sælge	V;PFV;IND;SG;3;POS;PST;PASS	V;PST;FIN;ACT
satıldı	sælges	sat	sælge	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PRS;FIN;PASS
beslenir	feeds	besle	feeds	V;IPFV;IND;SG;3;POS;PASS	N;INDF;NEUT;PL
üstte	top	üst	top	ADJ;ESS;SG;3	N;INDF;MASC+FEM;SG
üstte	toppen	üst	top	ADJ;ESS;SG;3	N;DEF;MASC+FEM;SG
angela	angela	angela	angela		N;INDF;MASC+FEM;SG
ihmal	udeladelser	ihmal	udeladelse		N;INDF;MASC+FEM;PL
ihmal	udeladelse	ihmal	udeladelse		N;INDF;MASC+FEM;SG
ihmal	undladelse	ihmal	undladelse		N;INDF;MASC+FEM;SG
ihmal	forsømt	ihmal	forsømme		V;INDF;SG;PST;V.PTCP
ihmal	forsømte	ihmal	forsømme		V;PL;PST;V.PTCP
ihmal	oversete	ihmal	overset		ADJ;PL
ihmal	overset	ihmal	overset		V;INDF;SG;PST;V.PTCP
ihmal	forsømmer	ihmal	forsømme		V;IND;PRS;FIN;ACT
ihmal	forsømmelse	ihmal	forsømmelse		N;INDF;MASC+FEM;SG
ihmal	forsømmelser	ihmal	forsømmelse		N;INDF;MASC+FEM;PL
ihmal	forsømmelse	ihmal	forsømmelse		N;INDF;MASC+FEM;SG
ihmal	forsømmelighed	ihmal	forsømmelighed		N;INDF;MASC+FEM;SG
ihmal	uagtsomhed	ihmal	uagtsomhed		N;INDF;MASC+FEM;SG
geometri	geometri	geometri	geometri		N;INDF;MASC+FEM;SG
oynamak	afspilning	oyna	afspilning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
chiba	chiba	chiba	chiba	PROPN;NOM;SG;3	
görkemli	majestætisk	görkemli	majestætisk		ADJ;INDF;SG
görkemli	herlig	görkemli	herlig		ADJ;INDF;MASC+FEM;SG
görkemli	herlige	görkemli	herlig		ADJ;PL
ers	ers	ers	være		
seyir	sejlads	seyir	sejlads		N;INDF;MASC+FEM;SG
seyir	navigation	seyir	navigation		N;INDF;MASC+FEM;SG
