med	med	med	med	ADP	N;INAN;NOM;MASC;SG;POS
säljs	prodáno	sälja	prodaný	V;IND;PRS;FIN;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
röra	bordel	röra	bordel	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
röra	nepořádek	röra	nepořádek	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
röra	nepořádek	röra	nepořádek	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
armstrong	armstrong	armstrong	armstrong	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
försvaret	obranu	försvar	obrana	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG;POS
campo	campo	campo	campo	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
liaoning	liaoning	liaoning	liaoning	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
säkra	bezpečné	säker	bezpečný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
säkra	bezpečná	säker	bezpečný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
säkra	trezor	säker	trezor	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
säkra	bezpečný	säker	bezpečný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
säkra	sejf	säker	sejf	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
säkra	bezpečné	säker	bezpečný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
säkra	bezpečná	säker	bezpečný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
säkra	zajistit	säker	zajistit	ADJ;NOM;PL	V;PFV;POS;NFIN
säkra	zabezpečit	säker	zabezpečit	ADJ;NOM;PL	V;PFV;POS;NFIN
galleri	galerii	galleri	galerie	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG;POS
iaaf	iaaf	iaaf	iaaf	PROPN;NOM	PROPN;FEM;POS
chans	šanci	chans	šance	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
alexandre	alexandre	alexandre	alexandre	N;NOM;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
galicien	galicie	galicien	galicie	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
crawford	crawford	crawford	crawford	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
berglund	berglund	berglund	berglund	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
earth	zemi	earth	země	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
earth	zem	earth	země	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
anita	anita	anit	anita	PROPN;NOM	PROPN;NOM;FEM;SG;POS
kors	kříže	kors	kříž	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
kors	křížem	kors	kříž	N;NOM;INDF;NEUT;SG	N;INAN;INS;MASC;SG;POS
kors	přejít	kors	přejít	N;NOM;INDF;NEUT;SG	V;POS;NFIN
kors	cross	kors	cross	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
släppa	uvolnění	släppa	uvolnění	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
släppa	propuštění	släppa	propuštění	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
offentligt	veřejné	offentlig	veřejný	ADV	ADJ;NOM;NEUT;SG;POS
offentligt	veřejnost	offentlig	veřejnost	ADV	N;NOM;FEM;SG;POS
offentligt	veřejný	offentlig	veřejný	ADV	ADJ;INAN;NOM;MASC;SG;POS
offentligt	veřejná	offentlig	veřejný	ADV	ADJ;NOM;FEM;SG;POS
recensioner	recenze	recension	recenze	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
kärnten	korutany	kärnt	korutan	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
marcel	marcela	marcel	marcela	PROPN;NOM	N;NOM;FEM;SG;POS
marcel	marcel	marcel	marcel	PROPN;NOM	N;ANIM;NOM;MASC;SG;POS
avhandling	dizertaci	avhandling	dizertace	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
avhandling	teze	avhandling	teze	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
crystal	crystal	crystal	crystat	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
crystal	křišťálové	crystal	křišťál	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
lyon	lyon	lyon	lyon	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
theatre	divadla	theatre	divadlo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
theatre	divadelní	theatre	divadelní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
palm	dlaní	palm	dlaň	N;NOM;INDF;NEUT;SG	N;INS;FEM;SG;POS
palm	palm	palm	palm	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
webb	webb	webb	webb	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
bang	bang	bang	banga	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
kanadensiska	kanadský	kanadensisk	kanadský	N;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
kanadensiska	kanadská	kanadensisk	kanadský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
kanadensiska	kanadské	kanadensisk	kanadský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
sky	sky	sky	ska	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
sky	nebeský	sky	beský	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;NEG
carmen	carmen	carm	carmen	PROPN;NOM	N;NOM;FEM;SG;POS
blood	krvi	blood	krev	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG;POS
blood	blood	blood	blood	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
tunnelbana	metrem	tunnelbana	metr	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG;POS
tunnelbana	metru	tunnelbana	metr	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG;POS
small	malé	small	malý	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
small	malý	small	malý	N;NOM;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
small	malá	small	malý	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
handen	ruku	hand	ruka	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG;POS
zur	zur	zur	zur	V;IMP;FIN;ACT	PROPN;MASC;SG;POS
uppträder	vystupování	uppträda	vystupování	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
shanghai	šanghaji	shanghai	šanghaj	PROPN;NOM	N;DAT;FEM;SG;POS
bak	bak	bak	bak	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC;POS
bak	zadní	bak	zadní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
bajo	bajo	bajo	baj	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
stall	zdržet	stall	zdržet	N;NOM;INDF;NEUT;SG	V;POS;NFIN
stall	stáje	stall	stáj	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
stall	stájí	stall	stáj	N;NOM;INDF;NEUT;SG	N;INS;FEM;SG;POS
stall	stabilní	stall	stabilní	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
info	informace	info	informace	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
alsace	alsasku	alsace	alsaska	N;NOM;INDF;MASC+FEM;SG	PROPN;DAT;NEUT;SG;POS
chico	chico	chico	chico	N;NOM;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
vera	vera	vera	vera	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
vera	vero	vera	vero	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
vera	věra	vera	věra	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
dei	dei	de	dei	PROPN;NOM	PROPN;NOM;FEM;SG;POS
valais	valais	valais	valais	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
pole	polák	pole	polák	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
pole	pólu	pole	pól	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
jura	jura	jura	jura	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
alberto	alberto	alberto	alberto	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
kampanj	propagaci	kampanj	propagace	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
kampanj	kampaně	kampanj	kampaň	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
milan	milan	milan	milan	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
milan	milán	milan	milán	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
veckans	týdenní	vecka	týdenní	N;GEN;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
veckans	týdně	vecka	týdně	N;GEN;DEF;MASC+FEM;SG	ADV
ron	ron	ron	ron	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
germain	germain	germain	germain	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
extremadura	extremadura	extremadura	extremadura	ADJ;NOM;DEF;SG	N;NOM;FEM;SG;POS
rioja	rioja	rioja	rioja	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
ting	ting	ting	ting	N;NOM;INDF;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
öde	osudu	öd	osud	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
identitet	identitu	identitet	identita	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
representanter	představitele	representant	představitel	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
representanter	zástupců	representant	zástupce	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
hunt	hon	hunt	hon	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
hunt	lov	hunt	lov	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
hunt	hunt	hunt	hunt	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
hunt	lovu	hunt	lov	PROPN;NOM	N;INAN;DAT;MASC;SG;POS
hunt	lovit	hunt	lovit	PROPN;NOM	V;IPFV;POS;NFIN
hughes	hughes	hughes	hughes	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
räkna	hrabě	räkna	hrabě	V;IMP;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
räkna	počítám	räkna	počítat	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
räkna	počítání	räkna	počítání	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
fan	fan	fan	fan	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
holmes	holmes	holmes	holmes	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
holmes	holmese	holmes	holmes	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
got	mám	got	mít	N;NOM;INDF;NEUT;SG	V;IND;SG;1;POS;PRS;FIN;ACT
got	dostal	got	dostat	N;NOM;INDF;NEUT;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
växande	pěstování	växa	pěstování	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;SG;POS
växande	roste	växa	růst	ADJ;NOM;PRS;V.PTCP	V;IND;SG;3;POS;PRS;FIN;ACT
växande	rostou	växa	růst	ADJ;NOM;PRS;V.PTCP	V;IND;PL;3;POS;PRS;FIN;ACT
nationale	nationale	national	nationale	PROPN;NOM	PROPN;FEM;POS
tjugo	twenty	tjugo	twent	NUM;NOM	N;FEM;POS
tillförordnad	herectví	tillförordnad	herectví	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
tillförordnad	hraní	tillförordnad	hraní	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
kommentar	komentovat	kommentar	komentovat	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
kommentar	komentáře	kommentar	komentář	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
åtgärd	akční	åtgärd	akční	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
åtgärd	akci	åtgärd	akce	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
åtgärd	změřit	åtgärd	změřit	N;NOM;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
mueller	mueller	muell	mueller	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
marco	marco	marco	marco	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
metall	kovy	metall	kov	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
utfört	provedené	utföra	provedený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
utfört	provedena	utföra	provedený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
boende	obyvatelé	boende	obyvatel	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL;POS
björk	björk	björk	björk	PROPN;NOM	N;NOM;MASC;SG;POS
björk	birch	björk	birch	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
reid	reid	reid	reid	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
café	kavárny	café	kavárna	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
café	cafe	café	cafe	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
café	café	café	café	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
café	kavárny	café	kavárna	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
café	café	café	café	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
älskar	láska	älska	láska	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
älskar	miluj	älska	milovat	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN
älskar	lásky	älska	láska	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
haut	haut	haut	haut	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
papper	papíru	papper	papír	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
papper	papírové	papper	papírový	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
papper	doklady	papper	doklad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
papper	papíry	papper	papír	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
janne	janne	janne	janno	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
berry	bobule	berry	bobule	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
berry	berry	berry	berry	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
apple	jablko	apple	jablko	PROPN;NOM	N;NOM;NEUT;SG;POS
apple	jablečný	apple	jablečný	PROPN;NOM	ADJ;INAN;NOM;MASC;SG;POS
apple	apple	apple	apple	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
apple	jablka	apple	jablko	PROPN;NOM	N;NOM;NEUT;PL;POS
läsare	čtenář	läsare	čtenář	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
läsare	čtenáře	läsare	čtenář	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
läsare	čtenářů	läsare	čtenář	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
läsare	čtenáře	läsare	čtenář	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
kolla	šek	kolla	šek	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
kolla	kontrola	kolla	kontrola	V;IMP;FIN;ACT	N;NOM;FEM;SG;POS
alpin	alpské	alpin	alpský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
socialt	společensky	social	společensky	ADJ;NOM;INDF;NEUT;SG	ADV;POS
socialt	sociálně	social	sociálně	ADJ;NOM;INDF;NEUT;SG	ADV;POS
digitala	digitální	digital	digitální	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
skick	podmínkou	skick	podmínka	N;NOM;INDF;NEUT;SG	N;INS;FEM;SG;POS
noll	nulová	noll	nulový	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
noll	zero	noll	zero	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
noll	nuly	noll	nula	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
hudson	hudson	hudson	hudson	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
seven	sedm	sev	sedm	N;NOM;INDF;MASC+FEM;SG	NUM;NOM;SG
startar	start	starta	start	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
startar	začátek	starta	začátek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
producerad	vyrobené	producerad	vyrobený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
själ	duší	själ	duše	N;NOM;INDF;MASC+FEM;SG	N;INS;FEM;SG;POS
själ	duši	själ	duše	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
själ	soul	själ	soul	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
utnämnd	jmenované	utnämnd	jmenovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
guillaume	guillaume	guillaume	guillauma	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
klockväxter	zvonkovité	klockväxt	zvonkovitý	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL;POS
heta	horko	heta	horko	V;IMP;NFIN;ACT	N;NOM;NEUT;SG;POS
heta	sexy	heta	sex	V;IMP;NFIN;ACT	N;NOM;FEM;PL;POS
heta	hot	heta	hota	V;IMP;NFIN;ACT	PROPN;NOM;MASC;SG;POS
heta	horké	heta	horký	V;IMP;NFIN;ACT	ADJ;NOM;NEUT;SG;POS
kvarn	mill	kvarn	mill	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
fiske	rybolovu	fiske	rybolov	N;NOM;INDF;NEUT;SG	N;INAN;DAT;MASC;SG;POS
dödade	zabitý	döda	zabitý	ADJ;NOM;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
dödade	zabita	döda	zabitý	ADJ;NOM;PL;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
dödade	zabit	döda	zabitý	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
dödade	zabil	döda	zabít	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
sanna	sanna	sanna	sanna	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
sanna	pravdivé	sanna	pravdivý	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
andrej	andrej	andrej	andrej	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
andrej	andreji	andrej	andrej	PROPN;NOM	N;ANIM;DAT;MASC;SG;POS
andrej	andrej	andrej	andrej	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
andrej	andreji	andrej	andrej	PROPN;NOM	N;ANIM;DAT;MASC;SG;POS
andrej	andrej	andrej	andrej	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
andrej	andreji	andrej	andrej	PROPN;NOM	N;ANIM;DAT;MASC;SG;POS
prinsessa	princess	prinsess	princess	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
prinsessa	princezny	prinsess	princezna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
nominerade	nominován	nominera	nominovaný	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
centralt	centralizované	central	centralizovaný	ADV	ADJ;NOM;NEUT;SG;POS
centralt	ústřední	central	ústřední	ADV	ADJ;NOM;MASC;SG;POS
centralt	centrální	central	centrální	ADV	ADJ;NOM;MASC;SG;POS
centralt	centrála	central	centrála	ADV	N;NOM;FEM;SG;POS
suffolk	suffolku	suffolk	suffolek	PROPN;NOM	N;INAN;DAT;MASC;SG;POS
price	ceny	price	cena	PROPN;NOM	N;NOM;FEM;PL;POS
price	price	price	price	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
price	cena	price	cena	PROPN;NOM	N;NOM;FEM;SG;POS
price	cenu	price	cena	PROPN;NOM	N;ACC;FEM;SG;POS
orsakar	způsobující	orsak	způsobující	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
orsakar	příčiny	orsak	příčina	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
felipe	felipe	felipe	felipe	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
golf	golfu	golf	golf	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
socialistiska	socialistické	socialistisk	socialistický	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
socialistiska	socialistická	socialistisk	socialistický	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
deux	deux	deux	deux	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
akt	jednat	akt	jednat	N;NOM;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
sigurd	sigurd	sigurd	sigurd	PROPN;NOM	N;ANIM;NOM;MASC;SG;POS
berger	berger	berger	berger	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
licens	licenci	lic	licence	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
swan	labutí	swan	labuť	PROPN;NOM	N;NOM;FEM;SG;POS
swan	labuť	swan	labuť	PROPN;NOM	N;NOM;FEM;SG;POS
trädgård	zahrady	trädgård	zahrada	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
trädgård	zahradní	trädgård	zahradní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
hemlighet	tajný	hemlighet	tajný	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
hemlighet	tajná	hemlighet	tajný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
hemlighet	tajné	hemlighet	tajný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
maple	javorový	maple	javorový	PROPN;NOM	ADJ;INAN;NOM;MASC;SG;POS
hasse	hasse	hasse	hass	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
grace	grace	grace	grace	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
grillo	grillo	grillo	grillo	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
adress	adresu	adress	adresa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
päls	kožešiny	päls	kožešina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
jobbar	pracující	jobba	pracující	V;IND;PRS;FIN;ACT	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
jobbar	pracovní	jobba	pracovní	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG;POS
pieter	pieter	piet	pieter	N;NOM;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
hotade	vyhrožoval	hota	vyhrožovat	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
hotade	vyhrožovali	hota	vyhrožovat	ADJ;NOM;PL;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
hotade	ohrožený	hota	ohrožený	ADJ;NOM;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
hotade	ohrožená	hota	ohrožený	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
hotade	ohrožení	hota	ohrožení	ADJ;NOM;PL;PST;V.PTCP	N;NOM;NEUT;SG;POS
rikt	bohatí	rik	bohatý	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS
rikt	rich	rik	rich	ADJ;NOM;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
pérez	pérez	pérez	pérez	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
years	léta	years	rok	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
years	roků	years	rok	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL;POS
years	let	years	rok	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;PL;POS
years	roky	years	rok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
lågt	nízko	låg	nízko	ADJ;NOM;INDF;NEUT;SG	ADV;POS
lågt	nízké	låg	nízký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
biograf	kina	biograf	kino	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
effekter	vliv	effekt	vliv	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
effekter	náraz	effekt	náraz	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
effekter	nárazu	effekt	náraz	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;SG;POS
effekter	dopad	effekt	dopad	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
upprepade	opakované	upprepa	opakovaný	V;NOM;PL;PST;V.PTCP;ACT	ADJ;NOM;MASC;PL;POS
tung	tung	tung	tung	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
halva	polovina	halv	polovina	ADJ;NOM;DEF;SG	N;NOM;FEM;SG;POS
halva	půlka	halv	půlka	ADJ;NOM;DEF;SG	N;NOM;FEM;SG;POS
halva	půl	halv	půl	ADJ;NOM;DEF;SG	N;NOM;FEM;SG;POS
halva	polovinu	halv	polovina	ADJ;NOM;DEF;SG	N;ACC;FEM;SG;POS
halva	napůl	halv	napůl	ADJ;NOM;DEF;SG	ADV
hinder	překážek	hinder	překážka	N;NOM;INDF;NEUT;PL	N;GEN;FEM;PL;POS
hinder	překážka	hinder	překážka	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
hinder	maření	hinder	maření	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
hinder	překážka	hinder	překážka	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
