寺廟	temple	寺廟	temple	N	
先天	prirojeno	先天	prirojen	N	ADJ;NOM;NEUT;SG
偽造	ponaredek	偽造	ponaredek	V	N;NOM;MASC;SG
偽造	ponarejanje	偽造	ponarejanje	V	N;NOM;NEUT;SG
偽造	ponarejena	偽造	ponarejen	V	ADJ;NOM;FEM;SG;V.PTCP
鹿特丹	rotterdam	鹿特丹	rotterda	PROPN	N;DAT;FEM;PL
好奇	radovednost	好奇	radovednost	ADJ	N;NOM;FEM;SG
放逐	izgon	放逐	izgon	V	N;NOM;MASC;SG
放逐	izgnanstvo	放逐	izgnanstvo	V	N;NOM;NEUT;SG
放逐	izgnanstvu	放逐	izgnanstvo	V	N;DAT;NEUT;SG
物料	materialno	物料	materialno	N	ADV
打壓	zatiranje	打壓	zatiranje	V	N;NOM;NEUT;SG
波浪	valovite	波浪	valoviti	N	ADJ;NOM;FEM;PL
波浪	valovni	波浪	valoven	N	ADJ;NOM;MASC;SG
超	nadnaravno	超	nadnaraven	PROPN	ADJ;NOM;NEUT;SG
成龍	jackie	成龍	jackie	PROPN	PROPN;NOM;MASC;SG
猶太	judovski	猶太	judovski	PROPN	ADJ;NOM;MASC;SG
猶太	židovski	猶太	židovski	PROPN	ADJ;NOM;MASC;SG
猶太	žid	猶太	žid	PROPN	N;NOM;MASC;SG
猶太	judje	猶太	judja	PROPN	N;NOM;MASC;PL
猶太	judovstvo	猶太	judovstvo	PROPN	N;NOM;NEUT;SG
小澤	ozawa	小澤	ozawa	PROPN	
凜	rin	凜	rin	PROPN	PROPN;NOM;MASC;SG
無奈	nemočni	無奈	nemočen	N	ADJ;NOM;MASC;PL
無奈	nemočno	無奈	nemočno	N	ADV
無奈	nemočna	無奈	nemočen	N	ADJ;NOM;FEM;SG
無奈	nemočen	無奈	nemočen	N	ADJ;NOM;INDF;MASC;SG
演示	demo	演示	demo	V	N;NOM;MASC;SG
演示	dokazovanje	演示	dokazovanje	V	N;NOM;NEUT;SG
演示	prikaz	演示	prikaz	V	N;NOM;MASC;SG
游擊	gverilsko	游擊	gverilsko	N	ADJ;NOM;NEUT;SG
定罪	obsojena	定罪	obsojen	V	ADJ;NOM;FEM;SG;V.PTCP
定罪	obsojeni	定罪	obsojen	V	ADJ;NOM;MASC;PL;V.PTCP
定罪	obsojen	定罪	obsojen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
定罪	prepričanja	定罪	prepričanje	V	N;NOM;NEUT;PL
定罪	obsodbe	定罪	obsodba	V	N;NOM;FEM;PL
定罪	prepričanje	定罪	prepričanje	V	N;NOM;NEUT;SG
定罪	obsodba	定罪	obsodba	V	N;NOM;FEM;SG
聘用	najem	聘用	najem	V	N;NOM;MASC;SG
勉強	komaj	勉強	komaj	N	ADV
勉強	komajda	勉強	komajda	N	ADV
液態	tekoče	液態	tekoče	N	ADJ;NOM;NEUT;SG;V.PTCP
液態	tekoča	液態	tekoč	N	ADJ;NOM;FEM;SG;V.PTCP
液態	tekoči	液態	tekoč	N	ADJ;NOM;MASC;PL;V.PTCP
棄權	vzdržanih	棄權	vzdržan	V	ADJ;GEN;MASC;PL;V.PTCP
棄權	opustitev	棄權	opustitev	V	N;NOM;FEM;SG
博弈	igro	博弈	igra	V	N;ACC;FEM;SG
博弈	tekma	博弈	tekma	V	N;NOM;FEM;SG
博弈	tekmo	博弈	tekma	V	N;ACC;FEM;SG
博弈	igra	博弈	igra	V	N;NOM;FEM;SG
製造	izdelava	製造	izdelava	V	N;NOM;FEM;SG
製造	proizvodnja	製造	proizvodnja	V	N;NOM;FEM;SG
製造	izdelava	製造	izdelava	V	N;NOM;FEM;SG
製造	proizvodnja	製造	proizvodnja	V	N;NOM;FEM;SG
解雇	razrešitev	解雇	razrešitev	V	N;NOM;FEM;SG
阻塞	blokado	阻塞	blokada	V	N;ACC;FEM;SG
狙擊	ostrostrelec	狙擊	ostrostrelec	V	N;NOM;MASC;SG
奉獻	posvetilo	奉獻	posvetiti	N	V;PFV;NEUT;SG;V.PTCP
奉獻	namenski	奉獻	namenski	N	ADJ;NOM;MASC;SG
奉獻	namenske	奉獻	namenski	N	ADJ;NOM;FEM;PL
奉獻	posvečena	奉獻	posvečen	N	ADJ;NOM;FEM;SG;V.PTCP
奉獻	predan	奉獻	predan	N	ADJ;NOM;INDF;MASC;SG
奉獻	posvečeno	奉獻	posvečen	N	ADJ;NOM;NEUT;SG;V.PTCP
清新	sveže	清新	sveže	N	
清新	svež	清新	svež	N	ADJ;NOM;INDF;MASC;SG
清新	sveža	清新	svež	N	ADJ;NOM;FEM;SG
清新	sveži	清新	svež	N	ADJ;NOM;MASC;PL
寧	ningbo	寧	ningba	PROPN	
地基	temelji	地基	temeljiti	N	V;IPFV;IND;SG;3;PRS;FIN
升起	dvig	升起	dvig	V	N;NOM;MASC;SG
升起	vzpon	升起	vzpon	V	N;NOM;MASC;SG
憂鬱	otožno	憂鬱	otožno	N	ADJ;NOM;NEUT;SG
吃	jej	吃	jesti	V	
吃	jest	吃	jest	V	
創始	ustanovne	創始	ustanoven	V	ADJ;NOM;FEM;PL
創始	ustanovni	創始	ustanoven	V	ADJ;NOM;MASC;SG
詐騙	goljufija	詐騙	goljufija	V	N;NOM;FEM;SG
詐騙	goljufije	詐騙	goljufija	V	N;NOM;FEM;PL
詐騙	goljufija	詐騙	goljufija	V	N;NOM;FEM;SG
詐騙	prevaro	詐騙	prevara	V	N;ACC;FEM;SG
詐騙	prevara	詐騙	prevara	V	N;NOM;FEM;SG
偷渡	tihotapljenje	偷渡	tihotapljenje	V	N;NOM;NEUT;SG
任用	imenovanja	任用	imenovanje	V	N;NOM;NEUT;PL
任用	sestanke	任用	sestanek	V	N;ACC;MASC;PL
任用	termin	任用	termin	V	N;NOM;MASC;SG
任用	imenovanje	任用	imenovanje	V	N;NOM;NEUT;SG
黃蜂	osa	黃蜂	osa	N	PROPN;NOM;FEM;SG
黃蜂	ose	黃蜂	ose	N	
離散	diskretnih	離散	diskreten	N	ADJ;GEN;MASC;PL
離散	diskretna	離散	diskreten	N	ADJ;NOM;FEM;SG
協奏	koncert	協奏	koncert	V	N;NOM;MASC;SG
希伯	hebrejsko	希伯	hebrejski	PROPN	ADJ;NOM;NEUT;SG
高能	energičen	高能	energičen	N	ADJ;NOM;INDF;MASC;SG
招聘	zaposlovanja	招聘	zaposlovanje	V	N;NOM;NEUT;PL
招聘	zaposlitev	招聘	zaposlitev	V	N;NOM;FEM;SG
招聘	zaposlovanje	招聘	zaposlovanje	V	N;NOM;NEUT;SG
招聘	najem	招聘	najem	V	N;NOM;MASC;SG
加	pospešitev	加	pospešitev	V	N;NOM;FEM;SG
加	pospešek	加	pospešek	V	N;NOM;MASC;SG
加	pospeševanje	加	pospeševanje	V	N;NOM;NEUT;SG
喇叭	horn	喇叭	horen	N	
貝勒	belle	貝勒	belle	PROPN	
貝勒	baylor	貝勒	baylor	PROPN	
不平	neenakost	不平	neenakost	ADJ	N;NOM;MASC;SG
不平	neenakosti	不平	neenakost	ADJ	N;NOM;FEM;PL
不平	neenake	不平	neenak	ADJ	N;NOM;FEM;PL
不平	neenakosti	不平	neenakost	ADJ	N;NOM;FEM;PL
晶體	kristalno	晶體	kristalno	N	ADV
晶體	crystal	晶體	crystati	N	
開花	cvetoče	開花	cvetoč	V	ADJ;NOM;NEUT;SG;V.PTCP
開花	bloom	開花	bloom	V	
廉價	ceneno	廉價	cenen	N	ADJ;NOM;NEUT;SG
廉價	poceni	廉價	poceni	N	
收養	posvojitve	收養	posvojitev	V	N;NOM;FEM;PL
收養	sprejetje	收養	sprejetje	V	N;NOM;NEUT;SG
收養	posvojitev	收養	posvojitev	V	N;NOM;FEM;SG
收養	posvojitve	收養	posvojitev	V	N;NOM;FEM;PL
叛逆	uporniški	叛逆	uporniški	N	ADJ;NOM;MASC;SG
叛逆	uporniška	叛逆	uporniški	N	ADJ;NOM;FEM;SG
起落	podvozje	起落	podvozje	V	N;NOM;NEUT;SG
快車	izraziti	快車	izraziti	N	V;PFV;NFIN
重現	ponavljanje	重現	ponavljanje	V	N;NOM;NEUT;SG
重現	ponovitev	重現	ponovitev	V	N;NOM;FEM;SG
信賴	zaupanja	信賴	zaupanje	V	N;NOM;NEUT;SG
兩	amfibijski	兩	amfibijski	NUM	ADJ;NOM;MASC;SG
鼓舞	navdihujoče	鼓舞	navdihujoč	N	ADJ;NOM;NEUT;PL;V.PTCP
關稅	carinski	關稅	carinski	N	ADJ;NOM;DEF;MASC;SG
關稅	carinska	關稅	carinski	N	ADJ;NOM;FEM;SG
不法	krivične	不法	krivičen	V	ADJ;NOM;FEM;PL
上頜	čeljustni	上頜	čeljusten	N	ADJ;NOM;MASC;PL
定性	kvalitativne	定性	kvalitativen	N	ADJ;NOM;FEM;PL
定性	kakovostna	定性	kakovosten	N	ADJ;NOM;FEM;SG
定性	kakovostno	定性	kakovostno	N	ADJ;NOM;NEUT;SG
定性	kakovostni	定性	kakovosten	N	ADJ;NOM;MASC;PL
讀取	branje	讀取	branje	V	N;NOM;NEUT;SG
讀取	preberi	讀取	prebrr	V	N;NOM;MASC;SG
讀取	branje	讀取	branje	V	N;NOM;NEUT;SG
調動	prerazporeditev	調動	prerazporeditev	V	N;NOM;FEM;SG
調動	mobilizacijo	調動	mobilizacija	V	N;ACC;FEM;SG
調動	mobilnost	調動	mobilnost	V	N;NOM;FEM;SG
光電	fotonapetostnih	光電	fotonapostosten	N	ADJ;GEN;MASC;PL
平均	povprečje	平均	povprečje	ADJ	N;NOM;NEUT;SG
平均	povprečja	平均	povprečje	ADJ	N;GEN;NEUT;SG
興奮	navdušen	興奮	navdušen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
興奮	navdušeni	興奮	navdušen	N	ADJ;NOM;MASC;PL;V.PTCP
興奮	navdušena	興奮	navdušen	N	ADJ;NOM;FEM;SG;V.PTCP
興奮	vznemirjen	興奮	vznemirjen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
希臘	grški	希臘	grški	PROPN	ADJ;NOM;MASC;SG
希臘	grško	希臘	grški	PROPN	ADJ;NOM;NEUT;SG
希臘	grk	希臘	grk	PROPN	N;NOM;MASC;SG
希臘	grška	希臘	grški	PROPN	ADJ;NOM;FEM;SG
紫外	ultravijolično	紫外	ultravijoličen	N	ADV
大	daisuke	大	daisuk	ADJ	N;NOM;FEM;PL
投注	stave	投注	stava	V	N;NOM;FEM;PL
大腦	možgansko	大腦	možganski	N	ADJ;NOM;NEUT;SG
大腦	možganski	大腦	možganski	N	ADJ;NOM;MASC;PL
大腦	možganska	大腦	možganski	N	ADJ;NOM;FEM;SG
孤獨	osamljeno	孤獨	osamljen	N	ADJ;NOM;NEUT;SG;V.PTCP
孤獨	samotno	孤獨	samoten	N	ADV
孤獨	osamljena	孤獨	osamljen	N	ADJ;NOM;FEM;SG;V.PTCP
孤獨	osamljeni	孤獨	osamljen	N	ADJ;NOM;MASC;PL;V.PTCP
孤獨	osamljen	孤獨	osamljen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
老	veterani	老	veteran	PART	N;NOM;MASC;PL
老	veteran	老	veteran	PART	N;NOM;MASC;SG
老	veterani	老	veteran	PART	N;NOM;MASC;PL
變速	menjalnik	變速	menjalnik	V	N;NOM;MASC;SG
天秤	tehtnica	天秤	tehtnica	PROPN	N;NOM;FEM;SG
駕駛	kabina	駕駛	kabina	V	N;NOM;FEM;SG
甘地	gandhi	甘地	gandhi	PROPN	N;NOM;MASC;SG
加法	aditiv	加法	aditiv	V	N;NOM;MASC;SG
提問	vprašanje	提問	vprašanje	V	N;NOM;NEUT;SG
提問	vprasanje	提問	vprasanje	V	N;NOM;NEUT;SG
遼寧	liaoning	遼寧	liaoning	PROPN	N;NOM;MASC;SG
弱勢	ranljive	弱勢	ranljiv	N	ADJ;NOM;FEM;PL
弱勢	ranljiv	弱勢	ranljiv	N	ADJ;NOM;INDF;MASC;SG
弱勢	ranljivo	弱勢	ranljivo	N	ADJ;NOM;NEUT;SG
弱勢	ranljiva	弱勢	ranljiv	N	ADJ;NOM;FEM;SG
弱勢	ranljivi	弱勢	ranljiv	N	ADJ;NOM;MASC;PL
開羅	kairu	開羅	kair	PROPN	N;DAT;MASC;SG
不	nelagodje	不	nelagodje	ADV;NEG	N;NOM;NEUT;SG
服從	poslušnost	服從	poslušnost	V	N;NOM;FEM;SG
水力	hidravlični	水力	hidravličen	N	ADJ;NOM;MASC;PL
水力	hidravlične	水力	hidravličen	N	ADJ;NOM;FEM;PL
向	sončnice	向	sončnica	ADP	N;NOM;FEM;PL
向	sončnično	向	sončnično	ADP	ADJ;NOM;NEUT;SG
轉讓	premestitev	轉讓	premestitev	V	N;NOM;FEM;SG
轉讓	prenos	轉讓	prenos	V	N;NOM;MASC;SG
轉讓	dodeljevanje	轉讓	dodeljevanje	V	N;NOM;NEUT;SG
轉讓	naloga	轉讓	naloga	V	N;NOM;FEM;SG
轉讓	dodelitev	轉讓	dodelitev	V	N;NOM;FEM;SG
轉讓	zadolžitve	轉讓	zadolžitev	V	N;NOM;FEM;PL
轉讓	prenosi	轉讓	prenositi	V	N;NOM;MASC;PL
轉讓	prerazporeditve	轉讓	prerazporeditev	V	N;NOM;FEM;PL
駐軍	garrison	駐軍	garrison	N	
反對	nasprotovanje	反對	nasprotovanje	V	N;NOM;NEUT;SG
反對	nasprotovanja	反對	nasprotovanje	V	N;GEN;NEUT;SG
反對	opozicija	反對	opozicija	V	N;NOM;FEM;SG
反對	opozicije	反對	opozicija	V	N;NOM;FEM;PL
冒犯	ofenzivo	冒犯	ofenziv	V	N;ACC;FEM;SG
冒犯	žaljivo	冒犯	žaljiv	V	ADJ;NOM;NEUT;SG
靈活	prožnost	靈活	prožnost	ADJ	N;NOM;FEM;SG
靈活	prilagodljivost	靈活	prilagodljivost	ADJ	N;NOM;FEM;SG
薩姆	sam	薩姆	samo	PROPN	PART
凍結	zamrznjene	凍結	zamrznjen	V	ADJ;NOM;FEM;PL;V.PTCP
凍結	zamrznjen	凍結	zamrznjen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
凍結	zamrznjeni	凍結	zamrznjen	V	ADJ;NOM;MASC;PL;V.PTCP
凍結	zamrznjena	凍結	zamrznjen	V	ADJ;NOM;FEM;SG;V.PTCP
凍結	zamrznjeno	凍結	zamrznjen	V	ADJ;NOM;NEUT;SG;V.PTCP
凍結	zamrznitev	凍結	zamrznitev	V	N;NOM;FEM;SG
凍結	stoj	凍結	stoj	V	
副	kopiranje	副	kopiranje	PART	N;NOM;NEUT;SG
副	kopiraj	副	kopiraj	PART	N;NOM;MASC;SG
副	kopijo	副	kopiti	PART	N;ACC;FEM;SG
副	kopij	副	kopija	PART	N;GEN;FEM;PL
副	kopije	副	kopija	PART	N;NOM;FEM;PL
停工	razpusta	停工	razpust	V	N;NOM;MASC;SG
橫向	horizontalno	橫向	horizontalen	N	ADV
橫向	vodoravna	橫向	vodoraven	N	ADJ;NOM;FEM;SG
橫向	vodoravno	橫向	vodoravno	N	ADV
橫向	bočni	橫向	bočen	N	ADJ;NOM;MASC;SG
橫向	bočna	橫向	bočen	N	ADJ;NOM;FEM;SG
橫向	bočno	橫向	bočno	N	ADV
典範	vzorno	典範	vzoren	N	ADV
雄心	ambiciozno	雄心	ambiciozen	N	ADJ;NOM;NEUT;SG
雄心	ambiciozni	雄心	ambiciozen	N	ADJ;NOM;MASC;PL
雄心	ambiciozen	雄心	ambiciozen	N	ADJ;NOM;INDF;MASC;SG
癱瘓	paraliziran	癱瘓	paraliziran	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
開關	stikalo	開關	stikalo	V	N;NOM;NEUT;SG
以色列	izraelci	以色列	izraelci	PROPN	N;NOM;MASC;PL
錄取	sprejem	錄取	sprejem	V	N;NOM;MASC;SG
肯亞	keniji	肯亞	kenija	PROPN	N;DAT;FEM;SG
扔	met	扔	met	V	
巧合	naključja	巧合	naključje		N;NOM;NEUT;PL
巧合	naključje	巧合	naključje		N;NOM;NEUT;SG
代謝	presnova	代謝	presnova	V	N;NOM;FEM;SG
代謝	metabolizem	代謝	metabolizem	V	N;NOM;MASC;SG
大	glasna	大	glasen	PART	ADJ;NOM;FEM;SG
大	glasno	大	glasno	PART	ADV
大	glasen	大	glasen	PART	ADJ;NOM;INDF;MASC;SG
堪薩斯	kansas	堪薩斯	kansas	PROPN	PROPN;NOM;MASC;SG
進食	hranjenje	進食	hranjenje	V	N;NOM;NEUT;SG
進食	krmljenje	進食	krmljenje	V	N;NOM;NEUT;SG
新	zaposli	新	zaposliti	PART	V;PFV;IND;SG;3;PRS;FIN
上線	spletna	上線	spleten	V	ADJ;NOM;FEM;SG
上線	online	上線	onliniti	V	N;NOM;MASC;SG
老年	starejših	老年	star	N	ADJ;GEN;CMPR;MASC;PL
老年	starejši	老年	star	N	ADJ;NOM;DEF;CMPR;MASC;SG
老年	starejše	老年	star	N	ADJ;NOM;CMPR;FEM;SG
幸存	preživelih	幸存	preživel	V	ADJ;GEN;MASC;PL;V.PTCP
幸存	preživelih	幸存	preživel	V	ADJ;GEN;MASC;PL;V.PTCP
貂	sable	貂	sabsa	N	
煎	fry	煎	fry	N	PROPN;NOM;MASC;SG
遙控	oddaljen	遙控	oddaljen	N	ADJ;NOM;INDF;MASC;SG
遙控	oddaljeno	遙控	oddaljen	N	ADV
遙控	oddaljeni	遙控	oddaljen	N	ADJ;NOM;MASC;PL
遙控	oddaljenih	遙控	oddaljen	N	ADJ;GEN;MASC;PL
遙控	oddaljena	遙控	oddaljen	N	ADJ;NOM;FEM;SG
輝煌	briljantno	輝煌	briljantno	N	ADJ;NOM;NEUT;SG
輝煌	briljanten	輝煌	briljanten	N	ADJ;NOM;INDF;MASC;SG
石	granatno	石	granaten	N	ADV
多餘	dodaten	多餘	dodaten	ADV	ADJ;NOM;INDF;MASC;SG
多餘	ekstra	多餘	ekstra	ADV	
多餘	extra	多餘	extra	ADV	
多餘	presežek	多餘	presežek	ADV	N;NOM;MASC;SG
受害	žrtve	受害	žrtev	V	N;NOM;FEM;PL
受害	žrtev	受害	žrtev	V	N;NOM;FEM;SG
堅強	močno	堅強	močno	ADJ	ADV
上級	nadrejeni	上級	nadrejen	N	ADJ;NOM;MASC;PL;V.PTCP
震動	tremor	震動	tremor	V	N;NOM;MASC;SG
震動	vibracije	震動	vibracija	V	N;NOM;FEM;PL
震動	vibracij	震動	vibracija	V	N;GEN;FEM;SG
病理	patološko	病理	patološki	N	ADJ;NOM;NEUT;SG
必要	nuja	必要	nuj	N	ADJ;NOM;FEM;SG
嫌犯	osumljeni	嫌犯	osumljen	N	ADJ;NOM;MASC;PL;V.PTCP
發聲	zvočni	發聲	zvočen	V	ADJ;NOM;MASC;SG
妨礙	ovira	妨礙	ovira	V	N;NOM;FEM;SG
妨礙	oviranje	妨礙	oviranje	V	N;NOM;NEUT;SG
埋伏	zasedo	埋伏	zaseda	V	N;ACC;FEM;SG
抵押	poroštvo	抵押	poroštvo	V	N;NOM;NEUT;SG
抵押	zavarovanje	抵押	zavarovanje	V	N;NOM;NEUT;SG
抵押	hipoteke	抵押	hipoteka	V	N;NOM;FEM;PL
大	velikodušno	大	velikodušno	ADJ	ADV
扣押	zaseg	扣押	zasega	V	N;NOM;MASC;SG
備忘	dopis	備忘	dopis	V	N;NOM;MASC;SG
備忘	memorandum	備忘	memorandum	V	N;NOM;MASC;SG
許可	dovoljenje	許可	dovoljenje	V	N;NOM;NEUT;SG
許可	licenca	許可	licenca	V	N;NOM;FEM;SG
許可	dovoljenj	許可	dovoljenje	V	N;GEN;NEUT;PL
許可	dovoljenja	許可	dovoljenje	V	N;NOM;NEUT;PL
許可	dovoljenje	許可	dovoljenje	V	N;NOM;NEUT;SG
許可	licenco	許可	licenca	V	N;ACC;FEM;SG
許可	licenca	許可	licenca	V	N;NOM;FEM;SG
許可	dovoljenje	許可	dovoljenje	V	N;NOM;NEUT;SG
許可	licence	許可	licenca	V	N;NOM;FEM;PL
巴塞隆納	barcelono	巴塞隆納	barcelon	PROPN	N;ACC;FEM;SG
巴塞隆納	barcelona	巴塞隆納	barcelon	PROPN	N;NOM;FEM;SG
強硬	težko	強硬	težek	N	ADJ;NOM;NEUT;SG
素質	kakovostno	素質	kakovostno	N	ADJ;NOM;NEUT;SG
突變	mutant	突變	mutant	V	N;NOM;MASC;SG
突變	mutacija	突變	mutacija	V	N;NOM;FEM;SG
突變	mutacije	突變	mutacija	V	N;NOM;FEM;PL
突變	mutacijo	突變	mutacija	V	N;ACC;FEM;SG
突變	mutacije	突變	mutacija	V	N;NOM;FEM;PL
塞內加爾	senegal	塞內加爾	senegati	PROPN	N;NOM;MASC;SG
模具	plesni	模具	plesen	N	ADJ;NOM;MASC;SG
模具	plesni	模具	plesen	N	ADJ;NOM;MASC;SG
模具	plesni	模具	plesen	N	ADJ;NOM;MASC;SG
椅子	predseduje	椅子	predsedovati	N	V;IPFV;IND;SG;3;PRS;FIN
椅子	predsedujoči	椅子	predsedujoč	N	ADJ;NOM;MASC;PL;V.PTCP
琥珀	amber	琥珀	amber	PROPN	PROPN;NOM;FEM;SG
琥珀	oranžna	琥珀	oranžen	PROPN	ADJ;NOM;FEM;SG
象牙	slonokoščeni	象牙	slonokoščen	PROPN	ADJ;NOM;MASC;SG;V.PTCP
墜落	padanje	墜落	padanje	V	N;NOM;NEUT;SG
墜落	padec	墜落	padec	V	N;NOM;MASC;SG
墜落	padajoči	墜落	padajoč	V	ADJ;NOM;MASC;PL;V.PTCP
活潑	živahna	活潑	živahen	N	ADJ;NOM;FEM;SG
活潑	živahen	活潑	živahen	N	ADJ;NOM;INDF;MASC;SG
活潑	živahno	活潑	živahen	N	ADJ;NOM;NEUT;SG
菊花	daisy	菊花	daisy	N	
漂	plavajoče	漂	plavajoč	N	ADJ;NOM;FEM;PL;V.PTCP
失明	slepoto	失明	slepota	V	N;ACC;FEM;SG
神田	kanda	神田	kanda	PROPN	N;NOM;MASC;SG
病房	ward	病房	ward	N	
突尼西亞	tunizija	突尼西亞	tunizija	PROPN	N;NOM;FEM;SG
突尼西亞	tunis	突尼西亞	tunis	PROPN	N;NOM;MASC;SG
縱火	požig	縱火	požig	V	N;NOM;MASC;SG
族裔	etničnih	族裔	etničen	N	ADJ;GEN;MASC;PL
族裔	etnične	族裔	etničen	N	ADJ;NOM;FEM;PL
族裔	etnično	族裔	etnično	N	ADV
正直	celovitost	正直	celovitost	ADJ	N;NOM;FEM;SG
正直	poštenost	正直	poštenost	ADJ	N;NOM;FEM;SG
正直	integriteto	正直	integriteta	ADJ	N;ACC;FEM;SG
正直	integriteta	正直	integriteta	ADJ	N;NOM;FEM;SG
寫信	pisanje	寫信	pisanje	V	N;NOM;NEUT;SG
乙烯	etilena	乙烯	etilen	N	ADJ;NOM;FEM;SG
鈉	natrijev	鈉	natrijev	N	ADJ;NOM;INDF;MASC;SG
傷心	žalosten	傷心	žalosten	N	ADJ;NOM;INDF;MASC;SG
傷心	žalostna	傷心	žalosten	N	ADJ;NOM;FEM;SG
傷心	žalostno	傷心	žalosten	N	ADJ;NOM;NEUT;SG
甘露	mana	甘露	mana	N	
今夜	nocoj	今夜	nocoj	N	ADV
固態	trdna	固態	trden	N	ADJ;NOM;FEM;SG
固態	trdni	固態	trden	N	ADJ;NOM;MASC;PL
固態	trdne	固態	trden	N	ADJ;NOM;FEM;PL
固態	trden	固態	trden	N	ADJ;NOM;INDF;MASC;SG
固態	trdno	固態	trdno	N	ADV
避難	azil	避難	aziti	V	N;NOM;MASC;SG
避難	zatočišče	避難	zatočišče	V	N;NOM;NEUT;SG
延誤	zakasnitev	延誤	zakasnitev	V	N;NOM;FEM;SG
延誤	zamik	延誤	zamik	V	N;NOM;MASC;SG
延誤	zamuda	延誤	zamuda	V	N;NOM;FEM;SG
延誤	zamude	延誤	zamuda	V	N;NOM;FEM;PL
延誤	zamud	延誤	zamud	V	N;GEN;FEM;PL
延誤	zamuda	延誤	zamuda	V	N;NOM;FEM;SG
延誤	zamudo	延誤	zamuda	V	N;ACC;FEM;SG
獲利	dobiček	獲利	dobiček	V	N;NOM;MASC;SG
獲利	donosnost	獲利	donosnost	V	N;NOM;FEM;SG
領事	konzularnih	領事	konzularen	N	ADJ;GEN;MASC;PL
無窮	neskončno	無窮	neskončno	ADJ	ADV
無窮	neskončnost	無窮	neskončnost	ADJ	N;NOM;FEM;SG
無窮	neskončno	無窮	neskončno	ADJ	ADV
無窮	neskončnosti	無窮	neskončnost	ADJ	N;GEN;FEM;SG
加固	okrepitev	加固	okrepitev	V	N;NOM;FEM;SG
新	kenozoik	新	kenozoik	PART	N;NOM;MASC;SG
打字	tipkanje	打字	tipkanje	V	N;NOM;NEUT;SG
美咲	misaki	美咲	misak	PROPN	N;NOM;MASC;PL
寫入	pisanje	寫入	pisanje	V	N;NOM;NEUT;SG
寫入	pisanje	寫入	pisanje	V	N;NOM;NEUT;SG
有色	barvne	有色	barven	N	ADJ;NOM;FEM;PL
有色	obarvana	有色	obarvan	N	ADJ;NOM;FEM;SG;V.PTCP
競爭	tekmovalni	競爭	tekmovalen	V	ADJ;NOM;MASC;SG
競爭	konkurenčni	競爭	konkurenčen	V	ADJ;NOM;MASC;SG
競爭	konkurenčna	競爭	konkurenčen	V	ADJ;NOM;FEM;SG
競爭	konkurenčne	競爭	konkurenčen	V	ADJ;NOM;FEM;PL
競爭	konkurenčnost	競爭	konkurenčnost	V	N;NOM;FEM;SG
親密	intimno	親密	intimen	N	ADJ;NOM;NEUT;SG
親密	intimna	親密	intimen	N	ADJ;NOM;FEM;SG
矩形	pravokotna	矩形	pravokoten	N	ADJ;NOM;FEM;SG
矩形	pravokotnih	矩形	pravokoten	N	ADJ;GEN;MASC;PL
矩形	pravokotno	矩形	pravokotno	N	ADV
野蠻	barbarsko	野蠻	barbarski	N	ADJ;NOM;NEUT;SG
野蠻	brutalen	野蠻	brutalen	N	ADJ;NOM;INDF;MASC;SG
野蠻	brutalno	野蠻	brutalno	N	ADV
毆打	napad	毆打	napad		N;NOM;MASC;SG
毆打	pretepanje	毆打	pretepanje		N;NOM;NEUT;SG
毆打	bije	毆打	biti		V;IPFV;IND;SG;3;PRS;FIN
毆打	pretepanja	毆打	pretepanje		N;GEN;NEUT;SG
毆打	pretepanje	毆打	pretepanje		N;NOM;NEUT;SG
毆打	pretepanja	毆打	pretepanje		N;GEN;NEUT;SG
士氣	moralo	士氣	morati	N	V;IPFV;NEUT;SG;V.PTCP
士氣	morala	士氣	morati	N	V;IPFV;FEM;SG;V.PTCP
倚	poševni	倚	poševen	V	ADJ;NOM;DEF;MASC;SG
慈善	človekoljub	慈善	človekoljub	PROPN	N;NOM;MASC;SG
底片	negative	底片	negativa	N	
葡萄牙	portugalski	葡萄牙	portugalski	PROPN	ADJ;NOM;DEF;MASC;SG
葡萄牙	portugalsko	葡萄牙	portugalski	PROPN	ADJ;NOM;NEUT;SG
葡萄牙	portugalska	葡萄牙	portugalski	PROPN	ADJ;NOM;FEM;SG
傑克遜	jackson	傑克遜	jackson	PROPN	N;NOM;MASC;SG
獲釋	sproščeno	獲釋	sproščeno	V	ADJ;NOM;NEUT;SG;V.PTCP
獲釋	izpuščeni	獲釋	izpuščen	V	ADJ;NOM;MASC;PL;V.PTCP
獲釋	izpuščen	獲釋	izpuščen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
獲釋	izpuščena	獲釋	izpuščen	V	ADJ;NOM;FEM;SG;V.PTCP
梵蒂	vatikanu	梵蒂	vatikan	PROPN	N;DAT;MASC;SG
梵蒂	vatikan	梵蒂	vatikan	PROPN	N;NOM;MASC;SG
寮國	lao	寮國	lao	PROPN	N;NOM;MASC;SG
