الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
اختلافات	diferențele	اِختِلَاف	diferență	N;NOM;INDF;PL	N;DEF;FEM;PL
باليرمو	palermo	بِ	palermo		N;INDF;MASC;SG
هانوفر	hanovra	هَانُوفِر	hanovră		PROPN
الصخرة	piatră	صُخرَة	piatră	N;NOM;DEF;SG	N;INDF;FEM;SG
الصخرة	piatra	صُخرَة	piatră	N;NOM;DEF;SG	N;DEF;FEM;SG
الصخرة	stânca	صُخرَة	stâncă	N;NOM;DEF;SG	N;DEF;FEM;SG
الصخرة	stâncă	صُخرَة	stâncă	N;NOM;DEF;SG	N;INDF;FEM;SG
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	N;INDF;MASC;SG
اولاد	baieti	اولاد	baiet		
اولاد	băieți	اولاد	băiat		N;INDF;MASC;PL
الغزل	flirt	غَزل	flirt	N;NOM;DEF;SG	N;INDF;MASC;SG
الغزل	fire	غَزل	fire	N;NOM;DEF;SG	N;INDF;FEM;SG
برنارد	bernard	برنارد	bernard		PROPN
كاري	curry	كاري	curry		N;INDF;MASC;SG
جينات	genele	جَينَة	genă	N;NOM;INDF;PL	N;DEF;FEM;PL
الماركسية	marxist	مَاركِسِيّ	marxist	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
اعتقاد	credința	اِعتِقَاد	credință	N;NOM;INDF;SG	N;DEF;FEM;SG
لفت	nap	لَفَت	nap	V;PFV;MASC;SG;3;ACT	
جوناثان	jonathan	جُونَاثَان	jonathan		PROPN
عربات	vehiculele	عَرَبَة	vehicul	N;NOM;INDF;PL	N;DEF;FEM;PL
اعلن	declar	أَعلَن	declar	V;PFV;MASC;SG;3;ACT	V;IND;SG;1;PRS;FIN
اعلن	anunțat	أَعلَن	anunța	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
اعلن	anuntat	أَعلَن	anunta	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
المتوفي	decedat	مُتَوَفِّي	decedat		ADJ;INDF;MASC;SG
المتوفي	decedată	مُتَوَفِّي	deceda		ADJ;INDF;FEM;SG
ملونة	colorate	مُلَوَّن	colorat	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
ملونة	colorat	مُلَوَّن	colorat	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
ملونة	colorată	مُلَوَّن	colorat	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
صخرة	piatră	صُخرَة	piatră	N;NOM;INDF;SG	N;INDF;FEM;SG
صخرة	piatra	صُخرَة	piatră	N;NOM;INDF;SG	N;DEF;FEM;SG
صخرة	stânca	صُخرَة	stâncă	N;NOM;INDF;SG	N;DEF;FEM;SG
صخرة	stâncă	صُخرَة	stâncă	N;NOM;INDF;SG	N;INDF;FEM;SG
ابناء	sons	اِبن	sons	N;NOM;INDF;PL	N;INDF;MASC;SG
ابناء	fiii	اِبن	fiu	N;NOM;INDF;PL	N;DEF;MASC;PL
المرصد	observator	مَرصَد	observator	N;NOM;DEF;SG	N;INDF;MASC;SG
المرصد	observatorul	مَرصَد	observator	N;NOM;DEF;SG	N;DEF;MASC;SG
تين	tinichea	تين	tinichea		
تين	tin	تين	tin		V;IND;SG;3;PRS;FIN
تين	staniu	تين	staniu		N;INDF;MASC;SG
تين	tablă	تين	tablă		N;INDF;FEM;SG
الكامنة	latentă	كَامِن	latentă	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
محاصيل	culturile	مَحصُول	cultură	N;NOM;INDF;PL	N;DEF;FEM;PL
صبغة	tenta	صُبغَة	tenta	N;NOM;INDF;SG	N;DEF;FEM;SG
صبغة	tentă	صُبغَة	tentă	N;NOM;INDF;SG	N;INDF;FEM;SG
دلهي	delhi	دِلهِي	delhi		N;INDF;MASC;SG
شارون	sharon	شَارُون	sharon		PROPN
جنسي	sexy	جِنسِيّ	sexy	ADJ;NOM;INDF;MASC;SG	
جنسي	sexi	جِنسِيّ	sexi	ADJ;NOM;INDF;MASC;SG	
جنسي	sexuala	جِنسِيّ	sexual	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
جنسي	sexuale	جِنسِيّ	sexual	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
جنسي	sexuală	جِنسِيّ	sexual	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
التوفيق	conciliere	تَوفِيق	conciliere	N;NOM;DEF;SG	N;INDF;FEM;SG
التوفيق	succes	تَوفِيق	succes	N;NOM;DEF;SG	N;INDF;MASC;SG
التوفيق	succese	تَوفِيق	succes	N;NOM;DEF;SG	N;INDF;FEM;PL
التوفيق	succesul	تَوفِيق	succes	N;NOM;DEF;SG	N;DEF;MASC;SG
التجزئة	retail	تَجزِئَة	retail	N;NOM;DEF;SG	N;INDF;MASC;SG
مرج	meadow	مرج	meadow		PROPN
الحزن	tristete	حُزن	tristet	N;NOM;DEF;SG	N;INDF;FEM;SG
تلاميذ	pupilele	تِلمِيذ	pupil	N;NOM;INDF;PL	N;DEF;FEM;PL
تلاميذ	elevii	تِلمِيذ	elev	N;NOM;INDF;PL	N;DEF;MASC;PL
تلاميذ	discipolii	تِلمِيذ	discipol	N;NOM;INDF;PL	N;DEF;MASC;PL
الرسل	apostoli	رَسُول	apostoli	N;NOM;DEF;PL	N;INDF;MASC;PL
الرسل	mesageri	رَسُول	mesager	N;NOM;DEF;PL	N;INDF;MASC;PL
مختبرات	labs	مُختَبَر	labs	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
مختبرات	laboratoarele	مُختَبَر	laborator	ADJ;NOM;INDF;FEM;PL	N;DEF;FEM;PL
كمبوديا	cambodgia	كَمبُودِيَا	cambodgie		PROPN
بورتلاند	portland	بُورتلَاند	portland		PROPN
الوجبات	mese	وَجبَة	masă	N;NOM;DEF;PL	N;INDF;FEM;PL
ممارسات	practicile	مُمَارَسَة	practică	N;NOM;INDF;PL	N;DEF;FEM;PL
ممارسات	practicilor	مُمَارَسَة	practică	N;NOM;INDF;PL	N;DEF;FEM;PL
راو	rao	راو	rao		N;INDF;MASC;SG
مراسم	ceremonia	مَرسَم	ceremonie	N;NOM;INDF;PL	N;DEF;FEM;SG
مراسم	ceremonie	مَرسَم	ceremonie	N;NOM;INDF;PL	N;INDF;FEM;SG
شيدت	construite	شَيَّد	construit	V;PFV;FEM;SG;3;PASS	ADJ;INDF;FEM;PL
شيدت	construită	شَيَّد	construi	V;PFV;FEM;SG;3;PASS	ADJ;INDF;FEM;SG
ناميبيا	namibia	نَامِيبِيَا	namibia		PROPN
القاموس	dictionar	قَامُوس	dictionar	N;NOM;DEF;SG	N;INDF;MASC;SG
مرضية	satisfăcător	مَرضِيّ	satisfăcător	ADJ;NOM;INDF;FEM;SG	ADV
مرضية	satisfacerea	مَرضِيّ	satisfacere	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
كيبيك	quebec	كيبيك	quebec		N;INDF;MASC;SG
منتديات	forumuri	مُنتَدِي	forum	ADJ;NOM;INDF;FEM;PL	N;INDF;FEM;PL
مختلطة	amestecate	مُختَلِط	amestecat	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
مختلطة	mixtă	مُختَلِط	mixt	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
فم	gură	فَمّ	gură	N;NOM;INDF;SG	N;INDF;FEM;SG
فم	gura	فَمّ	gură	N;NOM;INDF;SG	N;DEF;FEM;SG
فم	gurii	فَمّ	gură	N;NOM;INDF;SG	N;DEF;FEM;SG
توتنهام	tottenham	تُوتِنهَام	tottenham		PROPN
توتنهام	pinteni	تُوتِنهَام	pinteni		N;INDF;MASC;PL
مجهود	efortul	مَجهُود	efort	N;NOM;INDF;SG	N;DEF;MASC;SG
التشابه	asemănare	تَشَابُه	asemănare		N;INDF;FEM;SG
التشابه	asemănare	تَشَابُه	asemănare		N;INDF;FEM;SG
التشابه	similitudine	تَشَابُه	similitudine		N;INDF;FEM;SG
فرانكو	franco	فرانكو	franco		PROPN
اضطهاد	opresiune	اِضطِهَاد	opresiune	N;NOM;INDF;SG	N;INDF;FEM;SG
المساهمات	contribuții	مُسَاهَمَة	contribuție	N;NOM;DEF;PL	N;INDF;FEM;PL
المساهمات	contribuțiile	مُسَاهَمَة	contribuție	N;NOM;DEF;PL	N;DEF;FEM;PL
ترينيداد	trinidad	ترينيداد	trinidad		N;INDF;MASC;SG
تجريبية	experimentală	تَجرِيبِيّ	experimental	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
تجريبية	experimentale	تَجرِيبِيّ	experimental	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
النظائر	izotopi	نِظَائِر	izotop	N;NOM;DEF;PL	N;INDF;MASC;PL
جاز	jazz	جَاز	jazz	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
التشفير	criptare	التشفير	criptare	N;NOM;DEF;SG	N;INDF;FEM;SG
التشفير	cripto	التشفير	cripto	N;NOM;DEF;SG	
التشفير	criptografie	التشفير	criptografie	N;NOM;DEF;SG	N;INDF;FEM;SG
طنطا	tanta	طَنطَا	tanta	N;NOM;INDF;SG	N;DEF;FEM;SG
المرشد	ghid	مُرشِد	ghid	N;NOM;DEF;SG	N;INDF;MASC;SG
المرشد	ghidul	مُرشِد	ghid	N;NOM;DEF;SG	N;DEF;MASC;SG
فرانز	franz	فرانز	franz		PROPN
قدرت	apreciată	قَدَّر	aprecia	V;PFV;FEM;SG;3;PASS	ADJ;INDF;FEM;SG
قدرت	apreciat	قَدَّر	aprecia	V;PFV;FEM;SG;3;PASS	ADJ;INDF;MASC;SG
قدرت	apreciate	قَدَّر	aprecia	V;PFV;FEM;SG;3;PASS	ADJ;INDF;FEM;PL
التقليل	subestimat	تَقلِيل	subestima	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
بوشهر	bushehr	بوشهر	bushehr		
كلي	mănânc	كُلِّيّ	mănânc	N;NOM;INDF;SG	V;IND;SG;1;PRS;FIN
كلي	mănâncă	كُلِّيّ	mânca	N;NOM;INDF;SG	V;IND;3;PRS;FIN
كلي	mananca	كُلِّيّ	mananca	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
الدروز	druze	دَرز	druză	N;NOM;DEF;PL	
المكاتب	birourile	مَكتَب	birou	N;NOM;DEF;PL	N;DEF;FEM;PL
المكاتب	oficii	مَكتَب	oficii	N;NOM;DEF;PL	N;INDF;FEM;PL
المكاتب	birouri	مَكتَب	birou	N;NOM;DEF;PL	N;INDF;FEM;PL
رولز	rulouri	رُولز	rulou		N;INDF;FEM;PL
رولز	role	رُولز	rouă		N;INDF;FEM;PL
رولز	rolls	رُولز	rolls		N;INDF;MASC;SG
امتلاك	posesie	اِمتِلَاك	posesie	N;NOM;INDF;SG	N;INDF;FEM;SG
امتلاك	posesia	اِمتِلَاك	posesie	N;NOM;INDF;SG	N;DEF;FEM;SG
الحاسبات	calculatoare	الحاسبات	calculator	N;NOM;DEF;PL	N;INDF;FEM;PL
الحاسبات	calculatoarele	الحاسبات	calculatoare	N;NOM;DEF;PL	N;DEF;FEM;PL
الحاسبات	computere	الحاسبات	computere	N;NOM;DEF;PL	N;INDF;FEM;PL
ده	lui	دٰهٰ	el		PRO;3
الجيب	buzunar	جَيب	buzunar	N;NOM;DEF;SG	N;INDF;MASC;SG
الجيب	buzunarul	جَيب	buzunar	N;NOM;DEF;SG	N;DEF;MASC;SG
الجيب	jeep	جَيب	jeep	N;NOM;DEF;SG	N;INDF;MASC;SG
الكؤوس	căni	كُؤُوس	căni	N;NOM;DEF;SG	N;INDF;FEM;PL
الكؤوس	cupe	كُؤُوس	cupe	N;NOM;DEF;SG	N;INDF;FEM;PL
مخترع	inventatorul	مُختَرَع	inventator	N;NOM;INDF;SG	N;DEF;MASC;SG
قارب	barcă	قَارِب	barcă	N;NOM;INDF;SG	N;INDF;FEM;SG
قارب	barca	قَارِب	barcă	N;NOM;INDF;SG	N;DEF;FEM;SG
جرح	răniți	جُرح	răni	N;NOM;INDF;SG	V;IND;PL;2;IPFV;FIN
جرح	ranit	جُرح	ranit	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
جرح	rănită	جُرح	răni	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
جرح	rănit	جُرح	răni	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
جرح	rana	جُرح	rană	N;NOM;INDF;SG	N;DEF;FEM;SG
جرح	rană	جُرح	rană	N;NOM;INDF;SG	N;INDF;FEM;SG
الفوسفات	fosfat	فُوسفَات	fosfat		N;INDF;MASC;SG
للاستثمار	investitii	للاستثمار	investitii		N;INDF;FEM;PL
للاستثمار	investiție	للاستثمار	investiție		N;INDF;FEM;SG
للاستثمار	investitie	للاستثمار	investitie		N;INDF;FEM;SG
للاستثمار	investiții	للاستثمار	investiție		N;INDF;FEM;PL
سونيك	sonic	سونيك	sonic		N;INDF;MASC;SG
النشطة	active	نَشَاط	activ	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
النشطة	activi	نَشَاط	activ	N;NOM;DEF;SG	ADJ;INDF;MASC;PL
النشطة	activ	نَشَاط	activ	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
النشطة	activă	نَشَاط	activ	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
توما	toma	تُومَا	toma		PROPN
العاب	jocuri	لَعب	joc		N;INDF;FEM;PL
العاب	jocurile	لَعب	joc		N;DEF;FEM;PL
العاب	jucarii	لَعب	jucar		N;DEF;MASC;PL
العاب	jucării	لَعب	jucărie		N;INDF;FEM;PL
سيبيريا	siberian	سِيبِيرِيَا	siberian		ADJ;INDF;MASC;SG
سيبيريا	siberia	سِيبِيرِيَا	siberie		N;DEF;FEM;SG
الاقتراح	propunere	اِقتِرَاح	propunere	N;NOM;DEF;SG	N;INDF;FEM;SG
الاقتراح	propunerea	اِقتِرَاح	propunere	N;NOM;DEF;SG	N;DEF;FEM;SG
الاقتراح	sugestia	اِقتِرَاح	sugestie	N;NOM;DEF;SG	N;DEF;FEM;SG
الاقتراح	sugestie	اِقتِرَاح	sugestie	N;NOM;DEF;SG	N;INDF;FEM;SG
السوربون	sorbona	سُوربُون	sorbona		N;DEF;FEM;SG
التكيف	reglare	تَكَيُّف	reglare	N;NOM;DEF;SG	N;INDF;FEM;SG
التكيف	ajustarea	تَكَيُّف	ajustare	N;NOM;DEF;SG	N;DEF;FEM;SG
التكيف	ajustare	تَكَيُّف	ajustare	N;NOM;DEF;SG	N;INDF;FEM;SG
التكيف	adaptarea	تَكَيُّف	adaptare	N;NOM;DEF;SG	N;DEF;FEM;SG
التكيف	adaptare	تَكَيُّف	adaptare	N;NOM;DEF;SG	N;INDF;FEM;SG
التكيف	adaptează	تَكَيُّف	adapta	N;NOM;DEF;SG	V;IND;3;PRS;FIN
سيلفا	silva	سِيلفَا	silvă		PROPN
الفطرية	înnăscută	فِطرِيّ	înnăscut	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
فينيكس	phoenix	فينيكس	phoenix		N;INDF;MASC;SG
كيت	kate	كَيت	kate		
الخرسانة	concret	خَرَسَانَة	concret	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الخرسانة	beton	خَرَسَانَة	beton	N;NOM;DEF;SG	N;INDF;MASC;SG
الخرسانة	concrete	خَرَسَانَة	concret	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
قاطع	concludente	قَاطَع	concludent	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
قاطع	concludent	قَاطَع	concludent	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
ناقصة	incompletă	نَاقِصَة	incomplet	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
ناقصة	incomplet	نَاقِصَة	incomplet	ADJ;NOM;INDF;FEM;SG	ADV
ناقصة	incomplete	نَاقِصَة	incomplet	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
باطن	tălpi	بَاطِن	tălpa		N;INDF;FEM;PL
موقعة	semnat	مُوَقَّع	semna	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
موقعة	semnate	مُوَقَّع	semnat	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
موقعة	semnată	مُوَقَّع	semna	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
تنبيه	alarmă	تَنبِيه	alarma		N;INDF;FEM;SG
تنبيه	alarma	تَنبِيه	alarma		N;DEF;FEM;SG
تنبيه	alertă	تَنبِيه	alertă		N;INDF;FEM;SG
تنبيه	alert	تَنبِيه	alert		ADV
ثري	bogata	ثري	bogat		ADJ;DEF;FEM;SG
ثري	bogată	ثري	bogat		ADJ;INDF;FEM;SG
ثري	rich	ثري	rich		PROPN
ثري	bogat	ثري	bogat		ADJ;INDF;MASC;SG
رينو	reno	رينو	reno		N;INDF;MASC;SG
رينو	renault	رينو	renault		PROPN
التقاء	confluența	اِلتِقَاء	confluență	N;NOM;INDF;SG	N;DEF;FEM;SG
قلق	anxietatea	قَلَق	anxietate	N;NOM;INDF;SG	N;DEF;FEM;SG
قلق	anxietate	قَلَق	anxietate	N;NOM;INDF;SG	N;INDF;FEM;SG
الدبلوماسي	diplomat	دِبلُومَاسِيّ	diplomat	N;NOM;DEF;SG	N;INDF;MASC;SG
الدبلوماسي	diplomatul	دِبلُومَاسِيّ	diplomat	N;NOM;DEF;SG	N;DEF;MASC;SG
الدبلوماسي	diplomatice	دِبلُومَاسِيّ	diplomatic	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
الدبلوماسي	diplomatic	دِبلُومَاسِيّ	diplomatic	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الدبلوماسي	diplomatică	دِبلُومَاسِيّ	diplomatic	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
فضيحة	scandalul	فَضِيحَة	scandal	N;NOM;INDF;SG	N;DEF;MASC;SG
موتورز	motors	مُوتُورز	motors		PROPN
موتورز	motoare	مُوتُورز	motor		N;INDF;FEM;PL
فهرنهايت	fahrenheit	فهرنهايت	fahrenheit		N;INDF;MASC;SG
مطابقة	potrivire	مُطَابَقَة	potrivire	N;NOM;INDF;SG	N;INDF;FEM;SG
مطابقة	potrivire	مُطَابَقَة	potrivire	N;NOM;INDF;SG	N;INDF;FEM;SG
المعسكر	tabără	مُعَسكَر	tabără	N;NOM;DEF;SG	N;INDF;FEM;SG
المعسكر	camp	مُعَسكَر	camp	N;NOM;DEF;SG	N;INDF;MASC;SG
المعسكر	tabăra	مُعَسكَر	tabără	N;NOM;DEF;SG	N;DEF;FEM;SG
المعسكر	lagăr	مُعَسكَر	lagăr	N;NOM;DEF;SG	N;INDF;MASC;SG
المعسكر	tabara	مُعَسكَر	tabară	N;NOM;DEF;SG	N;DEF;FEM;SG
السل	tuberculoză	سِلّ	tuberculoză	N;NOM;DEF;SG	N;INDF;FEM;SG
السل	tuberculoza	سِلّ	tuberculoza	N;NOM;DEF;SG	N;DEF;FEM;SG
اقليم	provincie	اقليم	provincie		N;INDF;FEM;SG
اقليم	provincia	اقليم	provincie		N;DEF;FEM;SG
اقليم	regiunea	اقليم	regiune		N;DEF;FEM;SG
اقليم	regiune	اقليم	regiune		N;INDF;FEM;SG
اقليم	teritoriu	اقليم	teritoriu		N;INDF;MASC;SG
اقليم	teritoriul	اقليم	teritoriu		N;DEF;MASC;SG
المصاحبة	sincronizează	المصاحبة	sincroniza	N;NOM;DEF;SG	V;IND;3;PRS;FIN
الحلويات	dulciuri	حَلوَى	dulce	N;NOM;DEF;PL	N;INDF;FEM;PL
الحلويات	deserturi	حَلوَى	desert	N;NOM;DEF;PL	N;INDF;FEM;PL
مقهى	cafenea	مَقهَى	cafene	N;NOM;INDF;SG	N;DEF;FEM;SG
مقهى	cafeneaua	مَقهَى	cafeneaua	N;NOM;INDF;SG	N;DEF;FEM;SG
مقهى	cafenea	مَقهَى	cafene	N;NOM;INDF;SG	N;DEF;FEM;SG
مقهى	cafeneaua	مَقهَى	cafeneaua	N;NOM;INDF;SG	N;DEF;FEM;SG
مقهى	café	مَقهَى	café	N;NOM;INDF;SG	
سراي	galatasaray	سِرَاي	galatasaray		N;INDF;MASC;SG
المختلط	amestecate	مُختَلِط	amestecat	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
المختلط	amestecat	مُختَلِط	amesteca	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المختلط	mixt	مُختَلِط	mixt	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المختلط	mixtă	مُختَلِط	mixt	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المتهم	acuzat	مُتَّهَم	acuza	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المتهم	acuzată	مُتَّهَم	acuza	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
المتهم	acuzat	مُتَّهَم	acuza	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المتهم	inculpatul	مُتَّهَم	inculpat	ADJ;NOM;DEF;MASC;SG	N;DEF;MASC;SG
المتهم	pârât	مُتَّهَم	pârât	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
المتهم	inculpat	مُتَّهَم	inculpa	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
خيوط	fire	خيوط	fire	N;NOM;INDF;PL	N;INDF;FEM;SG
حامية	garrison	حَامِي	garrison	ADJ;NOM;INDF;FEM;SG	PROPN
حامية	garnizoana	حَامِي	garnizoană	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
حامية	garnizoană	حَامِي	garnizoană	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
حامية	protectorul	حَامِي	protector	ADJ;NOM;INDF;FEM;SG	N;DEF;MASC;SG
الربح	profit	رِبح	profit	N;NOM;DEF;SG	N;INDF;MASC;SG
الربح	profitul	رِبح	profit	N;NOM;DEF;SG	N;DEF;MASC;SG
ابتكار	inovare	اِبتِكَار	inovare	N;NOM;INDF;SG	N;INDF;FEM;SG
ابتكار	inovarea	اِبتِكَار	inovare	N;NOM;INDF;SG	N;DEF;FEM;SG
عيادة	clinică	عِيَادَة	clinică	N;NOM;INDF;SG	N;INDF;FEM;SG
عيادة	clinica	عِيَادَة	clinică	N;NOM;INDF;SG	N;DEF;FEM;SG
الديدان	viermi	الديدان	viermi		N;INDF;MASC;PL
الديدان	viermii	الديدان	viarmă		N;DEF;MASC;PL
دموية	sângeroase	دَمَوِيَّة	sângeros	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
باكو	baku	بَاكُو	baku		PROPN
لونغ	lung	لُونغ	lung		ADJ;INDF;MASC;SG
لونغ	lungă	لُونغ	lung		ADJ;INDF;FEM;SG
لونغ	long	لُونغ	long		
النحت	sculptura	نَحت	sculptură	N;NOM;DEF;SG	N;DEF;FEM;SG
النحت	sculptură	نَحت	sculptură	N;NOM;DEF;SG	N;INDF;FEM;SG
النحت	sculptura	نَحت	sculptură	N;NOM;DEF;SG	N;DEF;FEM;SG
النحت	sculptură	نَحت	sculptură	N;NOM;DEF;SG	N;INDF;FEM;SG
لورين	lauren	لُورِين	lauren		PROPN
ماضي	trecutul	مَاضِي	trecut		N;DEF;MASC;SG
ماضي	trecut	مَاضِي	trecut		ADJ;INDF;MASC;SG
تفكك	dezintegrare	تَفَكُّك	dezintegrare	N;NOM;INDF;SG	N;INDF;FEM;SG
الفيلق	legiune	فَيلَق	legiune	N;NOM;DEF;SG	N;INDF;FEM;SG
الفيلق	legiunea	فَيلَق	legiune	N;NOM;DEF;SG	N;DEF;FEM;SG
السدود	baraje	سُدّ	baraj	N;NOM;DEF;PL	N;INDF;FEM;PL
الحنجرة	gat	حُنجُرَة	gat	N;NOM;DEF;SG	
الحنجرة	gât	حُنجُرَة	gât	N;NOM;DEF;SG	N;INDF;MASC;SG
الحنجرة	gâtul	حُنجُرَة	gât	N;NOM;DEF;SG	N;DEF;MASC;SG
الاجتماعات	reuniuni	اِجتِمَاع	reuniune	N;NOM;DEF;PL	N;INDF;FEM;PL
الاجتماعات	întruniri	اِجتِمَاع	întrunire	N;NOM;DEF;PL	N;INDF;FEM;PL
الاجتماعات	întâlniri	اِجتِمَاع	întâlnire	N;NOM;DEF;PL	N;INDF;FEM;PL
الاجتماعات	intalniri	اِجتِمَاع	intalnire	N;NOM;DEF;PL	N;INDF;FEM;PL
فرانشيسكو	francesco	فرَانشِيسكُو	francesco		PROPN
الحلو	sweet	الحلو	sweet		N;INDF;MASC;SG
الحلو	dulce	الحلو	dulce		
الحلو	dulci	الحلو	dulce		ADJ;INDF;PL
الكروم	chrome	كُرُوم	chromă	N;NOM;DEF;SG	
الكروم	crom	كُرُوم	crom	N;NOM;DEF;SG	
الكروم	crom	كُرُوم	crom	N;NOM;DEF;SG	
الممر	coridor	مَمر	coridor	N;NOM;DEF;SG	N;INDF;MASC;SG
الممر	coridorul	مَمر	coridor	N;NOM;DEF;SG	N;DEF;MASC;SG
المزايا	avantajele	مَزِيَّة	avantaj	N;NOM;DEF;PL	N;DEF;FEM;PL
المزايا	avantaje	مَزِيَّة	avantaj	N;NOM;DEF;PL	N;INDF;FEM;PL
الركبة	genunchiul	رُكبَة	genunchi	N;NOM;DEF;SG	N;DEF;MASC;SG
الركبة	genunchi	رُكبَة	genunchi	N;NOM;DEF;SG	N;INDF;MASC;PL
لوف	luv	لوف	luv		
جمل	cămilă	جَمَل	cămilă	N;NOM;INDF;SG	N;INDF;FEM;SG
عروس	mireasa	عروس	mireasă	N;NOM;INDF;SG	N;DEF;FEM;SG
عروس	mireasă	عروس	mireas	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
الشراكة	parteneriat	شِرَاكَة	parteneriat	N;NOM;DEF;SG	N;INDF;MASC;SG
الشراكة	parteneriatul	شِرَاكَة	parteneriat	N;NOM;DEF;SG	N;DEF;MASC;SG
تباع	vandut	أَبَاع	vandut	V;IPFV;FEM;IND;SG;3;FIN;PASS	ADJ;INDF;MASC;SG
تباع	vândute	أَبَاع	vinde	V;IPFV;FEM;IND;SG;3;FIN;PASS	ADJ;INDF;FEM;PL
تباع	vândută	أَبَاع	vânde	V;IPFV;FEM;IND;SG;3;FIN;PASS	ADJ;INDF;FEM;SG
تباع	vândut	أَبَاع	vinde	V;IPFV;FEM;IND;SG;3;FIN;PASS	ADJ;INDF;MASC;SG
التنوير	iluminare	تَنوِير	iluminare	N;NOM;DEF;SG	N;INDF;FEM;SG
التنوير	iluminarea	تَنوِير	iluminare	N;NOM;DEF;SG	N;DEF;FEM;SG
الاستواء	ecuator	اِستِوَاء	ecuator	N;NOM;DEF;SG	N;INDF;MASC;SG
الثعلب	vulpe	ثَعلَب	vulpă	N;NOM;DEF;SG	N;INDF;FEM;SG
الثعلب	vulpea	ثَعلَب	vulpe	N;NOM;DEF;SG	N;DEF;FEM;SG
الثعلب	fox	ثَعلَب	fox	N;NOM;DEF;SG	N;INDF;MASC;SG
الزئبق	mercury	زَئبَق	mercury	N;NOM;DEF;SG	PROPN
الزئبق	mercur	زَئبَق	mercur	N;NOM;DEF;SG	N;INDF;MASC;SG
الزئبق	mercurul	زَئبَق	mercur	N;NOM;DEF;SG	N;DEF;MASC;SG
حنان	hanan	حنان	hanan		
نيك	nick	نيك	nick		PROPN
الموضع	pozitie	مُوَضَّع	pozitie	N;NOM;DEF;SG	N;INDF;FEM;SG
الموضع	poziția	مُوَضَّع	poziție	N;NOM;DEF;SG	N;DEF;FEM;SG
الموضع	poziţia	مُوَضَّع	pozigie	N;NOM;DEF;SG	N;DEF;FEM;SG
الموضع	poziţie	مُوَضَّع	poziţie	N;NOM;DEF;SG	N;INDF;FEM;SG
