hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	N;MASC;SG
tavu	seu	tava	seu	PRO;ACC;SG;3	DET;MASC;SG
tavu	sua	tava	seu	PRO;ACC;SG;3	DET;FEM;SG
civilās	civil	civila	civil	ADJ;NOM;FEM;PL	N;MASC;SG
civilās	civis	civila	civil	ADJ;NOM;FEM;PL	N;MASC;PL
civilās	civil	civila	civil	ADJ;NOM;FEM;PL	N;MASC;SG
civilās	civis	civila	civil	ADJ;NOM;FEM;PL	N;MASC;PL
precīzs	precisos	precīzs	preciso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
precīzs	exato	precīzs	exato	ADJ;NOM;MASC;SG	N;MASC;SG
precīzs	exatas	precīzs	exato	ADJ;NOM;MASC;SG	N;FEM;PL
precīzs	exatos	precīzs	exato	ADJ;NOM;MASC;SG	N;MASC;PL
precīzs	exato	precīzs	exato	ADJ;NOM;MASC;SG	N;MASC;SG
precīzs	exatas	precīzs	exato	ADJ;NOM;MASC;SG	N;FEM;PL
diplomātiskās	diplomática	diplomātiska	diplomático	ADJ;NOM;FEM;PL	N;FEM;SG
diplomātiskās	diplomático	diplomātiska	diplomático	ADJ;NOM;FEM;PL	ADJ;MASC;SG
diplomātiskās	diplomáticos	diplomātiska	diplomático	ADJ;NOM;FEM;PL	N;MASC;PL
luna	luna	luna	luna	PROPN;NOM;FEM;SG	N;FEM;SG
lerijs	larry	lerijs	larry	PROPN;NOM;MASC;SG	N;MASC;SG
parakstīšanas	assinar	parakstīšana	assinar	N;NOM;FEM;SG	V;NFIN
parakstīšanas	assinando	parakstīšana	assinar	N;NOM;FEM;SG	V;V.MSDR
rīki	engrenagem	rīki	engrenagem	N;NOM;MASC;PL	N;FEM;SG
rīkles	garganta	rīkle	garganta	N;NOM;FEM;PL	N;FEM;SG
toyota	toyota	tofot	toyota		N;FEM;SG
apturēta	suspensos	apturēt	suspender	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
atzīmē	notes	atzīmēt	note	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
atzīmē	anotações	atzīmēt	anotação	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
atzīmē	notas	atzīmēt	nota	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
aicina	vocação	aicināt	vocação	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
aicina	convites	aicināt	convite	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
aizliegums	banir	aizliegums	banir	N;NOM;MASC;SG	V;NFIN
aizliegums	proibições	aizliegums	proibição	N;NOM;MASC;SG	N;FEM;PL
klārks	clarke	klārks	clarke	PROPN;NOM;MASC;SG	N;MASC;SG
klārks	clark	klārks	clark	PROPN;NOM;MASC;SG	N;MASC;SG
las	las	las	elas		PRO;ACC;FEM;PL;3
gaga	gaga	gags	gaga		N;FEM;SG
samazinājies	caídos	samazināties	cair	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;MASC;PL;V.PTCP
grenlandes	groenlândia	grenlande	groenlândia	N;NOM;FEM;PL	N;FEM;SG
grenlandes	gronelândia	grenlande	gronelândia	N;NOM;FEM;PL	N;FEM;SG
normandijas	normandia	normandija	normandia	N;NOM;FEM;PL	N;FEM;SG
garšu	provar	garša	provar	N;ACC;FEM;SG	V;NFIN
garšu	prove	garša	provar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
pauda	dublado	paust	dublado	V;FH;IND;3;POS;PST;FIN;ACT	N;MASC;SG
step	step	step	step		N;MASC;SG
step	passo	step	passo		N;MASC;SG
step	etapa	step	etapa		N;FEM;SG
step	degrau	step	degrau		N;MASC;SG
pašreizējie	correntes	pašreizējs	corrente	ADJ;NOM;MASC;PL	N;MASC;PL
pašreizējie	atual	pašreizējs	atual	ADJ;NOM;MASC;PL	ADJ;MASC;SG
pašreizējie	actual	pašreizējs	actual	ADJ;NOM;MASC;PL	ADJ;MASC;SG
pašreizējie	corrente	pašreizējs	corrente	ADJ;NOM;MASC;PL	N;FEM;SG
atlikušās	remanescente	atlikt	remanescente	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG
atlikušās	restante	atlikt	restante	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;MASC;SG
atlikušās	restantes	atlikt	restante	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;MASC;PL
tuberkulozes	tuberculose	tuberkuloze	tuberculose	N;NOM;FEM;PL	N;FEM;SG
ulrihs	ullrich	ulrihs	ullrich	PROPN;NOM;MASC;SG	N;MASC;SG
porsche	porsche	porsche	porsche		N;MASC;SG
kurland	kurland	kurland	kurland	PROPN;NOM;FEM;SG	N;MASC;SG
izcili	brilhante	izcils	brilhante	ADV	ADJ;MASC;SG
izcili	brilhantes	izcils	brilhante	ADV	N;MASC;PL
izcili	pendentes	izcils	pendente	ADV	N;MASC;PL
izcili	excelente	izcils	excelente	ADV	ADJ;MASC;SG
izcili	excelentes	izcils	excelente	ADV	ADJ;MASC;PL
apvienotais	fundidos	apvienot	fundido	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
joahims	joaquim	joahims	joaquim	PROPN;NOM;MASC;SG	N;MASC;SG
joahims	joachim	joahims	joachim	PROPN;NOM;MASC;SG	N;MASC;SG
konfederāciju	confederações	konfederācija	confederação	N;ACC;FEM;SG	N;FEM;PL
salīdzināt	compare	salīdzināt	comparar	V;POS;NFIN	N;MASC;PL
rex	rex	rex	rex		N;MASC;SG
romans	romana	romans	romano	PROPN;NOM;MASC;SG	N;FEM;SG
romans	romanas	romans	romano	PROPN;NOM;MASC;SG	N;FEM;PL
romans	roman	romans	roman	PROPN;NOM;MASC;SG	N;MASC;SG
romans	romano	romans	romano	PROPN;NOM;MASC;SG	N;MASC;SG
romans	romanos	romans	romano	PROPN;NOM;MASC;SG	N;MASC;PL
pārklājas	sobreposições	pārklāties	sobreposição	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;PL
pārklājas	sobreposição	pārklāties	sobreposição	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;SG
pārklājas	sobreposições	pārklāties	sobreposição	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;PL
elektriskais	elétricos	elektrisks	elétrico	ADJ;NOM;MASC;SG	N;MASC;PL
elektriskais	eléctricos	elektrisks	eléctrico	ADJ;NOM;MASC;SG	N;MASC;PL
elektriskais	elétrica	elektrisks	elétrico	ADJ;NOM;MASC;SG	N;FEM;SG
elektriskais	elétrico	elektrisks	elétrico	ADJ;NOM;MASC;SG	N;MASC;SG
atpazīt	reconhecível	atpazīt	reconhecível	V;POS;NFIN	ADJ;MASC;SG
atpazīt	reconhecíveis	atpazīt	reconhecível	V;POS;NFIN	ADJ;MASC;PL
made	feitos	made	fazer		V;MASC;PL;V.PTCP
made	feita	made	fazer		V;FEM;SG;V.PTCP
made	feito	made	fazer		V;MASC;SG;V.PTCP
made	made	made	made		N;MASC;SG
uzrakstīts	escritas	uzrakstīt	escrever	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
uzrakstīts	escritos	uzrakstīt	escrever	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
uzrakstīts	escrita	uzrakstīt	escrita	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
taisnstūra	retangular	taisnstūris	retangular	N;NOM;MASC;SG	ADJ;MASC;SG
taisnstūra	retangular	taisnstūris	retangular	N;NOM;MASC;SG	ADJ;MASC;SG
taisnstūra	rectangular	taisnstūris	rectangular	N;NOM;MASC;SG	ADJ;MASC;SG
ita}	ita}}	itas	itaar		N;MASC;SG
intensīva	intensivos	intensīva	intensivo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
intensīva	intensivas	intensīva	intensivo	ADJ;NOM;FEM;SG	N;FEM;PL
intensīva	intensiva	intensīva	intensivo	ADJ;NOM;FEM;SG	N;FEM;SG
intensīva	intensas	intensīva	intenso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
intensīva	intensos	intensīva	intenso	ADJ;NOM;FEM;SG	ADJ;MASC;PL
maņu	sensorial	maņa	sensorial	N;ACC;FEM;SG	ADJ;MASC;SG
maņu	sensoriais	maņa	sensorial	N;ACC;FEM;SG	ADJ;MASC;PL
pēcnācējiem	prole	pēcnācējs	prole	N;DAT;MASC;PL	N;FEM;SG
pēcnācējiem	descendência	pēcnācējs	descendência	N;DAT;MASC;PL	N;FEM;SG
ērti	convenientes	ērti	conveniente	ADV	ADJ;MASC;PL
ērti	conveniente	ērti	conveniente	ADV	ADJ;MASC;SG
ērti	confortável	ērti	confortável	ADV	ADJ;MASC;SG
ērti	confortáveis	ērti	confortável	ADV	ADJ;MASC;PL
amsterdamas	amsterdão	amstert	amsterdão	V;NOM;FEM;V.CVB	N;MASC;SG
amsterdamas	amsterdam	amstert	amsterdar	V;NOM;FEM;V.CVB	N;MASC;PL
amsterdamas	amesterdão	amstert	amesterdão	V;NOM;FEM;V.CVB	N;MASC;SG
amsterdamas	amsterdã	amstert	amsterdã	V;NOM;FEM;V.CVB	N;MASC;SG
modifikācija	modificações	modifikācija	modificação	N;NOM;FEM;SG	N;FEM;PL
gudrības	sabedoria	gudrība	sabedoria	N;NOM;FEM;PL	N;FEM;SG
mute	bocas	mute	boca	N;NOM;FEM;SG	N;FEM;PL
ziemeļi	norte	ziemelis	norte	N;NOM;MASC;PL	N;MASC;SG
ziemeļi	north	ziemelis	north	N;NOM;MASC;PL	N;MASC;SG
sarkani	vermelhas	sarkans	vermelho	ADJ;NOM;MASC;PL	N;FEM;PL
sarkani	vermelha	sarkans	vermelho	ADJ;NOM;MASC;PL	N;FEM;SG
sarkani	vermelho	sarkans	vermelho	ADJ;NOM;MASC;PL	N;MASC;SG
sarkani	vermelhos	sarkans	vermelho	ADJ;NOM;MASC;PL	N;MASC;PL
sarkani	red	sarkans	red	ADJ;NOM;MASC;PL	N;MASC;SG
optisko	óptica	optiska	óptica	ADJ;ACC;MASC;SG	N;FEM;SG
optisko	óptico	optiska	óptico	ADJ;ACC;MASC;SG	N;MASC;SG
optisko	ópticos	optiska	óptico	ADJ;ACC;MASC;SG	N;MASC;PL
optisko	ótica	optiska	ótico	ADJ;ACC;MASC;SG	N;FEM;SG
sauss	seca	sauss	seca	ADJ;NOM;MASC;SG	N;FEM;SG
sauss	secos	sauss	seco	ADJ;NOM;MASC;SG	N;MASC;PL
sauss	secas	sauss	seca	ADJ;NOM;MASC;SG	N;FEM;PL
sauss	secar	sauss	secar	ADJ;NOM;MASC;SG	V;NFIN
sazināties	contacto	sazināties	contacto	V;POS;REFL;NFIN	N;MASC;SG
sazināties	contato	sazināties	contato	V;POS;REFL;NFIN	N;MASC;SG
praksi	praticar	prakse	praticar	N;ACC;FEM;SG	V;NFIN
praksi	pratique	prakse	pratique	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
nodoklis	impostos	nodoklis	imposto	N;NOM;MASC;SG	N;MASC;PL
nodoklis	imposto	nodoklis	impor	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
dobumu	cavidades	dobums	cavidade	N;ACC;MASC;SG	N;FEM;PL
hop	lúpulo	hop	lúpulo		N;MASC;SG
hop	hop	hop	hop		N;MASC;SG
iedzīvotājs	residente	iedzīvotājs	residente	N;NOM;MASC;SG	ADJ;MASC;SG
iedzīvotājs	residentes	iedzīvotājs	residente	N;NOM;MASC;SG	N;MASC;PL
vērts	valendo	vērts	valer	ADJ;NOM;MASC;SG	V;V.MSDR
vērts	worth	vērts	worth	ADJ;NOM;MASC;SG	N;MASC;SG
vērts	dignos	vērts	digno	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vērts	merecedores	vērts	merecedor	ADJ;NOM;MASC;SG	ADJ;MASC;PL
kuģniecības	envio	kuģniecība	envio	N;NOM;FEM;PL	N;MASC;SG
kuģniecības	frete	kuģniecība	frete	N;NOM;FEM;PL	N;MASC;SG
kuģniecības	remessa	kuģniecība	remessa	N;NOM;FEM;PL	N;FEM;SG
hipotēzi	hipóteses	hipotēze	hipótese	N;ACC;FEM;SG	N;FEM;PL
apvienojas	fusão	apvienoties	fusão	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;SG
apvienojas	junção	apvienoties	junção	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;SG
apvienojas	mesclagem	apvienoties	mesclagem	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;SG
apvienojas	mesclagem	apvienoties	mesclagem	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;SG
palikusi	esquerdo	palikt	esquerdo	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;MASC;SG
palikusi	left	palikt	left	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;MASC;SG
palikusi	esquerda	palikt	esquerda	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;FEM;SG
florida	flórida	floridāt	flórida	PROPN;NOM;FEM;SG	N;FEM;SG
florida	florida	floridāt	florida	PROPN;NOM;FEM;SG	N;FEM;SG
matricas	matrix	matrica	matrix	N;NOM;FEM;PL	N;MASC;SG
matricas	matriz	matrica	matriz	N;NOM;FEM;PL	N;FEM;SG
luhanskas	luhansk	luhanska	luhansk	PROPN;NOM;FEM;SG	N;MASC;PL
kaķiem	cats	kaķis	cats	N;DAT;MASC;PL	N;MASC;SG
uzskaitītas	enumerado	uzskaitīt	enumerar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
uzskaitītas	listada	uzskaitīt	listar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
uzskaitītas	listado	uzskaitīt	listar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
nigērijas	nigeriano	nigērija	nigeriano	PROPN;NOM;FEM;PL	N;MASC;SG
nigērijas	nigéria	nigērija	nigéria	PROPN;NOM;FEM;PL	N;FEM;SG
nigērijas	nigerianos	nigērija	nigeriano	PROPN;NOM;FEM;PL	N;MASC;PL
muti	bocas	mute	boca	N;ACC;FEM;SG	N;FEM;PL
gmbh	gmbh	gmbh	gmbh		N;MASC;SG
redakcijas	editorial	redakcija	editorial	N;NOM;FEM;PL	N;MASC;SG
copa	copa	copa	copa		N;FEM;SG
peldēt	nado	peldēt	nado	V;POS;NFIN	N;MASC;SG
peldēt	natação	peldēt	natação	V;POS;NFIN	N;FEM;SG
obama	obama	obama	obama	PROPN;NOM;FEM;SG	N;MASC;SG
apdares	finalizando	apdare	finalizar	N;NOM;FEM;PL	V;V.MSDR
apdares	terminando	apdare	terminar	N;NOM;FEM;PL	V;V.MSDR
apdares	acabamento	apdare	acabamento	N;NOM;FEM;PL	N;MASC;SG
organizētas	organizada	organizēt	organizar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
organizētas	organizado	organizēt	organizar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
organizētas	organizou	organizēt	organizar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
marie	marie	mars	marie		N;FEM;SG
marie	maria	mars	maria		N;FEM;SG
lībekas	lübeck	lībeka	lübeck	PROPN;NOM;FEM;SG	N;MASC;SG
veicinātu	foster	veicināt	foster	V;COND;POS;FIN;ACT	N;MASC;SG
veicinātu	promove	veicināt	promover	V;COND;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
veicinātu	promova	veicināt	promover	V;COND;POS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
pelēkas	cinzenta	pelēka	cinzento	ADJ;NOM;FEM;PL	ADJ;FEM;SG
pelēkas	cinzento	pelēka	cinzento	ADJ;NOM;FEM;PL	ADJ;MASC;SG
pelēkas	cinza	pelēka	cinza	ADJ;NOM;FEM;PL	N;FEM;SG
pelēkas	grey	pelēka	grey	ADJ;NOM;FEM;PL	N;MASC;SG
pelēkas	cinzentos	pelēka	cinzento	ADJ;NOM;FEM;PL	N;MASC;PL
pērkons	trovões	pērkons	trovão	N;NOM;MASC;SG	N;MASC;PL
olimpiskajā	olympic	olimpiska	olympic	ADJ;ESS;FEM;SG	N;MASC;SG
olimpiskajā	olímpico	olimpiska	olímpico	ADJ;ESS;FEM;SG	N;MASC;SG
olimpiskajā	olímpica	olimpiska	olímpico	ADJ;ESS;FEM;SG	N;FEM;SG
olimpiskajā	olímpicos	olimpiska	olímpico	ADJ;ESS;FEM;SG	N;MASC;PL
luters	luther	luters	luther	PROPN;NOM;MASC;SG	N;MASC;SG
luters	lutero	luters	lutero	PROPN;NOM;MASC;SG	N;MASC;SG
tuksnesis	desertos	tuksnesis	deserto	N;NOM;MASC;SG	N;MASC;PL
atzīti	reconhecido	atzīt	reconhecer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
atzīti	reconhecida	atzīt	reconhecer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
atzīti	reconhecido	atzīt	reconhecer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
atzīti	reconheci	atzīt	reconhecer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;1;PST;FIN
atzīti	reconhecida	atzīt	reconhecer	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
teritoriālais	territoriais	teritoriāls	territorial	ADJ;NOM;MASC;SG	N;MASC;PL
dziļš	deep	dziļš	deep	ADJ;NOM;MASC;SG	N;MASC;SG
piesaista	atraia	piesaistīt	atrair	V;FH;IND;3;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
dana	dana	dans	dana	PROPN;NOM;FEM;SG	N;FEM;SG
pavlovs	pavlov	pavlovs	pavlov	PROPN;NOM;MASC;SG	N;MASC;SG
sausā	seca	sausa	seca	ADJ;NOM;FEM;SG	N;FEM;SG
sausā	secos	sausa	seco	ADJ;NOM;FEM;SG	N;MASC;PL
sausā	secas	sausa	seca	ADJ;NOM;FEM;SG	N;FEM;PL
sausā	secar	sausa	secar	ADJ;NOM;FEM;SG	V;NFIN
sausā	dri	sausa	dri	ADJ;NOM;FEM;SG	N;FEM;SG
vienādu	farda	vienāda	farda	ADJ;ACC;MASC;SG	N;FEM;SG
vienādu	uniforme	vienāda	uniforme	ADJ;ACC;MASC;SG	N;MASC;SG
vienādu	uniformes	vienāda	uniforme	ADJ;ACC;MASC;SG	N;MASC;PL
mini	mini	mīt	mini		N;MASC;SG
adams	adams	adams	adar	PROPN;NOM;MASC;SG	N;MASC;SG
digitālā	digitais	digitāls	digital	ADJ;NOM;FEM;SG	N;MASC;PL
digitālā	digital	digitāls	digital	ADJ;NOM;FEM;SG	N;MASC;SG
gāzts	derrubada	gāzt	derrubada	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
eļļa	óleos	eļļa	óleos	N;NOM;FEM;SG	N;MASC;PL
bahs	bach	bahs	bach	PROPN;NOM;MASC;SG	N;MASC;SG
labāks	melhor	labs	melhor	ADJ;NOM;CMPR;MASC;SG	ADV
labāks	melhores	labs	bom	ADJ;NOM;CMPR;MASC;SG	ADJ;MASC;PL
palīgā	ajude	palīgs	ajude	N;ESS;MASC;SG	V;SBJV;SG;3;PRS;FIN
palīgā	ajudar	palīgs	ajudar	N;ESS;MASC;SG	V;NFIN
fiksēts	fixo	fiksēt	fixo	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;SG
fiksēts	fixas	fiksēt	fixo	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;PL
fiksēts	fixos	fiksēt	fixo	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL
fiksēts	fixa	fiksēt	fixo	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
mākslīgais	artificiais	mākslīgs	artificial	ADJ;NOM;MASC;SG	N;MASC;PL
veselas	inteiros	vesela	inteiro	ADJ;NOM;FEM;PL	N;MASC;PL
veselas	inteiro	vesela	inteiro	ADJ;NOM;FEM;PL	ADJ;MASC;SG
dimantu	diamantes	dimants	diamante	N;ACC;MASC;SG	N;MASC;PL
izplatīšanās	espalhe	izplatīšanās	espalhe	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
izplatīšanās	espalhar	izplatīšanās	espalhar	N;NOM;FEM;SG	V;NFIN
izplatīšanās	espalhando	izplatīšanās	espalhar	N;NOM;FEM;SG	V;V.MSDR
izplatīšanās	espalhar	izplatīšanās	espalhar	N;NOM;FEM;SG	V;NFIN
atveres	portabilidade	atvērties	portabilidade	N;NOM;FEM;PL	N;FEM;SG
nikolass	nicolás	nikolass	nicolás	PROPN;NOM;MASC;SG	N;MASC;SG
nikolass	nicholas	nikolass	nichola	PROPN;NOM;MASC;SG	N;FEM;PL
nikolass	nicolau	nikolass	nicolar	PROPN;NOM;MASC;SG	N;MASC;SG
gadījuma	aleatoriamente	gadījums	aleatoriamente	N;GEN;MASC;SG	ADV
gadījuma	aleatória	gadījums	aleatório	N;GEN;MASC;SG	ADJ;FEM;SG
gadījuma	aleatórios	gadījums	aleatório	N;GEN;MASC;SG	ADJ;MASC;PL
gadījuma	informal	gadījums	informal	N;GEN;MASC;SG	ADJ;MASC;SG
gadījuma	casual	gadījums	casual	N;GEN;MASC;SG	ADJ;MASC;SG
gadījuma	casuais	gadījums	casual	N;GEN;MASC;SG	N;MASC;PL
utype	utype	utype	utype		N;MASC;SG
tīra	puras	tīra	puro	ADJ;NOM;FEM;SG	ADJ;FEM;PL
tīra	puros	tīra	puro	ADJ;NOM;FEM;SG	ADJ;MASC;PL
tīra	pure	tīra	por	ADJ;NOM;FEM;SG	N;MASC;SG
tīra	limpe	tīra	limpe	ADJ;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
tīra	limpar	tīra	limpar	ADJ;NOM;FEM;SG	V;NFIN
baumas	rumores	baumas	rumor	N;NOM;FEM	N;MASC;PL
baumas	boatos	baumas	boato	N;NOM;FEM	N;MASC;PL
baumas	rumores	baumas	rumor	N;NOM;FEM	N;MASC;PL
baumas	boato	baumas	boato	N;NOM;FEM	N;MASC;SG
baumas	rumor	baumas	rumor	N;NOM;FEM	N;MASC;SG
izabella	isabel	izabells	isabel	PROPN;NOM;FEM;SG	N;FEM;SG
izabella	isabella	izabells	isabella	PROPN;NOM;FEM;SG	N;FEM;SG
izabella	isabela	izabells	isabela	PROPN;NOM;FEM;SG	N;FEM;SG
izabella	isabelle	izabells	isabeller	PROPN;NOM;FEM;SG	N;FEM;SG
prāga	praga	prāgt	praga		N;FEM;SG
nogulumu	sedimentar	nogulums	sedimentar	N;ACC;MASC;SG	ADJ;MASC;SG
nieres	rim	niere	rim	N;NOM;FEM;PL	N;MASC;SG
pasākuma	medir	pasākums	medir	N;GEN;MASC;SG	V;NFIN
pasākuma	mede	pasākums	medir	N;GEN;MASC;SG	V;IND;SG;3;PRS;FIN
apsūdzēts	acusadas	apsūdzēt	acusar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
apsūdzēts	acusados	apsūdzēt	acusar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
sidnejas	sidney	sidneja	sidney	N;NOM;FEM;PL	N;MASC;SG
sidnejas	sydney	sidneja	sydney	N;NOM;FEM;PL	N;MASC;SG
munīcijas	munição	munīcija	munição	N;NOM;FEM;PL	N;FEM;SG
plānā	planejar	plāns	planejar	N;ESS;MASC;SG	V;NFIN
muguru	costas	mugura	costa	N;ACC;FEM;SG	N;FEM;PL
muguru	voltar	mugura	voltar	N;ACC;FEM;SG	V;NFIN
apzīmējumi	legend	apzīmējums	legend	N;NOM;MASC;PL	N;MASC;SG
apzīmējumi	lenda	apzīmējums	lenda	N;NOM;MASC;PL	N;FEM;SG
apzīmējumi	legenda	apzīmējums	legenda	N;NOM;MASC;PL	N;FEM;SG
porto	porto	ports	porto		N;MASC;SG
turēt	hold	turēt	hold	V;POS;NFIN	N;MASC;SG
turēt	segura	turēt	seguro	V;POS;NFIN	ADJ;FEM;SG
polo	polo	polo	polo		N;MASC;SG
polo	pólo	polo	pólo		N;MASC;SG
interscope	interscope	interscope	interscope		N;MASC;SG
eksperimenti	experimentando	eksperiments	experimentar	N;NOM;MASC;PL	V;V.MSDR
eksperimenti	experimentação	eksperiments	experimentação	N;NOM;MASC;PL	N;FEM;SG
eksperimenti	experimentação	eksperiments	experimentação	N;NOM;MASC;PL	N;FEM;SG
ievada	introdutória	ievadīt	introdutório	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
clippers	clippers	clippers	clipper	N;NOM;MASC;SG	N;MASC;PL
atpūta	descansa	atpūst	descansar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
atpūta	descansar	atpūst	descansar	N;NOM;FEM;SG	V;NFIN
atpūta	descanse	atpūst	descanse	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
nirnbergas	nuremberga	nirnberga	nuremberga	N;NOM;FEM;PL	N;MASC;SG
nirnbergas	nuremberg	nirnberga	nuremberg	N;NOM;FEM;PL	N;MASC;SG
dzemdes	útero	dzemde	útero	N;NOM;FEM;PL	N;MASC;SG
dzemdes	uterina	dzemde	uterino	N;NOM;FEM;PL	N;FEM;SG
dzemdes	útero	dzemde	útero	N;NOM;FEM;PL	N;MASC;SG
dzemdes	ventre	dzemde	ventre	N;NOM;FEM;PL	N;MASC;SG
saimnieki	masters	saimnieks	master	N;NOM;MASC;PL	N;MASC;SG
saimnieki	mestrado	saimnieks	mestrado	N;NOM;MASC;PL	N;MASC;SG
skaļi	barulhenta	skaļi	barulhenta	ADV	ADJ;FEM;SG
skaļi	barulhento	skaļi	barulhento	ADV	ADJ;MASC;SG
pretojās	resisti	pretoties	resisti	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;SG;1;PST;FIN
piramīdas	pirâmide	piramīda	pirâmide	N;NOM;FEM;PL	N;FEM;SG
augstākas	superior	augsta	alto	ADJ;NOM;CMPR;FEM;PL	ADJ;MASC;SG
publikācija	publicar	publikācija	publicar	N;NOM;FEM;SG	V;NFIN
publikācija	publicando	publikācija	publicar	N;NOM;FEM;SG	V;V.MSDR
elo	elo	elot	elo	NUM	N;MASC;SG
teju	quase	teju	quase		ADV
uzraudzības	vigilância	uzraudzība	vigilância	N;NOM;FEM;PL	N;FEM;SG
tīrs	puras	tīrs	puro	ADJ;NOM;MASC;SG	ADJ;FEM;PL
tīrs	puros	tīrs	puro	ADJ;NOM;MASC;SG	ADJ;MASC;PL
tīrs	pure	tīrs	por	ADJ;NOM;MASC;SG	N;MASC;SG
tīrs	limpe	tīrs	limpe	ADJ;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
tīrs	limpar	tīrs	limpar	ADJ;NOM;MASC;SG	V;NFIN
konflikti	conflito	konflikts	conflito	N;NOM;MASC;PL	N;MASC;SG
sārmu	alcalinos	sārma	alcalino	N;ACC;MASC;SG	N;MASC;PL
sārmu	alcalinos	sārma	alcalino	N;ACC;MASC;SG	N;MASC;PL
mijiedarbība	interações	mijiedarbība	interação	N;NOM;FEM;SG	N;FEM;PL
mijiedarbība	interacções	mijiedarbība	interacção	N;NOM;FEM;SG	N;FEM;PL
