категория	الفئة	категория	فِئَة	N;INDF;FEM;SG	N;NOM;DEF;SG
наклон	تدرج	наклон	دَرَج	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
наклон	المنحدر	наклон	مُنحَدِر	N;INDF;MASC;SG	N;NOM;DEF;SG
наклон	الانحدار	наклон	اِنحِدَار	N;INDF;MASC;SG	N;NOM;DEF;SG
наклон	الميل	наклон	مِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
наклон	الزخرف	наклон	زَخرَف	N;INDF;MASC;SG	N;NOM;DEF;SG
шлем	الخوذة	шлем	خَوذَة	N;INDF;MASC;SG	N;NOM;DEF;SG
пещери	الكهوف	пещеря	كَهف	N;INDF;FEM;PL	N;NOM;DEF;PL
плюс	زايد	плюс	زايد	ADV	
плюс	زائد	плюс	زَائِد	ADV	ADJ;NOM;INDF;MASC;SG
плюс	بالاضافة	плюс	بالاضافة	ADV	N;NOM;DEF;SG
франсиско	فرانسيسكو	франсиско	فرَانسِيسكُو	PROPN;INDF;MASC;SG	
състезатели	المتسابقين	състезател	مُتَسَابِق	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
състезатели	السائقين	състезател	سَائِق	N;INDF;MASC;PL	N;NOM;DEF;PL
състезатели	المتسابقين	състезател	مُتَسَابِق	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
префект	الوالي	префект	الوالي	N;INDF;MASC;SG	N;NOM;DEF;SG
звучи	اصوات	звуча	صَوت	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
зелено	اخضر	зелено	أَخضَر	ADV	
зелено	خضراء	зелено	خَضِير	ADV	
зелено	خضر	зелено	خضر	ADV	
зелено	الاخضر	зелено	الاخضر	ADV	N;NOM;DEF;SG
намали	تقليل	намаля	تَقلِيل	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;SG
приятелство	الصداقة	приятелство	صَدَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
рико	ريكو	рико	ريكو	PROPN;INDF;MASC;SG	
екран	الشاشة	екран	شَاشَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
зеленчуци	الخضار	зеленчук	خَضَار	N;INDF;MASC;PL	N;NOM;DEF;SG
зеленчуци	خضار	зеленчук	خضار	N;INDF;MASC;PL	N;NOM;INDF;SG
зеленчуци	الخضار	зеленчук	خَضَار	N;INDF;MASC;PL	N;NOM;DEF;SG
зеленчуци	خضار	зеленчук	خضار	N;INDF;MASC;PL	N;NOM;INDF;SG
зеленчуци	الخضروات	зеленчук	الخضروات	N;INDF;MASC;PL	
зеленчуци	الخضار	зеленчук	خَضَار	N;INDF;MASC;PL	N;NOM;DEF;SG
истина	حقيقي	истина	حَقِيقِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
истина	صحيح	истина	صَحِيح	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
истина	الحقيقة	истина	حَقِيقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
обектите	اجسام	обект	إِجسَام	N;DEF;MASC;PL	
забранено	محرم	забраня	محرم	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
забранено	ممنوع	забраня	مَمنُوع	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
забранено	حرام	забраня	حَرَام	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
забранено	محظور	забраня	مَحظُور	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
забранено	محظورة	забраня	مَحظُور	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
крас	كراسوس	крас	كراسوس	PROPN;INDF;MASC;SG	
петък	الجمعه	петък	الجمعه	N;INDF;MASC;SG	N;NOM;DEF;SG
петък	الجمعة	петък	جُمعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
архипелаг	ارخبيل	архипелаг	أَرخَبِيل	N;DEF;MASC;SG	
сребро	فضي	сребро	فضي	N;INDF;NEUT;SG	
сребро	الفضة	сребро	فِضَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
сребро	سيلفر	сребро	سيلفر	N;INDF;NEUT;SG	
сребро	فضية	сребро	فَضِيَّة	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
изменение	التعديل	изменение	تَعدِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
изменение	التعديل	изменение	تَعدِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
хасан	الحسن	хасан	حَسَن	N;INDF;MASC;SG	
хасан	حسان	хасан	حسان	N;INDF;MASC;SG	
хасан	حسان	хасан	حسان	N;INDF;MASC;SG	
посочени	محدد	посоча	مُحَدَّد	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
посочени	محددة	посоча	مُحَدَّد	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
посочени	المحدد	посоча	مُحَدَّد	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
жилищни	سكني	жилищен	سَكَنِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
мур	مور	мур	مُور	PROPN;INDF;MASC;SG	
тенеси	تينيسي	тенес	تينيسي	PROPN;INDF;MASC;SG	
хитове	الضربات	хит	ضَربَة	N;INDF;MASC;PL	N;NOM;DEF;PL
хитове	يضرب	хит	ضَرَب	N;INDF;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
привърженик	مؤيد	привърженик	مؤيد	N;INDF;MASC;SG	
едгар	ادغار	едгар	اِدغَار	N;INDF;MASC;SG	
едгар	ادجار	едгар	ادجار	N;INDF;MASC;SG	
монте	مونت	монте	مونت	PROPN;INDF;MASC;SG	
разговор	المحادثة	разговор	مُحَادَثَة	N;INDF;MASC;SG	N;NOM;DEF;SG
дисциплина	الانضباط	дисциплина	اِنضِبَاط	N;INDF;FEM;SG	N;NOM;DEF;SG
маргарет	مارغريت	маргарет	مارغريت	N;INDF;FEM;SG	
маргарет	مارجريت	маргарет	مارجريت	N;INDF;FEM;SG	
роберто	روبرتو	роберто	رُوبِرتُو	PROPN;INDF;MASC;SG	
роберто	روبيرتو	роберто	رُوبِيرتُو	PROPN;INDF;MASC;SG	
будистки	البوذية	будистки	بُوذِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
лас	لاس	лас	لَاسِي	PROPN;INDF;MASC;SG	
джери	جيري	джеря	جيري	N;INDF;FEM;SG	
адаптация	التكيف	адаптация	تَكَيُّف	N;INDF;FEM;SG	N;NOM;DEF;SG
периодични	دوري	периодичен	دَورِيّ	ADJ;INDF;PL	
преместване	التحويل	преместване	تَحوِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
преместване	النقل	преместване	نَقل	N;INDF;NEUT;SG	N;NOM;DEF;SG
преместване	التحرك	преместване	تَحَرُّك	N;INDF;NEUT;SG	N;NOM;DEF;SG
преместване	الانتقال	преместване	اِنتِقَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
преместване	التحرك	преместване	تَحَرُّك	N;INDF;NEUT;SG	N;NOM;DEF;SG
мостове	الجسور	мост	جِسر	N;INDF;MASC;PL	N;NOM;DEF;PL
зали	القاعات	зала	قَاعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
депресия	الكابة	депресия	كَابَّة	N;INDF;FEM;SG	
депресия	الاكتئاب	депресия	اِكتِئَاب	N;INDF;FEM;SG	N;NOM;DEF;SG
депресия	الكساد	депресия	كَسَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
диска	قرص	дискам	قُرصَ	N;DEF;MASC;SG	N;NOM;INDF;SG
диска	قرص	дискам	قُرصَ	N;DEF;MASC;SG	N;NOM;INDF;SG
якоб	يعقوب	якоб	يعقوب	PROPN;INDF;MASC;SG	
якоб	جيكوب	якоб	جيكوب	PROPN;INDF;MASC;SG	
якоб	جاكوب	якоб	جَاكُوب	PROPN;INDF;MASC;SG	
къса	القصير	къс	قَصِير	ADJ;INDF;FEM;SG	
къса	شورت	къс	شورت	ADJ;INDF;FEM;SG	
гробище	المقابر	гробище	مَقبَر	N;INDF;NEUT;SG	N;NOM;DEF;PL
гробище	المقبرة	гробище	مُقبِر	N;INDF;NEUT;SG	N;NOM;DEF;SG
гробище	المقبرة	гробище	مُقبِر	N;INDF;NEUT;SG	N;NOM;DEF;SG
обвинен	المتهمين	обвиня	مُتَّهَم	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ACC;DEF;MASC;PL
обвинен	متهم	обвиня	مُتَّهَم	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
обвинен	المتهم	обвиня	مُتَّهَم	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
обвинен	مشحونة	обвиня	مَشحُون	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
получени	استقبل	получа	اِستَقبَل	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
получени	تلقت	получа	تَلَقَّى	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
получени	استلام	получа	اِستِلَام	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
получени	وردت	получа	وَرَد	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
получени	ورد	получа	وَرَد	V;PFV;INDF;PL;V.PTCP;PASS	
изменения	التعديلات	изменение	تَعدِيل	N;INDF;NEUT;PL	N;NOM;DEF;PL
изменения	التعديلات	изменение	تَعدِيل	N;INDF;NEUT;PL	N;NOM;DEF;PL
изменения	التغييرات	изменение	تَغيِير	N;INDF;NEUT;PL	N;NOM;DEF;PL
изменения	التغيرات	изменение	تَغَيُّر	N;INDF;NEUT;PL	N;NOM;DEF;PL
палау	بالاو	палау	بالاو	N;INDF;MASC;SG	
хановер	هانوفر	хановер	هَانُوفِر	N;INDF;MASC;PL	
луна	لونا	луна	لونا	N;INDF;FEM;SG	
луна	قمر	луна	قَمَر	N;INDF;FEM;SG	
луна	القمر	луна	قَمَر	N;INDF;FEM;SG	N;NOM;DEF;SG
мадона	مادونا	мадона	مادونا	N;INDF;FEM;SG	
законодателство	التشريعات	законодателство	تَشرِيع	N;INDF;NEUT;SG	N;NOM;DEF;PL
законодателство	تشريعات	законодателство	تَشرِيع	N;INDF;NEUT;SG	N;NOM;INDF;PL
законодателство	التشريع	законодателство	تَشرِيع	N;INDF;NEUT;SG	N;NOM;DEF;SG
дер	دير	дер	دير	PROPN	
естествена	الطبيعية	естествен	طَبِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
естествена	الطبيعي	естествен	طَبِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
бурунди	بوروندي	бурунд	بوروندي	PROPN;INDF;FEM;PL	
премахване	ازل	премахване	أَزل	N;INDF;NEUT;SG	
премахване	احذف	премахване	أَحذَف	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
туркменистан	تركمانستان	туркменистан	تركمانستان	N;INDF;MASC;SG	
разширяване	التوسع	разширяване	تَوَسُّع	N;INDF;NEUT;SG	N;NOM;DEF;SG
разширяване	التوسيع	разширяване	تَوسِيع	N;INDF;NEUT;SG	N;NOM;DEF;SG
разширяване	التوسيع	разширяване	تَوسِيع	N;INDF;NEUT;SG	N;NOM;DEF;SG
разширяване	التوسع	разширяване	تَوَسُّع	N;INDF;NEUT;SG	N;NOM;DEF;SG
разширяване	وسع	разширяване	وُسع	N;INDF;NEUT;SG	
растителни	الخضار	растителен	خَضَار	ADJ;INDF;PL	N;NOM;DEF;SG
растителни	خضار	растителен	خضار	ADJ;INDF;PL	N;NOM;INDF;SG
трудности	الصعوبات	трудност	صُعُوبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
трудности	صعوبة	трудност	صُعُوبَة	N;INDF;FEM;PL	N;NOM;INDF;SG
трудности	الصعوبة	трудност	صُعُوبَة	N;INDF;FEM;PL	N;NOM;DEF;SG
трудности	الصعوبات	трудност	صُعُوبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
трудности	المصاعب	трудност	مَصعَب	N;INDF;FEM;PL	N;NOM;DEF;PL
племената	قبائل	племя	قُبَائِلَ	N;DEF;NEUT;PL	N;NOM;INDF;PL
аргументи	الحجج	аргумент	حَجج	N;INDF;MASC;PL	N;NOM;DEF;PL
аргументи	المرافعات	аргумент	مُرَافَعَة	N;INDF;MASC;PL	N;NOM;DEF;PL
аргументи	حجج	аргумент	حَجج	N;INDF;MASC;PL	
аргументи	حجة	аргумент	حُجَّة	N;INDF;MASC;PL	N;NOM;INDF;SG
аргументи	الحجة	аргумент	حُجَّة	N;INDF;MASC;PL	N;NOM;DEF;SG
лонг	لونغ	лонг	لُونغ	PROPN;INDF;MASC;SG	
лонг	الطويل	лонг	طَوِيل	PROPN;INDF;MASC;SG	
лонг	طويلا	лонг	طَوِيل	PROPN;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
лонг	طويلة	лонг	طَوِيل	PROPN;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
лонг	طويل	лонг	طَوِيل	PROPN;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
грийн	اخضر	грийн	أَخضَر	PROPN;INDF;MASC;SG	
грийн	خضراء	грийн	خَضِير	PROPN;INDF;MASC;SG	
грийн	خضر	грийн	خضر	PROPN;INDF;MASC;SG	
грийн	الاخضر	грийн	الاخضر	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
парламентарни	برلمانية	парламентарен	بَرلَمَانِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
парламентарни	برلماني	парламентарен	بَرلَمَانِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
парламентарни	البرلماني	парламентарен	بَرلَمَانِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
маймуни	القردة	маймун	قُردَة	N;INDF;FEM;PL	N;NOM;DEF;SG
маймуни	القرود	маймун	قَرد	N;INDF;FEM;PL	N;NOM;DEF;PL
маймуни	قرد	маймун	قَرد	N;INDF;FEM;PL	N;NOM;INDF;SG
маймуни	القرد	маймун	قَرد	N;INDF;FEM;PL	N;NOM;DEF;SG
възстановена	المستردة	възстановя-(се)	مُستَرِدّ	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;DEF;SG
слави	الثناء	славя-(се)	ثَنَاء	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
слави	سبحان	славя-(се)	سُبحَان	PROPN;INDF;MASC;SG	
слави	ماشاء	славя-(се)	مَاشَاء	PROPN;INDF;MASC;SG	
слави	الحمد	славя-(се)	حَمد	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
документални	الوثائقية	документален	وَثَائِقِيّ	ADJ;INDF;PL	N;NOM;DEF;SG
постижение	الانجاز	постижение	إِنجَاز	N;INDF;NEUT;SG	N;NOM;DEF;SG
постижение	الانجاز	постижение	إِنجَاز	N;INDF;NEUT;SG	N;NOM;DEF;SG
мигел	ميجيل	мигел	ميجيل	PROPN;INDF;MASC;SG	
мигел	ميغيل	мигел	مِيغِيل	PROPN;INDF;MASC;SG	
познания	معرفة	познание	مَعرِفَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
познания	المعرفة	познание	مَعرِفَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
познания	المعارف	познание	مَعرِفَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
бутан	بوتان	бутан	بُوتَان	N;INDF;MASC;SG	
бутан	البوتان	бутан	البوتان	N;INDF;MASC;SG	
вал	فال	вал	فَال	N;INDF;MASC;SG	
императорът	امبراطور	император	امبراطور	N;DEF;MASC;SG	
пътници	المسافرون	пътник	مُسَافِر	N;INDF;MASC;PL	N;NOM;DEF;PL
пътници	المسافرين	пътник	مُسَافِر	N;INDF;MASC;PL	N;NOM;DEF;PL
пътници	الركاب	пътник	رَاكِب	N;INDF;MASC;PL	N;NOM;DEF;PL
пътници	الرحل	пътник	رَحل	N;INDF;MASC;PL	N;NOM;DEF;SG
пътници	المسافرون	пътник	مُسَافِر	N;INDF;MASC;PL	N;NOM;DEF;PL
пътници	المسافرين	пътник	مُسَافِر	N;INDF;MASC;PL	N;NOM;DEF;PL
преведени	مترجمة	преведа	مُتَرَجِّم	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
болницата	مستشفي	болница	مُستَشفَى	N;DEF;FEM;SG	N;NOM;INDF;SG
болницата	مستشفى	болница	مُستَشفَى	N;DEF;FEM;SG	N;NOM;INDF;SG
болницата	مشفى	болница	مُشفِي	N;DEF;FEM;SG	N;NOM;INDF;SG
степени	الرتب	степен	رُتبَة	N;INDF;MASC;PL	N;NOM;DEF;PL
степени	الدرجات	степен	دَرَجَة	N;INDF;MASC;PL	N;NOM;DEF;PL
рождество	الكريسماس	рождество	كُرَاس	N;INDF;NEUT;SG	
рождество	كريسماس	рождество	كرِيسَمَاس	N;INDF;NEUT;SG	
бруно	برونو	бруно	برُونُو	PROPN;INDF;MASC;SG	
хана	هناء	хана	هِنَاء	N;INDF;FEM;SG	
хана	هانا	хана	هانا	N;INDF;FEM;SG	
хана	حنا	хана	حنا	N;INDF;FEM;SG	
защити	حماية	защитя	حِمَايَة	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;SG
идентичност	الهوية	идентичност	هُوِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
установени	انشئت	установя-(се)	أَنشَأ	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
установени	انشئ	установя-(се)	أَنشَأ	V;PFV;INDF;PL;V.PTCP;PASS	
установени	انشا	установя-(се)	إِنشَا	V;PFV;INDF;PL;V.PTCP;PASS	
меч	السيف	меч	سَيف	N;INDF;MASC;SG	N;NOM;DEF;SG
меч	سيف	меч	سيف	N;INDF;MASC;SG	
меч	سيفا	меч	سيفا	N;INDF;MASC;SG	
цени	الاسعار	цена	سِعر	N;INDF;FEM;PL	N;NOM;DEF;PL
максимум	الاقصى	максимум	أَقصَى	N;INDF;MASC;SG	N;NOM;DEF;SG
боби	بوبي	боба	بوبي	N;INDF;MASC;SG	
зима	الشتاء	зима	شِتَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
зима	وينتر	зима	وينتر	N;INDF;FEM;SG	
зима	ونتر	зима	ونتر	N;INDF;FEM;SG	
гърдите	صدر	гръд	صَدَر	N;DEF;FEM;PL	V;PFV;MASC;SG;3;ACT
гърдите	الصدر	гръд	الصدر	N;DEF;FEM;PL	
гърдите	الصدور	гръд	صُدُور	N;DEF;FEM;PL	N;NOM;DEF;SG
гърдите	صدور	гръд	صُدُور	N;DEF;FEM;PL	N;NOM;INDF;SG
арестувани	الاعتقالات	арестувам	اِعتِقَال	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;DEF;PL
арестувани	اعتقالات	арестувам	اِعتِقَال	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;PL
арестувани	اعتقل	арестувам	اِعتَقَل	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;PASS
арестувани	معتقل	арестувам	مُعتَقَل	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
мавриций	موريشيوس	мавриций	موريشيوس	N;INDF;FEM;PL	
техническо	تقنية	технически	تَقنِيَّة	ADV	N;NOM;INDF;SG
техническо	تقني	технически	تَقنِيّ	ADV	N;NOM;INDF;SG
техническо	فني	технически	فَنِّيّ	ADV	ADJ;NOM;INDF;MASC;SG
техническо	التقنية	технически	تَقنِيَّة	ADV	N;NOM;DEF;SG
промоция	الترويج	промоция	تَروِيج	N;INDF;FEM;SG	N;NOM;DEF;SG
промоция	الترقية	промоция	تُرقِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
промоция	الترقيات	промоция	تُرقِيّ	N;INDF;FEM;SG	N;NOM;DEF;PL
лорънс	لورنس	лорънс	لُورنس	PROPN;INDF;MASC;SG	
лорънс	لورانس	лорънс	لُورَانس	PROPN;INDF;MASC;SG	
сблъсък	الاثر	сблъсък	أَثَر	N;INDF;MASC;SG	N;NOM;DEF;SG
сблъсък	التاثير	сблъсък	تَاثِير	N;INDF;MASC;SG	N;NOM;DEF;SG
сблъсък	الاصطدام	сблъсък	اِصطِدَام	N;INDF;MASC;SG	N;NOM;DEF;SG
сблъсък	صدام	сблъсък	صدام	N;INDF;MASC;SG	
сблъсък	الاصطدام	сблъсък	اِصطِدَام	N;INDF;MASC;SG	N;NOM;DEF;SG
ник	نيك	ник	نيك	PROPN;INDF;MASC;SG	
ник	نك	ник	نك	PROPN;INDF;MASC;SG	
снукър	السنوكر	снукър	سُنُوكَر	N;INDF;MASC;SG	
пехотата	المشاة	пехота	مَاشِي	N;DEF;FEM;SG	N;NOM;DEF;PL
пехотата	مشاة	пехота	مَاشِي	N;DEF;FEM;SG	N;NOM;INDF;PL
подходяща	مناسبة	подходящ	مُنَاسَبَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
мозъка	دماغ	мозък	دماغ	N;DEF;MASC;SG	N;NOM;INDF;SG
мозъка	مخ	мозък	مَخّ	N;DEF;MASC;SG	
мозъка	عقل	мозък	عَقَل	N;DEF;MASC;SG	
оригинално	الاصلي	оригинален	أَصلِيّ	ADV	ADJ;NOM;DEF;MASC;SG
оригинално	اصلي	оригинален	أَصلِيّ	ADV	
оригинално	الاصلية	оригинален	أَصلِيّ	ADV	ADJ;NOM;DEF;FEM;SG
оригинално	الاصل	оригинален	أَصل	ADV	
оригинално	اصلية	оригинален	أَصلِيّ	ADV	ADJ;NOM;INDF;FEM;SG
републиканска	جمهوري	републикански	جمهوري	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
крим	القرم	крим	قَرم	PROPN;INDF;MASC;SG	
крим	القرم	крим	قَرم	PROPN;INDF;MASC;SG	
персонал	الموظفين	персонал	مُوَظَّف	N;INDF;MASC;SG	N;NOM;DEF;PL
персонал	الموظفون	персонал	مُوَظَّف	N;INDF;MASC;SG	N;NOM;DEF;PL
персонал	الافراد	персонал	فَرد	N;INDF;MASC;SG	N;NOM;DEF;PL
персонал	الموظفون	персонал	مُوَظَّف	N;INDF;MASC;SG	N;NOM;DEF;PL
персонал	موظفون	персонал	مُوَظَّف	N;INDF;MASC;SG	N;NOM;INDF;PL
персонал	الموظفين	персонал	مُوَظَّف	N;INDF;MASC;SG	N;NOM;DEF;PL
затворени	مغلقة	затворя-(се)	مُغلَق	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
затворени	مغلق	затворя-(се)	مُغلَق	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
кайро	القاهره	кайро	القاهره	PROPN;INDF;MASC;SG	
кайро	القاهرة	кайро	قَاهِرَة	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
уимбълдън	ويمبلدون	уимбълдън	ويمبلدون	N;INDF;MASC;SG	
празнува	احتفل	празнувам	اِحتَفَل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
празнува	احتفال	празнувам	اِحتِفَال	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
празнува	يحتفلون	празнувам	اِحتَفَل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;PL;3;FIN;ACT
празнува	الاحتفال	празнувам	اِحتِفَال	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
квадратни	مربعة	квадратен	مُرَبَّع	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
квадратни	مربع	квадратен	مُرَبَّع	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
квадратни	المربع	квадратен	مُرَبَّع	ADJ;INDF;PL	N;NOM;DEF;SG
квадратни	ميدان	квадратен	مَيدَان	ADJ;INDF;PL	N;NOM;INDF;SG
болоня	بولونيا	болоня	بُولُونِيَا	PROPN;INDF;FEM;SG	
милър	ميللر	милър	مُيَلِّر	PROPN;INDF;MASC;SG	
милър	ميلر	милър	مِيلِر	PROPN;INDF;MASC;SG	
милър	ميلير	милър	ميلير	PROPN;INDF;MASC;SG	
състояния	الاحوال	състояние	حَال	N;INDF;NEUT;PL	N;NOM;DEF;PL
състояния	الظروف	състояние	ظَرف	N;INDF;NEUT;PL	N;NOM;DEF;PL
състояния	الشروط	състояние	شَرط	N;INDF;NEUT;PL	N;NOM;DEF;PL
юристи	المحامون	юрист	مُحَامِي	N;INDF;MASC;PL	N;NOM;DEF;PL
юристи	المحامين	юрист	مُحَامِي	N;INDF;MASC;PL	N;NOM;DEF;PL
онтарио	اونتاريو	онтарио	اونتاريو	PROPN;INDF;MASC;SG	
ключ	المفتاح	ключ	مُفتَاح	N;INDF;MASC;SG	N;NOM;DEF;SG
регионален	الاقليمي	регионален	إِقلِيمِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
знание	المعرفة	знание	مَعرِفَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
знание	المعارف	знание	مَعرِفَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
разлики	الاختلافات	разлика	اِختِلَاف	N;INDF;FEM;PL	N;NOM;DEF;PL
разлики	الخلافات	разлика	خِلَاف	N;INDF;FEM;PL	N;NOM;DEF;PL
разлики	الاختلافات	разлика	اِختِلَاف	N;INDF;FEM;PL	N;NOM;DEF;PL
разлики	الفروق	разлика	فَرق	N;INDF;FEM;PL	N;NOM;DEF;PL
въвеждане	المقدمة	въвеждане	مُقَدَّمَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
въвеждане	مدخلات	въвеждане	مدخلات	N;INDF;NEUT;SG	N;NOM;INDF;PL
въвеждане	المدخلات	въвеждане	مُدخِلَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
образци	القوالب	образец	قَالِب	N;INDF;MASC;PL	N;NOM;DEF;PL
образци	موديلات	образец	مُودِيل	N;INDF;MASC;PL	
образци	النماذج	образец	نَمَاذَة	N;INDF;MASC;PL	N;NOM;DEF;PL
образци	الموديلات	образец	مُودِيلَات	N;INDF;MASC;PL	N;NOM;DEF;PL
образци	العينات	образец	عِينَة	N;INDF;MASC;PL	N;NOM;DEF;PL
човешка	انسان	човешки	إِنسَان	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
човешка	بشري	човешки	بشري	ADJ;INDF;FEM;SG	
човешка	الانسان	човешки	إِنسَان	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
обявени	اعلنت	обявя-(се)	أَعلَن	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
обявени	اعلن	обявя-(се)	أَعلَن	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
обявени	اعلنت	обявя-(се)	أَعلَن	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
заети	مشغولا	заема-(се)	مَشغُول	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ACC;INDF;MASC;SG
заети	مشغول	заема-(се)	مَشغُول	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
заети	مشغولين	заема-(се)	مَشغُول	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;PL
заети	مشغولة	заема-(се)	مَشغُول	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
