और	och	और	och		CONJ
बॉब	bob	बॉब	bob	PROPN;NOM;MASC;SG;3	PROPN;NOM
ब्राउन	brun	ब्राउन	brun	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्राउन	bruna	ब्राउन	brun	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
ब्राउन	brunt	ब्राउन	brunt	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
ब्राउन	brown	ब्राउन	brown	PROPN;NOM;MASC;SG;3	PROPN;NOM
दावे	fordringar	दावा	fordran	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दावे	påståenden	दावा	påstående	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
लो	take	ले	take	V;SBJV;SG;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
लो	tagning	ले	tagning	V;SBJV;SG;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
लो	ta	ले	ta	V;SBJV;SG;FIN;ACT	V;IMP;FIN;ACT
सीरिया	syrien	सीरिया	syrien	PROPN;NOM;MASC;SG;3	PROPN;NOM
लगाई	placerat	लगा	placera	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
लगाई	placerad	लगा	placera	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
लगाई	placerats	लगा	placera	V;PFV;FEM;SG;V.PTCP;ACT	V;V.CVB;PASS
लगाई	placerade	लगा	placera	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
लगाई	placeras	लगा	placera	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;PASS
गायब	försvinner	गायब	försvinna	ADJ	V;IND;PRS;FIN;ACT
गायब	försvinna	गायब	försvinna	ADJ	V;IMP;FIN;ACT
दाल	linser	दाल	lins	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
वकालत	förespråkar	वकालत	förespråka	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
वकालत	förespråka	वकालत	förespråka	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
आयन	ion	आयन	ion	N;NOM;MASC;SG;3	PROPN;NOM
शिकारी	stalker	शिकारी	stalk	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
पंजीकरण	registrera	पंजीकरण	registrera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
पंजीकरण	registreringar	पंजीकरण	registrering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
केस	rättsfall	केस	rättsfall	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
केस	ärenden	केस	ärende	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
क्लासिक	klassiker	क्लासिक	klassik	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
क्लासिक	klassiker	क्लासिक	klassik	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
क्लासिक	klassisk	क्लासिक	klassisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
क्लासिक	klassiskt	क्लासिक	klassisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
क्लासिक	classic	क्लासिक	classic	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्लासिक	klassiska	क्लासिक	klassisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
पाली	pali	पाली	pali	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पचास	fifty	पचास	fifty	NUM	N;NOM;INDF;MASC+FEM;SG
केन	ken	केन	ken		PROPN;NOM
केन	kane	केन	kane		PROPN;NOM
पुरस्कारों	belöningar	पुरस्कार	belöning	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
टेक	tech	टेक	tech		PROPN;NOM
टेक	teck	टेक	teck		PROPN;NOM
मोड	dodge	मोड	dodge	N;NOM;MASC;SG;3	PROPN;NOM
मोड	lossas	मोड	lossa	N;NOM;MASC;SG;3	V;NFIN;PASS
लड़के	boys	लड़का	boys	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
लड़के	boy	लड़का	boy	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
लड़के	pojke	लड़का	pojke	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
लड़के	gosse	लड़का	gosse	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
लड़के	pojk	लड़का	pojk	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
जयंती	jubilee	जयंती	jubil	N;NOM;FEM;SG;3	PROPN;NOM
शुक्रवार	fredag	शुक्रवार	fredag	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
शुक्रवार	fredags	शुक्रवार	fredag	PROPN;NOM;MASC;SG;3	N;GEN;INDF;MASC+FEM;SG
शुक्रवार	fredagar	शुक्रवार	fredag	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
लेनदेन	transaktioner	लेनदेन	transaktion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
लेनदेन	transaktioner	लेनदेन	transaktion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
जर्सी	jersey	जर्सी	jersey	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बैठ	sitt	बैठ	sig	V;ACT	PRO;DEF;NEUT;SG
बैठ	sit	बैठ	sit	V;ACT	N;NOM;INDF;NEUT;SG
समानांतर	parallell	समानांतर	parallell	CONJ	N;NOM;INDF;MASC+FEM;SG
समानांतर	parallella	समानांतर	parallell	CONJ	ADJ;NOM;PL
समानांतर	parallellt	समानांतर	parallell	CONJ	ADV
बटन	knappar	बटन	knapp	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
बटन	knapparna	बटन	knappare	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
उपक्रम	verksamheter	उपक्रम	verksamhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
उपक्रम	aktiviteter	उपक्रम	aktivitet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
फ्रेम	ramar	फ्रेम	ram	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
फ्रेम	ramar	फ्रेम	ram	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
लंका	lanka	लंका	lanka	PROPN;NOM;FEM;SG;3	PROPN;NOM
पंख	fjäder	पंख	fjäda	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
पंख	wings	पंख	Wing	N;NOM;MASC;PL;3	PROPN;NOM
अगला	härnäst	अगला	härnäst	ADJ;NOM;MASC;SG	ADV
ताकत	styrkorna	ताकत	styrka	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;PL
ताकत	styrkor	ताकत	styrka	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
चौड़ी	breda	चौड़ी	bred	ADJ;NOM;FEM;SG	ADJ;NOM;PL
चौड़ी	wide	चौड़ी	wide	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
विक्रेता	försäljare	विक्रेता	försäljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विक्रेता	säljare	विक्रेता	säljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विक्रेता	försäljare	विक्रेता	försäljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विक्रेता	säljare	विक्रेता	säljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विक्रेता	säljare	विक्रेता	säljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विक्रेता	försäljare	विक्रेता	försäljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विक्रेता	säljare	विक्रेता	säljare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मैनचेस्टर	manchester	मैनचेस्टर	manchest	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
टाइगर	tiger	टाइगर	tig	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
विंडोज़	rutor	विंडोज़	ruta	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
गैलरी	gallerier	गैलरी	gallerium	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
सती	sati	सती	sati	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्वच्छ	genomskinligt	स्वच्छ	genomskinlig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
स्वच्छ	genomskinliga	स्वच्छ	genomskinlig	N;NOM;MASC;SG;3	ADJ;NOM;PL
स्वच्छ	genomskinlig	स्वच्छ	genomskinlig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
चर्चित	trend	चर्चित	trend	ADJ	N;NOM;INDF;MASC+FEM;SG
चर्चित	tendens	चर्चित	tendens	ADJ	N;NOM;INDF;MASC+FEM;SG
चर्चित	trenden	चर्चित	trende	ADJ	N;NOM;DEF;MASC+FEM;SG
ट्रिपल	tredubbla	ट्रिपल	tredubbla	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
ट्रिपल	triple	ट्रिपल	triple	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ट्रिपल	trippel	ट्रिपल	trippel	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कर्नल	överste	कर्नल	överste	N;NOM;MASC;SG;3	ADJ;NOM;DEF;RL
बीमार	ill	बीमार	ill	ADJ	N;NOM;INDF;MASC+FEM;SG
बीमार	sjukt	बीमार	sjuk	ADJ	N;NOM;INDF;MASC+FEM;SG
यूईएफए	uefa	यूईएफए	uefa	PROPN;NOM;MASC;SG;3	PROPN;NOM
तेलुगू	telugu	तेलुगू	telugu	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गिनी	guinea	गिनी	guine		PROPN;NOM
गिनी	guineas	गिनी	guine		PROPN;GEN
लक्ष्यों	mål	लक्ष्य	mål	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;SG
लक्ष्यों	goals	लक्ष्य	goal	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
लक्ष्यों	målsättningar	लक्ष्य	målsättning	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
चिह्नित	markerat	चिह्नित	markera	ADJ	ADV
चिह्नित	markerade	चिह्नित	markera	ADJ	V;NOM;PL;PST;V.PTCP
चिह्नित	markerad	चिह्नित	markerad	ADJ	N;NOM;INDF;MASC+FEM;SG
चिह्नित	markera	चिह्नित	markera	ADJ	V;IMP;FIN;ACT
चिह्नित	märke	चिह्नित	märke	ADJ	N;NOM;INDF;NEUT;SG
चिह्नित	mark	चिह्नित	mark	ADJ	N;NOM;INDF;MASC+FEM;SG
संरक्षक	väktare	संरक्षक	väkt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
संरक्षक	vårdnadshavare	संरक्षक	vårdnadshavare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
संरक्षक	väktare	संरक्षक	väkt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
संरक्षक	vårdnadshavare	संरक्षक	vårdnadshavare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
अध्यापक	lärare	अध्यापक	lärare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पर्ल	pärlan	पर्ल	pärlan	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पर्ल	pärla	पर्ल	pärla	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पर्ल	pearl	पर्ल	pearl	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पर्ल	perl	पर्ल	perl	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
लुई	ludvig	लु	ludvig	PROPN;NOM;MASC;SG;3	PROPN;NOM
लुई	louis	लु	louis	PROPN;NOM;MASC;SG;3	PROPN;NOM
त्वरित	snabbt	त्वरित	snabb	PROPN;NOM;SG;3	ADV
त्वरित	snabb	त्वरित	snabb	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
त्वरित	snabba	त्वरित	snabb	PROPN;NOM;SG;3	ADJ;NOM;PL
त्वरित	rask	त्वरित	rask	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
त्वरित	påskyndat	त्वरित	påskyndad	PROPN;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
त्वरित	påskyndade	त्वरित	påskyndad	PROPN;NOM;SG;3	ADJ;NOM;PL;PST;V.PTCP
हिन्दुओं	hinduer	हिन्दु	hindue	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
डाली	dali	डाल	dali	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
परिष्कृत	raffinerade	परिष्कृत	raffinera		ADJ;NOM;PL;PST;V.PTCP
परिष्कृत	raffinerat	परिष्कृत	raffinerad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
परिष्कृत	raffinerad	परिष्कृत	raffinera		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
माउंट	mount	माउंट	mount	PROPN;NOM;MASC;SG;3	PROPN;NOM
माउंट	montera	माउंट	montera	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
माउंट	berget	माउंट	berge	PROPN;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
युद्धों	krigen	युद्ध	krig	N;ACC;MASC;PL;3	N;NOM;DEF;NEUT;PL
युद्धों	krig	युद्ध	krig	N;ACC;MASC;PL;3	N;NOM;INDF;NEUT;SG
युद्धों	wars	युद्ध	wars	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
शर्तों	förutsättningar	शर्त	förutsättning	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
शर्तों	villkor	शर्त	villkor	N;ACC;FEM;PL;3	N;NOM;INDF;NEUT;PL
शर्तों	förhållanden	शर्त	förhållande	N;ACC;FEM;PL;3	N;NOM;INDF;NEUT;PL
शर्तों	termer	शर्त	term	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
शर्तों	begrepp	शर्त	begrepp	N;ACC;FEM;PL;3	N;NOM;INDF;NEUT;PL
शर्तों	villkor	शर्त	villkor	N;ACC;FEM;PL;3	N;NOM;INDF;NEUT;PL
रियल	verklig	रियल	verklig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
रियल	äkta	रियल	äkta	N;NOM;MASC;SG;3	ADJ;NOM
रियल	riktigt	रियल	riktig	N;NOM;MASC;SG;3	ADV
रियल	verkligt	रियल	verklig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
रियल	riktig	रियल	riktig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
गेम्स	lekar	गेम्स	leka	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
गेम्स	matcher	गेम्स	matcher	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
वादी	käranden	वादी	kärande		N;NOM;INDF;NEUT;PL
मैकमोहन	mcmahon	मैकमोहन	mcmahon	PROPN;NOM;MASC;SG;3	PROPN;NOM
जवाहरलाल	jawaharlal	जवाहरलाल	jawaharlal	PROPN;NOM;MASC;SG;3	PROPN;NOM
वाद्य	bidragande	वाद्य	bidragande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
सम	jämn	सम	jämn		ADJ;NOM;INDF;MASC+FEM;SG
सम	även	सम	även		ADV
धारक	container	धारक	contain	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
धारक	behållare	धारक	behållare	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
माइक	micke	माइक	micke	PROPN;NOM;MASC;SG;3	PROPN;NOM
माइक	mike	माइक	mike	PROPN;NOM;MASC;SG;3	PROPN;NOM
घूर्णन	roterar	घूर्णन	rotera	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
घूर्णन	roterande	घूर्णन	roterande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
घूर्णन	rotera	घूर्णन	rotera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
अनुकूलन	anpassning	अनुकूलन	anpassning		N;NOM;INDF;MASC+FEM;SG
चक्रवात	cyklonen	चक्रवात	cyklon	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
भूख	hungrig	भूख	hungrig	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
भूख	hungriga	भूख	hungrig	N;NOM;FEM;SG;3	ADJ;NOM;PL
ग्रंथि	körtlar	ग्रंथि	körtla	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
मार्गों	rutter	मार्ग	rutta	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
टेक्सास	texas	टेक्सास	texa	PROPN;NOM;MASC;SG;3	PROPN;GEN
आधी	halvt	आधा	halv	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
आधी	halva	आधा	halv	N;NOM;FEM;SG;3	ADJ;NOM;DEF;SG
आधी	halv	आधा	halv	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
गिरने	sjunkande	गिर	sjunka	V;NFIN;ACT	ADJ;NOM;PRS;V.PTCP
गिरने	fallande	गिर	fallande	V;NFIN;ACT	ADJ;NOM;PRS;V.PTCP
बंध	bond	बंध	bond	V;ACT	PROPN;NOM
बोले	bole	बोल	bole	V;MASC;SG;FIN;ACT	PROPN;NOM
निवारण	förebyggande	निवारण	förebygga	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
निवारण	förebygga	निवारण	förebygga	N;NOM;MASC;SG;3	V;IMP;NFIN;ACT
कुत्तों	hundar	कुत्त	hund	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
कुत्तों	hund	कुत्त	hund	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
कुत्तों	dogs	कुत्त	dogs	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
औरंगजेब	aurangzeb	औरंगजेब	aurangzeb	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बॉल	bal	बॉल	bal	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बॉल	ball	बॉल	ball	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बॉल	boll	बॉल	boll	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बॉल	bollar	बॉल	bolla	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
बॉल	kulor	बॉल	kula	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
बे	viken	बे	viken	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बे	bay	बे	bay	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आरक्षण	förbehåll	आरक्षण	förbehåll	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
आरक्षण	förbehåll	आरक्षण	förbehåll	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
आरक्षण	reservationer	आरक्षण	reservation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
चर	rörlig	चर	rörlig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
चर	variabel	चर	variabel	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
चर	varierande	चर	variera	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
चर	variablerna	चर	variabl	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;PL
चर	variabler	चर	variabel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
चैनलों	kanaler	चैनल	kanal	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
नागर	nagar	नागर	naga	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रतिपादित	formulerad	प्रतिपादित	formulera	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
प्रतिपादित	formulerat	प्रतिपादित	formulera	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
प्रतिपादित	formulerade	प्रतिपादित	formulera	N;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
यूरोपियन	euron	यूरोपियन	euron	PROPN;NOM;MASC;SG;3	PROPN;NOM
यूरोपियन	euro	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आजीवन	livslängd	आजीवन	livslängd		N;NOM;INDF;MASC+FEM;SG
आजीवन	livstid	आजीवन	livstid		N;NOM;INDF;MASC+FEM;SG
मेरठ	marathi	मेरठ	marathi	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
शिविर	läger	शिविर	läga	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दांत	tänder	दांत	tand	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पुनर्निर्माण	återuppbygga	पुनर्निर्माण	återuppbygga	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
राष्ट्रीयता	nationaliteter	राष्ट्रीयता	nationalitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
ब्रदर्स	brothers	ब्रदर्स	broth	N;NOM;MASC;PL;3	N;GEN;INDF;MASC+FEM;SG
ब्रदर्स	bros	ब्रदर्स	bros	N;NOM;MASC;PL;3	PROPN;NOM
तीस	thirty	तीस	thirty	NUM	N;NOM;INDF;MASC+FEM;SG
उद्गम	utvecklande	उद्गम	utvecklande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
उद्गम	utvecklar	उद्गम	utveckla	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
उद्गम	utveckla	उद्गम	utveckla	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
फ्रांसिस्को	francisco	फ्रांसिस्को	francisco	PROPN;NOM;MASC;SG;3	PROPN;NOM
पारसी	persiska	पारसी	persisk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रयोक्ता	användar	प्रयोक्ता	använda	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
प्रयोक्ता	användare	प्रयोक्ता	användare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दीर्घकालिक	kronisk	दीर्घकालिक	kronisk	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
मिश्रा	mishra	मिश्रा	mishra	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्टोर	lagrar	स्टोर	lagra	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
स्टोर	butiker	स्टोर	butik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
स्टोर	förvaras	स्टोर	förvara	N;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
स्टोर	lagra	स्टोर	lag	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
हसन	hassan	हसन	hassa	PROPN;NOM;MASC;SG;3	PROPN;NOM
हसन	hasan	हसन	hasa	PROPN;NOM;MASC;SG;3	PROPN;NOM
रक्षक	frälsare	रक्षक	frälsare		N;NOM;INDF;MASC+FEM;SG
रक्षक	räddare	रक्षक	räddare		N;NOM;INDF;MASC+FEM;PL
रक्षक	frälsare	रक्षक	frälsare		N;NOM;INDF;MASC+FEM;SG
रक्षक	frälsaren	रक्षक	frälsare		N;NOM;DEF;MASC+FEM;SG
रक्षक	räddare	रक्षक	räddare		N;NOM;INDF;MASC+FEM;PL
टेलर	taylor	टेलर	tayla	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पेन	pen	पेन	pen	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पेन	penna	पेन	penna	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पेन	pennan	पेन	penna	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पेन	pennor	पेन	pennor	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दरवाजे	dörr	दरवाजा	dörr	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
दरवाजे	dörren	दरवाजा	dörr	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;SG
डांस	dansa	डांस	dansa	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
डांस	dansar	डांस	dansa	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
ग्यारह	eleven	ग्यारह	elev	NUM	N;NOM;DEF;MASC+FEM;SG
जलीय	akvatiska	जलीय	akvatisk		ADJ;NOM;PL
जलीय	vattenlevande	जलीय	vattenlevande		N;NOM;INDF;NEUT;SG
हरि	hari	हरि	hari	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पण्डित	pandit	पण्डित	pandit	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मधुर	söt	मधुर	söta		ADJ;NOM;INDF;MASC+FEM;SG
मधुर	sött	मधुर	söt		ADJ;NOM;INDF;NEUT;SG
मधुर	söta	मधुर	söta		ADJ;NOM;PL
मधुर	skönaste	मधुर	skönaste		ADJ;NOM;DEF;RL
कैम्ब्रिज	cambridge	कैम्ब्रिज	cambridge	PROPN;NOM;MASC;SG;3	PROPN;NOM
सूचक	visare	सूचक	visa		N;NOM;INDF;MASC+FEM;PL
सूचक	pekare	सूचक	pekare		N;NOM;INDF;MASC+FEM;SG
प्रतियोगिताओं	tävlingar	प्रतियोगिता	tävling	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
प्रतियोगिताओं	tävlingar	प्रतियोगिता	tävling	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
दलित	förtryckta	दलित	förtrycka	N;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
दलित	förtryckt	दलित	förtrycka	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
सुई	nålar	सुई	nåla		N;NOM;INDF;MASC+FEM;PL
सुई	nål	सुई	nål		N;NOM;INDF;MASC+FEM;SG
सुई	sui	सुई	sui		V;IMP;FIN;ACT
बैक	tillbaks	बैक	tillbaks		ADV
बैक	tillbaka	बैक	tillbaka		ADV
बैक	bakåt	बैक	bakåt		ADV
बैक	rygg	बैक	rygg		N;NOM;INDF;MASC+FEM;SG
बैक	backa	बैक	backa		V;IMP;FIN;ACT
होगन	hogan	होगन	hog	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
प्रोजेक्ट	projicera	प्रोजेक्ट	projicera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
प्रोजेक्ट	projektets	प्रोजेक्ट	projekt	N;NOM;MASC;SG;3	N;GEN;DEF;NEUT;SG
