月	μουν	月	μουν	N	
辯論	ντιμπέιτ	辯論	ντιμπέιτ	N	
討厭	μίσος	討厭	μίσος	V	N;NOM;NEUT;SG
剩餘	παραμένοντας	剩餘	παραμένω	N	V;IPFV;V.CVB;ACT
剩餘	απομένουν	剩餘	απομένω	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
剩餘	απομένει	剩餘	απομένω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
轉型	μετάβαση	轉型	μετάβαση	V	N;ACC;FEM;SG
轉型	μεταμόρφωση	轉型	μεταμόρφωση	V	N;NOM;FEM;SG
負擔	βάρος	負擔	βάρος	V	N;ACC;NEUT;SG
負擔	φόρτος	負擔	φόρτος	V	N;NOM;MASC;SG
負擔	επιβάρυνση	負擔	επιβάρυνση	V	N;ACC;FEM;SG
信託	εμπιστεύεται	信託	εμπιστέύω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
關	αντιστοιχίας	關	αντιστοιχία	PROPN	N;GEN;FEM;SG
關	συσχετισμός	關	συσχετισμός	PROPN	N;NOM;MASC;SG
關	συσχετισμό	關	συσχετισμός	PROPN	N;ACC;MASC;SG
關	συσχέτιση	關	συσχέτιση	PROPN	N;ACC;FEM;SG
不便	άβολο	不便	άβολο	V	ADJ;NOM;NEUT;SG
不便	ταλαιπωρία	不便	ταλαιπωρία	V	N;NOM;FEM;SG
不便	ενόχληση	不便	ενόχληση	V	N;ACC;FEM;SG
不便	αναστάτωση	不便	αναστάτωση	V	N;ACC;FEM;SG
歧視	διακρίσεις	歧視	διάκριση	V	N;NOM;FEM;PL
歧視	διάκριση	歧視	διάκριση	V	N;ACC;FEM;SG
歧視	διακρίσεις	歧視	διάκριση	V	N;NOM;FEM;PL
芽	μπαντ	芽	μπαντ	N	
跳舞	χόρεψε	跳舞	χορώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
跳舞	dance	跳舞	dance	N	
講師	λέκτορες	講師	λέκτορας	N	ADJ;NOM;MASC;PL
酒精	αλκοόλ	酒精	αλκοόλ	N	
儒	κομφουκιανισμός	儒	κομφουκιανισμός	PROPN	N;NOM;MASC;SG
追擊	καταδίωξη	追擊	καταδίωξη	V	N;ACC;FEM;SG
本田	honda	本田	honda	N	
控制	ελεγκτής	控制	ελεγκτής	V	N;NOM;MASC;SG
控制	χειριστήριο	控制	χειριστήριο	V	N;NOM;NEUT;SG
控制	ελεγκτή	控制	ελεγκτής	V	N;ACC;MASC;SG
限量	limited	限量	limited	N	
限量	περιορισμένη	限量	περιορίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
限量	περιορισμένα	限量	περιορίζω	N	ADV
限量	περιορισμένο	限量	περιορίζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
限量	περιορισμένος	限量	περιορισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
午夜	μεσάνυχτα	午夜	μεσάνυχτος	N	ADV
塑料	πλαστικές	塑料	πλαστικός	N	ADJ;NOM;FEM;PL
塑料	πλαστικά	塑料	πλαστικά	N	ADV
塑料	πλαστική	塑料	πλαστικός	N	ADJ;NOM;FEM;SG
塑料	πλαστικά	塑料	πλαστικά	N	ADV
塑料	πλαστικό	塑料	πλαστικός	N	ADJ;NOM;NEUT;SG
塑料	πλαστική	塑料	πλαστικός	N	ADJ;NOM;FEM;SG
塑料	πλαστικές	塑料	πλαστικός	N	ADJ;NOM;FEM;PL
哭	κραυγή	哭	κραυγή	V	N;NOM;FEM;SG
哭	κλάμα	哭	κλάμα	V	N;NOM;NEUT;SG
哭	κλάμα	哭	κλάμα	V	N;NOM;NEUT;SG
參議	γερουσιαστή	參議	γερουσιαστής	V	N;VOC;MASC;SG
參議	γερουσιαστής	參議	γερουσιαστής	V	N;NOM;MASC;SG
一	ιανουαρίου	一	ιανουάριος	NUM	PROPN;GEN;MASC;SG
一	ιανουάριο	一	ιανουάριο	NUM	N
一	ιανουάριος	一	ιανουάριος	NUM	N;NOM;MASC;SG
汽油	γκάζι	汽油	γκάζι	N	PROPN;NOM;NEUT;SG
臀	χιπ	臀	χιπ	N	
科威特	κουβέιτ	科威特	κουβέιτ	PROPN	
毒品	ναρκωτικά	毒品	ναρκωτικά	N	ADV
衰落	παρακμή	衰落	παρακμή	V	N;NOM;FEM;SG
衰落	πτώση	衰落	πτώση	V	N;ACC;FEM;SG
衰落	φθίνουσα	衰落	φθίνων	V	ADV
衰落	πτωτική	衰落	πτωτικός	V	ADJ;NOM;FEM;SG
爭論	αντιπαράθεση	爭論	αντιπαράθεση	V	N;ACC;FEM;SG
爭論	διαμάχη	爭論	διαμάχη	V	N;ACC;FEM;SG
爭論	επιχείρημα	爭論	επιχείρημα	V	N;NOM;NEUT;SG
爭論	επιχειρήματα	爭論	επιχείρημα	V	N;NOM;NEUT;PL
爭論	επιχειρηματολογία	爭論	επιχειρηματολογία	V	N;NOM;FEM;SG
輔導	συμβουλευτική	輔導	συμβουλευτικός	V	ADJ;NOM;FEM;SG
轉變	μεταμόρφωση	轉變	μεταμόρφωση	V	N;NOM;FEM;SG
轉變	μεταμόρφωση	轉變	μεταμόρφωση	V	N;NOM;FEM;SG
實踐	πρακτική	實踐	πρακτικός	N	ADJ;NOM;FEM;SG
天鵝	σουάν	天鵝	σουάν	N	
喝	ποτό	喝	ποτό	V	N;NOM;NEUT;SG
受損	βλάβη	受損	βλάβη	V	N;ACC;FEM;SG
受損	ζημιά	受損	ζημιά	V	N;ACC;FEM;SG
夢幻	ονειρο	夢幻	ονειρο	ADJ	N;NOM;NEUT;SG
夢幻	όνειρο	夢幻	όνειρο	ADJ	N;NOM;NEUT;SG
夢幻	dream	夢幻	dream	ADJ	
夢幻	όνειρα	夢幻	όνειρα	ADJ	N;NOM;NEUT;PL
囚禁	φυλάκιση	囚禁	φυλάκιση	V	N;ACC;FEM;SG
囚禁	κάθειρξη	囚禁	κάθειρξη	V	N;ACC;FEM;SG
染	χρωστική	染	χρωστικός	N	ADJ;NOM;FEM;SG
染	βαμμένα	染	βαμμένα	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
實用	πρακτικά	實用	πρακτικά	N	ADV
實用	πρακτική	實用	πρακτικός	N	ADJ;NOM;FEM;SG
實用	πρακτικός	實用	πρακτικός	N	ADJ;NOM;MASC;SG
實用	πρακτικό	實用	πρακτικός	N	ADJ;NOM;NEUT;SG
實用	χρήσιμο	實用	χρήσιμο	N	ADJ;NOM;NEUT;SG
實用	χρήσιμες	實用	χρήσιμος	N	ADJ;NOM;FEM;PL
實用	χρήσιμα	實用	χρήσιμα	N	ADJ;NOM;NEUT;PL
實用	χρήσιμη	實用	χρήσιμος	N	ADJ;NOM;FEM;SG
實用	χρήσιμος	實用	χρήσιμος	N	ADJ;NOM;MASC;SG
剛果	κονγκό	剛果	κονγκός	PROPN	PROPN;NOM;NEUT;SG
剛果	κογκό	剛果	κογκός	PROPN	PROPN;NOM;NEUT;SG
喪失	απώλειες	喪失	απώλεια	V	N;NOM;FEM;PL
喪失	απώλεια	喪失	απώλεια	V	N;ACC;FEM;SG
喪失	ζημία	喪失	ζημία	V	N;ACC;FEM;SG
注射	ενέσεις	注射	ένεση	V	N;NOM;FEM;PL
注射	έγχυση	注射	έγχυση	V	N;NOM;FEM;SG
注射	ενέσιμο	注射	ενέσιμο	V	ADJ;NOM;NEUT;SG
注射	ένεση	注射	ένεση	V	N;ACC;FEM;SG
注射	ένεση	注射	ένεση	V	N;ACC;FEM;SG
地底	υπογείως	地底	υπογείως	N	ADV
傳遞	ρελέ	傳遞	ρελός	V	N;NOM;NEUT;SG
曙光	λυκόφως	曙光	λυκόφως	PROPN	N;NOM;NEUT;SG
曙光	χαραυγή	曙光	χαραυγή	PROPN	N;NOM;FEM;SG
研究	ερευνητή	研究	ερευνητής	V	N;ACC;MASC;SG
研究	ερευνήτρια	研究	ερευνήτρια	V	N;NOM;FEM;SG
研究	ερευνητής	研究	ερευνητής	V	N;NOM;MASC;SG
遺跡	λείψανο	遺跡	λείψανο	N	V;PFV;IND;PL;3;PST;FIN;ACT
遺跡	λείψανα	遺跡	λείπανος	N	V;PFV;IND;PL;3;PST;FIN;ACT
鸚鵡	παπαγάλους	鸚鵡	παπάγαλος	PROPN	N;ACC;MASC;PL
鸚鵡	παπαγάλος	鸚鵡	παπαγάλος	PROPN	N;NOM;MASC;SG
鸚鵡	παπαγάλο	鸚鵡	παπάγάλος	PROPN	N;NOM;NEUT;SG
緊張	νευρικό	緊張	νευρικός	N	ADJ;NOM;NEUT;SG
緊張	νευρική	緊張	νευρικός	N	ADJ;NOM;FEM;SG
緊張	νευρικός	緊張	νευρικός	N	ADJ;NOM;MASC;SG
澄清	αποσαφήνιση	澄清	αποσαφήνιση	PROPN	N;NOM;FEM;SG
澄清	αποσαφήνιση	澄清	αποσαφήνιση	PROPN	N;NOM;FEM;SG
澄清	διευκρίνιση	澄清	διευκρίνιση	PROPN	N;ACC;FEM;SG
壞	bad	壞	bad	N	
壞	κακός	壞	κακός	N	ADJ;NOM;MASC;SG
壞	κακό	壞	κακός	N	ADJ;NOM;NEUT;SG
壞	κακή	壞	κακός	N	ADJ;NOM;FEM;SG
滿意	ικανοποιημένος	滿意	ικανοποιημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
滿意	ικανοποιημένη	滿意	ικανοποιώ	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
滿意	ικανοποιημένοι	滿意	ικανοποιώ	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
合計	ομαδοποίηση	合計	ομαδοποίηση	V	N;NOM;FEM;SG
合計	συνάθροιση	合計	συνάθροιση	V	N;NOM;FEM;SG
合計	συγκεντρωτική	合計	συγκεντρωτικός	V	ADJ;NOM;FEM;SG
合計	συγκεντρωτικά	合計	συγκεντρωτικά	V	ADV
囚犯	φυλακισμένη	囚犯	φυλακίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
囚犯	φυλακισμένος	囚犯	φυλακισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
囚犯	αιχμάλωτος	囚犯	αιχμάλωτος	N	ADJ;NOM;MASC;SG
囚犯	αιχμάλωτοι	囚犯	αιχμάλωτος	N	ADJ;NOM;MASC;PL
囚犯	φυλακισμένοι	囚犯	φυλακίζω	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
便	φθηνό	便	φτηνός	ADV	ADJ;NOM;NEUT;SG
便	φθηνά	便	φτηνός	ADV	N;NOM;NEUT;PL
便	φτηνή	便	φτηνός	ADV	ADJ;NOM;FEM;SG
便	φτηνό	便	φτηνός	ADV	ADJ;NOM;NEUT;SG
便	φθηνότερο	便	φτηνός	ADV	ADJ;NOM;CMPR;NEUT;SG
便	φθηνότερη	便	φτηνός	ADV	ADJ;NOM;CMPR;FEM;SG
第五	πέμπτη	第五	πέμπτη	NUM	N;ACC;FEM;SG
第五	πέμπτος	第五	πέμπτος	NUM	ADJ;NOM;MASC;SG
第五	πέμπτο	第五	πέμπτος	NUM	NUM;NOM;NEUT;SG
緩慢	αργά	緩慢	αργά	ADJ	ADV
緩慢	αργός	緩慢	αργός	ADJ	N;NOM;MASC;SG
緩慢	αργό	緩慢	αργό	ADJ	N;NOM;NEUT;SG
死神	s	死神	s	N	
緊	σφιχτή	緊	σφιχτός		ADJ;NOM;FEM;SG
緊	σφιχτά	緊	σφιχτός		N;NOM;NEUT;PL
緊	σφιχτό	緊	σφιχτός		ADJ;NOM;NEUT;SG
廣義	ευρύτερο	廣義	εύρύς	N	ADJ;NOM;CMPR;NEUT;SG
廣義	ευρύτερα	廣義	ευρύτερα	N	ADV;CMPR
廣義	ευρύτερη	廣義	ευρύς	N	ADJ;NOM;CMPR;FEM;SG
廣義	ευρεία	廣義	ευρεία	N	ADJ;NOM;FEM;SG
廣義	γενικευμένων	廣義	γενικεύω	N	V;PFV;GEN;FEM;PL;V.PTCP;PASS
廣義	γενικευμένη	廣義	γενικεύω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
廣義	ευρύτερο	廣義	εύρύς	N	ADJ;NOM;CMPR;NEUT;SG
廣義	ευρύτερα	廣義	ευρύτερα	N	ADV;CMPR
廣義	ευρύτερη	廣義	ευρύς	N	ADJ;NOM;CMPR;FEM;SG
摘要	αφηρημένη	摘要	αφηρημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
摘要	αφηρημένος	摘要	αφηρημένος	N	ADJ;NOM;MASC;SG
讚	άρεσε	讚	αρώνω		V;PFV;IND;SG;3;PST;FIN;ACT
讚	όπως	讚	όπως		ADV
讚	οπως	讚	οπως		ADV
讚	like	讚	like		
讚	σαν	讚	σαν		ADV
讚	αρέσει	讚	αρίσκω		V;IPFV;IND;SG;3;PRS;FIN;ACT
麒麟	κιρίν	麒麟	κιρίν	PROPN	N
多	πολλαπλά	多	πολλαπλά	ADJ	ADV
戟	euphorbia	戟	euphorbia	N	
巴巴	μπάμπα	巴巴	μπάμπα	PROPN	
客人	φιλοξενούμενος	客人	φιλοξενούμενος	N	ADJ;NOM;MASC;SG
客人	καλεσμένος	客人	καλεσμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
客人	προσκεκλημένοι	客人	προσκεκλημένος	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
客人	καλεσμένους	客人	καλώ	N	ADJ;NOM;MASC;PL
客人	καλεσμένοι	客人	καλώ	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
客人	φιλοξενούμενοι	客人	φιλοξενούμενος	N	ADJ;NOM;MASC;PL
精確	ακριβής	精確	ακριβής	N	ADJ;NOM;MASC;SG
精確	ακριβή	精確	ακριβός	N	ADV
精確	ακριβές	精確	ακριβής	N	ADV
精確	ακριβής	精確	ακριβής	N	ADJ;NOM;MASC;SG
精確	ακριβές	精確	ακριβής	N	ADV
精確	ακριβή	精確	ακριβός	N	ADV
精確	ακριβής	精確	ακριβής	N	ADJ;NOM;MASC;SG
精確	ακριβές	精確	ακριβής	N	ADV
護理	νοσηλευτική	護理	νοσηλευτικός	N	ADJ;NOM;FEM;SG
諷刺	ειρωνεία	諷刺	ειρωνεία	V	N;NOM;FEM;SG
諷刺	ειρωνικό	諷刺	ειρωνικός	V	ADJ;NOM;NEUT;SG
諷刺	σαρκασμό	諷刺	σαρκασμός	V	N;ACC;MASC;SG
諷刺	ειρωνεία	諷刺	ειρωνεία	V	N;NOM;FEM;SG
諷刺	ειρωνία	諷刺	ειρωνία	V	N;NOM;FEM;SG
冰島	ισλανδίας	冰島	ισλανδία	PROPN	PROPN;GEN;FEM;SG
冰島	ισλανδία	冰島	ισλανδία	PROPN	PROPN;ACC;FEM;SG
排放	εκπομπών	排放	εκπομπή	V	N;GEN;FEM;PL
排放	εκπομπή	排放	εκπομπή	V	N;ACC;FEM;SG
排放	εκπομπές	排放	εκπομπή	V	N;NOM;FEM;PL
排放	εκπομπών	排放	εκπομπή	V	N;GEN;FEM;PL
排放	εκπομπές	排放	εκπομπή	V	N;NOM;FEM;PL
彎	μπεντ	彎	μπεντ	N	
彎	λύγισε	彎	λυγίζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
彎	μπεντ	彎	μπεντ	N	
製片	παραγωγών	製片	παραγωγός	V	N;GEN;MASC;PL
製片	παραγωγοί	製片	παραγωγός	V	N;NOM;MASC;PL
製片	παραγωγός	製片	παραγωγός	V	N;NOM;MASC;SG
棕色	brown	棕色	brown	N	
棕色	μπράουν	棕色	μπράω	N	
稍	ελαφρά	稍	ελαφρά	ADJ	ADV
稍	ελαφρώς	稍	ελαφρώς	ADJ	ADV
依賴	εξάρτησης	依賴	εξάρτηση	V	N;GEN;FEM;SG
依賴	εξάρτηση	依賴	εξάρτηση	V	N;ACC;FEM;SG
依賴	εξάρτηση	依賴	εξάρτηση	V	N;ACC;FEM;SG
緬	βιρμανία	緬	βιρμανία	PROPN	N;NOM;FEM;SG
投影	προβολή	投影	προβολή	V	N;NOM;FEM;SG
龔	γκονγκ	龔	γκονγκ	PROPN	N
皇冠	κράουν	皇冠	κράω	N	
統治	κυβερνήτες	統治	κυβερνώ	V	N;NOM;MASC;PL
豪華	deluxe	豪華	deluxe	N	
豪華	πολυτελή	豪華	πολύ	N	ADV
認真	σοβαρό	認真	σοβαρός	N	ADJ;NOM;NEUT;SG
認真	σοβαρός	認真	σοβαρός	N	ADJ;NOM;MASC;SG
認真	σοβαρή	認真	σοβαρός	N	ADJ;NOM;FEM;SG
認真	σοβαρά	認真	σοβαρά	N	ADV
簽證	visa	簽證	visa	N	
電動	ηλεκτρικά	電動	ηλεκτρικά	N	ADV
電動	ηλεκτρικό	電動	ηλεκτρικός	N	ADJ;NOM;NEUT;SG
電動	ηλεκτρική	電動	ηλεκτρικός	N	ADJ;NOM;FEM;SG
電動	ηλεκτρικός	電動	ηλεκτρικός	N	ADJ;NOM;MASC;SG
戀人	ερωμένες	戀人	ερώνω	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
小野	ono	小野	ono	PROPN	
指派	εκχώρηση	指派	εκχώρηση	V	N;ACC;FEM;SG
指派	ανάθεση	指派	ανάθεση	V	N;ACC;FEM;SG
指派	εκχώρηση	指派	εκχώρηση	V	N;ACC;FEM;SG
毒性	τοξικό	毒性	τοξικός	N	ADJ;NOM;NEUT;SG
毒性	τοξικά	毒性	τοξικά	N	ADV
毒性	τοξική	毒性	τοξικός	N	ADJ;NOM;FEM;SG
毒性	τοξικές	毒性	τοξικός	N	ADJ;NOM;FEM;PL
刷	βούρτσα	刷	βούρτσα	PROPN	N;NOM;FEM;SG
刷	πινέλο	刷	πινέλος	PROPN	N;NOM;NEUT;SG
字典	λεξικά	字典	λεξικά	N	ADV
盟友	άλι	盟友	άλι	N	
墨爾本	μελβούρνη	墨爾本	μελβούρνο	PROPN	PROPN;NOM;FEM;SG
桶	βαρέλια	桶	βαρέλιο	PROPN	N;NOM;NEUT;PL
桶	βαρέλι	桶	βαρέλι	PROPN	N;NOM;NEUT;SG
桶	κουβάς	桶	κουβάς	PROPN	N;NOM;MASC;SG
桶	κουβά	桶	κουβά	PROPN	N;NOM;NEUT;SG
桶	κουβάδες	桶	κουβάδα	PROPN	N;NOM;FEM;PL
對立	αντιπαλότητα	對立	αντιπαλότητα	V	N;ACC;FEM;SG
對立	αντιπαράθεση	對立	αντιπαράθεση	V	N;ACC;FEM;SG
對立	αντιθέτων	對立	αντίθετα	V	N;GEN;MASC;PL
惡化	επιδείνωση	惡化	επιδείνωση	V	N;ACC;FEM;SG
網址	url	網址	url	N	
網址	url	網址	url	N	
休閒	περιστασιακή	休閒	περιστασιακός	N	ADJ;NOM;FEM;SG
休閒	περιστασιακό	休閒	περιστασιακός	N	ADJ;NOM;NEUT;SG
犯人	φυλακισμένη	犯人	φυλακίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
犯人	φυλακισμένος	犯人	φυλακισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
犯人	αιχμάλωτος	犯人	αιχμάλωτος	N	ADJ;NOM;MASC;SG
犯人	αιχμάλωτοι	犯人	αιχμάλωτος	N	ADJ;NOM;MASC;PL
犯人	φυλακισμένοι	犯人	φυλακίζω	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
同	συντροφιά	同	συντροφιά	DET	N;NOM;FEM;SG
同	σύντροφος	同	σύντροφος	DET	N;NOM;MASC;SG
壓縮	συμπίεση	壓縮	συμπίεση	V	N;ACC;FEM;SG
缺席	απουσία	缺席	απουσία	V	N;ACC;FEM;SG
缺席	απών	缺席	από	V	DET;NOM;DEF;MASC;SG
缺席	απούσα	缺席	απούσα	V	ADJ;NOM;FEM;SG
缺席	απουσία	缺席	απουσία	V	N;ACC;FEM;SG
缺席	απών	缺席	από	V	DET;NOM;DEF;MASC;SG
基輔	κίεβο	基輔	κίεβος	PROPN	PROPN;NOM;NEUT;SG
七	seven	七	seven	NUM	
綁	απαγωγή	綁	απαγωγή	V	N;NOM;FEM;SG
綁	απαγωγή	綁	απαγωγή	V	N;NOM;FEM;SG
綁	απαγωγές	綁	απαγωγή	V	N;NOM;FEM;PL
反叛	επαναστάτης	反叛	επαναστάτης	V	N;NOM;MASC;SG
反叛	επαναστάτη	反叛	επαναστάτης	V	N;ACC;MASC;SG
反叛	εξέγερση	反叛	εξέγερση	V	N;NOM;FEM;SG
西班牙	ισπανοί	西班牙	ισπανός	PROPN	PROPN;NOM;MASC;PL
西班牙	ισπανός	西班牙	ισπανός	PROPN	ADJ;NOM;MASC;SG
西班牙	ισπανικά	西班牙	ισπανικά	PROPN	ADV
西班牙	ισπανική	西班牙	ισπανικός	PROPN	ADJ;NOM;FEM;SG
修理	επιδιόρθωση	修理	επιδιόρθωση	V	N;ACC;FEM;SG
修理	επισκευή	修理	επισκευή	V	N;NOM;FEM;SG
修理	επισκευές	修理	επισκεύή	V	N;NOM;FEM;PL
修理	επισκευή	修理	επισκευή	V	N;NOM;FEM;SG
修理	επισκευές	修理	επισκεύή	V	N;NOM;FEM;PL
修理	επιδιορθώσεις	修理	επιδιορθώση	V	N;NOM;FEM;PL
丹佛	ντένβερ	丹佛	ντένβερ	PROPN	PROPN;NOM;FEM;SG
近海	υπεράκτιες	近海	υπεράκτιος	N	ADJ;NOM;FEM;PL
阿部	έιμπ	阿部	έιμπ	PROPN	N
衰退	ύφεση	衰退	ύφεση	V	N;ACC;FEM;SG
玻利維亞	βολιβία	玻利維亞	βολιβία	PROPN	PROPN;ACC;FEM;SG
墜毀	συντριβή	墜毀	συντριβός	V	N;ACC;FEM;SG
墜毀	κρας	墜毀	κρας	V	N;NEUT;SG
數千	χιλιάδες	數千	χιλιάδα	NUM	NUM;NOM;FEM;PL
排版	διαρρύθμιση	排版	διαρρύθμιση	V	N;NOM;FEM;SG
排版	διάταξη	排版	διάταξη	V	N;ACC;FEM;SG
浸	βουτιά	浸	βουτί	PROPN	N;NOM;FEM;SG
浸	ντιπ	浸	ντιπ	PROPN	
滿洲	μαντζουρία	滿洲	μαντζουρία	PROPN	N;NOM;FEM;SG
及	έγκαιρη	及	έγκαιρος	ADP	ADJ;NOM;FEM;SG
及	επίκαιρη	及	επίκαιρος	ADP	ADJ;NOM;FEM;SG
瀏覽	περιήγηση	瀏覽	περιήγηση	V	N;ACC;FEM;SG
瀏覽	περιήγηση	瀏覽	περιήγηση	V	N;ACC;FEM;SG
瀏覽	θεα	瀏覽	θεα	V	N;NOM;FEM;SG
瀏覽	θέα	瀏覽	θέα	V	N;NOM;FEM;SG
瀏覽	όψη	瀏覽	όψο	V	N;NOM;FEM;SG
瀏覽	προβολή	瀏覽	προβολή	V	N;NOM;FEM;SG
瀏覽	view	瀏覽	view	V	
姊姊	sis	姊姊	sis	N	
哈薩克	καζακστάν	哈薩克	καζακστάν	PROPN	
哈薩克	καζαχστάν	哈薩克	καζαχστάν	PROPN	
關卡	level	關卡	level	N	
黑山	μαυροβούνιο	黑山	μαυροβούνιο	PROPN	PROPN;NOM;NEUT;SG
開心	ευτυχής	開心	ευτυχής	N	ADJ;NOM;MASC;SG
開心	ευτυχισμένη	開心	ευτυχίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
開心	χαρούμενος	開心	χαρούμενος	N	ADJ;NOM;MASC;SG
開心	χαρούμενη	開心	χαρούμενος	N	ADJ;NOM;FEM;SG
開心	ευτυχισμένος	開心	ευτυχισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
畢業	απόφοιτοι	畢業	απόφοιτος	V	N;NOM;MASC;PL
畢業	απόφοιτος	畢業	απόφοιτος	V	ADJ;NOM;MASC;SG
畢業	πτυχιούχος	畢業	πτυχιούχος	V	N;NOM;MASC;SG
骨骼	μπόουνς	骨骼	μπόουνς	N	ADV
骨骼	σκελετικές	骨骼	σκελετικός	N	ADJ;NOM;FEM;PL
孔	παγώνι	孔	παγώνι	PROPN	N;NOM;NEUT;SG
跟	follow	跟	follow	V	
預設	αθέτηση	預設	αθέτηση	V	N;ACC;FEM;SG
預設	προεπιλογή	預設	προεπιλογή	V	N;NOM;FEM;SG
雷霆	κεραυνός	雷霆	κεραυνός	PROPN	N;NOM;MASC;SG
雷霆	κεραυνό	雷霆	κεραυνός	PROPN	NUM;NOM;MASC;SG
變動	μεταβολές	變動	μεταβολή	V	N;NOM;FEM;PL
變動	αλλαγές	變動	αλλαγή	V	N;NOM;FEM;PL
變動	τροποποιήσεις	變動	τροποποίηση	V	N;NOM;FEM;PL
時光	χρονος	時光	χρονος	N	DET;NOM;DEF;MASC;SG
爛	σάπια	爛	σάπια		ADV
爛	σάπιο	爛	σάπιο		ADJ;NOM;NEUT;SG
鞍	σέλα	鞍	σέλα	PROPN	N;NOM;FEM;SG
北極	αρκτική	北極	αρκτικός	PROPN	ADJ;NOM;FEM;SG
北極	αρκτικής	北極	αρκτικός	PROPN	ADJ;GEN;FEM;SG
變換	μεταμορφώσεις	變換	μεταμορφώση	V	N;NOM;FEM;PL
變換	μεταμόρφωση	變換	μεταμόρφωση	V	N;NOM;FEM;SG
變換	μεταμόρφωση	變換	μεταμόρφωση	V	N;NOM;FEM;SG
戈爾	γκορ	戈爾	γκορ	PROPN	
瓦特	watt	瓦特	watt	PROPN	
瓦特	watt	瓦特	watt	PROPN	
瓦特	γουάτς	瓦特	γουάτς	PROPN	
瓦特	watts	瓦特	watts	PROPN	
聊天	chat	聊天	chat	N	
橋	χασιμότο	橋	χάσιμοτος	N	ADV
漂亮	όμορφη	漂亮	όμορφος	N	ADJ;NOM;FEM;SG
與	εντωμεταξύ	與	εντωμεταξύ	ADP	ADV
三	δέλτα	三	δέλτα	NUM	N;NOM;MASC;SG
三	delta	三	delta	NUM	
媒介	media	媒介	media	N	
媒介	μεσαία	媒介	μεσαίος	N	ADV
外星	εξωγήινος	外星	εξωγήινος	N	ADJ;NOM;MASC;SG
外星	αλλοδαπός	外星	αλλοδαπός	N	ADJ;NOM;MASC;SG
外星	εξωγήινοι	外星	εξωγώ	N	ADJ;NOM;MASC;PL
外星	εξωγήινους	外星	εξώγηινος	N	ADJ;NOM;MASC;PL
宮城	μιγιάγκι	宮城	μιγιάγκι	PROPN	
邪惡	σατανικό	邪惡	σατανικός	N	ADJ;NOM;NEUT;SG
邪惡	κακό	邪惡	κακός	N	ADJ;NOM;NEUT;SG
預言	προφητείες	預言	προφητεία	V	N;NOM;FEM;PL
預言	προφητεία	預言	προφητεία	V	N;NOM;FEM;SG
譴責	καταδίκη	譴責	καταδίκη	V	N;ACC;FEM;SG
譴責	επίπληξη	譴責	επίπληξη	V	N;ACC;FEM;SG
石化	πετροχημικών	石化	πετροχημικός	V	ADJ;GEN;NEUT;PL
溫帶	εύκρατες	溫帶	εύκρατος	N	ADJ;NOM;CMPR;FEM;PL
製片	παραγωγός	製片	παραγωγός	V	N;NOM;MASC;SG
廣播	ασύρματος	廣播	άσυρμα	N	ADJ;NOM;MASC;SG
廣播	ράδιο	廣播	ράδιο	N	PROPN;NOM;MASC;SG
合適	κατάλληλα	合適	κατάλληλα	ADJ	ADV
極端	άκρα	極端	άκρα		N;NOM;NEUT;PL
極端	ακραία	極端	ακραίος		ADV
極端	ακραίες	極端	ακραίος		ADJ;NOM;FEM;PL
極端	ακραίο	極端	ακραίο		ADJ;NOM;NEUT;SG
假名	kana	假名	kana	N	
閔	μιν	閔	μιν	PROPN	
閔	min	閔	min	PROPN	
斑點	εντοπίστηκε	斑點	εντοπίζω	N	V;PFV;IND;SG;3;PST;FIN;PASS
斑點	spot	斑點	spot	N	
恨	μισώ	恨	μισώ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
降水	κατακρήμνιση	降水	κατακρήμνιση	V	N;ACC;FEM;SG
