και	وال	και	وَال	CONJ	N;NOM;DEF;SG
μοντέρνα	عصري	μοντέρνα	عصري	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
μοντέρνα	حديثة	μοντέρνα	حَدِيث	N;NOM;FEM;PL	ADJ;NOM;INDF;FEM;SG
μοντέρνα	الحديثة	μοντέρνα	حَدِيث	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
νεολαία	الشباب	νεολαία	شَبّ	N;NOM;FEM;SG	N;NOM;DEF;PL
μπους	بوش	μπου	بُوش		
νεφέλωμα	سديم	νεφέλωμα	سديم	N;NOM;NEUT;SG	
συνεπάγεται	يستتبع	συνεπάγομαι	اِستَتبَع	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
σάρα	ساره	σάρα	ساره	PROPN;NOM;FEM;SG	
σάρα	سارة	σάρα	سَارَة	PROPN;NOM;FEM;SG	
σάρα	سارا	σάρα	سَارَا	PROPN;NOM;FEM;SG	
ανώτερος	كبار	άνω	كَبِير	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;PL
ανώτερος	الاقدم	άνω	أَقدَم	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
επικίνδυνη	خطر	επικίνδυνος	خَطَر	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
υπο	فرعي	υπο	فَرعِيّ	N	ADJ;NOM;INDF;MASC;SG
υπο	الباطن	υπο	بَاطِن	N	ADJ;NOM;DEF;MASC;SG
ανταπόκριση	الاستجابة	ανταπόκριση	اِستِجَابَة	N;ACC;FEM;SG	N;NOM;DEF;SG
ανταπόκριση	الاستجابة	ανταπόκριση	اِستِجَابَة	N;ACC;FEM;SG	N;NOM;DEF;SG
ανταπόκριση	الرد	ανταπόκριση	رَدّ	N;ACC;FEM;SG	N;NOM;DEF;SG
ανταπόκριση	رد	ανταπόκριση	رَدّ	N;ACC;FEM;SG	V;PFV;MASC;SG;3;ACT
ανταπόκριση	استجابة	ανταπόκριση	اِستِجَابَة	N;ACC;FEM;SG	N;NOM;INDF;SG
αμπντούλ	عبد	αμπντούλ	عبد		
ελσίνκι	هلسنكي	ελσίνκι	هِلسِنكِي	PROPN;NOM;NEUT;SG	
σωλήνα	الانابيب	σωλήνα	أُنبُوب	N;NOM;MASC;SG	N;NOM;DEF;PL
εσθονία	استونيا	εσθονία	إِستُونِيَا	PROPN;NOM;FEM;SG	
τυνησία	تونس	τυνησία	تُونِس	PROPN;ACC;FEM;SG	N;NOM;INDF;SG
έμπνευση	الهام	έμπνευση	هَامّ	N;NOM;FEM;SG	
κλιπ	المقاطع	κλιπ	مَقطَع		N;NOM;DEF;PL
κλιπ	مقاطع	κλιπ	مَقطَعَة		N;NOM;INDF;PL
κλιπ	كليب	κλιπ	كليب		N;NOM;INDF;SG
κλιπ	مقطع	κλιπ	مَقطَع		N;NOM;INDF;SG
διοργανώτρια	المخطط	διοργανώτρια	مُخَطَّط	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
αποδόθηκε	يعزى	αποδίδω	أَعزَى	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
αποδόθηκε	عزو	αποδίδω	عَزو	V;PFV;IND;SG;3;PST;FIN;PASS	
αποδόθηκε	نسبت	αποδίδω	نَسَب	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
αρμοδιότητα	الاختصاص	αρμοδιότητα	اِختِصَاص	N;ACC;FEM;SG	N;NOM;DEF;SG
αρμοδιότητα	الاختصاص	αρμοδιότητα	اِختِصَاص	N;ACC;FEM;SG	N;NOM;DEF;SG
αρμοδιότητα	الكفاءة	αρμοδιότητα	كَفَاءَة	N;ACC;FEM;SG	N;NOM;DEF;SG
εμφανής	ظاهر	εμφανής	ظاهر	ADJ;NOM;FEM;SG	
εμφανής	الظاهر	εμφανής	الظاهر	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
δούλεψε	عملت	δουλεύω	عَمِل	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
πρωτοπόρος	رائدا	πρωτοπόρος	رَائِد	ADJ;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
πρωτοπόρος	بايونير	πρωτοπόρος	بايونير	ADJ;NOM;MASC;SG	
πρωτοπόρος	الرائدة	πρωτοπόρος	رَائِدَة	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
πανκ	فاسق	πανκ	فَاسِق		
αυτο	هذا	αυτός	هٰذَا	PRO;NOM;NEUT;SG;3	DET;NOM;MASC;SG
αυτο	هذه	αυτός	هٰذَا	PRO;NOM;NEUT;SG;3	DET;NOM;FEM;SG
λίρες	جنيه	λίρος	جُنَيه	N;NOM;FEM;PL	N;NOM;INDF;SG
μουράτ	مراد	μουράτ	مَرد	N;NOM;MASC;SG	
σκεπτικό	المبررات	σκεπτικός	مُبَرِّر	N;NOM;NEUT;SG	N;NOM;DEF;PL
κεφαλής	راسي	κεφαλής	راسي	N;GEN;FEM;SG	
κεφαλής	راس	κεφαλής	رَأس	N;GEN;FEM;SG	
κεφαλής	الراس	κεφαλής	رَأس	N;GEN;FEM;SG	N;NOM;DEF;SG
ανεβαίνει	ارتفاع	ανεβαίνω	اِرتِفَاع	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
επιτρέψει	السماح	επιτρέπω	سَمَاح	V;PFV;IND;SG;3;FIN;ACT	N;NOM;DEF;SG
επιτρέψει	اسمح	επιτρέπω	أَسمَح	V;PFV;IND;SG;3;FIN;ACT	PRO;NOM;MASC;SG;2
κουβέιτ	kuwa	κουβέιτ	مُثَذِّه		
κουβέιτ	الكويت	κουβέιτ	كُوَيت		N;NOM;DEF;SG
κουβέιτ	كويت	κουβέιτ	كُوَيت		
κουβέιτ	كويتية	κουβέιτ	كُوَيتِيّ		ADJ;NOM;INDF;FEM;SG
κουβέιτ	الكويتي	κουβέιτ	كُوَيتِيّ		ADJ;NOM;DEF;MASC;SG
κουβέιτ	كويتي	κουβέιτ	كُوَيتِيّ		ADJ;NOM;INDF;MASC;SG
άνεμος	الرياح	άνεμος	رِيح	N;NOM;MASC;SG	N;NOM;DEF;PL
άνεμος	ريح	άνεμος	ريح	N;NOM;MASC;SG	
άνεμος	رياح	άνεμος	رِيح	N;NOM;MASC;SG	N;NOM;INDF;PL
ζιμπάμπουε	زيمبابوي	ζιμπάμπω	زِيمبَابوِي	PROPN;NOM;FEM;SG	
ζιμπάμπουε	زمبابوي	ζιμπάμπω	زَمبَابوِي	PROPN;NOM;FEM;SG	
επαναστατικό	الثوري	επαναστατικό	ثَورِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
πιστοί	المؤمنون	πιστός	مُؤَمِّن	ADJ;NOM;MASC;PL	N;NOM;DEF;PL
πιστοί	مخلص	πιστός	مُخَلَّص	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
πιστοί	مخلص	πιστός	مُخَلَّص	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
πιστοί	مخلصة	πιστός	مخلصة	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
ρολόι	شاهد	ρολός	شَاهَد	N;NOM;NEUT;SG	
ρολόι	راقب	ρολός	رَاقِب	N;NOM;NEUT;SG	
γραφικά	تصويري	γραφικά	تصويري	ADV	
γραφικά	رسومات	γραφικά	رَسم	ADV	N;NOM;INDF;PL
γραφικά	الرسومات	γραφικά	رَسمَة	ADV	N;NOM;DEF;PL
διάλογο	حوار	διάλογος	حِوَار	N;ACC;MASC;SG	N;NOM;INDF;SG
διάλογο	الحوار	διάλογος	حِوَار	N;ACC;MASC;SG	N;NOM;DEF;SG
απόβαση	الانزال	απόβαση	إِنزَال	N;ACC;FEM;SG	N;NOM;DEF;SG
διανομής	توزيع	διανομή	تَوزِيع	N;GEN;FEM;SG	N;NOM;INDF;SG
διανομής	التوزيع	διανομή	تَوزِيع	N;GEN;FEM;SG	N;NOM;DEF;SG
ριμπάουντ	انتعاش	ριμπάουντ	اِنتِعَاش		N;NOM;INDF;SG
εκδότη	الناشر	εκδότης	نَاشِر	N;VOC;MASC;SG	N;NOM;DEF;SG
εκδότη	محرر	εκδότης	محرر	N;VOC;MASC;SG	N;NOM;INDF;SG
εκδότη	محررة	εκδότης	محررة	N;VOC;MASC;SG	ADJ;NOM;INDF;FEM;SG
εκδότη	المحرر	εκδότης	مُحَرَّر	N;VOC;MASC;SG	N;NOM;DEF;SG
μαγνητική	المغناطيسية	μαγνητικός	مَغطَاطِيسِيَّة	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
δημοτικότητα	شعبية	δημοτικότητα	شَعبِيَّة	N;ACC;FEM;SG	N;NOM;INDF;SG
δημοτικότητα	الشعبية	δημοτικότητα	شَعبِيّ	N;ACC;FEM;SG	ADJ;NOM;DEF;FEM;SG
ελαφρύ	خفيف	ελαφρύ	خفيف	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ελαφρύ	فاتح	ελαφρύ	فاتح	N;NOM;NEUT;SG	
ελαφρύ	نور	ελαφρύ	نور	N;NOM;NEUT;SG	
πράσινη	اخضر	πράσινος	أَخضَر	ADJ;NOM;FEM;SG	
πράσινη	خضراء	πράσινος	خَضِير	ADJ;NOM;FEM;SG	
πράσινη	خضر	πράσινος	خضر	ADJ;NOM;FEM;SG	
πράσινη	الاخضر	πράσινος	الاخضر	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
μπλουζ	البلوز	μπλουζ	بَلوَز		
γιαγιά	جدتي	γιαγιά	جِدَة	N;NOM;FEM;SG	
γκάρι	غاري	γκάρι	غاري		
γκάρι	قاري	γκάρι	قاري		ADJ;NOM;INDF;MASC;SG
γκάρι	جاري	γκάρι	جاري		
μουσολίνι	موسوليني	μουσολίνι	موسوليني	N;NOM;MASC;SG	
γλυπτό	نحت	γλυπτό	نَحَا	N;NOM;NEUT;SG	V;PFV;FEM;SG;3;ACT
ερευνητής	باحثة	ερευνητής	بَاحِث	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
γραμμένα	كتب	γραμμένος	كَتَب	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
γραμμένα	مكتوب	γραμμένος	مَكتُوب	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	
γραμμένα	خطية	γραμμένος	خَطِّيّ	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
γραμμένα	مكتوبة	γραμμένος	مَكتُوب	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
τουρισμός	للسياحة	τουρισμός	للسياحة	N;NOM;MASC;SG	N;GEN;DEF;SG
τακτικές	الاساليب	τακτικός	أُسلُوب	ADJ;NOM;FEM;PL	N;NOM;DEF;PL
τακτικές	التكتيكات	τακτικός	تَكتِيك	ADJ;NOM;FEM;PL	N;NOM;DEF;PL
ιδιοκτήτη	صاحب	ιδιοκτήτης	صَاحِب	N;ACC;MASC;SG	N;NOM;INDF;SG
ιδιοκτήτη	مالك	ιδιοκτήτης	مَالِك	N;ACC;MASC;SG	
ιδιοκτήτη	المالك	ιδιοκτήτης	مَالِك	N;ACC;MASC;SG	N;NOM;DEF;SG
όροφο	ارضية	όροφος	أَرضِيّ	N;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
όροφο	طابق	όροφος	طَابِق	N;ACC;MASC;SG	N;NOM;INDF;SG
όροφο	الارضية	όροφος	أَرضِيّ	N;ACC;MASC;SG	
όροφο	الطابق	όροφος	طَابِق	N;ACC;MASC;SG	N;NOM;DEF;SG
μεταφράζεται	يترجم	μεταφράζω	تَرَجَّم	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
αίσθημα	اشعر	αίσθημα	أَشعَر	N;NOM;NEUT;SG	
σάντος	سانتوس	σάντος	سانتوس		
ήχους	اصوات	ήχος	صَوت	N;ACC;MASC;PL	N;NOM;INDF;PL
ήχους	يبدو	ήχος	بَدَا	N;ACC;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
κατασκευασμένο	المصنعة	κατασκευασμένος	مُصَنَّع	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;SG
συνομιλίες	الاحاديث	συνομιλία	حَدِيث	N;NOM;FEM;PL	
υπέβαλε	مقدم	υποβάλλω	مُقَدَّم	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
υπέβαλε	المقدم	υποβάλλω	مُقَدَّم	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;DEF;SG
χειρότερη	اسوء	κακός	أَسوَء	ADJ;NOM;CMPR;FEM;SG	
χάλυβα	ستيل	χάλυβα	سَتِيل	N	
χιλιόμετρο	كيلومتر	χιλιόμετρο	كيلومتر	N;NOM;NEUT;SG	
μεταλλικό	المعدن	μεταλλικός	مَعدِن	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
μεταλλικό	معادن	μεταλλικός	مَعدِن	ADJ;NOM;NEUT;SG	N;NOM;INDF;PL
μεταλλικό	معدن	μεταλλικός	مَعدِن	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
μεταλλικό	المعادن	μεταλλικός	مَعدِن	ADJ;NOM;NEUT;SG	N;NOM;DEF;PL
νταν	دان	νταν	دان		
νταν	دن	νταν	دَن		
αρχηγία	القيادات	αρχηγία	قِيَادَة	N;ACC;FEM;SG	N;NOM;DEF;PL
αρχηγία	الزعامة	αρχηγία	زَعَامَة	N;ACC;FEM;SG	N;NOM;DEF;SG
αρχηγία	قيادة	αρχηγία	قِيَادَة	N;ACC;FEM;SG	N;NOM;INDF;SG
αρχηγία	القيادة	αρχηγία	قِيَادَة	N;ACC;FEM;SG	N;NOM;DEF;SG
εισέρχεται	يدخل	εισέρχομαι	دَخَل	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
λούκας	لوكاس	λούκα	لوكاس	PROPN;NOM;MASC;SG	
κινήθηκε	انتقلت	κινώ	اِنتَقَل	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
κινήθηκε	تحركت	κινώ	تَحَرَّك	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
ισχυρός	قوى	ισχυρός	قُوَّة	ADJ;NOM;MASC;SG	N;NOM;INDF;PL
ιόντα	ايون	ιόντα	إِين	N;NOM;NEUT;PL	
συνέχιση	استمرار	συνέχιση	اِستِمرَار	N;ACC;FEM;SG	N;NOM;INDF;SG
συνέχιση	المواصلة	συνέχιση	مُوَاصَلَة	N;ACC;FEM;SG	N;NOM;DEF;SG
συνέχιση	مواصلة	συνέχιση	مُوَاصَلَة	N;ACC;FEM;SG	N;NOM;INDF;SG
συνέχιση	مستمرة	συνέχιση	مُستَمِرّ	N;ACC;FEM;SG	ADJ;NOM;INDF;FEM;SG
συνέχιση	مستمر	συνέχιση	مُستَمِرّ	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
συνέχιση	مواصلة	συνέχιση	مُوَاصَلَة	N;ACC;FEM;SG	N;NOM;INDF;SG
συνέχιση	الاستمرار	συνέχιση	اِستِمرَار	N;ACC;FEM;SG	N;NOM;DEF;SG
συνέχιση	تواصل	συνέχιση	تَوَاصُل	N;ACC;FEM;SG	N;NOM;INDF;SG
διώξεις	اضطهاد	δίωξη	اِضطِهَاد	N;NOM;FEM;PL	N;NOM;INDF;SG
διώξεις	الاضطهاد	δίωξη	اِضطِهَاد	N;NOM;FEM;PL	N;NOM;DEF;SG
άκρες	الحواف	άκρα	الحواف	N;NOM;FEM;PL	N;NOM;DEF;SG
σωματική	بدني	σωματικός	بدني	ADJ;NOM;FEM;SG	
εοκ	e	εοκ	هُوَ	N	
κρίστοφερ	كرستوفر	κρίστοφερ	كرستوفر	PROPN;NOM;MASC;SG	
κρίστοφερ	كريستوفر	κρίστοφερ	كرِيستُوفِر	PROPN;NOM;MASC;SG	
εφεύρεση	الاختراع	εφεύρεση	اِختِرَاع	N;ACC;FEM;SG	N;NOM;DEF;SG
εφεύρεση	اختراع	εφεύρεση	اِختِرَاع	N;ACC;FEM;SG	N;NOM;INDF;SG
σφραγίδα	ختم	σφραγίδα	خَتَم	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
σφραγίδα	ختم	σφραγίδα	خَتَم	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
σφραγίδα	فقمة	σφραγίδα	فِقمَة	N;NOM;FEM;SG	
αξιοσημείωτα	ملحوظ	αξιοσημείωτος	مَلحُوظ	ADV	ADJ;NOM;INDF;MASC;SG
προσθήκες	الاضافات	προσθήκη	إِضَافَة	ADJ;NOM;FEM;PL	N;NOM;DEF;PL
προσθήκες	اضافات	προσθήκη	إِضَافَة	ADJ;NOM;FEM;PL	N;NOM;INDF;PL
προσθήκες	يضيف	προσθήκη	أَضَاف	ADJ;NOM;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
συμπεριλαμβάνεται	شملت	συμπεριλαμβάνω	شَمَل	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;3;ACT
συμπεριλαμβάνεται	المدرجة	συμπεριλαμβάνω	مَدرَجَة	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;DEF;SG
συμπεριλαμβάνεται	شمل	συμπεριλαμβάνω	شَمِل	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
συμπεριλαμβάνεται	مدرج	συμπεριλαμβάνω	مُدَرِّج	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;SG
ολοκληρωμένη	متكاملة	ολοκληρώνω	مُتَكَامِل	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
ολοκληρωμένη	متكامل	ολοκληρώνω	مُتَكَامِل	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
επιτίθεται	تهاجم	επιτίθεμαι	تَهَاجُم	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
επιτίθεται	مهاجمة	επιτίθεμαι	مُهَاجَمَة	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;SG
επιτίθεται	يهاجم	επιτίθεμαι	هَاجَم	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
πετρέλαιο	بترول	πετρέλαιο	بِترُول	N;NOM;NEUT;SG	
πετρέλαιο	بترول	πετρέλαιο	بِترُول	N;NOM;NEUT;SG	
τουριστικό	سائح	τουριστικός	سَائِح	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
αυτόματη	اوتو	αυτόματος	أُوتُو	ADJ;NOM;FEM;SG	
αυτόματη	اليا	αυτόματος	إِلَى	ADJ;NOM;FEM;SG	
αυτόματη	تلقائي	αυτόματος	تلقائي	ADJ;NOM;FEM;SG	
αυτόματη	تلقائيا	αυτόματος	تِلقَائِيّ	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
χωροφυλακής	الدرك	χωροφυλακή	دَرِكَة	N;GEN;FEM;SG	N;NOM;DEF;SG
ολοκληρώθηκαν	اكتمل	ολοκληρώνω	اِكتَمَل	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
ολοκληρώθηκαν	اكملت	ολοκληρώνω	أَكمَل	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
ολοκληρώθηκαν	اكتملت	ολοκληρώνω	اِكتَمَل	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
επικοινωνιών	الاتصالات	επικοινωνία	اِتِّصَال	N;GEN;FEM;PL	N;NOM;DEF;PL
επικοινωνιών	البلاغات	επικοινωνία	بَلَاغَة	N;GEN;FEM;PL	N;NOM;DEF;PL
ανωτέρω	اعلاه	ανωτέρω	إِعلَاه	ADV	
αβίβ	ابيب	αβίβ	أَبِيب		
πυριτίου	السيليكون	πύριτιος	السيليكون	N;GEN;NEUT;SG	
πορτραίτο	بورتريه	πορτρέχω	بُورترِيه	N;NOM;NEUT;SG	
τόνοι	طن	τόνος	طُنّ	N;NOM;MASC;PL	N;NOM;INDF;SG
τόνοι	طنا	τόνος	طُنّ	N;NOM;MASC;PL	N;ACC;INDF;SG
σολομώντα	سليمان	σολομώ	سليمان	N;GEN;FEM;PL	
πάγο	ثلج	πάγος	ثُلج	ADV	
πάγο	الجليد	πάγος	جَلِيد	ADV	
πάγο	الثلج	πάγος	ثَلج	ADV	N;NOM;DEF;SG
πάγο	جليد	πάγος	جليد	ADV	ADJ;NOM;INDF;MASC;SG
απορρίφθηκε	مرفوضة	απορρίπτω	مَرفُوض	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;FEM;SG
απορρίφθηκε	رفض	απορρίπτω	رَفَض	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
ινδικό	الهندية	ινδικός	الهندية	ADJ;NOM;NEUT;SG	
λεονάρντο	ليوناردو	λεονάρντος	ليوناردو		
απομόνωση	عزلة	απομόνωση	عُزلَة	N;ACC;FEM;SG	N;NOM;INDF;SG
απομόνωση	العزل	απομόνωση	عَزل	N;ACC;FEM;SG	N;NOM;DEF;SG
απομόνωση	العزلة	απομόνωση	عُزلَة	N;ACC;FEM;SG	N;NOM;DEF;SG
κάλιο	البوتاسيوم	κάλιος	البوتاسيوم	N;NOM;NEUT;SG	
ενεργή	النشطة	ενεργή	نَشَاط	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
ενδιάμεσα	وسيطة	ενδιάμεσα	وَسِيطَة	ADV	ADJ;NOM;INDF;FEM;SG
μάρτυρας	شهيدا	μάρτυρας	شَهِيد	N;NOM;MASC;SG	N;ACC;INDF;SG
μάρτυρας	الشهيد	μάρτυρας	شَهِيد	N;NOM;MASC;SG	
μάρτυρας	شاهد	μάρτυρας	شَاهَد	N;NOM;MASC;SG	
μάρτυρας	شاهدة	μάρτυρας	شَاهِدَة	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
καλύπτονται	غطى	καλύπτω	غَطَّى	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
καλύπτονται	غطيت	καλύπτω	غطيت	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;FEM;SG;3;PASS
καλύπτονται	مغطاة	καλύπτω	مُغَطَّا	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NOM;INDF;FEM;SG
καλύπτονται	مغطى	καλύπτω	مَغطَى	V;IPFV;IND;PL;3;PRS;FIN;PASS	
τσαντ	تشاد	τσαντ	تشَاد		
τσαντ	شاد	τσαντ	شَادّ		
συντριβή	تحطم	συντριβός	تَحَطُّم	N;ACC;FEM;SG	N;NOM;INDF;SG
συντριβή	كراش	συντριβός	كراش	N;ACC;FEM;SG	
ντόναλντ	دونالد	ντόναλντ	دُونَالد	PROPN;NOM;MASC;SG	
καραϊβικής	الكاريبي	καραϊβικός	الكاريبي	ADJ;GEN;FEM;SG	
διαφωνώ	نختلف	διαφωνώ	نختلف	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;MASC;IND;PL;1;FIN;ACT
εναλλακτικές	البدائل	εναλλακτικός	بَدِيل	ADJ;NOM;FEM;PL	N;NOM;DEF;PL
εναλλακτικές	بدائل	εναλλακτικός	بَدِيل	ADJ;NOM;FEM;PL	N;NOM;INDF;PL
ρομπότ	الروبوتات	ρομπότ	رُوبُوت	N;NOM;NEUT;SG	N;NOM;DEF;PL
ρομπότ	روبوت	ρομπότ	رُوبُوت	N;NOM;NEUT;SG	
υπεροχή	التفوق	υπεροχή	تَفَوُّق	N;ACC;FEM;SG	N;NOM;DEF;SG
υπεροχή	هيمنة	υπεροχή	هَيمَنَة	N;ACC;FEM;SG	N;NOM;INDF;SG
υπεροχή	الهيمنة	υπεροχή	هَيمَنَة	N;ACC;FEM;SG	N;NOM;DEF;SG
πληρεξούσιος	مفوضة	πληρεξούσιος	مفوضة	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
πληρεξούσιος	وكيل	πληρεξούσιος	وَكِيل	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
πληρεξούσιος	الوكيل	πληρεξούσιος	وَكِيل	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
αξιωματούχος	رسمي	αξιωματούχος	رَسمِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
αξιωματούχος	الرسمي	αξιωματούχος	رَسمِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
αξιωματούχος	رسمية	αξιωματούχος	رَسمِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
οξείδιο	اكسيد	οξείδιο	اكسيد	N;NOM;NEUT;SG	
κήπους	جنات	κήπος	جِنَة	N;ACC;MASC;PL	
κήπους	حدائق	κήπος	حَدِيقَة	N;ACC;MASC;PL	N;NOM;INDF;PL
κήπους	الحدائق	κήπος	حَدِيقَة	N;ACC;MASC;PL	N;NOM;DEF;PL
αναμνήσεις	الذكريات	ανάμνηση	ذُكرِيّ	N;NOM;FEM;PL	
αναμνήσεις	ذكري	ανάμνηση	ذُكرِيّ	N;NOM;FEM;PL	
αναμνήσεις	ذكريات	ανάμνηση	ذكريات	N;NOM;FEM;PL	ADJ;NOM;INDF;FEM;PL
τυνησίας	تونس	τυνησία	تُونِس	N;GEN;FEM;SG	N;NOM;INDF;SG
τυνησίας	التونسية	τυνησία	تُونِسِيّ	N;GEN;FEM;SG	ADJ;NOM;DEF;FEM;SG
τυνησίας	تونس	τυνησία	تُونِس	N;GEN;FEM;SG	N;NOM;INDF;SG
τυνησίας	التونسي	τυνησία	تُونِسِيّ	N;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
υεμένη	اليمن	Υεμένη	يَمَن	PROPN;NOM;FEM;SG	N;NOM;DEF;SG
ρικ	ريك	ρικ	ريك		
γεμάτο	محمل	γεμάτος	مَحمَل	NUM;NOM;NEUT;SG	N;NOM;INDF;SG
γεμάτο	محملة	γεμάτος	مُحَمَّل	NUM;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
γεμάτο	ملا	γεμάτος	مَلَا	NUM;NOM;NEUT;SG	
μάνατζερ	المدير	μάνατζερ	مُدِير	N;NOM;NEUT;PL	N;NOM;DEF;SG
μάνατζερ	مدير	μάνατζερ	مُدِير	N;NOM;NEUT;PL	N;NOM;INDF;SG
φορντ	فورد	φορντ	فُورد		
αφαιρέθηκε	ازال	αφαιρώ	أَزَال	V;PFV;IND;SG;3;PST;FIN;PASS	
σπάνιες	النادر	σπάνιος	نَادِر	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
σπάνιες	نادر	σπάνιος	نَادِر	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
σπάνιες	نادرة	σπάνιος	نَادِر	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;FEM;SG
χάθηκε	خسرت	χάνω	خَسِر	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
χάθηκε	خسر	χάνω	خَسِر	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
