категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
визначені	määritelty	визначений	määritellä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
хати	house	хата	house	N;INAN;NOM;FEM;PL	N;NOM;SG
хати	talo	хата	talo	N;INAN;NOM;FEM;PL	N;NOM;SG
хати	talon	хата	talo	N;INAN;NOM;FEM;PL	N;GEN;SG
будівельні	rakennuksessa	будівельний	rakennus	ADJ;NOM;PL	N;IN+ESS;SG
будівельні	rakentaminen	будівельний	rakentaminen	ADJ;NOM;PL	N;NOM;SG
будівельні	rakennus	будівельний	rakennus	ADJ;NOM;PL	N;NOM;SG
будівельні	rakennuksen	будівельний	rakennus	ADJ;NOM;PL	N;GEN;SG
найстаріших	vanhin	найстаріший	vanha	ADJ;GEN;RL;PL	ADJ;NOM;RL;SG
найстаріших	vanhimmat	найстаріший	vanha	ADJ;GEN;RL;PL	ADJ;NOM;CMPR;PL
вираз	ilmaisua	вираз	ilmaisu	N;INAN;NOM;MASC;SG	N;PRT;SG
рідкісні	harvinainen	рідкісний	harvinainen	ADJ;NOM;PL	ADJ;NOM;SG
бійці	hävittäjiä	бійка	hävittäjä	N;ANIM;NOM;MASC;PL	N;PRT;PL
бійці	taistelijoita	бійка	taistelija	N;ANIM;NOM;MASC;PL	N;PRT;PL
синтез	fuusion	синтез	fuusio	N;INAN;NOM;MASC;SG	N;GEN;SG
уроки	oppitunteja	урок	oppi#tunti	N;INAN;NOM;MASC;PL	N;PRT;PL
хокей	jääkiekkoa	хокей	jää#kiekko	N;INAN;NOM;MASC;SG	N;PRT;SG
квітка	kukkaa	квітка	kukka	N;INAN;NOM;FEM;SG	N;PRT;SG
дзеркало	peiliä	дзеркало	peili	N;INAN;NOM;NEUT;SG	N;PRT;SG
дієго	diego	діяти	diego	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
кіт	kit	кіт	kit	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
кіт	kissaa	кіт	kissaa	N;ANIM;NOM;MASC;SG	N;PRT;SG
кіт	kissan	кіт	kissa	N;ANIM;NOM;MASC;SG	N;GEN;SG
сайтів	sivustot	сайт	sivusto	N;INAN;GEN;MASC;PL	N;NOM;PL
сайтів	sivustoja	сайт	sivusto	N;INAN;GEN;MASC;PL	N;PRT;PL
складності	vaikeuksia	складність	vaikeus	N;INAN;GEN;FEM;SG	N;PRT;PL
складності	vaikeudet	складність	vaikeus	N;INAN;GEN;FEM;SG	N;NOM;PL
складності	vaikeus	складність	vaikeus	N;INAN;GEN;FEM;SG	N;NOM;SG
австрійська	itävalta	австрійський	itä#valta	ADJ;NOM;FEM;SG	N;NOM;SG
австрійська	itävallan	австрійський	itä#valta	ADJ;NOM;FEM;SG	N;GEN;SG
говорив	puhuivat	говорити	puhua	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN;ACT
боб	bob	боб	bob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
траси	jäljittää	траси	jäljittää	N;INAN;NOM;FEM;PL	V;SG;NFIN;ACT
метра	lantio	метр	lantio	ADV	N;NOM;SG
лабораторія	laboratorion	лабораторія	laboratorio	N;INAN;NOM;FEM;SG	N;GEN;SG
критерій	kriteerin	критерій	kriteeri	N;INAN;NOM;MASC;SG	N;GEN;SG
критерій	perusteet	критерій	peruste	N;INAN;NOM;MASC;SG	N;NOM;PL
критерій	kriteerit	критерій	kriteeri	N;INAN;NOM;MASC;SG	N;NOM;PL
задача	ongelmia	задача	ongelma	N;INAN;NOM;FEM;SG	N;PRT;PL
камера	kammion	камера	kammio	N;INAN;NOM;FEM;SG	N;GEN;SG
камера	kameran	камера	kamera	N;INAN;NOM;FEM;SG	N;GEN;SG
ленінград	leningradin	ленінград	leningradi	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
чоловічий	mies	чоловічий	mies	ADJ;NOM;MASC;SG	N;NOM;SG
чоловічий	uros	чоловічий	uros	ADJ;NOM;MASC;SG	N;NOM;SG
організований	järjestäytyneen	організований	järjestäytynyt	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;GEN;SG;V.PTCP;ACT
організований	järjestäytynyt	організований	järjestäytyä	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
організований	järjestetty	організований	järjestää	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
весна	kevättä	весна	kevät	N;INAN;NOM;FEM;SG	N;PRT;SG
весна	kevään	весна	kevät	N;INAN;NOM;FEM;SG	N;GEN;SG
вручну	käyttöohje	вручну	käyttö#ohje	ADV	N;NOM;SG
вручну	käsikirjan	вручну	käsi#kirja	ADV	N;GEN;SG
вручну	käsikirja	вручну	käsi#kirja	ADV	N;NOM;SG
вручну	manuaalinen	вручну	manuaalinen	ADV	ADJ;NOM;SG
вручну	käsin	вручну	käsi	ADV	N;INS;PL
бостон	bostonista	бостон	bostoni		ADJ;IN+ABL;SG
бостон	boston	бостон	boston		
бостон	bostonin	бостон	boston		N;GEN;SG
бостон	bostoniin	бостон	boston		N;IN+ALL;SG
бостон	bostonissa	бостон	boston		N;IN+ESS;SG
падає	putoaminen	падати	putoaminen	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
спільні	jakanut	спільний	jakaa	ADJ;NOM;PL	V;NOM;SG;V.PTCP;ACT
спільні	jakoi	спільний	jakaa	ADJ;NOM;PL	V;IND;SG;3;PST;FIN;ACT
спільні	jaettu	спільний	jakaa	ADJ;NOM;PL	V;NOM;SG;V.PTCP;PASS
спільні	jaetut	спільний	jakaa	ADJ;NOM;PL	V;NOM;PL;V.PTCP;PASS
менеджер	managerin	менеджер	manageri	N;ANIM;NOM;MASC;SG	N;GEN;SG
карлос	carlos	карлос	carlos	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
нігерії	nigerian	нігерія	nigeria	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
нігерії	nigeriassa	нігерія	nigeria	PROPN;INAN;NOM;FEM;SG	N;IN+ESS;SG
університети	yliopistoja	університети	yli#opisto	N;INAN;NOM;MASC;PL	N;PRT;PL
університети	yliopistojen	університети	yli#opisto	N;INAN;NOM;MASC;PL	N;GEN;PL
марса	marsa	марса	marsa	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
втекти	pakene	втекти	paeta	V;PFV;NFIN	N;NOM;PL
втекти	pako	втекти	pako	V;PFV;NFIN	N;NOM;SG
конституційного	perustuslaillinen	конституційний	perustuslaillinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
опитування	selvitykset	опитування	selvitys	N;INAN;NOM;NEUT;SG	N;NOM;PL
опитування	tutkimusten	опитування	tutkimus	N;INAN;NOM;NEUT;SG	N;GEN;PL
опитування	kyselyt	опитування	kysely	N;INAN;NOM;NEUT;SG	N;NOM;PL
опитування	tutkimuksen	опитування	tutkimus	N;INAN;NOM;NEUT;SG	N;GEN;SG
опитування	kyselyn	опитування	kysely	N;INAN;NOM;NEUT;SG	N;GEN;SG
принципі	altis	принцип	altis	ADV	ADJ;NOM;SG
принципі	alttiita	принцип	altis	ADV	ADJ;PRT;PL
анастасія	anastasia	анастасія	anastanen	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
організм	organismin	організм	organismi	N;INAN;NOM;MASC;SG	N;GEN;SG
готелі	hotellia	готель	hotelli	N;INAN;NOM;MASC;PL	N;PRT;SG
попередньо	pre	попередньо	pre	ADV	N;NOM;SG
сухий	kuivaa	сухий	kuiva	ADJ;NOM;MASC;SG	ADJ;PRT;SG
сухий	kuivat	сухий	kuiva	ADJ;NOM;MASC;SG	ADJ;NOM;PL
далекого	etäinen	далекий	etäinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
далекого	kaukainen	далекий	kaukainen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
відхилення	poikkeamat	відхилення	poiketa	N;INAN;NOM;NEUT;SG	V;NOM;PL;V.PTCP;ACT
огайо	ohio	огайо	ohio	PROPN;INAN;NOM;MASC;SG	
огайо	ohion	огайо	ohio	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
скло	lasia	скло	lasi	N;INAN;NOM;NEUT;SG	N;PRT;SG
скло	lasin	скло	lasi	N;INAN;NOM;NEUT;SG	N;GEN;SG
скло	lasista	скло	lasi	N;INAN;NOM;NEUT;SG	N;IN+ABL;PL
скло	lasinen	скло	lasinen	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
скло	tuulilasin	скло	tuulilasi	N;INAN;NOM;NEUT;SG	N;GEN;SG
аргументів	perustelut	аргумент	perustelu	N;INAN;GEN;MASC;PL	N;NOM;PL
аргументів	väitteet	аргумент	väite	N;INAN;GEN;MASC;PL	N;NOM;PL
прийняті	hyväksytty	прийнятий	hyväksyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
прийняті	hyväksyttiin	прийнятий	hyväksyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;PST;FIN;PASS
прийняті	hyväksytyt	прийнятий	hyväksyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
прийняті	hyväksytään	прийнятий	hyväksyä	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;PRS;FIN;PASS
величезні	valtava	величезний	valtava	ADJ;NOM;PL	ADJ;NOM;SG
зазначив	lueteltujen	зазначити	luetella	V;PFV;MASC;IND;SG;PST;FIN	V;GEN;PL;V.PTCP;PASS
зазначив	luetellut	зазначити	luetella	V;PFV;MASC;IND;SG;PST;FIN	V;NOM;PL;V.PTCP;PASS
матриці	matriisien	матрика	matriisi	N;INAN;NOM;FEM;PL	N;GEN;PL
матриці	matriisi	матрика	matriisi	N;INAN;NOM;FEM;PL	N;NOM;SG
гіпотеза	arvailua	гіпотеза	arvailu	N;INAN;NOM;FEM;SG	N;PRT;SG
клод	claude	клод	claude		PROPN;NOM;SG
закликав	kehottaa	закликати	kehottaa	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PRS;FIN;ACT
необхідний	tarvita	необхідний	tarvita	ADJ;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
необхідний	tarvittiin	необхідний	tarvita	ADJ;NOM;MASC;SG	V;IND;PST;FIN;PASS
необхідний	tarvitaan	необхідний	tarvita	ADJ;NOM;MASC;SG	V;IND;PRS;FIN;PASS
необхідний	tarvittu	необхідний	tarvita	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
необхідний	edellytetään	необхідний	edellyttää	ADJ;NOM;MASC;SG	V;IND;PRS;FIN;PASS
необхідний	vaadittu	необхідний	vaatia	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
необхідний	vaaditaan	необхідний	vaatia	ADJ;NOM;MASC;SG	V;IND;PRS;FIN;PASS
необхідний	paljaat	необхідний	paljas	ADJ;NOM;MASC;SG	ADJ;NOM;PL
необхідний	välttämätöntä	необхідний	välttämätön	ADJ;NOM;MASC;SG	ADJ;PRT;SG
препарати	huume	препарати	huume	N;INAN;NOM;MASC;PL	N;NOM;SG
препарати	huumeiden	препарати	huume	N;INAN;NOM;MASC;PL	N;GEN;PL
препарати	lääke	препарати	lääke	N;INAN;NOM;MASC;PL	N;NOM;SG
зменшити	lasku	зменшити	lasku	V;PFV;NFIN	N;NOM;SG
зменшити	väheneminen	зменшити	väheneminen	V;PFV;NFIN	N;NOM;SG
зменшити	psykiatri	зменшити	psykiatri	V;PFV;NFIN	N;NOM;SG
сортів	lajikkeet	сорт	lajike	N;INAN;GEN;MASC;PL	N;NOM;PL
прямі	suoraan	прямий	suoraan	ADJ;NOM;PL	ADV
прямі	hetero	прямий	hetero	ADJ;NOM;PL	N;NOM;SG
прямі	suora	прямий	suora	ADJ;NOM;PL	ADJ;NOM;SG
прямі	suoraan	прямий	suoraan	ADJ;NOM;PL	ADV
прямі	suoraa	прямий	suora	ADJ;NOM;PL	ADJ;PRT;SG
прямі	suora	прямий	suora	ADJ;NOM;PL	ADJ;NOM;SG
прямі	direct	прямий	direct	ADJ;NOM;PL	N;NOM;SG
аравії	arabia	аравія	arabi	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
аравії	arabian	аравія	arabia	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
сара	sarah	сара	sara	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
сара	saralla	сара	sarka	PROPN;ANIM;NOM;FEM;SG	N;AT+ESS
;SG
сара	sara	сара	sara	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
сара	saran	сара	saran	PROPN;ANIM;NOM;FEM;SG	N;GEN;SG
живий	hengissä	живий	henki	ADJ;NOM;MASC;SG	N;IN+ESS;PL
живий	elävänä	живий	elävä	ADJ;NOM;MASC;SG	V;FRML;SG;V.PTCP;ACT
живий	elossa	живий	elossa	ADJ;NOM;MASC;SG	ADV
нба	nba	нба	nba	N;INAN;NOM;MASC;PL	N;NOM;SG
плати	plata	плата	plata	N;INAN;NOM;FEM;PL	
патрік	patrick	патрік	patrick	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
патрік	patrik	патрік	patrikku	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
патрік	patrik	патрік	patrikku	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
наступне	seuraavaksi	наступний	seuraavaksi	ADJ;NOM;NEUT;SG	ADV
джузеппе	giuseppe	джузеппе	giusippe	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
найвищий	korkeimman	найвищий	korkea	ADJ;NOM;CMPR;MASC;SG	ADJ;GEN;RL;SG
найвищий	korkeimmat	найвищий	korkea	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;PL
найвищий	korkein	найвищий	korkea	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;SG
найвищий	pisin	найвищий	pisin	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;SG
сервер	palvelimen	сервер	palvelin	N;INAN;NOM;MASC;SG	N;GEN;SG
тенденції	suuntauksia	тенденція	suuntaus	N;INAN;NOM;FEM;PL	N;PRT;PL
тенденції	ajankohtaista	тенденція	ajan#kohtainen	N;INAN;NOM;FEM;PL	ADJ;PRT;SG
виріс	aikuinen	виріс	aikuinen	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;SG
дівчата	tyttöjä	дівчина	tyttö	N;ANIM;NOM;FEM;PL	N;PRT;PL
дівчата	girls	дівчина	girls	N;ANIM;NOM;FEM;PL	
паливо	polttoaineen	паливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;GEN;SG
паливо	polttoaineet	паливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;NOM;PL
паливо	polttoainetta	паливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;PRT;SG
побудували	rakensi	побудувати	rakentaa	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
побудували	rakennettu	побудувати	rakentaa	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;PASS
кон	cohn	кон	cohn		N;NOM;SG
кон	con	кон	con		INTJ
молоко	maidon	молоко	maito	N;INAN;NOM;NEUT;SG	N;GEN;SG
молоко	maitoa	молоко	maito	N;INAN;NOM;NEUT;SG	N;PRT;SG
спів	laulaa	спіти	laulaa	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
спів	laulavat	спіти	laulaa	N;INAN;NOM;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
спів	laulua	спіти	laulu	N;INAN;NOM;MASC;SG	N;PRT;SG
багатий	rikkaita	багатий	rikas	ADJ;NOM;MASC;SG	ADJ;PRT;PL
багатий	rikkaat	багатий	rikas	ADJ;NOM;MASC;SG	ADJ;NOM;PL
багатий	rich	багатий	rich	ADJ;NOM;MASC;SG	PROPN;NOM;SG
офіційне	virkamies	офіційний	virka#mies	ADJ;NOM;NEUT;SG	N;NOM;SG
офіційне	viralliset	офіційний	virallinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
водоспад	kaatuu	водоспад	kaatua	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
водоспад	putoaa	водоспад	pudota	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
водоспад	falls	водоспад	falls	N;INAN;NOM;MASC;SG	
етапів	vaiheita	етап	vaihe	N;INAN;GEN;MASC;PL	N;PRT;PL
етапів	vaiheet	етап	vaihe	N;INAN;GEN;MASC;PL	N;NOM;PL
екологічної	ekologinen	екологічний	ekologinen	ADJ;GEN;FEM;SG	ADJ;NOM;SG
екологічної	ekologiset	екологічний	ekologinen	ADJ;GEN;FEM;SG	ADJ;NOM;PL
собак	koirat	собака	koira	N;ANIM;ACC;MASC;PL	N;NOM;PL
собак	koiria	собака	koira	N;ANIM;ACC;MASC;PL	N;PRT;PL
акули	hai	акула	hai	N;ANIM;NOM;FEM;PL	N;NOM;SG
акули	haita	акула	haita	N;ANIM;NOM;FEM;PL	N;PRT;SG
акули	hain	акула	hain	N;ANIM;NOM;FEM;PL	V;IND;SG;1;PST;FIN;ACT
донбасі	donbas	донбас	donbas	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
суди	tuomioistuinten	судити	tuomio#istuin	N;INAN;NOM;MASC;PL	N;GEN;PL
росію	venäjän	росіти	venäjä	PROPN;INAN;ACC;FEM;SG	N;GEN;SG
росію	venäjää	росіти	venäjä	PROPN;INAN;ACC;FEM;SG	N;PRT;SG
росію	venäjä	росіти	venäjä	PROPN;INAN;ACC;FEM;SG	PROPN;NOM;SG
взаємодія	sitoutumisen	взаємодія	sitoutuminen	N;INAN;NOM;FEM;SG	N;GEN;SG
взаємодія	sitoutumista	взаємодія	sitoutuminen	N;INAN;NOM;FEM;SG	N;PRT;SG
взаємодія	vuorovaikutusta	взаємодія	vuoro#vaikutus	N;INAN;NOM;FEM;SG	N;PRT;SG
взаємодія	yhteisvaikutuksia	взаємодія	yhteis#vaikutus	N;INAN;NOM;FEM;SG	N;PRT;PL
взаємодія	yhteisvaikutukset	взаємодія	yhteis#vaikutus	N;INAN;NOM;FEM;SG	N;NOM;PL
взаємодія	vuorovaikutuksessa	взаємодія	vuoro#vaikutus	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
маршал	marshallin	маршал	marshalli	N;ANIM;NOM;MASC;SG	N;GEN;SG
маршал	marshall	маршал	marshall	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
іноземні	ulkomaan	іноземний	ulko#maa	ADJ;NOM;PL	N;GEN;SG
іноземні	ulkomaalainen	іноземний	ulko#maalainen	ADJ;NOM;PL	ADJ;NOM;SG
іноземні	ulkomainen	іноземний	ulko#mainen	ADJ;NOM;PL	ADJ;NOM;SG
початковий	alustavat	початковий	alustaa	ADJ;NOM;MASC;SG	V;PL;3;FIN;ACT
електронів	elektroneja	електрон	elektroni	N;INAN;GEN;MASC;PL	N;PRT;PL
частки	hiukkasia	частка	hiukkanen	N;INAN;NOM;FEM;PL	N;PRT;PL
висновки	päätelmä	висновок	päätelmä	N;INAN;NOM;MASC;PL	N;NOM;SG
висновки	johtopäätös	висновок	johto#päätös	N;INAN;NOM;MASC;PL	N;NOM;SG
продовжується	jatkoa	продовжуватися	jatko	V;IPFV;IND;SG;3;PRS;FIN	N;PRT;SG
продовжується	jatkettiin	продовжуватися	jatkaa	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PST;FIN;PASS
рухається	liikkeet	рухатися	liike	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
обмежена	limited	обмежений	limited	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	
обмежена	rajattu	обмежений	rajata	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
обмежена	rajoitettu	обмежений	rajoittaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
обмежена	rajoittuvat	обмежений	rajoittua	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
низький	matalalla	низький	matala	ADJ;NOM;MASC;SG	ADJ;AT+ESS
;SG
низький	vähä	низький	vähän	ADJ;NOM;MASC;SG	ADV
пане	herra	пане	herra		N;NOM;SG
редагувати	edit	редагувати	edit	V;IPFV;NFIN	N;NOM;SG
редагувати	muokkaa	редагувати	muokka	V;IPFV;NFIN	N;NOM;SG
властивість	omaisuutta	властивість	omaisuus	N;INAN;NOM;FEM;SG	N;PRT;SG
властивість	kiinteistöt	властивість	kiinteistö	N;INAN;NOM;FEM;SG	N;NOM;PL
розповіді	kertomuksia	розповідь	kertomus	N;INAN;NOM;FEM;PL	N;PRT;PL
розповіді	tarinoita	розповідь	tarina	N;INAN;NOM;FEM;PL	N;PRT;PL
розповіді	tarinoiden	розповідь	tarina	N;INAN;NOM;FEM;PL	N;GEN;PL
соло	yksin	соло	yksin	N;INAN;NOM;NEUT;SG	ADV
вино	viinit	вино	viini	N;INAN;NOM;NEUT;SG	N;NOM;PL
вино	viiniä	вино	viini	N;INAN;NOM;NEUT;SG	N;PRT;SG
визнана	tunnustetaan	визнаний	tunnustaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
визнана	myönsi	визнаний	myöntää	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
визнана	tunnustettiin	визнаний	tunnustaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
визнана	tunnustettu	визнаний	tunnustaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
тома	thomas	тома	thomas		N;NOM;SG
тома	tuomas	тома	tuomas		N;NOM;SG
тома	tomi	тома	tomi		PROPN;NOM;SG
тома	tomille	тома	tomi		N;AT+ALL;SG
тома	tom	тома	tom		PROPN;NOM;SG
кінг	king	кінг	king	PROPN;ANIM;NOM;MASC;SG	
кінг	kuningas	кінг	kuningas	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
кінг	kunkku	кінг	kunkku	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
жорж	georges	жорж	georges	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
розум	mielen	розум	mieli	N;INAN;NOM;MASC;SG	N;GEN;SG
копія	kopioi	копія	kopioida	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
створене	luotu	створений	luoda	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
створене	tuotettu	створений	tuottaa	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
створене	luotu	створений	luoda	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
створене	loi	створений	luo	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
створене	luodut	створений	luoda	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
створене	luonut	створений	luoda	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
створене	luotiin	створений	luoda	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
історичне	historialliset	історичний	historiallinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
історичне	historiallista	історичний	historiallinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
втрата	tappiot	втрата	tappio	N;INAN;NOM;FEM;SG	N;NOM;PL
втрата	menetykset	втрата	menetys	N;INAN;NOM;FEM;SG	N;NOM;PL
діва	neitsyen	діва	neitsyä	N;ANIM;NOM;FEM;SG	V;INS;SG;NFIN;ACT
діва	neitsyen	діва	neitsyä	N;ANIM;NOM;FEM;SG	V;INS;SG;NFIN;ACT
регіональні	alueellinen	регіональний	alueellinen	ADJ;NOM;PL	ADJ;NOM;SG
регіональні	alueellisten	регіональний	alueellinen	ADJ;NOM;PL	ADJ;GEN;PL
рослинність	kasvillisuuden	рослинність	kasvillisuus	N;INAN;NOM;FEM;SG	N;GEN;SG
делегації	valtuuskunnan	делегація	valtuus#kunta	N;INAN;NOM;FEM;PL	N;GEN;SG
делегації	lähetystö	делегація	lähetystö	N;INAN;NOM;FEM;PL	N;NOM;SG
делегації	valtuuskunta	делегація	valtuus#kunta	N;INAN;NOM;FEM;PL	N;NOM;SG
делегації	valtuuskuntaa	делегація	valtuus#kunta	N;INAN;NOM;FEM;PL	N;PRT;SG
свідомість	tietoisuutta	свідомість	tietoisuus	N;INAN;NOM;FEM;SG	N;PRT;SG
свідомість	tajunnan	свідомість	tajunta	N;INAN;NOM;FEM;SG	N;GEN;SG
свідомість	tietoisuuden	свідомість	tietoisuus	N;INAN;NOM;FEM;SG	N;GEN;SG
свідомість	tajuihinsa	свідомість	taju	N;INAN;NOM;FEM;SG	N;IN+ALL;PL
свідомість	mielet	свідомість	mieli	N;INAN;NOM;FEM;SG	N;NOM;PL
сум	summaa	сума	summa		N;PRT;SG
сум	summa	сума	summa		N;NOM;SG
бронза	pronssia	бронза	pronssi	N;INAN;NOM;FEM;SG	N;PRT;SG
шах	shah	шах	shah	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
активне	aktiivisia	активний	aktiivinen	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
активне	aktiiviset	активний	aktiivinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
активне	aktiivisena	активний	aktiivinen	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
комуністів	kommunismin	комуніст	kommunismi	N;ANIM;ACC;MASC;PL	N;GEN;SG
комуністів	kommunismi	комуніст	kommunismi	N;ANIM;ACC;MASC;PL	N;NOM;SG
чудово	hienoa	чудово	hieno	ADV	ADJ;PRT;SG
авіаносець	harjoittajan	авіаносець	harjoittaja	N;INAN;NOM;MASC;SG	N;GEN;SG
рекомендації	ehdotetut	рекомендація	ehdottaa	N;INAN;NOM;FEM;PL	V;NOM;PL;V.PTCP;PASS
рекомендації	ehdotti	рекомендація	ehdottaa	N;INAN;NOM;FEM;PL	V;IND;SG;3;PST;FIN;ACT
рекомендації	ehdotettu	рекомендація	ehdottaa	N;INAN;NOM;FEM;PL	V;NOM;SG;V.PTCP;PASS
рекомендації	ehdotettiin	рекомендація	ehdottaa	N;INAN;NOM;FEM;PL	V;IND;PST;FIN;PASS
рекомендації	ehdottaa	рекомендація	ehdottaa	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
рекомендації	suosituksia	рекомендація	suositus	N;INAN;NOM;FEM;PL	N;PRT;PL
рекомендації	ehdotusten	рекомендація	ehdotus	N;INAN;NOM;FEM;PL	N;GEN;PL
рекомендації	ehdotuksista	рекомендація	ehdotus	N;INAN;NOM;FEM;PL	N;IN+ABL;PL
рекомендації	ehdotuksia	рекомендація	ehdotus	N;INAN;NOM;FEM;PL	N;PRT;PL
тест	testaa	тест	testata	N;INAN;NOM;MASC;SG	V;IMP;SG;2;PRS;FIN;ACT
тест	koe	тест	kokea	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
тест	testin	тест	testi	N;INAN;NOM;MASC;SG	N;GEN;SG
притулок	suojaa	притулок	suoja	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
греблі	veneily	гребль	veneily	N;INAN;NOM;FEM;PL	N;NOM;SG
