το	els	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;MASC;PL
εσείς	vostè	εγώ	tu	PRO;NOM;MASC;PL;2	PRO;SG;2;FORM
περιμένει	esperant	περιμένω	esperar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
νείλου	nil	νέλος	nil	PROPN;NOM;NEUT;SG	N;MASC;SG
κυρίαρχο	dominant	κυρίαρχος	dominar	N;NOM;NEUT;SG	V;V.MSDR
κυρίαρχο	sobirana	κυρίαρχος	sobirana	N;NOM;NEUT;SG	ADJ;FEM;SG
περιστασιακά	ocasional	περιστασιακός	ocasional	ADV	ADJ;SG
πρόκληση	challenge	πρόκληση	challenge	N;ACC;FEM;SG	
ελίζαμπεθ	elizabeth	ελίζαμπεθ	elizabeth		
ελίζαμπεθ	elisabet	ελίζαμπεθ	elisabet		
τάουν	towne	τάω	towne		
αντιγραφή	duplicat	αντιγραφή	duplicar	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
αντιγραφή	duplica	αντιγραφή	duplicar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
αντιγραφή	còpia	αντιγραφή	còpia	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
αντιγραφή	copiar	αντιγραφή	copiar	N;NOM;FEM;SG	V;NFIN
αντιγραφή	copiant	αντιγραφή	copiar	N;NOM;FEM;SG	V;V.MSDR
κολομβίας	colombiana	κολομβία	colombià	N;GEN;FEM;SG	ADJ;FEM;SG
κολομβίας	colòmbia	κολομβία	colòmbia	N;GEN;FEM;SG	ADJ;FEM;SG
λιούις	lewis	λιούι	lewi	PROPN;NOM;MASC;SG	PROPN
ανέθεσε	encarregat	αναθέτω	encarregat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
κόκκινα	roig	κόκκινος	roig	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
κόκκινα	vermell	κόκκινος	vermell	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
κόκκινα	red	κόκκινος	red	ADJ;NOM;NEUT;PL	
χριστόφορος	cristòfor	χριστόφορος	cristòfor	PROPN;NOM;MASC;SG	ADJ;MASC;SG
χριστόφορος	christopher	χριστόφορος	christopher	PROPN;NOM;MASC;SG	
περιστερίου	peristeri	περιστέριο	peristeri	PROPN;GEN;NEUT;SG	
ντέρμπι	derby	ντέρμπι	derby		
σύνοψη	resum	σύνοψη	resum	N;NOM;FEM;SG	
διαθέσιμη	disponibles	διαθέσιμος	disponible	ADJ;NOM;FEM;SG	ADJ;PL
υπολείμματα	residu	υπόλειμμα	residu	N;NOM;NEUT;PL	N;MASC;SG
αεροπλάνο	plànol	αεροπλάνο	plànol	N;NOM;NEUT;SG	
αεροπλάνο	aeroplane	αεροπλάνο	aeroplane	N;NOM;NEUT;SG	
έρημο	deserta	έρημος	desertar	N;ACC;MASC;SG	ADJ;FEM;SG
έρημο	desertes	έρημος	deserta	N;ACC;MASC;SG	ADJ;FEM;PL
ρίχτερ	richter	ρίχτερ	richter	N;NOM;MASC;SG	PROPN
αναλυτική	analítiques	αναλυτικός	analítica	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ισχυρίστηκε	reclamava	ισχυρίζομαι	reclamar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;IPFV;FIN
ισχυρίστηκε	reclamat	ισχυρίζομαι	reclamar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
διαχωρισμό	segregacions	διαχωρισμός	segregació	N;ACC;MASC;SG	N;FEM;PL
επεκταθεί	prorrogat	επεκτείνω	prorrogar	V;PFV;NFIN;PASS	ADJ;MASC;SG;V.PTCP
επεκταθεί	ampliat	επεκτείνω	ampliat	V;PFV;NFIN;PASS	ADJ;MASC;SG;V.PTCP
επεκταθεί	ampliat	επεκτείνω	ampliat	V;PFV;NFIN;PASS	ADJ;MASC;SG;V.PTCP
συνταγματάρχης	coronel	συνταγματάρχης	coronel	N;NOM;MASC;SG	
αρχηγείο	seu	αρχηγείο	seu	N;NOM;NEUT;SG	DET;MASC;SG;3
πιθανότητες	probabilitat	πιθανότητα	probabilitat	N;NOM;FEM;PL	N;FEM;SG
συνηθισμένο	ordinari	συνηθίζω	ordinari	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
συνηθισμένο	ordinària	συνηθίζω	ordinari	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG
καταδίκη	condemna	καταδίκη	condemnar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
μάλι	mali	μάλι	mali	PROPN;NOM;NEUT;SG	PROPN
παλαιστίνης	palestina	παλαιστίνος	palestí	PROPN;GEN;FEM;SG	ADJ;FEM;SG
κριτικοί	crítics	κριτικός	crític	N;NOM;MASC;PL	ADJ;MASC;PL
μάρμαρο	marble	μάρμαρο	marble	N;NOM;NEUT;SG	
μάρμαρο	marbre	μάρμαρο	marbre	N;NOM;NEUT;SG	
σύντομος	curt	σύντομος	curt	N;NOM;MASC;SG	ADJ;MASC;SG
σύντομος	breu	σύντομος	breu	N;NOM;MASC;SG	ADJ;SG
ηλεκτρονίων	electró	ηλεκτρόνιος	electró	N;GEN;NEUT;PL	N;MASC;SG
αγαπητέ	benvolguts	αγαπητός	benvolgut	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
ήπειρος	epir	ήπειρος	epir	PROPN;NOM;FEM;SG	N;MASC;SG
ήπειρος	continent	ήπειρος	continent	PROPN;NOM;FEM;SG	N;MASC;SG
χάρβαρντ	harvard	χάρβαρντ	harvard	N;NOM;NEUT;SG	
άμεσο	directe	άμεσος	directe	ADJ;NOM;NEUT;SG	
άμεσο	direct	άμεσος	direct	ADJ;NOM;NEUT;SG	PROPN
άμεσο	directes	άμεσος	directe	ADJ;NOM;NEUT;SG	ADJ;PL
πακέτο	manada	πακέτος	manada	N;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
πακέτο	pack	πακέτος	pack	N;NOM;NEUT;SG	
μόνιμος	permanents	μόνιμος	permanent	ADJ;NOM;MASC;SG	ADJ;PL
βενεζουέλα	veneçuela	βενεζουέλα	veneçuela	PROPN;ACC;FEM;SG	ADJ;FEM;SG
μάριο	mario	μάριο	mario		PROPN
αλγερία	algèria	αλγερία	algèria	PROPN;ACC;FEM;SG	ADJ;FEM;SG
κάρλο	carlo	κάρλος	carlo		PROPN
σαντιάγο	santiago	σαντιάγος	santiago		
επίτροπος	comissionat	επίτροπος	comissionat	N;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
γιβραλτάρ	gibraltar	γιβραλτάρ	gibraltar		ADJ;SG
παυσανία	pausànies	παυσανία	pausania	PROPN;NOM;MASC;SG	ADJ;FEM;PL
καταστατικό	estatuts	καταστατικό	estatut	N;NOM;NEUT;SG	N;MASC;PL
κένεντι	kennedy	κένεντι	kennedy	PROPN;NOM;MASC;SG	
ερμή	hermes	ερμή	herma	N;VOC;MASC;SG	
χιλιετία	millennium	χιλιετία	millennium	N;NOM;FEM;SG	
κινεζική	xinesos	κινεζικός	xinès	ADJ;NOM;FEM;SG	ADJ;MASC;PL
απαίτηση	requisit	απαίτηση	requisit	N;ACC;FEM;SG	
όμηρος	homer	όμηρος	homer	N;NOM;MASC;SG	
απονέμεται	adjudicat	απονέμω	adjudicat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
λιοντάρι	lleó	λιοντάρι	lleó	N;NOM;NEUT;SG	
ενδιαφέροντα	interessos	ενδιαφέρω	interès	ADV	N;MASC;PL
ενδιαφέροντα	interesant	ενδιαφέρω	interesar	ADV	ADJ;SG
ενδιαφέροντα	interessant	ενδιαφέρω	interessant	ADV	ADJ;SG
κατασκευάζεται	fabricat	κατασκευάζω	fabricar	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
κατασκευάζεται	fabricats	κατασκευάζω	fabricat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
πολλαπλές	múltiples	πολλαπλά	múltiple	ADJ;NOM;FEM;PL	
πολλαπλές	múltiple	πολλαπλά	múltiple	ADJ;NOM;FEM;PL	
ιατρικές	mèdica	ιατρικός	mèdic	ADJ;NOM;FEM;PL	ADJ;FEM;SG
χτύπημα	encertar	χτύπημα	encertar	N;NOM;NEUT;SG	V;NFIN
ιστού	teixit	ιστός	teixit	N;GEN;NEUT;SG	ADJ;MASC;SG;V.PTCP
γιουβέντους	juventus	γιούβω	juventus	PROPN;NOM;MASC;PL	N;MASC;SG
παράθυρα	windows	παράθυρα	window	N;NOM;NEUT;PL	
μόνα	mona	μόνος	mona	ADJ;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
βαρσοβίας	varsòvia	βαρσοβία	varsòvia	N;GEN;FEM;SG	ADJ;FEM;SG
πανηγύρι	fete	πανηγύρι	fete	N;NOM;NEUT;SG	
χριστίνα	christina	χριστίνα	christí	PROPN;NOM;FEM;SG	N;FEM;SG
χριστίνα	christine	χριστίνα	christine	PROPN;NOM;FEM;SG	PROPN
στρατιώτης	soldat	στρατιώτης	soldat	N;NOM;MASC;SG	
τελ	tel	τελ	tel		
διακοπές	holiday	διακοπή	holiday	N;NOM;FEM;PL	
διακοπές	festiu	διακοπή	festiu	N;NOM;FEM;PL	ADJ;MASC;SG
μοχάμεντ	muhammad	μοχάμεντ	muhammad		N;MASC;SG
μοχάμεντ	mahoma	μοχάμεντ	mahom		
μοχάμεντ	mohamed	μοχάμεντ	mohamed		
ρώσους	russos	Ρώσος	rus	PROPN;ACC;MASC;PL	ADJ;MASC;PL
ψηφίστηκε	votat	ψηφίζω	votat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
γεράκι	falcon	γεράκι	falcon	N;NOM;NEUT;SG	
γεράκι	falcó	γεράκι	falcó	N;NOM;NEUT;SG	
γεράκι	hawk	γεράκι	havk	N;NOM;NEUT;SG	PROPN
εισόδημα	ingressos	εισόδημα	ingrés	N;NOM;NEUT;SG	N;MASC;PL
αφαιρεθεί	retirats	αφαιρώ	retirat	V;PFV;NFIN;PASS	ADJ;MASC;PL;V.PTCP
αφαιρεθεί	eliminat	αφαιρώ	eliminat	V;PFV;NFIN;PASS	ADJ;MASC;SG;V.PTCP
απαγορεύεται	prohibit	απαγορεύω	prohibit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
απαγορεύεται	prohibit	απαγορεύω	prohibit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
έπεισε	convençut	πείθω	convençut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
έπεισε	convençuts	πείθω	convençut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
φώτα	llums	φώτα	llum	N;NOM;NEUT;PL	
εύα	eva	εύμαι	ser	PROPN;NOM;FEM;SG	
εύα	eve	εύμαι	eve	PROPN;NOM;FEM;SG	PROPN
τζεφ	jeff	τζεφ	jeff		PROPN
λουξεμβούργο	luxemburg	λουξεμβούργο	luxemburg	PROPN;NOM;NEUT;SG	
αυξανόμενη	creixent	αυξανόμενος	créixer	ADJ;NOM;FEM;SG	V;V.MSDR
αυξανόμενη	augmentant	αυξανόμενος	augmentar	ADJ;NOM;FEM;SG	V;V.MSDR
επιδρομή	raid	επιδρομή	raid	N;NOM;FEM;SG	
εγκαταλείφθηκε	abandonat	εγκαταλείπω	abandonat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
εγκαταλείφθηκε	interromput	εγκαταλείπω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
ισαάκ	isaac	ισαάκ	isaac	N	
φερνάντο	fernando	φερνάν	fernando		
προκριματικό	qualificador	προκριματικός	qualificador	N;NOM;NEUT;SG	ADJ;MASC;SG
δώρα	presenta	δώρα	presentar	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
σπαθί	espasa	σπαθί	espasa	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
παρατηρήθηκε	observat	παρατηρώ	observar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
παρατηρήθηκε	observats	παρατηρώ	observat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
χάινριχ	heinrich	χάινριχ	heinrich		PROPN
λιβάνου	libanesos	λίβανος	libanès	PROPN;NOM;MASC;SG	N;MASC;PL
ροδόπης	rodopi	ροδόπη	rodopi	PROPN;GEN;FEM;SG	
συναντήσεις	trobades	συνάντηση	trobat	N;NOM;FEM;PL	ADJ;FEM;PL;V.PTCP
ηθικό	ètic	ηθικός	ètic	N;NOM;NEUT;SG	ADJ;MASC;SG
ηθικό	moral	ηθικός	moral	N;NOM;NEUT;SG	ADJ;SG
επιλέξει	triats	επιλέγω	triat	V;PFV;IND;SG;3;FIN;ACT	ADJ;MASC;PL;V.PTCP
επιλέξει	elegit	επιλέγω	elegit	V;PFV;IND;SG;3;FIN;ACT	ADJ;MASC;SG;V.PTCP
επιλέξει	escollida	επιλέγω	escollida	V;PFV;IND;SG;3;FIN;ACT	ADJ;FEM;SG;V.PTCP
ερζεγοβίνη	hercegovina	ερζεγοβίνος	hercegoví	PROPN;ACC;FEM;SG	ADJ;FEM;SG
υπεράσπιση	defensa	υπεράσπιση	defensar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
υπεράσπιση	defensa	υπεράσπιση	defensar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
εγχειρίδιο	manual	εγχειρίδιο	manual	N;NOM;NEUT;SG	ADJ;SG
σημείωμα	nota	σημείωμα	notar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
προσχώρησε	adherit	προσχωρώ	adherit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
εκτελείται	executat	εκτελώ	executat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
εκτελείται	executada	εκτελώ	executat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
προστίθεται	afegits	προστίθεμαι	afegit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
προστίθεται	afegit	προστίθεμαι	afegit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
φρούτα	fruit	φρούτα	fruit	N;NOM;NEUT;PL	N;MASC;SG
φρούτα	fruita	φρούτα	fruita	N;NOM;NEUT;PL	N;FEM;SG
μόντρεαλ	montreal	μόντρεαλ	montreal	PROPN;NOM;FEM;SG	
ορατό	visible	ορατός	visible	N;ACC;MASC;SG	ADJ;SG
ορατό	visibles	ορατός	visible	N;ACC;MASC;SG	ADJ;PL
αυτόματο	auto	αύτομα	auto	N;NOM;NEUT;SG	
αυτόματο	automàtica	αύτομα	automàtic	N;NOM;NEUT;SG	ADJ;FEM;SG
αυτόματο	automàtic	αύτομα	automàtic	N;NOM;NEUT;SG	ADJ;MASC;SG
αυτόματο	automàtica	αύτομα	automàtic	N;NOM;NEUT;SG	ADJ;FEM;SG
ημισφαίριο	hemisferi	ημισφαίριο	hemisferi	N;NOM;NEUT;SG	
εντυπωσιακό	impressionants	εντυπωσιακός	impressionant	ADJ;NOM;NEUT;SG	ADJ;PL
ειδήσεις	notícia	είδηση	notícia	N;NOM;FEM;PL	N;FEM;SG
αργή	slow	αργή	slow	ADJ;NOM;FEM;SG	
καυσίμων	combustible	καύσιμος	combustible	N;GEN;NEUT;PL	N;MASC;SG
μανουέλ	manuel	μανουέλ	manuel		N;MASC;SG
μανουέλ	manel	μανουέλ	manel		
άρμα	flotant	άρμα	flotant	N;NOM;NEUT;SG	V;V.MSDR
προσαρμογή	adaptant	προσαρμογή	adaptar	N;NOM;FEM;SG	V;V.MSDR
προσαρμογή	ajusta	προσαρμογή	ajustar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
προσαρμογή	adaptar	προσαρμογή	adaptar	N;NOM;FEM;SG	V;NFIN
στερεό	sòlid	στερεό	sòlid	N;NOM;NEUT;SG	ADJ;MASC;SG
κομνηνός	comnè	κομνηνός	comnè	N;NOM;MASC;SG	PROPN
μεταφραστεί	traduït	μεταφράζω	traduït	V;PFV;NFIN;PASS	ADJ;MASC;SG;V.PTCP
μαντόνα	madonna	μαντόνα	madonnar	PROPN;NOM;FEM;SG	
επέβαλε	imposat	επιβάλλω	imposat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
επέβαλε	imposades	επιβάλλω	imposat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
επέβαλε	imposada	επιβάλλω	imposat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
ναρκωτικών	droga	ναρκωτικός	droga	N;GEN;NEUT;PL	N;FEM;SG
τεράστιες	enorme	τεράστιος	enorme	ADJ;NOM;FEM;PL	ADJ;SG
ιντιάνα	indiana	ιντιάνα	indià		ADJ;FEM;SG
εγκαίνια	obertura	εγκαίνιος	obertura	N;NOM;NEUT;PL	N;FEM;SG
θίασο	troupe	θίασο	troupe	N;ACC;NEUT;SG	
δημοφιλείς	popular	δημοφιλέας	popular	ADJ;NOM;FEM;PL	ADJ;SG
δημοφιλείς	trending	δημοφιλέας	trending	ADJ;NOM;FEM;PL	
λεία	suau	λέγω	suau	N;NOM;FEM;SG	ADJ;SG
λεία	presa	λέγω	presa	N;NOM;FEM;SG	
ενδιάμεσο	intermèdia	ενδιάμεσος	intermedi	N;NOM;NEUT;SG	ADJ;FEM;SG
ενδιάμεσο	intermedi	ενδιάμεσος	intermedi	N;NOM;NEUT;SG	ADJ;MASC;SG
κρατώντας	mantenint	κρατώ	mantenir	V;IPFV;V.CVB;ACT	V;V.MSDR
λωρίδες	tires	λωρίδα	tira	N;NOM;FEM;PL	
πρι	prix	πρι	prix		N;MASC;SG
πολιτιστικά	cultural	πολιτιστικός	cultural	ADV	ADJ;SG
πολιτιστικά	culturals	πολιτιστικός	cultural	ADV	ADJ;PL
πλάγια	lateral	πλάγιο	lateral	N;NOM;NEUT;PL	ADJ;SG
πλάγια	laterals	πλάγιο	lateral	N;NOM;NEUT;PL	ADJ;PL
πλάγια	cursiva	πλάγιο	cursiva	N;NOM;NEUT;PL	
πλάγια	cursiva	πλάγιο	cursiva	N;NOM;NEUT;PL	
πλάγια	playa	πλάγιο	playa	N;NOM;NEUT;PL	N;FEM;SG
επιτάχυνση	accelerar	επιτάχυνση	accelerar	N;ACC;FEM;SG	V;NFIN
επιτάχυνση	accelera	επιτάχυνση	accelerar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
πότερ	potter	πότερ	potter		
καλεί	invitacions	καλώ	invitació	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
καλεί	convocatòries	καλώ	convocatòria	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
καλεί	trucades	καλώ	trucada	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
καλεί	crides	καλώ	crida	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
καλεί	trucant	καλώ	trucar	V;IPFV;IND;SG;3;PRS;FIN;ACT	
οριζόντια	horitzontal	οριζόντια	horitzontal	ADV	ADJ;SG
πελάτες	clota	πελάτης	clota	N;NOM;MASC;PL	N;FEM;SG
πελάτες	clientes	πελάτης	clienta	N;NOM;MASC;PL	
ειδικοί	especialistes	ειδικός	especialista	ADJ;NOM;MASC;PL	N;PL
ειδικοί	experts	ειδικός	expert	ADJ;NOM;MASC;PL	N;MASC;PL
ειδικοί	perits	ειδικός	perit	ADJ;NOM;MASC;PL	N;MASC;PL
αντοχή	força	αντοχή	força	N;ACC;FEM;SG	
αντοχή	aguanti	αντοχή	aguantar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
σλοβακία	eslovàquia	σλοβακία	eslovàquia	PROPN;NOM;FEM;SG	ADJ;FEM;SG
αλέξιος	aleix	αλέξιος	alir	PROPN;NOM;MASC;SG	
ιδιωτικά	privat	ιδιωτικός	privat	ADV	ADJ;MASC;SG;V.PTCP
ιδιωτικά	privats	ιδιωτικός	privat	ADV	ADJ;MASC;PL
κοινός	comunes	κοινός	comú	ADJ;NOM;MASC;SG	ADJ;FEM;PL
κοινός	comuns	κοινός	comú	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ιταλούς	italians	ιταλούς	italià	PROPN;ACC;MASC;PL	N;MASC;PL
ξεπεράσει	indumentàries	ξεπερνώ	indumentari	V;PFV;NFIN;ACT	ADJ;FEM;PL
ακολουθείται	seguit	ακολουθώ	seguit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
πορτογαλικά	portuguès	πορτογαλικά	portuguès	ADV	ADJ;MASC;SG
ταϊβάν	taiwan	ταϊβάν	taiwan		PROPN
περίμενε	espereu	περίμενο	esperar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;1;PRS;FIN
περίμενε	espera	περίμενο	esperar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
τιμ	tim	τιμα	tim		PROPN
θέρμανση	calor	θέρμανση	calor	N;NOM;FEM;SG	
μπουένος	buenos	μπουένος	buè	PROPN;NOM;NEUT;SG	
άνταμ	adam	άνταμ	adam		
νεκρό	morts	νεκρός	mort	N;ACC;MASC;SG	N;MASC;PL
νεκρό	dead	νεκρός	dead	N;ACC;MASC;SG	PROPN
πρέβεζα	préveza	πρέβεζα	préveza	PROPN;ACC;FEM;SG	ADJ;FEM;SG
αναθεώρηση	revisa	αναθεώρηση	revisar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
επίτιμος	honorari	επίτιμος	honorari	ADJ;NOM;MASC;SG	
προεδρικό	presidencials	προεδρικός	presidencial	ADJ;NOM;NEUT;SG	N;MASC;PL
σκιά	ombra	σκιά	ombra	N;NOM;FEM;SG	
σκιά	shadow	σκιά	shadow	N;NOM;FEM;SG	
εξαγωγή	exportant	εξαγωγή	exportar	N;NOM;FEM;SG	V;V.MSDR
καθυστέρηση	demora	καθυστέρηση	demora	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
καθυστέρηση	retards	καθυστέρηση	retard	N;ACC;FEM;SG	N;MASC;PL
καθυστέρηση	retardat	καθυστέρηση	retardar	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
καθυστέρηση	endarrerit	καθυστέρηση	endarrerir	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
αποκάλυψε	revelen	αποκαλύπτω	revelar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PRS;FIN
αποκάλυψε	revelat	αποκαλύπτω	revelar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
εκφράζεται	expressats	εκφράζω	expressat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
εκφράζεται	expressada	εκφράζω	expressat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
εκφράζεται	expressat	εκφράζω	expressat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
επιβατών	passatger	επιβάτης	passatger	N;GEN;MASC;PL	N;MASC;SG
προστάτης	protector	προστάτης	protector	N;NOM;MASC;SG	ADJ;MASC;SG
προστάτης	protectora	προστάτης	protectora	N;NOM;MASC;SG	ADJ;FEM;SG
λειψία	leipzig	λειψία	leipzig	PROPN;ACC;FEM;SG	
αντιγόνη	antígona	αντιγόνος	antígona	PROPN;NOM;FEM;SG	ADJ;FEM;SG
σι	cee	σε	cee		PROPN
λιβύης	líbia	λιβύη	líbia	PROPN;GEN;FEM;SG	ADJ;FEM;SG
ξένοι	forasters	ξένος	foraster	ADJ;NOM;MASC;PL	N;MASC;PL
παραγγελία	ordenant	παραγγελία	ordenar	N;NOM;FEM;SG	V;V.MSDR
παραγγελία	orde	παραγγελία	orde	N;NOM;FEM;SG	
παραγγελία	ordre	παραγγελία	ordre	N;NOM;FEM;SG	
εχθρό	enemic	εχθρό	enemic	N;ACC;MASC;SG	
σκληρά	hard	σκληρά	hard	ADV	N;SG
σκληρά	dura	σκληρά	dur	ADV	ADJ;FEM;SG
σκληρά	dur	σκληρά	dur	ADV	
φιλοξένησε	acollit	φιλοξενώ	acollir	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ούρα	orina	ούρα	orinar	N;NOM;NEUT;PL	N;FEM;SG
ούρα	ura	ούρα	ura	N;NOM;NEUT;PL	
ανάμνηση	memòria	ανάμνηση	memòria	N;ACC;FEM;SG	
δαβίδ	david	δαβίδ	david	N;NOM;MASC;SG	
ταχεία	rapid	ταχύς	rapid	ADJ;NOM;FEM;SG	
σιμόν	simone	σιμόν	simone		
σιμόν	simó	σιμόν	simó		
σιμόν	simon	σιμόν	simon		PROPN
σιμόν	simón	σιμόν	simón		
άιρες	aires	άιρα	aira	PROPN;NOM;FEM;PL	
μπουν	boon	μπου	boon	V;PFV;IND;PL;3;FIN;ACT	PROPN
μπουν	boone	μπου	boone	V;PFV;IND;PL;3;FIN;ACT	N;MASC;SG
ολυμπία	olympia	ολυμπία	olympia	PROPN;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
εξωτερικός	externs	εξωτερικός	extern	ADJ;NOM;MASC;SG	ADJ;MASC;PL
προφήτης	profeta	πρόφητος	profeta	N;NOM;MASC;SG	
συμεών	semion	συμεών	semion	PROPN;NOM;MASC;SG	
συμεών	simeó	συμεών	simeó	PROPN;NOM;MASC;SG	N;MASC;SG
ανώνυμος	anònim	ανώνυμος	anònim	N;NOM;MASC;SG	
ανώνυμος	anonymous	ανώνυμος	anonymou	N;NOM;MASC;SG	N;MASC;PL
ανώνυμος	anònims	ανώνυμος	anònim	N;NOM;MASC;SG	ADJ;MASC;PL
αντιπρόσωπος	delegat	αντιπρόσωπος	delegat	N;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
πεν	penn	πεν	penn		PROPN
πεν	bolígraf	πεν	bolígraf		N;MASC;SG
πεν	ploma	πεν	ploma		
πεν	pen	πεν	pen		
πεν	llapis	πεν	llapi		
βαρέων	heavyweight	βαρέων	heavyweight	N;GEN;MASC;PL	
αναγνωρίσει	reconèixer	αναγνωρίζω	reconèixer	V;PFV;NFIN;ACT	V;NFIN
νιγηρία	nigèria	νιγηρία	nigèria	PROPN;ACC;FEM;SG	ADJ;FEM;SG
λούις	lewis	λούις	lewi	PROPN;NOM;MASC;SG	PROPN
λούις	lluís	λούις	lluís	PROPN;NOM;MASC;SG	
λούις	louis	λούις	loui	PROPN;NOM;MASC;SG	
ντουέτο	duet	ντούω	duet	N;NOM;NEUT;SG	
ντουέτο	duo	ντούω	duo	N;NOM;NEUT;SG	
επηρεάστηκε	influenciat	επηρεάζω	influenciar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
επηρεάστηκε	influït	επηρεάζω	influir	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
πλοκή	trama	πλοκή	trama	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
μπανγκλαντές	bangladesh	μπανγκλαντής	bangladesh	PROPN;NOM;MASC;SG	ADJ;FEM;PL;V.PTCP
