של	shel	של	shel	PART;GEN	PROPN;NOM;MASC;SG;POS
נגן	přehrát	נגן	přehrát		V;POS;NFIN
נגן	hrát	נגן	hrát		V;POS;NFIN
היבשת	pevnině	היבשת	pevnina	PROPN	N;DAT;FEM;SG;POS
היבשת	kontinentu	היבשת	kontinent	PROPN	N;INAN;GEN;MASC;SG;POS
היבשת	kontinent	היבשת	kontinent	PROPN	N;INAN;NOM;MASC;SG;POS
יווני	řecký	יווני	řecký	PROPN	ADJ;ANIM;NOM;MASC;SG;POS
יווני	řecká	יווני	řecký	PROPN	ADJ;NOM;FEM;SG;POS
יווני	řecké	יווני	řecký	PROPN	ADJ;NOM;NEUT;SG;POS
הרחובות	ulice	הרחובה	ulice	N;FEM;PL	N;NOM;FEM;SG;POS
ישן	starý	ישן	starý	PROPN	ADJ;INAN;NOM;MASC;SG;POS
ישן	staré	ישן	starý	PROPN	ADJ;NOM;MASC;PL;POS
ישן	stará	ישן	starý	PROPN	ADJ;NOM;FEM;SG;POS
ישן	spí	ישן	spát	PROPN	V;IND;SG;3;POS;PRS;FIN;ACT
ישן	spaní	ישן	spaní	PROPN	N;NOM;NEUT;SG;POS
ישן	spící	ישן	spící	PROPN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
ישן	spí	ישן	spát	PROPN	V;IND;SG;3;POS;PRS;FIN;ACT
בק	beck	בק	beck		PROPN;ANIM;NOM;MASC;SG;POS
בק	bec	בק	bec		PROPN;NOM;MASC;SG;POS
ימית	námořní	ימית	námořní	PROPN	ADJ;NOM;FEM;SG;POS
ימית	mariňák	ימית	mariňák	PROPN	N;ANIM;NOM;MASC;SG;POS
ימית	marine	ימית	marine	PROPN	PROPN;FEM;SG;POS
ימית	mořských	ימית	mořský	PROPN	ADJ;ANIM;GEN;MASC;PL;POS
ימית	mořská	ימית	mořský	PROPN	ADJ;NOM;FEM;SG;POS
ימית	námořní	ימית	námořní	PROPN	ADJ;NOM;FEM;SG;POS
קאפ	čepice	קאפ	čepice	PROPN	N;NOM;FEM;SG;POS
קאפ	víčko	קאפ	víčko	PROPN	N;NOM;NEUT;SG;POS
קאפ	szp	קאפ	szp	PROPN	N;NOM;FEM;SG;POS
קאפ	cap	קאפ	cap	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
שרים	zpívej	שר	zpívej	N;MASC;PL	V;IMP;SG;2;POS;FIN
שרים	zpívat	שר	zpívat	N;MASC;PL	V;IPFV;POS;NFIN
שרים	zpívání	שר	zpívání	N;MASC;PL	N;NOM;NEUT;SG;POS
שרים	zpěv	שר	zpěv	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
שרים	zpívám	שר	zpívam	N;MASC;PL	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
הודעות	poselství	הודעה	poselství	N;FEM;PL	N;NOM;NEUT;SG;POS
מתארת	popisující	התארת	popisující	V;FEM;SG;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
הקדושים	svatí	הקדוש	svať	N	ADJ;ANIM;NOM;MASC;PL;POS
הקדושים	svatých	הקדוש	svatý	N	ADJ;ANIM;GEN;MASC;PL;POS
הקדושים	svaté	הקדוש	svatý	N	ADJ;NOM;NEUT;SG;POS
יצורים	stvoření	יצור	stvoření	N;MASC;PL	N;NOM;NEUT;SG;POS
ההסכמה	souhlas	ההסכם	souhlas	PROPN	N;INAN;NOM;MASC;SG;POS
התשיעית	devátý	התשיעית	devátý	ADV	ADJ;ANIM;NOM;MASC;SG
התשיעית	devátá	התשיעית	devátý	ADV	ADJ;NOM;FEM;SG
התשיעית	deváté	התשיעית	devátý	ADV	ADJ;NOM;MASC;SG
ארלי	časně	ארלי	časně	PROPN	ADV;POS
ארלי	rané	ארלי	raný	PROPN	ADJ;NOM;NEUT;SG;POS
ארלי	brzy	ארלי	brzy	PROPN	ADV;POS
הסוציאליסטית	socialistické	הסוציאליסטי	socialistický	ADV	ADJ;NOM;FEM;SG;POS
הסוציאליסטית	socialistická	הסוציאליסטי	socialistický	ADV	ADJ;NOM;FEM;SG;POS
רג	reg	רג	reg		N;MASC;SG;POS
כרם	vinice	כרם	vinice	N;MASC;SG	N;NOM;FEM;PL;POS
המצטיין	mvp	המצטיין	mvp	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מפיקים	výrobci	הפיק	výrobce	V;MASC;PL;V.PTCP;ACT	N;ANIM;NOM;MASC;PL;POS
מפיקים	producenti	הפיק	producent	V;MASC;PL;V.PTCP;ACT	N;ANIM;NOM;MASC;PL;POS
פרנקלין	franklin	פרנקלין	franklin	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
הוגו	hugo	הוגו	hugo	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יחידים	jednotlivci	יחיד	jednotlivec	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL;POS
יחידים	jedinci	יחיד	jedinec	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL;POS
יחידים	jednotlivců	יחיד	jednotlivec	ADJ;MASC;PL	N;ANIM;GEN;MASC;PL;POS
יחידים	jednotlivce	יחיד	jednotlivec	ADJ;MASC;PL	N;ANIM;ACC;MASC;PL;POS
תערוכה	výstavy	תערוכה	výstava	N;FEM;SG	N;NOM;FEM;PL;POS
תערוכה	výstavní	תערוכה	výstavní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
תערוכה	výstavy	תערוכה	výstava	N;FEM;SG	N;NOM;FEM;PL;POS
מקורה	pokryté	קורה	pokrytý	PROPN	ADJ;NOM;MASC;PL;POS
מקורה	krytý	קורה	krytý	PROPN	ADJ;INAN;NOM;MASC;SG;POS
מקורה	kryté	קורה	krytý	PROPN	ADJ;NOM;NEUT;SG;POS
מקורה	pokrytý	קורה	pokrytý	PROPN	ADJ;INAN;NOM;MASC;SG;POS
הקרובה	nadcházející	הקרובה	nadcházející	PROPN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
הוזמן	pozván	הוזמן	pozvaný	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
הוזמן	pozvaní	הוזמן	pozvaný	V;MASC;SG;3;PST;PASS	ADJ;ANIM;NOM;MASC;PL;POS
הוזמן	pozval	הוזמן	pozvat	V;MASC;SG;3;PST;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
הוזמן	pozváni	הוזמן	pozvaný	V;MASC;SG;3;PST;PASS	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
נורה	nora	נורה	nora	V;MASC;SG;3;PST;MID	N;NOM;FEM;SG;POS
נורה	nory	נורה	nora	V;MASC;SG;3;PST;MID	N;NOM;FEM;PL;POS
נורה	noru	נורה	nora	V;MASC;SG;3;PST;MID	N;ACC;FEM;SG;POS
נורה	zastřelen	נורה	zastřelený	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נורה	střelen	נורה	střelený	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נורה	střela	נורה	střela	V;MASC;SG;3;PST;MID	N;NOM;FEM;SG;POS
נורה	zastřelil	נורה	zastřelit	V;MASC;SG;3;PST;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
נורה	výstřel	נורה	výstřel	V;MASC;SG;3;PST;MID	N;INAN;NOM;MASC;SG;POS
נורה	nora	נורה	nora	V;MASC;SG;3;PST;MID	N;NOM;FEM;SG;POS
נורה	norah	נורה	norah	V;MASC;SG;3;PST;MID	PROPN;NOM;FEM;SG;POS
כנסיות	církve	כנסיה	církev	N;FEM;PL	N;NOM;FEM;SG;POS
היוצר	stvořitel	היוצר	stvořitel	PROPN	N;ANIM;NOM;MASC;SG;POS
היוצר	tvůrce	היוצר	tvůrce	PROPN	N;ANIM;NOM;MASC;SG;POS
היוצר	stvořiteli	היוצר	stvořitel	PROPN	N;ANIM;DAT;MASC;SG;POS
ביתר	bejtar	ביתר	bejtar		PROPN;INAN;NOM;MASC;SG;POS
טרי	čerstvé	טרי	čerstvý		ADJ;NOM;NEUT;SG;POS
טרי	fresh	טרי	fresh		PROPN;INAN;NOM;MASC;SG;POS
טרי	svěží	טרי	svěží		ADJ;NOM;MASC;SG;POS
טרי	čerstvý	טרי	čerstvý		ADJ;INAN;NOM;MASC;SG;POS
טרי	čerstvá	טרי	čerstvý		ADJ;NOM;FEM;SG;POS
טרי	terri	טרי	terri		PROPN;NOM;FEM;SG;POS
טרי	teri	טרי	teri		PROPN;NOM;FEM;SG;POS
טרי	terryho	טרי	terry		N;ANIM;GEN;MASC;SG;POS
טרי	terry	טרי	terr		N;ANIM;NOM;MASC;SG;POS
קלי	kelly	קלי	kell		PROPN;ANIM;NOM;MASC;SG;POS
קלי	kellyho	קלי	kelly		N;ANIM;GEN;MASC;SG;POS
יון	iontové	יון	Wontová	PROPN	ADJ;NOM;MASC;SG;POS
יון	yoon	יון	yoon	PROPN	PROPN;NOM;MASC;SG;POS
גרשון	gershon	גרשון	gershon	PROPN	N;INAN;NOM;MASC;SG;POS
חזקים	silně	חזק	silně	ADJ;MASC;PL	ADV;POS
חזקים	silná	חזק	silný	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS
חזקים	silné	חזק	silný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
חזקים	silný	חזק	silný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
מרקס	marx	מרקס	marx	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מרקס	marek	מרקס	marka	PROPN	N;GEN;FEM;PL;POS
מרקס	marks	מרקס	marks	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מרקס	značky	מרקס	značka	PROPN	N;NOM;FEM;PL;POS
כבדות	těžká	כבד	těžký	N;FEM;PL	ADJ;NOM;FEM;SG;POS
כבדות	těžké	כבד	těžký	N;FEM;PL	ADJ;NOM;NEUT;SG;POS
כבדות	těžký	כבד	těžký	N;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
כדורים	koule	כדור	koule	N;MASC;PL	N;NOM;FEM;SG;POS
סופרת	počítám	סופר	počítat	N;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
סופרת	počítat	סופר	počítat	N;FEM;SG	V;IPFV;POS;NFIN
מורכבות	složitosti	הורכב	složitost	V;FEM;PL;V.PTCP;PASS	N;NOM;FEM;SG;POS
מורכבות	složitost	הורכב	složitost	V;FEM;PL;V.PTCP;PASS	N;NOM;FEM;SG;POS
שיעורים	lekce	שיעור	lekce	N;MASC;PL	N;NOM;FEM;SG;POS
שיעורים	poučení	שיעור	poučení	N;MASC;PL	N;NOM;NEUT;SG;POS
נרשם	zaznamenáno	נרשם	zaznamenaný	V;MASC;SG;3;PST;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
נרשם	poznamenal	נרשם	poznamenat	V;MASC;SG;3;PST;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
נרשם	zaznamenána	נרשם	zaznamenaný	V;MASC;SG;3;PST;MID	ADJ;POS;V.PTCP;PASS
פליקס	felixe	פליקס	felixe	PROPN	N;ANIM;ACC;MASC;SG;POS
פליקס	felix	פליקס	felix	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
קפלן	kaplan	קפלן	kaplan	PROPN	N;ANIM;NOM;MASC;SG;POS
נהרס	zničeno	נהרס	zničený	V;MASC;SG;3;PST;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
נהרס	zničen	נהרס	zničený	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נהרס	zničena	נהרס	zničený	V;MASC;SG;3;PST;MID	ADJ;POS;V.PTCP;PASS
נהרס	zničeno	נהרס	zničený	V;MASC;SG;3;PST;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
נהרס	zničil	נהרס	zničit	V;MASC;SG;3;PST;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
נהרס	zničené	נהרס	zničený	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS
מעורבת	zapojena	מעורב	zapojený	ADJ;FEM;SG	ADJ;POS;V.PTCP;PASS
מרגרט	margaret	מרגרט	margareta	PROPN	PROPN;NOM;FEM;SG;POS
מרגרט	markéta	מרגרט	markéta	PROPN	N;NOM;FEM;SG;POS
נזכר	zapamatování	נזכר	zapamatování	V;MASC;SG;3;PST;MID	N;NOM;NEUT;SG;POS
נזכר	vzpomínání	נזכר	vzpomínání	V;MASC;SG;3;PST;MID	N;NOM;NEUT;SG;POS
עצמות	kostí	עצם	kost	N;FEM;PL	N;INS;FEM;SG;POS
יעילות	účinné	יעילות	účinný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
יעילות	efektivní	יעילות	efektivní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
יעילות	účinná	יעילות	účinný	N;FEM;SG	ADJ;NOM;FEM;SG;POS
יעילות	účinné	יעילות	účinný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
יעילות	efektivní	יעילות	efektivní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
יעילות	účinný	יעילות	účinný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
המנהיג	leader	המנהיג	leader	PROPN	N;INAN;NOM;MASC;SG;POS
המנהיג	vůdce	המנהיג	vůdce	PROPN	N;ANIM;NOM;MASC;SG;POS
הסרת	odstranit	הסרה	odstranit	N;PSSD;FEM;SG	V;PFV;POS;NFIN
הסרת	odebrat	הסרה	odebrat	N;PSSD;FEM;SG	V;POS;NFIN
המנצח	vítězem	המנצח	vítěz	PROPN	N;ANIM;INS;MASC;SG;POS
המנצח	výherce	המנצח	výherce	PROPN	N;ANIM;NOM;MASC;SG;POS
המנצח	vítěze	המנצח	vítěz	PROPN	N;ANIM;ACC;MASC;SG;POS
המנצח	vítěz	המנצח	vítěz	PROPN	N;ANIM;NOM;MASC;SG;POS
פוטנציאל	potenciální	פוטנציאל	potenciální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
מתים	mrtvá	מת	mrtvý	N;MASC;PL	ADJ;NOM;FEM;SG;POS
מתים	mrtvý	מת	mrtvý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
מתים	mrtví	מת	mrtvý	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
נלקח	přijata	נלקח	přijatý	V;MASC;SG;3;PST;MID	ADJ;POS;V.PTCP;PASS
נלקח	přijatá	נלקח	přijatý	V;MASC;SG;3;PST;MID	ADJ;NOM;FEM;SG;POS
שומרי	strážci	שומר	strážce	PROPN	N;ANIM;NOM;MASC;PL;POS
שייכת	patřilo	שייך	patřit	ADJ;FEM;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
שייכת	patřili	שייך	patřit	ADJ;FEM;SG	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
שייכת	patřil	שייך	patřit	ADJ;FEM;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
שייכת	patřily	שייך	patřit	ADJ;FEM;SG	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
שייכת	patří	שייך	patřit	ADJ;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
שייכת	patřit	שייך	patřit	ADJ;FEM;SG	V;IPFV;POS;NFIN
לחסום	bloku	חסם	blok	V;NFIN;ACT	N;INAN;GEN;MASC;SG;POS
לחסום	blok	חסם	blok	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
לחסום	blokování	חסם	blokování	V;NFIN;ACT	N;NOM;NEUT;SG;POS
חודשי	měsíční	חודש	měsíční	PROPN	ADJ;NOM;MASC;SG;POS
חודשי	měsíčně	חודש	měsíčně	PROPN	ADV;POS
חודשי	měsíců	חודש	měsíc	PROPN	N;INAN;GEN;MASC;PL;POS
חודשי	měsíce	חודש	měsíc	PROPN	N;INAN;NOM;MASC;PL;POS
חודשי	měsících	חודש	měsíc	PROPN	N;INAN;GEN;MASC;PL;POS
פראג	praha	פראג	praha	PROPN	PROPN;NOM;FEM;SG;POS
מוצלחת	úspěšně	הוצלח	úspěšně	ADJ;FEM;SG	ADV;POS
פלוגה	společnosti	פלוגה	společnost	N;FEM;SG	N;NOM;FEM;PL;POS
שטראוס	strauss	שטראוס	strauss	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אנתוני	anthony	אנתוני	anthon	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אנתוני	anthonyho	אנתוני	anthony	PROPN	N;ANIM;ACC;MASC;SG;POS
אנתוני	antonín	אנתוני	antonín	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אביר	knight	אביר	knight	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אביר	rytíři	אביר	rytíř	PROPN	N;ANIM;NOM;MASC;PL;POS
אביר	rytíř	אביר	rytíř	PROPN	N;ANIM;NOM;MASC;SG;POS
אלפא	alpha	אלפא	alpha	PROPN	PROPN;NOM;MASC;SG;POS
אלפא	alfa	אלפא	alfa	PROPN	PROPN;NOM;FEM;SG;POS
הטקס	ceremoniál	הטקס	ceremoniál		N;INAN;NOM;MASC;SG;POS
הטקס	obřad	הטקס	obřad		N;INAN;NOM;MASC;SG;POS
זרוע	paže	זרוע	paže	N;FEM;SG	N;NOM;FEM;PL;POS
דבורה	deborah	דבורה	deborah	PROPN	PROPN;NOM;FEM;SG;POS
דבורה	včela	דבורה	včela	PROPN	N;NOM;FEM;SG;POS
דבורה	včelí	דבורה	včele	PROPN	ADJ;NOM;MASC;SG;POS
דבורה	bee	דבורה	bee	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
תיק	case	תיק	casa	N;MASC;SG	PROPN;NOM;MASC;SG;POS
מקורי	originál	מקורי	originál	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
אולימפיים	olympionici	אולימפי	olympionice	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL;POS
קש	brčko	קש	brčko		N;NOM;NEUT;SG;POS
ציירים	malíře	צייר	malíř	N;MASC;PL	N;ANIM;ACC;MASC;SG;POS
עיתונות	stiskněte	עיתונות	stisknout	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
עיתונות	žurnalistiky	עיתונות	žurnalistika	N;FEM;SG	N;NOM;FEM;PL;POS
יורד	sestupně	ירד	sestupně	V;MASC;SG;V.PTCP;ACT	ADV;POS
תצוגה	zobrazit	תצוגה	zobrazit	N;FEM;SG	V;PFV;POS;NFIN
תצוגה	zobrazit	תצוגה	zobrazit	N;FEM;SG	V;PFV;POS;NFIN
סרגיי	sergej	סרגיי	sergej	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
סרגיי	sergeji	סרגיי	sergej	PROPN	N;ANIM;NOM;MASC;SG;POS
סרגיי	sergej	סרגיי	sergej	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
שחייה	plavat	שחייה	plavat	N;FEM;SG	V;IPFV;POS;NFIN
באיכות	kvality	באיכות	kvalita		N;NOM;FEM;PL;POS
באיכות	kvalita	באיכות	kvalita		N;NOM;FEM;SG;POS
באיכות	kvalitní	באיכות	kvalitní		ADJ;NOM;MASC;SG;POS
באיכות	jakost	באיכות	jakost		N;NOM;FEM;SG;POS
באיכות	kvalitu	באיכות	kvalita		N;ACC;FEM;SG;POS
פלורידה	floridu	פלורידה	florida	PROPN	PROPN;ACC;FEM;SG;POS
פלורידה	floridy	פלורידה	florida	PROPN	PROPN;NOM;FEM;SG;POS
פלורידה	florida	פלורידה	florida	PROPN	PROPN;NOM;FEM;SG;POS
אספקה	zásoby	אספקה	zásoba	N;FEM;SG	N;NOM;FEM;PL;POS
אספקה	dodávky	אספקה	dodávka	N;FEM;SG	N;NOM;FEM;PL;POS
חיידקים	bakteriální	חיידק	bakteriální	N;MASC;PL	ADJ;NOM;MASC;SG;POS
חיידקים	bakterií	חיידק	bakterie	N;MASC;PL	N;INS;FEM;SG;POS
צילומי	fotografické	צילום	fotografický	PROPN	ADJ;NOM;MASC;PL;POS
מניות	zásoba	מנייה	zásoba	N;FEM;PL	N;NOM;FEM;SG;POS
מניות	sdílení	מנייה	sdílení	N;FEM;PL	N;NOM;NEUT;SG;POS
מניות	skladem	מנייה	sklad	N;FEM;PL	N;INAN;INS;MASC;SG;POS
זקן	starý	זקן	starý		ADJ;INAN;NOM;MASC;SG;POS
זקן	staré	זקן	starý		ADJ;NOM;MASC;PL;POS
זקן	stará	זקן	starý		ADJ;NOM;FEM;SG;POS
זקן	vousy	זקן	vousy		N;INAN;NOM;MASC;PL;POS
מיל	mill	מיל	mill	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מיל	mlýn	מיל	mlýn	PROPN	N;INAN;NOM;MASC;SG;POS
הושפע	ovlivněno	הושפע	ovlivněný	V;MASC;SG;3;PST;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
הושפע	ovlivněn	הושפע	ovlivněný	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
הושפע	ovlivněna	הושפע	ovlivněný	V;MASC;SG;3;PST;PASS	ADJ;POS;V.PTCP;PASS
הושפע	ovlivněn	הושפע	ovlivněný	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
הושפע	postižené	הושפע	postižený	V;MASC;SG;3;PST;PASS	ADJ;ANIM;NOM;MASC;PL;POS
הושפע	zasažené	הושפע	zasažený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;PL;POS
המאפשרת	umožňující	המאפשר	umožňující	PROPN	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
המאפשרת	umožnění	המאפשר	umožnění	PROPN	N;NOM;NEUT;SG;POS
המאפשרת	umožňující	המאפשר	umožňující	PROPN	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
הפקות	productions	הפקה	productions	N;FEM;PL	N;NOM;MASC;SG;POS
אופנה	módní	אופנה	módní	PROPN	ADJ;NOM;MASC;SG;POS
אופנה	fashion	אופנה	fashion	PROPN	PROPN;NOM;MASC;SG;POS
אופנה	móda	אופנה	móda	PROPN	N;NOM;FEM;SG;POS
אופנה	módy	אופנה	móda	PROPN	N;NOM;FEM;PL;POS
פתרונות	řešení	פתרון	řešení	N;MASC;PL	N;NOM;NEUT;SG;POS
הורדוס	herodes	הורדוס	herodes	PROPN	N;ANIM;NOM;MASC;SG;POS
האוסף	sbírky	האוסף	sbírka	N;MASC;SG	N;NOM;FEM;PL;POS
מצבה	náhrobek	ציבה	náhrobek		N;INAN;NOM;MASC;SG;POS
מצבה	náhrobek	ציבה	náhrobek		N;INAN;NOM;MASC;SG;POS
ראויה	hodna	ראוי	hodný	ADJ;FEM;SG	ADJ;POS
טוקיו	tokiu	טוקיו	tokium	PROPN	PROPN;DAT;NEUT;SG;POS
טוקיו	tokio	טוקיו	tokio	PROPN	PROPN;NOM;NEUT;SG;POS
ילדות	malička	ילד	malička	N;FEM;PL	N;NOM;FEM;SG;POS
ילדות	dětství	ילד	dětství	N;FEM;PL	N;NOM;NEUT;SG;POS
חווה	eva	חווה	eva	N;FEM;SG	PROPN;NOM;FEM;SG;POS
חווה	eve	חווה	eve	N;FEM;SG	PROPN;NOM;FEM;SG;POS
חווה	evi	חווה	evi	N;FEM;SG	PROPN;NOM;MASC;SG;POS
חזון	vizionář	חזון	vizionář		N;ANIM;NOM;MASC;SG;POS
חזון	vize	חזון	vize		N;NOM;FEM;SG;POS
חזון	vidění	חזון	vidění		N;NOM;NEUT;SG;POS
מעץ	dřevěné	מעץ	dřevěný		ADJ;NOM;MASC;PL;POS
מעץ	dřevěná	מעץ	dřevěný		ADJ;NOM;FEM;SG;POS
מעץ	dřevěný	מעץ	dřevěný		ADJ;INAN;NOM;MASC;SG;POS
רום	rome	רום	rom	PROPN	PROPN;NOM;MASC;SG;POS
רום	rom	רום	rom	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
רום	rum	רום	rum	PROPN	N;INAN;NOM;MASC;SG;POS
מפיץ	distributor	מפיץ	distributor	V;MASC;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG;POS
הושלמה	splněno	הושלם	splněný	V;FEM;SG;3;PST;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
הושלמה	splněna	הושלם	splněný	V;FEM;SG;3;PST;PASS	ADJ;POS;V.PTCP;PASS
הושלמה	dokončeno	הושלם	dokončený	V;FEM;SG;3;PST;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
הושלמה	ukončeno	הושלם	ukončený	V;FEM;SG;3;PST;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
הושלמה	dokončené	הושלם	dokončený	V;FEM;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS
הושלמה	dokončen	הושלם	dokončený	V;FEM;SG;3;PST;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
הושלמה	dokončena	הושלם	dokončený	V;FEM;SG;3;PST;PASS	ADJ;POS;V.PTCP;PASS
סודאן	súdán	סודאן	súdaný	PROPN	N;INAN;NOM;MASC;SG;POS
סודאן	súdánu	סודאן	súdán	PROPN	PROPN;INAN;GEN;MASC;SG;POS
האופוזיציה	opozice	האופוזיציה	opozice	PROPN	N;NOM;FEM;SG;POS
האופוזיציה	nesouhlas	האופוזיציה	nesouhlas	PROPN	N;INAN;NOM;MASC;SG;POS
האופוזיציה	odpor	האופוזיציה	odpor	PROPN	N;INAN;NOM;MASC;SG;POS
לאחור	pozpátku	לאחור	pozpátku	ADV	N;INAN;GEN;MASC;SG;POS
לאחור	záda	לאחור	záda	ADV	N;NOM;NEUT;PL;POS
מלכות	královny	מלכה	královna		N;NOM;FEM;PL;POS
מלכות	queensu	מלכה	Ťueensus		N;INAN;GEN;MASC;SG;POS
מלכות	queens	מלכה	queens		PROPN;INAN;NOM;MASC;SG;POS
עגנון	agnon	עגנון	agnon	PROPN	PROPN;NOM;MASC;SG;POS
מובילה	vedoucí	הוביל	vedoucí	V;FEM;SG;V.PTCP;ACT	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
בלט	baletu	בלט	balet		N;INAN;GEN;MASC;SG;POS
בלט	balet	בלט	balet		N;INAN;NOM;MASC;SG;POS
בלט	baletní	בלט	baletní		ADJ;NOM;MASC;SG;POS
שרדו	přežil	שרד	přežít	V;PL;3;PST;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
שרדו	přežila	שרד	přežít	V;PL;3;PST;ACT	V;POS;PST;V.PTCP;ACT
אנדרה	andre	אנדרה	andre	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אנדרה	andré	אנדרה	andré	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אנדרה	andré	אנדרה	andré	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
חור	díru	חור	díra		N;ACC;FEM;SG;POS
חור	díry	חור	díra		N;NOM;FEM;PL;POS
חור	díra	חור	díra		N;NOM;FEM;SG;POS
חור	otvor	חור	otvor		N;INAN;NOM;MASC;SG;POS
מדרגות	schodiště	מדרגה	schodiště	N;FEM;PL	N;NOM;NEUT;SG;POS
מדרגות	schodiště	מדרגה	schodiště	N;FEM;PL	N;NOM;NEUT;SG;POS
מסמל	symbolizuje	מסמל	symbolizovat		V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מחולקת	rozdělený	חולק	rozdělený	V;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
מחולקת	rozdělené	חולק	rozdělený	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
מחולקת	rozdělená	חולק	rozdělený	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
