van	soyadın	van	soya		N;NOM;SG;3
voorwaarde	condition	voorwaarde	condition	N;SG	
voorwaarde	şart	voorwaarde	şart	N;SG	
voorwaarde	koşul	voorwaarde	koşul	N;SG	
darwin	darwin	darwin	darwin	PROPN;SG	
keur	onayla	keur	ona	V;PRS	
hoogtes	irtifa	hoogte	irtifa	N;PL	
hoogtes	yükseklik	hoogte	yükseklik	N;PL	N;NOM;SG;3
hoogtes	yüksekten	hoogte	yüksek	N;PL	ADV
hoogtes	yükseklik	hoogte	yükseklik	N;PL	N;NOM;SG;3
hoogtes	heights	hoogte	heights	N;PL	PROPN;NOM;SG;3
ingeskryf	abone	inskryf	abone	V;PST;V.PTCP	
molekulêre	moleküler	molekulêr	molekü	ADJ;NOM	N;NOM;PL;3
molekulêre	molekül	molekulêr	molekül	ADJ;NOM	N;NOM;SG;3
rekords	records	rekord	records	N;PL	
algerië	cezayir	algerië	cezayir	PROPN;SG	
mits	disiplin	mits	dis	CONJ	N;NOM;SG;3
religie	din	religie	din	N;SG	
religie	dini	religie	din	N;SG	
start	başlayın	start	başla		V;PFV;IMP;PL;2;POS;PRS
start	başla	start	başla		
start	başlangıç	start	başlangıç		
start	başlat	start	başlat		
richmond	richmond	richmond	richmond	N;SG	PROPN;NOM;SG;3
vereenselwig	birleşik	vereenselwig	birleşik	V;PRS	
vereenselwig	birleşmiş	vereenselwig	birleş	V;PRS	
lekker	güzel	lekker	güzel		ADJ
begeerte	arzu	begeerte	arzu	N;SG	
jonk	genç	jonk	genç	ADV	
jonk	young	jonk	young	ADV	
mediawiki	mediawiki	mediawiki	mediawik		N;NOM;SG;3
lusaka	lusaka	lusaka	lusaka	PROPN;SG	PROPN;NOM;SG;3
lewendige	işın	leefendig	iş	ADJ;NOM	
lewendige	live	leefendig	live	ADJ;NOM	
lewendige	yaşa	leefendig	yaşa	ADJ;NOM	
lewendige	canlı	leefendig	canlı	ADJ;NOM	
cité	cité	cité	cité	N;SG	PROPN;NOM;SG;3
uitvinding	icat	uitvinding	icat	N;SG	
uitvinding	buluş	uitvinding	buluş	N;SG	
moslem	müslüman	moslem	müslüman	N;PL	
bestee	harcanmış	bestee	harca	V;PRS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
bestee	harcandı	bestee	harca	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
arend	kartal	arend	kartal	ADV	
audi	audi	audi	audi		
marshall	mareşal	marshall	mareşal		
marshall	marshall	marshall	marshall		
warmer	sıcak	warmer	sıcak	V;PRS	
monetêre	parasal	monetêre	parasal	N;SG	
oman	umman	oman	umman	PROPN;SG	
logiese	mantık	logies	mantık	ADJ;NOM	
logiese	mantıklı	logies	mantıklı	ADJ;NOM	
legendariese	efsanevi	legendaries	efsanevi	ADJ;NOM	
legendariese	efsane	legendaries	efsane	ADJ;NOM	
afval	boşa	afval	boşa	V;PRS	
afval	ziyan	afval	ziyan	V;PRS	
afval	atık	afval	atık	V;PRS	
afval	harcama	afval	harca	V;PRS	
afval	israf	afval	israf	V;PRS	
bismarck	bismarck	bismarck	bismarck		PROPN;NOM;SG;3
gene	gene	gene	gene	N;SG	ADV
gene	gen	gene	gen	N;SG	
elsas	alsace	elsas	alsace		V;PFV;IMP;SG;3;POS;PRS
eksperimentele	deneysel	eksperimenteel	deneysel	N;PL	
belowe	soz	beloof	soz	V;PRS	
belowe	söz	beloof	söz	V;PRS	
busse	otobüs	busse	otobüs	N;PL	N;NOM;SG;3
uitgesluit	hariç	uitsluit	hariç	V;PST;V.PTCP	
uitgesluit	hariç	uitsluit	hariç	V;PST;V.PTCP	
uitgesluit	hariç	uitsluit	hariç	V;PST;V.PTCP	
vries	vries	vries	vries	V;PRS	
agterkant	geri	agterkant	geri	N;SG	
agterkant	arka	agterkant	arka	N;SG	
oplossings	çözüm	oplossing	çözüm	N;PL	
bruce	bruce	bruce	bruce	PROPN;SG	
graham	graham	graham	graham		PROPN;NOM;SG;3
soet	sweet	soet	sweet	N;SG	
soet	tatlı	soet	tatlı	N;SG	
soet	tatli	soet	tatli	N;SG	
denis	denis	denis	denis	N;SG	PROPN;NOM;SG;3
mesopotamië	mezopotamya	mesopotamië	mezopotamya	N;SG	
uitgevind	icat	uitvind	icat	V;PST;V.PTCP	
lyste	liste	lyste	lis	N;PL	
geneeskunde	ilaçlar	geneeskunde	ilaç	ADJ;NOM	N;NOM;PL;3
geneeskunde	tıp	geneeskunde	tıp	ADJ;NOM	
geneeskunde	ilaç	geneeskunde	ilaç	ADJ;NOM	
konsepte	taslak	konsepte	taslak	N;PL	
bekendstelling	giriş	bekendstelling	giriş	N;SG	
bekendstelling	tanıtım	bekendstelling	tanıtım	N;SG	
bekendstelling	giriş	bekendstelling	giriş	N;SG	
massiewe	devasa	massief	devasa	N;SG	
verlaag	alt	verlaag	alt	V;PRS	
verlaag	aşağı	verlaag	aşağ	V;PRS	
spreker	konuşmacı	spreker	konuş	N;SG	
ssr	ssr	ssr	ssr	PROPN;SG	
charlie	charlie	charlie	charlie	PROPN;SG	
verwesenlik	nişan	verwesenlik	nişan	V;PRS	
verwesenlik	hedef	verwesenlik	hedef	V;PRS	
skepper	yaratıcı	skepper	yaratıcı	V;PRS	
skepper	yaradan	skepper	yara	V;PRS	N;AT+ABL;SG;3
skepper	yaratıcısı	skepper	yaratıcı	V;PRS	N;NOM;SG;3
skepper	yaratan	skepper	yarat	V;PRS	
databasis	veritabanları	databasis	verit	N;SG	N;NOM;PL;3
herinnering	hatıra	herinnering	hatıra	N;SG	
herinnering	anılar	herinnering	anı	N;SG	N;NOM;PL;3
herinnering	hatıralar	herinnering	hatıra	N;SG	N;NOM;PL;3
fisieke	fiziki	fisiek	fizik	ADJ;NOM	
fisieke	fiziksel	fisiek	fiziksel	ADJ;NOM	
klippe	taş	klip	taş	N;PL	
klippe	taşlar	klip	taş	N;PL	ADJ;NOM;PL;3
klippe	taş	klip	taş	N;PL	
klippe	taşlar	klip	taş	N;PL	ADJ;NOM;PL;3
klippe	kaya	klip	kay	N;PL	
vergelykings	karşılaştırma	vergelyking	karşılaş	N;PL	N;NOM;SG;3
vergelykings	karşılaştırmalar	vergelyking	karşılaş	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ekonomies	ekonomisi	ekonomies	ekonomi	N;PL	N;NOM;SG;3
ekonomies	ekonomik	ekonomies	ekonomik	N;PL	ADJ
ekonomies	ekonomi	ekonomies	ekonomi	N;PL	
politici	politikacı	politici	politikacı	N;PL	
ontwerper	tasarım	ontwerper	tas	N;SG	
ontwerper	tasarımcı	ontwerper	tasarımcı	N;SG	
kilogram	kilogram	kilogram	kilogram	N;SG	
skielike	aniden	skielik	aniden	ADJ;NOM	ADV
alkohol	alkollü	alkohol	alkollü	N;SG	
alkohol	alkol	alkohol	alkol	N;SG	
sang	şarkı	sang	şarkı	N;SG	
herlewing	diriliş	herlewing	diriliş	N;SG	
sap	suyu	sap	su	ADV	N;ACC;SG;3
sap	sap	sap	sap	ADV	
rif	sırtı	rif	sırt	N;SG	
rif	ridge	rif	ridge	N;SG	PROPN;NOM;SG;3
stanley	stanley	stanley	stanley		PROPN;NOM;SG;3
manchester	manchester	manchester	manchester		PROPN;NOM;SG;3
oberliga	oberliga	oberliga	oberliga	N;SG	
room	kremalı	room	kremalı	N;SG	
room	kaymak	room	kay	N;SG	
room	krem	room	krem	N;SG	
room	krema	room	krema	N;SG	
friese	frizce	fries	frizce	ADJ;NOM	
duff	duff	duff	duff		
klok	çan	klok	çan	V;PRS	
klok	zil	klok	zil	V;PRS	
klok	can	klok	can	V;PRS	
klok	bell	klok	bell	V;PRS	
sentimeter	santimetre	sentimeter	santi		N;NOM;SG;3
sentimeter	santimetre	sentimeter	santi		N;NOM;SG;3
sentimeter	santimetre	sentimeter	santi		N;NOM;SG;3
rico	rico	rico	rico	PROPN;SG	PROPN;NOM;SG;3
erkende	tanınan	erken	tanı	ADJ;NOM	V;PFV;IND;POS;PRS;V.PTCP;PASS
erkende	tanıdı	erken	tanı	ADJ;NOM	V;PFV;IND;SG;3;POS;PST
erkende	tanınan	erken	tanı	ADJ;NOM	V;PFV;IND;POS;PRS;V.PTCP;PASS
praag	prag	praag	prag		PROPN;NOM;SG;3
gandhi	gandi	gandhi	gandi	N;SG	
gandhi	gandhi	gandhi	gandhi	N;SG	PROPN;NOM;SG;3
whois	whois	whois	whois		N;NOM;SG;3
vigs	aids	vigs	aids		
kambodja	kamboçya	kambodja	kamboçya	PROPN;SG	PROPN;NOM;SG;3
springs	pınar	spring	pınar	N;PL	
springs	springs	spring	springs	N;PL	PROPN;NOM;SG;3
tee	cay	tee	cay	N;SG	
tee	çay	tee	çay	N;SG	
eed	ant	eed	ant	N;SG	
eed	yemin	eed	yemin	N;SG	
gekombineer	kombine	kombineer	kombine	V;PST;V.PTCP	
slawerny	kölelik	slawerny	kölelik		N;NOM;SG;3
onwettig	illegal	onwettig	illegal	V;PRS	
onwettig	yasadışı	onwettig	yasa	V;PRS	
intelligensie	zekâ	intelligensie	zekâ	N;SG	
intelligensie	zeka	intelligensie	zeka	N;SG	
intelligensie	istihbarat	intelligensie	istihbarat	N;SG	
cameron	cameron	cameron	cameron		PROPN;NOM;SG;3
sielkundige	psikolog	sielkundig	psikolog	ADJ;NOM	
sleg	bad	sleg	bad	ADV	INTJ
sleg	kötü	sleg	kötü	ADV	
notas	not	notas	not	N;SG	
notas	notları	notas	not	N;SG	N;ACC;PL;3
notas	notlar	notas	not	N;SG	N;NOM;PL;3
mbeki	mbeki	mbeki	mbeki	PROPN;SG	
pre	önceden	pre	önceden		ADV
pre	öncesi	pre	önce		N;NOM;SG;3
outomatiese	otomatik	outomaties	otomatik	ADJ;NOM	
fabriek	fabrika	fabriek	fabrika	N;SG	
mielies	mısır	mielies	mısır	N;PL	
soektog	geçerli	soektog	geçerli	N;SG	
soektog	geçerlidir	soektog	geç	N;SG	
binneste	iç	binneste	iç	N;PL	
binneste	kardeş	binneste	kardeş	N;PL	
snitte	izler	snit	iz	N;PL	
hipotese	varsayım	hipotees	varsayım	N;SG	
vaardighede	beceri	vaardigheid	becer	N;PL	N;NOM;SG;3
neiging	trend	neiging	trend	N;SG	
neiging	eğilim	neiging	eğ	N;SG	
ontbreek	eksik	ontbreek	eksik	V;PRS	
ontbreek	kayıp	ontbreek	kayıp	V;PRS	ADJ
regterkant	doğru	regterkant	doğru	N;SG	
regterkant	sağa	regterkant	sağ	N;SG	
regterkant	sağ	regterkant	sağ	N;SG	
regterkant	dogru	regterkant	dogru	N;SG	
essays	denemeler	essays	dene	N;PL	
wisselwerking	etkileşim	wisselwerking	etkileş	N;SG	
kenneth	kenneth	kenneth	kenneth	PROPN;SG	
hughes	hughes	hughes	hughes	PROPN;SG	
elementêre	ilkokul	elementêre	ilkokul	ADJ;NOM	
elementêre	ilköğretim	elementêre	ilköğretim	ADJ;NOM	N;NOM;SG;3
senator	senator	senator	senator	N;SG	PROPN;NOM;SG;3
senator	senatör	senator	senatör	N;SG	
arrondissement	arrondissement	arrondissement	arrondissement		N;NOM;SG;3
vreedsame	huzur	vreedsaam	huzur	ADJ;NOM	
vreedsame	huzurlu	vreedsaam	huzurlu	ADJ;NOM	
vreedsame	barışçıl	vreedsaam	barışçıl	ADJ;NOM	
hager	hager	hager	hager	ADV	
faure	faure	faur	faure		PROPN;NOM;SG;3
besigheid	buluşmak	besigheid	buluş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
besigheid	buluşma	besigheid	buluş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
besigheid	business	besigheid	business	N;SG	
besigheid	işletme	besigheid	işle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
besigheid	ticaret	besigheid	ticaret	N;SG	
ontploffing	patlama	ontploffing	patla	N;SG	
pouse	durdur	pous	i	N;PL	V;PFV;IMP;SG;2;POS;PRS;CAUS
vereiste	gerekiyor	vereiste	gerek		V;PROG;IND;SG;3;POS;INFM;PRS
rembrandt	rembrandt	rembrandt	rembrandt	N;SG	PROPN;NOM;SG;3
konserte	konser	konserte	konser	N;PL	N;NOM;SG;3
goedkoop	ucuz	goedkoop	ucuz	ADV	
goedkoop	ucuza	goedkoop	uçuz	ADV	
rica	rica	rica	rica	N;SG	
seremonie	tören	seremonie	tör	N;SG	
kolletjies	noktalar	kolletjie	nokta		N;NOM;PL;3
jim	jim	jim	jim		
ganesja	ganesha	ganesja	ganesha	N;PL	N;NOM;SG;3
staande	ayakta	staand	ayak		N;ESS;SG;3
munte	para	munt	para	N;PL	
golwe	dalgalar	golwe	dalga		N;NOM;PL;3
mali	mali	mali	mali	PROPN;SG	
lêers	dosya	lêers	dosya	N;PL	
neus	burnunu	neus	burun		N;ACC;SG;3
neus	burnun	neus	burun		N;GEN;SG;3
neus	burnu	neus	burun		N;NOM;SG;3
santiago	santiago	santiago	santiago		PROPN;NOM;SG;3
ernest	ernest	ernest	ernest	PROPN;SG	
huishoudelike	hane	huishoudelik	hane	ADJ;NOM	
huishoudelike	yerli	huishoudelik	yerli	ADJ;NOM	
huishoudelike	yurtiçi	huishoudelik	yurtiçi	ADJ;NOM	
kersfees	yılbaşı	kersfees	yılbaşı	V;PRS	
kersfees	noel	kersfees	noel	V;PRS	
kersfees	christmas	kersfees	christmas	V;PRS	
sciences	bilimleri	sciences	bilim		N;ACC;PL;3
sciences	bilimler	sciences	bilim		N;NOM;PL;3
noodsaaklike	gerekli	noodsaaklik	gerekli	ADJ;NOM	
noodsaaklike	şart	noodsaaklik	şart	ADJ;NOM	
ingedien	gönderilen	indien	gönder	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
ville	ville	ville	ville	N;SG	PROPN;NOM;SG;3
bye	arı	byd	arı	N;PL	
nuttige	faydalı	nuttig	faydalı	ADJ;NOM	
oregon	oregon	oregon	oregon		PROPN;NOM;SG;3
straal	işın	straal	iş	V;PRS	
doeltreffend	verimli	doeltreffend	verimli	ADV	
doeltreffend	etkili	doeltreffend	etkili	ADV	
lucas	lucas	lucas	lucas		PROPN;NOM;SG;3
verbond	ittifak	verbond	ittifak		N;NOM;SG;3
spesiaal	özel	spesiaal	özel		ADJ
gerangskik	sıralama	rangskik	sıralama	V;PST;V.PTCP	
andreas	andreas	andreas	andreas	N;SG	
regiment	alay	regiment	alay	N;SG	
groenland	grönland	groenland	grönla	N;SG	
jacana	jakana	jacana	jakana	PROPN;SG	N;DAT;SG;3
broadway	broadway	broadway	broadway		PROPN;NOM;SG;3
verwerking	gösterim	verwerking	göster	N;SG	
masjien	motor	masjien	motor	N;SG	
masjien	makina	masjien	makina	N;SG	
papacy	papalık	papacy	papalık		N;NOM;SG;3
buitelanders	yabancılar	buitelander	yabancı	N;PL	ADJ;NOM;PL;3
binomial	binom	binomial	binom		N;NOM;SG;3
salisbury	salisbury	salisbury	salisbury	PROPN;SG	PROPN;NOM;SG;3
sierra	sierra	sierra	sierr	PROPN;SG	PROPN;NOM;SG;3
vertraag	gecikmiş	vertraag	gecik	V;PRS	V;PFV;NFH;IND;SG;3;POS;PST
vertraag	gecikti	vertraag	gecik	V;PRS	
vertraag	ertelendi	vertraag	ertele	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
besoeke	gösterim	besoek	göster	N;PL	
besoeke	ziyaret	besoek	ziyaret	N;PL	N;NOM;SG;3
geskatte	tahmini	geskat	tahmin	V;PST;V.PTCP	N;NOM;SG;3
geskatte	tahmin	geskat	tahmin	V;PST;V.PTCP	
riga	riga	riga	riga		PROPN;NOM;SG;3
rys	pirinç	rys	pirinç	N;SG	
aanhou	devam	aanhou	devam	V;PRS	N;NOM;SG;3
haag	haag	haag	haag		PROPN;NOM;SG;3
verskuiwing	göç	verskuiwing	göç	N;SG	
dring	israr	dring	israr	V;PRS	
eier	yumurta	eier	yumurta	N;SG	
eier	yumurtalı	eier	yumurtalı	N;SG	
kelvin	kelvin	kelvin	kelvi	N;SG	
werner	werner	werner	werner		PROPN;NOM;SG;3
tevrede	içeriğe	tevrede	içerik		N;DAT;SG;3
tevrede	içeriği	tevrede	içerik		N;NOM;SG;3
tevrede	içerikler	tevrede	içerik		N;NOM;PL;3
tevrede	memnun	tevrede	memnun		ADJ
winston	winston	winston	winston	PROPN;SG	PROPN;NOM;SG;3
lineêre	doğrusal	lineêr	doğrusal		ADJ
nassau	nassau	nassau	nassau		PROPN;NOM;SG;3
saksiese	saxon	saksies	saxon	ADJ;NOM	
wydte	genişlik	wydte	genişlik	N;SG	
soweto	soweto	soweto	soweto		PROPN;NOM;SG;3
ellis	ellis	ellis	ellis	PROPN;SG	
churchill	churchill	churchill	churchill	PROPN;SG	PROPN;NOM;SG;3
newcastle	newcastle	newcastle	newcas	PROPN;SG	PROPN;NOM;SG;3
tunisië	tunus	tunisië	tunus	PROPN;SG	
inleiding	giriş	inleiding	giriş	N;SG	
inleiding	tanıtım	inleiding	tanıtım	N;SG	
vlieënde	uçan	vlie	uç	ADJ;NOM	
vlieënde	uçuyor	vlie	uç	ADJ;NOM	V;PROG;IND;SG;3;POS;INFM;PRS
vlieënde	uçmak	vlie	uç	ADJ;NOM	V;PFV;NOM;IND;POS;PRS;V.MSDR
neerslag	yağış	neerslag	yağış	N;SG	
trots	gururu	trots	gurur	ADJ;NOM	N;NOM;SG;3
trots	gurur	trots	gurur	ADJ;NOM	
trots	gurur	trots	gurur	ADJ;NOM	
basel	basel	basel	basel		PROPN;NOM;SG;3
blootstelling	teşhir	blootstelling	teşhir	N;SG	
blootstelling	pozlama	blootstelling	pozlam	N;SG	V;PFV;NOM;IMP;2;POS;PRS
boeddhistiese	budist	boeddhisties	budist	ADJ;NOM	
steel	çalma	steel	çal	V;PRS	
steel	çal	steel	çal	V;PRS	
steel	çalmak	steel	çal	V;PRS	
steel	çalar	steel	çal	V;PRS	
steel	hırsızlık	steel	hırsızlık	V;PRS	N;NOM;SG;3
steel	çalmak	steel	çal	V;PRS	
beweerde	sözde	beweerd	söz	N;SG	
optredes	performans	optrede	performans	N;PL	
brooklyn	brooklyn	brooklyn	brooklyn		PROPN;NOM;SG;3
libanon	lübnan	libanon	lübnan	PROPN;SG	PROPN;NOM;SG;3
tong	dil	tong	dil	N;SG	
tong	dili	tong	dili	N;SG	
katharina	katharina	katharina	kathar		N;DAT;SG;3
katharina	catherine	katharina	cather		N;DAT;SG;3
charlotte	charlotte	charlotte	charlot	N;PL	PROPN;NOM;SG;3
erfgenaam	mirasçı	erfgenaam	mirasçı	N;SG	
erfgenaam	vâris	erfgenaam	vâris	N;SG	
erfgenaam	varis	erfgenaam	varis	N;SG	
geplant	yerleştirilmiş	geplant	yerleş		V;PFV;NFH;IND;SG;3;POS;PST;PASS
geplant	yerleştirdi	geplant	yerleş		V;PFV;IND;SG;3;POS;PST;CAUS
ohio	ohio	ohio	ohio		PROPN;NOM;SG;3
georganiseerde	organize	organiseer	organize	ADJ;NOM	
vordering	ilerleme	vordering	ilerle	N;SG	
vordering	gelişme	vordering	geliş	N;SG	
vordering	gelişim	vordering	geliş	N;SG	
haaie	köpekbalığı	haaie	köpekbalık	N;PL	N;NOM;SG;3
verwantskap	ilişki	verwantskap	ilişki		N;NOM;SG;3
verwantskap	akrabalık	verwantskap	akrabalık		N;NOM;SG;3
gekleurde	renkli	kleurde	renkli	ADJ;NOM	
tabak	tütün	tabak	tütün	N;SG	
gekyk	izlenen	gekyk	izle	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
gekyk	görüntülenen	gekyk	görüntüle	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
indiane	kızılderililer	indiane	kızılderili	N;PL	V;PFV;IND;PL;3;POS;PRS;V.MSDR
indiane	yerliler	indiane	yerli	N;PL	ADJ;NOM;PL;3
indiane	kızılderilileri	indiane	kızılderili	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
handelsmerk	brand	handelsmerk	brand	N;SG	
handelsmerk	marka	handelsmerk	marka	N;SG	
handelsmerk	marka	handelsmerk	marka	N;SG	
lorenzo	lorenzo	lorenzo	lorenzo		PROPN;NOM;SG;3
andromeda	andromeda	andromeda	androme	N;SG	
lens	lens	lens	lens	N;SG	
lens	objektif	lens	objektif	N;SG	
lens	mercek	lens	mercek	N;SG	
verwagting	beklentiler	verwagting	beklenti		N;NOM;PL;3
verwagting	beklentim	verwagting	bekle		N;NOM;SG;3
ooreenstemming	eşleşme	ooreenstemming	eşleş	N;SG	
ooreenstemming	karşılaşma	ooreenstemming	karşılaşma	N;SG	
ooreenstemming	kibrit	ooreenstemming	kibrit	N;SG	
dowwe	sessiz	doff	sessiz		ADJ
waarneem	izle	waarneem	izle	V;PRS	
tornado	hortum	tornado	hortum	N;SG	
tornado	kasırga	tornado	kasırga	N;SG	
sinne	cümle	sinne	cümle	N;PL	
honde	köpek	hond	köpek	N;PL	N;NOM;SG;3
nord	nord	nord	nord	N;SG	PROPN;NOM;SG;3
luke	luke	luak	luk		
moed	cesaret	moed	cesaret	V;PRS	
krai	krayı	krai	kra		PROPN;NOM;SG;3
eva	eva	eva	eva	V;PRS	
eva	eve	eva	ev	V;PRS	N;DAT;SG;3
eva	havva	eva	havva	V;PRS	
gewoontes	alışkanlık	gewoontes	alışkanlık	N;PL	N;NOM;SG;3
guatemala	guatemala	guatemala	guatemal	PROPN;SG	PROPN;NOM;SG;3
corals	mercanlar	corals	mercan		N;NOM;PL;3
krieket	çekirge	krieket	çekirge		
krieket	kriket	krieket	kriket		
princeton	princeton	princeton	princeton		PROPN;NOM;SG;3
troue	düğün	trou	düğün	N;SG	
troue	nikah	trou	nikah	N;SG	
nepal	nepal	nepal	nepal	PROPN;SG	PROPN;NOM;SG;3
masedonië	makedonya	masedonië	makedonya		PROPN;NOM;SG;3
mickiewicz	mickiewicz	mickiewicz	mickiewicz	PRO;SG;3	
kasakstan	kazakistan	kasakstan	kazakistan		PROPN;NOM;SG;3
hotelle	otel	hotelle	otel	N;PL	N;NOM;SG;3
aangedryf	güçlü	aandryf	güçlü	V;PST;V.PTCP	
opsie	seçenek	opsie	seçenek	N;SG	
moedig	teşvik	moedig	teşvik	V;PRS	
barrett	barrett	barrett	barrett		
percy	percy	percy	percy		
eerstens	öncelikle	eerstens	öncelik	ADV	N;INS;SG;3
hongersnood	açlık	hongersnood	açlık	N;SG	
hongersnood	kıtlık	hongersnood	kıtlık	N;SG	
uganda	uganda	uganda	uga	PROPN;SG	PROPN;NOM;SG;3
ondersoeke	sınav	ondersoek	sınav	N;PL	N;NOM;SG;3
ondersoeke	muayene	ondersoek	muayene	N;PL	N;NOM;SG;3
domain	alan	domain	al		V;PFV;IND;POS;PRS;V.PTCP
rye	sıra	rye	sıra	N;PL	N;NOM;SG;3
moskouse	domodedovo	moskous	domodedovo	N;SG	PROPN;NOM;SG;3
sielkunde	psikoloji	sielkund	psikoloji	N;SG	
oude	oude	oude	oude		PROPN;ESS;SG;3
tender	ihale	tender	ihale	N;SG	
tender	hassas	tender	hassas	N;SG	
draaiboek	senaryo	draaiboek	senaryo	N;SG	
respek	saygı	respek	saygı	N;SG	
respek	saygılar	respek	saygı	N;SG	N;NOM;PL;3
respek	saygi	respek	saygi	N;SG	
majoor	major	majoor	major	N;SG	
majoor	binbaşı	majoor	binbaşı	N;SG	
lood	kurşun	lood	kurşun	N;SG	
lincoln	lincoln	lincoln	lincoln		PROPN;NOM;SG;3
fotografie	fotoğraf	fotografie	fotoğraf	N;SG	
alternatief	alternatifi	alternatief	alternatifi		N;ACC;SG;3
regie	yöneten	regie	yönet	N;SG	
regie	yönetmen	regie	yönetmen	N;SG	
regie	yönlendirilmiş	regie	yönlen	N;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
oorskry	aşıldı	oorskry	aş	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
africana	africana	africana	african	PROPN;SG	N;DAT;SG;3
slot	kilitleme	slot	kilitle		V;PFV;NOM;IND;2;POS;PRS;V.MSDR
dom	salak	dom	salak	N;SG	
dom	aptal	dom	aptal	N;SG	
dom	aptalca	dom	aptalca	N;SG	
dom	dom	dom	dom	N;SG	
maag	mide	maag	mide	N;SG	
maag	midem	maag	midem	N;SG	
bus	otobüsle	bus	otobüsle	V;PRS	N;INS;SG;3
bus	otobüs	bus	otobüs	V;PRS	N;NOM;SG;3
ski	kayak	ski	kayak	N;PL	N;NOM;SG;3
ski	kaymak	ski	kay	N;PL	
wysiging	düzenleme	wysiging	düzenle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
wysiging	montaj	wysiging	montaj	N;SG	
wysiging	kurgu	wysiging	kurgu	N;SG	
gunsteling	favori	gunsteling	favori	N;SG	
gunsteling	favori	gunsteling	favori	N;SG	
gunsteling	gözde	gunsteling	gözde	N;SG	
onwettige	illegal	onwettig	illegal	ADJ;NOM	
onwettige	yasadışı	onwettig	yasa	ADJ;NOM	
botsings	çatışmalar	botsings	çatış	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
botsings	çarpışmalar	botsings	çarpış	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
sterrewag	gözlemevi	sterrewag	gözlemevi	N;PL	
vasgevang	kapana	vasvang	kapa	V;PRS	
nice	güzel	nice	güzel		ADJ
kollegas	meslektaş	kollega	meslektaş	N;PL	N;NOM;SG;3
express	ekspres	express	ekspres		
express	express	express	express		PROPN;NOM;SG;3
express	ifade	express	ifade		N;NOM;SG;3
express	ekspresi	express	ekspre		N;NOM;SG;3
vlieënier	pilot	vlieënier	pilot	N;SG	
ontmoeting	buluşmak	ontmoeting	buluş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
ontmoeting	buluşma	ontmoeting	buluş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
geskille	tartışmalar	geskil	tartış	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
versterkings	takviye	versterking	takviye	N;PL	
bydraers	katkıda	bydraer	katkı	N;PL	N;ESS;SG;3
walker	walker	walker	walker		PROPN;NOM;SG;3
teheran	tahran	teheran	tahran		PROPN;NOM;SG;3
bots	botlar	bots	bot	V;PRS	N;NOM;PL;3
bots	robotlar	bots	robot	V;PRS	N;NOM;PL;3
bots	robotları	bots	robot	V;PRS	N;ACC;PL;3
ghana	gana	ghana	gen	PROPN;SG	PROPN;NOM;SG;3
gevaarlik	tehlikeli	gevaarlik	tehlikeli	ADV	N;NOM;SG;3
gevaarlik	tehlikelidir	gevaarlik	tehlikeli	ADV	V;PFV;IMP;SG;3;POS;PRS
kaïro	kahire	kaïro	kahire	PROPN;SG	PROPN;NOM;SG;3
michigan	michigan	michigan	michigan	PROPN;SG	PROPN;NOM;SG;3
mohammed	muhammed	mohammed	muhammed	N;SG	
randse	rand	rands	rand	ADJ;NOM	
gemerk	etiketlenen	merk	etiketle	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
gemerk	etiketli	merk	etiketli	V;PST;V.PTCP	
gemerk	seçilen	merk	seç	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
gemerk	seçili	merk	seçili	V;PST;V.PTCP	
gemerk	bayrak	merk	bayrak	V;PST;V.PTCP	
gemerk	bayrakları	merk	bayrak	V;PST;V.PTCP	N;ACC;PL;3
gemerk	bayraklar	merk	bayrak	V;PST;V.PTCP	N;NOM;PL;3
gemerk	işaretli	merk	işaretli	V;PST;V.PTCP	ADJ
franklin	franklin	franklin	franklin		PROPN;NOM;SG;3
windsor	windsor	windsor	windsor		PROPN;NOM;SG;3
monster	canavar	monster	canavar	N;SG	
monster	hayvan	monster	hayvan	N;SG	
monster	yaratık	monster	yarat	N;SG	
