австралийский	australiska	австралийский	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
мужские	hane	мужской	hane	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
мужские	manligt	мужской	manlig	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
компакт	kompakt	компакт	kompakt	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
компакт	komprimera	компакт	komprimera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
вычисления	beräkna	вычисление	beräkna	N;INAN;NOM;NEUT;PL	V;IMP;FIN;ACT
вычисления	beräkning	вычисление	beräkning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
вычисления	databehandling	вычисление	databehandling	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
продал	sålda	продать	såld	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
продал	säljs	продать	sälja	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PRS;FIN;PASS
акул	hajar	акул	haje	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
химическая	kemikalie	химический	kemikalie	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
правильный	korrigera	правильный	korrigera	ADJ;NOM;MASC;SG	V;IMP;FIN;ACT
правильный	rätta	правильный	rätta	ADJ;NOM;MASC;SG	N;MASC+FEM
правильный	rätt	правильный	rätt	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
операторов	operatörer	оператор	operatör	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
операторов	aktörer	оператор	aktör	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
операторов	operatorer	оператор	operator	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
тереза	therese	терез	therese	N;ANIM;NOM;FEM;SG	PROPN;NOM
тереза	teresa	терез	teresa	N;ANIM;NOM;FEM;SG	PROPN;NOM
приобрести	inköp	приобрести	inköp	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;PL
приобрести	köp	приобрести	köp	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
приобрести	köpet	приобрести	köp	V;PFV;NFIN;ACT	N;NOM;DEF;NEUT;SG
повысить	marknadsför	повысить	marknadsför	V;PFV;NFIN;ACT	V;IND;FIN;PASS
особая	speciellt	особый	speciell	ADJ;NOM;FEM;SG	ADV
особая	särskilda	особый	särskild	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
особая	speciella	особый	speciell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ген	gene	ген	gene	N;INAN;NOM;MASC;SG	PROPN;NOM
смешанные	blandat	смешанный	blandad	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
смешанные	blandad	смешанный	blanda	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
адамс	adams	адамс	adams	N;ANIM;NOM;MASC;SG	PROPN;NOM
социальное	sociala	социальный	social	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
просмотр	bläddra	просмотр	bläddra	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
просмотр	bläddra	просмотр	bläddra	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
просмотр	visa	просмотр	visa	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
подъёма	vokal	подъем	vokal	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
максимальное	maximalt	максимальный	maximal	ADJ;NOM;NEUT;SG	ADV
максимальное	maximum	максимальный	maximum	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
максимальное	högsta	максимальный	hög	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;RL
рика	rick	рик	råck	N;ANIM;NOM;FEM;SG	PROPN;NOM
рика	rica	рик	ric	N;ANIM;NOM;FEM;SG	PROPN;NOM
неизвестный	okända	неизвестный	okänd	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
социалистов	socialisterna	социалист	socialist	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
социалистов	socialdemokrater	социалист	socialdemokrat	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
социалистов	socialdemokraterna	социалист	socialdemokrat	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
социалистов	socialister	социалист	socialist	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
шарлотта	charlotte	шарлотт	charlotte	N;ANIM;NOM;FEM;SG	PROPN;NOM
буш	bush	буш	bush	N;ANIM;NOM;MASC;SG	PROPN;NOM
тайвань	taiwan	тайвань	taiwa	N;INAN;NOM;MASC;SG	PROPN;NOM
миф	myter	миф	myter	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
биг	big	биг	big		N;NOM;INDF;NEUT;SG
биг	stora	биг	stor		ADJ;NOM;PL
биг	stor	биг	stor		ADJ;NOM;INDF;MASC+FEM;SG
биг	stort	биг	stor		ADJ;NOM;INDF;NEUT;SG
биг	bih	биг	bih		N
потребности	behov	потребность	behov	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
потребности	behöver	потребность	behöva	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;ACT
кен	ken	кен	ken	N;ANIM;NOM;MASC;SG	PROPN;NOM
подтверждена	bekräftade	подтвердить	bekräftad	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PST;V.PTCP;ACT
подтверждена	bekräftad	подтвердить	bekräftad	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
подтверждена	bekräftat	подтвердить	bekräftad	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
координации	samordna	координация	samordna	N;INAN;NOM;FEM;PL	V;NFIN;ACT
координации	koordinera	координация	koordinera	N;INAN;NOM;FEM;PL	V;IMP;FIN;ACT
ральф	ralf	ральф	ralf	N;ANIM;NOM;MASC;SG	PROPN;NOM
ральф	ralf	ральф	ralf	N;ANIM;NOM;MASC;SG	PROPN;NOM
стандартный	standarden	стандартный	standard	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
стандартный	standard	стандартный	standard	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
отделений	kontor	отделение	kontor	N;INAN;GEN;NEUT;PL	N;NOM;INDF;NEUT;SG
отделений	kontoren	отделение	kontor	N;INAN;GEN;NEUT;PL	N;NOM;DEF;NEUT;PL
отделений	branscher	отделение	bransch	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
отделений	filialer	отделение	filial	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
отделений	grenar	отделение	gren	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
сул	sul	сул	sul	PART	V;IMP;FIN;ACT
чистый	renade	чистый	rena	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
чистый	renat	чистый	rena	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
чистый	net	чистый	net	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
чистый	nät	чистый	nät	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
чистый	netto	чистый	netto	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
чистый	rena	чистый	rena	ADJ;NOM;MASC;SG	ADJ;NOM;PL
чистый	städa	чистый	städ	ADJ;NOM;MASC;SG	V;IMP;FIN;ACT
чистый	rent	чистый	ren	ADJ;NOM;MASC;SG	ADV
чистый	clean	чистый	clea	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
чистый	rena	чистый	rena	ADJ;NOM;MASC;SG	ADJ;NOM;PL
чистый	rent	чистый	ren	ADJ;NOM;MASC;SG	ADV
тепло	heat	теплый	heat	ADJ;NEUT;SG	N;NOM;INDF;NEUT;SG
тепло	värme	теплый	värme	ADJ;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
тепло	varma	теплый	varma	ADJ;NEUT;SG	ADJ;NOM;PL
тепло	värma	теплый	värma	ADJ;NEUT;SG	V;IMP;FIN;ACT
тепло	värme	теплый	värme	ADJ;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
мартинес	martinez	мартинес	martinez	N;ANIM;NOM;MASC;SG	PROPN;NOM
мартинес	martinez	мартинес	martinez	N;ANIM;NOM;MASC;SG	PROPN;NOM
мартинес	martínez	мартинес	martínez	N;ANIM;NOM;MASC;SG	PROPN;NOM
удаляется	borttagna	удалять	bortta	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
удаляется	borttagen	удалять	borttag	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
удаляется	borttaget	удалять	borttag	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;DEF;NEUT;SG
суды	domstol	суд	domstol	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
герцогства	hertigdömet	герцогство	hertigdöm	N;INAN;NOM;NEUT;PL	N;NOM;DEF;NEUT;SG
приобрел	förvärvade	приобрести	förvärva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;PL;PST;V.PTCP;ACT
приобрел	förvärvats	приобрести	förvärva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.CVB;PASS
приобрел	förvärvat	приобрести	förvärva	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
приобрел	förvärvad	приобрести	förvärvad	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
джейми	jamie	джея	jamie	N;ANIM;NOM;MASC;SG	PROPN;NOM
раннее	early	ранний	early	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
раннее	tidiga	ранний	tidig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
раннее	tidigt	ранний	tidig	ADJ;NOM;NEUT;SG	ADV
днепропетровск	dnipropetrovsk	днепропетровск	dnipropetrovsk	N;INAN;GEN;MASC;PL	N;NOM;INDF;NEUT;SG
днепропетровск	dnepropetrovsk	днепропетровск	dnepropetrovsk	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
болота	träsk	болото	träsk	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
болота	träsk	болото	träsk	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
избегать	undvikande	избегать	undvikande	V;IPFV;NFIN;ACT	ADJ;NOM;PRS;V.PTCP
окружности	omkrets	окружность	omkrets	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
пригороде	förort	пригород	förort	N;INAN;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пригороде	förorten	пригород	förort	N;INAN;ESS;MASC;SG	N;NOM;DEF;MASC+FEM;SG
пригороде	förorter	пригород	förort	N;INAN;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;PL
пригороде	förorten	пригород	förort	N;INAN;ESS;MASC;SG	N;NOM;DEF;MASC+FEM;SG
пригороде	förort	пригород	förort	N;INAN;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
празднование	fira	празднование	fira	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
празднование	firar	празднование	fira	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
празднование	högtider	празднование	högtid	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
празднование	festligheter	празднование	festlighet	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
туркменистана	turkmenska	туркменистан	turkmensk	N;INAN;GEN;MASC;SG	ADJ;NOM;PL
спорных	omtvistade	спорный	omtvistad	ADJ;GEN;PL	ADJ;NOM;PL;PST;V.PTCP
спорных	omtvistade	спорный	omtvistad	ADJ;GEN;PL	ADJ;NOM;PL;PST;V.PTCP
спорных	ifrågasatta	спорный	ifrågasätta	ADJ;GEN;PL	ADJ;NOM;PL;PST;V.PTCP
спорных	omstridda	спорный	omstridd	ADJ;GEN;PL	ADJ;NOM;PL;PST;V.PTCP
спорных	ifrågasatt	спорный	ifrågasätta	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
спорных	kontroversiellt	спорный	kontroversiell	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG
спорных	kontroversiella	спорный	kontroversiell	ADJ;GEN;PL	ADJ;NOM;PL
спорных	kontroversiell	спорный	kontroversiell	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
римлян	romans	римлянин	romans	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
римлян	romare	римлянин	rom	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
римлян	romarna	римлянин	rom	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
длинная	långa	длинный	lång	ADJ;NOM;FEM;SG	ADJ;NOM;PL
длинная	långt	длинный	långt	ADJ;NOM;FEM;SG	ADV
длинная	long	длинный	long	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
длинная	länge	длинный	länge	ADJ;NOM;FEM;SG	ADV
дождь	regnar	дождь	regna	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
дождь	regnade	дождь	regna	N;INAN;NOM;MASC;SG	V;IND;PST;FIN;ACT
уменьшается	minskar	уменьшаться	minska	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;ACT
уменьшается	minskningar	уменьшаться	minskning	V;IPFV;IND;SG;3;PRS;FIN;MID	N;NOM;INDF;MASC+FEM;PL
уменьшается	minskar	уменьшаться	minska	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;ACT
уменьшается	minskande	уменьшаться	minska	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;NOM;PRS;V.PTCP
продать	sälj	продать	sälj	V;PFV;NFIN;ACT	N
колесо	hjul	колесо	hjul	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;PL
коренные	inhemsk	коренной	inhemsk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
федеральное	federal	федеральный	federal	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
федеральное	federala	федеральный	federal	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
заготовки	skörda	заготовка	skörd	N;INAN;NOM;FEM;PL	V;FIN;ACT
заготовки	upptagning	заготовка	upptagning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
заготовки	skörd	заготовка	skörd	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
таллин	tallinn	таллин	tallinn	N;INAN;NOM;MASC;SG	PROPN;NOM
прибыла	anlänt	прибыть	anlända	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
прибыла	framme	прибыть	framme	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADV
быков	tjurar	бык	tjura	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
быков	bulls	бык	bulla	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
сохранять	save	сохранять	säve	V;IPFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
ударных	slagverk	ударный	slagverk	ADJ;GEN;PL	N;NOM;INDF;NEUT;PL
сталь	steel	сталь	steel	N;INAN;NOM;FEM;SG	PROPN;NOM
говард	howards	говард	howard	N;ANIM;NOM;MASC;SG	PROPN;GEN
говард	howard	говард	howard	N;ANIM;NOM;MASC;SG	PROPN;NOM
скот	scott	скот	scott	N;INAN;NOM;MASC;SG	PROPN;NOM
выделил	belyst	выделить	belysa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
выделил	betonade	выделить	betona	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;PL;PST;V.PTCP;ACT
выделил	markerade	выделить	markera	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;PL;PST;V.PTCP
выделил	markerad	выделить	markerad	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
выделил	markerat	выделить	markera	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
органических	ekologiska	органический	ekologisk	ADJ;GEN;PL	ADJ;NOM;PL
органических	organiskt	органический	organisk	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG
органических	ekologiskt	органический	ekologisk	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG
органических	organiska	органический	organisk	ADJ;GEN;PL	ADJ;NOM;PL
органических	ekologisk	органический	ekologisk	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
ева	eva	ева	eva	N;ANIM;NOM;FEM;SG	PROPN;NOM
ева	eva	ева	eva	N;ANIM;NOM;FEM;SG	PROPN;NOM
паркер	parker	паркер	park	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
восстановлено	återställd	восстановить	återställd	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
восстановлено	återställt	восстановить	återställa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
заболевание	sjukdomar	заболевание	sjukdom	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
ствол	tunna	ствол	tun	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
шер	cher	шер	cher	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
справедливо	ganska	справедливый	ganska	ADJ;NEUT;SG	ADV
справедливо	mässa	справедливый	mässa	ADJ;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
тренеров	tränare	тренер	tränare	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
мирза	mirza	мирза	mirza	N;ANIM;NOM;MASC;SG	PROPN;NOM
запрещены	förbjudna	запретить	förbjuden	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
запрещены	förbjuden	запретить	förbjuden	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
запрещены	förbjudet	запретить	förbjuden	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
запрещены	spärrad	запретить	spärra	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
братства	broderskap	братство	broderskap	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
братства	brödraskap	братство	brödraskap	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
братства	brödraskapet	братство	brödraskap	N;INAN;NOM;NEUT;PL	N;NOM;DEF;NEUT;SG
разрушена	ruinerad	разрушить	ruinera	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разрушена	förstörde	разрушить	förstöra	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
разрушена	förstörd	разрушить	förstöra	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разрушена	förstört	разрушить	förstöra	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
неясно	oklara	неясный	oklar	ADJ;NEUT;SG	ADJ;NOM;PL
кэти	kathy	кэть	kathy	N;ANIM;NOM;FEM;SG	PROPN;NOM
кэти	cathy	кэть	cathy	N;ANIM;NOM;FEM;SG	PROPN;NOM
кэти	katy	кэть	katy	N;ANIM;NOM;FEM;SG	PROPN;NOM
кэти	katie	кэть	katie	N;ANIM;NOM;FEM;SG	PROPN;NOM
водителя	förare	водитель	förare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
водителя	föraren	водитель	föraren	N;ANIM;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
водителя	chaufför	водитель	chaufför	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лиссабон	lissabon	лиссабон	lissabon	N;INAN;NOM;MASC;SG	PROPN;NOM
лиссабон	lissabons	лиссабон	lissabon	N;INAN;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;PL
лиссабон	lisbon	лиссабон	lisbon	N;INAN;NOM;MASC;SG	PROPN;NOM
серого	grå	серый	grå	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
серого	grått	серый	gråda	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;NEUT;SG
серого	gråa	серый	gråa	ADJ;GEN;MASC;SG	ADJ;NOM;PL
величайших	störst	великий	stor	ADJ;GEN;RL;PL	ADJ;NOM;INDF;RL
величайших	största	великий	stor	ADJ;GEN;RL;PL	ADJ;NOM;DEF;RL
творческих	kreativ	творческий	kreativ	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
творческих	kreativa	творческий	kreativ	ADJ;GEN;PL	ADJ;NOM;PL
творческих	kreativt	творческий	kreativt	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG
джорджия	georgia	джорджия	georgi	N;INAN;NOM;FEM;SG	PROPN;NOM
джорджия	georgien	джорджия	georgien	N;INAN;NOM;FEM;SG	PROPN;NOM
спектра	spektrum	спектр	spektrum	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
норт	norra	норт	norra	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;SG
норт	norrut	норт	norrut	N;INAN;NOM;MASC;SG	ADV
норт	nord	норт	nord	N;INAN;NOM;MASC;SG	PROPN;NOM
домохозяйства	hushåll	домохозяйство	hushåll	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
домохозяйства	hushålls	домохозяйство	hushålla	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
домохозяйства	hushåll	домохозяйство	hushåll	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
домохозяйства	hushållet	домохозяйство	hushåll	N;INAN;NOM;NEUT;PL	N;NOM;DEF;NEUT;SG
побег	rymmer	побег	rymma	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
побег	rymma	побег	rymma	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
побег	flyr	побег	flyr	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
побег	fly	побег	fly	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
побег	rymma	побег	rymma	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
визита	besöker	визит	besöka	N;INAN;GEN;MASC;SG	V;IND;PRS;FIN;ACT
визита	besöka	визит	besöka	N;INAN;GEN;MASC;SG	V;IMP;FIN;ACT
визита	besök	визит	besök	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
ввод	skriva	ввод	skriva	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
ввод	ange	ввод	ange	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
атомов	atomer	атом	atom	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
измерений	mått	измерение	mått	N;INAN;GEN;NEUT;PL	N;NOM;INDF;NEUT;SG
измерений	mätningar	измерение	mätning	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
бордо	bordeaux	бордо	bordeaux	N;INAN;NOM;MASC;SG	PROPN;NOM
спора	tvister	спор	tvist	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;PL
спора	tvist	спор	tvist	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
спора	dispyt	спор	dispyt	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
верди	verdi	верди	verdi	N;INAN;NOM;FEM;SG	PROPN;NOM
заняты	upptagna	занять	upptagen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
заняты	upptaget	занять	upptagen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
заняты	upptagen	занять	upptagen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
существенные	avsevärd	существенный	avsevärd	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
существенные	betydelsefull	существенный	betydelsefull	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
существенные	avsevärd	существенный	avsevärd	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
существенные	signifikant	существенный	signifikant	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
двигаться	drag	двигаться	drag	V;IPFV;NFIN;MID	N;NOM;INDF;NEUT;SG
двигаться	flytta	двигаться	flytta	V;IPFV;NFIN;MID	V;IMP;FIN;ACT
двигаться	rörliga	двигаться	rörlig	V;IPFV;NFIN;MID	ADJ;NOM;PL
двигаться	flytta	двигаться	flytta	V;IPFV;NFIN;MID	V;IMP;FIN;ACT
двигаться	flytt	двигаться	flytt	V;IPFV;NFIN;MID	N;NOM;INDF;MASC+FEM;SG
двигаться	flyttar	двигаться	flytta	V;IPFV;NFIN;MID	V;IND;PRS;FIN;ACT
лена	lena	лена	lena	N;ANIM;NOM;FEM;SG	PROPN;NOM
уважение	respekterar	уважение	respektera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
уважение	respektera	уважение	respektera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
подтверждаю	bekräftade	подтверждать	bekräftad	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PST;V.PTCP;ACT
подтверждаю	bekräftad	подтверждать	bekräftad	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
подтверждаю	bekräftas	подтверждать	bekräfta	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN;PASS
подтверждаю	bekräftat	подтверждать	bekräftad	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
подтверждаю	bekräftats	подтверждать	bekräfta	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;V.CVB;PASS
воздушная	antenn	воздушный	antenn	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
томпсон	thompson	томпсон	thompson	N;ANIM;NOM;MASC;SG	PROPN;NOM
томпсон	thomson	томпсон	thomson	N;ANIM;NOM;MASC;SG	PROPN;NOM
определены	definierad	определить	definierad	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
определены	definierat	определить	definiera	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
определены	definieras	определить	definiera	V;PFV;PL;PST;V.PTCP;PASS	V;IND;PRS;FIN;PASS
определены	definierade	определить	definiera	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
