در	dveře	در	dveře	ADP	N;NOM;FEM;PL;POS
چهارشنبه	středy	چهارشنبه	středa	N;SG	N;NOM;FEM;PL;POS
چهارشنبه	středeční	چهارشنبه	středeční	N;SG	ADJ;NOM;MASC;SG;POS
اندی	andy	None	and	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
برداشتن	vybrat	برداشت	vybrat	N;SG	V;POS;NFIN
برداشتن	vyber	برداشت	vybrat	N;SG	V;IMP;PL;2;POS;FIN
لوگو	loga	لوگو	logo	N;SG	N;NOM;NEUT;PL;POS
لوگو	lugo	لوگو	lugo	N;SG	PROPN;INAN;NOM;MASC;SG;POS
استراتژیک	strategické	استراتژیک	strategický	N;SG	ADJ;NOM;MASC;PL;POS
استراتژیک	strategický	استراتژیک	strategický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
استراتژیک	strategická	استراتژیک	strategický	N;SG	ADJ;NOM;FEM;SG;POS
لودویگ	ludvík	لودویگ	ludvík	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
لودویگ	ludwig	لودویگ	ludwig	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
تای	thajské	None	thajský	N;SG	ADJ;NOM;NEUT;SG;POS
تای	tai	None	tai	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
هریک	každý	هریک	každý	N;SG	DET;ANIM;NOM;MASC;SG;POS
هریک	každé	هریک	každý	N;SG	DET;NOM;NEUT;SG;POS
هریک	každá	هریک	každý	N;SG	DET;NOM;FEM;SG;POS
تعطیلات	dovolenou	تعطیل	dovolená	N;PL	N;ACC;FEM;SG;POS
تعطیلات	dovolené	تعطیل	dovolená	N;PL	N;NOM;FEM;SG;POS
تعطیلات	dovolená	تعطیل	dovolená	N;PL	ADJ;NOM;FEM;SG;POS
تعطیلات	dovolené	تعطیل	dovolená	N;PL	N;NOM;FEM;SG;POS
تعطیلات	dovolená	تعطیل	dovolená	N;PL	ADJ;NOM;FEM;SG;POS
لیبرال	liberální	لیبرال	liberální	N;SG	ADJ;NOM;FEM;SG;POS
سلامتی	zdravotní	سلامتی	zdravotní	N;SG	ADJ;NOM;MASC;SG;POS
انتقادی	kritický	انتقاد	kritický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
انتقادی	kritická	انتقاد	kritický	N;SG	ADJ;NOM;FEM;SG;POS
انتقادی	kritické	انتقاد	kritický	N;SG	ADJ;NOM;NEUT;SG;POS
مالت	maltské	مالت	maltský	N;SG	ADJ;NOM;NEUT;SG;POS
مالت	malty	مالت	malta	N;SG	N;NOM;FEM;PL;POS
فیلادلفیا	philly	فیلادلفا	philnout	N;SG	N;NOM;MASC;PL;POS
فیلادلفیا	filadelfie	فیلادلفا	filadelfie	N;SG	PROPN;NOM;FEM;SG;POS
فیلادلفیا	filadelfie	فیلادلفا	filadelfie	N;SG	PROPN;NOM;FEM;SG;POS
طالبان	taliban	طالبان	taliban	N;PL	PROPN;INAN;NOM;MASC;SG;POS
طالبان	talibanu	طالبان	taliban	N;PL	N;INAN;DAT;MASC;SG;POS
خیانت	zrady	None	zrada	N;SG	N;NOM;FEM;PL;POS
خیانت	zrady	None	zrada	N;SG	N;NOM;FEM;PL;POS
کر	kerr	کر	kerr	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کر	kor	کر	kor	N;SG	PROPN;MASC;POS
کر	neslyšící	کر	slyšící	N;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
کر	hluchý	کر	hluchý	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
کر	hluchá	کر	hluchý	N;SG	ADJ;NOM;FEM;SG;POS
لبه	edge	لبه	edge	N;SG	PROPN;INAN;NOM;MASC;SG;POS
نامشخص	nejasný	نامشخص	jasný	N;SG	ADJ;INAN;NOM;MASC;SG;NEG
نامشخص	nejasná	نامشخص	jasný	N;SG	ADJ;NOM;FEM;SG;NEG
نامشخص	nejasné	نامشخص	jasný	N;SG	ADJ;NOM;NEUT;SG;NEG
نامشخص	nespecifikovaný	نامشخص	specifikovaný	N;SG	ADJ;INAN;NOM;MASC;SG;NEG
آهنی	železnatý	آهنی	železnatý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
اقلیت	menšiny	اقلیت	menšina	N;SG	N;NOM;FEM;PL;POS
رنو	reno	رنو	reno	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
سیل	povodně	سیل	povodně	N;SG	N;NOM;FEM;PL;POS
سیل	záplavy	سیل	záplava	N;SG	N;NOM;FEM;PL;POS
سیل	sil	سیل	síla	N;SG	N;GEN;FEM;PL;POS
آموخت	učila	آموخت	učit	V;SG;3;PST	V;IPFV;POS;PST;V.PTCP;ACT
بان	zakázat	بان	zakázat	N;SG	V;POS;NFIN
آزمایشگاهی	laboratorní	آزمایشگاهی	laboratorní	N;SG	ADJ;NOM;MASC;SG;POS
نگاری	žurnalistiky	نگاری	žurnalistika	N;SG	N;NOM;FEM;PL;POS
استکهلم	stockholm	استکهلم	stockholm	N;SG	PROPN;INAN;NOM;MASC;SG;POS
فوقانی	horní	فوقانی	horní	N;SG	ADJ;NOM;MASC;SG;POS
پله	schodů	پله	schod	N;SG	N;INAN;GEN;MASC;PL;POS
پله	schody	پله	schod	N;SG	N;INAN;NOM;MASC;PL;POS
فریاد	křičet	فریاد	křičet	N;SG	V;POS;NFIN
جلوه	zdánlivé	جلوه	zdánlivý	N;SG	ADJ;NOM;NEUT;SG;POS
وورتمبرگ	württembersko	وورتمبرگ	württembersko	N;SG	PROPN;NOM;NEUT;SG;POS
نوزاد	novorozence	نوزاد	novorozenec	N;SG	N;ANIM;ACC;MASC;PL;POS
نوزاد	nemluvně	نوزاد	nemluvně	N;SG	ADV;NEG
ولف	vlčí	ولف	vlčit	N;SG	ADJ;NOM;MASC;SG;POS
ولف	wolf	ولف	wolf	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
گابریل	gabriel	گابریل	gabriel	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
گابریل	gabrieli	گابریل	gabrieli	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
گابریل	gabrielle	گابریل	gabrielle	N;SG	PROPN;FEM;POS
کلر	clare	کلر	clare	N;SG	PROPN;NOM;FEM;SG;POS
کلر	claire	کلر	claire	N;SG	PROPN;NOM;FEM;SG;POS
امری	emery	امر	emera	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
رسوم	etiketa	رسم	etiketa	N;PL	N;NOM;FEM;SG;POS
رسوم	tradice	رسم	tradice	N;PL	N;NOM;FEM;SG;POS
هردو	obojí	هردو	obojí		ADJ;NOM;MASC;SG
هردو	obě	هردو	oba		NUM;NOM;PL
هردو	oba	هردو	oba		NUM;NOM;MASC;PL
عرفانی	mystické	عرفانی	mystický	N;SG	ADJ;NOM;NEUT;SG;POS
بز	kozí	بز	kozit	N;SG	ADJ;NOM;MASC;SG;POS
بز	kozy	بز	koza	N;SG	N;NOM;FEM;PL;POS
مشاوره	poradny	مشاوره	poradna	N;SG	N;NOM;FEM;PL;POS
مشاوره	konzultovat	مشاوره	konzultovat	N;SG	V;POS;NFIN
منحنی	křivky	منحنی	křivka	N;SG	N;NOM;FEM;PL;POS
تئودور	theodore	تئودور	theodore	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
اولویت	prioritní	اولویت	prioritní	N;SG	ADJ;NOM;MASC;SG;POS
اولویت	priority	اولویت	priorita	N;SG	N;NOM;FEM;PL;POS
کفش	boty	None	bota	N;SG	N;NOM;FEM;PL;POS
کفش	botky	None	botka	N;SG	N;NOM;FEM;PL;POS
کفش	bot	None	bota	N;SG	N;GEN;FEM;PL;POS
زاکسن	sasko	زاکسن	sasko	N;SG	PROPN;NOM;NEUT;SG;POS
استنلی	stanleyho	استنلی	stanley	N;SG	PROPN;ANIM;GEN;MASC;SG;POS
استنلی	stanley	استنلی	stanley	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بیشینه	max	بیشینه	maximum	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بیشینه	maximálně	بیشینه	maximálně	N;SG	ADV;POS
بیشینه	maximálně	بیشینه	maximálně	N;SG	ADV;POS
بیشینه	maximální	بیشینه	maximální	N;SG	ADJ;NOM;MASC;SG;POS
قارچ	houby	قارچ	houba	N;SG	N;NOM;FEM;PL;POS
قارچ	houby	قارچ	houba	N;SG	N;NOM;FEM;PL;POS
متفقین	spojenecké	متفقین	spojenecký	N;PL	ADJ;NOM;MASC;PL;POS
ضخامت	tloušťky	ضخامت	tloušťka	N;SG	N;NOM;FEM;PL;POS
کیپ	cape	کیپ	cap	N;SG	PROPN;NOM;MASC;SG;POS
برت	brett	برت	brett	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بمبئی	bombaji	بمبئی	bombaj	N;SG	PROPN;INAN;DAT;MASC;SG;POS
بمبئی	bombaji	بمبئی	bombaj	N;SG	PROPN;INAN;DAT;MASC;SG;POS
جف	jeffa	جف	jeffo	N;SG	PROPN;ANIM;GEN;MASC;SG;POS
جف	jeff	جف	jeff	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
خم	zakřivené	خم	zakřivený	N;SG	ADJ;NOM;NEUT;SG;POS
خم	ohnout	خم	ohnout	N;SG	V;POS;NFIN
سلیم	salim	None	salim	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
پالایشگاه	rafinérie	پالایشگاه	rafinérie	N;SG	N;NOM;FEM;PL;POS
جیسون	jason	جیسون	jason	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کمیاب	vzácný	کمیاب	vzácný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
کمیاب	vzácné	کمیاب	vzácný	N;SG	ADJ;NOM;NEUT;SG;POS
کمیاب	vzácná	کمیاب	vzácný	N;SG	ADJ;NOM;FEM;SG;POS
بلور	crystal	None	crystat	N;SG	PROPN;INAN;NOM;MASC;SG;POS
بلور	křišťálové	None	křišťál	N;SG	ADJ;NOM;NEUT;SG;POS
بلوغ	zralý	بلوغ	zralý	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
بلوغ	dospělé	بلوغ	dospělý	N;SG	ADJ;ANIM;NOM;MASC;PL;POS
بلوغ	zralé	بلوغ	zralý	N;SG	ADJ;NOM;NEUT;SG;POS
بارسلون	barcelona	بارسلون	barcelona	N;SG	PROPN;NOM;FEM;SG;POS
کان	kahn	None	kahn		PROPN;ANIM;NOM;MASC;SG;POS
کان	kan	None	kana		PROPN;INAN;MASC;POS
بگویید	řekněme	None	říci	V;SBJV;PL;2;PRS	V;PFV;IMP;PL;2;POS;FIN
بگویید	řekněte	None	říci	V;SBJV;PL;2;PRS	V;PFV;IMP;PL;2;POS;FIN
بگویید	řekni	None	říci	V;SBJV;PL;2;PRS	V;IMP;SG;1;POS;FIN
گوردون	gordon	گوردون	gordon	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
هندبال	házená	هندبال	házený	N;SG	ADJ;NOM;FEM;SG;POS
یادآوری	upomínky	یادآوری	upomínka	N;SG	N;NOM;FEM;PL;POS
ژوزف	joseph	ژوزف	joseph	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ژوزف	josef	ژوزف	josef	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عضلات	sval	عضله	sval	N;PL	N;INAN;NOM;MASC;SG;POS
جسمی	fyzické	None	fyzický	N;SG	ADJ;NOM;MASC;PL;POS
جسمی	fyzická	None	fyzický	N;SG	ADJ;NOM;FEM;SG;POS
جسمی	fyzikální	None	fyzikální	N;SG	ADJ;NOM;MASC;SG;POS
جسمی	fyzický	None	fyzický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
احاطه	okolní	احاطه	okolní	N;SG	ADJ;NOM;MASC;SG;POS
احاطه	obklopují	احاطه	obklopovat	N;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
وگرنه	jinak	وگرنه	jinak		ADV
سیلوا	silva	سیلوا	silva	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
آلپ	alpy	آلپ	alpum	N;SG	N;NOM;FEM;PL;POS
آلپ	alpes	آلپ	alpes	N;SG	PROPN;INAN;NOM;MASC;SG;POS
شکستن	zlomit	شکستن	zlomit	N;SG	V;PFV;POS;NFIN
یکای	unit	یکا	unit	N;SG	PROPN;NOM;MASC;SG;POS
تحقق	splněno	تحقق	splněný	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
سنتر	center	سنتر	centrum	N;SG	N;NOM;NEUT;PL;POS
سنتر	centre	سنتر	centre	N;SG	PROPN;NOM;MASC;SG;POS
لاک	locke	None	lock	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
هربرت	herbert	None	herbert	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
فراگیر	všudypřítomná	None	všudypřítomný	N;SG	ADJ;NOM;FEM;SG;POS
فراگیر	zdrcující	None	zdrcující	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
فراگیر	obklopují	None	obklopovat	N;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
اسلم	slam	اسلم	slam	N;SG	PROPN;INAN;NOM;MASC;SG;POS
مورگان	morganová	موره	morganový	N;SG	ADJ;NOM;FEM;SG;POS
مورگان	morgan	موره	morgan	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
زوریخ	curychu	زوریخ	curych	N;SG	PROPN;INAN;DAT;MASC;SG;POS
زوریخ	curychu	زوریخ	curych	N;SG	PROPN;INAN;DAT;MASC;SG;POS
خوانندگی	zpívám	خوانندگی	zpívam	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
تنفس	dýchá	تنفس	dýchat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
گواتمالا	guatemalské	گواتمالا	guatemalský	N;SG	ADJ;NOM;MASC;SG;POS
سامی	sami	سامی	sám	N;SG	DET;ANIM;NOM;MASC;PL
سامی	sammy	سامی	samma	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
محتویات	obsahu	محتویه	obsah	N;PL	N;INAN;GEN;MASC;SG;POS
محتویات	obsah	محتویه	obsah	N;PL	N;INAN;NOM;MASC;SG;POS
محتویات	obsah	محتویه	obsah	N;PL	N;INAN;NOM;MASC;SG;POS
گوشی	telefonní	گوش	telefonní	N;SG	ADJ;NOM;MASC;SG;POS
انگور	hrozny	انگور	hrozen	N;SG	N;INAN;NOM;MASC;PL;POS
انگور	hroznové	انگور	hroznový	N;SG	ADJ;NOM;NEUT;SG;POS
انگور	hrozny	انگور	hrozen	N;SG	N;INAN;NOM;MASC;PL;POS
سحر	magic	سحر	magic	N;SG	PROPN;INAN;NOM;MASC;SG;POS
سحر	čáry	سحر	čára	N;SG	N;NOM;FEM;PL;POS
سحر	kouzelné	سحر	kouzelný	N;SG	ADJ;NOM;NEUT;SG;POS
معتبری	platné	معتبر	platný	N;SG	ADJ;NOM;NEUT;SG;POS
معتبری	platná	معتبر	platný	N;SG	ADJ;NOM;FEM;SG;POS
معتبری	platný	معتبر	platný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
دلاویر	delaware	دلاویر	delaware	N;SG	PROPN;NOM;FEM;SG;POS
ریک	rick	ریک	rick	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بودایی	buddhistické	بودا	buddhistický	N;SG	ADJ;NOM;NEUT;SG;POS
تالاب	laguny	تالاب	laguna	N;SG	N;NOM;FEM;PL;POS
کمپین	kampaně	کمپین	kampaň	N;SG	N;NOM;FEM;PL;POS
تعویض	přepnout	None	přepnout	N;SG	V;POS;NFIN
ریور	river	ریور	rivr	N;SG	PROPN;INAN;NOM;MASC;SG;POS
شمارش	počítat	شمارش	počítat	N;SG	V;IPFV;POS;NFIN
شمارش	počítám	شمارش	počítat	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
شمارش	počítat	شمارش	počítat	N;SG	V;IPFV;POS;NFIN
بروکلین	brooklyn	بروکلین	brooklyn	N;SG	PROPN;INAN;NOM;MASC;SG;POS
شعرهای	básní	None	báseň	N;PL	N;INS;FEM;SG;POS
دگرگونی	proměny	دگرگونی	proměna	N;SG	N;NOM;FEM;PL;POS
کاندید	nominovat	کاند#کان	nominovat	N;SG	V;POS;NFIN
کاندید	uchazeči	کاند#کان	uchazeč	N;SG	N;ANIM;NOM;MASC;PL;POS
جلگه	nížiny	جلگه	nížina	N;SG	N;NOM;FEM;PL;POS
ته	vykopal	None	vykopat	N;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
رهایی	vykoupit	رهایی	vykoupit	N;SG	V;PFV;POS;NFIN
رهایی	uplatnit	رهایی	uplatnit	N;SG	V;POS;NFIN
داروها	medicína	دارو	medicína	N;PL	N;NOM;FEM;SG;POS
داروها	lékařství	دارو	lékařství	N;PL	N;NOM;NEUT;SG;POS
داروها	lék	دارو	lék	N;PL	N;INAN;NOM;MASC;SG;POS
تمیز	vyčistit	تمیز	vyčistit	ADJ	V;PFV;POS;NFIN
سالیانه	ročně	سالیانه	ročně	ADJ	ADV;POS
سالیانه	každoročně	سالیانه	každoročně	ADJ	ADV;POS
زنگ	bell	زنگ	bell	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
مبارک	požehnané	مبارک	požehnaný	N;SG	ADJ;NOM;NEUT;PL;POS
مبارک	požehnaný	مبارک	požehnaný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مبارک	šťastný	مبارک	šťastný	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
مبارک	šťastná	مبارک	šťastný	N;SG	ADJ;NOM;FEM;SG;POS
انحصاری	výhradní	انحصاری	výhradní	N;SG	ADJ;NOM;MASC;SG;POS
انحصاری	výlučné	انحصاری	výlučný	N;SG	ADJ;NOM;NEUT;SG;POS
انحصاری	exkluzivní	انحصاری	exkluzivní	N;SG	ADJ;NOM;MASC;SG;POS
شیرینی	sladkosti	شیرینی	sladkost	N;SG	N;NOM;FEM;PL;POS
شیرینی	cukrovinky	شیرینی	cukrovinka	N;SG	N;NOM;FEM;PL;POS
ارامنه	arménů	ارامنه	armén	N;SG	N;ANIM;GEN;MASC;PL;POS
کارشناس	odborná	کارشناس	odborný	N;SG	ADJ;NOM;FEM;SG;POS
دلفین	delfíni	دلفین	delfín	N;SG	N;ANIM;NOM;MASC;PL;POS
نورث	severní	نورث	severní	N;SG	ADJ;NOM;MASC;SG;POS
شانگهای	šanghaji	شانگ	šanghaj	N;PL	N;DAT;FEM;SG;POS
استوایی	rovníkové	استوایی	rovníkový	N;SG	ADJ;NOM;FEM;PL;POS
صف	fronty	صف	fronta	N;SG	N;NOM;FEM;PL;POS
صف	řad	صف	řada	N;SG	N;GEN;FEM;PL;POS
صف	řádky	صف	řádek	N;SG	N;NOM;FEM;PL;POS
صف	řádků	صف	řádek	N;SG	N;INAN;GEN;MASC;PL;POS
صف	řadách	صف	řada	N;SG	N;DAT;FEM;PL;POS
دوگانه	dvojí	دوگانه	dvojí	N;SG	ADJ;NOM;MASC;SG
انکار	popírat	انکار	popírat	N;SG	V;IPFV;POS;NFIN
انکار	popřít	انکار	popřít	N;SG	V;POS;NFIN
بس	bess	بس	bess		PROPN;NOM;FEM;SG;POS
پایینی	níže	پایینی	nízko	N;SG	ADV;CMPR;POS
پایینی	níž	پایینی	jenž	N;SG	PRO;DAT;FEM;SG
پایینی	dolní	پایینی	dolní	N;SG	ADJ;NOM;FEM;SG;POS
پایینی	nižší	پایینی	nízký	N;SG	ADJ;NOM;CMPR;MASC;SG;POS
پایینی	spodní	پایینی	spodní	N;SG	ADJ;NOM;MASC;SG;POS
یوفا	uefa	یوفا	uefa	N;SG	PROPN;FEM;POS
ماریو	mario	ماریو	mario	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
الماس	diamantový	None	diamantový	N;SG	ADJ;INAN;NOM;MASC;SG;POS
الماس	diamond	None	diamond	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
الماس	diamantové	None	diamantový	N;SG	ADJ;NOM;NEUT;SG;POS
الماس	diamanty	None	diamant	N;SG	N;INAN;NOM;MASC;PL;POS
چم	cham	چم	cham	N;SG	PROPN;INAN;NOM;MASC;SG;POS
یکشنبه	nedělní	یکشنبه	nedělní	N;SG	ADJ;NOM;MASC;SG;POS
کیفی	kvalitativní	کیفی	kvalitativní	N;SG	ADJ;NOM;MASC;SG;POS
خونریزی	krvácející	None	krvácející	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
پهلوان	hero	None	hero	N;SG	PROPN;INAN;NOM;MASC;SG;POS
فضل	grace	None	grace	N;SG	PROPN;NOM;FEM;SG;POS
تکمیلی	doplňkový	تکمیلی	doplňkový	N;SG	ADJ;INAN;NOM;MASC;SG;POS
تکمیلی	doplňující	تکمیلی	doplňující	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
تکمیلی	operátory	تکمیلی	operátor	N;SG	N;ANIM;NOM;MASC;PL;POS
تکمیلی	operátoři	تکمیلی	operátor	N;SG	N;ANIM;NOM;MASC;PL;POS
تکمیلی	provozovatelé	تکمیلی	provozovatel	N;SG	N;ANIM;NOM;MASC;PL;POS
صبر	trpělivý	None	trpělivý	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
نما	zobrazení	نما	zobrazení		N;NOM;NEUT;SG;POS
نما	zobrazit	نما	zobrazit		V;PFV;POS;NFIN
نما	výhled	نما	výhled		N;INAN;NOM;MASC;SG;POS
نما	pohled	نما	pohled		N;INAN;NOM;MASC;SG;POS
راوی	ravi	راوی	rav	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
نارنجی	oranžová	نارنجی	oranžový	N;SG	ADJ;NOM;FEM;SG;POS
نارنجی	orange	نارنجی	orange	N;SG	PROPN;INAN;NOM;MASC;SG;POS
نارنجی	oranžový	نارنجی	oranžový	N;SG	ADJ;INAN;NOM;MASC;SG;POS
نارنجی	oranžové	نارنجی	oranžový	N;SG	ADJ;NOM;NEUT;SG;POS
فرح	farah	فرح	farah	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ماکو	mako	ماکو	mako	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
مروارید	pearl	مروارید	pearl	N;SG	PROPN;INAN;NOM;MASC;SG;POS
سعد	saad	سعد	saad	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
استیل	ocelový	استیل	ocelový	N;SG	ADJ;INAN;NOM;MASC;SG;POS
استیل	steele	استیل	steele	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
همبستگی	unity	همبستگی	unit	N;SG	N;INAN;NOM;MASC;PL;POS
همبستگی	jednoty	همبستگی	jednota	N;SG	N;NOM;FEM;PL;POS
شناور	plovoucí	None	plovoucí	N;SG	ADJ;NOM;MASC;SG;POS
شناور	plavat	None	plavat	N;SG	V;IPFV;POS;NFIN
شناور	plout	None	plout	N;SG	V;POS;NFIN
الکتریک	elektrická	الکتریک	elektrický	N;SG	ADJ;NOM;FEM;SG;POS
الکتریک	elektrický	الکتریک	elektrický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
الکتریک	elektrické	الکتریک	elektrický	N;SG	ADJ;NOM;NEUT;SG;POS
نانو	nano	نانو	nano	N;SG	PROPN;INAN;NOM;MASC;SG;POS
مزمن	chronická	None	chronický	N;SG	ADJ;NOM;FEM;SG;POS
مزمن	chronickou	None	chronický	N;SG	ADJ;ACC;FEM;SG;POS
مزمن	chronické	None	chronický	N;SG	ADJ;NOM;NEUT;SG;POS
هارولد	harold	هارولد	harold	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
تابعه	dceřiné	تابعه	dceřiný	N;SG	ADJ;NOM;NEUT;SG;POS
دوتایی	dvojí	دوتایی	dvojí	N;SG	ADJ;NOM;MASC;SG
دوتایی	binární	دوتایی	binární	N;SG	ADJ;NOM;MASC;SG;POS
موتورز	motors	موتورز	motors	N;SG	PROPN;INAN;NOM;MASC;SG;POS
موتورز	motory	موتورز	motor	N;SG	N;INAN;NOM;MASC;PL;POS
پورتو	puerto	پورتو	puerto	N;SG	PROPN;NOM;MASC;SG;POS
غلبه	dobýt	غلبه	dobýt	N;SG	V;POS;NFIN
مرسدس	mercedes	مرسدس	Mercedes	N;SG	PROPN;INAN;NOM;MASC;SG;POS
سازگاری	kompatibility	سازگاری	kompatibilita	N;SG	N;NOM;FEM;PL;POS
هلن	helena	هلن	helený	N;SG	PROPN;NOM;FEM;SG;POS
هلن	helen	هلن	helený	N;SG	PROPN;NOM;FEM;SG;POS
پاره	rip	پاره	rip	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
پیشروی	pochodovat	پیشروی	pochodovat	N;SG	V;IPFV;POS;NFIN
نوشتم	napsali	نوشت#نویس	napsat	V;SG;1;PST	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
نوشتم	napsala	نوشت#نویس	napsat	V;SG;1;PST	V;POS;PST;V.PTCP;ACT
ظهر	polední	ظهر	polední	N;SG	ADJ;NOM;MASC;SG;POS
ظهر	polední	ظهر	polední	N;SG	ADJ;NOM;MASC;SG;POS
ظریف	elegantní	ظریف	elegantní	N;SG	ADJ;NOM;MASC;SG;POS
ظریف	elegantně	ظریف	elegantně	N;SG	ADV;POS
ظریف	delikátní	ظریف	delikátní	N;SG	ADJ;NOM;MASC;SG;POS
چنگ	chang	چنگ	chang	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
چنگ	cheng	چنگ	cheng	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کلا	celková	None	celkový		ADJ;NOM;FEM;SG;POS
کلا	celkové	None	celkový		ADJ;NOM;NEUT;SG;POS
کلا	celkový	None	celkový		ADJ;INAN;NOM;MASC;SG;POS
کلا	celkem	None	celkem		ADV
کلا	úplně	None	úplně		ADV;POS
کلا	naprosto	None	naprosto		ADV
کلا	zcela	None	zcela		ADV
کلا	uplne	None	uplnout		ADJ;NOM;MASC;SG;POS
خب	no	خب	no	ADV	PART
امیل	emile	None	emile	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
امیل	emile	None	emile	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
امیل	emil	None	emil	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
امیل	émile	None	émile	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
دیفرانسیل	diferenciální	دیفرانسیل	diferenciální	N;SG	ADJ;NOM;MASC;SG;POS
ماهیچه	svaly	ماهیچه	sval	N;SG	N;INAN;NOM;MASC;PL;POS
رایانش	výpočetní	رایانش	výpočetní	N;SG	ADJ;NOM;FEM;SG;POS
استار	star	استار	star	N;SG	PROPN;NOM;MASC;SG;POS
استار	starr	استار	starr	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
گوسفند	ovečky	گوسفند	oveček	N;SG	N;NOM;FEM;PL;POS
گوسفند	ovčí	گوسفند	ovčí	N;SG	ADJ;NOM;MASC;SG;POS
گوسفند	ovce	گوسفند	ovce	N;SG	N;NOM;FEM;PL;POS
روباه	fox	روباه	fox	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
مزارع	pole	مزرعه	pole	N;PL	N;NOM;NEUT;SG;POS
آیدا	ido	آیدا	ido	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
آیدا	ida	آیدا	ida	N;SG	PROPN;NOM;FEM;SG;POS
هرم	pyramidy	هرم	pyramida	N;SG	N;NOM;FEM;PL;POS
هرم	pyramid	هرم	pyramid	N;SG	N;NOM;FEM;PL;POS
هرم	pyramidy	هرم	pyramida	N;SG	N;NOM;FEM;PL;POS
دادستان	žalobci	None	žalobce	N;SG	N;ANIM;NOM;MASC;PL;POS
دقیقی	přesné	دقیقی	přesný	N;SG	ADJ;NOM;NEUT;SG;POS
