right	prawo	righta	prawo		N;NOM;NEUT;SG
zračno	powietrza	zračen	powietrze	ADJ;NOM;NEUT;SG	N;GEN;NEUT;SG
zračno	powietrze	zračen	powietrze	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zračno	air	zračen	air	ADJ;NOM;NEUT;SG	
vključen	zamieszany	vključen	zamieszany	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;IND;SG;PST;FIN;ACT
nosil	noszone	nositi	nosić	V;IPFV;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nosil	zużyty	nositi	zużyć	V;IPFV;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
ita	ita	iti	ita	N;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
organizira	organizowanie	organizirati	organizować	V;IND;SG;3;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
četrtek	czwartek	četrtek	czwartek	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG
frankfurt	frankfurt	frankfurt	frankfurt	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
lika	lika	lik	lika	N;NOM;MASC;SG	
lahka	light	lahek	light	ADJ;NOM;FEM;SG	
lahka	światło	lahek	światło	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
lahka	światła	lahek	światło	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
irske	irlandczycy	irski	irlandczyk	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
irske	irlandzkie	irski	irlandzki	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
irske	irlandzki	irski	irlandzka	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
irske	irlandczyk	irski	irlandczyk	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
irske	irlandzka	irski	irlandzka	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
invazija	inwazji	invazija	inwazja	N;NOM;FEM;SG	N;GEN;FEM;SG
dediščino	dziedzictwo	dediščina	dziedzictwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
dediščino	dziedzictwa	dediščina	dziedzictwo	N;ACC;FEM;SG	N;GEN;NEUT;SG
dediščino	dziedzictwo	dediščina	dziedzictwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
dediščino	spadek	dediščina	spadka	N;ACC;FEM;SG	N;NOM;MASC;SG
vratu	kark	vrat	karka	N;DAT;MASC;SG	N;NOM;MASC;SG
vratu	szyja	vrat	szyj	N;DAT;MASC;SG	
vratu	szyi	vrat	szyi	N;DAT;MASC;SG	
vratu	szyje	vrat	szyj	N;DAT;MASC;SG	
microsoft	microsoft	microsoft	microsoft	N;NOM;MASC;SG	
lópez	lópez	lópez	lópez	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
predor	tunele	predor	tunel	N;NOM;MASC;SG	N;NOM;MASC;PL
predor	tunelu	predor	tunel	N;NOM;MASC;SG	N;GEN;MASC;SG
vila	wróżką	vilo	wróżki	N;NOM;FEM;SG	N;INS;FEM;SG
vila	wróżki	vilo	wróżki	N;NOM;FEM;SG	N;NOM;FEM;PL
vila	villa	vilo	vill	N;NOM;FEM;SG	
vila	vila	vilo	vila	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
učiteljica	nauczycielu	učiteljica	nauczyciel	N;NOM;FEM;SG	N;VOC;MASC;SG
preživeli	ocalałych	preživeti	ocalały	V;PFV;MASC;PL;V.PTCP	ADJ;GEN;MASC;PL
preživeli	przeżycie	preživeti	przeżycie	V;PFV;MASC;PL;V.PTCP	N;NOM;NEUT;SG
preživeli	przeżył	preživeti	przeżyć	V;PFV;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
preživeli	przetrwał	preživeti	przetrwać	V;PFV;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
preživeli	survivor	preživeti	survivor	V;PFV;MASC;PL;V.PTCP	N;NOM;MASC;SG
njuna	ich	njun	on	DET;NOM;FEM;SG;3	PRO;GEN;MASC;PL;3
facebook	facebooku	facebook	facebook	N;NOM;MASC;SG	N;ACC;MASC;SG
facebook	facebooka	facebook	facebook	N;NOM;MASC;SG	N;ACC;MASC;SG
facebook	facebook	facebook	facebook	N;NOM;MASC;SG	
prijateljev	przyjaciele	prijatelj	przyjaciel	N;GEN;MASC;PL	N;NOM;MASC;PL
prijateljev	przyjaciółki	prijatelj	przyjaciółka	N;GEN;MASC;PL	N;NOM;FEM;PL
prijateljev	znajomi	prijatelj	znajomy	N;GEN;MASC;PL	N;NOM;MASC;PL
prijateljev	znajomych	prijatelj	znajomy	N;GEN;MASC;PL	N;ACC;MASC;PL
prijateljev	przyjaciół	prijatelj	przyjaciel	N;GEN;MASC;PL	N;ACC;MASC;PL
ekonomski	gospodarcza	ekonomski	gospodarczy	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
ekonomski	ekonomiczne	ekonomski	ekonomiczny	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
ekonomski	gospodarcze	ekonomski	gospodarczy	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
ekonomski	ekonomiczna	ekonomski	ekonomiczny	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
ekonomski	ekonomiczny	ekonomski	ekonomiczny	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
gostote	gęstości	gosto	gęstość	N;NOM;FEM;PL	N;GEN;FEM;SG
gostote	gęstość	gosto	gęstość	N;NOM;FEM;PL	N;NOM;FEM;SG
cena	ceny	cena	cena	N;NOM;FEM;SG	N;NOM;FEM;PL
cena	price	cena	prica	N;NOM;FEM;SG	
cena	cena	cena	cena	N;NOM;FEM;SG	
vez	obligacji	vez	obligacja	N;NOM;FEM;SG	N;ACC;FEM;SG
vez	bond	vez	bond	N;NOM;FEM;SG	
napoleon	napoleon	napoleon	napoleon	N;NOM;MASC;SG	
bolgarija	bułgarii	bolgarija	bułgaria	N;NOM;FEM;SG	N;GEN;FEM;SG
roki	rękę	roka	ręka	N;NOM;FEM;DU	N;ACC;FEM;SG
roki	dłoń	roka	dłoń	N;NOM;FEM;DU	N;NOM;FEM;SG
roki	ręka	roka	ręka	N;NOM;FEM;DU	
roki	ramiona	roka	ramię	N;NOM;FEM;DU	N;NOM;NEUT;PL
roki	broń	roka	broń	N;NOM;FEM;DU	V;IPFV;IMP;SG;2;FIN;ACT
roki	ręce	roka	ręka	N;NOM;FEM;DU	N;NOM;FEM;PL
roki	terminy	roka	termin	N;NOM;FEM;DU	N;NOM;MASC;PL
atp	atp	atp	atp	PROPN;NOM;MASC;SG	
sinovi	synów	sin	syn	N;NOM;MASC;PL	N;ACC;MASC;PL
bogata	rich	bogat	richy	ADJ;NOM;FEM;SG	
ogled	tour	ogled	tour	N;NOM;MASC;SG	
ogled	podgląd	ogled	podgląd	N;NOM;MASC;SG	
ogled	zobacz	ogled	zobaczyć	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
taborišča	obozach	taborišče	obóz	N;NOM;NEUT;PL	N;GEN;MASC;PL
mtv	mtv	mtv	Mtv	N;NOM;MASC;SG	
enoti	jednostki	enota	jednostka	N;NOM;FEM;SG	N;NOM;FEM;PL
enoti	jednostek	enota	jednostka	N;NOM;FEM;SG	N;GEN;FEM;PL
sestavljeni	złożone	sestavljen	złożyć	ADJ;NOM;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sestavljeni	złożona	sestavljen	złożyć	ADJ;NOM;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
sestavljeni	złożony	sestavljen	złożyć	ADJ;NOM;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sestavljeni	zmontowane	sestavljen	zmontować	ADJ;NOM;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sestavljeni	montowane	sestavljen	montować	ADJ;NOM;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mandat	mandat	mandat	mandat	N;NOM;MASC;SG	N;ACC;MASC;SG
mandat	mandatu	mandat	mandat	N;NOM;MASC;SG	N;GEN;MASC;SG
vtis	wrażenia	vtis	wrażenie	N;NOM;MASC;SG	N;NOM;NEUT;PL
vtis	zaimponować	vtis	zaimponować	N;NOM;MASC;SG	V;PFV;NFIN;ACT
kovačič	kovačić	kovačič	kovačić	PROPN;NOM;MASC;SG	V;PFV;NFIN;ACT
petar	petar	petar	petar	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
označena	oznaczono	označen	oznaczyć	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
označena	oznaczono	označen	oznaczyć	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
hugh	hugh	hugh	hugh	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kapaciteta	pojemności	kapaciteta	pojemność	N;NOM;FEM;SG	N;GEN;FEM;SG
kapaciteta	pojemność	kapaciteta	pojemność	N;NOM;FEM;SG	N;ACC;FEM;SG
primarni	podstawowej	primaren	podstawowy	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;FEM;SG
primarni	podstawowa	primaren	podstawowy	ADJ;NOM;DEF;MASC;SG	
obnova	odnowienia	obnova	odnowienie	N;NOM;FEM;SG	
obnova	odbudowa	obnova	odbudowy	N;NOM;FEM;SG	
obnova	przywrócenia	obnova	przywrócić	N;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
obnova	rekonstrukcji	obnova	rekonstrukcja	N;NOM;FEM;SG	N;GEN;FEM;SG
obnova	odbudowy	obnova	odbudowy	N;NOM;FEM;SG	
obnova	odbudowa	obnova	odbudowy	N;NOM;FEM;SG	
obnova	renowacji	obnova	renowacja	N;NOM;FEM;SG	N;GEN;FEM;SG
poletja	summers	poletje	summers	N;NOM;NEUT;PL	
galerijo	galerii	galerija	galeria	N;ACC;FEM;SG	N;GEN;FEM;SG
galerijo	galeria	galerija	galeria	N;ACC;FEM;SG	
prazna	puste	prazen	pusty	ADJ;NOM;FEM;SG	
prazna	pusto	prazen	pusto	ADJ;NOM;FEM;SG	
fotografija	zdjęcia	fotografija	zdjęcie	N;NOM;FEM;SG	N;NOM;NEUT;PL
fotografija	foto	fotografija	foto	N;NOM;FEM;SG	
fotografija	fotografie	fotografija	fotografia	N;NOM;FEM;SG	N;NOM;FEM;PL
fotografija	fotografii	fotografija	fotografia	N;NOM;FEM;SG	N;GEN;FEM;SG
fotografija	photography	fotografija	photographa	N;NOM;FEM;SG	
fotografija	zdjęcia	fotografija	zdjęcie	N;NOM;FEM;SG	N;NOM;NEUT;PL
komunikacije	łączności	komunikacija	łączność	N;NOM;FEM;PL	N;GEN;FEM;SG
komunikacije	komunikacja	komunikacija	komunikacja	N;NOM;FEM;PL	N;NOM;FEM;SG
komunikacije	komunikacji	komunikacija	komunikacja	N;NOM;FEM;PL	N;GEN;FEM;SG
komunikacije	łączność	komunikacija	łączność	N;NOM;FEM;PL	N;NOM;FEM;SG
organizem	organizmy	organizem	organizm	N;NOM;MASC;SG	V;IPFV;IMP;PL;1;FIN;ACT
organizem	organizm	organizem	organizm	N;NOM;MASC;SG	N;ACC;MASC;SG
organizem	organizmu	organizem	organizm	N;NOM;MASC;SG	N;GEN;MASC;SG
slabost	słabość	slabost	słabość	N;NOM;FEM;SG	N;ACC;FEM;SG
slabost	słabości	slabost	słabość	N;NOM;FEM;SG	N;GEN;FEM;SG
slabost	mdłości	slabost	mdłość	N;NOM;FEM;SG	N;ACC;FEM;PL
slabost	nudności	slabost	nudność	N;NOM;FEM;SG	N;ACC;FEM;PL
konstantinopel	konstantynopola	konstantinopel	konstantynopol	N;NOM;MASC;SG	N;ACC;MASC;SG
gonzález	gonzález	gonzález	gonzól	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
georgia	gruzja	georgia	gruzja	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
georgia	georgia	georgia	georgia	PROPN;NOM;MASC;SG	
težka	heavy	težek	heav	ADJ;NOM;FEM;SG	
težka	trudne	težek	trudny	ADJ;NOM;FEM;SG	
vetra	wiatry	veter	wiatr	N;GEN;MASC;SG	N;NOM;MASC;PL
vetra	wiatr	veter	wiatr	N;GEN;MASC;SG	N;NOM;MASC;SG
vetra	wietrze	veter	wiatr	N;GEN;MASC;SG	N;INS;MASC;SG
sodelovalo	udział	sodelovati	udział	V;IPFV;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
sodelovalo	uczestniczyły	sodelovati	uczestniczyć	V;IPFV;NEUT;SG;V.PTCP	V;IPFV;FEM;IND;PL;PST;FIN;ACT
cene	cennik	cena	cennik	N;NOM;FEM;PL	N;NOM;MASC;SG
finance	finansowania	finance	finansowanie	N;NOM;FEM;PL	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
finance	finansowanie	finance	finansować	N;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
finance	finanse	finance	finans	N;NOM;FEM;PL	
finance	finansów	finance	finanse	N;NOM;FEM;PL	
finance	finanse	finance	finans	N;NOM;FEM;PL	
vstopi	wchodzi	vstop	wchodzić	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vstopi	wejdź	vstop	wejść	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
vstopi	enter	vstop	enter	V;PFV;IND;SG;3;PRS;FIN	
udeleženci	uczestników	udeleženec	uczestnik	N;NOM;MASC;PL	N;ACC;MASC;PL
udeleženci	uczestnikom	udeleženec	uczestnik	N;NOM;MASC;PL	N;DAT;MASC;PL
unesco	unesco	unesco	unesco	N;NOM;MASC;SG	
vektor	wektor	vektor	wektor	N;NOM;MASC;SG	
znamenje	omen	znamenje	omen	N;NOM;NEUT;SG	
pope	pope	popedati	pope	N;NOM;MASC;SG	
pope	papieża	popedati	papież	N;NOM;MASC;SG	N;GEN;MASC;SG
din	din	din	din	N;NOM;MASC;SG	
napisano	napisano	napisan	napisać	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
spopad	clash	spopad	clash	N;NOM;MASC;SG	
spopad	konflikty	spopad	konflikt	N;NOM;MASC;SG	N;NOM;MASC;PL
spopad	konfliktu	spopad	konflikt	N;NOM;MASC;SG	N;GEN;MASC;SG
nina	nina	nino	nina	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
kota	kąty	kota	kąty	N;NOM;MASC;SG	N;NOM;MASC;PL
kota	cota	kota	cotać	N;NOM;MASC;SG	
širi	rozbudowa	šir	rozbudowy	V;IPFV;IND;SG;3;PRS;FIN	
mount	mount	mount	mount	N;NOM;MASC;SG	
mount	góra	mount	góra	N;NOM;MASC;SG	
rjave	brązowa	rjav	brązowy	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
rjave	brown	rjav	browna	ADJ;NOM;FEM;PL	
rjave	brązowe	rjav	brązowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
rjave	brąz	rjav	brąz	ADJ;NOM;FEM;PL	
rjave	brązowy	rjav	brązowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
veda	veda	veda	veda	N;NOM;FEM;SG	
oddaljen	zdalnego	oddaljen	zdalny	ADJ;NOM;INDF;MASC;SG	ADJ;ACC;MASC;SG
oddaljen	odległy	oddaljen	odlec	ADJ;NOM;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
oddaljen	pilot	oddaljen	pilot	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
oddaljen	odległy	oddaljen	odlec	ADJ;NOM;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
oddaljen	odległ	oddaljen	odlec	ADJ;NOM;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
saša	sasza	saš	sasza	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
saša	sacha	saš	sachać	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
saša	sasa	saš	sasa	N;NOM;MASC;SG	
saša	sascha	saš	sascha	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
saša	saša	saš	sała	N;NOM;MASC;SG	
saša	sasza	saš	sasza	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
saša	sasha	saš	sasha	N;NOM;MASC;SG	PROPN;NOM;FEM;SG
riba	ryby	riba	ryba	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
riba	ryb	riba	ryb	N;NOM;FEM;SG	
riba	rybki	riba	rybka	N;NOM;FEM;SG	N;ACC;FEM;PL
amatersko	amator	amaterski	amator	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
premoženje	własności	premoženje	własność	N;NOM;NEUT;SG	N;ACC;FEM;SG
premoženje	nieruchomości	premoženje	nieruchomość	N;NOM;NEUT;SG	N;GEN;FEM;SG
premoženje	własność	premoženje	własność	N;NOM;NEUT;SG	N;ACC;FEM;SG
premoženje	majątek	premoženje	majątek	N;NOM;NEUT;SG	N;ACC;MASC;SG
premoženje	aktywów	premoženje	aktyw	N;NOM;NEUT;SG	N;GEN;MASC;PL
premoženje	aktywa	premoženje	aktywa	N;NOM;NEUT;SG	N;NOM;MASC;PL
premoženje	majątek	premoženje	majątek	N;NOM;NEUT;SG	N;ACC;MASC;SG
športna	sport	športen	sport	ADJ;NOM;FEM;SG	
športna	sporty	športen	sporty	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
camp	obozy	camp	obóz	N;NOM;MASC;SG	N;NOM;MASC;PL
camp	obozu	camp	obóz	N;NOM;MASC;SG	N;GEN;MASC;SG
camp	camp	camp	campa	N;NOM;MASC;SG	
zbiranje	zebrać	zbiranje	zebrać	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
zbiranje	kolekcji	zbiranje	kolekcja	N;NOM;NEUT;SG	N;GEN;FEM;SG
tehniki	techników	tehnika	technik	N;NOM;FEM;SG	N;GEN;MASC;PL
tehniki	technicy	tehnika	technik	N;NOM;FEM;SG	N;NOM;MASC;PL
motnja	ingerencji	motnja	ingerencja	N;NOM;FEM;SG	N;DAT;FEM;SG
motnja	zakłócenia	motnja	zakłócenie	N;NOM;FEM;SG	N;NOM;NEUT;PL
sestav	montaż	sestav	montaż	N;NOM;MASC;SG	
zamisli	pomysłów	zamisel	pomysł	N;NOM;FEM;PL	N;GEN;MASC;PL
postaji	posterunek	postaja	posterunek	N;NOM;FEM;DU	N;NOM;MASC;SG
postaji	stacji	postaja	stacja	N;NOM;FEM;DU	N;GEN;FEM;SG
postaji	stacja	postaja	stacja	N;NOM;FEM;DU	N;NOM;FEM;SG
postaji	dworzec	postaja	dworzec	N;NOM;FEM;DU	N;NOM;MASC;SG
pretvori	konwersji	pretvor	konwersja	V;PFV;IND;SG;3;PRS;FIN	
pretvori	konwersja	pretvor	konwersja	V;PFV;IND;SG;3;PRS;FIN	
glasovanja	głosy	glasovanje	głos	N;GEN;NEUT;SG	N;NOM;MASC;PL
glasovanja	głosów	glasovanje	głos	N;GEN;NEUT;SG	N;GEN;MASC;PL
koreja	korea	korej	korea	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
popolna	idealnie	popoln	idealnie	ADJ;NOM;FEM;SG	ADV
sava	sava	sava	sava	N;NOM;FEM;SG	
šah	szachy	šah	szachy	N;NOM;MASC;SG	
suha	pralnia	suh	pralniać	ADJ;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
suha	sucha	suh	suchy	ADJ;NOM;FEM;SG	
suha	suche	suh	suchy	ADJ;NOM;FEM;SG	
suha	sucho	suh	sucho	ADJ;NOM;FEM;SG	
suha	chude	suh	chudy	ADJ;NOM;FEM;SG	
božidar	božidar	božidar	božidar	PROPN;NOM;MASC;SG	
ravnanje	prowadzenia	ravnanje	prowadzić	N;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
daljše	dłużej	dolg	długo	ADJ;NOM;CMPR;NEUT;SG	ADV;CMPR
simona	szymon	simon	szymon	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
simona	simon	simon	simon	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
simona	simona	simon	simon	N;NOM;FEM;SG	
irak	irak	irak	irak	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
irak	iraku	irak	irak	PROPN;NOM;MASC;SG	PROPN;GEN;MASC;SG
prostovoljno	dobrowolnie	prostovoljen	dobrowolnie	ADJ;NOM;NEUT;SG	ADV
prostovoljno	wolontariat	prostovoljen	wolontariat	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
prostovoljno	dobrowolnie	prostovoljen	dobrowolnie	ADJ;NOM;NEUT;SG	ADV
prostovoljno	dobrowolnego	prostovoljen	dobrowolny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
prostovoljno	dobrowolnie	prostovoljen	dobrowolnie	ADJ;NOM;NEUT;SG	ADV
atom	atom	atom	atom	N;NOM;MASC;SG	
leonard	leonarda	leonard	leonard	N;NOM;MASC;SG	
fischer	fischer	fischer	fischer	N;NOM;MASC;SG	
discipline	dyscypliny	disciplina	dyscyplina	N;NOM;FEM;PL	N;GEN;FEM;PL
discipline	dyscyplinę	disciplina	dyscyplina	N;NOM;FEM;PL	N;ACC;FEM;SG
discipline	dyscyplina	disciplina	dyscyplina	N;NOM;FEM;PL	N;NOM;FEM;SG
victoria	wiktoria	victoria	wiktoria	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
victoria	wiktorii	victoria	wiktoria	N;NOM;FEM;SG	N;GEN;FEM;SG
victoria	victoria	victoria	victoria	N;NOM;FEM;SG	
mlin	mill	mlin	mill	N;NOM;MASC;SG	
pomorske	morska	pomorski	morski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
pomorske	morski	pomorski	morski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
pomorske	morskie	pomorski	morski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pomorske	morskiego	pomorski	morski	ADJ;NOM;FEM;PL	ADJ;ACC;MASC;SG
temelj	fundacji	temelj	fundacja	N;NOM;MASC;SG	N;GEN;FEM;SG
temelj	foundation	temelj	foundation	N;NOM;MASC;SG	
vnuk	wnuka	vnuk	wnukać	N;NOM;MASC;SG	N;ACC;MASC;SG
vnuk	wnukiem	vnuk	wnuk	N;NOM;MASC;SG	N;INS;MASC;SG
vaje	praktyce	vaja	praktyka	N;NOM;FEM;PL	N;GEN;FEM;SG
vaje	trening	vaja	trening	N;NOM;FEM;PL	N;NOM;MASC;SG
vaje	praktyki	vaja	praktyka	N;NOM;FEM;PL	N;ACC;FEM;PL
vaje	praktyka	vaja	praktyka	N;NOM;FEM;PL	N;NOM;FEM;SG
vaje	próba	vaja	próba	N;NOM;FEM;PL	N;NOM;FEM;SG
vaje	próbę	vaja	próba	N;NOM;FEM;PL	N;ACC;FEM;SG
vaje	prób	vaja	prób	N;NOM;FEM;PL	
vaje	próby	vaja	próba	N;NOM;FEM;PL	
vaje	ćwiczeń	vaja	ćwiczenie	N;NOM;FEM;PL	N;GEN;NEUT;PL
vaje	ćwiczenie	vaja	ćwiczyć	N;NOM;FEM;PL	N;NOM;NEUT;SG
igralke	aktorki	igralka	aktorka	N;NOM;FEM;PL	N;ACC;FEM;SG
igralke	aktorka	igralka	aktorka	N;NOM;FEM;PL	N;NOM;FEM;SG
igralke	aktorki	igralka	aktorka	N;NOM;FEM;PL	N;ACC;FEM;SG
igralke	aktorką	igralka	aktorka	N;NOM;FEM;PL	N;INS;FEM;SG
seznami	listy	seznam	list	N;NOM;MASC;PL	
seznami	wykazy	seznam	wykaz	N;NOM;MASC;PL	N;ACC;MASC;PL
prisiljen	zmuszeni	prisiljen	zmusić	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
združitev	połączeń	združitev	połączenie	N;NOM;FEM;SG	N;GEN;NEUT;PL
združitev	połączenia	združitev	połączenie	N;NOM;FEM;SG	N;NOM;NEUT;PL
slovani	słowian	slovan	słowiać	N;NOM;MASC;PL	
split	podział	split	podziać	N;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
split	podziel	split	podziel	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
split	split	split	split	N;NOM;MASC;SG	
teoretično	teoretyczne	teoretično	teoretyczny	ADV	ADJ;NOM;NEUT;SG
praznuje	świętowanie	praznovati	świętowanie	V;IPFV;IND;SG;3;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
konstrukcije	struktury	konstrukcija	struktura	N;NOM;FEM;PL	N;ACC;FEM;PL
konstrukcije	konstrukcji	konstrukcija	konstrukcja	N;NOM;FEM;PL	N;GEN;FEM;SG
čiščenje	chemiczna	čiščenje	chemiczny	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
čiščenje	porządki	čiščenje	porządek	N;NOM;NEUT;SG	N;NOM;MASC;PL
mandata	mandat	mandat	mandat	N;NOM;MASC;SG	N;ACC;MASC;SG
mandata	mandatu	mandat	mandat	N;NOM;MASC;SG	N;GEN;MASC;SG
morgan	morgan	morgan	morgan	N;NOM;MASC;SG	
tir	utwór	tir	utwór	N;NOM;MASC;SG	N;ACC;MASC;SG
tir	toru	tir	tor	N;NOM;MASC;SG	N;GEN;MASC;SG
tir	tir	tir	tir	N;NOM;MASC;SG	
asistent	asystenta	asistent	asystent	N;NOM;MASC;SG	N;ACC;MASC;SG
turner	turner	turner	turner	N;NOM;MASC;SG	
turner	turnera	turner	turner	N;NOM;MASC;SG	
proizvajalca	wytwórca	proizvajalec	wytwórcać	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
proizvajalca	producent	proizvajalec	producent	N;ANIM;ACC;MASC;SG	
proizvajalca	producenta	proizvajalec	producent	N;ANIM;ACC;MASC;SG	
straža	straże	straž	straż	N;NOM;FEM;SG	N;NOM;MASC;PL
straža	strażnicy	straž	strażnica	N;NOM;FEM;SG	N;NOM;FEM;PL
letna	rocznie	leten	rocznie	ADJ;NOM;FEM;SG	ADV
letna	rocznie	leten	rocznie	ADJ;NOM;FEM;SG	ADV
toni	toni	ton	tonić	N;NOM;MASC;PL	
body	body	body	bód	N;NOM;MASC;SG	
body	nadwozia	body	nadwóziać	N;NOM;MASC;SG	
body	ciała	body	ciało	N;NOM;MASC;SG	N;GEN;NEUT;SG
potopila	zatopiony	potopiti	zatopić	V;PFV;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
površje	powierzchnię	površje	powierzchnia	N;NOM;NEUT;SG	N;ACC;FEM;SG
površje	powierzchni	površje	powierzchnia	N;NOM;NEUT;SG	N;GEN;FEM;SG
sezname	listy	seznam	list	N;ACC;MASC;PL	
johan	johan	johan	johanin	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kapelo	kaplica	kapela	kaplica	N;ACC;FEM;SG	N;NOM;FEM;SG
kapelo	kaplicy	kapela	kaplica	N;ACC;FEM;SG	N;GEN;FEM;SG
media	media	media	medium	N;NOM;MASC;SG	N;NOM;NEUT;PL
media	mediów	media	medień	N;NOM;MASC;SG	N;GEN;MASC;PL
media	nośniki	media	nośnik	N;NOM;MASC;SG	N;NOM;MASC;PL
bot	bot	bot	bot	N;NOM;MASC;SG	
pacific	pacyfiku	pacifica	pacyfik		N;GEN;MASC;SG
