château	σατό	châti	σατός	V;IND;PL;3;IPFV;FIN	N
cetățenia	υπηκοότητα	cetățenie	υπηκοότητα	N;DEF;FEM;SG	N;ACC;FEM;SG
nice	ωραία	nice	ωραίος		ADJ;NOM;FEM;SG
nice	ωραίο	nice	ωραίος		ADJ;NOM;NEUT;SG
beatrice	μπεατρίς	beatric	μπεατρίς	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
atașat	επισυνάπτεται	atașa	επισυνάπτω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
atașat	συνημμένο	atașa	συνημμένος	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
spadă	σπαθί	spadă	σπαθί	N;INDF;FEM;SG	N;NOM;NEUT;SG
spadă	ξίφος	spadă	ξίφος	N;INDF;FEM;SG	N;NOM;NEUT;SG
bolivia	βολιβία	bolivie	βολιβία	PROPN	PROPN;ACC;FEM;SG
ciuperci	μανιτάρι	ciupercă	μανιτάρι	N;INDF;FEM;PL	N;NOM;NEUT;SG
maryland	μέριλαντ	maryland	μέριλαντ	N;INDF;MASC;SG	
criteriul	κριτήριο	criteriu	κριτήριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
colaborează	συνεργαστείτε	colabora	συνεργάζομαι	V;IND;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
performanțe	επίδοση	performanță	επίδοση	N;INDF;FEM;PL	N;ACC;FEM;SG
performanțe	απόδοση	performanță	απόδοση	N;INDF;FEM;PL	N;ACC;FEM;SG
performanțe	παράσταση	performanță	παράσταση	N;INDF;FEM;PL	N;ACC;FEM;SG
pakistan	πακιστάν	pakistan	πακιστάν	PROPN	
optică	οπτικές	optic	οπτικός	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
optică	οπτικά	optic	οπτικός	N;INDF;FEM;SG	ADV
optică	οπτική	optic	οπτικός	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
profesoară	δάσκαλος	profesoară	δάσκαλος	N;INDF;FEM;SG	N;NOM;MASC;SG
profesoară	δασκάλα	profesoară	δασκάλα	N;INDF;FEM;SG	N;NOM;FEM;SG
profesoară	καθηγήτρια	profesoară	καθηγήτρια	N;INDF;FEM;SG	N;NOM;FEM;SG
profesoară	καθηγητής	profesoară	καθηγητής	N;INDF;FEM;SG	N;NOM;MASC;SG
nad	nad	nade	nad	PROPN	
solide	συμπαγής	solid	συμπαγή	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
solide	στερεό	solid	στερεό	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
solide	στερεά	solid	στεργώ	ADJ;INDF;FEM;PL	ADV
solide	συμπαγές	solid	συμπαγή	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
solide	στερεά	solid	στεργώ	ADJ;INDF;FEM;PL	ADV
artificială	τεχνητή	artificial	τεχνητός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
artificială	τεχνητά	artificial	τεχνητός	ADJ;INDF;FEM;SG	ADV
artificială	τεχνητό	artificial	τεχνητός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
artificială	τεχνητές	artificial	τεχνητής	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
banks	μπανκς	banks	μπανκς	PROPN	PROPN;NOM;MASC;SG
banks	τράπεζες	banks	τράπεζα	PROPN	N;NOM;FEM;PL
adige	adige	adige	adige	N;INDF;FEM;SG	
amonte	ανάντη	amonte	ανάντης		N
turismul	τουρισμός	turism	τουρισμός	N;DEF;MASC;SG	N;NOM;MASC;SG
turismul	τουρισμού	turism	τουρισμός	N;DEF;MASC;SG	N;GEN;MASC;SG
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	
flacăra	φλόγες	flacără	φλόγος	N;DEF;FEM;SG	N;NOM;FEM;PL
flacăra	φλόγα	flacără	φλόγα	N;DEF;FEM;SG	N;NOM;FEM;SG
marion	μάριον	marion	μάριον	PROPN	PROPN;NOM;NEUT;SG
liège	λιέγη	liège	λιέγη	PROPN	PROPN;ACC;FEM;SG
evidentă	προφανής	evident	προφανής	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
evidentă	φανερό	evident	φανερός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
evidentă	ολοφάνερο	evident	ολοφάνερο	ADJ;INDF;FEM;SG	ADV
evidentă	προφανές	evident	προφανός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
evidentă	προφανή	evident	προφανή	ADJ;INDF;FEM;SG	ADV
distincția	διάκριση	distincție	διάκριση	N;DEF;FEM;SG	N;ACC;FEM;SG
glasgow	γλασκώβη	glasgow	γλασκώβης	PROPN	PROPN;NOM;FEM;SG
geniu	ιδιοφυές	geniu	ιδιοφύή	N;INDF;MASC;SG	N;NOM;FEM;PL
broadway	μπρόντγουεϊ	broadway	μπρόντγουεϊ	PROPN	
întreprinderea	επιχείρηση	întreprindere	επιχείρηση	N;DEF;FEM;SG	N;ACC;FEM;SG
toledo	τολέδο	toledo	τολέδο	PROPN	PROPN;NOM;NEUT;SG
autorilor	δημιουργοί	autor	δημιουργός	N;DEF;MASC;PL	N;NOM;MASC;PL
autorilor	συντάκτες	autor	συντάκτης	N;DEF;MASC;PL	N;NOM;MASC;PL
autorilor	συγγραφείς	autor	σύγγραφη	N;DEF;MASC;PL	N;NOM;MASC;PL
abdul	αμπντούλ	abdu	αμπντούλ	PROPN	
cavaleria	ιππικό	cavalerie	ιππικός	N;DEF;FEM;SG	N;ACC;MASC;SG
brand	μάρκα	brand	μάρκο	N;INDF;MASC;SG	N;NOM;NEUT;PL
burgas	μπουργκάς	burgas	μπουργκά	PROPN	
colțul	γωνιακό	colț	γωνιακός	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
colțul	γωνιά	colț	γωνιά	N;DEF;MASC;SG	N;NOM;FEM;SG
colțul	γωνία	colț	γωνία	N;DEF;MASC;SG	N;NOM;FEM;SG
evanghelia	ευαγγέλιο	evanghelie	ευαγγέλιο	N;DEF;FEM;SG	N;NOM;NEUT;SG
informativ	ενημερωτικά	informativ	ενημερωτικά	ADJ;INDF;MASC;SG	ADV
mărturie	κατάθεση	mărturie	κατάθεση	N;INDF;FEM;SG	N;ACC;FEM;SG
mărturie	μαρτυρία	mărturie	μαρτυρία	N;INDF;FEM;SG	N;NOM;FEM;SG
emmanuel	εμμανουήλ	emmanuel	εμμανουήλ	PROPN	PROPN;NOM;MASC;SG
alpii	άλπεις	alpiu	άλπεις	N;DEF;MASC;PL	PROPN;NOM;FEM;SG
caracteristic	χαρακτηριστική	caracteristic	χαρακτηριστικός	ADV	ADJ;NOM;FEM;SG
caracteristic	χαρακτηριστικό	caracteristic	χαρακτηριστικός	ADV	N;NOM;NEUT;SG
condiție	κατάσταση	condiție	κατάσταση	N;INDF;FEM;SG	N;ACC;FEM;SG
condiție	όρος	condiție	όρος	N;INDF;FEM;SG	N;NOM;MASC;SG
pedeapsă	ποινή	pedeapsă	ποινή	N;INDF;FEM;SG	N;ACC;FEM;SG
pedeapsă	πέναλτι	pedeapsă	πέναλτι	N;INDF;FEM;SG	
pedeapsă	τιμωρία	pedeapsă	τιμωρία	N;INDF;FEM;SG	N;ACC;FEM;SG
dobândit	αποκτήσει	dobândi	αποκτώ	ADJ;INDF;MASC;SG	V;PFV;NFIN;ACT
dobândit	αποκτήθηκαν	dobândi	αποκτώ	ADJ;INDF;MASC;SG	V;PFV;IND;PL;3;PST;FIN;PASS
dobândit	αποκτήθηκε	dobândi	αποκτώ	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
dobândit	κεκτημένα	dobândi	κεκτημένος	ADJ;INDF;MASC;SG	N;NOM;NEUT;PL
onorific	επίτιμος	onorific	επίτιμος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
combinat	συνδυασμένα	combina	συνδυασμένα	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
combinat	συνδυασμένες	combina	συνδυάζω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
combinat	συνδυασμένη	combina	συνδυάζω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
combinat	συνδυασμένης	combina	συνδυάζω	ADJ;INDF;MASC;SG	V;PFV;GEN;FEM;SG;V.PTCP;PASS
combinat	συνδυασμένο	combina	συνδυάζω	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
grey	γκρίζο	grey	γκρίζο	PROPN	N;NOM;NEUT;SG
grey	γκρέι	grey	γκρέι	PROPN	
grey	γκρι	grey	γκρι	PROPN	N;NOM;SG
grey	γκρίζα	grey	γκρίζα	PROPN	N;NOM;NEUT;PL
grey	grey	grey	grey	PROPN	
stand	σταθεί	sta	στέκω		V;PFV;NFIN;PASS
stand	stand	sta	stand		
șanse	ευκαιρία	șansă	ευκαιρία	N;INDF;FEM;PL	N;ACC;FEM;SG
guvernele	κυβερνήσεις	guvern	κυβέρνηση	N;DEF;FEM;PL	N;NOM;FEM;PL
confederația	συνομοσπονδία	confederație	συνομοσπονδία	N;DEF;FEM;SG	N;NOM;FEM;SG
confederația	συνομοσπονδίας	confederație	συνομοσπονδία	N;DEF;FEM;SG	N;GEN;FEM;SG
ward	πτέρυγα	ward	πτέρυγα	PROPN	N;NOM;FEM;SG
ward	γουόρντ	ward	γουόρντ	PROPN	
localnicilor	ντόπιους	localnic	ντόπιος	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
localnicilor	ντόπιοι	localnic	ντόπιος	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
consul	ύπατος	cons	ύπατος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
deciziile	αποφάσεις	decizie	απόφαση	N;DEF;FEM;PL	N;NOM;FEM;PL
nevada	νεβάδα	nevada	νεβάδα	PROPN	PROPN;NOM;FEM;SG
iarbă	χορτάρι	iarbă	χορτάρι	N;INDF;FEM;SG	N;NOM;NEUT;SG
iarbă	χόρτο	iarbă	χόρτος	N;INDF;FEM;SG	N;NOM;NEUT;SG
iarbă	γρασίδι	iarbă	γρασίδι	N;INDF;FEM;SG	N;NOM;NEUT;SG
iarbă	φούντα	iarbă	φούντα	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
iarbă	χόρτο	iarbă	χόρτος	N;INDF;FEM;SG	N;NOM;NEUT;SG
completat	ολοκληρώθηκαν	completa	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;IND;PL;3;PST;FIN;PASS
completat	ολοκληρωθεί	completa	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
completat	ολοκληρώθηκε	completa	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
completat	ολοκληρωμένα	completa	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
capabilă	ικανοί	capabil	ικανός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
capabilă	ικανές	capabil	ικανός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
capabilă	ικανός	capabil	ικανός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
capabilă	ικανό	capabil	ικανός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
capabilă	ικανή	capabil	ικανός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
masivă	μαζική	masiv	μαζικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
inițiativă	πρωτοβουλία	inițiativă	πρωτοβουλία	N;INDF;FEM;SG	N;NOM;FEM;SG
saga	σάγκα	sagă	σάγκα	N;DEF;FEM;SG	PROPN;ACC;FEM;SG
natalia	νατάλια	natalie	νατάλιο	N;DEF;FEM;SG	N;NOM;FEM;SG
natalia	νατάλια	natalie	νατάλιο	N;DEF;FEM;SG	N;NOM;FEM;SG
reformă	μεταρρύθμιση	reformă	μεταρρύθμιση	N;INDF;FEM;SG	N;NOM;FEM;SG
reformă	αναμόρφωση	reformă	αναμόρφωση	N;INDF;FEM;SG	N;ACC;FEM;SG
reformă	μεταρρυθμίσεις	reformă	μεταρρύθμιση	N;INDF;FEM;SG	N;NOM;FEM;PL
celtic	κέλτικο	celtic	κέλτικος	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
arestarea	σύλληψη	arestare	σύλληψη	N;DEF;FEM;SG	N;ACC;FEM;SG
hart	χαρτ	hart	χαρτ	PROPN	
vânzarea	πώληση	vânzare	πώληση	N;DEF;FEM;SG	N;NOM;FEM;SG
bella	μπέλα	bella	μπέλα	N;DEF;FEM;SG	
bella	bella	bella	bella	N;DEF;FEM;SG	
bella	μπέλλα	bella	μπέλλα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
daily	ημερήσια	daily	ημερήσιος	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
daily	καθημερινή	daily	καθημερινός	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
daily	καθημερινές	daily	καθημερινός	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
daily	καθημερινά	daily	καθημερινά	N;INDF;MASC;SG	ADV
italiana	ιταλικά	italiană	ιταλικά	N;DEF;FEM;SG	ADV
italiana	ιταλική	italiană	ιταλικός	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
italiana	ιταλός	italiană	ιταλός	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
italiana	ιταλικό	italiană	ιταλικός	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
sociologie	κοινωνιολογία	sociologie	κοινωνιολογία	N;INDF;FEM;SG	N;NOM;FEM;SG
variabilă	μεταβλητό	variabilă	μεταβλητός	N;INDF;FEM;SG	N;NOM;NEUT;SG
variabilă	μεταβλητή	variabilă	μεταβλητής	N;INDF;FEM;SG	N;NOM;FEM;SG
antrenat	εκπαιδευτεί	antrenat	εκπαιδεύω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
antrenat	εκπαιδευμένος	antrenat	εκπαιδευμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
antrenat	εκπαιδευμένη	antrenat	εκπαιδεύω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
antrenat	εκπαιδευμένο	antrenat	εκπαιδεύω	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
antrenat	εκπαιδευμένοι	antrenat	εκπαιδεύω	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
divine	θεϊκή	diven	θεϊκός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
divine	θεϊκό	diven	θεϊκός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
grecesc	ελληνικά	grecesc	ελληνικός	ADJ;INDF;MASC;SG	ADV
grecesc	ελληνίδα	grecesc	ελληνίδα	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
grecesc	ελληνικα	grecesc	ελληνικα	ADJ;INDF;MASC;SG	N;NOM;NEUT;PL
sabia	σπαθί	sabia	σπαθί	N;DEF;FEM;SG	N;NOM;NEUT;SG
sabia	ξίφος	sabia	ξίφος	N;DEF;FEM;SG	N;NOM;NEUT;SG
proiectarea	σχεδιασμό	proiectare	σχεδιασμός	N;DEF;FEM;SG	N;ACC;MASC;SG
proiectarea	σχεδίαση	proiectare	σχεδίαση	N;DEF;FEM;SG	N;ACC;FEM;SG
proiectarea	design	proiectare	design	N;DEF;FEM;SG	
proiectarea	σχέδιο	proiectare	σχέδιο	N;DEF;FEM;SG	N;NOM;NEUT;SG
proiectarea	σχεδιασμός	proiectare	σχεδιασμός	N;DEF;FEM;SG	N;NOM;MASC;SG
existent	υπάρχουσες	existent	υπάρχων	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
existent	υφιστάμενων	existent	υφιστάμενος	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
existent	υφιστάμενες	existent	υφιστάμενος	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
instalarea	εγκατάσταση	instalare	εγκατάσταση	N;DEF;FEM;SG	N;NOM;FEM;SG
afectată	επηρεάστηκαν	afecta	επηρεάζω	ADJ;INDF;FEM;SG	V;PFV;IND;PL;3;PST;FIN;PASS
afectată	επηρεάζεται	afecta	επηρεάζω	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
afectată	επηρέασε	afecta	επηρίαζω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
tropicale	τροπικό	tropical	τροπικός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
tropicale	τροπικά	tropical	τροπικά	ADJ;INDF;FEM;PL	ADV
tropicale	τροπική	tropical	τροπικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
eine	eine	eine	eine	N;INDF;MASC;SG	
kane	κέιν	kane	κέιν	PROPN	
puerto	πουέρτο	puerto	πουέρτο	N;INDF;MASC;SG	
cheltuielile	δαπάνες	cheltuială	δαπάνη	N;DEF;FEM;PL	N;NOM;FEM;PL
cheltuielile	δαπάνη	cheltuială	δαπάνη	N;DEF;FEM;PL	N;NOM;FEM;SG
cheltuielile	έξοδα	cheltuială	έξοδο	N;DEF;FEM;PL	N;NOM;NEUT;PL
costurile	έξοδα	cost	έξοδο	N;DEF;FEM;PL	N;NOM;NEUT;PL
costurile	κόστος	cost	κόστος	N;DEF;FEM;PL	N;NOM;NEUT;SG
semnate	υπογεγραμμένο	semnat	υπογεγράμμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
semnate	υπογεγραμμένη	semnat	υπογεγράμμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
semnate	υπογραφή	semnat	υπογραφή	ADJ;INDF;FEM;PL	N;ACC;FEM;SG
semnate	υπέγραψε	semnat	υπογράφω	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
semnate	υπεγράφη	semnat	υπεγράφη	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;PASS
dallas	ντάλλας	dallas	ντάλλας	PROPN	PROPN;NOM;MASC;SG
dallas	ντάλας	dallas	ντάλα	PROPN	PROPN;NOM;MASC;SG
retezat	κομμένο	reteza	κομμένο	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
geometrie	γεωμετρία	geometrie	γεωμετρία	N;INDF;FEM;SG	N;NOM;FEM;SG
notele	βαθμούς	notă	βαθμός	N;DEF;FEM;PL	N;ACC;MASC;PL
notele	βαθμοί	notă	βαθμός	N;DEF;FEM;PL	N;NOM;MASC;PL
calde	ζεστή	cald	ζεστός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
calde	ζεστό	cald	ζεστός	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
calde	ζεστός	cald	ζεστός	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
calde	ζεστά	cald	ζεστά	ADJ;INDF;FEM;PL	ADV
aplica	ισχύουν	aplica	ισχύω	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
calul	ίππος	cal	ίππος	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
calul	άλογο	cal	άλογος	N;DEF;MASC;SG	N;NOM;NEUT;SG
abuz	καταχρήσεις	abuz	κατάχρηση	N;INDF;MASC;SG	N;NOM;FEM;PL
madagascar	μαδαγασκάρη	madagascar	μαδαγασκάρης	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
relativă	συγγενής	relativ	συγγενής	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
relativă	σχετικός	relativ	σχετικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
relativă	σχετική	relativ	σχετικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
relativă	σχετικό	relativ	σχετικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
examenul	εξετάσεις	examen	εξέταση	N;DEF;MASC;SG	N;NOM;FEM;PL
operație	επιχειρηση	operație	επιχειρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
operație	εγχείρηση	operație	εγχείρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
operație	λειτουργία	operație	λειτουργία	N;INDF;FEM;SG	N;ACC;FEM;SG
operație	επιχείρηση	operație	επιχείρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
operație	χειρουργική	operație	χειρουργικός	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
operație	εγχείρηση	operație	εγχείρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
operație	χειρουργείο	operație	χειρουργείο	N;INDF;FEM;SG	N;NOM;NEUT;SG
voivodina	βοϊβοντίνα	voivodină	βοϊβοντίνα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
peisajul	τοπίο	peisaj	τοπίο	N;DEF;MASC;SG	N;NOM;NEUT;SG
nina	νίνα	nină	νίνα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
divorțat	χωρισμένος	divorțat	χωρισμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
divorțat	χωρισμένη	divorțat	χωρίζω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
divorțat	χωρισμένοι	divorțat	χωρισμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
divorțat	διαζύγιο	divorțat	διαζύγιο	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
stratul	στρώση	strat	στρώση	N;DEF;MASC;SG	N;NOM;FEM;SG
stratul	στιβάδα	strat	στιβάδα	N;DEF;MASC;SG	N;NOM;FEM;SG
stratul	στρώμα	strat	στρώμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
plantele	φυτά	plantă	φυτώ	N;DEF;FEM;PL	N;NOM;NEUT;PL
orientală	oriental	oriental	oriental	ADJ;INDF;FEM;SG	
rick	rick	rick	rick	PROPN	
rick	ρικ	rick	ρικ	PROPN	
polițist	αστυνομικός	polițist	αστυνομικός	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
polițist	αστυνομικό	polițist	αστυνομικός	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
polițist	αστυνομικός	polițist	αστυνομικός	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
jeremy	τζέρεμυ	jeremy	τζέρω	PROPN	N
jeremy	jeremy	jeremy	jeremy	PROPN	
jeremy	τζέρεμι	jeremy	τζέρεμι	PROPN	
locuitor	ειδικευόμενος	locuitor	ειδικευόμενος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
ueda	ουέντα	ueda	ουέντα		
cafea	καφέ	cafea	καφένας	N;DEF;FEM;SG	N;NOM;NEUT;SG
cafea	καφε	cafea	καφε	N;DEF;FEM;SG	N;NOM;NEUT;SG
cafea	καφές	cafea	καφής	N;DEF;FEM;SG	N;NOM;MASC;SG
profesional	επαγγελματίας	profesional	επαγγελματίας	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
profesional	επαγγελματικά	profesional	επαγγελματικά	ADJ;INDF;MASC;SG	ADV
profesional	επαγγελματικά	profesional	επαγγελματικά	ADJ;INDF;MASC;SG	ADV
aziz	αζίζ	aziz	αζίζ	N;INDF;MASC;SG	
weber	γουέμπερ	weber	γουέμπερ	PROPN	
weber	weber	weber	weber	PROPN	
guvernarea	διακυβέρνηση	guvernare	διακυβέρνηση	N;DEF;FEM;SG	N;ACC;FEM;SG
ascensiunea	ανάβαση	ascensiune	ανάβαση	N;DEF;FEM;SG	N;ACC;FEM;SG
ascensiunea	ανύψωση	ascensiune	ανύψωση	N;DEF;FEM;SG	N;ACC;FEM;SG
ascensiunea	αναλήψεως	ascensiune	ανάληψη	N;DEF;FEM;SG	N;GEN;FEM;SG
ofițerii	αστυφύλακες	ofițer	αστυφύλακας	N;DEF;MASC;PL	N;NOM;MASC;PL
ofițerii	αξιωματικοί	ofițer	αξιωματικός	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
ofițerii	αστυνομικοί	ofițer	αστυνομικός	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
fermă	αγρόκτημα	fermă	αγρόκτημα	N;INDF;FEM;SG	N;NOM;NEUT;SG
fermă	farm	fermă	farm	N;INDF;FEM;SG	
fermă	φάρμα	fermă	φάρμα	N;INDF;FEM;SG	N;NOM;FEM;SG
teoretice	θεωρητικά	teoretic	θεωρητικός	ADJ;INDF;FEM;PL	ADV
teoretice	θεωρητικό	teoretic	θεωρητικός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
teoretice	θεωρητική	teoretic	θεωρητικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
urmate	ακολούθησαν	urma	ακολουθώ	ADJ;INDF;FEM;PL	V;PFV;IND;PL;3;PST;FIN;ACT
urmate	ακολούθησε	urma	ακολουθώ	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
urmate	ακολουθείται	urma	ακολουθώ	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
nacional	nacional	nacional	nacional	PROPN	
munchen	μονάχου	munchen	μονάχος	PROPN	PROPN;NOM;MASC;SG
munchen	μόναχο	munchen	μόναχος	PROPN	PROPN;NOM;NEUT;SG
urmărirea	εντοπισμός	urmărire	εντοπισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
urmărirea	εντοπισμού	urmărire	εντοπισμός	N;DEF;FEM;SG	N;GEN;MASC;SG
rachel	rachel	rachel	rachel	PROPN	
rachel	ρέιτσελ	rachel	ρέιτσελ	PROPN	N;FEM;SG
dosarul	φάκελος	dosar	φάκελος	N;DEF;MASC;SG	N;NOM;MASC;SG
dosarul	φάκελο	dosar	φάκελος	N;DEF;MASC;SG	N;ACC;MASC;SG
click	κλικ	click	κλικ	N;INDF;MASC;SG	PRO;ACC;MASC;PL;2
iris	iris	iris	iris		
iris	ίριδα	iris	ίριδα		PROPN;NOM;FEM;SG
iris	άιρις	iris	άιρις		N
rama	ράμα	ramă	ράμα	N;DEF;FEM;SG	
afganistan	αφγανιστάν	afganistan	αφγανιστάν	N;INDF;MASC;SG	
interzise	απαγορεύεται	interzice	απαγορεύω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
interzise	απαγορευμένα	interzice	απαγορεύω	V;IND;SG;3;PST;FIN	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
interzise	απαγορεύονται	interzice	απαγορεύω	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
interzise	απαγορεύεται	interzice	απαγορεύω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
miles	μίλια	miles	μίλιος	PROPN	N;NOM;NEUT;PL
miles	χιλιόμετρα	miles	χιλιόμετρο	PROPN	N;NOM;NEUT;PL
miles	μάιλς	miles	μάιλς	PROPN	
sfinte	άγιο	sfânt	άγιος		N;NOM;MASC;SG
sfinte	ιερό	sfânt	ιερός		N;NOM;NEUT;SG
sfinte	ιερά	sfânt	ιερός		ADV
tolstoi	τολστόι	tolstoi	τολστός	PROPN	N;NOM;MASC;SG
impactul	αντίκτυπος	impact	αντίκτυπος	N;DEF;MASC;SG	N;NOM;MASC;SG
impactul	επίπτωση	impact	επίπτωση	N;DEF;MASC;SG	N;ACC;FEM;SG
impactul	σύγκρουση	impact	σύγκρουση	N;DEF;MASC;SG	N;NOM;FEM;SG
