del	del	di	del	ADJ;SG	ADP;MASC;SG
uccisi	asesinados	uccidere	asesinado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
uccisi	asesinada	uccidere	asesinado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uccisi	mató	uccidere	matar	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
uccisi	asesinados	uccidere	asesinado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
uccisi	asesinada	uccidere	asesinado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uccisi	asesinado	uccidere	asesinado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uccisi	matado	uccidere	matar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
democratica	democráticos	democratico	democrático	ADJ;FEM;SG	ADJ;MASC;PL
studente	estudiantes	studente	estudiante	N;MASC;SG	N;PL
astenuti	abstenciones	astenere	abstención	V;MASC;PL;PST;V.PTCP	N;FEM;PL
carabinieri	carabinieri	carabiniere	carabinieri	N;MASC;PL	N;SG
family	familiar	family	familiar	N	ADJ;SG
verifica	verificación	verificare	verificación	V;IND;SG;3;PRS;FIN	N;FEM;SG
verifica	verifique	verificare	verificar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
verifica	verificación	verificare	verificación	V;IND;SG;3;PRS;FIN	N;FEM;SG
verifica	check	verificare	check	V;IND;SG;3;PRS;FIN	N;MASC;SG
verifica	comprobación	verificare	comprobación	V;IND;SG;3;PRS;FIN	N;FEM;SG
verifica	compruebe	verificare	compruebir	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
verifica	cheque	verificare	cheque	V;IND;SG;3;PRS;FIN	N;MASC;SG
litri	litro	litro	litro	N;MASC;PL	N;MASC;SG
quaranta	quaranta	quaranta	quaranta	NUM	
quaranta	cuarenta	quaranta	cuarenta	NUM	N;FEM;PL
quaranta	forty	quaranta	forty	NUM	N
graham	graham	graham	graham	N;MASC;SG	PROPN
rené	rené	rené	rené	N;MASC;SG	PROPN
rené	rené	rené	rené	N;MASC;SG	PROPN
rené	rene	rené	rene	N;MASC;SG	PROPN
sara	sara	essere	sara	V;IND;SG;3;PRS;FIN	N;FEM;SG
nati	nacidos	nascere	nacido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
nati	born	nascere	born	V;MASC;PL;PST;V.PTCP	N
nati	nacido	nascere	nacido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
efficace	efectivos	efficace	efectivo	ADJ;SG	N;MASC;PL
single	sencillo	single	sencillo	N	ADJ;MASC;SG
ama	amores	amare	amor	V;IND;SG;3;PRS;FIN	N;MASC;PL
disambigua	desambiguación	disambiguo	desambiguación	ADJ;MASC;PL	ADJ;MASC;SG;V.PTCP
bianche	blanca	bianco	blanco	ADJ;FEM;PL	ADJ;FEM;SG
bianche	white	bianco	white	ADJ;FEM;PL	N
bianche	blancos	bianco	blanco	ADJ;FEM;PL	N;MASC;PL
bianche	blanco	bianco	blanco	ADJ;FEM;PL	ADJ;MASC;SG
rivale	rivales	rivale	rival	N;SG	N;PL
prossimo	proxima	prossimo	proximar	ADJ;MASC;SG	N;FEM;SG
prossimo	next	prossimo	next	ADJ;MASC;SG	N
accusato	acusado	accusare	acusado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
accusato	acusada	accusare	acusado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
accusato	acusados	accusare	acusado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
principato	principado	principare	principado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
ralph	ralph	ralph	ralph	N;SG	PROPN
liberi	gratis	libero	gratis	ADJ;MASC;PL	
liberi	free	libero	freer	ADJ;MASC;PL	N
liberi	libre	libero	libre	ADJ;MASC;PL	ADJ;SG
liberi	gratuito	libero	gratuito	ADJ;MASC;PL	ADJ;MASC;SG
contribuito	contribuido	contribuire	contribuir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
contribuito	aportado	contribuire	aportar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
contribuito	contribuyeron	contribuire	contribuir	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
ppa	ppp	ppa	ppp	N;MASC	
sbagliato	equivocado	sbagliare	equivocado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sbagliato	equivocados	sbagliare	equivocado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
sbagliato	mal	sbagliare	mal	V;MASC;SG;PST;V.PTCP	ADV
sbagliato	incorrecto	sbagliare	incorrecto	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
pagare	sueldo	pagare	sueldo	V;NFIN	N;MASC;SG
pagare	pago	pagare	pago	V;NFIN	N;MASC;SG
nuoto	nado	nuoto	nado	N;MASC;SG	
nuoto	nadar	nuoto	nadar	N;MASC;SG	V;NFIN
nuoto	nadando	nuoto	nadar	N;MASC;SG	V;V.MSDR
nuoto	nadar	nuoto	nadar	N;MASC;SG	V;NFIN
terminato	acabados	terminare	acabar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
terminato	terminados	terminare	terminado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
terminato	finalizado	terminare	finalizar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
terminato	acabado	terminare	acabar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
terminato	terminado	terminare	terminar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
terminato	terminada	terminare	terminado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
osservazioni	comenta	osservazione	comentar	N;FEM;PL	V;IND;SG;3;PRS;FIN
osservazioni	comentario	osservazione	comentario	N;FEM;PL	N;MASC;SG
cattura	atrapar	cattura	atrapar	N;FEM;SG	V;NFIN
cattura	capturas	cattura	captura	N;FEM;SG	N;FEM;PL
cattura	capturan	cattura	capturar	N;FEM;SG	V;IND;PL;3;PRS;FIN
cattura	capturar	cattura	capturar	N;FEM;SG	V;NFIN
cattura	capturas	cattura	captura	N;FEM;SG	N;FEM;PL
cattura	capturas	cattura	captura	N;FEM;SG	N;FEM;PL
four	cuatro	four	cuatro	N;MASC;SG	NUM;PL
posteriori	trasero	posteriore	trasero	N;FEM;PL	N;MASC;SG
posteriori	trasera	posteriore	trasero	N;FEM;PL	ADJ;FEM;SG
posteriori	retaguardia	posteriore	retaguardia	N;FEM;PL	N;FEM;SG
archeologici	arqueológica	archeologico	arqueológico	ADJ;MASC;PL	ADJ;FEM;SG
archeologici	arqueológico	archeologico	arqueológico	ADJ;MASC;PL	ADJ;MASC;SG
archeologici	arqueológica	archeologico	arqueológico	ADJ;MASC;PL	ADJ;FEM;SG
archeologici	arqueológico	archeologico	arqueológico	ADJ;MASC;PL	ADJ;MASC;SG
neil	neil	neil	neil	N	PROPN
equivalente	equivalentes	equivalente	equivalente	ADJ;SG	ADJ;PL
appartenenza	pertenecientes	appartenenza	perteneciente	N;FEM;SG	ADJ;PL
cercato	buscado	cercare	buscado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
artificiale	artificiales	artificiale	artificial	ADJ;SG	ADJ;PL
scorta	acompañantes	scorta	acompañante	N;FEM;SG	N;PL
scorta	escoltas	scorta	escolta	N;FEM;SG	N;PL
caduti	caído	cadere	caído	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
caduti	caido	cadere	caido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
caduti	caídos	cadere	caído	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
sovrani	soberano	sovrano	soberano	N;MASC;PL	N;MASC;SG
sovrani	soberana	sovrano	soberano	N;MASC;PL	ADJ;FEM;SG
dibattito	debatir	dibattito	debatir	N;MASC;SG	V;NFIN
introdotta	introducido	introdurre	introducir	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
introdotta	introducidos	introdurre	introducido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
introdotta	introducida	introdurre	introducido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
apparato	aparatos	apparato	aparato	N;MASC;SG	N;MASC;PL
elio	elio	elio	elio	N;MASC;SG	PROPN
economista	economistas	economista	economista	N;SG	N;PL
just	solo	just	solo		ADV
just	simplemente	just	simplemente		ADV
just	sólo	just	sólo		ADV
just	just	just	justo		N
inciso	grabada	inciso	grabado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
inciso	grabado	inciso	grabado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dimissioni	dimisión	dimissione	dimisión	N;FEM;PL	N;FEM;SG
dimissioni	resignación	dimissione	resignación	N;FEM;PL	N;FEM;SG
dimissioni	renuncia	dimissione	renuncia	N;FEM;PL	N;FEM;SG
asburgo	habsburg	asburgo	habsburg	N;MASC;SG	
trattati	tratados	trattato	tratado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
seminario	seminarios	seminario	seminario	N;MASC;SG	N;MASC;PL
dichiara	declaran	dichiarare	declarar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
dichiara	declare	dichiarare	declarar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
dichiara	declaro	dichiarare	declarar	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
rami	rami	ramo	rami	N;MASC;PL	N;SG
rifiuta	decadencia	rifiutare	decadencia	V;IND;SG;3;PRS;FIN	N;FEM;SG
rifiuta	declinación	rifiutare	declinación	V;IND;SG;3;PRS;FIN	N;FEM;SG
rifiuta	descenso	rifiutare	descenso	V;IND;SG;3;PRS;FIN	N;MASC;SG
rifiuta	declive	rifiutare	declive	V;IND;SG;3;PRS;FIN	N;MASC;SG
rifiuta	disminución	rifiutare	disminución	V;IND;SG;3;PRS;FIN	N;FEM;SG
rifiuta	niego	rifiutare	negar	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
rifiuta	negarse	rifiutare	negarse	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
rifiuta	rechazo	rifiutare	rechazo	V;IND;SG;3;PRS;FIN	N;MASC;SG
fonda	fonda	fondare	fonda	V;IND;SG;3;PRS;FIN	N;FEM;SG
configurazione	configurar	configurazione	configurar	N;FEM;SG	V;NFIN
collabora	colabore	collabora	colaborar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;FIN
ammesso	admitida	ammettere	admitido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ammesso	admitidos	ammettere	admitido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ammesso	admitido	ammettere	admitir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cita	cite	citare	cite	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
cita	menciones	citare	mención	V;IND;SG;3;PRS;FIN	N;FEM;PL
lettore	lectores	lettore	lector	N;MASC;SG	N;MASC;PL
prosegue	continua	proseguire	continuo	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
acustica	acústicos	acustico	acústico	ADJ;FEM;SG	ADJ;MASC;PL
nazista	nazis	nazista	nazi	N;SG	N;PL
nova	nova	nova	nova	ADJ;SG	N;FEM;SG
cattivo	malas	cattivo	malo	ADJ;MASC;SG	ADJ;FEM;PL
cattivo	malos	cattivo	malo	ADJ;MASC;SG	ADJ;MASC;PL
cattivo	bad	cattivo	bad	ADJ;MASC;SG	N;MASC;SG
cattivo	mal	cattivo	mal	ADJ;MASC;SG	ADV
cattivo	traviesos	cattivo	travieso	ADJ;MASC;SG	N;MASC;PL
cattivo	villano	cattivo	villano	ADJ;MASC;SG	N;MASC;SG
cattivo	villanos	cattivo	villano	ADJ;MASC;SG	N;MASC;PL
chan	chan	chan	chan		N;MASC;SG
lanciato	lanzado	lanciare	lanzado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
lanciato	lanzada	lanciare	lanzado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
lanciato	lanzados	lanciare	lanzado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
mostrato	mostrada	mostrare	mostrado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
mostrato	mostrado	mostrare	mostrar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mostrato	demostrado	mostrare	demostrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mostrato	mostrados	mostrare	mostrar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pozzo	pues	pozzo	pues	N;MASC;SG	CONJ
pozzo	bien	pozzo	bien	N;MASC;SG	ADV
pozzo	bueno	pozzo	buen	N;MASC;SG	INTJ
crescente	crecer	crescente	crecer	ADJ;SG	V;NFIN
crescente	creciendo	crescente	crecer	ADJ;SG	V;V.MSDR
crescente	ascender	crescente	ascender	ADJ;SG	V;NFIN
crescente	ascendiendo	crescente	ascender	ADJ;SG	V;V.MSDR
buono	buenas	buono	buen	ADJ;MASC;SG	ADJ;FEM;PL
buono	bien	buono	bien	ADJ;MASC;SG	ADV
buono	bueno	buono	buen	ADJ;MASC;SG	INTJ
buono	buenos	buono	buen	ADJ;MASC;SG	ADJ;MASC;PL
buono	vales	buono	valer	ADJ;MASC;SG	V;IND;SG;2;PRS;FIN
buono	comprobante	buono	comprobante	ADJ;MASC;SG	N;MASC;SG
integrale	integrales	integrale	integral	ADJ;SG	ADJ;PL
legislatura	legislativo	legislatura	legislativo	N;FEM;SG	ADJ;MASC;SG
arnold	armando	arnold	armar	N;MASC;SG	V;V.MSDR
arnold	arnold	arnold	arnold	N;MASC;SG	PROPN
forum	forum	forum	forum	N;MASC	
three	tres	tareo	tres	N	NUM;PL
dennis	dennis	dennis	denni	N;MASC	PROPN
perduto	perdido	perdere	perdido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
perduto	lost	perdere	lost	V;MASC;SG;PST;V.PTCP	N
perduto	perdida	perdere	perdido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
perduto	perdidos	perdere	perdido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
perduto	perdidas	perdere	perdido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
separazione	separando	separazione	separar	N;FEM;SG	V;V.MSDR
separazione	separar	separazione	separar	N;FEM;SG	V;NFIN
spiegare	explicación	spiegare	explicación	V;NFIN	N;FEM;SG
considerando	recital	considerare	recital	V;V.MSDR	N;MASC;SG
serbia	serbia	serbia	serbio	N;FEM;SG	ADJ;FEM;SG
dilettanti	aficionada	dilettante	aficionado	N;PL	ADJ;FEM;SG;V.PTCP
dilettanti	amateur	dilettante	amateur	N;PL	N;FEM;SG
dilettanti	aficionado	dilettante	aficionado	N;PL	ADJ;MASC;SG;V.PTCP
ottenuta	obtenida	ottenere	obtenido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ottenuta	obtenidos	ottenere	obtenido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ottenuta	obtenidas	ottenere	obtenido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ottenuta	obtenido	ottenere	obtenido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
gestire	gestión	gestire	gestión	V;NFIN	N;FEM;SG
beato	bendecido	beato	bendecido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
beato	bendecidos	beato	bendecido	N;MASC;SG	ADJ;MASC;PL;V.PTCP
beato	bendecida	beato	bendecida	N;MASC;SG	ADJ;FEM;SG;V.PTCP
beato	bendito	beato	bendito	N;MASC;SG	INTJ
guarda	mirad	guardare	mirad	V;IND;SG;3;PRS;FIN	INTJ
guarda	mire	guardare	mirar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
guarda	mirada	guardare	mirada	V;IND;SG;3;PRS;FIN	N;FEM;SG
guarda	miren	guardare	mirar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
guarda	mira	guardare	mirar	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN
cade	cade	cadere	cade	V;IND;SG;3;PRS;FIN	N;SG
sentire	feel	sentire	feel	V;NFIN	N
formati	formatos	formare	formato	V;MASC;PL;PST;V.PTCP	N;MASC;PL
abito	vestidos	abitare	vestido	N;MASC;SG	ADJ;MASC;PL;V.PTCP
abito	vestir	abitare	vestir	N;MASC;SG	V;NFIN
abito	vestido	abitare	vestido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
professionisti	profesional	professionista	profesional	N;MASC;PL	ADJ;SG
professionisti	professional	professionista	professional	N;MASC;PL	ADJ;SG
professionisti	profesionalidad	professionista	profesionalidad	N;MASC;PL	N;FEM;SG
alimentazione	alimentando	alimentazione	alimentar	N;FEM;SG	V;V.MSDR
alimentazione	alimentarse	alimentazione	alimentar	N;FEM;SG	V;SBJV;SG;3;IPFV;FIN
ted	ted	ted	ted	N;SG	PROPN
mercedes	mercedes	mercedes	merced	N;FEM	
piace	likes	piacere	lik	V;IND;SG;3;PRS;FIN	N;MASC;PL
piace	gustos	piacere	gusto	V;IND;SG;3;PRS;FIN	N;MASC;PL
cancellato	eliminada	cancellare	eliminado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
cancellato	suprimido	cancellare	suprimir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cancellato	eliminados	cancellare	eliminado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
cancellato	eliminado	cancellare	eliminado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cancellato	borrado	cancellare	borrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cancellato	cancelado	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cancellato	cancelados	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
cancellato	canceladas	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
cancellato	cancelada	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
cancellato	cancelado	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cancellato	cancelados	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
cancellato	canceladas	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
cancellato	cancelada	cancellare	cancelado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
cancellato	borrados	cancellare	borrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
cancellato	borrado	cancellare	borrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
colonie	colonia	colonia	colonia	N;FEM;PL	N;FEM;SG
only	únicamente	only	únicamente		ADV
only	solo	only	solo		ADV
only	sólo	only	sólo		ADV
only	solamente	only	solamente		ADV
provare	prueba	provare	prueba	V;NFIN	N;FEM;SG
reperti	encuentra	reperto	encontrar	N;MASC;PL	V;IND;SG;3;PRS;FIN
futura	futuro	futuro	futuro	ADJ;FEM;SG	N;MASC;SG
futura	future	futuro	future	ADJ;FEM;SG	N
futura	porvenir	futuro	porvenir	ADJ;FEM;SG	N;MASC;SG
comprendere	comprensión	comprendere	comprensión	V;NFIN	N;FEM;SG
comprendere	entendimiento	comprendere	entendimiento	V;NFIN	N;MASC;SG
marcel	marcel	marcel	marcel	N;MASC;SG	PROPN
inaugurata	inaugurado	inaugurare	inaugurado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inaugurata	inaugurada	inaugurare	inaugurado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trasformato	girado	trasformare	girado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasformato	transformados	trasformare	transformado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
trasformato	transformado	trasformare	transformado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasformato	transformada	trasformare	transformado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trasformato	transformadas	trasformare	transformado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
veri	real	vero	real	ADJ;MASC;PL	ADJ;SG
veri	verdadero	vero	verdadero	ADJ;MASC;PL	ADJ;MASC;SG
esigenze	necesita	esigenza	necesitar	N;FEM;PL	V;IND;SG;3;PRS;FIN
chiamate	llamada	chiamata	llamado	N;FEM;PL	ADJ;FEM;SG;V.PTCP
chiamate	llame	chiamata	llamar	N;FEM;PL	V;IMP;SG;3;FIN
chiamate	llamar	chiamata	llamar	N;FEM;PL	V;NFIN
chiamate	llama	chiamata	llamar	N;FEM;PL	V;IND;SG;3;PRS;FIN
chiamate	llamadas	chiamata	llamado	N;FEM;PL	ADJ;FEM;PL;V.PTCP
cure	cure	cura	cure	N;FEM;PL	V;IMP;SG;3;FIN
cure	curar	cura	curar	N;FEM;PL	V;NFIN
cure	cura	cura	cura	N;FEM;PL	N;MASC;SG
perry	perry	perry	perry	N;SG	PROPN
umane	humano	umano	humano	ADJ;FEM;PL	ADJ;MASC;SG
umane	humana	umano	humano	ADJ;FEM;PL	ADJ;FEM;SG
umane	humanos	umano	humanos	ADJ;FEM;PL	N
silenzio	calla	silenzio	callar	N;MASC;SG	V;IND;SG;3;PRS;FIN
silenzio	tranquilo	silenzio	tranquilo	N;MASC;SG	ADJ;MASC;SG
silenzio	tranquila	silenzio	tranquilo	N;MASC;SG	ADJ;FEM;SG
silenzio	callado	silenzio	callado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
silenzio	silenciar	silenzio	silenciar	N;MASC;SG	V;NFIN
bilancio	presupuestos	bilancio	presupuesto	N;MASC;SG	N;MASC;PL
riconosciuta	reconocido	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuta	reconocidas	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
riconosciuta	reconocidos	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
riconosciuta	reconocida	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
riconosciuta	reconocido	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuta	reconocidos	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
riconosciuta	reconocida	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
riconosciuta	reconocido	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuta	reconocidas	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
riconosciuta	reconocidos	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
riconosciuta	reconocida	riconoscere	reconocido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
onorificenze	honra	onorificenza	honra	N;FEM;PL	N;FEM;SG
stretta	estrechas	stretto	estrecho	ADJ;FEM;SG	ADJ;FEM;PL
stretta	estrechos	stretto	estrecho	ADJ;FEM;SG	ADJ;MASC;PL
alessio	alexis	alessio	alexis	N;MASC;SG	PROPN
poveri	pobrecito	povero	pobrecito	ADJ;MASC;PL	ADJ;MASC;SG
poveri	pobre	povero	pobre	ADJ;MASC;PL	ADJ;SG
poveri	pobres	povero	pobre	ADJ;MASC;PL	N;PL
salva	ahorra	salvo	ahorra	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
salva	salva	salvo	salvar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
salva	saves	salvo	save	ADJ;FEM;SG	V;IND;SG;2;PRS;FIN
salva	ahorrar	salvo	ahorrar	ADJ;FEM;SG	V;NFIN
salva	guardar	salvo	guardar	ADJ;FEM;SG	V;NFIN
salva	save	salvo	saver	ADJ;FEM;SG	N
salva	salvar	salvo	salvar	ADJ;FEM;SG	V;NFIN
salva	ahorra	salvo	ahorra	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
tecnologie	tecnología	tecnologia	tecnología	N;FEM;PL	N;FEM;SG
tecnologie	tecnologia	tecnologia	tecnologia	N;FEM;PL	N;FEM;SG
tecnologie	tecnológico	tecnologia	tecnológico	N;FEM;PL	ADJ;MASC;SG
tecnologie	tecnología	tecnologia	tecnología	N;FEM;PL	N;FEM;SG
tecnologie	tecnológica	tecnologia	tecnológico	N;FEM;PL	ADJ;FEM;SG
prossima	proxima	prossimo	proximar	ADJ;FEM;SG	N;FEM;SG
prossima	next	prossimo	next	ADJ;FEM;SG	N
affermato	afirmado	affermare	afirmar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
affermato	afirmado	affermare	afirmar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mantenimento	retenciones	mantenimento	retención	N;MASC;SG	N;FEM;PL
croato	croata	croato	croata	ADJ;MASC;SG	N;SG
croato	croata	croato	croata	ADJ;MASC;SG	N;SG
croato	croacia	croato	croacia	ADJ;MASC;SG	N;FEM;SG
croato	croatas	croato	croata	ADJ;MASC;SG	N;PL
parziali	parcial	parziale	parcial	ADJ;PL	ADJ;SG
palma	palm	palma	palm	N;FEM;SG	
verticale	verticalmente	verticale	verticalmente	ADJ;SG	ADV
verticale	verticales	verticale	vertical	ADJ;SG	ADJ;PL
autonomo	autónomas	autonomo	autónomo	ADJ;MASC;SG	ADJ;FEM;PL
autonomo	autonomía	autonomo	autonomía	ADJ;MASC;SG	N;FEM;SG
autonomo	autónomos	autonomo	autónomo	ADJ;MASC;SG	ADJ;MASC;PL
extra	extra	extra	extra	N	
extra	extra	extra	extra	N	
spinta	empujar	spinta	empujar	N;FEM;SG	V;NFIN
spinta	empuja	spinta	empujar	N;FEM;SG	V;IND;SG;3;PRS;FIN
spinta	empujado	spinta	empujado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
spinta	empujó	spinta	empujar	N;FEM;SG	V;IND;SG;3;PST;FIN
calci	patea	calco	patea	N;MASC;PL	V;IND;SG;3;PRS;FIN
calci	patear	calco	patear	N;MASC;PL	V;NFIN
calci	pateando	calco	patear	N;MASC;PL	V;V.MSDR
calci	patear	calco	patear	N;MASC;PL	V;NFIN
calci	patea	calco	patea	N;MASC;PL	V;IND;SG;3;PRS;FIN
calci	kick	calco	kick	N;MASC;PL	N;MASC;SG
calci	patada	calco	patada	N;MASC;PL	ADJ;FEM;SG;V.PTCP
industriali	industrial	industriale	industrial	N;PL	ADJ;SG
industriali	industriales	industriale	industrial	N;PL	ADJ;PL
industriali	industriales	industriale	industrial	N;PL	ADJ;PL
strano	strange	strano	strange	ADJ;MASC;SG	N
