for	varten	for	varten	ADP	ADV
planlagte	suunnitteilla	planlægge	suunnitteilla	V;PL;PST;V.PTCP	ADV
planlagte	suunniteltu	planlægge	suunnitella	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
arvede	peri	arvet	periä	V;IND;PST;FIN;ACT	V;IMP;SG;2;FIN;ACT
arvede	peritty	arvet	periä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
marshall	marshallin	marshall	marshalli		N;GEN;SG
marshall	marshall	marshall	marshall		PROPN;NOM;SG
take	ottaa	take	ottaa	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
take	ota	take	ottaa	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
take	otetaan	take	ottaa	N;INDF;NEUT;SG	V;IND;PRS;FIN;PASS
wayne	wayne	wayne	wayne		PROPN;NOM;SG
afsat	myönnetyt	afsætte	myöntää	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
afsat	varatut	afsætte	varata	V;INDF;SG;PST;V.PTCP	N;NOM;PL
clark	clarkin	clark	clark		N;GEN;SG
clark	clark	clark	clark		PROPN;NOM;SG
carlsberg	carlsberg	carlsberg	carlsberg		N;NOM;SG
beder	rukoile	bede	rukoile	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
beder	rukoilla	bede	rukka	V;IND;PRS;FIN;ACT	N;AT+ESS
;PL
beder	rukoilla	bede	rukka	V;IND;PRS;FIN;ACT	N;AT+ESS
;PL
beslægtet	liittyvät	beslægte	liittyä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
beslægtet	liittyy	beslægte	liittyä	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
militæret	sotilaallinen	militær	sotilaallinen	N;DEF;NEUT;SG	ADJ;NOM;SG
forbud	kieltojen	forbud	kielto	N;INDF;NEUT;SG	N;GEN;PL
forbud	kieltoja	forbud	kielto	N;INDF;NEUT;SG	N;PRT;PL
forbud	kieltää	forbud	kieltää	N;INDF;NEUT;SG	V;IND;SG;PRS;FIN;ACT
forbud	kiellä	forbud	kieltää	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
tættere	tiukempi	tættere	tiukka	ADV;CMPR	ADJ;NOM;CMPR;SG
tættere	tiukemmat	tættere	tiukka	ADV;CMPR	ADJ;NOM;CMPR;PL
relateret	liittyvät	relatere	liittyä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
relateret	liittyy	relatere	liittyä	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
update	päivittää	update	päivittää	N;INDF;NEUT;SG	V;SG;NFIN;ACT
update	päivitä	update	päivä	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
forest	metsän	forest	metsä		N;GEN;SG
forest	metsät	forest	metsä		N;NOM;PL
forest	metsää	forest	metsä		N;PRT;SG
forest	metsä	forest	metsä		N;NOM;SG
ulige	epätasa	ulig	epä#tasa	ADJ;PL	N;NOM;SG
ulige	epätasaista	ulig	epä#tasainen	ADJ;PL	ADJ;PRT;SG
ulige	outoa	ulig	outo	ADJ;PL	ADJ;PRT;SG
ulige	outo	ulig	outo	ADJ;PL	ADJ;NOM;SG
alexandra	alexandra	alexandra	alexandra	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
vild	savage	vild	savage	ADJ;INDF;MASC+FEM;SG	
vild	rakasta	vild	rakas	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
vild	rakkautta	vild	rakkaus	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
vild	rakastaa	vild	rakastaa	ADJ;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
vild	love	vild	love	ADJ;INDF;MASC+FEM;SG	
vild	rakkaus	vild	rakkaus	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
vild	wild	vild	wild	ADJ;INDF;MASC+FEM;SG	
beskæftiget	palveluksessa	beskæftige	palvelus	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
vestlig	western	vestlig	western	ADJ;INDF;MASC+FEM;SG	
vestlig	länsi	vestlig	länteä	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
syg	sairaat	syg	sairas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
einar	einar	einar	einar		PROPN;NOM;SG
udstillingen	messut	udstilling	messut	N;DEF;MASC+FEM;SG	N;NOM;PL
norman	norman	norman	norma		N;NOM;SG
samler	keräilijä	samle	keräilijä	V;IND;PRS;FIN;ACT	N;NOM;SG
synge	laulu	synge	laulu	V;NFIN;ACT	N;NOM;SG
synge	laulua	synge	laulu	V;NFIN;ACT	N;PRT;SG
indiana	indiana	indiana	india		N;FRML;SG
beskæftigede	palveluksessa	beskæftige	palvelus	V;PL;PST;V.PTCP	N;IN+ESS;SG
beskæftigede	työntekijöitä	beskæftige	työ#tekijä	V;PL;PST;V.PTCP	N;PRT;PL
beskæftigede	työntekijöiden	beskæftige	työ#tekijä	V;PL;PST;V.PTCP	N;GEN;PL
beskæftigede	työntekijät	beskæftige	työn#tekijä	V;PL;PST;V.PTCP	N;NOM;PL
henriette	henriette	henriette	henrie	N;INDF;MASC+FEM;SG	
beløb	summat	beløb	summa	N;INDF;NEUT;SG	N;NOM;PL
beløb	määrät	beløb	määrä	N;INDF;NEUT;SG	N;NOM;PL
wood	puu	wood	puu		N;NOM;SG
wood	puuta	wood	puu		N;PRT;SG
wood	puusta	wood	puu		N;IN+ABL;SG
optog	paraati	optog	paraati	V;IND;PST;FIN;ACT	N;NOM;SG
optog	kulkue	optog	kulkua	V;IND;PST;FIN;ACT	N;NOM;SG
smalle	rajaa	smalle	raja	ADJ;PL	N;PRT;SG
smalle	ahdas	smalle	ahdas	ADJ;PL	ADJ;NOM;SG
smalle	kapea	smalle	kapea	ADJ;PL	ADJ;NOM;SG
smalle	suppea	smalle	suppea	ADJ;PL	ADJ;NOM;SG
strategisk	strateginen	strategisk	strateginen	ADV	ADJ;NOM;SG
strategisk	strategiset	strategisk	strateginen	ADV	ADJ;NOM;PL
løfte	vala	løfte	vala	V;NFIN;ACT	N;NOM;SG
løfte	nosto	løfte	nosto	V;NFIN;ACT	N;NOM;SG
løfte	lupaus	løfte	lupaus	V;NFIN;ACT	N;NOM;SG
løfte	nostamiseen	løfte	nostaminen	V;NFIN;ACT	N;IN+ALL;SG
løfte	nosto	løfte	nosto	V;NFIN;ACT	N;NOM;SG
løfte	nostaminen	løfte	nostaminen	V;NFIN;ACT	N;NOM;SG
omkringliggende	ympäröivän	omkringliggende	ympäröidä	ADJ	V;GEN;SG;V.PTCP;ACT
omkringliggende	ympäröivä	omkringliggende	ympäröidä	ADJ	V;NOM;SG;V.PTCP;ACT
hard	kova	hard	kova		ADJ;NOM;SG
hard	kovaa	hard	kova		ADJ;PRT;SG
hard	rankkaa	hard	rankka		ADJ;PRT;SG
tilføjelse	lisätään	tilføjelse	lisätä	N;INDF;NEUT;SG	V;IND;PRS;FIN;PASS
læses	lukea	læse	lukea	V;IND;PRS;FIN;PASS	V;SG;NFIN;ACT
læses	lue	læse	lukea	V;IND;PRS;FIN;PASS	V;IMP;SG;2;FIN;ACT
sukker	sokereita	sukker	sokeri	N;INDF;NEUT;SG	N;PRT;PL
girls	tyttöjä	girls	tyttö		N;PRT;PL
girls	girls	girls	girls		
girls	tytöt	girls	tyttö		N;NOM;PL
gary	gary	gary	gary		PROPN;NOM;SG
frederick	fredrik	frederick	fredrik	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
frederick	frederick	frederick	frederick	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
boeing	boeing	boeing	boeing		N;NOM;SG
medierne	media	medie	media	N;DEF;NEUT;PL	N;NOM;SG
medierne	mediaa	medie	media	N;DEF;NEUT;PL	N;PRT;SG
medierne	medialle	medie	media	N;DEF;NEUT;PL	N;AT+ALL;SG
roy	roy	roy	roy		PROPN;NOM;SG
self	itse	self	itse		ADV
ankommer	saavu	ankomme	saapua	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
studio	studio	studio	studio		N;NOM;SG
studio	studion	studio	studio		N;GEN;SG
mathias	mathias	mathias	mathias		N;NOM;PL
søskende	sisarus	søskende	sisarus	N;INDF;MASC+FEM;PL	N;NOM;SG
opel	opel	opel	opel		PROPN;NOM;SG
atlanta	atlanta	atlanta	atlanta		N;NOM;SG
handle	näytös	handle	näytös	V;NFIN;ACT	N;NOM;SG
handle	säädös	handle	säädös	V;NFIN;ACT	N;NOM;SG
handle	act	handle	act	V;NFIN;ACT	N;NOM;SG
islamiske	islamilainen	islamisk	islamilainen	ADJ;PL	ADJ;NOM;SG
islamiske	islamilaisen	islamisk	islamilainen	ADJ;PL	N;GEN;SG
islamiske	islamistisen	islamisk	islamistinen	ADJ;PL	ADJ;GEN;SG
identisk	identtisiä	identisk	identtinen	V;INDF;SG;PST;V.PTCP	ADJ;PRT;PL
identisk	identtinen	identisk	identtinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
identisk	identtiset	identisk	identtinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
pet	pet	pet	pet		N;NOM;SG
pet	lemmikki	pet	lemmikki		N;NOM;SG
handlede	vaihdettiin	handle	vaihtaa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
shanghai	shanghai	shanghai	shanghai	N;INDF;NEUT;SG	PROPN;NOM;SG
traditionen	perinteitä	tradition	perinne	N;DEF;MASC+FEM;SG	N;PRT;PL
traditionen	perinteet	tradition	perinne	N;DEF;MASC+FEM;SG	N;NOM;PL
opfordring	kutsua	opfordring	kutsua	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
usd	usd	usd	usd		N;NOM;SG
ajax	ajax	ajax	ajax	PROPN	
miles	kilometrejä	mile	kilo#metri	N;GEN;INDF;MASC+FEM;SG	N;PRT;PL
miles	kilometriä	mile	kilo#metri	N;GEN;INDF;MASC+FEM;SG	N;PRT;SG
miles	miles	mile	miles	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
bombefly	pommikoneet	bombefly	pommi#kone	N;INDF;NEUT;SG	N;NOM;PL
harvard	harvard	harvard	harvard	N;INDF;NEUT;SG	PROPN;NOM;SG
lokaler	huonetta	lokale	huone	N;INDF;NEUT;PL	N;PRT;SG
cykler	pyöriä	cykle	pyöriä	N;INDF;MASC+FEM;PL	V;SG;NFIN;ACT
cykler	polkupyörä	cykle	polku#pyörä	N;INDF;MASC+FEM;PL	N;NOM;SG
cykler	polkupyörän	cykle	polku#pyörä	N;INDF;MASC+FEM;PL	N;GEN;SG
bugten	bay	bugt	bay	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
vanskeligheder	vaikeus	vanskelighed	vaikeus	N;INDF;MASC+FEM;PL	N;NOM;SG
fredrik	fredrik	fredrik	fredrik		PROPN;NOM;SG
hong	hong	hong	hong	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
male	maalit	male	maali	V;NFIN;ACT	N;NOM;PL
male	maali	male	maali	V;NFIN;ACT	N;NOM;SG
male	maalia	male	maali	V;NFIN;ACT	N;PRT;SG
male	maalaus	male	maalaus	V;NFIN;ACT	N;NOM;SG
male	maalausta	male	maalaus	V;NFIN;ACT	N;PRT;SG
male	taulua	male	taulu	V;NFIN;ACT	N;PRT;SG
male	taulu	male	taulu	V;NFIN;ACT	N;NOM;SG
matthew	matthew	matthew	matthew		PROPN;NOM;SG
sal	hall	sal	hall	N;INDF;MASC+FEM;SG	
sal	sal	sal	salla	N;INDF;MASC+FEM;SG	
alpha	alpha	alpha	alpha		N;NOM;SG
alpha	alfa	alpha	alfa		N;NOM;SG
holst	holst	holst	holst		PROPN;NOM;SG
zürich	zürich	zürich	zürich	N;INDF;NEUT;SG	PROPN;NOM;SG
zürich	zürich	zürich	zürich	N;INDF;NEUT;SG	PROPN;NOM;SG
autonome	autonominen	autonome	autonominen	ADJ;PL	ADJ;NOM;SG
autonome	itsenäinen	autonome	itsenäinen	ADJ;PL	ADJ;NOM;SG
konkret	konkreettisia	konkret	konkreettinen	ADJ;INDF;SG	ADJ;PRT;PL
konkret	konkreettiset	konkret	konkreettinen	ADJ;INDF;SG	ADJ;NOM;PL
konkret	betonia	konkret	betonia	ADJ;INDF;SG	N;PRT;SG
sund	terveet	sund	terve	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
sund	terve	sund	terve	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
marokko	marokko	marokko	marokko		PROPN;NOM;SG
marokko	marokossa	marokko	marokko		PROPN;IN+ESS;SG
marokko	marokon	marokko	marokko		N;GEN;SG
omtaler	mainitaan	omtale	mainita	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
omtaler	maininnat	omtale	maininta	V;IND;PRS;FIN;ACT	N;NOM;PL
gran	spruce	gran	spruce		PROPN;NOM;SG
gran	kuusen	gran	kuusi		N;GEN;SG
gran	gran	gran	gran		
gradvist	asteittainen	gradvist	asteittainen	ADV	ADJ;NOM;SG
sideløbende	samanaikaisesti	sideløbende	samanaikaisesti	ADJ	ADV
sideløbende	rinnakkain	sideløbende	rinnakkain	ADJ	ADV
carlsen	carlsen	carls	carlse	N;DEF;MASC+FEM;SG	
erobring	valloittaa	erobring	valloittaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
diego	diego	diego	diego		PROPN;NOM;SG
færdige	valmis	færdig	valmis	ADJ;PL	ADJ;NOM;SG
færdige	päättynyt	færdig	päättyä	ADJ;PL	V;NOM;SG;V.PTCP;ACT
albanien	albaniassa	albanie	albania	PROPN	N;IN+ESS;SG
albanien	albanian	albanie	albania	PROPN	N;GEN;SG
albanien	albania	albanie	albania	PROPN	N;NOM;SG
albanien	albaniaa	albanie	albania	PROPN	N;PRT;SG
empire	imperiumin	empire	imperiumi		N;GEN;SG
empire	empire	empire	empire		
empire	valtakunta	empire	valta#kunta		N;NOM;SG
empire	imperiumi	empire	imperiumi		N;NOM;SG
palace	palace	palace	palace	N;INDF;MASC+FEM;SG	
jay	jay	jay	jay		PROPN;NOM;SG
frugt	hedelmät	frugt	hedelmä	N;INDF;MASC+FEM;SG	N;NOM;PL
frugt	hedelmiä	frugt	hedelmä	N;INDF;MASC+FEM;SG	N;PRT;PL
frugt	hedelmistä	frugt	hedelmä	N;INDF;MASC+FEM;SG	N;IN+ABL;PL
frugt	hedelmät	frugt	hedelmä	N;INDF;MASC+FEM;SG	N;NOM;PL
frugt	hedelmiä	frugt	hedelmä	N;INDF;MASC+FEM;SG	N;PRT;PL
danny	danny	danny	danny		N;NOM;SG
collins	collins	collins	collins		N;NOM;SG
collins	collinsin	collins	collins		N;GEN;SG
lyde	ääntä	lyde	ääni	V;NFIN;ACT	N;PRT;SG
lyde	äänet	lyde	ääni	V;NFIN;ACT	N;NOM;PL
lyde	äänen	lyde	ääni	V;NFIN;ACT	N;GEN;SG
lyde	ääni	lyde	ääni	V;NFIN;ACT	N;NOM;SG
lyde	äänet	lyde	ääni	V;NFIN;ACT	N;NOM;PL
lyde	ääniä	lyde	ääni	V;NFIN;ACT	N;PRT;PL
mill	mill	mill	millo		PROPN;NOM;SG
volvo	volvo	volvo	volvo		N;NOM;SG
udformet	suunnitellut	udforme	suunnitella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
schultz	schultz	schultz	schultz	N;INDF;NEUT;SG	PROPN;NOM;SG
antikke	antiikin	antik	antiikki	ADJ;PL	N;GEN;SG
kommerciel	kaupalliset	kommerciel	kaupallinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
arizona	arizonassa	arizona	arizona		N;IN+ESS;SG
arizona	arizonan	arizona	arizona		N;GEN;SG
bange	pelottaa	bange	pelottaa	ADJ	V;IND;SG;3;PRS;FIN;ACT
bange	peloissaan	bange	pelka	ADJ	N;IN+ESS;PL
bange	pelkää	bange	pelätä	ADJ	V;IMP;SG;2;FIN;ACT
bange	peloissaan	bange	pelka	ADJ	N;IN+ESS;PL
galt	galt	gal	galt	ADJ;INDF;NEUT;SG	INTJ
holdninger	asenne	holdning	asenne	N;INDF;MASC+FEM;PL	N;NOM;SG
holdninger	suhtautuminen	holdning	suhtautuminen	N;INDF;MASC+FEM;PL	N;NOM;SG
gennemsnitlige	keskimääräinen	gennemsnitlig	keski#määräinen	ADJ;PL	ADJ;NOM;SG
gennemsnitlige	keskiarvo	gennemsnitlig	keski#arvo	ADJ;PL	N;NOM;SG
arkitekter	arkkitehti	arkitekt	arkkitehti	N;INDF;MASC+FEM;PL	N;NOM;SG
pigen	girl	pige	girl	N;DEF;MASC+FEM;SG	
accepterede	hyväksytty	acceptere	hyväksyä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
accepterede	hyväksyttiin	acceptere	hyväksyä	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
accepterede	hyväksytyt	acceptere	hyväksyä	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
accepterede	hyväksytään	acceptere	hyväksyä	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
betalte	maksetut	betale	maksaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
betalte	maksettu	betale	maksaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
apollo	apollo	apollo	apollo		N;NOM;SG
svage	heikko	svag	heikko	ADJ;PL	ADJ;NOM;SG
svage	heikkoa	svag	heikko	ADJ;PL	ADJ;PRT;SG
act	toimi	act	toimia	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
nemmere	helpommin	nem	helposti	ADJ;CMPR	ADV;CMPR
nemmere	helpottaa	nem	helpottaa	ADJ;CMPR	V;IND;SG;3;PRS;FIN;ACT
missouri	missourin	missouri	missouri		N;GEN;SG
hartmann	hartmann	hartmann	hartmann		N;NOM;SG
sofia	sofia	sofia	sofia		N;NOM;SG
afstemningen	äänestää	afstemning	äänestää	N;DEF;MASC+FEM;SG	V;SG;NFIN;ACT
alfa	alpha	alfa	alpha		N;NOM;SG
alfa	alfa	alfa	alfa		N;NOM;SG
alfa	alfa	alfa	alfa		N;NOM;SG
minimum	vähintään	minimum	vähintään	N;INDF;NEUT;SG	ADV
socialistiske	sosialistinen	socialistisk	sosialistinen	ADJ;PL	ADJ;NOM;SG
socialistiske	sosialistit	socialistisk	sosialisti	ADJ;PL	N;NOM;PL
hop	hyppy	hop	hyppy	V;IMP	N;NOM;SG
fiktive	kuvitteellinen	fiktiv	kuvitteellinen	ADJ;PL	ADJ;NOM;SG
fiktive	laskennallinen	fiktiv	laskennallinen	ADJ;PL	ADJ;NOM;SG
fiktive	kuvitteellinen	fiktiv	kuvitteellinen	ADJ;PL	ADJ;NOM;SG
sydpå	etelä	sydpå	etelä	ADV	N;NOM;SG
sydpå	etelään	sydpå	etelä	ADV	N;IN+ALL;SG
call	soita	call	soittaa	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
scoret	maalin	scor	maali	V;INDF;SG;PST;V.PTCP	N;GEN;SG
verlag	verlag	verlag	verlag	N;INDF;NEUT;SG	
negativ	negatiiviset	negativ	negatiivinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
organiserede	järjestäytyneen	organisere	järjestäytynyt	V;PL;PST;V.PTCP	V;GEN;SG;V.PTCP;ACT
organiserede	järjestäytynyt	organisere	järjestäytyä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
organiserede	järjestetty	organisere	järjestää	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
organiserede	järjestelmällinen	organisere	järjestelmällinen	V;PL;PST;V.PTCP	ADJ;NOM;SG
organiserede	järjestäytyneen	organisere	järjestäytynyt	V;PL;PST;V.PTCP	V;GEN;SG;V.PTCP;ACT
organiserede	järjestäytynyt	organisere	järjestäytyä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
organiserede	järjestetty	organisere	järjestää	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forsvinder	katoava	forsvinde	kadota	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
forsvinder	katoaminen	forsvinde	katoaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
forsvinder	katoa	forsvinde	kadota	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
pink	pink	pink	pinkki		
pink	pinkki	pink	pinkki		N;NOM;SG
pink	vaaleanpunainen	pink	vaalea#punainen		ADJ;NOM;SG
adelige	aateliset	adelig	aatelinen	ADJ;PL	N;NOM;PL
integreret	olennainen	integrere	olennainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
integreret	integroidut	integrere	integroida	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
ansættelse	työpaikat	ansættelse	työ#paikka	N;INDF;MASC+FEM;SG	N;NOM;PL
globe	maapallo	glob	maa#pallo	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
globe	globe	glob	globe	ADJ;INDF;MASC+FEM;SG	
atp	atp	atp	atp		N;NOM;SG
drikke	juomisen	drikke	juominen	V;NFIN;ACT	N;GEN;SG
drikke	juoma	drikke	juoma	V;NFIN;ACT	N;NOM;SG
drikke	juominen	drikke	juominen	V;NFIN;ACT	N;NOM;SG
drikke	juoma	drikke	juoma	V;NFIN;ACT	N;NOM;SG
presset	paineet	pres	paine	N;DEF;NEUT;SG	N;NOM;PL
presset	painanut	pres	painaa	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;ACT
nutiden	läsnä	nutid	läsnä	N;DEF;MASC+FEM;SG	ADV
nutiden	nykyinen	nutid	nykyinen	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
republikanske	republikaani	republikansk	republikaani	ADJ;PL	N;NOM;SG
yde	avustus	yde	avustus	V;NFIN;ACT	N;NOM;SG
yde	grant	yde	grant	V;NFIN;ACT	PROPN;NOM;SG
detroit	detroitin	detroit	detroittaa		N;GEN;SG
detroit	detroitissa	detroit	detroitti		N;IN+ESS;SG
mario	mario	mario	mario		
kendetegn	piirteet	kendetegn	piirre	N;INDF;NEUT;SG	N;NOM;PL
kendetegn	ominaispiirteet	kendetegn	ominainen#piirre	N;INDF;NEUT;SG	N;NOM;PL
kendetegn	ominaisuudet	kendetegn	ominaisuus	N;INDF;NEUT;SG	N;NOM;PL
trier	trier	tri	trier	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
são	são	são	são		PROPN;NOM;SG
sandsynligt	luultavasti	sandsynlig	luultavasti	ADJ;INDF;NEUT;SG	ADV
sandsynligt	todennäköisesti	sandsynlig	toden#näköisesti	ADJ;INDF;NEUT;SG	ADV
casper	casper	caspe	casper		
nederlandske	hollannin	nederlandsk	hollanti	ADJ;PL	N;GEN;SG
nederlandske	hollantilainen	nederlandsk	hollantilainen	ADJ;PL	ADJ;NOM;SG
nederlandske	alankomaiden	nederlandsk	alan#komaa	ADJ;PL	N;GEN;PL
nederlandske	hollanti	nederlandsk	hollanti	ADJ;PL	N;NOM;SG
gate	portti	gate	portti		N;NOM;SG
gate	portille	gate	portti		N;AT+ALL;SG
gate	portin	gate	portti		N;GEN;SG
saudi	saudi	saudi	saudi		PROPN;NOM;SG
gangen	käytävä	gang	käydä	N;DEF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
instruktion	ohjeet	instruktion	ohje	N;INDF;MASC+FEM;SG	N;NOM;PL
instruktion	ohjeita	instruktion	ohje	N;INDF;MASC+FEM;SG	N;PRT;PL
føderale	liittovaltion	føderal	liitto#valtio	ADJ;PL	N;GEN;SG
føderale	liittovaltio	føderal	liitto#valtio	ADJ;PL	N;NOM;SG
stifter	perustaja	stift	perustaja	N;INDF;MASC+FEM;PL	N;NOM;SG
sene	jänne	sene	jänne	ADJ	N;NOM;SG
betaling	maksuja	betaling	maksu	N;INDF;MASC+FEM;SG	N;PRT;PL
betaling	maksut	betaling	maksu	N;INDF;MASC+FEM;SG	N;NOM;PL
rapper	räppää	rappe	räppä	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
hagen	hagen	hag	hage	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
santiago	santiago	santiago	santiago		N;NOM;SG
strakte	venytetty	strække	venyttää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
greb	tarttui	gribe	tarttua	N;INDF;NEUT;SG	V;IND;SG;3;PST;FIN;ACT
stuart	stuart	stuart	stuart	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
strenge	tiukkaa	streng	tiukka	ADJ;PL	ADJ;PRT;SG
strenge	tiukka	streng	tiukka	ADJ;PL	ADJ;NOM;SG
strenge	ankara	streng	ankara	ADJ;PL	ADJ;NOM;SG
konservativ	konservatiivien	konservativ	konservatiivi	ADJ;INDF;MASC+FEM;SG	N;GEN;PL
konservativ	konservatiivit	konservativ	konservatiivit	ADJ;INDF;MASC+FEM;SG	N;NOM;PL
congo	kongon	congo	konko		N;GEN;SG
hawaii	havaijilla	hawaii	havaija		N;AT+ESS
;PL
alfabet	aakkoset	alfab	aakkonen	N;INDF;NEUT;SG	N;NOM;PL
værktøj	välineitä	værktøj	väline	N;INDF;NEUT;SG	N;PRT;PL
værktøj	välineet	værktøj	väline	N;INDF;NEUT;SG	N;NOM;PL
værktøj	työkalut	værktøj	työ#kalu	N;INDF;NEUT;SG	N;NOM;PL
værktøj	työkaluja	værktøj	työ#kalu	N;INDF;NEUT;SG	N;PRT;PL
maritime	merenkulun	maritim	meren#kulu	ADJ;PL	N;GEN;SG
løs	irti	løs	irti	ADJ;INDF;SG	ADV
løs	ratkaista	løs	ratkaista	ADJ;INDF;SG	V;SG;NFIN;ACT
løs	ratkaise	løs	ratkaise	ADJ;INDF;SG	V;IMP;SG;2;FIN;ACT
løs	ratkaisee	løs	ratkaista	ADJ;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
nordpå	pohjoinen	nordpå	pohjoinen	ADV	N;NOM;SG
nordpå	pohjoiseen	nordpå	pohjoinen	ADV	N;IN+ALL;SG
nordpå	pohjois	nordpå	pohjois	ADV	N;NOM;SG
fokuserer	keskittäminen	fokusere	keskittäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
fokuserer	keskittyminen	fokusere	keskittyminen	V;IND;PRS;FIN;ACT	N;NOM;SG
færdigt	valmiit	færdig	valmis	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
færdigt	päättynyt	færdig	päättyä	ADJ;INDF;NEUT;SG	V;NOM;SG;V.PTCP;ACT
udfører	esiintyminen	udføre	esiintyminen	V;IND;PRS;FIN;ACT	N;NOM;SG
udfører	esiintymistä	udføre	esiintyminen	V;IND;PRS;FIN;ACT	N;PRT;SG
mindretal	vähemmistöjen	mindretal	vähemmistö	N;INDF;NEUT;SG	N;GEN;PL
mindretal	vähemmistöt	mindretal	vähemmistö	N;INDF;NEUT;SG	N;NOM;PL
mindretal	vähemmistöjen	mindretal	vähemmistö	N;INDF;NEUT;SG	N;GEN;PL
mindretal	vähemmistöjä	mindretal	vähemmistö	N;INDF;NEUT;SG	N;PRT;PL
motiv	motiiveja	motiv	motiivi	N;INDF;NEUT;SG	N;PRT;PL
wolf	susi	wolf	susi		N;NOM;SG
wolf	suden	wolf	susi		N;GEN;SG
wolf	wolf	wolf	wolf		PROPN;NOM;SG
citroën	citroën	citroën	citroën	N;INDF;MASC+FEM;SG	
overgav	luovutettu	overgive	luovuttaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
basel	baselin	basel	basel		N;GEN;SG
basel	basel	basel	basel		PROPN;NOM;SG
