nakład	усилия	nakład	усилие	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
lokomotywy	локомотивов	lokomotywa	локомотив	N;ACC;FEM;PL	N;INAN;GEN;MASC;PL
lokomotywy	локомотив	lokomotywa	локомотив	N;ACC;FEM;PL	N;INAN;NOM;MASC;SG
zagrzeb	загребе	zagrzeb	загреб	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
bibliotek	библиотеки	bibliotek	библиотека	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
tomáš	томаш	tomry	томаш	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
stawy	суставов	stawa	сустав	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
skamieniałości	окаменелости	skamieniałość	окаменелость	N;ACC;FEM;PL	N;INAN;NOM;FEM;PL
księżniczki	принцессы	księżniczka	принцесса	N;GEN;FEM;SG	N;ANIM;NOM;FEM;PL
księżniczki	принцесса	księżniczka	принцесса	N;GEN;FEM;SG	N;ANIM;NOM;FEM;SG
księżniczki	принцессы	księżniczka	принцесса	N;GEN;FEM;SG	N;ANIM;NOM;FEM;PL
księżniczki	принцесс	księżniczka	принцесса	N;GEN;FEM;SG	N;ANIM;GEN;FEM;PL
kopiowania	копирование	kopiować	копирование	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
techniczna	технические	techniczny	технический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
świadomość	осведомленности	świadomość	осведомленность	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
miles	майлс	miles	майлс		N;ANIM;NOM;MASC;SG
miles	мили	miles	мили		N;INAN;NOM;MASC;PL
miles	миль	miles	миля		N;INAN;GEN;FEM;PL
miles	майлз	miles	майлз		N;ANIM;NOM;MASC;SG
piechota	пехотный	piechoty	пехотный	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
piechota	пехоты	piechoty	пехота	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
mongolii	монголии	mongolia	монголия		N;INAN;NOM;FEM;SG
mongolii	монголия	mongolia	монголия		N;INAN;NOM;FEM;SG
utrata	проиграть	utratać	проиграть	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
utrata	теряем	utratać	терять	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
utrata	потеря	utratać	потеря	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
utrata	потерять	utratać	терять	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
utrata	потери	utratać	потеря	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
utrata	потеря	utratać	потеря	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
utrata	утрата	utratać	утрата	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
weber	вебер	weber	вебер		N;INAN;NOM;MASC;SG
zatwierdzony	утверждено	zatwierdzić	утвердить	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
zatwierdzony	одобрено	zatwierdzić	одобрить	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
zatwierdzony	одобрен	zatwierdzić	одобрить	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
zatwierdzony	утвержден	zatwierdzić	утвердить	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
zatwierdzony	одобрена	zatwierdzić	одобрить	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
potocki	потоцкий	potocka	потоцкий	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
michelle	мишель	michelle	мишель	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
baden	баден	baden	бадный		N;INAN;NOM;MASC;SG
przestępstwa	правонарушения	przestępstwo	правонарушение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
przestępstwa	преступления	przestępstwo	преступление	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
przestępstwa	преступления	przestępstwo	преступление	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
przestępstwa	преступления	przestępstwo	преступление	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
alma	алма	alma	алма		ADV
alma	альма	alma	альма		N;ANIM;NOM;FEM;SG
ostre	острая	ostry	острый		ADJ;NOM;FEM;SG
ostre	острые	ostry	острый		ADJ;NOM;PL
ostre	шарп	ostry	шарп		N;INAN;NOM;MASC;SG
ostre	острый	ostry	острый		ADJ;NOM;MASC;SG
ostre	остро	ostry	остро		ADV
ostre	острая	ostry	острый		ADJ;NOM;FEM;SG
ostre	острое	ostry	острый		ADJ;NOM;NEUT;SG
ostre	острая	ostry	острый		ADJ;NOM;FEM;SG
ostre	острой	ostry	острый		ADJ;INS;FEM;SG
ostre	острое	ostry	острый		ADJ;NOM;NEUT;SG
ostre	острый	ostry	острый		ADJ;NOM;MASC;SG
luftwaffe	люфтваффе	luftwaffe	люфтваффе		N;INAN;NOM;MASC;SG
szybkość	скорость	szybkość	скорость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
szybkość	скорости	szybkość	скорость	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
podgatunki	подвида	podgatunka	подвид	N;NOM;MASC;PL	N;INAN;GEN;MASC;SG
tychy	тыхы	tychy	тых		N;INAN;NOM;MASC;PL
zrozumieć	понимаю	zrozumieć	понимать	V;PFV;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
pytań	вопросы	pytanie	вопрос	N;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
software	software	softwary	software		PROPN
zatopiony	потопил	zatopić	потопить	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
zatopiony	затонувших	zatopić	затонуть	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;ACT
wiktorii	victoria	wiktoria	victoria	N;GEN;FEM;SG	PROPN
wiktorii	виктория	wiktoria	виктория	N;GEN;FEM;SG	N;ANIM;NOM;FEM;SG
giorgio	джорджио	giorgio	джорджио		N;INAN;NOM;MASC;SG
sandra	сандра	sandra	сандра	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
wallace	уоллес	wallace	уоллес		N;ANIM;NOM;MASC;SG
wellington	веллингтон	wellington	веллингтон		N;INAN;NOM;MASC;SG
regionalny	региональные	regionalny	региональный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
regionalny	региональных	regionalny	региональный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
następna	далее	następny	далее		ADV
następna	следующий	następny	следующий		ADJ;NOM;MASC;SG
następna	следующая	następny	следующий		ADJ;NOM;FEM;SG
następna	next	następny	next		PROPN
wyroby	статей	wyrób	статья	N;NOM;MASC;PL	N;INAN;GEN;FEM;PL
wyroby	продукция	wyrób	продукция	N;NOM;MASC;PL	N;INAN;NOM;FEM;SG
strategii	стратегии	strategia	стратегия	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
strategii	стратегия	strategia	стратегия	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
świeckich	светского	świecki	светский	ADJ;GEN;MASC;PL	ADJ;GEN;MASC;SG
emmy	эмми	emmy	эмот	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
nadzoru	надзор	nadzór	надзор	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
nadzoru	наблюдение	nadzór	наблюдение	N;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
nadzoru	наблюдения	nadzór	наблюдение	N;GEN;MASC;SG	N;INAN;NOM;NEUT;PL
nadzoru	надзор	nadzór	надзор	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
satelitarne	спутниковых	satelitarny	спутниковый	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
satelitarne	спутник	satelitarny	спутник	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
satelitarne	спутники	satelitarny	спутник	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
zabawy	кайф	zabawa	кайф	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
zabawy	веселье	zabawa	веселье	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
zabawy	весело	zabawa	веселый	N;ACC;FEM;SG	ADJ;NEUT;SG
zabawy	прикольно	zabawa	прикольно	N;ACC;FEM;SG	ADV
zabawy	веселые	zabawa	веселый	N;ACC;FEM;SG	ADJ;NOM;PL
tajemnicy	секретности	tajemnica	секретность	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
operatora	оператор	operator	оператор	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
ćwiczeń	учения	ćwiczenie	учение	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
ćwiczeń	упражнения	ćwiczenie	упражнение	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
nico	нико	nico	нико		N;ANIM;NOM;MASC;SG
wymiana	замену	wymianać	замена	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
wymiana	замены	wymianać	замена	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
wymiana	exchange	wymianać	exchange	N;NOM;FEM;SG	PROPN
przeznaczenia	судьбу	przeznaczenie	судьба	N;GEN;NEUT;SG	N;INAN;ACC;FEM;SG
przeznaczenia	судьба	przeznaczenie	судьба	N;GEN;NEUT;SG	N;INAN;NOM;FEM;SG
przeznaczenia	судьбы	przeznaczenie	судьба	N;GEN;NEUT;SG	N;INAN;NOM;FEM;PL
przeznaczenia	судьбу	przeznaczenie	судьба	N;GEN;NEUT;SG	N;INAN;ACC;FEM;SG
przeznaczenia	судьба	przeznaczenie	судьба	N;GEN;NEUT;SG	N;INAN;NOM;FEM;SG
przeznaczenia	судьбы	przeznaczenie	судьба	N;GEN;NEUT;SG	N;INAN;NOM;FEM;PL
łuk	арк	łuk	арк	N;NOM;MASC;SG	
łuk	arc	łuk	arc	N;NOM;MASC;SG	PROPN
łuk	дуги	łuk	дуга	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
łuk	arch	łuk	arch	N;NOM;MASC;SG	PROPN
atlancie	атланте	atlant	атлант	N;DAT;MASC;SG	N;INAN;ESS;MASC;SG
regionalna	региональные	regionalny	региональный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
regionalna	региональных	regionalny	региональный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
smoka	dragon	smoka	dragon	N;ACC;MASC;SG	PROPN
smoka	дракон	smoka	дракон	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
opisano	описано	opisać	описать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
opisano	описаны	opisać	описать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
opisano	описанные	opisać	описать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
tajne	тайна	tajny	тайна		N;INAN;NOM;FEM;SG
tajne	секрет	tajny	секрет		N;INAN;NOM;MASC;SG
tajne	секретная	tajny	секретный		ADJ;NOM;FEM;SG
tajne	секретный	tajny	секретный		ADJ;NOM;MASC;SG
tajne	классифицированы	tajny	классифицировать		V;PFV;PL;PST;V.PTCP;PASS
julius	юлиус	julius	юлиус	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
julius	джулиус	julius	джулиус	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
julius	юлий	julius	юлий	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ciepło	тепло	ciepło	теплый		ADJ;NEUT;SG
ciepło	тепла	ciepło	тепло		N;INAN;GEN;NEUT;SG
ciepło	жара	ciepło	жар		N;INAN;NOM;FEM;SG
ciepło	тепло	ciepło	теплый		ADJ;NEUT;SG
ciepło	теплая	ciepło	теплый		ADJ;NOM;FEM;SG
ciepło	теплые	ciepło	теплый		ADJ;NOM;PL
ciepło	тёплый	ciepło	тёплый		ADJ;NOM;MASC;SG
ciepło	теплый	ciepło	теплый		ADJ;NOM;MASC;SG
ciepło	тепло	ciepło	теплый		ADJ;NEUT;SG
ciepło	тепла	ciepło	тепло		N;INAN;GEN;NEUT;SG
rozwiązać	решимость	rozwiązać	решимость	V;PFV;NFIN;ACT	N;INAN;NOM;FEM;SG
jankowski	янковский	jankowski	янковский	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
aniołów	ангелами	anioł	ангел	N;GEN;MASC;PL	N;ANIM;INS;MASC;PL
aniołów	ангелы	anioł	ангел	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
gość	посетитель	gość	посетитель	V;IPFV;IND;SG;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
gość	гай	gość	гай	V;IPFV;IND;SG;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
gość	ги	gość	ги	V;IPFV;IND;SG;PST;FIN;ACT	N;INAN;NOM;MASC;SG
gość	парень	gość	парень	V;IPFV;IND;SG;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
gość	гость	gość	гость	V;IPFV;IND;SG;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
fale	волна	fala	волна	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
fale	волн	fala	волна	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
dochodów	доход	dochód	доход	N;GEN;MASC;PL	N;INAN;NOM;MASC;SG
dochodów	поступления	dochód	поступление	N;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
dochodów	доходы	dochód	доход	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL
szerokiej	широкая	szeroki	широкий	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
szerokiej	широкие	szeroki	широкий	ADJ;GEN;FEM;SG	ADJ;NOM;PL
szerokiej	широкой	szeroki	широкий	ADJ;GEN;FEM;SG	ADJ;INS;FEM;SG
szerokiej	широкий	szeroki	широкий	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
dyplomatyczne	дипломатические	dyplomatyczny	дипломатический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
dyplomatyczne	дипломатической	dyplomatyczny	дипломатический	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
too	слишком	too	слишком		ADV
too	тоже	too	тоже		PART
podyplomowe	аспирантов	podyplomowy	аспирант	ADJ;NOM;NEUT;SG	N;ANIM;GEN;MASC;PL
matematyka	математике	matematyka	математика	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
matematyka	математики	matematyka	математика	N;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
matematyka	математические	matematyka	математический	N;NOM;FEM;SG	ADJ;NOM;PL
wbc	wbc	wbiąć	вbc		N;INAN;NOM;MASC;SG
rydze	рига	ryda	риг		N;INAN;NOM;FEM;SG
poznaje	признать	poznawać	признать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
poznaje	узнаешь	poznawać	узнавать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
poznaje	распознать	poznawać	распознать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
poznaje	признаем	poznawać	признавать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
wiarę	вере	wiara	вера	N;ACC;FEM;SG	N;INAN;DAT;FEM;SG
wiarę	вера	wiara	вера	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kostki	лодыжку	kostka	лодыжка		N;INAN;ACC;FEM;SG
kostki	лодыжки	kostka	лодыжка		N;INAN;NOM;FEM;PL
kostki	лодыжки	kostka	лодыжка		N;INAN;NOM;FEM;PL
rozbudowa	продление	rozbudowy	продление		N;INAN;NOM;NEUT;SG
rozbudowa	расширение	rozbudowy	расширение		N;INAN;NOM;NEUT;SG
rozbudowa	расширяется	rozbudowy	расширяться		V;IPFV;IND;SG;3;PRS;FIN;MID
rozbudowa	расширения	rozbudowy	расширение		N;INAN;NOM;NEUT;SG
rozbudowa	расширение	rozbudowy	расширение		N;INAN;NOM;NEUT;SG
rozbudowa	расширение	rozbudowy	расширение		N;INAN;NOM;NEUT;SG
nowoczesne	современных	nowoczesny	современный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
nowoczesne	современные	nowoczesny	современный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
emily	эмили	emil	эмить	V;IPFV;IND;SG;PRS;FIN;ACT	N;ANIM;NOM;FEM;SG
ostateczny	конечной	ostateczny	конечный	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
ostateczny	окончательного	ostateczny	окончательный	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
ostateczny	заключительные	ostateczny	заключительный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ostateczny	окончательного	ostateczny	окончательный	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
ostateczny	окончательно	ostateczny	окончательно	ADJ;NOM;MASC;SG	ADV
clinton	клинтон	clinton	клинтон	V;IPFV;IND;SG;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
eduard	эдуард	eduard	эдуард	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ukraińców	украинцы	ukrainiec	украинец	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
nauczanie	преподавания	nauczanie	преподавание	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;GEN;NEUT;SG
biskupstwa	епископства	biskupstwo	епископство	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;PL
rejestr	зарегистрироваться	rejestr	регистрироваться	N;NOM;MASC;SG	V;PFV;NFIN;MID
rejestr	регистра	rejestr	регистр	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG
rejestr	зарегистрировать	rejestr	регистрировать	N;NOM;MASC;SG	V;PFV;NFIN;ACT
karpaty	карпаты	karpata	карпата		N;INAN;NOM;MASC;PL
koch	кох	koch	кох	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
rzadkie	редкие	rzadki	редкий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
rzadkie	редко	rzadki	редко	ADJ;NOM;NEUT;SG	ADV
rzadkie	редкость	rzadki	редкость	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
syntezy	синтез	syntez	синтез		N;INAN;NOM;MASC;SG
syntezy	обобщение	syntez	обобщение		N;INAN;NOM;NEUT;SG
przemysłowy	промышленные	przemysłowy	промышленный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
przemysłowy	промышленных	przemysłowy	промышленный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
doradca	советника	doradca	советник	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
doradca	консультанта	doradca	консультант	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
uderzył	хит	uderzyć	хит	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INAN;NOM;MASC;SG
audi	audi	audia	audi		PROPN
nsdap	нсдап	nsdapyp	нсдап	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
oskarżenia	обвинение	oskarżenie	обвинение	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
rejs	круз	rejs	круз	N;NOM;MASC;SG	PART
arabii	аравия	arabia	аравия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
panie	господь	pan	господь		N;ANIM;NOM;MASC;SG
panie	лорд	pan	лорда		N;ANIM;NOM;MASC;SG
panie	леди	pan	леди		N;ANIM;NOM;FEM;SG
panie	дамы	pan	дама		N;ANIM;NOM;FEM;PL
kong	конг	kong	конг	PROPN;NOM;MASC;SG	
tradycję	традиция	tradycja	традиция	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
tradycję	традиции	tradycja	традиция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
cali	дюймов	cala	дюйм		N;INAN;GEN;MASC;PL
cali	дюйма	cala	дюйм		N;INAN;NOM;MASC;SG
edgar	эдгар	edgar	эдгар	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
twoja	ваши	twój	ваш	DET;NOM;FEM;SG;2	DET;NOM;PL
twoja	ваши	twój	ваш	DET;NOM;FEM;SG;2	DET;NOM;PL
clausura	клаусура	clausura	клаусур	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
jensen	дженсен	jensen	дженсен	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
fia	фиа	fia	фиа		N;INAN;NOM;MASC;SG
przegrana	поражения	przegrać	поражение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
przegrana	победить	przegrać	победить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
przegrana	проиграть	przegrać	проиграть	N;NOM;FEM;SG	V;PFV;NFIN;ACT
przegrana	теряем	przegrać	терять	N;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
przegrana	проигрывать	przegrać	проигрывать	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
przegrana	потерять	przegrać	терять	N;NOM;FEM;SG	V;PFV;NFIN;ACT
potomków	потомков	potomek	потомок	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
potomków	потомки	potomek	потомок	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
potomków	потомки	potomek	потомок	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
potomków	потомков	potomek	потомок	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
potomków	потомство	potomek	потомство	N;ACC;MASC;PL	N;INAN;NOM;NEUT;SG
england	англии	england	англия		N;INAN;NOM;FEM;SG
england	англия	england	англия		N;INAN;NOM;FEM;SG
sprzeczne	противоречивые	sprzeczny	противоречивый		ADJ;NOM;PL
sprzeczne	противоречивые	sprzeczny	противоречивый		ADJ;NOM;PL
renata	рената	renata	ренат	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
zasadnicza	фундаментальные	zasadniczy	фундаментальный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
płock	плоцк	płock	плоцк		N;INAN;NOM;MASC;SG
asystenta	ассистент	asystent	ассистент	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
asystenta	помощник	asystent	помощник	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
podkategorii	подкатегории	podkategoria	подкатегория	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
podkategorii	подкатегории	podkategoria	подкатегория	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
zniszczyć	уничтожать	zniszczyć	уничтожать	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
traktuje	угощения	traktować	угощение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
dialogu	диалог	dialog	диалог	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
missisipi	миссисипи	missisipa	миссисипи		N;INAN;NOM;MASC;SG
powodując	причинение	powodować	причинение	V;IPFV;PRS;V.CVB;ACT	N;INAN;NOM;NEUT;SG
marynarka	куртку	marynarka	куртка	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
stężenia	концентрации	stężyć	концентрация	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
stężenia	концентрации	stężyć	концентрация	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
wyjaśnienie	пояснения	wyjaśnić	пояснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienie	разъяснения	wyjaśnić	разъяснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienie	пояснения	wyjaśnić	пояснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
polo	поло	polo	поло		N;ANIM;NOM;MASC;SG
czynne	активны	czynny	активный	ADJ;NOM;NEUT;SG	ADJ;PL
czynne	активные	czynny	активный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
odbiór	over	odbiór	over	N;NOM;MASC;SG	PROPN
odbiór	над	odbiór	над	N;NOM;MASC;SG	ADP
odbiór	получения	odbiór	получение	N;NOM;MASC;SG	N;INAN;GEN;NEUT;SG
odbiór	получая	odbiór	получать	N;NOM;MASC;SG	V;IPFV;PRS;V.CVB;ACT
odbiór	получения	odbiór	получение	N;NOM;MASC;SG	N;INAN;GEN;NEUT;SG
represji	репрессии	represja	репрессия	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
represji	репрессий	represja	репрессия	N;GEN;FEM;SG	N;INAN;GEN;FEM;PL
represji	подавление	represja	подавление	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
czeskie	чешской	czeski	чешский	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
ashley	эшли	ashley	эйти	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
obywatele	граждан	obywatele	гражданин	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
obywatele	гражданин	obywatele	гражданин	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
obywatele	гражданина	obywatele	гражданин	N;NOM;MASC;PL	N;ANIM;ACC;MASC;SG
salon	lounge	salon	lounge	N;NOM;MASC;SG	PROPN
ain	айн	ain	айн	PROPN;NOM;MASC;SG	INTJ
mięsa	мясо	mięso	мясо	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;SG
czynnik	фактором	czynnik	фактор	N;NOM;MASC;SG	N;INAN;INS;MASC;SG
speedway	speedway	speedway	speedway		PROPN
mechaniczne	механические	mechaniczny	механический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
mechaniczne	механических	mechaniczny	механический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
nbc	nbc	nbc	nbc		PROPN
wasilij	василий	wasilać	василие	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
podłoże	субстрата	podłoże	субстрат	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
mauzoleum	мавзолей	mauzoleum	мавзоль		N;INAN;NOM;MASC;SG
butler	дворецкий	butler	дворецкий		ADJ;NOM;MASC;SG
butler	батлер	butler	батлер		N;ANIM;NOM;MASC;SG
zlewni	водосбора	zlewnić	водосбор		N;INAN;GEN;MASC;SG
liczebności	изобилие	liczebność	изобилие	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
obserwuje	наблюдаю	obserwować	наблюдать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
obserwuje	наблюдение	obserwować	наблюдение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
obserwuje	наблюдаю	obserwować	наблюдать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
obserwuje	смотрим	obserwować	смотреть	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
obserwuje	смотрю	obserwować	смотреть	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tunezji	туниса	tunezja	тунис	PROPN;GEN;FEM;SG	N;INAN;GEN;MASC;SG
samuela	самуэль	samuel	самуэль	N;GEN;MASC;SG	N;ANIM;NOM;MASC;SG
