और	és	और	és		CONJ
विवादित	vitatott	विवादित	vitat	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
क्रमिक	fokozatosan	क्रमिक	fokozatos		ADJ;FRML;SG
क्रमिक	fokozatos	क्रमिक	fokozatos		ADJ;NOM;SG
अल्पसंख्यक	kisebbségi	अल्पसंख्यक	kisebbségi	N;NOM;MASC;SG;3	ADJ;NOM;SG
अल्पसंख्यक	kisebbségek	अल्पसंख्यक	kisebbség	N;NOM;MASC;SG;3	N;NOM;PL
अपर्याप्त	alkalmatlan	अपर्याप्त	alkalmatlan	N;NOM;MASC;SG;3	
अपर्याप्त	elégtelen	अपर्याप्त	elégtelen	N;NOM;MASC;SG;3	ADJ;NOM;SG
अपर्याप्त	elégtelen	अपर्याप्त	elégtelen	N;NOM;MASC;SG;3	ADJ;NOM;SG
ट्रक	teherautók	ट्रक	teherautó	N;NOM;MASC;SG;3	N;NOM;PL
डीन	dean	डीन	dean	N;NOM;MASC;SG;3	
कब्र	sírba	कब्र	sír	N;NOM;FEM;SG;3	N;IN+ALL;SG
पैकेज	csomagok	पैकेज	csomag	N;NOM;MASC;SG;3	N;NOM;PL
पैकेज	csomagot	पैकेज	csomag	N;NOM;MASC;SG;3	N;ACC;SG
पैकेज	csomagban	पैकेज	csomag	N;NOM;MASC;SG;3	N;IN+ESS;SG
मोती	gyöngy	मोती	gyöngy		N;NOM;SG
मोती	gyöngy	मोती	gyöngy		N;NOM;SG
मोती	gyöngyök	मोती	gyöngy		N;NOM;PL
पादरी	pásztor	पादरी	pásztor	N;NOM;MASC;SG;3	
यूरो	euró	यूरो	euró	PROPN;NOM;MASC;SG;3	N;NOM;SG
यूरो	euróban	यूरो	euró	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
यूरो	euro	यूरो	euro	PROPN;NOM;MASC;SG;3	
लिटिल	kis	लिटिल	kis		ADJ;NOM;SG
तम्बाकू	dohány	तम्बाकू	dohány	N;NOM;MASC;SG;3	
परिपक्व	érettebb	परिपक्व	éret		ADJ;NOM;CMPR;SG
हरित	zöld	हरित	zöld	PROPN;NOM;MASC;SG;3	
लेडी	hölgy	लेडी	hölgy	PROPN;NOM;FEM;SG;3	
दया	szánalom	दया	szánalom		N;NOM;SG
दया	irgalom	दया	irgalom		N;NOM;SG
दया	kegyelem	दया	kegyél		N;NOM;SG
दया	kedvesség	दया	kedvesség		N;NOM;SG
इंद्र	indra	इंद्र	indra	PROPN;NOM;MASC;SG;3	
कांगो	kongói	कांगो	kongói	PROPN;NOM;MASC;SG;3	
आशीर्वाद	áldást	आशीर्वाद	áldás	N;NOM;MASC;SG;3	N;ACC;SG
आशीर्वाद	áldást	आशीर्वाद	áldás	N;NOM;MASC;SG;3	N;ACC;SG
सुप्रीम	legfőbb	सुप्रीम	fő	PROPN;NOM;MASC;SG;3	ADJ;NOM;RL;SG
सुप्रीम	legfelsőbb	सुप्रीम	felsőbb	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
अनन्त	örökkévaló	अनन्त	örökkévaló		ADJ;NOM;SG
मॉल	bevásárlóközpont	मॉल	bevásárlóközpon	N;NOM;MASC;SG;3	N;NOM;PL
यूनेस्को	unesco	यूनेस्को	unesco	PROPN;NOM;MASC;SG;3	
लास	las	लास	las	PROPN;NOM;MASC;SG;3	
आस्ट्रिया	osztrák	आस्ट्रिया	osztrák	PROPN;NOM;MASC;SG;3	
आस्ट्रिया	ausztria	आस्ट्रिया	ausztria	PROPN;NOM;MASC;SG;3	N;NOM;SG
आस्ट्रिया	ausztria	आस्ट्रिया	ausztria	PROPN;NOM;MASC;SG;3	N;NOM;SG
रिपब्लिकन	republikánusok	रिपब्लिकन	republikánus	PROPN;NOM;MASC;SG;3	N;NOM;PL
रिपब्लिकन	republikánus	रिपब्लिकन	republikánus	PROPN;NOM;MASC;SG;3	N;NOM;SG
बगैर	nélkül	बगैर	nélkül	PART	ADP
बगैर	anélkül	बगैर	anélkül	PART	
सपना	álmodj	सपना	álmodj	N;NOM;MASC;SG;3	V;DEF;IND;SG;1;PRS;FIN;ACT
सपना	álom	सपना	álom	N;NOM;MASC;SG;3	
वेन	wayne	वेन	wayne	PROPN;NOM;MASC;SG;3	
उत्तराधिकार	öröklési	उत्तराधिकार	öröklési	N;NOM;MASC;SG;3	ADJ;NOM;SG
कारावास	börtönbe	कारावास	börtön	N;NOM;MASC;SG;3	N;IN+ALL;SG
उत्तरदायित्व	felelősséget	उत्तरदायित्व	felelősség	N;NOM;MASC;SG;3	N;ACC;SG
विचित्र	jellegtelen	विचित्र	jellegtelen	PROPN;NOM;MASC;SG;3	
विचित्र	bizarr	विचित्र	bizarr	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
विद्रोही	felkelő	विद्रोही	felkelő	N;NOM;MASC;SG;3	
विद्रोही	lázadók	विद्रोही	lázadó	N;NOM;MASC;SG;3	N;NOM;PL
विद्रोही	lázadó	विद्रोही	lázadó	N;NOM;MASC;SG;3	ADJ;NOM;SG
नायर	nair	नायर	nair	PROPN;NOM;MASC;SG;3	
बैठा	ülve	बैठ	ülve	V;PFV;MASC;SG;V.PTCP;ACT	
स्टर्लिंग	sterling	स्टर्लिंग	sterling	N;NOM;FEM;SG;3	
स्टर्लिंग	stirling	स्टर्लिंग	stirling	N;NOM;FEM;SG;3	
निपटने	szerelés	निपट	szerelés	V;ACC;NFIN;ACT	N;NOM;SG
फीफा	fifa	फीफा	fifa	PROPN;NOM;FEM;SG;3	N;NOM;PL
चुनी	kiválasztottak	चुन	ki+választ	V;PFV;FEM;SG;V.PTCP;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
प्राइवेट	magán	प्राइवेट	maga	N;NOM;MASC;SG;3	
प्राइवेट	privát	प्राइवेट	priva	N;NOM;MASC;SG;3	
बेसबॉल	baseball	बेसबॉल	baseball	N;NOM;MASC;SG;3	
निकटवर्ती	közelben	निकटवर्ती	közel	N;NOM;MASC;SG;3	N;IN+ESS;SG
निकटवर्ती	közeli	निकटवर्ती	közeli	N;NOM;MASC;SG;3	
उदर	has	उदर	has	N;NOM;MASC;SG;3	
झीलों	tavak	झील	tavak	N;ACC;FEM;PL;3	N;NOM;PL
लय	ritmus	लय	ritmus		N;NOM;SG
लय	ritmus	लय	ritmus		N;NOM;SG
फायर	tűz	फायर	tűz	N;NOM;FEM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
हैमिल्टन	hamilton	हैमिल्टन	hamilt	PROPN;NOM;MASC;SG;3	N;NOM;SG
ऑर्डर	parancsok	ऑर्डर	parancsok	N;NOM;MASC;SG;3	N;NOM;PL
ऑर्डर	megrendelések	ऑर्डर	megrendelés	N;NOM;MASC;SG;3	N;NOM;PL
ऑर्डर	parancsot	ऑर्डर	parancsot	N;NOM;MASC;SG;3	N;ACC;SG
किलोग्राम	kilogrammban	किलोग्राम	kilogramo	N;NOM;MASC;SG;3	N;IN+ESS;SG
स्त्रोत	forrás	स्त्रोत	forrás		N;NOM;SG
स्त्रोत	forrás	स्त्रोत	forrás		N;NOM;SG
स्त्रोत	források	स्त्रोत	forrás		N;NOM;PL
वाइरस	vírussal	वाइरस	vírus	N;NOM;MASC;SG;3	N;INS;SG
वाइरस	vírusok	वाइरस	vírus	N;NOM;MASC;SG;3	N;NOM;PL
सिग्नल	jelek	सिग्नल	jelek	N;NOM;MASC;SG;3	N;NOM;PL
सिग्नल	jelzések	सिग्नल	jelzés	N;NOM;MASC;SG;3	N;NOM;PL
सिग्नल	jeleket	सिग्नल	jelek	N;NOM;MASC;SG;3	N;ACC;PL
सिग्नल	jelet	सिग्नल	jelet	N;NOM;MASC;SG;3	N;ACC;SG
गाथा	saga	गाथा	saga	N;NOM;FEM;SG;3	
सूक्ष्मदर्शी	mikroszkóp	सूक्ष्मदर्शी	mikroszkóp	PROPN;NOM;MASC;SG;3	N;NOM;SG
यहूदियों	zsidók	यहूदी	zsidó	N;ACC;MASC;PL;3	N;NOM;PL
निकोलस	nicolas	निकोलस	nicolas	PROPN;NOM;MASC;SG;3	
निकोलस	nicholas	निकोलस	nicholas	PROPN;NOM;MASC;SG;3	N;NOM;SG
निकोलस	miklós	निकोलस	miklós	PROPN;NOM;MASC;SG;3	
मिसाइल	rakéták	मिसाइल	rakéta	N;NOM;FEM;SG;3	N;NOM;PL
उद्यमी	vállalkozóknak	उद्यमी	vállalkozó	N;NOM;MASC;SG;3	N;DAT;PL
उद्यमी	vállalkozók	उद्यमी	vállalkozó	N;NOM;MASC;SG;3	N;NOM;PL
जोड़ों	párok	जोड़	párok	N;ACC;MASC;PL;3	N;NOM;PL
परिपूर्ण	kimerítő	परिपूर्ण	kimerítő	ADJ	
सन्त	sant	सन्त	sant	N;NOM;MASC;SG;3	
उपग्रहों	műholdas	उपग्रह	műholdas	N;ACC;MASC;PL;3	
उपग्रहों	műhold	उपग्रह	műhold	N;ACC;MASC;PL;3	N;NOM;SG
परमात्मा	isteni	परमात्मा	isteni	PROPN;NOM;FEM;SG;3	
वाक्यांश	mondatok	वाक्यांश	mondat	N;NOM;MASC;SG;3	N;NOM;PL
वाक्यांश	kifejezéseket	वाक्यांश	kifejezés	N;NOM;MASC;SG;3	N;ACC;PL
वाक्यांश	kifejezések	वाक्यांश	kifejezés	N;NOM;MASC;SG;3	N;NOM;PL
मकबरा	sír	मकबरा	sír	PROPN;NOM;MASC;SG;3	N;NOM;SG
मकबरा	emlékmű	मकबरा	emlékmű	PROPN;NOM;MASC;SG;3	N;NOM;SG
मकबरा	mauzóleum	मकबरा	mauzóleum	PROPN;NOM;MASC;SG;3	N;NOM;SG
सराहना	elismerést	सराहना	elismerés	N;NOM;FEM;SG;3	N;ACC;SG
सराहना	értékelte	सराहना	értékel	N;NOM;FEM;SG;3	V;DEF;IND;SG;3;PST;FIN;ACT
मंगलवार	kedd	मंगलवार	kedd	PROPN;NOM;MASC;SG;3	
मंगलवार	kedden	मंगलवार	kedd	PROPN;NOM;MASC;SG;3	N;ON+ESS;SG
मंगलवार	keddenként	मंगलवार	keddenként	PROPN;NOM;MASC;SG;3	N;ABS;SG
जाहिर	látszólag	जाहिर	látszólag	ADJ	
किताबें	könyveket	किताब	könyv	N;NOM;FEM;PL;3	N;ACC;PL
किताबें	könyv	किताब	könyv	N;NOM;FEM;PL;3	N;NOM;SG
हिटलर	hitlert	हिटलर	hitler	PROPN;NOM;MASC;SG;3	
हिटलर	hitler	हिटलर	hitler	PROPN;NOM;MASC;SG;3	
सीख	tanulás	सीख	tanulás	V;FIN;ACT	N;NOM;SG
विस्फोटक	robbanóanyagok	विस्फोटक	robbanóanyag	N;NOM;MASC;SG;3	N;NOM;PL
विस्फोटक	robbanó	विस्फोटक	robbanó	N;NOM;MASC;SG;3	
विस्फोटक	robbanóanyagok	विस्फोटक	robbanóanyag	N;NOM;MASC;SG;3	N;NOM;PL
सनातन	örökkévaló	सनातन	örökkévaló	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
सनातन	örök	सनातन	örök	PROPN;NOM;MASC;SG;3	
तुर्क	pulyka	तुर्क	pulyka	PROPN;NOM;MASC;SG;3	N;NOM;SG
तुर्क	törökország	तुर्क	törökország	PROPN;NOM;MASC;SG;3	N;NOM;SG
तुर्क	török	तुर्क	török	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
तुर्क	turk	तुर्क	turk	PROPN;NOM;MASC;SG;3	
प्रो	prof	प्रो	prof	PROPN;NOM;MASC;SG;3	N;NOM;SG
प्रो	pro	प्रो	pro	PROPN;NOM;MASC;SG;3	
प्रो	profi	प्रो	profi	PROPN;NOM;MASC;SG;3	
बोस्टन	boston	बोस्टन	boston	PROPN;NOM;MASC;SG;3	
बोस्टन	bostoni	बोस्टन	bostoni	PROPN;NOM;MASC;SG;3	N;NOM;SG
बोस्टन	bostonban	बोस्टन	bostonban	PROPN;NOM;MASC;SG;3	ADV
स्तन	mellek	स्तन	mell	N;NOM;MASC;SG;3	N;NOM;PL
स्तन	mellek	स्तन	mell	N;NOM;MASC;SG;3	N;NOM;PL
स्तन	mellek	स्तन	mell	N;NOM;MASC;SG;3	N;NOM;PL
लिखकर	írással	लिख	írás	V;V.CVB	N;INS;SG
लिखकर	írás	लिख	írás	V;V.CVB	N;NOM;SG
लिखकर	írása	लिख	írás	V;V.CVB	N;NOM;SG
असमिया	asszámi	असमिया	asszámi	PROPN;NOM;MASC;SG;3	
सल्तनत	szultanátus	सल्तनत	szultanátus	PROPN;NOM;FEM;SG;3	N;NOM;SG
वाटर	vizet	वाटर	víz	N;NOM;MASC;SG;3	N;ACC;SG
सूरी	suri	सूरी	suri	PROPN;NOM;FEM;SG;3	
प्रथाओं	egyezmények	प्रथा	egyezmény	N;ACC;MASC;PL;3	N;NOM;PL
रॉ	nyersen	रॉ	nyersen	N;NOM;FEM;SG;3	
रॉ	nyers	रॉ	nyers	N;NOM;FEM;SG;3	
औरत	nö	औरत	nö	N;NOM;FEM;SG;3	
चाँद	hold	चाँद	hold	N;NOM;MASC;SG;3	
चाँद	holdon	चाँद	hold	N;NOM;MASC;SG;3	
चाँद	holdat	चाँद	holdat	N;NOM;MASC;SG;3	N;ACC;SG
चाँद	moon	चाँद	moon	N;NOM;MASC;SG;3	
निकासी	evakuálás	निकासी	evakuálás	N;NOM;FEM;SG;3	
भूटान	bhután	भूटान	bhuta	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
जॉनसन	johnson	जॉनसन	johnson	PROPN;NOM;MASC;SG;3	
त्रिकोण	háromszög	त्रिकोण	háromszög	N;NOM;MASC;SG;3	
त्रिकोण	háromszögek	त्रिकोण	háromszög	N;NOM;MASC;SG;3	N;NOM;PL
साइबेरिया	szibéria	साइबेरिया	szibéria	PROPN;NOM;MASC;SG;3	N;NOM;SG
साइबेरिया	szibériai	साइबेरिया	szibériai	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
हिंदुओं	hinduk	हिंदू	hind	N;ACC;MASC;PL;3	N;NOM;PL
सारांश	szinopszis	सारांश	szinopszis	PROPN;NOM;MASC;SG;3	N;NOM;SG
सारांश	összefoglaló	सारांश	összefoglaló	PROPN;NOM;MASC;SG;3	
नियामक	szabályozó	नियामक	szabályozó	N;NOM;MASC;SG;3	ADJ;NOM;SG
नियामक	szabályozási	नियामक	szabályozási	N;NOM;MASC;SG;3	ADJ;NOM;SG
सुगंधित	illatos	सुगंधित	illatos	N;NOM;MASC;SG;3	
दूरस्थ	távirányító	दूरस्थ	távirányító		N;NOM;SG
करेगी	will	कर	will	V;FEM;IND;SG;3;FUT;FIN;ACT	
करेगी	fog	कर	fog	V;FEM;IND;SG;3;FUT;FIN;ACT	V;INDF;IND;SG;3;PRS;ACT
करेगी	akarat	कर	akarat	V;FEM;IND;SG;3;FUT;FIN;ACT	N;NOM;SG
अपराधों	bűncselekmények	अपराध	bűncselekmény	N;ACC;MASC;PL;3	N;NOM;PL
अपराधों	bűnök	अपराध	bűnök	N;ACC;MASC;PL;3	N;NOM;PL
अपराधों	bűnözés	अपराध	bűnözés	N;ACC;MASC;PL;3	N;NOM;SG
अपराधों	bűn	अपराध	bűn	N;ACC;MASC;PL;3	N;NOM;SG
अपराधों	bűntény	अपराध	bűntény	N;ACC;MASC;PL;3	N;NOM;SG
अपराधों	bűncselekmény	अपराध	bűncselekmény	N;ACC;MASC;PL;3	N;NOM;SG
अपराधों	bűncselekmények	अपराध	bűncselekmény	N;ACC;MASC;PL;3	N;NOM;PL
लौकिक	kozmikus	लौकिक	kozmikus	PROPN;NOM;MASC;SG;3	N;NOM;SG
शिक्षकों	tanárok	शिक्षक	tanár	N;ACC;MASC;PL;3	N;NOM;PL
चिड़ियाघर	állatkertben	चिड़ियाघर	állatkert	N;NOM;MASC;SG;3	N;IN+ESS;SG
मेजबान	fogadó	मेजबान	fogadó	N;NOM;MASC;SG;3	
संतुष्ट	elégedett	संतुष्ट	elégedett	ADJ	
दूरबीन	távcsövet	दूरबीन	távcsövet	N;NOM;FEM;SG;3	N;ACC;SG
बालू	homok	बालू	hom		N;NOM;SG
बालू	balu	बालू	balu		N;NOM;SG
चार्ज	feltöltve	चार्ज	feltöltve	N;NOM;MASC;SG;3	ADV;V.CVB
सूरत	surat	सूरत	súr	N;NOM;FEM;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
मणि	mani	मणि	mani	PROPN;NOM;FEM;SG;3	
उद्धरण	idézetek	उद्धरण	idézet	N;NOM;MASC;SG;3	N;NOM;PL
उद्धरण	idéz	उद्धरण	idéz	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
मार्क्सवादी	marxista	मार्क्सवादी	marxista	PROPN;NOM;MASC;SG;3	
नकली	hamisítvány	नकली	hamisítvány		N;NOM;SG
नकली	hamisított	नकली	hamisított		V;INDF;IND;SG;3;PST;FIN;ACT
नकली	hamisítvány	नकली	hamisítvány		N;NOM;SG
नकली	mű	नकली	mű		N;NOM;SG
पूर्वानुमान	előrejelzések	पूर्वानुमान	előrejelzés	N;NOM;MASC;SG;3	N;NOM;PL
वक्ता	felszólaló	वक्ता	felszólaló	N;NOM;MASC;SG;3	ADJ;NOM;SG
स्वयंसेवक	önkéntesek	स्वयंसेवक	önkéntes	N;NOM;MASC;SG;3	N;NOM;PL
स्वयंसेवक	önkéntes	स्वयंसेवक	önkéntes	N;NOM;MASC;SG;3	
स्वयंसेवक	önkéntes	स्वयंसेवक	önkéntes	N;NOM;MASC;SG;3	
ईंट	tégla	ईंट	tégla		N;NOM;SG
ईंट	káró	ईंट	káró		N;NOM;SG
ईंट	gyémántok	ईंट	gyémánt		N;NOM;PL
ईंट	gyémánt	ईंट	gyémánt		N;NOM;SG
दस्तावेज़	iratok	दस्तावेज़	irat	N;NOM;MASC;SG;3	N;NOM;PL
दस्तावेज़	dokumentumok	दस्तावेज़	dokumentum	N;NOM;MASC;SG;3	N;NOM;PL
दस्तावेज़	okmányok	दस्तावेज़	okmány	N;NOM;MASC;SG;3	N;NOM;PL
पासवर्ड	jelszót	पासवर्ड	jelszó	N;NOM;MASC;SG;3	N;ACC;SG
पासवर्ड	jelszavak	पासवर्ड	jelszavak	N;NOM;MASC;SG;3	N;NOM;PL
परिश्रम	gondossággal	परिश्रम	gondosság		N;INS;SG
ड्रैगन	sárkány	ड्रैगन	sárkány	PROPN;NOM;MASC;SG;3	N;NOM;SG
ड्रैगन	dragon	ड्रैगन	dragon	PROPN;NOM;MASC;SG;3	
रोजर	roger	रोजर	roger	PROPN;NOM;MASC;SG;3	
फॉक्स	róka	फॉक्स	róka	PROPN;NOM;MASC;SG;3	N;NOM;SG
फॉक्स	fox	फॉक्स	fox	PROPN;NOM;MASC;SG;3	
यमन	jemen	यमन	jem	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
आश्रित	eltartott	आश्रित	eltartott		V;INDF;IND;SG;3;PST;FIN;ACT
स्टैनफोर्ड	stanford	स्टैनफोर्ड	stanford	PROPN;NOM;MASC;SG;3	
चार्ली	charlie	चार्ली	charlie	PROPN;NOM;MASC;SG;3	
पेशी	izmok	पेशी	izmok	N;NOM;FEM;SG;3	N;NOM;PL
स्टोरी	story	स्टोरी	story	N;NOM;FEM;SG;3	
सिपाही	katona	सिपाही	katona	N;NOM;MASC;PL;3	N;NOM;SG
फ्लैश	lebegni	फ्लैश	le+beg	N;NOM;MASC;SG;3	V;NFIN;ACT
फ्लैश	flash	फ्लैश	flash	N;NOM;MASC;SG;3	
दीन	deen	दीन	deen	PROPN;NOM;MASC;SG;3	
दीन	din	दीन	din	PROPN;NOM;MASC;SG;3	
संग	sang	संग	sang	N;NOM;MASC;SG;3	
संग	énekelt	संग	énekel	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
संग	énekeltem	संग	énekel	N;NOM;MASC;SG;3	V;INDF;IND;SG;1;PST;FIN;ACT
जिमी	jimmy	जिमी	jimmy	PROPN;NOM;MASC;SG;3	
मुलायम	puha	मुलायम	puha	PROPN;NOM;MASC;SG;3	
मुलायम	lágy	मुलायम	lágy	PROPN;NOM;MASC;SG;3	
दही	joghurt	दह	jog	PROPN;NOM;MASC;SG;3	N;NOM;SG
दही	túró	दह	túró	PROPN;NOM;MASC;SG;3	N;NOM;SG
टर्मिनस	terminus	टर्मिनस	terminus	PROPN;NOM;MASC;SG;3	N;NOM;SG
अमीरात	emírség	अमीरात	emírség	PROPN;NOM;MASC;SG;3	
अमीरात	emírségek	अमीरात	emírség	PROPN;NOM;MASC;SG;3	N;NOM;PL
एंटी	anti	एंटी	anti	N;NOM;MASC;SG;3	
सहयोगियों	kollégák	सहयोगी	kolléga	N;ACC;MASC;PL;3	N;NOM;PL
सहयोगियों	munkatársak	सहयोगी	munkatárs	N;ACC;MASC;PL;3	N;NOM;PL
महिमा	dicsőség	महिमा	dicsőség	PROPN;NOM;FEM;SG;3	N;NOM;SG
शेक्सपियर	shakespeare	शेक्सपियर	shakespeare	PROPN;NOM;MASC;SG;3	N;NOM;SG
अवशोषित	elnyelni	अवशोषित	elnyel	ADJ	V;NFIN;ACT
अवशोषित	felszívódik	अवशोषित	felszívódik	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
अवशोषित	felszívódott	अवशोषित	fel+szívódik	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
मिथुन	gemini	मिथुन	gemini	PROPN;NOM;MASC;SG;3	
मिथुन	ikrek	मिथुन	ik	PROPN;NOM;MASC;SG;3	N;NOM;PL
रूट	útvonalakon	रूट	útvonal	N;NOM;MASC;SG;3	N;ON+ESS;PL
रूट	útvonalak	रूट	útvonal	N;NOM;MASC;SG;3	N;NOM;PL
रूट	útvonalon	रूट	útvonal	N;NOM;MASC;SG;3	N;ON+ESS;SG
आकस्मिक	véletlen	आकस्मिक	véletlen	N;NOM;MASC;SG;3	
सार्वभौमिक	univerzális	सार्वभौमिक	univerzális	PROPN;NOM;SG;3	
सार्वभौमिक	egyetemes	सार्वभौमिक	egyetemes	PROPN;NOM;SG;3	
व्यर्थ	hiába	व्यर्थ	hiába	ADP	ADV
व्यर्थ	hiú	व्यर्थ	hiú	ADP	
व्यर्थ	hiábavaló	व्यर्थ	hiábavaló	ADP	ADJ;NOM;SG
व्यर्थ	eredménytelen	व्यर्थ	eredménytelen	ADP	
व्यर्थ	hiábavaló	व्यर्थ	hiábavaló	ADP	ADJ;NOM;SG
व्यर्थ	hasztalan	व्यर्थ	hasztalan	ADP	
व्यर्थ	haszontalan	व्यर्थ	haszontalan	ADP	
महाद्वीपीय	kontinentális	महाद्वीपीय	kontinentális	ADJ;NOM	N;NOM;SG
इस्तीफा	lemondását	इस्तीफा	lemondás	N;NOM;MASC;SG;3	N;ACC;SG
इस्तीफा	lemondás	इस्तीफा	lemondás	N;NOM;MASC;SG;3	
इस्तीफा	lemond	इस्तीफा	lemond	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
इस्तीफा	lemondás	इस्तीफा	lemondás	N;NOM;MASC;SG;3	
गिरा	esés	गिर	esés	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
गिरा	őszi	गिर	őszi	V;PFV;MASC;SG;V.PTCP;ACT	
गिरा	zuhanás	गिर	zuhanás	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
गिरा	ősszel	गिर	ősszel	V;PFV;MASC;SG;V.PTCP;ACT	ADV
गिरा	ősz	गिर	ősz	V;PFV;MASC;SG;V.PTCP;ACT	
ध्येय	okok	ध्येय	ok	N;NOM;MASC;SG;3	N;NOM;PL
ध्येय	okozza	ध्येय	okoz	N;NOM;MASC;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
ध्येय	okoz	ध्येय	okoz	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
ताइवान	tajvani	ताइवान	tajv	PROPN;NOM;MASC;SG;3	
ताइवान	tajvan	ताइवान	tajvan	PROPN;NOM;MASC;SG;3	N;NOM;SG
ताइवान	taipei	ताइवान	taip	PROPN;NOM;MASC;SG;3	N;NOM;PL
पल	pillanatai	पल	pillanat	N;NOM;MASC;SG;3	N;NOM;PL
पल	pillanatok	पल	pillanat	N;NOM;MASC;SG;3	
पहुँचे	elérte	पहुँच	el+ér	V;PFV;MASC;PL;V.PTCP;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
पहुँचे	elért	पहुँच	elért	V;PFV;MASC;PL;V.PTCP;ACT	
डाले	daley	डाल	daley	V;PFV;MASC;PL;V.PTCP;ACT	PROPN;NOM;SG
उच्चतर	feljebb	उच्चतर	fől		ADV
उच्चतर	magasabb	उच्चतर	magas		ADJ;NOM;CMPR;SG
उच्चतर	nagyobb	उच्चतर	nagy		ADJ;NOM;CMPR;SG
अभिनेताओं	szereplők	अभिनेता	szereplő	N;ACC;MASC;PL;3	N;NOM;PL
अभिनेताओं	színészek	अभिनेता	színész	N;ACC;MASC;PL;3	N;NOM;PL
अत्याचार	atrocitások	अत्याचार	atrocitás	N;NOM;MASC;SG;3	N;NOM;PL
बहाव	drift	बहाव	drift	N;NOM;MASC;SG;3	
बहाव	sodródik	बहाव	sodródik	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
दाँत	fogat	दाँत	fog	N;NOM;MASC;SG;3	N;ACC;SG
दाँत	fog	दाँत	fog	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;ACT
एबरडीन	aberdeen	एबरडीन	aberdeen	PROPN;NOM;MASC;SG;3	
गोपनीयता	adatvédelmi	गोपनीयता	adatvédelmi	N;NOM;FEM;SG;3	ADJ;NOM;SG
वार्ड	ward	वार्ड	ward	N;NOM;MASC;SG;3	
क्लार्क	clarke	क्लार्क	clarke	PROPN;NOM;MASC;SG;3	
क्लार्क	clark	क्लार्क	clark	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
मास्को	moszkvai	मास्को	moszkvai	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
मास्को	moszkvában	मास्को	moszkva	PROPN;NOM;MASC;SG;3	PROPN;IN+ESS;SG
मास्को	moszkva	मास्को	moszkva	PROPN;NOM;MASC;SG;3	
रकम	összegek	रकम	összeg	N;NOM;FEM;SG;3	N;NOM;PL
आपत्ति	ellenvetés	आपत्ति	ellenvetés	N;NOM;FEM;SG;3	
आपत्ति	ellenvetés	आपत्ति	ellenvetés	N;NOM;FEM;SG;3	
आपत्ति	kifogások	आपत्ति	kifogás	N;NOM;FEM;SG;3	N;NOM;PL
विपक्ष	ellenzéki	विपक्ष	ellenzéki	N;NOM;MASC;SG;3	ADJ;NOM;SG
डब	dub	डब	dub	N;NOM;MASC;SG;3	
मतदाता	szavazó	मतदाता	szavazó	N;NOM;MASC;PL;3	
प्रवर्तक	szervező	प्रवर्तक	szervező	N;NOM;MASC;SG;3	
सूखी	szárazon	सूख	száraz	V;PFV;FEM;SG;V.PTCP;ACT	
सूखी	száraz	सूख	száraz	V;PFV;FEM;SG;V.PTCP;ACT	
सूखी	szárítva	सूख	szárítva	V;PFV;FEM;SG;V.PTCP;ACT	ADV;V.CVB
बॉट	botok	बॉट	bot	N;NOM;MASC;SG;3	N;NOM;PL
चेहरा	arcát	चेहरा	arca	N;NOM;MASC;SG;3	N;ACC;SG
भूकम्प	földrengés	भूकम्प	földrengés	PROPN;NOM;MASC;SG;3	N;NOM;SG
प्रधानता	elsőbbséget	प्रधानता	elsőbbség	N;NOM;FEM;SG;3	N;ACC;SG
पिशाच	vámpírok	पिशाच	vámpír		N;NOM;PL
पिशाच	vámpír	पिशाच	vámpír		N;NOM;SG
जला	égés	जला	égés	V;SG;V.PTCP;ACT	N;NOM;SG
शिष्यों	tanítványok	शिष्य	tanítvány	N;ACC;MASC;PL;3	N;NOM;PL
