oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
unioni	uniunea	unioni	uniune	N;NOM;SG	N;DEF;FEM;SG
unioni	uniunii	unioni	uniune	N;NOM;SG	N;DEF;FEM;SG
unioni	uniune	unioni	uniune	N;NOM;SG	N;INDF;FEM;SG
kirkkojen	bisericile	kirkka	biserică	N;GEN;PL	N;DEF;FEM;PL
vihollisia	inamic	vihollinen	inamic	N;PRT;PL	N;INDF;MASC;SG
vihollisia	dusman	vihollinen	dusman	N;PRT;PL	N;INDF;MASC;SG
vihollisia	inamicul	vihollinen	inamic	N;PRT;PL	N;DEF;MASC;SG
vihollisia	inamicii	vihollinen	inamic	N;PRT;PL	N;DEF;MASC;PL
paulo	paulo	paulo	paulo		PROPN
rannoilla	plajele	ranta	plajă	N;AT+ESS
;PL	N;DEF;FEM;PL
juhla	festivalul	juhla	festival	N;NOM;SG	N;DEF;MASC;SG
juhla	festivalului	juhla	festival	N;NOM;SG	N;DEF;MASC;SG
juhla	petrecere	juhla	petrecere	N;NOM;SG	N;INDF;FEM;SG
juhla	sărbătoare	juhla	sărbător	N;NOM;SG	N;INDF;FEM;SG
juhla	sărbătorire	juhla	sărbătorire	N;NOM;SG	N;INDF;FEM;SG
juhla	sărbătoare	juhla	sărbător	N;NOM;SG	N;INDF;FEM;SG
erä	lotul	erä	lot	N;NOM;SG	N;DEF;MASC;SG
erä	rotund	erä	rotund	N;NOM;SG	ADJ;INDF;MASC;SG
erä	rotunde	erä	rotund	N;NOM;SG	ADJ;INDF;FEM;PL
erä	rundă	erä	rund	N;NOM;SG	N;INDF;FEM;SG
erä	rotundă	erä	rotund	N;NOM;SG	ADJ;INDF;FEM;SG
erä	runda	erä	runda	N;NOM;SG	N;DEF;FEM;SG
platinaa	platină	platina	platină	N;PRT;SG	N;INDF;FEM;SG
käsittely	manipulare	käsittely	manipulare	N;NOM;SG	N;INDF;FEM;SG
käsittely	manipularea	käsittely	manipulare	N;NOM;SG	N;DEF;FEM;SG
käsittely	tratamentul	käsittely	tratament	N;NOM;SG	N;DEF;MASC;SG
käsittely	tratamentului	käsittely	tratament	N;NOM;SG	N;DEF;MASC;SG
käsittely	procesarea	käsittely	procesare	N;NOM;SG	N;DEF;FEM;SG
käsittely	procesare	käsittely	procesare	N;NOM;SG	N;INDF;FEM;SG
käsittely	prelucrarea	käsittely	prelucrare	N;NOM;SG	N;DEF;FEM;SG
käsittely	prelucrare	käsittely	prelucrare	N;NOM;SG	N;INDF;FEM;SG
seurannut	urmate	seurata	urma	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
seurannut	urmărit	seurata	urmări	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
seurannut	urmat	seurata	urma	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
seurannut	urmărită	seurata	urmări	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
kukkii	înflorit	kukki	înflori	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
pyöreä	rotunde	pyöreä	rotund	ADJ;NOM;SG	ADJ;INDF;FEM;PL
pyöreä	rundă	pyöreä	rund	ADJ;NOM;SG	N;INDF;FEM;SG
pyöreä	rotundă	pyöreä	rotund	ADJ;NOM;SG	ADJ;INDF;FEM;SG
pyöreä	runda	pyöreä	runda	ADJ;NOM;SG	N;DEF;FEM;SG
pyöreä	circulare	pyöreä	circular	ADJ;NOM;SG	N;INDF;FEM;PL
pyöreä	circulară	pyöreä	circular	ADJ;NOM;SG	ADJ;INDF;FEM;SG
pyöreä	circulara	pyöreä	circulară	ADJ;NOM;SG	N;DEF;FEM;SG
oireyhtymä	sindromul	oire#yhtymä	sindrom	N;NOM;SG	N;DEF;MASC;SG
järvien	lacurile	järvi	lac	N;GEN;PL	N;DEF;FEM;PL
amy	amy	amy	amy	PROPN;NOM;SG	PROPN
litraa	litri	litra	litru	N;PRT;SG	N;INDF;MASC;PL
litraa	litri	litra	litru	N;PRT;SG	N;INDF;MASC;PL
avustuksella	asistată	avustus	asista	N;AT+ESS
;SG	ADJ;INDF;FEM;SG
avustuksella	asistat	avustus	asista	N;AT+ESS
;SG	ADJ;INDF;MASC;SG
profeetta	profetul	profee	profet	N;NOM;SG	N;DEF;MASC;SG
uhkasi	amenințat	uhata	amenința	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
uhkasi	amenintat	uhata	ameninta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
opus	opus	opus	opune	N;NOM;SG	ADJ;INDF;MASC;SG
runo	poezie	runo	poezie	N;NOM;SG	N;INDF;FEM;SG
islam	islamul	islam	islam	N;NOM;SG	N;DEF;MASC;SG
islam	islamului	islam	islam	N;NOM;SG	N;DEF;MASC;SG
sopivan	adecvată	sopia	adecvat	V;GEN;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
sopivan	adecvate	sopia	adecvat	V;GEN;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
sopivan	adecvat	sopia	adecvat	V;GEN;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
ystäviä	prietenii	ystävä	prietenie	N;PRT;PL	N;DEF;MASC;PL
maltan	malteză	malttaa	malteză	N;GEN;SG	ADJ;INDF;FEM;SG
maltan	malta	malttaa	malta	N;GEN;SG	PROPN
vastustaja	adversarul	vastustaja	adversar	N;NOM;SG	N;DEF;MASC;SG
syyt	motivele	syy	motiv	N;NOM;PL	N;DEF;FEM;PL
syyt	cauzele	syy	cauză	N;NOM;PL	N;DEF;FEM;PL
müller	müller	müller	müller	PROPN;NOM;SG	PROPN
müller	muller	müller	muller	PROPN;NOM;SG	PROPN
yhteydet	linkurile	yhteys	link	N;NOM;PL	N;DEF;FEM;PL
yhteydet	conectivitate	yhteys	conectivitate	N;NOM;PL	N;INDF;FEM;SG
lisääminen	adăugarea	lisääminen	adăugare	N;NOM;SG	N;DEF;FEM;SG
lisääminen	adăugând	lisääminen	adăuga	N;NOM;SG	V;V.MSDR
huomattavia	substanțial	huomattava	substanțial	ADJ;PRT;PL	ADJ;INDF;MASC;SG
huomattavia	considerabil	huomattava	considerabil	ADJ;PRT;PL	ADV
huomattavia	considerabilă	huomattava	considerabil	ADJ;PRT;PL	ADJ;INDF;FEM;SG
saaja	beneficiarul	saaja	beneficiar	N;NOM;SG	N;DEF;MASC;SG
saaja	destinatarul	saaja	destinatar	N;NOM;SG	N;DEF;MASC;SG
sallittua	permis	sallittu	permite	ADJ;PRT;SG	N;INDF;MASC;SG
sallittua	permise	sallittu	permite	ADJ;PRT;SG	V;IND;SG;3;PST;FIN
sallittua	permisă	sallittu	permite	ADJ;PRT;SG	ADJ;INDF;FEM;SG
clarke	clarke	clarke	clarke	N;NOM;SG	PROPN
päivät	zilele	päivä	zi	N;NOM;PL	N;DEF;FEM;PL
warren	warren	warren	warren	PROPN;NOM;SG	PROPN
kulunut	purtată	kulua	purta	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
kulunut	purtat	kulua	purta	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
kulunut	uzate	kulua	uza	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
kulunut	uzat	kulua	uzat	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
kulunut	purtate	kulua	purta	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
kajaani	kajaani	kaja	kajaani	N;NOM;SG	V;IND;PL;2;IPFV;FIN
juoni	intriga	juoni	intriga	N;NOM;SG	N;DEF;FEM;SG
juoni	intrigă	juoni	intriga	N;NOM;SG	N;INDF;FEM;SG
juoni	ruse	juoni	rus	N;NOM;SG	ADJ;INDF;FEM;PL
für	für	für	für	PROPN;NOM;SG	N;INDF;MASC;SG
ohion	ohio	ohio	ohio	N;GEN;SG	PROPN
vähä	mic	vähän	mic	ADV	ADJ;INDF;MASC;SG
vähä	scăzută	vähän	scăzut	ADV	ADJ;INDF;FEM;SG
vähä	scăzut	vähän	scăzut	ADV	ADJ;INDF;MASC;SG
vähä	low	vähän	low	ADV	
taloudellista	financiară	taloudellinen	financiar	ADJ;PRT;SG	ADJ;INDF;FEM;SG
taloudellista	financiar	taloudellinen	financiar	ADJ;PRT;SG	ADV
taloudellista	financial	taloudellinen	financial	ADJ;PRT;SG	N;INDF;MASC;SG
taloudellista	financiara	taloudellinen	financiară	ADJ;PRT;SG	ADJ;DEF;FEM;SG
taloudellista	financiare	taloudellinen	financiar	ADJ;PRT;SG	ADJ;INDF;FEM;PL
asetettu	setată	asettaa	seta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
asetettu	set	asettaa	set	V;NOM;SG;V.PTCP;PASS	N;INDF;MASC;SG
asetettu	setat	asettaa	setat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
twilight	twilight	twilight	twilight		PROPN
twilight	crepusculară	twilight	crepuscular		ADJ;INDF;FEM;SG
twilight	amurg	twilight	amurg		N;INDF;MASC;SG
stevens	stevens	stevens	stevens	N;NOM;SG	PROPN
info	info	info	info	INTJ	
info	informatii	info	informat	INTJ	N;INDF;FEM;PL
info	informaţii	info	informah	INTJ	N;INDF;FEM;PL
ydin	nucleul	ydin	nucleu	N;NOM;SG	N;DEF;MASC;SG
ydin	miezul	ydin	miez	N;NOM;SG	N;DEF;MASC;SG
kysyä	intreaba	kysyä	intreba	V;SG;NFIN;ACT	N;DEF;FEM;SG
mallina	modelarea	malli	modelare	N;FRML;SG	N;DEF;FEM;SG
mallina	modelare	malli	modelare	N;FRML;SG	N;INDF;FEM;SG
jake	jake	jake	jake	PROPN;NOM;SG	PROPN
gonzález	gonzález	gonzález	gonzála	PROPN;NOM;SG	PROPN
gonzález	gonzalez	gonzález	gonzalez	PROPN;NOM;SG	PROPN
voimakkaita	puternica	voimakas	puternic	ADJ;PRT;PL	ADJ;DEF;FEM;SG
voimakkaita	puternic	voimakas	puternic	ADJ;PRT;PL	ADJ;INDF;MASC;SG
hughes	hughes	hughes	hughes	PROPN;NOM;SG	PROPN
varsovan	varșovia	varsoa	varșovie	V;GEN;SG;V.PTCP;ACT	PROPN
varsovan	varşovia	varsoa	varcovie	V;GEN;SG;V.PTCP;ACT	N;DEF;FEM;SG
täyden	plina	täysi	plină	ADJ;GEN;SG	ADJ;DEF;FEM;SG
täyden	full	täysi	full	ADJ;GEN;SG	
täyden	plin	täysi	plin	ADJ;GEN;SG	ADV
täyden	plină	täysi	plin	ADJ;GEN;SG	ADJ;INDF;FEM;SG
lukija	cititori	lukija	cititor	N;NOM;SG	N;INDF;MASC;PL
lukija	cititorii	lukija	cititor	N;NOM;SG	N;DEF;MASC;PL
lukija	cititorul	lukija	cititor	N;NOM;SG	N;DEF;MASC;SG
espoossa	espoo	espo	espoo	N;IN+ESS;SG	PROPN
tunteita	emoție	tunne	emoție	N;PRT;PL	N;INDF;FEM;SG
tunteita	sentimentele	tunne	sentiment	N;PRT;PL	N;DEF;FEM;PL
käynnisti	lansat	käynnistää	lansat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
käynnisti	lansată	käynnistää	lansa	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
käynnisti	lansate	käynnistää	lansa	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
myrsky	furtună	myrsky	furtună	N;NOM;SG	N;INDF;FEM;SG
myrsky	furtuna	myrsky	furtună	N;NOM;SG	N;DEF;FEM;SG
tiukasti	strans	tiukasti	strans	ADV	
budapest	budapesta	budapest	budapest	N;NOM;SG	N;DEF;FEM;SG
todellista	reale	todellinen	real	ADJ;PRT;SG	ADJ;INDF;FEM;PL
todellista	reală	todellinen	real	ADJ;PRT;SG	ADJ;INDF;FEM;SG
vähäinen	minore	vähäinen	minor	ADJ;NOM;SG	N;INDF;FEM;PL
vähäinen	minoră	vähäinen	minor	ADJ;NOM;SG	ADJ;INDF;FEM;SG
vähäinen	minora	vähäinen	minoră	ADJ;NOM;SG	N;DEF;FEM;SG
tel	tel	tel	tel	PROPN;NOM;SG	N;INDF;MASC;SG
aura	aura	aura	aură	N;NOM;SG	N;DEF;FEM;SG
aura	aură	aura	aură	N;NOM;SG	N;INDF;FEM;SG
torinon	torino	torino	torină	N;GEN;SG	PROPN
rachel	rachel	rachel	rachel	PROPN;NOM;SG	PROPN
perusteet	fundamentale	peruste	fundamental	N;NOM;PL	ADJ;INDF;FEM;PL
perusteet	criteriu	peruste	criteriu	N;NOM;PL	N;INDF;MASC;SG
perusteet	criteriile	peruste	criteriu	N;NOM;PL	N;DEF;FEM;PL
wales	wales	wales	wales	N;NOM;SG	PROPN
atlantic	atlantic	atlantic	atlantic		ADV
atlantic	atlanticul	atlantic	atlantic		N;DEF;MASC;SG
atlantic	atlanticului	atlantic	atlantic		N;DEF;MASC;SG
kestävä	durabilă	kestävä	durabil	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kestävä	durabile	kestävä	durabil	ADJ;NOM;SG	ADJ;INDF;FEM;PL
kestävä	durabile	kestävä	durabil	ADJ;NOM;SG	ADJ;INDF;FEM;PL
kestävä	durabilă	kestävä	durabil	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tiedekunnan	facultatea	tiede#kunta	facultate	N;GEN;SG	N;DEF;FEM;SG
tiedekunnan	facultate	tiede#kunta	facultate	N;GEN;SG	N;INDF;FEM;SG
taistelulaiva	cuirasat	taistelu#laiva	cuirasa	N;NOM;SG	ADJ;INDF;MASC;SG
tehoa	eficacitate	teho	eficacitate	N;PRT;SG	N;INDF;FEM;SG
tehoa	eficacitatea	teho	eficacitate	N;PRT;SG	N;DEF;FEM;SG
sivuun	deoparte	sivu	deoparte	N;IN+ALL;SG	
valley	valea	valley	vale		N;DEF;FEM;SG
valley	valley	valley	valley		PROPN
valley	vale	valley	vale		N;INDF;FEM;SG
pacific	pacificului	pacific	pacific		N;DEF;MASC;SG
pacific	pacific	pacific	pacific		N;INDF;MASC;SG
pacific	pacificul	pacific	pacific		N;DEF;MASC;SG
jessica	jessica	jessica	jessică	N;NOM;SG	N;DEF;FEM;SG
ilmaiseksi	liberă	ilmainen	liber	ADJ;TRANS;SG	ADJ;INDF;FEM;SG
ilmaiseksi	liber	ilmainen	liber	ADJ;TRANS;SG	ADV
ilmaiseksi	liberi	ilmainen	liber	ADJ;TRANS;SG	ADJ;INDF;MASC;PL
ilmaiseksi	free	ilmainen	free	ADJ;TRANS;SG	
bridge	bridge	bridge	bridge		
bridge	pod	bridge	pod		N;INDF;MASC;SG
bridge	podul	bridge	pod		N;DEF;MASC;SG
bridge	punte	bridge	punte		N;INDF;FEM;SG
bridge	puntea	bridge	puntea		N;DEF;FEM;SG
muodostettu	formate	muodostaa	forma	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
muodostettu	formată	muodostaa	forma	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
muodostettu	format	muodostaa	format	V;NOM;SG;V.PTCP;PASS	N;INDF;MASC;SG
pearl	pearl	pearl	pearl		PROPN
pearl	perla	pearl	perlă		N;DEF;FEM;SG
pearl	perlă	pearl	perlă		N;INDF;FEM;SG
morning	dimineata	morning	dimineata		N;DEF;FEM;SG
morning	dimineața	morning	dimineața		ADV
morning	neatza	morning	neatză		N;DEF;FEM;SG
vaarallinen	periculoasa	vaarallinen	periculos	ADJ;NOM;SG	ADJ;DEF;FEM;SG
vaarallinen	periculoasă	vaarallinen	periculos	ADJ;NOM;SG	ADJ;INDF;FEM;SG
vaarallinen	periculoase	vaarallinen	periculos	ADJ;NOM;SG	ADJ;INDF;FEM;PL
vaarallinen	periculoase	vaarallinen	periculos	ADJ;NOM;SG	ADJ;INDF;FEM;PL
amanda	amanda	amanda	amanda	N;NOM;SG	PROPN
pääsy	accesul	pääsy	acces	N;NOM;SG	N;DEF;MASC;SG
pääsy	admiterea	pääsy	admitere	N;NOM;SG	N;DEF;FEM;SG
pääsy	internare	pääsy	internare	N;NOM;SG	N;INDF;FEM;SG
pääsy	admitere	pääsy	admitere	N;NOM;SG	N;INDF;FEM;SG
marokon	maroc	marokko	maroc	N;GEN;SG	PROPN
marokon	marocan	marokko	marocan	N;GEN;SG	ADJ;INDF;MASC;SG
chuck	chuck	chuck	chuck	PROPN;NOM;SG	PROPN
etiopian	etiopia	eti#opia	etiopia	N;GEN;SG	N;DEF;FEM;SG
etiopian	etiopian	eti#opia	etiopian	N;GEN;SG	ADJ;INDF;MASC;SG
neste	fluide	neste	fluid	PROPN;NOM;SG	N;INDF;FEM;PL
neste	fluid	neste	fluid	PROPN;NOM;SG	N;INDF;MASC;SG
neste	lichid	neste	lichid	PROPN;NOM;SG	N;INDF;MASC;SG
neste	lichide	neste	lichid	PROPN;NOM;SG	N;INDF;FEM;PL
neste	lichid	neste	lichid	PROPN;NOM;SG	N;INDF;MASC;SG
neste	lichidă	neste	lichidă	PROPN;NOM;SG	ADJ;INDF;FEM;SG
selkä	înapoi	selkä	înapoi	N;NOM;SG	ADV
selkä	inapoi	selkä	inapoi	N;NOM;SG	
selkä	back	selkä	back	N;NOM;SG	
pyrkiä	străduim	pyrkiä	strădui	V;SG;NFIN;ACT	V;IND;PL;1;PRS;FIN
idean	idee	idea	idee	N;GEN;SG	N;INDF;FEM;SG
idean	ideea	idea	idee	N;GEN;SG	N;DEF;FEM;SG
idean	idea	idea	idee	N;GEN;SG	N;DEF;FEM;SG
oppilaita	elevii	oppilas	elev	N;PRT;PL	N;DEF;MASC;PL
oppilaita	pupilele	oppilas	pupil	N;PRT;PL	N;DEF;FEM;PL
oppilaita	elevii	oppilas	elev	N;PRT;PL	N;DEF;MASC;PL
barcelonassa	barcelona	barcelona	barcelonă	N;IN+ESS;SG	N;DEF;FEM;PL
ohitti	ocolit	ohittaa	ocoli	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
aste	diploma	aste	diploma	N;NOM;SG	N;DEF;FEM;SG
aste	gradul	aste	grad	N;NOM;SG	N;DEF;MASC;SG
aste	diplomă	aste	diplomă	N;NOM;SG	N;INDF;FEM;SG
opiskelijoita	elevii	opiskelija	elev	N;PRT;PL	N;DEF;MASC;PL
perustuslaki	constituţia	perustus#laki	constitugie	N;NOM;SG	N;DEF;FEM;SG
perustuslaki	constitutie	perustus#laki	constitutie	N;NOM;SG	N;INDF;FEM;SG
perustuslaki	constituție	perustus#laki	constituție	N;NOM;SG	N;INDF;FEM;SG
perustuslaki	constituția	perustus#laki	constituție	N;NOM;SG	N;DEF;FEM;SG
kardinaali	cardinale	kardinaali	cardinal	N;NOM;SG	ADJ;INDF;FEM;PL
kardinaali	cardinalul	kardinaali	cardinal	N;NOM;SG	N;DEF;MASC;SG
muokkaa	editare	muokka	editare	N;NOM;SG	N;INDF;FEM;SG
muokkaa	editează	muokka	edita	N;NOM;SG	V;IND;3;PRS;FIN
muokkaa	modifică	muokka	modifica	N;NOM;SG	V;IND;SG;3;PST;FIN
singaporen	singapore	singapori	singapore	N;GEN;SG	N;INDF;FEM;PL
kiinteä	solidă	kiinteä	solid	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kiinteä	solide	kiinteä	solid	ADJ;NOM;SG	ADJ;INDF;FEM;PL
kiinteä	fixă	kiinteä	fix	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kehä	cercul	kehä	cerc	N;NOM;SG	N;DEF;MASC;SG
kehä	inelul	kehä	inel	N;NOM;SG	N;DEF;MASC;SG
samankaltainen	similară	samankaltainen	similar	ADJ;NOM;SG	ADJ;INDF;FEM;SG
samankaltainen	similare	samankaltainen	similar	ADJ;NOM;SG	ADJ;INDF;FEM;PL
thunder	thunder	thunder	thunder		N;INDF;MASC;SG
thunder	tunetul	thunder	tunet		N;DEF;MASC;SG
thunder	tunete	thunder	tunet		N;INDF;FEM;PL
thunder	tunet	thunder	tunet		N;INDF;MASC;SG
sielun	sufletul	sielu	suflet	N;GEN;SG	N;DEF;MASC;SG
merkintä	intrarea	merkintä	intrare	N;NOM;SG	N;DEF;FEM;SG
merkintä	intrare	merkintä	intrare	N;NOM;SG	N;INDF;FEM;SG
merkintä	marcarea	merkintä	marcare	N;NOM;SG	N;DEF;FEM;SG
merkintä	marcare	merkintä	marcare	N;NOM;SG	N;INDF;FEM;SG
merkintä	marcajul	merkintä	marcaj	N;NOM;SG	N;DEF;MASC;SG
merkintä	eticheta	merkintä	etichetă	N;NOM;SG	N;DEF;FEM;SG
merkintä	etichetă	merkintä	etichetă	N;NOM;SG	N;INDF;FEM;SG
merkintä	etichetează	merkintä	eticheta	N;NOM;SG	V;IND;3;PRS;FIN
merkintä	tag	merkintä	tag	N;NOM;SG	
merkintä	etichetarea	merkintä	etichetare	N;NOM;SG	N;DEF;FEM;SG
merkintä	etichetare	merkintä	etichetare	N;NOM;SG	N;INDF;FEM;SG
merkintä	etichetarea	merkintä	etichetare	N;NOM;SG	N;DEF;FEM;SG
merkintä	etichetare	merkintä	etichetare	N;NOM;SG	N;INDF;FEM;SG
arvosteli	criticat	arvostella	criticat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
arvosteli	criticată	arvostella	critica	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
arvosteli	criticat	arvostella	criticat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
arvosteli	criticată	arvostella	critica	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
tilaisuuden	oportunitatea	tilaisuus	oportunitate	N;GEN;SG	N;DEF;FEM;SG
tilaisuuden	ocazie	tilaisuus	ocazie	N;GEN;SG	N;INDF;FEM;SG
tilaisuuden	oportunitate	tilaisuus	oportunitate	N;GEN;SG	N;INDF;FEM;SG
erich	erich	erich	erich	PROPN;NOM;SG	PROPN
sirkka	mantis	sirkka	mantis	N;NOM;SG	
mad	mad	mad	mad	PROPN;NOM;SG	N;INDF;MASC;SG
osapuolet	partidele	osa#puoli	partid	N;NOM;PL	N;DEF;FEM;PL
erillisiä	discret	erillinen	discret	ADJ;PRT;PL	ADJ;INDF;MASC;SG
erillisiä	discretă	erillinen	discret	ADJ;PRT;PL	ADJ;INDF;FEM;SG
emilia	emilia	emilia	emilie	N;NOM;SG	N;DEF;FEM;SG
tappioita	pierderile	tappio	pierdere	N;PRT;PL	N;DEF;FEM;PL
rikos	crimă	rikos	crimă	N;NOM;SG	N;INDF;FEM;SG
rikos	crima	rikos	crimă	N;NOM;SG	N;DEF;FEM;SG
rikos	criminalitate	rikos	criminalitate	N;NOM;SG	N;INDF;FEM;SG
act	actul	act	act	N;NOM;SG	N;DEF;MASC;SG
act	acționează	act	acționa	N;NOM;SG	V;IND;3;PRS;FIN
muinainen	străvechi	muinainen	străvechi	ADJ;NOM;SG	
muinainen	antică	muinainen	antic	ADJ;NOM;SG	ADJ;INDF;FEM;SG
muinainen	antice	muinainen	antic	ADJ;NOM;SG	ADJ;INDF;FEM;PL
repo	repo	repo	repo	PROPN;NOM;SG	N;INDF;MASC
pelle	pelle	pelle	pelle	N;NOM;SG	
liikennettä	traficul	liikenne	trafic	N;PRT;SG	N;DEF;MASC;SG
anti	anti	anti	an	N;NOM;SG	
vakava	serioasă	vakava	serios	ADJ;NOM;SG	ADJ;INDF;FEM;SG
vakava	serioasa	vakava	serios	ADJ;NOM;SG	ADJ;DEF;FEM;SG
vakava	grave	vakava	grav	ADJ;NOM;SG	ADJ;INDF;FEM;PL
vakava	seriozitate	vakava	seriozitate	ADJ;NOM;SG	N;INDF;FEM;SG
vakava	serios	vakava	serios	ADJ;NOM;SG	ADV
vakava	severe	vakava	sever	ADJ;NOM;SG	ADJ;INDF;FEM;PL
vakava	severă	vakava	sever	ADJ;NOM;SG	ADJ;INDF;FEM;SG
vakava	severa	vakava	sever	ADJ;NOM;SG	ADJ;DEF;FEM;SG
vasemmalle	stâng	vasen	stâng	ADJ;AT+ALL;SG	N;INDF;MASC;SG
vasemmalle	stânga	vasen	stângă	ADJ;AT+ALL;SG	N;DEF;FEM;SG
vasemmalle	stanga	vasen	stanga	ADJ;AT+ALL;SG	N;DEF;FEM;SG
vasemmalle	stînga	vasen	stângă	ADJ;AT+ALL;SG	N;DEF;FEM;SG
marx	marx	marx	marx	N;NOM;SG	PROPN
säteilyn	radiații	säteily	radiație	N;GEN;SG	N;INDF;FEM;PL
säteilyn	radiatii	säteily	radiat	N;GEN;SG	N;INDF;FEM;PL
sijoitukset	investițiile	sijoitus	investiție	N;NOM;PL	N;DEF;FEM;PL
sijoitukset	investiție	sijoitus	investiție	N;NOM;PL	N;INDF;FEM;SG
sijoitukset	investitie	sijoitus	investitie	N;NOM;PL	N;INDF;FEM;SG
kotimaan	domestice	koti#maa	domestic	N;GEN;SG	ADJ;INDF;FEM;PL
kotimaan	domestic	koti#maa	domestic	N;GEN;SG	ADJ;INDF;MASC;SG
kotimaan	intern	koti#maa	intern	N;GEN;SG	ADJ;INDF;MASC;SG
kotimaan	patria	koti#maa	patrie	N;GEN;SG	N;DEF;FEM;SG
kotimaan	patriei	koti#maa	patrie	N;GEN;SG	PROPN;DEF;FEM;SG
kotimaan	patrie	koti#maa	patrie	N;GEN;SG	N;INDF;FEM;SG
ilmiöitä	fenomen	ilmiö	fenomen	N;PRT;PL	N;INDF;MASC;SG
ilmiöitä	fenomenele	ilmiö	fenomen	N;PRT;PL	N;DEF;FEM;PL
uskonnolliset	religioasa	uskonnollinen	religios	ADJ;NOM;PL	ADJ;DEF;FEM;SG
uskonnolliset	religioasă	uskonnollinen	religios	ADJ;NOM;PL	ADJ;INDF;FEM;SG
uskonnolliset	religios	uskonnollinen	religios	ADJ;NOM;PL	ADJ;INDF;MASC;SG
muokkaus	montajul	muokkaus	montaj	N;NOM;SG	N;DEF;MASC;SG
muokkaus	editare	muokkaus	editare	N;NOM;SG	N;INDF;FEM;SG
muokkaus	editarea	muokkaus	editare	N;NOM;SG	N;DEF;FEM;SG
tietyt	anumite	tietty	anumit	ADJ;NOM;PL	PRO;FEM;PL;3
kaj	kaj	kajs	kaj	PROPN;NOM;SG	
purjehti	navigat	purjehtia	naviga	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
perustelut	justificare	perustelu	justificare	N;NOM;PL	N;INDF;FEM;SG
perustelut	justificarea	perustelu	justificare	N;NOM;PL	N;DEF;FEM;SG
perustelut	argumentele	perustelu	argument	N;NOM;PL	N;DEF;FEM;PL
perustelut	raționament	perustelu	raționament	N;NOM;PL	N;INDF;MASC;SG
lihaa	carne	liha	carne	N;PRT;SG	N;INDF;FEM;SG
lihaa	carnea	liha	carne	N;PRT;SG	N;DEF;FEM;SG
str	str	str	str	N;NOM;SG	
komitea	comitetul	komitea	comitet	N;NOM;SG	N;DEF;MASC;SG
kalat	pește	kala	pește	N;NOM;PL	N;INDF;MASC;SG
portugalissa	portugalia	portugali	portugalia	N;IN+ESS;SG	PROPN
reittiä	rută	reittiä	rută	N;PRT;SG	N;INDF;FEM;SG
reittiä	ruta	reittiä	ruta	N;PRT;SG	N;DEF;FEM;SG
reittiä	traseul	reittiä	traseu	N;PRT;SG	N;DEF;MASC;SG
myöhään	tarziu	myöhään	tarziu	ADV	
myöhään	întârziat	myöhään	întârziat	ADV	ADJ;INDF;MASC;SG
paperi	hârtie	paperi	hârtie	N;NOM;SG	N;INDF;FEM;SG
paperi	hîrtie	paperi	hîrtie	N;NOM;SG	N;INDF;FEM;SG
paperi	hartie	paperi	hartie	N;NOM;SG	
rahat	banii	raha	ban	N;NOM;PL	N;DEF;MASC;PL
