усвояване	الاستيعاب	усвояване	اِستِيعَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
изразяване	التعبير	изразяване	تَعبِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
крийк	كريك	крийк	كَرِيك	PROPN;INDF;MASC;SG	
дени	ديني	ден	دِينِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
болки	الالم	болка	أَلم	N;INDF;FEM;PL	N;NOM;DEF;SG
болки	الم	болка	إِلم	N;INDF;FEM;PL	N;NOM;DEF;SG
болки	الالام	болка	أَلم	N;INDF;FEM;PL	
акциите	المخزون	акция	مَخزُون	N;DEF;FEM;PL	N;NOM;DEF;SG
погребение	الدفن	погребение	دَفن	N;INDF;NEUT;SG	N;NOM;DEF;SG
погребение	الجنازة	погребение	جِنَازَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
квантовата	كمي	квантов	كمي	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
фреди	فريدي	фреда	فريدي	N;INDF;MASC;SG	
мец	ميتز	мец	ميتز	PROPN;INDF;MASC;SG	
мебели	اثاث	мебел	أَثَاث	N;INDF;MASC;PL	N;NOM;INDF;SG
мебели	الاثاث	мебел	أَثَاث	N;INDF;MASC;PL	N;NOM;DEF;SG
мотив	دافع	мотив	دَافَع	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
мотив	الدافع	мотив	دَافِع	N;INDF;MASC;SG	N;NOM;DEF;SG
взаимодействието	تفاعل	взаимодействие	تَفَاعُل	N;DEF;NEUT;SG	N;NOM;INDF;SG
доставки	الامداد	доставка	إِمدَاد	N;INDF;FEM;PL	N;NOM;DEF;PL
доставки	توريد	доставка	تَورِيد	N;INDF;FEM;PL	N;NOM;INDF;SG
доставки	امداد	доставка	إِمدَاد	N;INDF;FEM;PL	N;NOM;INDF;SG
доставки	الامدادات	доставка	إِمدَادَات	N;INDF;FEM;PL	N;NOM;DEF;PL
доставки	اللوازم	доставка	لَازِمَة	N;INDF;FEM;PL	N;NOM;DEF;PL
доставки	لوازم	доставка	لوازم	N;INDF;FEM;PL	
ловци	الصيادين	ловек	صَيَاد	N;INDF;MASC;PL	N;NOM;DEF;PL
ловци	الصيادون	ловек	صَيَاد	N;INDF;MASC;PL	N;NOM;DEF;PL
сянката	ظل	сянка	ظَلّ	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
спогодба	العهد	спогодба	عَهد	N;INDF;FEM;SG	N;NOM;DEF;SG
инициатор	المنشئ	инициатор	مُنشَأَة	N;INDF;MASC;SG	N;NOM;DEF;SG
коронован	يتوج	короновам	تَوَّج	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
засада	الكمين	засада	كَمِين	N;INDF;FEM;SG	N;NOM;DEF;SG
наваро	نافارو	наваро	نافارو	PROPN;INDF;FEM;SG	
лойд	لويد	лойд	لويد	PROPN;INDF;MASC;SG	
поиска	المطلوب	поискам	مَطلُوب	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;DEF;MASC;SG
милиция	ميليشيات	милиция	ميليشيات	N;INDF;FEM;SG	N;NOM;INDF;PL
милиция	المليشيات	милиция	مُلِيشِيّ	N;INDF;FEM;SG	N;NOM;DEF;PL
милиция	الميليشيات	милиция	مِيلِيشِيَا	N;INDF;FEM;SG	N;NOM;DEF;PL
милиция	الميليشيا	милиция	مِيلِيشِيَا	N;INDF;FEM;SG	N;NOM;DEF;SG
милиция	ميليشيا	милиция	مِيلِيشِيَا	N;INDF;FEM;SG	
доставени	سلمت	доставя	سَلِم	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
детайл	التفصيل	детайл	تَفصِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
детайл	تفاصيل	детайл	تَفصِيل	N;INDF;MASC;SG	N;NOM;INDF;PL
детайл	التفاصيل	детайл	تَفصِيل	N;INDF;MASC;SG	N;NOM;DEF;PL
голи	عاري	гол	عَارِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
голи	عارية	гол	عَارِيَة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
голи	عاريا	гол	عَارِيّ	ADJ;INDF;PL	ADJ;ACC;INDF;MASC;SG
голи	عراة	гол	عِرَاة	ADJ;INDF;PL	N;NOM;INDF;PL
голи	العارية	гол	عَارِي	ADJ;INDF;PL	ADJ;NOM;DEF;FEM;SG
голи	عارية	гол	عَارِيَة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
голи	العراة	гол	عِرَاة	ADJ;INDF;PL	N;NOM;DEF;SG
гринуич	غرينيتش	гринуич	غرينيتش	N;INDF;MASC;SG	
фраза	العبارة	фраза	عِبَارَة	N;INDF;FEM;SG	N;NOM;DEF;SG
новак	نوفاك	новак	نوفاك	N;INDF;MASC;SG	
зрение	بصر	зрение	بِصر	N;INDF;NEUT;SG	
зрение	الرؤية	зрение	رُؤيَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
зрение	رؤيا	зрение	رؤيا	N;INDF;NEUT;SG	
оценяване	التقييم	оценяване	تَقيِيم	N;INDF;NEUT;SG	N;NOM;DEF;SG
оценяване	التقييم	оценяване	تَقيِيم	N;INDF;NEUT;SG	N;NOM;DEF;SG
оценяване	القياس	оценяване	قِيَاس	N;INDF;NEUT;SG	N;NOM;DEF;SG
дървесина	وود	дървесина	وَودَ	N;INDF;FEM;SG	
дървесина	الخشب	дървесина	خَشَب	N;INDF;FEM;SG	N;NOM;DEF;SG
дървесина	الحطب	дървесина	حَطب	N;INDF;FEM;SG	N;NOM;DEF;SG
дървесина	الاخشاب	дървесина	خَشَب	N;INDF;FEM;SG	N;NOM;DEF;PL
дървесина	الخشب	дървесина	خَشَب	N;INDF;FEM;SG	N;NOM;DEF;SG
нормални	طبيعي	нормален	طَبِيعِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
нормални	عادي	нормален	عَادِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
вълци	الذئاب	вълк	ذَائِب	N;INDF;MASC;PL	
вълци	ذئاب	вълк	ذَائِب	N;INDF;MASC;PL	N;NOM;INDF;SG
насърчаване	التشجيع	насърчаване	تَشجِيع	N;INDF;NEUT;SG	N;NOM;DEF;SG
насърчаване	الترويج	насърчаване	تَروِيج	N;INDF;NEUT;SG	N;NOM;DEF;SG
насърчаване	الترقية	насърчаване	تُرقِيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
насърчаване	الترقيات	насърчаване	تُرقِيّ	N;INDF;NEUT;SG	N;NOM;DEF;PL
насърчаване	الترويج	насърчаване	تَروِيج	N;INDF;NEUT;SG	N;NOM;DEF;SG
бери	بيري	бера	بِيرِي	N;INDF;FEM;SG	
спенсър	سبنسر	спенсър	سبنسر	PROPN;INDF;MASC;SG	
спенсър	سبينسر	спенсър	سبينسر	PROPN;INDF;MASC;SG	
ръб	الحافة	ръб	حَافّ	N;INDF;MASC;SG	N;NOM;DEF;SG
бъртън	بورتن	бъртън	بُورتُن	PROPN;INDF;MASC;SG	
бъртън	بيرتن	бъртън	بَيرَة	PROPN;INDF;MASC;SG	
бъртън	بيرتون	бъртън	بيرتون	PROPN;INDF;MASC;SG	
здравеопазване	الصحة	здравеопазване	صِحَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
насаждения	المحاصيل	насаждение	مَحصُول	N;INDF;NEUT;PL	N;NOM;DEF;PL
полицаи	الضباط	полицай	ضَابِط	N;INDF;MASC;PL	N;NOM;DEF;PL
дневен	اليومية	дневен	يَومِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
дневен	اليومي	дневен	يَومِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
версиите	اصدارات	версия	إِصدَار	N;DEF;FEM;PL	N;NOM;INDF;PL
самюъл	سامويل	самюъл	سامويل	PROPN;INDF;MASC;SG	
самюъл	صامويل	самюъл	صامويل	PROPN;INDF;MASC;SG	
уши	الاذن	ухо	اَلذَذِن	N;INDF;MASC;PL	N;NOM;DEF;SG
уши	الاذان	ухо	إِذَان	N;INDF;MASC;PL	N;NOM;DEF;SG
уши	اذان	ухо	إِذَانَ	N;INDF;MASC;PL	N;NOM;INDF;SG
излитане	الاقلاع	излитане	إِقلَاع	N;INDF;NEUT;SG	N;NOM;DEF;SG
враговете	اعداء	враг	اعداء	N;DEF;MASC;PL	
джийн	الجين	джийн	جِين	PROPN;INDF;FEM;SG	N;NOM;DEF;SG
покрайнините	ضواحي	покрайнина	ضَاحِيَة	N;DEF;FEM;PL	N;NOM;INDF;PL
здрав	صحه	здрав	صَحه	ADJ;INDF;MASC;SG	
мое	لي	мой	لِي	DET;INDF;NEUT;SG;1	
мое	ملكي	мой	ملكي	DET;INDF;NEUT;SG;1	ADJ;NOM;INDF;MASC;SG
мое	الالغام	мой	لَغَم	DET;INDF;NEUT;SG;1	N;NOM;DEF;PL
мое	لغم	мой	لُغم	DET;INDF;NEUT;SG;1	
мое	منجم	мой	منجم	DET;INDF;NEUT;SG;1	N;NOM;INDF;SG
мое	اللغم	мой	لَغم	DET;INDF;NEUT;SG;1	N;NOM;DEF;SG
сиатъл	سياتل	сиатъл	سِيَاتِل	N;INDF;MASC;SG	
преживявания	التجارب	преживяване	تَجرِبَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
преживявания	الخبرات	преживяване	خِبرَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
премахнати	ازيلت	премахна	أَزَال	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
премахнати	ازال	премахна	أَزَال	V;PFV;INDF;PL;V.PTCP;PASS	
стайлс	موديلات	стайлс	مُودِيل	N;INDF;MASC;SG	
стайлс	الانماط	стайлс	إِنمَاط	N;INDF;MASC;SG	N;NOM;DEF;PL
стайлс	انماط	стайлс	نَمَط	N;INDF;MASC;SG	N;NOM;INDF;PL
стайлс	الاساليب	стайлс	أُسلُوب	N;INDF;MASC;SG	N;NOM;DEF;PL
стайлс	اساليب	стайлс	أُسلُوب	N;INDF;MASC;SG	N;NOM;INDF;PL
джеферсън	جيفرسون	джеферсън	جيفرسون	N;INDF;MASC;SG	
джеферсън	جيفيرسون	джеферсън	جيفيرسون	N;INDF;MASC;SG	
стачка	الاضراب	стачка	ضَرَب	N;INDF;FEM;SG	N;NOM;DEF;SG
стачка	الضربة	стачка	ضَربَة	N;INDF;FEM;SG	N;NOM;DEF;SG
пипер	بيبر	пипер	بِيبِر	N;INDF;MASC;SG	
пипер	الفلفل	пипер	فَلفَل	N;INDF;MASC;SG	N;NOM;DEF;SG
превоз	العربة	превоз	عَرَبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
превоз	المواصلات	превоз	مُوَاصَلَة	N;INDF;MASC;SG	N;NOM;DEF;PL
превоз	النقل	превоз	نَقل	N;INDF;MASC;SG	N;NOM;DEF;SG
превоз	المواصلات	превоз	مُوَاصَلَة	N;INDF;MASC;SG	N;NOM;DEF;PL
превоз	النقل	превоз	نَقل	N;INDF;MASC;SG	N;NOM;DEF;SG
бронирани	مدرعة	бронирам	مُدَرَّع	V;IPFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
бронирани	مصفحة	бронирам	مَصفَحَة	V;IPFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
бронирани	المدرعة	бронирам	مَدرَعَة	V;IPFV;INDF;PL;V.PTCP;PASS	N;NOM;DEF;SG
полите	التنانير	пола	تُننِير	N;DEF;MASC;SG	N;NOM;DEF;PL
подчинена	تابعة	подчиня-(се)	تَابِع	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
задължение	الواجب	задължение	وَاجِب	N;INDF;NEUT;SG	N;NOM;DEF;SG
задължение	الالتزام	задължение	اِلتِزَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
задължение	الالتزام	задължение	اِلتِزَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
сектора	قطاع	сектор	قِطَاع	N;DEF;MASC;SG	N;NOM;INDF;SG
ястие	الطبق	ястие	طَبِيقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
ястие	الصحن	ястие	صَحن	N;INDF;NEUT;SG	N;NOM;DEF;SG
ястие	الوجبة	ястие	وَجبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
новела	رواية	новя-(се)	رِوَايَة	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT	N;NOM;INDF;SG
брашно	الطحين	брашно	الطحين	N;INDF;NEUT;SG	N;NOM;DEF;SG
брашно	الدقيق	брашно	دَقِيق	N;INDF;NEUT;SG	N;NOM;DEF;SG
брашно	الوجبة	брашно	وَجبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
последователите	اتباع	последовател	اِتِّبَاع	N;DEF;MASC;PL	N;NOM;INDF;SG
последователите	متابعين	последовател	مُتَأَابِع	N;DEF;MASC;PL	N;NOM;INDF;PL
последователите	متابع	последовател	مُتَأَبِّع	N;DEF;MASC;PL	N;NOM;INDF;SG
златно	ذهبي	златен	ذهبي	ADV	ADJ;NOM;INDF;MASC;SG
златно	الذهبي	златен	ذَهَبِيّ	ADV	ADJ;NOM;DEF;MASC;SG
златно	ذهبية	златен	ذَهَبِيّ	ADV	ADJ;NOM;INDF;FEM;SG
златно	ذهبي	златен	ذهبي	ADV	ADJ;NOM;INDF;MASC;SG
златно	جولد	златен	جولد	ADV	
златно	غولد	златен	غُولِد	ADV	
златно	ذهب	златен	ذَهَب	ADV	V;PFV;MASC;SG;3;ACT
златно	الذهب	златен	ذَهَب	ADV	N;NOM;DEF;SG
сексуална	الجنسية	сексуален	جِنسِيَّة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
разбити	مكسور	разбия-(се)	مُكَسَّر	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
разбити	كسر	разбия-(се)	كَسر	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
разбити	مكسورة	разбия-(се)	مَكسُور	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
повишена	زاد	повиша-(се)	زَاد	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
гваделупа	غوادلوب	гваделупам	غُوَادِلُّوب	N;INDF;FEM;SG	
приоритет	اولويات	приоритет	أَولَوِيَّة	N;INDF;MASC;SG	N;NOM;INDF;PL
приоритет	الاولوية	приоритет	أَولَوِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
импулс	النبض	импулс	نَبض	N;INDF;MASC;SG	N;NOM;DEF;SG
импулс	الاندفاع	импулс	اِندِفَاع	N;INDF;MASC;SG	N;NOM;DEF;SG
репутацията	سمعة	репутация	سُمعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
диагноза	التشخيص	диагноза	تَشخِيص	N;INDF;FEM;SG	N;NOM;DEF;SG
руини	الخراب	руина	خَرَاب	N;INDF;FEM;PL	N;NOM;DEF;SG
руини	خراب	руина	خراب	N;INDF;FEM;PL	N;NOM;INDF;SG
имение	مانور	имение	مانور	N;INDF;NEUT;SG	
имение	عزبة	имение	عِزبَة	N;INDF;NEUT;SG	
проста	بسيطه	прост	بسيطه	ADJ;INDF;FEM;SG	PRO;NOM;MASC;SG;3
проста	البسيط	прост	بَسِيط	ADJ;INDF;FEM;SG	
флейта	الفلوت	флей	فِلَىت	N;INDF;FEM;SG	N;NOM;DEF;SG
флейта	الناي	флей	نَايِي	N;INDF;FEM;SG	N;NOM;DEF;SG
санто	سانتو	санто	سانتو	PROPN	
девойки	البنات	девойка	بِنت	N;INDF;FEM;PL	N;NOM;DEF;PL
девойки	الفتيات	девойка	فَتَاة	N;INDF;FEM;PL	N;NOM;DEF;PL
академични	اكاديمية	академичен	أَكَادِيمِيَّة	ADJ;INDF;PL	N;NOM;INDF;SG
академични	الاكاديمي	академичен	إِكَادِيمِيّ	ADJ;INDF;PL	N;NOM;DEF;SG
академични	الاكاديمية	академичен	إِكَادِيمِيّ	ADJ;INDF;PL	
академични	اكاديمي	академичен	إِكَادِيمِيّ	ADJ;INDF;PL	
графични	تصويري	графичен	تصويري	ADJ;INDF;PL	
десети	عاشرا	десети	عَاشِر	ADJ;INDF;MASC;SG	N;ACC;INDF;SG
десети	العاشر	десети	عَاشِر	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
десети	العاشرة	десети	عَاشِر	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
конфедерацията	الكونفدرالية	конфедерация	كُونفَرَالِيَّة	N;DEF;FEM;SG	
конфедерацията	اتحادي	конфедерация	اِتِّحَادِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
конфедерацията	الكونفدرالية	конфедерация	كُونفَرَالِيَّة	N;DEF;FEM;SG	
плаж	الشاطئ	плаж	شَاطِئ	N;INDF;MASC;SG	N;NOM;DEF;SG
плаж	بيتش	плаж	بيتش	N;INDF;MASC;SG	
плаж	الشاطيء	плаж	شَاطِيء	N;INDF;MASC;SG	N;NOM;DEF;SG
спазването	التقيد	спазване	تَقَيُّد	N;DEF;NEUT;SG	
пафос	بافوس	пафос	بافوس	PROPN;INDF;MASC;SG	
лиса	ليسا	лисе	ليسا	N;INDF;FEM;SG	
лиса	ليزا	лисе	ليزا	N;INDF;FEM;SG	
получен	استقبل	получа	اِستَقبَل	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
получен	تلقت	получа	تَلَقَّى	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
получен	استلام	получа	اِستِلَام	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
получен	وردت	получа	وَرَد	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
получен	ورد	получа	وَرَد	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
колумб	كولومبوس	колумб	كُولُومبُوس	N;INDF;MASC;SG	
взет	اخذ	взет	أَخذ	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
взет	ماخوذ	взет	ماخوذ	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
взет	تؤخذ	взет	أَخَذ	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
взет	المتخذة	взет	مُتَّخَذ	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
течности	السوائل	течност	سَائِل	N;INDF;FEM;PL	N;NOM;DEF;PL
страст	شغف	страст	شغف	N;INDF;FEM;SG	
страст	الهوى	страст	هُوَيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
страст	العاطفة	страст	عَاطِفَة	N;INDF;FEM;SG	N;NOM;DEF;SG
страст	الشغف	страст	شَغف	N;INDF;FEM;SG	N;NOM;DEF;SG
сериен	متسلسلة	сериен	مُتَسَلِّس	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
сериен	متسلسل	сериен	مُتَسَلِّس	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
сериен	المسلسل	сериен	مُسَلسَل	N;INDF;MASC;SG	
херкулес	هرقل	херкулес	هرقل	N;INDF;MASC;SG	
радиация	الاشعاع	радиация	شَعع	N;INDF;FEM;SG	N;NOM;DEF;SG
радиация	الاشعاعات	радиация	إِشعَاع	N;INDF;FEM;SG	N;NOM;DEF;PL
хюз	هيوز	хюз	هَيز	PROPN;INDF;MASC;SG	
понт	بونت	понт	بونت	PROPN;INDF;FEM;SG	
валентина	فالنتينا	валентина	فَالِنتِينَا	N;INDF;FEM;SG	
бозайниците	الثدييات	бозайник	ثَدِيِّيّ	N;DEF;MASC;PL	ADJ;NOM;DEF;FEM;PL
робъртс	روبرتس	робъртс	رُوبِرتس	N;INDF;MASC;SG	
вирус	الفيروس	вирус	فَيرُوس	N;INDF;MASC;SG	N;NOM;DEF;SG
вирус	فيروس	вирус	فَيرُوس	N;INDF;MASC;SG	
вирус	فيرس	вирус	فَيرَس	N;INDF;MASC;SG	
измама	الاحتيال	измама	اِحتِيَال	N;INDF;FEM;SG	N;NOM;DEF;SG
измама	الغش	измама	غِشّ	N;INDF;FEM;SG	N;NOM;DEF;SG
измама	الخداع	измама	خِدَاع	N;INDF;FEM;SG	N;NOM;DEF;SG
измама	مكر	измама	مَكر	N;INDF;FEM;SG	
измама	يخدع	измама	خَدَع	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
подчинен	تابعة	подчиня-(се)	تَابِع	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
спорни	الخلافية	спорен	خِلَافِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;FEM;SG
монтевидео	مونتيفيديو	монтевидео	مُونتِيفِيُو	N;INDF;MASC;SG	
монтевидео	مونتفيديو	монтевидео	مونتفيديو	N;INDF;MASC;SG	
стад	ملعب	стад	مَلعَب	PROPN;INDF;MASC;SG	N;NOM;INDF;SG
кар	كار	кар	كَار	N;INDF;MASC;SG	
кар	كار	кар	كَار	N;INDF;MASC;SG	
едисън	اديسون	едисън	أَدِيسُون	N;INDF;MASC;SG	
мок	موك	мок	موك	N;DEF;MASC;SG	
див	البرية	див	بَرِّيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
див	برية	див	بَرِّيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
див	البري	див	بَرِّيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
алтернативна	البديل	алтернативен	بَدِيل	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
алтернативна	بديل	алтернативен	بَدِيل	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
алтернативна	بديلة	алтернативен	بَدِيلَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
алтернативна	البديل	алтернативен	بَدِيل	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
алтернативна	المناوب	алтернативен	مَنُوب	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
алтернативна	بديل	алтернативен	بَدِيل	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
алтернативна	بديلة	алтернативен	بَدِيلَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
данъците	ضرائب	данък	ضَرِيبَة	N;DEF;MASC;PL	N;NOM;INDF;PL
лабораторията	مختبر	лаборатория	مُختَبِر	N;DEF;FEM;SG	N;NOM;INDF;SG
лабораторията	معمل	лаборатория	مُعمَل	N;DEF;FEM;SG	N;NOM;INDF;SG
дворци	القصور	дворец	قُصُور	N;INDF;MASC;PL	N;NOM;DEF;SG
дворци	قصور	дворец	قُصُور	N;INDF;MASC;PL	N;NOM;INDF;SG
воин	المحارب	воин	مَحرِب	N;INDF;MASC;SG	N;NOM;DEF;SG
колелото	عجلة	колело	عَجَلَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
колелото	دراجة	колело	دَرَّاجَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
конгресът	الكونغرس	конгрес	اَلكُونغرِس	N;DEF;MASC;SG	
конгресът	الكونجرس	конгрес	اَلكُونجرِس	N;DEF;MASC;SG	
конгресът	كونغرس	конгрес	كُونغرِس	N;DEF;MASC;SG	
нептун	نبتون	нептун	نبتون	N;INDF;MASC;SG	
общинска	البلدية	общински	بَلَدِيَّة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
кристин	كرستين	кристин	كَرسَة	PROPN;INDF;FEM;SG	N;NOM;INDF;DU
кристин	كريستين	кристин	كرِيسَة	PROPN;INDF;FEM;SG	
бик	الثور	бика	ثَور	N;INDF;MASC;SG	N;NOM;DEF;SG
мишка	الفارة	мишка	فَارّ	N;INDF;FEM;SG	N;NOM;DEF;SG
мишка	الفار	мишка	فَار	N;INDF;FEM;SG	
мишка	فار	мишка	فَار	N;INDF;FEM;SG	
мишка	ماوس	мишка	مَاوس	N;INDF;FEM;SG	
диктатура	الدكتاتورية	диктатура	دِكتَاتُورِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
топло	دافئة	топло	دَافِئ	ADV	ADJ;NOM;INDF;FEM;SG
топло	دافئ	топло	دَافِئ	ADV	N;NOM;INDF;SG
моят	لي	мой	لِي	DET;DEF;MASC;SG;1	
моят	ملكي	мой	ملكي	DET;DEF;MASC;SG;1	ADJ;NOM;INDF;MASC;SG
моят	الالغام	мой	لَغَم	DET;DEF;MASC;SG;1	N;NOM;DEF;PL
моят	لغم	мой	لُغم	DET;DEF;MASC;SG;1	
моят	منجم	мой	منجم	DET;DEF;MASC;SG;1	N;NOM;INDF;SG
моят	اللغم	мой	لَغم	DET;DEF;MASC;SG;1	N;NOM;DEF;SG
кока	الكوكا	кока	الكوكا	N;INDF;FEM;SG	
кока	كوكا	кока	كُوكَا	N;INDF;FEM;SG	
мелодия	ميلودي	мелодия	مَيلُود	N;INDF;FEM;SG	
мелодия	لحن	мелодия	لحن	N;INDF;FEM;SG	
мелодия	اللحن	мелодия	لَحن	N;INDF;FEM;SG	N;NOM;DEF;SG
мелодия	لحن	мелодия	لحن	N;INDF;FEM;SG	
доменико	دومينيكو	доменик	دومينيكو	N;INDF;MASC;SG	
дипломация	دبلوماسية	дипломация	دِبلُومَاسِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
дипломация	الدبلوماسية	дипломация	دِبلُومَاسِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
наблюдател	المراقب	наблюдател	مَرقِب	N;INDF;MASC;SG	N;NOM;DEF;SG
репортер	المراسل	репортер	مُرَاسِل	N;INDF;MASC;SG	N;NOM;DEF;SG
плоски	مسطح	плоска	مَسطَح	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
плоски	شقة	плоска	شَقَّة	ADJ;INDF;PL	N;NOM;INDF;SG
плоски	مسطحة	плоска	مسطحة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
емануел	ايمانويل	емануел	إِيمَانُوِيل	N;INDF;MASC;SG	
емануел	ايمانويل	емануел	إِيمَانُوِيل	N;INDF;MASC;SG	
гренада	غرينادا	гренада	غرِينَادَا	N;INDF;FEM;SG	
предателство	الخيانة	предателство	خِيَانَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
фелипе	فيليبي	фелипе	فِيلِيبِي	N;INDF;MASC;SG	
стремеж	السعي	стремеж	سَعي	N;INDF;MASC;SG	N;NOM;DEF;SG
мъченик	الشهيد	мъченик	شَهِيد	N;INDF;MASC;SG	
реформите	اصلاحات	реформа	إِصلَاح	N;DEF;FEM;PL	N;NOM;INDF;PL
кенет	كينيث	кенет	كينيث	PROPN;INDF;MASC;SG	
китайско	الصينيون	китайски	صِينِيّ	ADV	ADJ;NOM;DEF;MASC;PL
китайско	صيني	китайски	صِينِيّ	ADV	ADJ;NOM;INDF;MASC;SG
китайско	الصينية	китайски	صِينِيّ	ADV	ADJ;NOM;DEF;FEM;SG
китайско	صينية	китайски	صِينِيّ	ADV	ADJ;NOM;INDF;FEM;SG
ага	اغا	ага	أغا	N;INDF;MASC;SG	
ага	aga	ага	شَذَا	N;INDF;MASC;SG	
босненски	البوسنية	босненски	بُوسنِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
босненски	البوسنة	босненски	بُوسنَة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
специализиран	متخصص	специализирам	مُتَخَصِّص	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
