szczegółowe	podrobně	szczegółowy	podrobně	ADJ;NOM;NEUT;SG	ADV;POS
somerset	somerset	somerset	somerset	V;IPFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
atlantyku	atlantic	atlantyk	atlantic	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;POS
atlantyku	atlantik	atlantyk	atlantik	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
pytaj	požádat	pytać	požádat	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;POS;NFIN
ronald	ronald	ronald	ronald	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ronald	ronalda	ronald	ronaldo	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
parki	parku	park	park	N;NOM;MASC;PL	N;INAN;GEN;MASC;SG;POS
parki	zaparkovat	park	zaparkovat	N;NOM;MASC;PL	V;PFV;POS;NFIN
parki	park	park	park	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
parki	parků	park	park	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
konstrukcje	konstrukce	konstrukcja	konstrukce	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
hong	hong	hong	hong	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;MASC;SG;POS
rain	deště	raina	déšť		N;INAN;NOM;MASC;SG;POS
rain	déšť	raina	déšť		N;INAN;NOM;MASC;SG;POS
rain	rain	raina	rain		PROPN;INAN;NOM;MASC;SG;POS
jam	yam	ja	yam		PROPN;INAN;NOM;MASC;SG;POS
jam	jam	ja	jam		N;NOM;MASC;SG;POS
jam	džem	ja	dem		N;INAN;NOM;MASC;SG;POS
jam	jam	ja	jam		N;NOM;MASC;SG;POS
połączyć	sloučení	połączyć	sloučení	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
połączyć	kombinovat	połączyć	kombinovat	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
pętli	smyčky	pętla	smyčka		N;NOM;FEM;PL;POS
pętli	smyčka	pętla	smyčka		N;NOM;FEM;SG;POS
pętli	smyčky	pętla	smyčka		N;NOM;FEM;PL;POS
historie	příběhy	histora	příběh	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
sheffield	sheffieldu	sheffield	sheffield	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
intensywnie	intenzivní	intensywnie	intenzívní	ADV	ADJ;NOM;MASC;SG;POS
niepełnosprawnych	vypnutá	niepełnosprawny	vypnutý	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG;POS
niepełnosprawnych	postižené	niepełnosprawny	postižený	ADJ;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
niepełnosprawnych	invalidní	niepełnosprawny	invalidní	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG;POS
niepełnosprawnych	vypnuto	niepełnosprawny	vypnutý	ADJ;GEN;MASC;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
niepełnosprawnych	postižený	niepełnosprawny	postižený	ADJ;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
libii	libye	libić	libye	PROPN;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
libii	libyi	libić	libye	PROPN;GEN;FEM;SG	N;DAT;FEM;SG;POS
fizyka	fyziky	fizyk	fyzika		N;NOM;FEM;PL;POS
fizyka	fyzikální	fizyk	fyzikální		ADJ;NOM;MASC;SG;POS
fizyka	fyziku	fizyk	fyzika		N;ACC;FEM;SG;POS
fizyka	fyzika	fizyk	fyzika		N;NOM;FEM;SG;POS
islamu	islám	islam	islám		N;INAN;NOM;MASC;SG;POS
sporów	spory	spór	spor		N;INAN;NOM;MASC;PL;POS
malarzy	malíři	malarz	malíř	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
malarzy	malíře	malarz	malíř	N;ACC;MASC;PL	N;ANIM;ACC;MASC;SG;POS
jeremy	jeremy	jeremć	jerem	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
jeremy	jeremyho	jeremć	jeremy	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
nagrobek	náhrobek	nagrobek	náhrobek	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
nagrobek	hrobky	nagrobek	hrobka	N;ACC;MASC;SG	N;NOM;FEM;PL;POS
nagrobek	hrob	nagrobek	hrob	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
nagrobek	hrobka	nagrobek	hrobka	N;ACC;MASC;SG	N;NOM;FEM;SG;POS
nagrobek	náhrobek	nagrobek	náhrobek	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
haiti	haiti	haiti	hait		PROPN;NEUT;POS
calcio	calcio	calcio	calcio	INTJ	N;INAN;NOM;MASC;SG;POS
spektakl	podívanou	spektakl	podívaná	N;NOM;MASC;SG	ADJ;INS;FEM;SG;POS
spektakl	podívaná	spektakl	podívaný	N;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
przekształcenia	proměny	przekształcenie	proměna	N;NOM;NEUT;SG	N;NOM;FEM;PL;POS
dłoni	dlaní	dłoń	dlaň	N;GEN;FEM;SG	N;INS;FEM;SG;POS
dłoni	palm	dłoń	palm	N;GEN;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
dłoni	dlaň	dłoń	dlaň	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
wiara	faith	wiara	faith	N;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
wiara	víru	wiara	víra	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
jesień	podzimní	jesień	podzimní		ADJ;NOM;MASC;SG;POS
jesień	podzim	jesień	podzim		N;INAN;NOM;MASC;SG;POS
jesień	pád	jesień	pád		N;INAN;NOM;MASC;SG;POS
jesień	podzim	jesień	podzim		N;INAN;NOM;MASC;SG;POS
walczących	válčící	walczyć	válčící	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
rejestracji	registrace	rejestracja	registrace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
rejestracji	registrace	rejestracja	registrace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
rejestracji	zápis	rejestracja	zápis	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
rejestracji	registraci	rejestracja	registrace	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
myślenia	přemýšlím	myślenie	přemýšlet	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
zmiennych	proměnné	zmienny	proměnný	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;PL;POS
prześladowań	pronásledování	prześladowanie	pronásledování	N;GEN;NEUT;PL	N;NOM;NEUT;SG;POS
pułków	pluky	pułka	pluk	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
kolorado	colorada	kolorado	colorada		PROPN;NOM;FEM;SG;POS
kolorado	colorado	kolorado	colorado		PROPN;NOM;MASC;SG;POS
bezpośredni	přímé	bezpośredni	přímý		ADJ;NOM;MASC;SG;POS
bezpośredni	přímý	bezpośredni	přímý		ADJ;INAN;NOM;MASC;SG;POS
bezpośredni	direct	bezpośredni	direct		N;NOM;MASC;SG;POS
bezpośredni	přímá	bezpośredni	přímý		ADJ;NOM;FEM;SG;POS
błony	membrány	błon	membrána		N;NOM;FEM;PL;POS
derby	derby	derba	derby		N;NEUT;POS
głębokie	hluboko	głęboki	hluboko	ADJ;NOM;NEUT;SG	ADV;POS
pieszych	pěší	pieszy	pěší		ADJ;NOM;MASC;SG;POS
pieszych	chodce	pieszy	chodec		N;ANIM;NOM;MASC;PL;POS
laurent	laurent	laurent	laurent	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
przedstawiona	předložené	przedstawić	předložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
przedstawiona	předkládané	przedstawić	předkládaný	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
przedstawiona	předložila	przedstawić	předložit	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;POS;PST;V.PTCP;ACT
inicjatywa	iniciativy	inicjatywa	iniciativa	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
inicjatywa	iniciativu	inicjatywa	iniciativa	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
palermo	palermu	palermo	palerma	PROPN;NOM;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
cole	cole	cól	cole		PROPN;ANIM;NOM;MASC;SG;POS
cole	cola	cól	cola		PROPN;NOM;FEM;SG;POS
kulturowe	kulturních	kulturowy	kulturní	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL;POS
mma	mma	mma	mma		PROPN;NOM;MASC;SG;POS
usuwania	odstraňování	usuwać	odstraňování	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG;POS
usuwania	zneškodňování	usuwać	zneškodňování	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG;POS
usuwania	likvidace	usuwać	likvidace	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;POS
usuwania	odstranění	usuwać	odstranění	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG;POS
usuwania	likvidaci	usuwać	likvidace	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG;POS
gil	gil	gil	gil	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
boliwii	bolivijské	boliwia	bolivijský		ADJ;NOM;NEUT;SG;POS
boliwii	bolívie	boliwia	bolívie		PROPN;NOM;FEM;SG;POS
boliwii	bolívie	boliwia	bolívie		PROPN;NOM;FEM;SG;POS
wyrażenia	věty	wyrażenie	věta	N;NOM;NEUT;SG	N;NOM;FEM;PL;POS
wyrażenia	fráze	wyrażenie	fráze	N;NOM;NEUT;SG	N;NOM;FEM;PL;POS
wyrażenia	frází	wyrażenie	fráze	N;NOM;NEUT;SG	N;INS;FEM;SG;POS
wyrażenia	výrazů	wyrażenie	výraz	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL;POS
wyrażenia	výrazy	wyrażenie	výraz	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
gazy	gaze	gaz	gaza	N;NOM;MASC;PL	PROPN;DAT;FEM;SG;POS
edu	edu	edeb	edu		PROPN;NOM;MASC;SG;POS
nasion	osiva	nasiono	osivo		N;NOM;NEUT;SG;POS
nasion	semínka	nasiono	semínko		N;NOM;NEUT;PL;POS
nasion	semena	nasiono	semeno		N;NOM;NEUT;PL;POS
nasion	osivo	nasiono	osivo		N;NOM;NEUT;SG;POS
nasion	osiva	nasiono	osivo		N;NOM;NEUT;SG;POS
nasion	semena	nasiono	semeno		N;NOM;NEUT;PL;POS
nasion	semeno	nasiono	semeno		N;NOM;NEUT;SG;POS
nasion	osivo	nasiono	osivo		N;NOM;NEUT;SG;POS
flora	flora	flor	floro		N;NOM;FEM;SG;POS
śródziemnego	středomoří	śródziemny	středomoří	ADJ;ACC;MASC;SG	N;NOM;NEUT;SG;POS
śródziemnego	středomořské	śródziemny	středomořský	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG;POS
śródziemnego	středozemí	śródziemny	středozemí	ADJ;ACC;MASC;SG	N;NOM;NEUT;SG;POS
siódme	sedmé	siódmy	sedmý		ADJ;NOM;NEUT;SG;POS
siódme	sedmá	siódmy	sedmý		ADJ;NOM;FEM;SG;POS
siódme	sedmý	siódmy	sedmý		ADJ;INAN;NOM;MASC;SG;POS
esp	esp	espy	esp		PROPN;NOM;MASC;SG;POS
phillips	phillips	phillips	phillips	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
jiří	jiří	jiří	jiřit	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
seine	seine	seiny	seine		PROPN;INAN;NOM;MASC;SG;POS
antwerpii	antverpách	antwerpia	antverpa	PROPN;NOM;MASC;SG	N;DAT;FEM;PL;POS
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	PROPN;INAN;MASC;POS
poczęcia	početí	począć	početí	N;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
poczęcia	koncepce	począć	koncepce	N;GEN;NEUT;SG	N;NOM;FEM;SG;POS
poczęcia	pojetí	począć	pojetí	N;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
chaos	chaosu	chaos	chaos	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
ustaw	sada	ustawa	sada	V;IPFV;IMP;SG;2;FIN;ACT	N;NOM;FEM;SG;POS
ustaw	set	ustawa	sto	V;IPFV;IMP;SG;2;FIN;ACT	N;NOM;NEUT;PL;POS
ustaw	nastavit	ustawa	nastavit	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;POS;NFIN
dialog	dialogu	dialog	dialog	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
dialog	dialogy	dialog	dialog	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
sztuczne	uměle	sztuczny	uměle	ADJ;NOM;NEUT;SG	ADV;POS
baltimore	baltimoru	baltimor	baltimor	N;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
baltimore	baltimore	baltimor	baltimore	N;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
uwięziony	uvězněni	uwięzić	uvězněný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
ogrodzie	zahrady	ogród	zahrada	N;DAT;MASC;SG	N;NOM;FEM;PL;POS
ogrodzie	zahrada	ogród	zahrada	N;DAT;MASC;SG	N;NOM;FEM;SG;POS
ogrodzie	zahradní	ogród	zahradní	N;DAT;MASC;SG	ADJ;NOM;MASC;SG;POS
robertson	robertson	robertson	robertson	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
apple	jablko	appo	jablko		N;NOM;NEUT;SG;POS
apple	jablečný	appo	jablečný		ADJ;INAN;NOM;MASC;SG;POS
apple	apple	appo	apple		N;INAN;NOM;MASC;SG;POS
apple	jablka	appo	jablko		N;NOM;NEUT;PL;POS
iwona	yvonne	iwon	Yvonne	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
galaktyk	galaxie	galaktyk	galaxie	N;GEN;MASC;PL	N;NOM;FEM;SG;POS
galaktyk	galaxií	galaktyk	galaxie	N;GEN;MASC;PL	N;INS;FEM;SG;POS
wiosna	jarní	wiosna	jarní		ADJ;NOM;MASC;SG;POS
wiosna	jaro	wiosna	jaro		N;NOM;NEUT;SG;POS
rządowe	vládou	rządowy	vláda	ADJ;NOM;NEUT;SG	N;INS;FEM;SG;POS
rządowe	vláda	rządowy	vláda	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;POS
rządowe	vlády	rządowy	vláda	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL;POS
śpiewa	zpívání	śpiewać	zpívání	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
śpiewa	zpěv	śpiewać	zpěv	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
śpiewa	zpívám	śpiewać	zpívam	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
przekonany	přesvědčil	przekonany	přesvědčit	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
kaliber	ráže	kaliber	ráže		N;NOM;FEM;SG;POS
kaliber	kalibr	kaliber	kalibr		N;INAN;NOM;MASC;SG;POS
kaliber	ráže	kaliber	ráže		N;NOM;FEM;SG;POS
kaliber	kalibr	kaliber	kalibr		N;INAN;NOM;MASC;SG;POS
kaliber	ráži	kaliber	ráže		N;ACC;FEM;SG;POS
jessica	jessicu	jessica	jessice	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
bibliotekę	knihovna	biblioteka	knihovna	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
bibliotekę	knihovny	biblioteka	knihovna	N;ACC;FEM;SG	N;NOM;FEM;PL;POS
bibliotekę	knihovně	biblioteka	knihovna	N;ACC;FEM;SG	N;DAT;FEM;SG;POS
moritz	moritz	moritz	moritz	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;ANIM;NOM;MASC;SG;POS
din	din	din	din		PROPN;MASC;POS
osobowość	osobnosti	osobowość	osobnost	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
zarejestrowany	zapsané	zarejestrować	zapsaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
zarejestrowany	zaznamenané	zarejestrować	zaznamenaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
zarejestrowany	nahrané	zarejestrować	nahraný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
child	dítě	child	dítě		N;NOM;NEUT;SG;POS
child	dětská	child	dětský		ADJ;NOM;FEM;SG;POS
podejścia	přístupy	podejść	přístup	N;GEN;NEUT;SG	N;INAN;NOM;MASC;PL;POS
podejścia	přístupů	podejść	přístup	N;GEN;NEUT;SG	N;INAN;GEN;MASC;PL;POS
podejścia	přiblížení	podejść	přiblížení	N;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
podejścia	přistupovat	podejść	přistupovat	N;GEN;NEUT;SG	V;IPFV;POS;NFIN
podejścia	přístup	podejść	přístup	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG;POS
okładki	krýt	okładka	krýt	N;ACC;FEM;PL	V;POS;NFIN
okładki	obal	okładka	obal	N;ACC;FEM;PL	N;INAN;NOM;MASC;SG;POS
okładki	krytí	okładka	krytí	N;ACC;FEM;PL	N;NOM;NEUT;SG;POS
okładki	pokrytí	okładka	pokrytí	N;ACC;FEM;PL	N;NOM;NEUT;SG;POS
okładki	kryty	okładka	krytý	N;ACC;FEM;PL	ADJ;INAN;PL;POS;V.PTCP;PASS
okładki	zahrnuje	okładka	zahrnovat	N;ACC;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
volley	salvu	volley	salva		N;ACC;FEM;SG;POS
url	url	urla	url		N;NOM;NEUT;SG;POS
rzymian	římané	rzymianin	římaný		N;ANIM;NOM;MASC;PL;POS
rzymian	římany	rzymianin	říman		N;ANIM;INS;MASC;PL;POS
zaproszony	pozvaní	zaprosić	pozvaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;PL;POS
zaproszony	pozval	zaprosić	pozvat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
zaproszony	pozváni	zaprosić	pozvaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
zbiorowe	kolektivu	zbiorowy	kolektiv	ADJ;NOM;NEUT;SG	N;INAN;GEN;MASC;SG;POS
reprezentujący	zastupování	reprezentować	zastupování	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;NEUT;SG;POS
wież	věže	wież	věž	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
ostro	drsná	ostro	drsný		ADJ;NOM;FEM;SG;POS
ostro	hrubý	ostro	hrubý		ADJ;INAN;NOM;MASC;SG;POS
ostro	drsné	ostro	drsný		ADJ;NOM;NEUT;SG;POS
ostro	drsný	ostro	drsný		ADJ;INAN;NOM;MASC;SG;POS
kość	kosti	kość	kost	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
kość	kostí	kość	kost	N;NOM;FEM;SG	N;INS;FEM;SG;POS
kość	bone	kość	bon	N;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
sucha	suchá	suchy	suchý		ADJ;NOM;FEM;SG;POS
sucha	suché	suchy	suchý		ADJ;NOM;NEUT;SG;POS
sucha	sucho	suchy	sucho		N;NOM;NEUT;SG;POS
sucha	suchý	suchy	suchý		ADJ;INAN;NOM;MASC;SG;POS
lokomotywy	lokomotivy	lokomotywa	lokomotiva	N;ACC;FEM;PL	N;NOM;FEM;PL;POS
lokomotywy	lokomotiva	lokomotywa	lokomotiva	N;ACC;FEM;PL	N;NOM;FEM;SG;POS
lokomotywy	lokomotivy	lokomotywa	lokomotiva	N;ACC;FEM;PL	N;NOM;FEM;PL;POS
zagrzeb	záhřeb	zagrzeb	záhřeba	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
bibliotek	knihovny	bibliotek	knihovna	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
tomáš	tomáš	tomry	tomáš	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
stawy	kloubů	stawa	kloub	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
skamieniałości	fosílie	skamieniałość	fosílie	N;ACC;FEM;PL	N;NOM;FEM;PL;POS
księżniczki	princess	księżniczka	princess	N;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
księżniczki	princezna	księżniczka	princezna	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
księżniczki	princezny	księżniczka	princezna	N;GEN;FEM;SG	N;NOM;FEM;PL;POS
księżniczki	princezny	księżniczka	princezna	N;GEN;FEM;SG	N;NOM;FEM;PL;POS
kopiowania	kopírování	kopiować	kopírování	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG;POS
miles	miles	miles	miles		PROPN;ANIM;NOM;MASC;SG;POS
miles	kilometry	miles	kilometr		N;INAN;NOM;MASC;PL;POS
miles	mil	miles	milión		N;INAN;MASC;POS
miles	míle	miles	míla		N;NOM;FEM;PL;POS
mongolii	mongolsko	mongolia	mongolský		PROPN;NOM;NEUT;SG;POS
tabor	tabor	tabor	tabor	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
utrata	prohra	utratać	prohra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG;POS
utrata	ztráty	utratać	ztráta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL;POS
utrata	ztráta	utratać	ztráta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG;POS
utrata	prohra	utratać	prohra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG;POS
weber	weber	weber	weber		PROPN;ANIM;NOM;MASC;SG;POS
zatwierdzony	schválené	zatwierdzić	schválený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
zatwierdzony	schválena	zatwierdzić	schválený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
potocki	potocki	potocka	potocek	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;POS
michelle	michelle	michelle	michelle	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
baden	baden	baden	baden		PROPN;INAN;NOM;MASC;SG;POS
przestępstwa	přestupky	przestępstwo	přestupek	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
przestępstwa	zločiny	przestępstwo	zločin	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
alma	alma	alma	alma		PROPN;NOM;FEM;SG;POS
jutro	zítřek	jutro	zítřek	ADV	N;INAN;NOM;MASC;SG;POS
ostre	ostrý	ostry	ostrý		ADJ;INAN;NOM;MASC;SG;POS
ostre	ostře	ostry	ostře		ADV;POS
ostre	ostré	ostry	ostrý		ADJ;NOM;NEUT;SG;POS
ostre	ostrá	ostry	ostrý		ADJ;NOM;FEM;SG;POS
ostre	pikantní	ostry	pikantní		ADJ;NOM;MASC;SG;POS
ostre	akutní	ostry	akutní		ADJ;NOM;MASC;SG;POS
luftwaffe	luftwaffe	luftwaffe	luftwaffe		N;NOM;FEM;SG;POS
szybkość	otáčky	szybkość	otáčka	N;ACC;FEM;SG	N;NOM;FEM;PL;POS
szybkość	speed	szybkość	speed	N;ACC;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
szybkość	rychlost	szybkość	rychlost	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
szybkość	rychlosti	szybkość	rychlost	N;ACC;FEM;SG	N;NOM;FEM;PL;POS
podgatunki	poddruh	podgatunka	poddruh	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
tychy	tychy	tychy	tychy		PROPN;NOM;MASC;SG;POS
pytań	otázky	pytanie	otázka	N;GEN;NEUT;PL	N;NOM;FEM;PL;POS
pytań	dotazy	pytanie	dotaz	N;GEN;NEUT;PL	N;INAN;NOM;MASC;PL;POS
software	softwaru	softwary	software		N;INAN;GEN;MASC;SG;POS
software	software	softwary	software		N;INAN;NOM;MASC;SG;POS
zatopiony	potopil	zatopić	potopit	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
wiktorii	viktorie	wiktoria	viktorie	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
wiktorii	victorie	wiktoria	victorie	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
wiktorii	victoria	wiktoria	victorium	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
giorgio	giorgio	giorgio	giorgio		PROPN;ANIM;NOM;MASC;SG;POS
alejandro	alejandro	alejandro	alejandro	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sandra	sandro	sandra	sandro	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
sandra	sandra	sandra	sandra	PROPN;NOM;FEM;SG	N;NOM;FEM;SG;POS
wallace	wallace	wallace	wallace		PROPN;ANIM;NOM;MASC;SG;POS
wellington	wellington	wellington	wellington		PROPN;INAN;NOM;MASC;SG;POS
następna	další	następny	další		ADJ;NOM;MASC;SG;POS
następna	dále	następny	dále		ADV
wyroby	článků	wyrób	článek	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
wyroby	produktů	wyrób	produkt	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
strategii	strategie	strategia	strategie	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
strategii	strategie	strategia	strategie	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
strategii	strategii	strategia	strategie	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
informuje	informujte	informować	informovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
świeckich	sekulární	świecki	sekulární	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG;POS
emmy	emmy	emmy	emma	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;FEM;SG;POS
nadzoru	dohled	nadzór	dohled	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzoru	dozor	nadzór	dozor	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzoru	sledování	nadzór	sledování	N;GEN;MASC;SG	N;NOM;NEUT;SG;POS
nadzoru	dohled	nadzór	dohled	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzoru	dozor	nadzór	dozor	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
