modificación	modifikation	modificación	modifikation	N;FEM;SG	ADJ
directorio	verzeichnisse	directorio	verzeichnis	N;MASC;SG	
square	square	square	squar	N;MASC;SG	PROPN
square	rechteck	square	rechteck	N;MASC;SG	
square	quadratisch	square	quadratisch	N;MASC;SG	ADJ
square	quadrat	square	quadrat	N;MASC;SG	
square	platz	square	platz	N;MASC;SG	ADV
leones	löwen	león	löwen	N;MASC;PL	
leones	löwe	león	löwe	N;MASC;PL	
leones	lions	león	lions	N;MASC;PL	PROPN;NOM
amy	amy	amy	amy	N;FEM;SG	PROPN;NOM;SG
prohibición	sperren	prohibición	sperren	N;FEM;SG	V;NFIN
prohibición	ban	prohibición	ban	N;FEM;SG	
prohibición	bann	prohibición	binnen	N;FEM;SG	ADV
prohibición	verbot	prohibición	verbieten	N;FEM;SG	V;IND;SG;3;PST;FIN
prohibición	verbots	prohibición	verbots	N;FEM;SG	
prohibición	verbot	prohibición	verbieten	N;FEM;SG	V;IND;SG;3;PST;FIN
autovía	autobahn	autovía	Autobahn	N;FEM;SG	ADJ
autovía	highway	autovía	highway	N;FEM;SG	PROPN
notablemente	bemerkenswert	notablemente	bemerkenswert	ADV	ADJ
notablemente	spürbar	notablemente	spürbar	ADV	ADJ
notablemente	merklich	notablemente	merklich	ADV	ADJ
dean	dekan	dear	dekan	PROPN	N
dean	dean	dear	dean	PROPN	PROPN;NOM;MASC;SG
alusión	anspielung	alusión	anspielung	N;FEM;SG	
leonor	eleanor	leonor	eleanor	N;FEM;SG	PROPN;NOM;SG
leonor	eleonore	leonor	eleonore	N;FEM;SG	PROPN;NOM;FEM;SG
leonor	leonor	leonor	leonor	N;FEM;SG	PROPN;NOM;SG
irregular	ungleiche	irregular	ungleich	ADJ;SG	ADJ;NOM;FEM;PL
irregular	unregelmäßige	irregular	unregelmäßig	ADJ;SG	ADJ;NOM;FEM;PL
consecutivos	aufeinander	consecutivo	aufeinander	ADJ;MASC;PL	ADV
escudos	schilde	escudo	schild	N;MASC;PL	
escudos	schutzschild	escudo	schutzschild	N;MASC;PL	ADJ
operar	betriebssystem	operar	betriebssystem	V;NFIN	ADJ
films	filmen	film	filmen	N;MASC;PL	V;NFIN
films	filme	film	filmen	N;MASC;PL	
terapia	therapien	terapia	therapien	N;FEM;SG	N;NOM;PL
terapia	behandlung	terapia	behandlung	N;FEM;SG	
instalado	eingebaut	instalado	einbauen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
instalado	installierte	instalado	installieren	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
instalado	installiert	instalado	installieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
instalado	installierten	instalado	installiert	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
fallo	scheitern	fallo	scheitern	N;MASC;SG	V;NFIN
fallo	versagen	fallo	versagen	N;MASC;SG	V;NFIN
fallo	fehlschlag	fallo	fehlschlagen	N;MASC;SG	ADJ
fallo	ausfall	fallo	ausfall	N;MASC;SG	
barro	dreck	barro	dreck	N;MASC;SG	ADV
barro	schlamm	barro	schlamm	N;MASC;SG	ADJ
barro	lehm	barro	lehm	N;MASC;SG	
barro	ton	barro	ton	N;MASC;SG	
barro	clay	barro	clay	N;MASC;SG	PROPN;NOM;SG
banca	bänke	banca	bänken	N;FEM;SG	N;NOM;PL
banca	bank	banca	bank	N;FEM;SG	
banca	banken	banca	banken	N;FEM;SG	N;PL
banca	bankgeschäft	banca	bankgeschäft	N;FEM;SG	ADJ
banca	bankwesen	banca	bankwesen	N;FEM;SG	ADJ
banca	bankgeschäfte	banca	bankgeschäft	N;FEM;SG	ADJ;NOM;SG
banca	banca	banca	banca	N;FEM;SG	PROPN;NOM;MASC;SG
banca	bankiers	banca	bankiers	N;FEM;SG	
banca	bankier	banca	bankei	N;FEM;SG	PROPN;NOM;SG
banca	banker	banca	bank	N;FEM;SG	ADJ
banca	banken	banca	banken	N;FEM;SG	N;PL
banca	bank	banca	bank	N;FEM;SG	
acompañada	begleiteten	acompañado	begleiten	ADJ;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
acompañada	begleitet	acompañado	begleiten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
acompañada	begleitete	acompañado	begleiten	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
luchadores	ringer	luchador	ring	N;MASC;PL	ADJ
luchadores	wrestler	luchador	wrestler	N;MASC;PL	ADJ
luchadores	fighter	luchador	fight	N;MASC;PL	ADJ
luchadores	kämpfer	luchador	kämpfer	N;MASC;PL	ADJ
stuttgart	stuttgart	stuttgart	stuttgart	N;MASC;SG	PROPN;NOM;SG
edificación	bauwesen	edificación	bauwesen	N;FEM;SG	
edificación	baugewerbe	edificación	baugewerbe	N;FEM;SG	
edificación	bauen	edificación	bauen	N;FEM;SG	V;NFIN
edificación	gebäude	edificación	gebäude	N;FEM;SG	ADJ
riesgos	risiken	riesgo	risik	N;MASC;PL	V;NFIN
riesgos	gefährdungen	riesgo	gefährdung	N;MASC;PL	V;NFIN
riesgos	gefahren	riesgo	fahren	N;MASC;PL	V;V.PTCP
riesgos	gefährdung	riesgo	gefährdung	N;MASC;PL	N;FEM;SG
riesgos	risiken	riesgo	risik	N;MASC;PL	V;NFIN
riesgos	risiko	riesgo	risiko	N;MASC;PL	
riesgos	risiken	riesgo	risik	N;MASC;PL	V;NFIN
riesgos	gefahr	riesgo	gefahren	N;MASC;PL	
riesgos	gefährdung	riesgo	gefährdung	N;MASC;PL	N;FEM;SG
riesgos	risiko	riesgo	risiko	N;MASC;PL	
eco	umweltmanagement	eco	umweltmanagement		ADJ
eco	öko	eco	öko		
acosta	acosta	acostar	acosta	N;MASC;SG	PROPN;NOM;SG
never	niemals	never	niemals	N	ADV
never	never	never	never	N	PROPN
never	nie	never	nie	N	ADV
apellidos	nachname	apellido	nachname	N;MASC;PL	
apellidos	familiennamen	apellido	familiennam	N;MASC;PL	V;FIN
apellidos	familienname	apellido	familiennam	N;MASC;PL	ADJ
apellidos	nachnamen	apellido	nachnamen	N;MASC;PL	V;NFIN
apellidos	nachname	apellido	nachname	N;MASC;PL	
apellidos	familienname	apellido	familiennam	N;MASC;PL	ADJ
apellidos	vorname	apellido	vornam	N;MASC;PL	
apellidos	nachnamen	apellido	nachnamen	N;MASC;PL	V;NFIN
polaca	polnischen	polaco	polnisch	ADJ;FEM;SG	ADJ;NOM;MASC;PL
polaca	polnische	polaco	polnisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
class	klasse	clas	klasse	N;FEM;SG	ADJ
class	baureihe	clas	baureihe	N;FEM;SG	ADJ;NOM;FEM;SG
class	klassen	clas	klassen	N;FEM;SG	N;NOM;PL
presentadora	moderator	presentador	moderator	N;FEM;SG	
presentadora	moderatorin	presentador	moderatorin	N;FEM;SG	ADJ
presentadora	sprecherin	presentador	sprecherin	N;FEM;SG	ADJ
presentadora	moderatoren	presentador	moderator	N;FEM;SG	N;NOM;PL
comisario	kommissarin	comisario	kommissarin	N;MASC;SG	PROPN;NOM;SG
comisario	kommissar	comisario	kommissar	N;MASC;SG	PROPN
comisario	sheriffs	comisario	sheriffs	N;MASC;SG	N;NOM;FEM;PL
comisario	polizei	comisario	polizei	N;MASC;SG	ADJ
comisario	sheriff	comisario	sheriff	N;MASC;SG	PROPN
comisario	kommissarin	comisario	kommissarin	N;MASC;SG	PROPN;NOM;SG
comisario	kommissar	comisario	kommissar	N;MASC;SG	PROPN
comisario	prüfer	comisario	prüfer	N;MASC;SG	
comisario	inspektor	comisario	inspektor	N;MASC;SG	
comisario	kommissar	comisario	kommissar	N;MASC;SG	PROPN
comisario	inspector	comisario	inspector	N;MASC;SG	PROPN;NOM;MASC;SG
comisario	inspektoren	comisario	inspektor	N;MASC;SG	N;PL
comisario	marschall	comisario	marschall	N;MASC;SG	ADJ
comisario	marshall	comisario	marshall	N;MASC;SG	PROPN
comisario	marshal	comisario	marshal	N;MASC;SG	PROPN;NOM;SG
decenas	ten	decena	ten	N;FEM;PL	PROPN;NOM;SG
decenas	dutzend	decena	dutzend	N;FEM;PL	ADJ
decenas	dutzenden	decena	dutzend	N;FEM;PL	ADJ;PL
decenas	dutzende	decena	dutzende	N;FEM;PL	ADJ;NOM;FEM;PL
campana	klingel	campana	klingel	N;FEM;SG	
campana	glocken	campana	glock	N;FEM;SG	N;NOM;PL
campana	bell	campana	bell	N;FEM;SG	PROPN;NOM;MASC;SG
pib	gdp	pib	gdp	N;MASC;SG	
pib	bruttoinlandsprodukt	pib	bruttoinlandsprodukt	N;MASC;SG	ADJ
tía	tante	tía	tanen	N;FEM;SG	
tía	tante	tía	tanen	N;FEM;SG	
tía	tante	tía	tanen	N;FEM;SG	
rivalidad	rivalität	rivalidad	rivalität	N;FEM;SG	ADJ
rivalidad	konkurrenzkampf	rivalidad	konkurrenzkampf	N;FEM;SG	ADV
rivalidad	feindschaft	rivalidad	feindschaft	N;FEM;SG	
húmedo	feuchten	húmedo	feucht	ADJ;MASC;SG	V;FIN
húmedo	feuchten	húmedo	feucht	ADJ;MASC;SG	V;FIN
húmedo	wet	húmedo	wet	ADJ;MASC;SG	
húmedo	nasse	húmedo	naß	ADJ;MASC;SG	N;NOM;FEM;SG
embajadores	botschafter	embajador	botschafter	N;MASC;PL	ADJ
hospitales	krankenhäuser	hospital	krankenhaus	N;MASC;PL	ADJ
hospitales	lazarett	hospital	lazarett	N;MASC;PL	ADJ
hospitales	krankenhaus	hospital	krankenhaus	N;MASC;PL	ADJ
hospitales	spital	hospital	spital	N;MASC;PL	PROPN;SG
hospitales	krankenhäusern	hospital	krankenhäusern	N;MASC;PL	ADJ
hospitales	krankenhäuser	hospital	krankenhaus	N;MASC;PL	ADJ
hospitales	krankenhaus	hospital	krankenhaus	N;MASC;PL	ADJ
morelos	morelos	morelo	morelos	N;MASC;PL	PROPN;NOM;SG
astronomía	astronomie	astronomía	astronomie	N;FEM;SG	
astronomía	astronomischen	astronomía	astronomisch	N;FEM;SG	ADJ
leal	leal	leal	leal	ADJ;SG	
terroristas	terroristische	terrorista	terroristisch	N;PL	ADJ;NOM;FEM;PL
terroristas	terrorist	terrorista	terrorest	N;PL	ADJ
terroristas	terrorismus	terrorista	terrorismus	N;PL	PROPN
terroristas	terroristischen	terrorista	terroristisch	N;PL	ADJ
visuales	visuellen	visual	visuell	ADJ;PL	ADJ;ACC;SG
establecimientos	niederlassungen	establecimiento	niederlassingen	N;MASC;PL	V;NFIN
establecimientos	einrichtungen	establecimiento	einrichtung	N;MASC;PL	V;NFIN
recopilación	kompilieren	recopilación	kompilieren	N;FEM;SG	V;NFIN
guido	guido	guido	guido	PROPN	PROPN;NOM;MASC;SG
comisiones	aufträge	comisión	aufträg	N;FEM;PL	ADJ
comisiones	gremien	comisión	gremien	N;FEM;PL	ADJ
comisiones	ausschüsse	comisión	ausschüssen	N;FEM;PL	
comisiones	ausschüssen	comisión	ausschüssen	N;FEM;PL	V;NFIN
detención	verhaften	detención	verhaften	N;FEM;SG	V;NFIN
detención	festnehmen	detención	festnehmen	N;FEM;SG	V;NFIN
detención	gefangenschaft	detención	gefangenschaft	N;FEM;SG	ADJ
detención	gewahrsam	detención	gewahrsam	N;FEM;SG	ADJ
detención	haft	detención	haft	N;FEM;SG	ADJ
algoritmo	algorithmus	algoritmo	algorithmus	N;MASC;SG	PROPN
algoritmo	algorithmen	algoritmo	algorithmen	N;MASC;SG	N;NOM;PL
inversiones	investition	inversión	investition	N;FEM;PL	ADJ
inversiones	investitionen	inversión	investitionen	N;FEM;PL	V;NFIN
inversiones	investition	inversión	investition	N;FEM;PL	ADJ
inversiones	investitionen	inversión	investitionen	N;FEM;PL	V;NFIN
criaturas	viecher	criatura	viech	N;FEM;PL	
criaturas	lebewesen	criatura	lebewesen	N;FEM;PL	
criaturas	wesen	criatura	wesen	N;FEM;PL	N;NOM;NEUT;SG
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;NOM;MASC;SG
mercancías	waren	mercancía	sein	N;FEM;PL	V;IND;PL;3;PST;FIN
mercancías	güter	mercancía	gut	N;FEM;PL	
mercancías	grundstoffe	mercancía	grundstoff	N;FEM;PL	
mercancías	waren	mercancía	sein	N;FEM;PL	V;IND;PL;3;PST;FIN
mercancías	rohstoffe	mercancía	rohstoff	N;FEM;PL	PROPN
mercancías	luftfracht	mercancía	luftfracht	N;FEM;PL	ADJ
mercancías	fracht	mercancía	frachen	N;FEM;PL	ADJ
mercancías	güterbeförderung	mercancía	güterbeförderung	N;FEM;PL	ADJ
mercancías	güterverkehr	mercancía	güterverkehr	N;FEM;PL	ADJ
mercancías	ware	mercancía	sein	N;FEM;PL	N;NOM;SG
mercancías	warenhandel	mercancía	warenhandel	N;FEM;PL	
mercancías	waren	mercancía	sein	N;FEM;PL	V;IND;PL;3;PST;FIN
construye	konstrukte	construir	konstrukt	V;IND;SG;3;PRS;FIN	ADJ;NOM;PL
construye	build	construir	build	V;IND;SG;3;PRS;FIN	PROPN
ten	zehn	tener	zehn	V;IND;SG;2;PRS;FIN	NUM
ten	ten	tener	ten	V;IND;SG;2;PRS;FIN	PROPN;NOM;SG
jennifer	jennifer	jennifer	jennifer	N;FEM;SG	PROPN;NOM;MASC;SG
marinas	meeres	marina	meer	N;FEM;PL	
marinas	marine	marina	marin	N;FEM;PL	N;NOM;FEM;SG
marinas	marinas	marina	marinas	N;FEM;PL	PROPN;NOM;SG
tela	tuch	tela	tach	N;FEM;SG	
tela	lappen	tela	lappen	N;FEM;SG	V;NFIN
tela	stoff	tela	stoff	N;FEM;SG	
tela	stoff	tela	stoff	N;FEM;SG	
tela	gewebe	tela	geweben	N;FEM;SG	
ataca	angriffe	atacar	angreifen	V;IND;SG;3;PRS;FIN	N;NOM;PL
ataca	anschläge	atacar	anschläg	V;IND;SG;3;PRS;FIN	
ataca	angriff	atacar	angreifen	V;IND;SG;3;PRS;FIN	N
ataca	attack	atacar	attack	V;IND;SG;3;PRS;FIN	PROPN
ataca	attacke	atacar	attacke	V;IND;SG;3;PRS;FIN	ADJ;NOM;SG
ataca	anschlag	atacar	anschlagen	V;IND;SG;3;PRS;FIN	N;SG
lorca	lorca	lorca	lorca	N;FEM;SG	PROPN
serra	serra	ser	serra	N;FEM;SG	PROPN
refugiados	flüchtlinge	refugiado	flüchtlinge	N;MASC;PL	ADJ;NOM;FEM;PL
refugiados	flüchtling	refugiado	flüchtlingen	N;MASC;PL	ADJ
refugiados	flüchtlinge	refugiado	flüchtlinge	N;MASC;PL	ADJ;NOM;FEM;PL
refugiados	flüchtlingen	refugiado	flüchtlingen	N;MASC;PL	ADJ
refugiados	flüchtling	refugiado	flüchtlingen	N;MASC;PL	ADJ
cantera	steinbruch	cantera	steinbruch	N;FEM;SG	PROPN
marcel	marcel	marcel	marcel	PROPN	PROPN;NOM;MASC;SG
mancomunidad	commonwealth	mancomunidad	commonwealth	N;FEM;SG	ADJ
dylan	dylan	dylar	dylan	PROPN	PROPN;NOM;MASC;SG
harold	harold	harold	harold	N;MASC;SG	PROPN;NOM;MASC;SG
descubridor	entdecker	descubridor	entdecker	N;MASC;SG	ADJ
énfasis	schwerpunkt	énfasis	schwerpunkt	N;MASC	ADJ
combinado	kombiniert	combinado	kombinieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
combinado	kombinierte	combinado	kombiniert	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
combinado	kombinierten	combinado	kombiniert	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
combinado	kombination	combinado	kombination	ADJ;MASC;SG;V.PTCP	N;SG
almagro	almagro	almagro	almagro	N;MASC;SG	PROPN;NOM;MASC;SG
revisar	rezension	revisar	rezension	V;NFIN	ADJ
revisar	bewertung	revisar	bewertung	V;NFIN	ADJ
revisar	rückblick	revisar	rückblick	V;NFIN	PROPN
revisar	überprüfung	revisar	überprüfung	V;NFIN	N;NOM;FEM;SG
brothers	brüdern	brothers	brüdern	N;MASC;PL	
brothers	brothers	brothers	brothers	N;MASC;PL	PROPN;NOM;SG
potter	potter	potter	pott	N;MASC;SG	PROPN;NOM;SG
circo	cirque	circo	cirque	N;MASC;SG	PROPN;NOM;SG
circo	zirkus	circo	zirkus	N;MASC;SG	
circo	circus	circo	circus	N;MASC;SG	
robo	diebstahls	robo	diebstahls	N;MASC;SG	ADV
robo	diebstahl	robo	diebstahl	N;MASC;SG	
robo	robo	robo	robo	N;MASC;SG	PROPN;NOM;SG
robo	überfall	robo	überfall	N;MASC;SG	ADJ
robo	raubüberfall	robo	raubüberfall	N;MASC;SG	ADJ
robo	diebstahl	robo	diebstahl	N;MASC;SG	
robo	einbruch	robo	einbruchen	N;MASC;SG	V;IND;SG;3;FIN
robo	klauen	robo	klau	N;MASC;SG	V;NFIN
robo	stehlen	robo	stehlen	N;MASC;SG	V;NFIN
modificado	abgeändert	modificado	abändern	ADJ;MASC;SG;V.PTCP	V;V.PTCP
modificado	modifiziert	modificado	modifizieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
modificado	geändert	modificado	ändern	ADJ;MASC;SG;V.PTCP	V;V.PTCP
modificado	verändert	modificado	verändern	ADJ;MASC;SG;V.PTCP	V;V.PTCP
angola	angola	angola	angola	N;FEM;SG	PROPN;NOM;MASC;SG
angola	angolanischen	angola	angolanisch	N;FEM;SG	ADJ;NOM;MASC;PL
contactos	kontaktaufnahme	contacto	kontaktaufnahme	N;MASC;PL	ADJ;SG
contactos	kontakte	contacto	kontakt	N;MASC;PL	ADJ
contactos	kontakt	contacto	kontakt	N;MASC;PL	N;NOM;SG
contactos	kontaktieren	contacto	kontaktieren	N;MASC;PL	V;NFIN
contactos	ansprechpartner	contacto	ansprechpartner	N;MASC;PL	ADJ
contactos	kontaktaufnahme	contacto	kontaktaufnahme	N;MASC;PL	ADJ;SG
contactos	kontakte	contacto	kontakt	N;MASC;PL	ADJ
contactos	kontakt	contacto	kontakt	N;MASC;PL	N;NOM;SG
contactos	kontaktpersonen	contacto	kontaktperson	N;MASC;PL	ADJ
contactos	ansprechpartner	contacto	ansprechpartner	N;MASC;PL	ADJ
conservado	einbehalten	conservar	einbehalten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
conservado	beibehalten	conservar	beibehalten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
conservado	behalten	conservar	behalten	ADJ;MASC;SG;V.PTCP	V;NFIN
conservado	konserviert	conservar	konservieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
conservado	bewahrt	conservar	bewahren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
conservado	konserviert	conservar	konservieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
exploradores	pfadfinder	explorador	pfadfind	N;MASC;PL	ADJ
exploradores	scouts	explorador	scouts	N;MASC;PL	ADJ
exploradores	späher	explorador	späh	N;MASC;PL	
exploradores	forscher	explorador	forsch	N;MASC;PL	ADJ
exploradores	entdecker	explorador	entdecker	N;MASC;PL	ADJ
hudson	hudson	hudson	hudson	N;MASC;SG	PROPN;NOM;MASC;SG
pampa	pampa	pampa	pampa	N;FEM;SG	PROPN
flauta	flöte	flauta	flöt	N;FEM;SG	N;NOM;FEM;PL
hormigón	konkret	hormigón	konkret	N;MASC;SG	ADJ
hormigón	konkrete	hormigón	konkret	N;MASC;SG	ADJ;NOM;FEM;PL
hormigón	beton	hormigón	beton	N;MASC;SG	
hormigón	konkreten	hormigón	konkret	N;MASC;SG	
autoría	urheberschaft	autoría	urheberschaft	N;FEM;SG	ADJ
autoría	authoring	autoría	authoring	N;FEM;SG	ADJ
pinto	pinto	pinto	pinto	N;MASC;SG	PROPN;NOM;SG
jugaron	spielte	jugar	spielen	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
odio	haß	odio	haßen	N;MASC;SG	
odio	hass	odio	hassen	N;MASC;SG	
odio	hasse	odio	hassen	N;MASC;SG	
odio	haß	odio	haßen	N;MASC;SG	
odio	hassen	odio	hassen	N;MASC;SG	V;NFIN
odio	hate	odio	haben	N;MASC;SG	PROPN;NOM;SG
odio	hass	odio	hassen	N;MASC;SG	
cauca	cauca	cauca	cauca	N;MASC;SG	PROPN;NOM;SG
nocturno	nächtliche	nocturno	nächtlich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
nocturno	nacht	nocturno	nacht	ADJ;MASC;SG	N
nocturno	nachtleben	nocturno	nachtleben	ADJ;MASC;SG	V;NFIN
nocturno	nachts	nocturno	nachts	ADJ;MASC;SG	ADV
celta	celtic	celta	celtic	N;SG	PROPN
celta	keltische	celta	keltisch	N;SG	ADJ;NOM;FEM;PL
celta	keltischen	celta	keltisch	N;SG	ADJ
celta	kelten	celta	kelten	N;SG	
consultas	konsultationen	consulta	konsultation	N;FEM;PL	V;NFIN
consultas	beratungen	consulta	beratungen	N;FEM;PL	V;NFIN
consultas	anhörungen	consulta	anhörung	N;FEM;PL	V;NFIN
consultas	anfragen	consulta	anfragen	N;FEM;PL	V;NFIN
consultas	nachfragen	consulta	nachfragen	N;FEM;PL	V;NFIN
consultas	konsultationen	consulta	konsultation	N;FEM;PL	V;NFIN
consultas	konsultation	consulta	konsultation	N;FEM;PL	N;NOM;FEM;SG
consultas	anhörung	consulta	anhörung	N;FEM;PL	N;NOM;FEM;SG
consultas	abfragen	consulta	abfragen	N;FEM;PL	V;NFIN
consultas	rückfragen	consulta	rückfragen	N;FEM;PL	V;NFIN
consultas	anfragen	consulta	anfragen	N;FEM;PL	V;NFIN
consultas	untersuchungen	consulta	untersuchingen	N;FEM;PL	V;NFIN
comprobar	scheck	comprobar	scheck	V;NFIN	
comprobar	check	comprobar	check	V;NFIN	ADJ
prosa	prosa	prosa	prosa	N;FEM;SG	
condena	verurteilen	condena	verurteilen	N;FEM;SG	V;NFIN
connecticut	connecticut	connecticut	connecticut	N;MASC;SG	PROPN
discípulo	jünger	discípulo	jung	N;MASC;SG	ADJ
saboya	savoy	saber	savoy	N;FEM;SG	PROPN;NOM;SG
saboya	savoyen	saber	savoyen	N;FEM;SG	PROPN;NOM;MASC;SG
juzgado	gerichtsgebäude	juzgado	gerichtsgebäude	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
juzgado	courthouse	juzgado	courthouse	ADJ;MASC;SG;V.PTCP	PROPN
juzgado	hofe	juzgado	hofen	ADJ;MASC;SG;V.PTCP	
juzgado	gerichtshof	juzgado	gerichtshof	ADJ;MASC;SG;V.PTCP	PROPN
juzgado	hof	juzgado	hof	ADJ;MASC;SG;V.PTCP	
juzgado	gericht	juzgado	ringen	ADJ;MASC;SG;V.PTCP	N;NOM;SG
religiones	religion	religión	religion	N;FEM;PL	PROPN
lealtad	treue	lealtad	treu	N;FEM;SG	ADJ;NOM
lealtad	loyalität	lealtad	loyalität	N;FEM;SG	ADJ
compañera	mitbewohnerin	compañera	mitbewohnerin	N;FEM;SG	ADJ
compañera	mitbewohner	compañera	mitbewohner	N;FEM;SG	
compañera	gefährten	compañera	gefährt	N;FEM;SG	V;IND;PL;3;FIN
compañera	kamerad	compañera	kamerad	N;FEM;SG	ADJ
compañera	begleiter	compañera	begleiter	N;FEM;SG	ADJ
compañera	gefährte	compañera	gefährt	N;FEM;SG	ADJ
morris	morris	morri	morris	N;SG	PROPN;NOM;MASC;SG
paolo	paolo	paolo	paolo	N;MASC;SG	PROPN;NOM;MASC;SG
start	starten	start	start	N	V;NFIN
start	anfangen	start	anfangen	N	V;NFIN
start	start	start	Start	N	PROPN
start	beginnen	start	beginnen	N	V;NFIN
start	beginn	start	beginnen	N	V;IND;SG;3;PST;FIN
funcional	funktionelle	funcional	funktionell	ADJ;SG	ADJ;NOM;FEM;PL
guevara	guevara	guevar	guevara	V;SBJV;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG
compostela	compostela	compostela	compostela	N;FEM;SG	ADJ
disparos	schießereien	disparo	schießereien	N;MASC;PL	ADJ;PL
disparos	aufnahmen	disparo	aufnehmen	N;MASC;PL	V;IND;PL;3;PST;FIN
disparos	fotografieren	disparo	fotografieren	N;MASC;PL	V;NFIN
disparos	dreharbeiten	disparo	dreharbeit	N;MASC;PL	V;NFIN
disparos	schießen	disparo	schießen	N;MASC;PL	V;NFIN
disparos	shooting	disparo	shooting	N;MASC;PL	PROPN
disparos	schiessen	disparo	schießen	N;MASC;PL	V;NFIN
cayo	gaius	cayo	gaius	N;MASC;SG	PROPN;NOM;MASC;SG
cayo	cayo	cayo	cayo	N;MASC;SG	PROPN;NOM;SG
cayo	cay	cayo	cay	N;MASC;SG	PROPN;NOM;SG
melbourne	melbourne	melbourne	melbourne	N;MASC;SG	PROPN;NOM;NEUT;SG
máscara	maske	máscara	masken	N;FEM;SG	
máscara	schablone	máscara	schablone	N;FEM;SG	ADJ;NOM;FEM;PL
máscara	masken	máscara	masken	N;FEM;SG	V;NFIN
activista	aktivisten	activista	aktivist	N;SG	N;PL
activista	aktivist	activista	aktivist	N;SG	ADJ
activista	aktivistin	activista	aktivistin	N;SG	ADJ
michelle	michelle	michelle	michell	N;FEM;SG	PROPN;NOM;FEM;SG
michelle	bernd	michelle	bernd	N;FEM;SG	PROPN;NOM;MASC;SG
galardonado	verliehen	galardonado	verleihen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
novelista	schriftsteller	novelista	schriftsteller	N;SG	ADJ
novelista	autorin	novelista	autorin	N;SG	PROPN
novelista	schriftstellerin	novelista	schriftstellerin	N;SG	ADJ;NOM;FEM
avanzar	voraus	avanzar	voraus	V;NFIN	ADV
avanzar	advance	avanzar	advance	V;NFIN	PROPN
avanzar	vorauszahlung	avanzar	vorauszahlung	V;NFIN	ADJ
avanzar	vorschuss	avanzar	vorschußen	V;NFIN	ADV
puro	pure	puro	pur	ADJ;MASC;SG	
puro	zigarren	puro	zigarr	ADJ;MASC;SG	N;NOM;FEM;PL
puro	zigarre	puro	zigarre	ADJ;MASC;SG	
puro	pur	puro	pur	ADJ;MASC;SG	
puro	pure	puro	pur	ADJ;MASC;SG	
tomas	tomas	toma	tomas	N;FEM;PL	PROPN;NOM;MASC;SG
tomas	tomás	toma	tomás	N;FEM;PL	PROPN;NOM;MASC;SG
tomas	thomas	toma	thomas	N;FEM;PL	PROPN;NOM;MASC;SG
tomas	aufnahmen	toma	aufnehmen	N;FEM;PL	V;IND;PL;3;PST;FIN
separada	getrennt	separado	trennen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
separada	abgetrennt	separado	abtrennen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
separada	getrennte	separado	getrennt	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
separada	getrennt	separado	trennen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
separada	trennen	separado	trennen	ADJ;FEM;SG;V.PTCP	V;NFIN
separada	separat	separado	separat	ADJ;FEM;SG;V.PTCP	ADV
separada	separate	separado	separat	ADJ;FEM;SG;V.PTCP	PROPN;NOM
separada	getrennte	separado	getrennt	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
comprensión	verstehen	comprensión	verstehen	N;FEM;SG	V;NFIN
comprensión	verständnisvoll	comprensión	verständnisvoll	N;FEM;SG	ADJ
comprensión	begreifen	comprensión	begreifen	N;FEM;SG	V;NFIN
comprensión	verständigung	comprensión	verständigung	N;FEM;SG	
comprensión	verstehen	comprensión	verstehen	N;FEM;SG	V;NFIN
dándole	geben	dándole	geben		V;NFIN
blake	blake	blake	blak	PROPN	PROPN;NOM;SG
mónaco	monaco	mónaco	monaco	N;MASC;SG	PROPN;NOM;SG
medicinales	arzneimittel	medicinal	arzneimittel	ADJ;PL	
distinguir	unterscheidung	distinguir	unterscheidung	V;NFIN	ADJ
