категорія	kategorien	категорія	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
майдан	kreisverkehr	майдан	kreisverkehr	N;INAN;NOM;MASC;SG	ADJ
колеса	rädern	колесо	rad	N;INAN;NOM;NEUT;SG	
колеса	felgen	колесо	felgen	N;INAN;NOM;NEUT;SG	V;NFIN
колеса	räder	колесо	rad	N;INAN;NOM;NEUT;SG	
вірменська	armenischen	вірменський	armenisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
вірменська	armenier	вірменський	armenier	ADJ;NOM;FEM;SG	N;NOM;PL
вірменська	armenische	вірменський	armenisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
товари	waren	товар	sein	N;INAN;NOM;MASC;PL	V;IND;PL;3;PST;FIN
товари	güter	товар	gut	N;INAN;NOM;MASC;PL	
виконати	run	виконати	run	V;PFV;NFIN	PROPN
виконати	lauf	виконати	lauf	V;PFV;NFIN	ADV
кіл	kreis	коло	kreis	N;INAN;GEN;FEM;PL	ADV
кіл	kreisen	коло	kreisen	N;INAN;GEN;FEM;PL	V;NFIN
кіл	zirkel	коло	zirkel	N;INAN;GEN;FEM;PL	
кіл	kreise	коло	kreis	N;INAN;GEN;FEM;PL	
кіл	pfahl	коло	pfahl	N;INAN;GEN;FEM;PL	
художні	künstlerischen	художній	künstlerisch	ADJ;NOM;PL	ADJ;NOM;MASC;SG
календар	kalenders	календар	kalenders	N;INAN;NOM;MASC;SG	ADV
календар	veranstaltungskalender	календар	veranstaltungskalender	N;INAN;NOM;MASC;SG	ADJ
календар	kalender	календар	kalender	N;INAN;NOM;MASC;SG	ADJ
календар	terminkalender	календар	terminkalender	N;INAN;NOM;MASC;SG	ADJ
кракові	krakau	крак	krakau	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG
пошуки	sucht	пошук	suchen	N;INAN;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
пошуки	recherchen	пошук	recherch	N;INAN;NOM;MASC;PL	V;NFIN
пошуки	suchen	пошук	suchen	N;INAN;NOM;MASC;PL	V;NFIN
пошуки	suche	пошук	suchen	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
розділи	abschnitte	розділ	abschneiden	N;INAN;NOM;MASC;PL	
дошки	verwaltungsrat	дошка	verwaltungsrat	N;INAN;NOM;FEM;PL	ADJ
дошки	vorstand	дошка	vorstehen	N;INAN;NOM;FEM;PL	N;SG
дошки	board	дошка	board	N;INAN;NOM;FEM;PL	
дошки	verpflegung	дошка	verpflegung	N;INAN;NOM;FEM;PL	ADJ
дошки	aufsichtsrat	дошка	aufsichtsraten	N;INAN;NOM;FEM;PL	PROPN
поетів	dichter	поет	dicht	N;ANIM;ACC;MASC;PL	ADJ
поетів	lyriker	поет	lyrik	N;ANIM;ACC;MASC;PL	ADJ
увага	vorsicht	увага	vorsichen	N;INAN;NOM;FEM;SG	ADJ
увага	achtung	увага	achtung	N;INAN;NOM;FEM;SG	
увага	aufgepasst	увага	aufdassen	N;INAN;NOM;FEM;SG	ADJ;V.PTCP
увага	beachtung	увага	beachtung	N;INAN;NOM;FEM;SG	
увага	aufmerksamkeit	увага	aufmerksamkeit	N;INAN;NOM;FEM;SG	ADJ
увага	achtung	увага	achtung	N;INAN;NOM;FEM;SG	
увага	warnungen	увага	warnung	N;INAN;NOM;FEM;SG	N;NOM;PL
увага	achtung	увага	achtung	N;INAN;NOM;FEM;SG	
увага	warnhinweis	увага	warnhinweis	N;INAN;NOM;FEM;SG	
прапори	flagge	прапор	flagge	N;INAN;NOM;MASC;PL	
прапори	fahnen	прапор	fahnen	N;INAN;NOM;MASC;PL	V;NFIN
спробу	versuch	спроба	versuchen	N;INAN;ACC;FEM;SG	V;IND;SG;3;FIN
спробу	versuchen	спроба	versuchen	N;INAN;ACC;FEM;SG	V;NFIN
діви	virginis	дива	virginis	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
чорне	schwarze	чорний	schwarz	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
чорне	black	чорний	black	ADJ;NOM;NEUT;SG	PROPN
перенесення	übertragung	перенесення	übertragung	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
перенесення	übermittlung	перенесення	übermittlung	N;INAN;NOM;NEUT;SG	ADJ
перенесення	transmission	перенесення	transmission	N;INAN;NOM;NEUT;SG	PROPN
перенесення	weiterleitung	перенесення	weiterleitung	N;INAN;NOM;NEUT;SG	ADJ
перенесення	getriebe	перенесення	getreib	N;INAN;NOM;NEUT;SG	
перенесення	überweisungen	перенесення	überweisung	N;INAN;NOM;NEUT;SG	V;NFIN
перенесення	transfers	перенесення	transfers	N;INAN;NOM;NEUT;SG	ADV
перенесення	übertragungen	перенесення	übertragungen	N;INAN;NOM;NEUT;SG	V;NFIN
перенесення	übermitteln	перенесення	übermitteln	N;INAN;NOM;NEUT;SG	V;NFIN
перенесення	übertragung	перенесення	übertragung	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
перенесення	transfer	перенесення	transfer	N;INAN;NOM;NEUT;SG	PROPN
перенесення	verlegung	перенесення	verlegung	N;INAN;NOM;NEUT;SG	V
перенесення	übertragen	перенесення	übertragen	N;INAN;NOM;NEUT;SG	V;V.PTCP
спільнота	konzern	спільнота	konzern	N;INAN;NOM;FEM;SG	
спільнота	gruppen	спільнота	grappen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
спільнота	gemeinschaften	спільнота	gemeinschaft	N;INAN;NOM;FEM;SG	ADJ
спільнота	gemeinschaft	спільнота	gemeinschaft	N;INAN;NOM;FEM;SG	ADJ
важливо	wichtig	важливо	wichtig	ADV	ADJ
важливо	wichtige	важливо	wichtig	ADV	ADJ;NOM;FEM;PL
важливо	wichtiges	важливо	wichtig	ADV	ADJ;NOM;NEUT;SG
важливо	wichtiger	важливо	wichtig	ADV	ADJ
важливо	wichtigen	важливо	wichtig	ADV	ADJ
почати	start	почати	Start	V;PFV;NFIN	PROPN
почати	anfang	почати	anfang	V;PFV;NFIN	N;ACC;MASC;SG
фабрики	produktionsstätten	фабрика	produktionsstätten	N;INAN;NOM;FEM;PL	V;NFIN
фабрики	fabriken	фабрика	fabrik	N;INAN;NOM;FEM;PL	ADJ;PL
фабрики	fabrik	фабрика	fabrik	N;INAN;NOM;FEM;PL	
абу	abu	абий	abu		PROPN;NOM;MASC;SG
абу	abou	абий	abou		PROPN;NOM;MASC;SG
розвиваються	entwicklungsländer	розвиватися	entwicklungsländer	V;IPFV;IND;PL;3;PRS;FIN	ADJ
побудувати	build	побудувати	build	V;PFV;NFIN	PROPN
організовано	sortiert	організовано	sortieren	V;PFV;IND;0;FIN	ADJ;V.PTCP
організовано	geordnet	організовано	ordnen	V;PFV;IND;0;FIN	ADJ;V.PTCP
конгрес	kongresse	конгрес	kongreß	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
конгрес	kongress	конгрес	kongreß	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
фрагменти	fragment	фрагмент	fragment	N;INAN;NOM;MASC;PL	ADJ
фрагменти	bruchstücke	фрагмент	bruchstücken	N;INAN;NOM;MASC;PL	ADJ
фрагменти	fragmente	фрагмент	fragment	N;INAN;NOM;MASC;PL	ADJ;NOM;SG
фрагменти	snippets	фрагмент	snippets	N;INAN;NOM;MASC;PL	
гімн	hymne	гімн	hymnen	N;INAN;NOM;MASC;SG	
гімн	hymne	гімн	hymnen	N;INAN;NOM;MASC;SG	
гімн	nationalhymne	гімн	nationalhymne	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
технічна	technische	технічний	technisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
лейтенанта	lieutenant	лейтенант	lieutenanen	N;ANIM;ACC;MASC;SG	ADJ
лейтенанта	lt	лейтенант	lt	N;ANIM;ACC;MASC;SG	
лейтенанта	oberleutnant	лейтенант	oberleutnant	N;ANIM;ACC;MASC;SG	ADJ
лейтенанта	leutnant	лейтенант	leutnant	N;ANIM;ACC;MASC;SG	ADJ
географічні	geographie	географічний	geographie	ADJ;NOM;PL	
хана	han	хана	han	PROPN;ANIM;NOM;MASC;SG	
знов	nochmal	знов	nochmal	ADV	
знов	erneut	знов	erneut	ADV	ADJ
кріс	chris	кріс	chris	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
кріс	kris	кріс	kris	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
скотт	scott	скотт	scott	PROPN;ANIM;NOM;MASC;SG	PROPN
католики	katholisch	католик	katholisch	N;ANIM;NOM;MASC;PL	ADJ
католики	katholiken	католик	katholik	N;ANIM;NOM;MASC;PL	ADJ;PL
викладачі	pädagogen	викладач	pädagogen	N;ANIM;NOM;MASC;PL	
викладачі	erzieher	викладач	erzieher	N;ANIM;NOM;MASC;PL	ADJ
трамвай	tram	трамвай	tremben	N;INAN;NOM;MASC;SG	PROPN
трамвай	straßenbahnen	трамвай	straßenbahnen	N;INAN;NOM;MASC;SG	N;NOM;PL
трамвай	straßenbahn	трамвай	straßenbahn	N;INAN;NOM;MASC;SG	ADJ
передати	pass	передати	pass	V;PFV;NFIN	
охолодження	abkühlen	охолодження	abkühlen	N;INAN;NOM;NEUT;SG	V;NFIN
охолодження	kühlen	охолодження	kühlen	N;INAN;NOM;NEUT;SG	V;NFIN
охолодження	kälte	охолодження	kälen	N;INAN;NOM;NEUT;SG	
оскар	oscar	оскар	oscar	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
оскар	oskar	оскар	oskar	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
оскар	oskar	оскар	oskar	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
геннадій	gennadi	геннадій	gennadi	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
будова	zusammensetzung	будова	zusammensetzung	N;INAN;NOM;FEM;SG	V;FIN
будова	komposition	будова	komposition	N;INAN;NOM;FEM;SG	ADJ
відповідності	schriftwechsel	відповідність	schriftwechsel	N;INAN;GEN;FEM;SG	ADJ
відповідності	korrespondenz	відповідність	korrespondenz	N;INAN;GEN;FEM;SG	ADJ
відповідності	schriftverkehr	відповідність	schriftverkehr	N;INAN;GEN;FEM;SG	ADJ
відповідності	briefwechsel	відповідність	briefwechsel	N;INAN;GEN;FEM;SG	
відповідності	passender	відповідність	passend	N;INAN;GEN;FEM;SG	ADJ
відповідності	abgleich	відповідність	abgleich	N;INAN;GEN;FEM;SG	ADJ
відповідності	passenden	відповідність	passend	N;INAN;GEN;FEM;SG	ADJ
голосу	voice	голос	voice	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
голосу	stimme	голос	stimmen	N;INAN;GEN;MASC;SG	V;IND;SG;3;PRS;FIN
голосу	gesang	голос	gesingen	N;INAN;GEN;MASC;SG	ADJ
клієнтів	abnehmer	клієнт	abnehmer	N;ANIM;ACC;MASC;PL	ADJ
клієнтів	kundschaft	клієнт	kundschaft	N;ANIM;ACC;MASC;PL	ADJ
клієнтів	klienten	клієнт	klienen	N;ANIM;ACC;MASC;PL	V;IND;PL;3;FIN
клієнтів	mandanten	клієнт	mandant	N;ANIM;ACC;MASC;PL	V;IND;PL;3;PST;FIN
клієнтів	kundschaft	клієнт	kundschaft	N;ANIM;ACC;MASC;PL	ADJ
клієнтів	auftraggeber	клієнт	auftraggeber	N;ANIM;ACC;MASC;PL	ADJ
підтримую	förderung	підтримувати	förderung	V;IPFV;IND;SG;1;PRS;FIN	ADJ;NOM;FEM;SG
підтримую	unterstützung	підтримувати	unterstützung	V;IPFV;IND;SG;1;PRS;FIN	ADJ
підтримую	betreuung	підтримувати	betreuung	V;IPFV;IND;SG;1;PRS;FIN	N;SG
підтримую	unterstützende	підтримувати	unterstützend	V;IPFV;IND;SG;1;PRS;FIN	ADJ;NOM;FEM;PL
представлено	repräsentierte	представити	repräsentieren	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN
представлено	vertrat	представити	vertreten	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN
представлено	vertretene	представити	vertreten	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG
прагнення	ambitionen	прагнення	ambitionen	N;INAN;NOM;NEUT;SG	V;NFIN
фінансові	finanzen	фінансовий	finanzen	ADJ;NOM;PL	
фінансові	finanzdienstleistungen	фінансовий	finanzdienstleistungen	ADJ;NOM;PL	N;NOM;FEM;PL
підземних	höllen	підземний	höllen	ADJ;GEN;PL	N;NOM;PL
механізмів	setter	механізм	setter	N;INAN;GEN;MASC;PL	PROPN
поведінка	verhalten	поведінка	verhalten	N;INAN;NOM;FEM;SG	V;NFIN
поведінка	verhaltensweisen	поведінка	verhaltensweisen	N;INAN;NOM;FEM;SG	V;NFIN
поведінка	verhaltens	поведінка	verhaltens	N;INAN;NOM;FEM;SG	ADV
поведінка	verhalten	поведінка	verhalten	N;INAN;NOM;FEM;SG	V;NFIN
поведінка	verhaltensweisen	поведінка	verhaltensweisen	N;INAN;NOM;FEM;SG	V;NFIN
поведінка	tugend	поведінка	tugend	N;INAN;NOM;FEM;SG	
поведінка	benehmen	поведінка	benehmen	N;INAN;NOM;FEM;SG	V;NFIN
поведінка	verhaltens	поведінка	verhaltens	N;INAN;NOM;FEM;SG	ADV
поведінка	verhalten	поведінка	verhalten	N;INAN;NOM;FEM;SG	V;NFIN
поведінка	verhaltensweisen	поведінка	verhaltensweisen	N;INAN;NOM;FEM;SG	V;NFIN
єпископи	bischofskonferenz	єпископ	bischofskonferenz	N;ANIM;NOM;MASC;PL	ADJ
єпископи	bischöfe	єпископ	bischöf	N;ANIM;NOM;MASC;PL	
стандартів	normen	стандарт	normen	N;INAN;GEN;MASC;PL	V;NFIN
стандартів	standards	стандарт	standards	N;INAN;GEN;MASC;PL	N;NOM
херсон	cherson	херсон	cherson	PROPN;INAN;NOM;MASC;SG	PROPN
важливий	wichtige	важливий	wichtig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
страхування	versicherungswesen	страхування	versicherungswesen	N;INAN;NOM;NEUT;SG	ADJ
страхування	versicherungen	страхування	versicherung	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
фрагмент	fragment	фрагмент	fragment	N;INAN;NOM;MASC;SG	ADJ
фрагмент	auszug	фрагмент	auszusz	N;INAN;NOM;MASC;SG	
фрагмент	ausschnitt	фрагмент	ausschneiden	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
кін	eifrig	кін	eifrig		ADJ
кін	keen	кін	keen		
кін	quin	кін	quin		PROPN;NOM;MASC;SG
кін	keane	кін	kean		PROPN;NOM;SG
трапляються	passiert	траплятися	passieren	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
інтерфейс	interface	інтерфейс	interface	N;INAN;NOM;MASC;SG	
інтерфейс	benutzeroberfläche	інтерфейс	benutzeroberfläche	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM
інтерфейс	oberfläche	інтерфейс	oberfläch	N;INAN;NOM;MASC;SG	ADJ
інтерфейс	schnittstellen	інтерфейс	schnittstellen	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
інтерфейс	schnittstelle	інтерфейс	schnittstellen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
ядерної	kernkraft	ядерний	kernkraft	ADJ;GEN;FEM;SG	
ядерної	kernenergie	ядерний	kernenergie	ADJ;GEN;FEM;SG	PROPN;SG
ядерної	nukleare	ядерний	nuklear	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;PL
ядерної	nuklearen	ядерний	nuklear	ADJ;GEN;FEM;SG	ADJ;ACC;MASC;SG
пані	madam	пані	madam	N;ANIM;NOM;FEM;SG	
пані	madame	пані	madam	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
пані	damen	пані	damen	N;ANIM;NOM;FEM;SG	
пані	ladies	пані	ladies	N;ANIM;NOM;FEM;SG	PROPN
пані	lady	пані	lady	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
пані	herrin	пані	herrin	N;ANIM;NOM;FEM;SG	
пані	dame	пані	damen	N;ANIM;NOM;FEM;SG	
літопис	chronik	літопис	chronik	N;INAN;NOM;MASC;SG	
функціонує	fehlfunktion	функціонувати	fehlfunktion	V;IPFV;IND;SG;3;PRS;FIN	ADJ
функціонує	störung	функціонувати	störung	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
перейменувати	umbenennung	перейменувати	umbenennung	V;IPFV;NFIN	ADJ
султан	sultana	султан	sultana	N;ANIM;NOM;MASC;SG	
султан	sultan	султан	sultan	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
промислові	industrieanlagen	промисловий	industrieanlagen	ADJ;NOM;PL	N;NOM;FEM;PL
промислові	industrie	промисловий	industrie	ADJ;NOM;PL	N;NOM;FEM;SG
акула	hai	акула	hai	N;ANIM;NOM;FEM;SG	
акула	haie	акула	haie	N;ANIM;NOM;FEM;SG	
елізабет	elizabeth	елізабет	elizabeth	N;ANIM;NOM;FEM;SG	PROPN;SG
елізабет	elisabeth	елізабет	elisabeth	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
грали	spielte	грати	spielen	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN
грецький	griechischen	грецький	griechisch	ADJ;NOM;MASC;SG	ADJ;NOM;PL
грецький	griechen	грецький	griechen	ADJ;NOM;MASC;SG	
грецький	grieche	грецький	griech	ADJ;NOM;MASC;SG	
грецький	griechische	грецький	griechisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
корони	crown	корона	crown	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
корони	kronen	корона	kron	N;INAN;NOM;FEM;PL	
корони	krone	корона	kron	N;INAN;NOM;FEM;PL	
марина	marina	марина	marina	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
марина	yachthafen	марина	yachthafen	N;ANIM;NOM;FEM;SG	
кухня	kochen	кухня	kochen	N;INAN;NOM;FEM;SG	V;NFIN
кухня	küchen	кухня	küchen	N;INAN;NOM;FEM;SG	V;NFIN
містяться	enthielten	міститися	enthalten	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PST;FIN
містяться	enthielt	міститися	enthalten	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PST;FIN
містяться	enthält	міститися	enthalten	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
містяться	beinhaltet	міститися	beinhalten	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
дисертації	doktorarbeit	дисертація	doktorarbeit	N;INAN;NOM;FEM;PL	ADJ
дисертації	diplomarbeit	дисертація	diplomarbeit	N;INAN;NOM;FEM;PL	ADJ
плавець	schwimmer	плавець	schwimmer	N;INAN;NOM;MASC;SG	ADJ
академічний	akademischen	академічний	akademisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
академічний	akademische	академічний	akademisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
убитий	umgebracht	убитий	umbringen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
убитий	getötet	убитий	töten	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
убитий	ermordet	убитий	ermorden	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
убитий	ermordeten	убитий	ermordet	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;PL;3;FIN
рухів	bewegungen	рух	bewegungen	N;INAN;GEN;MASC;PL	V;NFIN
мирний	friedliche	мирний	friedlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
аспекти	gesichtspunkte	аспект	gesichtspunkt	N;INAN;NOM;MASC;PL	ADJ
досягли	erreichte	досягти	erreichen	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN
армійський	heer	армійський	heer	ADJ;NOM;MASC;SG	
армійський	armee	армійський	arme	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
армійський	army	армійський	army	ADJ;NOM;MASC;SG	
суддів	richter	суддя	richter	N;ANIM;ACC;MASC;PL	ADJ
вгору	steigende	вгору	steigend	ADV	ADJ;NOM;FEM;PL
батареї	batterie	батарея	batterie	N;INAN;NOM;FEM;PL	PROPN
батареї	akku	батарея	akku	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
батареї	akkus	батарея	akkus	N;INAN;NOM;FEM;PL	
батареї	batterien	батарея	batterienen	N;INAN;NOM;FEM;PL	
акад	akad	акад.	akad		
релігійна	religiöse	релігійний	religiös	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
релігійна	religionen	релігійний	religion	ADJ;NOM;FEM;SG	N;NOM;PL
сектор	branche	сектор	branch	N;INAN;NOM;MASC;SG	
сектор	bereich	сектор	bereich	N;INAN;NOM;MASC;SG	ADV
сектор	sektoren	сектор	sektoren	N;INAN;NOM;MASC;SG	N;PL
техас	texas	техас	texas	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
браун	brown	брауна	brown	PROPN;ANIM;NOM;MASC;SG	PROPN
браун	braune	брауна	braun	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
браун	braun	брауна	braun	PROPN;ANIM;NOM;MASC;SG	ADJ
браун	dunkelbraun	брауна	dunkelbraun	PROPN;ANIM;NOM;MASC;SG	ADJ
браун	braun	брауна	braun	PROPN;ANIM;NOM;MASC;SG	ADJ
друзі	freundeskreis	друг	freundeskreis	N;ANIM;NOM;MASC;PL	ADJ
друзі	friends	друг	friends	N;ANIM;NOM;MASC;PL	PROPN
друзі	freunden	друг	freund	N;ANIM;NOM;MASC;PL	V;NFIN
обчислення	berechnung	обчислення	berechnung	N;INAN;NOM;NEUT;SG	ADJ
обчислення	errechnen	обчислення	errechnen	N;INAN;NOM;NEUT;SG	V;NFIN
обчислення	berechnen	обчислення	berechnen	N;INAN;NOM;NEUT;SG	V;NFIN
обчислення	berechnung	обчислення	berechnung	N;INAN;NOM;NEUT;SG	ADJ
обчислення	berechnen	обчислення	berechnen	N;INAN;NOM;NEUT;SG	V;NFIN
обчислення	informatik	обчислення	informatik	N;INAN;NOM;NEUT;SG	PROPN
обчислення	computer	обчислення	computer	N;INAN;NOM;NEUT;SG	ADJ
обчислення	computing	обчислення	computing	N;INAN;NOM;NEUT;SG	PROPN
обчислення	berechnung	обчислення	berechnung	N;INAN;NOM;NEUT;SG	ADJ
обчислення	berechnungen	обчислення	berechnung	N;INAN;NOM;NEUT;SG	V;NFIN
обчислення	berechnung	обчислення	berechnung	N;INAN;NOM;NEUT;SG	ADJ
обчислення	berechnungen	обчислення	berechnung	N;INAN;NOM;NEUT;SG	V;NFIN
авто	automatik	авто	automatik	N;INAN;NOM;NEUT;SG	ADJ
авто	automatisch	авто	automatisch	N;INAN;NOM;NEUT;SG	ADJ
авто	mietwagen	авто	mietwagen	N;INAN;NOM;NEUT;SG	V;NFIN
авто	wagen	авто	wagen	N;INAN;NOM;NEUT;SG	
авто	pkw	авто	pkw	N;INAN;NOM;NEUT;SG	
злочини	verbrechen	злочин	verbrechen	N;INAN;NOM;MASC;PL	V;NFIN
злочини	straftat	злочин	strafta	N;INAN;NOM;MASC;PL	PROPN
злочини	blutbad	злочин	blutbad	N;INAN;NOM;MASC;PL	ADJ
злочини	massaker	злочин	massaker	N;INAN;NOM;MASC;PL	ADJ
злочини	gemetzel	злочин	gemetzel	N;INAN;NOM;MASC;PL	ADJ
злочини	straftaten	злочин	straftat	N;INAN;NOM;MASC;PL	V;NFIN
злочини	verbrechen	злочин	verbrechen	N;INAN;NOM;MASC;PL	V;NFIN
злочини	verfehlungen	злочин	verfehlingen	N;INAN;NOM;MASC;PL	V;NFIN
злочини	übertretungen	злочин	übertretungen	N;INAN;NOM;MASC;PL	V;NFIN
спеціалістів	fachleute	спеціаліст	fachleut	N;ANIM;ACC;MASC;PL	ADJ;NOM;SG
спеціалістів	fachkräfte	спеціаліст	fachkräft	N;ANIM;ACC;MASC;PL	;SG
спеціалістів	experten	спеціаліст	expert	N;ANIM;ACC;MASC;PL	V;IND;PL;3;FIN
спеціалістів	profis	спеціаліст	profis	N;ANIM;ACC;MASC;PL	
кладовище	friedhof	кладовище	friedhof	N;INAN;NOM;NEUT;SG	ADJ
кладовище	friedhöfe	кладовище	friedhöfe	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
кладовище	friedhof	кладовище	friedhof	N;INAN;NOM;NEUT;SG	ADJ
дід	ded	дід	ded	N;ANIM;NOM;MASC;SG	;NOM;SG
дід	großvaters	дід	großvaters	N;ANIM;NOM;MASC;SG	ADJ
дід	opa	дід	opa	N;ANIM;NOM;MASC;SG	
дід	großvater	дід	großvat	N;ANIM;NOM;MASC;SG	ADJ
звинувачення	gebühren	звинувачення	gebühren	N;INAN;NOM;NEUT;SG	V;V.PTCP
звинувачення	anklage	звинувачення	anklage	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
звинувачення	abgaben	звинувачення	abgeben	N;INAN;NOM;NEUT;SG	V;FIN
звинувачення	anklage	звинувачення	anklage	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
звинувачення	vorwurf	звинувачення	vorwerfen	N;INAN;NOM;NEUT;SG	ADV
звинувачення	anschuldigung	звинувачення	anschuldigung	N;INAN;NOM;NEUT;SG	ADJ
звинувачення	staatsanwaltschaft	звинувачення	staatsanwaltschaft	N;INAN;NOM;NEUT;SG	ADJ
звинувачення	strafverfolgung	звинувачення	strafverfolgung	N;INAN;NOM;NEUT;SG	ADJ;SG
звинувачення	verfolgung	звинувачення	verfolgung	N;INAN;NOM;NEUT;SG	
звинувачення	anklage	звинувачення	anklage	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
звинувачення	anschuldigungen	звинувачення	anschuldigung	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
звинувачення	vorwürfe	звинувачення	vorwürfen	N;INAN;NOM;NEUT;SG	ADJ
звинувачення	anklagen	звинувачення	anklagen	N;INAN;NOM;NEUT;SG	V;NFIN
звинувачення	beschuldigungen	звинувачення	beschuldigung	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
отець	vaters	отець	vaters	N;ANIM;NOM;MASC;SG	
копій	kopien	копія	kopien	N;INAN;GEN;FEM;PL	N;NOM;PL
копій	exemplare	копія	exemplar	N;INAN;GEN;FEM;PL	ADJ
копій	kopie	копія	kopie	N;INAN;GEN;FEM;PL	
бойовики	aktion	бойовик	aktion	N;ANIM;NOM;MASC;PL	
бойовики	maßnahme	бойовик	maßnahmen	N;ANIM;NOM;MASC;PL	ADJ
бойовики	aktionen	бойовик	aktion	N;ANIM;NOM;MASC;PL	V;NFIN
бойовики	klage	бойовик	klage	N;ANIM;NOM;MASC;PL	ADJ
бойовики	maßnahmen	бойовик	maßnahmen	N;ANIM;NOM;MASC;PL	V;NFIN
ена	aisne	ена	aisne		PROPN;NOM;MASC;SG
ена	ana	ена	ana		PROPN;NOM;SG
ввп	gdp	ввп	gdp	N;INAN;NOM;MASC;SG	
ввп	bruttoinlandsprodukt	ввп	bruttoinlandsprodukt	N;INAN;NOM;MASC;SG	ADJ
здібності	fertigkeiten	здібність	fertigkeit	N;INAN;NOM;FEM;PL	V;NFIN
здібності	fähigkeiten	здібність	fähigkeit	N;INAN;NOM;FEM;PL	V;NFIN
здібності	befugnisse	здібність	befugnis	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
здібності	powers	здібність	powers	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
