در	ajtó	در	ajtó	ADP	N;NOM;SG
رسد	lecsap	رسید#رس	lecsap	V;SBJV;SG;3;PRS	V;INDF;IND;SG;3;PRS;FIN;ACT
تانک	tank	None	tank	N;SG	
تانک	tankok	None	tank	N;SG	N;NOM;PL
تانک	tartályok	None	tartály	N;SG	N;NOM;PL
فروشگاه	bevásárlóközpont	فروشگاه	bevásárlóközpon	N;SG	N;NOM;PL
آرای	ara	رأی	ara	N;PL	
آدولف	adolphe	آدولف	adolphe	N;SG	
آدولف	adolph	آدولف	adolph	N;SG	
آدولف	adolf	آدولف	adolf	N;SG	
حامل	szállító	حامل	szállító	N;SG	ADJ;NOM;SG
حامل	hordozó	حامل	hordozó	N;SG	ADJ;NOM;SG
غیرقانونی	jogellenes	غیرقانونی	jogellenes	ADV	
غیرقانونی	illegális	غیرقانونی	illegális	ADV	
غیرقانونی	illegálisan	غیرقانونی	illegális	ADV	ADJ;FRML;SG
شی	shi	شی	shi	INTJ	
شی	shay	شی	shay	INTJ	N;NOM;SG
شی	shea	شی	shea	INTJ	N;NOM;SG
امن	biztonságos	None	biztonságos	N;SG	ADJ;NOM;SG
امن	biztonsági	None	biztonsági	N;SG	ADJ;NOM;SG
امن	biztonságos	None	biztonságos	N;SG	ADJ;NOM;SG
ولادیمیر	vlagyimir	ولادیمیر	vlagyimir	N;SG	
ولادیمیر	vladimir	ولادیمیر	vladimir	N;SG	
منشأ	eredetű	منشأ	eredetű	N;SG	
آنزیم	enzimek	آنزیم	enzim	N;SG	N;NOM;PL
آدام	adam	آدام	adam	N;SG	
وضوح	egyértelműség	وضوح	egyértelműség	N;SG	
فروپاشی	crash	فروپاشی	crash	N;SG	
کناره	kivont	کناره	kivont	N;SG	
کناره	visszavont	کناره	visszavont	N;SG	
کناره	visszavonják	کناره	visszavon	N;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
جانشینی	helyettesítő	جانشینی	helyettesítő	N;SG	ADJ;NOM;SG
جانشینی	öröklési	جانشینی	öröklési	N;SG	ADJ;NOM;SG
طرفدار	rajongó	طرفدار	rajongó	N;SG	
طرفدار	fan	طرفدار	fan	N;SG	
حماسی	epikus	حماسی	epikus	N;SG	
اسیر	rab	اسیر	rab	N;SG	
اسیر	elítélt	اسیر	elítélt	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
اسیر	elfogott	اسیر	elfogott	N;SG	
اسیر	elfogták	اسیر	el+fog	N;SG	V;DEF;IND;PL;3;PST;FIN;ACT
خنک	hűtött	خنک	hűt	N;SG	
خنک	király	خنک	király	N;SG	
خنک	menő	خنک	menő	N;SG	
بلندی	magasság	بلندی	magasság	N;SG	
نیکی	nikki	نیک	nikki	N;SG	
هاوارد	howard	هاوارد	howard	N;SG	
مبدل	átalakító	مبدل	átalakító	N;SG	ADJ;NOM;SG
بردار	vektor	بردار	vektor		N;NOM;SG
کلود	claude	کلود	claud	N;SG	
دوری	dory	None	dory	N;SG	
پمپ	szivattyúk	پمپ	szivattyúk	N;SG	N;NOM;PL
ثانویه	másodlagos	ثانویه	másodlagos	N;SG	ADJ;NOM;SG
ماکس	max	None	max	N;SG	
رویال	royale	رویال	royale	N;SG	
رویال	királyi	رویال	királyi	N;SG	
رویال	royal	رویال	royal	N;SG	
تله	csapdák	تله	csapda	N;SG	N;NOM;PL
تله	csapdákat	تله	csapda	N;SG	N;ACC;PL
غیرنظامی	civil	غیرنظامی	civil	N;SG	
غیرنظامی	polgári	غیرنظامی	polgári	N;SG	ADJ;NOM;SG
معتدل	mérsékelt	None	mérsékel	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
یون	ion	یون	ion	N;SG	
یون	yoon	یون	yoon	N;SG	
یون	yeon	یون	yeon	N;SG	
کنی	kenny	کرد#کن	kenny	V;SBJV;SG;2;PRS	
قمر	hold	قمر	hold	N;SG	
قمر	holdon	قمر	hold	N;SG	
قمر	moon	قمر	moon	N;SG	
آپولو	apollo	None	apollo	N;SG	
آپولو	apolló	None	apolló	N;SG	
سازماندهی	szervezni	سازماندهی	szervez	N;SG	V;NFIN;ACT
سرو	szolgálni	سرو	szolgál	N;SG	V;NFIN;ACT
سرو	cypress	سرو	cypress	N;SG	
سرو	cerro	سرو	cerro	N;SG	
تعبیر	értelmezni	تعبیر	értelmez	N;SG	V;NFIN;ACT
ایرلندی	írek	ایرلندی	ír	N;SG	N;NOM;PL
ایرلندی	ír	ایرلندی	ír	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
مرسوم	hagyományos	مرسوم	hagyományos	N;SG	
جنرال	általános	جنرال	általános	N;SG	
برخط	online	برخط	online	N;SG	
ران	ron	ران	ron	N;SG	
ران	ront	ران	ront	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
سرا	sara	سرا	sara	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
سرا	serra	سرا	serra	N;SG	
سرا	sera	سرا	sera	N;SG	
راحت	könnyű	راحت	könnyű	ADJ	
وفات	tompított	وفات	tompított	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
وفات	múló	وفات	múló	N;SG	
میامی	miami	میامی	miami	N;SG	
میامی	miamiban	میامی	miami	N;SG	PROPN;IN+ESS;SG
بلو	kék	بلو	kék	N;SG	
بلو	blue	بلو	blue	N;SG	
بلو	blu	بلو	blu	N;SG	
تند	gyors	None	gyors	ADJ	
افزود	fokozott	افزود#افزا	fokozik	V;SG;3;PST	
هیوستون	houston	هیوستون	houst	N;SG	
مذاکره	tárgyalási	مذاکره	tárgyalási	N;SG	ADJ;NOM;SG
مذاکره	tárgyalások	مذاکره	tárgyalás	N;SG	N;NOM;PL
مذاکره	tárgyalni	مذاکره	tárgyal	N;SG	V;NFIN;ACT
مذاکره	tárgyalási	مذاکره	tárgyalási	N;SG	ADJ;NOM;SG
مذاکره	alku	مذاکره	alku	N;SG	
باکتری	baktériumok	باکتری	baktériumok	N;SG	N;NOM;PL
انبوه	ömlesztett	انبوه	ömlesztett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
متنوع	sokszínű	متنوع	sokszínű	ADJ	
شکم	has	شکم	has	N;SG	
شکم	has	شکم	has	N;SG	
شکم	belly	شکم	belly	N;SG	
شکم	has	شکم	has	N;SG	
مغولستان	mongólia	مغولستان	mongólia	N;SG	
نسبیت	nesbitt	نسبیت	nesbitt	N;SG	
سیزده	tizenhárom	سیزده	tizenhárom	N;SG	
سیزده	thirteen	سیزده	thirteen	N;SG	
دهمین	tizedik	دهمین	tizedik	ADJ;RL	N;NOM;SG
دنی	danny	دنی	danny	N;SG	
دالاس	dallasban	دالاس	dallas	N;SG	
دالاس	dallasi	دالاس	dallasi	N;SG	
آئین	ain	آئین	ai	N;SG	PROPN;NOM;SG
آئین	eljárási	آئین	eljárási	N;SG	ADJ;NOM;SG
روشنایی	light	None	light	N;SG	
روشنایی	világító	None	világító	N;SG	ADJ;NOM;SG
لیلی	lili	لیلی	lili	N;SG	
لیلی	lily	لیلی	lily	N;SG	
استوارت	stuart	استوارت	stuart	N;SG	
وام	hitel	وام	hitel	N;SG	
ناگهانی	hirtelen	ناگهانی	hirtelen	N;SG	
پسوند	utótag	پسوند	utótag	N;SG	
پارامونت	paramount	پارامونت	paramoun	N;SG	
آناتولی	anatólia	آناتولی	anatólia	N;SG	
آناتولی	anatolij	آناتولی	anatolij	N;SG	
گناه	bűnös	گناه	bűnös	N;SG	
گناه	sin	گناه	sin	N;SG	
دهکده	falusi	دهکده	falusi	N;SG	ADJ;NOM;SG
بیگانه	idegen	بیگانه	idegen	ADJ	
بیگانه	űrlény	بیگانه	űrlény	ADJ	
عروسی	esküvők	عروسی	esküvő	N;SG	N;NOM;PL
طبقات	padlót	طبقه	padló	N;PL	N;ACC;SG
طبقات	padló	طبقه	padló	N;PL	N;NOM;SG
باتری	telepek	باتری	telep	N;SG	N;NOM;PL
باتری	akkumulátorok	باتری	akkumulátor	N;SG	N;NOM;PL
باتری	elemek	باتری	elem	N;SG	N;NOM;PL
قائل	érvényesíteni	قائل	érvényesít	ADJ	V;NFIN;ACT
اصیل	nemes	None	nemes	N;SG	
اصیل	noble	None	noble	N;SG	
مؤلف	szerző	مؤلف	szerző	N;SG	
سانتوس	santos	سانتوس	santos	N;SG	
جوش	forr	جوش	forr	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
جوش	kiütések	جوش	kiütés	N;SG	N;NOM;PL
علل	okozza	علت	okoz	N;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
علل	okoz	علت	okoz	N;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
رضایت	kielégítő	رضایت	kielégítő	N;SG	
رضایت	elégedett	رضایت	elégedett	N;SG	
اوباما	obama	اوباما	obam	N;SG	
آیرس	iris	آیرس	iris	N;SG	
آیرس	aires	آیرس	aires	N;SG	
نشانگر	jelölő	نشانگر	jelölő	N;SG	
نشانگر	jelző	نشانگر	jelző	N;SG	
چراغ	lámpák	چراغ	lámpa	N;SG	N;NOM;PL
چراغ	fények	چراغ	fény	N;SG	N;NOM;PL
دومی	másodszor	None	másod	ADJ	
دومی	másodperc	None	másodperc	ADJ	
دومی	második	None	második	ADJ	
بسیج	mozgósítani	بسیج	mozgósít	N;SG	V;NFIN;ACT
چربی	zsírok	چربی	zsír	N;SG	N;NOM;PL
چربی	fat	چربی	fat	N;SG	
چربی	kövér	چربی	kövér	N;SG	
مقاوم	ellenálló	مقاوم	ellenálló	N;SG	
مقاوم	ellenáll	مقاوم	ellenáll	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
تزئینی	dekoratív	تزئینی	dekoratív	N;SG	
خلیل	khalil	خلیل	khalil	N;SG	
ارتقاء	promóciós	ارتقاءء	promóciós	N;SG	ADJ;NOM;SG
پال	paul	پال	paul	N;SG	
پال	pál	پال	pál	N;SG	
آمستردام	amszterdam	آمستردام	amszterdam	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
آمستردام	amszterdami	آمستردام	amszterdami	N;SG	
سیمون	simon	سیمون	simon	N;SG	
کاپ	cap	کاپ	cap	N;SG	
کاپ	cup	کاپ	cup	N;SG	
نکات	tipp	نکته	tipp	N;PL	N;NOM;SG
جملات	mondat	None	mondat	N;PL	N;NOM;SG
مسافران	utas	مسافر	utas	N;PL	N;NOM;SG
میلر	molnár	None	molnár	N;SG	
میلر	miller	None	miller	N;SG	
لیلا	lila	None	lila	N;SG	
لیلا	laila	None	laila	N;SG	
مردگان	halott	مرده	halott	N;PL	
بوئنوس	buenos	بوئنوس	buenos	N;SG	
تروریستی	terroristák	تروریستی	terrorista	N;SG	N;NOM;PL
متناسب	megfizethető	متناسب	megfizethető	N;SG	ADJ;NOM;SG
متناسب	arányos	متناسب	arányos	N;SG	ADJ;NOM;SG
متناسب	fit	متناسب	fi	N;SG	
متناسب	fitt	متناسب	fitt	N;SG	
بمباران	lebombázták	بمبار	lebombáz	N;SG	V;DEF;IND;PL;3;PST;FIN;ACT
مشکوک	gyanakvó	مشکوک	gyanakvó	ADJ	
مشکوک	gyanús	مشکوک	gyanús	ADJ	
آلت	alt	آلت	al	N;SG	
اتریشی	osztrák	اتریشی	osztrák	N;SG	
مرمت	helyreállítási	مرمت	helyreállítási	N;SG	ADJ;NOM;SG
آجر	brick	آجر	brick	N;SG	
فانتزی	fantasy	فانتزی	fantasy	N;SG	
فانتزی	fantázia	فانتزی	fantázia	N;SG	
ناوگان	armada	ناوه	armad	N;SG	
جبران	visszafizetni	جبران	visszafizet	N;SG	V;NFIN;ACT
نوبت	fordulj	نوبت	fordul	N;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
له	les	له	les	N;SG	
له	lah	له	lah	N;SG	
افزون	többlet	افزون	többlet	N;SG	
کین	kane	کین	kane	N;SG	
مهار	vezérlő	مهار	vezérlő	N;SG	ADJ;NOM;SG
مهار	ellenőrzési	مهار	ellenőrzési	N;SG	ADJ;NOM;SG
وحشت	borzalom	وحشت	borzalom	N;SG	
شادی	joy	شادی	joy	N;SG	
شادی	öröm	شادی	öröm	N;SG	
نت	nat	نت	nat	N;SG	
چهارده	tizennégy	چهارده	tizennégy	NUM	
اعتباری	hitel	اعتبار	hitel	N;SG	
برکلی	berkley	برکلی	berkley	N;SG	
برکلی	berkeley	برکلی	berkeley	N;SG	
ناپلئون	napóleon	ناپلئون	napóleon	N;SG	
ناپلئون	napoleon	ناپلئون	napoleon	N;SG	
قید	kényszer	قید	kényszer	N;SG	
رفاه	jóléti	رفاه	jóléti	N;SG	ADJ;NOM;SG
پناهگاه	menedék	پناهگاه	menedék	N;SG	
پناهگاه	menedék	پناهگاه	menedék	N;SG	
صفت	vonatkozik	صفت	vonatkozik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
مضمون	olvas	مضمون	olvas	N;SG	
دنیل	dániel	دنیل	dániel	N;SG	
دنیل	daniel	دنیل	daniel	N;SG	
نازک	vékony	نازک	vékony	N;SG	
نازک	sovány	نازک	sovány	N;SG	
فرانس	frans	فرانس	frans	N;SG	
فرانس	france	فرانس	france	N;SG	
حفاری	drill	حفاری	drill	N;SG	
حفاری	ásni	حفاری	ás	N;SG	V;NFIN;ACT
کناری	oldalirányú	کناری	oldalirányú	N;SG	ADJ;NOM;SG
کناری	oldalsó	کناری	oldalsó	N;SG	
ارزشمند	értékes	ارزشمند	értékes	ADJ	
هدیه	ajándékok	هدیه	ajándék	N;SG	N;NOM;PL
هدیه	jelen	هدیه	jelen	N;SG	
اندروید	android	اندروید	android	N;SG	
آلبرتا	alberta	آلبرتا	alber	N;SG	
تاکستان	szőlőültetvények	تاکستان	szőlőültetvény	N;SG	N;NOM;PL
ذره	bites	ذره	bites	N;SG	
ذره	kicsit	ذره	kicsi	N;SG	
ذره	szösz	ذره	szösz	N;SG	
کانن	cannon	کانن	cannon	N;SG	
قصه	story	None	story	N;SG	
مختصر	rövid	مختصر	rövid	N;SG	
قورباغه	béka	قورباغه	béka	N;SG	
ساوت	dél	ساوت	dél	N;SG	
ساوت	délre	ساوت	délre	N;SG	ADV
ساوت	déli	ساوت	déli	N;SG	
صاف	sima	None	sima	ADJ	
مرطوب	nedves	مرطوب	nedves	N;SG	
مرطوب	nyirkos	مرطوب	nyirkos	N;SG	
مرطوب	vizes	مرطوب	vizes	N;SG	
مرطوب	nedves	مرطوب	nedves	N;SG	
پردازنده	feldolgozó	پردازنده	feldolgozó	N;SG	ADJ;NOM;SG
ادرار	húgy	None	húgy	N;SG	
رزیدنت	rezidens	رزیدنت	rezidens	N;SG	
بیروت	bejrút	بیروت	bejrú	N;SG	
پروین	plejádok	None	plejád	N;SG	N;NOM;PL
دری	dari	دری	dari	N;SG	
دری	dre	دری	dre	N;SG	
مهمان	látogatói	مهمان	látogató	N;SG	N;NOM;PL
مهمان	látogató	مهمان	látogató	N;SG	ADJ;NOM;SG
فارست	forrest	فارست	forres	N;SG	
فارست	erdei	فارست	erdei	N;SG	
فارست	erdő	فارست	erdő	N;SG	
فارست	erdők	فارست	erdő	N;SG	N;NOM;PL
خالد	khaled	خالد	khaled	N;SG	
خالد	khalid	خالد	khalid	N;SG	
استعفا	lemondás	استعفا	lemondás	N;SG	
استعفا	lemond	استعفا	lemond	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
استعفا	lemondás	استعفا	lemondás	N;SG	
شراب	borok	شراب	bor	N;SG	N;NOM;PL
دراماتیک	drámai	دراماتیک	drámai	N;SG	ADJ;NOM;SG
کاروان	karaván	کاروان	karava	N;SG	
کاروان	lakókocsi	کاروان	lakókocsi	N;SG	N;NOM;PL
نفوس	lelkünk	نفوس	lelk	N;PL	N;NOM;SG
نفوس	lelkük	نفوس	lelk	N;PL	N;NOM;SG
تکه	darabka	تکه	darabka	N;SG	
تکه	darab	تکه	darab	N;SG	
شهاب	meteor	شهاب	meteor	N;SG	
امپراطوری	empire	امپراطوری	empi	N;SG	
امپراطوری	birodalmi	امپراطوری	birodalmi	N;SG	
امپراطوری	császári	امپراطوری	császári	N;SG	ADJ;NOM;SG
بادن	baden	بادن	baden	N;SG	PROPN;NOM;SG
شهروند	polgár	شهروند	polgár	N;SG	
شهروند	polgárok	شهروند	polgár	N;SG	N;NOM;PL
تثبیت	stabilizációs	تثبیت	stabilizációs	N;SG	ADJ;NOM;SG
تثبیت	stabilizálódik	تثبیت	stabilizálódik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
پاناما	panama	پاناما	panama	N;SG	
حیاتی	létfontosságú	حیاتی	létfontosságú	N;SG	ADJ;NOM;SG
حیاتی	kritikus	حیاتی	kritikus	N;SG	
جری	jerry	جری	jerry	N;SG	
آرامی	arámi	آرامی	arámi	ADV	
پترزبورگ	petersburg	پترزبورگ	petersburg	N;SG	
کرتاسه	kréta	کرتاسه	kréta	N;SG	
سلمان	salman	سلمان	salman	N;SG	
آنی	annie	None	az		PROPN;NOM;SG
صادقی	becsületes	صادقی	becsületes	N;SG	
صادقی	őszinte	صادقی	őszinte	N;SG	
چالش	kihívások	چالش	ki+hívás	N;SG	N;NOM;PL
چالش	kihívásokkal	چالش	kihívás	N;SG	N;INS;PL
جاوا	java	جاوا	java	N;SG	
تازگی	nemrégiben	تازگی	nemrégiben	N;SG	ADV
تازگی	nemrég	تازگی	nemrég	N;SG	ADV
فان	furgon	فان	furgon		N;NOM;SG
الیاف	szálak	الیاف	szál	N;SG	N;NOM;PL
الیاف	szálak	الیاف	szál	N;SG	N;NOM;PL
فضانورد	űrhajósok	فضانورد	űrhajós	N;SG	N;NOM;PL
فضانورد	űrhajósok	فضانورد	űrhajós	N;SG	N;NOM;PL
جرمی	jeremy	جرم	jeremy	N;SG	
مکرر	visszatérő	مکرر	visszatérő	ADJ	N;NOM;SG
مکرر	vizsgálatok	مکرر	vizsgálat	ADJ	N;NOM;PL
مکرر	érdeklődni	مکرر	érdeklődik	ADJ	V;NFIN;ACT
مکرر	gyakori	مکرر	gyakori	ADJ	
عاج	agyarai	عاج	agyarai	N;SG	
عاج	tusk	عاج	tusk	N;SG	
لوئی	louis	لوئی	louis	N;SG	
لوئی	lajos	لوئی	lajos	N;SG	
لوئی	louie	لوئی	loui	N;SG	
پرتغالی	portugál	پرتغالی	portugál	N;SG	
کروز	cruz	کروز	cruz	N;SG	
کروز	cruise	کروز	cruise	N;SG	
سرب	vezet	سرب	vezet	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
تعمیر	javított	تعمیر	javít	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
گنجایش	kapacitások	گنجایش	kapacitás	N;SG	N;NOM;PL
قریب	küszöbön	قریب	küszöb	N;SG	
قریب	közelgő	قریب	közelgő	N;SG	ADJ;NOM;SG
ژرژ	georges	ژرژ	georges	N;SG	
پیست	kellékek	پیست	kellék	N;SG	N;NOM;PL
تحسین	csodálom	تحسین	csodál	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
رپ	rap	رپ	rap	N;SG	
اردوگاه	camp	اردوگاه	camp	N;SG	
اردوگاه	táborok	اردوگاه	táborok	N;SG	N;NOM;PL
موبایل	mobilos	None	mobilos	N;SG	
موبایل	mobile	None	mobile	N;SG	
موبایل	mobil	None	mobil	N;SG	
امان	biztonságos	امان	biztonságos	N;SG	ADJ;NOM;SG
امان	aman	امان	aman	N;SG	
امان	amman	امان	amman	N;SG	
دوشنبه	dusanbe	دوشنبه	dusan	N;SG	
دوشنبه	hétfő	دوشنبه	hétfő	N;SG	
متوالی	soros	متوالی	soros	N;SG	
مسلم	muszlim	مسلم	muszlim	ADJ	
مسلم	muzulmán	مسلم	muzulom	ADJ	
مسلم	muszlimok	مسلم	muszlim	ADJ	N;NOM;PL
معده	has	معده	has	N;SG	
زنجیره	lánc	زنجیره	lánc	N;SG	
دقیقا	pontosan	None	pontos	ADV	ADJ;FRML;SG
اخیراً	mostanában	اخیراً	mostanában	ADV	N;IN+ESS;SG
جنایت	bűncselekmények	جنایت	bűncselekmény	N;SG	N;NOM;PL
موثر	hatékonyan	موثر	hatékony	N;SG	ADJ;FRML;SG
موثر	eredményesen	موثر	eredményes	N;SG	ADJ;FRML;SG
موثر	lenyűgöző	موثر	lenyűgöző	N;SG	
موثر	hatékony	موثر	hatékony	N;SG	
موثر	hatásos	موثر	hatásos	N;SG	
موثر	effektív	موثر	effektív	N;SG	
موثر	eredményes	موثر	eredményes	N;SG	ADJ;NOM;SG
هلال	hilal	هلال	hilal	N;SG	
گران	költséges	گران	költséges	N;SG	ADJ;NOM;SG
گران	drágák	گران	drága	N;SG	N;NOM;PL
گران	drága	گران	drága	N;SG	
هیپ	hip	هیپ	hip	N;SG	
غرق	fulladás	غرق	fulladás	ADJ	N;NOM;SG
جنسیت	nemek	جنسیت	én	N;SG	N;NOM;PL
فرانسوا	francois	فرانسوا	francois	N;SG	
کارمند	alkalmazott	کارمند	alkalmazott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
کارمند	alkalmazottak	کارمند	alkalmazott	N;SG	N;NOM;PL
کارمند	alkalmazottak	کارمند	alkalmazott	N;SG	N;NOM;PL
کارمند	munkavállalók	کارمند	munkavállaló	N;SG	N;NOM;PL
کارمند	foglalkoztatottak	کارمند	foglalkozik	N;SG	V;INDF;IND;PL;3;PST;FIN;ACT
کارمند	munkatársak	کارمند	munkatárs	N;SG	N;NOM;PL
جون	joan	None	joan	N;SG	
جون	jeanne	None	jelenik	N;SG	
دکترا	orvosok	دکترا	orvos	N;SG	N;NOM;PL
دکترا	doktorok	دکترا	doktor	N;SG	N;NOM;PL
بتا	béta	None	béta	N;SG	
شانس	chance	شانس	chance	N;SG	
شانس	szerencse	شانس	szerencse	N;SG	
فرانکلین	franklin	فرانکلین	franklin	N;SG	
لوک	luke	لوک	leke	N;SG	
لوک	lukács	لوک	lukács	N;SG	
نامدار	megnevezett	نامدار	megnevezett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
کارگری	dolgozó	کارگر	dolgozó	N;SG	ADJ;NOM;SG
همشهری	polgár	None	polgár	N;SG	
همشهری	polgárok	None	polgár	N;SG	N;NOM;PL
پرادش	prades	None	prades	N;SG	
سومالی	szomáliai	سومالی	szomáliai	N;SG	ADJ;NOM;SG
سومالی	szomáliai	سومالی	szomáliai	N;SG	ADJ;NOM;SG
اسحاق	isaac	اسحاق	isaac	N;SG	
کریسمس	karácsonykor	کریسمس	karácsonykor	N;SG	
صدام	szaddám	صدام	szadda	N;SG	
دوستانه	baráti	دوستانه	baráti	N;SG	ADJ;NOM;SG
دوستانه	barátságosak	دوستانه	barátságos	N;SG	ADJ;NOM;PL
دوستانه	barátságos	دوستانه	barátságos	N;SG	ADJ;NOM;SG
زین	zane	None	zane	N;SG	
استعداد	tehetséges	استعداد	tehetséges	N;SG	ADJ;NOM;SG
استعداد	tehetség	استعداد	tehetség	N;SG	V;INDF;POT;SG;3;PRS;FIN;ACT
استعداد	tehetséges	استعداد	tehetséges	N;SG	ADJ;NOM;SG
شکارچی	hunter	شکارچی	hunter	N;SG	
شکارچی	vadász	شکارچی	vadász	N;SG	
مولکول	molekulák	مولکول	molekula	N;SG	N;NOM;PL
ناگهان	hirtelen	ناگهان	hirtelen	ADV	
آبشارهای	vízesés	آبشار	vízesés	N;PL	N;NOM;SG
سیروس	cyrus	سیروس	cyrus	N;SG	
بامداد	reggel	بامداد	reggel	N;SG	
دایناسورهای	raptor	دایناسور	raptor	N;PL	
رانش	drift	رانش	drift	N;SG	
شنیدن	hallani	شنیدن	hall	N;SG	V;NFIN;ACT
دلخواه	tetszőleges	دلخواه	tetszőleges	N;SG	ADJ;NOM;SG
دلخواه	önkényes	دلخواه	önkényes	N;SG	
هندو	hindu	هندو	hindu	N;SG	
نشسته	ültem	نشست#نشین	ül	V;SG;3;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
نشسته	ülve	نشست#نشین	ülve	V;SG;3;V.PTCP	
نشسته	ülök	نشست#نشین	ül	V;SG;3;V.PTCP	V;INDF;IND;SG;1;PRS;FIN;ACT
ایستاده	állva	None	állva	V;SG;3;V.PTCP	
درهم	dirham	درهم	dirham	N;SG	
نوا	noé	نوا	noé	N;SG	
نوا	noah	نوا	noah	N;SG	
نوا	nova	نوا	nova	N;SG	
پرش	skip	None	skip	N;SG	
پرش	ugorj	None	ugorj	N;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
پکن	pekingi	پکن	pekingi	N;SG	
پکن	pekingi	پکن	pekingi	N;SG	
کادر	káder	کادر	káder	N;SG	
کادر	kader	کادر	kader	N;SG	
زرشک	kamu	زرشک	kamu	N;SG	
زرشک	hamis	زرشک	hamis	N;SG	
نظرسنجی	felmérések	None	felmérés	N;SG	N;NOM;PL
ثبات	stabilitási	ثبات	stabilitási	N;SG	ADJ;NOM;SG
ثبات	regisztrálj	ثبات	regisztrál	N;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
ثبات	nyilvántartások	ثبات	nyilvántartás	N;SG	N;NOM;PL
کول	cole	کول	cole	N;SG	
آدامز	adams	آدامز	adams	N;SG	
لانگ	hosszú	لانگ	hosszú	N;SG	
اژدها	dragon	اژد	dragon	N;SG	
مکس	max	مکس	max	N;SG	
کریستال	crystal	کریستال	crystal	N;SG	
کریستال	kristály	کریستال	kristály	N;SG	
کریستال	cristal	کریستال	cristal	N;SG	
یاران	ösztöndíj	یار	ösztöndíj	N;PL	N;NOM;SG
یاران	ösztöndíjat	یار	ösztöndíj	N;PL	N;ACC;SG
متقابل	kölcsönös	متقابل	kölcsönös	N;SG	
محرک	ösztönző	محرک	ösztönző	N;SG	ADJ;NOM;SG
محرک	provokatív	محرک	provokatív	N;SG	
پودر	port	پودر	por	N;SG	
بحرانی	kritikus	بحرانی	kritikus	N;SG	
حمزه	hamza	None	hamza	N;SG	
سنا	szenátusi	سنا	szenátusi	N;SG	ADJ;NOM;SG
پراگ	prága	پراگ	prága	N;SG	PROPN;NOM;SG
پراگ	prágai	پراگ	prágai	N;SG	
خوراک	élelmiszerek	خوراک	élelmiszer	N;SG	N;NOM;PL
سوسیال	társadalmi	سوسیال	társadalmi	N;SG	ADJ;NOM;SG
نگران	érintett	نگران	érintett	ADJ	
نگران	aggódó	نگران	aggódó	ADJ	
نگران	aggódom	نگران	aggód	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
نگران	aggódik	نگران	aggódik	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
جامائیکا	jamaica	جامائیکا	jamaica	N;SG	
گمشده	hiányzik	گمشده	hiányzik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
گمشده	eltűnt	گمشده	el+tűnik	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
گمشده	hiányzó	گمشده	hiányzó	N;SG	ADJ;NOM;SG
بانو	hölgy	بانو	hölgy	N;SG	
مطلع	tájékoztatta	مطلع	tájékozódik	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
مطلع	tájékoztatott	مطلع	tájékoztatott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
مطلع	tájékozott	مطلع	tájékozik	N;SG	
والت	walt	والت	walt	N;SG	
چهارشنبه	szerda	چهارشنبه	szerda	N;SG	
اندی	andy	None	andy	N;SG	
سنجاب	mókus	سنجاب	mókus	N;SG	
لوگو	lugo	لوگو	lugo	N;SG	
پانک	punk	پانک	punk	N;SG	
استراتژیک	stratégiai	استراتژیک	stratégiai	N;SG	ADJ;NOM;SG
لودویگ	ludwig	لودویگ	lud	N;SG	
تای	thai	None	thai	N;SG	
برآورده	teljesítve	None	teljesítve	ADJ;SG;3;V.PTCP	ADV;V.CVB
برآورده	teljesítése	None	teljesítés	ADJ;SG;3;V.PTCP	N;NOM;SG
هریک	mindegyik	هریک	mindegyik	N;SG	
