fantasy	fantasier	fantasy	fantasi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
redigering	redigerer	redigering	redigere	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
villan	villa	villan	villa	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
nasa	nasa	nasa	nasa	PROPN;NOM	PROPN
brittiskt	british	brittisk	british	ADJ;NOM;INDF;NEUT;SG	
brittiskt	briterne	brittisk	brit	ADJ;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;PL
brittiskt	britiske	brittisk	britisk	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
brittiskt	briter	brittisk	brite	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
cher	cher	cher	cher	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
individuellt	individ	individuell	individ	ADV	N;INDF;NEUT;SG
individuellt	individuelle	individuell	individuel	ADV	ADJ;PL
individuellt	individuel	individuell	individuel	ADV	ADJ;INDF;MASC+FEM;SG
riktlinjer	retningslinjerne	riktlinje	retningslinje	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
enwp	enwp	enwp	enwp	N;NOM;INDF;MASC+FEM;SG	
biologiska	biologisk	biologisk	biologisk	ADJ;NOM;PL	ADV
hyde	hyde	hyde	hyde	PROPN;NOM	N;INDF;MASC+FEM;SG
skickas	afsendt	skicka	afsende	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
skickas	sendte	skicka	sende	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;ACT
skickas	sendt	skicka	sende	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
tänder	tænderne	tand	tand	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
snokar	snoop	snoka	snoop	V;IND;PRS;FIN;ACT	
snokar	nysgerrige	snoka	nysgerrig	V;IND;PRS;FIN;ACT	ADJ;PL
marx	marx	marx	marx	PROPN;NOM	
christine	christine	christine	christine	PROPN;NOM	N;INDF;MASC+FEM;SG
hämtade	hentede	hämta	hente	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
hämtade	hentet	hämta	hente	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hämtade	hentes	hämta	hente	ADJ;NOM;PL;PST;V.PTCP	V;IND;PRS;NFIN;PASS
davies	davies	davies	davie	PROPN;NOM	
önskar	ønske	önska	ønske	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
önskar	wish	önska	wish	V;IND;PRS;FIN;ACT	
önskar	ønske	önska	ønske	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
gentiana	gentiana	gentian	gentiana	N;NOM;INDF;MASC+FEM;SG	
unik	entydigt	unik	entydig	ADJ;NOM;INDF;MASC+FEM;SG	ADV
unik	unikke	unik	unik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
ltd	ltd	ltd	ltd	PROPN;NOM	
fakulteten	fakulteter	fakultet	fakulteter	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
besättningen	crew	besättning	crew	N;NOM;DEF;MASC+FEM;SG	
besättningen	mandskab	besättning	mandskab	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
besättningen	besætning	besättning	besætning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
benny	benny	benny	benny	PROPN;NOM	
gambia	gambia	gambi	gambia	PROPN;NOM	
fältet	fagområde	fält	fagområde	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
fältet	felt	fält	felt	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
fältet	område	fält	område	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
hammer	hammer	hammer	hammer	PROPN;NOM	N;INDF;MASC+FEM;SG
hammer	hammeren	hammer	hammer	PROPN;NOM	N;DEF;MASC+FEM;SG
network	nettet	network	net	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
network	netværket	network	netværk	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
network	network	network	network	N;NOM;INDF;NEUT;SG	
anderna	andes	annan	andes	N;NOM;DEF;MASC+FEM;PL	
kramfors	kramfors	kramfor	kramfors	PROPN;NOM	
lagstiftning	lovgivningen	lagstiftning	lovgivning	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
smeknamn	nick	smeknamn	nick	N;NOM;INDF;NEUT;SG	
smeknamn	kælenavne	smeknamn	kælenavn	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
smeknamn	øgenavne	smeknamn	øgenavn	N;NOM;INDF;NEUT;SG	ADJ;PL
belgrad	beograd	belgrad	beograd	N;NOM;INDF;MASC+FEM;SG	
egyptiska	egyptisk	egyptisk	egyptisk	ADJ;NOM;PL	ADJ;INDF;SG
catharina	catharina	catharina	catharina	PROPN;NOM	N;INDF;MASC+FEM;SG
tunnel	tunnellen	tunnel	tunnel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
tunnel	tunnelen	tunnel	tunnel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
orsaka	årsag	orsak	årsag	V;IMP;NFIN;ACT	N;INDF;MASC+FEM;SG
orsaka	årsagen	orsak	årsag	V;IMP;NFIN;ACT	N;DEF;MASC+FEM;SG
nicolai	nicolai	nicolai	nicolai	PROPN;NOM	PROPN
mäta	måling	mäta	måling	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
mäta	måler	mäta	måle	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
mäta	foranstaltning	mäta	foranstaltning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
köket	gastronomi	kök	gastronomi	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
köket	køkken	kök	køkke	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
köket	køkken	kök	køkke	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
villeneuve	villeneuve	villeneuve	villeneuve	PROPN;NOM	N;INDF;MASC+FEM;SG
malm	malme	malm	malme	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
too	også	too	også	N;NOM;INDF;NEUT;SG	ADV
konstantinopel	konstantinopel	konstantinopel	konstantinopel	PROPN;NOM	N;INDF;MASC+FEM;SG
pike	pike	pike	pike	PROPN;NOM	
otte	otte	otte	otte	N	NUM
alma	alma	alm	alma	PROPN;NOM	N;INDF;MASC+FEM;SG
hat	hadefuld	hat	hadefuld	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
hat	hade	hat	hade	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
hat	hate	hat	hate	N;NOM;INDF;NEUT;SG	
hat	hader	hat	hade	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
agera	handler	agera	handle	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
agera	skuespil	agera	skuespil	V;IMP;FIN;ACT	N;INDF;NEUT;SG
agera	retsakt	agera	retsakt	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
agera	akt	agera	akt	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
agera	act	agera	act	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
vända	reverse	vända	reverse	V;IMP;FIN;ACT	
vända	omvendt	vända	omvendt	V;IMP;FIN;ACT	ADJ;INDF;SG
vända	bakgear	vända	bakgear	V;IMP;FIN;ACT	N;INDF;NEUT;SG
vända	baglæns	vända	baglæn	V;IMP;FIN;ACT	ADV
vända	bak	vända	bak	V;IMP;FIN;ACT	
gonzález	gonzález	gonzález	gonzález	PROPN;NOM	N;INDF;MASC+FEM;SG
gonzález	gonzalez	gonzález	gonzalez	PROPN;NOM	
expressen	ekspres	expresse	ekspre	PROPN;NOM	N;INDF;NEUT;SG
expressen	express	expresse	express	PROPN;NOM	
expressen	udtrykke	expresse	udtrykke	PROPN;NOM	V;NFIN;ACT
mineral	mineralske	mineral	mineralsk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
mineral	mineraler	mineral	mineral	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
fylla	fyldning	fylla	fyldning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
fylla	påfyldning	fylla	påfyldning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
fylla	opfyldning	fylla	opfyldning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
fylla	udfyldning	fylla	udfyldning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
fylla	fylder	fylla	fylde	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
fylla	fyld	fylla	fyld	V;IMP;FIN;ACT	N;INDF;NEUT;SG
fylla	udfyldning	fylla	udfyldning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
varianten	variant	variant	variant	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
varianten	varianter	variant	variant	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
resultaten	resultater	resultat	resultat	N;NOM;DEF;NEUT;PL	N;INDF;NEUT;PL
resultaten	resultat	resultat	resultat	N;NOM;DEF;NEUT;PL	N;INDF;NEUT;SG
kvarter	blokke	kvarter	blok	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
riktig	real	riktig	real	ADJ;NOM;INDF;MASC+FEM;SG	
riktig	virkeligt	riktig	virkeligt	ADJ;NOM;INDF;MASC+FEM;SG	ADV
riktig	rigtig	riktig	rigtig	ADJ;NOM;INDF;MASC+FEM;SG	ADV
riktig	virkelig	riktig	virkelig	ADJ;NOM;INDF;MASC+FEM;SG	ADV
nationer	nationers	nation	nation	N;NOM;INDF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;PL
nationer	nations	nation	nation	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
saudiarabien	arabien	saudiarabien	arabi	PROPN;NOM	N;DEF;MASC+FEM;SG
orsaker	begrundelse	orsak	begrundelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
orsaker	årsagerne	orsak	årsag	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
elaeocarpus	elaeocarpus	elaeocarpus	elaeocarpus	N;NOM;INDF;MASC+FEM;SG	
köpenhamns	copenhagen	köpenhamn	copenhagen	PROPN;GEN	N;DEF;MASC+FEM;SG
köpenhamns	københavn	köpenhamn	københavn	PROPN;GEN	PROPN
torre	torre	torr	tor	N;NOM;INDF;NEUT;SG	
populationen	indbyggertal	population	indbyggertal	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
populationen	befolkning	population	befolkning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
populationen	indbyggere	population	indbygger	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
edge	edge	edge	edge	N;NOM;INDF;MASC+FEM;SG	
edge	kanten	edge	kant	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
belgisk	belgiske	belgisk	belgisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
listar	notering	lista	notering	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
ladda	last	ladda	last	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
ladda	belastning	ladda	belastning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
konto	kontoen	konto	konto	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
byarna	landsbyer	byare	landsby	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
pete	pete	pete	pete	PROPN;NOM	PROPN
pete	sorteper	pete	sortep	PROPN;NOM	N;INDF;MASC+FEM;SG
kirby	kirby	kirby	kirby	PROPN;NOM	
hood	hætten	hood	hæt	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
rob	rob	rob	rob	PROPN;NOM	
rob	røver	rob	røve	PROPN;NOM	N;INDF;MASC+FEM;SG
rob	røve	rob	røve	PROPN;NOM	V;NFIN;ACT
klasser	klasserne	klass	klasse	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
citat	citerer	cita	citere	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
citat	citater	cita	citat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
springfield	springfield	springfield	springfield	PROPN;NOM	N;INDF;MASC+FEM;SG
richmond	richmond	richmond	richmond	PROPN;NOM	N;INDF;NEUT;SG
vaccinium	vaccinium	vaccinium	vaccinium	V;IMP;FIN;ACT	
zamora	zamora	zamor	zamora	PROPN;NOM	
pulchra	pulchra	pulchra	pulchra	N;NOM;INDF;MASC+FEM;SG	
återkomst	returnere	återkomst	returnere	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
federal	føderale	federal	føderal	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
non	non	non	non	N;NOM;INDF;NEUT;SG	
rydberg	rydberg	rydberg	rydberg	PROPN;NOM	N;INDF;MASC+FEM;SG
gloria	gloria	glorium	gloria	N;NOM;INDF;MASC+FEM;SG	
rainbow	rainbow	rainbow	rainbow	N;NOM;INDF;MASC+FEM;SG	
rainbow	regnbuen	rainbow	regnbue	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
svara	svar	svara	svar	V;IMP;FIN;ACT	N;INDF;NEUT;SG
svara	svaret	svara	svar	V;IMP;FIN;ACT	N;DEF;NEUT;SG
svara	svar	svara	svar	V;IMP;FIN;ACT	N;INDF;NEUT;SG
svara	besvarelse	svara	besvarelse	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
besöka	besøg	besöka	besøg	V;IMP;FIN;ACT	N;INDF;NEUT;SG
besöka	visit	besöka	visit	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
besöka	besøger	besöka	besøge	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
turneringar	turnering	turnering	turnering	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
turneringar	turneringen	turnering	turnering	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;SG
sean	sean	sean	sean	PROPN;NOM	
ägt	ejes	äga	eje	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
ägt	ejede	äga	eje	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
ägt	ejet	äga	eje	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ronnie	ronnie	ronnie	ronnie	PROPN;NOM	
marcos	marcos	marcos	marcos	PROPN;NOM	
agaricomycetes	basidieklassen	agaricomycetes	basidieklass	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;SG
andliga	åndeligt	andlig	åndelig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
andliga	spirituel	andlig	spirituel	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
andliga	åndelig	andlig	åndelig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
kardinal	kardinalen	kardinal	kardinal	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
speciosa	speciosa	specios	speciosa	N;NOM;INDF;MASC+FEM;SG	
ghost	ghost	ghost	ghost	N;NOM;INDF;MASC+FEM;SG	
ghost	spøgelset	ghost	spøgelse	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
cesar	cesar	cesa	cesar	PROPN;NOM	
effektivt	effektive	effektiv	effektiv	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
effektivt	effektive	effektiv	effektiv	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
sirius	sirius	sirius	sirius	PROPN;NOM	N;INDF;MASC+FEM;SG
tidigast	tidligste	tidig	tidlig	ADJ;NOM;INDF;RL	ADJ;DEF;RL
sune	sune	sun	sun	PROPN;NOM	
lopez	lópez	lopez	lópez	N;NOM;DEF;NEUT;SG	
lopez	lopez	lopez	lop	N;NOM;DEF;NEUT;SG	
uppfinnare	opfindere	uppfinnare	opfinder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
kunder	kunderne	kund	kunde	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
kunder	kunders	kund	kunde	N;NOM;INDF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;PL
kunder	klienterne	kund	klient	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
märke	mærke	märke	mærke	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
märke	brandet	märke	brand	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
märke	mærke	märke	mærke	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
märke	marker	märke	mark	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
märke	markér	märke	mark	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
besegrades	besejrede	besegra	besejre	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
maskiner	maskineri	maskin	maskineri	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
rick	rick	råck	rick	PROPN;NOM	
cherry	cherry	cherry	cherry	PROPN;NOM	
cherry	kirsebær	cherry	kirsebær	PROPN;NOM	N;INDF;NEUT;SG
uttagen	hævning	uttagen	hævning	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC+FEM;SG
uttagen	tilbagetrækning	uttagen	tilbagetrækning	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC+FEM;SG
uttagen	udtræk	uttagen	udtræk	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
förmågan	evner	förmåga	evne	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
förmågan	evne	förmåga	evne	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kalix	kalix	kalix	kalix	PROPN;NOM	
militären	militære	militär	militær	N;NOM;DEF;MASC+FEM;SG	ADJ;PL
militären	militær	militär	militær	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
militären	militært	militär	militært	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
nine	ni	nine	ni	N;NOM;INDF;NEUT;SG	NUM
nine	nine	nine	nin	N;NOM;INDF;NEUT;SG	
sovjet	sovjet	sovjet	sovjet	PROPN;NOM	N;INDF;MASC+FEM;SG
sovjet	ussr	sovjet	ussr	PROPN;NOM	N;INDF;MASC+FEM;SG
sovjet	sovjetunionen	sovjet	sovjetunion	PROPN;NOM	N;DEF;MASC+FEM;SG
grundarna	grundlæggere	grundare	grundlægger	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
mähren	moravia	mähr	moravia	PROPN;NOM	N;INDF;MASC+FEM;SG
über	über	über	über	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
önskade	ønsket	önska	ønske	V;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
varma	varm	varma	varm	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
varma	varme	varma	varme	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
varma	varmt	varma	varm	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
varma	varmer	varma	varm	ADJ;NOM;PL	V;IND;PRS;FIN;ACT
blockerade	blokeret	blockera	blokere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
blockerade	blokerede	blockera	blokere	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
blockerade	spærret	blockera	spærre	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ersatt	afløst	ersatt	afløse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ersatt	erstattet	ersatt	erstatte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ersatt	udskiftet	ersatt	udskifte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ersatt	udskiftes	ersatt	udskifte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN;PASS
ersatt	erstattede	ersatt	erstatte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
ersatt	erstattet	ersatt	erstatte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
haga	haga	hag	haga	PROPN;NOM	
adelaide	adelaide	adelaide	adelaide	PROPN;NOM	
batman	batman	batman	batman	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
uppvuxen	hævet	uppvuxen	hæve	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppvuxen	opdraget	uppvuxen	opdrage	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppvuxen	opdrættet	uppvuxen	opdrætte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppvuxen	rejst	uppvuxen	rejse	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppvuxen	opdrættet	uppvuxen	opdrætte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppvuxen	avlet	uppvuxen	avlet	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ögat	øje	öga	øje	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
ögat	øjne	öga	øje	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;PL
ögat	blik	öga	blik	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
ögat	eye	öga	ey	N;NOM;DEF;NEUT;SG	
fångenskap	bundne	fångenskap	bundne	N;NOM;INDF;NEUT;SG	V;PL;PST;V.PTCP
jordbruket	landbrug	jordbruk	landbrug	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
zaragoza	zaragoza	zaragoz	zaragoza	PROPN;NOM	
nixon	nixon	nixon	nixon	PROPN;NOM	
technology	teknologien	technology	teknologi	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
kommersiell	kommerciel	kommersiell	kommerciel	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
kommersiell	kommercielt	kommersiell	kommercielt	N;NOM;INDF;MASC+FEM;SG	ADV
kommersiell	kommercielle	kommersiell	kommerciel	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
svag	svage	svag	svag	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
hidalgo	hidalgo	hidalgo	hidalgo	N;NOM;INDF;MASC+FEM;SG	
femton	fifteen	femton	fifte	NUM;NOM	N;DEF;MASC+FEM;SG
virgin	jomfru	virgi	jomfru	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
virgin	virgin	virgi	virgin	N;NOM;INDF;MASC+FEM;SG	
ved	brænde	ved	brænde	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
ved	wood	ved	wood	N;NOM;INDF;MASC+FEM;SG	
miljön	miljø	miljö	miljø	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
öppnar	åbnes	öppna	åbne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
öppnar	åbning	öppna	åbning	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
magic	magic	magic	magic	N;NOM;INDF;MASC+FEM;SG	
magic	magiske	magic	magisk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
magic	magisk	magic	magisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
expeditionen	ekspedition	expedition	ekspedition	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
nicolaus	nicolaus	nicolaus	nicolaus	PROPN;NOM	N;INDF;MASC+FEM;SG
önskan	begæret	önskan	begære	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
önskan	wish	önskan	wish	N;NOM;INDF;MASC+FEM;SG	
önskan	ønsker	önskan	ønske	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
skapats	oprettede	skapa	oprette	V;V.CVB;PASS	V;IND;PST;FIN;ACT
muslimer	muslimerne	muslim	muslim	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
muslimer	muslimske	muslim	muslimsk	N;NOM;INDF;MASC+FEM;PL	ADJ;PL
muslimer	muslim	muslim	muslim	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC+FEM;SG
muslimer	muslimsk	muslim	muslimsk	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;SG
strauss	strauss	strauss	straus	PROPN;NOM	N;INDF;MASC+FEM;SG
innsbruck	innsbruck	innsbruck	innsbruck	PROPN;NOM	
seattle	seattle	seattle	seattle	PROPN;NOM	
köpt	indkøbt	köpa	indkøbe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
köpt	købt	köpa	købe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
köpt	købes	köpa	købe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PRS;NFIN;PASS
köpt	købte	köpa	købe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
köpt	købt	köpa	købe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
köpt	købes	köpa	købe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PRS;NFIN;PASS
köpt	købte	köpa	købe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
snabbaste	hurtigst	snabb	hurtigst	ADJ;NOM;DEF;RL	ADV;RL
börje	börje	börje	börje	PROPN;NOM	N;INDF;MASC+FEM;SG
kotka	kotka	kotka	kotka	PROPN;NOM	N;INDF;NEUT;SG
utlandet	udenlands	utland	udenlands	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
utlandet	udland	utland	udland	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;PL
omständigheter	omstændighed	omständighet	omstændighed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
omständigheter	omstændighederne	omständighet	omstændighed	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
utvalda	valgt	utvalja	vælge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvalda	udvalgt	utvalja	udvælge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvalda	valgte	utvalja	vælge	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
utvalda	valgt	utvalja	vælge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvalda	valgte	utvalja	vælge	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
utvalda	udvalgte	utvalja	udvælge	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
