leonor	eleonora	leonor	eleonor	N;FEM;SG	PROPN;NOM;FEM;SG;POS
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
simão	simone	simão	simone	N;MASC;SG	PROPN;NOM;FEM;SG;POS
simão	simon	simão	simon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
identificado	označené	identificar	označený	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
identificado	označen	identificar	označený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
identificado	označený	identificar	označený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
identificado	označeno	identificar	označený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
identificado	identifikovány	identificar	identifikovaný	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
identificado	identifikován	identificar	identifikovaný	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
identificado	zjištěná	identificar	zjištěný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
identificado	identifikována	identificar	identifikovaný	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
residencial	obytné	residencial	obytný	N;MASC;SG	ADJ;NOM;MASC;PL;POS
michelle	michelle	michelle	michelle	N;FEM;SG	PROPN;NOM;FEM;SG;POS
simmons	simmons	simmons	simmons	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
expresso	expres	expresso	expres	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG;POS
expresso	express	expresso	express	V;MASC;SG;V.PTCP	PROPN;INAN;NOM;MASC;SG;POS
expresso	expresní	expresso	expresní	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;POS
expresso	espresso	expresso	espresso	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG;POS
expresso	vyjádřené	expresso	vyjádřený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS
expresso	vyjádřila	expresso	vyjádřit	V;MASC;SG;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
expresso	vyjádřeno	expresso	vyjádřený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
human	lidská	human	lidský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
human	lidské	human	lidský	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
human	lidský	human	lidský	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
precipitação	srážek	precipitação	srážka	N;FEM;SG	N;GEN;FEM;PL;POS
precipitação	srážky	precipitação	srážka	N;FEM;SG	N;NOM;FEM;PL;POS
khan	khan	khan	khan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
corda	lana	corda	lano	N;FEM;SG	N;NOM;NEUT;PL;POS
ritual	rituály	ritual	rituál	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
ritual	rituální	ritual	rituální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
procurou	prohledali	procurar	prohledat	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
teto	střechy	teto	střecha	N;MASC;SG	N;NOM;FEM;PL;POS
teto	střešní	teto	střešní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
possibilidades	možností	possibilidade	možnost	N;FEM;PL	N;INS;FEM;SG;POS
restaurantes	restaurace	restaurante	restaurace	N;MASC;PL	N;NOM;FEM;SG;POS
restaurantes	restaurací	restaurante	restaurace	N;MASC;PL	N;INS;FEM;SG;POS
mariano	mariano	mariano	mariano	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
introduziu	zavedené	introduzir	zavedený	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;POS
introduziu	zavedena	introduzir	zavedený	V;IND;SG;3;PST;FIN	ADJ;POS;V.PTCP;PASS
introduziu	zavedená	introduzir	zavedený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS
introduziu	zavedený	introduzir	zavedený	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
explorar	zkoumání	explorar	zkoumání	V;NFIN	N;NOM;NEUT;SG;POS
explorar	objevování	explorar	objevování	V;NFIN	N;NOM;NEUT;SG;POS
delgada	štíhlá	delgada	štíhlý	N;FEM;SG	ADJ;NOM;FEM;SG;POS
delgada	štíhlé	delgada	štíhlý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
gaspar	gaspar	gaspar	gaspar	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
comer	stravování	comer	stravování	V;NFIN	N;NOM;NEUT;SG;POS
mísseis	střela	míssil	střela	N;MASC;PL	N;NOM;FEM;SG;POS
mísseis	raketa	míssil	raketa	N;MASC;PL	N;NOM;FEM;SG;POS
dívida	dluhy	dívida	dluh	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
complementar	doplňují	complementar	doplňovat	ADJ;MASC;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
complementar	doplněk	complementar	doplněk	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
complementar	doplňovat	complementar	doplňovat	ADJ;MASC;SG	V;IPFV;POS;NFIN
definidos	vymezené	definir	vymezený	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
definidos	definovaný	definir	definovaný	V;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
definidos	definováno	definir	definovaný	V;MASC;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
definidos	definovaná	definir	definovaný	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
definidos	definované	definir	definovaný	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;PL;POS
albânia	albánské	albânia	albánský	N;FEM;SG	ADJ;NOM;MASC;PL;POS
albânia	albánie	albânia	albánie	N;FEM;SG	PROPN;NOM;FEM;SG;POS
albânia	albánie	albânia	albánie	N;FEM;SG	PROPN;NOM;FEM;SG;POS
second	druhé	second	druhý	N;MASC;SG	ADJ;NOM;NEUT;SG
second	druhá	second	druhý	N;MASC;SG	ADJ;NOM;FEM;SG
second	druhý	second	druhý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
únicas	jedinečný	único	jedinečný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
únicas	unikátní	único	unikátní	ADJ;FEM;PL	ADJ;NOM;MASC;SG;POS
únicas	jedinečná	único	jedinečný	ADJ;FEM;PL	ADJ;NOM;FEM;SG;POS
únicas	jedinečné	único	jedinečný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG;POS
quebec	quebecu	quebec	Quebec	N;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
luigi	luigi	luigi	luigi	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
amar	milující	amar	milující	V;NFIN	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
amar	milování	amar	milování	V;NFIN	N;NOM;NEUT;SG;POS
amar	amar	amar	amar	V;NFIN	PROPN;ANIM;NOM;MASC;SG;POS
fio	dráty	fio	drát	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
fio	nitě	fio	nit	N;MASC;SG	N;NOM;FEM;PL;POS
aparelhos	zařízení	aparelho	zařízení	N;MASC;PL	N;NOM;NEUT;SG;POS
aparelhos	přístroj	aparelho	přístroj	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
aparelhos	aparát	aparelho	aparát	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
ideais	ideál	ideal	ideál	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
ideais	ideální	ideal	ideální	N;MASC;PL	ADJ;NOM;MASC;SG;POS
fame	slávy	fame	sláva	N;MASC;SG	N;NOM;FEM;PL;POS
águia	eagle	águia	eagle	N;FEM;SG	ADJ;POS
águia	orlí	águia	orlí	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
than	než	than	než	N;MASC;SG	CONJ
move	tahy	mover	tah	V;IMP;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL;POS
move	pohyby	mover	pohyb	V;IMP;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL;POS
soberania	suverenity	soberania	suverenita	N;FEM;SG	N;NOM;FEM;PL;POS
biografias	biografie	biografia	biografie	N;FEM;PL	N;NOM;FEM;SG;POS
oklahoma	oklahoma	oklahoma	oklahoma	N;MASC;SG	PROPN;NOM;FEM;SG;POS
main	main	main	main	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
main	hlavní	main	hlavní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
kentucky	kentucky	kentucky	kentucky	N;MASC;SG	PROPN;NOM;FEM;SG;POS
causado	způsobené	causar	způsobený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
protestantes	protestantské	protestante	protestantský	N;MASC;PL	ADJ;NOM;MASC;PL;POS
protestantes	protestující	protestante	protestující	N;MASC;PL	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
protestantes	protestující	protestante	protestující	N;MASC;PL	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
cantada	sung	cantar	sung	V;FEM;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG;POS
inês	inez	inês	inez	N;FEM;SG	PROPN;NOM;FEM;SG;POS
inês	ines	inês	ines	N;FEM;SG	PROPN;NOM;FEM;SG;POS
inês	inés	inês	inést	N;FEM;SG	PROPN;FEM;SG;POS
inês	agnes	inês	agnes	N;FEM;SG	PROPN;NOM;FEM;SG;POS
bonita	docela	bonito	docela	ADJ;FEM;SG	ADV
úteis	užitečná	útil	užitečný	N;MASC;PL	ADJ;NOM;FEM;SG;POS
úteis	užitečný	útil	užitečný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
úteis	užitečné	útil	užitečný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
úteis	užitečná	útil	užitečný	N;MASC;PL	ADJ;NOM;FEM;SG;POS
úteis	užitečný	útil	užitečný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
úteis	užitečné	útil	užitečný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
passe	přihrávka	passar	přihrávka	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG;POS
passe	průsmyk	passar	průsmyk	V;SBJV;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
passe	pass	passar	pass	V;SBJV;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
anfíbio	obojživelné	anfíbio	obojživelný	N;MASC;SG	ADJ;NOM;MASC;PL;POS
remo	remus	remo	remus	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
juízes	rozhodčí	juíz	rozhodčí	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
iowa	iowě	iowa	Iowa	N;MASC;SG	PROPN;MASC;SG;POS
silver	stříbrná	silver	stříbrný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
silver	stříbrné	silver	stříbrný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
silver	silver	silver	silver	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
ralph	ralph	ralph	ralph	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
responde	odpovězte	responder	odpovězit	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
responde	odpověď	responder	odpověď	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;POS
responde	odpověď	responder	odpověď	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;POS
georg	georg	georg	georg	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
fixo	stanovena	fixo	stanovený	N;MASC;SG	ADJ;POS;V.PTCP;PASS
fixo	pevná	fixo	pevný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
fixo	pevné	fixo	pevný	N;MASC;SG	ADJ;NOM;MASC;PL;POS
fixo	fixní	fixo	fixní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
penas	peří	pena	peří	N;FEM;PL	N;NOM;NEUT;SG;POS
penas	peří	pena	peří	N;FEM;PL	N;NOM;NEUT;SG;POS
penas	pírko	pena	pírko	N;FEM;PL	N;NOM;NEUT;SG;POS
gardens	gardens	gardem	gardens	N;MASC;PL	PROPN;NOM;MASC;SG;POS
segura	držet	seguro	držet	ADJ;FEM;SG	V;POS;NFIN
segura	trezor	seguro	trezor	ADJ;FEM;SG	N;INAN;NOM;MASC;SG;POS
segura	sejf	seguro	sejf	ADJ;FEM;SG	N;INAN;NOM;MASC;SG;POS
segura	zajistit	seguro	zajistit	ADJ;FEM;SG	V;PFV;POS;NFIN
segura	zabezpečit	seguro	zabezpečit	ADJ;FEM;SG	V;PFV;POS;NFIN
info	info	info	info	ADJ;FEM;SG	N;NOM;FEM;SG;POS
info	informace	info	informace	ADJ;FEM;SG	N;NOM;FEM;PL;POS
introduzida	zavedené	introduzir	zavedený	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
introduzida	zavedena	introduzir	zavedený	V;FEM;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
introduzida	zavedená	introduzir	zavedený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
introduzida	zavedený	introduzir	zavedený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
faro	faro	faro	faro	N;MASC;SG	PROPN;NOM;MASC;SG;POS
jesuítas	jezuita	jesuíta	jezuita	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
chipre	kypru	chipre	kypr	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
chipre	kypr	chipre	kypr	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
falcão	sokol	falcão	sokol	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
falcão	falcone	falcão	falcon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
falcão	hawk	falcão	hawk	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
capturar	zachycení	capturar	zachycení	V;NFIN	N;NOM;NEUT;SG;POS
capturar	zachycování	capturar	zachycování	V;NFIN	N;NOM;NEUT;SG;POS
capturar	zajetí	capturar	zajetí	V;NFIN	N;NOM;NEUT;SG;POS
capturar	zachycení	capturar	zachycení	V;NFIN	N;NOM;NEUT;SG;POS
santarém	santarém	santar	santarý	N;MASC;SG	ADJ;INS;MASC;SG;POS
saudita	saúdské	saudita	saudský	N;FEM;SG	ADJ;NOM;FEM;PL;POS
marítimo	námořní	marítimo	námořní	N;MASC;SG	ADJ;NOM;FEM;SG;POS
pen	pen	pen	pen	N;MASC;SG	PROPN;INAN;MASC;POS
inseto	štěnice	inseto	štěnice	N;MASC;SG	N;NOM;FEM;PL;POS
estrangeiras	zahraniční	estrangeiro	zahraniční	N;FEM;PL	ADJ;NOM;MASC;SG;POS
estrangeiras	cizí	estrangeiro	cizí	N;FEM;PL	ADJ;NOM;MASC;SG;POS
protesto	námitky	protesto	námitka	N;MASC;SG	N;NOM;FEM;PL;POS
protesto	protestovat	protesto	protestovat	N;MASC;SG	V;IPFV;POS;NFIN
protesto	protesty	protesto	protest	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
pecado	sin	pecado	sin	N;MASC;SG	PROPN;NOM;MASC;SG;POS
craig	craig	craig	craig	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
drive	řídit	drive	řídit	N;MASC;SG	V;IPFV;POS;NFIN
drive	drive	drive	drive	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
burocratas	byrokrat	burocrata	byrokrat	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
pensando	myšlení	pensar	myšlení	V;V.MSDR	N;NOM;NEUT;SG;POS
pensando	přemýšlení	pensar	přemýšlení	V;V.MSDR	N;NOM;NEUT;SG;POS
wellington	wellington	wellington	wellington	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
pilar	pilíře	pilar	pilíř	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
pilar	pilar	pilar	pilar	N;MASC;SG	PROPN;NOM;FEM;SG;POS
geográfico	geografické	geográfico	geografický	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
geográfico	geografické	geográfico	geografický	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
full	plné	full	plný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
full	plný	full	plný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
full	plná	full	plný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
roberts	roberts	robert	roberts	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
pato	kachní	pato	kachní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
classificadas	vyřešeno	classificar	vyřešený	V;FEM;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
classificadas	utajované	classificar	utajovaný	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
classificadas	tajné	classificar	tajný	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;SG;POS
concreto	konkrétní	concreto	konkrétní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
ama	ama	amar	ama	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;POS
ama	chůva	amar	chůva	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;POS
ama	chůvu	amar	chůva	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG;POS
fiável	spolehlivé	fiável	spolehlivý	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
protegido	chráněný	proteger	chráněný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
protegido	chráněná	proteger	chráněný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
protegido	chráněno	proteger	chráněný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
protegido	chráněné	proteger	chráněný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
protegido	chráněné	proteger	chráněný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
concedida	poskytnutá	conceder	poskytnutý	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
concedida	udělené	conceder	udělený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
concedida	uděleno	conceder	udělený	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
concedida	udělen	conceder	udělno	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
concedida	poskytnuta	conceder	poskytnutý	V;FEM;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
anuais	každoroční	anual	každoroční	N;MASC;PL	ADJ;NOM;MASC;SG;POS
anuais	roční	anual	roční	N;MASC;PL	ADJ;NOM;MASC;SG;POS
anuais	výroční	anual	výroční	N;MASC;PL	ADJ;NOM;MASC;SG;POS
difusão	vysílat	difusão	vysílat	N;FEM;SG	V;IPFV;POS;NFIN
muro	zdi	muro	zeď	N;MASC;SG	N;NOM;FEM;PL;POS
fraco	slabé	fraco	slabý	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
dezesseis	sixteen	dezessel	sixteen	NUM	N;NOM;FEM;SG;POS
faculdades	kolegia	faculdade	kolegium	N;FEM;PL	N;NOM;NEUT;SG;POS
bull	bull	bull	být	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
salário	mzdy	salário	mzda	N;MASC;SG	N;NOM;FEM;PL;POS
salário	platy	salário	plat	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
rodolfo	rodolfo	rodolfo	rodolfo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
rodolfo	rudolph	rodolfo	rudolph	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
wallace	wallace	wallace	wallace	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
cole	cole	cole	cole	V;SBJV;SG;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG;POS
cole	cola	cole	cola	V;SBJV;SG;3;PRS;FIN	PROPN;NOM;FEM;SG;POS
comandos	komando	comando	komando	N;MASC;PL	N;NOM;NEUT;SG;POS
comandos	komando	comando	komando	N;MASC;PL	N;NOM;NEUT;SG;POS
comandos	ovládání	comando	ovládání	N;MASC;PL	N;NOM;NEUT;SG;POS
comandos	kontroly	comando	kontrola	N;MASC;PL	N;NOM;FEM;SG;POS
coberto	pokryté	cobrir	pokrytý	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
coberto	krytý	cobrir	krytý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
coberto	kryté	cobrir	krytý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
coberto	pokrytý	cobrir	pokrytý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
coberto	zajištěné	cobrir	zajištěný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
antero	antero	antero	antero	N;MASC;SG	PROPN;NOM;MASC;SG;POS
carol	carol	carol	carol	N;FEM;SG	PROPN;NOM;FEM;SG;POS
usos	používá	uso	používat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
gilbert	gilbert	gilbert	gilbert	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
jake	jake	jake	jako	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
concorrentes	soutěžících	concorrente	soutěžící	N;MASC;PL	ADJ;ANIM;IPFV;GEN;MASC;PL;POS;PRS;V.PTCP;ACT
concorrentes	soutěžící	concorrente	soutěžící	N;MASC;PL	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
concorrentes	konkurence	concorrente	konkurence	N;MASC;PL	N;NOM;FEM;SG;POS
sagrada	posvátný	sagrada	posvátný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
sagrada	posvátné	sagrada	posvátný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
sagrada	posvátná	sagrada	posvátný	N;FEM;SG	ADJ;NOM;FEM;SG;POS
doente	pacienta	doente	pacient	ADJ;MASC;SG	N;ANIM;ACC;MASC;SG;POS
doente	pacientka	doente	pacientka	ADJ;MASC;SG	N;NOM;FEM;SG;POS
doente	pacient	doente	pacient	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG;POS
doente	nemocné	doente	nemocný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
happy	šťastný	happy	šťastný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
happy	šťastná	happy	šťastný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
variados	rozmanité	variado	rozmanitý	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;POS
variados	různorodé	variado	různorodý	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
representações	zastoupení	representação	zastoupení	N;FEM;PL	N;NOM;NEUT;SG;POS
representações	vyobrazení	representação	vyobrazení	N;FEM;PL	N;NOM;NEUT;SG;POS
bonito	fešák	bonito	fešák	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG;POS
bonito	docela	bonito	docela	ADJ;MASC;SG	ADV
saboia	savoie	saboia	savoie	N;FEM;SG	PROPN;FEM;SG;POS
cabelos	srst	cabelo	srst	N;MASC;PL	N;NOM;FEM;SG;POS
escândalo	skandální	escândalo	skandální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
escândalo	skandály	escândalo	skandál	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
escândalo	skandální	escândalo	skandální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
lyon	lyon	lyon	lyon	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
contemporâneos	současná	contemporâneo	současný	N;MASC;PL	ADJ;NOM;FEM;SG;POS
contemporâneos	moderní	contemporâneo	moderní	N;MASC;PL	ADJ;NOM;MASC;SG;POS
contemporâneos	současné	contemporâneo	současný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
contemporâneos	současný	contemporâneo	současný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
pacheco	pacheco	pacheco	pacheco	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
tyler	tyler	tyler	tyler	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
suspeita	podezřelé	suspeita	podezřelý	N;FEM;SG	ADJ;NOM;NEUT;PL;POS
suspeita	podezřelý	suspeita	podezřelý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
suspeita	podezřelá	suspeita	podezřelý	N;FEM;SG	ADJ;NOM;FEM;SG;POS
suspeita	podezřelý	suspeita	podezřelý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
suspeita	podezřelý	suspeita	podezřelý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
interessado	zájem	interessado	zájem	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
interessado	zajímá	interessado	zajímat	ADJ;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
interessado	zajem	interessado	zaj	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
golpes	fouká	golpes	foukat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vela	svíce	vela	svíc	N;FEM;SG	N;NOM;FEM;PL;POS
vela	svíčky	vela	svíčka	N;FEM;SG	N;NOM;FEM;PL;POS
vela	plavit	vela	plavit	N;FEM;SG	V;IPFV;POS;NFIN
vela	plachty	vela	plachta	N;FEM;SG	N;NOM;FEM;PL;POS
vela	vela	vela	vela	N;FEM;SG	PROPN;NOM;MASC;SG;POS
tiger	tiger	tiger	tiger	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
tiger	tygří	tiger	tygří	N;MASC;SG	ADJ;NOM;MASC;SG;POS
müller	müller	müller	müller	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
hal	hal	hal	hala	N;MASC;SG	N;GEN;FEM;PL;POS
pesada	těžká	pesar	těžký	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
pesada	těžké	pesar	těžký	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
pesada	těžký	pesar	těžký	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
alessandro	alessandro	alessandro	alessandro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
equações	rovnice	equação	rovnice	N;FEM;PL	N;NOM;FEM;SG;POS
bruto	surový	bruto	surový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
bruto	surové	bruto	surový	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
bruto	hrubý	bruto	hrubý	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
bruto	hrubé	bruto	hrubý	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
bruto	hrubá	bruto	hrubý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
bruto	drsná	bruto	drsný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
bruto	hrubý	bruto	hrubý	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
bruto	drsné	bruto	drsný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
