steven	стивен	stevnout	стивный	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
vyvinut	разработан	vyvinutý	разработать	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
vyvinut	разработано	vyvinutý	разработать	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vyvinut	развитых	vyvinutý	развить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
výuka	преподавания	výuka	преподавание	N;NOM;FEM;SG;POS	N;INAN;GEN;NEUT;SG
výuka	обучения	výuka	обучение	N;NOM;FEM;SG;POS	N;INAN;GEN;NEUT;SG
výuka	учимся	výuka	учиться	N;NOM;FEM;SG;POS	V;IPFV;IND;PL;1;PRS;FIN;MID
výuka	учусь	výuka	учиться	N;NOM;FEM;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;MID
fed	фрс	fed	фрс	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
miguel	мигель	miguel	мигель	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
vyrovnání	компенсировать	vyrovnání	компенсировать	N;NOM;NEUT;SG;POS	V;IPFV;NFIN;ACT
pistole	пистолеты	pistole	пистолет	N;NOM;FEM;SG;POS	N;INAN;NOM;MASC;PL
vzácný	редкие	vzácný	редкий	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;PL
vzácný	редко	vzácný	редко	ADJ;INAN;NOM;MASC;SG;POS	ADV
vzácný	редкость	vzácný	редкость	ADJ;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
postupů	процедуры	postup	процедура	N;INAN;GEN;MASC;PL;POS	N;INAN;NOM;FEM;PL
složený	сложил	složený	сложить	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;MASC;IND;SG;PST;FIN;ACT
kings	королей	kings	король	PROPN;INAN;NOM;MASC;SG;POS	N;ANIM;GEN;MASC;PL
kings	короли	kings	король	PROPN;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;PL
empire	империи	empire	империя	PROPN;MASC;SG;POS	N;INAN;NOM;FEM;PL
empire	империя	empire	империя	PROPN;MASC;SG;POS	N;INAN;NOM;FEM;SG
know	знай	know	знать	N;FEM;SG;POS	V;IPFV;IMP;SG;2;FIN;ACT
know	знать	know	знать	N;FEM;SG;POS	V;IPFV;NFIN;ACT
investice	инвестирование	investice	инвестирование	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
investice	инвестирование	investice	инвестирование	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
flash	flash	flash	flash	N;NOM;MASC;SG;POS	PROPN
bližší	поближе	blízký	близко	ADJ;NOM;CMPR;MASC;SG;POS	ADV;CMPR
collins	коллинс	collins	коллинс	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
collins	коллинз	collins	коллинз	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
navštívit	визит	navštívit	визит	V;PFV;POS;NFIN	N;INAN;NOM;MASC;SG
navštívit	визита	navštívit	визит	V;PFV;POS;NFIN	N;INAN;GEN;MASC;SG
navštívit	посещение	navštívit	посещение	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
norem	нормы	norma	норма	N;GEN;FEM;PL;POS	N;INAN;NOM;FEM;PL
norem	нормы	norma	норма	N;GEN;FEM;PL;POS	N;INAN;NOM;FEM;PL
norem	стандарты	norma	стандарт	N;GEN;FEM;PL;POS	N;INAN;NOM;MASC;PL
slavnost	festival	slavnost	festival	N;NOM;FEM;SG;POS	PROPN
pomocný	вспомогательные	pomocný	вспомогательный	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;PL
pomocný	вспомогательных	pomocný	вспомогательный	ADJ;INAN;NOM;MASC;SG;POS	ADJ;GEN;PL
ronald	рональд	ronald	рональд	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
hlasuje	голоса	hlasovat	голос	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
hlasuje	голосов	hlasovat	голос	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INAN;GEN;MASC;PL
potřeboval	требуется	potřebovat	требоваться	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
rhône	рона	rhknout	рона	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
čekal	ожидалось	čekat	ожидать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
čekal	ожидаемые	čekat	ожидать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
čekal	ожидается	čekat	ожидать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
čekal	ожидаемый	čekat	ожидать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
čekal	ожидаемое	čekat	ожидать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;PASS
čekal	подождал	čekat	подождать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
čekal	дождался	čekat	дожидаться	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
chung	чанг	chung	чанг	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
chung	чун	chung	чун	PROPN;ANIM;NOM;MASC;SG;POS	INTJ
bojovali	сражались	bojovat	сражаться	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT	V;IPFV;IND;PL;PST;FIN;MID
bojovali	сражался	bojovat	сражаться	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;MID
ruka	руку	ruka	рука	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
ruka	руку	ruka	рука	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
kolekce	подборки	kolekce	подборка	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
kolekce	коллекции	kolekce	коллекция	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
kolekce	collection	kolekce	collection	N;NOM;FEM;SG;POS	PROPN
kolekce	коллекции	kolekce	коллекция	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
federaci	федерация	federace	федерация	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
federaci	федерации	federace	федерация	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;PL
sólo	соло	sólo	соло	N;NOM;NEUT;SG;POS	
křídy	мелового	křída	меловой	N;NOM;FEM;PL;POS	ADJ;GEN;MASC;SG
jater	печени	játra	печень	N;NOM;NEUT;PL;POS	N;INAN;GEN;FEM;SG
jater	печень	játra	печень	N;NOM;NEUT;PL;POS	N;INAN;NOM;FEM;SG
dílčí	частичный	dílčí	частичный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;SG
dílčí	частичная	dílčí	частичный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;SG
dílčí	частичное	dílčí	частичный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;NEUT;SG
dílčí	частично	dílčí	частично	ADJ;NOM;MASC;PL;POS	ADV
schváleno	утверждено	schválený	утвердить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
schváleno	одобрено	schválený	одобрить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
schváleno	одобрен	schválený	одобрить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
schváleno	утвержден	schválený	утвердить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
schváleno	одобрена	schválený	одобрить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
sie	sie	sie	sie	N;FEM;SG;POS	PROPN
tendenci	тенденция	tendence	тенденция	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
nedávné	недавние	dávný	недавний	ADJ;NOM;NEUT;SG;NEG	ADJ;NOM;PL
nedávné	последние	dávný	последний	ADJ;NOM;NEUT;SG;NEG	ADJ;NOM;PL
nedávné	недавно	dávný	недавно	ADJ;NOM;NEUT;SG;NEG	ADV
sloučenin	соединения	sloučenina	соединение	N;GEN;FEM;PL;POS	N;INAN;NOM;NEUT;PL
kansas	канзас	kansas	канзас	PROPN;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;SG
povoleno	разрешено	povolený	разрешить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povoleno	включено	povolený	включить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povoleno	включена	povolený	включить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
povoleno	включен	povolený	включить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
povoleno	разрешена	povolený	разрешить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
povoleno	разрешены	povolený	разрешить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
povoleno	допускается	povolený	допускать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
povoleno	разрешено	povolený	разрешить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povoleno	разрешены	povolený	разрешить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
povoleno	допускается	povolený	допускать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
povoleno	разрешено	povolený	разрешить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
flora	флоры	floro	флора	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
mitsubishi	mitsubishi	mitsubishu	mitsubishi	N;INAN;NOM;MASC;SG;POS	PROPN
přeložit	переводить	přeložit	переводить	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
polák	польская	polák	польский	PROPN;ANIM;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
polák	польши	polák	польша	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
polák	польский	polák	польский	PROPN;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
polák	столб	polák	столб	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
polák	полюс	polák	полюс	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
polák	поляк	polák	поляк	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
esa	ека	eso	ека	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;NEUT;SG
fasády	фасадов	fasáda	фасад	N;NOM;FEM;PL;POS	N;INAN;GEN;MASC;PL
nancy	нэнси	nanc	нэнси	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
protein	белка	protein	белок	N;INAN;NOM;MASC;SG;POS	N;INAN;GEN;MASC;SG
protein	белки	protein	белок	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;PL
nfl	нфл	nfl	нфл	PROPN;MASC;POS	N;INAN;NOM;FEM;SG
vily	вилла	vila	вилла	N;NOM;FEM;PL;POS	N;INAN;NOM;FEM;SG
chemická	химического	chemický	химический	ADJ;NOM;FEM;SG;POS	ADJ;GEN;MASC;SG
létající	полёт	létající	полет	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	N;INAN;NOM;MASC;SG
létající	полет	létající	полет	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	N;INAN;NOM;MASC;SG
létající	летать	létající	летать	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;IPFV;NFIN;ACT
důsledek	следствием	důsledek	следствие	N;INAN;NOM;MASC;SG;POS	N;INAN;INS;NEUT;SG
účetnictví	учета	účetnictví	учет	N;NOM;NEUT;SG;POS	N;INAN;GEN;MASC;SG
účetnictví	бухгалтерские	účetnictví	бухгалтерский	N;NOM;NEUT;SG;POS	ADJ;NOM;PL
anjou	анжу	anja	анжу	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
čtenářů	читатели	čtenář	читатель	N;ANIM;GEN;MASC;PL;POS	N;ANIM;NOM;MASC;PL
čtenářů	читателей	čtenář	читатель	N;ANIM;GEN;MASC;PL;POS	N;ANIM;ACC;MASC;PL
karen	карен	kárný	карен	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
mare	маре	mare	маре	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;MASC;SG
sloučit	слияние	sloučit	слияние	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
sloučit	объединение	sloučit	объединение	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
reforma	реформы	reforma	реформа	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
žádoucí	желаемое	žádoucí	желать	ADJ;NOM;NEUT;SG;POS	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;PASS
žádoucí	желаемых	žádoucí	желать	ADJ;NOM;NEUT;SG;POS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
proteiny	белок	protein	белок	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;MASC;SG
proteiny	белка	protein	белок	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;SG
proteiny	белков	protein	белок	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;PL
england	англии	england	англия	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
england	англия	england	англия	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
hlášení	пожаловаться	hlášení	жаловаться	N;NOM;NEUT;SG;POS	V;PFV;NFIN;MID
hlášení	отчеты	hlášení	отчет	N;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;PL
hlášení	доклады	hlášení	доклад	N;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;PL
paralelní	параллельно	paralelní	параллельно	ADJ;NOM;MASC;SG;POS	ADV
paralelní	параллель	paralelní	параллель	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
paralelní	параллельные	paralelní	параллельный	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL
paralelní	параллельных	paralelní	параллельный	ADJ;NOM;MASC;SG;POS	ADJ;GEN;PL
přesnost	точности	přesnost	точность	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
přesnost	точности	přesnost	точность	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
kraus	краус	kraus	краус	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
vertikální	вертикальные	vertikální	вертикальный	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL
vertikální	вертикальной	vertikální	вертикальный	ADJ;NOM;MASC;SG;POS	ADJ;INS;FEM;SG
vertikální	вертикально	vertikální	вертикально	ADJ;NOM;MASC;SG;POS	ADV
vertikální	вертикали	vertikální	вертикаль	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
podnět	жалоба	podnět	жалоба	N;INAN;NOM;MASC;SG;POS	ADV
podnět	стимулы	podnět	стимул	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;PL
podnět	стимулов	podnět	стимул	N;INAN;NOM;MASC;SG;POS	N;INAN;GEN;MASC;PL
podnět	стимулы	podnět	стимул	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;PL
podnět	стимулирования	podnět	стимулирование	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;NEUT;PL
vytvořeno	созданные	vytvořený	создать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
vytvořeno	созданный	vytvořený	создать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
vytvořeno	создано	vytvořený	создать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vytvořeno	создана	vytvořený	создать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
vytvořeno	создан	vytvořený	создать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
ball	бал	ballo	бал	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
ball	шар	ballo	шар	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
ball	мяч	ballo	мяч	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
popularitu	популярность	popularita	популярность	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
popularitu	популярности	popularita	популярность	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
příslušný	компетентным	příslušný	компетентный	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INS;NEUT;SG
železná	железа	železný	железо	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;NEUT;PL
železná	утюг	železný	утюг	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;MASC;SG
železná	железо	železný	железо	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;NEUT;SG
eleonora	элеонора	eleonor	элеонор	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
zabití	убийства	zabití	убийство	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
mont	мон	mont	мон	PROPN;INAN;NOM;MASC;SG;POS	
ilegální	незаконной	ilegální	незаконный	ADJ;NOM;MASC;SG;POS	ADJ;INS;FEM;SG
ilegální	незаконные	ilegální	незаконный	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL
ilegální	незаконно	ilegální	незаконно	ADJ;NOM;MASC;SG;POS	ADV
deutschen	deutschen	deutsche	deutschen	N;INAN;NOM;MASC;SG;POS	PROPN
čistá	чистые	čistý	чистый	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PL
čistá	чисто	čistý	чисто	ADJ;NOM;FEM;SG;POS	ADV
čistá	очистить	čistý	очистить	ADJ;NOM;FEM;SG;POS	V;PFV;NFIN;ACT
čistá	чистой	čistý	чистый	ADJ;NOM;FEM;SG;POS	ADJ;INS;FEM;SG
čistá	чистые	čistý	чистый	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PL
čistá	чисто	čistý	чисто	ADJ;NOM;FEM;SG;POS	ADV
řekla	саид	říci	саид	V;PFV;POS;PST;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
řekla	сказал	říci	сказать	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
vydaný	выпущено	vydaný	выпустить	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vydaný	издан	vydaný	издать	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;MASC;SG;PST;V.PTCP;PASS
vydaný	выдано	vydaný	выдать	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vydaný	изданы	vydaný	издать	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;PL;PST;V.PTCP;PASS
sta	ста	sto	сто	N;NOM;NEUT;PL;POS	NUM;GEN
sta	sta	sto	sta	N;NOM;NEUT;PL;POS	PROPN
istanbulu	стамбуле	istanbula	стамбул	PROPN;INAN;GEN;MASC;SG;POS	N;INAN;NOM;FEM;SG
istanbulu	стамбул	istanbula	стамбул	PROPN;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;SG
příkop	траншеи	příkop	траншея	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
tržní	рынок	tržní	рынок	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
tržní	рынка	tržní	рынок	ADJ;NOM;MASC;SG;POS	N;INAN;GEN;MASC;SG
bas	свт	bas	свт	N;INAN;NOM;MASC;SG;POS	PRO;ACC;MASC;SG;3
bas	бас	bas	бас	N;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
agresivní	агрессивные	agresivní	агрессивный	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL
agresivní	агрессивно	agresivní	агрессивно	ADJ;NOM;MASC;SG;POS	ADV
agresivní	агрессивной	agresivní	агрессивный	ADJ;NOM;MASC;SG;POS	ADJ;INS;FEM;SG
dean	декан	dean	декан	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
dean	дин	dean	дина	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
campbell	кэмпбелл	campbell	кэмпбелл	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
obnovy	восстановления	obnova	восстановление	N;NOM;FEM;SG;POS	N;INAN;GEN;NEUT;SG
ulrich	ульрих	ulrich	ульрий	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
ger	ger	ger	ger	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
alain	ален	alain	ален	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
alain	алена	alain	алена	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;FEM;SG
pochopil	поняли	pochopit	понять	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
omylem	нечаянно	omyl	нечаянно	N;INAN;INS;MASC;SG;POS	ADV
omylem	случайно	omyl	случайно	N;INAN;INS;MASC;SG;POS	ADV
mapování	картирования	mapování	картирование	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
expozici	воздействия	expozice	воздействие	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;PL
tábory	лагерях	tábor	лагерь	N;INAN;NOM;MASC;PL;POS	N;INAN;ESS;MASC;PL
tábory	лагерей	tábor	лагерь	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;PL
mrtvý	умер	mrtvý	умереть	ADJ;ANIM;NOM;MASC;SG;POS	V;PFV;MASC;IND;SG;PST;FIN;ACT
mrtvý	мертвые	mrtvý	мертвый	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;PL
vysílat	трансляция	vysílat	трансляция	V;IPFV;POS;NFIN	N;INAN;NOM;FEM;SG
vysílat	трансляции	vysílat	трансляция	V;IPFV;POS;NFIN	N;INAN;NOM;FEM;PL
vysílat	вещание	vysílat	вещание	V;IPFV;POS;NFIN	N;INAN;NOM;NEUT;SG
týdnech	недели	týden	неделя	N;INAN;GEN;MASC;PL;POS	N;INAN;NOM;FEM;PL
phoenix	феникс	phoenix	феникс	PROPN;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
anti	анти	anti	анти	PROPN;NOM;MASC;SG;POS	
konstantinopole	константинополь	konstantinopole	константинополь	N;GEN;FEM;SG;POS	N;INAN;NOM;MASC;SG
řez	сократить	řez	сократить	N;INAN;NOM;MASC;SG;POS	V;PFV;NFIN;ACT
řez	вырезать	řez	вырезать	N;INAN;NOM;MASC;SG;POS	V;IPFV;NFIN;ACT
řez	снято	řez	снять	N;INAN;NOM;MASC;SG;POS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vyhnanství	изгнании	vyhnanství	изгнание	N;NOM;NEUT;SG;POS	N;INAN;ESS;NEUT;SG
pořádek	заказать	pořádek	заказать	N;INAN;NOM;MASC;SG;POS	V;PFV;NFIN;ACT
cruz	круз	cruz	круз	PROPN;NOM;FEM;SG;POS	PART
cruz	крус	cruz	крус	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;FEM;SG
turci	тёркс	turce	тёркс	N;ANIM;NOM;MASC;PL;POS	
turci	турок	turce	турок	N;ANIM;NOM;MASC;PL;POS	N;ANIM;NOM;MASC;SG
nesprávně	неправильный	správně	неправильный	ADV;NEG	ADJ;NOM;MASC;SG
nesprávně	неверное	správně	неверный	ADV;NEG	ADJ;NOM;NEUT;SG
nesprávně	неверный	správně	неверный	ADV;NEG	ADJ;NOM;MASC;SG
nesprávně	неверно	správně	неверный	ADV;NEG	ADJ;NEUT;SG
tepelné	тепловой	tepelný	тепловой	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;SG
tanečnice	танцоров	tanečnice	танцор	N;NOM;FEM;SG;POS	N;ANIM;GEN;MASC;PL
prodat	продавать	prodat	продавать	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
prodat	продажа	prodat	продажа	V;PFV;POS;NFIN	N;INAN;NOM;FEM;SG
dennis	деннис	dennis	деннис	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
dennis	дэннис	dennis	дэннис	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
palais	palais	palais	palais	PROPN;MASC;SG;POS	PROPN
rumunské	румынии	rumunský	румыния	ADJ;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;PL
respekt	уважать	respekt	уважать	N;INAN;NOM;MASC;SG;POS	V;IPFV;NFIN;ACT
respekt	уважаю	respekt	уважать	N;INAN;NOM;MASC;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
pete	пита	pete	пить	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;ACC;MASC;SG
pete	пит	pete	пит	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
objektivní	цель	objektivní	цель	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
kometa	кометы	kometa	комета	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
optimální	оптимального	optimální	оптимальный	ADJ;NOM;MASC;SG;POS	ADJ;GEN;MASC;SG
optimální	оптимальные	optimální	оптимальный	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL
optimální	оптимально	optimální	оптимально	ADJ;NOM;MASC;SG;POS	ADV
optimální	оптимального	optimální	оптимальный	ADJ;NOM;MASC;SG;POS	ADJ;GEN;MASC;SG
optimální	оптимально	optimální	оптимально	ADJ;NOM;MASC;SG;POS	ADV
obydlí	жилища	obydlí	жилище	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
obydlí	жилищ	obydlí	жилище	N;NOM;NEUT;SG;POS	N;INAN;GEN;NEUT;PL
různí	различных	různý	различный	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;GEN;PL
servery	сервера	server	сервер	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;MASC;SG
servery	серверов	server	сервер	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;PL
