apg	apg	apg	apg		N;INDF;MASC;SG
wagon	caruta	wagon	carut	N;NOM;MASC;SG	N;DEF;FEM;SG
rodzeństwa	frati	rodzeństwo	frate	N;NOM;NEUT;SG	
rodzeństwa	fratii	rodzeństwo	frate	N;NOM;NEUT;SG	N;DEF;MASC;PL
traktuje	trateaza	traktować	tratează	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
traktuje	trateaza	traktować	tratează	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
dialogu	dialogul	dialog	dialog	N;GEN;MASC;SG	N;DEF;MASC;SG
dialogu	dialoguri	dialog	dialog	N;GEN;MASC;SG	N;INDF;FEM;PL
missisipi	mississippi	missisipa	mississipp		PROPN
powodując	cauzand	powodować	cauzand	V;IPFV;PRS;V.CVB;ACT	N;INDF;MASC;SG
powodując	provocand	powodować	provoca	V;IPFV;PRS;V.CVB;ACT	
christine	christine	christiny	christine	N;NOM;FEM;SG	N;INDF;FEM;SG
marynarka	marina	marynarka	marină	N;NOM;FEM;SG	N;DEF;FEM;SG
marynarka	marina	marynarka	marină	N;NOM;FEM;SG	N;DEF;FEM;SG
marynarka	geaca	marynarka	geacă	N;NOM;FEM;SG	N;DEF;FEM;SG
marynarka	jacheta	marynarka	jachetă	N;NOM;FEM;SG	N;DEF;FEM;SG
marynarka	haina	marynarka	haină	N;NOM;FEM;SG	N;DEF;FEM;SG
marynarka	jacheta	marynarka	jachetă	N;NOM;FEM;SG	N;DEF;FEM;SG
stężenia	concentratiile	stężyć	concentratie	N;NOM;NEUT;SG	N;DEF;FEM;PL
stężenia	concentratii	stężyć	concentratie	N;NOM;NEUT;SG	N;INDF;FEM;PL
stężenia	concentratie	stężyć	concentratie	N;NOM;NEUT;SG	N;INDF;FEM;SG
stężenia	concentrare	stężyć	concentrare	N;NOM;NEUT;SG	N;INDF;FEM;SG
stężenia	concentratia	stężyć	concentratie	N;NOM;NEUT;SG	N;DEF;FEM;SG
wyjaśnienie	explicatie	wyjaśnić	explicatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyjaśnienie	explicatia	wyjaśnić	explicatie	N;NOM;NEUT;SG	N;DEF;FEM;SG
wyjaśnienie	explicatie	wyjaśnić	explicatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyjaśnienie	clarificare	wyjaśnić	clarificare	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyjaśnienie	clarificari	wyjaśnić	clarificare	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyjaśnienie	clarificarea	wyjaśnić	clarificare	N;NOM;NEUT;SG	N;DEF;FEM;SG
polo	polo	polo	polo		N;INDF;MASC;SG
czynne	active	czynny	activ	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
czynne	activi	czynny	activ	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;PL
czynne	activa	czynny	activa	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
odbiór	peste	odbiór	peste	N;NOM;MASC;SG	ADP;ACC
odbiór	primire	odbiór	primire	N;NOM;MASC;SG	N;INDF;FEM;SG
odbiór	primirea	odbiór	primire	N;NOM;MASC;SG	N;DEF;FEM;SG
odbiór	primirea	odbiór	primire	N;NOM;MASC;SG	N;DEF;FEM;SG
odbiór	primind	odbiór	primi	N;NOM;MASC;SG	V;V.MSDR
odbiór	primire	odbiór	primire	N;NOM;MASC;SG	N;INDF;FEM;SG
odbiór	receptie	odbiór	receptie	N;NOM;MASC;SG	N;INDF;FEM;SG
odbiór	receptie	odbiór	receptie	N;NOM;MASC;SG	N;INDF;FEM;SG
odbiór	preluare	odbiór	preluare	N;NOM;MASC;SG	N;INDF;FEM;SG
odbiór	ridicare	odbiór	ridicare	N;NOM;MASC;SG	N;INDF;FEM;SG
represji	reprimarea	represja	reprimare	N;GEN;FEM;SG	N;DEF;FEM;SG
represji	represiune	represja	represiune	N;GEN;FEM;SG	N;INDF;FEM;SG
represji	represiunea	represja	represiune	N;GEN;FEM;SG	N;DEF;FEM;SG
czeskie	cehi	czeski	cehi	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
czeskie	ceha	czeski	ceha	ADJ;NOM;NEUT;SG	PROPN
czeskie	cehia	czeski	cehi	ADJ;NOM;NEUT;SG	PROPN
ashley	ashley	ashley	ashley	PROPN;NOM;FEM;SG	PROPN
obywatele	cetatenii	obywatele	cetatenie	N;NOM;MASC;PL	N;DEF;MASC;PL
obywatele	cetateni	obywatele	cetaten	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
obywatele	cetateni	obywatele	cetaten	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
obywatele	nationale	obywatele	national	N;NOM;MASC;PL	ADJ;INDF;FEM;PL
obywatele	cetatean	obywatele	cetatean	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
obywatele	cetatean	obywatele	cetatean	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
piętro	etajul	piętro	etaj	N;NOM;NEUT;SG	N;DEF;MASC;SG
piętro	podea	piętro	podea	N;NOM;NEUT;SG	N;INDF;FEM;SG
salon	lounge	salon	lounge	N;NOM;MASC;SG	
salon	salonul	salon	salon	N;NOM;MASC;SG	N;DEF;MASC;SG
ekspozycji	expunerile	ekspozycja	expunere	N;GEN;FEM;SG	N;DEF;FEM;PL
ekspozycji	expuneri	ekspozycja	expunere	N;GEN;FEM;SG	N;INDF;FEM;PL
ain	ain	ain	ain	PROPN;NOM;MASC;SG	
mięsa	carne	mięso	carne	N;GEN;NEUT;SG	N;INDF;FEM;SG
mięsa	carnea	mięso	carne	N;GEN;NEUT;SG	N;DEF;FEM;SG
czynnik	factorul	czynnik	factor	N;NOM;MASC;SG	N;DEF;MASC;SG
speedway	speedway	speedway	speedway		PROPN
mechaniczne	mecanice	mechaniczny	mecanic	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
mechaniczne	mecanica	mechaniczny	mecanică	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
nbc	nbc	nbc	nbc		N
wasilij	vasili	wasilać	vasil	PROPN;NOM;MASC;SG	PROPN
mauzoleum	mausoleu	mauzoleum	mausoleu		N;INDF;MASC;SG
butler	butler	butler	butler		PROPN
butler	majordom	butler	majordom		N;INDF;MASC;SG
butler	majordomul	butler	majordom		N;DEF;MASC;SG
butler	valet	butler	valet		N;INDF;MASC;SG
obserwuje	observare	obserwować	observare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
obserwuje	observarea	obserwować	observare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
obserwuje	privind	obserwować	privind	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADP;ACC
obserwuje	vizionarea	obserwować	vizionare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
obserwuje	privesc	obserwować	privi	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
tunezji	tunisian	tunezja	tunisian	PROPN;GEN;FEM;SG	ADJ;INDF;MASC;SG
samuela	samuel	samuel	samuel	N;GEN;MASC;SG	PROPN
paliwo	combustibili	paliwo	combustibil	N;NOM;NEUT;SG	N;INDF;MASC;PL
paliwo	combustibilul	paliwo	combustibil	N;NOM;NEUT;SG	N;DEF;MASC;SG
paliwo	benzina	paliwo	benzină	N;NOM;NEUT;SG	N;DEF;FEM;SG
paliwo	benzina	paliwo	benzină	N;NOM;NEUT;SG	N;DEF;FEM;SG
piłsudski	piłsudski	piłsudski	piłsudski	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
skuteczności	eficacitate	skuteczność	eficacitate	N;GEN;FEM;SG	N;INDF;FEM;SG
skuteczności	eficacitatea	skuteczność	eficacitate	N;GEN;FEM;SG	N;DEF;FEM;SG
skuteczności	eficacitate	skuteczność	eficacitate	N;GEN;FEM;SG	N;INDF;FEM;SG
skuteczności	eficacitatea	skuteczność	eficacitate	N;GEN;FEM;SG	N;DEF;FEM;SG
zatrudnienia	angajare	zatrudnienie	angajare	N;GEN;NEUT;SG	N;INDF;FEM;SG
ren	ren	ren	ren		N;INDF;MASC;SG
ren	rin	ren	rin		N;INDF;MASC;SG
grey	grey	grać	grey		PROPN
tokyo	tokio	tokyo	tokio		PROPN
tokyo	tokyo	tokyo	tokyo		PROPN
pruszków	pruszków	pruszek	pruszków	N;NOM;MASC;SG	
okno	fereastra	okno	fereastră	N;NOM;NEUT;SG	N;DEF;FEM;SG
okno	fereastra	okno	fereastră	N;NOM;NEUT;SG	N;DEF;FEM;SG
uroczyście	solemn	uroczyście	solemn	ADV	ADJ;INDF;MASC;SG
kolumbia	columbia	kolumbia	columbie	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
kolumbia	columbia	kolumbia	columbie	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
cameron	cameron	cameron	cameron	PROPN;NOM;MASC;SG	PROPN
piw	beri	piw	beri		N;INDF;FEM;PL
piw	berile	piw	beră		N;DEF;FEM;PL
motorsport	motorsport	motorsport	motorsport	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;INDF;MASC;SG
germain	germain	germain	germain		PROPN
glenn	glenn	glenny	glenn	PROPN;NOM;MASC;SG	PROPN
treningi	antrenament	trening	antrenament	N;NOM;MASC;PL	N;INDF;MASC;SG
treningi	pregatire	trening	pregatire	N;NOM;MASC;PL	N;INDF;FEM;SG
treningi	formare	trening	formare	N;NOM;MASC;PL	N;INDF;FEM;SG
leeds	leeds	leeds	leeds	PROPN;NOM;MASC;SG	PROPN
kwiat	floarea	kwiat	floare	N;NOM;MASC;SG	N;DEF;FEM;SG
kwiat	floare	kwiat	floare	N;NOM;MASC;SG	N;INDF;FEM;SG
kwiat	florii	kwiat	floare	N;NOM;MASC;SG	N;INDF;FEM;PL
kwiat	floricica	kwiat	floricica	N;NOM;MASC;SG	N;DEF;FEM;SG
wieki	varstele	wiek	varstă	N;ACC;MASC;PL	N;DEF;FEM;PL
wieki	secolele	wiek	secol	N;ACC;MASC;PL	N;DEF;FEM;PL
aaron	aaron	aaron	aaron	PROPN;NOM;MASC;SG	PROPN
operacyjnych	operare	operacyjny	operare	ADJ;GEN;MASC;PL	N;INDF;FEM;SG
operacyjnych	operationala	operacyjny	operational	ADJ;GEN;MASC;PL	ADJ;DEF;FEM;SG
operacyjnych	operational	operacyjny	operational	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
council	consiliului	council	consiliu		N;DEF;MASC;SG
council	consiliu	council	consiliu		N;INDF;MASC;SG
council	consiliul	council	consiliu		N;DEF;MASC;SG
camp	tabara	campa	tabară		N;DEF;FEM;SG
camp	camp	campa	camp		N;INDF;MASC;SG
camp	tabara	campa	tabară		N;DEF;FEM;SG
camp	lagar	campa	lagar		N;INDF;MASC;SG
camp	tabara	campa	tabară		N;DEF;FEM;SG
fabio	fabio	fabio	fabio	PROPN;NOM;MASC;SG	PROPN
fabio	fábio	fabio	fobio	PROPN;NOM;MASC;SG	
okrążenie	poala	okrążenie	poală	N;NOM;NEUT;SG	N;DEF;FEM;SG
okrążenie	poala	okrążenie	poală	N;NOM;NEUT;SG	N;DEF;FEM;SG
wojciechowski	wojciechowski	wojciechowski	wojciechowski	PROPN;NOM;MASC;SG	PROPN
komiksów	comics	komiks	comics	N;GEN;MASC;PL	N;INDF;MASC;SG
mann	mann	mann	mann	PROPN;NOM;MASC;SG	PROPN
zwykły	regulata	zwykły	regulată	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
zwykły	regulate	zwykły	regulat	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
zwykły	regulat	zwykły	regulat	ADJ;NOM;MASC;SG	ADV
zwykły	ordinare	zwykły	ordinare	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
zwykły	obisnuita	zwykły	obisnuit	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
misje	misiunile	misja	misiune	N;NOM;FEM;PL	N;DEF;FEM;PL
misje	misiunea	misja	misiune	N;NOM;FEM;PL	N;DEF;FEM;SG
misje	misiune	misja	misiune	N;NOM;FEM;PL	N;INDF;FEM;SG
rycerzy	cavalerilor	rycerz	cavaler	N;ACC;MASC;PL	N;DEF;FEM;PL
rycerzy	cavalerii	rycerz	cavaler	N;ACC;MASC;PL	N;DEF;MASC;PL
demokratów	democrat	demokrat	democrat	N;ACC;MASC;PL	N;INDF;MASC;SG
demokratów	democrat	demokrat	democrat	N;ACC;MASC;PL	N;INDF;MASC;SG
demokratów	democrata	demokrat	democrata	N;ACC;MASC;PL	N;DEF;FEM;SG
pokonany	batuta	pokonać	batută	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
pokonany	invinsa	pokonać	invinsa	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
pokonany	infrant	pokonać	infrant	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
charków	harkiv	chark	harkiv	PROPN;NOM;MASC;SG	PROPN
norm	standarde	norma	standard		N;INDF;FEM;PL
norm	standardele	norma	standard		N;DEF;FEM;PL
norm	norma	norma	normă		N;DEF;FEM;SG
peugeot	peugeot	peugeot	peugeot		N;INDF;MASC;SG
standardy	standardele	standard	standard	N;NOM;MASC;PL	N;DEF;FEM;PL
poprosił	intrebat	poprosić	intreba	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
poprosił	intrebat	poprosić	intreba	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
poprosił	intrebata	poprosić	intrebată	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;FEM;SG
węgiel	carbune	węgiel	carbune	N;NOM;MASC;SG	
węgiel	carbune	węgiel	carbune	N;NOM;MASC;SG	
węgiel	carbune	węgiel	carbune	N;NOM;MASC;SG	
węgiel	carbune	węgiel	carbune	N;NOM;MASC;SG	
węgiel	carbonul	węgiel	carbon	N;NOM;MASC;SG	N;DEF;MASC;SG
bass	bas	bass	bas		N;INDF;MASC;SG
bass	bass	bass	bass		N;INDF;MASC;SG
zamość	zamość	zamość	zamość	V;IPFV;IND;SG;FIN;ACT	
automatyczna	automata	automatyczny	automată	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
automatyczna	automatic	automatyczny	automatic	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
automatyczna	automate	automatyczny	automat	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
automatyczna	automat	automatyczny	automat	ADJ;NOM;FEM;SG	ADV
aspekty	aspect	aspekt	aspect	N;NOM;MASC;PL	N;INDF;MASC;SG
prosto	drepte	prosto	drept		ADJ;INDF;FEM;PL
prosto	direct	prosto	direct		ADV
prezentacji	prezentare	prezentacja	prezentare	N;GEN;FEM;SG	N;INDF;FEM;SG
prezentacji	prezentarea	prezentacja	prezentare	N;GEN;FEM;SG	N;DEF;FEM;SG
prezentacji	prezentari	prezentacja	prezentar	N;GEN;FEM;SG	N;INDF;FEM;PL
stefano	stefano	stefać	stefano	PROPN;NOM;MASC;SG	PROPN
domeny	domenii	domen	domeniu		N;INDF;FEM;PL
domeny	domeniu	domen	domeniu		N;INDF;MASC;SG
domeny	domeniul	domen	domeniu		N;DEF;MASC;SG
dame	dama	dam	damă		N;INDF;MASC;SG
dame	dama	dam	damă		N;INDF;MASC;SG
dame	dame	dam	damă		N;INDF;FEM;PL
pracujący	muncind	pracować	munci	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;V.MSDR
pracujący	lucrand	pracować	lucrand	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;INDF;MASC;SG
ostrowski	ostrowski	ostrowski	ostrowski	ADJ;NOM;MASC;SG	
wzory	modelele	wzór	model	N;NOM;MASC;PL	N;DEF;FEM;PL
wzory	tiparele	wzór	tipar	N;NOM;MASC;PL	N;DEF;FEM;PL
wzory	formulele	wzór	formulă	N;NOM;MASC;PL	N;DEF;FEM;PL
podlaski	podlaski	podlaski	podlaski	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
zatonął	scufundate	zatonąć	scufunda	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;FEM;PL
zatonął	scufundat	zatonąć	scufundat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
zatonął	scufundata	zatonąć	scufundat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;DEF;FEM;SG
strunowce	cordate	strunowiec	corda		ADJ;INDF;FEM;PL
joel	joel	joel	joel	PROPN;NOM;MASC;SG	PROPN
porównanie	comparatia	porównać	comparatie	N;NOM;NEUT;SG	N;DEF;FEM;SG
porównanie	comparatie	porównać	comparatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
porównanie	comparatie	porównać	comparatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
porównanie	comparatie	porównać	comparatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
porównanie	compararea	porównać	comparare	N;NOM;NEUT;SG	N;DEF;FEM;SG
porównanie	compara	porównać	compara	N;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
porównanie	compara	porównać	compara	N;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
dell	dell	dell	dell		N;INDF;MASC;SG
ewy	eva	ewy	eva		PROPN
ewy	eve	ewy	ev		N;INDF;MASC;SG
ewy	ajunul	ewy	ajun		N;DEF;MASC;SG
osobisty	personal	osobisty	personal	ADJ;NOM;MASC;SG	ADV
osobisty	personala	osobisty	personal	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
osobisty	personala	osobisty	personal	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
osobisty	personale	osobisty	personal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
carmen	carmen	carmen	carmen	PROPN;NOM;MASC;SG	PROPN
montgomery	montgomery	montgomer	montgomery	N;ACC;MASC;SG	PROPN
jądro	nucleu	jądro	nucleu		N;INDF;MASC;SG
jądro	testicul	jądro	testic		N;DEF;MASC;SG
jądro	nucleul	jądro	nucleu		N;DEF;MASC;SG
jądro	core	jądro	core		N;INDF;MASC;SG
jądro	miezul	jądro	miez		N;DEF;MASC;SG
jądro	miez	jądro	miez		N;INDF;MASC;SG
jądro	nucleu	jądro	nucleu		N;INDF;MASC;SG
następcę	succesorul	następca	succesor	N;ACC;MASC;SG	N;DEF;MASC;SG
salomona	solomon	salomon	solomon		PROPN
pearl	pearl	pearl	pearl		PROPN
pearl	perla	pearl	perlă		N;DEF;FEM;SG
pearl	perla	pearl	perlă		N;DEF;FEM;SG
wywołało	declansat	wywołać	declansa	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
wiktoria	viktoria	wiktoria	viktorie	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
wiktoria	victoriei	wiktoria	victorie	PROPN;NOM;FEM;SG	PROPN;DEF;FEM;SG
wiktoria	victoria	wiktoria	victorie	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
przodków	stramosii	przodek	stramos	N;ACC;MASC;PL	N;DEF;MASC;PL
chińskie	chineza	chiński	chineza	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
chińskie	chineza	chiński	chineza	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
chińskie	chinezi	chiński	chinez	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;PL
kielicha	potir	kielicha	potir		N;INDF;MASC;SG
lodu	gheata	lód	gheată	N;GEN;MASC;SG	N;DEF;FEM;SG
lodu	gheata	lód	gheată	N;GEN;MASC;SG	N;DEF;FEM;SG
lodu	gheata	lód	gheată	N;GEN;MASC;SG	N;DEF;FEM;SG
lodu	ice	lód	ice	N;GEN;MASC;SG	
lodu	gheata	lód	gheată	N;GEN;MASC;SG	N;DEF;FEM;SG
przydatne	utila	przydatny	utila	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
przydatne	utile	przydatny	util	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
zaangażowanie	logodna	zaangażowanie	logodnă	N;NOM;NEUT;SG	N;DEF;FEM;SG
zaangażowanie	logodna	zaangażowanie	logodnă	N;NOM;NEUT;SG	N;DEF;FEM;SG
zaangażowanie	interactiuni	zaangażowanie	interactiune	N;NOM;NEUT;SG	N;INDF;FEM;PL
zaangażowanie	angajamentul	zaangażowanie	angajament	N;NOM;NEUT;SG	N;DEF;MASC;SG
zaangażowanie	implicare	zaangażowanie	implicare	N;NOM;NEUT;SG	N;INDF;FEM;SG
zaangażowanie	implicarea	zaangażowanie	implicare	N;NOM;NEUT;SG	N;DEF;FEM;SG
zaangażowanie	angajamentul	zaangażowanie	angajament	N;NOM;NEUT;SG	N;DEF;MASC;SG
rzemiosła	meserii	rzemieść	meser	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;INDF;FEM;PL
kompetencji	competenta	kompetencja	competent	N;GEN;FEM;SG	N;DEF;FEM;SG
kompetencji	competenta	kompetencja	competent	N;GEN;FEM;SG	N;DEF;FEM;SG
kompetencji	competenta	kompetencja	competent	N;GEN;FEM;SG	N;DEF;FEM;SG
kompetencji	competenta	kompetencja	competent	N;GEN;FEM;SG	N;DEF;FEM;SG
zapach	miroase	zapach	miros	N;NOM;MASC;SG	
żyjący	living	żyć	living	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;INDF;MASC;SG
żyjący	traind	żyć	trai	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
rozszerzenie	extinderea	rozszerzenie	extindere	N;NOM;NEUT;SG	N;DEF;FEM;SG
rozszerzenie	extindere	rozszerzenie	extindere	N;NOM;NEUT;SG	N;INDF;FEM;SG
rozszerzenie	expansiune	rozszerzenie	expansiune	N;NOM;NEUT;SG	N;INDF;FEM;SG
rozszerzenie	extinderea	rozszerzenie	extindere	N;NOM;NEUT;SG	N;DEF;FEM;SG
rozszerzenie	expansiunea	rozszerzenie	expansiune	N;NOM;NEUT;SG	N;DEF;FEM;SG
rozszerzenie	extindere	rozszerzenie	extindere	N;NOM;NEUT;SG	N;INDF;FEM;SG
rozszerzenie	extensie	rozszerzenie	extensie	N;NOM;NEUT;SG	N;INDF;FEM;SG
rozszerzenie	prelungirea	rozszerzenie	prelungire	N;NOM;NEUT;SG	N;DEF;FEM;SG
rozszerzenie	extindere	rozszerzenie	extindere	N;NOM;NEUT;SG	N;INDF;FEM;SG
rozszerzenie	prelungire	rozszerzenie	prelungire	N;NOM;NEUT;SG	N;INDF;FEM;SG
rozszerzenie	extensia	rozszerzenie	extensie	N;NOM;NEUT;SG	N;DEF;FEM;SG
mercury	mercury	mercura	mercury		PROPN
mercury	mercur	mercura	mercur		N;INDF;MASC;SG
mercury	mercurul	mercura	mercur		N;DEF;MASC;SG
konsulat	consulatul	konsulat	consulat	N;NOM;MASC;SG	N;DEF;MASC;SG
turków	turcii	turek	turc	N;ACC;MASC;PL	N;DEF;MASC;PL
turków	turcilor	turek	turcă	N;ACC;MASC;PL	N;DEF;MASC;PL
prezentowane	recomandate	prezentować	recomandat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
prezentowane	prezentata	prezentować	prezenta	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
prezentowane	prezentate	prezentować	prezentat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
kazań	predicile	kazanie	predică	N;GEN;NEUT;PL	N;DEF;FEM;PL
kazań	kazan	kazanie	kazan	N;GEN;NEUT;PL	N;INDF;MASC;SG
uroczyste	solemna	uroczysty	solemna	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
uroczyste	festiv	uroczysty	festiv	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
uroczyste	festiva	uroczysty	festiva	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
greckie	greci	grecki	grec	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
greckie	grec	grecki	grec	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
greckie	greaca	grecki	greacă	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
greckie	greaca	grecki	greacă	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
venus	venus	venus	venu		N;INDF;MASC;SG
armata	cannon	armat	cannon	N;NOM;FEM;SG	PROPN
armata	tunul	armat	tun	N;NOM;FEM;SG	N;DEF;MASC;SG
homo	homo	homo	homo		N;INDF;MASC;SG
herbie	herbie	herba	herbie	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
wien	wien	wien	wien	PROPN;NOM;MASC;SG	PROPN
bergen	bergen	bergen	bergen	PROPN;NOM;MASC;SG	PROPN
estádio	estádio	estádio	estádio	PROPN;NOM;NEUT;SG	PROPN
ciemne	dark	ciemny	dark	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ciemne	intuneric	ciemny	intuneric	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ciemne	intuneric	ciemny	intuneric	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
lokalnie	local	lokalnie	local	ADV	ADJ;INDF;MASC;SG
wymagane	solicitate	wymagać	solicitat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
wymagane	solicitata	wymagać	solicitat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wymagane	obligatoriu	wymagać	obligatoriu	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
wymagane	necesare	wymagać	necesar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
wymagane	necesara	wymagać	necesar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wymagane	necesar	wymagać	necesar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
metry	metri	metr	metru	N;ACC;MASC;SG	N;INDF;MASC;PL
metry	contoare	metr	contoare	N;ACC;MASC;SG	N;INDF;FEM;PL
metry	metri	metr	metru	N;ACC;MASC;SG	N;INDF;MASC;PL
bit	bit	bit	bit		N;INDF;MASC;SG
toma	toma	toma	toma		PROPN
bomba	bomba	bomba	bombă		N;DEF;FEM;SG
bomba	bomba	bomba	bombă		N;DEF;FEM;SG
tunelu	tunelul	tunel	tunel	N;GEN;MASC;SG	N;DEF;MASC;SG
ekspertów	expertii	ekspert	expert	N;ACC;MASC;PL	N;DEF;MASC;PL
ekspertów	expertul	ekspert	expert	N;ACC;MASC;PL	N;DEF;MASC;SG
ekspertów	experta	ekspert	experta	N;ACC;MASC;PL	N;DEF;FEM;SG
ekspertów	expert	ekspert	expert	N;ACC;MASC;PL	N;INDF;MASC;SG
beskid	beskid	beskid	beskid	N;NOM;MASC;SG	
dorosłe	adulti	dorosły	adult	V;PFV;NEUT;IND;SG;PST;FIN;ACT	
dorosłe	adulti	dorosły	adult	V;PFV;NEUT;IND;SG;PST;FIN;ACT	
ściana	peretele	ściana	perete	N;NOM;FEM;SG	N;DEF;MASC;SG
ściana	wall	ściana	wall	N;NOM;FEM;SG	PROPN
ściana	zidul	ściana	zid	N;NOM;FEM;SG	N;DEF;MASC;SG
konstytucyjnego	constitutionale	konstytucyjny	constitutional	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;PL
newton	newton	newton	newton	PROPN;NOM;MASC;SG	PROPN
pzl	pzl	pzl	pzl		PROPN
