černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
vietnam	βιετνάμ	vieton	βιετνάμ	N;ANIM;NOM;MASC;SG	
cudzie	ξένα	cudzí	ξένος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
stratégie	στρατηγική	stratégia	στρατηγική	N;NOM;FEM;PL	N;NOM;FEM;SG
výrobné	μεταποίηση	výrobný	μεταποίηση	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
jednotlivca	ατομική	jednotlivec	ατομικός	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM;SG
jednotlivca	ατομικό	jednotlivec	ατομικός	N;ANIM;ACC;MASC;SG	ADJ;NOM;NEUT;SG
jednotlivca	μεμονωμένα	jednotlivec	μεμονωμένος	N;ANIM;ACC;MASC;SG	ADV
jednotlivca	ατομικά	jednotlivec	ατομικά	N;ANIM;ACC;MASC;SG	ADV
jednotlivca	επιμέρους	jednotlivec	επιμέρος	N;ANIM;ACC;MASC;SG	N;NOM;FEM;PL
gravitácia	βαρύτητας	gravitácia	βαρύτητα	N;NOM;FEM;SG	N;GEN;FEM;SG
gravitácia	βαρύτητα	gravitácia	βαρύτητα	N;NOM;FEM;SG	N;ACC;FEM;SG
hotela	hotel	hotel	hotel	N;INAN;GEN;MASC;SG	
hotela	ξενοδοχείο	hotel	ξενοδοχείο	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
jazykovej	γλωσσική	jazykový	γλωσσικός	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
zátvorkách	παρένθεση	zátvorka	παρένθεση	N;GEN;FEM;PL	N;NOM;FEM;SG
zátvorkách	παρένθεση	zátvorka	παρένθεση	N;GEN;FEM;PL	N;NOM;FEM;SG
tag	ετικέτα	tag	ετικέτα		N;NOM;FEM;SG
tag	ταγκ	tag	ταγκ		N
tag	tag	tag	tag		
bella	μπέλα	bella	μπέλα	N;NOM;FEM;SG	
bella	bella	bella	bella	N;NOM;FEM;SG	
bella	μπέλλα	bella	μπέλλα	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
gen	gen	gen	gen		
konflikty	σύγκρουση	konflikt	σύγκρουση	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
konflikty	σύρραξη	konflikt	σύρραξη	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
oto	ότο	oto	ότο	PROPN;ANIM;NOM;MASC;SG	
oto	otto	oto	otto	PROPN;ANIM;NOM;MASC;SG	
oto	όττο	oto	όττο	PROPN;ANIM;NOM;MASC;SG	N
joachim	joa	joachi	joa	N;ANIM;NOM;MASC;SG	
pokračovalo	συνεχίζεται	pokračovať	συνεχίζω	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
pokračovalo	συνέχεια	pokračovať	συνέχεια	V;IPFV;NEUT;SG;POS;PST;V.PTCP	N;ACC;FEM;SG
stretla	κοα	stretnúť	κοα	V;PFV;FEM;SG;POS;PST;V.PTCP	N
ukážka	διαδήλωση	ukážka	διαδήλωση	N;NOM;FEM;SG	N;ACC;FEM;SG
ukážka	επίδειξη	ukážka	επίδειξη	N;NOM;FEM;SG	N;ACC;FEM;SG
zla	σατανικό	zlo	σατανικός	N;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
zla	κακό	zlo	κακός	N;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
tatiana	τατιάνα	tatian	τατιάνα	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
švédske	σουηδικά	švédsky	σουηδικά	ADJ;NOM;NEUT;SG	ADV
hnedý	καφέ	hnedý	καφένας	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
hnedý	brown	hnedý	brown	ADJ;ANIM;NOM;MASC;SG	
hnedý	μπράουν	hnedý	μπράω	ADJ;ANIM;NOM;MASC;SG	
príspevkov	εισφορές	príspevok	εισφορά	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príspevkov	συνεισφορές	príspevok	συνεισφορά	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príspevkov	θέσεις	príspevok	θέση	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príspevkov	δημοσιεύσεις	príspevok	δημοσίευση	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
ring	δακτύλιο	ring	δακτύλιο	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
ring	ρινγκ	ring	ρινγκ	PROPN;ANIM;NOM;MASC;SG	
ring	δακτύλιος	ring	δακτύλιος	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ring	δαχτυλίδι	ring	δαχτυλίδι	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
ron	ρον	ron	ρον	PROPN;ANIM;NOM;MASC;SG	
ron	ron	ron	ron	PROPN;ANIM;NOM;MASC;SG	
taiwan	ταϊβάν	taiwan	ταϊβάν	N;INAN;NOM;MASC;SG	
sfarbenie	χρωματισμό	sfarbenie	χρωματισμός	N;NOM;NEUT;SG	N;ACC;MASC;SG
spravodlivosť	δικαιοσύνης	spravodlivosť	δικαιοσύνη	N;NOM;FEM;SG	N;GEN;FEM;SG
naživo	ζήσε	naživo	ζώ	ADV	V;PFV;IND;SG;1;PST;FIN;ACT
naživo	ζω	naživo	ζω	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
naživo	live	naživo	live	ADV	
naživo	ζήσω	naživo	ζώ	ADV	V;PFV;IND;SG;1;FIN;ACT
nájdený	βρέθηκαν	nájdený	βρίσκω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
nájdený	βρεθηκε	nájdený	βρίσκω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
nájdený	βρήκα	nájdený	βρήκα	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
nájdený	βρήκε	nájdený	βρίσκω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
nájdený	βρέθηκε	nájdený	βρίσκω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
miro	μίρο	miro	μίρο	PROPN;ANIM;NOM;MASC;SG	N
cpu	cpu	cp	cpu	N;INAN;NOM;MASC;SG	
sprievodné	συνοδευτικά	sprievodný	συνοδευτικά	ADJ;NOM;NEUT;SG	ADV
regionálna	περιφερειακά	regionálny	περιφερειακός	ADJ;NOM;FEM;SG	ADV
svätec	αγία	svätec	αγία	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
svätec	αγιος	svätec	αγιος	N;ANIM;NOM;MASC;SG	DET;NOM;DEF;MASC;SG
svätec	άγιος	svätec	άγιος	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
slobodná	single	slobodný	single	ADJ;NOM;FEM;SG	
stoviek	hundred	stovka	hundred	N;GEN;FEM;PL	
stoviek	εκατό	stovka	εκατό	N;GEN;FEM;PL	NUM;NOM;NEUT;PL
stoviek	εκατοντάδες	stovka	εκατοντάδα	N;GEN;FEM;PL	NUM;NOM;FEM;PL
osvetlenie	φωτισμού	osvetlenie	φωτισμός	N;NOM;NEUT;SG	N;GEN;MASC;SG
osvetlenie	φωτίζει	osvetlenie	φωτίζω	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
osvetlenie	φωτισμού	osvetlenie	φωτισμός	N;NOM;NEUT;SG	N;GEN;MASC;SG
osvetlenie	φωτισμό	osvetlenie	φωτισμός	N;NOM;NEUT;SG	N;ACC;MASC;SG
ein	ein	ein	ein	PROPN;ANIM;NOM;MASC;SG	
vyvinutá	αναπτύχθηκαν	vyvinutý	αναπτύσσω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
vyvinutá	αναπτύχθηκε	vyvinutý	αναπτύσσω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
vyvinutá	αναπτυχθεί	vyvinutý	αναπτύσσω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
alpách	άλπεις	alpa	άλπεις	N;GEN;FEM;PL	PROPN;NOM;FEM;SG
fish	ιχθείς	fish	ιχθής	PROPN;ANIM;VOC;MASC;SG	ADJ;NOM;MASC;PL
fish	ψάρι	fish	ψάρι	PROPN;ANIM;VOC;MASC;SG	N;NOM;NEUT;SG
fish	ψάρια	fish	ψάριος	PROPN;ANIM;VOC;MASC;SG	N;NOM;NEUT;PL
štandardné	προκαθορισμένα	štandardný	προκαθορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
štandardné	αθέτηση	štandardný	αθέτηση	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
štandardné	προκαθορισμένη	štandardný	προκαθορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
štandardné	προκαθορισμένο	štandardný	προκαθορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
štandardné	προεπιλογή	štandardný	προεπιλογή	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
štandardné	προκαθορισμένα	štandardný	προκαθορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
štandardné	στάνταρ	štandardný	στάνταρ	ADJ;NOM;NEUT;SG	N;GEN;NEUT;PL
štandardné	πρότυπο	štandardný	πρότυπο	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
štandardné	standard	štandardný	standard	ADJ;NOM;NEUT;SG	
tance	χορούς	tanec	χορός	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
johanna	τζοάννα	johanna	τζοάννα	N;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG
johanna	ιωάννα	johanna	ιωάννα	N;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG
johanna	τζοάνα	johanna	τζοάνα	N;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG
abraham	αβραάμ	abraham	αβραάμ	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
temple	τεμπλ	templo	τεμπλ	PROPN;NOM;FEM;SG	
temple	ναός	templo	ναός	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
temple	ναό	templo	ναός	PROPN;NOM;FEM;SG	N;ACC;MASC;SG
objaviť	ανακάλυψη	objaviť	ανακάλυψη	V;PFV;POS;NFIN	N;ACC;FEM;SG
oslo	όσλο	oslo	όσλο	PROPN;ANIM;NOM;MASC;SG	PROPN;ACC;NEUT;SG
užívateľov	χρήστες	užívateľ	χρήστης	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
mladšieho	νεότερη	mladý	νέος	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
mladšieho	νεώτερος	mladý	νεώτερος	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
mladšieho	νεότεροι	mladý	νέος	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;PL
mladšieho	νεότερος	mladý	νεότερος	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
budhizmus	βουδισμό	budhizmus	βουδισμός	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
dlhodobé	μακροχρόνια	dlhodobý	μακροχρόνιος	ADJ;NOM;NEUT;SG	ADV
dlhodobé	μακροπρόθεσμες	dlhodobý	μακροπρόθεσμος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
reggae	ρέγκε	regga	ρέγω	N;INAN;NOM;MASC;SG	
greg	γκρεγκ	greg	γκρεγκ	PROPN;ANIM;NOM;MASC;SG	
greg	γκρέγκ	greg	γκρέγκ	PROPN;ANIM;NOM;MASC;SG	N
greg	greg	greg	greg	PROPN;ANIM;NOM;MASC;SG	
pasažierov	επιβατών	pasažier	επιβάτης	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
pasažierov	επιβάτες	pasažier	επιβάτης	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
príjmy	εισόδημα	príjmy	εισόδημα	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
príjmy	εισοδήματος	príjmy	εισόδημα	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
vírus	ιού	vírus	ιού	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
vírus	ιό	vírus	ιό	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
objaví	ανακαλύπτει	objaviť	ανακαλύπτω	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dokončené	ολοκληρώθηκαν	dokončený	ολοκληρώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
dokončené	ολοκληρωθεί	dokončený	ολοκληρώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
dokončené	ολοκληρώθηκε	dokončený	ολοκληρώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dokončené	ολοκληρωμένα	dokončený	ολοκληρώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
dokončené	τελειώσει	dokončený	τελειώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFIN;ACT
dokončené	τελείωσα	dokončený	τελειώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
obnovené	ανανεωμένη	obnovený	ανανεώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obnovené	αποκαταστάθηκε	obnovený	αποκαθιστώ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
obnovené	αποκατασταθεί	obnovený	αποκαθιστώ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
obnovené	επαναφορά	obnovený	επαναφορά	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;FEM;SG
sociálno	κοινωνικο	sociálno	κοινωνικός	ADV	N;NOM;NEUT;SG
závislé	εξαρτημένος	závislý	εξαρτημένος	ADJ;NOM;NEUT;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
závislé	εξαρτημένη	závislý	εξαρτημένος	ADJ;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
závislé	εξαρτήσεις	závislý	εξάρτηση	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
italia	italia	italia	italia	N;NOM;FEM;SG	
turecké	τουρκικά	turecký	τουρκικός	ADJ;NOM;NEUT;SG	ADV
turecké	τούρκος	turecký	τούρκος	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
oblečenie	ενδύματα	oblečenie	ένδυμα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
oblečenie	ρούχα	oblečenie	ρούχα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
oblečenie	ενδύματα	oblečenie	ένδυμα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
oblečenie	ρούχα	oblečenie	ρούχα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
zima	ψυχρή	zima	ψυχρή	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
zima	κρύα	zima	κράο	N;NOM;FEM;SG	N;NOM;NEUT;PL
zima	χειμώνα	zima	χειμώνω	N;NOM;FEM;SG	N;NOM;NEUT;PL
zima	γουίντερ	zima	γουίντερ	N;NOM;FEM;SG	
dennis	ντένις	dennis	ντένις	PROPN;ANIM;NOM;MASC;SG	
dennis	dennis	dennis	dennis	PROPN;ANIM;NOM;MASC;SG	
java	java	java	java	N;INAN;NOM;MASC;SG	
mpeg	mpeg	mpeg	mpeg		
nomináciu	διορισμός	nominácia	διορισμός	N;ACC;FEM;SG	N;NOM;MASC;SG
povstalcov	αντάρτες	povstalec	αντάρτης	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
kresťania	χριστιανούς	kresťanie	χριστιανός	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
columbus	κολόμπους	columbus	κόλομπος	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;PL
jednotné	ενοποιημένο	jednotný	ενοποιώ	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
jednotné	ενοποιημένη	jednotný	ενοποιώ	ADJ;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
jednotné	single	jednotný	single	ADJ;NOM;NEUT;SG	
jednotné	στολή	jednotný	στολή	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
spôsobená	προκλήθηκαν	spôsobený	προκλώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
spôsobená	προκλήθηκε	spôsobený	προκαλώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
spôsobená	προκάλεσε	spôsobený	προκαλώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
parsons	πάρσονς	parsons	πάρσονς	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
železné	σιδηρούχα	železný	σιδηρώνω	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
železné	σίδηρος	železný	σίδηρος	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
železné	σίδηρο	železný	σίδηρος	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
železné	σιδήρου	železný	σίδηρος	ADJ;NOM;NEUT;SG	N;GEN;NEUT;SG
železné	σίδερο	železný	σίδερο	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
pen	πεν	pen	πεν	PROPN;ANIM;NOM;MASC;SG	
pen	pen	pen	pen	PROPN;ANIM;NOM;MASC;SG	
pen	πένα	pen	πένας	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
pen	στυλό	pen	στυλός	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
campo	κάμπο	campo	κάμπος	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;NEUT;SG
atlantic	atlantic	atlantica	atlantic	N;INAN;NOM;MASC;SG	
atlantic	ατλαντικού	atlantica	ατλαντικός	N;INAN;NOM;MASC;SG	ADJ;GEN;NEUT;SG
atlantic	ατλάντικ	atlantica	ατλάντικ	N;INAN;NOM;MASC;SG	
atlantic	ατλαντικός	atlantica	ατλαντικός	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
suché	ξηρή	suchý	ξηρή	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
suché	στεγνά	suchý	στεγνά	ADJ;NOM;NEUT;SG	ADV
suché	ξηρά	suchý	ξηρά	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
suché	στεγνό	suchý	στεγνό	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
suché	ξηρό	suchý	ξηρός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
opraviť	επιδιόρθωση	opraviť	επιδιόρθωση	V;PFV;POS;NFIN	N;ACC;FEM;SG
opraviť	επισκευή	opraviť	επισκευή	V;PFV;POS;NFIN	N;NOM;FEM;SG
opraviť	επισκευές	opraviť	επισκεύή	V;PFV;POS;NFIN	N;NOM;FEM;PL
opraviť	σωστή	opraviť	σωστός	V;PFV;POS;NFIN	ADJ;NOM;FEM;SG
opraviť	σωστό	opraviť	σωστός	V;PFV;POS;NFIN	ADJ;NOM;NEUT;SG
opraviť	σωστά	opraviť	σωστά	V;PFV;POS;NFIN	ADV
opraviť	σωστός	opraviť	σωστός	V;PFV;POS;NFIN	ADJ;NOM;MASC;SG
snehu	χιόνι	sneh	χιόνι	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
snehu	σνόου	sneh	σνόος	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
gaga	gaga	gaga	gaga	PROPN;NOM;FEM;SG	
známu	γνωστή	známy	γνωστός	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
známu	γνωστός	známy	γνωστός	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
známu	γνωστό	známy	γνωστός	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
známu	γνωστοί	známy	γνωστός	N;ACC;FEM;SG	ADJ;NOM;MASC;PL
známu	γνωστές	známy	γνωστός	N;ACC;FEM;SG	ADJ;NOM;FEM;PL
url	url	url	url		
url	url	url	url		
sovieti	σοβιετικοί	sovetieť	σοβιετικός	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
bruseli	βρυξέλλες	brusieť	βρυξέλλες	N;NOM;NEUT;PL	PROPN;NOM;FEM;PL
bruseli	βρυξελλών	brusieť	βρύξελλος	N;NOM;NEUT;PL	N;GEN;MASC;PL
zimy	γουίντερς	zim	γουίντερς	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
stratu	απώλειες	strata	απώλεια	N;ACC;FEM;SG	N;NOM;FEM;PL
montana	μοντάνα	montana	μοντάνα	N;NOM;FEM;SG	
blake	μπλέηκ	blak	μπλέηκ	PROPN;ANIM;NOM;MASC;SG	
blake	blake	blak	blake	PROPN;ANIM;NOM;MASC;SG	
blake	μπλέικ	blak	μπλέικ	PROPN;ANIM;NOM;MASC;SG	
tunela	τούνελ	tunieť	τούνελ	N;NOM;FEM;SG	N;NOM;NEUT;PL
teoretický	θεωρητικές	teoretický	θεωρητικός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
teoretický	θεωρητικά	teoretický	θεωρητικός	ADJ;ANIM;NOM;MASC;SG	ADV
trofej	τρόπαιο	trofej	τρόπαιο	N;ACC;FEM;SG	N;NOM;NEUT;SG
jeruzaleme	ιερουσαλήμ	jeruzalem	ιερουσαλήμ	N;ANIM;NOM;MASC;PL	PROPN;NOM;FEM;SG
kultúr	πολιτισμοί	kultúra	πολιτισμός	N;GEN;FEM;PL	N;NOM;MASC;PL
kultúr	κουλτούρες	kultúra	κουλτούρα	N;GEN;FEM;PL	ADJ;NOM;FEM;PL
kultúr	καλλιέργειες	kultúra	καλλιέργεια	N;GEN;FEM;PL	N;NOM;FEM;PL
kultúr	πολιτισμούς	kultúra	πολιτισμός	N;GEN;FEM;PL	N;ACC;MASC;PL
plná	full	plný	full	ADJ;NOM;FEM;SG	
plná	πλήρες	plný	πλήρης	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
stavali	κατασκευάστηκε	stavať	κατασκευάζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
stavali	έχτισε	stavať	χτίζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
stavali	χτίστηκε	stavať	χτίζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
stavali	χτισμένο	stavať	χτίζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
námorníctvo	ναυτικό	námorníctvo	ναυτικός	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
riadiť	διαχείριση	riadiť	διαχείριση	V;IPFV;POS;NFIN	N;NOM;FEM;SG
mladšie	νεότερη	mladý	νέος	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
mladšie	νεώτερος	mladý	νεώτερος	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
mladšie	νεότεροι	mladý	νέος	ADV;CMPR	ADJ;NOM;CMPR;MASC;PL
mladšie	νεότερος	mladý	νεότερος	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
pivo	μπύρες	pivo	μπύρα	N;NOM;NEUT;SG	N;NOM;FEM;PL
pivo	ale	pivo	ale	N;NOM;NEUT;SG	
jednotný	ενοποιημένο	jednotný	ενοποιώ	ADJ;INAN;NOM;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
jednotný	ενοποιημένη	jednotný	ενοποιώ	ADJ;INAN;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
jednotný	στολή	jednotný	στολή	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
jednotný	single	jednotný	single	ADJ;INAN;NOM;MASC;SG	
pripojený	επισυνάπτεται	pripojený	επισυνάπτω	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
pripojený	συνημμένο	pripojený	συνημμένος	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
pripojený	συνδεδεμένη	pripojený	συνδέδω	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pripojený	συνδεδεμένοι	pripojený	συνδεδεμένοι	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
pripojený	συνδέονται	pripojený	συνδέω	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
pripojený	συνδεδεμένος	pripojený	συνδεδεμένος	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
pripojený	συνδέθηκε	pripojený	συνδέκτω	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
pripojený	διαδικτυακά	pripojený	διαδικτυακός	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;NEUT;PL
pripojený	online	pripojený	online	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	
stiahnuť	κατέβασμα	stiahnuť	κατέβασμα	V;PFV;POS;NFIN	N;NOM;NEUT;SG
stiahnuť	λήψη	stiahnuť	λήψη	V;PFV;POS;NFIN	N;ACC;FEM;SG
stiahnuť	κατεβάστε	stiahnuť	κατεβάστε	V;PFV;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
obľúbený	αγαπημένο	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
obľúbený	αγαπημένος	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obľúbený	αγαπημένα	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	ADV
obľúbený	αγαπημένη	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obľúbený	αγαπημένος	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obľúbený	αγαπημένο	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
