szeroki	wide	szeroki	wide	ADJ;NOM;MASC;SG	N;MASC;SG
luca	luca	luca	luca	PROPN;NOM;MASC;SG	N;MASC;SG
akademickie	acadêmica	akademicki	acadêmico	ADJ;NOM;NEUT;SG	N;FEM;SG
akademickie	académico	akademicki	académico	ADJ;NOM;NEUT;SG	N;MASC;SG
akademickie	acadêmico	akademicki	acadêmico	ADJ;NOM;NEUT;SG	N;MASC;SG
akademickie	académica	akademicki	académico	ADJ;NOM;NEUT;SG	N;FEM;SG
akademickie	academia	akademicki	academia	ADJ;NOM;NEUT;SG	N;FEM;SG
szt	pcs	szt	pcs		N;MASC;PL
przyszedł	vieram	przyjść	vir	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;FIN
przywilej	privilégios	przywilej	privilégio	N;ACC;MASC;SG	N;MASC;PL
przywilej	prerrogativas	przywilej	prerrogativa	N;ACC;MASC;SG	N;FEM;PL
przywilej	privilégios	przywilej	privilégio	N;ACC;MASC;SG	N;MASC;PL
sri	sri	srać	sri	PROPN;NOM;MASC;SG	N;MASC;SG
lekki	light	lekki	light	ADJ;NOM;MASC;SG	N;MASC;SG
lekki	luz	lekki	luz	ADJ;NOM;MASC;SG	N;FEM;SG
lekki	leve	lekki	levar	ADJ;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
lekki	leves	lekki	leve	ADJ;NOM;MASC;SG	ADJ;MASC;PL
lekki	leve	lekki	levar	ADJ;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
karaibów	caribe	karaib	caribe	N;GEN;MASC;PL	N;MASC;SG
roll	rola	roll	rola		N;FEM;SG
roll	rolar	roll	rolar		V;NFIN
roll	role	roll	role		N;MASC;SG
roll	roll	roll	roll		N;MASC;SG
roll	rolo	roll	rolo		N;MASC;SG
uchodźców	refugiado	uchodźca	refugiado	N;ACC;MASC;PL	V;MASC;SG;V.PTCP
owoc	frutos	owoc	fruto	N;NOM;MASC;SG	N;MASC;PL
owoc	frutas	owoc	fruta	N;NOM;MASC;SG	N;FEM;PL
empire	empire	empir	empire		N;MASC;SG
empire	império	empir	império		N;MASC;SG
ski	esqui	skiot	esqui		N;MASC;SG
ski	ski	skiot	ski		N;MASC;SG
regularne	regulares	regularny	regular	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
break	break	break	break		N;MASC;SG
break	quebrar	break	quebrar		V;NFIN
break	quebra	break	quebra		N;FEM;SG
break	pausa	break	pausa		N;FEM;SG
druku	imprimir	druk	imprimir	N;GEN;MASC;SG	V;NFIN
zasoby	recurso	zasóba	recurso	N;NOM;MASC;PL	N;MASC;SG
zasoby	estoque	zasóba	estoque	N;NOM;MASC;PL	N;MASC;SG
ran	ferimento	rana	ferimento		N;MASC;SG
ran	ferida	rana	ferir		V;FEM;SG;V.PTCP
ran	chagas	rana	chaga		N;FEM;PL
ran	ferimentos	rana	ferimento		N;MASC;PL
ran	feridas	rana	ferir		V;FEM;PL;V.PTCP
objętości	volumes	objętość	volume	N;GEN;FEM;SG	N;MASC;PL
objętości	volumes	objętość	volume	N;GEN;FEM;SG	N;MASC;PL
radosław	rados	radosław	rado	PROPN;NOM;MASC;SG	N;MASC;PL
oskar	oscar	oskar	oscar	PROPN;NOM;MASC;SG	N;MASC;SG
oskar	óscar	oskar	óscar	PROPN;NOM;MASC;SG	N;MASC;SG
oskar	oskar	oskar	oskar	PROPN;NOM;MASC;SG	N;MASC;SG
szczęścia	felicidades	szczęście	felicidade	N;GEN;NEUT;SG	N;FEM;PL
modlitwa	rezar	modlitwa	rezar	N;NOM;FEM;SG	V;NFIN
modlitwa	rezando	modlitwa	rezar	N;NOM;FEM;SG	V;V.MSDR
modlitwa	orando	modlitwa	orando	N;NOM;FEM;SG	V;V.MSDR
modlitwa	preces	modlitwa	prece	N;NOM;FEM;SG	N;FEM;PL
modlitwa	orações	modlitwa	oração	N;NOM;FEM;SG	N;FEM;PL
marine	marinha	mariny	marinho		N;FEM;SG
marine	marine	mariny	marine		N;MASC;SG
marine	marinho	mariny	marinho		N;MASC;SG
marine	marinhos	mariny	marinho		N;MASC;PL
tymczasowy	temporários	tymczasowy	temporário	ADJ;NOM;MASC;SG	N;MASC;PL
tymczasowy	temporariamente	tymczasowy	temporariamente	ADJ;NOM;MASC;SG	ADV
tymczasowy	temporárias	tymczasowy	temporário	ADJ;NOM;MASC;SG	ADJ;FEM;PL
tymczasowy	interino	tymczasowy	interino	ADJ;NOM;MASC;SG	N;MASC;SG
tymczasowy	provisório	tymczasowy	provisório	ADJ;NOM;MASC;SG	N;MASC;SG
tymczasowy	intercalar	tymczasowy	intercalar	ADJ;NOM;MASC;SG	V;NFIN
tymczasowy	provisório	tymczasowy	provisório	ADJ;NOM;MASC;SG	N;MASC;SG
tymczasowy	provisórias	tymczasowy	provisório	ADJ;NOM;MASC;SG	ADJ;FEM;PL
tymczasowy	provisória	tymczasowy	provisório	ADJ;NOM;MASC;SG	N;FEM;SG
tymczasowy	provisórios	tymczasowy	provisório	ADJ;NOM;MASC;SG	N;MASC;PL
satelita	satélites	satelita	satélite	N;NOM;MASC;SG	N;MASC;PL
pérez	pérez	porez	pérez	PROPN;NOM;MASC;SG	PROPN;MASC;SG
era	época	era	época		N;FEM;SG
era	eei	era	eai		N;FEM;SG
lang	lang	lang	lang		N;MASC;SG
królowie	kings	król	kings	N;NOM;MASC;PL	N;MASC;SG
pascal	pascal	pascal	pascal		N;MASC;SG
szóste	sexto	szósty	sexto		ADJ;MASC;SG
szóste	sexta	szósty	sexta		N;FEM;SG
pomógł	ajudaram	pomóc	ajudar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;FIN
gridcolor	gridcolor	gridcolor	gridcolor		N;MASC;SG
teatrów	cinemas	teatr	cinema	N;GEN;MASC;PL	N;MASC;SG
teatrów	cinemas	teatr	cinema	N;GEN;MASC;PL	N;MASC;SG
koń	cavalos	koń	cavalo	N;NOM;MASC;SG	N;MASC;PL
pacjenta	pacientes	pacjent	paciente	N;ACC;MASC;SG	N;MASC;PL
pacjenta	doente	pacjent	doente	N;ACC;MASC;SG	ADJ;MASC;SG
potrzebna	need	potrzebny	need	ADJ;NOM;FEM;SG	N;MASC;SG
potrzebna	precisa	potrzebny	precisar	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
potrzebna	necessidade	potrzebny	necessidade	ADJ;NOM;FEM;SG	N;FEM;SG
potrzebna	precisei	potrzebny	precisar	ADJ;NOM;FEM;SG	V;IND;SG;1;PST;FIN
potrzebna	precisava	potrzebny	precisar	ADJ;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
uderzenie	impactos	uderzenie	impacto	N;NOM;NEUT;SG	N;MASC;PL
uderzenie	atingido	uderzenie	atingir	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
uderzenie	bate	uderzenie	bater	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
uderzenie	bater	uderzenie	bater	N;NOM;NEUT;SG	V;NFIN
uderzenie	bateu	uderzenie	bater	N;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
piaski	sands	piasek	sands		N;MASC;SG
piaski	areias	piasek	areio		N;FEM;PL
piaski	areia	piasek	areiar		N;FEM;SG
annie	annie	annie	annie		N;FEM;SG
secret	segredo	secret	segredo		N;MASC;SG
secret	secret	secret	secret		N;MASC;SG
secret	secreto	secret	secreto		N;MASC;SG
secret	secreta	secret	secreto		N;FEM;SG
zmniejsza	diminuições	zmniejszać	diminuição	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
polecenia	comandos	polecenie	comando	N;NOM;NEUT;SG	N;MASC;PL
polecenia	comandar	polecenie	comandar	N;NOM;NEUT;SG	V;NFIN
fortu	forte	fort	forte	N;GEN;MASC;SG	ADJ;MASC;SG
praktyka	praticar	praktyka	praticar	N;NOM;FEM;SG	V;NFIN
praktyka	pratique	praktyka	pratique	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
sainte	sainte	sainty	sainte	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC;SG
ska	ska	sko	ska		N;MASC;SG
zaangażowany	implicado	zaangażować	implicar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
zaangażowany	envolvida	zaangażować	envolver	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP
zaangażowany	envolvido	zaangażować	envolver	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
zaangażowany	envolvidos	zaangażować	envolver	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
zaangażowany	cometeu	zaangażować	cometer	ADJ;NOM;MASC;SG	V;IND;SG;3;PST;FIN
zaangażowany	empenhado	zaangażować	empenhado	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
zaangażowany	comprometida	zaangażować	comprometer	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP
zaangażowany	comprometido	zaangażować	comprometer	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
zaangażowany	cometido	zaangażować	cometer	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
zakończony	terminada	zakończyć	terminar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
renesansu	renascentista	renesans	renascentista	N;GEN;MASC;SG	ADJ;MASC;SG
częste	comum	częsty	comum		ADJ;MASC;SG
częste	frequentes	częsty	frequente		ADJ;MASC;PL
częste	common	częsty	common		N;MASC;SG
częste	frequente	częsty	frequente		ADJ;MASC;SG
częste	frequentes	częsty	frequente		ADJ;MASC;PL
częste	frequente	częsty	frequente		ADJ;MASC;SG
jelita	entranhas	jelita	entranha		N;FEM;PL
jelita	intestinos	jelita	intestino		N;MASC;PL
jelita	intestinos	jelita	intestino		N;MASC;PL
jelita	intestinal	jelita	intestinal		N;MASC;SG
jelita	intestino	jelita	intestino		N;MASC;SG
jelita	intestinos	jelita	intestino		N;MASC;PL
jelita	intestino	jelita	intestino		N;MASC;SG
jelita	intestinal	jelita	intestinal		N;MASC;SG
jelita	intestinais	jelita	intestinal		N;MASC;PL
jelita	intestinos	jelita	intestino		N;MASC;PL
jelita	intestino	jelita	intestino		N;MASC;SG
cbs	cbs	cbs	cbs		N;FEM;SG
rolnicze	agrícola	rolniczy	agrícola	ADJ;NOM;NEUT;SG	N;MASC;SG
square	quadrada	squary	quadrada		N;FEM;SG
square	praça	squary	praça		N;FEM;SG
square	square	squary	square		N;MASC;SG
square	quadrado	squary	quadrado		N;MASC;SG
square	quadrados	squary	quadrados		N;MASC;PL
odrębne	distintos	odrębny	distinto	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
odrębne	distintas	odrębny	distinto	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
odrębne	separe	odrębny	separe	ADJ;NOM;NEUT;SG	V;SBJV;SG;3;PRS;FIN
odrębne	separado	odrębny	separar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
odrębne	separados	odrębny	separar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
odrębne	separar	odrębny	separar	ADJ;NOM;NEUT;SG	V;NFIN
obydwa	ambos	obydwa	ambos	V;IPFV;IND;SG;PST;FIN;ACT	PRO;MASC;PL
obydwa	ambas	obydwa	ambos	V;IPFV;IND;SG;PST;FIN;ACT	DET;FEM;PL
czaszki	caveira	czaszki	caveira	N;ACC;FEM;PL	N;FEM;SG
czaszki	crânio	czaszki	crânio	N;ACC;FEM;PL	N;MASC;SG
fischer	fischer	fischer	fischer		N;MASC;SG
białek	proteínas	białek	proteína		N;FEM;PL
publiczny	público	publiczny	público	ADJ;NOM;MASC;SG	N;MASC;SG
publiczny	públicas	publiczny	público	ADJ;NOM;MASC;SG	N;FEM;PL
publiczny	pública	publiczny	público	ADJ;NOM;MASC;SG	N;FEM;SG
publiczny	públicos	publiczny	público	ADJ;NOM;MASC;SG	N;MASC;PL
publiczny	publico	publiczny	publico	ADJ;NOM;MASC;SG	N;MASC;SG
mail	correio	mail	correio		N;MASC;SG
mail	mail	mail	mail		N;MASC;SG
kogo	oms	kto	oms	PRO;ACC;MASC;SG	N;FEM;SG
kogo	who	kto	who	PRO;ACC;MASC;SG	N;MASC;SG
kogo	quem	kto	quem	PRO;ACC;MASC;SG	PRO;SG
heaven	heaven	heaven	heaven		N;MASC;SG
heaven	paraíso	heaven	paraíso		N;MASC;SG
heaven	céu	heaven	céu		N;MASC;SG
cen	cen	cen	cen		N;MASC;SG
piła	beber	pić	beber		V;NFIN
piła	bebida	pić	beber		N;FEM;SG
piła	bebendo	pić	beber		V;V.MSDR
piła	bebia	pić	beber		V;IND;SG;3;IPFV;FIN
piła	bebeu	pić	beber		V;IND;SG;3;PST;FIN
piła	beberam	pić	beber		V;IND;PL;3;FIN
piła	bebi	pić	beber		V;IND;SG;1;PST;FIN
piła	viu	pić	ver		V;IND;SG;3;PST;FIN
damian	damian	damian	damian	PROPN;NOM;MASC;SG	N;MASC;SG
istoty	seres	istota	seres	N;ACC;FEM;SG	N;MASC;PL
istoty	criaturas	istota	criatura	N;ACC;FEM;SG	N;FEM;PL
toledo	toledo	toledo	toledo		N;MASC;SG
cannes	cannes	cannes	canne		N;MASC;SG
informacyjny	informativo	informacyjny	informativo	ADJ;NOM;MASC;SG	N;MASC;SG
informacyjny	informativa	informacyjny	informativa	ADJ;NOM;MASC;SG	N;FEM;SG
gospodarstwo	quintas	gospodarstwo	quinto	N;NOM;NEUT;SG	N;FEM;PL
gospodarstwo	segurando	gospodarstwo	segurar	N;NOM;NEUT;SG	V;V.MSDR
teologiczne	teológica	teologiczny	teológico	ADJ;NOM;NEUT;SG	N;FEM;SG
ograniczona	limitado	ograniczony	limitar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
ograniczona	limitados	ograniczony	limitar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
ograniczona	limitadas	ograniczony	limitar	ADJ;NOM;FEM;SG	V;FEM;PL;V.PTCP
ograniczona	limited	ograniczony	limited	ADJ;NOM;FEM;SG	N;MASC;SG
ograniczona	limitada	ograniczony	limitar	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
ograniczona	restritos	ograniczony	restrito	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
ograniczona	restrito	ograniczony	restringir	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
dem	dem	dem	dem		N;MASC;SG
management	gerência	management	gerência		N;FEM;SG
management	gestão	management	gestão		N;FEM;SG
management	gerenciamento	management	gerenciamento		N;MASC;SG
split	dividir	split	dividir		V;NFIN
split	split	split	split		N;MASC;SG
przeżył	sobreviveram	przeżyć	sobreviver	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;FIN
sosna	pinheiro	sosna	pinheiro		N;MASC;SG
sosna	pine	sosna	pine		N;MASC;SG
sosna	pinho	sosna	pinho		N;MASC;SG
pete	pete	pete	pete	PROPN;NOM;MASC;SG	PROPN;MASC;SG
suche	seca	suchy	seca		N;FEM;SG
suche	secos	suchy	seco		N;MASC;PL
suche	secas	suchy	seca		N;FEM;PL
suche	secar	suchy	secar		V;NFIN
suche	seco	suchy	seco		ADJ;MASC;SG
ward	ward	warda	ward	PROPN;NOM;MASC;SG	N;MASC;SG
baz	baz	baza	baz		N;MASC;SG
owłosione	peludo	owłosić	peludo	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
owłosione	peludos	owłosić	peludo	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;PL
owłosione	peluda	owłosić	peludo	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;FEM;SG
owłosione	cabeludo	owłosić	cabeludo	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
promieniowanie	radiações	promieniować	radiação	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
struga	struga	struga	struga		N;MASC;SG
eduardo	eduardo	eduardo	eduardo	PROPN;NOM;MASC;SG	N;MASC;SG
sweet	sweet	sweet	sweet		N;MASC;SG
sweet	meiga	sweet	meiga		ADJ;FEM;SG
sweet	doces	sweet	doce		N;MASC;PL
sweet	meigo	sweet	meigo		ADJ;MASC;SG
sweet	doce	sweet	doce		N;MASC;SG
skierowane	dirigiu	skierować	dirigir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
skierowane	direcionado	skierować	direcionar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
skierowane	dirigido	skierować	dirigir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
fernández	fernández	fernndez	fernández	PROPN;NOM;MASC;SG	N;MASC;SG
rycerz	cavaleiros	rycerz	cavaleiro	N;NOM;MASC;SG	N;MASC;PL
zapewnienia	assegurar	zapewnić	assegurar	N;GEN;NEUT;SG	V;NFIN
watson	watson	watson	watson		N;MASC;SG
wprowadzona	introduzida	wprowadzić	introduzir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
wprowadzona	introduziu	wprowadzić	introduzir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
wprowadzona	introduzidas	wprowadzić	introduzir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
wprowadzona	introduzidos	wprowadzić	introduzir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
wprowadzona	introduzido	wprowadzić	introduzir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zwrot	retornar	zwrot	retornar	N;NOM;MASC;SG	V;NFIN
funkcjonowanie	funcionando	funkcjonowanie	funcionar	N;NOM;NEUT;SG	V;V.MSDR
białoruś	bielorússia	białoruś	bielorússia		N;FEM;SG
białoruś	bielorrusso	białoruś	bielorrusso		N;MASC;SG
białoruś	bielorrússia	białoruś	bielorrússia		N;FEM;SG
socjalistyczna	socialistas	socjalistyczny	socialista	ADJ;NOM;FEM;SG	N;MASC;PL
socjalistyczna	socialista	socjalistyczny	socialista	ADJ;NOM;FEM;SG	N;MASC;SG
czołg	tanques	czołg	tanque	N;ACC;MASC;SG	N;MASC;PL
słowackiej	eslovaca	słowacki	eslovaco	ADJ;GEN;FEM;SG	N;FEM;SG
słowackiej	eslovaco	słowacki	eslovaco	ADJ;GEN;FEM;SG	N;MASC;SG
połączona	fundido	połączyć	fundir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
połączona	fundidos	połączyć	fundido	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
połączona	fundiu	połączyć	fundir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
oznaczony	marcada	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
oznaczony	marcados	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
oznaczony	identificado	oznaczyć	identificar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
oznaczony	marcado	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
oznaczony	identificada	oznaczyć	identificar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
oznaczony	marcadas	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
oznaczony	marcou	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
oznaczony	marcados	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
oznaczony	marcado	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
oznaczony	marcada	oznaczyć	marcar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
control	controle	control	controle		N;MASC;SG
control	control	control	control		N;MASC;SG
control	controlo	control	controlo		N;MASC;SG
chóru	coral	chór	coral		N;MASC;SG
chóru	coro	chór	coro		N;MASC;SG
chóru	refrão	chór	refrão		N;MASC;SG
chóru	coro	chór	coro		N;MASC;SG
starcia	confrontos	starcie	confronto	N;NOM;NEUT;SG	N;MASC;PL
stacjonował	estacionadas	stacjonować	estacionar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;V.PTCP
maroka	marroquina	marok	marroquina	PROPN;GEN;MASC;SG	N;FEM;SG
maroka	marroquinos	marok	marroquino	PROPN;GEN;MASC;SG	N;MASC;PL
maroka	marroquino	marok	marroquino	PROPN;GEN;MASC;SG	N;MASC;SG
athletic	atlética	athletic	atlético		N;FEM;SG
athletic	atlético	athletic	atlético		N;MASC;SG
aresztowania	detenções	aresztowanie	detenção	N;GEN;NEUT;SG	N;FEM;PL
aresztowania	prisões	aresztowanie	prisão	N;GEN;NEUT;SG	N;FEM;PL
okien	windows	okno	window		N;MASC;SG
okien	janelas	okno	janela		N;FEM;PL
bogato	ricamente	bogato	ricamente		ADV
karen	karen	karen	karen	PROPN;NOM;FEM;SG	N;FEM;SG
odpowiedni	apropriada	odpowiedni	apropriar	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP
odpowiedni	adequados	odpowiedni	adequado	ADJ;NOM;MASC;SG	ADJ;MASC;PL
odpowiedni	apropriados	odpowiedni	apropriado	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
odpowiedni	apropriado	odpowiedni	apropriar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
odpowiedni	adequados	odpowiedni	adequado	ADJ;NOM;MASC;SG	ADJ;MASC;PL
enwiki	enwiki	enwik	enwikir		N;MASC;SG
wrc	wrc	wrzeć	wrc		N;MASC;SG
praktyczny	prática	praktyczny	prática	ADJ;NOM;MASC;SG	N;FEM;SG
praktyczny	práticos	praktyczny	prático	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ograniczony	limitado	ograniczyć	limitar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
ograniczony	limitados	ograniczyć	limitar	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
ograniczony	limitadas	ograniczyć	limitar	ADJ;NOM;MASC;SG	V;FEM;PL;V.PTCP
ograniczony	limited	ograniczyć	limited	ADJ;NOM;MASC;SG	N;MASC;SG
ograniczony	limitada	ograniczyć	limitar	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP
ograniczony	restritos	ograniczyć	restrito	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
ograniczony	restrito	ograniczyć	restringir	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
arabskie	árabe	arabski	árabe	ADJ;NOM;NEUT;SG	N;MASC;SG
arabskie	árabes	arabski	árabe	ADJ;NOM;NEUT;SG	N;MASC;PL
arabskie	árabe	arabski	árabe	ADJ;NOM;NEUT;SG	N;MASC;SG
arabskie	árabes	arabski	árabe	ADJ;NOM;NEUT;SG	N;MASC;PL
arabskie	arábia	arabski	arábia	ADJ;NOM;NEUT;SG	N;FEM;SG
lewo	esquerdo	lewo	esquerdo		N;MASC;SG
lewo	left	lewo	left		N;MASC;SG
lewo	esquerda	lewo	esquerda		N;FEM;SG
lewo	partiu	lewo	partir		V;IND;SG;3;PST;FIN
dno	fundo	dno	fundo		N;MASC;SG
dno	bottom	dno	bottom		N;MASC;SG
kopenhadze	copenhague	kopenhadz	copenhagar	PROPN;DAT;MASC;SG	N;FEM;SG
kopenhadze	copenhagen	kopenhadz	copenhagen	PROPN;DAT;MASC;SG	N;MASC;SG
kopenhadze	copenhaga	kopenhadz	copenhago	PROPN;DAT;MASC;SG	N;FEM;SG
wyścigi	racing	wyścig	racing	N;NOM;MASC;PL	N;MASC;SG
wyścigi	corrida	wyścig	corrida	N;NOM;MASC;PL	N;FEM;SG
holland	holanda	holland	holandar		N;FEM;SG
holland	holland	holland	holland		N;MASC;SG
halle	halle	hall	halle		N;FEM;SG
dotarły	chegou	dotrzeć	chegar	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN
dotarły	cheguei	dotrzeć	chegar	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;IND;SG;1;PST;FIN
sumy	soma	suma	soma		N;FEM;SG
sumy	sum	suma	sum		N;MASC;SG
sumy	somatório	suma	somatório		N;MASC;SG
sumy	montantes	suma	montante		N;MASC;PL
sumy	somas	suma	soma		N;FEM;PL
sumy	importâncias	suma	importância		N;FEM;PL
sumy	totais	suma	total		ADJ;MASC;PL
bractwa	fraternidades	bractwo	fraternidade	N;ACC;NEUT;SG	N;FEM;PL
połączony	ligada	połączyć	ligar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
połączony	conectados	połączyć	conectar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
połączony	ligado	połączyć	ligar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
połączony	ligados	połączyć	ligar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
połączony	conectado	połączyć	conectar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
kraina	terrenos	kraina	terreno	N;NOM;FEM;SG	N;MASC;PL
kraina	terras	kraina	terra	N;NOM;FEM;SG	N;FEM;PL
szeregi	fileiras	szereg	fileira	N;ACC;MASC;SG	N;FEM;PL
szeregi	series	szereg	ser	N;ACC;MASC;SG	N;MASC;PL
szeregi	séries	szereg	série	N;ACC;MASC;SG	N;FEM;PL
potrzebny	need	potrzebny	need	ADJ;NOM;MASC;SG	N;MASC;SG
potrzebny	precisa	potrzebny	precisar	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
potrzebny	necessidade	potrzebny	necessidade	ADJ;NOM;MASC;SG	N;FEM;SG
potrzebny	precisei	potrzebny	precisar	ADJ;NOM;MASC;SG	V;IND;SG;1;PST;FIN
potrzebny	precisava	potrzebny	precisar	ADJ;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
mig	mig	mig	mig		N;MASC;SG
oryginalna	originais	oryginalny	original	ADJ;NOM;FEM;SG	N;MASC;PL
kanały	canal	kanał	canal	N;NOM;MASC;PL	N;MASC;SG
kanały	channel	kanał	channel	N;NOM;MASC;PL	N;MASC;SG
konklawe	conclave	konklawy	conclave	ADJ;NOM;NEUT;SG	N;MASC;SG
boczny	lateral	boczny	lateral	ADJ;NOM;MASC;SG	N;MASC;SG
boczny	laterais	boczny	lateral	ADJ;NOM;MASC;SG	N;MASC;PL
zoo	zoológicos	zoo	zoológico		N;MASC;PL
zoo	zoológico	zoo	zoológico		N;MASC;SG
zoo	zoo	zoo	zoo		N;MASC;SG
pokryta	coberto	pokryć	cobrir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
pokryta	cobertas	pokryć	cobrir	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
