伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
神道	shinto	神道	shinto	N	
剝奪	privarea	剝奪	privare	V	N;DEF;FEM;SG
關稅	vamale	關稅	vamal	N	ADJ;INDF;FEM;PL
定性	calitativ	定性	calitativ	N	ADV
定性	calitativa	定性	calitativ	N	ADJ;DEF;FEM;SG
定性	calitative	定性	calitativ	N	ADJ;INDF;FEM;PL
讀取	citire	讀取	citire	V	N;INDF;FEM;SG
讀取	citirea	讀取	citire	V	N;DEF;FEM;SG
讀取	citire	讀取	citire	V	N;INDF;FEM;SG
讀取	lectura	讀取	lectură	V	N;DEF;FEM;SG
調動	mobilizare	調動	mobilizare	V	N;INDF;FEM;SG
調動	mobilizarea	調動	mobilizare	V	N;DEF;FEM;SG
調動	mobilitatea	調動	mobilitate	V	N;DEF;FEM;SG
調動	mobilitate	調動	mobilitate	V	N;INDF;FEM;SG
光電	fotovoltaice	光電	fotovoltaic	N	ADJ;INDF;FEM;PL
十字	cruciat	十字	cruciat	N	ADJ;INDF;MASC;SG
平均	medii	平均	medie	ADJ	N;INDF;FEM;PL
平均	medie	平均	medie	ADJ	N;INDF;FEM;SG
平均	mediile	平均	medie	ADJ	N;DEF;FEM;PL
興奮	incantata	興奮	incantat	N	ADJ;DEF;FEM;SG
興奮	entuziasmat	興奮	entuziasma	N	ADJ;INDF;MASC;SG
興奮	incantat	興奮	incanta	N	ADJ;INDF;MASC;SG
希臘	greci	希臘	grec	PROPN	N;INDF;MASC;PL
希臘	grecesc	希臘	grecesc	PROPN	ADJ;INDF;MASC;SG
希臘	grec	希臘	grec	PROPN	N;INDF;MASC;SG
希臘	greaca	希臘	greacă	PROPN	N;DEF;FEM;SG
希臘	greaca	希臘	greacă	PROPN	N;DEF;FEM;SG
大	daisuke	大	daisuk	ADJ	
投注	pariuri	投注	pariu	V	N;INDF;FEM;PL
孤獨	singuratic	孤獨	singuratic	N	ADJ;INDF;MASC;SG
孤獨	singur	孤獨	singur	N	ADJ;INDF;MASC;SG
老	veterinari	老	veterinar	PART	ADJ;INDF;MASC;PL
老	veterani	老	veteran	PART	N;INDF;MASC;PL
老	veteran	老	veteran	PART	N;INDF;MASC;SG
老	veteranii	老	veteran	PART	N;DEF;MASC;PL
老	veteranilor	老	veteran	PART	N;DEF;MASC;PL
老	veterani	老	veteran	PART	N;INDF;MASC;PL
天秤	balanta	天秤	balantă	PROPN	N;DEF;FEM;SG
過濾	filtreaza	過濾	filtrează	N	V;IND;SG;3;IPFV;FIN
過濾	filtrat	過濾	filtrat	N	ADJ;INDF;MASC;SG
駕駛	carlinga	駕駛	carlinga	V	N;DEF;FEM;SG
甘地	gandhi	甘地	gandhi	PROPN	PROPN
救護	ambulanta	救護	ambulant	V	N;DEF;FEM;SG
加法	aditiv	加法	aditiv	V	N;INDF;MASC;SG
提問	intrebare	提問	intrebare	V	N;INDF;FEM;SG
提問	intrebarea	提問	intrebare	V	N;DEF;FEM;SG
提問	intrebare	提問	intrebare	V	N;INDF;FEM;SG
遼寧	liaoning	遼寧	liaoning	PROPN	N;INDF;MASC;SG
袋鼠	wallaby	袋鼠	wallaby	N	PROPN
弱勢	vulnerabili	弱勢	vulnerabil	N	ADJ;INDF;MASC;PL
弱勢	vulnerabile	弱勢	vulnerabil	N	ADJ;INDF;FEM;PL
弱勢	vulnerabila	弱勢	vulnerabil	N	ADJ;DEF;FEM;SG
弱勢	vulnerabil	弱勢	vulnerabil	N	ADJ;INDF;MASC;SG
開羅	cairo	開羅	cairo	PROPN	PROPN
不	disconfort	不	disconfort	ADV;NEG	N;INDF;MASC;SG
服從	supunerea	服從	supunere	V	N;DEF;FEM;SG
水力	hidro	水力	hidro	N	
水力	hidraulic	水力	hidraulic	N	ADJ;INDF;MASC;SG
水力	hidraulice	水力	hidraulic	N	ADJ;INDF;FEM;PL
水力	hidraulic	水力	hidraulic	N	ADJ;INDF;MASC;SG
水力	hidroelectrice	水力	hidroelectric	N	ADJ;INDF;FEM;PL
轉讓	transfer	轉讓	transfer	V	N;INDF;MASC;SG
轉讓	transferul	轉讓	transfer	V	N;DEF;MASC;SG
轉讓	misiuni	轉讓	misiune	V	N;INDF;FEM;PL
轉讓	transferuri	轉讓	transfer	V	N;INDF;FEM;PL
轉讓	transferurile	轉讓	transfer	V	N;DEF;FEM;PL
駐軍	garrison	駐軍	garrison	N	PROPN
反對	opozitia	反對	opozitie	V	N;DEF;FEM;SG
反對	opozitie	反對	opozitie	V	N;INDF;FEM;SG
反對	opozitie	反對	opozitie	V	N;INDF;FEM;SG
冒犯	ofensator	冒犯	ofensator	V	ADJ;INDF;MASC;SG
冒犯	ofensiv	冒犯	ofensiv	V	ADJ;INDF;MASC;SG
冒犯	jignitor	冒犯	jignitor	V	ADJ;INDF;MASC;SG
冒犯	ofensiva	冒犯	ofensiva	V	N;DEF;FEM;SG
冒犯	ofensiva	冒犯	ofensiva	V	N;DEF;FEM;SG
緯度	lat	緯度	lat	N	ADJ;INDF;MASC;SG
靈活	flexibilitate	靈活	flexibilitate	ADJ	N;INDF;FEM;SG
靈活	flexibilitatea	靈活	flexibilitate	ADJ	N;DEF;FEM;SG
薩姆	sam	薩姆	sam	PROPN	
凍結	congelate	凍結	congelat	V	ADJ;INDF;FEM;PL
凍結	inghetat	凍結	ingheta	V	ADJ;INDF;MASC;SG
凍結	congelata	凍結	congelat	V	N;DEF;FEM;SG
凍結	congelat	凍結	congela	V	N;INDF;MASC;SG
凍結	congelare	凍結	congelare	V	N;INDF;FEM;SG
副	copia	副	copie	PART	N;DEF;FEM;SG
副	copiere	副	copiere	PART	N;INDF;FEM;SG
副	copie	副	copie	PART	N;INDF;FEM;SG
副	copiaza	副	copiază	PART	V;IND;SG;3;IPFV;FIN
副	copiile	副	copie	PART	N;DEF;FEM;PL
橫向	orizontal	橫向	orizontal	N	ADV
橫向	orizontale	橫向	orizontal	N	ADJ;INDF;FEM;PL
橫向	lateral	橫向	lateral	N	ADV
辻	tsuji	辻	tsuji	PROPN	
水壩	dam	水壩	da	N	
典範	exemplara	典範	exemplara	N	ADJ;DEF;FEM;SG
雄心	ambitios	雄心	ambitios	N	ADJ;INDF;MASC;SG
癱瘓	paralizeaza	癱瘓	paralizează	N	V;IND;SG;3;IPFV;FIN
癱瘓	paraliza	癱瘓	paraliza	N	V;IND;SG;3;IPFV;FIN
癱瘓	paralizat	癱瘓	paraliza	N	ADJ;INDF;MASC;SG
開關	intreruperi	開關	intrerupere	V	N;INDF;FEM;PL
開關	intrerupatoare	開關	intrerupator	V	ADJ;INDF;FEM
開關	comutator	開關	comutator	V	N;INDF;MASC;SG
開關	comutare	開關	comutare	V	N;INDF;FEM;SG
主婦	casnice	主婦	casnic	N	ADJ;INDF;FEM;PL
填寫	umple	填寫	umple	V	
填寫	umplere	填寫	umplere	V	N;INDF;FEM;SG
疣	negi	疣	negi	N	
扣除	deducerea	扣除	deducere	V	N;DEF;FEM;SG
扣除	deducere	扣除	deducere	V	N;INDF;FEM;SG
扣除	dedus	扣除	deduce	V	ADJ;INDF;MASC;SG
以色列	israelienii	以色列	israelian	PROPN	N;DEF;MASC;PL
以色列	israelieni	以色列	israelian	PROPN	ADJ;INDF;MASC;PL
錄取	admiterea	錄取	admitere	V	N;DEF;FEM;SG
錄取	internare	錄取	internare	V	N;INDF;FEM;SG
錄取	admitere	錄取	admitere	V	N;INDF;FEM;SG
肯亞	kenya	肯亞	kenya	PROPN	PROPN
巧合	coincidenta	巧合	coincident		ADJ;DEF;FEM;SG
巧合	coincidenta	巧合	coincident		ADJ;DEF;FEM;SG
代謝	metabolismul	代謝	metabolism	V	N;DEF;MASC;SG
代謝	metabolizarea	代謝	metabolizare	V	N;DEF;FEM;SG
代謝	metabolizare	代謝	metabolizare	V	N;INDF;FEM;SG
代謝	metabolism	代謝	metabolism	V	N;INDF;MASC;SG
代謝	metabolica	代謝	metabolic	V	N;DEF;FEM;SG
代謝	metabolice	代謝	metabolic	V	ADJ;INDF;FEM;PL
大	tare	大	tare	PART	ADV
堪薩斯	kansas	堪薩斯	kansas	PROPN	PROPN
進食	hranirea	進食	hranire	V	N;DEF;FEM;SG
進食	hranire	進食	hranire	V	N;INDF;FEM;SG
進食	alimentatie	進食	alimentatie	V	N;INDF;FEM;SG
進食	mananc	進食	mananc	V	
進食	mancand	進食	mancand	V	
新	recrut	新	recrut	PART	N;INDF;MASC;SG
新	recruteaza	新	recruta	PART	V;IND;SG;3;IPFV;FIN
新	recruta	新	recruta	PART	V;IND;SG;3;IPFV;FIN
上線	online	上線	online	V	ADJ
老年	varstnici	老年	varstnic	N	ADJ;INDF;MASC;PL
幸存	supravietuitori	幸存	supravietuitor	V	N;INDF;MASC;PL
幸存	survivor	幸存	survivor	V	N;INDF;MASC;SG
水災	inunda	水災	inunda	N	V;IND;SG;3;IPFV;FIN
水災	potop	水災	potop	N	
貂	mink	貂	mink	N	
遙控	distant	遙控	distant	N	ADJ;INDF;MASC;SG
輝煌	genial	輝煌	genial	N	ADJ;INDF;MASC;SG
多餘	suplimentar	多餘	suplimentar	ADV	ADJ;INDF;MASC;SG
多餘	extra	多餘	extra	ADV	
多餘	redundant	多餘	redundant	ADV	ADJ;INDF;MASC;SG
多餘	exces	多餘	exces	ADV	N;INDF;MASC;SG
多餘	excesul	多餘	exces	ADV	N;DEF;MASC;SG
受害	victime	受害	victimă	V	N;INDF;FEM;PL
受害	victimele	受害	victimă	V	N;DEF;FEM;PL
受害	victima	受害	victimă	V	N;DEF;FEM;SG
受害	victima	受害	victimă	V	N;DEF;FEM;SG
美學	estetice	美學	estetic	N	ADJ;INDF;FEM;PL
美學	estetic	美學	estetic	N	ADV
堅強	strong	堅強	strong	ADJ	
季刊	trimestriale	季刊	trimestrial	N	ADJ;INDF;FEM;PL
上級	superior	上級	superior	N	ADJ;INDF;CMPR;MASC;SG
上級	superioare	上級	superior	N	
上級	superioara	上級	superiora	N	
震動	tremor	震動	tremor	V	N;INDF;MASC;SG
震動	tremur	震動	tremur	V	N;INDF;MASC;SG
病理	patologic	病理	patologic	N	ADJ;INDF;MASC;SG
嫌犯	suspect	嫌犯	suspect	N	ADJ;INDF;MASC;SG
元氣	genki	元氣	genki	N	
發聲	sonora	發聲	sonora	V	N;DEF;FEM;SG
發聲	sonor	發聲	sonor	V	ADJ;INDF;MASC;SG
後果	consecinte	後果	consecint	N	
後果	consecinte	後果	consecint	N	
埋伏	ambuscada	埋伏	ambuscada	V	N;DEF;FEM;SG
埋伏	ambuscada	埋伏	ambuscada	V	N;DEF;FEM;SG
抵押	garantii	抵押	garantii	V	N;INDF;FEM;PL
抵押	colaterale	抵押	colateral	V	ADJ;INDF;FEM;PL
抵押	ipotecar	抵押	ipotecar	V	N;INDF;MASC;SG
抵押	ipoteca	抵押	ipotecă	V	N;DEF;FEM;SG
抵押	ipotecare	抵押	ipotecare	V	N;INDF;FEM;SG
抵押	ipoteca	抵押	ipotecă	V	N;DEF;FEM;SG
扣押	criza	扣押	criză	V	N;DEF;FEM;SG
扣押	convulsii	扣押	convulsie	V	N;INDF;FEM;PL
扣押	sechestru	扣押	sechestru	V	
備忘	memoriu	備忘	memoriu	V	N;INDF;MASC;SG
備忘	memo	備忘	memo	V	
備忘	memorandumul	備忘	memorandum	V	N;DEF;MASC;SG
備忘	memorandum	備忘	memorandum	V	N;INDF;MASC;SG
許可	licenta	許可	licentă	V	N;DEF;FEM;SG
許可	licenta	許可	licentă	V	N;DEF;FEM;SG
許可	licenta	許可	licentă	V	N;DEF;FEM;SG
許可	permisele	許可	permite	V	N;DEF;FEM;PL
許可	licenta	許可	licentă	V	N;DEF;FEM;SG
許可	licenta	許可	licentă	V	N;DEF;FEM;SG
許可	licente	許可	licent	V	N;INDF;FEM;PL
合法	legalizat	合法	legaliza	V	ADJ;INDF;MASC;SG
巴塞隆納	barcelona	巴塞隆納	barcelonă	PROPN	N;DEF;FEM;PL
強硬	greu	強硬	greu	N	ADV
強硬	dur	強硬	dur	N	ADJ;INDF;MASC;SG
強硬	dura	強硬	dura	N	V;IND;SG;3;IPFV;FIN
素質	calitati	素質	calitati	N	
突變	mutant	突變	mutant	V	N;INDF;MASC;SG
突變	mutant	突變	mutant	V	N;INDF;MASC;SG
高	flak	高	flak	PART	N;INDF;MASC;SG
塞內加爾	senegal	塞內加爾	senegal	PROPN	N;INDF;MASC;SG
琥珀	amber	琥珀	amber	PROPN	N;INDF;MASC;SG
琥珀	chihlimbar	琥珀	chihlimbar	PROPN	N;INDF;MASC;SG
活潑	vioi	活潑	vioi	N	
菊花	daisy	菊花	daisy	N	PROPN
氙	xenon	氙	xenon	N	ADJ
漂	plutitoare	漂	plutitor	N	ADJ;INDF;FEM
漂	plutind	漂	pluti	N	V;V.MSDR
漂	deriva	漂	deriva	N	V;IND;SG;3;IPFV;FIN
失明	orbire	失明	orbire	V	N;INDF;FEM;SG
失明	orbirea	失明	orbire	V	N;DEF;FEM;SG
白雪	snowy	白雪	snowy	N	
神田	kanda	神田	kanda	PROPN	
病房	ward	病房	ward	N	PROPN
突尼西亞	tunisia	突尼西亞	tunisie	PROPN	PROPN
突尼西亞	tunis	突尼西亞	tunis	PROPN	N;INDF;MASC;SG
平野	hirano	平野	hirano	PROPN	N;INDF;MASC;SG
縱火	incendiere	縱火	incendiere	V	N;INDF;FEM;SG
縱火	incendierea	縱火	incendiere	V	N;DEF;FEM;SG
零星	sporadice	零星	sporadic	N	ADJ;INDF;FEM;PL
族裔	etnic	族裔	etnic	N	ADJ;INDF;MASC;SG
族裔	etnice	族裔	etnic	N	ADJ;INDF;FEM;PL
正直	integritatea	正直	integritate	ADJ	N;DEF;FEM;SG
正直	integritate	正直	integritate	ADJ	N;INDF;FEM;SG
傷心	trista	傷心	trist	N	ADJ;DEF;FEM;SG
傷心	trista	傷心	trist	N	ADJ;DEF;FEM;SG
傷心	triste	傷心	trist	N	ADJ;INDF;FEM;PL
傷心	trist	傷心	trist	N	ADJ;INDF;MASC;SG
敦促	indemn	敦促	indemn	V	
固態	solid	固態	solid	N	ADJ;INDF;MASC;SG
固態	solida	固態	solidă	N	ADJ;DEF;FEM;SG
固態	solide	固態	solid	N	ADJ;INDF;FEM;PL
避難	azilul	避難	azil	V	N;DEF;MASC;SG
避難	azil	避難	azil	V	N;INDF;MASC;SG
避難	refugiu	避難	refugiu	V	N;INDF;MASC;SG
避難	refugiul	避難	refugiu	V	N;DEF;MASC;SG
唐人	chinatown	唐人	chinatown	PROPN	N;INDF;MASC;SG
從來	niciodata	從來	niciodata	ADV	
從來	niciodata	從來	niciodata	ADV	
延誤	intarziere	延誤	intarziere	V	N;INDF;FEM;SG
延誤	intarzieri	延誤	intarziere	V	N;INDF;FEM;PL
延誤	intarzierile	延誤	intarziere	V	N;DEF;FEM;PL
延誤	amanata	延誤	amanat	V	N;DEF;FEM;SG
延誤	intarziata	延誤	intarziat	V	ADJ;DEF;FEM;SG
延誤	amanat	延誤	amana	V	ADJ;INDF;MASC;SG
延誤	intarziat	延誤	intarziat	V	ADJ;INDF;MASC;SG
獲利	profit	獲利	profit	V	N;INDF;MASC;SG
獲利	profitul	獲利	profit	V	N;DEF;MASC;SG
獲利	rentabilitate	獲利	rentabilitate	V	N;INDF;FEM;SG
獲利	profitabilitatea	獲利	profitabilitate	V	N;DEF;FEM;SG
獲利	rentabilitatea	獲利	rentabilitate	V	N;DEF;FEM;SG
領事	consulare	領事	consular	N	ADJ;INDF;FEM;PL
愛滋	sida	愛滋	sidă	N	
無窮	infinit	無窮	infinit	ADJ	ADV
無窮	infinit	無窮	infinit	ADJ	ADV
新	cenozoic	新	cenozoic	PART	ADV
美咲	misaki	美咲	misak	PROPN	PROPN
寫入	scrierea	寫入	scriere	V	N;DEF;FEM;SG
寫入	scriere	寫入	scriere	V	N;INDF;FEM;SG
競爭	competitiva	競爭	competitivă	V	ADJ;DEF;FEM;SG
競爭	competitiv	競爭	competitiv	V	ADJ;INDF;MASC;SG
競爭	competitivitate	競爭	competitivitate	V	N;INDF;FEM;SG
競爭	competitivitatea	競爭	competitivitate	V	N;DEF;FEM;SG
親密	intim	親密	intim	N	ADJ;INDF;MASC;SG
親密	intimi	親密	intim	N	
親密	intime	親密	intim	N	ADJ;INDF;FEM;PL
義工	voluntar	義工	voluntar	N	ADJ;INDF;MASC;SG
貪	lacom	貪	lacom	N	ADJ;INDF;MASC;SG
貪	lacomi	貪	lacom	N	ADJ;INDF;MASC;PL
貪	lacoma	貪	lacomă	N	ADJ;DEF;FEM;SG
貪	lacomie	貪	lacomie	N	
野蠻	savage	野蠻	savag	N	PROPN
野蠻	salbatic	野蠻	salbatic	N	ADJ;INDF;MASC;SG
野蠻	salbatic	野蠻	salbatic	N	ADJ;INDF;MASC;SG
野蠻	barbar	野蠻	barbar	N	ADJ;INDF;MASC;SG
野蠻	brutala	野蠻	brutal	N	ADJ;DEF;FEM;SG
野蠻	brutal	野蠻	brutal	N	ADV
脆	crisp	脆	crisp	N	
毆打	atac	毆打	atac		N;INDF;MASC;SG
毆打	asalt	毆打	asalt		N;INDF;MASC;SG
大	taisha	大	taishă	ADJ	
倚	inclinat	倚	inclina	V	ADJ;INDF;MASC;SG
職能	functie	職能	functie	N	
職能	functie	職能	functie	N	
慈善	filantrop	慈善	filantrop	PROPN	N;INDF;MASC;SG
慈善	filantropi	慈善	filantrop	PROPN	N;INDF;MASC;PL
援引	invocare	援引	invocare	V	N;INDF;FEM;SG
援引	invocarea	援引	invocare	V	N;DEF;FEM;SG
援引	invocand	援引	invocand	V	
底片	negative	底片	negativ	N	ADJ;INDF;FEM;PL
葡萄牙	portughez	葡萄牙	portughez	PROPN	ADJ;INDF;MASC;SG
葡萄牙	portugheza	葡萄牙	portugheza	PROPN	N;DEF;FEM;SG
葡萄牙	portugheza	葡萄牙	portugheza	PROPN	N;DEF;FEM;SG
傑克遜	jackson	傑克遜	jackson	PROPN	PROPN
獲釋	lansat	獲釋	lansat	V	ADJ;INDF;MASC;SG
獲釋	eliberat	獲釋	elibera	V	ADJ;INDF;MASC;SG
獲釋	eliberata	獲釋	eliberat	V	N;DEF;FEM;SG
橫掃	zdrobitoare	橫掃	zdrobitor		ADJ;INDF;FEM
橫掃	matura	橫掃	matur		N;DEF;FEM;SG
梵蒂	vaticanul	梵蒂	vatican	PROPN	N;DEF;MASC;SG
梵蒂	vaticanului	梵蒂	vatican	PROPN	N;DEF;MASC;SG
梵蒂	vatican	梵蒂	vatican	PROPN	N;INDF;MASC;SG
寮國	lao	寮國	lao	PROPN	
寮國	laos	寮國	laos	PROPN	ADV
騷亂	revoltele	騷亂	revolt	V	N;DEF;FEM;PL
騷亂	revolte	騷亂	revolta	V	N;INDF;FEM;PL
騷亂	revolta	騷亂	revolta	V	N;DEF;FEM;SG
騷亂	revolta	騷亂	revolta	V	N;DEF;FEM;SG
淺野	asano	淺野	asano	PROPN	
午	pranz	午	pranz	N	
午	pranz	午	pranz	N	
增益	castig	增益	castig	N	
亞當斯	adams	亞當斯	adams	PROPN	PROPN
徘徊	ratacind	徘徊	rataci	N	V;V.MSDR
夜行	nocturne	夜行	nocturn	N	ADJ;INDF;FEM;PL
夜行	nocturn	夜行	nocturn	N	ADJ;INDF;MASC;SG
可樂	cola	可樂	cola	N	
軍閥	warlord	軍閥	warlord	N	PROPN
玄武	xuanwu	玄武	xuanwu	PROPN	
稱	desemnarea	稱	desemnare	V	N;DEF;FEM;SG
稱	desemnare	稱	desemnare	V	N;INDF;FEM;SG
受益	beneficiu	受益	beneficiu	V	N;INDF;MASC;SG
受益	beneficii	受益	beneficiu	V	N;INDF;FEM;PL
受益	beneficiul	受益	beneficiu	V	N;DEF;MASC;SG
樂觀	optimist	樂觀	optimist	N	ADJ;INDF;MASC;SG
樂觀	optimiste	樂觀	optimist	N	ADJ;INDF;FEM;PL
樂觀	optimista	樂觀	optimista	N	ADJ;DEF;FEM;SG
樂觀	optimist	樂觀	optimist	N	ADJ;INDF;MASC;SG
異性	heterosexual	異性	heterosexual	N	ADJ;INDF;MASC;SG
活著	vie	活著	viu	V	
活著	viu	活著	viu	V	ADJ;INDF;MASC;SG
遺留	mostenire	遺留	mostenire	V	N;INDF;FEM;SG
遺留	mostenire	遺留	mostenire	V	N;INDF;FEM;SG
遺留	mostenirea	遺留	mostenire	V	N;DEF;FEM;SG
烹飪	gatesc	烹飪	gatesc	N	V;IND;PL;3;PRS;FIN
摩登	moderni	摩登	modern	PROPN	ADJ;INDF;MASC;PL
摩登	moderna	摩登	moderna	PROPN	ADJ;DEF;FEM;SG
摩登	modern	摩登	modern	PROPN	ADJ;INDF;MASC;SG
摩登	moderne	摩登	modern	PROPN	ADJ;INDF;FEM;PL
摩登	moderna	摩登	moderna	PROPN	ADJ;DEF;FEM;SG
裝修	renovat	裝修	renovat	N	ADJ;INDF;MASC;SG
救濟	relief	救濟	relief	V	N;INDF;MASC;SG
跟蹤	urmarire	跟蹤	urmarire	V	N;INDF;FEM;SG
跟蹤	urmarire	跟蹤	urmarire	V	N;INDF;FEM;SG
跟蹤	urmarirea	跟蹤	urmarire	V	N;DEF;FEM;SG
天國	rai	天國	rai	N	
喝酒	bea	喝酒	bea	V	
喝酒	bautura	喝酒	bautură	V	N;DEF;FEM;SG
多樣	diversitatea	多樣	diversitate	ADJ	N;DEF;FEM;SG
多樣	diversitate	多樣	diversitate	ADJ	N;INDF;FEM;SG
檀	honolulu	檀	honolulu	PROPN	N;DEF;MASC;SG
處置	eliminare	處置	eliminare	V	N;INDF;FEM;SG
處置	eliminarea	處置	eliminare	V	N;DEF;FEM;SG
處置	dispozitie	處置	dispozitie	V	N;INDF;FEM;SG
處置	cedari	處置	cedar	V	N;INDF;FEM;PL
玲奈	rena	玲奈	rena	PROPN	
按	masaje	按	masaj	ADP	N;INDF;FEM;PL
按	masajul	按	masaj	ADP	N;DEF;MASC;SG
按	masaj	按	masaj	ADP	N;INDF;MASC;SG
林	woodland	林	woodland	PROPN	PROPN
忽視	ignorand	忽視	ignora	V	N;INDF;MASC;SG
為	dece	為	dece	ADP	
煽動	incitare	煽動	incitare	V	N;INDF;FEM;SG
煽動	incitarea	煽動	incitare	V	N;DEF;FEM;SG
煽動	razvratire	煽動	razvratire	V	N;INDF;FEM;SG
應變	tulpina	應變	tulpină	V	N;DEF;FEM;SG
應變	tulpina	應變	tulpină	V	N;DEF;FEM;SG
保養	intretinerea	保養	intretinere	V	N;DEF;FEM;SG
保養	intretinere	保養	intretinere	V	N;INDF;FEM;SG
保養	intretinere	保養	intretinere	V	N;INDF;FEM;SG
萃取	extragerea	萃取	extragere	V	N;DEF;FEM;SG
萃取	extractie	萃取	extractie	V	N;INDF;FEM;SG
萃取	extragere	萃取	extragere	V	N;INDF;FEM;SG
萃取	extractia	萃取	extractie	V	N;DEF;FEM;SG
萃取	extragere	萃取	extragere	V	N;INDF;FEM;SG
萃取	extras	萃取	extras	V	ADJ;INDF;MASC;SG
萃取	extract	萃取	extract	V	N;INDF;MASC;SG
壓迫	reprimarea	壓迫	reprimare	V	N;DEF;FEM;SG
壓迫	represiune	壓迫	represiune	V	N;INDF;FEM;SG
壓迫	represiunea	壓迫	represiune	V	N;DEF;FEM;SG
壓迫	opresiune	壓迫	opresiune	V	N;INDF;FEM;SG
跨度	span	跨度	span	V	
填補	umplutura	填補	umplutură	V	N;DEF;FEM;SG
填補	umplere	填補	umplere	V	N;INDF;FEM;SG
填補	umple	填補	umple	V	
填補	umplere	填補	umplere	V	N;INDF;FEM;SG
困惑	confuzia	困惑	confuzie	V	N;DEF;FEM;SG
困惑	confuzie	困惑	confuzie	V	N;INDF;FEM;SG
困惑	confuzii	困惑	confuz	V	N;INDF;FEM;PL
困惑	derutat	困惑	deruta	V	ADJ;INDF;MASC;SG
困惑	confuzi	困惑	confuz	V	
困惑	confuz	困惑	confuz	V	ADJ;INDF;MASC;SG
困惑	confuza	困惑	confuza	V	ADJ;DEF;FEM;SG
困惑	confuza	困惑	confuza	V	ADJ;DEF;FEM;SG
困惑	derutant	困惑	derutant	V	ADV
困惑	confuze	困惑	confuz	V	ADJ;INDF;FEM;PL
困惑	confuz	困惑	confuz	V	ADJ;INDF;MASC;SG
聖地亞哥	santiago	聖地亞哥	santiago	PROPN	PROPN
樂天	lotte	樂天	lott	N	PROPN
堵塞	infundat	堵塞	infunda	V	ADJ;INDF;MASC;SG
融化	topirea	融化	topire	V	N;DEF;FEM;SG
融化	topire	融化	topir	V	N;INDF;FEM;SG
融化	topita	融化	topita	V	N;DEF;FEM;SG
融化	topit	融化	topi	V	ADJ;INDF;MASC;SG
融化	topire	融化	topir	V	N;INDF;FEM;SG
嫉妒	geloasa	嫉妒	gelos	V	N;DEF;FEM;SG
嫉妒	geloasa	嫉妒	gelos	V	N;DEF;FEM;SG
嫉妒	gelos	嫉妒	gelos	V	ADJ;INDF;MASC;SG
嫉妒	gelozie	嫉妒	gelozie	V	N;INDF;FEM;SG
嫉妒	gelozia	嫉妒	gelozie	V	N;DEF;FEM;SG
共	coexista	共	coexista	ADV	V;IND;SG;3;IPFV;FIN
放大	amp	放大	amp	V	N;INDF;MASC;SG
放大	amplificator	放大	amplificator	V	N;INDF;MASC;SG
放大	amplificator	放大	amplificator	V	N;INDF;MASC;SG
放大	amplificatoare	放大	amplificator	V	ADJ;INDF;FEM
放大	amperi	放大	amperi	V	N;INDF;MASC;PL
離心	centrifugale	離心	centrifugal	N	ADJ;INDF;FEM;PL
麻美	asami	麻美	asami	PROPN	
跨國	transnationale	跨國	transnational	V	ADJ;INDF;FEM;PL
擠	strange	擠	strange	V	
貝多芬	beethoven	貝多芬	beethoven	PROPN	PROPN
批發	angro	批發	angro	V	N;INDF;MASC;SG
勒索	extorcare	勒索	extorcare	V	N;INDF;FEM;SG
突顯	repere	突顯	repere	V	N;INDF;FEM;PL
浴室	bai	浴室	bai	N	
僱員	angajat	僱員	angaja	N	ADJ;INDF;MASC;SG
僱員	angajati	僱員	angaja	N	ADJ;INDF;MASC;PL
僱員	angajati	僱員	angaja	N	ADJ;INDF;MASC;PL
附帶	garantii	附帶	garantii		N;INDF;FEM;PL
附帶	colaterale	附帶	colateral		ADJ;INDF;FEM;PL
行進	mars	行進	mars	V	N;INDF;MASC;SG
獨奏	solist	獨奏	solist	V	N;INDF;MASC;SG
獨奏	solo	獨奏	solo	V	N;INDF;MASC;SG
山陽	sanyo	山陽	sanyo	PROPN	N;INDF;MASC;SG
敏捷	agil	敏捷	agil	ADJ	ADV
敏捷	agilitate	敏捷	agilitate	ADJ	N;INDF;FEM;SG
自豪	mandrie	自豪	mandrie	N	
自豪	mandra	自豪	mandra	N	
自豪	mandra	自豪	mandra	N	
自豪	mandra	自豪	mandra	N	
致電	apel	致電	apel	V	N;INDF;MASC;SG
致電	call	致電	call	V	N;INDF;MASC;SG
報仇	razbunarea	報仇	razbunare	V	N;DEF;FEM;SG
報仇	razbunare	報仇	razbunare	V	N;INDF;FEM;SG
報仇	razbunare	報仇	razbunare	V	N;INDF;FEM;SG
可	variabil	可	variabil	V	ADJ;INDF;MASC;SG
可	variabila	可	variabilă	V	N;DEF;FEM;SG
可	variabile	可	variabilă	V	N;INDF;FEM;PL
可	variabila	可	variabilă	V	N;DEF;FEM;SG
中	intermediari	中	intermediar	N	ADJ;INDF;MASC;PL
亞	asiaticii	亞	asiatică	PROPN	N;DEF;MASC;PL
亞	asiatici	亞	asiatic	PROPN	ADJ;INDF;MASC;PL
飽和	saturatie	飽和	saturatie	V	N;INDF;FEM;SG
飽和	saturate	飽和	satura	V	ADJ;INDF;FEM;PL
飽和	saturat	飽和	saturat	V	ADJ;INDF;MASC;SG
異形	alien	異形	alien	N	PROPN
