اتھاہ	깊은	اتھاہ	깊+ㄴ		ADJ
پالائش	진행	پالائش	진행	PROPN;NOM;MASC;SG;3	N
پالائش	풍성한	پالائش	풍성+하+ㄴ	PROPN;NOM;MASC;SG;3	V
پالائش	개발	پالائش	개발	PROPN;NOM;MASC;SG;3	N
پالائش	발달	پالائش	발달	PROPN;NOM;MASC;SG;3	N
پالائش	진행	پالائش	진행	PROPN;NOM;MASC;SG;3	N
پالائش	풍성한	پالائش	풍성+하+ㄴ	PROPN;NOM;MASC;SG;3	V
پالت	종아리	پالت	종아리	PROPN;NOM;MASC;SG;3	
پالت	송아지	پالت	송+아+지+지	PROPN;NOM;MASC;SG;3	
پالِت	보호	پالِت	보호	PROPN;NOM;MASC;SG;3	N
پالِت	지원합니다	پالِت	지원+하+ㅂ니다	PROPN;NOM;MASC;SG;3	V
پالِت	지원	پالِت	지원	PROPN;NOM;MASC;SG;3	N
پالِت	지원함	پالِت	지원+하+ㅁ	PROPN;NOM;MASC;SG;3	V
پالتو	favourite	پالتو	favourite	N;NOM;MASC;SG;3	
پالتو	favourite	پالتو	favourite	N;NOM;MASC;SG;3	
پالک	보호자	پالک	보호자		N
پالک	침대	پالک	침대		N
پالن	번식	پالن	번식	PROPN;NOM;MASC;SG;3	N
پالن	사육	پالن	사육	PROPN;NOM;MASC;SG;3	N
پالن	관찰	پالن	관찰	PROPN;NOM;MASC;SG;3	N
پالن	보호	پالن	보호	PROPN;NOM;MASC;SG;3	N
پالن	간호	پالن	간호	PROPN;NOM;MASC;SG;3	N
پالن	지원	پالن	지원	PROPN;NOM;MASC;SG;3	N
پالن	지지	پالن	지+지	PROPN;NOM;MASC;SG;3	
پالن	후원	پالن	후원	PROPN;NOM;MASC;SG;3	N
پالنا	후방	پال	후방	V;SG;NFIN;ACT	N
پالنا	지원	پال	지원	V;SG;NFIN;ACT	N
پالنا	지지	پال	지+지	V;SG;NFIN;ACT	
پالنا	후원	پال	후원	V;SG;NFIN;ACT	N
پالُو	애완동물	پالُو	애완동물	PROPN;NOM;MASC;SG;3	N
پالُودہ	청소	پالُودہ	청소	PROPN;NOM;MASC;SG;3	N
پالہ	프로스트	پالہ	프로스트	PROPN;NOM;MASC;SG;3	
پالہ	서리	پالہ	서리	PROPN;NOM;MASC;SG;3	
پالی	팔리어	پالا	팔리어	PROPN;NOM;MASC;SG;3	
پالی	조종실	پالا	조종실	PROPN;NOM;MASC;SG;3	
پالی	조종석	پالا	조종석	PROPN;NOM;MASC;SG;3	N
پالی	경계	پالا	경계	PROPN;NOM;MASC;SG;3	N
پالی	경계선	پالا	경계선	PROPN;NOM;MASC;SG;3	
پالی	라인	پالا	라인	PROPN;NOM;MASC;SG;3	
پالی	한계	پالا	한계	PROPN;NOM;MASC;SG;3	N
پالی	제한	پالا	제한	PROPN;NOM;MASC;SG;3	N
پالی	극한	پالا	극한	PROPN;NOM;MASC;SG;3	
پالی	엣지	پالا	짙+지	PROPN;NOM;MASC;SG;3	
پالی	모서리	پالا	모서리	PROPN;NOM;MASC;SG;3	
پالی	edge	پالا	edge	PROPN;NOM;MASC;SG;3	
پان	다섯	پان	다섯	N;NOM;MASC;SG;3	NUM
پان	파이브	پان	파이브	N;NOM;MASC;SG;3	
پان	워터	پان	워터	N;NOM;MASC;SG;3	
پان	냄비	پان	냄비	N;NOM;MASC;SG;3	
پانا	습득	پانا	습득	V;SG;NFIN;ACT	N
پانا	확보	پانا	확보	V;SG;NFIN;ACT	N
پانا	획득	پانا	획득	V;SG;NFIN;ACT	N
پانا	이해	پانا	이해	V;SG;NFIN;ACT	N
پانا	발견	پانا	발견	V;SG;NFIN;ACT	N
پانا	찾아보기	پانا	찾+아+보+기	V;SG;NFIN;ACT	V
پانا	보안	پانا	보안	V;SG;NFIN;ACT	N
پانا	도달	پانا	도달	V;SG;NFIN;ACT	
پانا	get	پانا	get	V;SG;NFIN;ACT	
پانا	습득	پانا	습득	V;SG;NFIN;ACT	N
پانا	확보	پانا	확보	V;SG;NFIN;ACT	N
پانا	획득	پانا	획득	V;SG;NFIN;ACT	N
پانا	이해	پانا	이해	V;SG;NFIN;ACT	N
پانا	발견	پانا	발견	V;SG;NFIN;ACT	N
پانا	찾아보기	پانا	찾+아+보+기	V;SG;NFIN;ACT	V
پانا	보안	پانا	보안	V;SG;NFIN;ACT	N
پانت	부족	پانت	부족		N
پانت	문자열	پانت	문자열		N
پانت	가족과	پانت	가족+과		CONJ
پانجر	갈비	پانجر	갈비	PROPN;NOM;MASC;SG;3	
پانجر	갈비뼈	پانجر	갈비뼈	PROPN;NOM;MASC;SG;3	N
پانجر	뼈대	پانجر	뼈대	PROPN;NOM;MASC;SG;3	
پانجر	측면	پانجر	측면	PROPN;NOM;MASC;SG;3	
پانجر	사이드	پانجر	사이드	PROPN;NOM;MASC;SG;3	
پانچ	샤프	پانچ	샤프	NUM	
پانچ	예리	پانچ	예리	NUM	
پانچ	파이브	پانچ	파이브	NUM	
پانڈا	팬더	پانڈا	팬더	PROPN;NOM;MASC;SG;3	
پانڈا	학자	پانڈا	학자	PROPN;NOM;MASC;SG;3	N
پانزدہ	열다섯	پانزدہ	열다섯	PROPN;NOM;MASC;SG;3	
پانس	비료	پانس	비료		N
پانسُو	갈비	پانسُو	갈비	PROPN;NOM;MASC;SG;3	
پانسُو	갈비뼈	پانسُو	갈비뼈	PROPN;NOM;MASC;SG;3	N
پانو	발발	پانو	발발		N
پانی	폴란드어	پانی	폴란드어	N;NOM;MASC;SG;3	
پانی	폴란드	پانی	폴란드	N;NOM;MASC;SG;3	PROPN
پانی	워터	پانی	워터	N;NOM;MASC;SG;3	
پانی	스피릿	پانی	스피릿	N;NOM;MASC;SG;3	
پانی	와인	پانی	와인	N;NOM;MASC;SG;3	
پانی	포도주	پانی	포도주	N;NOM;MASC;SG;3	
پانی	눈물	پانی	눈물	N;NOM;MASC;SG;3	
پاورق	각주	پاورق	각주	PROPN;NOM;MASC;SG;3	
پاہ	트랙	پاہ	트랙		N
پاہ	추적	پاہ	추적		N
پاہن	석기	پاہن	석기		N
پاہُن	방문자	پاہُن	방문자	PROPN;NOM;MASC;SG;3	N
پاہُن	방문객	پاہُن	방문객	PROPN;NOM;MASC;SG;3	N
پاہُن	게스트로	پاہُن	게스트+로	PROPN;NOM;MASC;SG;3	ADV
پاہُن	손님	پاہُن	손님	PROPN;NOM;MASC;SG;3	
پاہُن	게스트	پاہُن	게스트	PROPN;NOM;MASC;SG;3	
پاہُن	참석자	پاہُن	참석자	PROPN;NOM;MASC;SG;3	N
پائتابہ	양말	پائتابہ	양말	PROPN;NOM;MASC;SG;3	N
پائتابہ	socks	پائتابہ	socks	PROPN;NOM;MASC;SG;3	
پائدار	꾸준히	پائدار	꾸준히	N;NOM;MASC;SG;3	ADV
پائدار	영구	پائدار	영구	N;NOM;MASC;SG;3	
پائداری	안정	پائداری	안정	N;NOM;MASC;SG;3	
پائز	가을	پائز	가을		N
پائگاہ	계급	پائگاہ	계급		N
پائگاہ	순위	پائگاہ	순위		N
پائگاہ	궁전	پائگاہ	궁전		N
پائگاہ	안정화	پائگاہ	안정화		N
پائگاہ	안정환	پائگاہ	안정환		N
پائگاہ	안정적	پائگاہ	안정+적		N
پائک	messenger	پائک	messenger	PROPN;NOM;MASC;SG;3	
پائک	메신저	پائک	메신저	PROPN;NOM;MASC;SG;3	
پائندہ	안정화	پائندہ	안정화	PROPN;NOM;MASC;SG;3	N
پائندہ	안정환	پائندہ	안정환	PROPN;NOM;MASC;SG;3	N
پائندہ	안정적	پائندہ	안정+적	PROPN;NOM;MASC;SG;3	N
پائندہ	안정	پائندہ	안정	PROPN;NOM;MASC;SG;3	
پائندہ	영구적	پائندہ	영구적	PROPN;NOM;MASC;SG;3	N
پائندہ	영구	پائندہ	영구	PROPN;NOM;MASC;SG;3	
پاؤں	공유해	پاو	공유+하+어	PROPN;NOM;MASC;SG;3	V
پاؤں	공유하기	پاو	공유+하+기	PROPN;NOM;MASC;SG;3	V
پاؤں	공유	پاو	공유	PROPN;NOM;MASC;SG;3	N
پاؤں	기초	پاو	기초	PROPN;NOM;MASC;SG;3	N
پاؤں	근거	پاو	근거	PROPN;NOM;MASC;SG;3	N
پاؤں	기저	پاو	기저	PROPN;NOM;MASC;SG;3	N
پاؤں	책임	پاو	책임	PROPN;NOM;MASC;SG;3	N
پاؤں	다리	پاو	다리	PROPN;NOM;MASC;SG;3	
پاؤں	간섭	پاو	간섭	PROPN;NOM;MASC;SG;3	N
پاؤں	발발	پاو	발발	PROPN;NOM;MASC;SG;3	N
پاؤں	책임	پاو	책임	PROPN;NOM;MASC;SG;3	N
پاؤں	책임감	پاو	책임감	PROPN;NOM;MASC;SG;3	N
پاؤں	파운데이션	پاو	파운데이션	PROPN;NOM;MASC;SG;3	N
پاؤں	재단	پاو	재단	PROPN;NOM;MASC;SG;3	
پائی	슬리퍼	پا	슬리퍼	V;PFV;FEM;SG;V.PTCP;ACT	
پائی	파이	پا	파+이	V;PFV;FEM;SG;V.PTCP;ACT	
پائے	위엄	پائے	위엄	V;ACT	
پائے	존엄	پائے	존엄	V;ACT	
پائے	품위	پائے	품위	V;ACT	
پائے	학급	پائے	학급	V;ACT	N
پائے	계급	پائے	계급	V;ACT	N
پائے	클래스	پائے	클래스	V;ACT	N
پائے	수업	پائے	수업	V;ACT	N
پائے	다리	پائے	다리	V;ACT	
پائے	계급	پائے	계급	V;ACT	N
پائے	순위	پائے	순위	V;ACT	N
پائے	발발	پائے	발발	V;ACT	N
پائے	학위	پائے	학위	V;ACT	N
پائِیں	다시	پا	다시	N;NOM;MASC;PL;3	ADV
پائِیں	뒤로	پا	뒤+로	N;NOM;MASC;PL;3	ADV
پائِیں	밑바닥	پا	밑+바닥	N;NOM;MASC;PL;3	
پائِیں	하단	پا	하단	N;NOM;MASC;PL;3	
پائِیں	바닥	پا	바닥	N;NOM;MASC;PL;3	
پایا	계급	پا	계급	V;PFV;MASC;SG;V.PTCP;ACT	N
پایا	순위	پا	순위	V;PFV;MASC;SG;V.PTCP;ACT	N
پایا	스텝	پا	스텝	V;PFV;MASC;SG;V.PTCP;ACT	
پایا	단계	پا	단계	V;PFV;MASC;SG;V.PTCP;ACT	N
پایا	걸음	پا	걸음	V;PFV;MASC;SG;V.PTCP;ACT	
پایا	상태	پا	상태	V;PFV;MASC;SG;V.PTCP;ACT	N
پایا	소품	پا	소품	V;PFV;MASC;SG;V.PTCP;ACT	N
پایان	종료	پایان	종료	PROPN;NOM;MASC;SG;3	N
پایان	끝내기	پایان	끝내+기	PROPN;NOM;MASC;SG;3	V
پایان	극단	پایان	극단	PROPN;NOM;MASC;SG;3	N
پایان	익스트림	پایان	익스트림	PROPN;NOM;MASC;SG;3	
پایان	극한	پایان	극한	PROPN;NOM;MASC;SG;3	
پایان	결론	پایان	결론	PROPN;NOM;MASC;SG;3	
پایک	messenger	پایک	messenger	PROPN;NOM;MASC;SG;3	
پایک	메신저	پایک	메신저	PROPN;NOM;MASC;SG;3	
پب	배수	پب	배수		N
پپڑا	크러스트	پپڑ	크러스트	PROPN;NOM;MASC;SG;3	
پپڑی	딱지	پپڑ	딱+지	PROPN;NOM;MASC;SG;3	
پپڑی	스케일	پپڑ	스케일	PROPN;NOM;MASC;SG;3	
پپڑی	축척	پپڑ	축척	PROPN;NOM;MASC;SG;3	N
پپڑی	척도	پپڑ	척도	PROPN;NOM;MASC;SG;3	
پپڑی	규모	پپڑ	규모	PROPN;NOM;MASC;SG;3	N
پپہری	플룻	پپہری	플룻	PROPN;NOM;MASC;SG;3	
پپہری	플루트	پپہری	플루트	PROPN;NOM;MASC;SG;3	N
پت	마스터스	پت	마스터스	PROPN;NOM;MASC;SG;3	N
پت	마스터	پت	마스터	PROPN;NOM;MASC;SG;3	
پت	평판	پت	평판	PROPN;NOM;MASC;SG;3	N
پت	명성	پت	명성	PROPN;NOM;MASC;SG;3	
پت	나뭇잎	پت	나뭇잎	PROPN;NOM;MASC;SG;3	N
پت	리프	پت	리프	PROPN;NOM;MASC;SG;3	
پت	크레딧	پت	크레딧	PROPN;NOM;MASC;SG;3	N
پت	신용	پت	신용	PROPN;NOM;MASC;SG;3	N
پت	신용카드	پت	신용카드	PROPN;NOM;MASC;SG;3	N
پت	남편	پت	남편	PROPN;NOM;MASC;SG;3	N
پت	명예	پت	명예	PROPN;NOM;MASC;SG;3	N
پتا	힌트	پتا	힌트	V;PFV;MASC;SG;V.PTCP;ACT	N
پتا	증상	پتا	증상	V;PFV;MASC;SG;V.PTCP;ACT	N
پتا	증세	پتا	증세	V;PFV;MASC;SG;V.PTCP;ACT	N
پتا	뉴스	پتا	뉴스	V;PFV;MASC;SG;V.PTCP;ACT	N
پتا	소식	پتا	소식	V;PFV;MASC;SG;V.PTCP;ACT	N
پتا	정보	پتا	정보	V;PFV;MASC;SG;V.PTCP;ACT	N
پتادینا	직접	پتادینا	직접	PROPN;NOM;MASC;SG;3	
پتادینا	직통	پتادینا	직통	PROPN;NOM;MASC;SG;3	N
پتادینا	direct	پتادینا	direct	PROPN;NOM;MASC;SG;3	
پتادینا	다이렉트	پتادینا	다이렉트	PROPN;NOM;MASC;SG;3	N
پِتا	아버지	پل	아버지	PROPN;NOM;MASC;SG;3	N
پتّا	나뭇잎	پتّا	나뭇잎	PROPN;NOM;MASC;SG;3	N
پتّا	리프	پتّا	리프	PROPN;NOM;MASC;SG;3	
پِتّا	인내심	پِتِا	인내심	PROPN;NOM;MASC;SG;3	
پِتّا	인내	پِتِا	인내	PROPN;NOM;MASC;SG;3	
پِتّا	분노	پِتِا	분노	PROPN;NOM;MASC;SG;3	N
پِتّا	관용	پِتِا	관용	PROPN;NOM;MASC;SG;3	N
پِتّا	열정	پِتِا	열정	PROPN;NOM;MASC;SG;3	N
پتِت	유죄	پتِت	유죄	PROPN;NOM;MASC;SG;3	N
پتِت	타락	پتِت	타락	PROPN;NOM;MASC;SG;3	
پُتر	아들	پُتر	아들		N
پتّر	편지	پتّر	편지	PROPN;NOM;MASC;SG;3	N
پتّر	나뭇잎	پتّر	나뭇잎	PROPN;NOM;MASC;SG;3	N
پتّر	리프	پتّر	리프	PROPN;NOM;MASC;SG;3	
پتّر	문서로	پتّر	문서+로	PROPN;NOM;MASC;SG;3	ADV
پتّر	문서	پتّر	문서	PROPN;NOM;MASC;SG;3	N
پتّر	깃털	پتّر	깃털	PROPN;NOM;MASC;SG;3	N
پترا	달력	پترا	달력	PROPN;NOM;MASC;SG;3	N
پترا	캘린더	پترا	캘린더	PROPN;NOM;MASC;SG;3	
پترا	나뭇잎	پترا	나뭇잎	PROPN;NOM;MASC;SG;3	N
پترا	리프	پترا	리프	PROPN;NOM;MASC;SG;3	
پترِکا	편지	پترِکا	편지	PROPN;NOM;MASC;SG;3	N
پترِکا	메시지	پترِکا	메시지	PROPN;NOM;MASC;SG;3	
پترِکا	메세지	پترِکا	메세지	PROPN;NOM;MASC;SG;3	
پترِکا	신문	پترِکا	신문	PROPN;NOM;MASC;SG;3	N
پترِکا	문서로	پترِکا	문서+로	PROPN;NOM;MASC;SG;3	ADV
پترِکا	문서	پترِکا	문서	PROPN;NOM;MASC;SG;3	N
پترِکا	뉴스	پترِکا	뉴스	PROPN;NOM;MASC;SG;3	N
پترِکا	소식	پترِکا	소식	PROPN;NOM;MASC;SG;3	N
پتری	노트	پتری	노트	N;NOM;MASC;SG;3	
پتری	참고	پتری	참+고	N;NOM;MASC;SG;3	
پُتری	딸이	پُتری	딸+이	ADJ	
پتُریا	창녀	پتُریا	창녀	PROPN;NOM;MASC;SG;3	N
پتُریا	매춘	پتُریا	매춘	PROPN;NOM;MASC;SG;3	
پتُریا	창녀	پتُریا	창녀	PROPN;NOM;MASC;SG;3	N
پتُریا	매춘부	پتُریا	매춘부	PROPN;NOM;MASC;SG;3	
پتلا	미세먼지	پتلا	미세지+ㄴ지	N;NOM;MASC;SG;3	
پتلا	섬세한	پتلا	섬세+하+ㄴ	N;NOM;MASC;SG;3	V
پتلا	얇은	پتلا	얇+은	N;NOM;MASC;SG;3	
پتلا	약한	پتلا	약하+ㄴ	N;NOM;MASC;SG;3	
پتلا	약해	پتلا	약하+어	N;NOM;MASC;SG;3	
پتلا	미세먼지	پتلا	미세지+ㄴ지	N;NOM;MASC;SG;3	
پتلا	섬세한	پتلا	섬세+하+ㄴ	N;NOM;MASC;SG;3	V
پتلا	좁은	پتلا	좁+ㄴ	N;NOM;MASC;SG;3	ADJ
پتلا	좁아	پتلا	좁+아	N;NOM;MASC;SG;3	
پتلا	좁다	پتلا	좁+다	N;NOM;MASC;SG;3	ADJ
پُتلا	모델	پُتلا	모델	PROPN;NOM;MASC;SG;3	N
پُتلا	모형	پُتلا	모형	PROPN;NOM;MASC;SG;3	N
پُتلا	표본	پُتلا	표본	PROPN;NOM;MASC;SG;3	N
پُتلا	견본	پُتلا	견보+ㄴ	PROPN;NOM;MASC;SG;3	
پُتلا	샘플링	پُتلا	샘플링	PROPN;NOM;MASC;SG;3	N
پُتلا	샘플	پُتلا	샘플	PROPN;NOM;MASC;SG;3	N
پُتلا	꼭두각시	پُتلا	꼭두각시	PROPN;NOM;MASC;SG;3	
پُتلا	아이돌이	پُتلا	아이돌+이	PROPN;NOM;MASC;SG;3	N
پُتلا	아이돌	پُتلا	아이돌	PROPN;NOM;MASC;SG;3	N
پتلانا	얇은	پتلانا	얇+은	V;MASC;SG;NFIN;ACT	
پتلُون	바지	پتلُون	바지	PROPN;NOM;MASC;SG;3	N
پُتلی	인형	پُتلی	인형	ADJ	N
پُتلی	인형	پُتلی	인형	ADJ	N
پُتلی	꼭두각시	پُتلی	꼭두각시	ADJ	
پتّن	시내	پتّن	시내	PROPN;NOM;MASC;SG;3	N
پتّن	도시	پتّن	도시	PROPN;NOM;MASC;SG;3	N
پتّن	타운	پتّن	타우+ㄴ	PROPN;NOM;MASC;SG;3	
پتّن	마을	پتّن	마을	PROPN;NOM;MASC;SG;3	N
پتّن	도시	پتّن	도시	PROPN;NOM;MASC;SG;3	N
پتّن	시티	پتّن	시티	PROPN;NOM;MASC;SG;3	
پتّن	식민지	پتّن	식민지	PROPN;NOM;MASC;SG;3	N
پتنی	마누라	پتنی	마누라	PROPN;NOM;MASC;SG;3	
پتنی	와이프	پتنی	와이프	PROPN;NOM;MASC;SG;3	
پتنی	아내	پتنی	아내	PROPN;NOM;MASC;SG;3	N
پُتوا	아들	پُتوا	아들	PROPN;NOM;MASC;SG;3	N
پتوّا	나뭇잎	پتوّا	나뭇잎	PROPN;NOM;MASC;SG;3	N
پتوّا	리프	پتوّا	리프	PROPN;NOM;MASC;SG;3	
پتّوں	잎새	پتل	잎새	N;ACC;MASC;PL;3	
پتّہ	나뭇잎	پتّہ	나뭇잎	PROPN;NOM;MASC;SG;3	N
پتّہ	리프	پتّہ	리프	PROPN;NOM;MASC;SG;3	
پتی	주지사	پتی	주지사	PROPN;NOM;MASC;SG;3	
پتی	남편	پتی	남편	PROPN;NOM;MASC;SG;3	N
پتی	마스터스	پتی	마스터스	PROPN;NOM;MASC;SG;3	N
پتی	마스터	پتی	마스터	PROPN;NOM;MASC;SG;3	
پتی	주님	پتی	주님	PROPN;NOM;MASC;SG;3	
پتّی	공유해	پتّی	공유+하+어	PROPN;NOM;MASC;SG;3	V
پتّی	공유하기	پتّی	공유+하+기	PROPN;NOM;MASC;SG;3	V
پتّی	공유	پتّی	공유	PROPN;NOM;MASC;SG;3	N
پتّی	나뭇잎	پتّی	나뭇잎	PROPN;NOM;MASC;SG;3	N
پتّی	리프	پتّی	리프	PROPN;NOM;MASC;SG;3	
پتّے	나뭇잎	پتیے	나뭇잎	V;MASC;SG;V.PTCP;ACT	N
پتّے	잎새	پتیے	잎새	V;MASC;SG;V.PTCP;ACT	
پتیارا	신뢰	پتیارا	신뢰	PROPN;NOM;MASC;SG;3	
پتیارا	자신감	پتیارا	자신감	PROPN;NOM;MASC;SG;3	N
پتیارا	신념	پتیارا	신념	PROPN;NOM;MASC;SG;3	N
پتیارا	믿음	پتیارا	믿음	PROPN;NOM;MASC;SG;3	
پتیارا	신앙	پتیارا	신앙	PROPN;NOM;MASC;SG;3	N
پتیانا	believe	پتیانا	believe	PROPN;NOM;MASC;SG;3	
پتیانا	믿기	پتیانا	믿+기	PROPN;NOM;MASC;SG;3	
پتیانا	동의	پتیانا	동의	PROPN;NOM;MASC;SG;3	
پتیانا	지원	پتیانا	지원	PROPN;NOM;MASC;SG;3	N
پتیانا	지지	پتیانا	지+지	PROPN;NOM;MASC;SG;3	
پتیانا	후원	پتیانا	후원	PROPN;NOM;MASC;SG;3	N
پتیانا	크레딧	پتیانا	크레딧	PROPN;NOM;MASC;SG;3	N
پتیانا	신용	پتیانا	신용	PROPN;NOM;MASC;SG;3	N
پتیانا	신용카드	پتیانا	신용카드	PROPN;NOM;MASC;SG;3	N
پتیل	얇은	پتیل	얇+은	PROPN;NOM;MASC;SG;3	
پتھ	도로	پتھ	도로	PROPN;NOM;MASC;SG;3	
پتھ	로드	پتھ	로드	PROPN;NOM;MASC;SG;3	
پتھ	경로	پتھ	경로	PROPN;NOM;MASC;SG;3	
پتھ	path	پتھ	path	PROPN;NOM;MASC;SG;3	
پتھ	고속도로	پتھ	고속도+로	PROPN;NOM;MASC;SG;3	ADV
پتھ	하이웨이	پتھ	하이스+이	PROPN;NOM;MASC;SG;3	
پتھ	웨이팅	پتھ	웨이팅	PROPN;NOM;MASC;SG;3	
پتھ	way	پتھ	way	PROPN;NOM;MASC;SG;3	
پتھ	웨이	پتھ	웨+이	PROPN;NOM;MASC;SG;3	
پتھ	코스	پتھ	코스	PROPN;NOM;MASC;SG;3	N
پتھ	과정	پتھ	과정	PROPN;NOM;MASC;SG;3	N
پتّھر	고집	پتّھر	고집	PROPN;NOM;MASC;SG;3	
پتّھر	바위	پتّھر	바위	PROPN;NOM;MASC;SG;3	
پتّھر	rock	پتّھر	rock	PROPN;NOM;MASC;SG;3	
پتّھر	마일스톤	پتّھر	마일스톤	PROPN;NOM;MASC;SG;3	
پتّھر	이정표	پتّھر	이정표	PROPN;NOM;MASC;SG;3	N
پتّھر	열심히	پتّھر	열심히	PROPN;NOM;MASC;SG;3	ADV
پتّھر	하드	پتّھر	하드	PROPN;NOM;MASC;SG;3	
پتّھر	어려워	پتّھر	어렵+어	PROPN;NOM;MASC;SG;3	
پتّھر	잔혹한	پتّھر	잔혹+하+ㄴ	PROPN;NOM;MASC;SG;3	V
پتّھر	잔인한	پتّھر	잔인+하+ㄴ	PROPN;NOM;MASC;SG;3	V
پتّھر	어려운	پتّھر	어렵+ㄴ	PROPN;NOM;MASC;SG;3	ADJ
پتّھر	어려움	پتّھر	어렵+ㅁ	PROPN;NOM;MASC;SG;3	V
پتّھر	어려워	پتّھر	어렵+어	PROPN;NOM;MASC;SG;3	
پتّھر	보석	پتّھر	보석	PROPN;NOM;MASC;SG;3	
پتّھر	침묵	پتّھر	침묵	PROPN;NOM;MASC;SG;3	N
پتّھر	스톤	پتّھر	스톤	PROPN;NOM;MASC;SG;3	
پتّھر	석기	پتّھر	석기	PROPN;NOM;MASC;SG;3	N
پتّھر	무겁게	پتّھر	무겁+게	PROPN;NOM;MASC;SG;3	
پتّھر	무거워	پتّھر	무겁+어	PROPN;NOM;MASC;SG;3	
پتّھر	무거운	پتّھر	무겁+ㄴ	PROPN;NOM;MASC;SG;3	ADJ
پتّھر	무거움	پتّھر	무거움	PROPN;NOM;MASC;SG;3	
پتھرچٹا	도검	پتھرچٹا	도검	PROPN;NOM;MASC;SG;3	
پتھرکاکوئلہ	석탄	پتھرکاکوئلہ	석탄	ADJ	N
پتھرائو	투석	پتھرائو	투석		N
پتھری	자갈	پتھری	자가+ㄹ	ADJ	
پتھرِیلا	록키	پتھرِیلا	록키	PROPN;NOM;MASC;SG;3	
پتھرِیلا	로키	پتھرِیلا	로키	PROPN;NOM;MASC;SG;3	
پٹ	너비	پٹ	너비	PROPN;NOM;MASC;SG;3	N
پٹ	너비	پٹ	너비	PROPN;NOM;MASC;SG;3	N
پٹ	파괴됨	پٹ	파괴+되+ㄴ	PROPN;NOM;MASC;SG;3	V
پٹ	왕좌	پٹ	왕좌	PROPN;NOM;MASC;SG;3	N
پٹ	왕위	پٹ	왕위	PROPN;NOM;MASC;SG;3	N
پٹ	셔터	پٹ	셔터	PROPN;NOM;MASC;SG;3	N
پٹ	화면	پٹ	화면	PROPN;NOM;MASC;SG;3	N
پٹ	스크린	پٹ	스크린	PROPN;NOM;MASC;SG;3	
پٹ	베일	پٹ	베이+ㄹ	PROPN;NOM;MASC;SG;3	
پٹ	붕어	پٹ	붕어	PROPN;NOM;MASC;SG;3	
پِٹ	바스켓	پِٹ	바스켓	PROPN;NOM;MASC;SG;3	
پِٹ	바구니	پِٹ	바구니	PROPN;NOM;MASC;SG;3	
پِٹ	box	پِٹ	box	PROPN;NOM;MASC;SG;3	
پِٹ	상자	پِٹ	상자	PROPN;NOM;MASC;SG;3	N
پِٹ	박스	پِٹ	박스	PROPN;NOM;MASC;SG;3	
پِٹ	용기	پِٹ	용기	PROPN;NOM;MASC;SG;3	N
پِٹ	컨테이너	پِٹ	컨테이너	PROPN;NOM;MASC;SG;3	
پِٹ	봉지	پِٹ	봉지	PROPN;NOM;MASC;SG;3	
پِٹ	가방	پِٹ	가방	PROPN;NOM;MASC;SG;3	N
پُٹ	혼합물	پُٹ	혼합물		N
پُٹ	반죽	پُٹ	반죽		N
پُٹ	양념	پُٹ	양념		N
پُٹ	나뭇잎	پُٹ	나뭇잎		N
پُٹ	fold	پُٹ	fold		
پٹا	커버	پٹا	커버	V;PFV;MASC;SG;V.PTCP;ACT	
پٹا	덮여	پٹا	덮이+어	V;PFV;MASC;SG;V.PTCP;ACT	
پٹّا	근육	پٹّا	근육	PROPN;NOM;MASC;SG;3	N
پٹاپٹ	지속적으로	پٹاپٹ	지속+적+으로	PROPN;NOM;MASC;SG;3	ADV
پٹاخا	크래커	پٹاخا	크래커	PROPN;NOM;MASC;SG;3	
پٹاخا	창녀	پٹاخا	창녀	PROPN;NOM;MASC;SG;3	N
پٹاخا	매춘부	پٹاخا	매춘부	PROPN;NOM;MASC;SG;3	
پِٹائی	뛰고	پِٹائی	뛰+고	N;NOM;MASC;SG;3	V
پٹپٹانا	후회	پٹپٹانا	후회	V;MASC;SG;NFIN;ACT	N
پٹپٹانا	반짝이는	پٹپٹانا	반짝이+는	V;MASC;SG;NFIN;ACT	
پٹپٹانا	반짝반짝	پٹپٹانا	반짝반짝	V;MASC;SG;NFIN;ACT	
پٹپٹانا	반짝	پٹپٹانا	반짝	V;MASC;SG;NFIN;ACT	N
پٹخارنا	beat	پٹخارنا	beat	PROPN;NOM;MASC;SG;3	
پٹخارنا	이겨	پٹخارنا	이기+어	PROPN;NOM;MASC;SG;3	
پٹخارنا	비트	پٹخارنا	비트	PROPN;NOM;MASC;SG;3	
پٹخارنا	매질	پٹخارنا	매질	PROPN;NOM;MASC;SG;3	N
پٹرا	보드	پٹرا	보드	PROPN;NOM;MASC;SG;3	N
پٹرا	게시판	پٹرا	게시판	PROPN;NOM;MASC;SG;3	N
پٹرا	이사회	پٹرا	이사회	PROPN;NOM;MASC;SG;3	N
پٹرا	파괴	پٹرا	파괴	PROPN;NOM;MASC;SG;3	N
پٹری	스케일	پٹری	스케일	N;NOM;FEM;SG;3	
پٹری	척도	پٹری	척도	N;NOM;FEM;SG;3	
پٹری	애비뉴	پٹری	애비뉴	N;NOM;FEM;SG;3	
پِٹّس	뛰고	پِٹّس	뛰+고	N;NOM;MASC;SG;3	V
پٹک	뛰고	پٹک	뛰+고		V
پٹک	던지기	پٹک	던지기		V
