žagatas	sroki	žagata	srok	N;NOM;FEM;PL	
sasniegta	osiągnięte	sasniegt	osiągnąć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sasniegta	osiągnięty	sasniegt	osiągnięty	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sasniegta	zrealizowane	sasniegt	zrealizować	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sasniegta	osiągnięta	sasniegt	osiągnąć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
sasniegta	osiągnięte	sasniegt	osiągnąć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sasniegta	osiągnięty	sasniegt	osiągnięty	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
krustā	ukrzyżowany	krusts	ukrzyżować	N;ESS;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
degunradzis	rhino	degunradzis	rhino	N;NOM;MASC;SG	
porcelāna	porcelany	porcelāns	porcelać	N;GEN;MASC;SG	
traģēdija	tragedii	traģēdija	tragedia	N;NOM;FEM;SG	N;GEN;FEM;SG
traģēdija	tragedię	traģēdija	tragedia	N;NOM;FEM;SG	N;ACC;FEM;SG
nākotni	przyszłości	Nākotne	przyszłość	N;ACC;FEM;SG	N;DAT;FEM;SG
nākotni	przyszł	Nākotne	przyjść	N;ACC;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
nākotni	przyszłość	Nākotne	przyszłość	N;ACC;FEM;SG	N;NOM;FEM;SG
ieroča	broń	ierocis	broń	N;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
ieroča	bron	ierocis	bron	N;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
rakstnieki	pisarzy	rakstnieks	pisarz	N;NOM;MASC;PL	N;GEN;MASC;PL
dokuments	dokumenty	dokuments	dokument	N;NOM;MASC;SG	N;NOM;MASC;PL
dokuments	dokument	dokuments	dokument	N;NOM;MASC;SG	N;ACC;MASC;SG
dokuments	dokumentu	dokuments	dokument	N;NOM;MASC;SG	N;GEN;MASC;SG
siu	siu	sia	siu		
bruņotajiem	uzbrojone	bruņots	uzbroić	ADJ;DAT;MASC;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bruņotajiem	uzbrojona	bruņots	uzbroić	ADJ;DAT;MASC;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
bruņotajiem	uzbrojeni	bruņots	uzbroić	ADJ;DAT;MASC;PL	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
bruņotajiem	uzbrojony	bruņots	uzbroić	ADJ;DAT;MASC;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
izcils	zaległ	izcils	zalec	ADJ;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
izcils	doskonale	izcils	doskonale	ADJ;NOM;MASC;SG	ADV
auduma	tkanina	audums	tkanina	N;GEN;MASC;SG	N;NOM;FEM;SG
auduma	tkaniny	audums	tkanina	N;GEN;MASC;SG	N;ACC;FEM;PL
stabilitāti	stabilizacja	stabilitāte	stabilizacja	N;ACC;FEM;SG	N;NOM;FEM;SG
stabilitāti	stabilności	stabilitāte	stabilność	N;ACC;FEM;SG	N;GEN;FEM;SG
stabilitāti	stabilność	stabilitāte	stabilność	N;ACC;FEM;SG	N;NOM;FEM;SG
stunda	godz	stunda	godzić	N;NOM;FEM;SG	
stunda	godzinę	stunda	godzina	N;NOM;FEM;SG	N;ACC;FEM;SG
stunda	godziny	stunda	godzina	N;NOM;FEM;SG	N;NOM;FEM;PL
skulptūru	rzeźby	skulptūra	rzeźba	N;ACC;FEM;SG	N;ACC;FEM;PL
skulptūru	rzeźba	skulptūra	rzeźba	N;ACC;FEM;SG	N;NOM;FEM;SG
skulptūru	rzeźby	skulptūra	rzeźba	N;ACC;FEM;SG	N;ACC;FEM;PL
edu	edu	eda	edeb	V;FH;IND;SG;1;POS;PRS;FIN;ACT	
burgundijas	bourgogne	burgundija	bourgogny	N;NOM;FEM;PL	
izstaro	emitujących	izstarot	emitować	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
identitātes	tożsamości	identitāte	tożsamość	N;NOM;FEM;PL	N;GEN;FEM;SG
identitātes	tożsamości	identitāte	tożsamość	N;NOM;FEM;PL	N;GEN;FEM;SG
identitātes	tożsamość	identitāte	tożsamość	N;NOM;FEM;PL	N;ACC;FEM;SG
piemin	wzmianki	pieminēt	wzmianka	V;FH;IND;3;POS;PRS;FIN;ACT	N;ACC;FEM;PL
ekspozīcija	narażenia	ekspozīcija	narażenie	N;NOM;FEM;SG	N;GEN;NEUT;SG
minimālā	minimum	minimāls	minimum	ADJ;NOM;FEM;SG	
jēga	rozumieniu	jēga	rozumienie	N;NOM;FEM;SG	N;IPFV;DAT;NEUT;SG
jēga	sens	jēga	sens	N;NOM;FEM;SG	V;IND;PRS;FIN
jēga	sensie	jēga	sens	N;NOM;FEM;SG	N;ESS;MASC;SG
paraugi	modeli	paraugs	model	N;NOM;MASC;PL	N;GEN;MASC;PL
paraugi	modelki	paraugs	modelka	N;NOM;MASC;PL	N;ACC;FEM;SG
paraugi	okazów	paraugs	okaz	N;NOM;MASC;PL	N;GEN;MASC;PL
paraugi	próbek	paraugs	próbek	N;NOM;MASC;PL	N;GEN;FEM;PL
paraugi	próbki	paraugs	próbki	N;NOM;MASC;PL	N;ACC;FEM;SG
zobens	sabre	zobens	sabry	N;NOM;MASC;SG	
smith	smitha	smith	smith		N;ACC;MASC;SG
smith	smith	smith	smith		PROPN;NOM;MASC;SG
desmiti	dziesiątki	desmits	dziesiątka	NUM;NOM;MASC;PL	
desmiti	dozen	desmits	dozen	NUM;NOM;MASC;PL	
desmiti	tuzin	desmits	tuzin	NUM;NOM;MASC;PL	
benz	benz	benz	benz		
sulas	juice	sula	juica	N;NOM;FEM;PL	
sulas	sok	sula	sok	N;NOM;FEM;PL	
sulas	soku	sula	sok	N;NOM;FEM;PL	N;GEN;MASC;SG
klusais	pacyfiku	kluss	pacyfik	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
klusais	pacific	kluss	pacifica	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
klusais	pacyfik	kluss	pacyfik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
teroristu	terroryści	terorists	terrorysta	N;ACC;MASC;SG	N;NOM;MASC;PL
teroristu	terrorysta	terorists	terrorysta	N;ACC;MASC;SG	N;NOM;MASC;SG
teroristu	terrorystycznych	terorists	terrorystyczny	N;ACC;MASC;SG	ADJ;GEN;MASC;PL
teroristu	terroryzm	terorists	terroryzm	N;ACC;MASC;SG	N;NOM;MASC;SG
ciematu	wiosce	ciemats	wioska	N;ACC;MASC;SG	N;DAT;FEM;SG
ciematu	wioska	ciemats	wioska	N;ACC;MASC;SG	N;NOM;FEM;SG
ciematu	village	ciemats	village	N;ACC;MASC;SG	N;NOM;MASC;SG
ciematu	wieś	ciemats	wieś	N;ACC;MASC;SG	N;NOM;FEM;SG
akadēmiskais	akademickich	akadēmisks	akademicki	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
korupcijas	korupcja	korupcija	korupcja	N;NOM;FEM;PL	N;NOM;FEM;SG
korupcijas	zepsucie	korupcija	zepsucie	N;NOM;FEM;PL	N;NOM;NEUT;SG
korupcijas	korupcję	korupcija	korupcja	N;NOM;FEM;PL	N;ACC;FEM;SG
korupcijas	korupcji	korupcija	korupcja	N;NOM;FEM;PL	N;GEN;FEM;SG
krēpes	mane	krēpe	mane	N;NOM;FEM;PL	
dārzkopības	ogrodnictwa	dārzkopība	ogrodnictwo	N;NOM;FEM;PL	N;GEN;NEUT;SG
dārzkopības	ogrodniczych	dārzkopība	ogrodniczy	N;NOM;FEM;PL	ADJ;GEN;MASC;PL
dārzkopības	ogrodnictwo	dārzkopība	ogrodnictwo	N;NOM;FEM;PL	N;NOM;NEUT;SG
valdījumā	posiadanie	valdījums	posiadać	N;ESS;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
valdījumā	posiadania	valdījums	posiadać	N;ESS;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
viesi	gości	viesis	gość	N;NOM;MASC;PL	N;ACC;MASC;PL
indiana	indiana	indiana	indiany	PROPN;NOM;FEM;SG	
oksīds	tlenku	oksīds	tlenk	N;NOM;MASC;SG	N;GEN;MASC;SG
civilizācija	cywilizacji	civilizācija	cywilizacja	N;NOM;FEM;SG	N;GEN;FEM;SG
civilizācija	cywilizacji	civilizācija	cywilizacja	N;NOM;FEM;SG	N;GEN;FEM;SG
atslēga	kluczowe	atslēgt	kluczowy	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
atslēga	klucze	atslēgt	klucz	N;NOM;FEM;SG	N;NOM;MASC;PL
atslēga	key	atslēgt	key	N;NOM;FEM;SG	
izplešanās	rozbudowa	izplešanās	rozbudowy	N;NOM;FEM;SG	
izplešanās	ekspansji	izplešanās	ekspansja	N;NOM;FEM;SG	N;GEN;FEM;SG
skaistas	piękne	skaista	piękny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
skaistas	piękna	skaista	piękny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
skaistas	pięknie	skaista	pięknie	ADJ;NOM;FEM;PL	ADV
skaistas	śliczna	skaista	śliczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
skaistas	ładny	skaista	ładny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
skaistas	śliczna	skaista	śliczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
skaistas	całkiem	skaista	całkiem	ADJ;NOM;FEM;PL	ADV
skaistas	ładna	skaista	ładny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
skaistas	ładne	skaista	ładny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
cietā	stał	cieta	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
pagalmā	podwórko	pagalms	podwórko	N;ESS;MASC;SG	N;NOM;NEUT;SG
pagalmā	dziedziniec	pagalms	dziedziniec	N;ESS;MASC;SG	N;NOM;MASC;SG
sargs	opiekunem	sargs	opiekun	N;NOM;MASC;SG	N;INS;MASC;SG
sargs	opiekuna	sargs	opiekuny	N;NOM;MASC;SG	N;ACC;MASC;SG
sekunžu	sekund	sekunda	sekunda	N;ACC;MASC;SG	
ivo	ivo	ivo	ivo	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
slovēņu	słoweński	slovēns	słoweński	N;ACC;FEM;PL	ADJ;NOM;MASC;SG
slovēņu	słoweńskiej	slovēns	słoweński	N;ACC;FEM;PL	ADJ;GEN;FEM;SG
spriedumu	wyrok	spriedums	wyrok	N;ACC;MASC;SG	N;NOM;MASC;SG
spriedumu	orzeczenie	spriedums	orzeczenie	N;ACC;MASC;SG	N;NOM;NEUT;SG
spriedumu	osąd	spriedums	osąd	N;ACC;MASC;SG	N;NOM;MASC;SG
aizliedz	zabrania	aizliegt	zabrać	V;FH;IND;3;POS;PRS;FIN;ACT	N;PFV;GEN;NEUT;SG;POS;V.MSDR
prūsija	prusy	prūsija	prusy	N;NOM;FEM;SG	
varonību	bohaterstwo	varonība	bohaterstwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
izņēmumi	wyjątków	izņēmums	wyjątek	N;NOM;MASC;PL	N;GEN;MASC;PL
izņēmumi	wyłączenia	izņēmums	wyłączyć	N;NOM;MASC;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
izņēmumi	wykluczenia	izņēmums	wykluczyć	N;NOM;MASC;PL	N;NOM;NEUT;SG
izņēmumi	wyłączenia	izņēmums	wyłączyć	N;NOM;MASC;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
izņēmumi	zwolnienia	izņēmums	zwolnienie	N;NOM;MASC;PL	N;NOM;NEUT;SG
mantijas	szaty	mantija	szata	N;NOM;FEM;PL	N;ACC;FEM;PL
stratēģiskā	strategicznych	stratēģisks	strategiczny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
konstante	stał	konstante	stać	N;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
konstante	stały	konstante	stać	N;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
konstante	stałej	konstante	stały	N;NOM;FEM;SG	ADJ;GEN;FEM;SG
konstante	stała	konstante	stać	N;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
motīvi	motywów	motīvi	motyw	ADJ;NOM;MASC;PL	N;GEN;MASC;PL
motīvi	motywy	motīvi	motyw	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
pastāvēšana	istnienia	pastāvēšana	istnieć	N;NOM;FEM;SG	N;GEN;NEUT;SG
saglabāta	zapisane	saglabāt	zapisać	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
saglabāta	zapisany	saglabāt	zapisać	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
saglabāta	zapisana	saglabāt	zapisać	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
saglabāta	zapisanych	saglabāt	zapisać	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
intensitātes	intensywności	intensitāte	intensywność	N;NOM;FEM;PL	N;GEN;FEM;SG
ungāri	węgrów	ungārs	węgr	N;NOM;MASC;PL	N;ACC;MASC;PL
skautu	scout	skauts	scout	N;ACC;MASC;SG	
atkārtot	powtórka	atkārtot	powtórka	V;POS;NFIN	N;NOM;FEM;SG
paulu	paulo	pauls	paulo	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
kampaņa	kampanie	kampaņa	kampan	N;NOM;FEM;SG	N;NOM;MASC;PL
kampaņa	kampanię	kampaņa	kampania	N;NOM;FEM;SG	N;ACC;FEM;SG
kampaņa	kampanii	kampaņa	kampania	N;NOM;FEM;SG	N;GEN;FEM;SG
konts	rachunek	konts	rachunek	N;NOM;MASC;SG	N;ACC;MASC;SG
konts	konta	konts	konta	N;NOM;MASC;SG	N;GEN;MASC;SG
slikta	źle	slikta	źle	ADJ;NOM;FEM;SG	ADV
slikta	bad	slikta	bad	ADJ;NOM;FEM;SG	
slikta	zła	slikta	zły	ADJ;NOM;FEM;SG	
slikta	złe	slikta	zły	ADJ;NOM;FEM;SG	
slikta	zły	slikta	zły	ADJ;NOM;FEM;SG	
netieši	pośrednie	netieši	pośrednie	ADV	ADJ;NOM;NEUT;SG
netieši	pośrednia	netieši	pośredniać	ADV	ADJ;NOM;FEM;SG
netieši	pośredni	netieši	pośredni	ADV	
netieši	pośrednich	netieši	pośredni	ADV	ADJ;GEN;MASC;PL
dzirde	słuchu	dzirde	słuch	N;NOM;FEM;SG	N;GEN;MASC;SG
pelēkās	siwy	pelēka	siwa	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
pelēkās	szary	pelēka	szary	ADJ;NOM;FEM;PL	
pelēkās	szara	pelēka	szara	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
pelēkās	szare	pelēka	szary	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pelēkās	grey	pelēka	grać	ADJ;NOM;FEM;PL	
rafaels	rafael	rafaels	rafael	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
rafaels	rafał	rafaels	rafać	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
lūkas	właz	lūka	właz	N;NOM;FEM;PL	N;NOM;MASC;SG
tipiska	typowo	tipiska	typowo	ADJ;NOM;FEM;SG	
viedokļi	opinii	viedoklis	opinia	N;NOM;MASC;PL	N;GEN;FEM;SG
viedokļi	wyświetlenia	viedoklis	wyświetlić	N;NOM;MASC;PL	N;GEN;NEUT;SG
ternopiļas	tarnopol	ternopila	tarnopol	N;NOM;FEM;PL	
pole	polak	pole	polak	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
pole	biegun	pole	bieguny	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
pole	pole	pole	pole	PROPN;NOM;FEM;SG	N;NOM;NEUT;SG
pole	słup	pole	słup	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
spējīgi	zdolne	spējīgs	zdolny	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
spējīgi	zdolna	spējīgs	zdolny	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
spējīgi	zdolny	spējīgs	zdolny	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
admirālis	admirał	admirālis	admirać	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
zasulauka	depo	zasulauks	depo	N;GEN;MASC;SG	
noteikšana	wykrywania	noteikšana	wykrywanie	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
jaunība	młodzieży	jaunība	młodzież	N;NOM;FEM;SG	
jaunība	młodości	jaunība	młodość	N;NOM;FEM;SG	N;GEN;FEM;SG
sat	siedział	sat	siedzieć		V;IPFV;MASC;IND;SG;PST;FIN;ACT
sat	usiadł	sat	usiąść		V;PFV;MASC;IND;SG;PST;FIN;ACT
sat	sat	sat	sat		
emi	emi	emīt	em		
rezervē	rezerwa	rezerve	rezerwa	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;NOM;FEM;SG
rezervē	rezerwat	rezerve	rezerwat	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;NOM;MASC;SG
rezervē	rezerwę	rezerve	rezerwa	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;ACC;FEM;SG
rezervē	rezerwy	rezerve	rezerwa	V;FH;IND;SG;2;POS;PRS;FIN;ACT	
serbijā	serbii	serbija	serbia	N;ESS;FEM;SG	PROPN;GEN;FEM;SG
serbijā	serbia	serbija	serbia	N;ESS;FEM;SG	N;NOM;FEM;SG
pārvarēt	przezwyciężenia	pārvarēt	przezwyciężenie	V;POS;NFIN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
apvienots	połączone	apvienot	połączyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
apvienots	łączone	apvienot	łączyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
apvienots	łącznie	apvienot	łącznie	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADV
apvienots	połączone	apvienot	połączyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
apvienots	połączona	apvienot	połączyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
apvienots	łączone	apvienot	łączyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modo	modo	modot	modo	PROPN	
viesis	goście	viesis	gość	N;NOM;MASC;SG	N;NOM;MASC;PL
viesis	gość	viesis	gość	N;NOM;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
limited	ograniczona	limited	ograniczony		ADJ;NOM;FEM;SG
limited	ograniczony	limited	ograniczyć		ADJ;NOM;MASC;SG
limited	ograniczone	limited	ograniczyć		ADJ;NOM;NEUT;SG
limited	limited	limited	limited		
ētika	etyki	ētikt	etyk	N;NOM;FEM;SG	
aspekti	aspektów	aspekts	aspekt	N;NOM;MASC;PL	N;GEN;MASC;PL
panama	panama	panams	pan	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
panama	panamy	panams	pan	PROPN;NOM;FEM;SG	N;GEN;FEM;PL
demokrātija	demokracji	demokrātija	demokracja	N;NOM;FEM;SG	N;GEN;FEM;SG
migrācija	migracji	migrācija	migracja	N;NOM;FEM;SG	N;GEN;FEM;SG
dzīvokļu	apartamenty	dzīvoklis	apartament	N;GEN;MASC;PL	N;NOM;MASC;PL
atkarīgi	zależny	atkarīgi	zależny	ADV	ADJ;NOM;MASC;SG
atkarīgi	zależne	atkarīgi	zależny	ADV	ADJ;NOM;NEUT;SG
atkarīgi	uzależniony	atkarīgi	uzależnić	ADV	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atkarīgi	uzależnieni	atkarīgi	uzależnić	ADV	ADJ;NOM;MASC;PL
atkarīgi	uzależniona	atkarīgi	uzależnić	ADV	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
tvaiku	opary	tvaika	opar	N;ACC;MASC;SG	
tvaiku	parowa	tvaika	parowy	N;ACC;MASC;SG	
tvaiku	pary	tvaika	para	N;ACC;MASC;SG	
tvaiku	para	tvaika	para	N;ACC;MASC;SG	
fidži	fidżi	fidži	fidżić		
ēnā	odcień	ēna	odcień	N;ESS;FEM;SG	N;NOM;MASC;SG
ēnā	cienia	ēna	cień	N;ESS;FEM;SG	N;GEN;MASC;SG
ēnā	cieniu	ēna	cień	N;ESS;FEM;SG	N;GEN;MASC;SG
ēnā	cień	ēna	cień	N;ESS;FEM;SG	
coca	coca	coca	coc	N;NOM;MASC;SG	
goes	idzie	goes	iść		V;IPFV;IND;SG;3;PRS;FIN;ACT
trūkumi	braki	trūkums	brak	N;NOM;MASC;PL	V;IPFV;IND;PL;PRS;FIN;ACT
trūkumi	wady	trūkums	wada	N;NOM;MASC;PL	V;IPFV;IND;SG;FIN;ACT
trūkumi	skazy	trūkums	skaz	N;NOM;MASC;PL	
trūkumi	wady	trūkums	wada	N;NOM;MASC;PL	V;IPFV;IND;SG;FIN;ACT
trūkumi	słabości	trūkums	słabość	N;NOM;MASC;PL	N;GEN;FEM;SG
trūkumi	uchy	trūkums	ucha	N;NOM;MASC;PL	V;PFV;IND;SG;2;FIN;ACT
trūkumi	wady	trūkums	wada	N;NOM;MASC;PL	V;IPFV;IND;SG;FIN;ACT
trūkumi	braki	trūkums	brak	N;NOM;MASC;PL	V;IPFV;IND;PL;PRS;FIN;ACT
līdzsvaru	równowagi	līdzsvars	równowag	N;ACC;MASC;SG	N;GEN;FEM;SG
līdzsvaru	bilans	līdzsvars	bilans	N;ACC;MASC;SG	N;NOM;MASC;SG
līdzsvaru	saldo	līdzsvars	saldo	N;ACC;MASC;SG	N;NOM;NEUT;SG
līdzsvaru	równowaga	līdzsvars	równowaga	N;ACC;MASC;SG	N;NOM;FEM;SG
pārliecināts	przekonany	pārliecināt	przekonany	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pārliecināts	przekonani	pārliecināt	przekonać	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PRS;FIN;ACT
konstitūcijā	konstytucji	konstitūcija	konstytucja	N;ESS;FEM;SG	N;GEN;FEM;SG
konstitūcijā	konstytucja	konstitūcija	konstytucja	N;ESS;FEM;SG	N;NOM;FEM;SG
konstitūcijā	konstytucję	konstitūcija	konstytucja	N;ESS;FEM;SG	N;ACC;FEM;SG
interwiki	interwiki	interviks	interwik		
astotais	ósmego	astots	ósmy	ADJ;NOM;DEF;MASC;SG	N;GEN;MASC;SG
astotais	ósma	astots	ósma	ADJ;NOM;DEF;MASC;SG	
astotais	ósmej	astots	ósmy	ADJ;NOM;DEF;MASC;SG	N;GEN;FEM;SG
bagātību	fortuna	bagātība	fortuny	N;ACC;FEM;SG	
bagātību	fortuny	bagātība	fortuna	N;ACC;FEM;SG	
inovāciju	innowacyjność	inovācija	innowacyjność	N;ACC;FEM;SG	N;NOM;FEM;SG
inovāciju	innowacja	inovācija	innowacja	N;ACC;FEM;SG	N;NOM;FEM;SG
inovāciju	innowacje	inovācija	innowacja	N;ACC;FEM;SG	N;NOM;FEM;PL
inovāciju	innowacji	inovācija	innowacja	N;ACC;FEM;SG	N;GEN;FEM;SG
uzbrucēji	napastników	uzbrucēt	napastnik	N;NOM;MASC;PL	N;ACC;MASC;PL
uzbrucēji	wykroczenie	uzbrucēt	wykroczyć	N;NOM;MASC;PL	N;NOM;NEUT;SG
slepkava	zabójczy	slepkava	zabójczyć	N;NOM;MASC;SG	
slepkava	zabójcze	slepkava	zabójcze	N;NOM;MASC;SG	
slepkava	mordercy	slepkava	morderca	N;NOM;MASC;SG	N;ACC;MASC;SG
grunts	dno	grunts	dno	N;NOM;MASC;SG	
grunts	dnie	grunts	dzień	N;NOM;MASC;SG	
grunts	dole	grunts	dół	N;NOM;MASC;SG	V;PFV;IND;SG;PRS;FIN;ACT
grunts	dolna	grunts	dolny	N;NOM;MASC;SG	
tumšs	dark	tumšs	dark	ADJ;NOM;MASC;SG	
tumšs	ciemno	tumšs	ciemno	ADJ;NOM;MASC;SG	ADV
bremzēšanas	hamowania	bremzēšana	hamować	N;NOM;FEM;SG	N;GEN;NEUT;SG
investīcijas	inwestycji	investīcija	inwestycja	N;NOM;FEM;PL	N;GEN;FEM;SG
investīcijas	inwestycja	investīcija	inwestycja	N;NOM;FEM;PL	N;NOM;FEM;SG
investīcijas	inwestycyjne	investīcija	inwestycyjny	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
investīcijas	inwestowanie	investīcija	inwestować	N;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
investīcijas	inwestycja	investīcija	inwestycja	N;NOM;FEM;PL	N;NOM;FEM;SG
investīcijas	inwestycji	investīcija	inwestycja	N;NOM;FEM;PL	N;GEN;FEM;SG
pārbauda	sprawdzamy	pārbaudīt	sprawdzać	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
pārbauda	sprawdzam	pārbaudīt	sprawdzać	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
pārbauda	sprawdzanie	pārbaudīt	sprawdzać	V;FH;IND;3;POS;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pārbauda	sprawdzenie	pārbaudīt	sprawdzenie	V;FH;IND;3;POS;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pārbauda	sprawdź	pārbaudīt	sprawdzić	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
pārbauda	zaznacz	pārbaudīt	zaznaczyć	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
pārbauda	sprawdzanie	pārbaudīt	sprawdzać	V;FH;IND;3;POS;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ženēvā	genewie	ženēvs	genew	PROPN;ESS;FEM;SG	N;NOM;MASC;SG
patiesība	prawdziwe	patiesība	prawdziwy	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
patiesība	true	patiesība	true	N;NOM;FEM;SG	
patiesība	prawdy	patiesība	prawda	N;NOM;FEM;SG	
