מהות	esencie	מהות	esencia	N;FEM;SG	N;NOM;FEM;PL
גולד	zlate	גולד	zlat	PROPN	N;NOM;NEUT;PL
גולד	zlatá	גולד	zlatý	PROPN	ADJ;NOM;FEM;SG
גולד	gold	גולד	gold	PROPN	
גולד	zlata	גולד	zlato	PROPN	N;NOM;NEUT;PL
גולד	gould	גולד	gould	PROPN	PROPN;ANIM;NOM;MASC;SG
קית	keith	קית	keith	PROPN	PROPN;ANIM;NOM;MASC;SG
ציריך	zürich	ציריך	zürich	PROPN	PROPN;ANIM;NOM;MASC;SG
ציריך	zurichu	ציריך	zurichu	PROPN	N;INAN;GEN;MASC;SG
נלהב	nadšene	נלהב	nadšene	ADJ;MASC;SG	ADV
נלהב	nadšení	נלהב	nadšený	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL
מקסימלי	maximálne	מקסימלי	maximálne	ADJ;MASC;SG	ADV
מקסימלי	maximum	מקסימלי	maximum	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
דקדוק	gramatické	דקדוק	gramatický	N;MASC;SG	ADJ;NOM;NEUT;SG
אלקטרוניקה	elektroniky	אלקטרוניקה	elektronika	N;FEM;SG	N;NOM;FEM;PL
קנטור	cantor	קנטור	cantor	PROPN	PROPN;ANIM;NOM;MASC;SG
נאש	nash	נאש	nash	PROPN	PROPN;ANIM;NOM;MASC;SG
אפריקני	africký	אפריקני	africký	PROPN	ADJ;ANIM;NOM;MASC;SG
אפריקני	afrického	אפריקני	africký	PROPN	ADJ;ANIM;GEN;MASC;SG
אפריקני	africké	אפריקני	africký	PROPN	ADJ;NOM;NEUT;SG
אפריקני	africká	אפריקני	africký	PROPN	ADJ;NOM;FEM;SG
אפריקני	afrických	אפריקני	africký	PROPN	ADJ;ANIM;GEN;MASC;PL
הגירוש	deportácie	הגירוש	deportácia	PROPN	N;NOM;FEM;PL
דלה	della	דל	della	PROPN	PROPN;ANIM;NOM;MASC;SG
שודדי	lupičov	שודד	lupič	PROPN	N;ANIM;GEN;MASC;PL
שוחט	mäsiar	שוחט	mäsiar	PROPN	N;ANIM;NOM;MASC;SG
הרצף	kontinuum	הרצף	kontinuum	PROPN	N;NOM;NEUT;SG
רוזה	rosa	רוזה	rosa	PROPN	N;NOM;FEM;SG
הפסנתר	piano	הפסנתר	piano	V;SG;1;PST;ACT	N;INAN;NOM;MASC;SG
הפסנתר	klavír	הפסנתר	klavír	V;SG;1;PST;ACT	N;INAN;NOM;MASC;SG
הקמפיין	kampaň	הקמפיין	kampaň	PROPN	N;NOM;FEM;SG
להירשם	register	נרשם	register	V;NFIN;MID	N;INAN;NOM;MASC;SG
להירשם	registrácia	נרשם	registrácia	V;NFIN;MID	N;NOM;FEM;SG
שפם	fúzy	שפם	fúz		N;INAN;NOM;MASC;PL
שפם	fúzy	שפם	fúz		N;INAN;NOM;MASC;PL
שפם	fúzy	שפם	fúz		N;INAN;NOM;MASC;PL
עצר	zastavená	עצר	zastavený	N;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
עצר	prestalo	עצר	prestať	N;MASC;SG	V;PFV;NEUT;SG;POS;PST;V.PTCP
עצר	zastavené	עצר	zastavený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עצר	zastavený	עצר	zastavený	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
נכשלה	zlyhanie	נכשל	zlyhanie	V;FEM;SG;3;PST;MID	N;NOM;NEUT;SG
נכשלה	neúspešné	נכשל	neúspešný	V;FEM;SG;3;PST;MID	ADJ;NOM;NEUT;SG
הצביע	hlasovali	הצביע	hlasovať	V;MASC;SG;3;PST;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
רומנטית	romantický	רומנטי	romantický	N	ADJ;ANIM;NOM;MASC;SG
רומנטית	romantické	רומנטי	romantický	N	ADJ;NOM;NEUT;SG
רומנטית	romantická	רומנטי	romantický	N	ADJ;NOM;FEM;SG
רומנטית	romanticky	רומנטי	romanticky	N	ADV
תו	poznámku	תו	poznámka		N;ACC;FEM;SG
תו	poznámka	תו	poznámka		N;NOM;FEM;SG
תו	znak	תו	znak		N;INAN;NOM;MASC;SG
תו	postava	תו	postava		N;NOM;FEM;SG
תו	charakter	תו	charakter		N;INAN;NOM;MASC;SG
תו	postavu	תו	postava		N;ACC;FEM;SG
ברונו	bruno	רן	bruno	PROPN	PROPN;ANIM;NOM;MASC;SG
אדגר	edgar	אדגר	edgar	PROPN	PROPN;ANIM;NOM;MASC;SG
סידן	vápnika	סידן	vápnik	PROPN	N;INAN;GEN;MASC;SG
סידן	vápnik	סידן	vápnik	PROPN	N;INAN;NOM;MASC;SG
עוצב	projektované	עוצב	projektovaný	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עוצב	navrhnuté	עוצב	navrhnutý	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עוצב	konštruované	עוצב	konštruovaný	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עוצב	navrhnutá	עוצב	navrhnutý	V;MASC;SG;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
עוצב	navrhnutý	עוצב	navrhnutý	V;MASC;SG;3;PST;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
שפיגל	spiegel	שפיגל	spiegť	PROPN	PROPN;ANIM;NOM;MASC;SG
צעירות	mladé	צעיר	mladý	N;FEM;PL	ADJ;NOM;NEUT;SG
צעירות	mlada	צעיר	mlada	N;FEM;PL	N;NOM;FEM;SG
צעירות	mladí	צעיר	mladý	N;FEM;PL	ADJ;ANIM;NOM;MASC;PL
צעירות	young	צעיר	young	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
צעירות	mladá	צעיר	mladý	N;FEM;PL	ADJ;NOM;FEM;SG
זורמים	tečie	זרם	ty	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מושלמת	perfektný	הושלם	perfektný	V;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG
מושלמת	perfektné	הושלם	perfektný	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
מושלמת	dokonalá	הושלם	dokonalý	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
מושלמת	perfektne	הושלם	perfektne	V;FEM;SG;V.PTCP;PASS	ADV
מושלמת	perfektná	הושלם	perfektný	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
ידעה	vedeli	דעה	vedieť	V;FEM;SG;3;PST	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
לוקחת	užívanie	לקח	užívanie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
יומני	denníku	יומני	denník	PROPN	N;INAN;DAT;MASC;SG
יומני	denník	יומני	denník	PROPN	N;INAN;NOM;MASC;SG
עמוקים	hlboká	עמוק	hlboký	ADJ;MASC;PL	N;NOM;FEM;SG
עמוקים	hlboké	עמוק	hlboký	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
עמוקים	hlboko	עמוק	hlboko	ADJ;MASC;PL	ADV
עמוקים	deep	עמוק	deep	ADJ;MASC;PL	PROPN;ANIM;NOM;MASC;SG
עמוקים	hlboký	עמוק	hlboký	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
ספורטאי	jock	ספורטאי	jock	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ספין	spin	ספין	spin	PROPN	INTJ
ספין	točiť	ספין	točiť	PROPN	V;IPFV;POS;NFIN
כחולה	blue	כחול	blue	ADV	PROPN;ANIM;NOM;MASC;SG
כחולה	modrý	כחול	modrý	ADV	ADJ;ANIM;NOM;MASC;SG
כחולה	modré	כחול	modrý	ADV	ADJ;NOM;NEUT;SG
כחולה	modrá	כחול	modrý	ADV	ADJ;NOM;FEM;SG
כחולה	modra	כחול	modra	ADV	N;NOM;FEM;SG
ליפה	lippe	ליפה	lippa	PROPN	PROPN;ANIM;NOM;MASC;SG
לירי	leary	לירי	lear		PROPN;ANIM;NOM;MASC;SG
לירי	lyrickej	לירי	lyrický		ADJ;GEN;FEM;SG
שניתנו	daný	שניתנו	daný		ADJ;ANIM;NOM;MASC;SG
שניתנו	vzhľadom	שניתנו	vzhľad		N;INAN;INS;MASC;SG
שניתנו	dané	שניתנו	daný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
שניתנו	daná	שניתנו	daň		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
שניתנו	poskytnuté	שניתנו	poskytnutý		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
גרייס	pôvab	גרייס	pôvab	PROPN	N;INAN;NOM;MASC;SG
גרייס	grace	גרייס	grace	PROPN	PROPN;NOM;FEM;SG
גרייס	milosti	גרייס	milosť	PROPN	N;NOM;FEM;PL
גרייס	milosť	גרייס	milosť	PROPN	N;NOM;FEM;SG
ההתחלה	začiatok	ההתחלה	začiatok	V;FEM;SG;3;PST	N;INAN;NOM;MASC;SG
מיושב	obývaných	מיושב	obývaný	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
מיושב	obývané	מיושב	obývaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מיושב	usadený	מיושב	usadený	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מיושב	vyrovnaná	מיושב	vyrovnaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מיושב	obývaných	מיושב	obývaný	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
מונד	monde	מונד	monde	PROPN	
ירוקה	green	ירוקה	green	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
ירוקה	zelenú	ירוקה	zelený	ADJ;FEM;SG	N;ACC;FEM;SG
נאצי	nacistické	נאצי	nactistický	PROPN	ADJ;NOM;NEUT;SG
קראוס	krauss	קראוס	kraus	PROPN	N;INAN;NOM;MASC;SG
קראוס	krause	קראוס	krausa	PROPN	N;ANIM;NOM;MASC;SG
קראוס	kraus	קראוס	kraus	PROPN	N;ANIM;NOM;MASC;SG
לחלץ	extrakt	חילץ	extrakt	V;NFIN;ACT	N;INAN;NOM;MASC;SG
לחלץ	výťažok	חילץ	výťažok	V;NFIN;ACT	N;INAN;NOM;MASC;SG
הופסק	prerušené	הופסק	prerušený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הופסק	zastavené	הופסק	zastavený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הופסק	ukončené	הופסק	ukončený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מסוכנים	nebezpečného	מסוכן	nebezpečný	ADJ;MASC;PL	ADJ;GEN;NEUT;SG
מסוכנים	nebezpečná	מסוכן	nebezpečný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
מסוכנים	nebezpečný	מסוכן	bezpečný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
מסוכנים	nebezpečné	מסוכן	nebezpečný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
ציפי	cipi	ציפי	cip	PROPN	PROPN;ANIM;NOM;MASC;SG
עתידי	budúca	עתידי	budúci	ADJ;MASC;SG	N;NOM;FEM;SG
עתידי	budúcnosti	עתידי	budúcnosť	ADJ;MASC;SG	N;DAT;FEM;SG
עתידי	budúcnosť	עתידי	budúcnosť	ADJ;MASC;SG	N;NOM;FEM;SG
עתידי	budúce	עתידי	budúci	ADJ;MASC;SG	N;NOM;NEUT;SG
קנט	kent	קנט	kent	PROPN	PROPN;ANIM;NOM;MASC;SG
ימני	správne	ימני	správne	ADJ;MASC;SG	ADV
ימני	spravne	ימני	spravne	ADJ;MASC;SG	INTJ
ימני	vpravo	ימני	vpravo	ADJ;MASC;SG	ADV
ימני	právo	ימני	právo	ADJ;MASC;SG	N;NOM;NEUT;SG
ימני	sprava	ימני	sprava	ADJ;MASC;SG	
מיג	mig	מיג	mig	PROPN	
הרצוי	žiadaný	הרצוי	žiadaný	PROPN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
הרצוי	žiadané	הרצוי	žiadaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הרצוי	požadované	הרצוי	požadovaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
סלובניה	slovinsko	סלובניה	slovinsko	PROPN	PROPN;NOM;NEUT;SG
גרילה	partizánskej	גרילה	partizánsky	N;FEM;SG	ADJ;GEN;FEM;SG
גרילה	partizánske	גרילה	partizánsky	N;FEM;SG	ADJ;NOM;NEUT;SG
בלפור	balfour	בלפור	balfour	PROPN	N;INS;FEM;SG
תם	tam	תם	tam		ADV
להיטים	zasiahne	היט	zasiahnuť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
ברוקלין	brooklyn	ברוקלין	brooklyn	PROPN	PROPN;ANIM;NOM;MASC;SG
ברוקלין	brooklyne	ברוקלין	brooklyne	PROPN	ADV
האשים	obvinená	האשים	obvinený	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
האשים	obvinený	האשים	obvinený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
האשים	obvinili	האשים	obviniť	V;MASC;SG;3;PST;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
האשים	obvinených	האשים	obvinený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
מיגל	miguel	מיגל	miguel	PROPN	PROPN;ANIM;NOM;MASC;SG
לסקר	lasker	סיקר	lasker	V;NFIN;ACT	N;ANIM;NOM;MASC;SG
וויליאם	william	ויליאם	willia	PROPN	N;ANIM;NOM;MASC;SG
וויליאם	viliam	ויליאם	vila	PROPN	N;ANIM;NOM;MASC;SG
יואן	yuan	יואן	yuan	PROPN	PROPN;ANIM;NOM;MASC;SG
כת	kult	כת	kult		N;INAN;NOM;MASC;SG
שמיים	sky	שמיים	sky	N	PROPN;ANIM;NOM;MASC;SG
וולפגנג	wolfgang	וולפגנג	wolfgang	PROPN	PROPN;ANIM;NOM;MASC;SG
נפתחת	otvorí	נפתח	otvoriť	V;FEM;SG;V.PTCP;MID	V;PFV;IND;SG;3;POS;PRS;FIN
נפתחת	otvára	נפתח	otvár	V;FEM;SG;V.PTCP;MID	V;IPFV;IND;SG;3;POS;PRS;FIN
שרמן	sherman	שרמן	sherman	PROPN	N;ANIM;NOM;MASC;SG
משולבים	kombinovaná	שולב	kombinovaný	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
משולבים	kombinované	שולב	kombinovaný	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
משולבים	združené	שולב	združený	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
משולבים	kombinovaný	שולב	kombinovaný	V;MASC;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
משולבים	kombinovanej	שולב	kombinovaný	V;MASC;PL;V.PTCP;PASS	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
איגור	igor	איגור	igor	PROPN	PROPN;ANIM;NOM;MASC;SG
ראול	raoul	ראול	raoul	PROPN	N;ANIM;NOM;MASC;SG
ראול	raul	ראול	raul	PROPN	PROPN;ANIM;NOM;MASC;SG
ראול	raúl	ראול	raúl	PROPN	N;ANIM;NOM;MASC;SG
סויוז	sojuz	סויוז	sojuz	PROPN	N;INAN;NOM;MASC;SG
מיה	mia	מיה	mia	PROPN	PROPN;NOM;FEM;SG
מיה	mii	מיה	ja	PROPN	PROPN;NOM;FEM;SG
מיה	miu	מיה	mia	PROPN	PROPN;NOM;FEM;SG
נכנע	odovzdanie	נכנע	odovzdanie	V;MASC;SG;3;PST;MID	N;NOM;NEUT;SG
נכנע	vzdali	נכנע	vzdať	V;MASC;SG;3;PST;MID	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
נכנע	odovzdané	נכנע	odovzdaný	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נכנע	výnosu	נכנע	výnos	V;MASC;SG;3;PST;MID	N;INAN;GEN;MASC;SG
נכנע	výnos	נכנע	výnos	V;MASC;SG;3;PST;MID	N;INAN;NOM;MASC;SG
נכנע	výťažok	נכנע	výťažok	V;MASC;SG;3;PST;MID	N;INAN;NOM;MASC;SG
נכנע	výťažnosť	נכנע	výťažnosť	V;MASC;SG;3;PST;MID	N;NOM;FEM;SG
החלום	sen	החלום	sen	PROPN	N;INAN;NOM;MASC;SG
החלום	snívať	החלום	snívať	PROPN	V;IPFV;POS;NFIN
החלום	dream	החלום	dream	PROPN	PROPN;ANIM;NOM;MASC;SG
החלום	sna	החלום	sen	PROPN	N;INAN;GEN;MASC;SG
קוב	kub	קוב	kub	PROPN	
קוב	cobb	קוב	cobb	PROPN	PROPN;ANIM;NOM;MASC;SG
התבוסה	prehru	התבוסה	prehra	V;FEM;SG;3;PST	N;ACC;FEM;SG
התבוסה	porážka	התבוסה	porážka	V;FEM;SG;3;PST	N;NOM;FEM;SG
התבוסה	prehra	התבוסה	prehra	V;FEM;SG;3;PST	N;NOM;FEM;SG
התבוסה	porážku	התבוסה	porážka	V;FEM;SG;3;PST	N;ACC;FEM;SG
תאוצה	zrýchlenia	תאוצה	zrýchlenie	N;FEM;SG	N;NOM;NEUT;PL
בהתנדבות	dobrovoľné	בהתנדבות	dobrovoľný	ADV	ADJ;NOM;NEUT;SG
בהתנדבות	dobrovoľná	בהתנדבות	dobrovoľný	ADV	ADJ;NOM;FEM;SG
בהתנדבות	dobrovoľný	בהתנדבות	dobrovoľný	ADV	ADJ;ANIM;NOM;MASC;SG
מפורש	explicitne	מפורש	explicitne	ADJ;MASC;SG	ADV
גולגולת	lebku	גולגולת	lebka	PROPN	N;ACC;FEM;SG
גולגולת	lebky	גולגולת	lebka	PROPN	N;NOM;FEM;PL
גולגולת	lebka	גולגולת	lebka	PROPN	N;NOM;FEM;SG
אופיינית	typicky	אופייני	typicky	ADJ;FEM;SG	ADV
קניין	kupujúceho	קניין	kupujúci	N;MASC;SG	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;ACT
קניין	kupujúci	קניין	kupujúci	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
מוטל	motel	הוטל	motel	V;MASC;SG;V.PTCP;PASS	N;INAN;NOM;MASC;SG
הולנדית	holandská	הולנדי	holandský	PROPN	ADJ;NOM;FEM;SG
הולנדית	holandské	הולנדי	holandský	PROPN	ADJ;NOM;NEUT;SG
הולנדית	holandskej	הולנדי	holandský	PROPN	ADJ;GEN;FEM;SG
הולנדית	holandský	הולנדי	holandský	PROPN	ADJ;ANIM;NOM;MASC;SG
מלצר	čašník	מלצר	čašník	PROPN	N;ANIM;NOM;MASC;SG
מנות	riad	מנה	riad	N;FEM;PL	N;INAN;NOM;MASC;SG
הבעלות	vlastníctvo	הבעלה	vlastníctvo	N;FEM;PL	N;NOM;NEUT;SG
פרוסט	prousta	פרוסט	prousta	PROPN	N;NOM;FEM;SG
פרוסט	frost	פרוסט	frost	PROPN	
פרוסט	mráz	פרוסט	mraza	PROPN	N;ANIM;NOM;MASC;SG
פטיש	fetiš	פטיש	fetiš		N;INAN;NOM;MASC;PL
פטיש	kladivom	פטיש	kladivý		ADJ;INS;NEUT;SG
פטיש	hammer	פטיש	hammer		PROPN;ANIM;NOM;MASC;SG
פטיש	kladivo	פטיש	kladivo		N;NOM;NEUT;SG
עורק	tepny	עורק	tepny		N;NOM;FEM;PL
עורק	artérie	עורק	artéria		N;NOM;NEUT;PL
עורק	tepnu	עורק	tepna		N;ACC;FEM;SG
עורק	tepny	עורק	tepny		N;NOM;FEM;PL
עורק	artérie	עורק	artéria		N;NOM;NEUT;PL
אלימה	násilné	אלים	násilný	N;FEM;SG	ADJ;NOM;NEUT;SG
אלימה	násilný	אלים	násilný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
אלימה	násilne	אלים	násilne	N;FEM;SG	ADV
מעריך	vážim	העריך	vážiť	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
משמעותיות	zmysluplný	משמעותי	zmysluplný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
משמעותיות	zmysluplné	משמעותי	zmysluplný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
משמעותיות	výrazné	משמעותי	výrazný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
משמעותיות	významné	משמעותי	významný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
משמעותיות	výrazný	משמעותי	výrazný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
משמעותיות	významná	משמעותי	významný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
משמעותיות	významný	משמעותי	významný	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
מכריז	oznamuje	הכריז	oznamovať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מכריז	vyhlasujem	הכריז	vyhlasovať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
מכריז	oznamujem	הכריז	oznamovať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
מקלדת	klávesnice	קילד	klávesnica	N;FEM;SG	N;NOM;FEM;PL
הקוסם	čarodejníka	הקוסם	čarodejník	PROPN	N;ANIM;ACC;MASC;SG
הקוסם	sprievodca	הקוסם	sprievodca	PROPN	N;INAN;NOM;MASC;SG
הקוסם	čarodejník	הקוסם	čarodejník	PROPN	N;ANIM;NOM;MASC;SG
בקפריסין	cyprus	בקפריסין	cyprus	PROPN	N;INAN;NOM;MASC;SG
בקפריסין	cyperská	בקפריסין	cyperský	PROPN	ADJ;NOM;FEM;SG
נטלי	natalie	נטלי	natalie	PROPN	N;NOM;FEM;SG
נטלי	natália	נטלי	natáliť	PROPN	N;NOM;FEM;SG
מייד	ihned	מייד	ihned		N;NOM;FEM;SG
מייד	ihneď	מייד	ihneď		ADV
מייד	okamžite	מייד	okamžite		ADV
טרנסילבניה	transylvánii	טרנסילבניה	transylvánia	PROPN	N;NOM;FEM;PL
צב	korytnačka	צב	korytnačka		N;NOM;FEM;SG
טד	tad	טד	tad	PROPN	PROPN;ANIM;NOM;MASC;SG
טד	ted	טד	ted	PROPN	PROPN;ANIM;NOM;MASC;SG
אליסון	allison	אליסון	allison	PROPN	PROPN;ANIM;NOM;MASC;SG
אליסון	alison	אליסון	alison	PROPN	PROPN;NOM;FEM;SG
מחויב	viazané	מחויב	viazaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מחויב	viazaná	מחויב	viazaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מחויב	zviazané	מחויב	zviazaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מחויב	viazaný	מחויב	viazaný	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מחויב	viaže	מחויב	viazať	V;MASC;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
מחויב	spáchané	מחויב	spáchaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
סטארק	starka	סטארק	starka	PROPN	PROPN;NOM;FEM;SG
סטארק	stark	סטארק	stark	PROPN	PROPN;ANIM;NOM;MASC;SG
לינוקס	linux	לינוקס	linux	PROPN	N;NOM;FEM;SG
בזל	bazilej	בזל	bazilý	PROPN	N;GEN;FEM;SG
נוצות	perie	נוצה	preriť	N;FEM;PL	N;NOM;NEUT;SG
צמחייה	vegetácie	צמחייה	vegetácia	N;FEM;SG	N;NOM;FEM;PL
מתנות	predkladá	מתנה	predkladať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
מתנות	prezentuje	מתנה	prezentovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
מודול	modul	מודול	moduť	PROPN	N;INAN;NOM;MASC;SG
מודול	modulu	מודול	modul	PROPN	N;INAN;GEN;MASC;SG
המלצה	odporúčame	המלצה	odporúčať	N;FEM;SG	V;IPFV;IND;PL;1;POS;PRS;FIN
המלצה	odporúčané	המלצה	odporúčaný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
המלצה	odporúča	המלצה	odporúčať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
המלצה	odporúčaný	המלצה	odporúčaný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
המלצה	odporúčaná	המלצה	odporúčaný	N;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
המלצה	odporúčania	המלצה	odporúčanie	N;FEM;SG	N;NOM;NEUT;PL
עיצב	projektované	עיצב	projektovaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עיצב	navrhnuté	עיצב	navrhnutý	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עיצב	konštruované	עיצב	konštruovaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
עיצב	navrhnutá	עיצב	navrhnutý	PROPN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
עיצב	navrhnutý	עיצב	navrhnutý	PROPN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מילולי	ústne	מילולי	ústne	ADJ;MASC;SG	ADV
העיד	svedčili	העיד	svedčiť	V;MASC;SG;3;PST;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
מפרק	kĺb	מפרק	kĺb	PROPN	N;INAN;NOM;MASC;SG
מפרק	joint	מפרק	joint	PROPN	N;INAN;NOM;MASC;SG
מפרק	spoločné	מפרק	spoločný	PROPN	ADJ;NOM;NEUT;SG
מפרק	spoločná	מפרק	spoločný	PROPN	ADJ;NOM;FEM;SG
מפרק	spoločný	מפרק	spoločný	PROPN	ADJ;INAN;NOM;MASC;SG
לקות	invalidný	None	invalidný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
נתנאל	nathaniel	נתנאל	nathanieť	PROPN	PROPN;ANIM;NOM;MASC;SG
המגזר	sektor	המגזר	sektor	ADV	N;INAN;NOM;MASC;SG
המגזר	odvetvie	המגזר	odvetvieť	ADV	N;NOM;NEUT;SG
סון	sun	סון	sun	PROPN	PROPN;ANIM;NOM;MASC;SG
סון	slnko	סון	slnko	PROPN	N;NOM;NEUT;SG
סון	slnka	סון	slnko	PROPN	N;NOM;NEUT;PL
קאופמן	kaufman	קאופמן	kaufman	PROPN	PROPN;ANIM;NOM;MASC;SG
הנוסע	cestujúcich	הנוסע	cestujúci	PROPN	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
הנוסע	pasažier	הנוסע	pasažier	PROPN	N;ANIM;NOM;MASC;SG
