aliado	الحلفاء	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;PL
migración	الهجرات	migración	الهجرات	N;FEM;SG	N;NOM;DEF;PL
editora	محررة	editora	محررة	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
hunter	هانتر	hunter	هانتر	N	
hunter	صياد	hunter	صياد	N	
hunter	هنتر	hunter	هنتر	N	
box	مربع	box	مُرَبَّع	N	ADJ;NOM;INDF;MASC;SG
box	بوكس	box	بوكس	N	
noventa	تسعين	noventa	تَسعِين	N;MASC;PL	
noventa	تسعون	noventa	سَعَى	N;MASC;PL	
noventa	التسعينيات	noventa	تِسعِينِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;PL
ola	علا	ola	عَلَا	N;FEM;SG	
ola	لوح	ola	لَوح	N;FEM;SG	
martha	مارثا	martha	مَارِث	N;FEM;SG	
gramática	القواعد	gramático	قَاعِدَة	N;FEM;SG	N;NOM;DEF;PL
limpieza	نظيف	limpieza	نظيف	N;FEM;SG	
limpieza	نظيفة	limpieza	نَظِيف	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
marcar	العلامة	marcar	عَلَامَة	V;NFIN	N;NOM;DEF;SG
marcar	مارك	marcar	مَارك	V;NFIN	
marcar	علامة	marcar	عَلَامَة	V;NFIN	N;NOM;INDF;SG
teatrales	مسرحي	teatral	مُسرَحِي	ADJ;PL	ADJ;NOM;INDF;MASC;SG
cáucaso	القوقاز	cáucaso	قَوقَاز	ADJ;MASC;SG	
cáucaso	قوقازي	cáucaso	قَوقَازِيّ	ADJ;MASC;SG	
cáucaso	القوقاز	cáucaso	قَوقَاز	ADJ;MASC;SG	
solicitar	طلب	solicitar	طَلَب	V;NFIN	N;NOM;INDF;SG
solicitar	الطلب	solicitar	طَلَب	V;NFIN	N;NOM;DEF;SG
after	بعدما	after	بَعدَمَا	N	CONJ
after	بعد	after	بَعدَ	N	ADP;NOM
wang	وانج	wang	وانج	PROPN	
wang	وانغ	wang	وانغ	PROPN	
revolucionaria	الثوري	revolucionario	ثَورِيّ	ADJ;FEM;SG	N;NOM;DEF;SG
enamorado	حبيب	enamorado	حبيب	ADJ;MASC;SG;V.PTCP	
enamorado	الحبيب	enamorado	الحبيب	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
enamorado	عاشقة	enamorado	عَاشِق	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
enamorado	عاشق	enamorado	عَاشِق	ADJ;MASC;SG;V.PTCP	
enamorado	العاشق	enamorado	عَاشِق	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
policías	شرطه	policía	شرطه	N;PL	
policías	بوليس	policía	بُولِيس	N;PL	
policías	شرطة	policía	شُرطَة	N;PL	N;NOM;INDF;SG
policías	الشرطة	policía	شُرطَة	N;PL	N;NOM;DEF;SG
arcade	arca	arcade	ظَيَّل	N;FEM;SG	
púrpura	الارجواني	púrpura	أَرج	N;FEM;SG	
púrpura	بيربل	púrpura	بِيربَل	N;FEM;SG	
tecnológica	تقنية	tecnológico	تَقنِيَّة	ADJ;FEM;SG	N;NOM;INDF;SG
tecnológica	التقنية	tecnológico	تَقنِيَّة	ADJ;FEM;SG	N;NOM;DEF;SG
tecnológica	التكنولوجيا	tecnológico	تِكنُولُوجِيَا	ADJ;FEM;SG	N;NOM;DEF;SG
tecnológica	تكنولوجيا	tecnológico	تِكنُولُوجِيَا	ADJ;FEM;SG	N;NOM;INDF;SG
minoría	الاقليات	minoría	أَقلِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;PL
minoría	اقليات	minoría	اقليات	N;FEM;SG	N;NOM;INDF;PL
minoría	الاقليات	minoría	أَقلِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;PL
medicamentos	دواء	medicamento	دَوَاء	N;MASC;PL	N;NOM;INDF;SG
crean	يخلق	crear	خَلَق	V;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
crean	خلق	crear	خَلَق	V;IND;PL;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
crean	انشاء	crear	إِنشَاء	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
crean	انشئ	crear	أَنشَأ	V;IND;PL;3;PRS;FIN	
bebida	يشرب	bebida	شَرَب	N;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
bebida	تشرب	bebida	تَشَرُّب	N;FEM;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
bebida	اشرب	bebida	أَشرَب	N;FEM;SG	V;MASC;IMP;SG
bebida	مشروبات	bebida	مَشرُوب	N;FEM;SG	N;NOM;INDF;PL
bebida	المشروبات	bebida	مَشرُوب	N;FEM;SG	N;NOM;DEF;PL
mitchell	ميتشل	mitchell	مِيتشِل	N;MASC;SG	
mitchell	ميتشيل	mitchell	مِيتشِيل	N;MASC;SG	
rascacielos	ناطحة	rascacielos	ناطحة	N;MASC;PL	N;NOM;INDF;SG
aceptada	قبلت	aceptado	قَبِل	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
favorito	المفضلة	favorito	مُفضَلّ	ADJ;MASC;SG	N;NOM;DEF;SG
favorito	المفضلة	favorito	مُفضَلّ	ADJ;MASC;SG	N;NOM;DEF;SG
transforma	تحويل	transformar	تَحوِيل	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
transforma	التحول	transformar	تَحَوُّل	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
negativo	سالب	negativo	سالب	ADJ;MASC;SG	N;NOM;INDF;SG
cordero	لامب	cordero	لَامِب	N;MASC;SG	
cordero	حمل	cordero	حَمَل	N;MASC;SG	V;PFV;MASC;SG;3;ACT
cordero	خروف	cordero	خَرف	N;MASC;SG	
andaluz	الاندلسي	andaluz	اِندِلَسِيّ	N;MASC;SG	
coma	الغيبوبة	coma	غَيبُوبَة		
coma	غيبوبة	coma	غَيبُوب		N;NOM;INDF;SG
coma	فاصلة	coma	فَاصِل		ADJ;NOM;INDF;FEM;SG
coma	كلوا	coma	كُلو		V;PFV;MASC;IMP;SG
coma	اكل	coma	أَكل		
coma	كلي	coma	كُلِّيّ		N;NOM;INDF;SG
coma	كل	coma	كُلّ		N;NOM;INDF;SG
oscuridad	مظلم	oscuridad	مُظلِم	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
oscuridad	مظلمة	oscuridad	مُظلِم	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
malos	سيئة	malo	سَيِّئ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
malos	باد	malo	بَاد	ADJ;MASC;PL	
malos	سيء	malo	سِيَّة	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
malos	سيئ	malo	سَيِّئ	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
malos	سئ	malo	سَأّ	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
cazadores	هانتر	cazador	هانتر	N;MASC;PL	
cazadores	صياد	cazador	صياد	N;MASC;PL	
cazadores	هنتر	cazador	هنتر	N;MASC;PL	
temple	تمبل	temple	مَبَّل	N;MASC;SG	
tokyo	طوكيو	tokyo	طُوكِيُو	N;MASC;SG	
vendidos	تباع	vendido	أَبَاع	ADJ;MASC;PL;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;PASS
vendidos	بيعت	vendido	بَيع	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;PASS
vendidos	بيع	vendido	بَيع	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;SG
vendidos	بعت	vendido	بَعَى	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
vendidos	باع	vendido	بَاع	ADJ;MASC;PL;V.PTCP	V;PFV;MASC;SG;3;ACT
hércules	هرقل	hércul	هرقل	N;MASC;SG	
restricciones	القيد	restricción	قَيد	N;FEM;PL	N;NOM;DEF;SG
restricciones	تقييد	restricción	تَقيِيد	N;FEM;PL	N;NOM;INDF;SG
restricciones	التقييد	restricción	تَقيِيد	N;FEM;PL	N;NOM;DEF;SG
capillas	المصليات	capilla	مِصلِيّ	N;FEM;PL	ADJ;NOM;DEF;FEM;PL
suministro	الامداد	suministro	إِمدَاد	N;MASC;SG	N;NOM;DEF;PL
sandra	ساندرا	sandra	ساندرا	N;FEM;SG	
sentir	تحس	sentir	تَحِسس	V;NFIN	
sentir	اشعر	sentir	أَشعَر	V;NFIN	
mit	m	mit	فَ	N;MASC;SG	
territoriales	اقليمي	territorial	إِقلِيمِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
herzegovina	bih	herzegovina	ثِذَا	ADJ;FEM;SG	
abel	ابيل	abel	أَبِيل	PROPN	
armonía	يام	armonía	يَوم	N;FEM;SG	
armonía	وئام	armonía	وئام	N;FEM;SG	
amo	معلمي	amar	مُعَلِّم	V;IND;SG;1;PRS;FIN	N;NOM;INDF;PL
amo	ماجستير	amar	ماجستير	V;IND;SG;1;PRS;FIN	
amo	معلم	amar	مُعَلِّم	V;IND;SG;1;PRS;FIN	N;NOM;INDF;SG
amo	ماستر	amar	ماستر	V;IND;SG;1;PRS;FIN	
amo	المعلم	amar	مُعلِم	V;IND;SG;1;PRS;FIN	N;NOM;DEF;SG
cadáver	جسد	cadáver	جَسَد	N;MASC;SG	
inter	الانتر	inter	إِنتَر	N	
inter	انتر	inter	إِنتَر	N	
sweet	حلو	sweet	حُلُوّ	N	
sweet	حلوة	sweet	حَلوَة	N	ADJ;NOM;INDF;FEM;SG
sweet	الحلو	sweet	الحلو	N	
distancias	المسافة	distancia	مَسَافَة	N;FEM;PL	N;NOM;DEF;SG
distancias	البعد	distancia	بُعد	N;FEM;PL	N;NOM;DEF;SG
distancias	مسافة	distancia	مَسَافَة	N;FEM;PL	N;NOM;INDF;SG
pensó	ظننت	pensar	ظَنَّن	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;1;ACT
pensó	الفكر	pensar	فِكر	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
pensó	ظن	pensar	ظِن	V;IND;SG;3;PST;FIN	
bordes	الحواف	borde	الحواف	N;MASC;PL	N;NOM;DEF;SG
cintas	الاشرطة	cinta	الاشرطة	N;FEM;PL	N;NOM;DEF;SG
kenia	كينيا	kenia	كِينِيَا	N;FEM;SG	
kenia	الكينية	kenia	كِينِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
homosexualidad	المثليين	homosexualidad	مُثَلِّي	N;FEM;SG	N;NOM;DEF;PL
aníbal	هانيبال	aníbal	هانيبال	ADJ;SG	
defensas	دفاع	defensa	دفاع	N;PL	
defensas	الدفاع	defensa	دِفَاع	N;PL	N;NOM;DEF;SG
agrega	add	agregar	صَذَث	V;IND;SG;3;PRS;FIN	
agrega	اضف	agregar	اضف	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
agrega	اضافة	agregar	إِضَافَة	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
agrega	نضيف	agregar	أَضَاف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
patagonia	باتاغونيا	patagonia	باتاغونيا	N;FEM;SG	
cívica	مدني	cívico	مَدَنِيّ	ADJ;FEM;SG	
terra	تيرا	terra	تيرا	N;FEM;SG	
mágico	السحر	mágico	سِحر	ADJ;MASC;SG	N;NOM;DEF;SG
mágico	سحر	mágico	سِحر	ADJ;MASC;SG	N;NOM;INDF;SG
richter	ريختر	richter	رَيخَت	N;FEM;SG	
ritual	طقوس	ritual	طَقس	ADJ;SG	N;NOM;INDF;PL
ritual	الطقوس	ritual	طَقوَس	ADJ;SG	N;NOM;DEF;PL
corpus	كور	corpus	كُور	N;MASC;SG	
exclusivo	الحصري	exclusivo	حَصرِيّ	ADJ;MASC;SG	
exclusivo	حصري	exclusivo	حِصرِيّ	ADJ;MASC;SG	
round	مستديرة	round	مُستَدِير	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
pete	بيت	pete	بيت	PROPN	
muerta	ميتا	muerto	ميتا	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;SG
muerta	ميت	muerto	ميت	ADJ;FEM;SG;V.PTCP	
ritmos	ينبض	ritmo	نَبَض	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
ritmos	يهزم	ritmo	هَزَم	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
ritmos	يغلب	ritmo	غَلَّب	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
ritmos	يدق	ritmo	دَقّ	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
nombrar	تسمية	nombrar	تَسمِيَة	V;NFIN	N;NOM;INDF;SG
stanford	ستانفورد	stanford	ستانفورد	N;MASC;SG	
tallo	جذعية	tallo	جِذعِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
newton	نيوتن	newton	نيوتن	N;FEM;SG	
dell	ديل	dell	دَيلَ	N	
cartago	قرطاج	cartago	قَرطَاج	N;FEM;SG	
wikipedistas	wikipedia	wikipedistas	wikipedia	N;PL	
ion	ايون	ion	إِين	N;MASC;SG	
leon	ليون	leer	لِيُون	N	
greg	غريغ	greg	غريغ	PROPN	
greg	جريج	greg	جَرِيج	PROPN	
arañas	عنكبوت	araña	عُنكُبُوت	N;FEM;PL	
arañas	سبايدر	araña	سبَايدَر	N;FEM;PL	
arañas	العنكبوت	araña	العنكبوت	N;FEM;PL	N;NOM;DEF;SG
bush	بوش	bush	بُوش	PROPN	
automática	اليا	automático	إِلَى	ADJ;FEM;SG	
automática	تلقائي	automático	تلقائي	ADJ;FEM;SG	
lola	لولا	lola	لَولَا	N;FEM;SG	
monje	الراهب	monje	رَاهِب	N;MASC;SG	
monje	مونك	monje	مونك	N;MASC;SG	
monje	monk	monje	مَحَثّ	N;MASC;SG	
monje	الرهبان	monje	رَهَبَان	N;MASC;SG	N;NOM;DEF;PL
fragmento	مقتطفات	fragmento	مُقتَطَف	N;MASC;SG	N;NOM;INDF;PL
químicas	كيميائية	químico	كِيمِيَائَة	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
químicas	كيميائي	químico	كِيمِيَائِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
anales	الشرجي	anales	شَرجِيّ	N;MASC;PL	N;NOM;DEF;SG
anales	الشرج	anales	شَرج	N;MASC;PL	N;NOM;DEF;SG
choque	كراش	choque	كراش	N;MASC;SG	
choque	صدام	choque	صدام	N;MASC;SG	
azerbaiyán	اذربيجان	azerbaiyán	اذربيجان	ADJ;FEM;SG	
azerbaiyán	اذربيجان	azerbaiyán	اذربيجان	ADJ;FEM;SG	
sierras	مناشير	sierra	مُنَاشِير	N;FEM;PL	
comprender	افهم	comprender	أَفهَم	V;NFIN	
comprender	فاهم	comprender	فَاهَم	V;NFIN	
comprender	التفاهم	comprender	تَفَاهُم	V;NFIN	N;NOM;DEF;SG
comprender	التفهم	comprender	تَفَهُّم	V;NFIN	N;NOM;DEF;SG
comprender	الفهم	comprender	فَهم	V;NFIN	N;NOM;DEF;SG
comprender	تفاهم	comprender	تَفَاهُم	V;NFIN	N;NOM;INDF;SG
romeo	روميو	romeo	رُومِيُو	N;MASC;SG	
eslovaquia	سلوفاكيا	eslovaquia	سلُوفَاكِيَا	N;FEM;SG	
afectado	يتاثر	afectado	تَاثَر	ADJ;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
interesado	المهتمة	interesado	مُهتَمّ	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
claves	كيز	clave	كَيَّز	N;FEM;PL	
claves	المفتاح	clave	مُفتَاح	N;FEM;PL	N;NOM;DEF;SG
claves	مفتاح	clave	مفتاح	N;FEM;PL	N;NOM;INDF;SG
narrador	راوي	narrador	راوي	N;MASC;SG	
unir	الانضمام	unir	اِنضِمَام	V;NFIN	N;NOM;DEF;SG
unir	انضمام	unir	اِنضِمَام	V;NFIN	N;NOM;INDF;SG
unir	توحيد	unir	تَوحِيد	V;NFIN	N;NOM;INDF;SG
luke	لوقا	luke	لوقا	N	
luke	لوك	luke	لُوك	N	
hermann	هرمان	hermann	هرمان	N;MASC;SG	
mayormente	غالبا	mayormente	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
remo	التجديف	remo	تَجدِيف		N;NOM;DEF;SG
remo	مجداف	remo	مَجدَاف		
remo	ريمو	remo	رِيمُو		
computadoras	كمبيوتر	computador	كمبيوتر	N;FEM;PL	
computadoras	الحاسوب	computador	حَاسُوب	N;FEM;PL	N;NOM;DEF;SG
computadoras	حاسب	computador	حَاسِب	N;FEM;PL	N;NOM;INDF;SG
computadoras	حاسوب	computador	حاسوب	N;FEM;PL	N;NOM;INDF;SG
computadoras	الكمبيوتر	computador	كَمبيُوتِر	N;FEM;PL	N;NOM;DEF;SG
intenciones	القصد	intención	قَصد	N;FEM;PL	N;NOM;DEF;SG
intenciones	نية	intención	نِيَّة	N;FEM;PL	N;NOM;INDF;SG
intenciones	النية	intención	نِيَّة	N;FEM;PL	N;NOM;DEF;SG
promesa	عدني	promesa	عدني	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
promesa	دك	promesa	دَك	N;FEM;SG	
promesa	وعد	promesa	وَعَد	N;FEM;SG	V;PFV;MASC;SG;3;ACT
promesa	تعهد	promesa	تَعَهَّد	N;FEM;SG	V;PFV;MASC;SG;3;ACT
ejecutados	اعدم	ejecutado	أَعدَم	ADJ;MASC;PL;V.PTCP	V;PFV;MASC;SG;3;ACT
todd	تود	todd	تود	PROPN	
consultar	استشارة	consultar	اِستِشَارَة	V;NFIN	N;NOM;INDF;SG
consultar	استفسار	consultar	اِستِفسَار	V;NFIN	N;NOM;INDF;SG
cilindros	الاسطوانة	cilindro	أُسطُوَانَة	N;MASC;PL	N;NOM;DEF;SG
cilindros	اسطوانة	cilindro	اسطوانة	N;MASC;PL	N;NOM;INDF;SG
belgrado	بلغراد	belgrado	بلغراد	N;MASC;SG	
raro	غربة	raro	غُربَة	ADJ;MASC;SG	N;NOM;INDF;SG
baterías	البطارية	batería	بِطَارِيّ	N;FEM;PL	N;NOM;DEF;SG
baterías	بطارية	batería	بَطَّارِيَّة	N;FEM;PL	N;NOM;INDF;SG
baterías	البطاريات	batería	بَطَّارِيَّة	N;FEM;PL	ADJ;NOM;DEF;FEM;PL
receptores	المستفيدين	receptor	مُستَفِيد	N;MASC;PL	ADJ;ACC;DEF;MASC;PL
receptores	المستفيدون	receptor	مُستَفِيد	N;MASC;PL	ADJ;NOM;DEF;MASC;PL
aumentando	تزايد	aumentar	تَزَايُد	V;V.MSDR	N;NOM;INDF;SG
conquistar	قهر	conquistar	قُهر	V;NFIN	
superficies	الاسطح	superficie	أَسطَح	N;FEM;PL	N;NOM;DEF;SG
superficies	اسطح	superficie	أَسطَح	N;FEM;PL	
natalia	نتاشا	natalia	نَتَاش	N;FEM;SG	
natalia	ناتاشا	natalia	ناتاشا	N;FEM;SG	
natalia	ناتالي	natalia	نَاتَالِي	N;FEM;SG	
natalia	نتاليا	natalia	نتاليا	N;FEM;SG	
natalia	ناتاليا	natalia	نَاتَالِيَا	N;FEM;SG	
toque	تلمس	toque	لَمَّس	N;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
toque	لمس	toque	لَمَس	N;SG	
deseos	يود	deseo	يَود	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
brujas	ساحرات	bruja	سَاحَر	N;FEM;PL	ADJ;NOM;INDF;FEM;PL
brujas	السحرة	bruja	سِحرَة	N;FEM;PL	N;NOM;DEF;SG
continentales	القاري	continental	قَارِي	ADJ;PL	
continentales	القارئ	continental	قَارِئ	ADJ;PL	N;NOM;DEF;SG
causado	سببت	causado	سَبَب	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
match	ماتش	match	مَاتِش	N;MASC;SG	
incorporado	اسست	incorporado	أَسَاس	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
fiables	موثوق	fiable	مَوثُوق	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fiables	موثوقة	fiable	مَوثُوق	ADJ;PL	ADJ;NOM;INDF;FEM;SG
enfermo	مريض	enfermo	مَرِيض	ADJ;MASC;SG	N;NOM;INDF;SG
polar	القطبية	polar	قَطبِيّ	N;SG	ADJ;NOM;DEF;FEM;SG
llamas	لهب	llama	لَهَب	N;FEM;PL	
llamas	اللهب	llama	لَهب	N;FEM;PL	N;NOM;DEF;SG
llamas	شعلة	llama	شُعلَة	N;FEM;PL	N;NOM;INDF;SG
llamas	الشعلة	llama	شُعلَة	N;FEM;PL	N;NOM;DEF;SG
llamas	لهب	llama	لَهَب	N;FEM;PL	
away	بعيدا	away	بَعِيد	N	ADJ;ACC;INDF;MASC;SG
caro	غالي	caro	غالي	ADJ;MASC;SG	
equipamiento	المعدات	equipamiento	مُعَدَّات	N;MASC;SG	N;NOM;DEF;PL
equipamiento	معدات	equipamiento	مُعَدَّات	N;MASC;SG	N;NOM;INDF;PL
óptica	بصرية	óptico	بَصَرِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
óptica	بصري	óptico	بَصَرِيّ	N;FEM;SG	
óptica	بصريات	óptico	بَصَرِيَّات	N;FEM;SG	N;NOM;INDF;PL
óptica	البصريات	óptico	بَصَرِيَّات	N;FEM;SG	N;NOM;DEF;PL
reconocen	التعرف	reconocer	تَعَرُّف	V;IND;PL;3;PRS;FIN	N;NOM;DEF;SG
sustituir	بديل	sustituir	بَدِيل	V;NFIN	N;NOM;INDF;SG
sustituir	استبدال	sustituir	اِستِبدَال	V;NFIN	N;NOM;INDF;SG
montero	مونتيرو	montero	مونتيرو	N;MASC;SG	
eliminados	محذوف	eliminado	محذوف	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
eliminados	حذفت	eliminado	حَذَف	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
eliminados	ازيلت	eliminado	أَزَال	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;PASS
eliminados	ازال	eliminado	أَزَال	ADJ;MASC;PL;V.PTCP	
extraña	يفتقد	extraño	اِفتَقَد	ADJ;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
extraña	غريب	extraño	غريب	ADJ;FEM;SG	
suicidio	انتحر	suicidio	اِنتَحَر	N;MASC;SG	V;PFV;MASC;SG;3;ACT
wolfgang	وولفغانغ	wolfgang	وولفغانغ	N;FEM;SG	
wolfgang	فولفغانغ	wolfgang	فولفغانغ	N;FEM;SG	
enormes	ضخم	enorme	ضَخم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
enormes	ضخمة	enorme	ضَخم	ADJ;PL	ADJ;NOM;INDF;FEM;SG
amarillas	الاصفر	amarillo	أَصفَر	ADJ;FEM;PL	N;NOM;DEF;SG
amarillas	صفراء	amarillo	صَفِير	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
amarillas	اصفر	amarillo	أَصفَر	ADJ;FEM;PL	
rompió	انكسر	romper	انكسر	V;IND;SG;3;PST;FIN	
asiento	سيات	asiento	سَاتِيّ	N;MASC;SG	
presos	اسرى	preso	أَسِير	N;MASC;PL	
liderado	قاد	liderado	قَاد	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
quebrada	كسرت	quebrado	كَسَر	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
quebrada	انكسر	quebrado	انكسر	ADJ;FEM;SG;V.PTCP	
alerta	تنبيه	alerta	تَنبِيه	N;FEM;SG	
levantar	ارفع	levantar	أَرفَع	V;NFIN	
levantar	رفع	levantar	رَفع	V;NFIN	N;NOM;INDF;SG
hawái	هاواي	hawái	هاواي	N;FEM;SG	
hawái	هواي	hawái	هواي	N;FEM;SG	
wide	واسعا	wide	وَاسِع	N	ADJ;ACC;INDF;MASC;SG
wide	واسعة	wide	وَاسِع	N	ADJ;NOM;INDF;FEM;SG
wide	عريض	wide	عَرِيض	N	ADJ;NOM;INDF;MASC;SG
wide	واسع	wide	وَاسِع	N	ADJ;NOM;INDF;MASC;SG
amenazada	هدد	amenazado	هَدَّد	ADJ;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
superado	تجاوز	superado	تَجَاوَز	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
submarinos	غواصة	submarino	غَوَّاصَة	N;MASC;PL	N;NOM;INDF;SG
submarinos	الغواصة	submarino	غَوَّاصَة	N;MASC;PL	N;NOM;DEF;SG
susan	سوزان	susar	سُوزَان	N;FEM;SG	
turca	الترك	turco	تُرك	ADJ;FEM;SG	N;NOM;DEF;SG
turca	تورك	turco	تُورك	ADJ;FEM;SG	
turca	التركي	turco	تُركِيّ	ADJ;FEM;SG	N;NOM;DEF;SG
turca	تركي	turco	تُركِيّ	ADJ;FEM;SG	
bailarina	الراقصة	bailarino	رَاقِص	N;FEM;SG	
preparado	اعداد	preparado	إِعدَاد	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
preparado	تحضير	preparado	تَحضِير	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
preparado	التحضير	preparado	تَحضِير	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
preparado	الاعداد	preparado	إِعدَاد	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
preparado	استعداد	preparado	اِستِعدَاد	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
borja	بورجيا	borja	بُورجِيَا	PROPN	
nido	عش	nido	عَشّ	N;MASC;SG	
reemplazar	استبدال	reemplazar	اِستِبدَال	V;NFIN	N;NOM;INDF;SG
fibra	الياف	fibra	يَاف	N;FEM;SG	
fibra	الالياف	fibra	لِيف	N;FEM;SG	N;NOM;DEF;PL
secuencias	متتالية	secuencia	مُتَتَالِي	N;FEM;PL	ADJ;NOM;INDF;FEM;SG
secuencias	التسلسل	secuencia	تَسَلسُل	N;FEM;PL	N;NOM;DEF;SG
secuencias	تسلسل	secuencia	تسِلسِل	N;FEM;PL	N;NOM;INDF;SG
acontecimiento	حدث	acontecimiento	حَدَث	N;MASC;SG	V;PFV;MASC;SG;3;ACT
cohete	روكيت	cohete	روكيت	N;MASC;SG	
vancouver	فانكوفر	vancouver	فَانكُوفر	N;MASC;SG	
prevenir	منع	prevenir	مَنع	V;NFIN	N;NOM;INDF;SG
prevenir	امنع	prevenir	أَمنِع	V;NFIN	
boliviano	البوليفية	boliviano	بُولِيفِيّ	ADJ;MASC;SG	
boliviano	بوليفي	boliviano	بوليفي	ADJ;MASC;SG	
cano	كانو	cano	كانو	N;MASC;SG	V;PFV;MASC;PL;3;ACT
romántica	رومانسي	romántico	رُومَانسِيّ	ADJ;FEM;SG	
derrotados	هزم	derrotado	هَزم	ADJ;MASC;PL;V.PTCP	V;PFV;MASC;SG;3;ACT
derrotados	هزمت	derrotado	هَزم	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
compartido	تقاسم	compartido	تَقَاسُم	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
fan	نصير	fan	نصير	N;SG	
malas	سيئة	malo	سَيِّئ	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
malas	باد	malo	بَاد	ADJ;FEM;PL	
malas	سيء	malo	سِيَّة	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
malas	سيئ	malo	سَيِّئ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
malas	سئ	malo	سَأّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
sombras	ظلال	sombra	ظَلَال	N;FEM;PL	N;NOM;INDF;SG
