το	os	ο	o	DET;NOM;DEF;NEUT;SG	PRO;ACC;MASC;PL;3
άλμπερτ	albert	άλμπερτ	albert		N;MASC;SG
άλμπερτ	alberto	άλμπερτ	alberto		N;MASC;SG
νεπάλ	nepal	νεπάλ	nepal		N;MASC;SG
σφάλμα	erros	σφάλμα	erro	N;NOM;NEUT;SG	N;MASC;PL
σοβιετικοί	soviéticos	σοβιετικός	soviético	ADJ;NOM;MASC;PL	N;MASC;PL
αραβία	arábia	αραβία	arábia	PROPN;ACC;FEM;SG	N;FEM;SG
υποστηρίζεται	suportados	υποστηρίζω	suportar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
υποστηρίζεται	suportadas	υποστηρίζω	suportar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
θεμέλια	foundation	θεμέλιο	foundation	N;NOM;NEUT;PL	N;MASC;SG
θεμέλια	fundação	θεμέλιο	fundação	N;NOM;NEUT;PL	N;FEM;SG
θεμέλια	alicerce	θεμέλιο	alicerce	N;NOM;NEUT;PL	N;MASC;SG
κούβα	cuba	κούβα	cubar	PROPN;ACC;FEM;SG	N;FEM;SG
στίβεν	marcelo	στίβω	marcelo	PROPN;NOM;MASC;SG	N;MASC;SG
στίβεν	estêvão	στίβω	estêvão	PROPN;NOM;MASC;SG	N;MASC;SG
στίβεν	stephen	στίβω	stephen	PROPN;NOM;MASC;SG	N;MASC;SG
στίβεν	steven	στίβω	steven	PROPN;NOM;MASC;SG	N;MASC;SG
δεδομένο	dada	δεδομένο	dar	N;NOM;NEUT;SG	V;FEM;SG;V.PTCP
δεδομένο	dado	δεδομένο	dar	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
δεδομένο	dadas	δεδομένο	dar	N;NOM;NEUT;SG	V;FEM;PL;V.PTCP
τριάδα	tríades	τριάδα	tríade	N;NOM;FEM;SG	N;FEM;PL
μυστικά	segredos	μυστικά	segredo	ADV	N;MASC;PL
συνεχόμενη	contínua	συνεχόμενος	contínuo	ADJ;NOM;FEM;SG	N;FEM;SG
συνεχόμενη	contínuo	συνεχόμενος	contínuo	ADJ;NOM;FEM;SG	N;MASC;SG
συνεχόμενη	contínuas	συνεχόμενος	contínuo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
συνεχόμενη	contínuos	συνεχόμενος	contínuo	ADJ;NOM;FEM;SG	N;MASC;PL
μαύρος	negro	μαύρος	negro	N;NOM;MASC;SG	ADJ;MASC;SG
μαύρος	pretas	μαύρος	preto	N;NOM;MASC;SG	N;FEM;PL
μηχανικό	mecânico	μηχανικός	mecânico	ADJ;NOM;NEUT;SG	N;MASC;SG
μηχανικό	mecânicos	μηχανικός	mecânico	ADJ;NOM;NEUT;SG	N;MASC;PL
μηχανικό	mecânica	μηχανικός	mecânico	ADJ;NOM;NEUT;SG	N;FEM;SG
μηχανικό	engenheira	μηχανικός	engenheira	ADJ;NOM;NEUT;SG	N;FEM;SG
μηχανικό	engenheiro	μηχανικός	engenheiro	ADJ;NOM;NEUT;SG	N;MASC;SG
βλαντιμίρ	vladimir	βλαντιμίρ	vladimir	PROPN;NOM;MASC;SG	N;MASC;SG
ισχύουν	aplique	ισχύω	aplique	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
δελφών	delphi	δελφή	delphi	PROPN;GEN;MASC;SG	N;MASC;SG
ισλανδία	islândia	ισλανδία	islândia	PROPN;ACC;FEM;SG	N;FEM;SG
εκθέματα	exibição	έκθεμα	exibição	N;NOM;NEUT;PL	N;FEM;SG
τζωρτζ	jorge	τζωρτζ	jorge	PROPN;NOM;MASC;SG	N;MASC;SG
τζωρτζ	george	τζωρτζ	george	PROPN;NOM;MASC;SG	PROPN;MASC;SG
ολυμπιακή	olympic	ολυμπιακός	olympic	ADJ;NOM;FEM;SG	N;MASC;SG
ολυμπιακή	olímpico	ολυμπιακός	olímpico	ADJ;NOM;FEM;SG	N;MASC;SG
ολυμπιακή	olímpica	ολυμπιακός	olímpico	ADJ;NOM;FEM;SG	N;FEM;SG
ολυμπιακή	olímpicos	ολυμπιακός	olímpico	ADJ;NOM;FEM;SG	N;MASC;PL
τόξο	curvar	τόξο	curvar	N;NOM;NEUT;SG	V;NFIN
βουκουρεστίου	bucareste	βουκουρεστίο	bucareste	PROPN;GEN;NEUT;SG	N;MASC;SG
ρύθμιση	configurar	ρύθμιση	configurar	N;ACC;FEM;SG	V;NFIN
ρύθμιση	configurar	ρύθμιση	configurar	N;ACC;FEM;SG	V;NFIN
ρύθμιση	configure	ρύθμιση	configurar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
καθορίζεται	determinados	καθορίζω	determinar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
πόνο	dores	πόνο	dor	N;ACC;MASC;SG	N;FEM;PL
μολονότι	embora	μολονότι	embora	ADV	CONJ
αντίπαλος	rival	αντίπαλος	rival	ADJ;NOM;MASC;SG	N;MASC;SG
αντίπαλος	adversário	αντίπαλος	adversário	ADJ;NOM;MASC;SG	N;MASC;SG
αντίπαλος	opositor	αντίπαλος	opositor	ADJ;NOM;MASC;SG	N;MASC;SG
αντίπαλος	oponente	αντίπαλος	oponente	ADJ;NOM;MASC;SG	N;MASC;SG
οικουμενικό	ecuménico	οικουμενικός	ecuménico	ADJ;NOM;NEUT;SG	N;MASC;SG
όφελος	benefícios	όφελος	benefício	N;ACC;NEUT;SG	N;MASC;PL
όφελος	beneficiar	όφελος	beneficiar	N;ACC;NEUT;SG	V;NFIN
σπάνιο	raros	σπάνιος	raro	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σπάνιο	raras	σπάνιος	raro	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
σκοτώνει	mata	σκοτώνω	matar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
μακρύ	longa	μακρύς	longo	N;NOM;NEUT;SG	ADJ;FEM;SG
μακρύ	longos	μακρύς	longo	N;NOM;NEUT;SG	ADJ;MASC;PL
μακρύ	longo	μακρύς	longo	N;NOM;NEUT;SG	ADV
αυξημένη	aumentados	αυξημένος	aumentar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
νάπολη	nápoles	νάπολη	nápoles	PROPN;NOM;FEM;SG	N;MASC;SG
πείραμα	experiências	πείραμα	experiência	N;NOM;NEUT;SG	N;FEM;PL
ούρων	urina	ούρα	urina	N;GEN;MASC;PL	N;FEM;SG
κρέας	carnes	κρέος	carne	N;NOM;NEUT;SG	N;FEM;PL
επαγγελματικά	professional	επαγγελματικά	professional	ADV	N;MASC;SG
επαγγελματικά	profissionais	επαγγελματικά	profissional	ADV	N;MASC;PL
επαγγελματικά	profissional	επαγγελματικά	profissional	ADV	N;MASC;SG
κινγκ	king	κινγκ	king		N;MASC;SG
κινγκ	rei	κινγκ	rei		N;MASC;SG
καθαρή	net	καθερός	net	ADJ;NOM;FEM;SG	N;FEM;SG
καθαρή	líquidos	καθερός	líquido	ADJ;NOM;FEM;SG	N;MASC;PL
καθαρή	rede	καθερός	rede	ADJ;NOM;FEM;SG	N;FEM;SG
καθαρή	puras	καθερός	puro	ADJ;NOM;FEM;SG	ADJ;FEM;PL
καθαρή	puros	καθερός	puro	ADJ;NOM;FEM;SG	ADJ;MASC;PL
καθαρή	pure	καθερός	por	ADJ;NOM;FEM;SG	N;MASC;SG
καθαρή	limpe	καθερός	limpe	ADJ;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
καθαρή	limpar	καθερός	limpar	ADJ;NOM;FEM;SG	V;NFIN
αποδεκτό	aceitáveis	αποδεκτός	aceitável	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μανώλης	manolis	μανώλης	manoli	PROPN;NOM;MASC;SG	N;MASC;SG
σώσει	save	σώνω	save	V;PFV;IND;SG;3;FIN;ACT	N;MASC;SG
σώσει	salve	σώνω	salve	V;PFV;IND;SG;3;FIN;ACT	N;FEM;SG
ειρηνικού	pacífico	ειρηνικός	pacífico	ADJ;GEN;NEUT;SG	N;MASC;SG
ειρηνικού	pacifico	ειρηνικός	pacifico	ADJ;GEN;NEUT;SG	N;MASC;SG
ειρηνικού	pacific	ειρηνικός	pacific	ADJ;GEN;NEUT;SG	N;MASC;SG
ρος	ross	ρος	ross	PROPN;NOM;MASC;SG	N;MASC;SG
ολιμπίκ	olympique	ολιμπίκ	olympique		N;MASC;SG
θήβα	tebas	θήβα	teba	PROPN;ACC;FEM;SG	N;MASC;SG
κλασικό	clássica	κλασικός	clássico	ADJ;NOM;NEUT;SG	N;FEM;SG
κλασικό	clássicos	κλασικός	clássico	ADJ;NOM;NEUT;SG	N;MASC;PL
κλασικό	classic	κλασικός	classic	ADJ;NOM;NEUT;SG	N;MASC;SG
κλασικό	clássico	κλασικός	clássico	ADJ;NOM;NEUT;SG	N;MASC;SG
αιγίδα	auspícios	αιγίδα	auspício	N;ACC;FEM;SG	N;MASC;PL
ρέι	raia	ρέγω	raia		N;FEM;SG
ρέι	ray	ρέγω	ray		N;MASC;SG
αξιοσημείωτη	notáveis	αξιοσημείωτος	notável	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αξιοσημείωτη	notáveis	αξιοσημείωτος	notável	ADJ;NOM;FEM;SG	ADJ;MASC;PL
θωμά	tomé	θωμά	tomé	PROPN;NOM;MASC;SG	N;MASC;SG
θωμά	thomas	θωμά	thoma	PROPN;NOM;MASC;SG	N;FEM;PL
θωμά	tomás	θωμά	tomás	PROPN;NOM;MASC;SG	N;MASC;SG
παππούς	vô	παππούς	vô	N;NOM;MASC;SG	V;IND;SG;1;PRS;FIN
ξένους	desconhecidos	ξένος	desconhecer	ADJ;ACC;MASC;PL	V;MASC;PL;V.PTCP
ξένους	forasteiros	ξένος	forasteiro	ADJ;ACC;MASC;PL	N;MASC;PL
ξένους	forasteiros	ξένος	forasteiro	ADJ;ACC;MASC;PL	N;MASC;PL
ανρί	henrique	ανρί	henrique		N;MASC;SG
ανρί	henri	ανρί	henri		N;MASC;SG
ντραμς	bateria	ντραμς	bateria		N;FEM;SG
ντραμς	tambores	ντραμς	tambor		N;MASC;PL
αναγκαία	necessários	αναγκαίος	necessário	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αναγκαία	necessario	αναγκαίος	necessario	ADJ;NOM;FEM;SG	N;MASC;SG
στήθος	seios	στήθος	seio	N;NOM;NEUT;SG	N;MASC;PL
στήθος	peitos	στήθος	peito	N;NOM;NEUT;SG	N;MASC;PL
στήθος	mamas	στήθος	mama	N;NOM;NEUT;SG	N;FEM;PL
στήθος	seios	στήθος	seio	N;NOM;NEUT;SG	N;MASC;PL
τζιμ	jim	τζιμ	jim		PROPN;MASC;SG
δουλειές	emprego	δουλειή	emprego	N;NOM;FEM;PL	N;MASC;SG
δουλειές	negócio	δουλειή	negócio	N;NOM;FEM;PL	N;MASC;SG
αποτελεσματική	eficientes	αποτελεσματικός	eficiente	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αποτελεσματική	eficazes	αποτελεσματικός	eficaz	ADJ;NOM;FEM;SG	ADJ;FEM;PL
γουέστ	west	γουέστ	west		N;MASC;SG
γουέστ	ocidente	γουέστ	ocidente		N;MASC;SG
γουέστ	oeste	γουέστ	oeste		N;MASC;SG
ερασιτεχνική	amadora	ερασιτεχνικός	amadora	ADJ;NOM;FEM;SG	N;FEM;SG
ερασιτεχνική	amadores	ερασιτεχνικός	amadores	ADJ;NOM;FEM;SG	N;MASC;PL
ερασιτεχνική	amador	ερασιτεχνικός	amador	ADJ;NOM;FEM;SG	N;MASC;SG
εφέ	efeitos	εφέ	efeito		N;MASC;PL
εφέ	efeito	εφέ	efeito		N;MASC;SG
διαφωνία	contestar	διαφωνία	contestar	N;NOM;FEM;SG	V;NFIN
εξοπλισμού	equipamentos	εξοπλισμός	equipamento	N;GEN;MASC;SG	N;MASC;PL
επαναφορά	repor	επαναφορά	repor	N;NOM;FEM;SG	V;NFIN
επαναφορά	reiniciar	επαναφορά	reiniciar	N;NOM;FEM;SG	V;NFIN
επαναφορά	repor	επαναφορά	repor	N;NOM;FEM;SG	V;NFIN
επαναφορά	restaurar	επαναφορά	restaurar	N;NOM;FEM;SG	V;NFIN
επαναφορά	restaurada	επαναφορά	restaurado	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
επαναφορά	restaurados	επαναφορά	restaurado	N;NOM;FEM;SG	V;MASC;PL;V.PTCP
επαναφορά	restaurado	επαναφορά	restaurar	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
πούλησε	vendidos	πουλώ	vender	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
πούλησε	vendidas	πουλώ	vender	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;V.PTCP
φράνσις	francisco	φράνσις	francisco	PROPN;NOM;MASC;SG	N;MASC;SG
φράνσις	francis	φράνσις	franci	PROPN;NOM;MASC;SG	N;MASC;SG
φράνσις	francisca	φράνσις	francisca	PROPN;NOM;MASC;SG	N;FEM;SG
φράνσις	frances	φράνσις	france	PROPN;NOM;MASC;SG	N;MASC;SG
ηλεκτρονικά	eletrônica	ηλεκτρονικά	eletrônico	ADV	N;FEM;SG
ηλεκτρονικά	electrónica	ηλεκτρονικά	electrónica	ADV	N;FEM;SG
ηλεκτρονικά	eletrônicos	ηλεκτρονικά	eletrônico	ADV	N;MASC;PL
ηλεκτρονικά	electrónico	ηλεκτρονικά	eletrônico	ADV	ADJ;MASC;SG
ηλεκτρονικά	eletrônica	ηλεκτρονικά	eletrônico	ADV	N;FEM;SG
ηλεκτρονικά	electrónica	ηλεκτρονικά	electrónica	ADV	N;FEM;SG
ηλεκτρονικά	eletrônicos	ηλεκτρονικά	eletrônico	ADV	N;MASC;PL
ηλεκτρονικά	eletrônico	ηλεκτρονικά	eletrônico	ADV	N;MASC;SG
αχιλλέα	aquiles	αχιλλέα	aquile	PROPN;ACC;MASC;SG	N;MASC;SG
αχιλλέα	achille	αχιλλέα	achillar	PROPN;ACC;MASC;SG	N;MASC;SG
αχιλλέα	aquiles	αχιλλέα	aquile	PROPN;ACC;MASC;SG	N;MASC;SG
αελ	ael	αελ	ael		N;MASC;SG
λείψανα	relíquias	λείπανος	relíquia	V;PFV;IND;PL;3;PST;FIN;ACT	N;FEM;PL
αποκάλυψη	revelações	αποκάλυψη	revelação	N;ACC;FEM;SG	N;FEM;PL
αποκάλυψη	revelações	αποκάλυψη	revelação	N;ACC;FEM;SG	N;FEM;PL
αποκάλυψη	revelar	αποκάλυψη	revelar	N;ACC;FEM;SG	V;NFIN
αποκάλυψη	revele	αποκάλυψη	revelar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
ειδικούς	especialistas	ειδικός	especialista	ADJ;NOM;MASC;PL	N;PL
λιθουανία	lituânia	λιθουανία	lituânia	PROPN;ACC;FEM;SG	N;FEM;SG
γλυπτά	escultura	γλυπτά	escultura	N;NOM;NEUT;PL	N;FEM;SG
ελπίζω	esperemos	ελπίζω	esperar	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;1;PRS;FIN
σάββατο	sábados	σάββατος	sábado	N;ACC;NEUT;SG	N;MASC;PL
υπερβολική	excessivas	υπερβολικός	excessivo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
υπερβολική	excessivos	υπερβολικός	excessivo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
κογκρέσο	congressos	κογκρέσο	congresso	N;NOM;NEUT;SG	N;MASC;PL
διαχωρισμός	dividir	διαχωρισμός	dividir	N;NOM;MASC;SG	V;NFIN
υποτίθεται	pretensamente	υποτίθεμαι	pretensamente	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV
υποτίθεται	supostamente	υποτίθεμαι	supostamente	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV
ρίκα	rica	ρίκα	rico		ADJ;FEM;SG
συντομογραφία	abreviada	συντομογραφία	abreviar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
συντομογραφία	abreviado	συντομογραφία	abreviar	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
χόκεϊ	hóquei	χόκεϊ	hóquei		N;MASC;SG
χόκεϊ	hockey	χόκεϊ	hockey		N;MASC;SG
ρενέ	renee	ρενός	renee		N;FEM;SG
ρενέ	renée	ρενός	renée		N;FEM;SG
ρενέ	rené	ρενός	rené		N;MASC;SG
ρενέ	renato	ρενός	renato		N;MASC;SG
ρενέ	rené	ρενός	rené		N;MASC;SG
ρενέ	rene	ρενός	rene		N;MASC;SG
ρενέ	renée	ρενός	renée		N;FEM;SG
προοδευτική	progressiva	προοδευτικός	progressivo	ADJ;NOM;FEM;SG	N;FEM;SG
πραγματικός	real	πραγματικός	real	ADJ;NOM;MASC;SG	N;MASC;SG
πραγματικός	reais	πραγματικός	real	ADJ;NOM;MASC;SG	N;MASC;PL
πραγματικός	verdadeiros	πραγματικός	verdadeiro	ADJ;NOM;MASC;SG	ADJ;MASC;PL
καθιστώντας	renderização	καθιστώ	renderização	V;IPFV;V.CVB;ACT	N;FEM;SG
τορίνο	torino	τορίνο	torino	PROPN;NOM;NEUT;SG	N;MASC;SG
τορίνο	turim	τορίνο	turim	PROPN;NOM;NEUT;SG	N;MASC;SG
τορίνο	turim	τορίνο	turim	PROPN;NOM;NEUT;SG	N;MASC;SG
γνωρίσει	met	γνωρίζω	met	V;PFV;NFIN;ACT	N;MASC;SG
αναπτύχθηκαν	desenvolvido	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
αναπτύχθηκαν	desenvolvida	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
αναπτύχθηκαν	desenvolveu	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
πρεσβεία	embaixadas	πρεσβεία	embaixada	N;NOM;FEM;SG	N;FEM;PL
φαντασία	fantasias	φαντασία	fantasia	N;NOM;FEM;SG	N;FEM;PL
σοβιετικό	soviético	σοβιετικός	Soviético	ADJ;NOM;NEUT;SG	N;MASC;SG
σοβιετικό	soviéticos	σοβιετικός	soviético	ADJ;NOM;NEUT;SG	N;MASC;PL
σοβιετικό	soviéticas	σοβιετικός	soviético	ADJ;NOM;NEUT;SG	N;FEM;PL
σοβιετικό	soviética	σοβιετικός	soviético	ADJ;NOM;NEUT;SG	N;FEM;SG
ορεινή	montanha	ορεινός	montanha	ADJ;NOM;FEM;SG	N;FEM;SG
ορεινή	montanhosa	ορεινός	montanhoso	ADJ;NOM;FEM;SG	N;FEM;SG
χρήσιμη	utilidade	χρήσιμος	utilidade	ADJ;NOM;FEM;SG	N;FEM;SG
χρήσιμη	úteis	χρήσιμος	útil	ADJ;NOM;FEM;SG	N;MASC;PL
χρήσιμη	úteis	χρήσιμος	útil	ADJ;NOM;FEM;SG	N;MASC;PL
καταγράφεται	gravou	καταγράφω	gravar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
καταγράφεται	gravados	καταγράφω	gravado	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
επιστήμονας	cientistas	επιστήμονας	cientista	N;NOM;MASC;SG	N;MASC;PL
μεταβλητή	variável	μεταβλητής	variável	N;NOM;FEM;SG	ADJ;MASC;SG
μεταβλητή	variáveis	μεταβλητής	variável	N;NOM;FEM;SG	N;MASC;PL
βαρκελώνη	barcelona	βαρκελώνω	barcelona	PROPN;NOM;FEM;PL	N;FEM;SG
ιμπραήμ	ibrahim	ιμπραήμ	ibrahim		N;MASC;SG
νικήσει	beat	νικώ	beat	V;PFV;NFIN;ACT	N;MASC;SG
τρίπολη	trípoli	τρίπολη	trípoli	PROPN;ACC;FEM;SG	N;MASC;SG
τρίπολη	tripoli	τρίπολη	tripoli	PROPN;ACC;FEM;SG	N;MASC;SG
υποδοχή	tomada	υποδοχή	tomar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
λειτουργικά	funcional	λειτουργικός	funcional	ADV	ADJ;MASC;SG
λειτουργικά	funcionais	λειτουργικός	funcional	ADV	N;MASC;PL
λειτουργικά	operacional	λειτουργικός	operacional	ADV	N;MASC;SG
λειτουργικά	operacionais	λειτουργικός	operacional	ADV	N;MASC;PL
προοπτική	perspectivas	προοπτική	perspectiva	N;NOM;FEM;SG	N;FEM;PL
προοπτική	perspectivas	προοπτική	perspectiva	N;NOM;FEM;SG	N;FEM;PL
προοπτική	prospectiva	προοπτική	prospectivo	N;NOM;FEM;SG	ADJ;FEM;SG
ρουάντα	ruanda	ρουάντα	ruanda	PROPN;NOM;FEM;SG	N;FEM;SG
αστρονόμοι	astrônomos	αστρονόμος	astrônomo	ADJ;NOM;MASC;PL	N;MASC;PL
αστρονόμοι	astrónomos	αστρονόμος	astrónomo	ADJ;NOM;MASC;PL	N;MASC;PL
διαδικτυακή	online	διαδικτυακός	online	ADJ;NOM;FEM;SG	N;MASC;SG
αποδείξει	demonstre	αποδεικνύω	demonstre	V;PFV;IND;SG;3;FIN;ACT	V;SBJV;SG;3;PRS;FIN
τεστ	testar	τεστ	testar	N;NOM;NEUT;SG	V;NFIN
τεστ	exames	τεστ	exame	N;NOM;NEUT;SG	N;MASC;PL
τεστ	testes	τεστ	teste	N;NOM;NEUT;SG	N;MASC;PL
τεστ	ensaios	τεστ	ensaio	N;NOM;NEUT;SG	N;MASC;PL
παραδοσιακές	tradicional	παραδοσιακός	tradicional	ADJ;NOM;FEM;PL	ADJ;MASC;SG
σφαίρες	munição	σφαίρα	munição	N;NOM;FEM;PL	N;FEM;SG
δοκιμή	testar	δοκιμή	testar	N;NOM;FEM;SG	V;NFIN
δοκιμή	testando	δοκιμή	testar	N;NOM;FEM;SG	V;V.MSDR
δοκιμή	ensaios	δοκιμή	ensaio	N;NOM;FEM;SG	N;MASC;PL
δοκιμή	testes	δοκιμή	teste	N;NOM;FEM;SG	N;MASC;PL
βίκτορ	vítor	βίκτορ	vítor		N;MASC;SG
βίκτορ	viktor	βίκτορ	viktor		N;MASC;SG
βίκτορ	vítor	βίκτορ	vítor		N;MASC;SG
βίκτορ	victor	βίκτορ	victor		N;MASC;SG
βίκτορ	vitor	βίκτορ	vitor		N;MASC;SG
διόρισε	nomeados	διορίζω	nomear	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
βλάβη	danificado	βλάβη	danificar	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
βλάβη	danificadas	βλάβη	danificar	N;ACC;FEM;SG	V;FEM;PL;V.PTCP
βλάβη	danificados	βλάβη	danificar	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
βλάβη	danificada	βλάβη	danificar	N;ACC;FEM;SG	V;FEM;SG;V.PTCP
βλάβη	danos	βλάβη	dano	N;ACC;FEM;SG	N;MASC;PL
σύγχρονοι	síncrono	σύγχρονος	síncrono	ADJ;NOM;MASC;PL	N;MASC;SG
θετικό	positivos	θετικός	positivo	ADJ;NOM;NEUT;SG	N;MASC;PL
θετικό	positivas	θετικός	positivo	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
θετικό	afirmativo	θετικός	afirmativo	ADJ;NOM;NEUT;SG	N;MASC;SG
θετικό	afirmativa	θετικός	afirmativa	ADJ;NOM;NEUT;SG	N;FEM;SG
λυών	lyon	λύος	lyon	PROPN;ACC;FEM;SG	N;MASC;SG
λυών	lyons	λύος	lyom	PROPN;ACC;FEM;SG	N;MASC;SG
υπερβολικά	excessiva	υπερβολικά	excessivo	ADV	ADJ;FEM;SG
υπερβολικά	excessivas	υπερβολικά	excessivo	ADV	ADJ;FEM;PL
υπερβολικά	excessivos	υπερβολικά	excessivo	ADV	ADJ;MASC;PL
υπερβολικά	excessivo	υπερβολικά	excessivo	ADV	ADJ;MASC;SG
καμερούν	camarões	καμερώ	camarão	PROPN;NOM;NEUT;SG	N;MASC;PL
ολλανδός	holandês	ολλανδός	holandês	PROPN;NOM;MASC;SG	N;MASC;SG
ολλανδός	holandeses	ολλανδός	holandês	PROPN;NOM;MASC;SG	N;MASC;PL
ολλανδός	neerlandês	ολλανδός	neerlandês	PROPN;NOM;MASC;SG	N;MASC;SG
ολλανδός	dutch	ολλανδός	dutch	PROPN;NOM;MASC;SG	N;MASC;SG
κυκλοφορούν	circula	κυκλοφορώ	circular	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
μάιος	pode	μάιος	poder	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
γκραντ	subvenção	γκραντ	subvenção		N;FEM;SG
γκραντ	grant	γκραντ	grant		N;MASC;SG
σκάλα	degraus	σκάλα	degrau	N;NOM;FEM;SG	N;MASC;PL
σκάλα	escadarias	σκάλα	escadaria	N;NOM;FEM;SG	N;FEM;PL
σκάλα	escadas	σκάλα	escada	N;NOM;FEM;SG	N;FEM;PL
μείγμα	misture	μείγμα	misture	N;NOM;NEUT;SG	V;SBJV;SG;3;PRS;FIN
μείγμα	misturar	μείγμα	misturar	N;NOM;NEUT;SG	V;NFIN
μείγμα	misturar	μείγμα	misturar	N;NOM;NEUT;SG	V;NFIN
χαμηλά	baixa	χαμηλός	baixa	ADV	N;FEM;SG
χαμηλά	baixos	χαμηλός	baixo	ADV	N;MASC;PL
χαμηλά	low	χαμηλός	low	ADV	N;MASC;SG
υποδομής	infraestruturas	υποδομή	infraestrutura	N;GEN;FEM;SG	N;FEM;PL
παρακμή	recusar	παρακμή	recusar	N;NOM;FEM;SG	V;NFIN
τεχνικό	técnicos	τεχνικός	técnico	ADJ;NOM;NEUT;SG	N;MASC;PL
τεχνικό	técnico	τεχνικός	técnico	ADJ;NOM;NEUT;SG	N;MASC;SG
τεχνικό	técnica	τεχνικός	técnica	ADJ;NOM;NEUT;SG	N;FEM;SG
αντι	anti	αντι	anti		N;MASC;SG
αντίγραφα	duplicados	αντίγραφο	duplicar	N;NOM;NEUT;PL	V;MASC;PL;V.PTCP
αντίγραφα	duplicadas	αντίγραφο	duplicar	N;NOM;NEUT;PL	V;FEM;PL;V.PTCP
μητρική	motherboard	μητρικός	motherboard	ADJ;NOM;FEM;SG	N;FEM;SG
μητρική	pais	μητρικός	pai	ADJ;NOM;FEM;SG	N;MASC;PL
καθεδρικό	catedral	καθεδρικός	catedral	ADJ;NOM;NEUT;SG	N;FEM;SG
σεργκέι	sergei	σεργκέι	sergir		N;MASC;SG
σεργκέι	sérgio	σεργκέι	sérgio		N;MASC;SG
σεργκέι	sergey	σεργκέι	sergey		PROPN;MASC;SG
συμπεριλαμβάνονται	incluído	συμπεριλαμβάνω	incluir	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
συμπεριλαμβάνονται	incluso	συμπεριλαμβάνω	incluso	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
συμπεριλαμβάνονται	incluido	συμπεριλαμβάνω	incluir	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
υποψήφιο	candidatos	υποψήφιο	candidato	N;NOM;NEUT;SG	N;MASC;PL
πρόσκληση	convide	πρόσκληση	convidir	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
πρόσκληση	convidar	πρόσκληση	convidar	N;ACC;FEM;SG	V;NFIN
πρόσκληση	convida	πρόσκληση	convida	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
νεκρός	morta	νεκρός	morto	ADJ;NOM;MASC;SG	N;FEM;SG
