кама	kama	кам	kams	N;INAN;NOM;FEM;SG	
живые	dzīvošana	живой	dzīvošana	ADJ;NOM;PL	N;NOM;FEM;SG
живые	dzīvo	живой	dzīvot	ADJ;NOM;PL	V;FH;IND;3;POS;PRS;FIN;ACT
живые	spraigas	живой	spraiga	ADJ;NOM;PL	N;NOM;FEM;PL
живые	dzīvs	живой	dzīvs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
живые	dzīva	живой	dzīva	ADJ;NOM;PL	ADJ;NOM;FEM;SG
фбр	fib	фбраценица	fib	N;INAN;NOM;NEUT;SG	PROPN
мар	marts	мар	marts		N;NOM;MASC;SG
рикардо	rikardo	рикардо	rikardot	N;ANIM;NOM;MASC;SG	PROPN
змей	čūsku	змей	čūska	N;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
змей	čūskas	змей	čūska	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
авария	avāriju	авария	avārija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
присоединяется	pievienojas	присоединять	pievienoties	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
миграции	migrācija	миграция	migrācija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
квартале	ceturksnis	квартал	ceturksnis	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
квартале	ceturtdaļa	квартал	ceturtdaļa	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG
включено	iekļāva	включить	iekļaut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
включено	iekļauti	включить	iekļaut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
включено	iekļautas	включить	iekļaut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
включено	ieslēgti	включить	ieslēgt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
включено	ļāva	включить	ļaut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
костюмы	piestāv	костюм	piestāvēt	N;INAN;NOM;MASC;PL	V;FH;IND;3;POS;PRS;FIN;ACT
бан	aizliegt	бан	aizliegt	N;INAN;NOM;MASC;SG	V;POS;NFIN
бан	bun	бан	bun	N;INAN;NOM;MASC;SG	
повстанцы	nemierniekiem	повстанец	nemiernieks	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
ромео	romeo	ромео	romeo	N;INAN;NOM;MASC;SG	
доводы	argumentus	довод	arguments	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
бронза	bronzas	бронза	bronza	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
шаги	pēdās	шаг	pēda	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
квартет	kvarteta	квартет	kvartets	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
алжира	alžīrijas	алжир	alžīrija	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
алжира	alžīrija	алжир	alžīrija	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
филип	philip	филип	philip	N;ANIM;NOM;MASC;SG	
филип	filips	филип	filips	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филип	filip	филип	filipt	N;ANIM;NOM;MASC;SG	
николя	nicolas	николь	nicola	PART	PROPN;NOM;FEM;PL
николя	nicola	николь	nicols	PART	PROPN;NOM;FEM;SG
квалификация	kvalificētu	квалификация	kvalificēt	N;INAN;NOM;FEM;SG	V;PFV;ACC;MASC;SG;PST;V.PTCP
квалификация	kvalifikāciju	квалификация	kvalifikācija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
квалификация	kvalifikācijas	квалификация	kvalifikācija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
квалификация	kvalifikācijas	квалификация	kvalifikācija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
сантос	santos	сантос	sants	N;INAN;NOM;MASC;SG	
организаторы	organizatoriem	организатор	organizators	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
организаторы	organizatoriem	организатор	organizators	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
коллегами	kolēģu	коллега	kolēģis	N;ANIM;INS;MASC;PL	N;ACC;FEM;SG
коллегами	kolēģiem	коллега	kolēģis	N;ANIM;INS;MASC;PL	N;DAT;MASC;PL
коллегами	kolēģi	коллега	kolēģe	N;ANIM;INS;MASC;PL	N;NOM;MASC;PL
походы	pārgājiens	поход	pārgājiens	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
походы	pārgājienā	поход	pārgājiens	N;INAN;NOM;MASC;PL	N;ESS;MASC;SG
походы	pārgājienu	поход	pārgājiens	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
моряков	jūrnieki	моряк	jūrnieks	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
моряков	jūrnieki	моряк	jūrnieks	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
моряков	jūrnieki	моряк	jūrnieks	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
потеря	zaudē	потеря	zaudēt	N;INAN;NOM;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
потеря	zaudēt	потеря	zaudēt	N;INAN;NOM;FEM;SG	V;POS;NFIN
потеря	zudumi	потеря	zudums	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
потеря	zaudējumi	потеря	zaudējums	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
кентукки	kentuki	кентукка	kentuki	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG
получен	saņemtas	получить	saņemt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
получен	saņemtās	получить	saņemt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
получен	saņemti	получить	saņemt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
получен	saņēma	получить	saņemt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
французское	francijas	французский	francija	ADJ;NOM;NEUT;SG	PROPN;NOM;FEM;SG
французское	franču	французский	francis	ADJ;NOM;NEUT;SG	N;GEN;MASC;PL
имеющихся	pieejams	иметься	pieiet	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
имеющихся	pieejami	иметься	pieejams	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
имеющихся	pieejamas	иметься	pieejama	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
имеющихся	pieejama	иметься	pieejama	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
имеющихся	pieejamie	иметься	pieiet	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	V;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
секрет	secret	секрет	secret	N;INAN;NOM;MASC;SG	
секрет	slepeni	секрет	slepenis	N;INAN;NOM;MASC;SG	ADV
секрет	slepens	секрет	slepens	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
электрические	elektrisko	электрический	elektriska	ADJ;NOM;PL	ADJ;ACC;MASC;SG
иерархии	hierarhija	иерархия	hierarhija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
камеру	fotoaparāta	камера	fotoaparāts	N;INAN;ACC;FEM;SG	N;GEN;MASC;SG
камеру	kamera	камера	kamers	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
этнических	etnisko	этнический	etniska	ADJ;GEN;PL	ADJ;ACC;MASC;SG
этнических	etniskā	этнический	etnisks	ADJ;GEN;PL	ADJ;NOM;FEM;SG
гомель	gomeļas	гомель	gomelties	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
чужой	svešzemju	чужой	svešzemes	ADJ;NOM;MASC;SG	N;GEN;FEM;PL
чужой	svešinieks	чужой	svešinieks	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
излучение	starojuma	излучение	starojums	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
методика	metodikas	методика	metodika	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
семян	sēklu	семя	sēkla	N;INAN;GEN;NEUT;PL	N;ACC;MASC;SG
семян	sēklas	семя	sēkla	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
электрический	elektriskas	электрический	elektriska	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
электрический	elektriskie	электрический	elektrisks	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
электрический	elektrisko	электрический	elektriska	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
электрический	elektriskās	электрический	elektriska	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
электрический	elektriskās	электрический	elektriska	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
электрический	elektriskie	электрический	elektrisks	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
электрический	elektrisko	электрический	elektriska	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
комплект	uzstādīt	комплект	uzstādīt	N;INAN;NOM;MASC;SG	V;POS;NFIN
комплект	komplektā	комплект	komplekts	N;INAN;NOM;MASC;SG	N;ESS;MASC;SG
чэнь	chen	чэнь	chen	N;INAN;NOM;MASC;SG	
лоуренс	laurence	лоуренс	laurence	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
полицейские	policija	полицейский	policija	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
полицейские	policijā	полицейский	policija	N;ANIM;NOM;MASC;PL	N;ESS;FEM;SG
полицейские	policiju	полицейский	policija	N;ANIM;NOM;MASC;PL	N;ACC;FEM;SG
утвержден	apstiprinātas	утвердить	apstiprināt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
утвержден	apstiprināti	утвердить	apstiprināt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
префектуре	prefektūra	префектура	prefektūra	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
сухопутные	sauszemes	сухопутный	sauszeme	ADJ;NOM;PL	N;NOM;FEM;PL
собственная	paša	собственный	pats	ADJ;NOM;FEM;SG	PRO;NOM;MASC;SG
собственная	pašu	собственный	pats	ADJ;NOM;FEM;SG	PRO;ACC;MASC;SG
проход	sānā	проход	sāns	N;INAN;NOM;MASC;SG	N;ESS;MASC;SG
рид	niedru	рид	niedrs	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
созыв	sasauc	созыв	sasaukt	N;INAN;NOM;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
отпуск	brīvdienas	отпуск	brīvdiena	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
медицинское	medicīnas	медицинский	medicīna	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
уверены	pārliecināti	уверенный	pārliecināt	ADJ;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
уверены	pārliecināta	уверенный	pārliecināt	ADJ;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
автоматического	automātiska	автоматический	automātiska	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
автоматического	automātiskā	автоматический	automātisks	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
автоматического	automātiski	автоматический	automātiski	ADJ;GEN;MASC;SG	ADV
автоматического	automātiskais	автоматический	automātisks	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
автоматического	automātisks	автоматический	automātisks	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
мыши	pelēm	мышь	pelemt	N;INAN;NOM;FEM;PL	N;DAT;FEM;PL
мыши	pele	мышь	pele	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
лагерей	nometnes	лагерь	nometne	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
лагерей	nometnēs	лагерь	nometne	N;INAN;GEN;MASC;PL	N;ESS;FEM;PL
лагерей	nometnēm	лагерь	nometne	N;INAN;GEN;MASC;PL	N;DAT;FEM;PL
реабилитации	rehabilitācijas	реабилитация	rehabilitācija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
рик	riks	рик	rikt	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
оригинальная	oriģināls	оригинальный	oriģināls	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
оригинальная	oriģinālā	оригинальный	oriģināls	ADJ;NOM;FEM;SG	N;ESS;MASC;SG
оригинальная	sākotnējā	оригинальный	sākotnēja	ADJ;NOM;FEM;SG	ADJ;ESS;FEM;SG
оригинальная	oriģināli	оригинальный	oriģināli	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
оригинальная	oriģināla	оригинальный	oriģināls	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
богатый	bagātas	богатый	bagāta	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
богатый	bagāti	богатый	bagāts	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
грэм	graham	грэм	grahs	N;ANIM;NOM;MASC;SG	
необходимое	nepieciešami	необходимый	nepieciešams	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
призыв	apelāciju	призыв	apelācija	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
ибрагим	ibrahim	ибрагим	ibrahis	N;ANIM;NOM;MASC;SG	
протокола	protokolā	протокол	protokols	N;INAN;GEN;MASC;SG	N;ESS;MASC;SG
протокола	protokols	протокол	protokols	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
толедо	toledo	толедо	toledot	N;INAN;NOM;MASC;SG	PROPN
канадская	kanādas	канадский	kanāda	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG
послов	vēstnieku	посол	vēstnieks	N;ANIM;GEN;MASC;PL	N;ACC;MASC;SG
ходит	pastaigas	ходить	pastaiga	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
моисей	mozus	мойся	mozs	N;ANIM;NOM;MASC;SG	N;ACC;MASC
дайте	dod	дать	dot	V;PFV;IMP;PL;2;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
записано	ierakstīti	записать	ierakstīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
теоретические	teorētiskā	теоретический	teorētiska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
теоретические	teorētisko	теоретический	teorētiska	ADJ;NOM;PL	ADJ;ACC;MASC;SG
теоретические	teorētiska	теоретический	teorētiska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
теоретические	teorētiski	теоретический	teorētiski	ADJ;NOM;PL	ADV
теоретические	teorētiskais	теоретический	teorētisks	ADJ;NOM;PL	ADJ;NOM;MASC;SG
корень	saknes	корень	sakne	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
невский	ņevskis	невский	ņevskis	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
черный	melni	черный	melns	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
черный	melnas	черный	melna	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
аполлон	apollo	аполлон	apolot	N;ANIM;NOM;MASC;SG	
кении	kenijas	кения	kenija	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;PL
кении	kenija	кения	kenija	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;SG
кении	kenijā	кения	kenija	N;INAN;NOM;FEM;PL	PROPN;ESS;FEM;SG
иностранный	ārvalstu	иностранный	ārvalsts	ADJ;NOM;MASC;SG	N;GEN;FEM;PL
иностранный	ārzemju	иностранный	ārzemes	ADJ;NOM;MASC;SG	N;GEN;FEM
шансы	pretrunā	шанс	pretruna	N;INAN;NOM;MASC;PL	N;ESS;FEM;SG
раса	sacensības	раса	sacensība	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
раса	sacīkstes	раса	sacīkste	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
точные	precīzi	точный	precīzi	ADJ;NOM;PL	ADV
точные	precīzs	точный	precīzs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
точные	precīzi	точный	precīzi	ADJ;NOM;PL	ADV
точные	precīza	точный	precīza	ADJ;NOM;PL	ADJ;NOM;FEM;SG
точные	precīzs	точный	precīzs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
обещал	solīts	обещать	solīt	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ближнем	vidū	ближний	vidus	ADJ;ESS;MASC;SG	N;ESS;MASC
ближнем	tuvie	ближний	tuvs	ADJ;ESS;MASC;SG	N;NOM;MASC;PL
ближнем	vidējie	ближний	vidējs	ADJ;ESS;MASC;SG	ADJ;NOM;MASC;PL
бондаренко	bondarenko	бондаренко	bondarenko	N;ANIM;NOM;MASC;SG	PROPN
непрерывно	nepārtrauktu	непрерывно	nepārtraukt	ADV	V;SG;NEG;PRS;FIN
непрерывно	nepārtraukts	непрерывно	nepārtraukt	ADV	ADJ;NOM;MASC;SG
непрерывно	nepārtrauktā	непрерывно	nepārtraukt	ADV	ADJ;NOM;FEM;SG
прованс	provansas	прованс	provans	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
опасных	bīstamas	опасный	bīstama	ADJ;GEN;PL	ADJ;NOM;FEM;PL
опасных	bīstams	опасный	bīstams	ADJ;GEN;PL	ADJ;NOM;MASC;SG
опасных	bīstama	опасный	bīt	ADJ;GEN;PL	ADJ;NOM;FEM;SG
опасных	bīstamā	опасный	bīstams	ADJ;GEN;PL	ADJ;NOM;FEM;SG
опасных	bīstami	опасный	bīstams	ADJ;GEN;PL	ADV
опасных	bīstamas	опасный	bīstama	ADJ;GEN;PL	ADJ;NOM;FEM;PL
опасных	bīstams	опасный	bīstams	ADJ;GEN;PL	ADJ;NOM;MASC;SG
опасных	bīstami	опасный	bīstams	ADJ;GEN;PL	ADV
опасных	bīstama	опасный	bīt	ADJ;GEN;PL	ADJ;NOM;FEM;SG
опасных	bīstamie	опасный	bīstams	ADJ;GEN;PL	ADJ;NOM;MASC;PL
недопустимо	nepieņemams	недопустимый	nepieņemams	ADJ;NEUT;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
недопустимо	nepieņemama	недопустимый	nepieņemt	ADJ;NEUT;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
недопустимо	nepieņemami	недопустимый	nepieņemt	ADJ;NEUT;SG	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
недопустимо	nepieņemams	недопустимый	nepieņemams	ADJ;NEUT;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
недопустимо	nepieņemama	недопустимый	nepieņemt	ADJ;NEUT;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
недопустимо	nepieņemami	недопустимый	nepieņemt	ADJ;NEUT;SG	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
филиппин	filipīnas	филиппин	filipīna	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
филиппин	filipīnu	филиппин	filipīns	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
предпринимателей	uzņēmēji	предприниматель	uzņēmējs	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
пятое	piektajā	пятый	piektā	ADJ;NOM;NEUT;SG	ADJ;ESS;DEF;FEM;SG
подозрения	aizdomas	подозрение	aizdomas	N;INAN;NOM;NEUT;PL	N;NOM;FEM
подозрения	aizdomas	подозрение	aizdomas	N;INAN;NOM;NEUT;PL	N;NOM;FEM
фестивалей	svētki	фестиваль	svētki	N;INAN;GEN;MASC;PL	N;NOM;MASC
фестивалей	festivālos	фестиваль	festivāls	N;INAN;GEN;MASC;PL	N;ESS;MASC;PL
инди	indie	инди	inds	N;INAN;NOM;MASC;SG	
пособия	ieguvums	пособие	ieguvums	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
покрытием	pārklāti	покрытие	pārklāti	N;INAN;INS;NEUT;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
покрытием	pārklāts	покрытие	pārklāt	N;INAN;INS;NEUT;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
активисты	aktīvistus	активист	aktīvists	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
активисты	aktīvistiem	активист	aktīvists	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
ничто	neko	ничто	nekas	PRO;NOM	PRO;ACC;MASC;SG
новость	jaunumi	новость	jaunums	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
новость	ziņas	новость	ziņa	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
вводит	ievieš	вводить	ieviest	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
чешской	čehu	чешский	čehs	ADJ;INS;FEM;SG	N;NOM;MASC;SG
чешской	čehijas	чешский	čehija	ADJ;INS;FEM;SG	PROPN;NOM;FEM;SG
идеология	ideoloģijas	идеология	ideoloģija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
идеология	ideoloģijas	идеология	ideoloģija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
нейтральной	neitrāls	нейтральный	neitrāls	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
нейтральной	neitrāla	нейтральный	neitrālīt	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
нейтральной	neitrāli	нейтральный	neitrāli	ADJ;INS;FEM;SG	ADV
тень	ēnas	тень	ēna	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
тень	ēnu	тень	ēna	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
тень	ēnā	тень	ēna	N;INAN;NOM;FEM;SG	N;ESS;FEM;SG
лауреатов	laureāti	лауреат	laureāts	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
рассуждения	argumentācija	рассуждение	argumentācija	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
терминал	termināli	терминал	termināli	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
терминал	termināļa	терминал	terminālis	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
упор	uzsvaru	упор	uzsvars	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
племен	ciltis	племя	cilts	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
активистов	aktīvistus	активист	aktīvists	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
активистов	aktīvistiem	активист	aktīvists	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
активистов	aktīvisti	активист	aktīvists	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
консоли	pults	консоль	pults	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
бин	bin	бин	bin	PART	
бин	pupas	бин	pupa	PART	N;NOM;FEM;PL
бин	pupu	бин	pups	PART	N;NOM;MASC;SG
тепла	karstums	тепло	karstums	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG
тепла	siltums	тепло	siltums	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG
тепла	siltums	тепло	siltums	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG
традиционная	tradicionālie	традиционный	tradicionāls	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
традиционная	tradicionālo	традиционный	tradicionālo	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
традиционная	tradicionāli	традиционный	tradicionāli	ADJ;NOM;FEM;SG	ADV
миссисипи	misisipi	миссисипи	misisips	N;INAN;NOM;MASC;SG	ADV
конкуренции	konkurence	конкуренция	konkurence	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
бернард	bernard	бернард	bernard	N;ANIM;NOM;MASC;SG	
смита	smith	смита	smith	N;ANIM;ACC;MASC;SG	
смита	smits	смита	smits	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
дели	deli	дели	delis	N;INAN;NOM;MASC;SG	
обширные	plašs	обширный	plašs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
обширные	plaša	обширный	plaša	ADJ;NOM;PL	ADJ;NOM;FEM;SG
киров	kirovas	кир	kirova	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
референдум	referendumā	референдум	referendums	N;INAN;NOM;MASC;SG	N;ESS;MASC;SG
пейзаж	ainavu	пейзаж	ainava	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
пейзаж	ainavas	пейзаж	ainava	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
задних	aizmugure	задний	aizmugure	ADJ;GEN;PL	N;NOM;FEM;SG
задних	aizmugures	задний	aizmugure	ADJ;GEN;PL	N;NOM;FEM;PL
задних	aizmugurē	задний	aizmugure	ADJ;GEN;PL	N;ESS;FEM;SG
задних	aizmugurējā	задний	aizmugurējs	ADJ;GEN;PL	ADJ;ESS;FEM;SG
принимая	ņemšana	принимать	ņemšana	V;IPFV;PRS;V.CVB;ACT	N;NOM;FEM;SG
платить	atalgojums	платить	atalgojums	V;IPFV;NFIN;ACT	N;NOM;MASC;SG
платить	samaksa	платить	samaksa	V;IPFV;NFIN;ACT	N;NOM;FEM;SG
враги	pretinieks	враг	pretinieks	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
враги	ienaidnieks	враг	ienaidnieks	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
мексиканский	meksikas	мексиканский	meksika	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG
кошки	kaķiem	кошка	kaķis	N;ANIM;NOM;FEM;PL	N;DAT;MASC;PL
протесты	protestu	протест	protests	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
протесты	protests	протест	protests	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
протесты	protestus	протест	protests	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
строка	rindā	строка	rinda	N;INAN;NOM;FEM;SG	N;ESS;FEM;SG
альбрехт	albrecht	альбрехт	albrecht	N;ANIM;NOM;MASC;SG	
передние	priekšējais	передний	priekšējs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
передние	fronte	передний	fronte	ADJ;NOM;PL	N;NOM;FEM;SG
передние	priekšpusē	передний	priekšpuse	ADJ;NOM;PL	N;ESS;FEM;SG
передние	priekšā	передний	priekšā	ADJ;NOM;PL	ADV
николаевка	nikolajevka	николаевка	nikolajevks	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
колебания	vilcināšanās	колебание	vilcināšanās	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
молдова	moldovā	молдов	moldovs	N;INAN;NOM;FEM;SG	N;ESS;FEM;SG
молдова	moldovas	молдов	moldova	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
молдова	moldova	молдов	moldot	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
листов	loksnes	лист	loksne	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
мэй	var	мэй	varēt	N;ANIM;NOM;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
мэй	drīkst	мэй	drīkstēt	N;ANIM;NOM;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
