है	האי	है	האי	V;IND;SG;3;PRS;FIN;ACT	
नर्तकी	בלרינה	नर्तकी	בלרינה	N;NOM;FEM;SG;3	PROPN
डगलस	דאגלס	डगलस	דאגלס	PROPN;NOM;MASC;SG;3	PROPN
एलेक्स	אלכס	एलेक्स	אלכס	PROPN;NOM;MASC;SG;3	PROPN
पढ़े	קראי	पढ़े	קראי	V;PFV;MASC;SG;FIN;ACT	PROPN
पढ़े	קריאה	पढ़े	קריאה	V;PFV;MASC;SG;FIN;ACT	N;FEM;SG
पियानो	הפסנתר	पियानो	הפסנתר	N;NOM;MASC;SG;3	V;SG;1;PST;ACT
नियोजित	מתוכנן	नियोजित	תוכנן	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
नियोजित	תכנן	नियोजित	תכנן	ADJ;NOM	V;MASC;SG;3;PST;ACT
यूनिवर्सल	אוניברסלי	यूनिवर्सल	אוניברסלי	N;NOM;MASC;SG;3	PROPN
यूनिवर्सल	יוניברסל	यूनिवर्सल	יוניברסל	N;NOM;MASC;SG;3	PROPN
विधवा	אלמנה	विधवा	אלמנה		PROPN
विधवा	אלמן	विधवा	אלמן		PROPN
विधवा	אלמנה	विधवा	אלמנה		PROPN
असफलता	כשל	असफलता	כשל	N;NOM;FEM;SG;3	
फॉर्म	הטופס	फॉर्म	הטופס	N;NOM;MASC;SG;3	PROPN
पंखों	כנפי	पंख	כנפי	N;ACC;MASC;PL;3	
गज	יארדים	गज	יארדי		N;MASC;PL
गज	יארד	गज	יארד		PROPN
दुर्बल	חלש	दुर्बल	חלש		ADJ;MASC;SG
दुर्बल	חלשים	दुर्बल	חלש		ADJ;MASC;PL
दुर्बल	חלשה	दुर्बल	חלש		N;FEM;SG
स्थूल	שמן	स्थूल	שמן		N;MASC;SG
स्थूल	שמנים	स्थूल	שמן		N;MASC;PL
स्थूल	שמנה	स्थूल	שמנה		PROPN
स्थूल	שומן	स्थूल	שומן		N;MASC;SG
वैचारिक	אידיאולוגי	वैचारिक	אידיאולוגי	PROPN;NOM;SG;3	ADJ;MASC;SG
सर्जन	כירורג	सर्जन	כירורג	N;NOM;MASC;SG;3	PROPN
सर्जन	מנתחת	सर्जन	מנתח	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
सर्जन	מנתח	सर्जन	מנתח	N;NOM;MASC;SG;3	
क्षारीय	אלקלי	क्षारीय	אלקלי	N;NOM	PROPN
क्षारीय	יישר	क्षारीय	יישר	N;NOM	PROPN
क्षारीय	ליישר	क्षारीय	יישר	N;NOM	V;NFIN;ACT
टीके	חיסונים	टीका	חיסון	N;NOM;MASC;SG;3	N;MASC;PL
रोमांचक	מרגשת	रोमांचक	מרגשת	PROPN;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
रोमांचक	מרגש	रोमांचक	ריגש	PROPN;NOM;MASC;SG;3	N;MASC;SG
रोमांचक	מרגשים	रोमांचक	ריגש	PROPN;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;ACT
रोमांचक	מרגשת	रोमांचक	מרגשת	PROPN;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
हीमोग्लोबिन	המוגלובין	हीमोग्लोबिन	המוגלובין	N;NOM;MASC;SG;3	PROPN
गोबर	גללים	गोबर	גלל	N;NOM;MASC;SG;3	N;MASC;PL
डालना	למזוג	डाल	מזג	V;MASC;NFIN;ACT	PROPN
डालना	מזוג	डाल	מזוג	V;MASC;NFIN;ACT	
सांप	סנייק	सांप	סנייק	N;NOM;MASC;SG;3	PROPN
सांप	נחש	सांप	נחש	N;NOM;MASC;SG;3	
सांप	נחשים	सांप	נחשה	N;NOM;MASC;SG;3	N;MASC;PL
गंतव्य	היעד	गंतव्य	היעד	N;NOM;MASC;SG;3	
गंतव्य	ליעד	गंतव्य	ליעד	N;NOM;MASC;SG;3	PROPN
गंतव्य	יעד	गंतव्य	יעד	N;NOM;MASC;SG;3	
गंतव्य	יעדים	गंतव्य	יעד	N;NOM;MASC;SG;3	N;MASC;PL
संभाल	הידית	संभाल	הידית	V;FIN;ACT	PROPN
संभाल	ידית	संभाल	ידית	V;FIN;ACT	N;FEM;SG
गन	אקדח	गन	אקדח		N;MASC;SG
गन	רובה	गन	רובה		PROPN
उल्टी	הקאה	उल्टी	הקאה		N;FEM;SG
उल्टी	הקאה	उल्टी	הקאה		N;FEM;SG
उल्टी	הקאות	उल्टी	הקאה		N;FEM;PL
रेलगाड़ी	טריין	रेलगाड़ी	טריין	N;NOM;FEM;SG;3	PROPN
यादृच्छिक	מקרי	यादृच्छिक	מקרה	N;NOM;3	PROPN
यादृच्छिक	אקראי	यादृच्छिक	אקראי	N;NOM;3	ADJ;MASC;SG
यादृच्छिक	אקראית	यादृच्छिक	אקראי	N;NOM;3	ADV
क्रिस्टोफर	כריסטופר	क्रिस्टोफर	כריסטופר	PROPN;NOM;MASC;SG;3	PROPN
सचमुच	מילולית	सचमुच	מילולי		ADV
सचमुच	באמת	सचमुच	באמת		ADV
सचमुच	ממש	सचमुच	ממש		ADV
किरन	קירן	किरन	קירן	PROPN;NOM;FEM;SG;3	PROPN
मॉरिसन	מוריסון	मॉरिसन	מוריסון	PROPN;NOM;MASC;SG;3	PROPN
रतन	ראטן	रतन	ראטן	PROPN;NOM;MASC;SG;3	PROPN
साँप	סנייק	साँप	סנייק	N;NOM;MASC;SG;3	PROPN
साँप	נחש	साँप	נחש	N;NOM;MASC;SG;3	
लड़ा	רבנו	लड़ा	רב	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
लड़ा	לחמו	लड़ा	לחמו	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
लड़ा	נלחמו	लड़ा	נלחם	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;3;PST;MID
चिप	שבב	चिप	שבב		PROPN
सींग	הורן	सींग	הורן	N;NOM;MASC;SG;3	PROPN
सींग	צופר	सींग	צופר	N;NOM;MASC;SG;3	PROPN
डूब	טביעה	डूब	טביעה	V;ACT	N;FEM;SG
जन्मजात	מולד	जन्मजात	מולד	PROPN;NOM;MASC;SG;3	
खोजा	גילו	खोजा	גילה	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;3;PST;ACT
खोजा	חיפש	खोजा	חיפש	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;SG
खोजा	חיפשו	खोजा	חיפש	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;3;PST;ACT
तदनुसार	בהתאם	तदनुसार	בהתאם		ADV
अमित	עמית	अमित	עמית	PROPN;NOM;MASC;SG;3	PROPN
पिच	המגרש	पिच	המגרש	N;NOM;FEM;SG;3	PROPN
झरना	פולס	झरना	פולס	N;NOM;MASC;SG;3	PROPN
झरना	נופל	झरना	נפל	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
झरना	מפלים	झरना	מפלים	N;NOM;MASC;SG;3	N;MASC;PL
अनुमोदित	מאושר	अनुमोदित	מאושר	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अनुमोदित	אושר	अनुमोदित	אושר	PROPN;NOM;MASC;SG;3	PROPN
अनुमोदित	אושרו	अनुमोदित	אושר	PROPN;NOM;MASC;SG;3	V;PL;3;PST;PASS
अनुमोदित	אושרה	अनुमोदित	אושר	PROPN;NOM;MASC;SG;3	V;FEM;SG;3;PST;PASS
सीमांत	שולית	सीमांत	שולית	N;NOM;MASC;SG;3	ADJ;FEM;SG
सीमांत	שולי	सीमांत	שול	N;NOM;MASC;SG;3	
जीभ	לשון	जीभ	לשון	N;NOM;FEM;SG;3	
स्विट्जरलैंड	שוויץ	स्विट्जरलैंड	שווייץ	PROPN;NOM;MASC;SG;3	PROPN
स्विट्जरलैंड	שווייץ	स्विट्जरलैंड	שווייץ	PROPN;NOM;MASC;SG;3	PROPN
लॉग	יומנים	लॉग	יומן	N;NOM;MASC;SG;3	N;MASC;PL
लॉग	יומן	लॉग	יומן	N;NOM;MASC;SG;3	PROPN
पागल	מטורפת	पागल	מטורף		ADJ;FEM;SG
पागल	טירוף	पागल	טירוף		PROPN
पागल	משוגעת	पागल	משוגע		V;FEM;SG;V.PTCP;PASS
पागल	מטורף	पागल	הוטרף		V;MASC;SG;V.PTCP;PASS
पागल	משוגע	पागल	משוגע		PROPN
सिलिकॉन	סיליקון	सिलिकॉन	סיליקון	N;NOM;MASC;SG;3	PROPN
सिलिकॉन	הסיליקון	सिलिकॉन	הסיליקון	N;NOM;MASC;SG;3	PROPN
बेंजामिन	בנימין	बेंजामिन	בנימין	PROPN;NOM;MASC;SG;3	PROPN
होनेवाली	חולף	हो	חלף	V;FIN;ACT	PROPN
होनेवाली	חולפת	हो	חולף	V;FIN;ACT	ADJ;FEM;SG
सॉसेज	נקניקייה	सॉसेज	נקניקייה	N;NOM;MASC;SG;3	PROPN
सहानुभूति	אמפתיה	सहानुभूति	אמפתיה	N;NOM;FEM;SG;3	PROPN
लूट	שלל	लूट	שלל	PROPN;NOM;MASC;SG;3	
विनियमित	לווסת	विनियमित	לווסה	ADJ;NOM	V;NFIN;ACT
एंडरसन	אנדרסון	एंडरसन	אנדרסון	PROPN;NOM;MASC;SG;3	PROPN
मुकुट	הכתר	मुकुट	הכתר	N;NOM;MASC;SG;3	
मुकुट	קראון	मुकुट	קראון	N;NOM;MASC;SG;3	PROPN
गिल	גיל	गिल	גיל	PROPN;NOM;SG;3	N;MASC;SG
मजबूती	כח	मजबूती	כוח	N;NOM;FEM;SG;3	
भण्डार	סטוק	भण्डार	סטוק	N;NOM;MASC;SG;3	PROPN
भण्डार	מניה	भण्डार	מניה	N;NOM;MASC;SG;3	
भण्डार	מלאי	भण्डार	מלאי	N;NOM;MASC;SG;3	
भण्डार	מניות	भण्डार	מנייה	N;NOM;MASC;SG;3	N;FEM;PL
ड्रग	תרופה	ड्रग	תרופה	PROPN;NOM;MASC;SG;3	N;FEM;SG
ड्रग	סמים	ड्रग	סם	PROPN;NOM;MASC;SG;3	N;MASC;PL
बॉम्बे	בומביי	बॉम्बे	בומביי	PROPN;NOM;MASC;SG;3	PROPN
मिशिगन	מישיגן	मिशिगन	מישיגן	PROPN;NOM;MASC;SG;3	PROPN
डकोटा	דקוטה	डकोटा	דקוט	PROPN;NOM;MASC;SG;3	PROPN
सेंटीमीटर	סנטימטרים	सेंटीमीटर	סנטימטר	N;NOM;MASC;SG;3	N;MASC;PL
सेंटीमीटर	סנטימטרים	सेंटीमीटर	סנטימטר	N;NOM;MASC;SG;3	N;MASC;PL
सीने	חזה	सीना	חזה	N;NOM;MASC;SG;3	PROPN
पीट	פיט	पीट	פיט	PROPN;NOM;MASC;SG;3	PROPN
बॉबी	בובי	बॉबी	בובי	PROPN;NOM;MASC;SG;3	PROPN
बिशप	בישופ	बिशप	בישופ	PROPN;NOM;MASC;SG;3	PROPN
बिशप	בישוף	बिशप	בישוף	PROPN;NOM;MASC;SG;3	PROPN
दुर्भाग्य	לצערי	दुर्भाग्य	לצערי	CONJ	ADV
संतृप्त	רוויה	संतृप्त	רוויה	N;NOM;MASC;SG;3	
संतृप्त	רווי	संतृप्त	רווה	N;NOM;MASC;SG;3	PROPN
लैस	לייסי	लैस	לייסי	ADJ	PROPN
पड़ोस	שכונת	पड़ोस	שכונה	N;NOM;MASC;SG;3	PROPN
पड़ोस	השכונה	पड़ोस	השכונה	N;NOM;MASC;SG;3	
पड़ोस	שכונות	पड़ोस	שכונה	N;NOM;MASC;SG;3	N;FEM;PL
न्यास	הקרן	न्यास	הקרן	N;NOM;MASC;SG;3	
फोरम	פורום	फोरम	פורום	N;NOM;FEM;SG;3	ADV
एथेंस	אתונה	एथेंस	אתונה	PROPN;NOM;MASC;SG;3	PROPN
पूँछ	זנב	पूँछ	None	N;NOM;FEM;SG;3	PROPN
पूँछ	הזנב	पूँछ	הזנב	N;NOM;FEM;SG;3	PROPN
धीमा	איטי	धीमा	איטי	N;NOM;MASC;SG;3	ADJ;MASC;SG
चिन	סנטר	चिन	סנטר	PROPN;NOM;MASC;SG;3	PROPN
लड़का	בוי	लड़का	בוי	N;NOM;MASC;SG;3	PROPN
मनोनीत	למנות	मनोनीत	None	PROPN;NOM;MASC;SG;3	V;NFIN
मनोनीत	מועמדת	मनोनीत	מועמד	PROPN;NOM;MASC;SG;3	N;FEM;SG
मनोनीत	מועמדות	मनोनीत	הועמד	PROPN;NOM;MASC;SG;3	
मनोनीत	מועמד	मनोनीत	מועמד	PROPN;NOM;MASC;SG;3	N;MASC;SG
बॉडी	הגוף	बॉडी	הגוף	N;NOM;FEM;SG;3	
संकोच	להסס	संकोच	היסס	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
संकोच	מהססת	संकोच	היססה	PROPN;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
पीतल	פליז	पीतल	פליז	N;NOM;FEM;SG;3	
पीतल	בראס	पीतल	בראס	N;NOM;FEM;SG;3	PROPN
गुजर	חולף	गुजर	חלף	V;ACT	PROPN
गुजर	חולפת	गुजर	חולף	V;ACT	ADJ;FEM;SG
बोतल	הבקבוק	बोतल	הבקבוק	N;NOM;FEM;SG;3	PROPN
पिस्टन	פיסטון	पिस्टन	פיסטון	N;NOM;MASC;SG;3	PROPN
त्रिज्या	רדיוס	त्रिज्या	רדיוס	N;NOM;FEM;SG;3	PROPN
तुम्हारा	שלך	तुम्हारा	שלך	PRO;MASC;SG;3	
सस्ता	זולה	सस्ता	זולה	ADJ;NOM;MASC;SG	N;FEM;SG
सस्ता	זולים	सस्ता	זול	ADJ;NOM;MASC;SG	N;MASC;PL
सस्ता	קמצן	सस्ता	קמצן	ADJ;NOM;MASC;SG	N;MASC;SG
सस्ता	בזול	सस्ता	בזול	ADJ;NOM;MASC;SG	
चेन	חן	चेन	חן	N;NOM;FEM;SG;3	
आर्द्रता	הלחות	आर्द्रता	הלחה	N;NOM;FEM;SG;3	N;FEM;PL
समन्वित	מתואם	समन्वित	מתואם	ADJ;NOM	PROPN
समन्वित	תיאום	समन्वित	תיאום	ADJ;NOM	N;MASC;SG
संचिका	קבצים	संचिका	קבץ	N;NOM;FEM;SG;3	N;MASC;PL
संचिका	תיקים	संचिका	תיק	N;NOM;FEM;SG;3	N;MASC;PL
संचिका	קובץ	संचिका	קובץ	N;NOM;FEM;SG;3	PROPN
संचिका	הקובץ	संचिका	הקובץ	N;NOM;FEM;SG;3	PROPN
स्पष्टीकरण	הסברים	स्पष्टीकरण	הסבר	N;NOM;MASC;SG;3	N;MASC;PL
निराश	מאוכזבים	निराश	מאוכזב	ADJ	V;MASC;PL;V.PTCP;PASS
निराश	מאוכזבת	निराश	מאוכזב	ADJ	V;FEM;SG;V.PTCP;PASS
निराश	מאוכזב	निराश	אוכזב	ADJ	V;MASC;SG;V.PTCP;PASS
निराश	גועל	निराश	גועל	ADJ	
निराश	נגעל	निराश	נגעל	ADJ	V;MASC;SG;MID
निराश	מתוסכלת	निराश	מתוסכל	ADJ	V;FEM;SG;V.PTCP;PASS
निराश	מתוסכל	निराश	מתוסכל	ADJ	V;MASC;SG;V.PTCP;PASS
निराश	תסכול	निराश	תסכול	ADJ	N;MASC;SG
यूट्यूब	טיוב	यूट्यूब	טיוב	N;NOM;MASC;SG;3	PROPN
यूट्यूब	youtube	यूट्यूब	None	N;NOM;MASC;SG;3	
यूट्यूब	יוטיוב	यूट्यूब	יוטיוב	N;NOM;MASC;SG;3	PROPN
श्रुति	התגלות	श्रुति	התגלות	PROPN;NOM;FEM;SG;3	N;FEM;SG
यथार्थवादी	מציאותי	यथार्थवादी	מציאות	PROPN;NOM;SG;3	ADJ;MASC;SG
यथार्थवादी	מציאותיים	यथार्थवादी	מציאותי	PROPN;NOM;SG;3	ADJ;MASC;PL
यथार्थवादी	ריאלי	यथार्थवादी	ריאלי	PROPN;NOM;SG;3	ADJ;MASC;SG
यथार्थवादी	מציאותית	यथार्थवादी	מציאותית	PROPN;NOM;SG;3	ADV
शक्तियाँ	פאוורס	शक्ति	פאוורס	N;NOM;FEM;PL;3	PROPN
सान	סאן	सान	סאן	PROPN;NOM;MASC;SG;3	PROPN
सान	סן	सान	סן	PROPN;NOM;MASC;SG;3	PROPN
आंकड़ा	דאטה	आंकड़ा	דאטה	N;NOM;MASC;SG;3	PROPN
आंकड़ा	נתונים	आंकड़ा	נתון	N;NOM;MASC;SG;3	N;MASC;PL
कारखाना	המפעל	कारखाना	המפעל	N;NOM;MASC;SG;3	PROPN
किम	קים	किम	קים	PROPN;NOM;MASC;SG;3	PROPN
फलक	הלוח	फलक	הלוח	N;NOM;MASC;SG;3	
फलक	קרש	फलक	קרש	N;NOM;MASC;SG;3	
फलक	לוח	फलक	לוח	N;NOM;MASC;SG;3	
फलक	לוחות	फलक	לוח	N;NOM;MASC;SG;3	N;MASC;PL
फलक	פנל	फलक	פנל	N;NOM;MASC;SG;3	PROPN
फलक	פאנל	फलक	פנל	N;NOM;MASC;SG;3	
फलक	לוח	फलक	לוח	N;NOM;MASC;SG;3	
स्वर्गीय	השמימי	स्वर्गीय	השמים	PROPN;NOM;MASC;SG;3	ADV
पते	כתובות	पता	כתובת	N;NOM;MASC;SG;3	N;FEM;PL
ध्वन्यात्मक	הפונטי	ध्वन्यात्मक	הפונטי	N;NOM;MASC;SG;3	PROPN
निपुण	מאסטר	निपुण	מאסטר	ADP	PROPN
निपुण	אדון	निपुण	אדון	ADP	
निपुण	מסטר	निपुण	מסטר	ADP	PROPN
मिसाल	משל	मिसाल	משל	N;NOM;FEM;SG;3	
निलंबित	מושהה	निलंबित	הושהה	ADJ	
निलंबित	מושעה	निलंबित	מושעה	ADJ	V;MASC;SG;V.PTCP;PASS
निलंबित	הושעה	निलंबित	הושעה	ADJ	V;MASC;SG;3;PST;PASS
डार्विन	דרווין	डार्विन	דרווין	PROPN;NOM;MASC;SG;3	PROPN
डार्विन	דארווין	डार्विन	דארווין	PROPN;NOM;MASC;SG;3	PROPN
बंदूक	רובה	बंदूक	רובה	N;NOM;FEM;SG;3	PROPN
कलश	חשיש	कलश	חשיש	PROPN;NOM;MASC;SG;3	PROPN
कलश	סיר	कलश	סיר	PROPN;NOM;MASC;SG;3	PROPN
कलश	פינקל	कलश	פינקל	PROPN;NOM;MASC;SG;3	PROPN
कंपन	תנודות	कंपन	תנודה		N;FEM;PL
कंपन	רטט	कंपन	רטט		N;MASC;SG
कंपन	רטט	कंपन	רטט		N;MASC;SG
संवेग	מומנטום	संवेग	מומנטום	N;NOM;MASC;SG;3	PROPN
बाघों	נמר	बाघ	נמר	N;ACC;MASC;PL;3	
बाघों	טייגר	बाघ	טייגר	N;ACC;MASC;PL;3	PROPN
बाघों	טיגריס	बाघ	טיגריס	N;ACC;MASC;PL;3	PROPN
वंशावली	גנאלוגיה	वंशावली	גנאלוגיה	N;NOM;FEM;SG;3	PROPN
रहीम	רחים	रहीम	רחים	PROPN;NOM;MASC;SG;3	PROPN
बचाया	חולץ	बचा	חולץ	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
एस्टेट	מקרקעין	एस्टेट	מקרקעין	N;NOM;MASC;SG;3	N;MASC;PL
गुरुवार	חמישי	गुरुवार	חמישי	PROPN;NOM;MASC;SG;3	PROPN
गुरुवार	חמישי	गुरुवार	חמישי	PROPN;NOM;MASC;SG;3	PROPN
वॉल्ट	וולט	वॉल्ट	ולט	PROPN;NOM;MASC;SG;3	PROPN
वॉल्ट	כספת	वॉल्ट	כסף	PROPN;NOM;MASC;SG;3	PROPN
विस्थापित	העקורים	विस्थापित	העקור	ADJ	N;MASC;PL
जटिलताओं	סיבוך	जटिलता	סיבוך	N;ACC;FEM;PL;3	N;MASC;SG
कोकेन	קוקאין	कोकेन	קוקאין	N;NOM;MASC;SG;3	PROPN
आमिर	amir	आमिर	amir	PROPN;NOM;MASC;SG;3	
आमिर	אמיר	आमिर	אמיר	PROPN;NOM;MASC;SG;3	PROPN
आमिर	עמיר	आमिर	עמיר	PROPN;NOM;MASC;SG;3	PROPN
उमर	עומר	उमर	עומר	PROPN;NOM;MASC;SG;3	
उमर	עומאר	उमर	עומאר	PROPN;NOM;MASC;SG;3	PROPN
मिलर	מילר	मिलर	מילר	PROPN;NOM;MASC;SG;3	PROPN
ललिता	לאליטה	ललिता	לאליטה	PROPN;NOM;FEM;SG;3	N;FEM;SG
रज़ा	רזא	रज़ा	רזא	PROPN;NOM;MASC;SG;3	PROPN
जानबूझकर	מכוונת	जानबूझकर	מכוון	ADV	ADJ;FEM;SG
जानबूझकर	מכוון	जानबूझकर	מכוון	ADV	ADJ;MASC;SG
नशे	שיכורים	नशा	שיכור	N;NOM;MASC;SG;3	N;MASC;PL
नशे	שיכור	नशा	שיכור	N;NOM;MASC;SG;3	
नशे	שתוי	नशा	שתוי	N;NOM;MASC;SG;3	
पुकारा	נקרא	पुकार	נקרא	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST;MID
झंडा	הדגל	झंडा	הדגל	N;NOM;MASC;SG;3	
ग्लास	גלאס	ग्लास	גלאס	N;NOM;MASC;SG;3	PROPN
आंत	המעי	आंत	המעי	N;NOM;FEM;SG;3	PROPN
आंत	מעי	आंत	מעי	N;NOM;FEM;SG;3	PROPN
फ़ुट	רגל	फोुट	רגל	N;NOM;MASC;SG;3	
फ़ुट	מטר	फोुट	מטר	N;NOM;MASC;SG;3	PROPN
फ़ुट	רגליים	फोुट	רגל	N;NOM;MASC;SG;3	N;FEM;PL
सिगार	סיגר	सिगार	סיגר	N;NOM;MASC;SG;3	PROPN
यूक्रेन	אוקראינה	यूक्रेन	אוקראינה	PROPN;NOM;MASC;SG;3	PROPN
रुपया	רופי	रुपया	רופי	N;NOM;MASC;SG;3	PROPN
वाइल्ड	ויילד	वाइल्ड	ויילד	PROPN;NOM;MASC;SG;3	PROPN
वाइल्ड	ווילד	वाइल्ड	ווילד	PROPN;NOM;MASC;SG;3	PROPN
निसान	ניסן	निसान	ניסן	PROPN;NOM;MASC;SG;3	PROPN
पाद	נאד	पाद	נאד		PROPN
दैत्य	הענק	दैत्य	הענק	PROPN;NOM;MASC;SG;3	
दैत्य	ענק	दैत्य	ענק	PROPN;NOM;MASC;SG;3	N;MASC;SG
दैत्य	ענקית	दैत्य	ענקי	PROPN;NOM;MASC;SG;3	ADV
दैत्य	מפלצת	दैत्य	פילץ	PROPN;NOM;MASC;SG;3	N;FEM;SG
प्रक्रम	התהליך	प्रक्रम	התהליך	N;NOM;MASC;SG;3	V;MASC;SG;3;PST;ACT
गवाह	עדים	गवाह	עד	N;NOM;MASC;SG;3	N;MASC;PL
गवाह	עדה	गवाह	עדה	N;NOM;MASC;SG;3	
गवाह	העד	गवाह	העד	N;NOM;MASC;SG;3	
गवाह	עדים	गवाह	עד	N;NOM;MASC;SG;3	N;MASC;PL
क्रिश्चियन	כריסטיאן	क्रिश्चियन	כריסטיאן	PROPN;NOM;MASC;SG;3	PROPN
क्रिश्चियन	נוצרי	क्रिश्चियन	נוצרי	PROPN;NOM;MASC;SG;3	PROPN
क्रिश्चियन	נצרות	क्रिश्चियन	נצרות	PROPN;NOM;MASC;SG;3	N;FEM;SG
बेकर	אופה	बेकर	אופה	PROPN;NOM;MASC;SG;3	PROPN
बेकर	בייקר	बेकर	ייקר	PROPN;NOM;MASC;SG;3	PROPN
बेकर	בקר	बेकर	בקר	PROPN;NOM;MASC;SG;3	
कांड	סקנדל	कांड	סקנדל	N;NOM;MASC;SG;3	PROPN
गर्व	גאים	गर्व	גאים		V;MASC;PL;V.PTCP;ACT
गर्व	גאווה	गर्व	גאווה		N;FEM;SG
मिठाई	מתוקים	मिठा	מתוק	N;NOM;FEM;SG;3	ADJ;MASC;PL
मिठाई	מתוקה	मिठा	מתוקה	N;NOM;FEM;SG;3	PROPN
मिठाई	מתוקות	मिठा	מתוק	N;NOM;FEM;SG;3	ADJ;FEM;PL
मिठाई	מתוק	मिठा	מתוק	N;NOM;FEM;SG;3	
मिठाई	הקינוח	मिठा	הקינוח	N;NOM;FEM;SG;3	PROPN
मिठाई	מתוקים	मिठा	מתוק	N;NOM;FEM;SG;3	ADJ;MASC;PL
मिठाई	ממתקים	मिठा	ממתק	N;NOM;FEM;SG;3	N;MASC;PL
चांद	מון	चांद	מון		PROPN
चांद	ירח	चांद	ירח		PROPN
चांद	הירח	चांद	הירח		PROPN
सड़कें	רחובות	सड़क	רחובות	N;NOM;FEM;PL;3	PROPN
प्रीमियम	פרמיות	प्रीमियम	פרמיה	N;NOM;MASC;SG;3	N;FEM;PL
प्रीमियम	פרימיום	प्रीमियम	פרימיום	N;NOM;MASC;SG;3	PROPN
घेरा	היקפי	घेरा	היקף	N;NOM;MASC;SG;3	PROPN
घेरा	המעגל	घेरा	המעגל	N;NOM;MASC;SG;3	PROPN
एक्सेस	הגישה	एक्सेस	הגיש	N;NOM;MASC;SG;3	V;FEM;SG;3;PST;ACT
वेबसाईट	אתרים	वेबसाईट	אתר	N;NOM;FEM;SG;3	N;MASC;PL
स्क्रिप्ट	תסריטים	स्क्रिप्ट	תסריט	N;NOM;FEM;SG;3	N;MASC;PL
स्क्रिप्ट	התסריט	स्क्रिप्ट	התסריט	N;NOM;FEM;SG;3	
गर्भगृह	סלה	गर्भगृह	סל	N;NOM;MASC;SG;3	PROPN
डिजाइनर	מעצבים	डिजाइनर	מעצב	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;ACT
डिजाइनर	מעצבת	डिजाइनर	עיצב	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
डिजाइनर	מעצב	डिजाइनर	מעצב	N;NOM;MASC;SG;3	
अग्र	קדמי	अग्र	קדם		PROPN
अग्र	החזית	अग्र	החזית		ADV
अग्र	חזית	अग्र	חזית		N;FEM;SG
अग्र	לחזית	अग्र	לחזית		ADV
विपक्षी	אנטגוניסט	विपक्षी	אנטגוניסט	N;NOM;MASC;SG;3	PROPN
बहिष्कार	להחרים	बहिष्कार	החרים	N;NOM;MASC;SG;3	V;NFIN;ACT
टमाटर	עגבניות	टमाटर	עגבני	N;NOM;MASC;SG;3	N;FEM;PL
टमाटर	העגבניות	टमाटर	העגבניות	N;NOM;MASC;SG;3	N;FEM;PL
टमाटर	עגבניות	टमाटर	עגבני	N;NOM;MASC;SG;3	N;FEM;PL
खरीदारी	לרכישה	खरीदारी	לרכישה	N;NOM;FEM;SG;3	
खरीदारी	קניות	खरीदारी	קנייה	N;NOM;FEM;SG;3	N;FEM;PL
फेयर	הוגן	फेयर	הוגן		ADJ;MASC;SG
फेयर	הוגנת	फेयर	הוגן		ADV
प्रतीकात्मक	סמלי	प्रतीकात्मक	סמל	N;NOM;MASC;SG;3	
प्रतीकात्मक	סמלית	प्रतीकात्मक	סמלי	N;NOM;MASC;SG;3	ADV
शंकु	חרוט	शंकु	חרוט	N;NOM;MASC;SG;3	PROPN
वृद्ध	ישנה	वृद्ध	ישן	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
वृद्ध	זקן	वृद्ध	זקן	PROPN;NOM;MASC;SG;3	
वृद्ध	ישן	वृद्ध	ישן	PROPN;NOM;MASC;SG;3	PROPN
वृद्ध	זקנה	वृद्ध	זקן	PROPN;NOM;MASC;SG;3	N;FEM;SG
पर्दे	וילונות	पर्दा	וילונות	N;NOM;MASC;SG;3	N;MASC;PL
घोटाले	סקנדל	घोटाला	סקנדל	N;NOM;MASC;SG;3	PROPN
लाभांश	דיבידנד	लाभांश	דיבידנד	N;NOM;MASC;SG;3	PROPN
राजी	לשכנע	राजी	שכנע	ADJ	V;NFIN;ACT
राजी	שכנע	राजी	שכנע	ADJ	V;MASC;SG;3;PST;ACT
आटा	קמח	आटा	קמח	N;NOM;MASC;SG;3	
आटा	הבצק	आटा	הבצק	N;NOM;MASC;SG;3	PROPN
