loại	napíšte	loại	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
chia	zdieľané	chia	zdieľaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
chia	rozdelená	chia	rozdelený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
chia	rozdelený	chia	rozdelený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
chia	rozdelené	chia	rozdelený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
chia	zdieľanie	chia	zdieľanie	V	N;NOM;NEUT;SG
chia	rozdelenie	chia	rozdelenie	V	N;NOM;NEUT;SG
chia	delenie	chia	delenie	V	N;NOM;NEUT;SG
ruồi	fly	ruồi	fly	N	
ruồi	letieť	ruồi	letieť	N	V;IPFV;POS;NFIN
ruồi	letia	ruồi	letieť	N	V;IPFV;IND;PL;3;POS;PRS;FIN
ruồi	lietať	ruồi	lietať	N	V;IPFV;POS;NFIN
ruồi	lieta	ruồi	lieto	N	V;IPFV;IND;SG;3;POS;PRS;FIN
ruồi	letí	ruồi	letieť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
phạm	trestných	phạm	trestný	N	ADJ;GEN;MASC;PL
phạm	trestné	phạm	trestný	N	ADJ;NOM;NEUT;SG
phạm	trestná	phạm	trestný	N	ADJ;NOM;FEM;SG
chọn	výber	chọn	výber	V	N;INAN;NOM;MASC;SG
chọn	vyber	chọn	vyber	V	INTJ
chọn	výber	chọn	výber	V	N;INAN;NOM;MASC;SG
lục	green	lục	green	N	PROPN;ANIM;NOM;MASC;SG
lục	zelený	lục	zelený	N	ADJ;ANIM;NOM;MASC;SG
lục	zelené	lục	zelený	N	ADJ;NOM;NEUT;SG
lục	zelená	lục	zelený	N	ADJ;NOM;FEM;SG
đai	deportovaný	đai	deportovaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tông	konkrétny	tông	konkrétny	N	ADJ;INAN;NOM;MASC;SG
tông	konkrétna	tông	konkrétny	N	ADJ;NOM;FEM;SG
tông	konkrétne	tông	konkrétny	N	ADJ;NOM;NEUT;SG
tông	riadil	tông	riadiť	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tông	jazdil	tông	jazdiť	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tông	šoféroval	tông	šoférovať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tuần	tyzden	tuần	tyzden	N	INTJ
ngoại	starka	ngoại	starka	N	PROPN;NOM;FEM;SG
trực	priame	trực	priamy	V	ADJ;NOM;NEUT;SG
trực	priama	trực	priama	V	N;NOM;FEM;SG
trực	priamo	trực	priamo	V	ADV
trực	priamy	trực	priamy	V	ADJ;INAN;NOM;MASC;SG
trực	direct	trực	direct	V	
dung	obsahu	dung	obsah		N;INAN;GEN;MASC;SG
dung	obsah	dung	obsah		N;INAN;NOM;MASC;SG
dung	spokojná	dung	spokojný		ADJ;NOM;FEM;SG
dung	hnoj	dung	hnoj		N;INAN;NOM;MASC;SG
dung	obsahu	dung	obsah		N;INAN;GEN;MASC;SG
dung	obsah	dung	obsah		N;INAN;NOM;MASC;SG
dung	obsahom	dung	obsah		N;INAN;INS;MASC;SG
bệnh	chorý	bệnh	chorý	N	ADJ;ANIM;NOM;MASC;SG
bệnh	chorí	bệnh	choriť	N	ADJ;ANIM;NOM;MASC;PL
bệnh	chorá	bệnh	chorý	N	ADJ;NOM;FEM;SG
bệnh	choré	bệnh	chorý	N	ADJ;NOM;NEUT;SG
vòng	okolo	vòng	okolo	N	ADP;GEN
vòng	dookola	vòng	dookola	N	ADV
vòng	okrúhle	vòng	okrúhle	N	ADJ;NOM;NEUT;PL
vòng	okrúhly	vòng	okrúhly	N	ADJ;INAN;NOM;MASC;SG
phái	posiela	phái	posielať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
đào	vykopať	đào	vykopať	N	V;PFV;POS;NFIN
đào	kopať	đào	kopať	N	V;IPFV;POS;NFIN
đào	tao	đào	tao	N	INTJ
khai	nevyužitý	khai	nevyužitý	V	ADJ;ANIM;NOM;MASC;SG
khai	nároky	khai	nárok	V	N;INAN;NOM;MASC;PL
khai	pohľadávky	khai	pohľadávka	V	N;NOM;FEM;PL
khai	tvrdenia	khai	tvrdenie	V	N;NOM;NEUT;PL
tốt	dobre	tốt	dobre	ADJ	ADV
tốt	dobra	tốt	dobra	ADJ	N;NOM;FEM;SG
lệnh	príkazov	lệnh	príkaz		N;INAN;GEN;MASC;PL
lệnh	príkazy	lệnh	príkaz		N;INAN;NOM;MASC;PL
lệnh	veliteľstvo	lệnh	veliteľstvo		N;NOM;NEUT;SG
lệnh	príkaz	lệnh	príkaz		N;INAN;NOM;MASC;SG
lệnh	velenie	lệnh	velenie		N;NOM;NEUT;SG
lệnh	objednávky	lệnh	objednávka		N;NOM;FEM;PL
lệnh	príkazy	lệnh	príkaz		N;INAN;NOM;MASC;PL
lệnh	rozkazy	lệnh	rozkaz		N;INAN;NOM;MASC;PL
lệnh	uznesenia	lệnh	uznesenie		N;NOM;NEUT;PL
chuẩn	štandardný	chuẩn	štandardný	V	ADJ;INAN;NOM;MASC;SG
chuẩn	štandard	chuẩn	štandard	V	N;INAN;NOM;MASC;SG
chuẩn	norma	chuẩn	norma	V	N;NOM;FEM;SG
chuẩn	štandardné	chuẩn	štandardný	V	ADJ;NOM;NEUT;SG
chuẩn	normálna	chuẩn	normálny	V	ADJ;NOM;FEM;SG
chuẩn	normálne	chuẩn	normálne	V	ADV
chuẩn	normalne	chuẩn	normalne	V	ADV
chuẩn	normálny	chuẩn	normálny	V	ADJ;ANIM;NOM;MASC;SG
chuẩn	bežný	chuẩn	bežný	V	ADJ;ANIM;NOM;MASC;SG
chữ	textový	chữ	textový	N	ADJ;INAN;NOM;MASC;SG
duy	ibaže	duy	ibaže	N	CONJ
duy	iba	duy	iba	N	PART
duy	len	duy	len	N	PART
duy	jedine	duy	jedine	N	ADV
thiếu	chýbajúci	thiếu	chýbajúci	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
thiếu	chýbajúce	thiếu	chýbajúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
thiếu	nezvestný	thiếu	nezvestný	V	ADJ;ANIM;NOM;MASC;SG
lợi	prospieva	lợi	prospievať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
hết	všetko	hết	všetok	V	DET;NOM;NEUT;SG
hết	vsetko	hết	vsetko	V	N;NOM;MASC;SG
hết	all	hết	all	V	
hết	vsetky	hết	vsetok	V	N;NOM;FEM;PL
hết	všetky	hết	všetok	V	DET;INAN;NOM;MASC;PL
hết	všetkých	hết	všetok	V	DET;ANIM;ACC;MASC;PL
hết	všetci	hết	všetok	V	DET;ANIM;NOM;MASC;PL
hết	všetko	hết	všetok	V	DET;NOM;NEUT;SG
hết	over	hết	over	V	
hết	konec	hết	konec	V	N;INAN;NOM;MASC;SG
hán	han	hán	han	N	PROPN;ANIM;NOM;MASC;SG
hầu	skoro	hầu	skoro		PART
hầu	takmer	hầu	takmer		PART
hầu	hou	hầu	ha		INTJ
mặc	nosenie	mặc	nosenie	V	N;NOM;NEUT;SG
mặc	nosenie	mặc	nosenie	V	N;NOM;NEUT;SG
tuyến	lineárne	tuyến	lineárne	N	ADJ;NOM;NEUT;SG
tuyến	lineárna	tuyến	lineárny	N	ADJ;NOM;FEM;SG
tuyến	lineárny	tuyến	lineárny	N	ADJ;ANIM;NOM;MASC;SG
hạn	obmedziť	hạn	obmedziť	N	V;PFV;POS;NFIN
gốc	originálny	gốc	originálny		ADJ;INAN;NOM;MASC;SG
gốc	pôvodný	gốc	pôvodný		ADJ;INAN;NOM;MASC;SG
gốc	original	gốc	originať		N;INAN;NOM;MASC;SG
gốc	originálne	gốc	originálne		ADJ;NOM;NEUT;SG
gốc	originál	gốc	originál		N;INAN;NOM;MASC;SG
gốc	pôvodné	gốc	pôvodný		ADJ;NOM;NEUT;SG
rêu	moss	rêu	moss	N	PROPN;NOM;FEM;SG
muốn	will	muốn	will	V	
muốn	budú	muốn	byť	V	V;IPFV;IND;PL;3;POS;FUT;FIN
muốn	bude	muốn	byť	V	V;IPFV;IND;SG;3;POS;FUT;FIN
muốn	vôľa	muốn	vôľa	V	N;NOM;FEM;SG
muốn	chcu	muốn	chcieť	V	N;INAN;NOM;MASC;SG
muốn	chces	muốn	chces	V	INTJ
ninh	ninh	ninh	on	N	PROPN;ANIM;NOM;MASC;SG
ninh	ning	ninh	ning	N	PROPN;ANIM;NOM;MASC;SG
trùng	duplicitné	trùng	duplicitný	V	ADJ;NOM;NEUT;SG
giang	giang	giang	giang	N	PROPN;ANIM;NOM;MASC;SG
giang	jiang	giang	jiang	N	PROPN;ANIM;NOM;MASC;SG
đĩa	kotúč	đĩa	kotúč		N;INAN;NOM;MASC;SG
đĩa	kotúča	đĩa	kotúč		N;INAN;GEN;MASC;SG
đĩa	disk	đĩa	disk		N;INAN;NOM;MASC;SG
đĩa	disku	đĩa	disko		N;NOM;NEUT;SG
đĩa	doska	đĩa	doska		N;NOM;FEM;SG
đĩa	platňa	đĩa	platňa		N;NOM;FEM;SG
đĩa	tanier	đĩa	tanier		N;INAN;NOM;MASC;SG
đĩa	platne	đĩa	platňa		N;NOM;FEM;PL
đĩa	plech	đĩa	plech		N;INAN;NOM;MASC;SG
đĩa	disk	đĩa	disk		N;INAN;NOM;MASC;SG
đĩa	disku	đĩa	disko		N;NOM;NEUT;SG
khỏi	zo	khỏi	z	V	ADP;GEN
khỏi	od	khỏi	od	V	ADP;GEN
tưởng	myšlienka	tưởng	myšlienka	V	N;NOM;FEM;SG
lâm	lin	lâm	lin	N	PROPN;ANIM;NOM;MASC;SG
vàng	zlatá	vàng	zlatý	N	ADJ;NOM;FEM;SG
vàng	gold	vàng	gold	N	
vàng	žlté	vàng	žltý	N	ADJ;NOM;NEUT;SG
vàng	žltý	vàng	žltý	N	ADJ;ANIM;NOM;MASC;SG
vàng	žltá	vàng	žltý	N	ADJ;NOM;FEM;SG
quang	quang	quang	quang	N	PROPN;ANIM;NOM;MASC;SG
hàn	kórejská	hàn	kórejský	N	ADJ;NOM;FEM;SG
hàn	kórejský	hàn	kórejský	N	ADJ;ANIM;NOM;MASC;SG
hàn	kórejských	hàn	kórejský	N	ADJ;GEN;MASC;PL
hàn	han	hàn	han	N	PROPN;ANIM;NOM;MASC;SG
ngay	ihned	ngay	ihned	PART	N;NOM;FEM;SG
ngay	ihneď	ngay	ihneď	PART	ADV
ngay	okamžite	ngay	okamžite	PART	ADV
ngay	teraz	ngay	teraz	PART	ADV
hồi	prekvitá	hồi	prekvitať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
cận	uzavretie	cận	uzavretie	V	N;NOM;NEUT;SG
cận	zatvorenie	cận	zatvorenie	V	N;NOM;NEUT;SG
cận	zatváranie	cận	zatváranie	V	N;NOM;NEUT;SG
cận	kardinál	cận	kardinál	V	N;ANIM;NOM;MASC;SG
đậu	fazuľa	đậu	fazuľa	V	N;NOM;FEM;SG
đậu	bean	đậu	bean	V	PROPN;ANIM;NOM;MASC;SG
đậu	fazuľa	đậu	fazuľa	V	N;NOM;FEM;SG
đậu	fazule	đậu	fazuľa	V	N;NOM;FEM;PL
đậu	modlitby	đậu	modlitba	V	N;NOM;FEM;PL
khách	navštívte	khách	navštíviť	N	V;PFV;IMP;PL;2;POS;FIN
khách	navštíviť	khách	navštíviť	N	V;PFV;POS;NFIN
địch	nepriateľské	địch	nepriateľský	N	ADJ;NOM;NEUT;SG
địch	nepriateľský	địch	nepriateľský	N	ADJ;ANIM;NOM;MASC;SG
thánh	svätá	thánh	svätý	N	ADJ;NOM;FEM;SG
thánh	svätý	thánh	svätý	N	ADJ;ANIM;NOM;MASC;SG
thánh	saint	thánh	saint	N	PROPN;ANIM;NOM;MASC;SG
thánh	svätá	thánh	svätý	N	ADJ;NOM;FEM;SG
thánh	svätý	thánh	svätý	N	ADJ;ANIM;NOM;MASC;SG
thánh	sväté	thánh	svätý	N	ADJ;NOM;NEUT;SG
trẻ	mladé	trẻ	mladý	N	ADJ;NOM;NEUT;SG
trẻ	mladí	trẻ	mladý	N	ADJ;ANIM;NOM;MASC;PL
trẻ	young	trẻ	young	N	PROPN;ANIM;NOM;MASC;SG
trẻ	mladá	trẻ	mladý	N	ADJ;NOM;FEM;SG
phó	zástupcu	phó	zástupca		N;ANIM;ACC;MASC;SG
phó	námestník	phó	námestník		N;ANIM;NOM;MASC;SG
phó	zástupca	phó	zástupca		N;ANIM;NOM;MASC;SG
phó	vice	phó	vica		N;NOM;MASC;SG
linh	ling	linh	ling	N	
linh	duchovný	linh	duchovný	N	ADJ;ANIM;NOM;MASC;SG
linh	duchovného	linh	duchovný	N	ADJ;ANIM;GEN;MASC;SG
linh	duchovné	linh	duchovný	N	ADJ;NOM;NEUT;SG
trai	boy	trai	boy	N	
chạy	chode	chạy	choda	V	N;INAN;NOM;MASC;SG
chạy	beh	chạy	beh	V	N;INAN;NOM;MASC;SG
chạy	disk	chạy	disk	V	N;INAN;NOM;MASC;SG
chạy	pohon	chạy	pohon	V	N;INAN;NOM;MASC;SG
tuyên	deklarovaný	tuyên	deklarovaný	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tuyên	vyhlásená	tuyên	vyhlásený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tuyên	deklarované	tuyên	deklarovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tuyên	nahlásené	tuyên	nahlásený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tuyên	deklarovaná	tuyên	deklarovaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
thuận	shun	thuận	shun	ADJ	PROPN;ANIM;NOM;MASC;SG
thuận	dohodu	thuận	dohoda	ADJ	N;ACC;FEM;SG
thuận	dohodneme	thuận	dohodnúť	ADJ	V;PFV;IND;PL;1;POS;PRS;FIN
thuận	dohoda	thuận	dohoda	ADJ	N;NOM;FEM;SG
tức	okamžitá	tức	okamžitý		ADJ;NOM;FEM;SG
tức	okamžité	tức	okamžitý		ADJ;NOM;NEUT;SG
tức	okamžite	tức	okamžite		ADV
tức	okamžitý	tức	okamžitý		ADJ;INAN;NOM;MASC;SG
tức	okamžitá	tức	okamžitý		ADJ;NOM;FEM;SG
tức	okamžité	tức	okamžitý		ADJ;NOM;NEUT;SG
tức	okamžitý	tức	okamžitý		ADJ;INAN;NOM;MASC;SG
tức	okamžite	tức	okamžite		ADV
tức	sur	tức	sur		
phú	phú	phú	phú	N	PROPN;NOM;MASC;SG
phú	phu	phú	phu	N	PROPN;ANIM;NOM;MASC;SG
truy	neúprosný	truy	neúprosný	V	ADJ;ANIM;NOM;MASC;SG
truy	neúprosne	truy	neúprosne	V	ADV
chiều	poobede	chiều	poobede	N	ADV
chiều	popoludní	chiều	popoludní	N	ADV
cực	veľmi	cực	veľmi		ADV
cực	veľ	cực	veľ		
cực	velmi	cực	velmi		PROPN;ANIM;NOM;MASC;SG
cực	polárne	cực	polárne		ADJ;NOM;NEUT;PL
cực	pól	cực	pól		N;INAN;NOM;MASC;SG
lâu	dlho	lâu	dlho	ADJ	ADV
lâu	long	lâu	long	ADJ	PROPN;ANIM;NOM;MASC;SG
blank	prázdny	blank	prázdny	V	ADJ;INAN;NOM;MASC;SG
blank	prázdne	blank	prázdny	V	ADJ;NOM;NEUT;SG
blank	prázdna	blank	prázdno	V	N;NOM;FEM;SG
bại	porazený	bại	porazený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
bại	prehru	bại	prehra	V	N;ACC;FEM;SG
bại	porážka	bại	porážka	V	N;NOM;FEM;SG
bại	prehra	bại	prehra	V	N;NOM;FEM;SG
bại	porážku	bại	porážka	V	N;ACC;FEM;SG
chu	zrejme	chu	zrejme		PART
chu	asi	chu	asi		PART
chu	pravdepodobne	chu	pravdepodobne		ADV
chu	zhu	chu	zho		PROPN;ANIM;NOM;MASC;SG
chu	chu	chu	cho		PROPN;ANIM;NOM;MASC;SG
chu	čou	chu	čo		PROPN;NOM;FEM;SG
ước	želanie	ước	želanie		N;NOM;NEUT;SG
ước	prajem	ước	priať		V;IPFV;IND;SG;1;POS;PRS;FIN
ước	želám	ước	želať		V;IPFV;IND;SG;1;POS;PRS;FIN
ước	wish	ước	wish		
ước	prajeme	ước	priať		V;IPFV;IND;PL;1;POS;PRS;FIN
chuyên	odborník	chuyên	odborník	ADJ	N;ANIM;NOM;MASC;SG
chuyên	špecialista	chuyên	špecialista	ADJ	N;ANIM;NOM;MASC;SG
lai	budúca	lai	budúci		N;NOM;FEM;SG
lai	budúcnosti	lai	budúcnosť		N;DAT;FEM;SG
lai	budúcnosť	lai	budúcnosť		N;NOM;FEM;SG
lai	budúce	lai	budúci		N;NOM;NEUT;SG
lai	lai	lai	lai		PROPN;ANIM;NOM;MASC;SG
vài	málokto	vài	málokto	DET	PRO;ANIM;NOM;MASC;SG
vài	málo	vài	málo	DET	ADV
vài	pár	vài	pár	DET	NUM;NOM;NEUT;SG
vài	mála	vài	málo	DET	N;NOM;FEM;SG
san	san	san	san		PROPN;ANIM;NOM;MASC;SG
nền	pozadie	nền	pozadie		N;NOM;NEUT;SG
nền	minulosť	nền	minulosť		N;NOM;FEM;SG
nền	pozadí	nền	pozadie		N;NOM;NEUT;SG
nền	pozadia	nền	pozadie		N;NOM;NEUT;PL
style	štýl	style	štýl		N;INAN;NOM;MASC;SG
style	style	style	style		INTJ
song	dvojča	song	dvojča	CONJ	N;ANIM;NOM;MASC;SG
song	rodičia	song	rodič	CONJ	N;ANIM;NOM;MASC;PL
song	rodičmi	song	rodič	CONJ	N;ANIM;INS;MASC;PL
song	rodičov	song	rodič	CONJ	N;ANIM;ACC;MASC;PL
song	rodičom	song	rodič	CONJ	N;ANIM;DAT;MASC;PL
song	pesnička	song	pesnička	CONJ	N;NOM;FEM;SG
song	pieseň	song	pieseň	CONJ	N;NOM;FEM;SG
song	skladba	song	skladba	CONJ	N;NOM;FEM;SG
song	song	song	song	CONJ	
giai	melódiu	giai	melódia		N;ACC;FEM;SG
giai	melódia	giai	melódia		N;NOM;FEM;SG
quay	nábrežia	quay	nábrežie	V	N;NOM;NEUT;PL
quay	rotácia	quay	rotácia	V	N;NOM;FEM;SG
quay	striedanie	quay	striedanie	V	N;NOM;NEUT;SG
quay	rotácie	quay	rotácia	V	N;NOM;FEM;PL
quay	spin	quay	spin	V	INTJ
xuân	chun	xuân	chun	N	PROPN;ANIM;NOM;MASC;SG
xuân	jarná	xuân	jarný	N	ADJ;NOM;FEM;SG
xuân	jaro	xuân	jaro	N	PROPN;ANIM;NOM;MASC;SG
xuân	jarné	xuân	jarný	N	ADJ;NOM;NEUT;SG
american	americké	american	americký	N	ADJ;NOM;NEUT;SG
american	americká	american	americký	N	ADJ;NOM;FEM;SG
american	americký	american	americký	N	ADJ;ANIM;NOM;MASC;SG
rừng	woods	rừng	woods	N	PROPN;ANIM;NOM;MASC;SG
rừng	lesný	rừng	lesný	N	ADJ;ANIM;NOM;MASC;SG
rừng	forest	rừng	forest	N	PROPN;ANIM;NOM;MASC;SG
rừng	lesná	rừng	lesný	N	ADJ;NOM;FEM;SG
rừng	lesné	rừng	lesný	N	ADJ;NOM;NEUT;SG
cerambycidae	cerambycidae	cerambycidae	cerambycidae		N;NOM;FEM;PL
thưởng	bonus	thưởng	bonus	V	N;INAN;NOM;MASC;SG
thưởng	odmenu	thưởng	odmena	V	N;ACC;FEM;SG
thưởng	odmena	thưởng	odmena	V	N;NOM;FEM;SG
thưởng	odmenený	thưởng	odmenený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
list	zoznam	list	zoznam	ADJ	N;INAN;NOM;MASC;SG
list	zoznamu	list	zoznam	ADJ	N;INAN;GEN;MASC;SG
xuống	down	xuống	down	V	
xuống	nadol	xuống	nadol	V	ADV
xuống	dolu	xuống	dolu	V	ADV
xuống	dole	xuống	dole	V	ADV
đứng	státie	đứng	státiť	V	N;NOM;NEUT;SG
đứng	stáleho	đứng	stály	V	ADJ;GEN;NEUT;SG
truyện	čítam	truyện	čítať	N	V;IPFV;IND;SG;1;POS;PRS;FIN
môn	jemné	môn	jemný	N	ADJ;NOM;NEUT;SG
môn	nenápadné	môn	nenápadný	N	ADJ;NOM;NEUT;SG
môn	jemný	môn	jemný	N	ADJ;ANIM;NOM;MASC;SG
phóng	rozsahu	phóng	rozsah	V	N;INAN;GEN;MASC;SG
phóng	stupnica	phóng	stupnica	V	N;NOM;FEM;SG
phóng	štart	phóng	štart	V	N;INAN;NOM;MASC;SG
phóng	spustenie	phóng	spustenie	V	N;NOM;NEUT;SG
đốc	guvernér	đốc	guvernér		ADJ;ANIM;NOM;MASC;SG
đốc	guvernérom	đốc	guvernér		N;ANIM;INS;MASC;SG
đốc	guvernéra	đốc	guvernéra		N;ANIM;ACC;MASC;SG
đốc	guvernérov	đốc	guvernér		N;ANIM;GEN;MASC;PL
khởi	začiatok	khởi	začiatok	V	N;INAN;NOM;MASC;SG
khởi	zaciatok	khởi	zaciatok	V	N;INAN;NOM;MASC;SG
khởi	štart	khởi	štart	V	N;INAN;NOM;MASC;SG
bầu	hlasovanie	bầu	hlasovanie	V	N;NOM;NEUT;SG
bầu	hlasovania	bầu	hlasovanie	V	N;NOM;NEUT;PL
bầu	tehotná	bầu	tehotný	V	ADJ;NOM;FEM;SG
bầu	tehotné	bầu	tehotný	V	ADJ;NOM;NEUT;SG
mềm	jemné	mềm	jemný	N	ADJ;NOM;NEUT;SG
mềm	mäkká	mềm	mäkký	N	ADJ;NOM;FEM;SG
mềm	mäkké	mềm	mäkký	N	ADJ;NOM;NEUT;SG
mềm	mäkký	mềm	mäkký	N	ADJ;ANIM;NOM;MASC;SG
cha	cha	cha	cha	N	INTJ
cha	ča	cha	ča	N	
giết	zabitie	giết	zabitie	V	N;NOM;NEUT;SG
giết	zabíjanie	giết	zabíjanie	V	N;NOM;NEUT;SG
giết	zabite	giết	zabiť	V	ADV
giết	zabit	giết	zabit	V	PROPN;ANIM;NOM;MASC;SG
giết	zabite	giết	zabiť	V	ADV
nhanh	rýchlo	nhanh	rýchlo	ADJ	ADV
nhanh	rýchlo	nhanh	rýchlo	ADJ	ADV
nhanh	rýchlo	nhanh	rýchlo	ADJ	ADV
giấy	papierové	giấy	papierový	N	ADJ;NOM;NEUT;SG
giấy	papierová	giấy	papierový	N	ADJ;NOM;FEM;SG
thấp	nízko	thấp	nízko	ADJ	ADV
thấp	nízke	thấp	nízka	ADJ	N;INAN;NOM;MASC;PL
thấp	nízky	thấp	nízky	ADJ	N;INAN;NOM;MASC;SG
thấp	nízka	thấp	nízko	ADJ	N;NOM;FEM;SG
thấp	low	thấp	low	ADJ	
kiểu	napíšte	kiểu	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
nghiệm	experimenty	nghiệm	experiment	V	N;INAN;NOM;MASC;PL
nghiệm	pokusy	nghiệm	pokus	V	N;INAN;NOM;MASC;PL
tối	dark	tối	dark	N	
tối	temné	tối	temný	N	ADJ;NOM;NEUT;SG
tối	tmavá	tối	tmavý	N	ADJ;NOM;FEM;SG
tối	tmavé	tối	tmavý	N	ADJ;NOM;NEUT;SG
tối	tmavý	tối	tmavý	N	ADJ;ANIM;NOM;MASC;SG
tối	večer	tối	večer	N	ADV
tối	večerný	tối	večerný	N	ADJ;INAN;NOM;MASC;SG
tối	večerné	tối	večerný	N	ADJ;NOM;NEUT;SG
tối	večerná	tối	večerný	N	ADJ;NOM;FEM;SG
giảm	pokles	giảm	pokles	V	N;INAN;NOM;MASC;SG
giảm	zníženie	giảm	zníženie	V	N;NOM;NEUT;SG
giảm	menej	giảm	málo	V	ADV;CMPR
giảm	menšia	giảm	malý	V	ADJ;NOM;CMPR;FEM;SG
bắn	streľba	bắn	streľba	V	N;NOM;FEM;SG
bắn	strelený	bắn	strelený	V	ADJ;ANIM;NOM;MASC;SG
bắn	strela	bắn	strieť	V	N;NOM;FEM;SG
bắn	postrelený	bắn	postrelený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
bắn	záber	bắn	záber	V	N;INAN;NOM;MASC;SG
bắn	výstrel	bắn	výstrel	V	N;INAN;NOM;MASC;SG
website	site	website	site	N	INTJ
đôi	párik	đôi	párik	NUM	N;INAN;NOM;MASC;SG
đôi	dvojica	đôi	dvojica	NUM	N;NOM;FEM;SG
đôi	dvojice	đôi	dvojica	NUM	N;NOM;FEM;PL
đôi	dvojité	đôi	dvojitý	NUM	ADJ;NOM;NEUT;SG
đôi	dvojitá	đôi	dvojitý	NUM	N;NOM;FEM;SG
đôi	zdvojnásobiť	đôi	zdvojnásobiť	NUM	V;IPFV;POS;NFIN
đôi	double	đôi	doubľať	NUM	N;INAN;NOM;MASC;SG
đôi	dvojnásobok	đôi	dvojnásobok	NUM	ADJ;NOM;FEM;SG
đôi	párik	đôi	párik	NUM	N;INAN;NOM;MASC;SG
đôi	dvojica	đôi	dvojica	NUM	N;NOM;FEM;SG
đôi	niekedy	đôi	niekedy	NUM	ADV
đôi	občas	đôi	občas	NUM	ADV
đôi	obcas	đôi	obcas	NUM	INTJ
gái	dcera	gái	dcera	N	PROPN;NOM;FEM;SG
lĩnh	zvíťazil	lĩnh	zvíťaziť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mắt	eye	mắt	eye	N	
mắt	okom	mắt	oko	N	ADV
cáo	hlásiť	cáo	hlásiť	N	V;IPFV;POS;NFIN
cáo	nahlásiť	cáo	nahlásiť	N	V;PFV;POS;NFIN
cáo	fox	cáo	fox	N	PROPN;ANIM;NOM;MASC;SG
tam	tam	tam	tam	N	ADV
sai	nesprávne	sai	nesprávny	ADJ	ADV
sai	zle	sai	zle	ADJ	ADV
sai	nesprávne	sai	nesprávny	ADJ	ADV
sai	chyba	sai	chyba	ADJ	N;NOM;FEM;SG
sửa	oprava	sửa	oprava	V	N;NOM;FEM;SG
sửa	opravný	sửa	opravný	V	ADJ;INAN;NOM;MASC;SG
sửa	korekcia	sửa	korekcia	V	N;NOM;FEM;SG
sửa	náprava	sửa	náprava	V	N;NOM;FEM;SG
dựa	založený	dựa	založený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
dựa	založená	dựa	založený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dựa	založené	dựa	založený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lửa	horí	lửa	horieť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
tuyển	nájom	tuyển	náj	V	N;INAN;NOM;MASC;SG
tuyển	prenájom	tuyển	prenáj	V	N;INAN;NOM;MASC;SG
trương	zhang	trương	zhang	N	PROPN;ANIM;NOM;MASC;SG
ngành	jeho	ngành	jeho	N	DET;NOM;NEUT;SG;3
isbn	isbn	isbn	isbn		
trắng	biela	trắng	biely	N	ADJ;NOM;FEM;SG
trắng	biely	trắng	biely	N	ADJ;ANIM;NOM;MASC;SG
trắng	white	trắng	whit	N	PROPN;ANIM;NOM;MASC;SG
trắng	biele	trắng	biely	N	ADJ;NOM;NEUT;SG
trắng	bielo	trắng	bielo	N	ADV
đọc	čítaj	đọc	čítať	V	INTJ
đọc	čítanie	đọc	čítanie	V	N;NOM;NEUT;SG
đọc	čítania	đọc	čítanie	V	N;NOM;NEUT;PL
đọc	čítaní	đọc	čítanie	V	N;NOM;NEUT;PL
đọc	čítanie	đọc	čítanie	V	N;NOM;NEUT;SG
đọc	les	đọc	les	V	N;INAN;NOM;MASC;SG
xung	impulz	xung	impulz	V	N;INAN;NOM;MASC;SG
